Orthogroup	CAPO3	ORYLA
OG0003509	CAPO305689	ORYLA07419
OG0003511	CAPO307348, CAPO308352	ORYLA17668
OG0003512	CAPO303631, CAPO302677, CAPO302168	ORYLA17979, ORYLA14116
OG0003515	CAPO307211	ORYLA00165
OG0003518	CAPO307641	ORYLA02219
OG0003519	CAPO307608	ORYLA06032
OG0003522	CAPO306659	ORYLA11321, ORYLA10376
OG0003523	CAPO304976	ORYLA06822
OG0003525	CAPO305089	ORYLA06258
OG0003528	CAPO306484	ORYLA09598
OG0003531	CAPO300308	ORYLA10765, ORYLA01076
OG0003532	CAPO303744	ORYLA09550
OG0003533	CAPO301327	ORYLA20154
OG0003537	CAPO301555	ORYLA02972
OG0003538	CAPO301093	ORYLA04723
OG0003539	CAPO300449	ORYLA00317
OG0003541	CAPO300603	ORYLA12459
OG0003543	CAPO301989	ORYLA17038, ORYLA06025
OG0003544	CAPO300418	ORYLA05956
OG0003546	CAPO303583	ORYLA02573, ORYLA06777
OG0003547	CAPO308031	ORYLA15005
OG0003550	CAPO300137	ORYLA06826, ORYLA09869
OG0003551	CAPO308286	ORYLA17122, ORYLA02512, ORYLA02511
OG0003552	CAPO307114	ORYLA06559, ORYLA12973
OG0003554	CAPO301001	ORYLA02272, ORYLA04649
OG0003556	CAPO302339	ORYLA11308, ORYLA15858, ORYLA16060
OG0003557	CAPO306086	ORYLA17940, ORYLA05103
OG0003561	CAPO301198	ORYLA11603, ORYLA09116
OG0003562	CAPO303388	ORYLA16057, ORYLA05508
OG0003563	CAPO300808, CAPO301102	ORYLA08166
OG0003564	CAPO300720	ORYLA02602, ORYLA17999, ORYLA01509
OG0003566	CAPO300164	ORYLA12377
OG0003567	CAPO307296	ORYLA16922
OG0003568	CAPO303992	ORYLA17899
OG0003569	CAPO306390	ORYLA14706, ORYLA13674
OG0003570	CAPO305849	ORYLA06235, ORYLA06236
OG0003573	CAPO300904	ORYLA18884
OG0003577	CAPO306764	ORYLA05673
OG0003578	CAPO307426	ORYLA19177
OG0003579	CAPO300766	ORYLA07706
OG0003581	CAPO303325, CAPO301766, CAPO303814, CAPO303816, CAPO303815, CAPO301177	ORYLA04075
OG0003582	CAPO302819	ORYLA13955
OG0003599	CAPO301420	ORYLA07506
OG0003600	CAPO305414	ORYLA20278
OG0003607	CAPO301867	ORYLA08341
OG0003610	CAPO302401	ORYLA11705
OG0003611	CAPO306320	ORYLA01222
OG0003612	CAPO304993	ORYLA05697
OG0003613	CAPO305029	ORYLA14322, ORYLA13861
OG0003617	CAPO306844, CAPO301490	ORYLA20096
OG0003618	CAPO302109	ORYLA09085
OG0003619	CAPO304837	ORYLA00995
OG0003620	CAPO306673	ORYLA16131
OG0003621	CAPO302199	ORYLA04086
OG0003622	CAPO305075	ORYLA11687
OG0003624	CAPO303633	ORYLA13908
OG0003630	CAPO308012	ORYLA07936
OG0003631	CAPO303610	ORYLA18266, ORYLA04613
OG0003633	CAPO300056	ORYLA15479
OG0003635	CAPO308133	ORYLA01451
OG0003638	CAPO305555	ORYLA11662
OG0003640	CAPO301244	ORYLA16900, ORYLA07985, ORYLA08704
OG0003641	CAPO300746	ORYLA05514, ORYLA13948, ORYLA15562
OG0003644	CAPO304835	ORYLA19217, ORYLA19218
OG0003645	CAPO307108	ORYLA17019, ORYLA16769
OG0003646	CAPO304914	ORYLA12425
OG0003648	CAPO302617	ORYLA10802
OG0003649	CAPO301930	ORYLA12909
OG0003650	CAPO306633	ORYLA14386
OG0003651	CAPO305370	ORYLA15506
OG0003652	CAPO300427	ORYLA04563, ORYLA03095
OG0003655	CAPO303553	ORYLA11608, ORYLA09516
OG0003656	CAPO301350	ORYLA12194, ORYLA06060
OG0003657	CAPO305783	ORYLA04683, ORYLA09891
OG0003658	CAPO303162	ORYLA05614, ORYLA01831
OG0003659	CAPO302655	ORYLA13374
OG0003661	CAPO300815	ORYLA13934
OG0003664	CAPO305504	ORYLA16286
OG0003666	CAPO300690	ORYLA02489, ORYLA13220, ORYLA06808
OG0003667	CAPO303859	ORYLA03973, ORYLA03463, ORYLA17623
OG0003668	CAPO300260	ORYLA12159
OG0003668	CAPO301650	ORYLA14882
OG0003669	CAPO305883	ORYLA00310
OG0003671	CAPO308173	ORYLA19913, ORYLA05071, ORYLA03950
OG0003672	CAPO300582	ORYLA07781
OG0003676	CAPO304948	ORYLA18000
OG0003677	CAPO300011	ORYLA09433, ORYLA09215, ORYLA16425
OG0003679	CAPO304696	ORYLA09435, ORYLA09221
OG0003680	CAPO300884	ORYLA09399
OG0003682	CAPO301860	ORYLA05336, ORYLA11752
OG0003684	CAPO302734	ORYLA09009
OG0003685	CAPO305996	ORYLA17287, ORYLA17288, ORYLA12611
OG0003686	CAPO302144	ORYLA15174, ORYLA15175
OG0003687	CAPO301501	ORYLA16099, ORYLA09689
OG0003688	CAPO307252	ORYLA15391
OG0003689	CAPO301215	ORYLA00037
OG0003690	CAPO307478	ORYLA10151
OG0003693	CAPO302269	ORYLA11068, ORYLA15548
OG0003694	CAPO307654	ORYLA05766
OG0003695	CAPO303363	ORYLA18026, ORYLA02559, ORYLA06632, ORYLA13445
OG0003696	CAPO304903	ORYLA14696
OG0003697	CAPO307718	ORYLA18863
OG0003698	CAPO306302	ORYLA05043, ORYLA17728
OG0003700	CAPO304411	ORYLA00145, ORYLA16899
OG0003703	CAPO305764	ORYLA07914, ORYLA19118, ORYLA07915
OG0003704	CAPO308213	ORYLA00715, ORYLA06286
OG0003710	CAPO301647	ORYLA04163, ORYLA08822
OG0003712	CAPO300556	ORYLA16996, ORYLA19025
OG0003713	CAPO306178	ORYLA13219, ORYLA06802
OG0003716	CAPO303976	ORYLA13136
OG0003717	CAPO306282	ORYLA02048
OG0003718	CAPO307310	ORYLA08634
OG0003719	CAPO300227	ORYLA05761
OG0003720	CAPO300371	ORYLA06376, ORYLA01596
OG0003721	CAPO300976, CAPO300975	ORYLA10476, ORYLA01061
OG0003722	CAPO300031	ORYLA06277, ORYLA02448
OG0003724	CAPO308007	ORYLA20221
OG0003729	CAPO307394	ORYLA08395
OG0003731	CAPO304053	ORYLA00028
OG0003732	CAPO306498	ORYLA09566
OG0003733	CAPO305671	ORYLA07355
OG0003734	CAPO305564	ORYLA02449
OG0003735	CAPO308150	ORYLA18227
OG0003738	CAPO304238	ORYLA16804
OG0003739	CAPO300467	ORYLA10021
OG0003740	CAPO307238	ORYLA14622
OG0003741	CAPO305770	ORYLA06173
OG0003742	CAPO303080	ORYLA06086, ORYLA02085, ORYLA16192
OG0003743	CAPO302360	ORYLA02655, ORYLA17586
OG0003744	CAPO306491	ORYLA15613, ORYLA13913
OG0003745	CAPO307585	ORYLA17929
OG0003749	CAPO306992	ORYLA15075, ORYLA11168
OG0003750	CAPO304840	ORYLA15854
OG0003752	CAPO306304	ORYLA20457, ORYLA20456, ORYLA14921
OG0003754	CAPO305643	ORYLA14867
OG0003755	CAPO300113	ORYLA03647, ORYLA04416
OG0003756	CAPO307901	ORYLA15160
OG0003758	CAPO308214	ORYLA15779
OG0003759	CAPO307476	ORYLA16410, ORYLA01905, ORYLA01906
OG0003760	CAPO304944	ORYLA07065, ORYLA12558
OG0003761	CAPO301690	ORYLA14667, ORYLA19588
OG0003762	CAPO303010	ORYLA16316
OG0003764	CAPO300879	ORYLA16406
OG0003767	CAPO301363	ORYLA05360
OG0003769	CAPO305668	ORYLA08980
OG0003770	CAPO300865, CAPO305387	ORYLA03596
OG0003771	CAPO300755	ORYLA19264, ORYLA17030
OG0003773	CAPO301706	ORYLA08369
OG0003776	CAPO306521	ORYLA18575
OG0003778	CAPO302558	ORYLA11149, ORYLA15322
OG0003779	CAPO304919	ORYLA16409
OG0003781	CAPO307368	ORYLA07642, ORYLA07643, ORYLA04950, ORYLA00185, ORYLA00183, ORYLA04949, ORYLA00184
OG0003798	CAPO300229	ORYLA19738, ORYLA13919
OG0003803	CAPO307540	ORYLA02753, ORYLA02752, ORYLA12969
OG0003806	CAPO304817	ORYLA16763
OG0003807	CAPO308021	ORYLA00781
OG0003808	CAPO308095	ORYLA01934
OG0003809	CAPO306197	ORYLA07697, ORYLA19481, ORYLA19479
OG0003811	CAPO302863	ORYLA12803
OG0003812	CAPO300349	ORYLA19278
OG0003813	CAPO305053	ORYLA18042, ORYLA17950
OG0003818	CAPO306945	ORYLA04078
OG0003820	CAPO302724	ORYLA07704
OG0003823	CAPO305304	ORYLA18996, ORYLA11357, ORYLA02152
OG0003824	CAPO300109	ORYLA17763
OG0003826	CAPO303948	ORYLA04385
OG0003827	CAPO302156	ORYLA07017, ORYLA07018, ORYLA13140
OG0003828	CAPO304442	ORYLA02923
OG0003829	CAPO304825	ORYLA06358
OG0003831	CAPO301320	ORYLA00352
OG0003833	CAPO305448	ORYLA08551
OG0003834	CAPO307203	ORYLA06974, ORYLA12844, ORYLA15270
OG0003836	CAPO301610	ORYLA00347, ORYLA00348, ORYLA04611
OG0003837	CAPO304430	ORYLA16787
OG0003838	CAPO304061, CAPO304064	ORYLA09504, ORYLA00494
OG0003839	CAPO300238, CAPO301543, CAPO307066	ORYLA06804
OG0003840	CAPO300299	ORYLA19338
OG0003843	CAPO301582	ORYLA00216, ORYLA04760
OG0003844	CAPO306235	ORYLA00410
OG0003845	CAPO302000	ORYLA04421
OG0003846	CAPO300905	ORYLA04676
OG0003847	CAPO301495	ORYLA00209
OG0003848	CAPO305229, CAPO305228	ORYLA06527, ORYLA13653
OG0003850	CAPO306458	ORYLA05996
OG0003851	CAPO301154	ORYLA09286, ORYLA06613
OG0003852	CAPO302241	ORYLA17405, ORYLA12702
OG0003853	CAPO308238	ORYLA18272
OG0003854	CAPO306385	ORYLA13175
OG0003855	CAPO304198	ORYLA01615, ORYLA19634
OG0003856	CAPO308004	ORYLA17087
OG0003857	CAPO302185	ORYLA19469, ORYLA19468
OG0003858	CAPO300728	ORYLA04975
OG0003859	CAPO306990	ORYLA11310
OG0003860	CAPO303899	ORYLA06391
OG0003861	CAPO302754	ORYLA19849
OG0003863	CAPO300200	ORYLA04629, ORYLA17758
OG0003864	CAPO300087	ORYLA03365
OG0003865	CAPO304904	ORYLA09778, ORYLA13923, ORYLA15980
OG0003866	CAPO302683	ORYLA08827
OG0003867	CAPO301767	ORYLA19092
OG0003868	CAPO306848	ORYLA19824, ORYLA12769
OG0003869	CAPO307094	ORYLA08057
OG0003870	CAPO305132	ORYLA16354
OG0003871	CAPO304658	ORYLA09605
OG0003872	CAPO300319	ORYLA17934, ORYLA17933
OG0003873	CAPO305775	ORYLA12547, ORYLA12548
OG0003875	CAPO303382	ORYLA14787
OG0003876	CAPO307728	ORYLA05675
OG0003878	CAPO308329	ORYLA11114, ORYLA15672, ORYLA14414
OG0003881	CAPO303685	ORYLA19792, ORYLA19793
OG0003886	CAPO304109	ORYLA07850
OG0003887	CAPO307036	ORYLA06119
OG0003888	CAPO302764	ORYLA09457
OG0003890	CAPO304707	ORYLA02702, ORYLA03959
OG0003892	CAPO307708	ORYLA10862
OG0003893	CAPO300022	ORYLA04836
OG0003894	CAPO302778	ORYLA17746
OG0003897	CAPO303759	ORYLA06606
OG0003898	CAPO307893, CAPO307749, CAPO306069	ORYLA12764
OG0003899	CAPO300674	ORYLA00332
OG0003900	CAPO301714	ORYLA03942
OG0003901	CAPO301256	ORYLA11674
OG0003903	CAPO305736	ORYLA00503
OG0003904	CAPO305947	ORYLA12590
OG0003906	CAPO301369	ORYLA19253, ORYLA19252
OG0003908	CAPO301425	ORYLA00464
OG0003908	CAPO308216	ORYLA11218
OG0003909	CAPO301220	ORYLA11744
OG0003910	CAPO302786	ORYLA01842
OG0003911	CAPO305312	ORYLA18945
OG0003912	CAPO307896	ORYLA15466, ORYLA12465
OG0003913	CAPO306587	ORYLA01416
OG0003914	CAPO301224	ORYLA18672, ORYLA18673
OG0003915	CAPO304633	ORYLA12264, ORYLA00970
OG0003917	CAPO306797	ORYLA13507
OG0003920	CAPO301554	ORYLA01688
OG0003921	CAPO300430	ORYLA07105
OG0003922	CAPO304241	ORYLA09787
OG0003925	CAPO301662	ORYLA05435
OG0003926	CAPO303036	ORYLA14433
OG0003927	CAPO304671	ORYLA17984
OG0003930	CAPO301599	ORYLA15221
OG0003931	CAPO304399	ORYLA07756
OG0003932	CAPO300048, CAPO300047	ORYLA09727
OG0003934	CAPO301204	ORYLA18258
OG0003936	CAPO302163	ORYLA15161
OG0003938	CAPO305166	ORYLA10357
OG0003939	CAPO303853	ORYLA08294
OG0003942	CAPO300632	ORYLA11858
OG0003944	CAPO300493	ORYLA06722
OG0003945	CAPO300812	ORYLA14999, ORYLA20189
OG0003946	CAPO303843	ORYLA00695, ORYLA00840
OG0003947	CAPO306325	ORYLA17372
OG0003950	CAPO307097	ORYLA12030
OG0003954	CAPO304758	ORYLA05547, ORYLA11360
OG0003955	CAPO304097	ORYLA00673
OG0003959	CAPO304028	ORYLA02587
OG0003961	CAPO303890	ORYLA06267
OG0003965	CAPO302867	ORYLA10358
OG0003966	CAPO301181	ORYLA18869, ORYLA18868
OG0003969	CAPO304197	ORYLA12575
OG0003971	CAPO301852	ORYLA18033
OG0003972	CAPO308018	ORYLA15470
OG0003973	CAPO307513	ORYLA18600, ORYLA00775
OG0003998	CAPO305634	ORYLA00128
OG0003999	CAPO306327	ORYLA09012
OG0004000	CAPO302913	ORYLA06063
OG0004002	CAPO305544	ORYLA05237
OG0004005	CAPO302213	ORYLA11539
OG0004007	CAPO307105	ORYLA12862, ORYLA02441
OG0004009	CAPO305072	ORYLA07186, ORYLA18510, ORYLA05182
OG0004010	CAPO303524	ORYLA12744
OG0004012	CAPO308011	ORYLA03859, ORYLA03860
OG0004014	CAPO303473	ORYLA09781
OG0004015	CAPO305112	ORYLA13080
OG0004016	CAPO303609	ORYLA15762
OG0004017	CAPO308124	ORYLA16378
OG0004023	CAPO307204	ORYLA19712
OG0004027	CAPO301145	ORYLA15966
OG0004031	CAPO306218	ORYLA03387
OG0004032	CAPO300291	ORYLA00963, ORYLA09486
OG0004033	CAPO304862	ORYLA00102, ORYLA05233
OG0004035	CAPO301995	ORYLA13967, ORYLA19169
OG0004037	CAPO306482	ORYLA12889
OG0004038	CAPO307927	ORYLA19827
OG0004042	CAPO302696	ORYLA12519
OG0004044	CAPO300275	ORYLA06709
OG0004047	CAPO304083	ORYLA00724, ORYLA16680
OG0004050	CAPO308116	ORYLA14703, ORYLA14702
OG0004053	CAPO301919	ORYLA02143
OG0004054	CAPO308277	ORYLA20246
OG0004056	CAPO306031	ORYLA13016
OG0004058	CAPO301904	ORYLA11743
OG0004059	CAPO301877	ORYLA09700
OG0004063	CAPO300628	ORYLA10971
OG0004064	CAPO304453	ORYLA20087
OG0004065	CAPO304029	ORYLA15637
OG0004067	CAPO301812	ORYLA00948
OG0004068	CAPO301030	ORYLA07587
OG0004069	CAPO307785	ORYLA17225, ORYLA12171
OG0004070	CAPO302894	ORYLA00593
OG0004071	CAPO306388	ORYLA19319
OG0004072	CAPO305194	ORYLA07888
OG0004076	CAPO307967	ORYLA01649, ORYLA01648
OG0004079	CAPO300687	ORYLA20439, ORYLA00169
OG0004080	CAPO305236	ORYLA10289, ORYLA07044
OG0004081	CAPO301069	ORYLA06891
OG0004082	CAPO305460	ORYLA06902
OG0004083	CAPO304047	ORYLA10118
OG0004084	CAPO300193	ORYLA10620, ORYLA11716
OG0004085	CAPO307782	ORYLA12276
OG0004090	CAPO304280	ORYLA13744
OG0004091	CAPO307795	ORYLA17298
OG0004092	CAPO301516	ORYLA16447
OG0004093	CAPO303612	ORYLA19122, ORYLA19123
OG0004094	CAPO306112	ORYLA18005
OG0004095	CAPO302216	ORYLA14848
OG0004096	CAPO306070	ORYLA06633, ORYLA13446
OG0004097	CAPO300790	ORYLA00951
OG0004099	CAPO306437	ORYLA05808, ORYLA07729
OG0004100	CAPO306356	ORYLA14757
OG0004101	CAPO303749, CAPO302702	ORYLA00034
OG0004103	CAPO306700	ORYLA16172
OG0004104	CAPO303684	ORYLA17223, ORYLA13619
OG0004105	CAPO308098	ORYLA05328
OG0004106	CAPO303386	ORYLA14443, ORYLA16021
OG0004108	CAPO307282	ORYLA05030
OG0004110	CAPO300855	ORYLA03874, ORYLA05290
OG0004112	CAPO304610	ORYLA01550
OG0004113	CAPO305835	ORYLA15528
OG0004114	CAPO301854	ORYLA04348
OG0004115	CAPO306386	ORYLA06190, ORYLA19621
OG0004116	CAPO303186	ORYLA04207
OG0004118	CAPO306139	ORYLA11078, ORYLA15080, ORYLA11077
OG0004119	CAPO303741	ORYLA12671
OG0004120	CAPO303757	ORYLA04987
OG0004123	CAPO304624	ORYLA19290
OG0004124	CAPO302738	ORYLA15467, ORYLA09082
OG0004125	CAPO304359	ORYLA00144
OG0004127	CAPO306895	ORYLA09061
OG0004130	CAPO307075	ORYLA05755, ORYLA05756
OG0004131	CAPO301925	ORYLA17963
OG0004133	CAPO305598	ORYLA03520, ORYLA09449
OG0004134	CAPO304433	ORYLA20471
OG0004136	CAPO307338	ORYLA15892
OG0004140	CAPO307995	ORYLA15266
OG0004142	CAPO300440	ORYLA19228
OG0004144	CAPO302917	ORYLA06031, ORYLA09444
OG0004148	CAPO301152	ORYLA08231, ORYLA19465
OG0004151	CAPO307015	ORYLA16600
OG0004153	CAPO305022	ORYLA01191
OG0004154	CAPO308154	ORYLA10398
OG0004156	CAPO307556	ORYLA14744, ORYLA14745, ORYLA14464
OG0004158	CAPO302219	ORYLA08591, ORYLA09357, ORYLA08876
OG0004160	CAPO302118	ORYLA06641, ORYLA13459
OG0004164	CAPO306879	ORYLA03880, ORYLA08087, ORYLA04989
OG0004166	CAPO300703	ORYLA15487
OG0004167	CAPO305574	ORYLA15371, ORYLA01065
OG0004168	CAPO303881	ORYLA03465
OG0004169	CAPO302967	ORYLA16635
OG0004170	CAPO305320	ORYLA04409
OG0004171	CAPO305810	ORYLA03005
OG0004174	CAPO303644	ORYLA17453
OG0004176	CAPO304072	ORYLA20490
OG0004179	CAPO304392	ORYLA15111, ORYLA16660, ORYLA08320
OG0004181	CAPO304353	ORYLA00305
OG0004182	CAPO305817	ORYLA03175, ORYLA03174
OG0004183	CAPO301817	ORYLA17883
OG0004184	CAPO302251	ORYLA04652, ORYLA04653
OG0004186	CAPO307615	ORYLA10541, ORYLA04337, ORYLA04880
OG0004187	CAPO301572	ORYLA12466, ORYLA09321
OG0004188	CAPO308209	ORYLA18782
OG0004194	CAPO301460, CAPO301973	ORYLA18404, ORYLA02231, ORYLA08478
OG0004198	CAPO302636	ORYLA05752, ORYLA01549
OG0004215	CAPO307025	ORYLA03688
OG0004216	CAPO304745	ORYLA11137
OG0004217	CAPO300553	ORYLA00162
OG0004219	CAPO302642	ORYLA09856
OG0004222	CAPO307934	ORYLA10143
OG0004223	CAPO308310	ORYLA01529
OG0004226	CAPO301388	ORYLA10741, ORYLA01488
OG0004227	CAPO302252	ORYLA15581
OG0004228	CAPO303492	ORYLA10619, ORYLA11717
OG0004230	CAPO305821	ORYLA03779
OG0004231	CAPO300312	ORYLA17203
OG0004232	CAPO301443	ORYLA18836
OG0004235	CAPO306795	ORYLA18461, ORYLA18460
OG0004236	CAPO301760	ORYLA18284
OG0004237	CAPO301645	ORYLA00477
OG0004239	CAPO304082	ORYLA15565
OG0004240	CAPO301736	ORYLA05216
OG0004241	CAPO304693	ORYLA09540, ORYLA09541
OG0004243	CAPO302349	ORYLA08230, ORYLA19467
OG0004245	CAPO301120	ORYLA05193
OG0004246	CAPO307710	ORYLA08241
OG0004247	CAPO306324	ORYLA04151
OG0004248	CAPO306807	ORYLA15416
OG0004249	CAPO302316	ORYLA02545
OG0004250	CAPO305518	ORYLA05194
OG0004252	CAPO305536	ORYLA11763
OG0004254	CAPO304883	ORYLA02332
OG0004257	CAPO305171	ORYLA13796
OG0004258	CAPO301342	ORYLA08400
OG0004259	CAPO301048	ORYLA14900, ORYLA14901
OG0004261	CAPO305950	ORYLA02160
OG0004263	CAPO304844	ORYLA19672
OG0004269	CAPO308233	ORYLA00763, ORYLA00762
OG0004270	CAPO303791	ORYLA01546, ORYLA05748
OG0004271	CAPO303178	ORYLA10889, ORYLA14724
OG0004272	CAPO303743	ORYLA17688
OG0004273	CAPO300380	ORYLA05805
OG0004278	CAPO303739	ORYLA02821
OG0004280	CAPO302169	ORYLA16385
OG0004282	CAPO306035	ORYLA01943
OG0004283	CAPO301216	ORYLA01415
OG0004284	CAPO303039	ORYLA12786
OG0004285	CAPO306621	ORYLA01291
OG0004286	CAPO300246	ORYLA03608
OG0004287	CAPO305534	ORYLA10346
OG0004289	CAPO307509	ORYLA11614
OG0004291	CAPO306696	ORYLA05148
OG0004292	CAPO301407	ORYLA04782
OG0004295	CAPO300437	ORYLA13614
OG0004296	CAPO307058	ORYLA18165, ORYLA02795
OG0004297	CAPO306140	ORYLA01594
OG0004299	CAPO307863	ORYLA07203, ORYLA04240
OG0004300	CAPO308218	ORYLA20173
OG0004301	CAPO305855	ORYLA01175
OG0004302	CAPO307149	ORYLA07918
OG0004303	CAPO306261	ORYLA06906, ORYLA03599
OG0004304	CAPO307407	ORYLA02764
OG0004305	CAPO306704	ORYLA12983
OG0004307	CAPO306787	ORYLA16647
OG0004308	CAPO302385	ORYLA01248
OG0004309	CAPO304021	ORYLA08360
OG0004310	CAPO306903	ORYLA02009, ORYLA12810
OG0004312	CAPO306752	ORYLA08934
OG0004314	CAPO301283	ORYLA13384
OG0004315	CAPO307076	ORYLA08110
OG0004316	CAPO300656	ORYLA13055
OG0004319	CAPO308294	ORYLA14604, ORYLA15324
OG0004320	CAPO300174	ORYLA09519
OG0004321	CAPO306639	ORYLA08343
OG0004322	CAPO307895	ORYLA02168
OG0004323	CAPO307483	ORYLA11937
OG0004324	CAPO300240	ORYLA16074, ORYLA20239
OG0004328	CAPO305261	ORYLA14212
OG0004329	CAPO302035	ORYLA17380
OG0004330	CAPO305393	ORYLA19620
OG0004331	CAPO305384	ORYLA10127, ORYLA10128
OG0004333	CAPO303439	ORYLA02208
OG0004335	CAPO302791	ORYLA07228
OG0004337	CAPO300958	ORYLA09589
OG0004338	CAPO300828	ORYLA03022
OG0004345	CAPO306847	ORYLA02462
OG0004347	CAPO307703	ORYLA03450, ORYLA03449
OG0004348	CAPO306158	ORYLA09480
OG0004349	CAPO308184	ORYLA10657
OG0004350	CAPO300994	ORYLA19055
OG0004351	CAPO307239	ORYLA05855
OG0004352	CAPO300873	ORYLA05883
OG0004353	CAPO306055, CAPO306087	ORYLA05853
OG0004354	CAPO307581	ORYLA19813
OG0004355	CAPO303478	ORYLA11295
OG0004356	CAPO300159	ORYLA03524
OG0004357	CAPO303880	ORYLA05275, ORYLA18598
OG0004358	CAPO301323	ORYLA15910
OG0004359	CAPO305703	ORYLA14312
OG0004360	CAPO301752	ORYLA07053
OG0004361	CAPO308302	ORYLA13310
OG0004363	CAPO304580	ORYLA19613, ORYLA19614
OG0004364	CAPO305213	ORYLA10803
OG0004365	CAPO305948	ORYLA14910
OG0004368	CAPO306084	ORYLA13581, ORYLA13582, ORYLA01592
OG0004369	CAPO305592	ORYLA16298
OG0004370	CAPO302143	ORYLA04218
OG0004372	CAPO304892	ORYLA12930, ORYLA12931
OG0004373	CAPO308311	ORYLA13428
OG0004374	CAPO306983	ORYLA13060
OG0004375	CAPO305927	ORYLA14822
OG0004376	CAPO303203	ORYLA03453, ORYLA03982, ORYLA17266, ORYLA17265
OG0004378	CAPO303140	ORYLA03486
OG0004379	CAPO300162	ORYLA16844, ORYLA11000
OG0004380	CAPO307847	ORYLA14741, ORYLA14742, ORYLA11001
OG0004381	CAPO300684	ORYLA01629
OG0004382	CAPO308307	ORYLA02422
OG0004383	CAPO301688	ORYLA10414
OG0004385	CAPO306534	ORYLA18008, ORYLA02949
OG0004388	CAPO303742	ORYLA11788
OG0004389	CAPO302416	ORYLA06660, ORYLA13273
OG0004390	CAPO300046	ORYLA06508
OG0004392	CAPO303282	ORYLA05276
OG0004394	CAPO305886	ORYLA04507
OG0004396	CAPO300955	ORYLA13670, ORYLA13671
OG0004398	CAPO307605	ORYLA19042
OG0004399	CAPO301536	ORYLA15917, ORYLA10934
OG0004400	CAPO304368, CAPO302395	ORYLA12834, ORYLA06976
OG0004401	CAPO307684	ORYLA16391
OG0004405	CAPO302866	ORYLA00290
OG0004406	CAPO305558	ORYLA07369, ORYLA10660, ORYLA11663
OG0004413	CAPO301518	ORYLA13706
OG0004417	CAPO302119	ORYLA06644
OG0004418	CAPO305208	ORYLA14094, ORYLA17533
OG0004421	CAPO303320	ORYLA13703
OG0004423	CAPO306935	ORYLA02181
OG0004425	CAPO302090	ORYLA16312
OG0004426	CAPO301784	ORYLA03269
OG0004433	CAPO304000	ORYLA05662, ORYLA20112, ORYLA08709
OG0004459	CAPO300459	ORYLA07864
OG0004460	CAPO307206	ORYLA14340
OG0004461	CAPO305355	ORYLA11220, ORYLA13678
OG0004462	CAPO302893	ORYLA08525
OG0004467	CAPO307496	ORYLA17825, ORYLA04362
OG0004468	CAPO307854	ORYLA01117
OG0004472	CAPO303803	ORYLA11083
OG0004474	CAPO300829	ORYLA15384
OG0004476	CAPO307856	ORYLA17923
OG0004479	CAPO303963	ORYLA01642
OG0004481	CAPO306702	ORYLA12038, ORYLA12039
OG0004483	CAPO303122	ORYLA08606
OG0004484	CAPO302152	ORYLA14440
OG0004486	CAPO307639	ORYLA09214
OG0004488	CAPO301849	ORYLA01537
OG0004489	CAPO305447	ORYLA13724, ORYLA14275
OG0004492	CAPO307196	ORYLA12318, ORYLA13988
OG0004494	CAPO306570	ORYLA08165
OG0004495	CAPO306359	ORYLA06356
OG0004496	CAPO303733	ORYLA09129
OG0004497	CAPO307202	ORYLA15163
OG0004498	CAPO305224	ORYLA01757
OG0004500	CAPO301850	ORYLA18253
OG0004501	CAPO301840	ORYLA10621
OG0004502	CAPO301779	ORYLA16140
OG0004503	CAPO300332	ORYLA00434, ORYLA00435
OG0004506	CAPO305016	ORYLA16269
OG0004507	CAPO301894	ORYLA17649
OG0004508	CAPO301654	ORYLA14170
OG0004509	CAPO300500	ORYLA06656, ORYLA13427
OG0004511	CAPO303457	ORYLA18087, ORYLA04001
OG0004512	CAPO302842	ORYLA10399
OG0004513	CAPO303104	ORYLA14120
OG0004515	CAPO305182	ORYLA08127
OG0004516	CAPO306036, CAPO307859	ORYLA03742
OG0004517	CAPO305332	ORYLA16270
OG0004518	CAPO306412	ORYLA00616
OG0004519	CAPO307914	ORYLA14200, ORYLA14199
OG0004520	CAPO300090	ORYLA18565
OG0004523	CAPO304989	ORYLA05758
OG0004525	CAPO303518	ORYLA13633
OG0004526	CAPO302498	ORYLA02450
OG0004527	CAPO302077	ORYLA13249
OG0004529	CAPO306628	ORYLA05119
OG0004530	CAPO304739	ORYLA01274, ORYLA08814, ORYLA09936
OG0004531	CAPO302345, CAPO307115	ORYLA19003
OG0004532	CAPO300005	ORYLA16544
OG0004533	CAPO306022	ORYLA13166, ORYLA06373
OG0004535	CAPO307124	ORYLA03117
OG0004537	CAPO306837	ORYLA05587, ORYLA02440
OG0004540	CAPO307351	ORYLA08872
OG0004542	CAPO306706	ORYLA07728
OG0004544	CAPO306563	ORYLA16006, ORYLA17168
OG0004545	CAPO307212	ORYLA18092
OG0004546	CAPO306808	ORYLA01595
OG0004547	CAPO304852	ORYLA14704, ORYLA14524
OG0004548	CAPO305113	ORYLA13313
OG0004551	CAPO301498	ORYLA08011
OG0004552	CAPO301361, CAPO306759	ORYLA07639
OG0004553	CAPO302768	ORYLA12734
OG0004554	CAPO300747	ORYLA18534
OG0004555	CAPO301994	ORYLA09267
OG0004556	CAPO305616	ORYLA05892
OG0004558	CAPO307355	ORYLA14164
OG0004559	CAPO303756	ORYLA17180
