#query_name	COGcat
TCONS_00029376	T
TCONS_00029378	S
TCONS_00029380	S
TCONS_00029382	K
TCONS_00029383	J
TCONS_00029385	O
TCONS_00029389	T
TCONS_00029390	O
TCONS_00029391	O
TCONS_00029393	O
TCONS_00029394	G
TCONS_00029396	J
TCONS_00029399	G
TCONS_00029400	U
TCONS_00029402	K
TCONS_00029403	S
TCONS_00029405	T
TCONS_00029410	S
TCONS_00029411	S
TCONS_00029412	T
TCONS_00029413	O
TCONS_00029415	D
TCONS_00029415	Z
TCONS_00029416	P
TCONS_00029418	T
TCONS_00029421	S
TCONS_00029424	S
TCONS_00029425	T
TCONS_00029427	H
TCONS_00029428	A
TCONS_00029430	T
TCONS_00029431	T
TCONS_00029432	S
TCONS_00029437	Z
TCONS_00029439	S
TCONS_00029440	S
TCONS_00029441	S
TCONS_00029442	S
TCONS_00029444	T
TCONS_00029445	K
TCONS_00029447	J
TCONS_00029448	D
TCONS_00029448	Z
TCONS_00029449	Z
TCONS_00029450	U
TCONS_00029451	L
TCONS_00029453	O
TCONS_00029458	S
TCONS_00029459	G
TCONS_00029460	U
TCONS_00029461	T
TCONS_00029462	S
TCONS_00029468	O
TCONS_00029469	O
TCONS_00029470	T
TCONS_00029471	A
TCONS_00029472	S
TCONS_00029473	P
TCONS_00029474	T
TCONS_00029475	T
TCONS_00029479	K
TCONS_00029483	K
TCONS_00029484	I
TCONS_00029489	P
TCONS_00029490	T
TCONS_00029491	I
TCONS_00029492	I
TCONS_00029493	T
TCONS_00029494	O
TCONS_00029495	T
TCONS_00029498	T
TCONS_00029499	P
TCONS_00029501	S
TCONS_00029502	P
TCONS_00029503	Q
TCONS_00029505	P
TCONS_00029507	S
TCONS_00029509	P
TCONS_00029511	E
TCONS_00029515	E
TCONS_00029517	E
TCONS_00029518	E
TCONS_00029519	E
TCONS_00029521	E
TCONS_00029522	E
TCONS_00029524	E
TCONS_00029529	S
TCONS_00029530	T
TCONS_00029534	S
TCONS_00029535	S
TCONS_00029536	S
TCONS_00029538	S
TCONS_00029541	S
TCONS_00029542	G
TCONS_00029543	S
TCONS_00029548	M
TCONS_00029551	A
TCONS_00029554	T
TCONS_00029555	O
TCONS_00029557	G
TCONS_00029560	B
TCONS_00029560	K
TCONS_00029566	T
TCONS_00029573	O
TCONS_00029574	K
TCONS_00029577	T
TCONS_00029587	K
TCONS_00029589	O
TCONS_00029590	J
TCONS_00029592	A
TCONS_00029595	S
TCONS_00029601	W
TCONS_00029606	S
TCONS_00029608	T
TCONS_00029609	P
TCONS_00029610	O
TCONS_00029612	G
TCONS_00029614	D
TCONS_00029617	S
TCONS_00029618	S
TCONS_00029621	G
TCONS_00029622	G
TCONS_00029623	S
TCONS_00029624	E
TCONS_00029625	E
TCONS_00029627	E
TCONS_00029628	E
TCONS_00029629	G
TCONS_00029630	G
TCONS_00029631	U
TCONS_00029635	T
TCONS_00029636	S
TCONS_00029637	S
TCONS_00029638	T
TCONS_00029638	U
TCONS_00029639	L
TCONS_00029640	S
TCONS_00029643	G
TCONS_00029645	B
TCONS_00029648	T
TCONS_00029649	S
TCONS_00029650	W
TCONS_00029651	S
TCONS_00029652	O
TCONS_00029656	S
TCONS_00029664	J
TCONS_00029665	P
TCONS_00029666	S
TCONS_00029667	T
TCONS_00029668	T
TCONS_00029669	T
TCONS_00029670	T
TCONS_00029671	S
TCONS_00029672	P
TCONS_00029673	S
TCONS_00029674	K
TCONS_00029676	G
TCONS_00029680	L
TCONS_00029681	K
TCONS_00029682	J
TCONS_00029685	K
TCONS_00029688	T
TCONS_00029689	C
TCONS_00029698	O
TCONS_00029699	C
TCONS_00029700	T
TCONS_00029701	T
TCONS_00029704	T
TCONS_00029707	S
TCONS_00029708	S
TCONS_00029710	T
TCONS_00029711	Z
TCONS_00029714	S
TCONS_00029716	S
TCONS_00029717	T
TCONS_00029720	O
TCONS_00029721	S
TCONS_00029723	A
TCONS_00029725	S
TCONS_00029726	J
TCONS_00029727	K
TCONS_00029729	A
TCONS_00029731	J
TCONS_00029734	Q
TCONS_00029736	Q
TCONS_00029737	Q
TCONS_00029738	C
TCONS_00029739	W
TCONS_00029740	I
TCONS_00029741	I
TCONS_00029742	P
TCONS_00029746	O
TCONS_00029748	T
TCONS_00029754	T
TCONS_00029756	T
TCONS_00029758	O
TCONS_00029759	K
TCONS_00029761	L
TCONS_00029762	S
TCONS_00029764	K
TCONS_00029766	B
TCONS_00029767	O
TCONS_00029768	G
TCONS_00029769	T
TCONS_00029770	S
TCONS_00029776	T
TCONS_00029777	T
TCONS_00029778	N
TCONS_00029780	T
TCONS_00029782	E
TCONS_00029783	E
TCONS_00029784	G
TCONS_00029785	S
TCONS_00029786	S
TCONS_00029788	S
TCONS_00029789	S
TCONS_00029790	E
TCONS_00029791	C
TCONS_00029792	U
TCONS_00029793	O
TCONS_00029794	S
TCONS_00029796	T
TCONS_00029800	S
TCONS_00029801	P
TCONS_00029802	T
TCONS_00029803	T
TCONS_00029804	S
TCONS_00029806	A
TCONS_00029807	S
TCONS_00029808	B
TCONS_00029813	S
TCONS_00029816	S
TCONS_00029817	T
TCONS_00029819	T
TCONS_00029820	E
TCONS_00029821	E
TCONS_00029822	S
TCONS_00029823	O
TCONS_00029824	U
TCONS_00029826	A
TCONS_00029827	O
TCONS_00029827	W
TCONS_00029829	P
TCONS_00029830	K
TCONS_00029831	K
TCONS_00029832	P
TCONS_00029834	J
TCONS_00029836	J
TCONS_00029838	K
TCONS_00029839	S
TCONS_00029840	T
TCONS_00029842	N
TCONS_00029843	V
TCONS_00029843	W
TCONS_00029844	V
TCONS_00029844	W
TCONS_00029847	A
TCONS_00029849	S
TCONS_00029851	T
TCONS_00029854	S
TCONS_00029855	S
TCONS_00029862	P
TCONS_00029862	T
TCONS_00029864	Q
TCONS_00029865	S
TCONS_00029866	Q
TCONS_00029870	S
TCONS_00029873	S
TCONS_00029879	S
TCONS_00029883	S
TCONS_00029886	Q
TCONS_00029887	S
TCONS_00029889	U
TCONS_00029890	L
TCONS_00029896	L
TCONS_00029897	L
TCONS_00029898	L
TCONS_00029900	U
TCONS_00029902	G
TCONS_00029905	T
TCONS_00029907	L
TCONS_00029909	S
TCONS_00029910	E
TCONS_00029910	P
TCONS_00029910	T
TCONS_00029913	T
TCONS_00029914	Z
TCONS_00029915	T
TCONS_00029917	T
TCONS_00029918	T
TCONS_00029919	T
TCONS_00029922	T
TCONS_00029923	U
TCONS_00029924	L
TCONS_00029925	T
TCONS_00029927	Y
TCONS_00029930	T
TCONS_00029930	U
TCONS_00029931	T
TCONS_00029931	U
TCONS_00029934	A
TCONS_00029935	K
TCONS_00029938	Q
TCONS_00029939	S
TCONS_00029950	S
TCONS_00029973	T
TCONS_00029978	E
TCONS_00029978	F
TCONS_00029979	A
TCONS_00029980	E
TCONS_00029980	F
TCONS_00029981	T
TCONS_00029982	O
TCONS_00029983	T
TCONS_00029984	T
TCONS_00029985	O
TCONS_00029986	S
TCONS_00029989	T
TCONS_00029991	E
TCONS_00029991	O
TCONS_00029992	E
TCONS_00029992	O
TCONS_00029994	K
TCONS_00030001	M
TCONS_00030012	T
TCONS_00030015	T
TCONS_00030018	I
TCONS_00030020	Y
TCONS_00030021	Y
TCONS_00030023	Y
TCONS_00030025	I
TCONS_00030027	I
TCONS_00030030	E
TCONS_00030031	E
TCONS_00030036	E
TCONS_00030037	E
TCONS_00030039	T
TCONS_00030041	P
TCONS_00030042	T
TCONS_00030046	T
TCONS_00030047	T
TCONS_00030049	S
TCONS_00030050	S
TCONS_00030051	D
TCONS_00030052	P
TCONS_00030053	P
TCONS_00030056	Q
TCONS_00030058	O
TCONS_00030059	S
TCONS_00030061	S
TCONS_00030063	E
TCONS_00030064	S
TCONS_00030065	S
TCONS_00030067	B
TCONS_00030068	T
TCONS_00030068	V
TCONS_00030071	P
TCONS_00030074	A
TCONS_00030075	S
TCONS_00030076	Q
TCONS_00030078	Q
TCONS_00030081	T
TCONS_00030082	K
TCONS_00030085	S
TCONS_00030088	H
TCONS_00030089	H
TCONS_00030090	U
TCONS_00030092	T
TCONS_00030093	Z
TCONS_00030096	K
TCONS_00030098	K
TCONS_00030104	U
TCONS_00030106	U
TCONS_00030107	U
TCONS_00030109	S
TCONS_00030110	S
TCONS_00030112	S
TCONS_00030113	S
TCONS_00030114	U
TCONS_00030118	U
TCONS_00030119	U
TCONS_00030120	S
TCONS_00030122	S
TCONS_00030123	C
TCONS_00030125	T
TCONS_00030127	G
TCONS_00030129	T
TCONS_00030130	T
TCONS_00030131	J
TCONS_00030132	S
TCONS_00030134	O
TCONS_00030135	A
TCONS_00030137	G
TCONS_00030138	T
TCONS_00030139	S
TCONS_00030141	S
TCONS_00030144	O
TCONS_00030145	O
TCONS_00030147	O
TCONS_00030148	M
TCONS_00030149	T
TCONS_00030150	D
TCONS_00030151	C
TCONS_00030152	C
TCONS_00030153	C
TCONS_00030156	S
TCONS_00030157	S
TCONS_00030158	E
TCONS_00030159	T
TCONS_00030160	S
TCONS_00030161	S
TCONS_00030162	J
TCONS_00030166	G
TCONS_00030168	U
TCONS_00030168	V
TCONS_00030168	I
TCONS_00030168	O
TCONS_00030168	T
TCONS_00030169	S
TCONS_00030172	I
TCONS_00030172	K
TCONS_00030172	T
TCONS_00030173	I
TCONS_00030173	K
TCONS_00030173	T
TCONS_00030181	A
TCONS_00030185	C
TCONS_00030186	O
TCONS_00030188	S
TCONS_00030192	Z
TCONS_00030196	J
TCONS_00030198	P
TCONS_00030200	T
TCONS_00030201	T
TCONS_00030202	T
TCONS_00030204	L
TCONS_00030207	A
TCONS_00030208	U
TCONS_00030209	Q
TCONS_00030212	Q
TCONS_00030214	O
TCONS_00030215	O
TCONS_00030216	O
TCONS_00030222	G
TCONS_00030222	O
TCONS_00030222	U
TCONS_00030223	S
TCONS_00030224	S
TCONS_00030227	K
TCONS_00030230	T
TCONS_00030235	S
TCONS_00030236	T
TCONS_00030239	T
TCONS_00030241	E
TCONS_00030242	K
TCONS_00030243	T
TCONS_00030244	U
TCONS_00030245	T
TCONS_00030246	T
TCONS_00030247	T
TCONS_00030249	T
TCONS_00030250	P
TCONS_00030251	I
TCONS_00030253	O
TCONS_00030254	O
TCONS_00030255	O
TCONS_00030256	T
TCONS_00030258	P
TCONS_00030259	I
TCONS_00030260	O
TCONS_00030261	O
TCONS_00030264	O
TCONS_00030265	T
TCONS_00030268	T
TCONS_00030269	E
TCONS_00030271	S
TCONS_00030272	K
TCONS_00030275	P
TCONS_00030276	K
TCONS_00030277	D
TCONS_00030280	G
TCONS_00030282	S
TCONS_00030284	T
TCONS_00030287	T
TCONS_00030290	O
TCONS_00030295	S
TCONS_00030296	P
TCONS_00030297	O
TCONS_00030299	P
TCONS_00030306	P
TCONS_00030309	O
TCONS_00030309	P
TCONS_00030309	T
TCONS_00030311	E
TCONS_00030311	I
TCONS_00030316	S
TCONS_00030317	S
TCONS_00030318	S
TCONS_00030319	S
TCONS_00030320	S
TCONS_00030321	S
TCONS_00030324	T
TCONS_00030327	S
TCONS_00030328	T
TCONS_00030331	S
TCONS_00030332	S
TCONS_00030333	S
TCONS_00030334	I
TCONS_00030335	I
TCONS_00030336	T
TCONS_00030337	W
TCONS_00030338	T
TCONS_00030340	S
TCONS_00030341	S
TCONS_00030342	I
TCONS_00030343	E
TCONS_00030343	I
TCONS_00030345	Q
TCONS_00030348	U
TCONS_00030349	S
TCONS_00030350	P
TCONS_00030351	S
TCONS_00030352	T
TCONS_00030354	G
TCONS_00030355	T
TCONS_00030356	T
TCONS_00030359	T
TCONS_00030361	T
TCONS_00030363	S
TCONS_00030366	O
TCONS_00030366	U
TCONS_00030367	T
TCONS_00030369	K
TCONS_00030373	S
TCONS_00030374	P
TCONS_00030384	S
TCONS_00030385	I
TCONS_00030386	U
TCONS_00030387	U
TCONS_00030392	U
TCONS_00030393	U
TCONS_00030395	S
TCONS_00030400	S
TCONS_00030402	U
TCONS_00030403	U
TCONS_00030404	U
TCONS_00030407	S
TCONS_00030409	I
TCONS_00030410	H
TCONS_00030411	T
TCONS_00030413	T
TCONS_00030417	T
TCONS_00030419	C
TCONS_00030419	I
TCONS_00030420	C
TCONS_00030420	I
TCONS_00030421	A
TCONS_00030422	J
TCONS_00030425	T
TCONS_00030426	I
TCONS_00030428	D
TCONS_00030429	O
TCONS_00030430	D
TCONS_00030431	T
TCONS_00030432	T
TCONS_00030434	T
TCONS_00030435	U
TCONS_00030435	Y
TCONS_00030436	U
TCONS_00030436	Y
TCONS_00030437	T
TCONS_00030438	S
TCONS_00030439	T
TCONS_00030441	A
TCONS_00030445	C
TCONS_00030445	G
TCONS_00030446	C
TCONS_00030446	G
TCONS_00030447	S
TCONS_00030448	W
TCONS_00030449	S
TCONS_00030450	S
TCONS_00030451	P
TCONS_00030451	T
TCONS_00030453	S
TCONS_00030455	T
TCONS_00030456	T
TCONS_00030460	S
TCONS_00030461	S
TCONS_00030462	S
TCONS_00030463	T
TCONS_00030464	E
TCONS_00030464	F
TCONS_00030466	E
TCONS_00030466	F
TCONS_00030468	K
TCONS_00030469	T
TCONS_00030470	P
TCONS_00030472	O
TCONS_00030473	G
TCONS_00030488	S
TCONS_00030491	T
TCONS_00030493	S
TCONS_00030494	S
TCONS_00030498	U
TCONS_00030500	S
TCONS_00030501	S
TCONS_00030502	T
TCONS_00030505	T
TCONS_00030508	S
TCONS_00030512	S
TCONS_00030513	S
TCONS_00030515	S
TCONS_00030517	T
TCONS_00030521	G
TCONS_00030522	T
TCONS_00030523	S
TCONS_00030524	T
TCONS_00030524	Z
TCONS_00030526	T
TCONS_00030527	P
TCONS_00030528	P
TCONS_00030533	S
TCONS_00030535	P
TCONS_00030536	I
TCONS_00030540	S
TCONS_00030542	O
TCONS_00030543	K
TCONS_00030547	S
TCONS_00030548	S
TCONS_00030549	K
TCONS_00030550	I
TCONS_00030551	Y
TCONS_00030552	K
TCONS_00030553	U
TCONS_00030554	S
TCONS_00030558	S
TCONS_00030559	S
TCONS_00030562	T
TCONS_00030563	O
TCONS_00030567	B
TCONS_00030568	O
TCONS_00030570	T
TCONS_00030571	T
TCONS_00030572	S
TCONS_00030573	T
TCONS_00030576	D
TCONS_00030577	T
TCONS_00030579	P
TCONS_00030581	O
TCONS_00030582	P
TCONS_00030584	O
TCONS_00030585	O
TCONS_00030586	O
TCONS_00030587	S
TCONS_00030588	S
TCONS_00030592	D
TCONS_00030595	T
TCONS_00030596	T
TCONS_00030602	H
TCONS_00030603	T
TCONS_00030604	U
TCONS_00030606	T
TCONS_00030608	T
TCONS_00030613	T
TCONS_00030615	S
TCONS_00030617	J
TCONS_00030618	T
TCONS_00030619	B
TCONS_00030620	E
TCONS_00030621	E
TCONS_00030622	K
TCONS_00030624	K
TCONS_00030626	I
TCONS_00030629	E
TCONS_00030629	P
TCONS_00030629	T
TCONS_00030632	O
TCONS_00030635	E
TCONS_00030638	T
TCONS_00030644	S
TCONS_00030645	E
TCONS_00030645	F
TCONS_00030646	S
TCONS_00030647	B
TCONS_00030653	S
TCONS_00030667	S
TCONS_00030672	S
TCONS_00030674	S
TCONS_00030675	Q
TCONS_00030680	O
TCONS_00030681	O
TCONS_00030684	S
TCONS_00030685	T
TCONS_00030686	K
TCONS_00030687	T
TCONS_00030688	T
TCONS_00030689	T
TCONS_00030691	K
TCONS_00030693	S
TCONS_00030695	T
TCONS_00030696	T
TCONS_00030699	T
TCONS_00030705	S
TCONS_00030710	L
TCONS_00030712	S
TCONS_00030713	P
TCONS_00030715	P
TCONS_00030717	S
TCONS_00030718	S
TCONS_00030721	S
TCONS_00030722	S
TCONS_00030725	Q
TCONS_00030731	S
TCONS_00030733	Q
TCONS_00030734	D
TCONS_00030736	Q
TCONS_00030738	S
TCONS_00030740	T
TCONS_00030741	T
TCONS_00030742	O
TCONS_00030745	S
TCONS_00030747	U
TCONS_00030748	T
TCONS_00030750	S
TCONS_00030751	T
TCONS_00030754	T
TCONS_00030754	Z
TCONS_00030759	I
TCONS_00030760	I
TCONS_00030761	S
TCONS_00030764	I
TCONS_00030765	I
TCONS_00030767	I
TCONS_00030768	I
TCONS_00030770	I
TCONS_00030771	S
TCONS_00030772	S
TCONS_00030778	S
TCONS_00030780	K
TCONS_00030781	J
TCONS_00030782	L
TCONS_00030783	S
TCONS_00030784	O
TCONS_00030785	O
TCONS_00030786	O
TCONS_00030787	O
TCONS_00030788	S
TCONS_00030790	T
TCONS_00030792	K
TCONS_00030794	O
TCONS_00030795	O
TCONS_00030797	T
TCONS_00030799	S
TCONS_00030801	T
TCONS_00030807	T
TCONS_00030810	S
TCONS_00030813	M
TCONS_00030814	O
TCONS_00030817	C
TCONS_00030819	T
TCONS_00030821	Z
TCONS_00030823	L
TCONS_00030825	S
TCONS_00030826	C
TCONS_00030827	C
TCONS_00030828	S
TCONS_00030829	I
TCONS_00030832	I
TCONS_00030833	T
TCONS_00030833	U
TCONS_00030835	T
TCONS_00030837	T
TCONS_00030839	T
TCONS_00030842	T
TCONS_00030843	T
TCONS_00030845	U
TCONS_00030847	G
TCONS_00030849	D
TCONS_00030850	O
TCONS_00030851	S
TCONS_00030852	S
TCONS_00030854	S
TCONS_00030855	S
TCONS_00030856	T
TCONS_00030857	S
TCONS_00030858	Q
TCONS_00030859	Q
TCONS_00030860	Q
TCONS_00030861	O
TCONS_00030862	S
TCONS_00030866	T
TCONS_00030867	E
TCONS_00030869	T
TCONS_00030869	V
TCONS_00030870	T
TCONS_00030871	T
TCONS_00030873	V
TCONS_00030874	S
TCONS_00030875	S
TCONS_00030876	S
TCONS_00030877	S
TCONS_00030879	S
TCONS_00030880	S
TCONS_00030881	S
TCONS_00030882	S
TCONS_00030884	S
TCONS_00030888	E
TCONS_00030888	F
TCONS_00030892	I
TCONS_00030892	U
TCONS_00030893	S
TCONS_00030894	D
TCONS_00030904	S
TCONS_00030912	K
TCONS_00030914	D
TCONS_00030917	T
TCONS_00030918	O
TCONS_00030920	S
TCONS_00030923	S
TCONS_00030924	S
TCONS_00030925	U
TCONS_00030927	K
TCONS_00030928	T
TCONS_00030929	K
TCONS_00030930	U
TCONS_00030931	T
TCONS_00030933	T
TCONS_00030934	K
TCONS_00030935	O
TCONS_00030936	S
TCONS_00030937	O
TCONS_00030938	K
TCONS_00030940	K
TCONS_00030941	U
TCONS_00030942	K
TCONS_00030943	S
TCONS_00030946	K
TCONS_00030947	K
TCONS_00030948	Q
TCONS_00030949	K
TCONS_00030951	P
TCONS_00030951	T
TCONS_00030952	P
TCONS_00030952	T
TCONS_00030953	P
TCONS_00030953	T
TCONS_00030954	T
TCONS_00030958	T
TCONS_00030959	S
TCONS_00030961	O
TCONS_00030964	T
TCONS_00030965	T
TCONS_00030968	T
TCONS_00030969	M
TCONS_00030970	D
TCONS_00030971	S
TCONS_00030973	B
TCONS_00030974	S
TCONS_00030978	O
TCONS_00030981	O
TCONS_00030985	I
TCONS_00030987	S
TCONS_00030988	S
TCONS_00031000	B
TCONS_00031004	F
TCONS_00031009	H
TCONS_00031010	K
TCONS_00031012	K
TCONS_00031014	T
TCONS_00031017	T
TCONS_00031018	T
TCONS_00031019	T
TCONS_00031020	S
TCONS_00031025	T
TCONS_00031027	T
TCONS_00031028	W
TCONS_00031031	O
TCONS_00031033	U
TCONS_00031034	T
TCONS_00031037	T
TCONS_00031039	K
TCONS_00031041	K
TCONS_00031042	I
TCONS_00031043	I
TCONS_00031044	O
TCONS_00031045	S
TCONS_00031046	K
TCONS_00031049	K
TCONS_00031052	I
TCONS_00031053	O
TCONS_00031055	K
TCONS_00031056	S
TCONS_00031058	E
TCONS_00031059	T
TCONS_00031060	S
TCONS_00031061	S
TCONS_00031062	W
TCONS_00031065	J
TCONS_00031070	Z
TCONS_00031072	P
TCONS_00031073	S
TCONS_00031074	S
TCONS_00031075	O
TCONS_00031077	T
TCONS_00031078	O
TCONS_00031078	U
TCONS_00031080	T
TCONS_00031081	M
TCONS_00031083	O
TCONS_00031084	E
TCONS_00031085	E
TCONS_00031086	U
TCONS_00031091	T
TCONS_00031092	O
TCONS_00031094	O
TCONS_00031095	S
TCONS_00031096	T
TCONS_00031104	T
TCONS_00031105	U
TCONS_00031107	O
TCONS_00031108	S
TCONS_00031110	Q
TCONS_00031111	T
TCONS_00031112	T
TCONS_00031113	T
TCONS_00031114	T
TCONS_00031116	T
TCONS_00031117	T
TCONS_00031119	S
TCONS_00031120	G
TCONS_00031121	Q
TCONS_00031122	T
TCONS_00031123	T
TCONS_00031124	T
TCONS_00031126	T
TCONS_00031129	T
TCONS_00031132	S
TCONS_00031133	B
TCONS_00031139	G
TCONS_00031140	T
TCONS_00031143	S
TCONS_00031144	S
TCONS_00031146	I
TCONS_00031149	T
TCONS_00031150	U
TCONS_00031151	S
TCONS_00031152	Z
TCONS_00031153	T
TCONS_00031154	T
TCONS_00031155	D
TCONS_00031156	T
TCONS_00031158	S
TCONS_00031160	W
TCONS_00031162	T
TCONS_00031163	S
TCONS_00031164	O
TCONS_00031165	O
TCONS_00031167	S
TCONS_00031168	S
TCONS_00031171	S
TCONS_00031172	S
TCONS_00031173	I
TCONS_00031175	S
TCONS_00031176	S
TCONS_00031178	D
TCONS_00031179	D
TCONS_00031180	F
TCONS_00031182	U
TCONS_00031186	Y
TCONS_00031187	S
TCONS_00031188	K
TCONS_00031190	O
TCONS_00031191	K
TCONS_00031194	S
TCONS_00031195	S
TCONS_00031198	S
TCONS_00031203	S
TCONS_00031205	D
TCONS_00031206	F
TCONS_00031209	U
TCONS_00031210	S
TCONS_00031211	K
TCONS_00031212	K
TCONS_00031213	O
TCONS_00031214	K
TCONS_00031216	V
TCONS_00031216	W
TCONS_00031217	U
TCONS_00031218	O
TCONS_00031220	O
TCONS_00031222	O
TCONS_00031223	O
TCONS_00031224	U
TCONS_00031225	T
TCONS_00031228	T
TCONS_00031231	G
TCONS_00031232	B
TCONS_00031232	D
TCONS_00031233	P
TCONS_00031234	S
TCONS_00031236	P
TCONS_00031238	T
TCONS_00031239	T
TCONS_00031240	S
TCONS_00031245	L
TCONS_00031248	S
TCONS_00031249	E
TCONS_00031249	F
TCONS_00031251	Q
TCONS_00031253	K
TCONS_00031254	A
TCONS_00031256	A
TCONS_00031259	L
TCONS_00031260	A
TCONS_00031264	A
TCONS_00031267	S
TCONS_00031269	F
TCONS_00031270	G
TCONS_00031270	I
TCONS_00031273	O
TCONS_00031273	T
TCONS_00031287	T
TCONS_00031289	E
TCONS_00031289	F
TCONS_00031292	E
TCONS_00031292	F
TCONS_00031293	E
TCONS_00031293	F
TCONS_00031295	T
TCONS_00031296	S
TCONS_00031298	O
TCONS_00031299	T
TCONS_00031300	S
TCONS_00031301	G
TCONS_00031301	M
TCONS_00031304	G
TCONS_00031307	O
TCONS_00031313	S
TCONS_00031314	S
TCONS_00031315	S
TCONS_00031318	S
TCONS_00031319	O
TCONS_00031320	S
TCONS_00031321	S
TCONS_00031323	J
TCONS_00031327	L
TCONS_00031331	A
TCONS_00031335	W
TCONS_00031337	M
TCONS_00031337	W
TCONS_00031340	U
TCONS_00031348	T
TCONS_00031349	T
TCONS_00031352	A
TCONS_00031353	T
TCONS_00031354	I
TCONS_00031356	S
TCONS_00031358	A
TCONS_00031359	T
TCONS_00031360	I
TCONS_00031361	U
TCONS_00031369	I
TCONS_00031372	Q
TCONS_00031373	O
TCONS_00031374	K
TCONS_00031378	T
TCONS_00031379	U
TCONS_00031380	T
TCONS_00031381	T
TCONS_00031382	T
TCONS_00031383	S
TCONS_00031384	S
TCONS_00031385	I
TCONS_00031386	U
TCONS_00031390	W
TCONS_00031391	T
TCONS_00031391	Z
TCONS_00031394	S
TCONS_00031395	P
TCONS_00031396	V
TCONS_00031399	V
TCONS_00031400	V
TCONS_00031402	U
TCONS_00031403	I
TCONS_00031405	O
TCONS_00031406	Q
TCONS_00031408	Q
TCONS_00031409	S
TCONS_00031410	Q
TCONS_00031411	Q
TCONS_00031412	Q
TCONS_00031413	Q
TCONS_00031414	Q
TCONS_00031415	Q
TCONS_00031416	K
TCONS_00031418	S
TCONS_00031420	T
TCONS_00031420	Z
TCONS_00031423	O
TCONS_00031424	V
TCONS_00031425	O
TCONS_00031426	T
TCONS_00031428	T
TCONS_00031429	S
TCONS_00031430	E
TCONS_00031431	H
TCONS_00031433	A
TCONS_00031434	T
TCONS_00031440	T
TCONS_00031443	T
TCONS_00031445	I
TCONS_00031446	I
TCONS_00031447	E
TCONS_00031448	D
TCONS_00031449	D
TCONS_00031450	I
TCONS_00031451	U
TCONS_00031453	O
TCONS_00031454	O
TCONS_00031456	J
TCONS_00031457	S
TCONS_00031458	T
TCONS_00031459	T
TCONS_00031460	W
TCONS_00031461	S
TCONS_00031463	O
TCONS_00031464	T
TCONS_00031471	S
TCONS_00031472	S
TCONS_00031473	D
TCONS_00031477	T
TCONS_00031479	S
TCONS_00031480	T
TCONS_00031481	S
TCONS_00031483	T
TCONS_00031485	T
TCONS_00031486	U
TCONS_00031487	T
TCONS_00031488	S
TCONS_00031490	S
TCONS_00031491	G
TCONS_00031492	S
TCONS_00031493	O
TCONS_00031494	S
TCONS_00031499	K
TCONS_00031500	S
TCONS_00031505	S
TCONS_00031506	S
TCONS_00031509	S
TCONS_00031515	L
TCONS_00031518	S
TCONS_00031521	S
TCONS_00031524	C
TCONS_00031525	C
TCONS_00031528	S
TCONS_00031531	K
TCONS_00031532	S
TCONS_00031535	S
TCONS_00031536	M
TCONS_00031537	S
TCONS_00031538	S
TCONS_00031540	I
TCONS_00031544	T
TCONS_00031546	O
TCONS_00031549	L
TCONS_00031550	C
TCONS_00031551	L
TCONS_00031552	T
TCONS_00031553	B
TCONS_00031555	D
TCONS_00031559	S
TCONS_00031561	M
TCONS_00031562	T
TCONS_00031563	L
TCONS_00031564	S
TCONS_00031565	U
TCONS_00031567	S
TCONS_00031568	M
TCONS_00031569	S
TCONS_00031570	S
TCONS_00031574	S
TCONS_00031582	S
TCONS_00031584	K
TCONS_00031585	K
TCONS_00031587	K
TCONS_00031588	K
TCONS_00031589	K
TCONS_00031593	S
TCONS_00031596	L
TCONS_00031597	A
TCONS_00031599	G
TCONS_00031600	T
TCONS_00031601	L
TCONS_00031602	L
TCONS_00031603	L
TCONS_00031604	L
TCONS_00031606	L
TCONS_00031607	S
TCONS_00031610	L
TCONS_00031611	S
TCONS_00031613	K
TCONS_00031622	Q
TCONS_00031626	K
TCONS_00031628	K
TCONS_00031629	K
TCONS_00031630	M
TCONS_00031632	O
TCONS_00031633	O
TCONS_00031635	K
TCONS_00031636	F
TCONS_00031637	F
TCONS_00031638	F
TCONS_00031641	S
TCONS_00031643	O
TCONS_00031644	T
TCONS_00031645	S
TCONS_00031647	O
TCONS_00031649	S
TCONS_00031653	O
TCONS_00031655	A
TCONS_00031656	K
TCONS_00031657	L
TCONS_00031661	O
TCONS_00031672	M
TCONS_00031672	W
TCONS_00031673	K
TCONS_00031674	S
TCONS_00031675	S
TCONS_00031680	K
TCONS_00031683	S
TCONS_00031684	Q
TCONS_00031687	I
TCONS_00031688	I
TCONS_00031689	I
TCONS_00031690	O
TCONS_00031691	K
TCONS_00031692	C
TCONS_00031694	C
TCONS_00031695	S
TCONS_00031696	S
TCONS_00031698	E
TCONS_00031699	B
TCONS_00031701	T
TCONS_00031702	T
TCONS_00031703	S
TCONS_00031706	K
TCONS_00031710	U
TCONS_00031710	W
TCONS_00031712	S
TCONS_00031717	T
TCONS_00031717	V
TCONS_00031719	U
TCONS_00031726	A
TCONS_00031727	S
TCONS_00031729	P
TCONS_00031730	P
TCONS_00031731	S
TCONS_00031733	P
TCONS_00031735	T
TCONS_00031740	L
TCONS_00031741	T
TCONS_00031742	S
TCONS_00031750	S
TCONS_00031754	S
TCONS_00031755	S
