GENE.OFUSG00006.1~~OFUSG00006.1	OFUSG00006.1.p1
GENE.OFUSG13954.1~~OFUSG13954.1	OFUSG13954.1.p1
GENE.OFUSG13954.1~~OFUSG13954.1	OFUSG13954.1.p1
GENE.OFUSG13954.1~~OFUSG13954.1	OFUSG13954.1.p1
GENE.OFUSG13954.1~~OFUSG13954.1	OFUSG13954.1.p1
GENE.OFUSG13970.1~~OFUSG13970.1	OFUSG13970.1.p1
GENE.OFUSG13970.1~~OFUSG13970.1	OFUSG13970.1.p1
GENE.OFUSG13970.1~~OFUSG13970.1	OFUSG13970.1.p1
GENE.OFUSG13970.1~~OFUSG13970.1	OFUSG13970.1.p1
GENE.OFUSG13970.1~~OFUSG13970.1	OFUSG13970.1.p1
GENE.OFUSG13970.1~~OFUSG13970.1	OFUSG13970.1.p1
GENE.OFUSG13970.1~~OFUSG13970.1	OFUSG13970.1.p1
GENE.OFUSG13970.1~~OFUSG13970.1	OFUSG13970.1.p1
GENE.OFUSG13970.1~~OFUSG13970.1	OFUSG13970.1.p1
GENE.OFUSG13970.1~~OFUSG13970.1	OFUSG13970.1.p1
GENE.OFUSG13970.1~~OFUSG13970.1	OFUSG13970.1.p1
GENE.OFUSG13970.1~~OFUSG13970.1	OFUSG13970.1.p1
GENE.OFUSG13970.1~~OFUSG13970.1	OFUSG13970.1.p1
GENE.OFUSG13970.1~~OFUSG13970.1	OFUSG13970.1.p1
GENE.OFUSG13970.1~~OFUSG13970.1	OFUSG13970.1.p1
GENE.OFUSG13970.1~~OFUSG13970.1	OFUSG13970.1.p1
GENE.OFUSG13970.1~~OFUSG13970.1	OFUSG13970.1.p1
GENE.OFUSG13980.1~~OFUSG13980.1	OFUSG13980.1.p1
GENE.OFUSG13981.2~~OFUSG13981.2	OFUSG13981.2.p1
GENE.OFUSG13986.1~~OFUSG13986.1	OFUSG13986.1.p1
GENE.OFUSG13986.1~~OFUSG13986.1	OFUSG13986.1.p1
GENE.OFUSG13986.1~~OFUSG13986.1	OFUSG13986.1.p1
GENE.OFUSG13987.1~~OFUSG13987.1	OFUSG13987.1.p1
GENE.OFUSG13988.1~~OFUSG13988.1	OFUSG13988.1.p1
GENE.OFUSG13989.1~~OFUSG13989.1	OFUSG13989.1.p1
GENE.OFUSG13991.1~~OFUSG13991.1	OFUSG13991.1.p1
GENE.OFUSG13995.1~~OFUSG13995.1	OFUSG13995.1.p1
GENE.OFUSG13995.1~~OFUSG13995.1	OFUSG13995.1.p1
GENE.OFUSG13997.1~~OFUSG13997.1	OFUSG13997.1.p1
GENE.OFUSG14000.1~~OFUSG14000.1	OFUSG14000.1.p1
GENE.OFUSG14000.1~~OFUSG14000.1	OFUSG14000.1.p1
GENE.OFUSG14000.1~~OFUSG14000.1	OFUSG14000.1.p1
GENE.OFUSG14002.1~~OFUSG14002.1	OFUSG14002.1.p1
GENE.OFUSG14002.1~~OFUSG14002.1	OFUSG14002.1.p1
GENE.OFUSG14002.1~~OFUSG14002.1	OFUSG14002.1.p1
GENE.OFUSG14008.1~~OFUSG14008.1	OFUSG14008.1.p1
GENE.OFUSG14031.1~~OFUSG14031.1	OFUSG14031.1.p1
GENE.OFUSG14032.1~~OFUSG14032.1	OFUSG14032.1.p1
GENE.OFUSG14040.1~~OFUSG14040.1	OFUSG14040.1.p1
GENE.OFUSG14047.1~~OFUSG14047.1	OFUSG14047.1.p1
GENE.OFUSG14047.1~~OFUSG14047.1	OFUSG14047.1.p1
GENE.OFUSG14049.1~~OFUSG14049.1	OFUSG14049.1.p1
GENE.OFUSG14051.1~~OFUSG14051.1	OFUSG14051.1.p1
GENE.OFUSG14062.1~~OFUSG14062.1	OFUSG14062.1.p1
GENE.OFUSG14066.1~~OFUSG14066.1	OFUSG14066.1.p1
GENE.OFUSG14070.1~~OFUSG14070.1	OFUSG14070.1.p1
GENE.OFUSG14075.1~~OFUSG14075.1	OFUSG14075.1.p1
GENE.OFUSG14079.1~~OFUSG14079.1	OFUSG14079.1.p1
GENE.OFUSG14080.1~~OFUSG14080.1	OFUSG14080.1.p1
GENE.OFUSG14086.1~~OFUSG14086.1	OFUSG14086.1.p1
GENE.OFUSG14093.1~~OFUSG14093.1	OFUSG14093.1.p1
GENE.OFUSG14096.1~~OFUSG14096.1	OFUSG14096.1.p1
GENE.OFUSG14096.1~~OFUSG14096.1	OFUSG14096.1.p1
GENE.OFUSG14099.1~~OFUSG14099.1	OFUSG14099.1.p1
GENE.OFUSG14109.1~~OFUSG14109.1	OFUSG14109.1.p1
GENE.OFUSG14111.1~~OFUSG14111.1	OFUSG14111.1.p3
GENE.OFUSG14111.1~~OFUSG14111.1	OFUSG14111.1.p3
GENE.OFUSG14112.1~~OFUSG14112.1	OFUSG14112.1.p1
GENE.OFUSG14119.1~~OFUSG14119.1	OFUSG14119.1.p1
GENE.OFUSG14121.1~~OFUSG14121.1	OFUSG14121.1.p1
GENE.OFUSG14121.1~~OFUSG14121.1	OFUSG14121.1.p1
GENE.OFUSG14140.1~~OFUSG14140.1	OFUSG14140.1.p1
GENE.OFUSG14144.1~~OFUSG14144.1	OFUSG14144.1.p1
GENE.OFUSG14153.1~~OFUSG14153.1	OFUSG14153.1.p1
GENE.OFUSG14153.1~~OFUSG14153.1	OFUSG14153.1.p1
GENE.OFUSG14153.1~~OFUSG14153.1	OFUSG14153.1.p1
GENE.OFUSG14154.1~~OFUSG14154.1	OFUSG14154.1.p1
GENE.OFUSG14160.1~~OFUSG14160.1	OFUSG14160.1.p1
GENE.OFUSG14167.2~~OFUSG14167.2	OFUSG14167.2.p1
GENE.OFUSG14182.1~~OFUSG14182.1	OFUSG14182.1.p1
GENE.OFUSG14184.1~~OFUSG14184.1	OFUSG14184.1.p3
GENE.OFUSG14185.1~~OFUSG14185.1	OFUSG14185.1.p1
GENE.OFUSG14188.1~~OFUSG14188.1	OFUSG14188.1.p1
GENE.OFUSG14192.1~~OFUSG14192.1	OFUSG14192.1.p1
GENE.OFUSG14196.1~~OFUSG14196.1	OFUSG14196.1.p1
GENE.OFUSG14216.1~~OFUSG14216.1	OFUSG14216.1.p1
GENE.OFUSG14219.1~~OFUSG14219.1	OFUSG14219.1.p1
GENE.OFUSG14220.1~~OFUSG14220.1	OFUSG14220.1.p1
GENE.OFUSG14221.1~~OFUSG14221.1	OFUSG14221.1.p1
GENE.OFUSG14228.1~~OFUSG14228.1	OFUSG14228.1.p1
GENE.OFUSG14232.1~~OFUSG14232.1	OFUSG14232.1.p1
GENE.OFUSG14232.1~~OFUSG14232.1	OFUSG14232.1.p1
GENE.OFUSG14233.1~~OFUSG14233.1	OFUSG14233.1.p1
GENE.OFUSG14233.1~~OFUSG14233.1	OFUSG14233.1.p1
GENE.OFUSG14233.1~~OFUSG14233.1	OFUSG14233.1.p1
GENE.OFUSG14233.1~~OFUSG14233.1	OFUSG14233.1.p1
GENE.OFUSG14233.1~~OFUSG14233.1	OFUSG14233.1.p1
GENE.OFUSG14233.1~~OFUSG14233.1	OFUSG14233.1.p1
GENE.OFUSG14233.1~~OFUSG14233.1	OFUSG14233.1.p1
GENE.OFUSG14233.1~~OFUSG14233.1	OFUSG14233.1.p1
GENE.OFUSG14233.1~~OFUSG14233.1	OFUSG14233.1.p1
GENE.OFUSG14233.1~~OFUSG14233.1	OFUSG14233.1.p1
GENE.OFUSG14233.1~~OFUSG14233.1	OFUSG14233.1.p1
GENE.OFUSG14233.1~~OFUSG14233.1	OFUSG14233.1.p1
GENE.OFUSG14233.1~~OFUSG14233.1	OFUSG14233.1.p1
GENE.OFUSG14233.1~~OFUSG14233.1	OFUSG14233.1.p1
GENE.OFUSG14233.1~~OFUSG14233.1	OFUSG14233.1.p1
GENE.OFUSG14233.1~~OFUSG14233.1	OFUSG14233.1.p1
GENE.OFUSG14233.1~~OFUSG14233.1	OFUSG14233.1.p1
GENE.OFUSG14233.1~~OFUSG14233.1	OFUSG14233.1.p1
GENE.OFUSG14233.1~~OFUSG14233.1	OFUSG14233.1.p1
GENE.OFUSG14233.1~~OFUSG14233.1	OFUSG14233.1.p1
GENE.OFUSG14233.1~~OFUSG14233.1	OFUSG14233.1.p1
GENE.OFUSG14233.1~~OFUSG14233.1	OFUSG14233.1.p1
GENE.OFUSG14233.1~~OFUSG14233.1	OFUSG14233.1.p1
GENE.OFUSG14233.1~~OFUSG14233.1	OFUSG14233.1.p1
GENE.OFUSG14233.1~~OFUSG14233.1	OFUSG14233.1.p1
GENE.OFUSG14233.1~~OFUSG14233.1	OFUSG14233.1.p1
GENE.OFUSG14233.1~~OFUSG14233.1	OFUSG14233.1.p1
GENE.OFUSG14233.1~~OFUSG14233.1	OFUSG14233.1.p1
GENE.OFUSG14236.1~~OFUSG14236.1	OFUSG14236.1.p1
GENE.OFUSG14237.1~~OFUSG14237.1	OFUSG14237.1.p1
GENE.OFUSG14251.1~~OFUSG14251.1	OFUSG14251.1.p1
GENE.OFUSG14256.1~~OFUSG14256.1	OFUSG14256.1.p1
GENE.OFUSG14257.1~~OFUSG14257.1	OFUSG14257.1.p1
GENE.OFUSG14258.1~~OFUSG14258.1	OFUSG14258.1.p1
GENE.OFUSG14259.1~~OFUSG14259.1	OFUSG14259.1.p1
GENE.OFUSG14262.1~~OFUSG14262.1	OFUSG14262.1.p1
GENE.OFUSG14263.1~~OFUSG14263.1	OFUSG14263.1.p1
GENE.OFUSG14265.1~~OFUSG14265.1	OFUSG14265.1.p1
GENE.OFUSG14268.1~~OFUSG14268.1	OFUSG14268.1.p1
GENE.OFUSG14274.1~~OFUSG14274.1	OFUSG14274.1.p1
GENE.OFUSG14275.1~~OFUSG14275.1	OFUSG14275.1.p1
GENE.OFUSG14292.1~~OFUSG14292.1	OFUSG14292.1.p1
GENE.OFUSG14292.1~~OFUSG14292.1	OFUSG14292.1.p1
GENE.OFUSG14293.1~~OFUSG14293.1	OFUSG14293.1.p1
GENE.OFUSG14293.1~~OFUSG14293.1	OFUSG14293.1.p1
GENE.OFUSG14293.1~~OFUSG14293.1	OFUSG14293.1.p1
GENE.OFUSG14293.1~~OFUSG14293.1	OFUSG14293.1.p1
GENE.OFUSG14293.1~~OFUSG14293.1	OFUSG14293.1.p1
GENE.OFUSG14293.1~~OFUSG14293.1	OFUSG14293.1.p1
GENE.OFUSG14293.1~~OFUSG14293.1	OFUSG14293.1.p1
GENE.OFUSG14293.1~~OFUSG14293.1	OFUSG14293.1.p1
GENE.OFUSG14293.1~~OFUSG14293.1	OFUSG14293.1.p1
GENE.OFUSG14293.1~~OFUSG14293.1	OFUSG14293.1.p1
GENE.OFUSG14293.1~~OFUSG14293.1	OFUSG14293.1.p1
GENE.OFUSG14293.1~~OFUSG14293.1	OFUSG14293.1.p1
GENE.OFUSG14293.1~~OFUSG14293.1	OFUSG14293.1.p1
GENE.OFUSG14293.1~~OFUSG14293.1	OFUSG14293.1.p1
GENE.OFUSG14293.1~~OFUSG14293.1	OFUSG14293.1.p1
GENE.OFUSG14293.1~~OFUSG14293.1	OFUSG14293.1.p1
GENE.OFUSG14293.1~~OFUSG14293.1	OFUSG14293.1.p1
GENE.OFUSG14293.1~~OFUSG14293.1	OFUSG14293.1.p1
GENE.OFUSG14293.1~~OFUSG14293.1	OFUSG14293.1.p1
GENE.OFUSG14293.1~~OFUSG14293.1	OFUSG14293.1.p1
GENE.OFUSG14293.1~~OFUSG14293.1	OFUSG14293.1.p1
GENE.OFUSG14293.1~~OFUSG14293.1	OFUSG14293.1.p1
GENE.OFUSG14293.1~~OFUSG14293.1	OFUSG14293.1.p1
GENE.OFUSG14293.1~~OFUSG14293.1	OFUSG14293.1.p1
GENE.OFUSG14293.1~~OFUSG14293.1	OFUSG14293.1.p1
GENE.OFUSG14293.1~~OFUSG14293.1	OFUSG14293.1.p1
GENE.OFUSG14293.1~~OFUSG14293.1	OFUSG14293.1.p1
GENE.OFUSG14293.1~~OFUSG14293.1	OFUSG14293.1.p1
GENE.OFUSG14294.1~~OFUSG14294.1	OFUSG14294.1.p1
GENE.OFUSG14294.1~~OFUSG14294.1	OFUSG14294.1.p1
GENE.OFUSG14305.1~~OFUSG14305.1	OFUSG14305.1.p1
GENE.OFUSG14308.1~~OFUSG14308.1	OFUSG14308.1.p1
GENE.OFUSG14314.1~~OFUSG14314.1	OFUSG14314.1.p1
GENE.OFUSG14314.1~~OFUSG14314.1	OFUSG14314.1.p1
GENE.OFUSG14314.1~~OFUSG14314.1	OFUSG14314.1.p1
GENE.OFUSG14314.1~~OFUSG14314.1	OFUSG14314.1.p1
GENE.OFUSG14314.1~~OFUSG14314.1	OFUSG14314.1.p1
GENE.OFUSG14314.1~~OFUSG14314.1	OFUSG14314.1.p1
GENE.OFUSG14314.1~~OFUSG14314.1	OFUSG14314.1.p1
GENE.OFUSG14314.1~~OFUSG14314.1	OFUSG14314.1.p1
GENE.OFUSG14314.1~~OFUSG14314.1	OFUSG14314.1.p1
GENE.OFUSG14314.1~~OFUSG14314.1	OFUSG14314.1.p1
GENE.OFUSG14314.1~~OFUSG14314.1	OFUSG14314.1.p1
GENE.OFUSG14314.1~~OFUSG14314.1	OFUSG14314.1.p1
GENE.OFUSG14314.1~~OFUSG14314.1	OFUSG14314.1.p1
GENE.OFUSG14314.1~~OFUSG14314.1	OFUSG14314.1.p1
GENE.OFUSG14314.1~~OFUSG14314.1	OFUSG14314.1.p1
GENE.OFUSG14314.1~~OFUSG14314.1	OFUSG14314.1.p1
GENE.OFUSG14330.1~~OFUSG14330.1	OFUSG14330.1.p1
GENE.OFUSG14336.1~~OFUSG14336.1	OFUSG14336.1.p1
GENE.OFUSG14337.1~~OFUSG14337.1	OFUSG14337.1.p1
GENE.OFUSG14342.1~~OFUSG14342.1	OFUSG14342.1.p1
GENE.OFUSG14342.1~~OFUSG14342.1	OFUSG14342.1.p1
GENE.OFUSG14342.1~~OFUSG14342.1	OFUSG14342.1.p1
GENE.OFUSG14353.1~~OFUSG14353.1	OFUSG14353.1.p1
GENE.OFUSG14380.1~~OFUSG14380.1	OFUSG14380.1.p1
GENE.OFUSG14384.1~~OFUSG14384.1	OFUSG14384.1.p1
GENE.OFUSG14390.1~~OFUSG14390.1	OFUSG14390.1.p1
GENE.OFUSG14390.1~~OFUSG14390.1	OFUSG14390.1.p1
GENE.OFUSG14397.1~~OFUSG14397.1	OFUSG14397.1.p1
GENE.OFUSG14397.1~~OFUSG14397.1	OFUSG14397.1.p1
GENE.OFUSG14399.1~~OFUSG14399.1	OFUSG14399.1.p1
GENE.OFUSG14399.1~~OFUSG14399.1	OFUSG14399.1.p1
GENE.OFUSG14400.1~~OFUSG14400.1	OFUSG14400.1.p1
GENE.OFUSG14400.1~~OFUSG14400.1	OFUSG14400.1.p1
GENE.OFUSG14401.1~~OFUSG14401.1	OFUSG14401.1.p1
GENE.OFUSG14401.1~~OFUSG14401.1	OFUSG14401.1.p1
GENE.OFUSG14405.1~~OFUSG14405.1	OFUSG14405.1.p1
GENE.OFUSG14415.1~~OFUSG14415.1	OFUSG14415.1.p1
GENE.OFUSG14418.1~~OFUSG14418.1	OFUSG14418.1.p1
GENE.OFUSG14418.1~~OFUSG14418.1	OFUSG14418.1.p1
GENE.OFUSG14426.1~~OFUSG14426.1	OFUSG14426.1.p1
GENE.OFUSG14450.1~~OFUSG14450.1	OFUSG14450.1.p1
GENE.OFUSG14450.1~~OFUSG14450.1	OFUSG14450.1.p1
GENE.OFUSG14450.1~~OFUSG14450.1	OFUSG14450.1.p1
GENE.OFUSG14456.1~~OFUSG14456.1	OFUSG14456.1.p1
GENE.OFUSG14465.1~~OFUSG14465.1	OFUSG14465.1.p1
GENE.OFUSG14467.1~~OFUSG14467.1	OFUSG14467.1.p1
GENE.OFUSG14472.1~~OFUSG14472.1	OFUSG14472.1.p1
GENE.OFUSG14483.1~~OFUSG14483.1	OFUSG14483.1.p1
GENE.OFUSG14490.1~~OFUSG14490.1	OFUSG14490.1.p1
GENE.OFUSG14500.1~~OFUSG14500.1	OFUSG14500.1.p1
GENE.OFUSG14501.1~~OFUSG14501.1	OFUSG14501.1.p1
GENE.OFUSG14506.1~~OFUSG14506.1	OFUSG14506.1.p1
GENE.OFUSG14506.1~~OFUSG14506.1	OFUSG14506.1.p1
GENE.OFUSG14506.1~~OFUSG14506.1	OFUSG14506.1.p1
GENE.OFUSG14506.1~~OFUSG14506.1	OFUSG14506.1.p1
GENE.OFUSG14506.1~~OFUSG14506.1	OFUSG14506.1.p1
GENE.OFUSG14507.1~~OFUSG14507.1	OFUSG14507.1.p1
GENE.OFUSG14516.1~~OFUSG14516.1	OFUSG14516.1.p1
GENE.OFUSG14517.1~~OFUSG14517.1	OFUSG14517.1.p1
GENE.OFUSG14519.1~~OFUSG14519.1	OFUSG14519.1.p1
GENE.OFUSG14519.1~~OFUSG14519.1	OFUSG14519.1.p1
GENE.OFUSG14529.1~~OFUSG14529.1	OFUSG14529.1.p1
GENE.OFUSG14529.1~~OFUSG14529.1	OFUSG14529.1.p1
GENE.OFUSG14529.1~~OFUSG14529.1	OFUSG14529.1.p1
GENE.OFUSG14540.1~~OFUSG14540.1	OFUSG14540.1.p1
GENE.OFUSG14541.1~~OFUSG14541.1	OFUSG14541.1.p1
GENE.OFUSG14543.1~~OFUSG14543.1	OFUSG14543.1.p1
GENE.OFUSG14553.1~~OFUSG14553.1	OFUSG14553.1.p1
GENE.OFUSG14554.1~~OFUSG14554.1	OFUSG14554.1.p1
GENE.OFUSG14585.1~~OFUSG14585.1	OFUSG14585.1.p1
GENE.OFUSG14597.1~~OFUSG14597.1	OFUSG14597.1.p1
GENE.OFUSG14623.3~~OFUSG14623.3	OFUSG14623.3.p1
GENE.OFUSG14624.1~~OFUSG14624.1	OFUSG14624.1.p1
GENE.OFUSG14650.1~~OFUSG14650.1	OFUSG14650.1.p1
GENE.OFUSG14654.1~~OFUSG14654.1	OFUSG14654.1.p1
GENE.OFUSG14661.1~~OFUSG14661.1	OFUSG14661.1.p1
GENE.OFUSG14669.1~~OFUSG14669.1	OFUSG14669.1.p1
GENE.OFUSG14671.1~~OFUSG14671.1	OFUSG14671.1.p1
GENE.OFUSG14671.1~~OFUSG14671.1	OFUSG14671.1.p1
GENE.OFUSG14682.1~~OFUSG14682.1	OFUSG14682.1.p1
GENE.OFUSG14687.1~~OFUSG14687.1	OFUSG14687.1.p1
GENE.OFUSG14690.1~~OFUSG14690.1	OFUSG14690.1.p1
GENE.OFUSG14696.1~~OFUSG14696.1	OFUSG14696.1.p1
GENE.OFUSG14697.1~~OFUSG14697.1	OFUSG14697.1.p1
GENE.OFUSG14707.1~~OFUSG14707.1	OFUSG14707.1.p1
GENE.OFUSG14707.1~~OFUSG14707.1	OFUSG14707.1.p1
GENE.OFUSG14708.1~~OFUSG14708.1	OFUSG14708.1.p1
GENE.OFUSG14708.1~~OFUSG14708.1	OFUSG14708.1.p1
GENE.OFUSG14708.1~~OFUSG14708.1	OFUSG14708.1.p1
GENE.OFUSG14710.1~~OFUSG14710.1	OFUSG14710.1.p1
GENE.OFUSG14717.1~~OFUSG14717.1	OFUSG14717.1.p1
GENE.OFUSG14717.1~~OFUSG14717.1	OFUSG14717.1.p1
GENE.OFUSG14717.1~~OFUSG14717.1	OFUSG14717.1.p1
GENE.OFUSG14717.1~~OFUSG14717.1	OFUSG14717.1.p1
GENE.OFUSG14717.1~~OFUSG14717.1	OFUSG14717.1.p1
GENE.OFUSG14723.1~~OFUSG14723.1	OFUSG14723.1.p1
GENE.OFUSG14723.1~~OFUSG14723.1	OFUSG14723.1.p1
GENE.OFUSG14726.1~~OFUSG14726.1	OFUSG14726.1.p1
GENE.OFUSG14727.1~~OFUSG14727.1	OFUSG14727.1.p1
GENE.OFUSG14733.1~~OFUSG14733.1	OFUSG14733.1.p1
GENE.OFUSG14733.1~~OFUSG14733.1	OFUSG14733.1.p1
GENE.OFUSG14735.1~~OFUSG14735.1	OFUSG14735.1.p1
GENE.OFUSG14739.1~~OFUSG14739.1	OFUSG14739.1.p1
GENE.OFUSG14739.1~~OFUSG14739.1	OFUSG14739.1.p1
GENE.OFUSG14746.1~~OFUSG14746.1	OFUSG14746.1.p1
GENE.OFUSG14760.1~~OFUSG14760.1	OFUSG14760.1.p1
GENE.OFUSG14762.1~~OFUSG14762.1	OFUSG14762.1.p1
GENE.OFUSG14763.1~~OFUSG14763.1	OFUSG14763.1.p1
GENE.OFUSG14764.1~~OFUSG14764.1	OFUSG14764.1.p1
GENE.OFUSG14764.1~~OFUSG14764.1	OFUSG14764.1.p1
GENE.OFUSG14764.1~~OFUSG14764.1	OFUSG14764.1.p1
GENE.OFUSG14764.1~~OFUSG14764.1	OFUSG14764.1.p1
GENE.OFUSG14764.1~~OFUSG14764.1	OFUSG14764.1.p1
GENE.OFUSG14764.1~~OFUSG14764.1	OFUSG14764.1.p1
GENE.OFUSG14764.1~~OFUSG14764.1	OFUSG14764.1.p1
GENE.OFUSG14764.1~~OFUSG14764.1	OFUSG14764.1.p1
GENE.OFUSG14764.1~~OFUSG14764.1	OFUSG14764.1.p1
GENE.OFUSG14764.1~~OFUSG14764.1	OFUSG14764.1.p1
GENE.OFUSG14764.1~~OFUSG14764.1	OFUSG14764.1.p1
GENE.OFUSG14764.1~~OFUSG14764.1	OFUSG14764.1.p1
GENE.OFUSG14764.1~~OFUSG14764.1	OFUSG14764.1.p1
GENE.OFUSG14764.1~~OFUSG14764.1	OFUSG14764.1.p1
GENE.OFUSG14764.1~~OFUSG14764.1	OFUSG14764.1.p1
GENE.OFUSG14764.1~~OFUSG14764.1	OFUSG14764.1.p1
GENE.OFUSG14764.1~~OFUSG14764.1	OFUSG14764.1.p1
GENE.OFUSG14765.1~~OFUSG14765.1	OFUSG14765.1.p1
GENE.OFUSG14765.1~~OFUSG14765.1	OFUSG14765.1.p1
GENE.OFUSG14765.1~~OFUSG14765.1	OFUSG14765.1.p1
GENE.OFUSG14765.1~~OFUSG14765.1	OFUSG14765.1.p1
GENE.OFUSG14765.1~~OFUSG14765.1	OFUSG14765.1.p1
GENE.OFUSG14765.1~~OFUSG14765.1	OFUSG14765.1.p1
GENE.OFUSG14765.1~~OFUSG14765.1	OFUSG14765.1.p1
GENE.OFUSG14765.1~~OFUSG14765.1	OFUSG14765.1.p1
GENE.OFUSG14765.1~~OFUSG14765.1	OFUSG14765.1.p1
GENE.OFUSG14765.1~~OFUSG14765.1	OFUSG14765.1.p1
GENE.OFUSG14765.1~~OFUSG14765.1	OFUSG14765.1.p1
GENE.OFUSG14765.1~~OFUSG14765.1	OFUSG14765.1.p1
GENE.OFUSG14765.1~~OFUSG14765.1	OFUSG14765.1.p1
GENE.OFUSG14765.1~~OFUSG14765.1	OFUSG14765.1.p1
GENE.OFUSG14765.1~~OFUSG14765.1	OFUSG14765.1.p1
GENE.OFUSG14765.1~~OFUSG14765.1	OFUSG14765.1.p1
GENE.OFUSG14765.1~~OFUSG14765.1	OFUSG14765.1.p1
GENE.OFUSG14769.1~~OFUSG14769.1	OFUSG14769.1.p1
GENE.OFUSG14769.1~~OFUSG14769.1	OFUSG14769.1.p1
GENE.OFUSG14773.1~~OFUSG14773.1	OFUSG14773.1.p1
GENE.OFUSG14774.1~~OFUSG14774.1	OFUSG14774.1.p1
GENE.OFUSG14783.1~~OFUSG14783.1	OFUSG14783.1.p1
GENE.OFUSG14783.1~~OFUSG14783.1	OFUSG14783.1.p1
GENE.OFUSG14783.1~~OFUSG14783.1	OFUSG14783.1.p1
GENE.OFUSG14783.1~~OFUSG14783.1	OFUSG14783.1.p1
GENE.OFUSG14784.1~~OFUSG14784.1	OFUSG14784.1.p1
GENE.OFUSG14790.1~~OFUSG14790.1	OFUSG14790.1.p1
GENE.OFUSG14790.1~~OFUSG14790.1	OFUSG14790.1.p1
GENE.OFUSG14794.1~~OFUSG14794.1	OFUSG14794.1.p1
GENE.OFUSG14796.1~~OFUSG14796.1	OFUSG14796.1.p1
GENE.OFUSG14797.1~~OFUSG14797.1	OFUSG14797.1.p1
GENE.OFUSG14799.1~~OFUSG14799.1	OFUSG14799.1.p1
GENE.OFUSG14806.1~~OFUSG14806.1	OFUSG14806.1.p1
GENE.OFUSG14809.1~~OFUSG14809.1	OFUSG14809.1.p1
GENE.OFUSG14815.1~~OFUSG14815.1	OFUSG14815.1.p1
GENE.OFUSG14817.1~~OFUSG14817.1	OFUSG14817.1.p1
GENE.OFUSG14819.1~~OFUSG14819.1	OFUSG14819.1.p1
GENE.OFUSG14819.1~~OFUSG14819.1	OFUSG14819.1.p1
GENE.OFUSG14819.1~~OFUSG14819.1	OFUSG14819.1.p1
GENE.OFUSG14822.1~~OFUSG14822.1	OFUSG14822.1.p1
GENE.OFUSG14835.1~~OFUSG14835.1	OFUSG14835.1.p1
GENE.OFUSG14838.1~~OFUSG14838.1	OFUSG14838.1.p1
GENE.OFUSG14848.1~~OFUSG14848.1	OFUSG14848.1.p1
GENE.OFUSG14848.1~~OFUSG14848.1	OFUSG14848.1.p1
GENE.OFUSG14848.1~~OFUSG14848.1	OFUSG14848.1.p1
GENE.OFUSG14860.1~~OFUSG14860.1	OFUSG14860.1.p1
GENE.OFUSG14865.1~~OFUSG14865.1	OFUSG14865.1.p1
GENE.OFUSG14883.1~~OFUSG14883.1	OFUSG14883.1.p1
GENE.OFUSG14889.1~~OFUSG14889.1	OFUSG14889.1.p1
GENE.OFUSG14898.1~~OFUSG14898.1	OFUSG14898.1.p4
GENE.OFUSG14898.1~~OFUSG14898.1	OFUSG14898.1.p4
GENE.OFUSG14898.1~~OFUSG14898.1	OFUSG14898.1.p4
GENE.OFUSG14906.1~~OFUSG14906.1	OFUSG14906.1.p1
GENE.OFUSG14918.1~~OFUSG14918.1	OFUSG14918.1.p2
GENE.OFUSG14918.1~~OFUSG14918.1	OFUSG14918.1.p2
GENE.OFUSG14918.1~~OFUSG14918.1	OFUSG14918.1.p2
GENE.OFUSG14918.1~~OFUSG14918.1	OFUSG14918.1.p2
GENE.OFUSG14918.1~~OFUSG14918.1	OFUSG14918.1.p2
GENE.OFUSG14918.1~~OFUSG14918.1	OFUSG14918.1.p2
GENE.OFUSG14918.1~~OFUSG14918.1	OFUSG14918.1.p2
GENE.OFUSG14918.1~~OFUSG14918.1	OFUSG14918.1.p2
GENE.OFUSG14931.1~~OFUSG14931.1	OFUSG14931.1.p1
GENE.OFUSG14932.1~~OFUSG14932.1	OFUSG14932.1.p1
GENE.OFUSG14933.1~~OFUSG14933.1	OFUSG14933.1.p1
GENE.OFUSG14942.1~~OFUSG14942.1	OFUSG14942.1.p1
GENE.OFUSG14943.1~~OFUSG14943.1	OFUSG14943.1.p2
GENE.OFUSG14944.1~~OFUSG14944.1	OFUSG14944.1.p1
GENE.OFUSG14944.1~~OFUSG14944.1	OFUSG14944.1.p1
GENE.OFUSG14945.1~~OFUSG14945.1	OFUSG14945.1.p1
GENE.OFUSG14965.1~~OFUSG14965.1	OFUSG14965.1.p1
GENE.OFUSG14974.1~~OFUSG14974.1	OFUSG14974.1.p1
GENE.OFUSG14981.1~~OFUSG14981.1	OFUSG14981.1.p1
GENE.OFUSG14982.1~~OFUSG14982.1	OFUSG14982.1.p1
GENE.OFUSG14997.1~~OFUSG14997.1	OFUSG14997.1.p1
GENE.OFUSG15001.1~~OFUSG15001.1	OFUSG15001.1.p1
GENE.OFUSG15012.1~~OFUSG15012.1	OFUSG15012.1.p1
GENE.OFUSG15012.1~~OFUSG15012.1	OFUSG15012.1.p1
GENE.OFUSG15012.1~~OFUSG15012.1	OFUSG15012.1.p1
GENE.OFUSG15018.1~~OFUSG15018.1	OFUSG15018.1.p1
GENE.OFUSG15023.1~~OFUSG15023.1	OFUSG15023.1.p1
GENE.OFUSG15024.1~~OFUSG15024.1	OFUSG15024.1.p1
