AENJA_00004	OFUSG05380.1
AENJA_07030	OFUSG20659.1
AENJA_07031	OFUSG08820.1
AENJA_07044	OFUSG05158.1
AENJA_07045	OFUSG04760.1
AENJA_07046	OFUSG20344.1
AENJA_07053	OFUSG10132.1
AENJA_07056	OFUSG10020.1
AENJA_07057	OFUSG10453.1
AENJA_07061	OFUSG04837.1
AENJA_07087	OFUSG17690.1
AENJA_07097	OFUSG08607.1
AENJA_07097	OFUSG13107.1
AENJA_07097	OFUSG13344.1
AENJA_07097	OFUSG13368.1
AENJA_07097	OFUSG13369.1
AENJA_07097	OFUSG20048.1
AENJA_07098	OFUSG25306.1
AENJA_07105	OFUSG08607.1
AENJA_07105	OFUSG13107.1
AENJA_07105	OFUSG13344.1
AENJA_07105	OFUSG13368.1
AENJA_07105	OFUSG13369.1
AENJA_07105	OFUSG20048.1
AENJA_07116	OFUSG01257.1
AENJA_07117	OFUSG01254.1
AENJA_07122	OFUSG01151.1
AENJA_07123	OFUSG01682.1
AENJA_07124	OFUSG01533.1
AENJA_07130	OFUSG21514.1
AENJA_07131	OFUSG23631.1
AENJA_07134	OFUSG16635.1
AENJA_07137	OFUSG20733.1
AENJA_07138	OFUSG12672.1
AENJA_07140	OFUSG04456.1
AENJA_07140	OFUSG23658.1
AENJA_07142	OFUSG20854.1
AENJA_07147	OFUSG02738.1
AENJA_07167	OFUSG05907.1
AENJA_07168	OFUSG19529.1
AENJA_07169	OFUSG19107.1
AENJA_07170	OFUSG18887.1
AENJA_07172	OFUSG06075.1
AENJA_07184	OFUSG04033.1
AENJA_07184	OFUSG16296.1
AENJA_07189	OFUSG25606.1
AENJA_07190	OFUSG16053.1
AENJA_07194	OFUSG16676.1
AENJA_07195	OFUSG15936.1
AENJA_07202	OFUSG14216.1
AENJA_07203	OFUSG24763.1
AENJA_07208	OFUSG24825.1
AENJA_07209	OFUSG23417.1
AENJA_07214	OFUSG23697.1
AENJA_07237	OFUSG13585.1
AENJA_07241	OFUSG26431.1
AENJA_07262	OFUSG14973.1
AENJA_07271	OFUSG02540.1
AENJA_07278	OFUSG04626.1
AENJA_07280	OFUSG16038.1
AENJA_07281	OFUSG16796.1
AENJA_07293	OFUSG24726.2
AENJA_07294	OFUSG05721.1
AENJA_07301	OFUSG16362.1
AENJA_07308	OFUSG07892.1
AENJA_07309	OFUSG07989.1
AENJA_07349	OFUSG11836.1
AENJA_07353	OFUSG12182.1
AENJA_07354	OFUSG21826.1
AENJA_07369	OFUSG01055.1
AENJA_07377	OFUSG24113.1
AENJA_07378	OFUSG01978.1
AENJA_07378	OFUSG02140.1
AENJA_07384	OFUSG15328.1
AENJA_07395	OFUSG10885.1
AENJA_07397	OFUSG10616.2
AENJA_07398	OFUSG20952.1
AENJA_07400	OFUSG17839.1
AENJA_07426	OFUSG26319.1
AENJA_07428	OFUSG04456.1
AENJA_07428	OFUSG23658.1
AENJA_07429	OFUSG20931.1
AENJA_07435	OFUSG10093.1
AENJA_07464	OFUSG14850.1
AENJA_07464	OFUSG22159.1
AENJA_07466	OFUSG15073.1
AENJA_07467	OFUSG19194.1
AENJA_07469	OFUSG18552.1
AENJA_07470	OFUSG18924.1
AENJA_07474	OFUSG22121.1
AENJA_07477	OFUSG18707.1
AENJA_07482	OFUSG11282.1
AENJA_07485	OFUSG03235.1
AENJA_07497	OFUSG11382.1
AENJA_07504	OFUSG00897.1
AENJA_07505	OFUSG12430.1
AENJA_07505	OFUSG20387.1
AENJA_07506	OFUSG09820.1
AENJA_07507	OFUSG08618.1
AENJA_07508	OFUSG09022.1
AENJA_07533	OFUSG00254.1
AENJA_07536	OFUSG24669.1
AENJA_07541	OFUSG17305.1
AENJA_07541	OFUSG26660.1
AENJA_07549	OFUSG05672.1
AENJA_07552	OFUSG20933.1
AENJA_07554	OFUSG25553.1
AENJA_07567	OFUSG00383.1
AENJA_07572	OFUSG02442.1
AENJA_07573	OFUSG11127.1
AENJA_07575	OFUSG10786.1
AENJA_07590	OFUSG24931.1
AENJA_07591	OFUSG24637.1
AENJA_07593	OFUSG09751.1
AENJA_07598	OFUSG08940.1
AENJA_07613	OFUSG02239.1
AENJA_07623	OFUSG25701.1
AENJA_07625	OFUSG00467.1
AENJA_07626	OFUSG00740.1
AENJA_07628	OFUSG04456.1
AENJA_07628	OFUSG23658.1
AENJA_07641	OFUSG09566.1
AENJA_07644	OFUSG19618.1
AENJA_07654	OFUSG24251.1
AENJA_07664	OFUSG16773.1
AENJA_07665	OFUSG24838.1
AENJA_07668	OFUSG19795.1
AENJA_07671	OFUSG03443.1
AENJA_07671	OFUSG26501.1
AENJA_07671	OFUSG26502.1
AENJA_07673	OFUSG03443.1
AENJA_07673	OFUSG26501.1
AENJA_07673	OFUSG26502.1
AENJA_07683	OFUSG02602.1
AENJA_07688	OFUSG01072.1
AENJA_07691	OFUSG08018.1
AENJA_07697	OFUSG12040.1
AENJA_07698	OFUSG12352.1
AENJA_07705	OFUSG13289.1
AENJA_07724	OFUSG03047.1
AENJA_07725	OFUSG20239.1
AENJA_07729	OFUSG11546.1
AENJA_07733	OFUSG20793.1
AENJA_07736	OFUSG20860.1
AENJA_07742	OFUSG00400.1
AENJA_07745	OFUSG07571.1
AENJA_07750	OFUSG03561.1
AENJA_07754	OFUSG25481.1
AENJA_07755	OFUSG17158.1
AENJA_07758	OFUSG12042.1
AENJA_07770	OFUSG11604.1
AENJA_07771	OFUSG21914.1
AENJA_07784	OFUSG19297.1
AENJA_07801	OFUSG22012.1
AENJA_07803	OFUSG12006.1
AENJA_07809	OFUSG01001.1
AENJA_07809	OFUSG18593.1
AENJA_07810	OFUSG01001.1
AENJA_07810	OFUSG18593.1
AENJA_07812	OFUSG01001.1
AENJA_07812	OFUSG18593.1
AENJA_07815	OFUSG23681.1
AENJA_07819	OFUSG09143.1
AENJA_07820	OFUSG09701.1
AENJA_07821	OFUSG26333.1
AENJA_07822	OFUSG10521.1
AENJA_07823	OFUSG09371.1
AENJA_07830	OFUSG07487.1
AENJA_07835	OFUSG25412.1
AENJA_07839	OFUSG02644.1
AENJA_07843	OFUSG04803.1
AENJA_07844	OFUSG13345.1
AENJA_07849	OFUSG07572.2
AENJA_07850	OFUSG25334.1
AENJA_07851	OFUSG17276.1
AENJA_07854	OFUSG09669.1
AENJA_07860	OFUSG12572.1
AENJA_07862	OFUSG14153.1
AENJA_07862	OFUSG23981.1
AENJA_07870	OFUSG05073.1
AENJA_07871	OFUSG05349.1
AENJA_07876	OFUSG13670.1
AENJA_07877	OFUSG01859.1
AENJA_07880	OFUSG07179.1
AENJA_07883	OFUSG26167.1
AENJA_07902	OFUSG10893.1
AENJA_07904	OFUSG10332.1
AENJA_07906	OFUSG23938.1
AENJA_07908	OFUSG10668.1
AENJA_07914	OFUSG26565.1
AENJA_07916	OFUSG13155.1
AENJA_07917	OFUSG00446.1
AENJA_07918	OFUSG23553.1
AENJA_07919	OFUSG23551.1
AENJA_07921	OFUSG26416.1
AENJA_07922	OFUSG02992.1
AENJA_07923	OFUSG05400.1
AENJA_07923	OFUSG08136.1
AENJA_07923	OFUSG08137.1
AENJA_07923	OFUSG13972.1
AENJA_07923	OFUSG15990.1
AENJA_07923	OFUSG17641.1
AENJA_07942	OFUSG16048.1
AENJA_07945	OFUSG06237.2
AENJA_07946	OFUSG13073.1
AENJA_07956	OFUSG18668.1
AENJA_07958	OFUSG19168.1
AENJA_07959	OFUSG05560.1
AENJA_07960	OFUSG19388.1
AENJA_07969	OFUSG03014.1
AENJA_07978	OFUSG03142.3
AENJA_07980	OFUSG18187.1
AENJA_07997	OFUSG04813.1
AENJA_08000	OFUSG00342.1
AENJA_08018	OFUSG02795.1
AENJA_08024	OFUSG09111.1
AENJA_08029	OFUSG20437.1
AENJA_08033	OFUSG05104.1
AENJA_08034	OFUSG05055.1
AENJA_08047	OFUSG12662.1
AENJA_08049	OFUSG23547.1
AENJA_08050	OFUSG13745.1
AENJA_08075	OFUSG18662.1
AENJA_08076	OFUSG16419.2
AENJA_08079	OFUSG18610.1
AENJA_08081	OFUSG10082.1
AENJA_08082	OFUSG18463.1
AENJA_08084	OFUSG18199.1
AENJA_08085	OFUSG18520.1
AENJA_08093	OFUSG17469.1
AENJA_08098	OFUSG21294.1
AENJA_08099	OFUSG21013.1
AENJA_08101	OFUSG19772.1
AENJA_08101	OFUSG19926.1
AENJA_08103	OFUSG19772.1
AENJA_08103	OFUSG19926.1
AENJA_08104	OFUSG14725.1
AENJA_08107	OFUSG19772.1
AENJA_08107	OFUSG19926.1
AENJA_08108	OFUSG14336.1
AENJA_08111	OFUSG12665.1
AENJA_08114	OFUSG04123.1
AENJA_08142	OFUSG19351.1
AENJA_08149	OFUSG06570.1
AENJA_08153	OFUSG25153.1
AENJA_08158	OFUSG02730.1
AENJA_08161	OFUSG19108.1
AENJA_08162	OFUSG05776.1
AENJA_08164	OFUSG18976.1
AENJA_08165	OFUSG19490.1
AENJA_08175	OFUSG26042.1
AENJA_08182	OFUSG03538.1
AENJA_08186	OFUSG18738.1
AENJA_08187	OFUSG05513.1
AENJA_08188	OFUSG06812.1
AENJA_08232	OFUSG04263.1
AENJA_08235	OFUSG10500.1
AENJA_08236	OFUSG17819.1
AENJA_08241	OFUSG00409.1
AENJA_08242	OFUSG08238.1
AENJA_08242	OFUSG17929.1
AENJA_08249	OFUSG01103.1
AENJA_08251	OFUSG26076.1
AENJA_08252	OFUSG26075.1
AENJA_08253	OFUSG04803.1
AENJA_08254	OFUSG26077.1
AENJA_08256	OFUSG04803.1
AENJA_08281	OFUSG13720.1
AENJA_08286	OFUSG24303.1
AENJA_08288	OFUSG03941.1
AENJA_08292	OFUSG16889.1
AENJA_08307	OFUSG02135.1
AENJA_08307	OFUSG22686.1
AENJA_08318	OFUSG24934.1
AENJA_08322	OFUSG25792.1
AENJA_08323	OFUSG14330.1
AENJA_08334	OFUSG25901.1
AENJA_08339	OFUSG13035.1
AENJA_08340	OFUSG01024.1
AENJA_08340	OFUSG13234.1
AENJA_08340	OFUSG23754.1
AENJA_08342	OFUSG13331.1
AENJA_08344	OFUSG04651.1
AENJA_08345	OFUSG04131.1
AENJA_08347	OFUSG16086.1
AENJA_08348	OFUSG13186.1
AENJA_08382	OFUSG10220.1
AENJA_08394	OFUSG03673.2
AENJA_08396	OFUSG03506.1
AENJA_08397	OFUSG02638.1
AENJA_08399	OFUSG02636.1
AENJA_08403	OFUSG16139.1
AENJA_08412	OFUSG25089.1
AENJA_08413	OFUSG04786.1
AENJA_08414	OFUSG04786.1
AENJA_08417	OFUSG08401.1
AENJA_08418	OFUSG08404.1
AENJA_08420	OFUSG03816.1
AENJA_08421	OFUSG08115.1
AENJA_08422	OFUSG25635.1
AENJA_08427	OFUSG00051.1
AENJA_08439	OFUSG02135.1
AENJA_08439	OFUSG22686.1
AENJA_08460	OFUSG06350.1
AENJA_08461	OFUSG08013.1
AENJA_08469	OFUSG05635.1
AENJA_08473	OFUSG06400.1
AENJA_08477	OFUSG18679.1
AENJA_08478	OFUSG05652.1
AENJA_08487	OFUSG24272.1
AENJA_08489	OFUSG24270.1
AENJA_08494	OFUSG23204.1
AENJA_08496	OFUSG04945.1
AENJA_08499	OFUSG05478.1
AENJA_08500	OFUSG08607.1
AENJA_08500	OFUSG13107.1
AENJA_08500	OFUSG13344.1
AENJA_08500	OFUSG13368.1
AENJA_08500	OFUSG13369.1
AENJA_08500	OFUSG20048.1
AENJA_08502	OFUSG05119.1
AENJA_08516	OFUSG08522.1
AENJA_08516	OFUSG09752.1
AENJA_08516	OFUSG19711.1
AENJA_08517	OFUSG09386.1
AENJA_08524	OFUSG05021.1
AENJA_08529	OFUSG24390.1
AENJA_08556	OFUSG08607.1
AENJA_08556	OFUSG13107.1
AENJA_08556	OFUSG13344.1
AENJA_08556	OFUSG13368.1
AENJA_08556	OFUSG13369.1
AENJA_08556	OFUSG20048.1
AENJA_08567	OFUSG11869.1
AENJA_08568	OFUSG21447.1
AENJA_08569	OFUSG12586.1
AENJA_08570	OFUSG11409.1
AENJA_08571	OFUSG11522.1
AENJA_08573	OFUSG11615.1
AENJA_08588	OFUSG13349.2
AENJA_08590	OFUSG23478.1
AENJA_08593	OFUSG20952.1
AENJA_08599	OFUSG04456.1
AENJA_08599	OFUSG23658.1
AENJA_08605	OFUSG24184.1
AENJA_08611	OFUSG21010.1
AENJA_08612	OFUSG18306.1
AENJA_08614	OFUSG21011.1
AENJA_08616	OFUSG24725.1
AENJA_08616	OFUSG24726.1
AENJA_08620	OFUSG11845.1
AENJA_08621	OFUSG02675.1
AENJA_08627	OFUSG04814.1
AENJA_08628	OFUSG20261.1
AENJA_08631	OFUSG05266.1
AENJA_08634	OFUSG20422.1
AENJA_08635	OFUSG20225.1
AENJA_08638	OFUSG03116.1
AENJA_08647	OFUSG19455.1
AENJA_08651	OFUSG07877.1
AENJA_08652	OFUSG08348.1
AENJA_08656	OFUSG26655.1
AENJA_08657	OFUSG19069.1
AENJA_08660	OFUSG23460.1
AENJA_08664	OFUSG12107.1
AENJA_08665	OFUSG25281.1
AENJA_08666	OFUSG11291.1
AENJA_08669	OFUSG11356.1
AENJA_08673	OFUSG11378.1
AENJA_08681	OFUSG09262.1
AENJA_08700	OFUSG10361.1
AENJA_08703	OFUSG13364.1
AENJA_08706	OFUSG16958.2
AENJA_08707	OFUSG20743.1
AENJA_08718	OFUSG24480.1
AENJA_08722	OFUSG18138.1
AENJA_08730	OFUSG12346.1
AENJA_08732	OFUSG25344.1
AENJA_08736	OFUSG13165.1
AENJA_08736	OFUSG13753.1
AENJA_08737	OFUSG24342.1
AENJA_08743	OFUSG23523.1
AENJA_08748	OFUSG23257.1
AENJA_08755	OFUSG17694.1
AENJA_08756	OFUSG08247.1
AENJA_08762	OFUSG03861.1
AENJA_08791	OFUSG17578.1
AENJA_08799	OFUSG16071.1
AENJA_08800	OFUSG16187.1
AENJA_08801	OFUSG00512.1
AENJA_08803	OFUSG24584.1
AENJA_08809	OFUSG11039.1
AENJA_08814	OFUSG05743.1
AENJA_08819	OFUSG00020.1
AENJA_08820	OFUSG17052.1
AENJA_08828	OFUSG25576.1
AENJA_08833	OFUSG16334.1
AENJA_08834	OFUSG16209.1
AENJA_08839	OFUSG16021.1
AENJA_08843	OFUSG16146.1
AENJA_08859	OFUSG10039.1
AENJA_08864	OFUSG18459.1
AENJA_08866	OFUSG10527.1
AENJA_08868	OFUSG10209.1
AENJA_08878	OFUSG08780.1
AENJA_08879	OFUSG09660.1
AENJA_08885	OFUSG10627.1
AENJA_08895	OFUSG15714.1
AENJA_08898	OFUSG04509.1
AENJA_08898	OFUSG06547.1
AENJA_08898	OFUSG15979.1
AENJA_08898	OFUSG21800.1
AENJA_08898	OFUSG25030.1
AENJA_08912	OFUSG17974.1
AENJA_08913	OFUSG01289.1
AENJA_08922	OFUSG12632.1
AENJA_08928	OFUSG06778.1
AENJA_08929	OFUSG06312.1
AENJA_08940	OFUSG00657.1
AENJA_08952	OFUSG11694.1
AENJA_08953	OFUSG04495.1
AENJA_08957	OFUSG02135.1
AENJA_08957	OFUSG22686.1
AENJA_08959	OFUSG08044.1
AENJA_08963	OFUSG08079.1
AENJA_08966	OFUSG20952.1
AENJA_08970	OFUSG15878.1
AENJA_08971	OFUSG15879.1
AENJA_08973	OFUSG26463.1
AENJA_08976	OFUSG16017.1
AENJA_08980	OFUSG07532.1
AENJA_08980	OFUSG17609.1
AENJA_08983	OFUSG01575.1
AENJA_08989	OFUSG23825.1
AENJA_08992	OFUSG10217.1
AENJA_08993	OFUSG18031.1
AENJA_08994	OFUSG17182.1
AENJA_08995	OFUSG13465.1
AENJA_08996	OFUSG10308.1
AENJA_08999	OFUSG18962.1
AENJA_09007	OFUSG02130.1
AENJA_09008	OFUSG13213.1
AENJA_09009	OFUSG21114.1
AENJA_09010	OFUSG09877.1
AENJA_09014	OFUSG13158.1
AENJA_09019	OFUSG17587.1
AENJA_09021	OFUSG10334.1
AENJA_09022	OFUSG06198.1
AENJA_09022	OFUSG10326.1
AENJA_09028	OFUSG06860.1
AENJA_09029	OFUSG12668.2
AENJA_09030	OFUSG23595.1
AENJA_09032	OFUSG08663.1
AENJA_09032	OFUSG09007.1
AENJA_09032	OFUSG09170.1
AENJA_09032	OFUSG14505.1
AENJA_09032	OFUSG20756.1
AENJA_09032	OFUSG23304.1
AENJA_09041	OFUSG16185.1
AENJA_09054	OFUSG18771.1
AENJA_09063	OFUSG09979.1
AENJA_09065	OFUSG11043.1
AENJA_09065	OFUSG21720.1
AENJA_09092	OFUSG20681.1
AENJA_09108	OFUSG07815.1
AENJA_09114	OFUSG07475.1
AENJA_09116	OFUSG12693.1
AENJA_09117	OFUSG00324.1
AENJA_09122	OFUSG04452.1
AENJA_09123	OFUSG17004.1
AENJA_09124	OFUSG17386.1
AENJA_09138	OFUSG00575.1
AENJA_09141	OFUSG03629.1
AENJA_09141	OFUSG16394.1
AENJA_09142	OFUSG00714.1
AENJA_09143	OFUSG07500.1
AENJA_09164	OFUSG19280.1
AENJA_09165	OFUSG12839.1
AENJA_09165	OFUSG17017.1
AENJA_09165	OFUSG17018.1
AENJA_09169	OFUSG12084.1
AENJA_09172	OFUSG06970.1
AENJA_09173	OFUSG19351.1
AENJA_09175	OFUSG19258.1
AENJA_09178	OFUSG05487.1
AENJA_09181	OFUSG05613.1
AENJA_09183	OFUSG18775.1
AENJA_09213	OFUSG06119.1
AENJA_09216	OFUSG05618.1
AENJA_09220	OFUSG05665.1
AENJA_09222	OFUSG23646.1
AENJA_09241	OFUSG00269.1
AENJA_09249	OFUSG10938.1
AENJA_09254	OFUSG10303.1
AENJA_09271	OFUSG26604.1
AENJA_09276	OFUSG16604.1
AENJA_09278	OFUSG21840.1
AENJA_09279	OFUSG09932.1
AENJA_09281	OFUSG26602.1
AENJA_09299	OFUSG08459.1
AENJA_09302	OFUSG23865.1
AENJA_09308	OFUSG09713.1
AENJA_09310	OFUSG09630.1
AENJA_09311	OFUSG03654.1
AENJA_09325	OFUSG04845.1
AENJA_09325	OFUSG11503.1
AENJA_09325	OFUSG24568.1
AENJA_09332	OFUSG17193.1
AENJA_09334	OFUSG21035.1
AENJA_09335	OFUSG16956.1
AENJA_09338	OFUSG20628.1
AENJA_09339	OFUSG20629.1
AENJA_09343	OFUSG20252.1
AENJA_09344	OFUSG20290.1
AENJA_09355	OFUSG11702.1
AENJA_09364	OFUSG11986.1
AENJA_09367	OFUSG21422.1
AENJA_09368	OFUSG00884.1
AENJA_09379	OFUSG16006.1
AENJA_09382	OFUSG11783.1
AENJA_09383	OFUSG12254.1
AENJA_09384	OFUSG05062.1
AENJA_09386	OFUSG25074.1
AENJA_09389	OFUSG01498.1
AENJA_09389	OFUSG04092.1
AENJA_09389	OFUSG07158.1
AENJA_09390	OFUSG01498.1
AENJA_09390	OFUSG04092.1
AENJA_09390	OFUSG07158.1
AENJA_09398	OFUSG06332.1
AENJA_09399	OFUSG15881.1
AENJA_09400	OFUSG16687.1
AENJA_09404	OFUSG16317.1
AENJA_09405	OFUSG01814.1
AENJA_09407	OFUSG03859.1
AENJA_09419	OFUSG14543.1
AENJA_09420	OFUSG06786.2
AENJA_09427	OFUSG12366.1
AENJA_09427	OFUSG25147.1
AENJA_09435	OFUSG00323.1
AENJA_09436	OFUSG19232.1
AENJA_09440	OFUSG04636.1
AENJA_09454	OFUSG09313.1
AENJA_09456	OFUSG07379.1
AENJA_09459	OFUSG24096.1
AENJA_09460	OFUSG02069.1
AENJA_09463	OFUSG11130.1
AENJA_09464	OFUSG20119.1
AENJA_09482	OFUSG04456.1
AENJA_09482	OFUSG23658.1
AENJA_09485	OFUSG12292.1
AENJA_09488	OFUSG06080.1
AENJA_09489	OFUSG14768.2
AENJA_09491	OFUSG05586.1
AENJA_09503	OFUSG17960.1
AENJA_09504	OFUSG05460.1
AENJA_09511	OFUSG14159.1
AENJA_09516	OFUSG14159.1
AENJA_09518	OFUSG26850.1
AENJA_09521	OFUSG25628.1
AENJA_09522	OFUSG04206.1
AENJA_09524	OFUSG03264.1
AENJA_09524	OFUSG04763.1
AENJA_09527	OFUSG01635.1
AENJA_09544	OFUSG15651.1
AENJA_09552	OFUSG07216.1
AENJA_09552	OFUSG09774.1
AENJA_09552	OFUSG18314.1
AENJA_09552	OFUSG18750.1
AENJA_09552	OFUSG20706.1
AENJA_09552	OFUSG21793.1
AENJA_09552	OFUSG21795.1
AENJA_09552	OFUSG21830.1
AENJA_09552	OFUSG26037.1
AENJA_09557	OFUSG08416.1
AENJA_09560	OFUSG07737.1
AENJA_09561	OFUSG07736.1
AENJA_09576	OFUSG09250.1
AENJA_09579	OFUSG19595.1
AENJA_09584	OFUSG00462.1
AENJA_09586	OFUSG10847.1
AENJA_09594	OFUSG01573.1
AENJA_09596	OFUSG10990.1
AENJA_09613	OFUSG07705.1
AENJA_09622	OFUSG05585.1
AENJA_09622	OFUSG08637.1
AENJA_09622	OFUSG24571.1
AENJA_09623	OFUSG17848.1
AENJA_09628	OFUSG11180.1
AENJA_09631	OFUSG11186.1
AENJA_09660	OFUSG22478.1
AENJA_09663	OFUSG23874.1
AENJA_09666	OFUSG24076.1
AENJA_09668	OFUSG24021.1
AENJA_09669	OFUSG04456.1
AENJA_09669	OFUSG23658.1
AENJA_09682	OFUSG04845.1
AENJA_09682	OFUSG11503.1
AENJA_09682	OFUSG24568.1
AENJA_09684	OFUSG23398.1
AENJA_09685	OFUSG13066.2
AENJA_09686	OFUSG07445.1
AENJA_09689	OFUSG00523.2
AENJA_09690	OFUSG04845.1
AENJA_09690	OFUSG11503.1
AENJA_09690	OFUSG24568.1
AENJA_09691	OFUSG04845.1
AENJA_09691	OFUSG11503.1
AENJA_09691	OFUSG24568.1
AENJA_09694	OFUSG26562.1
AENJA_09698	OFUSG04386.1
AENJA_09699	OFUSG26423.1
AENJA_09700	OFUSG11904.1
AENJA_09700	OFUSG19210.1
AENJA_09700	OFUSG21940.1
AENJA_09702	OFUSG17692.1
AENJA_09713	OFUSG12615.1
AENJA_09715	OFUSG26489.1
AENJA_09717	OFUSG23667.1
AENJA_09721	OFUSG04002.1
AENJA_09722	OFUSG23432.1
AENJA_09725	OFUSG04509.1
AENJA_09725	OFUSG06547.1
AENJA_09725	OFUSG15979.1
AENJA_09725	OFUSG21800.1
AENJA_09725	OFUSG25030.1
AENJA_09729	OFUSG00900.1
AENJA_09730	OFUSG00815.1
AENJA_09743	OFUSG04480.1
AENJA_09744	OFUSG16235.1
AENJA_09745	OFUSG26311.1
AENJA_09747	OFUSG04146.1
AENJA_09749	OFUSG26310.1
AENJA_09753	OFUSG13270.1
AENJA_09753	OFUSG13271.1
AENJA_09754	OFUSG21316.1
AENJA_09761	OFUSG26425.1
AENJA_09764	OFUSG26286.1
AENJA_09769	OFUSG17649.1
AENJA_09772	OFUSG20929.1
AENJA_09805	OFUSG09947.1
AENJA_09831	OFUSG20516.1
AENJA_09842	OFUSG00772.1
AENJA_09844	OFUSG16753.1
AENJA_09847	OFUSG00824.1
AENJA_09851	OFUSG04091.1
AENJA_09855	OFUSG04551.1
AENJA_09876	OFUSG19560.1
AENJA_09891	OFUSG00456.1
AENJA_09893	OFUSG00901.1
AENJA_09895	OFUSG00599.1
AENJA_09896	OFUSG00008.1
AENJA_09897	OFUSG00362.1
AENJA_09904	OFUSG16501.1
AENJA_09923	OFUSG03445.1
AENJA_09924	OFUSG01555.1
AENJA_09939	OFUSG23239.1
AENJA_09944	OFUSG16014.1
AENJA_09946	OFUSG13939.1
AENJA_09968	OFUSG24086.1
AENJA_09971	OFUSG15033.1
AENJA_09973	OFUSG24409.1
AENJA_09977	OFUSG04233.1
AENJA_09983	OFUSG16630.1
AENJA_09989	OFUSG04806.1
AENJA_09990	OFUSG05289.1
AENJA_09992	OFUSG18386.1
AENJA_09995	OFUSG18387.1
AENJA_09998	OFUSG10183.1
AENJA_09999	OFUSG10284.1
AENJA_10005	OFUSG08033.1
AENJA_10008	OFUSG20979.1
AENJA_10010	OFUSG12669.1
AENJA_10014	OFUSG23325.1
AENJA_10016	OFUSG05195.1
AENJA_10020	OFUSG05570.1
AENJA_10020	OFUSG05571.1
AENJA_10021	OFUSG05570.1
AENJA_10021	OFUSG05571.1
AENJA_10024	OFUSG13248.1
AENJA_10031	OFUSG21950.1
AENJA_10034	OFUSG11634.1
AENJA_10036	OFUSG11739.1
AENJA_10038	OFUSG12564.1
AENJA_10049	OFUSG05186.1
AENJA_10051	OFUSG09870.1
AENJA_10052	OFUSG13735.1
AENJA_10053	OFUSG14552.1
AENJA_10069	OFUSG11966.1
AENJA_10070	OFUSG20382.1
AENJA_10075	OFUSG23180.1
AENJA_10076	OFUSG04955.1
AENJA_10081	OFUSG10677.1
AENJA_10082	OFUSG05924.1
AENJA_10099	OFUSG14011.1
AENJA_10100	OFUSG13864.1
AENJA_10102	OFUSG14746.1
AENJA_10103	OFUSG24647.1
AENJA_10110	OFUSG26133.1
AENJA_10113	OFUSG04509.1
AENJA_10113	OFUSG06547.1
AENJA_10113	OFUSG15979.1
AENJA_10113	OFUSG21800.1
AENJA_10113	OFUSG25030.1
AENJA_10119	OFUSG11647.1
AENJA_10120	OFUSG25150.1
AENJA_10126	OFUSG19501.1
AENJA_10127	OFUSG23129.1
AENJA_10130	OFUSG19116.1
AENJA_10132	OFUSG19497.1
AENJA_10134	OFUSG06911.1
AENJA_10134	OFUSG09363.1
AENJA_10136	OFUSG19724.1
AENJA_10137	OFUSG19724.1
AENJA_10138	OFUSG17364.1
AENJA_10144	OFUSG24489.1
AENJA_10145	OFUSG07976.1
AENJA_10148	OFUSG12690.1
AENJA_10162	OFUSG11718.1
AENJA_10164	OFUSG12514.1
AENJA_10170	OFUSG12512.1
AENJA_10174	OFUSG24102.1
AENJA_10194	OFUSG12736.1
AENJA_10204	OFUSG24816.1
AENJA_10208	OFUSG22676.1
AENJA_10209	OFUSG15175.1
AENJA_10211	OFUSG15951.1
AENJA_10214	OFUSG15689.1
AENJA_10215	OFUSG22166.1
AENJA_10224	OFUSG13431.1
AENJA_10224	OFUSG20695.1
AENJA_10225	OFUSG16831.1
AENJA_10227	OFUSG23589.1
AENJA_10243	OFUSG17628.1
AENJA_10245	OFUSG13064.1
AENJA_10247	OFUSG23556.1
AENJA_10248	OFUSG23558.1
AENJA_10250	OFUSG07525.1
AENJA_10254	OFUSG07884.1
AENJA_10256	OFUSG08187.1
AENJA_10258	OFUSG25522.1
AENJA_10262	OFUSG25664.1
AENJA_10264	OFUSG07195.3
AENJA_10275	OFUSG18904.1
AENJA_10277	OFUSG19263.1
AENJA_10283	OFUSG09390.1
AENJA_10285	OFUSG13017.1
AENJA_10285	OFUSG15592.1
AENJA_10290	OFUSG22102.1
AENJA_10291	OFUSG14831.1
AENJA_10299	OFUSG18253.1
AENJA_10300	OFUSG18250.1
AENJA_10309	OFUSG22338.1
AENJA_10311	OFUSG22336.1
AENJA_10312	OFUSG22335.1
AENJA_10315	OFUSG24013.1
AENJA_10317	OFUSG22586.1
AENJA_10323	OFUSG01097.1
AENJA_10324	OFUSG02117.1
AENJA_10324	OFUSG12487.1
AENJA_10324	OFUSG23811.1
AENJA_10326	OFUSG01244.1
AENJA_10338	OFUSG04608.1
AENJA_10339	OFUSG12296.1
AENJA_10341	OFUSG12265.1
AENJA_10361	OFUSG06248.1
AENJA_10363	OFUSG25027.1
AENJA_10364	OFUSG06309.1
AENJA_10365	OFUSG12168.1
AENJA_10372	OFUSG11471.1
AENJA_10375	OFUSG14857.1
AENJA_10381	OFUSG15536.1
AENJA_10384	OFUSG14860.1
AENJA_10429	OFUSG14081.1
AENJA_10436	OFUSG13043.1
AENJA_10452	OFUSG10784.1
AENJA_10455	OFUSG10878.1
