TCONS_00008889	AENJA_00004
TCONS_00028636	AENJA_08024
TCONS_00007126	AENJA_08029
TCONS_00008711	AENJA_08033
TCONS_00008434	AENJA_08034
TCONS_00016839	AENJA_08049
TCONS_00055784	AENJA_08069
TCONS_00049685	AENJA_08074
TCONS_00010771	AENJA_08075
TCONS_00014227	AENJA_08079
TCONS_00013455	AENJA_08082
TCONS_00013066	AENJA_08084
TCONS_00013404	AENJA_08085
TCONS_00024517	AENJA_08089
TCONS_00046000	AENJA_08092
TCONS_00044894	AENJA_08093
TCONS_00046857	AENJA_08094
TCONS_00046508	AENJA_08095
TCONS_00044906	AENJA_08096
TCONS_00046006	AENJA_08098
TCONS_00046007	AENJA_08099
TCONS_00021826	AENJA_08104
TCONS_00021791	AENJA_08105
TCONS_00028029	AENJA_08111
TCONS_00055959	AENJA_08117
TCONS_00027216	AENJA_08143
TCONS_00027559	AENJA_08148
TCONS_00026943	AENJA_08149
TCONS_00027739	AENJA_08153
TCONS_00027256	AENJA_08157
TCONS_00043610	AENJA_08158
TCONS_00027170	AENJA_08159
TCONS_00025956	AENJA_08161
TCONS_00027831	AENJA_08162
TCONS_00027675	AENJA_08165
TCONS_00027222	AENJA_08166
TCONS_00030450	AENJA_08169
TCONS_00027683	AENJA_08186
TCONS_00026468	AENJA_08187
TCONS_00026467	AENJA_08188
TCONS_00055628	AENJA_08220
TCONS_00014081	AENJA_08232
TCONS_00014469	AENJA_08235
TCONS_00013260	AENJA_08236
TCONS_00002094	AENJA_08241
TCONS_00002093	AENJA_08242
TCONS_00001087	AENJA_08247
TCONS_00025128	AENJA_08254
TCONS_00048300	AENJA_08270
TCONS_00048082	AENJA_08274
TCONS_00020198	AENJA_08281
TCONS_00031692	AENJA_08286
TCONS_00046338	AENJA_08292
TCONS_00045731	AENJA_08295
TCONS_00025686	AENJA_08307
TCONS_00014783	AENJA_08311
TCONS_00022218	AENJA_08318
TCONS_00022339	AENJA_08323
TCONS_00022888	AENJA_08329
TCONS_00021882	AENJA_08334
TCONS_00020566	AENJA_08339
TCONS_00032983	AENJA_08341
TCONS_00032273	AENJA_08342
TCONS_00020764	AENJA_08344
TCONS_00018934	AENJA_08347
TCONS_00020637	AENJA_08348
TCONS_00033071	AENJA_08354
TCONS_00056975	AENJA_08371
TCONS_00047786	AENJA_08383
TCONS_00046781	AENJA_08384
TCONS_00042833	AENJA_08394
TCONS_00044148	AENJA_08395
TCONS_00044150	AENJA_08396
TCONS_00042834	AENJA_08397
TCONS_00044155	AENJA_08399
TCONS_00011309	AENJA_08403
TCONS_00011959	AENJA_08412
TCONS_00015610	AENJA_08417
TCONS_00016606	AENJA_08418
TCONS_00055502	AENJA_08421
TCONS_00016604	AENJA_08422
TCONS_00049386	AENJA_08460
TCONS_00049668	AENJA_08462
TCONS_00049664	AENJA_08464
TCONS_00048916	AENJA_08473
TCONS_00047360	AENJA_08477
TCONS_00048707	AENJA_08478
TCONS_00056777	AENJA_08485
TCONS_00056817	AENJA_08486
TCONS_00056936	AENJA_08487
TCONS_00057264	AENJA_08489
TCONS_00019826	AENJA_08496
TCONS_00008912	AENJA_08499
TCONS_00009353	AENJA_08502
TCONS_00039795	AENJA_08516
TCONS_00034269	AENJA_08517
TCONS_00007845	AENJA_08520
TCONS_00007841	AENJA_08524
TCONS_00030283	AENJA_08551
TCONS_00054774	AENJA_08557
TCONS_00020621	AENJA_08558
TCONS_00011927	AENJA_08566
TCONS_00010548	AENJA_08567
TCONS_00017570	AENJA_08568
TCONS_00009599	AENJA_08570
TCONS_00010439	AENJA_08572
TCONS_00010453	AENJA_08573
TCONS_00038681	AENJA_08584
TCONS_00043703	AENJA_08588
TCONS_00045352	AENJA_08590
TCONS_00005170	AENJA_08605
TCONS_00043285	AENJA_08607
TCONS_00043171	AENJA_08621
TCONS_00007412	AENJA_08627
TCONS_00009152	AENJA_08628
TCONS_00009409	AENJA_08631
TCONS_00008678	AENJA_08634
TCONS_00007933	AENJA_08635
TCONS_00042941	AENJA_08637
TCONS_00049269	AENJA_08640
TCONS_00049697	AENJA_08647
TCONS_00015357	AENJA_08651
TCONS_00016049	AENJA_08656
TCONS_00015460	AENJA_08657
TCONS_00015665	AENJA_08658
TCONS_00026658	AENJA_08660
TCONS_00011069	AENJA_08664
TCONS_00009730	AENJA_08665
TCONS_00003534	AENJA_08666
TCONS_00011021	AENJA_08668
TCONS_00010222	AENJA_08669
TCONS_00005074	AENJA_08671
TCONS_00010055	AENJA_08672
TCONS_00011402	AENJA_08673
TCONS_00053761	AENJA_08703
TCONS_00054233	AENJA_08706
TCONS_00054590	AENJA_08707
TCONS_00057278	AENJA_08714
TCONS_00011438	AENJA_08731
TCONS_00011731	AENJA_08732
TCONS_00056009	AENJA_08739
TCONS_00038692	AENJA_08743
TCONS_00020167	AENJA_08748
TCONS_00041135	AENJA_08753
TCONS_00052074	AENJA_08754
TCONS_00018627	AENJA_08756
TCONS_00028692	AENJA_08758
TCONS_00028542	AENJA_08762
TCONS_00056856	AENJA_08766
TCONS_00028092	AENJA_08776
TCONS_00051025	AENJA_08785
TCONS_00020378	AENJA_08791
TCONS_00020227	AENJA_08794
TCONS_00003686	AENJA_08800
TCONS_00050471	AENJA_08801
TCONS_00030241	AENJA_08809
TCONS_00048869	AENJA_08812
TCONS_00002286	AENJA_08819
TCONS_00023673	AENJA_08825
TCONS_00004348	AENJA_08833
TCONS_00056040	AENJA_08834
TCONS_00057275	AENJA_08836
TCONS_00055656	AENJA_08839
TCONS_00057204	AENJA_08842
TCONS_00055710	AENJA_08843
TCONS_00013304	AENJA_08862
TCONS_00013948	AENJA_08868
TCONS_00018953	AENJA_08871
TCONS_00029816	AENJA_08879
TCONS_00043257	AENJA_08908
TCONS_00001075	AENJA_08913
TCONS_00047036	AENJA_08917
TCONS_00048594	AENJA_08925
TCONS_00049739	AENJA_08928
TCONS_00048545	AENJA_08929
TCONS_00012602	AENJA_08940
TCONS_00021340	AENJA_08942
TCONS_00016545	AENJA_08963
TCONS_00019352	AENJA_08970
TCONS_00019230	AENJA_08976
TCONS_00020337	AENJA_08977
TCONS_00030862	AENJA_08992
TCONS_00030797	AENJA_08993
TCONS_00052529	AENJA_08995
TCONS_00030188	AENJA_08996
TCONS_00015546	AENJA_08999
TCONS_00052824	AENJA_09007
TCONS_00053779	AENJA_09008
TCONS_00019562	AENJA_09021
TCONS_00020025	AENJA_09022
TCONS_00051281	AENJA_09025
TCONS_00047439	AENJA_09028
TCONS_00020830	AENJA_09030
TCONS_00032341	AENJA_09040
TCONS_00032359	AENJA_09041
TCONS_00031698	AENJA_09042
TCONS_00031689	AENJA_09045
TCONS_00048315	AENJA_09054
TCONS_00030821	AENJA_09063
TCONS_00030847	AENJA_09069
TCONS_00054168	AENJA_09091
TCONS_00008174	AENJA_09092
TCONS_00019638	AENJA_09096
TCONS_00020691	AENJA_09097
TCONS_00044248	AENJA_09099
TCONS_00006104	AENJA_09100
TCONS_00025261	AENJA_09108
TCONS_00010878	AENJA_09112
TCONS_00015060	AENJA_09114
TCONS_00032816	AENJA_09115
TCONS_00033269	AENJA_09116
TCONS_00020225	AENJA_09117
TCONS_00019680	AENJA_09122
TCONS_00020254	AENJA_09123
TCONS_00031380	AENJA_09128
TCONS_00043354	AENJA_09141
TCONS_00000342	AENJA_09142
TCONS_00037489	AENJA_09143
TCONS_00025736	AENJA_09161
TCONS_00027101	AENJA_09164
TCONS_00026070	AENJA_09169
TCONS_00027066	AENJA_09170
TCONS_00026711	AENJA_09172
TCONS_00025890	AENJA_09173
TCONS_00048349	AENJA_09178
TCONS_00047451	AENJA_09181
TCONS_00047967	AENJA_09182
TCONS_00048680	AENJA_09183
TCONS_00011491	AENJA_09210
TCONS_00049126	AENJA_09213
TCONS_00047793	AENJA_09214
TCONS_00049070	AENJA_09216
TCONS_00048345	AENJA_09219
TCONS_00036175	AENJA_09241
TCONS_00030892	AENJA_09249
TCONS_00031008	AENJA_09254
TCONS_00008214	AENJA_09257
TCONS_00002660	AENJA_09263
TCONS_00003991	AENJA_09264
TCONS_00045891	AENJA_09267
TCONS_00015879	AENJA_09271
TCONS_00015875	AENJA_09272
TCONS_00011261	AENJA_09278
TCONS_00016557	AENJA_09279
TCONS_00014818	AENJA_09281
TCONS_00029716	AENJA_09299
TCONS_00029652	AENJA_09308
TCONS_00042080	AENJA_09310
TCONS_00043660	AENJA_09311
TCONS_00042365	AENJA_09313
TCONS_00042723	AENJA_09318
TCONS_00019034	AENJA_09322
TCONS_00019981	AENJA_09323
TCONS_00003668	AENJA_09329
TCONS_00020164	AENJA_09332
TCONS_00054647	AENJA_09335
TCONS_00007043	AENJA_09338
TCONS_00008361	AENJA_09339
TCONS_00010113	AENJA_09355
TCONS_00011472	AENJA_09356
TCONS_00011315	AENJA_09362
TCONS_00011018	AENJA_09363
TCONS_00011014	AENJA_09364
TCONS_00017721	AENJA_09367
TCONS_00057019	AENJA_09368
TCONS_00004669	AENJA_09379
TCONS_00038844	AENJA_09381
TCONS_00009545	AENJA_09382
TCONS_00009710	AENJA_09383
TCONS_00011874	AENJA_09386
TCONS_00052601	AENJA_09389
TCONS_00011878	AENJA_09391
TCONS_00020657	AENJA_09398
TCONS_00032810	AENJA_09399
TCONS_00033662	AENJA_09400
TCONS_00033261	AENJA_09404
TCONS_00019410	AENJA_09405
TCONS_00041168	AENJA_09407
TCONS_00049740	AENJA_09420
TCONS_00037597	AENJA_09435
TCONS_00023969	AENJA_09453
TCONS_00024127	AENJA_09456
TCONS_00002524	AENJA_09461
TCONS_00014564	AENJA_09463
TCONS_00027454	AENJA_09485
TCONS_00026768	AENJA_09488
TCONS_00026075	AENJA_09492
TCONS_00049423	AENJA_09499
TCONS_00047850	AENJA_09502
TCONS_00047225	AENJA_09503
TCONS_00048272	AENJA_09504
TCONS_00017161	AENJA_09513
TCONS_00024224	AENJA_09521
TCONS_00023680	AENJA_09522
TCONS_00001305	AENJA_09527
TCONS_00034315	AENJA_09535
TCONS_00005261	AENJA_09544
TCONS_00015443	AENJA_09555
TCONS_00016063	AENJA_09557
TCONS_00015162	AENJA_09560
TCONS_00016237	AENJA_09561
TCONS_00018826	AENJA_09575
TCONS_00017783	AENJA_09576
TCONS_00035041	AENJA_09579
TCONS_00000655	AENJA_09586
TCONS_00001125	AENJA_09594
TCONS_00031340	AENJA_09596
TCONS_00021346	AENJA_09605
TCONS_00045771	AENJA_09618
TCONS_00030150	AENJA_09623
TCONS_00030348	AENJA_09631
TCONS_00007815	AENJA_09640
TCONS_00042105	AENJA_09652
TCONS_00005399	AENJA_09659
TCONS_00005434	AENJA_09660
TCONS_00006145	AENJA_09661
TCONS_00005191	AENJA_09663
TCONS_00005063	AENJA_09668
TCONS_00025370	AENJA_09685
TCONS_00056591	AENJA_09686
TCONS_00055417	AENJA_09687
TCONS_00031733	AENJA_09689
TCONS_00032848	AENJA_09699
TCONS_00033487	AENJA_09700
TCONS_00020196	AENJA_09702
TCONS_00020442	AENJA_09713
TCONS_00019433	AENJA_09714
TCONS_00044540	AENJA_09715
TCONS_00019320	AENJA_09717
TCONS_00019431	AENJA_09720
TCONS_00019342	AENJA_09721
TCONS_00020837	AENJA_09722
TCONS_00025512	AENJA_09723
TCONS_00031633	AENJA_09726
TCONS_00033093	AENJA_09743
TCONS_00033622	AENJA_09744
TCONS_00019123	AENJA_09746
TCONS_00019098	AENJA_09747
TCONS_00020526	AENJA_09749
TCONS_00038360	AENJA_09753
TCONS_00051026	AENJA_09754
TCONS_00050314	AENJA_09757
TCONS_00050625	AENJA_09761
TCONS_00052229	AENJA_09768
TCONS_00052233	AENJA_09769
TCONS_00029403	AENJA_09770
TCONS_00051423	AENJA_09771
TCONS_00051747	AENJA_09772
TCONS_00009416	AENJA_09795
TCONS_00038069	AENJA_09842
TCONS_00002904	AENJA_09843
TCONS_00003868	AENJA_09844
TCONS_00013471	AENJA_09845
TCONS_00036725	AENJA_09847
TCONS_00004381	AENJA_09851
TCONS_00025640	AENJA_09852
TCONS_00036893	AENJA_09853
TCONS_00036027	AENJA_09854
TCONS_00002576	AENJA_09855
TCONS_00040791	AENJA_09858
TCONS_00002993	AENJA_09876
TCONS_00033243	AENJA_09877
TCONS_00001392	AENJA_09891
TCONS_00001951	AENJA_09892
TCONS_00001391	AENJA_09893
TCONS_00000780	AENJA_09895
TCONS_00014559	AENJA_09896
TCONS_00013322	AENJA_09897
TCONS_00001205	AENJA_09921
TCONS_00001090	AENJA_09923
TCONS_00002289	AENJA_09924
TCONS_00033404	AENJA_09939
TCONS_00033133	AENJA_09944
TCONS_00004765	AENJA_09968
TCONS_00006465	AENJA_09971
TCONS_00055941	AENJA_09973
TCONS_00055343	AENJA_09977
TCONS_00008690	AENJA_09981
TCONS_00006290	AENJA_09983
TCONS_00008401	AENJA_09989
TCONS_00008402	AENJA_09990
TCONS_00030810	AENJA_09992
TCONS_00030028	AENJA_09995
TCONS_00031425	AENJA_09996
TCONS_00030867	AENJA_09998
TCONS_00055457	AENJA_09999
TCONS_00039375	AENJA_10003
TCONS_00015904	AENJA_10005
TCONS_00050473	AENJA_10012
TCONS_00051437	AENJA_10014
TCONS_00050251	AENJA_10023
TCONS_00050137	AENJA_10027
TCONS_00013589	AENJA_10030
TCONS_00010044	AENJA_10034
TCONS_00003441	AENJA_10035
TCONS_00010890	AENJA_10036
TCONS_00025751	AENJA_10041
TCONS_00021129	AENJA_10049
TCONS_00021952	AENJA_10051
TCONS_00020845	AENJA_10053
TCONS_00007603	AENJA_10069
TCONS_00019786	AENJA_10070
TCONS_00008823	AENJA_10075
TCONS_00008801	AENJA_10076
TCONS_00054456	AENJA_10079
TCONS_00013774	AENJA_10082
TCONS_00013654	AENJA_10096
TCONS_00021309	AENJA_10100
TCONS_00021470	AENJA_10102
TCONS_00020866	AENJA_10103
TCONS_00003888	AENJA_10105
TCONS_00010738	AENJA_10117
TCONS_00011432	AENJA_10119
TCONS_00011709	AENJA_10120
TCONS_00027443	AENJA_10126
TCONS_00008544	AENJA_10127
TCONS_00026054	AENJA_10130
TCONS_00027604	AENJA_10132
TCONS_00026655	AENJA_10133
TCONS_00019461	AENJA_10138
TCONS_00013741	AENJA_10148
TCONS_00010339	AENJA_10162
TCONS_00009958	AENJA_10164
TCONS_00011327	AENJA_10165
TCONS_00011066	AENJA_10169
TCONS_00009959	AENJA_10170
TCONS_00004896	AENJA_10174
TCONS_00053193	AENJA_10194
TCONS_00004869	AENJA_10203
TCONS_00022910	AENJA_10204
TCONS_00006322	AENJA_10208
TCONS_00006666	AENJA_10209
TCONS_00006317	AENJA_10211
TCONS_00006652	AENJA_10214
TCONS_00005036	AENJA_10215
TCONS_00013490	AENJA_10225
TCONS_00042669	AENJA_10229
TCONS_00044034	AENJA_10230
TCONS_00018155	AENJA_10234
TCONS_00053429	AENJA_10243
TCONS_00052964	AENJA_10248
TCONS_00055414	AENJA_10254
TCONS_00054988	AENJA_10256
TCONS_00005844	AENJA_10259
TCONS_00024186	AENJA_10262
TCONS_00025664	AENJA_10263
TCONS_00049059	AENJA_10268
TCONS_00026898	AENJA_10275
TCONS_00026217	AENJA_10277
TCONS_00025915	AENJA_10282
TCONS_00029431	AENJA_10283
TCONS_00005548	AENJA_10290
TCONS_00006284	AENJA_10291
TCONS_00004647	AENJA_10296
TCONS_00012999	AENJA_10300
TCONS_00004738	AENJA_10309
TCONS_00005641	AENJA_10310
TCONS_00006747	AENJA_10311
TCONS_00005635	AENJA_10312
TCONS_00006289	AENJA_10315
TCONS_00004988	AENJA_10317
TCONS_00000600	AENJA_10326
TCONS_00004476	AENJA_10341
TCONS_00004942	AENJA_10359
TCONS_00048234	AENJA_10360
TCONS_00047283	AENJA_10361
TCONS_00049071	AENJA_10363
TCONS_00011016	AENJA_10365
TCONS_00039258	AENJA_10368
TCONS_00027856	AENJA_10375
TCONS_00006223	AENJA_10378
TCONS_00005532	AENJA_10381
TCONS_00005531	AENJA_10383
TCONS_00006675	AENJA_10384
TCONS_00047770	AENJA_10394
TCONS_00021846	AENJA_10429
TCONS_00001637	AENJA_10442
TCONS_00002228	AENJA_10443
TCONS_00014044	AENJA_10452
TCONS_00013842	AENJA_10455
TCONS_00012618	AENJA_10456
TCONS_00048639	AENJA_10464
TCONS_00047290	AENJA_10465
TCONS_00046160	AENJA_10478
TCONS_00044980	AENJA_10479
TCONS_00018865	AENJA_10480
TCONS_00052890	AENJA_10488
TCONS_00031059	AENJA_10489
TCONS_00052744	AENJA_10491
TCONS_00049629	AENJA_10493
TCONS_00048330	AENJA_10494
TCONS_00008225	AENJA_10496
TCONS_00028091	AENJA_10507
TCONS_00033135	AENJA_10508
TCONS_00028357	AENJA_10510
TCONS_00028376	AENJA_10511
TCONS_00029301	AENJA_10512
TCONS_00006730	AENJA_10515
TCONS_00032078	AENJA_10516
TCONS_00053563	AENJA_10526
TCONS_00044053	AENJA_10532
TCONS_00057185	AENJA_10537
TCONS_00034929	AENJA_10554
TCONS_00029548	AENJA_10557
TCONS_00010646	AENJA_10560
TCONS_00001389	AENJA_10561
TCONS_00010306	AENJA_10581
TCONS_00013435	AENJA_10589
TCONS_00021924	AENJA_10592
TCONS_00008627	AENJA_10603
TCONS_00008593	AENJA_10612
TCONS_00018800	AENJA_10616
TCONS_00045388	AENJA_10620
TCONS_00046520	AENJA_10621
TCONS_00055494	AENJA_10622
TCONS_00054475	AENJA_10642
TCONS_00021067	AENJA_10643
TCONS_00054198	AENJA_10647
TCONS_00008166	AENJA_10651
TCONS_00009375	AENJA_10652
TCONS_00052698	AENJA_10657
TCONS_00053763	AENJA_10658
TCONS_00003733	AENJA_10659
TCONS_00050049	AENJA_10671
TCONS_00056930	AENJA_10680
TCONS_00010380	AENJA_10687
TCONS_00045118	AENJA_10689
TCONS_00036441	AENJA_10712
TCONS_00003928	AENJA_10713
TCONS_00003929	AENJA_10715
TCONS_00036590	AENJA_10716
TCONS_00046701	AENJA_10717
TCONS_00033219	AENJA_10730
TCONS_00006362	AENJA_10744
TCONS_00005337	AENJA_10745
TCONS_00005133	AENJA_10748
TCONS_00005722	AENJA_10750
TCONS_00024927	AENJA_10761
TCONS_00016357	AENJA_10766
TCONS_00016369	AENJA_10767
TCONS_00015907	AENJA_10770
TCONS_00014850	AENJA_10771
TCONS_00016320	AENJA_10773
TCONS_00015088	AENJA_10775
TCONS_00052093	AENJA_10784
TCONS_00002531	AENJA_10787
TCONS_00053446	AENJA_10791
TCONS_00027928	AENJA_10794
TCONS_00029746	AENJA_10795
TCONS_00027936	AENJA_10797
TCONS_00028957	AENJA_10798
TCONS_00028955	AENJA_10800
TCONS_00013730	AENJA_10811
TCONS_00013856	AENJA_10812
TCONS_00020710	AENJA_10824
TCONS_00008205	AENJA_10827
TCONS_00008204	AENJA_10828
TCONS_00009433	AENJA_10830
TCONS_00008945	AENJA_10855
TCONS_00007791	AENJA_10860
TCONS_00007442	AENJA_10861
TCONS_00026175	AENJA_10864
TCONS_00027377	AENJA_10866
TCONS_00023646	AENJA_10884
TCONS_00047251	AENJA_10890
TCONS_00000991	AENJA_10896
TCONS_00001781	AENJA_10897
TCONS_00052186	AENJA_10898
TCONS_00048807	AENJA_10903
TCONS_00051401	AENJA_10912
TCONS_00050069	AENJA_10914
TCONS_00051172	AENJA_10915
TCONS_00052177	AENJA_10917
TCONS_00010208	AENJA_10927
TCONS_00011602	AENJA_10928
TCONS_00004472	AENJA_10930
TCONS_00010218	AENJA_10931
TCONS_00011604	AENJA_10934
TCONS_00010212	AENJA_10935
TCONS_00010216	AENJA_10936
TCONS_00034367	AENJA_10938
TCONS_00015438	AENJA_10944
TCONS_00016523	AENJA_10946
TCONS_00011122	AENJA_10948
TCONS_00043866	AENJA_10956
TCONS_00041687	AENJA_10958
TCONS_00043040	AENJA_10959
TCONS_00028408	AENJA_10964
TCONS_00028238	AENJA_10965
TCONS_00010425	AENJA_10967
TCONS_00010828	AENJA_10968
TCONS_00009804	AENJA_10970
TCONS_00010718	AENJA_10972
TCONS_00054495	AENJA_10977
TCONS_00053494	AENJA_10978
TCONS_00020935	AENJA_10979
TCONS_00054078	AENJA_10981
TCONS_00053261	AENJA_10983
TCONS_00053260	AENJA_10984
TCONS_00036835	AENJA_10986
TCONS_00002546	AENJA_10989
TCONS_00011170	AENJA_10993
TCONS_00002876	AENJA_10994
TCONS_00002865	AENJA_10995
TCONS_00012263	AENJA_10998
TCONS_00013519	AENJA_10999
TCONS_00014435	AENJA_11003
TCONS_00017830	AENJA_11004
TCONS_00021886	AENJA_11021
TCONS_00044637	AENJA_11022
TCONS_00021248	AENJA_11027
TCONS_00021320	AENJA_11028
TCONS_00005210	AENJA_11033
TCONS_00047652	AENJA_11036
TCONS_00049009	AENJA_11037
TCONS_00049228	AENJA_11042
TCONS_00049628	AENJA_11046
TCONS_00042363	AENJA_11047
TCONS_00004980	AENJA_11053
TCONS_00042361	AENJA_11054
TCONS_00038249	AENJA_11056
TCONS_00026939	AENJA_11068
TCONS_00026290	AENJA_11070
TCONS_00012554	AENJA_11076
TCONS_00026582	AENJA_11081
TCONS_00027063	AENJA_11083
TCONS_00056454	AENJA_11102
TCONS_00057179	AENJA_11107
TCONS_00056697	AENJA_11108
TCONS_00001197	AENJA_11111
TCONS_00021659	AENJA_11119
TCONS_00021746	AENJA_11131
TCONS_00021994	AENJA_11132
TCONS_00001195	AENJA_11147
TCONS_00000853	AENJA_11151
TCONS_00000727	AENJA_11157
TCONS_00014351	AENJA_11161
TCONS_00037983	AENJA_11171
TCONS_00010194	AENJA_11174
TCONS_00002606	AENJA_11177
TCONS_00009652	AENJA_11178
TCONS_00027484	AENJA_11179
TCONS_00028514	AENJA_11190
TCONS_00029483	AENJA_11191
TCONS_00028439	AENJA_11192
TCONS_00029325	AENJA_11193
TCONS_00028312	AENJA_11194
TCONS_00028523	AENJA_11196
TCONS_00053817	AENJA_11200
TCONS_00027979	AENJA_11204
TCONS_00027867	AENJA_11205
TCONS_00027860	AENJA_11206
TCONS_00028211	AENJA_11207
TCONS_00028861	AENJA_11211
TCONS_00028757	AENJA_11212
TCONS_00009339	AENJA_11215
TCONS_00007473	AENJA_11219
TCONS_00021801	AENJA_11223
TCONS_00022351	AENJA_11226
TCONS_00020852	AENJA_11227
TCONS_00031295	AENJA_11247
TCONS_00052825	AENJA_11250
TCONS_00006722	AENJA_11252
TCONS_00004739	AENJA_11255
TCONS_00027685	AENJA_11261
TCONS_00026429	AENJA_11264
TCONS_00053118	AENJA_11266
TCONS_00053710	AENJA_11267
TCONS_00054210	AENJA_11272
TCONS_00053406	AENJA_11273
TCONS_00013063	AENJA_11279
TCONS_00001314	AENJA_11291
TCONS_00000153	AENJA_11294
TCONS_00000164	AENJA_11295
TCONS_00023003	AENJA_11306
TCONS_00024045	AENJA_11307
TCONS_00025437	AENJA_11309
TCONS_00016640	AENJA_11312
TCONS_00055411	AENJA_11314
TCONS_00016597	AENJA_11317
TCONS_00002541	AENJA_11323
TCONS_00011638	AENJA_11325
TCONS_00010575	AENJA_11329
TCONS_00013112	AENJA_11333
TCONS_00012480	AENJA_11334
TCONS_00004282	AENJA_11338
TCONS_00014142	AENJA_11339
TCONS_00029462	AENJA_11342
TCONS_00028086	AENJA_11345
TCONS_00029849	AENJA_11346
TCONS_00027929	AENJA_11349
TCONS_00028354	AENJA_11350
TCONS_00028090	AENJA_11351
TCONS_00047070	AENJA_11357
TCONS_00017006	AENJA_11374
TCONS_00045530	AENJA_11377
TCONS_00056136	AENJA_11385
TCONS_00000645	AENJA_11386
TCONS_00025066	AENJA_11391
TCONS_00021399	AENJA_11406
TCONS_00030954	AENJA_11409
TCONS_00039468	AENJA_11412
TCONS_00030958	AENJA_11417
TCONS_00008082	AENJA_11419
TCONS_00056741	AENJA_11422
TCONS_00005406	AENJA_11424
TCONS_00006543	AENJA_11425
TCONS_00057101	AENJA_11433
TCONS_00053239	AENJA_11438
TCONS_00031077	AENJA_11444
TCONS_00029555	AENJA_11447
TCONS_00028417	AENJA_11448
TCONS_00000093	AENJA_11457
TCONS_00019474	AENJA_11459
TCONS_00020354	AENJA_11464
TCONS_00010095	AENJA_11469
TCONS_00016574	AENJA_11491
TCONS_00007708	AENJA_11495
TCONS_00009166	AENJA_11496
TCONS_00009333	AENJA_11497
TCONS_00008105	AENJA_11498
TCONS_00007178	AENJA_11499
TCONS_00003013	AENJA_11503
TCONS_00003645	AENJA_11509
TCONS_00026262	AENJA_11512
TCONS_00012620	AENJA_11513
TCONS_00012619	AENJA_11514
TCONS_00013395	AENJA_11517
TCONS_00005732	AENJA_11554
TCONS_00006814	AENJA_11555
TCONS_00037765	AENJA_11557
TCONS_00036594	AENJA_11558
TCONS_00014672	AENJA_11559
TCONS_00014723	AENJA_11562
TCONS_00016059	AENJA_11564
TCONS_00015780	AENJA_11569
TCONS_00027042	AENJA_11585
TCONS_00015767	AENJA_11586
TCONS_00057202	AENJA_11593
TCONS_00009277	AENJA_11595
TCONS_00056726	AENJA_11596
TCONS_00004752	AENJA_11622
TCONS_00005096	AENJA_11625
TCONS_00002920	AENJA_11631
TCONS_00026820	AENJA_11632
TCONS_00027823	AENJA_11633
TCONS_00040237	AENJA_11636
TCONS_00007376	AENJA_11660
TCONS_00008152	AENJA_11664
TCONS_00044759	AENJA_11670
TCONS_00045524	AENJA_11671
TCONS_00056622	AENJA_11674
TCONS_00046507	AENJA_11678
TCONS_00056979	AENJA_11680
TCONS_00026543	AENJA_11688
TCONS_00050923	AENJA_11692
TCONS_00052485	AENJA_11697
TCONS_00044188	AENJA_11700
TCONS_00042557	AENJA_11701
TCONS_00043841	AENJA_11702
TCONS_00042784	AENJA_11703
TCONS_00056032	AENJA_11704
TCONS_00042380	AENJA_11707
TCONS_00043945	AENJA_11708
TCONS_00026493	AENJA_11713
TCONS_00026494	AENJA_11715
TCONS_00027429	AENJA_11716
TCONS_00027209	AENJA_11717
TCONS_00026465	AENJA_11718
TCONS_00019071	AENJA_11723
TCONS_00020219	AENJA_11724
TCONS_00019247	AENJA_11725
TCONS_00002929	AENJA_11744
TCONS_00037125	AENJA_11745
TCONS_00002388	AENJA_11754
TCONS_00056268	AENJA_11759
TCONS_00001546	AENJA_11760
TCONS_00046185	AENJA_11761
TCONS_00029842	AENJA_11775
TCONS_00045498	AENJA_11780
TCONS_00046896	AENJA_11782
TCONS_00045076	AENJA_11787
TCONS_00027746	AENJA_11799
TCONS_00006086	AENJA_11806
TCONS_00004590	AENJA_11808
TCONS_00009834	AENJA_11819
TCONS_00000515	AENJA_11831
TCONS_00000518	AENJA_11832
TCONS_00055023	AENJA_11836
TCONS_00015260	AENJA_11839
TCONS_00056259	AENJA_11849
TCONS_00024114	AENJA_11852
TCONS_00031061	AENJA_11857
TCONS_00031062	AENJA_11858
TCONS_00030284	AENJA_11860
TCONS_00054628	AENJA_11863
TCONS_00013963	AENJA_11868
TCONS_00012778	AENJA_11871
TCONS_00055967	AENJA_11880
TCONS_00012253	AENJA_11895
TCONS_00014587	AENJA_11901
TCONS_00013164	AENJA_11906
TCONS_00004811	AENJA_11913
TCONS_00006119	AENJA_11917
TCONS_00004934	AENJA_11918
TCONS_00021445	AENJA_11923
TCONS_00021074	AENJA_11925
TCONS_00021076	AENJA_11927
TCONS_00022213	AENJA_11935
TCONS_00016805	AENJA_11952
TCONS_00018873	AENJA_11953
TCONS_00000406	AENJA_11959
TCONS_00045999	AENJA_11962
TCONS_00020097	AENJA_11970
TCONS_00047599	AENJA_11972
TCONS_00055105	AENJA_11976
TCONS_00002827	AENJA_11979
TCONS_00057140	AENJA_11980
TCONS_00016077	AENJA_11984
TCONS_00017798	AENJA_12010
TCONS_00002581	AENJA_12039
TCONS_00002870	AENJA_12042
TCONS_00010516	AENJA_12056
