GENE.OFUSG00006.1~~OFUSG00006.1	OFUSG00006.1.p1
GENE.OFUSG13577.1~~OFUSG13577.1	OFUSG13577.1.p1
GENE.OFUSG13577.1~~OFUSG13577.1	OFUSG13577.1.p1
GENE.OFUSG13577.1~~OFUSG13577.1	OFUSG13577.1.p1
GENE.OFUSG13577.1~~OFUSG13577.1	OFUSG13577.1.p1
GENE.OFUSG13577.1~~OFUSG13577.1	OFUSG13577.1.p1
GENE.OFUSG13577.1~~OFUSG13577.1	OFUSG13577.1.p1
GENE.OFUSG13577.1~~OFUSG13577.1	OFUSG13577.1.p1
GENE.OFUSG13577.1~~OFUSG13577.1	OFUSG13577.1.p1
GENE.OFUSG13577.1~~OFUSG13577.1	OFUSG13577.1.p1
GENE.OFUSG13577.1~~OFUSG13577.1	OFUSG13577.1.p1
GENE.OFUSG13577.1~~OFUSG13577.1	OFUSG13577.1.p1
GENE.OFUSG13577.1~~OFUSG13577.1	OFUSG13577.1.p1
GENE.OFUSG13577.1~~OFUSG13577.1	OFUSG13577.1.p1
GENE.OFUSG13577.1~~OFUSG13577.1	OFUSG13577.1.p1
GENE.OFUSG13585.1~~OFUSG13585.1	OFUSG13585.1.p1
GENE.OFUSG13589.1~~OFUSG13589.1	OFUSG13589.1.p1
GENE.OFUSG13591.1~~OFUSG13591.1	OFUSG13591.1.p1
GENE.OFUSG13594.1~~OFUSG13594.1	OFUSG13594.1.p1
GENE.OFUSG13597.1~~OFUSG13597.1	OFUSG13597.1.p1
GENE.OFUSG13597.1~~OFUSG13597.1	OFUSG13597.1.p1
GENE.OFUSG13597.1~~OFUSG13597.1	OFUSG13597.1.p1
GENE.OFUSG13597.1~~OFUSG13597.1	OFUSG13597.1.p1
GENE.OFUSG13597.1~~OFUSG13597.1	OFUSG13597.1.p1
GENE.OFUSG13598.1~~OFUSG13598.1	OFUSG13598.1.p1
GENE.OFUSG13599.1~~OFUSG13599.1	OFUSG13599.1.p1
GENE.OFUSG13602.1~~OFUSG13602.1	OFUSG13602.1.p1
GENE.OFUSG13602.1~~OFUSG13602.1	OFUSG13602.1.p1
GENE.OFUSG13603.1~~OFUSG13603.1	OFUSG13603.1.p1
GENE.OFUSG13607.1~~OFUSG13607.1	OFUSG13607.1.p1
GENE.OFUSG13607.1~~OFUSG13607.1	OFUSG13607.1.p1
GENE.OFUSG13607.1~~OFUSG13607.1	OFUSG13607.1.p1
GENE.OFUSG13614.1~~OFUSG13614.1	OFUSG13614.1.p1
GENE.OFUSG13617.1~~OFUSG13617.1	OFUSG13617.1.p1
GENE.OFUSG13619.1~~OFUSG13619.1	OFUSG13619.1.p1
GENE.OFUSG13625.1~~OFUSG13625.1	OFUSG13625.1.p1
GENE.OFUSG13628.1~~OFUSG13628.1	OFUSG13628.1.p1
GENE.OFUSG13630.1~~OFUSG13630.1	OFUSG13630.1.p1
GENE.OFUSG13632.2~~OFUSG13632.2	OFUSG13632.2.p1
GENE.OFUSG13632.3~~OFUSG13632.3	OFUSG13632.3.p1
GENE.OFUSG13634.1~~OFUSG13634.1	OFUSG13634.1.p1
GENE.OFUSG13634.1~~OFUSG13634.1	OFUSG13634.1.p1
GENE.OFUSG13636.1~~OFUSG13636.1	OFUSG13636.1.p1
GENE.OFUSG13637.1~~OFUSG13637.1	OFUSG13637.1.p1
GENE.OFUSG13640.1~~OFUSG13640.1	OFUSG13640.1.p1
GENE.OFUSG13642.1~~OFUSG13642.1	OFUSG13642.1.p1
GENE.OFUSG13655.1~~OFUSG13655.1	OFUSG13655.1.p1
GENE.OFUSG13656.1~~OFUSG13656.1	OFUSG13656.1.p1
GENE.OFUSG13659.1~~OFUSG13659.1	OFUSG13659.1.p1
GENE.OFUSG13671.1~~OFUSG13671.1	OFUSG13671.1.p1
GENE.OFUSG13673.1~~OFUSG13673.1	OFUSG13673.1.p1
GENE.OFUSG13675.1~~OFUSG13675.1	OFUSG13675.1.p1
GENE.OFUSG13677.1~~OFUSG13677.1	OFUSG13677.1.p1
GENE.OFUSG13677.1~~OFUSG13677.1	OFUSG13677.1.p1
GENE.OFUSG13692.1~~OFUSG13692.1	OFUSG13692.1.p1
GENE.OFUSG13694.1~~OFUSG13694.1	OFUSG13694.1.p1
GENE.OFUSG13699.1~~OFUSG13699.1	OFUSG13699.1.p1
GENE.OFUSG13700.1~~OFUSG13700.1	OFUSG13700.1.p1
GENE.OFUSG13700.1~~OFUSG13700.1	OFUSG13700.1.p1
GENE.OFUSG13703.1~~OFUSG13703.1	OFUSG13703.1.p1
GENE.OFUSG13714.1~~OFUSG13714.1	OFUSG13714.1.p1
GENE.OFUSG13714.1~~OFUSG13714.1	OFUSG13714.1.p1
GENE.OFUSG13714.1~~OFUSG13714.1	OFUSG13714.1.p1
GENE.OFUSG13717.1~~OFUSG13717.1	OFUSG13717.1.p1
GENE.OFUSG13719.1~~OFUSG13719.1	OFUSG13719.1.p1
GENE.OFUSG13720.1~~OFUSG13720.1	OFUSG13720.1.p1
GENE.OFUSG13721.1~~OFUSG13721.1	OFUSG13721.1.p1
GENE.OFUSG13722.1~~OFUSG13722.1	OFUSG13722.1.p1
GENE.OFUSG13727.1~~OFUSG13727.1	OFUSG13727.1.p1
GENE.OFUSG13732.1~~OFUSG13732.1	OFUSG13732.1.p1
GENE.OFUSG13733.1~~OFUSG13733.1	OFUSG13733.1.p1
GENE.OFUSG13733.1~~OFUSG13733.1	OFUSG13733.1.p1
GENE.OFUSG13733.1~~OFUSG13733.1	OFUSG13733.1.p1
GENE.OFUSG13733.1~~OFUSG13733.1	OFUSG13733.1.p1
GENE.OFUSG13733.1~~OFUSG13733.1	OFUSG13733.1.p1
GENE.OFUSG13733.1~~OFUSG13733.1	OFUSG13733.1.p1
GENE.OFUSG13733.1~~OFUSG13733.1	OFUSG13733.1.p1
GENE.OFUSG13733.1~~OFUSG13733.1	OFUSG13733.1.p1
GENE.OFUSG13733.1~~OFUSG13733.1	OFUSG13733.1.p1
GENE.OFUSG13733.1~~OFUSG13733.1	OFUSG13733.1.p1
GENE.OFUSG13734.1~~OFUSG13734.1	OFUSG13734.1.p1
GENE.OFUSG13735.1~~OFUSG13735.1	OFUSG13735.1.p1
GENE.OFUSG13735.1~~OFUSG13735.1	OFUSG13735.1.p1
GENE.OFUSG13743.1~~OFUSG13743.1	OFUSG13743.1.p1
GENE.OFUSG13745.1~~OFUSG13745.1	OFUSG13745.1.p1
GENE.OFUSG13745.1~~OFUSG13745.1	OFUSG13745.1.p1
GENE.OFUSG13748.1~~OFUSG13748.1	OFUSG13748.1.p1
GENE.OFUSG13748.1~~OFUSG13748.1	OFUSG13748.1.p1
GENE.OFUSG13753.1~~OFUSG13753.1	OFUSG13753.1.p1
GENE.OFUSG13753.1~~OFUSG13753.1	OFUSG13753.1.p1
GENE.OFUSG13753.1~~OFUSG13753.1	OFUSG13753.1.p1
GENE.OFUSG13753.1~~OFUSG13753.1	OFUSG13753.1.p1
GENE.OFUSG13753.1~~OFUSG13753.1	OFUSG13753.1.p1
GENE.OFUSG13753.1~~OFUSG13753.1	OFUSG13753.1.p1
GENE.OFUSG13753.1~~OFUSG13753.1	OFUSG13753.1.p1
GENE.OFUSG13753.1~~OFUSG13753.1	OFUSG13753.1.p1
GENE.OFUSG13753.1~~OFUSG13753.1	OFUSG13753.1.p1
GENE.OFUSG13753.1~~OFUSG13753.1	OFUSG13753.1.p1
GENE.OFUSG13753.1~~OFUSG13753.1	OFUSG13753.1.p1
GENE.OFUSG13753.1~~OFUSG13753.1	OFUSG13753.1.p1
GENE.OFUSG13753.1~~OFUSG13753.1	OFUSG13753.1.p1
GENE.OFUSG13754.1~~OFUSG13754.1	OFUSG13754.1.p1
GENE.OFUSG13762.1~~OFUSG13762.1	OFUSG13762.1.p1
GENE.OFUSG13772.1~~OFUSG13772.1	OFUSG13772.1.p1
GENE.OFUSG13774.1~~OFUSG13774.1	OFUSG13774.1.p1
GENE.OFUSG13774.1~~OFUSG13774.1	OFUSG13774.1.p1
GENE.OFUSG13774.1~~OFUSG13774.1	OFUSG13774.1.p1
GENE.OFUSG13774.1~~OFUSG13774.1	OFUSG13774.1.p1
GENE.OFUSG13774.1~~OFUSG13774.1	OFUSG13774.1.p1
GENE.OFUSG13774.1~~OFUSG13774.1	OFUSG13774.1.p1
GENE.OFUSG13774.1~~OFUSG13774.1	OFUSG13774.1.p1
GENE.OFUSG13774.1~~OFUSG13774.1	OFUSG13774.1.p1
GENE.OFUSG13775.1~~OFUSG13775.1	OFUSG13775.1.p1
GENE.OFUSG13782.1~~OFUSG13782.1	OFUSG13782.1.p1
GENE.OFUSG13783.1~~OFUSG13783.1	OFUSG13783.1.p1
GENE.OFUSG13785.1~~OFUSG13785.1	OFUSG13785.1.p1
GENE.OFUSG13785.1~~OFUSG13785.1	OFUSG13785.1.p1
GENE.OFUSG13792.1~~OFUSG13792.1	OFUSG13792.1.p1
GENE.OFUSG13792.1~~OFUSG13792.1	OFUSG13792.1.p1
GENE.OFUSG13792.1~~OFUSG13792.1	OFUSG13792.1.p1
GENE.OFUSG13792.1~~OFUSG13792.1	OFUSG13792.1.p1
GENE.OFUSG13792.1~~OFUSG13792.1	OFUSG13792.1.p1
GENE.OFUSG13792.1~~OFUSG13792.1	OFUSG13792.1.p1
GENE.OFUSG13792.1~~OFUSG13792.1	OFUSG13792.1.p1
GENE.OFUSG13792.1~~OFUSG13792.1	OFUSG13792.1.p1
GENE.OFUSG13792.1~~OFUSG13792.1	OFUSG13792.1.p1
GENE.OFUSG13792.1~~OFUSG13792.1	OFUSG13792.1.p1
GENE.OFUSG13792.1~~OFUSG13792.1	OFUSG13792.1.p1
GENE.OFUSG13792.1~~OFUSG13792.1	OFUSG13792.1.p1
GENE.OFUSG13792.1~~OFUSG13792.1	OFUSG13792.1.p1
GENE.OFUSG13792.1~~OFUSG13792.1	OFUSG13792.1.p1
GENE.OFUSG13792.1~~OFUSG13792.1	OFUSG13792.1.p1
GENE.OFUSG13792.1~~OFUSG13792.1	OFUSG13792.1.p1
GENE.OFUSG13792.1~~OFUSG13792.1	OFUSG13792.1.p1
GENE.OFUSG13798.1~~OFUSG13798.1	OFUSG13798.1.p1
GENE.OFUSG13809.1~~OFUSG13809.1	OFUSG13809.1.p1
GENE.OFUSG13816.1~~OFUSG13816.1	OFUSG13816.1.p1
GENE.OFUSG13816.1~~OFUSG13816.1	OFUSG13816.1.p1
GENE.OFUSG13816.1~~OFUSG13816.1	OFUSG13816.1.p1
GENE.OFUSG13819.1~~OFUSG13819.1	OFUSG13819.1.p1
GENE.OFUSG13824.1~~OFUSG13824.1	OFUSG13824.1.p1
GENE.OFUSG13826.1~~OFUSG13826.1	OFUSG13826.1.p1
GENE.OFUSG13826.1~~OFUSG13826.1	OFUSG13826.1.p1
GENE.OFUSG13832.1~~OFUSG13832.1	OFUSG13832.1.p1
GENE.OFUSG13832.1~~OFUSG13832.1	OFUSG13832.1.p1
GENE.OFUSG13833.1~~OFUSG13833.1	OFUSG13833.1.p1
GENE.OFUSG13846.1~~OFUSG13846.1	OFUSG13846.1.p1
GENE.OFUSG13858.1~~OFUSG13858.1	OFUSG13858.1.p1
GENE.OFUSG13860.1~~OFUSG13860.1	OFUSG13860.1.p1
GENE.OFUSG13864.1~~OFUSG13864.1	OFUSG13864.1.p1
GENE.OFUSG13877.2~~OFUSG13877.2	OFUSG13877.2.p1
GENE.OFUSG13879.1~~OFUSG13879.1	OFUSG13879.1.p1
GENE.OFUSG13881.1~~OFUSG13881.1	OFUSG13881.1.p1
GENE.OFUSG13895.1~~OFUSG13895.1	OFUSG13895.1.p1
GENE.OFUSG13902.1~~OFUSG13902.1	OFUSG13902.1.p1
GENE.OFUSG13906.1~~OFUSG13906.1	OFUSG13906.1.p1
GENE.OFUSG13910.1~~OFUSG13910.1	OFUSG13910.1.p1
GENE.OFUSG13920.1~~OFUSG13920.1	OFUSG13920.1.p1
GENE.OFUSG13921.1~~OFUSG13921.1	OFUSG13921.1.p1
GENE.OFUSG13921.1~~OFUSG13921.1	OFUSG13921.1.p1
GENE.OFUSG13923.1~~OFUSG13923.1	OFUSG13923.1.p1
GENE.OFUSG13933.1~~OFUSG13933.1	OFUSG13933.1.p1
GENE.OFUSG13939.1~~OFUSG13939.1	OFUSG13939.1.p1
GENE.OFUSG13939.1~~OFUSG13939.1	OFUSG13939.1.p1
GENE.OFUSG13939.1~~OFUSG13939.1	OFUSG13939.1.p1
GENE.OFUSG13939.1~~OFUSG13939.1	OFUSG13939.1.p1
GENE.OFUSG13939.1~~OFUSG13939.1	OFUSG13939.1.p1
GENE.OFUSG13940.1~~OFUSG13940.1	OFUSG13940.1.p1
GENE.OFUSG13952.1~~OFUSG13952.1	OFUSG13952.1.p1
GENE.OFUSG13952.1~~OFUSG13952.1	OFUSG13952.1.p1
GENE.OFUSG13952.1~~OFUSG13952.1	OFUSG13952.1.p1
GENE.OFUSG13954.1~~OFUSG13954.1	OFUSG13954.1.p1
GENE.OFUSG13954.1~~OFUSG13954.1	OFUSG13954.1.p1
GENE.OFUSG13954.1~~OFUSG13954.1	OFUSG13954.1.p1
GENE.OFUSG13970.1~~OFUSG13970.1	OFUSG13970.1.p1
GENE.OFUSG13970.1~~OFUSG13970.1	OFUSG13970.1.p1
GENE.OFUSG13970.1~~OFUSG13970.1	OFUSG13970.1.p1
GENE.OFUSG13970.1~~OFUSG13970.1	OFUSG13970.1.p1
GENE.OFUSG13970.1~~OFUSG13970.1	OFUSG13970.1.p1
GENE.OFUSG13970.1~~OFUSG13970.1	OFUSG13970.1.p1
GENE.OFUSG13970.1~~OFUSG13970.1	OFUSG13970.1.p1
GENE.OFUSG13970.1~~OFUSG13970.1	OFUSG13970.1.p1
GENE.OFUSG13970.1~~OFUSG13970.1	OFUSG13970.1.p1
GENE.OFUSG13970.1~~OFUSG13970.1	OFUSG13970.1.p1
GENE.OFUSG13970.1~~OFUSG13970.1	OFUSG13970.1.p1
GENE.OFUSG13970.1~~OFUSG13970.1	OFUSG13970.1.p1
GENE.OFUSG13970.1~~OFUSG13970.1	OFUSG13970.1.p1
GENE.OFUSG13970.1~~OFUSG13970.1	OFUSG13970.1.p1
GENE.OFUSG13970.1~~OFUSG13970.1	OFUSG13970.1.p1
GENE.OFUSG13970.1~~OFUSG13970.1	OFUSG13970.1.p1
GENE.OFUSG13970.1~~OFUSG13970.1	OFUSG13970.1.p1
GENE.OFUSG13970.1~~OFUSG13970.1	OFUSG13970.1.p1
GENE.OFUSG13970.1~~OFUSG13970.1	OFUSG13970.1.p1
GENE.OFUSG13970.1~~OFUSG13970.1	OFUSG13970.1.p1
GENE.OFUSG13970.1~~OFUSG13970.1	OFUSG13970.1.p1
GENE.OFUSG13970.1~~OFUSG13970.1	OFUSG13970.1.p1
GENE.OFUSG13970.1~~OFUSG13970.1	OFUSG13970.1.p1
GENE.OFUSG13970.1~~OFUSG13970.1	OFUSG13970.1.p1
GENE.OFUSG13970.1~~OFUSG13970.1	OFUSG13970.1.p1
GENE.OFUSG13970.1~~OFUSG13970.1	OFUSG13970.1.p1
GENE.OFUSG13970.1~~OFUSG13970.1	OFUSG13970.1.p1
GENE.OFUSG13970.1~~OFUSG13970.1	OFUSG13970.1.p1
GENE.OFUSG13970.1~~OFUSG13970.1	OFUSG13970.1.p1
GENE.OFUSG13970.1~~OFUSG13970.1	OFUSG13970.1.p1
GENE.OFUSG13970.1~~OFUSG13970.1	OFUSG13970.1.p1
GENE.OFUSG13970.1~~OFUSG13970.1	OFUSG13970.1.p1
GENE.OFUSG13970.1~~OFUSG13970.1	OFUSG13970.1.p1
GENE.OFUSG13970.1~~OFUSG13970.1	OFUSG13970.1.p1
GENE.OFUSG13970.1~~OFUSG13970.1	OFUSG13970.1.p1
GENE.OFUSG13970.1~~OFUSG13970.1	OFUSG13970.1.p1
GENE.OFUSG13970.1~~OFUSG13970.1	OFUSG13970.1.p1
GENE.OFUSG13970.1~~OFUSG13970.1	OFUSG13970.1.p1
GENE.OFUSG13970.1~~OFUSG13970.1	OFUSG13970.1.p1
GENE.OFUSG13970.1~~OFUSG13970.1	OFUSG13970.1.p1
GENE.OFUSG13970.1~~OFUSG13970.1	OFUSG13970.1.p1
GENE.OFUSG13970.1~~OFUSG13970.1	OFUSG13970.1.p1
GENE.OFUSG13970.1~~OFUSG13970.1	OFUSG13970.1.p1
GENE.OFUSG13970.1~~OFUSG13970.1	OFUSG13970.1.p1
GENE.OFUSG13970.1~~OFUSG13970.1	OFUSG13970.1.p1
GENE.OFUSG13970.1~~OFUSG13970.1	OFUSG13970.1.p1
GENE.OFUSG13970.1~~OFUSG13970.1	OFUSG13970.1.p1
GENE.OFUSG13970.1~~OFUSG13970.1	OFUSG13970.1.p1
GENE.OFUSG13970.1~~OFUSG13970.1	OFUSG13970.1.p1
GENE.OFUSG13971.1~~OFUSG13971.1	OFUSG13971.1.p1
GENE.OFUSG13972.1~~OFUSG13972.1	OFUSG13972.1.p1
GENE.OFUSG13978.1~~OFUSG13978.1	OFUSG13978.1.p1
GENE.OFUSG13979.1~~OFUSG13979.1	OFUSG13979.1.p1
GENE.OFUSG13980.1~~OFUSG13980.1	OFUSG13980.1.p1
GENE.OFUSG13980.1~~OFUSG13980.1	OFUSG13980.1.p1
GENE.OFUSG13980.1~~OFUSG13980.1	OFUSG13980.1.p1
GENE.OFUSG13987.1~~OFUSG13987.1	OFUSG13987.1.p1
GENE.OFUSG13988.1~~OFUSG13988.1	OFUSG13988.1.p1
GENE.OFUSG13991.1~~OFUSG13991.1	OFUSG13991.1.p1
GENE.OFUSG13991.1~~OFUSG13991.1	OFUSG13991.1.p1
GENE.OFUSG13991.1~~OFUSG13991.1	OFUSG13991.1.p1
GENE.OFUSG13991.1~~OFUSG13991.1	OFUSG13991.1.p1
GENE.OFUSG13991.1~~OFUSG13991.1	OFUSG13991.1.p1
GENE.OFUSG13991.1~~OFUSG13991.1	OFUSG13991.1.p1
GENE.OFUSG13995.1~~OFUSG13995.1	OFUSG13995.1.p1
GENE.OFUSG13995.1~~OFUSG13995.1	OFUSG13995.1.p1
GENE.OFUSG13997.1~~OFUSG13997.1	OFUSG13997.1.p1
GENE.OFUSG14000.1~~OFUSG14000.1	OFUSG14000.1.p1
GENE.OFUSG14000.1~~OFUSG14000.1	OFUSG14000.1.p1
GENE.OFUSG14000.1~~OFUSG14000.1	OFUSG14000.1.p1
GENE.OFUSG14000.1~~OFUSG14000.1	OFUSG14000.1.p1
GENE.OFUSG14000.1~~OFUSG14000.1	OFUSG14000.1.p1
GENE.OFUSG14002.1~~OFUSG14002.1	OFUSG14002.1.p1
GENE.OFUSG14002.1~~OFUSG14002.1	OFUSG14002.1.p1
GENE.OFUSG14003.1~~OFUSG14003.1	OFUSG14003.1.p1
GENE.OFUSG14008.1~~OFUSG14008.1	OFUSG14008.1.p1
GENE.OFUSG14031.1~~OFUSG14031.1	OFUSG14031.1.p1
GENE.OFUSG14031.1~~OFUSG14031.1	OFUSG14031.1.p1
GENE.OFUSG14031.1~~OFUSG14031.1	OFUSG14031.1.p1
GENE.OFUSG14043.1~~OFUSG14043.1	OFUSG14043.1.p1
GENE.OFUSG14043.1~~OFUSG14043.1	OFUSG14043.1.p1
GENE.OFUSG14043.1~~OFUSG14043.1	OFUSG14043.1.p1
GENE.OFUSG14043.1~~OFUSG14043.1	OFUSG14043.1.p1
GENE.OFUSG14043.1~~OFUSG14043.1	OFUSG14043.1.p1
GENE.OFUSG14043.1~~OFUSG14043.1	OFUSG14043.1.p1
GENE.OFUSG14043.1~~OFUSG14043.1	OFUSG14043.1.p1
GENE.OFUSG14043.1~~OFUSG14043.1	OFUSG14043.1.p1
GENE.OFUSG14043.1~~OFUSG14043.1	OFUSG14043.1.p1
GENE.OFUSG14043.1~~OFUSG14043.1	OFUSG14043.1.p1
GENE.OFUSG14043.1~~OFUSG14043.1	OFUSG14043.1.p1
GENE.OFUSG14043.1~~OFUSG14043.1	OFUSG14043.1.p1
GENE.OFUSG14043.1~~OFUSG14043.1	OFUSG14043.1.p1
GENE.OFUSG14043.1~~OFUSG14043.1	OFUSG14043.1.p1
GENE.OFUSG14043.1~~OFUSG14043.1	OFUSG14043.1.p1
GENE.OFUSG14043.1~~OFUSG14043.1	OFUSG14043.1.p1
GENE.OFUSG14043.1~~OFUSG14043.1	OFUSG14043.1.p1
GENE.OFUSG14043.1~~OFUSG14043.1	OFUSG14043.1.p1
GENE.OFUSG14043.1~~OFUSG14043.1	OFUSG14043.1.p1
GENE.OFUSG14043.1~~OFUSG14043.1	OFUSG14043.1.p1
GENE.OFUSG14043.1~~OFUSG14043.1	OFUSG14043.1.p1
GENE.OFUSG14043.1~~OFUSG14043.1	OFUSG14043.1.p1
GENE.OFUSG14043.1~~OFUSG14043.1	OFUSG14043.1.p1
GENE.OFUSG14043.1~~OFUSG14043.1	OFUSG14043.1.p1
GENE.OFUSG14043.1~~OFUSG14043.1	OFUSG14043.1.p1
GENE.OFUSG14043.1~~OFUSG14043.1	OFUSG14043.1.p1
GENE.OFUSG14043.1~~OFUSG14043.1	OFUSG14043.1.p1
GENE.OFUSG14043.1~~OFUSG14043.1	OFUSG14043.1.p1
GENE.OFUSG14043.1~~OFUSG14043.1	OFUSG14043.1.p1
GENE.OFUSG14043.1~~OFUSG14043.1	OFUSG14043.1.p1
GENE.OFUSG14043.1~~OFUSG14043.1	OFUSG14043.1.p1
GENE.OFUSG14043.1~~OFUSG14043.1	OFUSG14043.1.p1
GENE.OFUSG14044.1~~OFUSG14044.1	OFUSG14044.1.p1
GENE.OFUSG14044.1~~OFUSG14044.1	OFUSG14044.1.p1
GENE.OFUSG14044.1~~OFUSG14044.1	OFUSG14044.1.p1
GENE.OFUSG14044.1~~OFUSG14044.1	OFUSG14044.1.p1
GENE.OFUSG14044.1~~OFUSG14044.1	OFUSG14044.1.p1
GENE.OFUSG14044.1~~OFUSG14044.1	OFUSG14044.1.p1
GENE.OFUSG14044.1~~OFUSG14044.1	OFUSG14044.1.p1
GENE.OFUSG14044.1~~OFUSG14044.1	OFUSG14044.1.p1
GENE.OFUSG14044.1~~OFUSG14044.1	OFUSG14044.1.p1
GENE.OFUSG14044.1~~OFUSG14044.1	OFUSG14044.1.p1
GENE.OFUSG14044.1~~OFUSG14044.1	OFUSG14044.1.p1
GENE.OFUSG14044.1~~OFUSG14044.1	OFUSG14044.1.p1
GENE.OFUSG14044.1~~OFUSG14044.1	OFUSG14044.1.p1
GENE.OFUSG14044.1~~OFUSG14044.1	OFUSG14044.1.p1
GENE.OFUSG14044.1~~OFUSG14044.1	OFUSG14044.1.p1
GENE.OFUSG14044.1~~OFUSG14044.1	OFUSG14044.1.p1
GENE.OFUSG14044.1~~OFUSG14044.1	OFUSG14044.1.p1
GENE.OFUSG14044.1~~OFUSG14044.1	OFUSG14044.1.p1
GENE.OFUSG14044.1~~OFUSG14044.1	OFUSG14044.1.p1
GENE.OFUSG14044.1~~OFUSG14044.1	OFUSG14044.1.p1
GENE.OFUSG14044.1~~OFUSG14044.1	OFUSG14044.1.p1
GENE.OFUSG14044.1~~OFUSG14044.1	OFUSG14044.1.p1
GENE.OFUSG14044.1~~OFUSG14044.1	OFUSG14044.1.p1
GENE.OFUSG14044.1~~OFUSG14044.1	OFUSG14044.1.p1
GENE.OFUSG14044.1~~OFUSG14044.1	OFUSG14044.1.p1
GENE.OFUSG14044.1~~OFUSG14044.1	OFUSG14044.1.p1
GENE.OFUSG14044.1~~OFUSG14044.1	OFUSG14044.1.p1
GENE.OFUSG14044.1~~OFUSG14044.1	OFUSG14044.1.p1
GENE.OFUSG14044.1~~OFUSG14044.1	OFUSG14044.1.p1
GENE.OFUSG14044.1~~OFUSG14044.1	OFUSG14044.1.p1
GENE.OFUSG14044.1~~OFUSG14044.1	OFUSG14044.1.p1
GENE.OFUSG14044.1~~OFUSG14044.1	OFUSG14044.1.p1
GENE.OFUSG14047.1~~OFUSG14047.1	OFUSG14047.1.p1
GENE.OFUSG14051.1~~OFUSG14051.1	OFUSG14051.1.p1
GENE.OFUSG14051.1~~OFUSG14051.1	OFUSG14051.1.p1
GENE.OFUSG14061.1~~OFUSG14061.1	OFUSG14061.1.p1
GENE.OFUSG14061.1~~OFUSG14061.1	OFUSG14061.1.p1
GENE.OFUSG14061.1~~OFUSG14061.1	OFUSG14061.1.p1
GENE.OFUSG14061.1~~OFUSG14061.1	OFUSG14061.1.p1
GENE.OFUSG14061.1~~OFUSG14061.1	OFUSG14061.1.p1
GENE.OFUSG14061.1~~OFUSG14061.1	OFUSG14061.1.p1
GENE.OFUSG14061.1~~OFUSG14061.1	OFUSG14061.1.p1
GENE.OFUSG14061.1~~OFUSG14061.1	OFUSG14061.1.p1
GENE.OFUSG14061.1~~OFUSG14061.1	OFUSG14061.1.p1
GENE.OFUSG14061.1~~OFUSG14061.1	OFUSG14061.1.p1
GENE.OFUSG14061.1~~OFUSG14061.1	OFUSG14061.1.p1
GENE.OFUSG14061.1~~OFUSG14061.1	OFUSG14061.1.p1
GENE.OFUSG14061.1~~OFUSG14061.1	OFUSG14061.1.p1
GENE.OFUSG14061.1~~OFUSG14061.1	OFUSG14061.1.p1
GENE.OFUSG14061.1~~OFUSG14061.1	OFUSG14061.1.p1
GENE.OFUSG14061.1~~OFUSG14061.1	OFUSG14061.1.p1
GENE.OFUSG14061.1~~OFUSG14061.1	OFUSG14061.1.p1
GENE.OFUSG14061.1~~OFUSG14061.1	OFUSG14061.1.p1
GENE.OFUSG14061.1~~OFUSG14061.1	OFUSG14061.1.p1
GENE.OFUSG14061.1~~OFUSG14061.1	OFUSG14061.1.p1
GENE.OFUSG14061.1~~OFUSG14061.1	OFUSG14061.1.p1
GENE.OFUSG14061.1~~OFUSG14061.1	OFUSG14061.1.p1
GENE.OFUSG14061.1~~OFUSG14061.1	OFUSG14061.1.p1
GENE.OFUSG14061.1~~OFUSG14061.1	OFUSG14061.1.p1
GENE.OFUSG14061.1~~OFUSG14061.1	OFUSG14061.1.p1
GENE.OFUSG14061.1~~OFUSG14061.1	OFUSG14061.1.p1
GENE.OFUSG14061.1~~OFUSG14061.1	OFUSG14061.1.p1
GENE.OFUSG14061.1~~OFUSG14061.1	OFUSG14061.1.p1
GENE.OFUSG14061.1~~OFUSG14061.1	OFUSG14061.1.p1
GENE.OFUSG14061.1~~OFUSG14061.1	OFUSG14061.1.p1
GENE.OFUSG14061.1~~OFUSG14061.1	OFUSG14061.1.p1
GENE.OFUSG14061.1~~OFUSG14061.1	OFUSG14061.1.p1
GENE.OFUSG14066.1~~OFUSG14066.1	OFUSG14066.1.p1
GENE.OFUSG14070.1~~OFUSG14070.1	OFUSG14070.1.p1
GENE.OFUSG14079.1~~OFUSG14079.1	OFUSG14079.1.p1
GENE.OFUSG14080.1~~OFUSG14080.1	OFUSG14080.1.p1
GENE.OFUSG14086.1~~OFUSG14086.1	OFUSG14086.1.p1
GENE.OFUSG14087.1~~OFUSG14087.1	OFUSG14087.1.p1
GENE.OFUSG14093.1~~OFUSG14093.1	OFUSG14093.1.p1
GENE.OFUSG14095.1~~OFUSG14095.1	OFUSG14095.1.p1
GENE.OFUSG14099.1~~OFUSG14099.1	OFUSG14099.1.p1
GENE.OFUSG14099.1~~OFUSG14099.1	OFUSG14099.1.p1
GENE.OFUSG14099.1~~OFUSG14099.1	OFUSG14099.1.p1
GENE.OFUSG14111.1~~OFUSG14111.1	OFUSG14111.1.p3
GENE.OFUSG14111.1~~OFUSG14111.1	OFUSG14111.1.p3
GENE.OFUSG14112.1~~OFUSG14112.1	OFUSG14112.1.p1
GENE.OFUSG14120.1~~OFUSG14120.1	OFUSG14120.1.p1
GENE.OFUSG14121.1~~OFUSG14121.1	OFUSG14121.1.p1
