STRPU_00017	BRALA22047
STRPU_15047	BRALA15000
STRPU_15050	BRALA15657
STRPU_15055	BRALA14931
STRPU_15061	BRALA27100
STRPU_15072	BRALA07238
STRPU_15078	BRALA11917
STRPU_15081	BRALA03728
STRPU_15082	BRALA21975
STRPU_15084	BRALA26858
STRPU_15088	BRALA26880
STRPU_15093	BRALA23604
STRPU_15097	BRALA28282
STRPU_15217	BRALA22811
STRPU_15251	BRALA05232
STRPU_15265	BRALA24727
STRPU_15268	BRALA24223
STRPU_15278	BRALA28939
STRPU_15287	BRALA09912
STRPU_15312	BRALA10172
STRPU_15313	BRALA22703
STRPU_15321	BRALA07301
STRPU_15327	BRALA26817
STRPU_15343	BRALA02003
STRPU_15346	BRALA23498
STRPU_15350	BRALA27653
STRPU_15352	BRALA22200
STRPU_15353	BRALA22201
STRPU_15357	BRALA15015
STRPU_15359	BRALA24254
STRPU_15360	BRALA13478
STRPU_15363	BRALA28883
STRPU_15366	BRALA14959
STRPU_15381	BRALA33757
STRPU_15385	BRALA31684
STRPU_15386	BRALA34686
STRPU_15390	BRALA24150
STRPU_15391	BRALA27663
STRPU_15392	BRALA07254
STRPU_15393	BRALA26855
STRPU_15399	BRALA16933
STRPU_15400	BRALA15150
STRPU_15403	BRALA28411
STRPU_15405	BRALA15019
STRPU_15406	BRALA15018
STRPU_15408	BRALA26627
STRPU_15409	BRALA23227
STRPU_15412	BRALA14981
STRPU_15413	BRALA28937
STRPU_15417	BRALA07314
STRPU_15420	BRALA12879
STRPU_15422	BRALA26633
STRPU_15423	BRALA17709
STRPU_15436	BRALA18287
STRPU_15449	BRALA07313
STRPU_15450	BRALA16224
STRPU_15457	BRALA22179
STRPU_15458	BRALA13408
STRPU_15460	BRALA22166
STRPU_15472	BRALA14432
STRPU_15475	BRALA35918
STRPU_15480	BRALA06877
STRPU_15484	BRALA07213
STRPU_15485	BRALA02539
STRPU_15489	BRALA22827
STRPU_15497	BRALA33503
STRPU_15498	BRALA22161
STRPU_15503	BRALA27239
STRPU_15506	BRALA07312
STRPU_15508	BRALA27739
STRPU_15531	BRALA28152
STRPU_15541	BRALA23584
STRPU_15543	BRALA23567
STRPU_15544	BRALA24632
STRPU_15547	BRALA32576
STRPU_15635	BRALA11719
STRPU_15636	BRALA25853
STRPU_15639	BRALA28080
STRPU_15672	BRALA19475
STRPU_15691	BRALA13197
STRPU_15694	BRALA23771
STRPU_15706	BRALA04706
STRPU_15709	BRALA30908
STRPU_15719	BRALA12366
STRPU_15723	BRALA14045
STRPU_15726	BRALA15901
STRPU_15754	BRALA00107
STRPU_15755	BRALA02585
STRPU_15769	BRALA13605
STRPU_15859	BRALA07736
STRPU_15900	BRALA03273
STRPU_15901	BRALA25274
STRPU_15902	BRALA14917
STRPU_15993	BRALA01395
STRPU_16005	BRALA01909
STRPU_16012	BRALA21434
STRPU_16013	BRALA00937
STRPU_16016	BRALA26966
STRPU_16022	BRALA20206
STRPU_16023	BRALA21713
STRPU_16024	BRALA08975
STRPU_16032	BRALA22169
STRPU_16064	BRALA12683
STRPU_16065	BRALA10634
STRPU_16096	BRALA02500
STRPU_16098	BRALA18611
STRPU_16099	BRALA31152
STRPU_16108	BRALA00224
STRPU_16126	BRALA22015
STRPU_16146	BRALA00327
STRPU_16147	BRALA29681
STRPU_16148	BRALA08003
STRPU_16150	BRALA34657
STRPU_16158	BRALA06101
STRPU_16171	BRALA08687
STRPU_16240	BRALA00419
STRPU_16246	BRALA13013
STRPU_16278	BRALA09776
STRPU_16289	BRALA00269
STRPU_16290	BRALA09138
STRPU_16291	BRALA04870
STRPU_16292	BRALA28274
STRPU_16405	BRALA08873
STRPU_16412	BRALA08020
STRPU_16440	BRALA03196
STRPU_16445	BRALA10599
STRPU_16476	BRALA04626
STRPU_16484	BRALA19194
STRPU_16495	BRALA03849
STRPU_16509	BRALA03248
STRPU_16516	BRALA34676
STRPU_16530	BRALA14052
STRPU_16534	BRALA29459
STRPU_16542	BRALA16948
STRPU_16567	BRALA17850
STRPU_16617	BRALA23682
STRPU_16623	BRALA19471
STRPU_16624	BRALA20996
STRPU_16630	BRALA07251
STRPU_16642	BRALA02489
STRPU_16652	BRALA14558
STRPU_16653	BRALA06528
STRPU_16714	BRALA17145
STRPU_16716	BRALA02287
STRPU_16720	BRALA07760
STRPU_16725	BRALA10258
STRPU_16730	BRALA09131
STRPU_16731	BRALA32237
STRPU_16738	BRALA06091
STRPU_16784	BRALA14413
STRPU_16789	BRALA31651
STRPU_16802	BRALA07880
STRPU_16838	BRALA02131
STRPU_16839	BRALA14988
STRPU_16841	BRALA07122
STRPU_16842	BRALA07121
STRPU_16843	BRALA06798
STRPU_16845	BRALA13794
STRPU_16870	BRALA15180
STRPU_16873	BRALA18221
STRPU_16889	BRALA19276
STRPU_16892	BRALA23733
STRPU_16899	BRALA28196
STRPU_16901	BRALA12414
STRPU_16903	BRALA30174
STRPU_16905	BRALA30175
STRPU_16946	BRALA25416
STRPU_16995	BRALA22981
STRPU_16999	BRALA14563
STRPU_17007	BRALA08919
STRPU_17019	BRALA02556
STRPU_17030	BRALA30533
STRPU_17063	BRALA30056
STRPU_17065	BRALA08100
STRPU_17067	BRALA18694
STRPU_17069	BRALA29356
STRPU_17070	BRALA20231
STRPU_17073	BRALA15337
STRPU_17074	BRALA19309
STRPU_17075	BRALA24520
STRPU_17077	BRALA24517
STRPU_17079	BRALA31857
STRPU_17081	BRALA30217
STRPU_17084	BRALA34167
STRPU_17107	BRALA09005
STRPU_17125	BRALA12361
STRPU_17130	BRALA19316
STRPU_17131	BRALA02256
STRPU_17151	BRALA28211
STRPU_17152	BRALA18887
STRPU_17153	BRALA19317
STRPU_17170	BRALA25426
STRPU_17171	BRALA16865
STRPU_17195	BRALA06999
STRPU_17207	BRALA33934
STRPU_17216	BRALA28832
STRPU_17221	BRALA16849
STRPU_17230	BRALA28209
STRPU_17247	BRALA31254
STRPU_17251	BRALA18794
STRPU_17252	BRALA34085
STRPU_17261	BRALA03212
STRPU_17267	BRALA25933
STRPU_17281	BRALA19016
STRPU_17282	BRALA19292
STRPU_17283	BRALA02409
STRPU_17292	BRALA27520
STRPU_17293	BRALA12384
STRPU_17294	BRALA25405
STRPU_17299	BRALA04158
STRPU_17301	BRALA10474
STRPU_17334	BRALA15716
STRPU_17342	BRALA32607
STRPU_17351	BRALA12055
STRPU_17375	BRALA22973
STRPU_17378	BRALA16204
STRPU_17381	BRALA19298
STRPU_17384	BRALA27969
STRPU_17386	BRALA32136
STRPU_17391	BRALA12338
STRPU_17404	BRALA34027
STRPU_17409	BRALA14905
STRPU_17410	BRALA14230
STRPU_17418	BRALA01003
STRPU_17421	BRALA29583
STRPU_17425	BRALA28820
STRPU_17431	BRALA22055
STRPU_17443	BRALA18823
STRPU_17445	BRALA27980
STRPU_17474	BRALA26798
STRPU_17479	BRALA23721
STRPU_17483	BRALA16405
STRPU_17504	BRALA25406
STRPU_17509	BRALA11811
STRPU_17510	BRALA06082
STRPU_17511	BRALA30260
STRPU_17513	BRALA08959
STRPU_17523	BRALA21170
STRPU_17524	BRALA31269
STRPU_17525	BRALA23556
STRPU_17530	BRALA16866
STRPU_17534	BRALA29361
STRPU_17537	BRALA12268
STRPU_17538	BRALA31885
STRPU_17542	BRALA08947
STRPU_17544	BRALA28829
STRPU_17551	BRALA30043
STRPU_17570	BRALA24385
STRPU_17591	BRALA01956
STRPU_17594	BRALA07436
STRPU_17600	BRALA19057
STRPU_17604	BRALA16922
STRPU_17612	BRALA01718
STRPU_17629	BRALA24079
STRPU_17646	BRALA03924
STRPU_17647	BRALA12317
STRPU_17671	BRALA19033
STRPU_17680	BRALA06294
STRPU_17682	BRALA04404
STRPU_17686	BRALA16850
STRPU_17687	BRALA29796
STRPU_17695	BRALA23648
STRPU_17709	BRALA19295
STRPU_17722	BRALA19644
STRPU_17723	BRALA08960
STRPU_17739	BRALA15658
STRPU_17743	BRALA19297
STRPU_17744	BRALA19296
STRPU_17745	BRALA19278
STRPU_17752	BRALA24506
STRPU_17761	BRALA16863
STRPU_17762	BRALA05330
STRPU_17764	BRALA29789
STRPU_17776	BRALA33541
STRPU_17778	BRALA14407
STRPU_17780	BRALA28203
STRPU_17782	BRALA08955
STRPU_17783	BRALA22990
STRPU_17791	BRALA33764
STRPU_17796	BRALA13463
STRPU_17797	BRALA11230
STRPU_17798	BRALA24804
STRPU_17811	BRALA24813
STRPU_17820	BRALA14835
STRPU_17833	BRALA01476
STRPU_17834	BRALA16861
STRPU_17839	BRALA22139
STRPU_17840	BRALA28821
STRPU_17842	BRALA12258
STRPU_17865	BRALA11145
STRPU_17868	BRALA14233
STRPU_17869	BRALA25549
STRPU_17878	BRALA19302
STRPU_17881	BRALA19720
STRPU_17888	BRALA27971
STRPU_17890	BRALA13682
STRPU_17895	BRALA19035
STRPU_17897	BRALA21716
STRPU_17898	BRALA03078
STRPU_17909	BRALA24502
STRPU_17910	BRALA28831
STRPU_17911	BRALA19310
STRPU_17912	BRALA11852
STRPU_17926	BRALA17266
STRPU_17934	BRALA24801
STRPU_17936	BRALA33702
STRPU_17937	BRALA23897
STRPU_17940	BRALA28202
STRPU_17943	BRALA33714
STRPU_17947	BRALA14280
STRPU_17962	BRALA04843
STRPU_17965	BRALA23587
STRPU_17976	BRALA27983
STRPU_17977	BRALA29239
STRPU_17981	BRALA22998
STRPU_17983	BRALA29689
STRPU_17984	BRALA23898
STRPU_17997	BRALA35711
STRPU_18008	BRALA31008
STRPU_18025	BRALA28192
STRPU_18028	BRALA24802
STRPU_18033	BRALA19706
STRPU_18034	BRALA19707
STRPU_18046	BRALA00979
STRPU_18050	BRALA23711
STRPU_18054	BRALA18805
STRPU_18055	BRALA15706
STRPU_18058	BRALA19017
STRPU_18067	BRALA19669
STRPU_18110	BRALA34368
STRPU_18132	BRALA22988
STRPU_18133	BRALA30607
STRPU_18134	BRALA23724
STRPU_18143	BRALA00794
STRPU_18159	BRALA05122
STRPU_18160	BRALA05183
STRPU_18175	BRALA01224
STRPU_18180	BRALA00985
STRPU_18182	BRALA00948
STRPU_18184	BRALA01069
STRPU_18187	BRALA29654
STRPU_18188	BRALA07161
STRPU_18190	BRALA00935
STRPU_18192	BRALA07072
STRPU_18201	BRALA05406
STRPU_18205	BRALA05099
STRPU_18266	BRALA19821
STRPU_18288	BRALA01120
STRPU_18295	BRALA05040
STRPU_18344	BRALA05034
STRPU_18353	BRALA20633
STRPU_18364	BRALA15911
STRPU_18366	BRALA22390
STRPU_18380	BRALA28855
STRPU_18381	BRALA14035
STRPU_18389	BRALA16797
STRPU_18396	BRALA25852
STRPU_18416	BRALA28572
STRPU_18496	BRALA00857
STRPU_18498	BRALA01092
STRPU_18501	BRALA05363
STRPU_18503	BRALA01158
STRPU_18506	BRALA00840
STRPU_18518	BRALA00733
STRPU_18519	BRALA19434
STRPU_18521	BRALA05304
STRPU_18523	BRALA05260
STRPU_18526	BRALA31482
STRPU_18531	BRALA17452
STRPU_18551	BRALA05014
STRPU_18552	BRALA00992
STRPU_18553	BRALA00994
STRPU_18557	BRALA28871
STRPU_18558	BRALA09778
STRPU_18560	BRALA16275
STRPU_18578	BRALA01164
STRPU_18608	BRALA07423
STRPU_18612	BRALA00354
STRPU_18616	BRALA01143
STRPU_18619	BRALA17838
STRPU_18650	BRALA01101
STRPU_18651	BRALA16557
STRPU_18653	BRALA16345
STRPU_18654	BRALA01222
STRPU_18656	BRALA01369
STRPU_18657	BRALA05297
STRPU_18658	BRALA21309
STRPU_18678	BRALA11495
STRPU_18687	BRALA01038
STRPU_18690	BRALA01009
STRPU_18704	BRALA01215
STRPU_18710	BRALA11442
STRPU_18711	BRALA00969
STRPU_18713	BRALA14083
STRPU_18718	BRALA06601
STRPU_18754	BRALA05292
STRPU_18755	BRALA06679
STRPU_18781	BRALA05315
STRPU_18783	BRALA00971
STRPU_18785	BRALA01039
STRPU_18787	BRALA00852
STRPU_18789	BRALA05131
STRPU_18790	BRALA01093
STRPU_18794	BRALA13305
STRPU_18795	BRALA01344
STRPU_18813	BRALA00998
STRPU_18817	BRALA05015
STRPU_18818	BRALA01125
STRPU_18829	BRALA22063
STRPU_18830	BRALA20793
STRPU_18847	BRALA08302
STRPU_18849	BRALA01150
STRPU_18850	BRALA00898
STRPU_18880	BRALA23974
STRPU_18897	BRALA01063
STRPU_18913	BRALA29226
STRPU_18932	BRALA29816
STRPU_18951	BRALA12024
STRPU_18981	BRALA00957
STRPU_18984	BRALA18716
STRPU_18985	BRALA01134
STRPU_18998	BRALA00839
STRPU_18999	BRALA00951
STRPU_19009	BRALA07377
STRPU_19010	BRALA01130
STRPU_19011	BRALA05301
STRPU_19012	BRALA05644
STRPU_19013	BRALA01103
STRPU_19014	BRALA00751
STRPU_19015	BRALA05171
STRPU_19017	BRALA05253
STRPU_19018	BRALA00756
STRPU_19042	BRALA02974
STRPU_19043	BRALA01008
STRPU_19055	BRALA29826
STRPU_19058	BRALA00802
STRPU_19060	BRALA13477
STRPU_19063	BRALA05038
STRPU_19066	BRALA01068
STRPU_19068	BRALA12585
STRPU_19074	BRALA00725
STRPU_19075	BRALA21747
STRPU_19077	BRALA00996
STRPU_19093	BRALA05145
STRPU_19094	BRALA05146
STRPU_19099	BRALA34772
STRPU_19104	BRALA05128
STRPU_19110	BRALA10957
STRPU_19111	BRALA01237
STRPU_19117	BRALA19881
STRPU_19126	BRALA02542
STRPU_19131	BRALA07725
STRPU_19134	BRALA00796
STRPU_19135	BRALA16827
STRPU_19137	BRALA16321
STRPU_19141	BRALA23363
STRPU_19147	BRALA00696
STRPU_19151	BRALA09280
STRPU_19155	BRALA01161
STRPU_19160	BRALA06003
STRPU_19173	BRALA05749
STRPU_19182	BRALA01225
STRPU_19188	BRALA20173
STRPU_19189	BRALA10301
STRPU_19199	BRALA29318
STRPU_19204	BRALA01061
STRPU_19220	BRALA17592
STRPU_19221	BRALA01004
STRPU_19225	BRALA05291
STRPU_19226	BRALA06744
STRPU_19227	BRALA25786
STRPU_19228	BRALA00803
STRPU_19238	BRALA05242
STRPU_19239	BRALA05241
STRPU_19241	BRALA01047
STRPU_19265	BRALA04563
STRPU_19268	BRALA01037
STRPU_19294	BRALA03506
STRPU_19324	BRALA05370
STRPU_19325	BRALA00768
STRPU_19326	BRALA00767
STRPU_19334	BRALA01185
STRPU_19336	BRALA01241
STRPU_19337	BRALA01278
STRPU_19343	BRALA01256
STRPU_19345	BRALA00945
STRPU_19346	BRALA01147
STRPU_19350	BRALA10032
STRPU_19351	BRALA18422
STRPU_19353	BRALA02873
STRPU_19355	BRALA02800
STRPU_19356	BRALA18442
STRPU_19361	BRALA02796
STRPU_19363	BRALA02794
STRPU_19365	BRALA06947
STRPU_19379	BRALA02965
STRPU_19381	BRALA02878
STRPU_19395	BRALA02649
STRPU_19400	BRALA21312
STRPU_19409	BRALA18427
STRPU_19421	BRALA20635
STRPU_19423	BRALA20630
STRPU_19439	BRALA16163
STRPU_19449	BRALA29258
STRPU_19457	BRALA10197
STRPU_19458	BRALA18444
STRPU_19460	BRALA10147
STRPU_19461	BRALA10199
STRPU_19468	BRALA18461
STRPU_19474	BRALA15367
STRPU_19477	BRALA32982
STRPU_19479	BRALA16774
STRPU_19480	BRALA08219
STRPU_19488	BRALA23651
STRPU_19493	BRALA02653
STRPU_19494	BRALA02582
STRPU_19496	BRALA02656
STRPU_19510	BRALA02904
STRPU_19515	BRALA21319
STRPU_19526	BRALA19388
STRPU_19533	BRALA02700
STRPU_19535	BRALA12730
STRPU_19539	BRALA02776
STRPU_19553	BRALA09613
STRPU_19566	BRALA08313
STRPU_19572	BRALA32577
STRPU_19577	BRALA18447
STRPU_19578	BRALA21809
STRPU_19582	BRALA10080
STRPU_19587	BRALA18369
STRPU_19592	BRALA19536
STRPU_19596	BRALA19549
STRPU_19598	BRALA06045
STRPU_19599	BRALA24825
STRPU_19600	BRALA02827
STRPU_19602	BRALA02697
STRPU_19643	BRALA23652
STRPU_19692	BRALA02559
STRPU_19719	BRALA23646
STRPU_19725	BRALA15308
STRPU_19741	BRALA27398
STRPU_19742	BRALA10094
STRPU_19746	BRALA02787
STRPU_19748	BRALA02977
STRPU_19759	BRALA02696
STRPU_19761	BRALA23671
STRPU_19765	BRALA21811
STRPU_19767	BRALA02629
STRPU_19820	BRALA27551
STRPU_19842	BRALA23665
STRPU_19903	BRALA02789
STRPU_19911	BRALA20644
STRPU_19920	BRALA10107
STRPU_19953	BRALA18034
STRPU_19987	BRALA18341
STRPU_19996	BRALA02905
STRPU_19999	BRALA10129
STRPU_20000	BRALA28962
STRPU_20008	BRALA02682
STRPU_20011	BRALA19541
STRPU_20014	BRALA11851
STRPU_20017	BRALA18433
STRPU_20018	BRALA21795
STRPU_20019	BRALA02586
STRPU_20022	BRALA02715
STRPU_20026	BRALA10122
STRPU_20029	BRALA21476
STRPU_20032	BRALA02657
STRPU_20036	BRALA10358
STRPU_20037	BRALA21732
STRPU_20038	BRALA18333
STRPU_20041	BRALA27393
STRPU_20042	BRALA18314
STRPU_20058	BRALA02795
STRPU_20060	BRALA02744
STRPU_20062	BRALA01758
STRPU_20064	BRALA10145
STRPU_20067	BRALA21831
STRPU_20069	BRALA21828
STRPU_20070	BRALA10114
STRPU_20073	BRALA20619
STRPU_20101	BRALA11185
STRPU_20117	BRALA27400
STRPU_20125	BRALA18892
STRPU_20127	BRALA02632
STRPU_20128	BRALA02595
STRPU_20129	BRALA02596
STRPU_20135	BRALA20654
STRPU_20137	BRALA19534
STRPU_20144	BRALA10111
STRPU_20146	BRALA24094
STRPU_20147	BRALA23094
STRPU_20156	BRALA10037
STRPU_20158	BRALA01208
STRPU_20161	BRALA08925
STRPU_20165	BRALA13392
STRPU_20167	BRALA02532
STRPU_20190	BRALA02591
STRPU_20194	BRALA08208
STRPU_20195	BRALA02593
STRPU_20196	BRALA02826
STRPU_20204	BRALA01090
STRPU_20211	BRALA05805
STRPU_20221	BRALA02911
STRPU_20225	BRALA02672
STRPU_20229	BRALA18595
STRPU_20230	BRALA01561
STRPU_20232	BRALA29887
STRPU_20236	BRALA02013
STRPU_20251	BRALA06555
STRPU_20270	BRALA02743
STRPU_20271	BRALA24095
STRPU_20287	BRALA20652
STRPU_20289	BRALA28869
STRPU_20296	BRALA22242
STRPU_20307	BRALA02658
STRPU_20308	BRALA02912
STRPU_20311	BRALA10060
STRPU_20325	BRALA10186
STRPU_20329	BRALA28743
STRPU_20332	BRALA10136
STRPU_20333	BRALA10116
STRPU_20336	BRALA31424
STRPU_20337	BRALA21787
STRPU_20338	BRALA21352
STRPU_20340	BRALA18327
STRPU_20355	BRALA27396
STRPU_20356	BRALA02880
STRPU_20357	BRALA10097
STRPU_20358	BRALA02543
STRPU_20362	BRALA35665
STRPU_20365	BRALA18469
STRPU_20373	BRALA24839
STRPU_20374	BRALA10081
STRPU_20384	BRALA02842
STRPU_20392	BRALA02821
STRPU_20394	BRALA18425
STRPU_20396	BRALA10072
STRPU_20400	BRALA18417
STRPU_20401	BRALA03048
STRPU_20408	BRALA10022
STRPU_20410	BRALA10044
STRPU_20419	BRALA07315
STRPU_20422	BRALA18436
STRPU_20437	BRALA30973
STRPU_20454	BRALA34455
STRPU_20459	BRALA32022
STRPU_20474	BRALA20443
STRPU_20482	BRALA10830
STRPU_20490	BRALA21198
STRPU_20491	BRALA05405
STRPU_20493	BRALA15202
STRPU_20496	BRALA15203
STRPU_20497	BRALA15204
STRPU_20498	BRALA31055
STRPU_20499	BRALA22491
STRPU_20501	BRALA11933
STRPU_20504	BRALA22276
STRPU_20505	BRALA30155
STRPU_20506	BRALA12029
STRPU_20507	BRALA26116
STRPU_20522	BRALA11938
STRPU_20524	BRALA11935
STRPU_20525	BRALA10678
STRPU_20529	BRALA10823
STRPU_20533	BRALA08958
STRPU_20534	BRALA30792
STRPU_20535	BRALA30793
STRPU_20538	BRALA17080
STRPU_20541	BRALA31053
STRPU_20543	BRALA11975
STRPU_20544	BRALA11978
STRPU_20552	BRALA31906
STRPU_20557	BRALA23437
STRPU_20560	BRALA24668
STRPU_20563	BRALA31797
STRPU_20571	BRALA12057
STRPU_20572	BRALA12058
STRPU_20573	BRALA25781
STRPU_20579	BRALA29141
STRPU_20580	BRALA28848
STRPU_20583	BRALA22478
STRPU_20584	BRALA22479
STRPU_20585	BRALA24431
STRPU_20587	BRALA12061
STRPU_20592	BRALA22637
STRPU_20593	BRALA04823
STRPU_20595	BRALA24432
STRPU_20600	BRALA13325
STRPU_20601	BRALA13324
STRPU_20603	BRALA12063
STRPU_20607	BRALA20875
STRPU_20609	BRALA20891
STRPU_20611	BRALA21473
STRPU_20617	BRALA22645
STRPU_20619	BRALA17437
STRPU_20622	BRALA17770
STRPU_20623	BRALA23435
STRPU_20626	BRALA30972
STRPU_20631	BRALA25564
STRPU_20632	BRALA23441
STRPU_20633	BRALA10765
STRPU_20634	BRALA10761
STRPU_20635	BRALA13349
STRPU_20637	BRALA13347
STRPU_20638	BRALA29446
STRPU_20640	BRALA11916
STRPU_20645	BRALA22285
STRPU_20652	BRALA28986
STRPU_20656	BRALA06829
STRPU_20657	BRALA13329
STRPU_20661	BRALA21567
STRPU_20662	BRALA22113
STRPU_20663	BRALA18862
STRPU_20668	BRALA24693
STRPU_20669	BRALA25943
STRPU_20670	BRALA23061
STRPU_20671	BRALA03746
STRPU_20686	BRALA28846
STRPU_20687	BRALA28845
STRPU_20691	BRALA21573
STRPU_20692	BRALA21572
STRPU_20697	BRALA21601
STRPU_20699	BRALA26946
STRPU_20700	BRALA28842
STRPU_20702	BRALA03596
STRPU_20706	BRALA30218
STRPU_20707	BRALA30882
STRPU_20708	BRALA11926
STRPU_20709	BRALA13393
STRPU_20712	BRALA10905
STRPU_20715	BRALA18859
STRPU_20717	BRALA29567
STRPU_20719	BRALA30971
STRPU_20737	BRALA26128
STRPU_20751	BRALA24420
STRPU_20757	BRALA14968
STRPU_20758	BRALA10908
STRPU_20759	BRALA24702
STRPU_20760	BRALA22640
STRPU_20763	BRALA03084
STRPU_20764	BRALA21471
STRPU_20766	BRALA21470
STRPU_20771	BRALA20894
STRPU_20774	BRALA20895
STRPU_20775	BRALA22294
STRPU_20778	BRALA24118
STRPU_20779	BRALA24117
STRPU_20783	BRALA22264
STRPU_20789	BRALA24494
STRPU_20796	BRALA31449
STRPU_20797	BRALA13301
STRPU_20799	BRALA26149
STRPU_20800	BRALA17772
STRPU_20802	BRALA32024
STRPU_20804	BRALA24115
STRPU_20811	BRALA23070
STRPU_20812	BRALA12041
STRPU_20818	BRALA29142
STRPU_20819	BRALA26114
STRPU_20823	BRALA18893
STRPU_20826	BRALA21514
STRPU_20828	BRALA31039
STRPU_20848	BRALA17382
STRPU_20866	BRALA14242
STRPU_20912	BRALA22268
STRPU_20918	BRALA10597
STRPU_20940	BRALA22513
STRPU_20943	BRALA22506
STRPU_20945	BRALA15259
STRPU_20946	BRALA29451
STRPU_20948	BRALA20707
STRPU_20953	BRALA22281
STRPU_20959	BRALA18898
STRPU_20961	BRALA31280
STRPU_20962	BRALA31289
STRPU_20964	BRALA11947
STRPU_20967	BRALA15161
STRPU_20970	BRALA26231
STRPU_20972	BRALA15160
STRPU_20983	BRALA22300
STRPU_20984	BRALA22299
STRPU_20987	BRALA23444
STRPU_20989	BRALA22621
STRPU_20990	BRALA22622
STRPU_20994	BRALA24430
STRPU_20998	BRALA30382
STRPU_21000	BRALA22526
STRPU_21004	BRALA26122
STRPU_21005	BRALA26251
STRPU_21007	BRALA16391
STRPU_21012	BRALA11924
STRPU_21013	BRALA17839
STRPU_21021	BRALA13429
STRPU_21023	BRALA28909
STRPU_21024	BRALA28911
STRPU_21025	BRALA12059
STRPU_21032	BRALA26159
STRPU_21037	BRALA24417
STRPU_21038	BRALA26160
STRPU_21047	BRALA20689
STRPU_21048	BRALA18879
STRPU_21053	BRALA13420
STRPU_21054	BRALA13419
STRPU_21055	BRALA15805
STRPU_21056	BRALA13344
STRPU_21057	BRALA13345
STRPU_21058	BRALA22489
STRPU_21059	BRALA23434
STRPU_21061	BRALA07353
STRPU_21062	BRALA13346
STRPU_21063	BRALA25109
STRPU_21066	BRALA13386
STRPU_21072	BRALA24995
STRPU_21075	BRALA15223
STRPU_21076	BRALA01387
STRPU_21077	BRALA12040
STRPU_21081	BRALA17388
STRPU_21082	BRALA31037
STRPU_21083	BRALA00792
STRPU_21088	BRALA24688
STRPU_21090	BRALA24687
STRPU_21104	BRALA32630
STRPU_21107	BRALA13412
STRPU_21109	BRALA10793
STRPU_21111	BRALA11918
STRPU_21112	BRALA32099
STRPU_21115	BRALA13425
STRPU_21118	BRALA22261
STRPU_21121	BRALA25932
STRPU_21123	BRALA13384
STRPU_21127	BRALA10967
STRPU_21130	BRALA15268
STRPU_21131	BRALA15267
STRPU_21139	BRALA17389
STRPU_21148	BRALA26148
STRPU_21150	BRALA29136
STRPU_21153	BRALA10884
STRPU_21154	BRALA10883
STRPU_21175	BRALA13372
STRPU_21177	BRALA21484
STRPU_21181	BRALA15251
STRPU_21182	BRALA15252
STRPU_21202	BRALA32023
STRPU_21203	BRALA31220
STRPU_21208	BRALA22277
STRPU_21209	BRALA22272
STRPU_21211	BRALA22125
STRPU_21218	BRALA02242
STRPU_21219	BRALA11932
STRPU_21220	BRALA11934
STRPU_21222	BRALA22505
STRPU_21235	BRALA22511
STRPU_21239	BRALA25000
STRPU_21247	BRALA28913
STRPU_21248	BRALA26239
STRPU_21251	BRALA15234
STRPU_21258	BRALA15237
STRPU_21259	BRALA15238
STRPU_21260	BRALA13431
STRPU_21264	BRALA27153
STRPU_21269	BRALA26241
STRPU_21275	BRALA26151
STRPU_21282	BRALA18872
STRPU_21283	BRALA18873
STRPU_21285	BRALA15184
STRPU_21290	BRALA11919
STRPU_21292	BRALA28981
STRPU_21293	BRALA19902
STRPU_21302	BRALA25978
STRPU_21307	BRALA22578
STRPU_21312	BRALA22582
STRPU_21314	BRALA22585
STRPU_21316	BRALA22260
STRPU_21322	BRALA13321
STRPU_21325	BRALA24418
STRPU_21327	BRALA00197
STRPU_21335	BRALA06350
STRPU_21337	BRALA21195
STRPU_21338	BRALA25704
STRPU_21340	BRALA26589
STRPU_21347	BRALA09191
STRPU_21348	BRALA22286
STRPU_21349	BRALA31051
STRPU_21350	BRALA17877
STRPU_21351	BRALA24992
STRPU_21352	BRALA24991
STRPU_21354	BRALA35097
STRPU_21355	BRALA31035
STRPU_21360	BRALA13353
STRPU_21363	BRALA22494
STRPU_21367	BRALA29371
STRPU_21372	BRALA26144
STRPU_21381	BRALA10897
STRPU_21384	BRALA17399
STRPU_21386	BRALA29571
STRPU_21387	BRALA30304
STRPU_21389	BRALA30313
STRPU_21392	BRALA22627
STRPU_21395	BRALA20859
STRPU_21400	BRALA28369
STRPU_21413	BRALA20858
STRPU_21414	BRALA20867
STRPU_21424	BRALA13421
STRPU_21426	BRALA20873
STRPU_21429	BRALA18629
STRPU_21432	BRALA22620
STRPU_21439	BRALA30365
STRPU_21444	BRALA10835
STRPU_21445	BRALA10836
STRPU_21446	BRALA31006
STRPU_21449	BRALA28844
STRPU_21451	BRALA04754
STRPU_21452	BRALA17379
STRPU_21454	BRALA13423
STRPU_21457	BRALA28979
STRPU_21458	BRALA28978
STRPU_21459	BRALA13330
STRPU_21464	BRALA10834
STRPU_21467	BRALA22482
STRPU_21468	BRALA22481
STRPU_21472	BRALA23468
STRPU_21473	BRALA15217
STRPU_21480	BRALA22499
STRPU_21481	BRALA22497
STRPU_21485	BRALA03916
STRPU_21494	BRALA04950
STRPU_21505	BRALA24717
STRPU_21507	BRALA25001
STRPU_21508	BRALA32999
STRPU_21509	BRALA13327
STRPU_21510	BRALA13287
STRPU_21522	BRALA32132
