AENJA_00004	bflo_12581
AENJA_10264	bflo_10417
AENJA_10268	bflo_11141
AENJA_10275	bflo_09792
AENJA_10277	bflo_10772
AENJA_10281	bflo_09235
AENJA_10282	bflo_01695
AENJA_10283	bflo_06409
AENJA_10295	bflo_01093
AENJA_10296	bflo_19933
AENJA_10300	bflo_22659
AENJA_10309	bflo_20378
AENJA_10312	bflo_20907
AENJA_10313	bflo_19999
AENJA_10315	bflo_20179
AENJA_10317	bflo_21032
AENJA_10323	bflo_17648
AENJA_10326	bflo_18453
AENJA_10333	bflo_25957
AENJA_10339	bflo_26267
AENJA_10341	bflo_12556
AENJA_10359	bflo_20711
AENJA_10360	bflo_11049
AENJA_10361	bflo_11766
AENJA_10363	bflo_12334
AENJA_10365	bflo_22058
AENJA_10368	bflo_12872
AENJA_10372	bflo_22541
AENJA_10375	bflo_21052
AENJA_10378	bflo_21081
AENJA_10381	bflo_22921
AENJA_10383	bflo_20335
AENJA_10384	bflo_20452
AENJA_10406	bflo_14499
AENJA_10429	bflo_21573
AENJA_10452	bflo_22632
AENJA_10456	bflo_23421
AENJA_10464	bflo_11142
AENJA_10465	bflo_11299
AENJA_10467	bflo_11242
AENJA_10472	bflo_05595
AENJA_10474	bflo_11834
AENJA_10478	bflo_06004
AENJA_10479	bflo_06796
AENJA_10480	bflo_05622
AENJA_10488	bflo_25366
AENJA_10489	bflo_07063
AENJA_10491	bflo_25666
AENJA_10493	bflo_11599
AENJA_10494	bflo_11597
AENJA_10507	bflo_01658
AENJA_10508	bflo_09258
AENJA_10511	bflo_06261
AENJA_10512	bflo_05818
AENJA_10515	bflo_19868
AENJA_10532	bflo_15147
AENJA_10537	bflo_24061
AENJA_10538	bflo_04734
AENJA_10542	bflo_10340
AENJA_10560	bflo_04519
AENJA_10564	bflo_17487
AENJA_10584	bflo_23201
AENJA_10589	bflo_22641
AENJA_10603	bflo_13495
AENJA_10606	bflo_13261
AENJA_10609	bflo_13212
AENJA_10612	bflo_12509
AENJA_10620	bflo_06491
AENJA_10621	bflo_06490
AENJA_10625	bflo_07096
AENJA_10628	bflo_14414
AENJA_10643	bflo_21732
AENJA_10651	bflo_13178
AENJA_10652	bflo_12738
AENJA_10657	bflo_26106
AENJA_10658	bflo_25341
AENJA_10671	bflo_05913
AENJA_10687	bflo_23563
AENJA_10689	bflo_06363
AENJA_10711	bflo_06370
AENJA_10712	bflo_03341
AENJA_10713	bflo_02167
AENJA_10715	bflo_06053
AENJA_10716	bflo_04085
AENJA_10717	bflo_03207
AENJA_10728	bflo_06377
AENJA_10738	bflo_23629
AENJA_10744	bflo_20268
AENJA_10750	bflo_20077
AENJA_10752	bflo_19986
AENJA_10753	bflo_20648
AENJA_10766	bflo_16171
AENJA_10770	bflo_15574
AENJA_10771	bflo_15568
AENJA_10773	bflo_08407
AENJA_10775	bflo_16139
AENJA_10787	bflo_09430
AENJA_10793	bflo_06202
AENJA_10794	bflo_06463
AENJA_10797	bflo_06217
AENJA_10798	bflo_05748
AENJA_10800	bflo_06193
AENJA_10809	bflo_15025
AENJA_10811	bflo_23131
AENJA_10826	bflo_06700
AENJA_10828	bflo_12560
AENJA_10830	bflo_12561
AENJA_10855	bflo_13220
AENJA_10861	bflo_18308
AENJA_10864	bflo_08993
AENJA_10865	bflo_03946
AENJA_10866	bflo_10395
AENJA_10881	bflo_09915
AENJA_10882	bflo_07094
AENJA_10896	bflo_17611
AENJA_10897	bflo_17685
AENJA_10898	bflo_24379
AENJA_10900	bflo_17610
AENJA_10902	bflo_10855
AENJA_10903	bflo_12137
AENJA_10908	bflo_12119
AENJA_10914	bflo_07674
AENJA_10915	bflo_24951
AENJA_10917	bflo_24277
AENJA_10927	bflo_13464
AENJA_10931	bflo_12530
AENJA_10934	bflo_12744
AENJA_10942	bflo_06353
AENJA_10944	bflo_16076
AENJA_10958	bflo_14652
AENJA_10959	bflo_14577
AENJA_10964	bflo_01580
AENJA_10965	bflo_00204
AENJA_10967	bflo_20856
AENJA_10968	bflo_04859
AENJA_10970	bflo_19216
AENJA_10977	bflo_25863
AENJA_10978	bflo_25833
AENJA_10980	bflo_25786
AENJA_10981	bflo_25676
AENJA_10983	bflo_26213
AENJA_10986	bflo_16113
AENJA_10989	bflo_02486
AENJA_10990	bflo_03833
AENJA_10991	bflo_03393
AENJA_10992	bflo_07058
AENJA_10995	bflo_02942
AENJA_10997	bflo_23197
AENJA_10998	bflo_23157
AENJA_10999	bflo_23251
AENJA_11003	bflo_23160
AENJA_11004	bflo_02309
AENJA_11020	bflo_22483
AENJA_11021	bflo_21257
AENJA_11024	bflo_05396
AENJA_11027	bflo_21590
AENJA_11028	bflo_06073
AENJA_11029	bflo_13596
AENJA_11031	bflo_21696
AENJA_11033	bflo_20873
AENJA_11036	bflo_03694
AENJA_11037	bflo_10209
AENJA_11040	bflo_11492
AENJA_11053	bflo_20489
AENJA_11054	bflo_14983
AENJA_11056	bflo_02741
AENJA_11068	bflo_09735
AENJA_11070	bflo_10767
AENJA_11076	bflo_18867
AENJA_11081	bflo_08896
AENJA_11083	bflo_10208
AENJA_11090	bflo_21721
AENJA_11102	bflo_16396
AENJA_11107	bflo_22289
AENJA_11108	bflo_00768
AENJA_11111	bflo_18089
AENJA_11132	bflo_21614
AENJA_11147	bflo_06017
AENJA_11151	bflo_14078
AENJA_11157	bflo_17295
AENJA_11161	bflo_23403
AENJA_11164	bflo_21533
AENJA_11169	bflo_11476
AENJA_11178	bflo_12544
AENJA_11179	bflo_00308
AENJA_11181	bflo_12887
AENJA_11189	bflo_05960
AENJA_11191	bflo_03239
AENJA_11192	bflo_03254
AENJA_11194	bflo_05584
AENJA_11196	bflo_03450
AENJA_11200	bflo_25897
AENJA_11204	bflo_23263
AENJA_11206	bflo_05679
AENJA_11207	bflo_01976
AENJA_11210	bflo_13626
AENJA_11211	bflo_25944
AENJA_11212	bflo_05859
AENJA_11215	bflo_25581
AENJA_11223	bflo_21651
AENJA_11226	bflo_21850
AENJA_11230	bflo_16495
AENJA_11246	bflo_08107
AENJA_11247	bflo_06984
AENJA_11250	bflo_02512
AENJA_11254	bflo_20590
AENJA_11255	bflo_19965
AENJA_11256	bflo_17330
AENJA_11257	bflo_12735
AENJA_11263	bflo_09373
AENJA_11264	bflo_09529
AENJA_11266	bflo_25334
AENJA_11267	bflo_25912
AENJA_11272	bflo_25660
AENJA_11276	bflo_22621
AENJA_11278	bflo_14035
AENJA_11279	bflo_23377
AENJA_11290	bflo_04450
AENJA_11291	bflo_04452
AENJA_11294	bflo_17968
AENJA_11295	bflo_04448
AENJA_11301	bflo_10256
AENJA_11303	bflo_05555
AENJA_11307	bflo_10449
AENJA_11314	bflo_13844
AENJA_11317	bflo_01533
AENJA_11321	bflo_17431
AENJA_11329	bflo_18854
AENJA_11330	bflo_18881
AENJA_11333	bflo_22852
AENJA_11334	bflo_22949
AENJA_11336	bflo_01872
AENJA_11338	bflo_05129
AENJA_11339	bflo_22635
AENJA_11342	bflo_06231
AENJA_11346	bflo_05696
AENJA_11357	bflo_07178
AENJA_11374	bflo_03095
AENJA_11377	bflo_06290
AENJA_11379	bflo_07557
AENJA_11385	bflo_01141
AENJA_11386	bflo_17447
AENJA_11388	bflo_11103
AENJA_11409	bflo_07345
AENJA_11412	bflo_08911
AENJA_11417	bflo_07346
AENJA_11419	bflo_13963
AENJA_11424	bflo_20458
AENJA_11433	bflo_26522
AENJA_11434	bflo_24473
AENJA_11435	bflo_08448
AENJA_11438	bflo_26339
AENJA_11444	bflo_07448
AENJA_11447	bflo_06643
AENJA_11448	bflo_05688
AENJA_11450	bflo_06831
AENJA_11455	bflo_14082
AENJA_11457	bflo_00241
AENJA_11459	bflo_00229
AENJA_11466	bflo_07992
AENJA_11469	bflo_24123
AENJA_11470	bflo_03586
AENJA_11495	bflo_13840
AENJA_11496	bflo_13479
AENJA_11498	bflo_12752
AENJA_11499	bflo_12722
AENJA_11512	bflo_23729
AENJA_11514	bflo_22973
AENJA_11517	bflo_23396
AENJA_11520	bflo_23074
AENJA_11555	bflo_20570
AENJA_11557	bflo_16716
AENJA_11558	bflo_15802
AENJA_11559	bflo_15961
AENJA_11562	bflo_13793
AENJA_11564	bflo_15812
AENJA_11569	bflo_16403
AENJA_11572	bflo_21447
AENJA_11580	bflo_02417
AENJA_11583	bflo_02508
AENJA_11584	bflo_03320
AENJA_11585	bflo_09429
AENJA_11592	bflo_06682
AENJA_11595	bflo_18763
AENJA_11619	bflo_20337
AENJA_11622	bflo_20780
AENJA_11623	bflo_20691
AENJA_11625	bflo_21111
AENJA_11631	bflo_12199
AENJA_11632	bflo_09722
AENJA_11662	bflo_14031
AENJA_11663	bflo_12728
AENJA_11664	bflo_13968
AENJA_11670	bflo_06533
AENJA_11671	bflo_06103
AENJA_11674	bflo_19459
AENJA_11677	bflo_18864
AENJA_11678	bflo_11497
AENJA_11688	bflo_10040
AENJA_11692	bflo_24327
AENJA_11693	bflo_18798
AENJA_11697	bflo_16542
AENJA_11700	bflo_14588
AENJA_11703	bflo_14641
AENJA_11704	bflo_09863
AENJA_11707	bflo_24365
AENJA_11708	bflo_14646
AENJA_11713	bflo_09498
AENJA_11715	bflo_10783
AENJA_11717	bflo_10680
AENJA_11718	bflo_10141
AENJA_11723	bflo_03555
AENJA_11724	bflo_08246
AENJA_11737	bflo_02320
AENJA_11741	bflo_03407
AENJA_11744	bflo_02379
AENJA_11752	bflo_27164
AENJA_11759	bflo_24460
AENJA_11761	bflo_06358
AENJA_11775	bflo_05473
AENJA_11779	bflo_06403
AENJA_11780	bflo_06400
AENJA_11785	bflo_01466
AENJA_11787	bflo_20819
AENJA_11789	bflo_08486
AENJA_11798	bflo_09936
AENJA_11808	bflo_19855
AENJA_11831	bflo_17400
AENJA_11832	bflo_17409
AENJA_11836	bflo_18745
AENJA_11849	bflo_03114
AENJA_11857	bflo_07517
AENJA_11858	bflo_07093
AENJA_11859	bflo_25599
AENJA_11860	bflo_13506
AENJA_11864	bflo_25553
AENJA_11868	bflo_23343
AENJA_11871	bflo_23328
AENJA_11895	bflo_23407
AENJA_11897	bflo_22970
AENJA_11901	bflo_23358
AENJA_11902	bflo_23454
AENJA_11906	bflo_22855
AENJA_11913	bflo_19994
AENJA_11917	bflo_20785
AENJA_11918	bflo_08241
AENJA_11923	bflo_21380
AENJA_11925	bflo_21654
AENJA_11927	bflo_21755
AENJA_11935	bflo_22184
AENJA_11939	bflo_10627
AENJA_11952	bflo_19175
AENJA_11953	bflo_18723
AENJA_11959	bflo_06683
AENJA_11962	bflo_06535
AENJA_11965	bflo_12019
AENJA_11975	bflo_19132
AENJA_11980	bflo_18536
AENJA_12039	bflo_02659
AENJA_12040	bflo_20586
AENJA_12042	bflo_02871
AENJA_12056	bflo_21958
AENJA_12058	bflo_03033
AENJA_12060	bflo_02543
AENJA_12065	bflo_02598
AENJA_12066	bflo_02594
AENJA_12067	bflo_19021
AENJA_12070	bflo_09515
AENJA_12071	bflo_08767
AENJA_12073	bflo_09230
AENJA_12074	bflo_09610
AENJA_12075	bflo_09450
AENJA_12079	bflo_09762
AENJA_12084	bflo_00282
AENJA_12096	bflo_08105
AENJA_12102	bflo_24031
AENJA_12104	bflo_07463
AENJA_12106	bflo_05815
AENJA_12107	bflo_18513
AENJA_12111	bflo_07018
AENJA_12113	bflo_00726
AENJA_12114	bflo_07000
AENJA_12119	bflo_20410
AENJA_12128	bflo_03746
AENJA_12135	bflo_25293
AENJA_12138	bflo_00536
AENJA_12139	bflo_18618
AENJA_12144	bflo_07056
AENJA_12147	bflo_15470
AENJA_12149	bflo_15451
AENJA_12157	bflo_07640
AENJA_12164	bflo_12475
AENJA_12166	bflo_11167
AENJA_12181	bflo_23925
AENJA_12182	bflo_23920
AENJA_12188	bflo_11629
AENJA_12189	bflo_11650
AENJA_12194	bflo_11656
AENJA_12198	bflo_20202
AENJA_12201	bflo_09269
AENJA_12203	bflo_23027
AENJA_12215	bflo_01881
AENJA_12223	bflo_03069
AENJA_12225	bflo_07471
AENJA_12227	bflo_08185
AENJA_12232	bflo_24306
AENJA_12235	bflo_19580
AENJA_12236	bflo_19444
AENJA_12280	bflo_19585
AENJA_12283	bflo_07783
AENJA_12290	bflo_22556
AENJA_12291	bflo_10166
AENJA_12296	bflo_09962
AENJA_12297	bflo_15422
AENJA_12299	bflo_25085
AENJA_12314	bflo_01503
AENJA_12318	bflo_01540
AENJA_12320	bflo_02036
AENJA_12321	bflo_01530
AENJA_12322	bflo_11500
AENJA_12327	bflo_01019
AENJA_12332	bflo_16521
AENJA_12333	bflo_15760
AENJA_12347	bflo_18797
AENJA_12348	bflo_22946
AENJA_12349	bflo_22746
AENJA_12351	bflo_23446
AENJA_12355	bflo_23907
AENJA_12364	bflo_10556
AENJA_12365	bflo_13350
AENJA_12366	bflo_13396
AENJA_12367	bflo_12935
AENJA_12368	bflo_10273
AENJA_12372	bflo_14977
AENJA_12374	bflo_13092
AENJA_12392	bflo_18186
AENJA_12399	bflo_04128
AENJA_12404	bflo_04745
AENJA_12408	bflo_02495
AENJA_12440	bflo_09790
AENJA_12441	bflo_08740
AENJA_12444	bflo_09227
AENJA_12451	bflo_04901
AENJA_12452	bflo_23198
AENJA_12457	bflo_22930
AENJA_12462	bflo_05876
AENJA_12472	bflo_03064
AENJA_12473	bflo_03306
AENJA_12474	bflo_27317
AENJA_12477	bflo_24813
AENJA_12486	bflo_05978
AENJA_12495	bflo_00687
AENJA_12498	bflo_12647
AENJA_12500	bflo_03876
AENJA_12509	bflo_03229
AENJA_12511	bflo_17850
AENJA_12535	bflo_09204
AENJA_12538	bflo_13346
AENJA_12555	bflo_01606
AENJA_12557	bflo_01085
AENJA_12558	bflo_04780
AENJA_12561	bflo_01588
AENJA_12567	bflo_14224
AENJA_12570	bflo_22092
AENJA_12573	bflo_22055
AENJA_12579	bflo_21861
AENJA_12596	bflo_12662
AENJA_12600	bflo_08537
AENJA_12602	bflo_07447
AENJA_12612	bflo_05792
AENJA_12646	bflo_07756
AENJA_12648	bflo_00978
AENJA_12653	bflo_01724
AENJA_12654	bflo_23661
AENJA_12664	bflo_25019
AENJA_12668	bflo_24212
AENJA_12673	bflo_12286
AENJA_12686	bflo_21015
AENJA_12705	bflo_17767
AENJA_12707	bflo_18215
AENJA_12710	bflo_05720
AENJA_12712	bflo_08792
AENJA_12715	bflo_00342
AENJA_12717	bflo_01608
AENJA_12723	bflo_11315
AENJA_12731	bflo_17649
AENJA_12732	bflo_09462
AENJA_12734	bflo_07339
AENJA_12739	bflo_09851
AENJA_12746	bflo_06552
AENJA_12752	bflo_25556
AENJA_12757	bflo_20236
AENJA_12783	bflo_19224
AENJA_12791	bflo_01082
AENJA_12798	bflo_01149
AENJA_12804	bflo_21644
AENJA_12814	bflo_19440
AENJA_12816	bflo_04770
AENJA_12818	bflo_22043
AENJA_12821	bflo_09439
AENJA_12839	bflo_21844
AENJA_12844	bflo_16863
AENJA_12852	bflo_03003
AENJA_12854	bflo_02112
AENJA_12856	bflo_25929
AENJA_12858	bflo_02959
AENJA_12859	bflo_02848
AENJA_12860	bflo_01609
AENJA_12889	bflo_03183
AENJA_12892	bflo_10718
AENJA_12895	bflo_20109
AENJA_12897	bflo_10719
AENJA_12898	bflo_06795
AENJA_12902	bflo_16313
AENJA_12912	bflo_11458
AENJA_12913	bflo_11454
AENJA_12914	bflo_11514
AENJA_12916	bflo_12455
AENJA_12918	bflo_11040
AENJA_12919	bflo_11039
AENJA_12923	bflo_08147
AENJA_12933	bflo_19264
AENJA_12934	bflo_19240
AENJA_12935	bflo_05223
AENJA_12936	bflo_19239
AENJA_12937	bflo_01733
AENJA_12940	bflo_01138
AENJA_12947	bflo_20104
AENJA_12957	bflo_10039
AENJA_12960	bflo_10522
AENJA_12963	bflo_10286
AENJA_12964	bflo_10285
AENJA_12969	bflo_08444
AENJA_12977	bflo_07971
AENJA_12987	bflo_21824
AENJA_12991	bflo_26458
AENJA_12998	bflo_20240
AENJA_12999	bflo_05806
AENJA_13001	bflo_03540
AENJA_13003	bflo_00420
AENJA_13009	bflo_06603
AENJA_13011	bflo_20544
AENJA_13015	bflo_13751
AENJA_13018	bflo_20450
AENJA_13019	bflo_24470
AENJA_13020	bflo_25343
AENJA_13022	bflo_25979
AENJA_13023	bflo_25623
AENJA_13024	bflo_25165
AENJA_13026	bflo_26290
AENJA_13027	bflo_25933
AENJA_13028	bflo_25980
AENJA_13038	bflo_07998
AENJA_13043	bflo_11564
AENJA_13044	bflo_06635
AENJA_13071	bflo_20159
AENJA_13074	bflo_24323
AENJA_13107	bflo_15507
AENJA_13113	bflo_24744
AENJA_13115	bflo_05009
AENJA_13117	bflo_11840
AENJA_13118	bflo_10880
AENJA_13122	bflo_11420
AENJA_13128	bflo_14484
AENJA_13131	bflo_14935
AENJA_13134	bflo_03475
AENJA_13141	bflo_18061
AENJA_13142	bflo_13940
AENJA_13147	bflo_15076
AENJA_13187	bflo_15838
AENJA_13188	bflo_06323
AENJA_13189	bflo_15746
AENJA_13190	bflo_15776
AENJA_13192	bflo_20075
AENJA_13193	bflo_20237
AENJA_13194	bflo_03868
AENJA_13196	bflo_21001
AENJA_13200	bflo_20275
AENJA_13202	bflo_04356
AENJA_13207	bflo_10127
AENJA_13208	bflo_09340
AENJA_13216	bflo_23296
AENJA_13222	bflo_23293
AENJA_13227	bflo_13106
AENJA_13230	bflo_00250
AENJA_13234	bflo_12562
AENJA_13235	bflo_09223
AENJA_13236	bflo_15702
AENJA_13238	bflo_12598
AENJA_13239	bflo_03373
AENJA_13252	bflo_18848
AENJA_13254	bflo_24047
AENJA_13263	bflo_13386
AENJA_13264	bflo_00878
AENJA_13284	bflo_15895
AENJA_13291	bflo_00243
AENJA_13297	bflo_00612
AENJA_13298	bflo_07993
AENJA_13300	bflo_26469
AENJA_13302	bflo_00700
AENJA_13335	bflo_19694
AENJA_13337	bflo_20708
AENJA_13338	bflo_24326
AENJA_13339	bflo_21002
AENJA_13348	bflo_13260
AENJA_13349	bflo_13387
AENJA_13351	bflo_12683
AENJA_13356	bflo_13946
AENJA_13359	bflo_06800
AENJA_13376	bflo_24985
AENJA_13410	bflo_16280
AENJA_13412	bflo_16365
AENJA_13414	bflo_20278
AENJA_13416	bflo_20186
AENJA_13417	bflo_20560
AENJA_13420	bflo_20413
AENJA_13421	bflo_20311
AENJA_13422	bflo_22376
AENJA_13446	bflo_21712
AENJA_13461	bflo_09552
AENJA_13466	bflo_11148
AENJA_13512	bflo_25239
AENJA_13514	bflo_20865
AENJA_13515	bflo_22693
AENJA_13517	bflo_26219
AENJA_13518	bflo_25237
AENJA_13519	bflo_07286
AENJA_13523	bflo_20107
AENJA_13525	bflo_20599
AENJA_13536	bflo_02350
AENJA_13549	bflo_23803
AENJA_13555	bflo_20409
AENJA_13557	bflo_24280
AENJA_13567	bflo_11452
AENJA_13576	bflo_11202
AENJA_13577	bflo_01437
AENJA_13578	bflo_07744
AENJA_13617	bflo_23302
AENJA_13618	bflo_23419
AENJA_13619	bflo_23458
AENJA_13621	bflo_12834
AENJA_13626	bflo_12995
AENJA_13627	bflo_13769
AENJA_13629	bflo_12682
AENJA_13634	bflo_01460
AENJA_13660	bflo_05671
AENJA_13668	bflo_24404
AENJA_13669	bflo_08018
AENJA_13670	bflo_24589
AENJA_13674	bflo_07642
AENJA_13677	bflo_07134
AENJA_13678	bflo_00774
AENJA_13681	bflo_15168
AENJA_13683	bflo_15145
AENJA_13687	bflo_14446
AENJA_13688	bflo_15254
AENJA_13692	bflo_26218
AENJA_13693	bflo_26224
AENJA_13695	bflo_08888
AENJA_13696	bflo_16811
AENJA_13697	bflo_25258
AENJA_13702	bflo_25439
AENJA_13712	bflo_12071
AENJA_13737	bflo_05586
AENJA_13741	bflo_13361
AENJA_13743	bflo_13959
AENJA_13751	bflo_23147
AENJA_13756	bflo_23390
AENJA_13757	bflo_23014
AENJA_13764	bflo_18671
AENJA_13776	bflo_08682
AENJA_13777	bflo_07007
AENJA_13779	bflo_08146
AENJA_13784	bflo_02502
AENJA_13787	bflo_02483
AENJA_13789	bflo_02614
AENJA_13792	bflo_03740
AENJA_13793	bflo_13485
AENJA_13798	bflo_08959
AENJA_13801	bflo_09706
AENJA_13806	bflo_15944
AENJA_13808	bflo_14725
AENJA_13814	bflo_23990
AENJA_13818	bflo_14225
AENJA_13821	bflo_15518
AENJA_13825	bflo_09572
AENJA_13836	bflo_08400
AENJA_13837	bflo_25728
AENJA_13840	bflo_25652
AENJA_13848	bflo_00287
AENJA_13858	bflo_24086
AENJA_13874	bflo_23846
AENJA_13875	bflo_22732
AENJA_13876	bflo_23150
AENJA_13879	bflo_23264
AENJA_13880	bflo_23295
AENJA_13894	bflo_14628
AENJA_13900	bflo_21810
AENJA_13904	bflo_12009
AENJA_13907	bflo_10097
AENJA_13908	bflo_08939
AENJA_13910	bflo_08967
AENJA_13911	bflo_08807
AENJA_13915	bflo_23105
AENJA_13916	bflo_23104
AENJA_13920	bflo_22698
AENJA_13921	bflo_22700
AENJA_13923	bflo_23257
AENJA_13924	bflo_16553
AENJA_13926	bflo_12618
AENJA_13927	bflo_12511
AENJA_13961	bflo_16288
AENJA_13992	bflo_14954
AENJA_13993	bflo_14240
AENJA_13996	bflo_26207
AENJA_14003	bflo_15472
AENJA_14004	bflo_23357
AENJA_14005	bflo_23810
AENJA_14006	bflo_23275
AENJA_14009	bflo_23274
AENJA_14010	bflo_23332
AENJA_14011	bflo_23359
AENJA_14017	bflo_19565
AENJA_14018	bflo_19636
AENJA_14019	bflo_19064
AENJA_14020	bflo_19268
AENJA_14021	bflo_19389
AENJA_14023	bflo_19247
AENJA_14039	bflo_11289
AENJA_14046	bflo_15546
AENJA_14054	bflo_18751
AENJA_14055	bflo_18969
AENJA_14056	bflo_19270
AENJA_14065	bflo_24842
AENJA_14066	bflo_25027
AENJA_14069	bflo_23982
AENJA_14073	bflo_04794
AENJA_14078	bflo_12913
AENJA_14087	bflo_17654
AENJA_14088	bflo_22793
AENJA_14091	bflo_21662
AENJA_14100	bflo_09704
AENJA_14113	bflo_02550
AENJA_14119	bflo_07837
AENJA_14130	bflo_21408
AENJA_14142	bflo_07606
AENJA_14146	bflo_08165
AENJA_14161	bflo_13165
AENJA_14164	bflo_14032
AENJA_14173	bflo_00253
AENJA_14197	bflo_04026
AENJA_14215	bflo_27514
AENJA_14222	bflo_09802
AENJA_14223	bflo_20568
AENJA_14225	bflo_24010
AENJA_14226	bflo_17262
AENJA_14231	bflo_07461
AENJA_14235	bflo_21913
AENJA_14238	bflo_21249
AENJA_14239	bflo_22433
AENJA_14240	bflo_22410
AENJA_14241	bflo_10106
AENJA_14256	bflo_18812
AENJA_14259	bflo_16602
AENJA_14260	bflo_03951
AENJA_14268	bflo_23645
AENJA_14287	bflo_23908
AENJA_14288	bflo_23004
AENJA_14290	bflo_22971
AENJA_14293	bflo_22965
AENJA_14294	bflo_23899
AENJA_14300	bflo_14176
AENJA_14309	bflo_13072
AENJA_14313	bflo_03435
AENJA_14330	bflo_14114
AENJA_14335	bflo_21639
AENJA_14351	bflo_25433
AENJA_14367	bflo_23791
AENJA_14369	bflo_24866
AENJA_14384	bflo_03286
AENJA_14387	bflo_03313
AENJA_14395	bflo_14612
AENJA_14397	bflo_15705
AENJA_14400	bflo_07174
AENJA_14410	bflo_00159
AENJA_14415	bflo_13152
AENJA_14420	bflo_20286
AENJA_14426	bflo_12008
AENJA_14430	bflo_09732
AENJA_14431	bflo_10034
AENJA_14433	bflo_10546
AENJA_14434	bflo_09789
AENJA_14436	bflo_11425
AENJA_14438	bflo_02753
AENJA_14439	bflo_09398
AENJA_14445	bflo_23773
AENJA_14446	bflo_09440
AENJA_14457	bflo_02446
AENJA_14458	bflo_13882
AENJA_14463	bflo_12982
AENJA_14469	bflo_12795
AENJA_14475	bflo_00314
AENJA_14495	bflo_25215
AENJA_14497	bflo_25644
AENJA_14498	bflo_25537
AENJA_14501	bflo_25704
AENJA_14503	bflo_25999
AENJA_14512	bflo_04203
AENJA_14515	bflo_18082
AENJA_14523	bflo_21680
AENJA_14528	bflo_00380
AENJA_14535	bflo_06681
AENJA_14546	bflo_15260
AENJA_14547	bflo_14936
AENJA_14548	bflo_21739
AENJA_14551	bflo_21845
AENJA_14552	bflo_21617
AENJA_14564	bflo_17640
AENJA_14571	bflo_07231
AENJA_14580	bflo_11133
AENJA_14581	bflo_11587
AENJA_14582	bflo_11484
AENJA_14584	bflo_11106
AENJA_14601	bflo_19108
AENJA_14604	bflo_01426
AENJA_14606	bflo_18754
AENJA_14607	bflo_18866
AENJA_14611	bflo_00341
AENJA_14630	bflo_23479
AENJA_14633	bflo_18627
AENJA_14634	bflo_18552
AENJA_14635	bflo_04961
AENJA_14636	bflo_19951
AENJA_14637	bflo_19140
AENJA_14641	bflo_11047
AENJA_14642	bflo_11048
AENJA_14648	bflo_23426
AENJA_14663	bflo_23392
AENJA_14678	bflo_01211
AENJA_14679	bflo_05853
AENJA_14680	bflo_26192
AENJA_14685	bflo_26211
AENJA_14692	bflo_20839
AENJA_14694	bflo_18533
AENJA_14695	bflo_19402
AENJA_14697	bflo_19350
AENJA_14698	bflo_19675
AENJA_14700	bflo_19387
AENJA_14706	bflo_25460
AENJA_14707	bflo_25174
AENJA_14708	bflo_25297
AENJA_14711	bflo_25160
AENJA_14714	bflo_08221
AENJA_14730	bflo_10945
AENJA_14735	bflo_01925
AENJA_14738	bflo_08131
AENJA_14739	bflo_10614
AENJA_14740	bflo_08084
AENJA_14743	bflo_10011
AENJA_14745	bflo_10174
AENJA_14750	bflo_06988
AENJA_14755	bflo_25194
AENJA_14766	bflo_24315
AENJA_14779	bflo_15916
AENJA_14782	bflo_15795
AENJA_14783	bflo_15554
AENJA_14784	bflo_16446
AENJA_14785	bflo_15631
AENJA_14786	bflo_17070
AENJA_14790	bflo_25081
AENJA_14793	bflo_24910
AENJA_14796	bflo_24402
AENJA_14797	bflo_23949
AENJA_14805	bflo_00581
AENJA_14806	bflo_07368
AENJA_14807	bflo_08451
AENJA_14819	bflo_10400
AENJA_14823	bflo_06809
AENJA_14825	bflo_03899
AENJA_14835	bflo_17017
AENJA_14839	bflo_05326
AENJA_14863	bflo_07940
AENJA_14867	bflo_25283
AENJA_14868	bflo_17468
AENJA_14869	bflo_17705
AENJA_14875	bflo_18650
AENJA_14876	bflo_27301
AENJA_14877	bflo_19557
AENJA_14878	bflo_19379
AENJA_14879	bflo_18555
AENJA_14880	bflo_18694
AENJA_14884	bflo_13881
AENJA_14902	bflo_25314
AENJA_14905	bflo_24700
AENJA_14911	bflo_16223
AENJA_14913	bflo_19403
AENJA_14919	bflo_19415
AENJA_14929	bflo_14440
AENJA_14933	bflo_11394
AENJA_14934	bflo_16047
AENJA_14938	bflo_21623
AENJA_14940	bflo_15966
AENJA_14942	bflo_16105
AENJA_14949	bflo_02913
AENJA_14971	bflo_07582
AENJA_14986	bflo_21296
AENJA_14989	bflo_22453
AENJA_14990	bflo_22502
AENJA_15025	bflo_11319
AENJA_15028	bflo_02405
AENJA_15031	bflo_02443
AENJA_15049	bflo_23717
AENJA_15057	bflo_19549
AENJA_15082	bflo_16517
AENJA_15085	bflo_10629
AENJA_15090	bflo_10792
AENJA_15092	bflo_00645
AENJA_15096	bflo_08386
AENJA_15107	bflo_09805
AENJA_15108	bflo_09831
AENJA_15111	bflo_09231
AENJA_15130	bflo_20536
AENJA_15131	bflo_05239
AENJA_15132	bflo_12757
AENJA_15154	bflo_18075
AENJA_15158	bflo_07688
AENJA_15162	bflo_18178
AENJA_15163	bflo_10334
AENJA_15168	bflo_08908
AENJA_15171	bflo_14331
AENJA_15173	bflo_00258
AENJA_15177	bflo_04698
AENJA_15201	bflo_03093
