Orthogroup	ORYLA	CAEEL
OG0002982	ORYLA05260	CAEEL01855
OG0002985	ORYLA16699, ORYLA00625	CAEEL08353
OG0002986	ORYLA15829, ORYLA13959, ORYLA20331	CAEEL10835
OG0002987	ORYLA15486, ORYLA01526	CAEEL17800, CAEEL18018
OG0002990	ORYLA04627	CAEEL08773
OG0002991	ORYLA04672	CAEEL09004
OG0002996	ORYLA15037, ORYLA15923, ORYLA14260	CAEEL10716
OG0003001	ORYLA09162, ORYLA09863, ORYLA06603	CAEEL10876
OG0003003	ORYLA19741, ORYLA02206, ORYLA11693	CAEEL14387
OG0003004	ORYLA10597, ORYLA03379	CAEEL15423
OG0003005	ORYLA05246	CAEEL16758
OG0003006	ORYLA16962	CAEEL10145
OG0003008	ORYLA06672, ORYLA13325	CAEEL20335
OG0003012	ORYLA13725, ORYLA14487	CAEEL05983
OG0003014	ORYLA11816, ORYLA12535	CAEEL14320, CAEEL13006, CAEEL13007, CAEEL15758, CAEEL17062, CAEEL16651, CAEEL19058, CAEEL15767
OG0003016	ORYLA00344, ORYLA19566	CAEEL09225
OG0003017	ORYLA05397, ORYLA19080	CAEEL07049, CAEEL16441
OG0003018	ORYLA04241, ORYLA03378	CAEEL08487
OG0003019	ORYLA11447	CAEEL04592
OG0003024	ORYLA12540	CAEEL13204, CAEEL13203
OG0003025	ORYLA16836, ORYLA06771	CAEEL08836
OG0003026	ORYLA00734	CAEEL10688, CAEEL12186
OG0003027	ORYLA17665, ORYLA15116	CAEEL06663
OG0003028	ORYLA02137	CAEEL02985
OG0003029	ORYLA02221, ORYLA15312	CAEEL01558
OG0003030	ORYLA12869, ORYLA12868, ORYLA00872, ORYLA16608	CAEEL11859
OG0003031	ORYLA16489, ORYLA08839	CAEEL06431
OG0003033	ORYLA09580	CAEEL00703
OG0003035	ORYLA12815, ORYLA17690	CAEEL02722
OG0003036	ORYLA06888, ORYLA13097	CAEEL01143
OG0003038	ORYLA03300, ORYLA05385	CAEEL20474
OG0003040	ORYLA07281, ORYLA07280	CAEEL02041
OG0003042	ORYLA09859	CAEEL04188
OG0003043	ORYLA13460	CAEEL07390
OG0003044	ORYLA04573	CAEEL07715
OG0003046	ORYLA15260, ORYLA06310	CAEEL04364
OG0003049	ORYLA17432, ORYLA12852, ORYLA06667	CAEEL04812
OG0003050	ORYLA00454, ORYLA19968	CAEEL15836
OG0003054	ORYLA12266, ORYLA09573	CAEEL04777
OG0003055	ORYLA07154, ORYLA12922, ORYLA13644	CAEEL14225
OG0003059	ORYLA00217, ORYLA04759	CAEEL09323
OG0003060	ORYLA16613, ORYLA06282, ORYLA13094	CAEEL07468, CAEEL11354
OG0003061	ORYLA04715, ORYLA00772, ORYLA10167, ORYLA11382	CAEEL14261
OG0003062	ORYLA06980, ORYLA15949, ORYLA12667	CAEEL00660
OG0003063	ORYLA10950	CAEEL03076
OG0003064	ORYLA13156	CAEEL02598
OG0003065	ORYLA05920, ORYLA02018	CAEEL18732
OG0003066	ORYLA15142, ORYLA14035, ORYLA11126	CAEEL05161
OG0003072	ORYLA13683, ORYLA10914	CAEEL04836
OG0003073	ORYLA14154	CAEEL14099
OG0003079	ORYLA14096, ORYLA06851, ORYLA13613	CAEEL00217
OG0003086	ORYLA13810	CAEEL18437
OG0003086	ORYLA08071	CAEEL13186, CAEEL17050, CAEEL13185, CAEEL13183
OG0003104	ORYLA02871, ORYLA13475	CAEEL07227
OG0003106	ORYLA14898	CAEEL16128
OG0003107	ORYLA15014, ORYLA12389	CAEEL20421, CAEEL01359
OG0003108	ORYLA11282, ORYLA15369	CAEEL04120
OG0003110	ORYLA09478	CAEEL17888
OG0003111	ORYLA00857	CAEEL01566
OG0003112	ORYLA05183	CAEEL12136
OG0003113	ORYLA10064, ORYLA10065	CAEEL16673, CAEEL01071
OG0003114	ORYLA07363	CAEEL15726
OG0003115	ORYLA06857, ORYLA17487	CAEEL00022
OG0003116	ORYLA20434	CAEEL07734
OG0003118	ORYLA16184, ORYLA10022, ORYLA08702	CAEEL08193, CAEEL08192
OG0003119	ORYLA04168, ORYLA20444	CAEEL16382
OG0003121	ORYLA14892, ORYLA13008	CAEEL00414
OG0003124	ORYLA02774	CAEEL07676
OG0003126	ORYLA02613	CAEEL04789, CAEEL04979
OG0003128	ORYLA00377	CAEEL04713
OG0003129	ORYLA15338	CAEEL06414, CAEEL06415
OG0003130	ORYLA03739	CAEEL08052
OG0003132	ORYLA02170	CAEEL15119
OG0003135	ORYLA03082	CAEEL06638
OG0003136	ORYLA03448, ORYLA10254	CAEEL10810
OG0003141	ORYLA20129, ORYLA01871, ORYLA05831	CAEEL03719, CAEEL03720
OG0003142	ORYLA17712	CAEEL00482
OG0003143	ORYLA18757	CAEEL11409
OG0003144	ORYLA12539, ORYLA04082	CAEEL01625
OG0003145	ORYLA13404, ORYLA06360	CAEEL05190
OG0003146	ORYLA11707	CAEEL20170
OG0003147	ORYLA20499	CAEEL17136, CAEEL18421
OG0003148	ORYLA11751, ORYLA05438, ORYLA19776	CAEEL16560
OG0003149	ORYLA05759	CAEEL12742, CAEEL12743, CAEEL10324, CAEEL03531, CAEEL03530
OG0003150	ORYLA01440, ORYLA09448	CAEEL11024
OG0003151	ORYLA09212, ORYLA15558, ORYLA14255	CAEEL04570, CAEEL14681, CAEEL04711
OG0003153	ORYLA18339	CAEEL07561
OG0003154	ORYLA06654	CAEEL15184
OG0003157	ORYLA04495	CAEEL07518, CAEEL07519
OG0003158	ORYLA08610, ORYLA09460, ORYLA08913	CAEEL08310
OG0003160	ORYLA05070, ORYLA19915	CAEEL18381, CAEEL02061
OG0003161	ORYLA18915, ORYLA10523, ORYLA18916	CAEEL15582, CAEEL20219
OG0003164	ORYLA20487, ORYLA00816	CAEEL08130
OG0003169	ORYLA09698	CAEEL11868
OG0003172	ORYLA09854	CAEEL06299
OG0003174	ORYLA20481	CAEEL11561
OG0003176	ORYLA12690	CAEEL02038
OG0003178	ORYLA03270	CAEEL14891
OG0003179	ORYLA00445	CAEEL12173
OG0003181	ORYLA00243	CAEEL11684
OG0003182	ORYLA06751	CAEEL01167
OG0003184	ORYLA01211, ORYLA07345	CAEEL10967
OG0003185	ORYLA12363, ORYLA15072	CAEEL04813
OG0003187	ORYLA12776	CAEEL16181
OG0003189	ORYLA04108	CAEEL04624
OG0003191	ORYLA18538, ORYLA15754	CAEEL09839
OG0003193	ORYLA12245, ORYLA09712	CAEEL17615
OG0003197	ORYLA18639	CAEEL11467
OG0003199	ORYLA15973, ORYLA15714	CAEEL11688
OG0003202	ORYLA02354	CAEEL12123
OG0003203	ORYLA02126, ORYLA16448	CAEEL08247
OG0003206	ORYLA16318	CAEEL08436
OG0003207	ORYLA14484, ORYLA19094	CAEEL11116
OG0003210	ORYLA02461, ORYLA06655	CAEEL11876
OG0003212	ORYLA15489, ORYLA10940	CAEEL11323
OG0003214	ORYLA09799	CAEEL08551
OG0003215	ORYLA00108, ORYLA19619	CAEEL02895
OG0003217	ORYLA13146, ORYLA02509	CAEEL06035, CAEEL06032
OG0003218	ORYLA19022	CAEEL08847
OG0003219	ORYLA07225, ORYLA00485	CAEEL16215
OG0003221	ORYLA02164, ORYLA02047	CAEEL20740, CAEEL00629, CAEEL00088
OG0003222	ORYLA15011, ORYLA12395, ORYLA09003	CAEEL00115
OG0003223	ORYLA15511	CAEEL00485
OG0003224	ORYLA08420	CAEEL05675
OG0003225	ORYLA19236, ORYLA19235	CAEEL04615, CAEEL20133
OG0003226	ORYLA12048	CAEEL04904, CAEEL04903
OG0003228	ORYLA10708	CAEEL14683
OG0003229	ORYLA07923, ORYLA01487	CAEEL10166
OG0003230	ORYLA08114	CAEEL06311
OG0003231	ORYLA20228	CAEEL02077
OG0003232	ORYLA10450, ORYLA04810, ORYLA19700, ORYLA04347, ORYLA01070	CAEEL04540
OG0003235	ORYLA20268	CAEEL11765
OG0003236	ORYLA16788	CAEEL15067
OG0003251	ORYLA05486, ORYLA12659	CAEEL01743
OG0003252	ORYLA11431, ORYLA10758	CAEEL19657
OG0003254	ORYLA01055	CAEEL15715
OG0003255	ORYLA01639	CAEEL01327
OG0003257	ORYLA11994, ORYLA10700	CAEEL04888
OG0003258	ORYLA13111	CAEEL04539
OG0003259	ORYLA17769	CAEEL11844
OG0003263	ORYLA05786	CAEEL12235
OG0003266	ORYLA03848, ORYLA04542	CAEEL05061
OG0003267	ORYLA17915, ORYLA19756	CAEEL11406
OG0003268	ORYLA01958, ORYLA01959	CAEEL00711
OG0003269	ORYLA07800, ORYLA16726	CAEEL07652, CAEEL20534, CAEEL06740, CAEEL19993
OG0003270	ORYLA14592	CAEEL17531, CAEEL17532, CAEEL07171
OG0003273	ORYLA04340	CAEEL08538
OG0003275	ORYLA09029, ORYLA13943	CAEEL01894
OG0003276	ORYLA07362, ORYLA10391, ORYLA00852, ORYLA11438	CAEEL05343
OG0003277	ORYLA20336, ORYLA15828, ORYLA13998	CAEEL10684
OG0003279	ORYLA01238	CAEEL09246
OG0003280	ORYLA05574	CAEEL20448
OG0003283	ORYLA19093	CAEEL10540
OG0003284	ORYLA18705	CAEEL20144
OG0003286	ORYLA16774	CAEEL11061
OG0003287	ORYLA15508, ORYLA11362	CAEEL09759
OG0003288	ORYLA04254	CAEEL07836
OG0003289	ORYLA09052, ORYLA09053, ORYLA15034, ORYLA12726	CAEEL00474
OG0003291	ORYLA04004	CAEEL07282
OG0003293	ORYLA14350	CAEEL09078
OG0003296	ORYLA18095, ORYLA02301	CAEEL07972
OG0003297	ORYLA16817	CAEEL06799, CAEEL06798, CAEEL02997
OG0003298	ORYLA01355	CAEEL00404
OG0003301	ORYLA12501	CAEEL11183
OG0003303	ORYLA13616	CAEEL08080
OG0003305	ORYLA02939, ORYLA18010	CAEEL04396
OG0003306	ORYLA15915	CAEEL11131
OG0003307	ORYLA00404, ORYLA01512	CAEEL09527
OG0003309	ORYLA09280, ORYLA20068, ORYLA08534	CAEEL07134
OG0003311	ORYLA01367, ORYLA08826, ORYLA06226	CAEEL06729
OG0003316	ORYLA06489	CAEEL06426
OG0003317	ORYLA00142	CAEEL11191
OG0003318	ORYLA14596, ORYLA15728	CAEEL00777
OG0003320	ORYLA17866	CAEEL05307
OG0003323	ORYLA02747	CAEEL08557, CAEEL08556
OG0003325	ORYLA08076, ORYLA04984	CAEEL11598
OG0003327	ORYLA02456, ORYLA06278	CAEEL15863
OG0003329	ORYLA17667, ORYLA02366	CAEEL02070
OG0003330	ORYLA14948	CAEEL02745
OG0003331	ORYLA03745	CAEEL07758
OG0003332	ORYLA06788, ORYLA02078	CAEEL15994, CAEEL15100
OG0003333	ORYLA19135	CAEEL05869
OG0003335	ORYLA10536	CAEEL06219
OG0003336	ORYLA13585, ORYLA16595, ORYLA17841	CAEEL18158
OG0003337	ORYLA20124	CAEEL05608
OG0003340	ORYLA05123, ORYLA01941	CAEEL05767
OG0003341	ORYLA00218	CAEEL15411
OG0003343	ORYLA03249	CAEEL02966
OG0003344	ORYLA11978	CAEEL04271
OG0003348	ORYLA07117, ORYLA09434	CAEEL00995
OG0003349	ORYLA00427, ORYLA04988, ORYLA08086	CAEEL11343
OG0003350	ORYLA09368, ORYLA09369, ORYLA06960, ORYLA03492, ORYLA01457	CAEEL18859
OG0003354	ORYLA19460, ORYLA19459, ORYLA00204	CAEEL07057
OG0003356	ORYLA00555, ORYLA16745	CAEEL05068
OG0003357	ORYLA01325	CAEEL05202
OG0003358	ORYLA14258	CAEEL15398
OG0003359	ORYLA11531	CAEEL08412
OG0003360	ORYLA10113	CAEEL09119
OG0003361	ORYLA10105, ORYLA03006	CAEEL15297, CAEEL13464, CAEEL07044
OG0003364	ORYLA14543, ORYLA16352	CAEEL06262
OG0003366	ORYLA19482	CAEEL13316, CAEEL13290
OG0003368	ORYLA01157	CAEEL04652
OG0003369	ORYLA17954, ORYLA05099	CAEEL11911
OG0003370	ORYLA02169, ORYLA05635	CAEEL19630, CAEEL09274
OG0003372	ORYLA13263, ORYLA19929	CAEEL04956
OG0003374	ORYLA05369	CAEEL09698
OG0003375	ORYLA17409	CAEEL04860
OG0003377	ORYLA12102	CAEEL19646
OG0003378	ORYLA16361, ORYLA12071	CAEEL04638
OG0003380	ORYLA02294, ORYLA17353	CAEEL07698, CAEEL08643
OG0003384	ORYLA00693, ORYLA05038, ORYLA17993, ORYLA17992, ORYLA14121	CAEEL12353
OG0003386	ORYLA06516, ORYLA12917	CAEEL04616
OG0003387	ORYLA16634	CAEEL12649, CAEEL12648
OG0003392	ORYLA00140, ORYLA00535	CAEEL18713
OG0003394	ORYLA09650	CAEEL09212
OG0003401	ORYLA18469	CAEEL18173, CAEEL19529
OG0003402	ORYLA00699, ORYLA16718, ORYLA16656, ORYLA08313	CAEEL10926
OG0003419	ORYLA07674	CAEEL20583, CAEEL07865
OG0003421	ORYLA20432	CAEEL18393
OG0003425	ORYLA19551, ORYLA19552	CAEEL12188
OG0003426	ORYLA01060	CAEEL06462
OG0003429	ORYLA15696	CAEEL00390
OG0003430	ORYLA04134, ORYLA05926	CAEEL05290
OG0003433	ORYLA04481	CAEEL17744
OG0003434	ORYLA08873	CAEEL08434
OG0003435	ORYLA11612, ORYLA10262	CAEEL04157
OG0003443	ORYLA08295, ORYLA10121	CAEEL18884
OG0003444	ORYLA12477, ORYLA15139	CAEEL04842
OG0003448	ORYLA06020, ORYLA12750	CAEEL01220
OG0003450	ORYLA06472	CAEEL06420
OG0003451	ORYLA09529	CAEEL02776, CAEEL02805
OG0003452	ORYLA05284	CAEEL02730
OG0003454	ORYLA16419, ORYLA05702, ORYLA07880	CAEEL07771
OG0003455	ORYLA15928	CAEEL01134
OG0003456	ORYLA16281	CAEEL00212, CAEEL00213
OG0003457	ORYLA07032, ORYLA10641	CAEEL19244
OG0003459	ORYLA04696, ORYLA10058	CAEEL16050
OG0003462	ORYLA16610	CAEEL11837
OG0003463	ORYLA18517, ORYLA11792, ORYLA03505	CAEEL07464
OG0003464	ORYLA07795	CAEEL15673
OG0003465	ORYLA17241	CAEEL00222
OG0003466	ORYLA08173, ORYLA02600, ORYLA01193	CAEEL06482
OG0003467	ORYLA02217	CAEEL09664
OG0003469	ORYLA15259	CAEEL09108
OG0003472	ORYLA09943	CAEEL07680, CAEEL07681
OG0003474	ORYLA11709	CAEEL03909, CAEEL19331
OG0003475	ORYLA09037	CAEEL01731
OG0003477	ORYLA05136	CAEEL02502
OG0003478	ORYLA10473	CAEEL00398, CAEEL07105, CAEEL19934
OG0003479	ORYLA19858, ORYLA19857, ORYLA19376, ORYLA14248	CAEEL12384
OG0003484	ORYLA02978, ORYLA12427	CAEEL02712
OG0003486	ORYLA11922	CAEEL04926
OG0003487	ORYLA01531	CAEEL02123
OG0003489	ORYLA10608, ORYLA05128	CAEEL00223
OG0003491	ORYLA01435, ORYLA03786, ORYLA08768	CAEEL18627, CAEEL05479
OG0003496	ORYLA03579	CAEEL01506
OG0003498	ORYLA00351	CAEEL16452
OG0003500	ORYLA11323	CAEEL01330
OG0003501	ORYLA13017	CAEEL00307, CAEEL19975, CAEEL19935, CAEEL19957, CAEEL20040, CAEEL18302
OG0003502	ORYLA03987	CAEEL02400, CAEEL02281
OG0003503	ORYLA08311	CAEEL04457, CAEEL04454
OG0003505	ORYLA15188	CAEEL07950
OG0003506	ORYLA03663, ORYLA07315	CAEEL05248
OG0003507	ORYLA13206, ORYLA13567	CAEEL05679
OG0003508	ORYLA09159, ORYLA06715, ORYLA09838	CAEEL17418
OG0003509	ORYLA07419	CAEEL04891
OG0003510	ORYLA05653, ORYLA02192, ORYLA12402	CAEEL01116
OG0003511	ORYLA17668	CAEEL08351
OG0003513	ORYLA19681, ORYLA05692	CAEEL07182
OG0003514	ORYLA14323, ORYLA13834, ORYLA20337	CAEEL12733, CAEEL12734
OG0003515	ORYLA00165	CAEEL06636
OG0003517	ORYLA14850, ORYLA11261	CAEEL05196
OG0003518	ORYLA02219	CAEEL01719
OG0003519	ORYLA06032	CAEEL07239
OG0003522	ORYLA11321, ORYLA10376	CAEEL06276
OG0003523	ORYLA06822	CAEEL18694
OG0003524	ORYLA14492	CAEEL04264, CAEEL04265
OG0003526	ORYLA05238, ORYLA00105, ORYLA08676	CAEEL16001
OG0003528	ORYLA09598	CAEEL00365
OG0003530	ORYLA08384, ORYLA09655	CAEEL19423
OG0003531	ORYLA10765, ORYLA01076	CAEEL15168, CAEEL18062
OG0003532	ORYLA09550	CAEEL05027
OG0003538	ORYLA04723	CAEEL11099
OG0003539	ORYLA00317	CAEEL05895
OG0003541	ORYLA12459	CAEEL01632
OG0003542	ORYLA08039, ORYLA08040	CAEEL01115
OG0003543	ORYLA17038, ORYLA06025	CAEEL08637
OG0003544	ORYLA05956	CAEEL06236, CAEEL08896
OG0003545	ORYLA16290, ORYLA00780, ORYLA16888	CAEEL12984
OG0003548	ORYLA07339, ORYLA19601	CAEEL19888
OG0003550	ORYLA06826, ORYLA09869	CAEEL06728
OG0003551	ORYLA17122, ORYLA02512, ORYLA02511	CAEEL05919
OG0003552	ORYLA06559, ORYLA12973	CAEEL18151
OG0003554	ORYLA02272, ORYLA04649	CAEEL05099
OG0003556	ORYLA11308, ORYLA15858, ORYLA16060	CAEEL11919
OG0003561	ORYLA11603, ORYLA09116	CAEEL01643
OG0003562	ORYLA16057, ORYLA05508	CAEEL19208, CAEEL04183
OG0003563	ORYLA08166	CAEEL07782
OG0003564	ORYLA02602, ORYLA17999, ORYLA01509	CAEEL18104
OG0003566	ORYLA12377	CAEEL04245
OG0003567	ORYLA16922	CAEEL15549
OG0003569	ORYLA14706, ORYLA13674	CAEEL10722
OG0003570	ORYLA06235, ORYLA06236	CAEEL08761
OG0003571	ORYLA05684, ORYLA15032	CAEEL00659
OG0003573	ORYLA18884	CAEEL10174, CAEEL18886
OG0003577	ORYLA05673	CAEEL07169
OG0003578	ORYLA19177	CAEEL08037
OG0003579	ORYLA07706	CAEEL10103
OG0003581	ORYLA04075	CAEEL04793, CAEEL19859, CAEEL09422
OG0003582	ORYLA13955	CAEEL10165, CAEEL10958
OG0003585	ORYLA11777, ORYLA05515, ORYLA06296, ORYLA15519, ORYLA16072	CAEEL19947
OG0003587	ORYLA19429	CAEEL01025
OG0003598	ORYLA13193, ORYLA02886	CAEEL20069
OG0003599	ORYLA07506	CAEEL01022
OG0003604	ORYLA03970, ORYLA03472, ORYLA14112, ORYLA17897	CAEEL08873
OG0003607	ORYLA08341	CAEEL05764
OG0003611	ORYLA01222	CAEEL15351
OG0003612	ORYLA05697	CAEEL12107
OG0003613	ORYLA14322, ORYLA13861	CAEEL10330
OG0003615	ORYLA07166	CAEEL04572
OG0003617	ORYLA20096	CAEEL08768, CAEEL00622
OG0003618	ORYLA09085	CAEEL10379
OG0003619	ORYLA00995	CAEEL19948, CAEEL09130
OG0003620	ORYLA16131	CAEEL05074
OG0003621	ORYLA04086	CAEEL18738
OG0003623	ORYLA05862	CAEEL11847
OG0003624	ORYLA13908	CAEEL11456
OG0003626	ORYLA06029	CAEEL01251
OG0003629	ORYLA03343	CAEEL18064
OG0003630	ORYLA07936	CAEEL01945
OG0003632	ORYLA14509, ORYLA20230, ORYLA20231, ORYLA20232, ORYLA08834	CAEEL04287
OG0003638	ORYLA11662	CAEEL14206
OG0003640	ORYLA16900, ORYLA07985, ORYLA08704	CAEEL01151
OG0003641	ORYLA05514, ORYLA13948, ORYLA15562	CAEEL02290
OG0003644	ORYLA19217, ORYLA19218	CAEEL07060
OG0003645	ORYLA17019, ORYLA16769	CAEEL08952
OG0003646	ORYLA12425	CAEEL04268
OG0003647	ORYLA18090, ORYLA02365	CAEEL08061
OG0003649	ORYLA12909	CAEEL02106
OG0003650	ORYLA14386	CAEEL01596
OG0003652	ORYLA04563, ORYLA03095	CAEEL00198, CAEEL00197
OG0003655	ORYLA11608, ORYLA09516	CAEEL01543
OG0003656	ORYLA12194, ORYLA06060	CAEEL00717
OG0003657	ORYLA04683, ORYLA09891	CAEEL18724
OG0003658	ORYLA05614, ORYLA01831	CAEEL17892
OG0003659	ORYLA19260, ORYLA13374	CAEEL00820
OG0003660	ORYLA04982, ORYLA08074	CAEEL11348
OG0003661	ORYLA13934	CAEEL11758
OG0003664	ORYLA16286	CAEEL10164
OG0003667	ORYLA03973, ORYLA03463, ORYLA17623	CAEEL14775
OG0003668	ORYLA12159	CAEEL09161, CAEEL09163
OG0003669	ORYLA00310	CAEEL08786, CAEEL08784
OG0003672	ORYLA07781	CAEEL12653
OG0003676	ORYLA18000	CAEEL00672
OG0003677	ORYLA09433, ORYLA09215, ORYLA16425	CAEEL08632
OG0003678	ORYLA19111, ORYLA18850	CAEEL03764
OG0003679	ORYLA09435, ORYLA09221	CAEEL14380
OG0003680	ORYLA09399	CAEEL10627
OG0003681	ORYLA15043, ORYLA12095	CAEEL03276
OG0003686	ORYLA15174, ORYLA15175	CAEEL01983
OG0003688	ORYLA15391	CAEEL03025
OG0003689	ORYLA00037	CAEEL07514
OG0003690	ORYLA10151	CAEEL08798
OG0003692	ORYLA17765, ORYLA17766	CAEEL09322
OG0003693	ORYLA11068, ORYLA15548	CAEEL09517
OG0003694	ORYLA05766	CAEEL08779
OG0003695	ORYLA18026, ORYLA02559, ORYLA06632, ORYLA13445	CAEEL18980
OG0003696	ORYLA14696	CAEEL15341
OG0003697	ORYLA16755, ORYLA18863	CAEEL07546
OG0003698	ORYLA05043, ORYLA17728	CAEEL05872
OG0003700	ORYLA00145, ORYLA16899	CAEEL08489
OG0003701	ORYLA09740	CAEEL04838
OG0003702	ORYLA04776, ORYLA10080	CAEEL19917
OG0003704	ORYLA00715, ORYLA06286	CAEEL02747
OG0003708	ORYLA10235	CAEEL02697, CAEEL19979
OG0003710	ORYLA04163, ORYLA08822	CAEEL05057
OG0003712	ORYLA16996, ORYLA19025	CAEEL12274
OG0003716	ORYLA13136	CAEEL00239
OG0003718	ORYLA08634	CAEEL00456
OG0003719	ORYLA05761	CAEEL01088
OG0003721	ORYLA10476, ORYLA01061	CAEEL19092
OG0003724	ORYLA20221	CAEEL04996
OG0003725	ORYLA13642, ORYLA17118	CAEEL04639
OG0003727	ORYLA01928, ORYLA05903	CAEEL20128
OG0003729	ORYLA08395	CAEEL01397
OG0003731	ORYLA00028	CAEEL14842
OG0003732	ORYLA09566	CAEEL10948
OG0003733	ORYLA07355	CAEEL05542
OG0003734	ORYLA02449	CAEEL18003
OG0003735	ORYLA18227	CAEEL04830, CAEEL04829
OG0003736	ORYLA15256	CAEEL10845
OG0003737	ORYLA18023, ORYLA13650	CAEEL18594, CAEEL11885, CAEEL18366
OG0003739	ORYLA10021	CAEEL06789
OG0003740	ORYLA14622	CAEEL07837
OG0003741	ORYLA06173	CAEEL07870
OG0003743	ORYLA02655, ORYLA17586	CAEEL12238
OG0003745	ORYLA17929	CAEEL16018, CAEEL17606
OG0003746	ORYLA20093, ORYLA08232, ORYLA19466, ORYLA02028	CAEEL07398
OG0003748	ORYLA14739, ORYLA10883, ORYLA16014, ORYLA16016, ORYLA16015	CAEEL00242
OG0003749	ORYLA15075, ORYLA11168	CAEEL20507
OG0003750	ORYLA15854	CAEEL05076
OG0003752	ORYLA20457, ORYLA20456, ORYLA14921	CAEEL04520
OG0003753	ORYLA16886, ORYLA16887	CAEEL18657
OG0003754	ORYLA14867	CAEEL19668, CAEEL05669
OG0003755	ORYLA03647, ORYLA04416	CAEEL09173
OG0003756	ORYLA15160	CAEEL01606
OG0003758	ORYLA15779	CAEEL05748
OG0003759	ORYLA16410, ORYLA01905, ORYLA01906	CAEEL09625
OG0003761	ORYLA14667, ORYLA19588	CAEEL19863
OG0003763	ORYLA04822	CAEEL02008, CAEEL02007, CAEEL02011
OG0003764	ORYLA16406	CAEEL15954
OG0003766	ORYLA14216	CAEEL13937, CAEEL13938, CAEEL18113, CAEEL04435, CAEEL04439
OG0003767	ORYLA05360	CAEEL07794
OG0003768	ORYLA11127	CAEEL07458
OG0003771	ORYLA19264, ORYLA17030	CAEEL18560, CAEEL05367
OG0003776	ORYLA18575	CAEEL14271
OG0003778	ORYLA11149, ORYLA15322	CAEEL10576
OG0003779	ORYLA16409	CAEEL12785
OG0003780	ORYLA13130, ORYLA07555, ORYLA09643	CAEEL20711
OG0003795	ORYLA20210	CAEEL09855
OG0003798	ORYLA19738, ORYLA13919	CAEEL11938
OG0003803	ORYLA02753, ORYLA02752, ORYLA12969	CAEEL19629
OG0003806	ORYLA16763	CAEEL10842
OG0003807	ORYLA00781	CAEEL06933
OG0003808	ORYLA01934	CAEEL08177
OG0003811	ORYLA12803	CAEEL07020
OG0003812	ORYLA19278	CAEEL07296
OG0003813	ORYLA18042, ORYLA17950	CAEEL10820
OG0003817	ORYLA06447	CAEEL02053
OG0003818	ORYLA04078	CAEEL15512
OG0003821	ORYLA13685, ORYLA15681, ORYLA13807	CAEEL09346
OG0003824	ORYLA17763	CAEEL17849
OG0003826	ORYLA04385	CAEEL02634
OG0003827	ORYLA07017, ORYLA07018, ORYLA13140	CAEEL04098
OG0003829	ORYLA06358	CAEEL08428
OG0003831	ORYLA00352	CAEEL08097
OG0003832	ORYLA14681, ORYLA10931	CAEEL11899
OG0003833	ORYLA08551	CAEEL05813, CAEEL14180
OG0003834	ORYLA06974, ORYLA12844, ORYLA15270	CAEEL00145
OG0003837	ORYLA16787	CAEEL11909, CAEEL11910
OG0003838	ORYLA09504, ORYLA00494	CAEEL14290, CAEEL14289, CAEEL14291
OG0003839	ORYLA06804	CAEEL11415
OG0003840	ORYLA19338	CAEEL01767
OG0003841	ORYLA02082	CAEEL10859, CAEEL18915
OG0003843	ORYLA00216, ORYLA04760	CAEEL14293
OG0003846	ORYLA04676	CAEEL00811, CAEEL18648
OG0003847	ORYLA00209	CAEEL07371
OG0003848	ORYLA06527, ORYLA13653	CAEEL08837
OG0003850	ORYLA05996	CAEEL11705
OG0003851	ORYLA09286, ORYLA06613	CAEEL08777
OG0003852	ORYLA17405	CAEEL00155
OG0003853	ORYLA18272	CAEEL13793
OG0003854	ORYLA13175	CAEEL01789
OG0003856	ORYLA17087	CAEEL07428
OG0003857	ORYLA19469, ORYLA19468	CAEEL19675
OG0003858	ORYLA04975	CAEEL06932
OG0003863	ORYLA04629, ORYLA17758	CAEEL18943
OG0003864	ORYLA03365	CAEEL01846
OG0003865	ORYLA09778, ORYLA13923, ORYLA15980	CAEEL02514
OG0003866	ORYLA08827	CAEEL00295
OG0003867	ORYLA19092	CAEEL15761
OG0003868	ORYLA19824, ORYLA12769	CAEEL18485
OG0003869	ORYLA08057	CAEEL00094
OG0003870	ORYLA16354	CAEEL17745
OG0003872	ORYLA17934, ORYLA17933	CAEEL14869
OG0003873	ORYLA12547, ORYLA12548	CAEEL07437
OG0003875	ORYLA14787	CAEEL00868
OG0003876	ORYLA05675	CAEEL04369
OG0003877	ORYLA13505	CAEEL18175
OG0003879	ORYLA14824	CAEEL00338, CAEEL01399
OG0003881	ORYLA19792, ORYLA19793	CAEEL12169
OG0003884	ORYLA12146	CAEEL01060
OG0003885	ORYLA05118, ORYLA08990	CAEEL01791
OG0003886	ORYLA07850	CAEEL10383
OG0003887	ORYLA06119	CAEEL09446
OG0003892	ORYLA10862	CAEEL11760
OG0003893	ORYLA04836	CAEEL05797
OG0003894	ORYLA17746	CAEEL01425
OG0003895	ORYLA17184	CAEEL15379
OG0003897	ORYLA06606	CAEEL07613
OG0003898	ORYLA12764	CAEEL05728
OG0003900	ORYLA03942	CAEEL08813
OG0003901	ORYLA11674	CAEEL00786, CAEEL18671
OG0003904	ORYLA12590	CAEEL00419
OG0003905	ORYLA18767, ORYLA20350	CAEEL00484
OG0003906	ORYLA19253, ORYLA19252	CAEEL00814
OG0003908	ORYLA00464	CAEEL00218
