Orthogroup	ORYLA	LYTVA_ok
OG0003009	ORYLA01927, ORYLA05902, ORYLA05918, ORYLA06229	LYTVA_16184
OG0003010	ORYLA08264	LYTVA_08548, LYTVA_02560
OG0003011	ORYLA00062, ORYLA17088	LYTVA_26566
OG0003013	ORYLA09697, ORYLA05595	LYTVA_09610
OG0003014	ORYLA11816, ORYLA12535	LYTVA_22017
OG0003016	ORYLA00344, ORYLA19566	LYTVA_09030
OG0003017	ORYLA19080	LYTVA_19123
OG0003018	ORYLA04241, ORYLA03378	LYTVA_21456
OG0003021	ORYLA07431	LYTVA_19441
OG0003022	ORYLA00947	LYTVA_20857
OG0003023	ORYLA03235, ORYLA02285, ORYLA17780	LYTVA_29932, LYTVA_29931
OG0003025	ORYLA16836, ORYLA06771	LYTVA_21705
OG0003026	ORYLA00734	LYTVA_04075
OG0003027	ORYLA17665, ORYLA15116	LYTVA_14207
OG0003028	ORYLA02137	LYTVA_26826
OG0003029	ORYLA02221, ORYLA15312	LYTVA_18674
OG0003030	ORYLA12869, ORYLA12868, ORYLA00872, ORYLA16608	LYTVA_04978
OG0003031	ORYLA16489, ORYLA08839	LYTVA_28630
OG0003032	ORYLA01141, ORYLA08340	LYTVA_06927
OG0003033	ORYLA09580	LYTVA_09117
OG0003034	ORYLA00457, ORYLA04562, ORYLA04561	LYTVA_09525
OG0003035	ORYLA12815, ORYLA17690	LYTVA_21238
OG0003036	ORYLA06888, ORYLA13097	LYTVA_15519
OG0003037	ORYLA17542	LYTVA_00120, LYTVA_12907
OG0003038	ORYLA03300, ORYLA05385	LYTVA_17319
OG0003041	ORYLA05365	LYTVA_21518, LYTVA_08163, LYTVA_17266
OG0003043	ORYLA13460	LYTVA_21296
OG0003044	ORYLA04573	LYTVA_27780
OG0003046	ORYLA15260, ORYLA06310	LYTVA_11309, LYTVA_01962
OG0003048	ORYLA15156, ORYLA08890	LYTVA_03002
OG0003049	ORYLA17432, ORYLA12852, ORYLA06667	LYTVA_12503
OG0003051	ORYLA03600, ORYLA09446	LYTVA_21429, LYTVA_08441, LYTVA_12265, LYTVA_06150
OG0003052	ORYLA19777	LYTVA_06340
OG0003053	ORYLA02834	LYTVA_03274
OG0003054	ORYLA12266, ORYLA09573	LYTVA_02503
OG0003055	ORYLA07154, ORYLA12922, ORYLA13644	LYTVA_01129
OG0003057	ORYLA03418, ORYLA11578	LYTVA_02197, LYTVA_15955
OG0003058	ORYLA11963, ORYLA20118, ORYLA13944	LYTVA_15514
OG0003059	ORYLA00217, ORYLA04759	LYTVA_28530
OG0003060	ORYLA16613, ORYLA06282, ORYLA13094	LYTVA_15832
OG0003061	ORYLA04715, ORYLA00772, ORYLA10167, ORYLA11382	LYTVA_13436
OG0003062	ORYLA06980, ORYLA15949, ORYLA12667	LYTVA_16197
OG0003063	ORYLA10950	LYTVA_13937
OG0003064	ORYLA13156	LYTVA_26915
OG0003065	ORYLA05920, ORYLA02018	LYTVA_18370
OG0003066	ORYLA15142, ORYLA14035, ORYLA11126	LYTVA_18475, LYTVA_18168
OG0003069	ORYLA13162	LYTVA_27795, LYTVA_28627, LYTVA_28626, LYTVA_04639, LYTVA_23060, LYTVA_09626, LYTVA_22123
OG0003072	ORYLA13683, ORYLA10914	LYTVA_05083
OG0003073	ORYLA04415	LYTVA_10379
OG0003073	ORYLA14154	LYTVA_23184
OG0003074	ORYLA16081, ORYLA01721, ORYLA05339	LYTVA_22595
OG0003075	ORYLA09107	LYTVA_08096, LYTVA_08095
OG0003077	ORYLA16520, ORYLA00601, ORYLA00159, ORYLA16743	LYTVA_01212
OG0003079	ORYLA14096, ORYLA06851, ORYLA13613	LYTVA_18034
OG0003084	ORYLA03661, ORYLA03660	LYTVA_19068, LYTVA_20372, LYTVA_22301, LYTVA_20373
OG0003103	ORYLA01778	LYTVA_02396
OG0003105	ORYLA01500	LYTVA_11036, LYTVA_19535
OG0003106	ORYLA14898	LYTVA_02338
OG0003107	ORYLA15014, ORYLA12389	LYTVA_08803
OG0003108	ORYLA11282, ORYLA15369	LYTVA_01209
OG0003109	ORYLA16315	LYTVA_27242, LYTVA_26971, LYTVA_26974
OG0003111	ORYLA00857	LYTVA_10117, LYTVA_13563
OG0003113	ORYLA10065	LYTVA_03180
OG0003114	ORYLA07363	LYTVA_24574
OG0003115	ORYLA06857, ORYLA17487	LYTVA_09781
OG0003118	ORYLA16184, ORYLA10022, ORYLA08702	LYTVA_24532
OG0003119	ORYLA09125, ORYLA04168, ORYLA20444	LYTVA_04583
OG0003120	ORYLA19924	LYTVA_05733
OG0003121	ORYLA14892, ORYLA13008	LYTVA_26398
OG0003122	ORYLA04700, ORYLA10184	LYTVA_29592
OG0003124	ORYLA02774	LYTVA_26612, LYTVA_10083
OG0003128	ORYLA00377	LYTVA_12794
OG0003130	ORYLA03739	LYTVA_13846
OG0003131	ORYLA17361, ORYLA20425	LYTVA_22393, LYTVA_00785
OG0003132	ORYLA02170	LYTVA_24862
OG0003133	ORYLA15167	LYTVA_22728
OG0003135	ORYLA03082	LYTVA_25688, LYTVA_09090
OG0003136	ORYLA03448, ORYLA10254	LYTVA_01323
OG0003138	ORYLA10305	LYTVA_08319
OG0003140	ORYLA18056, ORYLA18057, ORYLA12143, ORYLA20304	LYTVA_04869
OG0003142	ORYLA17712	LYTVA_07778
OG0003144	ORYLA04082	LYTVA_27951, LYTVA_27950
OG0003145	ORYLA13404, ORYLA06360	LYTVA_18564
OG0003146	ORYLA11707	LYTVA_09272
OG0003147	ORYLA20499	LYTVA_29462
OG0003148	ORYLA11751, ORYLA05438, ORYLA19776	LYTVA_08624
OG0003149	ORYLA05759	LYTVA_01219, LYTVA_07714, LYTVA_07713, LYTVA_01791
OG0003150	ORYLA01440, ORYLA09448	LYTVA_19654
OG0003153	ORYLA18339	LYTVA_03003
OG0003154	ORYLA06654	LYTVA_02322
OG0003157	ORYLA04495	LYTVA_21022
OG0003158	ORYLA08610, ORYLA09460, ORYLA08913	LYTVA_11944
OG0003159	ORYLA02503, ORYLA17417, ORYLA05287	LYTVA_17654
OG0003160	ORYLA05070, ORYLA19915	LYTVA_16473
OG0003161	ORYLA18915, ORYLA10523, ORYLA18916	LYTVA_24026
OG0003162	ORYLA11824, ORYLA10738, ORYLA03513	LYTVA_18182
OG0003163	ORYLA13213, ORYLA17286	LYTVA_08131, LYTVA_00115
OG0003166	ORYLA04911, ORYLA04910	LYTVA_11208
OG0003167	ORYLA16879, ORYLA03605	LYTVA_21658, LYTVA_06673
OG0003168	ORYLA16959, ORYLA00571	LYTVA_21725
OG0003169	ORYLA09698	LYTVA_23879
OG0003171	ORYLA06807	LYTVA_02028
OG0003172	ORYLA09854	LYTVA_20354, LYTVA_07071
OG0003174	ORYLA20481	LYTVA_25932
OG0003176	ORYLA12690	LYTVA_24549
OG0003177	ORYLA00856	LYTVA_18012, LYTVA_27860
OG0003178	ORYLA03270	LYTVA_19101
OG0003179	ORYLA00445	LYTVA_04455
OG0003181	ORYLA00243	LYTVA_18551
OG0003183	ORYLA16117, ORYLA02124	LYTVA_01171
OG0003185	ORYLA12363, ORYLA15072	LYTVA_04498
OG0003187	ORYLA12776	LYTVA_17204
OG0003188	ORYLA12586, ORYLA14947	LYTVA_11357
OG0003189	ORYLA04108	LYTVA_15037, LYTVA_03261
OG0003190	ORYLA00506	LYTVA_00219, LYTVA_10159, LYTVA_29362, LYTVA_28760
OG0003191	ORYLA18538, ORYLA15754	LYTVA_04471, LYTVA_10768
OG0003192	ORYLA09709, ORYLA08386	LYTVA_21359
OG0003193	ORYLA12245, ORYLA09712	LYTVA_19147
OG0003195	ORYLA16742	LYTVA_13150
OG0003196	ORYLA06022	LYTVA_00345
OG0003199	ORYLA15973, ORYLA15714	LYTVA_14841
OG0003202	ORYLA02354	LYTVA_17714
OG0003203	ORYLA02126, ORYLA16448	LYTVA_08240
OG0003204	ORYLA08375	LYTVA_11673
OG0003205	ORYLA12978, ORYLA12979, ORYLA17330	LYTVA_08249
OG0003206	ORYLA16318	LYTVA_07286
OG0003207	ORYLA14484, ORYLA19094	LYTVA_15862
OG0003208	ORYLA13040	LYTVA_12511
OG0003210	ORYLA02461, ORYLA06655	LYTVA_15515
OG0003211	ORYLA20322	LYTVA_01718, LYTVA_29781
OG0003212	ORYLA15489, ORYLA10940	LYTVA_21928
OG0003213	ORYLA06531	LYTVA_09064
OG0003214	ORYLA09799	LYTVA_25327, LYTVA_22874
OG0003215	ORYLA00108, ORYLA19619	LYTVA_05541
OG0003216	ORYLA19919, ORYLA19002, ORYLA05782	LYTVA_18450, LYTVA_07823
OG0003217	ORYLA13146, ORYLA02509	LYTVA_00325
OG0003218	ORYLA19022	LYTVA_24470, LYTVA_25657
OG0003219	ORYLA07225, ORYLA00485	LYTVA_03705
OG0003220	ORYLA01985, ORYLA05947	LYTVA_16356
OG0003221	ORYLA02164, ORYLA02047	LYTVA_24463
OG0003222	ORYLA15011, ORYLA12395, ORYLA09003	LYTVA_24360
OG0003223	ORYLA15511	LYTVA_01295
OG0003224	ORYLA08420	LYTVA_06526
OG0003225	ORYLA19236, ORYLA19235	LYTVA_27283
OG0003226	ORYLA12048	LYTVA_06660
OG0003227	ORYLA15109	LYTVA_27439
OG0003228	ORYLA10708	LYTVA_12062
OG0003229	ORYLA07923, ORYLA01487	LYTVA_27662, LYTVA_26664
OG0003230	ORYLA08114	LYTVA_17038
OG0003232	ORYLA10450, ORYLA04810, ORYLA19700, ORYLA04347, ORYLA01070	LYTVA_13440, LYTVA_24668
OG0003234	ORYLA01163	LYTVA_29645, LYTVA_00303, LYTVA_07989, LYTVA_16996, LYTVA_07481, LYTVA_24015, LYTVA_15403, LYTVA_05454, LYTVA_17107, LYTVA_02073, LYTVA_12901, LYTVA_07700, LYTVA_28681, LYTVA_29461, LYTVA_29992, LYTVA_09022, LYTVA_12924, LYTVA_18391, LYTVA_21485
OG0003235	ORYLA20268	LYTVA_21510
OG0003239	ORYLA15027	LYTVA_22224, LYTVA_02164
OG0003250	ORYLA11719, ORYLA16208	LYTVA_08992
OG0003251	ORYLA05486, ORYLA12659	LYTVA_05050
OG0003252	ORYLA11431, ORYLA10758	LYTVA_06155, LYTVA_01361
OG0003254	ORYLA01055	LYTVA_09955, LYTVA_19250
OG0003258	ORYLA13111	LYTVA_15192
OG0003259	ORYLA17769	LYTVA_04256
OG0003260	ORYLA13208, ORYLA02958	LYTVA_17207, LYTVA_00231
OG0003261	ORYLA06345, ORYLA06344, ORYLA06346, ORYLA03623	LYTVA_29093
OG0003262	ORYLA04363, ORYLA17978	LYTVA_15602
OG0003265	ORYLA14054, ORYLA11239	LYTVA_26361
OG0003266	ORYLA03848, ORYLA04542	LYTVA_04525
OG0003267	ORYLA19756	LYTVA_15112
OG0003268	ORYLA01959	LYTVA_05049
OG0003269	ORYLA07800, ORYLA16726	LYTVA_23633, LYTVA_11040
OG0003270	ORYLA14592	LYTVA_13699
OG0003273	ORYLA04340	LYTVA_22153
OG0003275	ORYLA09029, ORYLA13943	LYTVA_01946
OG0003276	ORYLA07362, ORYLA10391, ORYLA00852, ORYLA11438	LYTVA_19515
OG0003277	ORYLA20336, ORYLA15828, ORYLA13998	LYTVA_01672
OG0003278	ORYLA12553	LYTVA_30138, LYTVA_15067, LYTVA_03970, LYTVA_30141
OG0003279	ORYLA01238	LYTVA_22067
OG0003280	ORYLA05574	LYTVA_00225
OG0003282	ORYLA04149, ORYLA01430	LYTVA_26660
OG0003283	ORYLA19093	LYTVA_19055
OG0003287	ORYLA15508, ORYLA11362	LYTVA_04035
OG0003288	ORYLA04254	LYTVA_05759
OG0003289	ORYLA09052, ORYLA09053, ORYLA15034, ORYLA12726	LYTVA_23134
OG0003291	ORYLA04004	LYTVA_16947
OG0003293	ORYLA14350	LYTVA_23172
OG0003294	ORYLA12880	LYTVA_21015
OG0003295	ORYLA04874, ORYLA19440	LYTVA_27062
OG0003297	ORYLA16817	LYTVA_19286
OG0003298	ORYLA01355	LYTVA_06668
OG0003299	ORYLA12913	LYTVA_27409
OG0003301	ORYLA03284, ORYLA12501	LYTVA_23817
OG0003302	ORYLA01208	LYTVA_14810
OG0003304	ORYLA05709	LYTVA_14305
OG0003306	ORYLA15915	LYTVA_12285
OG0003307	ORYLA00404, ORYLA01512	LYTVA_19258
OG0003310	ORYLA19305	LYTVA_07315, LYTVA_17461, LYTVA_17462, LYTVA_19181, LYTVA_27258, LYTVA_10229, LYTVA_13359, LYTVA_17383, LYTVA_19697, LYTVA_16522
OG0003311	ORYLA01367, ORYLA08826, ORYLA06226	LYTVA_19481
OG0003314	ORYLA04286, ORYLA00307	LYTVA_03704
OG0003315	ORYLA05352	LYTVA_27566
OG0003315	ORYLA05354	LYTVA_23855
OG0003316	ORYLA06489	LYTVA_10053
OG0003317	ORYLA00142	LYTVA_16088
OG0003318	ORYLA14596, ORYLA15728	LYTVA_12509
OG0003319	ORYLA15491, ORYLA07033	LYTVA_03878
OG0003320	ORYLA17866	LYTVA_27746
OG0003321	ORYLA19455, ORYLA05648	LYTVA_12209
OG0003323	ORYLA02747	LYTVA_21921, LYTVA_29457
OG0003325	ORYLA08076, ORYLA04984	LYTVA_29523
OG0003326	ORYLA04931	LYTVA_08651, LYTVA_27915
OG0003327	ORYLA02456, ORYLA06278	LYTVA_17271
OG0003329	ORYLA17667, ORYLA02366	LYTVA_19487, LYTVA_23352
OG0003330	ORYLA14948	LYTVA_11365
OG0003331	ORYLA03745	LYTVA_27609
OG0003332	ORYLA06788, ORYLA02078	LYTVA_18115
OG0003335	ORYLA10536	LYTVA_09092
OG0003336	ORYLA13585, ORYLA16595, ORYLA17841	LYTVA_09250
OG0003337	ORYLA20124	LYTVA_18787, LYTVA_03331, LYTVA_10706
OG0003340	ORYLA05123, ORYLA01941	LYTVA_13141
OG0003341	ORYLA00218	LYTVA_16037
OG0003343	ORYLA03249	LYTVA_11177
OG0003344	ORYLA11978	LYTVA_00862
OG0003347	ORYLA09885, ORYLA04679	LYTVA_23337
OG0003348	ORYLA07117, ORYLA09434	LYTVA_06310
OG0003349	ORYLA00427, ORYLA04988, ORYLA08086	LYTVA_10341, LYTVA_20619
OG0003350	ORYLA09368, ORYLA09369, ORYLA06960, ORYLA03492, ORYLA01457	LYTVA_01036, LYTVA_27211
OG0003352	ORYLA08412, ORYLA10054	LYTVA_05218
OG0003353	ORYLA10916	LYTVA_01424
OG0003354	ORYLA19460, ORYLA19459, ORYLA00204	LYTVA_25191, LYTVA_01307
OG0003355	ORYLA02544, ORYLA05076, ORYLA07720	LYTVA_27910
OG0003356	ORYLA00555, ORYLA16745	LYTVA_06879
OG0003357	ORYLA01325	LYTVA_19490, LYTVA_06743, LYTVA_11630, LYTVA_02906
OG0003358	ORYLA14258	LYTVA_12289
OG0003359	ORYLA11531	LYTVA_06032
OG0003360	ORYLA10113	LYTVA_13266, LYTVA_19199
OG0003361	ORYLA10105, ORYLA03006	LYTVA_03232, LYTVA_03231
OG0003362	ORYLA03192	LYTVA_05394
OG0003364	ORYLA14543, ORYLA16352	LYTVA_03516, LYTVA_25779
OG0003365	ORYLA11052, ORYLA14488	LYTVA_23475
OG0003366	ORYLA19482	LYTVA_15074
OG0003367	ORYLA19314	LYTVA_14081, LYTVA_11417
OG0003368	ORYLA01157	LYTVA_02645, LYTVA_18642
OG0003369	ORYLA17954, ORYLA05099	LYTVA_14942
OG0003372	ORYLA13263, ORYLA19929	LYTVA_14495, LYTVA_14497
OG0003373	ORYLA11155, ORYLA15306	LYTVA_27185, LYTVA_10709, LYTVA_17994, LYTVA_22268, LYTVA_11970
OG0003374	ORYLA05369	LYTVA_08104
OG0003375	ORYLA17409	LYTVA_28328, LYTVA_27365
OG0003376	ORYLA07502	LYTVA_05006, LYTVA_26307
OG0003377	ORYLA12102	LYTVA_19125
OG0003378	ORYLA12071	LYTVA_13045
OG0003379	ORYLA05666	LYTVA_06980
OG0003380	ORYLA02294, ORYLA17353	LYTVA_05440
OG0003381	ORYLA10983, ORYLA12366	LYTVA_07008, LYTVA_17658
OG0003382	ORYLA06657, ORYLA06055	LYTVA_16589, LYTVA_00823
OG0003383	ORYLA08272	LYTVA_14856
OG0003384	ORYLA00693, ORYLA05038, ORYLA17993, ORYLA17992, ORYLA14121	LYTVA_07291, LYTVA_28006
OG0003385	ORYLA16115	LYTVA_13084
OG0003386	ORYLA06516, ORYLA12917	LYTVA_26042
OG0003387	ORYLA16634	LYTVA_04937, LYTVA_25432, LYTVA_25430
OG0003388	ORYLA19757, ORYLA04964	LYTVA_28705
OG0003391	ORYLA10703	LYTVA_14803, LYTVA_04532
OG0003392	ORYLA00140, ORYLA00535	LYTVA_24826
OG0003393	ORYLA08548	LYTVA_20136
OG0003394	ORYLA09650	LYTVA_20704
OG0003396	ORYLA20291	LYTVA_17916
OG0003420	ORYLA13381, ORYLA02466	LYTVA_04070
OG0003422	ORYLA11143	LYTVA_16836, LYTVA_20308
OG0003424	ORYLA16837	LYTVA_05782
OG0003425	ORYLA19551, ORYLA19552	LYTVA_04392
OG0003426	ORYLA01060	LYTVA_15668, LYTVA_06081, LYTVA_02069, LYTVA_27843, LYTVA_21216, LYTVA_03865, LYTVA_23251, LYTVA_21445, LYTVA_22520
OG0003428	ORYLA07230	LYTVA_15286
OG0003429	ORYLA15696	LYTVA_20604, LYTVA_26105
OG0003431	ORYLA13930, ORYLA13647	LYTVA_13731
OG0003433	ORYLA04481	LYTVA_27210
OG0003434	ORYLA08873	LYTVA_01169
OG0003435	ORYLA11612, ORYLA10262	LYTVA_08543
OG0003437	ORYLA16686, ORYLA18274, ORYLA16631	LYTVA_12469, LYTVA_28041
OG0003439	ORYLA08660	LYTVA_23528
OG0003440	ORYLA09996, ORYLA09995, ORYLA19837	LYTVA_15023
OG0003441	ORYLA11240, ORYLA14053	LYTVA_19056
OG0003442	ORYLA03904, ORYLA07561, ORYLA08501, ORYLA13557	LYTVA_15608
OG0003443	ORYLA08295, ORYLA10121	LYTVA_22146
OG0003444	ORYLA12477	LYTVA_19198
OG0003445	ORYLA02950	LYTVA_29001
OG0003449	ORYLA08945	LYTVA_25271
OG0003450	ORYLA06472	LYTVA_13056, LYTVA_24553
OG0003451	ORYLA09529	LYTVA_22097
OG0003453	ORYLA17585	LYTVA_02587
OG0003454	ORYLA16419, ORYLA05702, ORYLA07880	LYTVA_02948
OG0003455	ORYLA15928	LYTVA_25388, LYTVA_24850
OG0003457	ORYLA07032, ORYLA10641	LYTVA_19871, LYTVA_20572, LYTVA_14447
OG0003459	ORYLA04696, ORYLA10058	LYTVA_10994
OG0003461	ORYLA14029	LYTVA_14255
OG0003462	ORYLA16610	LYTVA_28602, LYTVA_22633, LYTVA_03993
OG0003463	ORYLA18517, ORYLA11792	LYTVA_30127
OG0003464	ORYLA07795	LYTVA_06647
OG0003465	ORYLA17241	LYTVA_23986, LYTVA_07116
OG0003466	ORYLA08173, ORYLA02600, ORYLA01193	LYTVA_16471, LYTVA_29464
OG0003467	ORYLA02217	LYTVA_21585
OG0003469	ORYLA02002	LYTVA_13186
OG0003470	ORYLA17233	LYTVA_19648
OG0003471	ORYLA05163	LYTVA_12384
OG0003473	ORYLA03676	LYTVA_07208
OG0003474	ORYLA05348, ORYLA01720, ORYLA01933	LYTVA_16739
OG0003475	ORYLA09037	LYTVA_22320, LYTVA_27992, LYTVA_00238
OG0003477	ORYLA05136	LYTVA_09865
OG0003478	ORYLA10473	LYTVA_27751
OG0003480	ORYLA14009	LYTVA_03416
OG0003481	ORYLA09851	LYTVA_02712
OG0003482	ORYLA19870	LYTVA_22655
OG0003483	ORYLA05235	LYTVA_09501
OG0003486	ORYLA11922	LYTVA_21614
OG0003487	ORYLA01531	LYTVA_22813
OG0003488	ORYLA09086	LYTVA_26066
OG0003489	ORYLA10608, ORYLA05128	LYTVA_07007
OG0003490	ORYLA09588	LYTVA_01641
OG0003491	ORYLA01435, ORYLA03786, ORYLA08768	LYTVA_18975
OG0003492	ORYLA19071	LYTVA_17125
OG0003493	ORYLA06634	LYTVA_03266
OG0003495	ORYLA15496, ORYLA20263, ORYLA20109	LYTVA_07410
OG0003497	ORYLA03780	LYTVA_24897
OG0003498	ORYLA00351	LYTVA_06432
OG0003499	ORYLA14587	LYTVA_10932
OG0003500	ORYLA11323	LYTVA_25392
OG0003501	ORYLA13017	LYTVA_00202
OG0003502	ORYLA03987	LYTVA_01228, LYTVA_20788
OG0003503	ORYLA08311	LYTVA_13641
OG0003505	ORYLA15188	LYTVA_28433, LYTVA_23504
OG0003506	ORYLA03663, ORYLA07315	LYTVA_23421
OG0003507	ORYLA13206, ORYLA13567	LYTVA_06440
OG0003508	ORYLA09159, ORYLA06715	LYTVA_19543
OG0003509	ORYLA07419	LYTVA_02422
OG0003510	ORYLA14280	LYTVA_23412
OG0003511	ORYLA17668	LYTVA_08783
OG0003512	ORYLA17979, ORYLA14116	LYTVA_25060, LYTVA_26135, LYTVA_26133
OG0003513	ORYLA19681, ORYLA05692	LYTVA_21954, LYTVA_16304
OG0003514	ORYLA14323, ORYLA13834, ORYLA20337	LYTVA_04108
OG0003515	ORYLA00165	LYTVA_04862
OG0003517	ORYLA14850, ORYLA11261	LYTVA_09370
OG0003518	ORYLA02219	LYTVA_18666
OG0003519	ORYLA06032	LYTVA_19352
OG0003520	ORYLA10150	LYTVA_04131, LYTVA_12643
OG0003521	ORYLA03229	LYTVA_23666, LYTVA_05011
OG0003522	ORYLA11321, ORYLA10376	LYTVA_09959
OG0003523	ORYLA06822	LYTVA_11260
OG0003524	ORYLA14492	LYTVA_24165
OG0003525	ORYLA06258	LYTVA_16398, LYTVA_14455
OG0003526	ORYLA05238, ORYLA00105, ORYLA08676	LYTVA_18770
OG0003528	ORYLA09598	LYTVA_25429, LYTVA_25427
OG0003529	ORYLA08755, ORYLA16493	LYTVA_00111, LYTVA_23188, LYTVA_24750
OG0003530	ORYLA08384, ORYLA09655	LYTVA_11540
OG0003531	ORYLA10765, ORYLA01076	LYTVA_03603
OG0003532	ORYLA09550	LYTVA_14462
OG0003533	ORYLA20154	LYTVA_23225
OG0003534	ORYLA04728, ORYLA10480	LYTVA_18805
OG0003535	ORYLA17733, ORYLA17692	LYTVA_10298
OG0003536	ORYLA20264	LYTVA_11600
OG0003537	ORYLA02972	LYTVA_07265
OG0003538	ORYLA04723	LYTVA_28207, LYTVA_28211
OG0003539	ORYLA00317	LYTVA_02480
OG0003541	ORYLA12459	LYTVA_21300
OG0003543	ORYLA06025	LYTVA_04479
OG0003544	ORYLA05956	LYTVA_29003, LYTVA_27728
OG0003545	ORYLA16290, ORYLA00780, ORYLA16888	LYTVA_26703
OG0003546	ORYLA02573, ORYLA06777	LYTVA_09882
OG0003547	ORYLA15005	LYTVA_02953
OG0003548	ORYLA07339, ORYLA19601	LYTVA_19416
OG0003549	ORYLA11604, ORYLA13044	LYTVA_16587, LYTVA_02536
OG0003550	ORYLA06826, ORYLA09869	LYTVA_30065
OG0003552	ORYLA06559, ORYLA12973	LYTVA_11397
OG0003553	ORYLA02388	LYTVA_20105
OG0003554	ORYLA02272, ORYLA04649	LYTVA_26313
OG0003555	ORYLA08290	LYTVA_22182
OG0003557	ORYLA17940, ORYLA05103	LYTVA_29355
OG0003558	ORYLA12673	LYTVA_28864
OG0003560	ORYLA10146	LYTVA_05811
OG0003562	ORYLA16057, ORYLA05508	LYTVA_15863
OG0003563	ORYLA08166	LYTVA_28497
OG0003565	ORYLA04938, ORYLA17732	LYTVA_17701, LYTVA_23177, LYTVA_15392
OG0003566	ORYLA12377	LYTVA_12411
OG0003567	ORYLA16922	LYTVA_13855
OG0003568	ORYLA17899	LYTVA_25025
OG0003569	ORYLA14706, ORYLA13674	LYTVA_07436
OG0003570	ORYLA06235, ORYLA06236	LYTVA_16300
OG0003571	ORYLA05684, ORYLA15032	LYTVA_08422
OG0003573	ORYLA18884	LYTVA_12228
OG0003576	ORYLA15848, ORYLA19484	LYTVA_25844, LYTVA_11919
OG0003577	ORYLA05673	LYTVA_24980
OG0003578	ORYLA19177	LYTVA_14123
OG0003579	ORYLA07706	LYTVA_21586, LYTVA_25548
OG0003581	ORYLA04075	LYTVA_25521
OG0003598	ORYLA13193, ORYLA02886	LYTVA_20119
OG0003600	ORYLA20278	LYTVA_15659, LYTVA_29737
OG0003601	ORYLA10294, ORYLA10291, ORYLA10290	LYTVA_07545
OG0003604	ORYLA03970, ORYLA03472, ORYLA14112, ORYLA17897	LYTVA_20248
OG0003608	ORYLA13187	LYTVA_23118, LYTVA_24760
OG0003610	ORYLA11705	LYTVA_24955
OG0003611	ORYLA01222	LYTVA_25213
OG0003612	ORYLA05697	LYTVA_13319
OG0003613	ORYLA14322, ORYLA13861	LYTVA_26048, LYTVA_10701
OG0003615	ORYLA07166	LYTVA_26591
OG0003617	ORYLA20096	LYTVA_11705, LYTVA_08952, LYTVA_11704
OG0003618	ORYLA09085	LYTVA_08987
OG0003619	ORYLA00995	LYTVA_29115, LYTVA_05151
OG0003620	ORYLA16131	LYTVA_14583
OG0003621	ORYLA04086	LYTVA_14368
OG0003622	ORYLA11687	LYTVA_12050
OG0003623	ORYLA05862	LYTVA_28352
OG0003626	ORYLA06029	LYTVA_29415
OG0003628	ORYLA12634, ORYLA14794	LYTVA_09428
OG0003630	ORYLA07936	LYTVA_11059, LYTVA_22109
OG0003631	ORYLA18266, ORYLA04613	LYTVA_17311
OG0003632	ORYLA14509, ORYLA20230, ORYLA20231, ORYLA20232, ORYLA08834	LYTVA_06045
OG0003633	ORYLA15479	LYTVA_08775, LYTVA_18589
OG0003635	ORYLA01451	LYTVA_24849
OG0003636	ORYLA05265	LYTVA_13934
OG0003638	ORYLA11662	LYTVA_26670
OG0003639	ORYLA04010	LYTVA_10457
OG0003640	ORYLA16900, ORYLA07985, ORYLA08704	LYTVA_28983
OG0003642	ORYLA14662, ORYLA00337	LYTVA_18053
OG0003643	ORYLA16013	LYTVA_23976, LYTVA_22914
OG0003644	ORYLA19217, ORYLA19218	LYTVA_19920
OG0003645	ORYLA17019, ORYLA16769	LYTVA_01752
OG0003646	ORYLA12425	LYTVA_05796
OG0003647	ORYLA18090, ORYLA02365	LYTVA_17942
OG0003648	ORYLA10802	LYTVA_17027
OG0003649	ORYLA12909	LYTVA_12300, LYTVA_23539
OG0003650	ORYLA14386	LYTVA_04212, LYTVA_28562, LYTVA_28561
OG0003651	ORYLA15506	LYTVA_17096
OG0003652	ORYLA04563, ORYLA03095	LYTVA_28066
OG0003653	ORYLA01638, ORYLA07485	LYTVA_15915
OG0003654	ORYLA09093	LYTVA_07082
OG0003655	ORYLA11608, ORYLA09516	LYTVA_23764
OG0003656	ORYLA12194, ORYLA06060	LYTVA_05217
OG0003657	ORYLA04683, ORYLA09891	LYTVA_11266
OG0003658	ORYLA05614, ORYLA01831	LYTVA_02606
OG0003660	ORYLA04982, ORYLA08074	LYTVA_24357, LYTVA_24356
OG0003662	ORYLA04873, ORYLA02401	LYTVA_07996
OG0003664	ORYLA16286	LYTVA_05022
OG0003665	ORYLA11822	LYTVA_24002, LYTVA_20570, LYTVA_22013, LYTVA_13004, LYTVA_23792
OG0003666	ORYLA02489, ORYLA13220, ORYLA06808	LYTVA_14443
OG0003668	ORYLA12159	LYTVA_23185
OG0003669	ORYLA00310	LYTVA_20979, LYTVA_00369
OG0003671	ORYLA19913, ORYLA05071, ORYLA03950	LYTVA_20433
OG0003672	ORYLA07781	LYTVA_28748
OG0003675	ORYLA05527	LYTVA_28295
OG0003677	ORYLA09433, ORYLA09215, ORYLA16425	LYTVA_29925
OG0003678	ORYLA19111, ORYLA18850	LYTVA_13504
OG0003680	ORYLA09399	LYTVA_20499
OG0003682	ORYLA05336, ORYLA11752	LYTVA_10459
