Orthogroup	ORYLA	BRALA
OG0002825	ORYLA11065	BRALA22892
OG0002826	ORYLA11355, ORYLA03113	BRALA20854
OG0002827	ORYLA11598	BRALA12317
OG0002828	ORYLA03128	BRALA01253, BRALA32285, BRALA33690, BRALA01251
OG0002829	ORYLA16753	BRALA13088
OG0002830	ORYLA11471, ORYLA10187	BRALA13356
OG0002831	ORYLA15327	BRALA08874
OG0002832	ORYLA06314	BRALA23782, BRALA23785, BRALA23786
OG0002833	ORYLA08022	BRALA11197
OG0002834	ORYLA05742, ORYLA01543, ORYLA17481	BRALA07844
OG0002835	ORYLA05983, ORYLA02044	BRALA12830
OG0002836	ORYLA19854, ORYLA03764	BRALA08680
OG0002837	ORYLA09113, ORYLA07584, ORYLA12792	BRALA20192
OG0002838	ORYLA05289, ORYLA00320	BRALA18845, BRALA02071, BRALA03750
OG0002839	ORYLA05647	BRALA04693
OG0002840	ORYLA12723, ORYLA13362	BRALA03264
OG0002841	ORYLA15081, ORYLA11075	BRALA12737
OG0002842	ORYLA02771, ORYLA13461	BRALA01212, BRALA01213
OG0002843	ORYLA17609	BRALA29412
OG0002844	ORYLA20136	BRALA18936
OG0002847	ORYLA19258	BRALA33572
OG0002848	ORYLA08986	BRALA18503
OG0002849	ORYLA14814, ORYLA12422, ORYLA14813, ORYLA01616	BRALA04204
OG0002850	ORYLA03637	BRALA14368
OG0002851	ORYLA04060, ORYLA10594, ORYLA03173	BRALA08963
OG0002854	ORYLA12873	BRALA18728
OG0002855	ORYLA03649	BRALA23875
OG0002856	ORYLA06874, ORYLA12811, ORYLA02096	BRALA17115
OG0002857	ORYLA00929	BRALA01069
OG0002858	ORYLA01755, ORYLA12296	BRALA22413
OG0002860	ORYLA16257	BRALA13051
OG0002861	ORYLA12105	BRALA22879, BRALA22878
OG0002862	ORYLA04015, ORYLA05434, ORYLA05308	BRALA33455, BRALA33453, BRALA29689
OG0002863	ORYLA17400	BRALA00995
OG0002865	ORYLA10366	BRALA26587
OG0002866	ORYLA02748, ORYLA00604, ORYLA16564	BRALA08893
OG0002870	ORYLA10371	BRALA19055
OG0002871	ORYLA15130	BRALA14106, BRALA23031
OG0002872	ORYLA02121	BRALA34159, BRALA32937
OG0002873	ORYLA19407	BRALA19472
OG0002874	ORYLA15908, ORYLA14760	BRALA19756
OG0002875	ORYLA11748	BRALA23432
OG0002876	ORYLA08640, ORYLA04839	BRALA19475
OG0002877	ORYLA13198	BRALA08464
OG0002878	ORYLA20310, ORYLA05630	BRALA32641, BRALA03534, BRALA03537
OG0002879	ORYLA12228, ORYLA10562	BRALA23711
OG0002881	ORYLA19373, ORYLA20134	BRALA29637
OG0002884	ORYLA20174	BRALA02001
OG0002885	ORYLA02584	BRALA02565, BRALA02566
OG0002887	ORYLA02731	BRALA00977
OG0002888	ORYLA16529, ORYLA07977, ORYLA17058, ORYLA00234	BRALA23052, BRALA35110
OG0002889	ORYLA14307, ORYLA10855	BRALA20446
OG0002891	ORYLA16619, ORYLA00864	BRALA00908
OG0002892	ORYLA16578, ORYLA12974, ORYLA17244, ORYLA02493	BRALA27556
OG0002893	ORYLA09714	BRALA05902, BRALA13319, BRALA12122, BRALA13317, BRALA13318
OG0002894	ORYLA04778, ORYLA10079, ORYLA05303	BRALA23468
OG0002895	ORYLA11053, ORYLA14341	BRALA28500
OG0002896	ORYLA09565, ORYLA09164	BRALA06147
OG0002897	ORYLA08407	BRALA00556
OG0002898	ORYLA00671, ORYLA00670	BRALA04412
OG0002899	ORYLA05880, ORYLA13052	BRALA32336
OG0002900	ORYLA14973, ORYLA02100	BRALA10711
OG0002902	ORYLA16725, ORYLA07802, ORYLA07801	BRALA10476
OG0002903	ORYLA20427	BRALA03755
OG0002906	ORYLA19340, ORYLA14581	BRALA03067
OG0002907	ORYLA02959, ORYLA14978	BRALA09540
OG0002908	ORYLA16113	BRALA16572
OG0002909	ORYLA15541, ORYLA10906	BRALA15331
OG0002910	ORYLA10834	BRALA02029
OG0002911	ORYLA05286, ORYLA17637	BRALA27469
OG0002912	ORYLA12570	BRALA05844, BRALA03226
OG0002913	ORYLA09301, ORYLA06966, ORYLA01437, ORYLA15057	BRALA13297
OG0002914	ORYLA15001	BRALA13809
OG0002915	ORYLA15159, ORYLA06424	BRALA03120
OG0002916	ORYLA12904, ORYLA02397	BRALA22098, BRALA00679
OG0002917	ORYLA03614	BRALA11721
OG0002919	ORYLA19627, ORYLA12045, ORYLA13148	BRALA15082
OG0002921	ORYLA16247	BRALA17412, BRALA29375
OG0002922	ORYLA05263, ORYLA05264, ORYLA17370	BRALA16350
OG0002923	ORYLA02176, ORYLA15614	BRALA05872
OG0002924	ORYLA12165, ORYLA14888, ORYLA02522, ORYLA02521	BRALA04128, BRALA04129
OG0002925	ORYLA05522, ORYLA14140, ORYLA01643	BRALA28741, BRALA07171, BRALA31367
OG0002926	ORYLA02418, ORYLA12816	BRALA30348
OG0002927	ORYLA05678	BRALA06891, BRALA06948
OG0002929	ORYLA15219, ORYLA15220, ORYLA11115, ORYLA15722	BRALA25658
OG0002931	ORYLA11036, ORYLA14528, ORYLA14527	BRALA25933
OG0002931	ORYLA12002, ORYLA18663	BRALA15246
OG0002944	ORYLA11503, ORYLA15960, ORYLA09073	BRALA10241
OG0002945	ORYLA00078	BRALA30182, BRALA30183
OG0002946	ORYLA08309, ORYLA16682	BRALA30086
OG0002947	ORYLA18625	BRALA04382
OG0002948	ORYLA20132, ORYLA04220	BRALA08604, BRALA08603
OG0002949	ORYLA05800	BRALA34128
OG0002950	ORYLA16937	BRALA14007
OG0002952	ORYLA04612	BRALA16977
OG0002953	ORYLA13902	BRALA20438
OG0002954	ORYLA12023	BRALA18259, BRALA34258, BRALA35506
OG0002955	ORYLA10112	BRALA20853
OG0002956	ORYLA13006, ORYLA06858	BRALA33340
OG0002957	ORYLA09640	BRALA29901
OG0002959	ORYLA11532, ORYLA10475	BRALA22499
OG0002961	ORYLA11825	BRALA32745
OG0002964	ORYLA17126, ORYLA00048, ORYLA16902	BRALA06367
OG0002965	ORYLA05184	BRALA06727
OG0002966	ORYLA02492	BRALA23093
OG0002967	ORYLA03303, ORYLA04206	BRALA24663
OG0002968	ORYLA02038	BRALA16921, BRALA16922
OG0002969	ORYLA07908	BRALA14067, BRALA14066
OG0002971	ORYLA20367, ORYLA05979, ORYLA05520	BRALA17548
OG0002974	ORYLA05639, ORYLA12657	BRALA19094
OG0002975	ORYLA10560	BRALA28849
OG0002976	ORYLA17659	BRALA18507
OG0002977	ORYLA03469	BRALA29327
OG0002978	ORYLA01067, ORYLA11348, ORYLA10261	BRALA24108
OG0002981	ORYLA08734	BRALA00510
OG0002982	ORYLA05260	BRALA31857
OG0002983	ORYLA05176, ORYLA13535	BRALA15691
OG0002984	ORYLA05793	BRALA10452
OG0002985	ORYLA16699, ORYLA00625	BRALA16955
OG0002986	ORYLA15829, ORYLA13959, ORYLA20331	BRALA12799
OG0002987	ORYLA15486, ORYLA01526	BRALA16295
OG0002989	ORYLA15869	BRALA25735, BRALA25734, BRALA24378
OG0002990	ORYLA04627	BRALA27944
OG0002991	ORYLA04672	BRALA24373
OG0002992	ORYLA09196, ORYLA15747	BRALA10664
OG0002994	ORYLA02194	BRALA03071
OG0002995	ORYLA10446	BRALA31288
OG0002996	ORYLA15037, ORYLA15923, ORYLA14260	BRALA14606
OG0002997	ORYLA06949	BRALA22094
OG0002998	ORYLA14765, ORYLA16031	BRALA06170
OG0003000	ORYLA12203	BRALA11264
OG0003001	ORYLA09863, ORYLA06603	BRALA11352
OG0003002	ORYLA14351, ORYLA16094, ORYLA08507, ORYLA09760	BRALA07344
OG0003003	ORYLA19741, ORYLA02206, ORYLA11693	BRALA21285, BRALA06728, BRALA22539, BRALA22540
OG0003004	ORYLA10597, ORYLA03379	BRALA28835
OG0003005	ORYLA05246	BRALA26150
OG0003006	ORYLA16962	BRALA30180
OG0003007	ORYLA13640, ORYLA00272	BRALA01148
OG0003008	ORYLA06672, ORYLA13325	BRALA24826
OG0003009	ORYLA01927, ORYLA05902, ORYLA05918	BRALA20909
OG0003010	ORYLA08264	BRALA02051
OG0003011	ORYLA00062, ORYLA17088	BRALA12587, BRALA12588
OG0003012	ORYLA13725, ORYLA14487	BRALA17182
OG0003013	ORYLA09697, ORYLA05595	BRALA14158, BRALA14160
OG0003014	ORYLA11816, ORYLA12535	BRALA21168
OG0003016	ORYLA00344, ORYLA19566	BRALA08068
OG0003017	ORYLA19080	BRALA18273
OG0003018	ORYLA04241, ORYLA03378	BRALA31319
OG0003019	ORYLA11447	BRALA14323
OG0003021	ORYLA07431	BRALA34522, BRALA34477
OG0003022	ORYLA00946	BRALA12187
OG0003023	ORYLA03235, ORYLA02285, ORYLA17780	BRALA22185
OG0003024	ORYLA12540	BRALA29524
OG0003025	ORYLA16836	BRALA03359
OG0003025	ORYLA06771	BRALA17181
OG0003026	ORYLA00734	BRALA10042
OG0003027	ORYLA17665, ORYLA15116	BRALA09779
OG0003028	ORYLA02137	BRALA01708
OG0003029	ORYLA02221, ORYLA15312	BRALA19961
OG0003030	ORYLA12869, ORYLA12868, ORYLA00872, ORYLA16608	BRALA31370
OG0003031	ORYLA16489, ORYLA08839	BRALA32296
OG0003033	ORYLA09580	BRALA33535
OG0003034	ORYLA00457	BRALA18733
OG0003035	ORYLA12815, ORYLA17690	BRALA04093
OG0003036	ORYLA06888, ORYLA13097	BRALA23667
OG0003037	ORYLA17542	BRALA22643
OG0003038	ORYLA03300, ORYLA05385	BRALA21188
OG0003039	ORYLA12596, ORYLA14963, ORYLA17391, ORYLA17390, ORYLA02299	BRALA09562
OG0003040	ORYLA07281, ORYLA07280	BRALA06106
OG0003041	ORYLA05365	BRALA13767
OG0003042	ORYLA09859	BRALA14544
OG0003043	ORYLA13460	BRALA15954
OG0003044	ORYLA04573	BRALA14962
OG0003046	ORYLA15260, ORYLA06310	BRALA09266
OG0003048	ORYLA15156, ORYLA08890	BRALA35916, BRALA12484
OG0003049	ORYLA17432, ORYLA12852, ORYLA06667	BRALA00969
OG0003050	ORYLA00454, ORYLA19968	BRALA09486, BRALA26101
OG0003051	ORYLA03600, ORYLA09446	BRALA00281, BRALA06030
OG0003052	ORYLA19777	BRALA09912
OG0003053	ORYLA02834	BRALA01192
OG0003054	ORYLA12266, ORYLA09573	BRALA14292
OG0003055	ORYLA07154, ORYLA12922, ORYLA13644	BRALA01152
OG0003057	ORYLA03418, ORYLA11578	BRALA12384
OG0003058	ORYLA11963, ORYLA20118, ORYLA13944	BRALA10357
OG0003059	ORYLA00217, ORYLA04759	BRALA24717
OG0003060	ORYLA16613, ORYLA06282, ORYLA13094	BRALA01131
OG0003061	ORYLA04715, ORYLA00772, ORYLA10167, ORYLA11382	BRALA22578
OG0003062	ORYLA06980, ORYLA15949, ORYLA12667	BRALA21245
OG0003063	ORYLA10950	BRALA20041
OG0003064	ORYLA13156	BRALA04357
OG0003065	ORYLA05920, ORYLA02018	BRALA24672
OG0003066	ORYLA15142, ORYLA14035, ORYLA11126	BRALA02294
OG0003067	ORYLA17416	BRALA16399
OG0003069	ORYLA13162	BRALA13473
OG0003070	ORYLA07340, ORYLA17867	BRALA11422
OG0003071	ORYLA01342	BRALA04699, BRALA08113
OG0003072	ORYLA13683, ORYLA10914	BRALA28497
OG0003073	ORYLA04415	BRALA07212
OG0003074	ORYLA16081, ORYLA01721, ORYLA05339	BRALA20234, BRALA20235
OG0003075	ORYLA09107	BRALA22295, BRALA32553
OG0003077	ORYLA16520, ORYLA00601, ORYLA00159, ORYLA16743	BRALA32652, BRALA31414
OG0003079	ORYLA14096, ORYLA06851, ORYLA13613	BRALA14566
OG0003084	ORYLA03661, ORYLA03660	BRALA11828, BRALA11850
OG0003086	ORYLA08071	BRALA21726, BRALA23186, BRALA15418
OG0003089	ORYLA14073, ORYLA13491	BRALA13302
OG0003090	ORYLA19422, ORYLA09568	BRALA26567, BRALA20690, BRALA06105
OG0003101	ORYLA10329, ORYLA09097, ORYLA16063, ORYLA15863	BRALA14766
OG0003103	ORYLA01778	BRALA06974, BRALA04721
OG0003105	ORYLA01500	BRALA29850
OG0003106	ORYLA14898	BRALA09165
OG0003107	ORYLA15014, ORYLA12389	BRALA03151
OG0003108	ORYLA11282, ORYLA15369	BRALA23025
OG0003110	ORYLA09478	BRALA14243
OG0003111	ORYLA00857	BRALA04538
OG0003112	ORYLA05183	BRALA28665, BRALA34089, BRALA29578
OG0003114	ORYLA07363	BRALA15227
OG0003115	ORYLA06857, ORYLA17487	BRALA18488
OG0003116	ORYLA20434	BRALA23274
OG0003118	ORYLA16184, ORYLA10022, ORYLA08702	BRALA00197
OG0003119	ORYLA20444	BRALA29056
OG0003120	ORYLA19924	BRALA18066
OG0003121	ORYLA14892, ORYLA13008	BRALA15041
OG0003122	ORYLA10184	BRALA30971
OG0003122	ORYLA11034	BRALA12818
OG0003124	ORYLA02774	BRALA34241, BRALA34239, BRALA34780
OG0003127	ORYLA10091	BRALA22285
OG0003128	ORYLA00377	BRALA34098
OG0003129	ORYLA15338	BRALA33727, BRALA34480
OG0003130	ORYLA03739	BRALA33115
OG0003131	ORYLA17361, ORYLA20425	BRALA24254
OG0003132	ORYLA02170	BRALA27609
OG0003133	ORYLA15166	BRALA25629
OG0003134	ORYLA05931, ORYLA16455	BRALA32020
OG0003135	ORYLA03082	BRALA34295
OG0003138	ORYLA10305	BRALA24387
OG0003140	ORYLA18056, ORYLA18057, ORYLA12143, ORYLA20304	BRALA18516, BRALA18515
OG0003141	ORYLA20129, ORYLA01871, ORYLA05831	BRALA05474
OG0003142	ORYLA17712	BRALA23203
OG0003144	ORYLA04082	BRALA30427
OG0003145	ORYLA13404, ORYLA06360	BRALA23671
OG0003146	ORYLA11707	BRALA09771
OG0003147	ORYLA20499	BRALA16312
OG0003148	ORYLA11751, ORYLA05438, ORYLA19776	BRALA31447
OG0003149	ORYLA05759	BRALA15048, BRALA15046, BRALA15047
OG0003150	ORYLA01440, ORYLA09448	BRALA06073
OG0003151	ORYLA09212, ORYLA15558, ORYLA14255	BRALA28902
OG0003152	ORYLA16325, ORYLA08299, ORYLA16852	BRALA06359
OG0003153	ORYLA18339	BRALA20237
OG0003154	ORYLA06654	BRALA09778
OG0003157	ORYLA04495	BRALA18717
OG0003158	ORYLA08610, ORYLA09460, ORYLA08913	BRALA04756
OG0003159	ORYLA02503, ORYLA17417, ORYLA05287	BRALA03670
OG0003160	ORYLA05070, ORYLA19915	BRALA34327
OG0003161	ORYLA18915, ORYLA10523, ORYLA18916	BRALA12062
OG0003162	ORYLA11824, ORYLA10738, ORYLA03513	BRALA12042
OG0003163	ORYLA13213, ORYLA17286	BRALA09502
OG0003164	ORYLA20487, ORYLA00816	BRALA08232
OG0003165	ORYLA08595, ORYLA10561	BRALA34066
OG0003167	ORYLA16879, ORYLA03605	BRALA29422
OG0003168	ORYLA16959, ORYLA00571	BRALA14008
OG0003169	ORYLA09698	BRALA01179
OG0003172	ORYLA09854	BRALA14091
OG0003174	ORYLA20481	BRALA15910
OG0003175	ORYLA01979, ORYLA06140	BRALA07118, BRALA07114
OG0003176	ORYLA12690	BRALA03069, BRALA03068, BRALA03070
OG0003177	ORYLA00856	BRALA23984
OG0003178	ORYLA03270	BRALA30304
OG0003179	ORYLA00445	BRALA04006
OG0003180	ORYLA03447, ORYLA03986, ORYLA03985	BRALA19366
OG0003181	ORYLA00243	BRALA13987
OG0003183	ORYLA16117, ORYLA02124	BRALA00151
OG0003184	ORYLA01211, ORYLA07345	BRALA03612
OG0003185	ORYLA12363, ORYLA15072	BRALA08913
OG0003186	ORYLA01090, ORYLA09963, ORYLA09962	BRALA35925
OG0003187	ORYLA12776	BRALA06679
OG0003188	ORYLA12586, ORYLA14947	BRALA21755
OG0003189	ORYLA04108	BRALA28089, BRALA26188
OG0003190	ORYLA00506	BRALA00193, BRALA00194
OG0003191	ORYLA18538, ORYLA15754	BRALA04704
OG0003193	ORYLA12245, ORYLA09712	BRALA06151
OG0003195	ORYLA16742	BRALA29438
OG0003196	ORYLA06022	BRALA03312, BRALA34284, BRALA03314
OG0003197	ORYLA18639	BRALA14254
OG0003199	ORYLA15973, ORYLA15714	BRALA17301
OG0003200	ORYLA05114	BRALA17093
OG0003201	ORYLA18830	BRALA32075, BRALA35277, BRALA19671
OG0003202	ORYLA02354	BRALA06604
OG0003203	ORYLA02126, ORYLA16448	BRALA24870
OG0003204	ORYLA08375	BRALA11882
OG0003205	ORYLA12978, ORYLA12979, ORYLA17330	BRALA14611
OG0003206	ORYLA16318	BRALA15924
OG0003207	ORYLA19094	BRALA19743
OG0003208	ORYLA13040	BRALA24790
OG0003210	ORYLA02461, ORYLA06655	BRALA02658
OG0003211	ORYLA20322	BRALA15324
OG0003212	ORYLA15489, ORYLA10940	BRALA21845
OG0003213	ORYLA06531	BRALA15054
OG0003214	ORYLA09799	BRALA11877
OG0003215	ORYLA00108, ORYLA19619	BRALA11919
OG0003216	ORYLA19919, ORYLA19002, ORYLA05782	BRALA06581
OG0003217	ORYLA13146, ORYLA02509	BRALA22390, BRALA22386
OG0003220	ORYLA01985, ORYLA05947	BRALA29359
OG0003221	ORYLA02164, ORYLA02047	BRALA13791
OG0003222	ORYLA15011, ORYLA12395, ORYLA09003	BRALA03438, BRALA03437
OG0003223	ORYLA15511	BRALA03348
OG0003224	ORYLA08420	BRALA24852, BRALA24853, BRALA24851
OG0003225	ORYLA19236, ORYLA19235	BRALA24705
OG0003226	ORYLA12048	BRALA02281
OG0003227	ORYLA15109	BRALA32464
OG0003228	ORYLA10708	BRALA28908
OG0003229	ORYLA07923, ORYLA01487	BRALA28965
OG0003230	ORYLA08114	BRALA16395
OG0003232	ORYLA10450, ORYLA04810, ORYLA19700, ORYLA04347, ORYLA01070	BRALA25974, BRALA25976, BRALA35757
OG0003234	ORYLA01163	BRALA08065
OG0003235	ORYLA20268	BRALA28961
OG0003236	ORYLA02520	BRALA24360
OG0003236	ORYLA16788	BRALA16741, BRALA34782
OG0003237	ORYLA04328, ORYLA07454, ORYLA09177	BRALA26009, BRALA03776, BRALA01471, BRALA23973
OG0003238	ORYLA12178	BRALA07897
OG0003239	ORYLA15027	BRALA23858
OG0003240	ORYLA15566, ORYLA13941, ORYLA16395	BRALA00023
OG0003250	ORYLA11719, ORYLA16208	BRALA23787
OG0003251	ORYLA05486, ORYLA12659	BRALA03131
OG0003252	ORYLA11431, ORYLA10758	BRALA29060
OG0003253	ORYLA14109, ORYLA17719, ORYLA12706	BRALA17125
OG0003254	ORYLA01055	BRALA10884
OG0003255	ORYLA01639	BRALA04178
OG0003257	ORYLA11994, ORYLA10700	BRALA10821
OG0003258	ORYLA13111	BRALA26675
OG0003259	ORYLA17769	BRALA03751
OG0003260	ORYLA13208, ORYLA02958	BRALA01352
OG0003261	ORYLA06345, ORYLA06344, ORYLA06346, ORYLA03623	BRALA10363
OG0003262	ORYLA04363, ORYLA17978	BRALA23941
OG0003263	ORYLA05786	BRALA27485
OG0003264	ORYLA08989, ORYLA06289	BRALA16693
OG0003265	ORYLA14054, ORYLA11239	BRALA09391
OG0003266	ORYLA03848, ORYLA04542	BRALA25697
OG0003267	ORYLA19756	BRALA06736
OG0003268	ORYLA01959	BRALA28894
OG0003269	ORYLA07800, ORYLA16726	BRALA23035
OG0003270	ORYLA14592	BRALA10980, BRALA10981
OG0003272	ORYLA19655, ORYLA19654, ORYLA07229	BRALA20375
OG0003275	ORYLA09029, ORYLA13943	BRALA19113
OG0003276	ORYLA07362, ORYLA10391, ORYLA00852, ORYLA11438	BRALA28847
OG0003277	ORYLA20336, ORYLA15828, ORYLA13998	BRALA12741
OG0003278	ORYLA12553	BRALA29833
OG0003279	ORYLA01238	BRALA19410
OG0003282	ORYLA04149, ORYLA01430	BRALA21917
OG0003283	ORYLA19093	BRALA09386
OG0003284	ORYLA18705	BRALA07080
OG0003286	ORYLA16774	BRALA11189
OG0003287	ORYLA15508, ORYLA11362	BRALA23219
OG0003288	ORYLA04254	BRALA18702
OG0003289	ORYLA09052, ORYLA09053, ORYLA15034, ORYLA12726	BRALA20587
OG0003290	ORYLA06270, ORYLA06269	BRALA03644
OG0003291	ORYLA04004	BRALA23985
OG0003294	ORYLA12880	BRALA20203
OG0003295	ORYLA04874, ORYLA19440, ORYLA17764	BRALA35560, BRALA35974, BRALA29714
OG0003296	ORYLA18095, ORYLA02301	BRALA07237
OG0003297	ORYLA16817	BRALA11135
OG0003298	ORYLA01355	BRALA08285
OG0003299	ORYLA12913	BRALA05146
OG0003301	ORYLA12501	BRALA12896
OG0003302	ORYLA01208	BRALA03648
OG0003304	ORYLA05709	BRALA01097
OG0003305	ORYLA02939, ORYLA18010	BRALA02228
OG0003306	ORYLA15915	BRALA22690
OG0003308	ORYLA02810, ORYLA10199	BRALA05211, BRALA05209, BRALA05210
OG0003309	ORYLA09280, ORYLA20068, ORYLA08534	BRALA07365
OG0003311	ORYLA01367, ORYLA08826, ORYLA06226	BRALA16041
OG0003315	ORYLA05354	BRALA10201
OG0003316	ORYLA06489	BRALA05665
OG0003317	ORYLA00142	BRALA25346
OG0003318	ORYLA14596, ORYLA15728	BRALA25729
OG0003319	ORYLA15491, ORYLA07033	BRALA16686
OG0003320	ORYLA17866	BRALA16362
OG0003321	ORYLA05648	BRALA20253
OG0003323	ORYLA02747	BRALA02545
OG0003325	ORYLA08076, ORYLA04984	BRALA25251
OG0003326	ORYLA04931	BRALA21679, BRALA21678
OG0003327	ORYLA02456, ORYLA06278	BRALA18397
OG0003328	ORYLA06738	BRALA19968, BRALA03294
OG0003329	ORYLA17667, ORYLA02366	BRALA16528
OG0003330	ORYLA14948	BRALA21753
OG0003331	ORYLA03745	BRALA23588
OG0003332	ORYLA06788, ORYLA02078	BRALA16700
OG0003333	ORYLA19135	BRALA20739
OG0003335	ORYLA10536	BRALA18893
OG0003336	ORYLA13585, ORYLA16595, ORYLA17841	BRALA19535
OG0003337	ORYLA20124	BRALA05428
OG0003338	ORYLA17314	BRALA35064
OG0003340	ORYLA05123, ORYLA01941	BRALA13754
OG0003341	ORYLA00218	BRALA22123
OG0003342	ORYLA05754, ORYLA12334	BRALA04167
OG0003343	ORYLA03249	BRALA14934
OG0003344	ORYLA11978	BRALA16634
OG0003346	ORYLA07076	BRALA01560, BRALA18456, BRALA18457, BRALA18458, BRALA01829
OG0003347	ORYLA09885, ORYLA04679	BRALA09177
OG0003348	ORYLA07117, ORYLA09434	BRALA15993
OG0003349	ORYLA00427, ORYLA04988, ORYLA08086	BRALA03624
OG0003350	ORYLA09368, ORYLA09369, ORYLA06960, ORYLA03492, ORYLA01457	BRALA14237
OG0003351	ORYLA14628	BRALA17287, BRALA17306
OG0003352	ORYLA08412, ORYLA10054	BRALA00218
OG0003353	ORYLA10916	BRALA15281
OG0003354	ORYLA19460, ORYLA19459, ORYLA00204	BRALA00361
OG0003355	ORYLA02544, ORYLA05076, ORYLA07720	BRALA03913
OG0003356	ORYLA00555, ORYLA16745	BRALA20221
OG0003357	ORYLA01325	BRALA28370
OG0003358	ORYLA14258	BRALA20313
OG0003359	ORYLA11531	BRALA22885
OG0003360	ORYLA10113	BRALA24694
OG0003361	ORYLA10105, ORYLA03006	BRALA15184
OG0003364	ORYLA14543, ORYLA16352	BRALA19189
OG0003366	ORYLA19482	BRALA13308
OG0003367	ORYLA19314	BRALA02186, BRALA02185, BRALA24845, BRALA32893, BRALA01014
OG0003368	ORYLA01157	BRALA11408
OG0003370	ORYLA02169, ORYLA05635	BRALA13625
OG0003372	ORYLA13263, ORYLA19929	BRALA01258, BRALA01257
OG0003373	ORYLA11155, ORYLA15306	BRALA02259
OG0003374	ORYLA05369	BRALA32765
OG0003375	ORYLA17409	BRALA16607
OG0003376	ORYLA07502	BRALA08374
OG0003377	ORYLA12102	BRALA30976
OG0003378	ORYLA16361, ORYLA12071	BRALA18244
OG0003379	ORYLA05666	BRALA10345
OG0003380	ORYLA02294, ORYLA17353	BRALA19352
OG0003381	ORYLA10983, ORYLA12366	BRALA18296
OG0003382	ORYLA06657, ORYLA06055	BRALA02288, BRALA02289
OG0003383	ORYLA08272	BRALA00564
OG0003384	ORYLA00693, ORYLA05038, ORYLA17993, ORYLA17992, ORYLA14121	BRALA21417
OG0003385	ORYLA16115	BRALA24635
OG0003386	ORYLA06516, ORYLA12917	BRALA30819
OG0003387	ORYLA16634	BRALA24624, BRALA24625
OG0003388	ORYLA19757, ORYLA04964	BRALA06749
OG0003391	ORYLA10703	BRALA31037, BRALA31038
OG0003392	ORYLA00140, ORYLA00535	BRALA06298
OG0003394	ORYLA09650	BRALA00627
OG0003396	ORYLA20291	BRALA02157
OG0003397	ORYLA19368, ORYLA07867, ORYLA03946, ORYLA01337	BRALA31792
OG0003399	ORYLA16833, ORYLA02325, ORYLA04308	BRALA28163
OG0003401	ORYLA02916, ORYLA17797, ORYLA17796	BRALA10100
OG0003401	ORYLA18469	BRALA10099
OG0003419	ORYLA07674	BRALA33995
OG0003420	ORYLA13381, ORYLA02466	BRALA02559
OG0003421	ORYLA20432	BRALA22933
OG0003422	ORYLA11143	BRALA08270
OG0003424	ORYLA16837	BRALA27366
OG0003425	ORYLA19551, ORYLA19552	BRALA13513
OG0003426	ORYLA01060	BRALA28983
OG0003428	ORYLA07230	BRALA26986, BRALA33909
OG0003429	ORYLA15696	BRALA02516
OG0003430	ORYLA04134, ORYLA05926	BRALA25695
OG0003431	ORYLA13930, ORYLA13647	BRALA07409
OG0003433	ORYLA04481	BRALA12225
OG0003434	ORYLA08873	BRALA00541
OG0003435	ORYLA11612, ORYLA10262	BRALA26136, BRALA30163
OG0003437	ORYLA16686, ORYLA18274, ORYLA16631	BRALA06487, BRALA06489
OG0003439	ORYLA08660	BRALA11592
OG0003440	ORYLA09996, ORYLA09995, ORYLA19837	BRALA22768
OG0003441	ORYLA11240, ORYLA14053	BRALA20520
OG0003443	ORYLA08295, ORYLA10121	BRALA15200
OG0003444	ORYLA12477	BRALA23414
OG0003444	ORYLA15139	BRALA16370
OG0003445	ORYLA02950	BRALA24008
OG0003445	ORYLA13406, ORYLA06359	BRALA02844
OG0003448	ORYLA12750	BRALA03321
OG0003450	ORYLA06472	BRALA18866
OG0003451	ORYLA09529	BRALA12366
OG0003453	ORYLA17585	BRALA22884
OG0003454	ORYLA16419, ORYLA05702, ORYLA07880	BRALA14039
OG0003455	ORYLA15928	BRALA02242
OG0003456	ORYLA16281	BRALA13939, BRALA06592
OG0003457	ORYLA07032, ORYLA10641	BRALA14725
OG0003459	ORYLA04696, ORYLA10058	BRALA35733, BRALA30363
OG0003460	ORYLA20040, ORYLA04718	BRALA22272
OG0003462	ORYLA16610	BRALA10146
OG0003463	ORYLA18517, ORYLA11792	BRALA13330
OG0003464	ORYLA07795	BRALA27365, BRALA23056
OG0003465	ORYLA17241	BRALA21319
OG0003466	ORYLA08173, ORYLA02600, ORYLA01193	BRALA09926
OG0003467	ORYLA02217	BRALA12491
OG0003469	ORYLA02002	BRALA25637
OG0003471	ORYLA05163	BRALA22485
OG0003472	ORYLA09943	BRALA15949
OG0003473	ORYLA03676	BRALA25278
OG0003474	ORYLA05348, ORYLA01720, ORYLA01933	BRALA12831
OG0003475	ORYLA09037	BRALA12280
OG0003476	ORYLA10956	BRALA30873
OG0003477	ORYLA05136	BRALA21273
OG0003478	ORYLA10473	BRALA22512
OG0003479	ORYLA19858, ORYLA19857, ORYLA19376, ORYLA14248	BRALA30670
OG0003480	ORYLA14009	BRALA03258
OG0003481	ORYLA09851	BRALA02540
OG0003482	ORYLA19870	BRALA27623
OG0003483	ORYLA05235	BRALA32124
OG0003486	ORYLA11922	BRALA31683
OG0003487	ORYLA01531	BRALA16372
OG0003488	ORYLA09086	BRALA21271
