Orthogroup	ORYLA	ASTMX
OG0003510	ORYLA12402	ASTMX18796
OG0003511	ORYLA17668	ASTMX12073
OG0003512	ORYLA17979	ASTMX05092
OG0003512	ORYLA14116	ASTMX09614
OG0003513	ORYLA19681	ASTMX12957, ASTMX10424
OG0003513	ORYLA05692	ASTMX18403
OG0003514	ORYLA14323	ASTMX08380
OG0003514	ORYLA13834	ASTMX19372
OG0003514	ORYLA20337	ASTMX08342
OG0003515	ORYLA00165	ASTMX14872, ASTMX08241
OG0003517	ORYLA14850	ASTMX02229
OG0003517	ORYLA11261	ASTMX21231
OG0003518	ORYLA02219	ASTMX08720
OG0003519	ORYLA06032	ASTMX21057
OG0003520	ORYLA10150	ASTMX10981
OG0003521	ORYLA03229	ASTMX05860
OG0003522	ORYLA10376	ASTMX01391
OG0003523	ORYLA06822	ASTMX06451
OG0003525	ORYLA06258	ASTMX03127, ASTMX20265
OG0003526	ORYLA00105	ASTMX04890
OG0003526	ORYLA08676	ASTMX21723
OG0003527	ORYLA03109	ASTMX22759
OG0003528	ORYLA09598	ASTMX09805
OG0003529	ORYLA08755	ASTMX16745
OG0003529	ORYLA16493	ASTMX14098
OG0003530	ORYLA08384	ASTMX05440
OG0003530	ORYLA09655	ASTMX20430
OG0003531	ORYLA10765	ASTMX16540
OG0003531	ORYLA01076	ASTMX22221, ASTMX09746, ASTMX04691
OG0003532	ORYLA09550	ASTMX09797
OG0003533	ORYLA20154	ASTMX14253
OG0003534	ORYLA04728	ASTMX08453
OG0003534	ORYLA10480	ASTMX08487
OG0003535	ORYLA17733	ASTMX17766
OG0003535	ORYLA17692	ASTMX12077
OG0003536	ORYLA20264	ASTMX04814
OG0003537	ORYLA02972	ASTMX10030
OG0003538	ORYLA04723	ASTMX21966, ASTMX20518
OG0003539	ORYLA00317	ASTMX01615
OG0003541	ORYLA12459	ASTMX02571
OG0003542	ORYLA08039, ORYLA08040	ASTMX19914
OG0003543	ORYLA17038	ASTMX22680
OG0003543	ORYLA06025	ASTMX13907
OG0003544	ORYLA05956	ASTMX05764
OG0003545	ORYLA00780	ASTMX03639
OG0003545	ORYLA16888	ASTMX14841
OG0003546	ORYLA02573	ASTMX03306, ASTMX06923
OG0003546	ORYLA06777	ASTMX13133
OG0003547	ORYLA15005	ASTMX02604
OG0003548	ORYLA19601	ASTMX20604
OG0003549	ORYLA11604	ASTMX09904
OG0003549	ORYLA13044	ASTMX16803
OG0003550	ORYLA06826	ASTMX00483
OG0003550	ORYLA09869	ASTMX08669
OG0003551	ORYLA17122	ASTMX14723, ASTMX11606
OG0003551	ORYLA02512, ORYLA02511	ASTMX14724
OG0003552	ORYLA06559, ORYLA12973	ASTMX04006
OG0003554	ORYLA02272	ASTMX10001
OG0003554	ORYLA04649	ASTMX12094
OG0003555	ORYLA08290	ASTMX06580
OG0003556	ORYLA11308	ASTMX21299
OG0003556	ORYLA15858	ASTMX01752, ASTMX13732
OG0003557	ORYLA05103	ASTMX07636
OG0003558	ORYLA12673	ASTMX07075
OG0003560	ORYLA10146	ASTMX20729
OG0003561	ORYLA11603	ASTMX09905
OG0003561	ORYLA09116	ASTMX06185
OG0003562	ORYLA16057	ASTMX19362
OG0003562	ORYLA05508	ASTMX04310, ASTMX15769
OG0003563	ORYLA08166	ASTMX07743
OG0003564	ORYLA02602	ASTMX09764
OG0003564	ORYLA01509	ASTMX04739
OG0003565	ORYLA04938, ORYLA17732	ASTMX17264
OG0003566	ORYLA12377	ASTMX09006
OG0003567	ORYLA16922	ASTMX03625
OG0003568	ORYLA17899	ASTMX14445
OG0003569	ORYLA14706	ASTMX02172, ASTMX13272
OG0003569	ORYLA13674	ASTMX09249
OG0003570	ORYLA06235, ORYLA06236	ASTMX18041
OG0003571	ORYLA05684	ASTMX18396
OG0003571	ORYLA15032	ASTMX02624
OG0003572	ORYLA03054	ASTMX20122, ASTMX06072
OG0003572	ORYLA01059	ASTMX07500, ASTMX04640
OG0003572	ORYLA11318, ORYLA10495	ASTMX01355
OG0003573	ORYLA18884	ASTMX17087
OG0003576	ORYLA15848	ASTMX19656
OG0003576	ORYLA19484	ASTMX13857
OG0003577	ORYLA05673	ASTMX14615
OG0003578	ORYLA19177	ASTMX15744
OG0003579	ORYLA07706	ASTMX05928, ASTMX10482
OG0003581	ORYLA04075	ASTMX08220
OG0003582	ORYLA13955	ASTMX05373
OG0003584	ORYLA07455	ASTMX17777, ASTMX02726
OG0003584	ORYLA06958	ASTMX17845
OG0003584	ORYLA03789	ASTMX08045
OG0003584	ORYLA14411	ASTMX00726
OG0003585	ORYLA11777	ASTMX16416
OG0003585	ORYLA05515	ASTMX11421
OG0003585	ORYLA06296	ASTMX11923
OG0003585	ORYLA15519	ASTMX05210, ASTMX10762
OG0003586	ORYLA03197, ORYLA03198, ORYLA03199	ASTMX11251, ASTMX11252, ASTMX11255
OG0003586	ORYLA19337	ASTMX10003, ASTMX17375
OG0003598	ORYLA02886	ASTMX04073
OG0003599	ORYLA07506	ASTMX16957
OG0003600	ORYLA20278	ASTMX00592
OG0003601	ORYLA10294	ASTMX22455
OG0003601	ORYLA10291	ASTMX05402
OG0003601	ORYLA10290	ASTMX21482
OG0003604	ORYLA03472	ASTMX18061
OG0003604	ORYLA14112, ORYLA17897	ASTMX05055
OG0003606	ORYLA11462	ASTMX08937
OG0003606	ORYLA10629	ASTMX02533
OG0003606	ORYLA02252	ASTMX00915
OG0003607	ORYLA08341	ASTMX21385
OG0003608	ORYLA13187	ASTMX02819
OG0003610	ORYLA11705	ASTMX10810
OG0003611	ORYLA01222	ASTMX14877
OG0003612	ORYLA05697	ASTMX21729
OG0003613	ORYLA13861	ASTMX04050, ASTMX18610
OG0003615	ORYLA07166	ASTMX17840
OG0003616	ORYLA13901	ASTMX05288
OG0003616	ORYLA15935	ASTMX16997
OG0003616	ORYLA17835	ASTMX17937
OG0003617	ORYLA20096	ASTMX16719
OG0003618	ORYLA09085	ASTMX06136
OG0003619	ORYLA00995	ASTMX04527
OG0003620	ORYLA16131	ASTMX19184
OG0003621	ORYLA04086	ASTMX03711
OG0003622	ORYLA11687	ASTMX03803, ASTMX18660
OG0003623	ORYLA05862	ASTMX09071
OG0003624	ORYLA13908	ASTMX19218, ASTMX20395
OG0003626	ORYLA06029	ASTMX14928
OG0003627	ORYLA12845	ASTMX02831
OG0003627	ORYLA04550	ASTMX03012
OG0003628	ORYLA12634	ASTMX20167
OG0003628	ORYLA14794	ASTMX05199
OG0003629	ORYLA03343	ASTMX11707
OG0003630	ORYLA07936	ASTMX04467
OG0003631	ORYLA04613	ASTMX03889
OG0003632	ORYLA20232	ASTMX05268, ASTMX13688
OG0003632	ORYLA08834	ASTMX16659
OG0003633	ORYLA15479	ASTMX18125
OG0003635	ORYLA01451	ASTMX01147
OG0003636	ORYLA05265	ASTMX14519
OG0003638	ORYLA11662	ASTMX09482
OG0003639	ORYLA04010	ASTMX13998
OG0003640	ORYLA16900	ASTMX07846
OG0003640	ORYLA08704	ASTMX10421
OG0003641	ORYLA05514	ASTMX06736
OG0003641	ORYLA13948, ORYLA15562	ASTMX00519
OG0003642	ORYLA14662	ASTMX13241
OG0003642	ORYLA00337	ASTMX14005
OG0003643	ORYLA16013	ASTMX06419
OG0003644	ORYLA19217	ASTMX11204
OG0003644	ORYLA19218	ASTMX22672
OG0003645	ORYLA17019	ASTMX17672
OG0003646	ORYLA12425	ASTMX07094
OG0003647	ORYLA18090	ASTMX03340
OG0003647	ORYLA02365	ASTMX07786
OG0003648	ORYLA10802	ASTMX04819
OG0003649	ORYLA12909	ASTMX04920
OG0003650	ORYLA14386	ASTMX05339
OG0003651	ORYLA15506	ASTMX06708
OG0003652	ORYLA04563	ASTMX06086
OG0003653	ORYLA01638	ASTMX09844
OG0003653	ORYLA07485	ASTMX07032
OG0003654	ORYLA09093	ASTMX18752, ASTMX06146
OG0003655	ORYLA11608	ASTMX09913
OG0003655	ORYLA09516	ASTMX17372
OG0003656	ORYLA12194	ASTMX22041
OG0003656	ORYLA06060	ASTMX06864
OG0003657	ORYLA04683	ASTMX05415
OG0003657	ORYLA09891	ASTMX12030
OG0003658	ORYLA05614	ASTMX01908
OG0003658	ORYLA01831	ASTMX21818
OG0003659	ORYLA19260	ASTMX21661
OG0003660	ORYLA04982	ASTMX02749
OG0003660	ORYLA08074	ASTMX13404
OG0003661	ORYLA13934	ASTMX01048
OG0003662	ORYLA04873	ASTMX08499
OG0003662	ORYLA02401	ASTMX07814
OG0003663	ORYLA07346	ASTMX03968, ASTMX09648
OG0003663	ORYLA04670	ASTMX02779
OG0003664	ORYLA16286	ASTMX22165
OG0003665	ORYLA11822	ASTMX19841
OG0003666	ORYLA02489	ASTMX16764
OG0003666	ORYLA13220	ASTMX03845
OG0003666	ORYLA06808	ASTMX03113
OG0003667	ORYLA03973	ASTMX13037
OG0003667	ORYLA03463	ASTMX04391
OG0003667	ORYLA17623	ASTMX13189
OG0003668	ORYLA12159	ASTMX06218
OG0003669	ORYLA00310	ASTMX15273
OG0003671	ORYLA19913, ORYLA05071	ASTMX16457, ASTMX06659
OG0003671	ORYLA03950	ASTMX15213
OG0003672	ORYLA07781	ASTMX07690
OG0003673	ORYLA11721	ASTMX11043
OG0003674	ORYLA00233	ASTMX11388
OG0003675	ORYLA05527	ASTMX07427
OG0003676	ORYLA18000	ASTMX13350
OG0003677	ORYLA09433	ASTMX08647
OG0003677	ORYLA09215	ASTMX19744
OG0003677	ORYLA16425	ASTMX10207
OG0003678	ORYLA19111	ASTMX03163
OG0003678	ORYLA18850	ASTMX18968
OG0003679	ORYLA09435	ASTMX00166
OG0003679	ORYLA09221	ASTMX14038
OG0003680	ORYLA09399	ASTMX19340
OG0003681	ORYLA15043	ASTMX16563
OG0003681	ORYLA12095	ASTMX18137
OG0003682	ORYLA05336	ASTMX07505
OG0003682	ORYLA11752	ASTMX12895
OG0003684	ORYLA09009	ASTMX08680
OG0003685	ORYLA12611	ASTMX07097
OG0003686	ORYLA15174, ORYLA15175	ASTMX06254
OG0003687	ORYLA16099	ASTMX17726
OG0003687	ORYLA09689	ASTMX07873
OG0003688	ORYLA15391	ASTMX13333
OG0003689	ORYLA00037	ASTMX02872
OG0003690	ORYLA10151	ASTMX10980, ASTMX10978
OG0003691	ORYLA00513	ASTMX15904
OG0003692	ORYLA17765, ORYLA17766	ASTMX10000, ASTMX15655
OG0003693	ORYLA11068	ASTMX14396
OG0003693	ORYLA15548	ASTMX02107
OG0003694	ORYLA05766	ASTMX09722
OG0003695	ORYLA18026	ASTMX03315
OG0003695	ORYLA02559	ASTMX17201
OG0003695	ORYLA13445	ASTMX12439
OG0003696	ORYLA14696	ASTMX00614
OG0003697	ORYLA16755	ASTMX21853
OG0003697	ORYLA18863	ASTMX06569
OG0003698	ORYLA05043	ASTMX02803
OG0003698	ORYLA17728	ASTMX17268
OG0003700	ORYLA00145	ASTMX07852
OG0003701	ORYLA09740	ASTMX12710
OG0003702	ORYLA04776	ASTMX02772
OG0003702	ORYLA10080	ASTMX05806
OG0003703	ORYLA19118	ASTMX18566
OG0003703	ORYLA07915	ASTMX17499
OG0003704	ORYLA00715	ASTMX13177
OG0003704	ORYLA06286	ASTMX10331
OG0003705	ORYLA01951	ASTMX08013
OG0003706	ORYLA06085	ASTMX00898, ASTMX13803
OG0003707	ORYLA12453	ASTMX04909
OG0003708	ORYLA10235	ASTMX12297
OG0003709	ORYLA15349	ASTMX07210
OG0003710	ORYLA08822	ASTMX06151
OG0003711	ORYLA12421	ASTMX03560
OG0003712	ORYLA16996	ASTMX14325
OG0003712	ORYLA19025	ASTMX20985
OG0003713	ORYLA13219	ASTMX03846
OG0003714	ORYLA19329	ASTMX17749
OG0003716	ORYLA13136	ASTMX07172
OG0003717	ORYLA02048	ASTMX04289
OG0003719	ORYLA05761	ASTMX21101
OG0003720	ORYLA06376	ASTMX03119
OG0003720	ORYLA01596	ASTMX19301
OG0003721	ORYLA10476	ASTMX08484
OG0003721	ORYLA01061	ASTMX22043
OG0003722	ORYLA06277	ASTMX06501
OG0003722	ORYLA02448	ASTMX11182
OG0003724	ORYLA20221	ASTMX05688
OG0003725	ORYLA13642	ASTMX14050
OG0003726	ORYLA05127	ASTMX20012
OG0003727	ORYLA01928	ASTMX08742
OG0003727	ORYLA05903	ASTMX06766
OG0003729	ORYLA08395	ASTMX05387
OG0003731	ORYLA00028	ASTMX18880
OG0003732	ORYLA09566	ASTMX00190
OG0003733	ORYLA07355	ASTMX05574
OG0003734	ORYLA02449	ASTMX11186
OG0003735	ORYLA18227	ASTMX02980
OG0003736	ORYLA15256	ASTMX06261
OG0003737	ORYLA18023	ASTMX03311
OG0003737	ORYLA13650	ASTMX02075
OG0003738	ORYLA16804	ASTMX11368, ASTMX05001
OG0003739	ORYLA10021	ASTMX15585
OG0003740	ORYLA14622	ASTMX16206
OG0003742	ORYLA06086	ASTMX13806
OG0003742	ORYLA02085	ASTMX00905
OG0003743	ORYLA02655, ORYLA17586	ASTMX18803
OG0003744	ORYLA15613	ASTMX08863
OG0003744	ORYLA13913	ASTMX05359
OG0003746	ORYLA20093	ASTMX16717, ASTMX17153
OG0003746	ORYLA08232	ASTMX01456
OG0003746	ORYLA19466	ASTMX21879
OG0003746	ORYLA02028	ASTMX09875
OG0003748	ORYLA14739	ASTMX14382, ASTMX00409
OG0003748	ORYLA16014, ORYLA16016, ORYLA16015	ASTMX06418
OG0003749	ORYLA15075	ASTMX08310
OG0003749	ORYLA11168	ASTMX01524
OG0003750	ORYLA15854	ASTMX18029
OG0003751	ORYLA12972	ASTMX04007, ASTMX22909
OG0003752	ORYLA20457, ORYLA20456	ASTMX00327
OG0003752	ORYLA14921	ASTMX00468
OG0003753	ORYLA16886, ORYLA16887	ASTMX14862
OG0003754	ORYLA14867	ASTMX02185
OG0003755	ORYLA03647	ASTMX14369
OG0003755	ORYLA04416	ASTMX22559, ASTMX14368
OG0003756	ORYLA15160	ASTMX13569, ASTMX10898
OG0003757	ORYLA03079	ASTMX09893
OG0003758	ORYLA15779	ASTMX20436, ASTMX20437
OG0003759	ORYLA16410	ASTMX21302
OG0003759	ORYLA01905	ASTMX08728
OG0003759	ORYLA01906	ASTMX08729
OG0003760	ORYLA07065	ASTMX21160
OG0003760	ORYLA12558	ASTMX20023
OG0003761	ORYLA14667	ASTMX13246
OG0003761	ORYLA19588	ASTMX10082
OG0003762	ORYLA16316	ASTMX18780
OG0003763	ORYLA04822	ASTMX20453
OG0003764	ORYLA16406	ASTMX16449
OG0003765	ORYLA15485	ASTMX06405
OG0003765	ORYLA19638	ASTMX16635
OG0003766	ORYLA14216	ASTMX00690
OG0003767	ORYLA05360	ASTMX00865
OG0003768	ORYLA11127	ASTMX03041
OG0003769	ORYLA08980	ASTMX09112
OG0003770	ORYLA03596	ASTMX04346
OG0003771	ORYLA19264	ASTMX20761
OG0003771	ORYLA17030	ASTMX17664
OG0003772	ORYLA12463	ASTMX02565
OG0003773	ORYLA08369	ASTMX13827
OG0003776	ORYLA18575	ASTMX19488
OG0003777	ORYLA09626	ASTMX15587
OG0003777	ORYLA20067	ASTMX01444
OG0003778	ORYLA11149	ASTMX10296
OG0003778	ORYLA15322	ASTMX01093
OG0003779	ORYLA16409	ASTMX20791
OG0003780	ORYLA13130	ASTMX11152
OG0003780	ORYLA07555	ASTMX07003
OG0003780	ORYLA09643	ASTMX05433, ASTMX16713
OG0003781	ORYLA07642	ASTMX20377
OG0003781	ORYLA04950	ASTMX12289
OG0003781	ORYLA00185, ORYLA00183, ORYLA04949, ORYLA00184	ASTMX07305
OG0003794	ORYLA16150	ASTMX22594
OG0003794	ORYLA01739	ASTMX13595
OG0003794	ORYLA20381	ASTMX15133
OG0003794	ORYLA15350	ASTMX07244
OG0003794	ORYLA12748	ASTMX00269
OG0003795	ORYLA20210	ASTMX22459, ASTMX04043
OG0003798	ORYLA19738	ASTMX00649
OG0003798	ORYLA13919	ASTMX05334
OG0003803	ORYLA02753, ORYLA02752	ASTMX15080
OG0003803	ORYLA12969	ASTMX04008
OG0003806	ORYLA16763	ASTMX21196
OG0003807	ORYLA00781	ASTMX03640
OG0003808	ORYLA01934	ASTMX12243
OG0003809	ORYLA07697	ASTMX20443
OG0003809	ORYLA19481, ORYLA19479	ASTMX12115
OG0003810	ORYLA09510	ASTMX00551, ASTMX07541
OG0003811	ORYLA12803	ASTMX11112
OG0003812	ORYLA19278	ASTMX06055
OG0003813	ORYLA18042	ASTMX06952
OG0003813	ORYLA17950	ASTMX11991
OG0003816	ORYLA05294	ASTMX10485, ASTMX10948
OG0003817	ORYLA06447	ASTMX18647
OG0003818	ORYLA04078	ASTMX08224
OG0003820	ORYLA07704	ASTMX09663
OG0003821	ORYLA13685, ORYLA15681	ASTMX15916
OG0003821	ORYLA13807	ASTMX00789
OG0003823	ORYLA18996	ASTMX13479
OG0003823	ORYLA11357	ASTMX14106
OG0003823	ORYLA02152	ASTMX00878
OG0003824	ORYLA17763	ASTMX15652
OG0003826	ORYLA04385	ASTMX13299
OG0003827	ORYLA07017, ORYLA07018, ORYLA13140	ASTMX01691
OG0003828	ORYLA02923	ASTMX09777
OG0003829	ORYLA06358	ASTMX16879
OG0003830	ORYLA10180	ASTMX09924, ASTMX15222
OG0003831	ORYLA00352	ASTMX01621
OG0003832	ORYLA14681	ASTMX16229
OG0003832	ORYLA10931	ASTMX15146
OG0003833	ORYLA08551	ASTMX08170
OG0003834	ORYLA06974	ASTMX13103
OG0003834	ORYLA12844	ASTMX02832
OG0003834	ORYLA15270	ASTMX21677
OG0003836	ORYLA04611	ASTMX03922
OG0003837	ORYLA16787	ASTMX22200
OG0003838	ORYLA09504	ASTMX07568
OG0003838	ORYLA00494	ASTMX14008
OG0003839	ORYLA06804	ASTMX03107
OG0003840	ORYLA19338	ASTMX21619
OG0003841	ORYLA02082	ASTMX15813
OG0003842	ORYLA11223	ASTMX02010
OG0003843	ORYLA00216	ASTMX11574
OG0003843	ORYLA04760	ASTMX03263
OG0003844	ORYLA00410	ASTMX18569
OG0003845	ORYLA04421	ASTMX21005
OG0003846	ORYLA04676	ASTMX03272
OG0003848	ORYLA06527	ASTMX06535
OG0003848	ORYLA13653	ASTMX02072
OG0003849	ORYLA14884	ASTMX06220
OG0003849	ORYLA02815	ASTMX13365
OG0003850	ORYLA05996	ASTMX17827
OG0003851	ORYLA09286	ASTMX05745
OG0003851	ORYLA06613	ASTMX14120
OG0003852	ORYLA17405, ORYLA12702	ASTMX13641
OG0003853	ORYLA18272	ASTMX06603
OG0003855	ORYLA01615, ORYLA19634	ASTMX18348
OG0003856	ORYLA17087	ASTMX11397
OG0003857	ORYLA19469, ORYLA19468	ASTMX17813
OG0003858	ORYLA04975	ASTMX02510
OG0003859	ORYLA11310	ASTMX19127
OG0003860	ORYLA06391	ASTMX15679
OG0003861	ORYLA19849	ASTMX18934
OG0003862	ORYLA09814, ORYLA12243	ASTMX05392
OG0003863	ORYLA04629	ASTMX05791
OG0003863	ORYLA17758	ASTMX12495
OG0003864	ORYLA03365	ASTMX07056
OG0003865	ORYLA09778	ASTMX14765
OG0003865	ORYLA13923, ORYLA15980	ASTMX05719
OG0003866	ORYLA08827	ASTMX09589
OG0003867	ORYLA19092	ASTMX14392
OG0003868	ORYLA19824	ASTMX14524
OG0003868	ORYLA12769	ASTMX02829
OG0003869	ORYLA08057	ASTMX17801
OG0003870	ORYLA16354	ASTMX22404
OG0003871	ORYLA09606	ASTMX07548
OG0003872	ORYLA17934, ORYLA17933	ASTMX21986
OG0003873	ORYLA12547	ASTMX18658
OG0003873	ORYLA12548	ASTMX09492
OG0003874	ORYLA05727, ORYLA01534	ASTMX09158
OG0003875	ORYLA14787	ASTMX20964
OG0003876	ORYLA05675	ASTMX14613
OG0003877	ORYLA13505	ASTMX18203
OG0003878	ORYLA11114	ASTMX03060
OG0003878	ORYLA14414	ASTMX08366, ASTMX15924
OG0003879	ORYLA14824	ASTMX00436
OG0003880	ORYLA12824	ASTMX08770
OG0003881	ORYLA19792, ORYLA19793	ASTMX17611
OG0003882	ORYLA10836, ORYLA15325	ASTMX10267
OG0003883	ORYLA05064	ASTMX18101
OG0003883	ORYLA00737	ASTMX04876
OG0003883	ORYLA07337, ORYLA07336	ASTMX10075
OG0003884	ORYLA12146	ASTMX15152, ASTMX03561
OG0003885	ORYLA05118	ASTMX08439
OG0003885	ORYLA08990	ASTMX12624
OG0003886	ORYLA07850	ASTMX18295
OG0003887	ORYLA06119	ASTMX22919
OG0003888	ORYLA09457	ASTMX04862
OG0003890	ORYLA02702	ASTMX10320, ASTMX10321
OG0003890	ORYLA03959	ASTMX21516
OG0003892	ORYLA10862	ASTMX02017
OG0003893	ORYLA04836	ASTMX12940
OG0003894	ORYLA17746	ASTMX11183
OG0003895	ORYLA17184	ASTMX16407
OG0003896	ORYLA00246, ORYLA16803	ASTMX05002
OG0003896	ORYLA16688	ASTMX19466, ASTMX14861
OG0003897	ORYLA06606	ASTMX15050
OG0003898	ORYLA12764	ASTMX22794, ASTMX14906
OG0003899	ORYLA00332	ASTMX15271
OG0003900	ORYLA03942	ASTMX18534
OG0003901	ORYLA11674	ASTMX03818
OG0003903	ORYLA00503	ASTMX01642
OG0003904	ORYLA12590	ASTMX18259
OG0003905	ORYLA18767, ORYLA20350	ASTMX16629
OG0003906	ORYLA19253, ORYLA19252	ASTMX18624
OG0003907	ORYLA07524	ASTMX19208
OG0003908	ORYLA00464	ASTMX14918
OG0003908	ORYLA11218	ASTMX10495
OG0003909	ORYLA11744	ASTMX16582
OG0003910	ORYLA01842	ASTMX12237
OG0003911	ORYLA18945	ASTMX11470
OG0003912	ORYLA15466	ASTMX06396
OG0003912	ORYLA12465	ASTMX02561
OG0003913	ORYLA01416	ASTMX04669
OG0003914	ORYLA18673	ASTMX11027
OG0003915	ORYLA12264	ASTMX09566
OG0003915	ORYLA00970	ASTMX08815
OG0003916	ORYLA06228	ASTMX22490, ASTMX18046
OG0003916	ORYLA02175	ASTMX00894
OG0003917	ORYLA13507	ASTMX18206
OG0003918	ORYLA01197	ASTMX12177, ASTMX18541
OG0003918	ORYLA19012	ASTMX19758
OG0003920	ORYLA01688	ASTMX20009
OG0003921	ORYLA07105	ASTMX11734
OG0003922	ORYLA09787	ASTMX15692
OG0003923	ORYLA10036	ASTMX17099
OG0003925	ORYLA05435	ASTMX08709, ASTMX20939
OG0003926	ORYLA14433	ASTMX05523, ASTMX21916
OG0003927	ORYLA17984	ASTMX19425
OG0003928	ORYLA07130	ASTMX15517
OG0003930	ORYLA15221	ASTMX19444
OG0003931	ORYLA07756	ASTMX07722, ASTMX17814
OG0003932	ORYLA09727	ASTMX07563
OG0003933	ORYLA14136	ASTMX00968
OG0003933	ORYLA10946	ASTMX16168
OG0003934	ORYLA18258	ASTMX17687
OG0003935	ORYLA10426	ASTMX04582
OG0003936	ORYLA15161	ASTMX10900
OG0003937	ORYLA04944	ASTMX12589
OG0003937	ORYLA02854	ASTMX18037
OG0003937	ORYLA17784, ORYLA17785	ASTMX05114
OG0003938	ORYLA10357	ASTMX03248
OG0003939	ORYLA08294	ASTMX12663
OG0003940	ORYLA12099	ASTMX18138
OG0003941	ORYLA20161	ASTMX14257
OG0003941	ORYLA19687	ASTMX07136
OG0003942	ORYLA11858	ASTMX09921
OG0003943	ORYLA19886	ASTMX00858
OG0003943	ORYLA11701	ASTMX01264
OG0003943	ORYLA12686	ASTMX22384
OG0003944	ORYLA06722	ASTMX15054, ASTMX15052
OG0003945	ORYLA14999	ASTMX02597
OG0003945	ORYLA20189	ASTMX09466
OG0003946	ORYLA00695	ASTMX13157
OG0003946	ORYLA00840	ASTMX19007
OG0003947	ORYLA17372	ASTMX09966
OG0003948	ORYLA17792	ASTMX05108
OG0003949	ORYLA13984	ASTMX18736
OG0003950	ORYLA12030	ASTMX01715, ASTMX21177
OG0003951	ORYLA15529	ASTMX19664, ASTMX19666
OG0003953	ORYLA04609, ORYLA04608	ASTMX18008, ASTMX14755
OG0003954	ORYLA05547	ASTMX01818
OG0003954	ORYLA11360	ASTMX14108
OG0003955	ORYLA00673	ASTMX22833
OG0003956	ORYLA13069	ASTMX02372
OG0003957	ORYLA11936	ASTMX20838
OG0003957	ORYLA09270	ASTMX12337, ASTMX20420
OG0003958	ORYLA01353	ASTMX03960, ASTMX14882
OG0003958	ORYLA17566, ORYLA02785	ASTMX09284
OG0003959	ORYLA02587	ASTMX03302, ASTMX06910
OG0003960	ORYLA14710	ASTMX03097, ASTMX00623
OG0003961	ORYLA06267	ASTMX03170
OG0003962	ORYLA04594	ASTMX03910
OG0003962	ORYLA08720	ASTMX14501
OG0003962	ORYLA03911	ASTMX04092
OG0003965	ORYLA10358	ASTMX03247, ASTMX20007
OG0003966	ORYLA18869, ORYLA18868	ASTMX07292
OG0003967	ORYLA00887	ASTMX20908
OG0003968	ORYLA08670	ASTMX11900
OG0003968	ORYLA09958	ASTMX00066, ASTMX08898
OG0003968	ORYLA06246	ASTMX22142
OG0003970	ORYLA17540	ASTMX20409
OG0003971	ORYLA18033	ASTMX13704
OG0003972	ORYLA15470	ASTMX06345
OG0003973	ORYLA18600	ASTMX20732
OG0003973	ORYLA00775	ASTMX00524
OG0003974	ORYLA10919	ASTMX14433
OG0003974	ORYLA13680	ASTMX09255
OG0003974	ORYLA14677	ASTMX14485
OG0003978	ORYLA14729	ASTMX08297
OG0003978	ORYLA05034	ASTMX02812, ASTMX13155
OG0003978	ORYLA02781	ASTMX22836
OG0003979	ORYLA09596	ASTMX09807
OG0003980	ORYLA14041, ORYLA14040	ASTMX01006
OG0003981	ORYLA05552	ASTMX06719
OG0003981	ORYLA20386	ASTMX16289
OG0003981	ORYLA15252	ASTMX06271
OG0003998	ORYLA00128	ASTMX11579
OG0003999	ORYLA09012	ASTMX08675
OG0004000	ORYLA06063	ASTMX22466
OG0004002	ORYLA05237	ASTMX02497
OG0004004	ORYLA15181	ASTMX06247
OG0004005	ORYLA11539	ASTMX20415
OG0004007	ORYLA12862	ASTMX12778
OG0004007	ORYLA02441	ASTMX11189
OG0004009	ORYLA07186, ORYLA18510	ASTMX13881
OG0004009	ORYLA05182	ASTMX02524
OG0004010	ORYLA12744	ASTMX10560
OG0004011	ORYLA08072	ASTMX20986
OG0004011	ORYLA04979	ASTMX02746
OG0004011	ORYLA02389	ASTMX08196
OG0004011	ORYLA17955	ASTMX11986
OG0004012	ORYLA03859, ORYLA03860	ASTMX09322
OG0004014	ORYLA09781	ASTMX14768
OG0004015	ORYLA13080	ASTMX06018
OG0004016	ORYLA15762	ASTMX17626
OG0004017	ORYLA16378	ASTMX17823
OG0004019	ORYLA07079	ASTMX14129
OG0004020	ORYLA03618	ASTMX06319
OG0004021	ORYLA04388, ORYLA04386, ORYLA04387	ASTMX13298
OG0004022	ORYLA04153	ASTMX22526, ASTMX22527
OG0004024	ORYLA09183	ASTMX09124
OG0004025	ORYLA17302	ASTMX08612
OG0004027	ORYLA15966	ASTMX15302, ASTMX11055
OG0004028	ORYLA19452	ASTMX12118
OG0004029	ORYLA05168	ASTMX18232
OG0004030	ORYLA07997	ASTMX21477
OG0004031	ORYLA03387	ASTMX18843, ASTMX17691
OG0004032	ORYLA00963	ASTMX08807
OG0004032	ORYLA09486	ASTMX00143
OG0004033	ORYLA00102	ASTMX04887
OG0004033	ORYLA05233	ASTMX02492
OG0004034	ORYLA05726	ASTMX09157
OG0004034	ORYLA18901	ASTMX11021
OG0004035	ORYLA13967	ASTMX14250
OG0004036	ORYLA03934, ORYLA07549	ASTMX09328, ASTMX07011
OG0004036	ORYLA01986	ASTMX21036
OG0004037	ORYLA12889	ASTMX08758
OG0004038	ORYLA19827	ASTMX17922
OG0004039	ORYLA05412	ASTMX18412
