Orthogroup	ORYLA	PFLAV
OG0002487	ORYLA10077	TCONS_00009739.p1
OG0002489	ORYLA07869, ORYLA04817, ORYLA10725	TCONS_00026979.p1
OG0002490	ORYLA20206, ORYLA03483, ORYLA14770	TCONS_00048564.p1
OG0002491	ORYLA16148, ORYLA13367	TCONS_00020746.p1
OG0002492	ORYLA13129	TCONS_00021054.p1
OG0002493	ORYLA10679	TCONS_00011369.p1
OG0002494	ORYLA07030, ORYLA16085, ORYLA14151, ORYLA14152	TCONS_00009396.p1
OG0002495	ORYLA09473	TCONS_00002586.p1
OG0002496	ORYLA17308, ORYLA06622	TCONS_00052872.p1
OG0002497	ORYLA16464, ORYLA02147	TCONS_00055160.p1, TCONS_00055194.p1
OG0002499	ORYLA04232, ORYLA16130	TCONS_00024739.p1, TCONS_00002026.p1
OG0002501	ORYLA04100	TCONS_00005124.p1
OG0002503	ORYLA20467	TCONS_00043780.p1
OG0002504	ORYLA03962, ORYLA03750	TCONS_00005313.p1
OG0002505	ORYLA07785	TCONS_00056754.p1
OG0002507	ORYLA19810, ORYLA02990, ORYLA07147	TCONS_00052598.p1
OG0002508	ORYLA04003, ORYLA03237	TCONS_00005957.p1, TCONS_00005945.p1
OG0002509	ORYLA05102, ORYLA08062	TCONS_00055419.p1
OG0002510	ORYLA03417	TCONS_00040530.p1, TCONS_00040524.p1
OG0002511	ORYLA01762, ORYLA09776	TCONS_00004072.p1
OG0002512	ORYLA09500, ORYLA04912	TCONS_00044153.p1, TCONS_00044151.p1
OG0002514	ORYLA15810, ORYLA13991, ORYLA16347	TCONS_00036921.p1
OG0002516	ORYLA03425	TCONS_00034986.p1
OG0002517	ORYLA09842, ORYLA20063, ORYLA20062, ORYLA08194	TCONS_00019431.p1
OG0002518	ORYLA14184	TCONS_00051026.p1
OG0002519	ORYLA03921, ORYLA12249	TCONS_00043575.p1
OG0002520	ORYLA01513, ORYLA00444	TCONS_00031059.p1
OG0002522	ORYLA19791	TCONS_00052058.p1
OG0002522	ORYLA05861	TCONS_00052057.p1
OG0002523	ORYLA14147, ORYLA10998, ORYLA15698	TCONS_00047652.p1
OG0002524	ORYLA02279, ORYLA03607	TCONS_00006722.p1
OG0002525	ORYLA11560, ORYLA03975, ORYLA03974, ORYLA03131	TCONS_00055411.p1
OG0002526	ORYLA08708	TCONS_00045530.p1
OG0002527	ORYLA13223, ORYLA06375	TCONS_00015718.p2
OG0002528	ORYLA01158	TCONS_00026494.p1
OG0002529	ORYLA18875, ORYLA19572	TCONS_00021072.p1
OG0002530	ORYLA18063, ORYLA12134, ORYLA12135, ORYLA14668	TCONS_00028798.p1
OG0002531	ORYLA00107, ORYLA05239, ORYLA08681, ORYLA01408	TCONS_00003492.p1
OG0002532	ORYLA08319	TCONS_00012757.p1
OG0002533	ORYLA03460, ORYLA03976, ORYLA17638	TCONS_00005106.p1
OG0002535	ORYLA02470, ORYLA17324	TCONS_00027133.p1
OG0002536	ORYLA20048, ORYLA04639, ORYLA07334, ORYLA17752	TCONS_00027134.p1
OG0002537	ORYLA16706, ORYLA00884	TCONS_00043020.p1, TCONS_00043022.p1
OG0002538	ORYLA08631, ORYLA06153, ORYLA16393, ORYLA07902	TCONS_00055126.p1
OG0002539	ORYLA15064, ORYLA11062	TCONS_00036371.p1
OG0002540	ORYLA11694, ORYLA19946, ORYLA02188	TCONS_00017267.p1
OG0002541	ORYLA10847, ORYLA15804	TCONS_00023654.p1
OG0002542	ORYLA18558, ORYLA09020, ORYLA16196, ORYLA14360	TCONS_00056409.p1
OG0002543	ORYLA19583, ORYLA02866	TCONS_00004943.p1
OG0002547	ORYLA11405	TCONS_00045453.p1, TCONS_00045484.p1, TCONS_00045452.p1
OG0002548	ORYLA10546, ORYLA03069, ORYLA01407, ORYLA00770, ORYLA04857	TCONS_00019309.p1, TCONS_00019311.p1
OG0002549	ORYLA06929, ORYLA03340	TCONS_00021796.p1
OG0002550	ORYLA00846, ORYLA07406	TCONS_00027289.p1
OG0002551	ORYLA00960	TCONS_00042821.p1
OG0002552	ORYLA06056, ORYLA12609, ORYLA12610, ORYLA14817	TCONS_00028491.p1
OG0002554	ORYLA02193, ORYLA07494	TCONS_00008559.p1, TCONS_00008530.p1
OG0002555	ORYLA10142, ORYLA05234	TCONS_00003499.p1
OG0002556	ORYLA09738, ORYLA10716	TCONS_00050930.p1, TCONS_00053043.p1, TCONS_00053085.p1, TCONS_00050929.p1, TCONS_00045658.p1, TCONS_00050928.p1, TCONS_00050641.p1, TCONS_00051717.p1, TCONS_00021319.p1, TCONS_00027059.p1, TCONS_00006645.p1, TCONS_00041792.p1, TCONS_00056858.p1
OG0002557	ORYLA18369, ORYLA01908, ORYLA13544	TCONS_00008156.p1
OG0002558	ORYLA18590	TCONS_00011130.p1
OG0002559	ORYLA19510, ORYLA01294	TCONS_00017224.p1
OG0002560	ORYLA18145, ORYLA02931	TCONS_00016273.p1
OG0002561	ORYLA19312	TCONS_00055930.p1
OG0002562	ORYLA17234, ORYLA13205	TCONS_00053582.p1
OG0002563	ORYLA01023, ORYLA20447, ORYLA03597	TCONS_00043033.p1
OG0002564	ORYLA07814, ORYLA07815, ORYLA17199, ORYLA16968	TCONS_00012617.p1
OG0002565	ORYLA06815, ORYLA06816	TCONS_00026110.p1
OG0002566	ORYLA19198	TCONS_00018257.p1
OG0002567	ORYLA15827	TCONS_00047678.p1, TCONS_00047681.p1
OG0002568	ORYLA13543	TCONS_00017767.p1
OG0002569	ORYLA04215	TCONS_00034967.p1
OG0002570	ORYLA19454	TCONS_00009301.p1
OG0002571	ORYLA08361, ORYLA07731	TCONS_00043132.p1
OG0002572	ORYLA11187, ORYLA12319, ORYLA17174	TCONS_00024912.p1
OG0002573	ORYLA18246	TCONS_00012988.p1, TCONS_00012985.p1
OG0002574	ORYLA11393	TCONS_00011783.p1
OG0002576	ORYLA11834	TCONS_00009863.p1
OG0002579	ORYLA01793, ORYLA16404, ORYLA07038, ORYLA07039	TCONS_00031081.p1
OG0002587	ORYLA15468, ORYLA02200, ORYLA20299	TCONS_00008891.p1
OG0002589	ORYLA19751	TCONS_00043322.p1
OG0002590	ORYLA13964	TCONS_00007453.p1
OG0002592	ORYLA17742	TCONS_00027490.p1
OG0002594	ORYLA12400, ORYLA06743	TCONS_00008434.p1
OG0002595	ORYLA16973	TCONS_00014309.p1
OG0002598	ORYLA06646	TCONS_00052855.p1
OG0002599	ORYLA14396	TCONS_00047444.p1
OG0002601	ORYLA04795	TCONS_00010418.p1
OG0002602	ORYLA18348, ORYLA16533	TCONS_00014207.p1
OG0002604	ORYLA02835	TCONS_00000089.p1, TCONS_00035859.p1
OG0002605	ORYLA06378	TCONS_00053210.p1
OG0002607	ORYLA14808	TCONS_00026986.p1
OG0002608	ORYLA10964, ORYLA12757, ORYLA12758	TCONS_00023837.p1
OG0002609	ORYLA18074, ORYLA02468	TCONS_00029035.p1
OG0002610	ORYLA07009, ORYLA13355, ORYLA07078, ORYLA09028	TCONS_00008605.p1
OG0002611	ORYLA06410, ORYLA15703, ORYLA20145	TCONS_00004066.p1
OG0002612	ORYLA13437, ORYLA14479	TCONS_00047747.p1
OG0002614	ORYLA09063, ORYLA19245, ORYLA19244	TCONS_00017955.p1
OG0002615	ORYLA05066, ORYLA04319	TCONS_00026882.p1
OG0002616	ORYLA04635	TCONS_00027743.p1
OG0002617	ORYLA03861	TCONS_00043160.p1
OG0002618	ORYLA16976	TCONS_00013692.p1
OG0002619	ORYLA12081, ORYLA02540	TCONS_00028823.p1
OG0002620	ORYLA18151, ORYLA13287, ORYLA06884	TCONS_00015581.p1
OG0002622	ORYLA00301, ORYLA12781	TCONS_00043892.p1, TCONS_00043902.p1
OG0002624	ORYLA05531	TCONS_00009152.p1
OG0002625	ORYLA11572	TCONS_00000742.p1
OG0002628	ORYLA13188, ORYLA06600, ORYLA18011, ORYLA02870	TCONS_00015492.p1
OG0002629	ORYLA15355	TCONS_00047518.p1
OG0002630	ORYLA09064	TCONS_00006926.p1, TCONS_00017759.p1
OG0002631	ORYLA10026	TCONS_00000293.p1
OG0002633	ORYLA10087, ORYLA19492	TCONS_00009804.p1
OG0002634	ORYLA19982	TCONS_00028514.p1
OG0002634	ORYLA19984	TCONS_00028515.p1
OG0002635	ORYLA10332, ORYLA10385, ORYLA14288, ORYLA05341, ORYLA05342	TCONS_00046180.p1
OG0002636	ORYLA01876, ORYLA05794	TCONS_00012778.p1
OG0002638	ORYLA05737	TCONS_00023645.p1
OG0002640	ORYLA04136	TCONS_00047421.p1, TCONS_00047408.p1
OG0002641	ORYLA15178, ORYLA02214, ORYLA18210	TCONS_00007360.p1
OG0002642	ORYLA19461, ORYLA08192, ORYLA16418	TCONS_00056643.p1, TCONS_00056642.p1
OG0002643	ORYLA01997	TCONS_00035689.p1, TCONS_00035551.p1
OG0002644	ORYLA09932, ORYLA08726, ORYLA07585	TCONS_00044196.p1
OG0002645	ORYLA15725	TCONS_00047832.p1, TCONS_00047846.p1
OG0002646	ORYLA14734	TCONS_00056457.p1
OG0002647	ORYLA18947	TCONS_00017755.p1, TCONS_00026751.p1
OG0002648	ORYLA12026, ORYLA02001	TCONS_00002157.p1
OG0002649	ORYLA02709, ORYLA00760	TCONS_00027226.p1
OG0002651	ORYLA12710	TCONS_00010767.p1
OG0002652	ORYLA12314	TCONS_00007635.p1
OG0002653	ORYLA00669	TCONS_00006738.p1
OG0002653	ORYLA01138	TCONS_00005624.p1, TCONS_00005622.p1, TCONS_00005623.p2, TCONS_00005620.p1, TCONS_00005619.p1
OG0002655	ORYLA14904	TCONS_00030420.p1, TCONS_00030419.p1
OG0002656	ORYLA16439	TCONS_00052428.p1, TCONS_00055307.p1
OG0002657	ORYLA05602, ORYLA01779, ORYLA16108, ORYLA14336	TCONS_00056535.p1
OG0002658	ORYLA05776, ORYLA08519	TCONS_00023141.p1
OG0002659	ORYLA19731	TCONS_00017232.p1
OG0002662	ORYLA08023, ORYLA07745	TCONS_00013016.p1
OG0002663	ORYLA03136, ORYLA04120	TCONS_00022107.p1
OG0002664	ORYLA07705, ORYLA13212	TCONS_00028993.p1
OG0002665	ORYLA01115	TCONS_00006695.p1, TCONS_00006689.p1
OG0002666	ORYLA18360, ORYLA18361	TCONS_00013352.p1, TCONS_00032472.p1
OG0002667	ORYLA02728, ORYLA17238, ORYLA06781, ORYLA12965	TCONS_00015951.p1
OG0002669	ORYLA03111	TCONS_00010421.p1, TCONS_00011735.p1, TCONS_00010420.p1
OG0002670	ORYLA10125, ORYLA05269	TCONS_00010164.p1
OG0002671	ORYLA12653, ORYLA16152, ORYLA02005, ORYLA20373	TCONS_00008833.p1
OG0002672	ORYLA09257, ORYLA12551, ORYLA11463	TCONS_00046517.p1
OG0002673	ORYLA04834, ORYLA10791	TCONS_00026782.p1
OG0002674	ORYLA17710	TCONS_00029780.p1
OG0002677	ORYLA16626	TCONS_00013321.p1
OG0002678	ORYLA07464, ORYLA08686, ORYLA09983	TCONS_00043278.p1, TCONS_00043276.p1
OG0002679	ORYLA03423, ORYLA05872	TCONS_00051947.p1, TCONS_00050858.p1
OG0002682	ORYLA06283	TCONS_00052478.p1
OG0002683	ORYLA00261, ORYLA07021, ORYLA13641	TCONS_00054134.p1
OG0002685	ORYLA09138	TCONS_00001020.p1
OG0002688	ORYLA09120, ORYLA00939	TCONS_00010793.p1, TCONS_00010791.p1, TCONS_00012047.p1, TCONS_00012049.p1
OG0002703	ORYLA04262, ORYLA05910	TCONS_00038338.p1, TCONS_00038287.p1
OG0002705	ORYLA12908, ORYLA02396	TCONS_00053434.p1
OG0002706	ORYLA19542, ORYLA19543	TCONS_00014277.p1
OG0002707	ORYLA04757, ORYLA00219, ORYLA11595, ORYLA10458	TCONS_00011640.p1
OG0002708	ORYLA11930	TCONS_00001336.p1
OG0002710	ORYLA13658, ORYLA12679, ORYLA14789	TCONS_00029431.p1
OG0002715	ORYLA14520	TCONS_00049245.p1
OG0002716	ORYLA07796	TCONS_00007711.p1
OG0002717	ORYLA03883, ORYLA00959, ORYLA09994	TCONS_00042110.p1
OG0002718	ORYLA15396	TCONS_00050365.p1
OG0002719	ORYLA06395, ORYLA09201, ORYLA09758, ORYLA08561	TCONS_00057167.p1
OG0002720	ORYLA14256	TCONS_00008062.p1, TCONS_00010232.p1
OG0002721	ORYLA05835, ORYLA16328, ORYLA00562	TCONS_00014473.p1
OG0002722	ORYLA10461	TCONS_00011837.p1
OG0002723	ORYLA03834, ORYLA03835, ORYLA07370, ORYLA11739	TCONS_00009848.p1
OG0002724	ORYLA00721	TCONS_00013956.p1, TCONS_00013957.p1
OG0002726	ORYLA07332, ORYLA08157	TCONS_00031105.p1
OG0002727	ORYLA19511	TCONS_00027122.p1
OG0002728	ORYLA03244	TCONS_00006650.p1, TCONS_00006633.p2
OG0002729	ORYLA09551	TCONS_00043122.p1
OG0002730	ORYLA05316, ORYLA03165	TCONS_00002286.p1
OG0002731	ORYLA18153, ORYLA02872	TCONS_00015586.p1
OG0002732	ORYLA04732, ORYLA07647	TCONS_00027362.p1
OG0002734	ORYLA04872, ORYLA00771, ORYLA11966, ORYLA10545	TCONS_00010818.p1
OG0002736	ORYLA08695, ORYLA09582	TCONS_00000152.p1
OG0002738	ORYLA08350, ORYLA16506, ORYLA00591	TCONS_00013197.p1
OG0002739	ORYLA12804	TCONS_00043001.p1
OG0002740	ORYLA20028, ORYLA00750, ORYLA01841	TCONS_00046160.p1
OG0002741	ORYLA12192, ORYLA06061	TCONS_00028376.p1
OG0002742	ORYLA04963, ORYLA00437	TCONS_00031180.p1, TCONS_00031206.p1
OG0002743	ORYLA19035, ORYLA09902	TCONS_00055209.p1
OG0002744	ORYLA18974, ORYLA02610	TCONS_00015439.p1
OG0002745	ORYLA00687	TCONS_00014235.p1
OG0002746	ORYLA05943	TCONS_00039793.p1
OG0002747	ORYLA19242, ORYLA02887	TCONS_00016131.p1
OG0002748	ORYLA02879	TCONS_00015247.p1
OG0002749	ORYLA09355, ORYLA08642	TCONS_00034797.p1
OG0002751	ORYLA17875	TCONS_00016595.p1
OG0002752	ORYLA09106	TCONS_00042881.p1
OG0002753	ORYLA14155, ORYLA11165	TCONS_00047595.p1
OG0002754	ORYLA18568	TCONS_00054318.p1
OG0002755	ORYLA19322	TCONS_00054322.p1
OG0002756	ORYLA13793	TCONS_00006067.p1
OG0002757	ORYLA00322, ORYLA00321	TCONS_00055221.p1
OG0002758	ORYLA03351, ORYLA04510, ORYLA17536	TCONS_00006270.p1
OG0002759	ORYLA09586, ORYLA09585	TCONS_00002285.p1
OG0002760	ORYLA10884	TCONS_00049773.p1
OG0002761	ORYLA17179	TCONS_00010302.p1
OG0002762	ORYLA14042, ORYLA10843	TCONS_00047734.p1
OG0002763	ORYLA08239	TCONS_00055749.p1
OG0002764	ORYLA15656, ORYLA06813, ORYLA03798	TCONS_00050931.p1
OG0002765	ORYLA05581, ORYLA15145, ORYLA12027	TCONS_00009341.p1
OG0002766	ORYLA10349	TCONS_00049553.p1, TCONS_00049554.p1, TCONS_00004496.p1
OG0002767	ORYLA04026, ORYLA00357, ORYLA00358	TCONS_00043030.p1
OG0002768	ORYLA02309, ORYLA11235	TCONS_00049097.p1
OG0002769	ORYLA17227, ORYLA02552, ORYLA12217	TCONS_00042280.p1, TCONS_00042232.p1
OG0002771	ORYLA12518	TCONS_00011580.p1
OG0002772	ORYLA12777	TCONS_00053759.p1
OG0002773	ORYLA19216	TCONS_00022345.p1, TCONS_00022344.p1
OG0002774	ORYLA13210, ORYLA12404, ORYLA19635	TCONS_00028627.p1
OG0002775	ORYLA10242, ORYLA10244, ORYLA08215	TCONS_00004466.p1
OG0002776	ORYLA01308	TCONS_00029914.p1
OG0002777	ORYLA14740, ORYLA10885	TCONS_00035943.p1
OG0002779	ORYLA20250	TCONS_00051889.p1
OG0002781	ORYLA16475, ORYLA16109, ORYLA19361	TCONS_00056768.p1
OG0002782	ORYLA04664, ORYLA18620	TCONS_00011132.p1
OG0002783	ORYLA02442	TCONS_00053820.p1
OG0002785	ORYLA06284, ORYLA17343, ORYLA02417	TCONS_00054448.p1
OG0002786	ORYLA06176, ORYLA14979, ORYLA12999, ORYLA12998, ORYLA17650	TCONS_00029566.p1
OG0002787	ORYLA20316	TCONS_00020698.p1
OG0002788	ORYLA14654	TCONS_00038074.p1
OG0002790	ORYLA03569	TCONS_00042475.p1
OG0002791	ORYLA16596, ORYLA00875, ORYLA00876, ORYLA12968, ORYLA18791, ORYLA18124	TCONS_00016217.p1
OG0002793	ORYLA07270	TCONS_00003882.p1
OG0002794	ORYLA02734, ORYLA06923	TCONS_00015595.p1
OG0002795	ORYLA12451, ORYLA19180	TCONS_00020221.p1
OG0002797	ORYLA05207, ORYLA05210, ORYLA05209, ORYLA05208, ORYLA05211, ORYLA05206	TCONS_00020292.p1, TCONS_00002919.p1
OG0002799	ORYLA16295	TCONS_00004881.p1
OG0002811	ORYLA14627	TCONS_00047302.p1
OG0002812	ORYLA02302, ORYLA13564, ORYLA06285	TCONS_00054657.p1
OG0002813	ORYLA13821, ORYLA02183, ORYLA20283	TCONS_00014792.p1
OG0002814	ORYLA04993, ORYLA08092, ORYLA04148	TCONS_00030568.p1
OG0002815	ORYLA05986, ORYLA10370, ORYLA11417	TCONS_00000287.p1
OG0002816	ORYLA13033, ORYLA06757, ORYLA06755, ORYLA06756	TCONS_00054308.p1
OG0002817	ORYLA10713, ORYLA11993	TCONS_00009559.p1
OG0002818	ORYLA15484, ORYLA15048	TCONS_00049657.p1
OG0002819	ORYLA07493, ORYLA08859, ORYLA14483, ORYLA15630	TCONS_00050227.p1
OG0002821	ORYLA13169, ORYLA06382	TCONS_00052856.p1
OG0002822	ORYLA16971, ORYLA00588, ORYLA16668, ORYLA07807	TCONS_00014245.p1, TCONS_00013412.p1, TCONS_00014423.p1
OG0002824	ORYLA09339, ORYLA06204	TCONS_00019599.p1
OG0002825	ORYLA11065	TCONS_00024295.p1
OG0002826	ORYLA11355, ORYLA03113	TCONS_00009663.p1
OG0002827	ORYLA11598	TCONS_00001794.p1, TCONS_00001795.p2
OG0002828	ORYLA03128	TCONS_00034310.p1
OG0002829	ORYLA16753	TCONS_00013706.p1
OG0002830	ORYLA11471, ORYLA10187	TCONS_00010894.p1
OG0002831	ORYLA15327	TCONS_00035950.p1, TCONS_00035945.p1
OG0002833	ORYLA08022	TCONS_00014217.p1
OG0002834	ORYLA05742, ORYLA01543, ORYLA17481	TCONS_00051206.p1
OG0002835	ORYLA05983, ORYLA02044	TCONS_00018725.p1, TCONS_00017643.p1
OG0002836	ORYLA19854, ORYLA03764	TCONS_00052011.p1
OG0002837	ORYLA09113, ORYLA07584, ORYLA12792	TCONS_00042766.p1
OG0002838	ORYLA05289, ORYLA00320	TCONS_00029902.p1, TCONS_00020903.p1
OG0002839	ORYLA05647	TCONS_00004451.p1
OG0002840	ORYLA12723, ORYLA13362	TCONS_00009182.p1
OG0002841	ORYLA15081, ORYLA11075	TCONS_00047849.p1, TCONS_00001411.p1, TCONS_00048553.p1
OG0002842	ORYLA02771, ORYLA13461	TCONS_00054700.p1, TCONS_00054625.p1
OG0002843	ORYLA17609	TCONS_00030426.p1
OG0002844	ORYLA20136	TCONS_00048042.p1
OG0002845	ORYLA12140	TCONS_00049073.p1
OG0002846	ORYLA10441	TCONS_00054878.p1
OG0002847	ORYLA19258	TCONS_00006483.p1
OG0002848	ORYLA08986	TCONS_00045223.p1
OG0002849	ORYLA14814, ORYLA12422, ORYLA14813, ORYLA01616	TCONS_00020783.p1
OG0002850	ORYLA03637	TCONS_00051637.p1
OG0002851	ORYLA04060, ORYLA10594, ORYLA03173	TCONS_00000274.p1
OG0002853	ORYLA02715, ORYLA13602	TCONS_00029548.p1
OG0002854	ORYLA12873	TCONS_00044326.p1, TCONS_00015094.p1
OG0002855	ORYLA03649	TCONS_00001781.p1, TCONS_00004538.p1
OG0002856	ORYLA06874, ORYLA12811, ORYLA02096	TCONS_00028409.p1
OG0002858	ORYLA01755, ORYLA12296	TCONS_00007488.p1, TCONS_00007490.p1
OG0002859	ORYLA07035	TCONS_00045580.p1, TCONS_00045581.p1, TCONS_00046896.p1
OG0002860	ORYLA16257	TCONS_00013248.p1
OG0002861	ORYLA12105	TCONS_00025233.p1
OG0002862	ORYLA04015, ORYLA05434, ORYLA05308	TCONS_00002185.p1
OG0002863	ORYLA17400	TCONS_00053234.p1, TCONS_00053235.p1
OG0002864	ORYLA12604, ORYLA07144, ORYLA07143	TCONS_00019063.p1
OG0002865	ORYLA10366	TCONS_00042624.p1
OG0002866	ORYLA02748, ORYLA00604, ORYLA16564	TCONS_00037598.p1
OG0002869	ORYLA13866, ORYLA16223	TCONS_00051574.p1
OG0002870	ORYLA10371	TCONS_00002023.p1
OG0002871	ORYLA15130	TCONS_00013806.p1
OG0002872	ORYLA02121	TCONS_00009347.p1
OG0002873	ORYLA19407	TCONS_00014159.p1
OG0002874	ORYLA15908, ORYLA14760	TCONS_00049627.p1
OG0002875	ORYLA11748	TCONS_00009978.p1
OG0002876	ORYLA08640, ORYLA04839	TCONS_00055182.p1, TCONS_00055153.p1, TCONS_00055154.p1
OG0002877	ORYLA13198	TCONS_00027894.p1
OG0002878	ORYLA20310, ORYLA05630	TCONS_00007158.p1, TCONS_00007157.p1
OG0002879	ORYLA12228, ORYLA10562	TCONS_00001819.p1
OG0002880	ORYLA11943	TCONS_00045912.p1
OG0002883	ORYLA12507	TCONS_00003183.p1
OG0002884	ORYLA20174	TCONS_00036357.p1
OG0002885	ORYLA07258, ORYLA07265, ORYLA00177	TCONS_00036592.p1
OG0002887	ORYLA02731	TCONS_00053132.p1
OG0002888	ORYLA16529, ORYLA07977, ORYLA17058, ORYLA00234	TCONS_00014580.p1
OG0002889	ORYLA14307, ORYLA10855	TCONS_00049306.p1
OG0002890	ORYLA15943, ORYLA14281, ORYLA05398	TCONS_00007836.p1
OG0002891	ORYLA16619, ORYLA00864	TCONS_00053738.p1
OG0002892	ORYLA16578, ORYLA12974, ORYLA17244, ORYLA02493	TCONS_00001681.p1, TCONS_00014788.p1
OG0002893	ORYLA09714	TCONS_00022744.p1
OG0002894	ORYLA04778, ORYLA10079, ORYLA05303	TCONS_00010576.p1
OG0002895	ORYLA11053, ORYLA14341	TCONS_00029819.p1
OG0002896	ORYLA09565, ORYLA09164	TCONS_00021246.p1
OG0002897	ORYLA08407	TCONS_00041365.p1, TCONS_00031606.p1, TCONS_00041377.p1, TCONS_00032281.p1, TCONS_00041351.p1, TCONS_00041379.p1, TCONS_00031603.p1, TCONS_00031601.p1, TCONS_00031610.p1, TCONS_00031602.p1, TCONS_00041359.p1, TCONS_00041348.p1, TCONS_00041353.p1
OG0002898	ORYLA00671, ORYLA00670	TCONS_00012139.p1, TCONS_00011793.p1, TCONS_00010413.p1, TCONS_00010440.p1, TCONS_00010414.p1
OG0002899	ORYLA05880, ORYLA13052	TCONS_00051403.p1
OG0002900	ORYLA14973, ORYLA02100	TCONS_00029824.p1
OG0002901	ORYLA11557	TCONS_00001145.p1
OG0002902	ORYLA16725, ORYLA07802, ORYLA07801	TCONS_00013877.p1
OG0002903	ORYLA20427	TCONS_00018225.p1, TCONS_00017180.p1, TCONS_00017183.p1, TCONS_00017182.p1, TCONS_00017176.p1
OG0002905	ORYLA15649, ORYLA07137	TCONS_00050785.p1
OG0002906	ORYLA19340, ORYLA14581	TCONS_00009274.p1
OG0002907	ORYLA02959, ORYLA14978	TCONS_00028502.p1
OG0002908	ORYLA16113	TCONS_00055243.p1
OG0002909	ORYLA15541, ORYLA10906	TCONS_00047561.p1
OG0002910	ORYLA10834	TCONS_00028540.p1, TCONS_00028541.p1
OG0002911	ORYLA05286, ORYLA17637	TCONS_00026143.p1
OG0002912	ORYLA12570	TCONS_00007897.p1, TCONS_00008713.p1, TCONS_00007439.p1, TCONS_00003154.p1, TCONS_00003605.p1, TCONS_00003606.p1
OG0002913	ORYLA09301, ORYLA06966, ORYLA01437, ORYLA15057	TCONS_00056620.p1
OG0002915	ORYLA15159, ORYLA06424	TCONS_00020490.p1
OG0002916	ORYLA12904, ORYLA02397	TCONS_00054595.p1
OG0002917	ORYLA03614	TCONS_00021044.p1
OG0002919	ORYLA19627, ORYLA12045, ORYLA13148	TCONS_00029838.p1
OG0002921	ORYLA16247	TCONS_00005612.p1, TCONS_00005613.p2
OG0002922	ORYLA05263, ORYLA05264, ORYLA17370	TCONS_00025977.p1
OG0002923	ORYLA02176, ORYLA15614	TCONS_00007977.p1
OG0002924	ORYLA12165, ORYLA14888, ORYLA02522, ORYLA02521	TCONS_00019349.p1
OG0002925	ORYLA05522, ORYLA14140, ORYLA01643	TCONS_00018459.p1
OG0002926	ORYLA02418, ORYLA12816	TCONS_00028061.p1
OG0002927	ORYLA05678	TCONS_00004135.p1
OG0002934	ORYLA08524, ORYLA08523, ORYLA08521, ORYLA08522	TCONS_00015801.p1
OG0002944	ORYLA11503, ORYLA15960, ORYLA09073	TCONS_00016891.p1
OG0002945	ORYLA00078	TCONS_00014323.p1, TCONS_00014335.p1
OG0002946	ORYLA08309, ORYLA16682	TCONS_00014225.p1, TCONS_00013029.p1
OG0002947	ORYLA18625	TCONS_00049003.p1, TCONS_00047564.p1
OG0002948	ORYLA20132, ORYLA04220	TCONS_00050545.p1
OG0002949	ORYLA05800	TCONS_00014445.p1
OG0002952	ORYLA04612	TCONS_00042673.p1
OG0002953	ORYLA13902	TCONS_00048395.p1
OG0002954	ORYLA12023	TCONS_00023913.p1
OG0002955	ORYLA10112	TCONS_00011898.p1
OG0002956	ORYLA13006, ORYLA06858	TCONS_00029297.p1
OG0002957	ORYLA09640	TCONS_00022513.p1
OG0002959	ORYLA11532, ORYLA10475	TCONS_00010958.p1
OG0002960	ORYLA01661	TCONS_00039602.p1, TCONS_00039603.p1
OG0002961	ORYLA11825	TCONS_00011734.p1
OG0002962	ORYLA16540	TCONS_00013946.p1
OG0002964	ORYLA17126, ORYLA00048, ORYLA16902	TCONS_00013728.p1
OG0002965	ORYLA05184	TCONS_00030551.p1
OG0002966	ORYLA02492	TCONS_00016414.p1
OG0002967	ORYLA03303, ORYLA04206	TCONS_00034167.p1, TCONS_00034173.p1
OG0002968	ORYLA02038	TCONS_00000180.p1
OG0002969	ORYLA07908	TCONS_00055983.p1
OG0002971	ORYLA20367, ORYLA05979, ORYLA05520	TCONS_00045604.p1, TCONS_00046877.p1
OG0002973	ORYLA14521	TCONS_00048192.p1
OG0002974	ORYLA05639, ORYLA12657	TCONS_00009337.p1
OG0002975	ORYLA10560	TCONS_00016004.p1, TCONS_00010554.p1
OG0002976	ORYLA17659	TCONS_00028969.p1
OG0002977	ORYLA03469	TCONS_00004747.p1
OG0002978	ORYLA01067, ORYLA11348, ORYLA10261	TCONS_00010996.p1
OG0002981	ORYLA08734	TCONS_00009178.p1
OG0002982	ORYLA05260	TCONS_00002363.p1, TCONS_00002375.p1
OG0002983	ORYLA05176, ORYLA13535	TCONS_00002109.p1, TCONS_00002101.p1
OG0002984	ORYLA05793	TCONS_00014608.p1
OG0002985	ORYLA16699, ORYLA00625	TCONS_00042833.p1
OG0002986	ORYLA15829, ORYLA13959, ORYLA20331	TCONS_00049664.p1
OG0002987	ORYLA15486, ORYLA01526	TCONS_00026946.p1
OG0002989	ORYLA15869	TCONS_00049575.p1
OG0002990	ORYLA04627	TCONS_00027688.p1
OG0002991	ORYLA04672	TCONS_00030348.p1
OG0002992	ORYLA09196, ORYLA15747	TCONS_00020442.p1
OG0002994	ORYLA02194	TCONS_00008401.p1
OG0002995	ORYLA10446	TCONS_00010897.p1
OG0002996	ORYLA15037, ORYLA15923, ORYLA14260	TCONS_00049228.p1
OG0002997	ORYLA06949	TCONS_00053213.p1
