Orthogroup	ORYLA	OWEFU
OG0002226	ORYLA00869, ORYLA16615	OFUSG17344.1.p1
OG0002227	ORYLA09258	OFUSG05811.1.p1
OG0002228	ORYLA16905, ORYLA00066, ORYLA05787	OFUSG09952.1.p1, OFUSG09955.1.p1, OFUSG09954.1.p1
OG0002229	ORYLA02659	OFUSG14982.1.p1
OG0002233	ORYLA19151, ORYLA19152	OFUSG26452.1.p1, OFUSG26450.1.p1, OFUSG26451.1.p1
OG0002234	ORYLA17063	OFUSG10086.1.p1, OFUSG11045.1.p1
OG0002235	ORYLA07393	OFUSG06641.1.p1
OG0002236	ORYLA14289, ORYLA19861, ORYLA09077	OFUSG21214.1.p1, OFUSG21214.2.p1, OFUSG21214.3.p1
OG0002237	ORYLA02112, ORYLA01047, ORYLA11525	OFUSG01507.1.p1
OG0002239	ORYLA12675, ORYLA17306	OFUSG08605.1.p1
OG0002240	ORYLA13133	OFUSG17656.1.p1
OG0002241	ORYLA02657	OFUSG24226.1.p1
OG0002242	ORYLA20362, ORYLA01960, ORYLA16093, ORYLA15207	OFUSG04844.1.p1
OG0002244	ORYLA04246	OFUSG02664.1.p1, OFUSG02664.2.p1
OG0002245	ORYLA07891, ORYLA16401	OFUSG23548.1.p1
OG0002246	ORYLA12403, ORYLA06117	OFUSG20154.1.p1
OG0002248	ORYLA04893	OFUSG10759.1.p1, OFUSG10759.2.p1, OFUSG10759.3.p1
OG0002249	ORYLA06369, ORYLA02964, ORYLA02963, ORYLA17439, ORYLA13369, ORYLA10327, ORYLA10328	OFUSG17182.1.p1
OG0002251	ORYLA17336, ORYLA17759, ORYLA02672, ORYLA18948	OFUSG06486.3.p1, OFUSG06486.4.p1, OFUSG06486.1.p1, OFUSG06486.2.p1
OG0002252	ORYLA00130, ORYLA16893, ORYLA16926	OFUSG18396.1.p1
OG0002253	ORYLA11430	OFUSG12512.1.p1, OFUSG12512.2.p1
OG0002254	ORYLA08135, ORYLA02938, ORYLA02937, ORYLA05498	OFUSG06645.1.p1
OG0002255	ORYLA19958	OFUSG20748.1.p1
OG0002255	ORYLA19959, ORYLA08968	OFUSG20749.1.p1
OG0002256	ORYLA15390, ORYLA10927	OFUSG26134.1.p1, OFUSG07064.1.p1
OG0002257	ORYLA10400	OFUSG25253.1.p1, OFUSG12176.1.p1
OG0002258	ORYLA08480, ORYLA19891, ORYLA19894	OFUSG14984.1.p1
OG0002259	ORYLA03533, ORYLA04091, ORYLA17556, ORYLA02692	OFUSG15000.1.p1
OG0002260	ORYLA11582, ORYLA08596, ORYLA10499, ORYLA07367	OFUSG25014.2.p1, OFUSG25014.1.p1
OG0002261	ORYLA00563, ORYLA17198, ORYLA00564	OFUSG10665.1.p1
OG0002262	ORYLA01803, ORYLA09789	OFUSG04161.1.p1
OG0002263	ORYLA04195, ORYLA09178	OFUSG25904.1.p1
OG0002264	ORYLA00976, ORYLA05961	OFUSG00924.1.p1
OG0002265	ORYLA11537, ORYLA05513	OFUSG12648.1.p1
OG0002266	ORYLA19304, ORYLA07982	OFUSG10832.1.p1
OG0002267	ORYLA01652, ORYLA02927, ORYLA18110	OFUSG08217.2.p1, OFUSG08217.1.p1
OG0002268	ORYLA09246, ORYLA09245	OFUSG16434.1.p1, OFUSG16434.2.p1
OG0002270	ORYLA09476	OFUSG04160.1.p1
OG0002270	ORYLA15715, ORYLA10941	OFUSG06177.1.p1
OG0002271	ORYLA13527, ORYLA03881, ORYLA10717	OFUSG03215.1.p1
OG0002272	ORYLA14290	OFUSG08163.1.p1
OG0002274	ORYLA04367	OFUSG15457.1.p1
OG0002275	ORYLA13804, ORYLA02068, ORYLA05449, ORYLA05448	OFUSG17674.2.p1, OFUSG17674.1.p1
OG0002276	ORYLA08251, ORYLA05613, ORYLA01832, ORYLA14367, ORYLA15766	OFUSG17395.1.p1
OG0002278	ORYLA03506, ORYLA18187	OFUSG25036.5.p1, OFUSG25036.1.p1, OFUSG25036.4.p1, OFUSG25036.2.p1, OFUSG25036.3.p1
OG0002279	ORYLA09917, ORYLA10298	OFUSG13940.1.p1
OG0002280	ORYLA11499, ORYLA05957	OFUSG00842.1.p1
OG0002281	ORYLA17715, ORYLA05014, ORYLA08208, ORYLA01303, ORYLA17429	OFUSG19211.1.p1
OG0002282	ORYLA00051, ORYLA01468	OFUSG08347.1.p1
OG0002283	ORYLA05025, ORYLA05023, ORYLA00509, ORYLA20492	OFUSG18137.1.p1
OG0002284	ORYLA18851	OFUSG05912.2.p1, OFUSG05912.1.p1
OG0002285	ORYLA02308, ORYLA04643	OFUSG07697.1.p1
OG0002287	ORYLA15952, ORYLA14283, ORYLA12928, ORYLA12669, ORYLA14547	OFUSG20603.1.p1
OG0002288	ORYLA01492, ORYLA03879	OFUSG17857.1.p1
OG0002290	ORYLA17919, ORYLA04425	OFUSG15084.1.p1
OG0002291	ORYLA02360	OFUSG19822.1.p1, OFUSG14807.1.p1
OG0002292	ORYLA14591	OFUSG15380.1.p1
OG0002293	ORYLA10072, ORYLA18515, ORYLA02245	OFUSG01364.2.p1, OFUSG01364.1.p1
OG0002294	ORYLA17434, ORYLA13472, ORYLA06668	OFUSG23580.1.p1, OFUSG23580.2.p1, OFUSG23580.3.p1
OG0002295	ORYLA14972, ORYLA12602, ORYLA13018, ORYLA10306, ORYLA14091	OFUSG09414.1.p1
OG0002296	ORYLA04644	OFUSG05973.1.p1
OG0002297	ORYLA13569	OFUSG23666.1.p1, OFUSG12692.1.p1
OG0002299	ORYLA10314, ORYLA03833, ORYLA10221, ORYLA03018	OFUSG25619.1.p1, OFUSG01346.1.p1, OFUSG03032.1.p1, OFUSG13453.1.p1, OFUSG22949.1.p1
OG0002312	ORYLA03960	OFUSG05458.2.p1, OFUSG05458.1.p1
OG0002314	ORYLA12805	OFUSG02853.1.p1, OFUSG17769.1.p1
OG0002316	ORYLA18514, ORYLA10565, ORYLA18191	OFUSG01417.2.p1, OFUSG01417.1.p1
OG0002318	ORYLA16808	OFUSG07256.1.p1, OFUSG07256.2.p1, OFUSG07257.1.p1
OG0002319	ORYLA09946, ORYLA13438, ORYLA06584	OFUSG13997.1.p1
OG0002320	ORYLA04205, ORYLA03781, ORYLA19577	OFUSG08593.1.p1
OG0002321	ORYLA00417	OFUSG05596.1.p1
OG0002323	ORYLA18223	OFUSG17750.1.p1, OFUSG02870.2.p1, OFUSG17750.2.p1, OFUSG02870.1.p1
OG0002324	ORYLA02003	OFUSG16218.1.p1, OFUSG16216.1.p1
OG0002325	ORYLA09407, ORYLA09406, ORYLA08788	OFUSG09544.1.p1
OG0002327	ORYLA15817, ORYLA13784, ORYLA15549	OFUSG19345.1.p1
OG0002328	ORYLA19317	OFUSG16891.1.p1, OFUSG11177.1.p1
OG0002329	ORYLA02024	OFUSG05150.1.p1
OG0002331	ORYLA16153, ORYLA02004	OFUSG05478.1.p1
OG0002332	ORYLA18167, ORYLA17748, ORYLA02677	OFUSG10307.1.p1
OG0002333	ORYLA17670	OFUSG04002.1.p1
OG0002334	ORYLA09050, ORYLA08810, ORYLA09439	OFUSG26311.1.p1
OG0002335	ORYLA08903, ORYLA06617	OFUSG16753.1.p1
OG0002337	ORYLA02605, ORYLA03304, ORYLA04420	OFUSG22676.1.p1
OG0002339	ORYLA07926, ORYLA12267	OFUSG10744.2.p1, OFUSG10744.1.p1, OFUSG10743.1.p1
OG0002340	ORYLA06795	OFUSG05113.1.p1
OG0002342	ORYLA05478	OFUSG26344.1.p1, OFUSG26344.3.p1, OFUSG26344.2.p1
OG0002343	ORYLA14859, ORYLA15811, ORYLA13993, ORYLA15321	OFUSG01437.1.p1
OG0002344	ORYLA03231, ORYLA04391, ORYLA02759	OFUSG15752.1.p1, OFUSG15752.2.p1
OG0002346	ORYLA11133, ORYLA19705, ORYLA11134	OFUSG00688.5.p1, OFUSG00688.1.p1, OFUSG00688.2.p1, OFUSG00688.3.p1, OFUSG00688.4.p1
OG0002348	ORYLA10141	OFUSG11697.1.p1, OFUSG11697.2.p1
OG0002348	ORYLA04073	OFUSG02389.1.p1
OG0002350	ORYLA02888, ORYLA13102, ORYLA18013, ORYLA16581	OFUSG26636.1.p1
OG0002352	ORYLA02159, ORYLA05389	OFUSG23208.1.p1
OG0002354	ORYLA05380	OFUSG05225.1.p1
OG0002354	ORYLA13942	OFUSG04895.2.p2
OG0002355	ORYLA18881, ORYLA00163, ORYLA18882, ORYLA18880	OFUSG03175.2.p1, OFUSG03175.1.p1
OG0002356	ORYLA11103, ORYLA15335, ORYLA17176	OFUSG07009.2.p1, OFUSG07009.1.p1, OFUSG07009.4.p1, OFUSG07009.3.p1
OG0002357	ORYLA11857, ORYLA10405	OFUSG12105.1.p1
OG0002358	ORYLA14623, ORYLA14181	OFUSG08087.1.p1
OG0002359	ORYLA10402	OFUSG18075.1.p1
OG0002360	ORYLA08190, ORYLA01791	OFUSG18737.1.p1, OFUSG18730.1.p1
OG0002361	ORYLA05219, ORYLA11387, ORYLA10650	OFUSG11307.1.p1
OG0002362	ORYLA17724, ORYLA06844	OFUSG09059.1.p1
OG0002363	ORYLA00546, ORYLA17125, ORYLA08274	OFUSG11178.1.p1
OG0002364	ORYLA02907	OFUSG13668.1.p1
OG0002366	ORYLA16177, ORYLA16178, ORYLA09060, ORYLA12029, ORYLA15155	OFUSG20617.1.p1
OG0002367	ORYLA13424	OFUSG13528.1.p1
OG0002367	ORYLA02914	OFUSG09353.1.p1
OG0002368	ORYLA10667, ORYLA10668, ORYLA04693	OFUSG21932.1.p1
OG0002369	ORYLA10237	OFUSG12559.1.p1
OG0002370	ORYLA05820	OFUSG05661.1.p1
OG0002371	ORYLA19391, ORYLA19392, ORYLA10411	OFUSG11761.1.p1, OFUSG09490.1.p1
OG0002373	ORYLA11399, ORYLA10186	OFUSG03405.1.p1
OG0002374	ORYLA06304, ORYLA06305, ORYLA15559, ORYLA14007	OFUSG04950.1.p1
OG0002375	ORYLA06161	OFUSG23278.1.p1, OFUSG23277.1.p1, OFUSG23278.2.p1
OG0002376	ORYLA07672	OFUSG11481.1.p1, OFUSG11481.2.p1
OG0002377	ORYLA04855, ORYLA11508	OFUSG12385.1.p1
OG0002378	ORYLA12488, ORYLA14590	OFUSG25633.2.p1, OFUSG25633.1.p1, OFUSG25633.4.p1, OFUSG25633.3.p1, OFUSG25633.5.p1
OG0002379	ORYLA13125, ORYLA13124, ORYLA04236	OFUSG24762.2.p1, OFUSG24762.1.p1
OG0002380	ORYLA17375, ORYLA05085, ORYLA02833	OFUSG10674.1.p1
OG0002383	ORYLA03703, ORYLA03704, ORYLA03710, ORYLA03709, ORYLA03706, ORYLA03702	OFUSG14985.1.p1
OG0002384	ORYLA02998	OFUSG09027.1.p1
OG0002395	ORYLA07701	OFUSG13085.3.p1, OFUSG13085.1.p1, OFUSG13085.2.p1, OFUSG13085.4.p1
OG0002396	ORYLA07692, ORYLA03941, ORYLA04763	OFUSG11528.2.p1, OFUSG11528.1.p1
OG0002398	ORYLA01402, ORYLA01403, ORYLA09428, ORYLA01344, ORYLA00381	OFUSG02916.1.p1
OG0002399	ORYLA14287, ORYLA15962, ORYLA09074, ORYLA06393	OFUSG13169.1.p1
OG0002400	ORYLA15435, ORYLA11164, ORYLA14428, ORYLA15689	OFUSG19175.1.p1
OG0002401	ORYLA09513, ORYLA08584, ORYLA12785, ORYLA01261	OFUSG03038.1.p1
OG0002402	ORYLA13329	OFUSG01670.1.p1
OG0002403	ORYLA06925, ORYLA03347	OFUSG13860.1.p1
OG0002404	ORYLA13073, ORYLA16616, ORYLA16617	OFUSG23437.1.p1
OG0002405	ORYLA01447, ORYLA09001	OFUSG02647.3.p1, OFUSG02647.2.p1, OFUSG02647.1.p1
OG0002406	ORYLA16129	OFUSG16824.1.p1
OG0002407	ORYLA08149	OFUSG18601.2.p1, OFUSG18601.1.p1
OG0002408	ORYLA05690	OFUSG05347.2.p1, OFUSG05347.1.p1
OG0002409	ORYLA16162, ORYLA10955, ORYLA20139	OFUSG19120.1.p1, OFUSG08432.1.p1
OG0002410	ORYLA15865, ORYLA16064	OFUSG17404.3.p1, OFUSG17404.4.p1, OFUSG17404.2.p1, OFUSG17404.1.p1, OFUSG17404.5.p1
OG0002411	ORYLA12407, ORYLA01614	OFUSG07054.1.p1
OG0002412	ORYLA14855	OFUSG13670.1.p1, OFUSG25247.1.p1, OFUSG25316.1.p1
OG0002413	ORYLA16559	OFUSG17059.1.p1
OG0002414	ORYLA06977, ORYLA12840, ORYLA15520, ORYLA16073	OFUSG13155.1.p1
OG0002415	ORYLA05291	OFUSG11039.1.p1
OG0002416	ORYLA11573	OFUSG01491.1.p1
OG0002419	ORYLA05688	OFUSG05029.1.p1
OG0002420	ORYLA03118, ORYLA10255, ORYLA04754	OFUSG12264.1.p1
OG0002421	ORYLA19980	OFUSG09668.1.p1
OG0002422	ORYLA00987	OFUSG01919.1.p1
OG0002423	ORYLA09785	OFUSG16605.1.p1, OFUSG16605.2.p1, OFUSG16605.3.p1, OFUSG16605.5.p1, OFUSG16605.4.p1
OG0002424	ORYLA10433, ORYLA00909	OFUSG19041.1.p1
OG0002425	ORYLA15577	OFUSG07217.1.p1
OG0002426	ORYLA17014	OFUSG11183.3.p1, OFUSG11183.2.p1, OFUSG11183.1.p1
OG0002427	ORYLA11285, ORYLA19856	OFUSG07186.1.p1
OG0002428	ORYLA01782, ORYLA14358	OFUSG13032.1.p1
OG0002429	ORYLA13354, ORYLA15843	OFUSG22991.1.p1
OG0002432	ORYLA01243	OFUSG02177.1.p1
OG0002433	ORYLA08325, ORYLA16664	OFUSG10077.1.p1
OG0002434	ORYLA14466, ORYLA16112, ORYLA08339	OFUSG03953.1.p1, OFUSG03953.2.p1
OG0002435	ORYLA18219	OFUSG26590.1.p1
OG0002436	ORYLA17581, ORYLA03980, ORYLA03455	OFUSG22464.1.p1
OG0002437	ORYLA17242	OFUSG26151.1.p1
OG0002438	ORYLA13927, ORYLA09905	OFUSG16092.1.p1, OFUSG16092.2.p1
OG0002439	ORYLA11248	OFUSG01753.1.p1
OG0002441	ORYLA03932	OFUSG01034.2.p1, OFUSG01034.1.p1
OG0002442	ORYLA13946	OFUSG05230.1.p1
OG0002443	ORYLA14682	OFUSG06545.1.p1
OG0002444	ORYLA13798	OFUSG26842.1.p1
OG0002445	ORYLA10624	OFUSG16789.1.p1
OG0002448	ORYLA05104, ORYLA08063	OFUSG11028.1.p1, OFUSG11028.2.p1
OG0002449	ORYLA10501	OFUSG11324.1.p1
OG0002450	ORYLA06178, ORYLA17657	OFUSG09508.1.p1
OG0002451	ORYLA20343	OFUSG05788.1.p1
OG0002452	ORYLA09813, ORYLA12244, ORYLA08195, ORYLA17148	OFUSG26480.1.p1
OG0002453	ORYLA04128	OFUSG08448.1.p1
OG0002454	ORYLA02662, ORYLA03604, ORYLA04535	OFUSG15471.1.p1
OG0002455	ORYLA15598, ORYLA03626	OFUSG17445.1.p1
OG0002456	ORYLA01754, ORYLA05526, ORYLA00742	OFUSG16583.1.p1
OG0002457	ORYLA10176	OFUSG12506.1.p1
OG0002458	ORYLA14646	OFUSG00677.1.p1
OG0002459	ORYLA16722	OFUSG10630.1.p1, OFUSG11102.2.p1, OFUSG11102.1.p1, OFUSG11115.1.p1
OG0002461	ORYLA03186, ORYLA00475	OFUSG02255.1.p1
OG0002462	ORYLA18653	OFUSG02735.1.p1
OG0002466	ORYLA13222	OFUSG07604.1.p1
OG0002467	ORYLA10339, ORYLA01725, ORYLA05344, ORYLA10395, ORYLA10340	OFUSG13448.1.p1
OG0002476	ORYLA15177	OFUSG20822.1.p1
OG0002477	ORYLA00716, ORYLA09140, ORYLA10787	OFUSG06097.1.p1
OG0002478	ORYLA00839, ORYLA01108, ORYLA01315	OFUSG06982.1.p1
OG0002479	ORYLA17552	OFUSG24200.1.p1
OG0002481	ORYLA04107	OFUSG02906.1.p1
OG0002482	ORYLA12367, ORYLA14603, ORYLA11138, ORYLA15700	OFUSG15156.1.p1, OFUSG15156.2.p1
OG0002487	ORYLA10077	OFUSG12083.1.p1
OG0002489	ORYLA07869, ORYLA04817, ORYLA10725	OFUSG05890.1.p1
OG0002490	ORYLA20206, ORYLA03483, ORYLA14770	OFUSG19344.1.p1
OG0002491	ORYLA16148, ORYLA13367	OFUSG04294.1.p1
OG0002492	ORYLA13129	OFUSG14228.1.p1
OG0002493	ORYLA10679	OFUSG12595.1.p1, OFUSG26755.1.p1
OG0002494	ORYLA07030, ORYLA16085, ORYLA14151, ORYLA14152	OFUSG20687.1.p1
OG0002495	ORYLA09473	OFUSG04196.1.p1
OG0002496	ORYLA17308, ORYLA06622	OFUSG08219.1.p1
OG0002497	ORYLA16464, ORYLA02147	OFUSG15954.1.p1
OG0002499	ORYLA04232, ORYLA16130	OFUSG17264.1.p1
OG0002500	ORYLA16848	OFUSG22275.1.p1
OG0002501	ORYLA04100	OFUSG22538.1.p1
OG0002502	ORYLA14678	OFUSG20157.3.p1, OFUSG20157.1.p1, OFUSG20157.2.p1
OG0002503	ORYLA20467	OFUSG02978.1.p1
OG0002504	ORYLA03962, ORYLA03750	OFUSG15438.1.p1
OG0002505	ORYLA07785	OFUSG16451.1.p1
OG0002506	ORYLA11317, ORYLA11316, ORYLA10491, ORYLA18978	OFUSG00092.1.p1, OFUSG00092.2.p1, OFUSG00088.1.p1, OFUSG00708.1.p1
OG0002507	ORYLA19810, ORYLA02990, ORYLA07147	OFUSG21406.2.p1, OFUSG21406.1.p1
OG0002508	ORYLA04003, ORYLA03237	OFUSG23888.1.p1, OFUSG23888.2.p1, OFUSG23888.3.p1
OG0002509	ORYLA05102, ORYLA08062	OFUSG08169.3.p1, OFUSG08169.2.p1, OFUSG08169.1.p1
OG0002510	ORYLA03417	OFUSG10521.1.p1
OG0002511	ORYLA01762, ORYLA09776	OFUSG03967.2.p1, OFUSG03967.1.p1
OG0002512	ORYLA09500, ORYLA04912	OFUSG02637.2.p1, OFUSG02637.3.p1, OFUSG02637.1.p1
OG0002514	ORYLA15810, ORYLA13991, ORYLA16347	OFUSG00594.1.p1
OG0002516	ORYLA03425	OFUSG09041.2.p1, OFUSG09041.1.p1
OG0002517	ORYLA09842, ORYLA20063, ORYLA20062, ORYLA08194	OFUSG21417.1.p1, OFUSG21417.2.p1
OG0002518	ORYLA14184	OFUSG21316.1.p1
OG0002519	ORYLA03921, ORYLA12249	OFUSG02909.1.p1
OG0002520	ORYLA01513, ORYLA00444	OFUSG10725.1.p1
OG0002522	ORYLA19791	OFUSG13443.1.p1
OG0002523	ORYLA14147, ORYLA10998, ORYLA15698	OFUSG19122.1.p1
OG0002524	ORYLA02279, ORYLA03607	OFUSG15171.1.p1
OG0002525	ORYLA11560, ORYLA03975, ORYLA03974, ORYLA03131	OFUSG07025.1.p1
OG0002526	ORYLA08708	OFUSG13383.1.p1
OG0002528	ORYLA01158	OFUSG06864.1.p1
OG0002529	ORYLA18875, ORYLA19572	OFUSG14696.1.p1
OG0002530	ORYLA18063, ORYLA12134, ORYLA12135, ORYLA14668	OFUSG08652.2.p1, OFUSG08652.4.p1, OFUSG08652.1.p1, OFUSG08652.3.p1
OG0002531	ORYLA00107, ORYLA05239, ORYLA08681, ORYLA01408	OFUSG12367.1.p1
OG0002532	ORYLA08319	OFUSG10787.1.p1, OFUSG10787.2.p1
OG0002533	ORYLA03460, ORYLA03976, ORYLA17638	OFUSG23755.1.p1
OG0002534	ORYLA14793, ORYLA12638, ORYLA06193	OFUSG24364.1.p1
OG0002535	ORYLA02470, ORYLA17324	OFUSG06873.1.p1, OFUSG06873.2.p1
OG0002536	ORYLA20048, ORYLA04639, ORYLA07334, ORYLA17752	OFUSG05531.1.p1
OG0002537	ORYLA16706, ORYLA00884	OFUSG02726.1.p1
OG0002538	ORYLA08631, ORYLA06153, ORYLA16393, ORYLA07902	OFUSG03933.1.p1
OG0002539	ORYLA15064, ORYLA11062	OFUSG06058.2.p1, OFUSG06058.1.p1
OG0002540	ORYLA11694, ORYLA19946, ORYLA02188	OFUSG12631.1.p1
OG0002541	ORYLA10847, ORYLA15804	OFUSG07799.1.p1
OG0002542	ORYLA18558, ORYLA09020, ORYLA16196, ORYLA14360	OFUSG04467.1.p1
OG0002543	ORYLA19583, ORYLA02866	OFUSG15203.1.p1, OFUSG15203.2.p1
OG0002545	ORYLA15692, ORYLA11215, ORYLA15017	OFUSG18706.1.p1
OG0002547	ORYLA11405	OFUSG17495.1.p1
OG0002548	ORYLA10546, ORYLA03069, ORYLA01407, ORYLA00770, ORYLA04857	OFUSG25116.1.p1
OG0002549	ORYLA06929, ORYLA03340	OFUSG25833.1.p1, OFUSG25833.2.p1, OFUSG25833.3.p1
OG0002550	ORYLA00846, ORYLA07406	OFUSG06676.4.p1, OFUSG06676.1.p1, OFUSG06676.3.p1, OFUSG06676.2.p1
OG0002551	ORYLA00960, ORYLA03882, ORYLA12041	OFUSG26610.1.p1
OG0002552	ORYLA06056, ORYLA12609, ORYLA12610, ORYLA14817	OFUSG09823.1.p1
OG0002553	ORYLA17488, ORYLA02625	OFUSG04243.1.p1
OG0002554	ORYLA02193, ORYLA07494	OFUSG20321.1.p1
OG0002555	ORYLA10142, ORYLA05234	OFUSG21622.1.p1
OG0002556	ORYLA09738, ORYLA10716	OFUSG26698.1.p1, OFUSG09591.1.p1
OG0002557	ORYLA18369, ORYLA01908, ORYLA13544	OFUSG05156.1.p1
OG0002558	ORYLA18590	OFUSG12162.1.p1, OFUSG12162.2.p1
OG0002559	ORYLA19510, ORYLA01294	OFUSG17135.4.p1, OFUSG17135.5.p1, OFUSG17135.3.p1, OFUSG17135.1.p1, OFUSG17135.2.p1
OG0002560	ORYLA18145, ORYLA02931	OFUSG09866.1.p1, OFUSG09866.2.p1
OG0002561	ORYLA19312	OFUSG25117.2.p1, OFUSG25117.1.p1
OG0002562	ORYLA17234, ORYLA13205	OFUSG13027.1.p1
OG0002563	ORYLA01023, ORYLA20447, ORYLA03597	OFUSG02827.1.p1
OG0002564	ORYLA07814, ORYLA07815, ORYLA17199, ORYLA16968	OFUSG18079.1.p1, OFUSG18079.2.p1
OG0002565	ORYLA06815, ORYLA06816	OFUSG18956.1.p1
OG0002566	ORYLA19198	OFUSG23549.1.p1
OG0002567	ORYLA15827	OFUSG05913.1.p1
OG0002568	ORYLA13543, ORYLA03208	OFUSG09132.1.p1, OFUSG17897.1.p1
OG0002569	ORYLA04215	OFUSG23886.1.p1
OG0002570	ORYLA19454	OFUSG20725.1.p1
OG0002571	ORYLA08361, ORYLA07731	OFUSG03586.1.p1
OG0002572	ORYLA11187, ORYLA12319, ORYLA17174	OFUSG07142.1.p1
OG0002573	ORYLA18246	OFUSG18076.1.p1, OFUSG19001.1.p1
OG0002574	ORYLA11393	OFUSG25082.1.p1, OFUSG25082.3.p1, OFUSG25082.2.p1
OG0002587	ORYLA15468, ORYLA02200, ORYLA20299	OFUSG20335.1.p1
OG0002590	ORYLA13964	OFUSG23108.1.p1
OG0002592	ORYLA17742	OFUSG18883.1.p1
OG0002593	ORYLA09462, ORYLA08214	OFUSG21331.1.p1, OFUSG21331.2.p1
OG0002594	ORYLA12400, ORYLA06743	OFUSG05055.1.p1
OG0002595	ORYLA16973	OFUSG17825.1.p1, OFUSG17825.3.p1, OFUSG17825.4.p1, OFUSG17825.2.p1, OFUSG19931.1.p1, OFUSG19932.1.p1
OG0002598	ORYLA06646, ORYLA13242, ORYLA06645, ORYLA17458	OFUSG17203.1.p1
OG0002599	ORYLA14396	OFUSG05928.1.p1
OG0002600	ORYLA19822, ORYLA19821	OFUSG17834.1.p1, OFUSG17834.2.p1
OG0002601	ORYLA04795	OFUSG25340.1.p1
OG0002601	ORYLA11234	OFUSG18724.2.p1, OFUSG18724.1.p1
OG0002602	ORYLA18348, ORYLA16533	OFUSG10300.1.p1, OFUSG10300.2.p1
OG0002605	ORYLA06378	OFUSG17629.1.p1
OG0002608	ORYLA10964, ORYLA12757, ORYLA12758	OFUSG26704.2.p1, OFUSG26704.1.p1
OG0002609	ORYLA18074, ORYLA02468	OFUSG08608.1.p1
OG0002610	ORYLA07009, ORYLA13355, ORYLA07078, ORYLA09028	OFUSG22781.2.p1, OFUSG22781.1.p1
OG0002611	ORYLA06410, ORYLA15703, ORYLA20145	OFUSG16338.1.p1
OG0002612	ORYLA13437, ORYLA14479	OFUSG18866.1.p1
OG0002614	ORYLA09063, ORYLA19245, ORYLA19244	OFUSG13501.1.p1
OG0002615	ORYLA05066, ORYLA04319	OFUSG18924.1.p1
OG0002616	ORYLA04635	OFUSG05626.1.p1
OG0002617	ORYLA03861	OFUSG03235.1.p1
OG0002618	ORYLA16976	OFUSG11127.1.p1
OG0002619	ORYLA12081, ORYLA02540	OFUSG09296.1.p1
OG0002620	ORYLA18151, ORYLA13287, ORYLA06884	OFUSG07487.1.p1
OG0002622	ORYLA00301, ORYLA12781	OFUSG02644.1.p1
OG0002624	ORYLA05531	OFUSG20261.1.p1
OG0002625	ORYLA11572	OFUSG00455.1.p1
OG0002628	ORYLA13188, ORYLA06600, ORYLA18011, ORYLA02870	OFUSG25722.1.p1
OG0002629	ORYLA15355	OFUSG21491.1.p1
OG0002630	ORYLA18441, ORYLA09064	OFUSG13735.1.p1
OG0002631	ORYLA10026	OFUSG00256.1.p1
OG0002632	ORYLA14670, ORYLA02377	OFUSG09288.1.p1
OG0002633	ORYLA10087, ORYLA19492	OFUSG12394.1.p1
OG0002634	ORYLA19982	OFUSG09093.1.p1
OG0002634	ORYLA19984	OFUSG09096.1.p1
OG0002636	ORYLA01876, ORYLA05794	OFUSG10080.1.p1
OG0002640	ORYLA04136, ORYLA04137	OFUSG06099.1.p1, OFUSG06099.4.p1, OFUSG06099.2.p1, OFUSG06099.3.p1
OG0002642	ORYLA19461, ORYLA08192, ORYLA16418	OFUSG16148.1.p1, OFUSG16050.1.p1
OG0002643	ORYLA01997	OFUSG25517.1.p1, OFUSG25504.1.p1
OG0002644	ORYLA09932, ORYLA08726, ORYLA07585	OFUSG03807.1.p1
OG0002645	ORYLA15725	OFUSG19077.1.p1, OFUSG19077.2.p1
OG0002646	ORYLA14734	OFUSG07340.4.p1, OFUSG07340.1.p1, OFUSG07340.2.p1, OFUSG07340.3.p1
OG0002647	ORYLA18947	OFUSG19431.1.p1, OFUSG18928.1.p1
OG0002648	ORYLA12026, ORYLA02001	OFUSG23133.1.p1
OG0002649	ORYLA02709, ORYLA00760	OFUSG19035.2.p1, OFUSG19035.1.p1
OG0002651	ORYLA12710	OFUSG09970.1.p1
OG0002652	ORYLA12314	OFUSG01040.1.p1, OFUSG05127.1.p1
OG0002653	ORYLA01138	OFUSG22197.1.p1
OG0002655	ORYLA14904	OFUSG18613.1.p1
OG0002656	ORYLA09865	OFUSG24257.1.p1
OG0002657	ORYLA05602, ORYLA01779, ORYLA16108, ORYLA14336	OFUSG16068.1.p1
OG0002658	ORYLA05776, ORYLA08519	OFUSG07805.2.p1, OFUSG07805.1.p1
OG0002659	ORYLA19731	OFUSG13732.1.p1, OFUSG13734.1.p1
OG0002660	ORYLA20162	OFUSG18787.1.p1
OG0002661	ORYLA12025, ORYLA10880	OFUSG07563.1.p1
OG0002662	ORYLA08023, ORYLA07745	OFUSG10564.1.p1
OG0002663	ORYLA03136, ORYLA04120	OFUSG26952.1.p1
OG0002664	ORYLA07705, ORYLA13212	OFUSG08813.1.p1
OG0002665	ORYLA01115	OFUSG15552.1.p1
OG0002666	ORYLA18360, ORYLA18361	OFUSG02440.2.p1, OFUSG02440.1.p1, OFUSG18088.1.p1, OFUSG10943.1.p1
OG0002667	ORYLA02728, ORYLA17238, ORYLA06781, ORYLA12965	OFUSG07660.1.p1
OG0002669	ORYLA03111	OFUSG11370.1.p1
