Orthogroup	ORYLA	AMPFI_ok
OG0002957	ORYLA09640	AMPFI_00571
OG0002959	ORYLA10475	AMPFI_18590
OG0002960	ORYLA01661, ORYLA05586	AMPFI_17548
OG0002961	ORYLA11825	AMPFI_15797, AMPFI_04166
OG0002962	ORYLA16540	AMPFI_14869
OG0002964	ORYLA17126, ORYLA00048, ORYLA16902	AMPFI_14124
OG0002965	ORYLA05184	AMPFI_07076
OG0002966	ORYLA02492	AMPFI_08237
OG0002967	ORYLA03303, ORYLA04206	AMPFI_11661
OG0002971	ORYLA20367, ORYLA05979, ORYLA05520	AMPFI_07105
OG0002973	ORYLA14521	AMPFI_13787
OG0002974	ORYLA05639, ORYLA12657	AMPFI_12501
OG0002975	ORYLA10560	AMPFI_03182
OG0002976	ORYLA17659	AMPFI_15200
OG0002977	ORYLA03469	AMPFI_22891
OG0002978	ORYLA01067, ORYLA11348, ORYLA10261	AMPFI_11885
OG0002981	ORYLA08734	AMPFI_19892
OG0002982	ORYLA05260	AMPFI_02827
OG0002983	ORYLA05176, ORYLA13535	AMPFI_14269
OG0002984	ORYLA05793	AMPFI_07036
OG0002985	ORYLA16699, ORYLA00625	AMPFI_17949
OG0002986	ORYLA15829, ORYLA13959, ORYLA20331	AMPFI_23973, AMPFI_17447, AMPFI_24866
OG0002987	ORYLA15486, ORYLA01526	AMPFI_13529
OG0002989	ORYLA15869	AMPFI_07541
OG0002990	ORYLA04627	AMPFI_17712
OG0002992	ORYLA09196, ORYLA15747	AMPFI_21162
OG0002994	ORYLA02194	AMPFI_24153
OG0002995	ORYLA10446	AMPFI_17195, AMPFI_19977
OG0002996	ORYLA15037, ORYLA15923, ORYLA14260	AMPFI_00900
OG0002998	ORYLA14765, ORYLA16031	AMPFI_15937
OG0003001	ORYLA09162	AMPFI_06603
OG0003002	ORYLA14351, ORYLA16094, ORYLA08507, ORYLA09760	AMPFI_16659
OG0003003	ORYLA19741, ORYLA02206, ORYLA11693	AMPFI_06580
OG0003004	ORYLA10597, ORYLA03379	AMPFI_06638
OG0003005	ORYLA05246	AMPFI_04141, AMPFI_25494
OG0003006	ORYLA16962	AMPFI_24175
OG0003007	ORYLA13640, ORYLA00272	AMPFI_08137
OG0003008	ORYLA06672, ORYLA13325	AMPFI_17468
OG0003009	ORYLA01927, ORYLA05902, ORYLA05918, ORYLA06229	AMPFI_16716, AMPFI_01436
OG0003010	ORYLA08264	AMPFI_05162
OG0003011	ORYLA00062, ORYLA17088	AMPFI_10396, AMPFI_10397, AMPFI_24907
OG0003012	ORYLA13725, ORYLA14487	AMPFI_19750
OG0003013	ORYLA09697, ORYLA05595	AMPFI_21222
OG0003014	ORYLA11816, ORYLA12535	AMPFI_03270
OG0003016	ORYLA00344, ORYLA19566	AMPFI_01985, AMPFI_21862
OG0003017	ORYLA19080	AMPFI_05503, AMPFI_14328
OG0003018	ORYLA04241, ORYLA03378	AMPFI_00574
OG0003019	ORYLA11447	AMPFI_03647
OG0003021	ORYLA07431	AMPFI_15897
OG0003022	ORYLA00946	AMPFI_12554
OG0003022	ORYLA00947	AMPFI_05254
OG0003023	ORYLA03235, ORYLA02285, ORYLA17780	AMPFI_02293
OG0003024	ORYLA12540	AMPFI_06872
OG0003025	ORYLA16836, ORYLA06771	AMPFI_18961
OG0003026	ORYLA00734	AMPFI_09871
OG0003027	ORYLA17665, ORYLA15116	AMPFI_03279
OG0003028	ORYLA02137	AMPFI_20635
OG0003029	ORYLA02221, ORYLA15312	AMPFI_10314
OG0003030	ORYLA12869, ORYLA12868, ORYLA00872, ORYLA16608	AMPFI_09536
OG0003031	ORYLA16489, ORYLA08839	AMPFI_16204
OG0003033	ORYLA09580	AMPFI_17482
OG0003034	ORYLA00457	AMPFI_07400
OG0003035	ORYLA12815, ORYLA17690	AMPFI_10841
OG0003036	ORYLA06888, ORYLA13097	AMPFI_21230, AMPFI_06381
OG0003037	ORYLA17542	AMPFI_21315, AMPFI_14720
OG0003038	ORYLA03300, ORYLA05385	AMPFI_00219
OG0003040	ORYLA07281, ORYLA07280	AMPFI_23093
OG0003041	ORYLA05365	AMPFI_25734
OG0003042	ORYLA09859	AMPFI_08345
OG0003043	ORYLA13460	AMPFI_18326
OG0003044	ORYLA04573	AMPFI_04020, AMPFI_18286, AMPFI_20130
OG0003046	ORYLA15260, ORYLA06310	AMPFI_18791
OG0003048	ORYLA15156, ORYLA08890	AMPFI_03382
OG0003049	ORYLA17432, ORYLA12852, ORYLA06667	AMPFI_20646, AMPFI_19686
OG0003051	ORYLA03600, ORYLA09446	AMPFI_17401, AMPFI_05774
OG0003053	ORYLA02834	AMPFI_17366
OG0003054	ORYLA12266, ORYLA09573	AMPFI_22668
OG0003055	ORYLA07154, ORYLA12922, ORYLA13644	AMPFI_11766, AMPFI_11765
OG0003057	ORYLA03418, ORYLA11578	AMPFI_14919
OG0003058	ORYLA11963, ORYLA20118, ORYLA13944	AMPFI_06004
OG0003059	ORYLA00217, ORYLA04759	AMPFI_15093
OG0003060	ORYLA16613, ORYLA06282, ORYLA13094	AMPFI_01289
OG0003062	ORYLA06980, ORYLA15949, ORYLA12667	AMPFI_05505
OG0003063	ORYLA10950	AMPFI_19748
OG0003065	ORYLA05920, ORYLA02018	AMPFI_15613
OG0003066	ORYLA15142, ORYLA14035, ORYLA11126	AMPFI_04842
OG0003067	ORYLA17416	AMPFI_00869
OG0003069	ORYLA13162	AMPFI_01696, AMPFI_01610
OG0003070	ORYLA07340, ORYLA17867, ORYLA05008, ORYLA07876	AMPFI_03671
OG0003071	ORYLA01342	AMPFI_04750
OG0003072	ORYLA13683, ORYLA10914	AMPFI_06677
OG0003073	ORYLA04415	AMPFI_22163
OG0003073	ORYLA14154	AMPFI_07918
OG0003074	ORYLA16081, ORYLA01721, ORYLA05339	AMPFI_10857
OG0003075	ORYLA09107	AMPFI_17754, AMPFI_11341
OG0003077	ORYLA16520, ORYLA00601, ORYLA00159, ORYLA16743	AMPFI_17607
OG0003078	ORYLA10487	AMPFI_19761
OG0003079	ORYLA14096, ORYLA06851, ORYLA13613	AMPFI_20005
OG0003080	ORYLA01374, ORYLA08723, ORYLA08724, ORYLA01371, ORYLA03630, ORYLA10313	AMPFI_21435
OG0003101	ORYLA10329, ORYLA09097, ORYLA16063, ORYLA15863	AMPFI_08193
OG0003104	ORYLA02871, ORYLA13475	AMPFI_15625
OG0003105	ORYLA01500	AMPFI_14075, AMPFI_15981
OG0003107	ORYLA15014, ORYLA12389	AMPFI_06817
OG0003108	ORYLA11282, ORYLA15369	AMPFI_12830
OG0003109	ORYLA16315	AMPFI_08495
OG0003110	ORYLA09478	AMPFI_05396
OG0003111	ORYLA00857	AMPFI_13874
OG0003112	ORYLA05183	AMPFI_09342, AMPFI_10797
OG0003113	ORYLA10065	AMPFI_10115
OG0003114	ORYLA07363	AMPFI_08644
OG0003115	ORYLA06857, ORYLA17487	AMPFI_12376
OG0003116	ORYLA20434	AMPFI_07231
OG0003118	ORYLA16184, ORYLA10022, ORYLA08702	AMPFI_05302
OG0003119	ORYLA20444	AMPFI_08478
OG0003120	ORYLA19924	AMPFI_02893
OG0003121	ORYLA14892, ORYLA13008	AMPFI_05935
OG0003122	ORYLA04700, ORYLA10184	AMPFI_07060
OG0003122	ORYLA11034	AMPFI_18355
OG0003124	ORYLA02774	AMPFI_09122
OG0003126	ORYLA02613	AMPFI_24434, AMPFI_01995
OG0003127	ORYLA10091	AMPFI_12664
OG0003128	ORYLA00377	AMPFI_03704
OG0003130	ORYLA03739	AMPFI_14227
OG0003131	ORYLA17361, ORYLA20425	AMPFI_03461
OG0003132	ORYLA02170	AMPFI_20089
OG0003133	ORYLA15165	AMPFI_15823
OG0003133	ORYLA15167	AMPFI_07281
OG0003135	ORYLA03082	AMPFI_07186
OG0003136	ORYLA03448, ORYLA10254	AMPFI_10904
OG0003140	ORYLA18056, ORYLA18057, ORYLA12143, ORYLA20304	AMPFI_24399
OG0003141	ORYLA20129, ORYLA01871, ORYLA05831	AMPFI_11907
OG0003142	ORYLA17712	AMPFI_05828
OG0003143	ORYLA18757, ORYLA01631, ORYLA01632, ORYLA01633	AMPFI_15571
OG0003144	ORYLA04082	AMPFI_06226
OG0003145	ORYLA13404, ORYLA06360	AMPFI_00786, AMPFI_00787
OG0003146	ORYLA11707	AMPFI_23986
OG0003147	ORYLA20499	AMPFI_17466
OG0003148	ORYLA11751, ORYLA05438, ORYLA19776	AMPFI_04210
OG0003150	ORYLA01440, ORYLA09448	AMPFI_11497
OG0003153	ORYLA18339	AMPFI_03883
OG0003154	ORYLA06654	AMPFI_15942
OG0003157	ORYLA04495	AMPFI_06068, AMPFI_24828
OG0003158	ORYLA08610, ORYLA09460, ORYLA08913	AMPFI_15277
OG0003159	ORYLA02503, ORYLA17417, ORYLA05287	AMPFI_14863
OG0003160	ORYLA05070, ORYLA19915	AMPFI_09161
OG0003161	ORYLA18915, ORYLA10523, ORYLA18916	AMPFI_17564
OG0003162	ORYLA11824, ORYLA10738, ORYLA03513	AMPFI_13113
OG0003163	ORYLA13213, ORYLA17286	AMPFI_17039
OG0003164	ORYLA20487, ORYLA00816	AMPFI_11016
OG0003165	ORYLA08595, ORYLA10561	AMPFI_06521
OG0003166	ORYLA04911, ORYLA04910	AMPFI_19039
OG0003167	ORYLA16879, ORYLA03605	AMPFI_17956
OG0003168	ORYLA16959, ORYLA00571	AMPFI_03578
OG0003171	ORYLA06807	AMPFI_11830
OG0003172	ORYLA09854	AMPFI_08998
OG0003173	ORYLA00376, ORYLA02346	AMPFI_11484
OG0003174	ORYLA20481	AMPFI_17590
OG0003175	ORYLA01979, ORYLA06140	AMPFI_09988
OG0003176	ORYLA12690	AMPFI_23239, AMPFI_17575, AMPFI_02070, AMPFI_18132, AMPFI_09902, AMPFI_00821
OG0003177	ORYLA00856	AMPFI_02148
OG0003178	ORYLA03270	AMPFI_21542
OG0003179	ORYLA00445	AMPFI_06154
OG0003180	ORYLA03447, ORYLA03986, ORYLA03985	AMPFI_17000
OG0003181	ORYLA00243	AMPFI_05848
OG0003182	ORYLA06751	AMPFI_06707
OG0003183	ORYLA16117, ORYLA02124	AMPFI_05467
OG0003184	ORYLA01211, ORYLA07345	AMPFI_23894
OG0003185	ORYLA12363, ORYLA15072	AMPFI_16164
OG0003188	ORYLA12586, ORYLA14947	AMPFI_13872
OG0003189	ORYLA04108	AMPFI_11974
OG0003190	ORYLA00506	AMPFI_13799
OG0003191	ORYLA18538, ORYLA15754	AMPFI_23926
OG0003193	ORYLA12245, ORYLA09712	AMPFI_08357
OG0003195	ORYLA16742	AMPFI_08565
OG0003196	ORYLA06022	AMPFI_23755
OG0003199	ORYLA15714	AMPFI_12162
OG0003200	ORYLA05114	AMPFI_11226, AMPFI_08232
OG0003202	ORYLA02354	AMPFI_12487
OG0003203	ORYLA02126, ORYLA16448	AMPFI_08213
OG0003204	ORYLA08375	AMPFI_10237
OG0003205	ORYLA12978, ORYLA12979, ORYLA17330	AMPFI_00728
OG0003206	ORYLA16318	AMPFI_16692, AMPFI_25733
OG0003207	ORYLA14484, ORYLA19094	AMPFI_20327
OG0003208	ORYLA13040	AMPFI_12265
OG0003210	ORYLA02461, ORYLA06655	AMPFI_24764
OG0003212	ORYLA15489, ORYLA10940	AMPFI_00027
OG0003213	ORYLA06531	AMPFI_04022
OG0003214	ORYLA09799	AMPFI_06762
OG0003215	ORYLA00108, ORYLA19619	AMPFI_14832
OG0003217	ORYLA13146, ORYLA02509	AMPFI_25160, AMPFI_23505
OG0003218	ORYLA19022	AMPFI_26015
OG0003219	ORYLA07225, ORYLA00485	AMPFI_06216
OG0003220	ORYLA01985, ORYLA05947	AMPFI_12091
OG0003221	ORYLA02164, ORYLA02047	AMPFI_11291
OG0003222	ORYLA15011, ORYLA12395, ORYLA09003	AMPFI_03429
OG0003223	ORYLA15511	AMPFI_04078
OG0003224	ORYLA08420	AMPFI_21120
OG0003225	ORYLA19236, ORYLA19235	AMPFI_05427
OG0003226	ORYLA12048	AMPFI_01909
OG0003228	ORYLA10708	AMPFI_18339
OG0003229	ORYLA07923, ORYLA01487	AMPFI_09992
OG0003230	ORYLA08114	AMPFI_01229
OG0003231	ORYLA20228	AMPFI_01710
OG0003232	ORYLA10450, ORYLA04810, ORYLA19700, ORYLA04347, ORYLA01070	AMPFI_02064
OG0003234	ORYLA01163	AMPFI_08950
OG0003235	ORYLA20268	AMPFI_16999
OG0003237	ORYLA04328, ORYLA07454, ORYLA09177	AMPFI_17126
OG0003238	ORYLA12178	AMPFI_19473
OG0003239	ORYLA15027	AMPFI_23826
OG0003250	ORYLA11719, ORYLA16208	AMPFI_12226
OG0003251	ORYLA05486, ORYLA12659	AMPFI_06867
OG0003252	ORYLA11431, ORYLA10758	AMPFI_15271
OG0003254	ORYLA01055	AMPFI_09205
OG0003255	ORYLA01639	AMPFI_01643
OG0003258	ORYLA13111	AMPFI_20884
OG0003259	ORYLA17769	AMPFI_05569
OG0003260	ORYLA13208, ORYLA02958	AMPFI_10832
OG0003261	ORYLA06345, ORYLA06344, ORYLA06346, ORYLA03623	AMPFI_21592
OG0003262	ORYLA04363, ORYLA17978	AMPFI_21245
OG0003263	ORYLA05786	AMPFI_13017
OG0003264	ORYLA08989, ORYLA06289	AMPFI_17248
OG0003265	ORYLA14054, ORYLA11239	AMPFI_11217
OG0003266	ORYLA03848, ORYLA04542	AMPFI_04526
OG0003267	ORYLA19756	AMPFI_05887
OG0003268	ORYLA01959	AMPFI_11156
OG0003269	ORYLA07800, ORYLA16726	AMPFI_21059
OG0003270	ORYLA14592	AMPFI_13601, AMPFI_02798
OG0003272	ORYLA19655, ORYLA19654, ORYLA07229	AMPFI_03849
OG0003273	ORYLA04340	AMPFI_02700
OG0003275	ORYLA09029, ORYLA13943	AMPFI_03094
OG0003277	ORYLA20336, ORYLA15828, ORYLA13998	AMPFI_09116
OG0003278	ORYLA12553	AMPFI_13483, AMPFI_01180, AMPFI_21317
OG0003280	ORYLA05574	AMPFI_01494, AMPFI_20052, AMPFI_21525, AMPFI_02246
OG0003282	ORYLA04149, ORYLA01430	AMPFI_21088
OG0003283	ORYLA19093	AMPFI_00946
OG0003286	ORYLA16774	AMPFI_03014
OG0003287	ORYLA15508, ORYLA11362	AMPFI_05397
OG0003288	ORYLA04254	AMPFI_06784
OG0003290	ORYLA06270, ORYLA06269	AMPFI_06287
OG0003291	ORYLA04004	AMPFI_05291
OG0003293	ORYLA14350	AMPFI_18756
OG0003294	ORYLA12880	AMPFI_24752
OG0003295	ORYLA04874, ORYLA19440	AMPFI_06218
OG0003296	ORYLA18095, ORYLA02301	AMPFI_24005
OG0003297	ORYLA16817	AMPFI_15955
OG0003298	ORYLA01355	AMPFI_11593
OG0003299	ORYLA12913	AMPFI_24703
OG0003301	ORYLA03284, ORYLA12501	AMPFI_14530
OG0003303	ORYLA13616	AMPFI_23138
OG0003305	ORYLA02939, ORYLA18010	AMPFI_11439
OG0003306	ORYLA15915	AMPFI_11119
OG0003307	ORYLA00404, ORYLA01512	AMPFI_12766
OG0003309	ORYLA20068	AMPFI_23599
OG0003311	ORYLA01367, ORYLA08826, ORYLA06226	AMPFI_10759
OG0003312	ORYLA07361	AMPFI_13454
OG0003314	ORYLA04286, ORYLA00307	AMPFI_19884, AMPFI_22350
OG0003315	ORYLA05353	AMPFI_19632
OG0003315	ORYLA05352	AMPFI_12929
OG0003315	ORYLA05354	AMPFI_23992, AMPFI_00069
OG0003316	ORYLA06489	AMPFI_14046
OG0003317	ORYLA00142	AMPFI_09168
OG0003318	ORYLA14596, ORYLA15728	AMPFI_08330
OG0003319	ORYLA15491, ORYLA07033	AMPFI_25746
OG0003320	ORYLA17866	AMPFI_13174
OG0003321	ORYLA19455, ORYLA05648	AMPFI_10734
OG0003323	ORYLA02747	AMPFI_21338
OG0003325	ORYLA08076, ORYLA04984	AMPFI_02628
OG0003326	ORYLA04931	AMPFI_11658
OG0003327	ORYLA02456, ORYLA06278	AMPFI_09228
OG0003328	ORYLA06738	AMPFI_00690
OG0003329	ORYLA17667, ORYLA02366	AMPFI_09316
OG0003330	ORYLA14948	AMPFI_14485, AMPFI_14726
OG0003331	ORYLA03745	AMPFI_17012
OG0003332	ORYLA06788, ORYLA02078	AMPFI_08196
OG0003335	ORYLA10536	AMPFI_09229
OG0003337	ORYLA20124	AMPFI_19949
OG0003340	ORYLA05123, ORYLA01941	AMPFI_22094
OG0003341	ORYLA00218	AMPFI_16730, AMPFI_00777
OG0003343	ORYLA03249	AMPFI_13994, AMPFI_13993, AMPFI_16154
OG0003344	ORYLA11978	AMPFI_09335
OG0003346	ORYLA07076	AMPFI_10867
OG0003347	ORYLA09885, ORYLA04679	AMPFI_24143
OG0003349	ORYLA00427, ORYLA04988, ORYLA08086	AMPFI_05046
OG0003350	ORYLA09368, ORYLA09369, ORYLA06960, ORYLA03492, ORYLA01457	AMPFI_12867
OG0003351	ORYLA14628	AMPFI_08636
OG0003352	ORYLA08412, ORYLA10054	AMPFI_02467
OG0003353	ORYLA10916	AMPFI_06338
OG0003354	ORYLA19460, ORYLA19459, ORYLA00204	AMPFI_18029
OG0003355	ORYLA02544, ORYLA05076, ORYLA07720	AMPFI_07833, AMPFI_15437
OG0003356	ORYLA00555, ORYLA16745	AMPFI_21630
OG0003357	ORYLA01325	AMPFI_11721
OG0003359	ORYLA11531	AMPFI_08504
OG0003360	ORYLA10113	AMPFI_09135
OG0003361	ORYLA10105, ORYLA03006	AMPFI_14228
OG0003364	ORYLA14543, ORYLA16352	AMPFI_22450
OG0003365	ORYLA11052, ORYLA14488	AMPFI_11415
OG0003366	ORYLA19482	AMPFI_25322
OG0003367	ORYLA19314	AMPFI_07477
OG0003368	ORYLA01157	AMPFI_10687
OG0003370	ORYLA02169, ORYLA05635	AMPFI_12902
OG0003372	ORYLA13263, ORYLA19929	AMPFI_00013
OG0003373	ORYLA11155, ORYLA15306	AMPFI_06232
OG0003374	ORYLA05369	AMPFI_21401
OG0003375	ORYLA17409	AMPFI_21891
OG0003376	ORYLA07502	AMPFI_06810
OG0003378	ORYLA12071	AMPFI_07027
OG0003379	ORYLA05666	AMPFI_02577, AMPFI_13364
OG0003380	ORYLA02294, ORYLA17353	AMPFI_09994
OG0003381	ORYLA10983, ORYLA12366	AMPFI_19093
OG0003383	ORYLA08272	AMPFI_04764
OG0003384	ORYLA00693, ORYLA05038, ORYLA17993, ORYLA17992, ORYLA14121	AMPFI_15736
OG0003386	ORYLA06516, ORYLA12917	AMPFI_09487
OG0003387	ORYLA16634	AMPFI_04036
OG0003388	ORYLA19757, ORYLA04964	AMPFI_00589
OG0003391	ORYLA10703	AMPFI_04451, AMPFI_18758, AMPFI_21784
OG0003392	ORYLA00140, ORYLA00535	AMPFI_06246
OG0003393	ORYLA08548	AMPFI_16770
OG0003394	ORYLA09650	AMPFI_18861
OG0003396	ORYLA20291	AMPFI_22459
OG0003419	ORYLA07674	AMPFI_08900
OG0003420	ORYLA13381, ORYLA02466	AMPFI_20723
OG0003421	ORYLA20432	AMPFI_09669
OG0003422	ORYLA11143	AMPFI_08920, AMPFI_12987
OG0003424	ORYLA16837	AMPFI_16817, AMPFI_16374
OG0003425	ORYLA19551, ORYLA19552	AMPFI_09816
OG0003426	ORYLA01060	AMPFI_00436
OG0003428	ORYLA07230	AMPFI_00454
OG0003429	ORYLA15696	AMPFI_20170
OG0003430	ORYLA04134, ORYLA05926	AMPFI_06485
OG0003432	ORYLA09229	AMPFI_09970
OG0003433	ORYLA04481	AMPFI_08027
OG0003435	ORYLA11612, ORYLA10262	AMPFI_19921, AMPFI_14379
OG0003439	ORYLA08660	AMPFI_10791
OG0003440	ORYLA09996, ORYLA09995, ORYLA19837	AMPFI_06463
OG0003441	ORYLA11240, ORYLA14053	AMPFI_12076
OG0003442	ORYLA03904, ORYLA07561, ORYLA08501, ORYLA13557	AMPFI_07104
OG0003443	ORYLA08295, ORYLA10121	AMPFI_21912
OG0003444	ORYLA12477	AMPFI_06726
OG0003445	ORYLA02950	AMPFI_13140
OG0003448	ORYLA12750	AMPFI_23029
OG0003449	ORYLA08945	AMPFI_19468
OG0003451	ORYLA09529	AMPFI_03894
OG0003452	ORYLA05284	AMPFI_22152
OG0003453	ORYLA17585	AMPFI_10385
OG0003454	ORYLA16419, ORYLA05702, ORYLA07880	AMPFI_07469
OG0003455	ORYLA15928	AMPFI_09746
OG0003457	ORYLA07032, ORYLA10641	AMPFI_19507, AMPFI_22980
OG0003459	ORYLA04696, ORYLA10058	AMPFI_23502
OG0003460	ORYLA20040, ORYLA04718	AMPFI_09159
OG0003461	ORYLA14029	AMPFI_08837
OG0003462	ORYLA16610	AMPFI_05379
OG0003463	ORYLA18517, ORYLA11792	AMPFI_25834
OG0003465	ORYLA17241	AMPFI_12228
OG0003466	ORYLA08173, ORYLA02600, ORYLA01193	AMPFI_12980, AMPFI_11213
OG0003467	ORYLA02217	AMPFI_05595
OG0003468	ORYLA10155	AMPFI_07635
OG0003469	ORYLA02002	AMPFI_06767
OG0003469	ORYLA15259	AMPFI_12359
OG0003470	ORYLA17233	AMPFI_04555, AMPFI_17776
OG0003471	ORYLA05163	AMPFI_24941
OG0003472	ORYLA09943	AMPFI_06841
OG0003473	ORYLA03676	AMPFI_07801
OG0003474	ORYLA05348, ORYLA01720, ORYLA01933	AMPFI_05008
OG0003475	ORYLA09037	AMPFI_21852, AMPFI_24738
OG0003476	ORYLA10956	AMPFI_13173
OG0003477	ORYLA05136	AMPFI_11760
OG0003478	ORYLA10473	AMPFI_13018
OG0003479	ORYLA19858, ORYLA19857, ORYLA19376, ORYLA14248	AMPFI_08938
OG0003480	ORYLA14009	AMPFI_07447
OG0003481	ORYLA09851	AMPFI_14089
OG0003482	ORYLA19870	AMPFI_07972
OG0003483	ORYLA05235	AMPFI_09299
OG0003484	ORYLA02978, ORYLA12427	AMPFI_18735
OG0003486	ORYLA11922	AMPFI_16158
OG0003487	ORYLA01531	AMPFI_23106
OG0003488	ORYLA09086	AMPFI_07299
OG0003489	ORYLA10608, ORYLA05128	AMPFI_24006
OG0003490	ORYLA09588	AMPFI_22806, AMPFI_19232, AMPFI_21043, AMPFI_04860, AMPFI_11193
OG0003491	ORYLA01435, ORYLA03786, ORYLA08768	AMPFI_11101
OG0003492	ORYLA19071	AMPFI_19481, AMPFI_18221, AMPFI_00099
OG0003493	ORYLA06634	AMPFI_16534
OG0003496	ORYLA03579	AMPFI_21723
OG0003497	ORYLA03780	AMPFI_04681
OG0003498	ORYLA00351	AMPFI_14554
OG0003499	ORYLA14587	AMPFI_10057
OG0003501	ORYLA13017	AMPFI_09583
OG0003502	ORYLA03987	AMPFI_22051
OG0003503	ORYLA08311	AMPFI_05344
OG0003504	ORYLA00809, ORYLA05813, ORYLA05814	AMPFI_15622, AMPFI_24432
OG0003505	ORYLA15188	AMPFI_07475
OG0003506	ORYLA03663, ORYLA07315	AMPFI_14856
OG0003507	ORYLA13206, ORYLA13567	AMPFI_14147
OG0003508	ORYLA09159, ORYLA06715	AMPFI_22615
OG0003509	ORYLA07419	AMPFI_07776
OG0003510	ORYLA14280	AMPFI_19782
OG0003511	ORYLA17668	AMPFI_01623
OG0003512	ORYLA17979, ORYLA14116	AMPFI_02821
OG0003513	ORYLA19681, ORYLA05692	AMPFI_21434
OG0003514	ORYLA14323, ORYLA13834, ORYLA20337	AMPFI_07562
OG0003515	ORYLA00165	AMPFI_20138
OG0003517	ORYLA14850, ORYLA11261	AMPFI_03039
OG0003518	ORYLA02219	AMPFI_13631
OG0003519	ORYLA06032	AMPFI_10068
OG0003520	ORYLA10150	AMPFI_05023
OG0003521	ORYLA03229	AMPFI_14287, AMPFI_02594, AMPFI_19196, AMPFI_16400
OG0003522	ORYLA11321, ORYLA10376	AMPFI_15136
OG0003523	ORYLA06822	AMPFI_07760
OG0003524	ORYLA14492	AMPFI_02059, AMPFI_12429
OG0003525	ORYLA06258	AMPFI_14739, AMPFI_16786, AMPFI_23920, AMPFI_03033
OG0003526	ORYLA05238, ORYLA00105, ORYLA08676	AMPFI_06222
OG0003527	ORYLA03109	AMPFI_08564
OG0003528	ORYLA09598	AMPFI_08029
OG0003529	ORYLA08755, ORYLA16493	AMPFI_16196
OG0003530	ORYLA08384, ORYLA09655	AMPFI_21595
OG0003531	ORYLA10765, ORYLA01076	AMPFI_10001
OG0003532	ORYLA09550	AMPFI_24750
OG0003533	ORYLA20154	AMPFI_18447
OG0003534	ORYLA04728, ORYLA10480	AMPFI_09003
OG0003535	ORYLA17733, ORYLA17692	AMPFI_24072
OG0003536	ORYLA20264	AMPFI_00410
OG0003537	ORYLA02972	AMPFI_09546, AMPFI_11095
OG0003538	ORYLA04723	AMPFI_21724, AMPFI_23397
OG0003539	ORYLA00317	AMPFI_00975
OG0003541	ORYLA12459	AMPFI_21493, AMPFI_04066
OG0003543	ORYLA06025	AMPFI_24581
OG0003544	ORYLA05956	AMPFI_19004
OG0003546	ORYLA02573, ORYLA06777	AMPFI_00349
OG0003547	ORYLA15005	AMPFI_04834
OG0003548	ORYLA07339, ORYLA19601	AMPFI_24768
OG0003549	ORYLA11604, ORYLA13044	AMPFI_15331
OG0003550	ORYLA06826, ORYLA09869	AMPFI_18741
OG0003551	ORYLA17122, ORYLA02512, ORYLA02511	AMPFI_07598
OG0003552	ORYLA06559, ORYLA12973	AMPFI_05955
OG0003553	ORYLA02388	AMPFI_21634
OG0003554	ORYLA02272, ORYLA04649	AMPFI_22132
OG0003555	ORYLA08290	AMPFI_10844, AMPFI_19471
OG0003556	ORYLA11308, ORYLA15858, ORYLA16060	AMPFI_08098
OG0003557	ORYLA17940, ORYLA05103	AMPFI_05440
OG0003558	ORYLA12673	AMPFI_20154
OG0003560	ORYLA10146	AMPFI_04633
OG0003561	ORYLA11603, ORYLA09116	AMPFI_06137
OG0003562	ORYLA16057, ORYLA05508	AMPFI_06538
OG0003563	ORYLA08166	AMPFI_05251
OG0003564	ORYLA02602, ORYLA17999, ORYLA01509	AMPFI_08755
OG0003565	ORYLA04938, ORYLA17732	AMPFI_03548, AMPFI_00450, AMPFI_22462
OG0003566	ORYLA12377	AMPFI_01090
OG0003567	ORYLA16922	AMPFI_22713
OG0003568	ORYLA17899	AMPFI_06943
OG0003571	ORYLA05684, ORYLA15032	AMPFI_12433
OG0003572	ORYLA03054, ORYLA01059, ORYLA11318, ORYLA10495	AMPFI_17304, AMPFI_00364
OG0003573	ORYLA18884	AMPFI_10938
OG0003576	ORYLA15848, ORYLA19484	AMPFI_02605
OG0003577	ORYLA05673	AMPFI_19335
OG0003578	ORYLA19177	AMPFI_08173
OG0003579	ORYLA07706	AMPFI_22532
OG0003598	ORYLA13193, ORYLA02886	AMPFI_08091
OG0003601	ORYLA10294, ORYLA10291, ORYLA10290	AMPFI_22792
OG0003604	ORYLA03970, ORYLA03472, ORYLA14112, ORYLA17897	AMPFI_14560
OG0003608	ORYLA13187	AMPFI_20147
OG0003610	ORYLA11705	AMPFI_08064
OG0003611	ORYLA01222	AMPFI_03674
OG0003612	ORYLA05697	AMPFI_22358, AMPFI_00951
OG0003613	ORYLA14322, ORYLA13861	AMPFI_14181
OG0003615	ORYLA07166	AMPFI_05633
OG0003616	ORYLA13901, ORYLA15935, ORYLA17835	AMPFI_05609
OG0003617	ORYLA20096	AMPFI_00387
OG0003618	ORYLA09085	AMPFI_07271
OG0003619	ORYLA00995	AMPFI_10351
OG0003620	ORYLA16131	AMPFI_09860
OG0003622	ORYLA11687	AMPFI_11239, AMPFI_21860, AMPFI_12437
OG0003623	ORYLA05862	AMPFI_13962
OG0003627	ORYLA12845, ORYLA04550	AMPFI_04313
OG0003628	ORYLA12634, ORYLA14794	AMPFI_06318
