Orthogroup	ORYLA	BRAFL
OG0003142	ORYLA17712	bflo_06487
OG0003144	ORYLA04082	bflo_18077
OG0003145	ORYLA13404, ORYLA06360	bflo_16411
OG0003146	ORYLA11707	bflo_01499
OG0003147	ORYLA20499	bflo_10687
OG0003148	ORYLA11751, ORYLA05438, ORYLA19776	bflo_12082
OG0003149	ORYLA05759	bflo_05831, bflo_05830
OG0003150	ORYLA01440, ORYLA09448	bflo_21673
OG0003152	ORYLA16325, ORYLA08299, ORYLA16852	bflo_23595
OG0003153	ORYLA18339	bflo_13277
OG0003154	ORYLA06654	bflo_15309, bflo_20484, bflo_01436
OG0003157	ORYLA04495	bflo_14340
OG0003158	ORYLA08610, ORYLA09460, ORYLA08913	bflo_02352
OG0003159	ORYLA02503, ORYLA17417, ORYLA05287	bflo_07057
OG0003160	ORYLA05070, ORYLA19915	bflo_09900
OG0003161	ORYLA18915, ORYLA10523, ORYLA18916	bflo_11644
OG0003162	ORYLA11824, ORYLA10738, ORYLA03513	bflo_06527
OG0003163	ORYLA13213, ORYLA17286	bflo_25957
OG0003164	ORYLA20487, ORYLA00816	bflo_15147
OG0003165	ORYLA08595, ORYLA10561	bflo_17531
OG0003167	ORYLA16879, ORYLA03605	bflo_20648
OG0003168	ORYLA16959, ORYLA00571	bflo_23652
OG0003169	ORYLA09698	bflo_05306
OG0003172	ORYLA09854	bflo_19337
OG0003174	ORYLA20481	bflo_15477
OG0003175	ORYLA01979, ORYLA06140	bflo_02528, bflo_02529, bflo_02516
OG0003176	ORYLA12690	bflo_13138, bflo_13141, bflo_13521
OG0003177	ORYLA00856	bflo_04900
OG0003178	ORYLA03270	bflo_21644
OG0003179	ORYLA00445	bflo_07971
OG0003180	ORYLA03447, ORYLA03986, ORYLA03985	bflo_03868
OG0003181	ORYLA00243	bflo_23833
OG0003182	ORYLA06751	bflo_13801
OG0003183	ORYLA16117, ORYLA02124	bflo_00612
OG0003184	ORYLA01211, ORYLA07345	bflo_07007
OG0003185	ORYLA12363, ORYLA15072	bflo_03286
OG0003187	ORYLA12776	bflo_06988
OG0003188	ORYLA12586, ORYLA14947	bflo_05779
OG0003189	ORYLA04108	bflo_17966, bflo_17711
OG0003190	ORYLA00506	bflo_26454, bflo_00272
OG0003191	ORYLA18538, ORYLA15754	bflo_02395
OG0003193	ORYLA12245, ORYLA09712	bflo_22117
OG0003195	ORYLA16742	bflo_23682
OG0003196	ORYLA06022	bflo_23488, bflo_13878, bflo_13848
OG0003197	ORYLA18639	bflo_21320
OG0003199	ORYLA15973, ORYLA15714	bflo_11640
OG0003200	ORYLA05114	bflo_05796
OG0003201	ORYLA18830	bflo_18949, bflo_14172, bflo_24313, bflo_15335
OG0003202	ORYLA02354	bflo_08512
OG0003203	ORYLA02126, ORYLA16448	bflo_00895
OG0003204	ORYLA08375	bflo_14307
OG0003205	ORYLA12978, ORYLA12979, ORYLA17330	bflo_04278
OG0003206	ORYLA16318	bflo_14678, bflo_27134
OG0003207	ORYLA19094	bflo_11574
OG0003208	ORYLA13040	bflo_12238
OG0003210	ORYLA02461, ORYLA06655	bflo_16532
OG0003211	ORYLA20322	bflo_12109
OG0003212	ORYLA15489, ORYLA10940	bflo_11237, bflo_11720
OG0003213	ORYLA06531	bflo_06414
OG0003214	ORYLA09799	bflo_15011
OG0003215	ORYLA00108, ORYLA19619	bflo_23368
OG0003216	ORYLA19919, ORYLA19002, ORYLA05782	bflo_22888
OG0003217	ORYLA13146, ORYLA02509	bflo_13097, bflo_13181
OG0003218	ORYLA19022	bflo_21266
OG0003219	ORYLA07225, ORYLA00485	bflo_14338
OG0003220	ORYLA01985, ORYLA05947	bflo_17426
OG0003221	ORYLA02164, ORYLA02047	bflo_01510
OG0003222	ORYLA15011, ORYLA12395, ORYLA09003	bflo_14038
OG0003223	ORYLA15511	bflo_13052
OG0003224	ORYLA08420	bflo_00958
OG0003225	ORYLA19236, ORYLA19235	bflo_08138
OG0003226	ORYLA12048	bflo_03250
OG0003227	ORYLA15109	bflo_09183
OG0003228	ORYLA10708	bflo_11373
OG0003229	ORYLA07923, ORYLA01487	bflo_14282
OG0003230	ORYLA08114	bflo_10210
OG0003232	ORYLA10450, ORYLA04810, ORYLA19700, ORYLA04347, ORYLA01070	bflo_13766
OG0003234	ORYLA01163	bflo_14580, bflo_14579
OG0003235	ORYLA20268	bflo_14854
OG0003236	ORYLA02520	bflo_16680
OG0003236	ORYLA16788	bflo_27409, bflo_22679
OG0003238	ORYLA12178	bflo_07377
OG0003239	ORYLA15027	bflo_09028
OG0003250	ORYLA11719, ORYLA16208	bflo_01703
OG0003251	ORYLA05486, ORYLA12659	bflo_12651
OG0003252	ORYLA11431, ORYLA10758	bflo_14795
OG0003253	ORYLA14109, ORYLA17719, ORYLA12706	bflo_01277
OG0003254	ORYLA01055	bflo_05940
OG0003255	ORYLA01639	bflo_08217
OG0003257	ORYLA10700	bflo_05917
OG0003258	ORYLA13111	bflo_24354
OG0003259	ORYLA17769	bflo_06895
OG0003260	ORYLA13208, ORYLA02958	bflo_25696
OG0003261	ORYLA06345, ORYLA06344, ORYLA06346, ORYLA03623	bflo_01512, bflo_00495
OG0003262	ORYLA04363, ORYLA17978	bflo_20031
OG0003263	ORYLA05786	bflo_23703
OG0003264	ORYLA08989, ORYLA06289	bflo_04822
OG0003265	ORYLA14054, ORYLA11239	bflo_11145
OG0003266	ORYLA03848, ORYLA04542	bflo_10178
OG0003267	ORYLA19756	bflo_26847, bflo_07095
OG0003268	ORYLA01959	bflo_13173
OG0003269	ORYLA07800, ORYLA16726	bflo_23123
OG0003270	ORYLA14592	bflo_12004
OG0003272	ORYLA19655, ORYLA19654, ORYLA07229	bflo_14266
OG0003275	ORYLA09029, ORYLA13943	bflo_13276
OG0003276	ORYLA07362, ORYLA10391, ORYLA00852, ORYLA11438	bflo_17428
OG0003277	ORYLA20336, ORYLA15828, ORYLA13998	bflo_11010
OG0003278	ORYLA12553	bflo_11050, bflo_18953
OG0003279	ORYLA01238	bflo_14292
OG0003282	ORYLA04149, ORYLA01430	bflo_05872
OG0003283	ORYLA19093	bflo_27041, bflo_12474
OG0003284	ORYLA18705	bflo_02462
OG0003286	ORYLA16774	bflo_23054
OG0003287	ORYLA15508, ORYLA11362	bflo_03086
OG0003288	ORYLA04254	bflo_14155
OG0003289	ORYLA09052, ORYLA09053, ORYLA15034, ORYLA12726	bflo_13357
OG0003291	ORYLA04004	bflo_04904
OG0003293	ORYLA14350	bflo_00129
OG0003294	ORYLA12880	bflo_14576
OG0003296	ORYLA18095, ORYLA02301	bflo_21081
OG0003297	ORYLA16817	bflo_22943, bflo_27414
OG0003298	ORYLA01355	bflo_15165
OG0003299	ORYLA12913	bflo_25833
OG0003301	ORYLA03284, ORYLA12501	bflo_01141
OG0003302	ORYLA01208	bflo_07345
OG0003303	ORYLA13616	bflo_15649
OG0003304	ORYLA05709	bflo_25914
OG0003305	ORYLA02939, ORYLA18010	bflo_03407
OG0003306	ORYLA15915	bflo_11444, bflo_26999
OG0003307	ORYLA00404, ORYLA01512	bflo_07093
OG0003308	ORYLA02810, ORYLA10199	bflo_25159, bflo_25333
OG0003309	ORYLA09280, ORYLA20068, ORYLA08534	bflo_18723
OG0003311	ORYLA01367, ORYLA08826, ORYLA06226	bflo_01504
OG0003314	ORYLA04286, ORYLA00307	bflo_14212
OG0003315	ORYLA05352	bflo_01079
OG0003315	ORYLA05354	bflo_26618, bflo_01077
OG0003316	ORYLA06489	bflo_24864
OG0003317	ORYLA00142	bflo_23280
OG0003318	ORYLA14596, ORYLA15728	bflo_11452
OG0003319	ORYLA15491, ORYLA07033	bflo_06319
OG0003320	ORYLA17866	bflo_10097
OG0003321	ORYLA05648	bflo_13090
OG0003323	ORYLA02747	bflo_15869
OG0003325	ORYLA08076, ORYLA04984	bflo_08410
OG0003326	ORYLA04931	bflo_09789
OG0003327	ORYLA02456, ORYLA06278	bflo_15914
OG0003328	ORYLA06738	bflo_00597, bflo_00596
OG0003329	ORYLA17667, ORYLA02366	bflo_06538
OG0003330	ORYLA14948	bflo_05318
OG0003331	ORYLA03745	bflo_20334
OG0003332	ORYLA06788, ORYLA02078	bflo_06531
OG0003333	ORYLA19135	bflo_03278
OG0003335	ORYLA10536	bflo_16036
OG0003336	ORYLA13585, ORYLA16595, ORYLA17841	bflo_16347
OG0003337	ORYLA20124	bflo_24672
OG0003340	ORYLA05123, ORYLA01941	bflo_00966
OG0003341	ORYLA00218	bflo_13784
OG0003342	ORYLA05754, ORYLA12334	bflo_08333
OG0003343	ORYLA03249	bflo_21197
OG0003344	ORYLA11978	bflo_06379
OG0003346	ORYLA07076	bflo_22611, bflo_06286, bflo_15968, bflo_15971, bflo_15970, bflo_05737
OG0003347	ORYLA09885, ORYLA04679	bflo_18875
OG0003348	ORYLA07117, ORYLA09434	bflo_01497
OG0003349	ORYLA00427, ORYLA04988, ORYLA08086	bflo_08162
OG0003350	ORYLA09368, ORYLA09369, ORYLA06960, ORYLA03492, ORYLA01457	bflo_21636
OG0003351	ORYLA14628	bflo_24664, bflo_11662
OG0003352	ORYLA08412, ORYLA10054	bflo_26474, bflo_26477, bflo_08957
OG0003353	ORYLA10916	bflo_11091
OG0003354	ORYLA19460, ORYLA19459, ORYLA00204	bflo_00257
OG0003355	ORYLA02544, ORYLA05076, ORYLA07720	bflo_07915
OG0003356	ORYLA00555, ORYLA16745	bflo_13961
OG0003357	ORYLA01325	bflo_10674
OG0003358	ORYLA14258	bflo_11374
OG0003359	ORYLA11531	bflo_09270
OG0003360	ORYLA10113	bflo_08028
OG0003361	ORYLA10105, ORYLA03006	bflo_21492
OG0003362	ORYLA03192	bflo_15047
OG0003364	ORYLA14543, ORYLA16352	bflo_03561
OG0003366	ORYLA19482	bflo_23663
OG0003367	ORYLA19314	bflo_03392, bflo_03276, bflo_03820, bflo_16550, bflo_25315
OG0003368	ORYLA01157	bflo_08973
OG0003370	ORYLA02169, ORYLA05635	bflo_05182
OG0003371	ORYLA19953, ORYLA15570	bflo_14039
OG0003372	ORYLA13263, ORYLA19929	bflo_25213
OG0003373	ORYLA11155, ORYLA15306	bflo_04729
OG0003374	ORYLA05369	bflo_01562
OG0003375	ORYLA17409	bflo_05681
OG0003376	ORYLA07502	bflo_05753
OG0003377	ORYLA12102	bflo_09240, bflo_09241
OG0003378	ORYLA16361, ORYLA12071	bflo_09811
OG0003379	ORYLA05666	bflo_01579
OG0003380	ORYLA02294, ORYLA17353	bflo_20421
OG0003381	ORYLA10983, ORYLA12366	bflo_09923
OG0003382	ORYLA06657, ORYLA06055	bflo_03233
OG0003383	ORYLA08272	bflo_00169
OG0003384	ORYLA00693, ORYLA05038, ORYLA17993, ORYLA17992, ORYLA14121	bflo_10672
OG0003385	ORYLA16115	bflo_20288
OG0003386	ORYLA06516, ORYLA12917	bflo_24755
OG0003387	ORYLA16634	bflo_20271, bflo_20266
OG0003388	ORYLA19757, ORYLA04964	bflo_08160
OG0003391	ORYLA10703	bflo_11495
OG0003392	ORYLA00140, ORYLA00535	bflo_04347
OG0003393	ORYLA08548	bflo_04808
OG0003394	ORYLA09650	bflo_00632
OG0003396	ORYLA20291	bflo_03372
OG0003397	ORYLA19368, ORYLA07867, ORYLA03946, ORYLA01337	bflo_25073
OG0003399	ORYLA16833, ORYLA02325, ORYLA04308	bflo_20125
OG0003401	ORYLA02916, ORYLA17797, ORYLA17796	bflo_15561, bflo_16225
OG0003401	ORYLA18469	bflo_04587
OG0003419	ORYLA07674	bflo_19082
OG0003420	ORYLA13381, ORYLA02466	bflo_16824
OG0003421	ORYLA20432	bflo_14823
OG0003422	ORYLA11143	bflo_15120
OG0003424	ORYLA16837	bflo_22975
OG0003425	ORYLA19551, ORYLA19552	bflo_06597
OG0003426	ORYLA01060	bflo_17220
OG0003428	ORYLA07230	bflo_15063
OG0003429	ORYLA15696	bflo_03695
OG0003430	ORYLA04134, ORYLA05926	bflo_10656
OG0003431	ORYLA13930, ORYLA13647	bflo_18771
OG0003433	ORYLA04481	bflo_22519
OG0003434	ORYLA08873	bflo_00872
OG0003435	ORYLA11612, ORYLA10262	bflo_21768
OG0003437	ORYLA16686, ORYLA18274, ORYLA16631	bflo_23416
OG0003439	ORYLA08660	bflo_21650
OG0003440	ORYLA09996, ORYLA09995, ORYLA19837	bflo_14213
OG0003441	ORYLA11240, ORYLA14053	bflo_12321
OG0003443	ORYLA08295, ORYLA10121	bflo_23995
OG0003444	ORYLA12477	bflo_03457
OG0003445	ORYLA13406, ORYLA06359	bflo_16302
OG0003448	ORYLA12750	bflo_13876
OG0003450	ORYLA06472	bflo_14312
OG0003451	ORYLA09529	bflo_17722
OG0003452	ORYLA05284	bflo_09208
OG0003453	ORYLA17585	bflo_09284
OG0003454	ORYLA16419, ORYLA05702, ORYLA07880	bflo_18619
OG0003455	ORYLA15928	bflo_03202, bflo_03230
OG0003456	ORYLA16281	bflo_23918
OG0003457	ORYLA07032, ORYLA10641	bflo_01506
OG0003459	ORYLA04696, ORYLA10058	bflo_13470
OG0003460	ORYLA20040, ORYLA04718	bflo_16240
OG0003462	ORYLA16610	bflo_15758
OG0003463	ORYLA18517, ORYLA11792	bflo_24804
OG0003464	ORYLA07795	bflo_22976
OG0003465	ORYLA17241	bflo_16970
OG0003466	ORYLA08173, ORYLA02600, ORYLA01193	bflo_09344
OG0003467	ORYLA02217	bflo_12624
OG0003469	ORYLA02002	bflo_12756
OG0003470	ORYLA17233	bflo_06693
OG0003471	ORYLA05163	bflo_23271
OG0003472	ORYLA09943	bflo_14735
OG0003473	ORYLA03676	bflo_23011
OG0003474	ORYLA05348, ORYLA01720, ORYLA01933	bflo_01167
OG0003475	ORYLA09037	bflo_17402
OG0003476	ORYLA10956	bflo_10013
OG0003477	ORYLA05136	bflo_05188
OG0003478	ORYLA10473	bflo_05169
OG0003479	ORYLA19858, ORYLA19857, ORYLA19376, ORYLA14248	bflo_11660
OG0003480	ORYLA14009	bflo_13731
OG0003481	ORYLA09851	bflo_15888
OG0003482	ORYLA19870	bflo_09842
OG0003483	ORYLA05235	bflo_15095
OG0003486	ORYLA11922	bflo_20523
OG0003487	ORYLA01531	bflo_10772
OG0003488	ORYLA09086	bflo_05906
OG0003489	ORYLA10608, ORYLA05128	bflo_02309
OG0003491	ORYLA01435, ORYLA03786, ORYLA08768	bflo_22547
OG0003492	ORYLA19071	bflo_06984
OG0003493	ORYLA06634	bflo_25210
OG0003495	ORYLA04430	bflo_14132
OG0003495	ORYLA15496, ORYLA20263, ORYLA20109	bflo_06400
OG0003496	ORYLA03579	bflo_14755
OG0003497	ORYLA03780	bflo_06218
OG0003498	ORYLA00351	bflo_01724
OG0003499	ORYLA14587	bflo_23661
OG0003500	ORYLA11323	bflo_07514
OG0003501	ORYLA13017	bflo_25164
OG0003502	ORYLA03987	bflo_20275
OG0003503	ORYLA08311	bflo_23296
OG0003504	ORYLA00809, ORYLA05813, ORYLA05814	bflo_23302
OG0003505	ORYLA15188	bflo_12682
OG0003506	ORYLA03663, ORYLA07315	bflo_15168
OG0003507	ORYLA13206, ORYLA13567	bflo_26224
OG0003508	ORYLA09159, ORYLA06715, ORYLA09838	bflo_14628
OG0003509	ORYLA07419	bflo_24353
OG0003510	ORYLA05653, ORYLA02192, ORYLA12402	bflo_13265
OG0003511	ORYLA17668	bflo_06537
OG0003512	ORYLA17979, ORYLA14116	bflo_21139, bflo_21138
OG0003513	ORYLA19681, ORYLA05692	bflo_18565
OG0003514	ORYLA14323, ORYLA13834, ORYLA20337	bflo_10920
OG0003515	ORYLA00165	bflo_14188
OG0003517	ORYLA14850, ORYLA11261	bflo_03023
OG0003518	ORYLA02219	bflo_25746
OG0003519	ORYLA06032	bflo_18795
OG0003520	ORYLA10150	bflo_10704
OG0003521	ORYLA03229	bflo_17952
OG0003522	ORYLA11321, ORYLA10376	bflo_23156
OG0003523	ORYLA06822	bflo_24396
OG0003524	ORYLA14492	bflo_24392
OG0003525	ORYLA06258	bflo_07077, bflo_07153, bflo_07154
OG0003526	ORYLA05238, ORYLA00105, ORYLA08676	bflo_05929
OG0003528	ORYLA09598	bflo_17528
OG0003529	ORYLA08755, ORYLA16493	bflo_18877
OG0003530	ORYLA08384, ORYLA09655	bflo_14037, bflo_14178, bflo_14631
OG0003531	ORYLA10765, ORYLA01076	bflo_24099
OG0003532	ORYLA09550	bflo_09668
OG0003533	ORYLA20154	bflo_12390
OG0003534	ORYLA04728, ORYLA10480	bflo_18361
OG0003535	ORYLA17733, ORYLA17692	bflo_09980
OG0003536	ORYLA20264	bflo_06440
OG0003537	ORYLA02972	bflo_09395
OG0003538	ORYLA04723	bflo_15185
OG0003539	ORYLA00317	bflo_11094
OG0003541	ORYLA12459	bflo_13586
OG0003542	ORYLA08039, ORYLA08040	bflo_23060
OG0003543	ORYLA06025	bflo_03236
OG0003544	ORYLA05956	bflo_07217
OG0003545	ORYLA16290, ORYLA00780, ORYLA16888	bflo_23382
OG0003546	ORYLA02573, ORYLA06777	bflo_16201
OG0003547	ORYLA15005	bflo_10227
OG0003548	ORYLA07339, ORYLA19601	bflo_09354
OG0003549	ORYLA11604, ORYLA13044	bflo_18405
OG0003550	ORYLA06826, ORYLA09869	bflo_00232
OG0003551	ORYLA17122, ORYLA02512, ORYLA02511	bflo_25362
OG0003552	ORYLA06559, ORYLA12973	bflo_16108
OG0003553	ORYLA02388	bflo_08891
OG0003554	ORYLA02272, ORYLA04649	bflo_10753
OG0003555	ORYLA08290	bflo_24243, bflo_23498
OG0003556	ORYLA11308, ORYLA15858, ORYLA16060	bflo_06642
OG0003557	ORYLA17940, ORYLA05103	bflo_15889
OG0003558	ORYLA12673	bflo_04064
OG0003560	ORYLA10146	bflo_11890
OG0003561	ORYLA11603, ORYLA09116	bflo_04334
OG0003562	ORYLA16057, ORYLA05508	bflo_01200
OG0003563	ORYLA08166	bflo_23836
OG0003564	ORYLA02602, ORYLA17999, ORYLA01509	bflo_09292
OG0003565	ORYLA04938, ORYLA17732	bflo_25721
OG0003566	ORYLA12377	bflo_03002
OG0003567	ORYLA16922	bflo_04792
OG0003568	ORYLA17899	bflo_20229
OG0003569	ORYLA14706, ORYLA13674	bflo_11253
OG0003570	ORYLA06235, ORYLA06236	bflo_26249
OG0003571	ORYLA05684, ORYLA15032	bflo_05241
OG0003572	ORYLA03054, ORYLA01059, ORYLA11318, ORYLA10495	bflo_24403
OG0003573	ORYLA18884	bflo_20068
OG0003576	ORYLA15848, ORYLA19484	bflo_13166
OG0003577	ORYLA05673	bflo_00343
OG0003578	ORYLA19177	bflo_20566, bflo_14712
OG0003579	ORYLA07706	bflo_07074
OG0003581	ORYLA04075	bflo_18883, bflo_18884
OG0003582	ORYLA13955	bflo_10944
OG0003584	ORYLA07455, ORYLA06958, ORYLA03789, ORYLA14411	bflo_24324
OG0003585	ORYLA11777, ORYLA05515, ORYLA06296, ORYLA15519, ORYLA16072	bflo_01255
OG0003587	ORYLA19429	bflo_15618, bflo_16153, bflo_16042, bflo_15641, bflo_15655, bflo_15620, bflo_15665, bflo_16037, bflo_16146, bflo_15653, bflo_15657, bflo_00011, bflo_15660, bflo_15661, bflo_15643, bflo_16169, bflo_04856, bflo_19791, bflo_14362, bflo_20812, bflo_16594, bflo_16374, bflo_20809, bflo_23522, bflo_15646, bflo_16156, bflo_00399
OG0003598	ORYLA13193, ORYLA02886	bflo_16711
OG0003600	ORYLA20278	bflo_13340
OG0003601	ORYLA10294, ORYLA10291, ORYLA10290	bflo_19194, bflo_18911
OG0003604	ORYLA03970, ORYLA03472, ORYLA14112, ORYLA17897	bflo_20404
OG0003606	ORYLA11462, ORYLA10629, ORYLA02252	bflo_17517
OG0003607	ORYLA08341	bflo_05933
OG0003608	ORYLA13187	bflo_15932
OG0003610	ORYLA11705	bflo_01164
OG0003611	ORYLA01222	bflo_09170
OG0003612	ORYLA05697	bflo_25558
OG0003613	ORYLA14322, ORYLA13861	bflo_12262
OG0003615	ORYLA07166	bflo_26275
OG0003616	ORYLA13901, ORYLA15935, ORYLA17835	bflo_11097
OG0003618	ORYLA09085	bflo_01473
OG0003619	ORYLA00995	bflo_14248
OG0003620	ORYLA16131	bflo_25025
OG0003621	ORYLA04086	bflo_04483, bflo_26752
OG0003622	ORYLA11687	bflo_11800
OG0003623	ORYLA05862	bflo_10738
OG0003624	ORYLA13908	bflo_11072
OG0003627	ORYLA12845, ORYLA04550	bflo_21960
OG0003629	ORYLA03343	bflo_22183
OG0003630	ORYLA07936	bflo_20004
OG0003631	ORYLA18266	bflo_23468
OG0003632	ORYLA14509, ORYLA20230, ORYLA20231, ORYLA20232, ORYLA08834	bflo_03937
OG0003633	ORYLA15479	bflo_00307
OG0003635	ORYLA01451	bflo_14711
OG0003636	ORYLA05265	bflo_07722
OG0003638	ORYLA11662	bflo_17869
OG0003640	ORYLA16900, ORYLA07985, ORYLA08704	bflo_26670, bflo_02410
OG0003641	ORYLA05514, ORYLA13948, ORYLA15562	bflo_13272
OG0003642	ORYLA14662, ORYLA00337	bflo_04341
OG0003643	ORYLA16013	bflo_10320, bflo_24819, bflo_24817, bflo_09628, bflo_02964, bflo_24044
OG0003644	ORYLA19217, ORYLA19218	bflo_16458
OG0003645	ORYLA17019, ORYLA16769	bflo_14727
OG0003646	ORYLA12425	bflo_03551
OG0003647	ORYLA18090, ORYLA02365	bflo_06536
OG0003648	ORYLA10802	bflo_22126
OG0003649	ORYLA12909	bflo_06468
OG0003650	ORYLA14386	bflo_21715
OG0003651	ORYLA15506	bflo_01723
OG0003652	ORYLA04563, ORYLA03095	bflo_17868
OG0003653	ORYLA01638, ORYLA07485	bflo_13101
OG0003654	ORYLA09093	bflo_05910
OG0003655	ORYLA11608, ORYLA09516	bflo_17616
OG0003656	ORYLA12194, ORYLA06060	bflo_08293
OG0003657	ORYLA04683, ORYLA09891	bflo_00252
OG0003658	ORYLA05614, ORYLA01831	bflo_00698
OG0003659	ORYLA19260	bflo_02419
OG0003660	ORYLA04982, ORYLA08074	bflo_07809
OG0003662	ORYLA04873, ORYLA02401	bflo_10412
OG0003663	ORYLA07346, ORYLA04670	bflo_07065
OG0003665	ORYLA11822	bflo_03349, bflo_03667, bflo_14985, bflo_03668, bflo_03348, bflo_03347
OG0003666	ORYLA02489, ORYLA13220, ORYLA06808	bflo_11627, bflo_27012
OG0003668	ORYLA12159	bflo_06147
OG0003669	ORYLA00310	bflo_25341
OG0003671	ORYLA19913, ORYLA05071, ORYLA03950	bflo_09735
OG0003672	ORYLA07781	bflo_23403
OG0003673	ORYLA11721	bflo_04517
OG0003674	ORYLA00233	bflo_23396
OG0003675	ORYLA05527	bflo_02379
OG0003676	ORYLA18000	bflo_15747
OG0003677	ORYLA09433, ORYLA09215, ORYLA16425	bflo_19132
OG0003678	ORYLA19111, ORYLA18850	bflo_25551
OG0003679	ORYLA09435, ORYLA09221	bflo_02036, bflo_13294
OG0003680	ORYLA09399	bflo_01532
OG0003681	ORYLA15043, ORYLA12095	bflo_03957
OG0003682	ORYLA05336, ORYLA11752	bflo_07489
OG0003683	ORYLA02323	bflo_20104
OG0003684	ORYLA09009	bflo_13833
OG0003685	ORYLA12611	bflo_07993
OG0003686	ORYLA15174, ORYLA15175	bflo_12834
OG0003687	ORYLA16099, ORYLA09689	bflo_19027
OG0003688	ORYLA15391	bflo_24589, bflo_24522
OG0003689	ORYLA00037	bflo_19565
OG0003690	ORYLA10151	bflo_13292
OG0003691	ORYLA00513	bflo_14352, bflo_03283
OG0003693	ORYLA11068, ORYLA15548	bflo_11485
OG0003694	ORYLA05766	bflo_07368
OG0003695	ORYLA18026, ORYLA02559, ORYLA06632, ORYLA13445	bflo_16279
OG0003696	ORYLA14696	bflo_11319
OG0003697	ORYLA18863	bflo_23717
OG0003698	ORYLA05043, ORYLA17728	bflo_10629
OG0003700	ORYLA00145, ORYLA16899	bflo_22951
OG0003701	ORYLA09740	bflo_01336
OG0003702	ORYLA04776, ORYLA10080	bflo_11082
OG0003703	ORYLA19118, ORYLA07915	bflo_03241
OG0003704	ORYLA00715, ORYLA06286	bflo_06360
OG0003705	ORYLA01951	bflo_01256
OG0003706	ORYLA06085	bflo_15874
OG0003707	ORYLA17496	bflo_05223
OG0003707	ORYLA12453	bflo_06702
OG0003708	ORYLA10235	bflo_17394
OG0003709	ORYLA15349, ORYLA12752	bflo_13931
OG0003710	ORYLA04163, ORYLA08822	bflo_18086
OG0003711	ORYLA12421	bflo_12884
OG0003712	ORYLA16996, ORYLA19025	bflo_23878
OG0003713	ORYLA13219, ORYLA06802	bflo_02056
OG0003714	ORYLA19329	bflo_24976, bflo_27475
OG0003716	ORYLA13136	bflo_24004
OG0003717	ORYLA02048	bflo_01566
OG0003718	ORYLA08634	bflo_02164
OG0003719	ORYLA05761	bflo_04239
OG0003721	ORYLA10476, ORYLA01061	bflo_09733
OG0003722	ORYLA06277, ORYLA02448	bflo_16670
OG0003724	ORYLA20221	bflo_24348
OG0003725	ORYLA13642, ORYLA17118	bflo_25499, bflo_25497
OG0003726	ORYLA05127	bflo_25423, bflo_06344
OG0003727	ORYLA01928, ORYLA05903	bflo_07862
OG0003729	ORYLA08395	bflo_02888
OG0003731	ORYLA00028	bflo_09228
OG0003733	ORYLA07355	bflo_25583
OG0003734	ORYLA02449	bflo_15650
OG0003735	ORYLA18227	bflo_17363
OG0003736	ORYLA15256	bflo_12719
OG0003737	ORYLA18023, ORYLA13650	bflo_15994
OG0003738	ORYLA16804	bflo_23509
OG0003739	ORYLA10021	bflo_04782, bflo_26767
OG0003740	ORYLA14622	bflo_09974
OG0003741	ORYLA06173	bflo_10194
OG0003742	ORYLA06086, ORYLA02085, ORYLA16192	bflo_00933
OG0003743	ORYLA02655, ORYLA17586	bflo_17350
OG0003744	ORYLA15613, ORYLA13913	bflo_11052
OG0003745	ORYLA17929	bflo_13758, bflo_07859
OG0003746	ORYLA20093, ORYLA08232, ORYLA19466, ORYLA02028	bflo_18735
OG0003748	ORYLA14739, ORYLA10883, ORYLA16014, ORYLA16016, ORYLA16015	bflo_12393
OG0003749	ORYLA15075, ORYLA11168	bflo_09949, bflo_09953
OG0003750	ORYLA15854	bflo_14314
OG0003751	ORYLA12972	bflo_08903, bflo_02875
OG0003752	ORYLA20457, ORYLA20456, ORYLA14921	bflo_09978
OG0003753	ORYLA16886, ORYLA16887	bflo_22685
OG0003754	ORYLA14867	bflo_10581
OG0003755	ORYLA04416	bflo_20955
OG0003756	ORYLA15160	bflo_13745
OG0003757	ORYLA03079	bflo_05823
OG0003759	ORYLA16410, ORYLA01905, ORYLA01906	bflo_25051
OG0003760	ORYLA07065, ORYLA12558	bflo_06355
OG0003761	ORYLA14667, ORYLA19588	bflo_07994
OG0003762	ORYLA16316	bflo_23845
OG0003763	ORYLA04822	bflo_18232
OG0003764	ORYLA16406	bflo_23348
OG0003765	ORYLA15485, ORYLA19638	bflo_11672
OG0003767	ORYLA05360	bflo_13723, bflo_13725, bflo_13724
OG0003768	ORYLA11127	bflo_14840
OG0003769	ORYLA08980	bflo_13838
OG0003770	ORYLA03596	bflo_14290
OG0003771	ORYLA19264, ORYLA17030	bflo_23473
OG0003773	ORYLA08369	bflo_23068
OG0003776	ORYLA18575	bflo_19353
OG0003777	ORYLA09626, ORYLA20067	bflo_05355
OG0003778	ORYLA11149, ORYLA15322	bflo_03437
OG0003779	ORYLA16409	bflo_10120
OG0003781	ORYLA07642, ORYLA07643, ORYLA04950, ORYLA00185, ORYLA00183, ORYLA04949, ORYLA00184	bflo_09426
OG0003794	ORYLA16150, ORYLA01739, ORYLA20381, ORYLA15350, ORYLA12748	bflo_12963
OG0003795	ORYLA20210	bflo_11372
OG0003798	ORYLA19738, ORYLA13919	bflo_17437
