Orthogroup	ORYLA	CAPO3
OG0003502	ORYLA03987	CAPO306906
OG0003503	ORYLA08311	CAPO307158
OG0003504	ORYLA00809, ORYLA05813, ORYLA05814	CAPO304351
OG0003505	ORYLA15188	CAPO305207
OG0003506	ORYLA03663, ORYLA07315	CAPO302826
OG0003507	ORYLA13206, ORYLA13567	CAPO303307
OG0003508	ORYLA09159, ORYLA06715, ORYLA09838	CAPO307911
OG0003509	ORYLA07419	CAPO305689
OG0003511	ORYLA17668	CAPO307348, CAPO308352
OG0003512	ORYLA17979, ORYLA14116	CAPO303631, CAPO302677, CAPO302168
OG0003515	ORYLA00165	CAPO307211
OG0003518	ORYLA02219	CAPO307641
OG0003519	ORYLA06032	CAPO307608
OG0003522	ORYLA11321, ORYLA10376	CAPO306659
OG0003523	ORYLA06822	CAPO304976
OG0003525	ORYLA06258	CAPO305089
OG0003528	ORYLA09598	CAPO306484
OG0003531	ORYLA10765, ORYLA01076	CAPO300308
OG0003532	ORYLA09550	CAPO303744
OG0003533	ORYLA20154	CAPO301327
OG0003537	ORYLA02972	CAPO301555
OG0003538	ORYLA04723	CAPO301093
OG0003539	ORYLA00317	CAPO300449
OG0003541	ORYLA12459	CAPO300603
OG0003543	ORYLA17038, ORYLA06025	CAPO301989
OG0003544	ORYLA05956	CAPO300418
OG0003546	ORYLA02573, ORYLA06777	CAPO303583
OG0003547	ORYLA15005	CAPO308031
OG0003550	ORYLA06826, ORYLA09869	CAPO300137
OG0003551	ORYLA17122, ORYLA02512, ORYLA02511	CAPO308286
OG0003552	ORYLA06559, ORYLA12973	CAPO307114
OG0003554	ORYLA02272, ORYLA04649	CAPO301001
OG0003556	ORYLA11308, ORYLA15858, ORYLA16060	CAPO302339
OG0003557	ORYLA17940, ORYLA05103	CAPO306086
OG0003561	ORYLA11603, ORYLA09116	CAPO301198
OG0003562	ORYLA16057, ORYLA05508	CAPO303388
OG0003563	ORYLA08166	CAPO300808, CAPO301102
OG0003564	ORYLA02602, ORYLA17999, ORYLA01509	CAPO300720
OG0003566	ORYLA12377	CAPO300164
OG0003567	ORYLA16922	CAPO307296
OG0003568	ORYLA17899	CAPO303992
OG0003569	ORYLA14706, ORYLA13674	CAPO306390
OG0003570	ORYLA06235, ORYLA06236	CAPO305849
OG0003573	ORYLA18884	CAPO300904
OG0003577	ORYLA05673	CAPO306764
OG0003578	ORYLA19177	CAPO307426
OG0003579	ORYLA07706	CAPO300766
OG0003581	ORYLA04075	CAPO303325, CAPO301766, CAPO303814, CAPO303816, CAPO303815, CAPO301177
OG0003582	ORYLA13955	CAPO302819
OG0003599	ORYLA07506	CAPO301420
OG0003600	ORYLA20278	CAPO305414
OG0003607	ORYLA08341	CAPO301867
OG0003610	ORYLA11705	CAPO302401
OG0003611	ORYLA01222	CAPO306320
OG0003612	ORYLA05697	CAPO304993
OG0003613	ORYLA14322, ORYLA13861	CAPO305029
OG0003617	ORYLA20096	CAPO306844, CAPO301490
OG0003618	ORYLA09085	CAPO302109
OG0003619	ORYLA00995	CAPO304837
OG0003620	ORYLA16131	CAPO306673
OG0003621	ORYLA04086	CAPO302199
OG0003622	ORYLA11687	CAPO305075
OG0003624	ORYLA13908	CAPO303633
OG0003630	ORYLA07936	CAPO308012
OG0003631	ORYLA18266, ORYLA04613	CAPO303610
OG0003633	ORYLA15479	CAPO300056
OG0003635	ORYLA01451	CAPO308133
OG0003638	ORYLA11662	CAPO305555
OG0003640	ORYLA16900, ORYLA07985, ORYLA08704	CAPO301244
OG0003641	ORYLA05514, ORYLA13948, ORYLA15562	CAPO300746
OG0003644	ORYLA19217, ORYLA19218	CAPO304835
OG0003645	ORYLA17019, ORYLA16769	CAPO307108
OG0003646	ORYLA12425	CAPO304914
OG0003648	ORYLA10802	CAPO302617
OG0003649	ORYLA12909	CAPO301930
OG0003650	ORYLA14386	CAPO306633
OG0003651	ORYLA15506	CAPO305370
OG0003652	ORYLA04563, ORYLA03095	CAPO300427
OG0003655	ORYLA11608, ORYLA09516	CAPO303553
OG0003656	ORYLA12194, ORYLA06060	CAPO301350
OG0003657	ORYLA04683, ORYLA09891	CAPO305783
OG0003658	ORYLA05614, ORYLA01831	CAPO303162
OG0003659	ORYLA13374	CAPO302655
OG0003661	ORYLA13934	CAPO300815
OG0003664	ORYLA16286	CAPO305504
OG0003666	ORYLA02489, ORYLA13220, ORYLA06808	CAPO300690
OG0003667	ORYLA03973, ORYLA03463, ORYLA17623	CAPO303859
OG0003668	ORYLA12159	CAPO300260
OG0003668	ORYLA14882	CAPO301650
OG0003669	ORYLA00310	CAPO305883
OG0003671	ORYLA19913, ORYLA05071, ORYLA03950	CAPO308173
OG0003672	ORYLA07781	CAPO300582
OG0003676	ORYLA18000	CAPO304948
OG0003677	ORYLA09433, ORYLA09215, ORYLA16425	CAPO300011
OG0003679	ORYLA09435, ORYLA09221	CAPO304696
OG0003680	ORYLA09399	CAPO300884
OG0003682	ORYLA05336, ORYLA11752	CAPO301860
OG0003684	ORYLA09009	CAPO302734
OG0003685	ORYLA17287, ORYLA17288, ORYLA12611	CAPO305996
OG0003686	ORYLA15174, ORYLA15175	CAPO302144
OG0003687	ORYLA16099, ORYLA09689	CAPO301501
OG0003688	ORYLA15391	CAPO307252
OG0003689	ORYLA00037	CAPO301215
OG0003690	ORYLA10151	CAPO307478
OG0003693	ORYLA11068, ORYLA15548	CAPO302269
OG0003694	ORYLA05766	CAPO307654
OG0003695	ORYLA18026, ORYLA02559, ORYLA06632, ORYLA13445	CAPO303363
OG0003696	ORYLA14696	CAPO304903
OG0003697	ORYLA18863	CAPO307718
OG0003698	ORYLA05043, ORYLA17728	CAPO306302
OG0003700	ORYLA00145, ORYLA16899	CAPO304411
OG0003703	ORYLA07914, ORYLA19118, ORYLA07915	CAPO305764
OG0003704	ORYLA00715, ORYLA06286	CAPO308213
OG0003710	ORYLA04163, ORYLA08822	CAPO301647
OG0003712	ORYLA16996, ORYLA19025	CAPO300556
OG0003713	ORYLA13219, ORYLA06802	CAPO306178
OG0003716	ORYLA13136	CAPO303976
OG0003717	ORYLA02048	CAPO306282
OG0003718	ORYLA08634	CAPO307310
OG0003719	ORYLA05761	CAPO300227
OG0003720	ORYLA06376, ORYLA01596	CAPO300371
OG0003721	ORYLA10476, ORYLA01061	CAPO300976, CAPO300975
OG0003722	ORYLA06277, ORYLA02448	CAPO300031
OG0003724	ORYLA20221	CAPO308007
OG0003729	ORYLA08395	CAPO307394
OG0003731	ORYLA00028	CAPO304053
OG0003732	ORYLA09566	CAPO306498
OG0003733	ORYLA07355	CAPO305671
OG0003734	ORYLA02449	CAPO305564
OG0003735	ORYLA18227	CAPO308150
OG0003738	ORYLA16804	CAPO304238
OG0003739	ORYLA10021	CAPO300467
OG0003740	ORYLA14622	CAPO307238
OG0003741	ORYLA06173	CAPO305770
OG0003742	ORYLA06086, ORYLA02085, ORYLA16192	CAPO303080
OG0003743	ORYLA02655, ORYLA17586	CAPO302360
OG0003744	ORYLA15613, ORYLA13913	CAPO306491
OG0003745	ORYLA17929	CAPO307585
OG0003749	ORYLA15075, ORYLA11168	CAPO306992
OG0003750	ORYLA15854	CAPO304840
OG0003752	ORYLA20457, ORYLA20456, ORYLA14921	CAPO306304
OG0003754	ORYLA14867	CAPO305643
OG0003755	ORYLA03647, ORYLA04416	CAPO300113
OG0003756	ORYLA15160	CAPO307901
OG0003758	ORYLA15779	CAPO308214
OG0003759	ORYLA16410, ORYLA01905, ORYLA01906	CAPO307476
OG0003760	ORYLA07065, ORYLA12558	CAPO304944
OG0003761	ORYLA14667, ORYLA19588	CAPO301690
OG0003762	ORYLA16316	CAPO303010
OG0003764	ORYLA16406	CAPO300879
OG0003767	ORYLA05360	CAPO301363
OG0003769	ORYLA08980	CAPO305668
OG0003770	ORYLA03596	CAPO300865, CAPO305387
OG0003771	ORYLA19264, ORYLA17030	CAPO300755
OG0003773	ORYLA08369	CAPO301706
OG0003776	ORYLA18575	CAPO306521
OG0003778	ORYLA11149, ORYLA15322	CAPO302558
OG0003779	ORYLA16409	CAPO304919
OG0003781	ORYLA07642, ORYLA07643, ORYLA04950, ORYLA00185, ORYLA00183, ORYLA04949, ORYLA00184	CAPO307368
OG0003798	ORYLA19738, ORYLA13919	CAPO300229
OG0003803	ORYLA02753, ORYLA02752, ORYLA12969	CAPO307540
OG0003806	ORYLA16763	CAPO304817
OG0003807	ORYLA00781	CAPO308021
OG0003808	ORYLA01934	CAPO308095
OG0003809	ORYLA07697, ORYLA19481, ORYLA19479	CAPO306197
OG0003811	ORYLA12803	CAPO302863
OG0003812	ORYLA19278	CAPO300349
OG0003813	ORYLA18042, ORYLA17950	CAPO305053
OG0003818	ORYLA04078	CAPO306945
OG0003820	ORYLA07704	CAPO302724
OG0003823	ORYLA18996, ORYLA11357, ORYLA02152	CAPO305304
OG0003824	ORYLA17763	CAPO300109
OG0003826	ORYLA04385	CAPO303948
OG0003827	ORYLA07017, ORYLA07018, ORYLA13140	CAPO302156
OG0003828	ORYLA02923	CAPO304442
OG0003829	ORYLA06358	CAPO304825
OG0003831	ORYLA00352	CAPO301320
OG0003833	ORYLA08551	CAPO305448
OG0003834	ORYLA06974, ORYLA12844, ORYLA15270	CAPO307203
OG0003836	ORYLA00347, ORYLA00348, ORYLA04611	CAPO301610
OG0003837	ORYLA16787	CAPO304430
OG0003838	ORYLA09504, ORYLA00494	CAPO304061, CAPO304064
OG0003839	ORYLA06804	CAPO300238, CAPO301543, CAPO307066
OG0003840	ORYLA19338	CAPO300299
OG0003843	ORYLA00216, ORYLA04760	CAPO301582
OG0003844	ORYLA00410	CAPO306235
OG0003845	ORYLA04421	CAPO302000
OG0003846	ORYLA04676	CAPO300905
OG0003847	ORYLA00209	CAPO301495
OG0003848	ORYLA06527, ORYLA13653	CAPO305229, CAPO305228
OG0003850	ORYLA05996	CAPO306458
OG0003851	ORYLA09286, ORYLA06613	CAPO301154
OG0003852	ORYLA17405, ORYLA12702	CAPO302241
OG0003853	ORYLA18272	CAPO308238
OG0003854	ORYLA13175	CAPO306385
OG0003855	ORYLA01615, ORYLA19634	CAPO304198
OG0003856	ORYLA17087	CAPO308004
OG0003857	ORYLA19469, ORYLA19468	CAPO302185
OG0003858	ORYLA04975	CAPO300728
OG0003859	ORYLA11310	CAPO306990
OG0003860	ORYLA06391	CAPO303899
OG0003861	ORYLA19849	CAPO302754
OG0003863	ORYLA04629, ORYLA17758	CAPO300200
OG0003864	ORYLA03365	CAPO300087
OG0003865	ORYLA09778, ORYLA13923, ORYLA15980	CAPO304904
OG0003866	ORYLA08827	CAPO302683
OG0003867	ORYLA19092	CAPO301767
OG0003868	ORYLA19824, ORYLA12769	CAPO306848
OG0003869	ORYLA08057	CAPO307094
OG0003870	ORYLA16354	CAPO305132
OG0003871	ORYLA09605	CAPO304658
OG0003872	ORYLA17934, ORYLA17933	CAPO300319
OG0003873	ORYLA12547, ORYLA12548	CAPO305775
OG0003875	ORYLA14787	CAPO303382
OG0003876	ORYLA05675	CAPO307728
OG0003878	ORYLA11114, ORYLA15672, ORYLA14414	CAPO308329
OG0003881	ORYLA19792, ORYLA19793	CAPO303685
OG0003886	ORYLA07850	CAPO304109
OG0003887	ORYLA06119	CAPO307036
OG0003888	ORYLA09457	CAPO302764
OG0003890	ORYLA02702, ORYLA03959	CAPO304707
OG0003892	ORYLA10862	CAPO307708
OG0003893	ORYLA04836	CAPO300022
OG0003894	ORYLA17746	CAPO302778
OG0003897	ORYLA06606	CAPO303759
OG0003898	ORYLA12764	CAPO307893, CAPO307749, CAPO306069
OG0003899	ORYLA00332	CAPO300674
OG0003900	ORYLA03942	CAPO301714
OG0003901	ORYLA11674	CAPO301256
OG0003903	ORYLA00503	CAPO305736
OG0003904	ORYLA12590	CAPO305947
OG0003906	ORYLA19253, ORYLA19252	CAPO301369
OG0003908	ORYLA00464	CAPO301425
OG0003908	ORYLA11218	CAPO308216
OG0003909	ORYLA11744	CAPO301220
OG0003910	ORYLA01842	CAPO302786
OG0003911	ORYLA18945	CAPO305312
OG0003912	ORYLA15466, ORYLA12465	CAPO307896
OG0003913	ORYLA01416	CAPO306587
OG0003914	ORYLA18672, ORYLA18673	CAPO301224
OG0003915	ORYLA12264, ORYLA00970	CAPO304633
OG0003917	ORYLA13507	CAPO306797
OG0003920	ORYLA01688	CAPO301554
OG0003921	ORYLA07105	CAPO300430
OG0003922	ORYLA09787	CAPO304241
OG0003925	ORYLA05435	CAPO301662
OG0003926	ORYLA14433	CAPO303036
OG0003927	ORYLA17984	CAPO304671
OG0003930	ORYLA15221	CAPO301599
OG0003931	ORYLA07756	CAPO304399
OG0003932	ORYLA09727	CAPO300048, CAPO300047
OG0003934	ORYLA18258	CAPO301204
OG0003936	ORYLA15161	CAPO302163
OG0003938	ORYLA10357	CAPO305166
OG0003939	ORYLA08294	CAPO303853
OG0003942	ORYLA11858	CAPO300632
OG0003944	ORYLA06722	CAPO300493
OG0003945	ORYLA14999, ORYLA20189	CAPO300812
OG0003946	ORYLA00695, ORYLA00840	CAPO303843
OG0003947	ORYLA17372	CAPO306325
OG0003950	ORYLA12030	CAPO307097
OG0003954	ORYLA05547, ORYLA11360	CAPO304758
OG0003955	ORYLA00673	CAPO304097
OG0003959	ORYLA02587	CAPO304028
OG0003961	ORYLA06267	CAPO303890
OG0003965	ORYLA10358	CAPO302867
OG0003966	ORYLA18869, ORYLA18868	CAPO301181
OG0003969	ORYLA12575	CAPO304197
OG0003971	ORYLA18033	CAPO301852
OG0003972	ORYLA15470	CAPO308018
OG0003973	ORYLA18600, ORYLA00775	CAPO307513
OG0003998	ORYLA00128	CAPO305634
OG0003999	ORYLA09012	CAPO306327
OG0004000	ORYLA06063	CAPO302913
OG0004002	ORYLA05237	CAPO305544
OG0004005	ORYLA11539	CAPO302213
OG0004007	ORYLA12862, ORYLA02441	CAPO307105
OG0004009	ORYLA07186, ORYLA18510, ORYLA05182	CAPO305072
OG0004010	ORYLA12744	CAPO303524
OG0004012	ORYLA03859, ORYLA03860	CAPO308011
OG0004014	ORYLA09781	CAPO303473
OG0004015	ORYLA13080	CAPO305112
OG0004016	ORYLA15762	CAPO303609
OG0004017	ORYLA16378	CAPO308124
OG0004023	ORYLA19712	CAPO307204
OG0004027	ORYLA15966	CAPO301145
OG0004031	ORYLA03387	CAPO306218
OG0004032	ORYLA00963, ORYLA09486	CAPO300291
OG0004033	ORYLA00102, ORYLA05233	CAPO304862
OG0004035	ORYLA13967, ORYLA19169	CAPO301995
OG0004037	ORYLA12889	CAPO306482
OG0004038	ORYLA19827	CAPO307927
OG0004042	ORYLA12519	CAPO302696
OG0004044	ORYLA06709	CAPO300275
OG0004047	ORYLA00724, ORYLA16680	CAPO304083
OG0004050	ORYLA14703, ORYLA14702	CAPO308116
OG0004053	ORYLA02143	CAPO301919
OG0004054	ORYLA20246	CAPO308277
OG0004056	ORYLA13016	CAPO306031
OG0004058	ORYLA11743	CAPO301904
OG0004059	ORYLA09700	CAPO301877
OG0004063	ORYLA10971	CAPO300628
OG0004064	ORYLA20087	CAPO304453
OG0004065	ORYLA15637	CAPO304029
OG0004067	ORYLA00948	CAPO301812
OG0004068	ORYLA07587	CAPO301030
OG0004069	ORYLA17225, ORYLA12171	CAPO307785
OG0004070	ORYLA00593	CAPO302894
OG0004071	ORYLA19319	CAPO306388
OG0004072	ORYLA07888	CAPO305194
OG0004076	ORYLA01649, ORYLA01648	CAPO307967
OG0004079	ORYLA20439, ORYLA00169	CAPO300687
OG0004080	ORYLA10289, ORYLA07044	CAPO305236
OG0004081	ORYLA06891	CAPO301069
OG0004082	ORYLA06902	CAPO305460
OG0004083	ORYLA10118	CAPO304047
OG0004084	ORYLA10620, ORYLA11716	CAPO300193
OG0004085	ORYLA12276	CAPO307782
OG0004090	ORYLA13744	CAPO304280
OG0004091	ORYLA17298	CAPO307795
OG0004092	ORYLA16447	CAPO301516
OG0004093	ORYLA19122, ORYLA19123	CAPO303612
OG0004094	ORYLA18005	CAPO306112
OG0004095	ORYLA14848	CAPO302216
OG0004096	ORYLA06633, ORYLA13446	CAPO306070
OG0004097	ORYLA00951	CAPO300790
OG0004099	ORYLA05808, ORYLA07729	CAPO306437
OG0004100	ORYLA14757	CAPO306356
OG0004101	ORYLA00034	CAPO303749, CAPO302702
OG0004103	ORYLA16172	CAPO306700
OG0004104	ORYLA17223, ORYLA13619	CAPO303684
OG0004105	ORYLA05328	CAPO308098
OG0004106	ORYLA14443, ORYLA16021	CAPO303386
OG0004108	ORYLA05030	CAPO307282
OG0004110	ORYLA03874, ORYLA05290	CAPO300855
OG0004112	ORYLA01550	CAPO304610
OG0004113	ORYLA15528	CAPO305835
OG0004114	ORYLA04348	CAPO301854
OG0004115	ORYLA06190, ORYLA19621	CAPO306386
OG0004116	ORYLA04207	CAPO303186
OG0004118	ORYLA11078, ORYLA15080, ORYLA11077	CAPO306139
OG0004119	ORYLA12671	CAPO303741
OG0004120	ORYLA04987	CAPO303757
OG0004123	ORYLA19290	CAPO304624
OG0004124	ORYLA15467, ORYLA09082	CAPO302738
OG0004125	ORYLA00144	CAPO304359
OG0004127	ORYLA09061	CAPO306895
OG0004130	ORYLA05755, ORYLA05756	CAPO307075
OG0004131	ORYLA17963	CAPO301925
OG0004133	ORYLA03520, ORYLA09449	CAPO305598
OG0004134	ORYLA20471	CAPO304433
OG0004136	ORYLA15892	CAPO307338
OG0004140	ORYLA15266	CAPO307995
OG0004142	ORYLA19228	CAPO300440
OG0004144	ORYLA06031, ORYLA09444	CAPO302917
OG0004148	ORYLA08231, ORYLA19465	CAPO301152
OG0004151	ORYLA16600	CAPO307015
OG0004153	ORYLA01191	CAPO305022
OG0004154	ORYLA10398	CAPO308154
OG0004156	ORYLA14744, ORYLA14745, ORYLA14464	CAPO307556
OG0004158	ORYLA08591, ORYLA09357, ORYLA08876	CAPO302219
OG0004160	ORYLA06641, ORYLA13459	CAPO302118
OG0004164	ORYLA03880, ORYLA08087, ORYLA04989	CAPO306879
OG0004166	ORYLA15487	CAPO300703
OG0004167	ORYLA15371, ORYLA01065	CAPO305574
OG0004168	ORYLA03465	CAPO303881
OG0004169	ORYLA16635	CAPO302967
OG0004170	ORYLA04409	CAPO305320
OG0004171	ORYLA03005	CAPO305810
OG0004174	ORYLA17453	CAPO303644
OG0004176	ORYLA20490	CAPO304072
OG0004179	ORYLA15111, ORYLA16660, ORYLA08320	CAPO304392
OG0004181	ORYLA00305	CAPO304353
OG0004182	ORYLA03175, ORYLA03174	CAPO305817
OG0004183	ORYLA17883	CAPO301817
OG0004184	ORYLA04652, ORYLA04653	CAPO302251
OG0004186	ORYLA10541, ORYLA04337, ORYLA04880	CAPO307615
OG0004187	ORYLA12466, ORYLA09321	CAPO301572
OG0004188	ORYLA18782	CAPO308209
OG0004194	ORYLA18404, ORYLA02231, ORYLA08478	CAPO301460, CAPO301973
OG0004198	ORYLA05752, ORYLA01549	CAPO302636
OG0004215	ORYLA03688	CAPO307025
OG0004216	ORYLA11137	CAPO304745
OG0004217	ORYLA00162	CAPO300553
OG0004219	ORYLA09856	CAPO302642
OG0004222	ORYLA10143	CAPO307934
OG0004223	ORYLA01529	CAPO308310
OG0004226	ORYLA10741, ORYLA01488	CAPO301388
OG0004227	ORYLA15581	CAPO302252
OG0004228	ORYLA10619, ORYLA11717	CAPO303492
OG0004230	ORYLA03779	CAPO305821
OG0004231	ORYLA17203	CAPO300312
OG0004232	ORYLA18836	CAPO301443
OG0004235	ORYLA18461, ORYLA18460	CAPO306795
OG0004236	ORYLA18284	CAPO301760
OG0004237	ORYLA00477	CAPO301645
OG0004239	ORYLA15565	CAPO304082
OG0004240	ORYLA05216	CAPO301736
OG0004241	ORYLA09540, ORYLA09541	CAPO304693
OG0004243	ORYLA08230, ORYLA19467	CAPO302349
OG0004245	ORYLA05193	CAPO301120
OG0004246	ORYLA08241	CAPO307710
OG0004247	ORYLA04151	CAPO306324
OG0004248	ORYLA15416	CAPO306807
OG0004249	ORYLA02545	CAPO302316
OG0004250	ORYLA05194	CAPO305518
OG0004252	ORYLA11763	CAPO305536
OG0004254	ORYLA02332	CAPO304883
OG0004257	ORYLA13796	CAPO305171
OG0004258	ORYLA08400	CAPO301342
OG0004259	ORYLA14900, ORYLA14901	CAPO301048
OG0004261	ORYLA02160	CAPO305950
OG0004263	ORYLA19672	CAPO304844
OG0004269	ORYLA00763, ORYLA00762	CAPO308233
OG0004270	ORYLA01546, ORYLA05748	CAPO303791
OG0004271	ORYLA10889, ORYLA14724	CAPO303178
OG0004272	ORYLA17688	CAPO303743
OG0004273	ORYLA05805	CAPO300380
OG0004278	ORYLA02821	CAPO303739
OG0004280	ORYLA16385	CAPO302169
OG0004282	ORYLA01943	CAPO306035
OG0004283	ORYLA01415	CAPO301216
OG0004284	ORYLA12786	CAPO303039
OG0004285	ORYLA01291	CAPO306621
OG0004286	ORYLA03608	CAPO300246
OG0004287	ORYLA10346	CAPO305534
OG0004289	ORYLA11614	CAPO307509
OG0004291	ORYLA05148	CAPO306696
OG0004292	ORYLA04782	CAPO301407
OG0004295	ORYLA13614	CAPO300437
OG0004296	ORYLA18165, ORYLA02795	CAPO307058
OG0004297	ORYLA01594	CAPO306140
OG0004299	ORYLA07203, ORYLA04240	CAPO307863
OG0004300	ORYLA20173	CAPO308218
OG0004301	ORYLA01175	CAPO305855
OG0004302	ORYLA07918	CAPO307149
OG0004303	ORYLA06906, ORYLA03599	CAPO306261
OG0004304	ORYLA02764	CAPO307407
OG0004305	ORYLA12983	CAPO306704
OG0004307	ORYLA16647	CAPO306787
OG0004308	ORYLA01248	CAPO302385
OG0004309	ORYLA08360	CAPO304021
OG0004310	ORYLA02009, ORYLA12810	CAPO306903
OG0004312	ORYLA08934	CAPO306752
OG0004314	ORYLA13384	CAPO301283
OG0004315	ORYLA08110	CAPO307076
OG0004316	ORYLA13055	CAPO300656
OG0004319	ORYLA14604, ORYLA15324	CAPO308294
OG0004320	ORYLA09519	CAPO300174
OG0004321	ORYLA08343	CAPO306639
OG0004322	ORYLA02168	CAPO307895
OG0004323	ORYLA11937	CAPO307483
OG0004324	ORYLA16074, ORYLA20239	CAPO300240
OG0004328	ORYLA14212	CAPO305261
OG0004329	ORYLA17380	CAPO302035
OG0004330	ORYLA19620	CAPO305393
OG0004331	ORYLA10127, ORYLA10128	CAPO305384
OG0004333	ORYLA02208	CAPO303439
OG0004335	ORYLA07228	CAPO302791
OG0004337	ORYLA09589	CAPO300958
OG0004338	ORYLA03022	CAPO300828
OG0004345	ORYLA02462	CAPO306847
OG0004347	ORYLA03450, ORYLA03449	CAPO307703
OG0004348	ORYLA09480	CAPO306158
OG0004349	ORYLA10657	CAPO308184
OG0004350	ORYLA19055	CAPO300994
OG0004351	ORYLA05855	CAPO307239
OG0004352	ORYLA05883	CAPO300873
OG0004353	ORYLA05853	CAPO306055, CAPO306087
OG0004354	ORYLA19813	CAPO307581
OG0004355	ORYLA11295	CAPO303478
OG0004356	ORYLA03524	CAPO300159
OG0004357	ORYLA05275, ORYLA18598	CAPO303880
OG0004358	ORYLA15910	CAPO301323
OG0004359	ORYLA14312	CAPO305703
OG0004360	ORYLA07053	CAPO301752
OG0004361	ORYLA13310	CAPO308302
OG0004363	ORYLA19613, ORYLA19614	CAPO304580
OG0004364	ORYLA10803	CAPO305213
OG0004365	ORYLA14910	CAPO305948
OG0004368	ORYLA13581, ORYLA13582, ORYLA01592	CAPO306084
OG0004369	ORYLA16298	CAPO305592
OG0004370	ORYLA04218	CAPO302143
OG0004372	ORYLA12930, ORYLA12931	CAPO304892
OG0004373	ORYLA13428	CAPO308311
OG0004374	ORYLA13060	CAPO306983
OG0004375	ORYLA14822	CAPO305927
OG0004376	ORYLA03453, ORYLA03982, ORYLA17266, ORYLA17265	CAPO303203
OG0004378	ORYLA03486	CAPO303140
OG0004379	ORYLA16844, ORYLA11000	CAPO300162
OG0004380	ORYLA14741, ORYLA14742, ORYLA11001	CAPO307847
OG0004381	ORYLA01629	CAPO300684
OG0004382	ORYLA02422	CAPO308307
OG0004383	ORYLA10414	CAPO301688
OG0004385	ORYLA18008, ORYLA02949	CAPO306534
OG0004388	ORYLA11788	CAPO303742
OG0004389	ORYLA06660, ORYLA13273	CAPO302416
OG0004390	ORYLA06508	CAPO300046
OG0004392	ORYLA05276	CAPO303282
OG0004394	ORYLA04507	CAPO305886
OG0004396	ORYLA13670, ORYLA13671	CAPO300955
OG0004398	ORYLA19042	CAPO307605
OG0004399	ORYLA15917, ORYLA10934	CAPO301536
OG0004400	ORYLA12834, ORYLA06976	CAPO304368, CAPO302395
OG0004401	ORYLA16391	CAPO307684
OG0004405	ORYLA00290	CAPO302866
OG0004406	ORYLA07369, ORYLA10660, ORYLA11663	CAPO305558
OG0004413	ORYLA13706	CAPO301518
OG0004417	ORYLA06644	CAPO302119
OG0004418	ORYLA14094, ORYLA17533	CAPO305208
OG0004421	ORYLA13703	CAPO303320
OG0004423	ORYLA02181	CAPO306935
OG0004425	ORYLA16312	CAPO302090
OG0004426	ORYLA03269	CAPO301784
OG0004433	ORYLA05662, ORYLA20112, ORYLA08709	CAPO304000
OG0004459	ORYLA07864	CAPO300459
OG0004460	ORYLA14340	CAPO307206
OG0004461	ORYLA11220, ORYLA13678	CAPO305355
OG0004462	ORYLA08525	CAPO302893
OG0004467	ORYLA17825, ORYLA04362	CAPO307496
OG0004468	ORYLA01117	CAPO307854
OG0004472	ORYLA11083	CAPO303803
OG0004474	ORYLA15384	CAPO300829
OG0004476	ORYLA17923	CAPO307856
OG0004479	ORYLA01642	CAPO303963
OG0004481	ORYLA12038, ORYLA12039	CAPO306702
OG0004483	ORYLA08606	CAPO303122
OG0004484	ORYLA14440	CAPO302152
OG0004486	ORYLA09214	CAPO307639
OG0004488	ORYLA01537	CAPO301849
OG0004489	ORYLA13724, ORYLA14275	CAPO305447
OG0004492	ORYLA12318, ORYLA13988	CAPO307196
OG0004494	ORYLA08165	CAPO306570
OG0004495	ORYLA06356	CAPO306359
OG0004496	ORYLA09129	CAPO303733
OG0004497	ORYLA15163	CAPO307202
OG0004498	ORYLA01757	CAPO305224
OG0004500	ORYLA18253	CAPO301850
OG0004501	ORYLA10621	CAPO301840
OG0004502	ORYLA16140	CAPO301779
OG0004503	ORYLA00434, ORYLA00435	CAPO300332
OG0004506	ORYLA16269	CAPO305016
OG0004507	ORYLA17649	CAPO301894
OG0004508	ORYLA14170	CAPO301654
OG0004509	ORYLA06656, ORYLA13427	CAPO300500
OG0004511	ORYLA18087, ORYLA04001	CAPO303457
OG0004512	ORYLA10399	CAPO302842
OG0004513	ORYLA14120	CAPO303104
OG0004515	ORYLA08127	CAPO305182
OG0004516	ORYLA03742	CAPO306036, CAPO307859
OG0004517	ORYLA16270	CAPO305332
OG0004518	ORYLA00616	CAPO306412
OG0004519	ORYLA14200, ORYLA14199	CAPO307914
OG0004520	ORYLA18565	CAPO300090
OG0004523	ORYLA05758	CAPO304989
OG0004525	ORYLA13633	CAPO303518
OG0004526	ORYLA02450	CAPO302498
OG0004527	ORYLA13249	CAPO302077
OG0004529	ORYLA05119	CAPO306628
OG0004530	ORYLA01274, ORYLA08814, ORYLA09936	CAPO304739
OG0004531	ORYLA19003	CAPO302345, CAPO307115
OG0004532	ORYLA16544	CAPO300005
OG0004533	ORYLA13166, ORYLA06373	CAPO306022
OG0004535	ORYLA03117	CAPO307124
OG0004537	ORYLA05587, ORYLA02440	CAPO306837
OG0004540	ORYLA08872	CAPO307351
OG0004542	ORYLA07728	CAPO306706
OG0004544	ORYLA16006, ORYLA17168	CAPO306563
OG0004545	ORYLA18092	CAPO307212
OG0004546	ORYLA01595	CAPO306808
OG0004547	ORYLA14704, ORYLA14524	CAPO304852
