Orthogroup	ORYLA	HELIO_ok
OG0003059	ORYLA00217, ORYLA04759	HELIO_08106
OG0003060	ORYLA16613, ORYLA06282, ORYLA13094	HELIO_05995
OG0003063	ORYLA10950	HELIO_05044
OG0003064	ORYLA13156	HELIO_01395
OG0003065	ORYLA05920, ORYLA02018	HELIO_03475
OG0003066	ORYLA15142, ORYLA14035, ORYLA11126	HELIO_02851
OG0003067	ORYLA17416	HELIO_06760
OG0003072	ORYLA13683, ORYLA10914	HELIO_06085
OG0003073	ORYLA04415	HELIO_04819
OG0003073	ORYLA14154	HELIO_06482
OG0003074	ORYLA16081, ORYLA01721, ORYLA05339	HELIO_04402
OG0003075	ORYLA09107	HELIO_06587
OG0003077	ORYLA16520, ORYLA00601, ORYLA00159, ORYLA16743	HELIO_08466
OG0003078	ORYLA10487	HELIO_05417
OG0003079	ORYLA14096, ORYLA06851, ORYLA13613	HELIO_12034
OG0003084	ORYLA03661, ORYLA03660	HELIO_07579
OG0003086	ORYLA13810	HELIO_04584
OG0003101	ORYLA10329, ORYLA09097, ORYLA16063, ORYLA15863	HELIO_07909
OG0003104	ORYLA02871, ORYLA13475	HELIO_10296
OG0003105	ORYLA01500	HELIO_09603
OG0003106	ORYLA14898	HELIO_01110
OG0003107	ORYLA15014, ORYLA12389	HELIO_07326
OG0003108	ORYLA11282, ORYLA15369	HELIO_02749
OG0003109	ORYLA16315	HELIO_01176
OG0003111	ORYLA00857	HELIO_06075
OG0003114	ORYLA07363	HELIO_11712
OG0003115	ORYLA06857, ORYLA17487	HELIO_03185
OG0003118	ORYLA16184, ORYLA10022, ORYLA08702	HELIO_06562
OG0003119	ORYLA09125, ORYLA04168, ORYLA20444	HELIO_00761
OG0003120	ORYLA19924	HELIO_07299
OG0003121	ORYLA14892, ORYLA13008	HELIO_08859
OG0003122	ORYLA04700, ORYLA10184	HELIO_06710
OG0003124	ORYLA02774	HELIO_08012
OG0003127	ORYLA10091	HELIO_04631
OG0003128	ORYLA00377	HELIO_06948
OG0003130	ORYLA03739	HELIO_08736
OG0003131	ORYLA17361, ORYLA20425	HELIO_00277
OG0003132	ORYLA02170	HELIO_04923
OG0003133	ORYLA15165	HELIO_09007
OG0003133	ORYLA15167	HELIO_12270
OG0003135	ORYLA03082	HELIO_09441
OG0003136	ORYLA03448, ORYLA10254	HELIO_01694
OG0003138	ORYLA10305	HELIO_07469
OG0003140	ORYLA18056, ORYLA18057, ORYLA12143, ORYLA20304	HELIO_07640
OG0003141	ORYLA20129, ORYLA01871, ORYLA05831	HELIO_02200
OG0003142	ORYLA17712	HELIO_02394
OG0003144	ORYLA04082	HELIO_08805, HELIO_03417
OG0003145	ORYLA13404, ORYLA06360	HELIO_05596
OG0003146	ORYLA11707	HELIO_05913
OG0003147	ORYLA20499	HELIO_02388
OG0003148	ORYLA11751, ORYLA05438, ORYLA19776	HELIO_09068
OG0003149	ORYLA05759	HELIO_01057, HELIO_03918, HELIO_03910
OG0003150	ORYLA01440, ORYLA09448	HELIO_04239
OG0003152	ORYLA16325, ORYLA08299, ORYLA16852	HELIO_05013
OG0003153	ORYLA18339	HELIO_01955
OG0003154	ORYLA06654	HELIO_10327
OG0003157	ORYLA04495	HELIO_06700
OG0003159	ORYLA02503, ORYLA17417, ORYLA05287	HELIO_08765
OG0003160	ORYLA05070, ORYLA19915	HELIO_04756
OG0003161	ORYLA18915, ORYLA10523, ORYLA18916	HELIO_10835
OG0003162	ORYLA11824, ORYLA10738, ORYLA03513	HELIO_02560
OG0003163	ORYLA13213, ORYLA17286	HELIO_09287
OG0003164	ORYLA20487, ORYLA00816	HELIO_09851
OG0003165	ORYLA08595, ORYLA10561	HELIO_04786
OG0003166	ORYLA04911, ORYLA04910	HELIO_09979
OG0003167	ORYLA16879, ORYLA03605	HELIO_12275
OG0003168	ORYLA16959, ORYLA00571	HELIO_11978
OG0003169	ORYLA09698	HELIO_08500
OG0003171	ORYLA06807	HELIO_08786
OG0003172	ORYLA09854	HELIO_04597
OG0003173	ORYLA00376, ORYLA02346	HELIO_11473
OG0003174	ORYLA20481	HELIO_00264
OG0003175	ORYLA01979, ORYLA06140	HELIO_11871
OG0003176	ORYLA12690	HELIO_05807
OG0003177	ORYLA00856	HELIO_06751
OG0003178	ORYLA03270	HELIO_01460
OG0003179	ORYLA00445	HELIO_10655
OG0003183	ORYLA16117, ORYLA02124	HELIO_01228
OG0003185	ORYLA12363, ORYLA15072	HELIO_04542
OG0003187	ORYLA12776	HELIO_00272
OG0003188	ORYLA12586, ORYLA14947	HELIO_07819
OG0003189	ORYLA04108	HELIO_12511
OG0003190	ORYLA00506	HELIO_04199, HELIO_06545
OG0003191	ORYLA18538, ORYLA15754	HELIO_09939
OG0003192	ORYLA09709, ORYLA08386	HELIO_10231
OG0003193	ORYLA12245, ORYLA09712	HELIO_03842
OG0003195	ORYLA16742	HELIO_05599
OG0003196	ORYLA06022	HELIO_01637
OG0003197	ORYLA18639	HELIO_12323
OG0003199	ORYLA15973, ORYLA15714	HELIO_10732
OG0003202	ORYLA02354	HELIO_00628
OG0003203	ORYLA02126, ORYLA16448	HELIO_12411
OG0003204	ORYLA08375	HELIO_09427
OG0003206	ORYLA16318	HELIO_08652
OG0003207	ORYLA14484, ORYLA19094	HELIO_04788
OG0003208	ORYLA13040	HELIO_09136
OG0003210	ORYLA02461, ORYLA06655	HELIO_01772
OG0003211	ORYLA20322	HELIO_12582
OG0003212	ORYLA15489, ORYLA10940	HELIO_01310
OG0003213	ORYLA06531	HELIO_11031
OG0003214	ORYLA09799	HELIO_05250
OG0003215	ORYLA00108, ORYLA19619	HELIO_01923
OG0003217	ORYLA13146, ORYLA02509	HELIO_01441
OG0003218	ORYLA19022	HELIO_02702
OG0003219	ORYLA07225, ORYLA00485	HELIO_02834
OG0003220	ORYLA01985, ORYLA05947	HELIO_12154
OG0003221	ORYLA02164, ORYLA02047	HELIO_05558
OG0003222	ORYLA15011, ORYLA12395, ORYLA09003	HELIO_04495
OG0003223	ORYLA15511	HELIO_00004
OG0003225	ORYLA19236, ORYLA19235	HELIO_03805
OG0003226	ORYLA12048	HELIO_03198
OG0003227	ORYLA15109	HELIO_09540
OG0003228	ORYLA10708	HELIO_02794
OG0003229	ORYLA07923, ORYLA01487	HELIO_12333
OG0003230	ORYLA08114	HELIO_01822
OG0003234	ORYLA01163	HELIO_00230
OG0003235	ORYLA20268	HELIO_02635
OG0003236	ORYLA02520, ORYLA16788	HELIO_03810
OG0003238	ORYLA12178	HELIO_01572
OG0003239	ORYLA15027	HELIO_12569
OG0003250	ORYLA11719, ORYLA16208	HELIO_06454
OG0003251	ORYLA05486, ORYLA12659	HELIO_02853
OG0003252	ORYLA11431, ORYLA10758	HELIO_12715
OG0003253	ORYLA14109, ORYLA17719, ORYLA12706	HELIO_01269, HELIO_01268
OG0003254	ORYLA01055	HELIO_02013
OG0003255	ORYLA01639	HELIO_03313
OG0003258	ORYLA13111	HELIO_01814
OG0003259	ORYLA17769	HELIO_05468
OG0003260	ORYLA13208, ORYLA02958	HELIO_09298
OG0003261	ORYLA06345, ORYLA06344, ORYLA06346, ORYLA03623	HELIO_09008
OG0003262	ORYLA04363, ORYLA17978	HELIO_09738
OG0003263	ORYLA05786	HELIO_06528
OG0003264	ORYLA08989, ORYLA06289	HELIO_05957
OG0003265	ORYLA14054, ORYLA11239	HELIO_05075
OG0003266	ORYLA03848, ORYLA04542	HELIO_11954
OG0003267	ORYLA19756	HELIO_05451
OG0003268	ORYLA01959	HELIO_11848
OG0003269	ORYLA07800, ORYLA16726	HELIO_11705
OG0003270	ORYLA14592	HELIO_04333
OG0003272	ORYLA19655, ORYLA19654, ORYLA07229	HELIO_09074
OG0003275	ORYLA09029, ORYLA13943	HELIO_12630
OG0003278	ORYLA12553	HELIO_10318, HELIO_00656
OG0003279	ORYLA01238	HELIO_09284
OG0003280	ORYLA05574	HELIO_09348
OG0003282	ORYLA04149, ORYLA01430	HELIO_02896
OG0003283	ORYLA19093	HELIO_04347
OG0003284	ORYLA18705	HELIO_03635
OG0003286	ORYLA16774	HELIO_05866
OG0003287	ORYLA15508, ORYLA11362	HELIO_02350
OG0003288	ORYLA04254	HELIO_08221
OG0003289	ORYLA09052, ORYLA09053, ORYLA15034, ORYLA12726	HELIO_01128
OG0003290	ORYLA06270, ORYLA06269	HELIO_11498
OG0003291	ORYLA04004	HELIO_02174
OG0003293	ORYLA14350	HELIO_08360
OG0003294	ORYLA12880	HELIO_09835
OG0003295	ORYLA04874, ORYLA19440	HELIO_04382
OG0003296	ORYLA18095, ORYLA02301	HELIO_04825
OG0003297	ORYLA16817	HELIO_06575
OG0003298	ORYLA01355	HELIO_02188
OG0003299	ORYLA12913	HELIO_09593
OG0003302	ORYLA01208	HELIO_00429
OG0003304	ORYLA05709	HELIO_10378
OG0003306	ORYLA15915	HELIO_02826
OG0003307	ORYLA00404, ORYLA01512	HELIO_09634
OG0003310	ORYLA19305	HELIO_03345, HELIO_06211
OG0003311	ORYLA01367, ORYLA08826, ORYLA06226	HELIO_05785
OG0003314	ORYLA04286, ORYLA00307	HELIO_06199
OG0003315	ORYLA05352	HELIO_10391
OG0003315	ORYLA05354	HELIO_06277
OG0003316	ORYLA06489	HELIO_04955
OG0003317	ORYLA00142	HELIO_04704, HELIO_06602
OG0003318	ORYLA14596, ORYLA15728	HELIO_09114
OG0003319	ORYLA15491, ORYLA07033	HELIO_09121
OG0003320	ORYLA17866	HELIO_07667
OG0003321	ORYLA19455, ORYLA05648	HELIO_08818
OG0003323	ORYLA02747	HELIO_10464
OG0003325	ORYLA08076, ORYLA04984	HELIO_09071
OG0003326	ORYLA04931	HELIO_11660
OG0003327	ORYLA02456, ORYLA06278	HELIO_12534
OG0003329	ORYLA17667, ORYLA02366	HELIO_02507
OG0003330	ORYLA14948	HELIO_07578, HELIO_05577
OG0003331	ORYLA03745	HELIO_02767
OG0003332	ORYLA06788, ORYLA02078	HELIO_03785
OG0003335	ORYLA10536	HELIO_09042
OG0003336	ORYLA13585, ORYLA16595, ORYLA17841	HELIO_03867
OG0003337	ORYLA20124	HELIO_01038
OG0003340	ORYLA05123, ORYLA01941	HELIO_01545
OG0003341	ORYLA00218	HELIO_12055
OG0003343	ORYLA03249	HELIO_10253
OG0003344	ORYLA11978	HELIO_01718
OG0003347	ORYLA09885, ORYLA04679	HELIO_07786
OG0003348	ORYLA07117, ORYLA09434	HELIO_06884
OG0003349	ORYLA00427, ORYLA04988, ORYLA08086	HELIO_12164
OG0003350	ORYLA09368, ORYLA09369, ORYLA06960, ORYLA03492, ORYLA01457	HELIO_03656
OG0003351	ORYLA14628	HELIO_02226
OG0003352	ORYLA08412, ORYLA10054	HELIO_01595
OG0003353	ORYLA10916	HELIO_09911
OG0003354	ORYLA19460, ORYLA19459, ORYLA00204	HELIO_00644
OG0003355	ORYLA02544, ORYLA05076, ORYLA07720	HELIO_08886, HELIO_06119
OG0003356	ORYLA00555, ORYLA16745	HELIO_03350
OG0003357	ORYLA01325	HELIO_00345
OG0003358	ORYLA14258	HELIO_01492
OG0003359	ORYLA11531	HELIO_03690
OG0003360	ORYLA10113	HELIO_10234
OG0003361	ORYLA10105, ORYLA03006	HELIO_12352
OG0003362	ORYLA03192	HELIO_10225, HELIO_09367
OG0003364	ORYLA14543, ORYLA16352	HELIO_10249
OG0003365	ORYLA11052, ORYLA14488	HELIO_08582
OG0003366	ORYLA19482	HELIO_04839
OG0003367	ORYLA19314	HELIO_04573
OG0003368	ORYLA01157	HELIO_01416
OG0003369	ORYLA17954, ORYLA05099	HELIO_06850
OG0003370	ORYLA02169, ORYLA05635	HELIO_11000
OG0003372	ORYLA13263, ORYLA19929	HELIO_02230
OG0003373	ORYLA11155, ORYLA15306	HELIO_02331, HELIO_02692, HELIO_01108, HELIO_01107
OG0003374	ORYLA05369	HELIO_02124
OG0003375	ORYLA17409	HELIO_02027
OG0003376	ORYLA07502	HELIO_11921
OG0003377	ORYLA12102	HELIO_08558
OG0003378	ORYLA12071	HELIO_09467
OG0003379	ORYLA05666	HELIO_07891
OG0003380	ORYLA02294, ORYLA17353	HELIO_08129
OG0003381	ORYLA10983, ORYLA12366	HELIO_01980
OG0003382	ORYLA06657, ORYLA06055	HELIO_00905, HELIO_00906
OG0003383	ORYLA08272	HELIO_12143
OG0003384	ORYLA00693, ORYLA05038, ORYLA17993, ORYLA17992, ORYLA14121	HELIO_02989
OG0003385	ORYLA16115	HELIO_09926
OG0003386	ORYLA06516, ORYLA12917	HELIO_02832
OG0003387	ORYLA16634	HELIO_01155
OG0003388	ORYLA19757, ORYLA04964	HELIO_00223
OG0003391	ORYLA10703	HELIO_12678
OG0003392	ORYLA00140, ORYLA00535	HELIO_03752
OG0003393	ORYLA08548	HELIO_03857
OG0003394	ORYLA09650	HELIO_05269
OG0003396	ORYLA20291	HELIO_09211
OG0003419	ORYLA07674	HELIO_02457
OG0003420	ORYLA13381, ORYLA02466	HELIO_10401
OG0003421	ORYLA20432	HELIO_01521
OG0003422	ORYLA11143	HELIO_08753
OG0003424	ORYLA16837	HELIO_12054
OG0003425	ORYLA19551, ORYLA19552	HELIO_11455
OG0003426	ORYLA01060	HELIO_05969
OG0003429	ORYLA15696	HELIO_03900
OG0003430	ORYLA04134, ORYLA05926	HELIO_07216
OG0003431	ORYLA13930, ORYLA13647	HELIO_02627
OG0003433	ORYLA04481	HELIO_11340
OG0003434	ORYLA08873	HELIO_08552
OG0003435	ORYLA11612, ORYLA10262	HELIO_06428
OG0003439	ORYLA08660	HELIO_01786
OG0003440	ORYLA09996, ORYLA09995, ORYLA19837	HELIO_07388
OG0003441	ORYLA11240, ORYLA14053	HELIO_00883
OG0003442	ORYLA03904, ORYLA07561, ORYLA08501, ORYLA13557	HELIO_06696
OG0003443	ORYLA08295, ORYLA10121	HELIO_11420
OG0003444	ORYLA12477, ORYLA15139	HELIO_08929
OG0003445	ORYLA02950	HELIO_11640
OG0003448	ORYLA12750	HELIO_06243
OG0003449	ORYLA08945	HELIO_09169
OG0003450	ORYLA06472	HELIO_01298
OG0003451	ORYLA09529	HELIO_02050, HELIO_02049
OG0003453	ORYLA17585	HELIO_00524
OG0003454	ORYLA16419, ORYLA05702, ORYLA07880	HELIO_07210
OG0003455	ORYLA15928	HELIO_04761
OG0003456	ORYLA16281	HELIO_11022
OG0003457	ORYLA07032, ORYLA10641	HELIO_03135
OG0003459	ORYLA04696, ORYLA10058	HELIO_07845
OG0003460	ORYLA20040, ORYLA04718	HELIO_03777
OG0003461	ORYLA14029	HELIO_00074
OG0003462	ORYLA16610	HELIO_10720
OG0003463	ORYLA18517, ORYLA11792	HELIO_02234
OG0003464	ORYLA07795	HELIO_08682, HELIO_08683
OG0003465	ORYLA17241	HELIO_11762
OG0003466	ORYLA08173, ORYLA02600, ORYLA01193	HELIO_07353, HELIO_00851
OG0003467	ORYLA02217	HELIO_09149
OG0003468	ORYLA10155	HELIO_03353
OG0003469	ORYLA02002	HELIO_09305
OG0003470	ORYLA17233	HELIO_08926
OG0003471	ORYLA05163	HELIO_08909
OG0003472	ORYLA09943	HELIO_03492
OG0003473	ORYLA03676	HELIO_10680
OG0003474	ORYLA05348, ORYLA01720, ORYLA01933	HELIO_09641
OG0003475	ORYLA09037	HELIO_09101, HELIO_09102
OG0003476	ORYLA10956	HELIO_03292
OG0003477	ORYLA05136	HELIO_08724
OG0003478	ORYLA10473	HELIO_07187
OG0003479	ORYLA19858, ORYLA19857, ORYLA19376, ORYLA14248	HELIO_04296
OG0003480	ORYLA14009	HELIO_09170
OG0003481	ORYLA09851	HELIO_01052
OG0003482	ORYLA19870	HELIO_11806
OG0003483	ORYLA05235	HELIO_09297
OG0003487	ORYLA01531	HELIO_01481
OG0003488	ORYLA09086	HELIO_03650
OG0003489	ORYLA10608, ORYLA05128	HELIO_11702
OG0003490	ORYLA09588	HELIO_09531
OG0003491	ORYLA01435, ORYLA03786, ORYLA08768	HELIO_12169
OG0003492	ORYLA19071	HELIO_04826
OG0003493	ORYLA06634	HELIO_09058
OG0003495	ORYLA15496, ORYLA20263, ORYLA20109	HELIO_09765
OG0003497	ORYLA03780	HELIO_01513
OG0003498	ORYLA00351	HELIO_09734
OG0003499	ORYLA14587	HELIO_04566, HELIO_04195
OG0003500	ORYLA11323	HELIO_10237
OG0003501	ORYLA13017	HELIO_00872
OG0003502	ORYLA03987	HELIO_11773
OG0003503	ORYLA08311	HELIO_07145
OG0003505	ORYLA15188	HELIO_03524
OG0003506	ORYLA03663, ORYLA07315	HELIO_08087
OG0003507	ORYLA13206, ORYLA13567	HELIO_09678
OG0003508	ORYLA09159, ORYLA06715	HELIO_02722
OG0003509	ORYLA07419	HELIO_11968
OG0003510	ORYLA14280	HELIO_01752
OG0003510	ORYLA05653, ORYLA02192, ORYLA12402	HELIO_01753
OG0003511	ORYLA17668	HELIO_09304
OG0003512	ORYLA17979, ORYLA14116	HELIO_03822
OG0003513	ORYLA19681, ORYLA05692	HELIO_06774
OG0003514	ORYLA14323, ORYLA13834, ORYLA20337	HELIO_08202
OG0003515	ORYLA00165	HELIO_01150
OG0003517	ORYLA14850, ORYLA11261	HELIO_00750
OG0003518	ORYLA02219	HELIO_01357
OG0003519	ORYLA06032	HELIO_05466
OG0003520	ORYLA10150	HELIO_02766, HELIO_06238, HELIO_06922
OG0003521	ORYLA03229	HELIO_05214
OG0003522	ORYLA11321, ORYLA10376	HELIO_08738
OG0003523	ORYLA06822	HELIO_02927
OG0003524	ORYLA14492	HELIO_04962, HELIO_06954, HELIO_06651
OG0003525	ORYLA06258	HELIO_08996, HELIO_04858
OG0003526	ORYLA05238, ORYLA00105, ORYLA08676	HELIO_09793
OG0003528	ORYLA09598	HELIO_06120
OG0003529	ORYLA08755, ORYLA16493	HELIO_09756
OG0003530	ORYLA08384, ORYLA09655	HELIO_11962
OG0003531	ORYLA10765, ORYLA01076	HELIO_05168
OG0003532	ORYLA09550	HELIO_02994
OG0003533	ORYLA20154	HELIO_04997
OG0003534	ORYLA04728, ORYLA10480	HELIO_09244
OG0003535	ORYLA17733, ORYLA17692	HELIO_02930
OG0003536	ORYLA20264	HELIO_03615
OG0003537	ORYLA02972	HELIO_05338
OG0003538	ORYLA04723	HELIO_07947
OG0003539	ORYLA00317	HELIO_06853
OG0003541	ORYLA12459	HELIO_02897
OG0003543	ORYLA06025	HELIO_01891
OG0003544	ORYLA05956	HELIO_03400
OG0003545	ORYLA16290, ORYLA00780, ORYLA16888	HELIO_05328
OG0003546	ORYLA02573, ORYLA06777	HELIO_08740
OG0003547	ORYLA15005	HELIO_11264
OG0003548	ORYLA07339, ORYLA19601	HELIO_03258
OG0003549	ORYLA11604, ORYLA13044	HELIO_01543
OG0003550	ORYLA06826, ORYLA09869	HELIO_10135
OG0003551	ORYLA17122, ORYLA02512, ORYLA02511	HELIO_11131
OG0003552	ORYLA06559, ORYLA12973	HELIO_01828
OG0003553	ORYLA02388	HELIO_05191
OG0003554	ORYLA02272, ORYLA04649	HELIO_04654
OG0003555	ORYLA08290	HELIO_03076
OG0003556	ORYLA11308, ORYLA15858, ORYLA16060	HELIO_04836, HELIO_07224
OG0003558	ORYLA12673	HELIO_09026
OG0003560	ORYLA10146	HELIO_02403
OG0003561	ORYLA11603, ORYLA09116	HELIO_03510
OG0003562	ORYLA16057, ORYLA05508	HELIO_07501
OG0003563	ORYLA08166	HELIO_02254
OG0003564	ORYLA02602, ORYLA17999, ORYLA01509	HELIO_08585
OG0003565	ORYLA04938, ORYLA17732	HELIO_07480
OG0003566	ORYLA12377	HELIO_03423
OG0003567	ORYLA16922	HELIO_02904
OG0003568	ORYLA17899	HELIO_09743, HELIO_09744
OG0003569	ORYLA14706, ORYLA13674	HELIO_07355
OG0003570	ORYLA06235, ORYLA06236	HELIO_06559
OG0003571	ORYLA05684, ORYLA15032	HELIO_02351
OG0003572	ORYLA03054, ORYLA01059, ORYLA11318, ORYLA10495	HELIO_00742
OG0003573	ORYLA18884	HELIO_09111
OG0003576	ORYLA15848, ORYLA19484	HELIO_12690
OG0003577	ORYLA05673	HELIO_10105
OG0003578	ORYLA19177	HELIO_08279, HELIO_08278
OG0003579	ORYLA07706	HELIO_05944
OG0003581	ORYLA04075	HELIO_09020
OG0003582	ORYLA13955	HELIO_04947
OG0003598	ORYLA13193, ORYLA02886	HELIO_10451
OG0003600	ORYLA20278	HELIO_08008
OG0003601	ORYLA10294, ORYLA10291, ORYLA10290	HELIO_07255
OG0003604	ORYLA03970, ORYLA03472, ORYLA14112, ORYLA17897	HELIO_00754
OG0003608	ORYLA13187	HELIO_09737
OG0003610	ORYLA11705	HELIO_12163
OG0003611	ORYLA01222	HELIO_01894
OG0003613	ORYLA14322, ORYLA13861	HELIO_01893
OG0003615	ORYLA07166	HELIO_01584
OG0003617	ORYLA20096	HELIO_03494
OG0003619	ORYLA00995	HELIO_07057
OG0003620	ORYLA16131	HELIO_09212
OG0003621	ORYLA04086	HELIO_07026
OG0003622	ORYLA11687	HELIO_11126
OG0003626	ORYLA06029	HELIO_07783
OG0003627	ORYLA12845, ORYLA04550	HELIO_01019
OG0003628	ORYLA12634, ORYLA14794	HELIO_05594
OG0003630	ORYLA07936	HELIO_01750
OG0003631	ORYLA18266, ORYLA04613	HELIO_10254
OG0003633	ORYLA15479	HELIO_08998, HELIO_07996
OG0003635	ORYLA01451	HELIO_08551
OG0003636	ORYLA05265	HELIO_11667
OG0003638	ORYLA11662	HELIO_00190
OG0003639	ORYLA04010	HELIO_03103
OG0003640	ORYLA16900, ORYLA07985, ORYLA08704	HELIO_10891
OG0003641	ORYLA05514, ORYLA13948, ORYLA15562	HELIO_07553
OG0003642	ORYLA14662, ORYLA00337	HELIO_02432
OG0003644	ORYLA19217, ORYLA19218	HELIO_02002
OG0003645	ORYLA17019, ORYLA16769	HELIO_02632
OG0003646	ORYLA12425	HELIO_10542
OG0003647	ORYLA18090, ORYLA02365	HELIO_08435
OG0003648	ORYLA10802	HELIO_08542
OG0003649	ORYLA12909	HELIO_09186
OG0003650	ORYLA14386	HELIO_02717, HELIO_11983, HELIO_06323
OG0003651	ORYLA15506	HELIO_01012
OG0003652	ORYLA04563, ORYLA03095	HELIO_05306
OG0003653	ORYLA01638, ORYLA07485	HELIO_00722
OG0003654	ORYLA09093	HELIO_11410
OG0003655	ORYLA11608, ORYLA09516	HELIO_12535
OG0003656	ORYLA12194, ORYLA06060	HELIO_01092
OG0003657	ORYLA04683, ORYLA09891	HELIO_09755
OG0003658	ORYLA05614, ORYLA01831	HELIO_10115
OG0003659	ORYLA19260	HELIO_01564
OG0003660	ORYLA04982, ORYLA08074	HELIO_06666
OG0003662	ORYLA04873, ORYLA02401	HELIO_12127
OG0003663	ORYLA07346, ORYLA04670	HELIO_00775
OG0003664	ORYLA16286	HELIO_10185
OG0003665	ORYLA11822	HELIO_10497, HELIO_07311
OG0003668	ORYLA12159	HELIO_12712
OG0003669	ORYLA00310	HELIO_09100
OG0003671	ORYLA19913, ORYLA05071, ORYLA03950	HELIO_01352
OG0003672	ORYLA07781	HELIO_03464
OG0003675	ORYLA05527	HELIO_07191
OG0003677	ORYLA09433, ORYLA09215, ORYLA16425	HELIO_12600
OG0003678	ORYLA19111, ORYLA18850	HELIO_06802
OG0003679	ORYLA09435, ORYLA09221	HELIO_01849
OG0003680	ORYLA09399	HELIO_06689
OG0003681	ORYLA15043, ORYLA12095	HELIO_01500
OG0003682	ORYLA05336, ORYLA11752	HELIO_01433
OG0003684	ORYLA09009	HELIO_08776
OG0003685	ORYLA12611	HELIO_09044
OG0003686	ORYLA15174, ORYLA15175	HELIO_08163
OG0003687	ORYLA16099, ORYLA09689	HELIO_06361
OG0003688	ORYLA15391	HELIO_05020
OG0003689	ORYLA00037	HELIO_02422
OG0003690	ORYLA10151	HELIO_12684
OG0003691	ORYLA00513	HELIO_02530, HELIO_02531, HELIO_04964
OG0003692	ORYLA17765, ORYLA17766	HELIO_09987
OG0003693	ORYLA11068, ORYLA15548	HELIO_12474
OG0003694	ORYLA05766	HELIO_05422
OG0003695	ORYLA18026, ORYLA02559, ORYLA06632, ORYLA13445	HELIO_02593
OG0003696	ORYLA14696	HELIO_11257
OG0003697	ORYLA18863	HELIO_12071
OG0003698	ORYLA05043, ORYLA17728	HELIO_09605
OG0003700	ORYLA00145, ORYLA16899	HELIO_11457
OG0003701	ORYLA09740	HELIO_05490, HELIO_11557
OG0003702	ORYLA04776, ORYLA10080	HELIO_12767
OG0003703	ORYLA19118, ORYLA07915	HELIO_02888
OG0003705	ORYLA01951	HELIO_09455
OG0003706	ORYLA06085	HELIO_11708
OG0003707	ORYLA12453	HELIO_10348
OG0003709	ORYLA15349, ORYLA12752	HELIO_00709, HELIO_04113
OG0003710	ORYLA04163, ORYLA08822	HELIO_06500
OG0003711	ORYLA12421	HELIO_12137
OG0003712	ORYLA16996, ORYLA19025	HELIO_03886, HELIO_08547
OG0003713	ORYLA13219, ORYLA06802	HELIO_10395
OG0003716	ORYLA13136	HELIO_05664, HELIO_06645
OG0003717	ORYLA02048	HELIO_05515
OG0003719	ORYLA05761	HELIO_06363
OG0003720	ORYLA06376, ORYLA01596	HELIO_08336
OG0003721	ORYLA01061	HELIO_10032, HELIO_03702
OG0003722	ORYLA06277, ORYLA02448	HELIO_03347
OG0003724	ORYLA20221	HELIO_10508
OG0003725	ORYLA13642, ORYLA17118	HELIO_02882
OG0003727	ORYLA01928, ORYLA05903	HELIO_02912
OG0003729	ORYLA08395	HELIO_11354
OG0003731	ORYLA00028	HELIO_04511, HELIO_05539
OG0003733	ORYLA07355	HELIO_03136
OG0003734	ORYLA02449	HELIO_06093
OG0003736	ORYLA15256	HELIO_03063
OG0003737	ORYLA18023, ORYLA13650	HELIO_10888
OG0003738	ORYLA16804	HELIO_10176
OG0003739	ORYLA10021	HELIO_08892
OG0003740	ORYLA14622	HELIO_05574
OG0003741	ORYLA06173	HELIO_02790
OG0003742	ORYLA06086, ORYLA02085, ORYLA16192	HELIO_08883
OG0003743	ORYLA02655, ORYLA17586	HELIO_02787
OG0003744	ORYLA15613, ORYLA13913	HELIO_04674
OG0003745	ORYLA17929	HELIO_09559
OG0003746	ORYLA20093, ORYLA08232, ORYLA19466, ORYLA02028	HELIO_00144
OG0003749	ORYLA15075, ORYLA11168	HELIO_02988
OG0003750	ORYLA15854	HELIO_02076
OG0003751	ORYLA12972	HELIO_08716
OG0003752	ORYLA20457, ORYLA20456, ORYLA14921	HELIO_08739
OG0003753	ORYLA16886, ORYLA16887	HELIO_02945
OG0003754	ORYLA14867	HELIO_09263
OG0003755	ORYLA04416	HELIO_08454
OG0003757	ORYLA03079	HELIO_08330
OG0003758	ORYLA15779	HELIO_04986
OG0003759	ORYLA16410, ORYLA01905, ORYLA01906	HELIO_08276
OG0003760	ORYLA07065, ORYLA12558	HELIO_10329
OG0003761	ORYLA14667, ORYLA19588	HELIO_09527
OG0003762	ORYLA16316	HELIO_00794
OG0003763	ORYLA04822	HELIO_02371, HELIO_07298
OG0003764	ORYLA16406	HELIO_10540
OG0003767	ORYLA05360	HELIO_03825
OG0003768	ORYLA11127	HELIO_12290, HELIO_05875, HELIO_09493
OG0003769	ORYLA08980	HELIO_09666
OG0003770	ORYLA03596	HELIO_06598
OG0003771	ORYLA19264, ORYLA17030	HELIO_09996
OG0003772	ORYLA12463	HELIO_11304
OG0003773	ORYLA08369	HELIO_11994
OG0003776	ORYLA18575	HELIO_02001
OG0003777	ORYLA09626, ORYLA20067	HELIO_01826
OG0003778	ORYLA11149, ORYLA15322	HELIO_12734
OG0003779	ORYLA16409	HELIO_09039
OG0003780	ORYLA13130, ORYLA07555, ORYLA09643	HELIO_05552
