Orthogroup	ORYLA	MOUSE
OG0002445	ORYLA10624	MOUSE34337
OG0002447	ORYLA13516	MOUSE44491
OG0002447	ORYLA13517, ORYLA13518	MOUSE44488, MOUSE44490
OG0002448	ORYLA05104, ORYLA08063	MOUSE11077, MOUSE11074
OG0002449	ORYLA07366	MOUSE20239, MOUSE20238, MOUSE20237
OG0002449	ORYLA11583	MOUSE24757
OG0002449	ORYLA10501	MOUSE07670, MOUSE07671
OG0002450	ORYLA06178	MOUSE30343, MOUSE30344, MOUSE30338, MOUSE30342, MOUSE30341, MOUSE30339, MOUSE30337
OG0002450	ORYLA17657	MOUSE10244, MOUSE10243
OG0002451	ORYLA13911	MOUSE52541, MOUSE52545, MOUSE52546, MOUSE52542, MOUSE52544, MOUSE52540
OG0002451	ORYLA20343	MOUSE02049, MOUSE02048, MOUSE02047, MOUSE02050
OG0002452	ORYLA09813, ORYLA12244	MOUSE26238, MOUSE26237
OG0002452	ORYLA08195	MOUSE05827, MOUSE05830, MOUSE05831
OG0002453	ORYLA04128	MOUSE50652, MOUSE50651, MOUSE50650
OG0002454	ORYLA02662	MOUSE37791, MOUSE37793
OG0002454	ORYLA03604, ORYLA04535	MOUSE38210, MOUSE38209
OG0002455	ORYLA15598	MOUSE35024, MOUSE35023, MOUSE35025, MOUSE35026, MOUSE35028, MOUSE35027
OG0002455	ORYLA03626	MOUSE29474, MOUSE29473, MOUSE29469, MOUSE29466, MOUSE29470, MOUSE29471, MOUSE29467, MOUSE29468, MOUSE29472
OG0002456	ORYLA01754	MOUSE53275, MOUSE53282
OG0002456	ORYLA05526	MOUSE53276
OG0002456	ORYLA00742	MOUSE05489
OG0002457	ORYLA10176	MOUSE08012
OG0002459	ORYLA16722	MOUSE46120, MOUSE46124, MOUSE46123, MOUSE46121
OG0002461	ORYLA03186	MOUSE29823
OG0002461	ORYLA00475	MOUSE30128
OG0002462	ORYLA16585	MOUSE03952
OG0002462	ORYLA16320	MOUSE12337
OG0002464	ORYLA08088	MOUSE00761, MOUSE00762
OG0002464	ORYLA01160, ORYLA01161	MOUSE09599, MOUSE09598, MOUSE09600, MOUSE09596, MOUSE09597
OG0002464	ORYLA00385	MOUSE48305, MOUSE48304
OG0002465	ORYLA01849	MOUSE33996
OG0002465	ORYLA12495	MOUSE47665
OG0002466	ORYLA13222	MOUSE23753, MOUSE23754, MOUSE23752
OG0002467	ORYLA10339	MOUSE34362
OG0002467	ORYLA01725	MOUSE13433, MOUSE13431, MOUSE13430, MOUSE13432
OG0002467	ORYLA10395	MOUSE06807, MOUSE06808
OG0002476	ORYLA19661	MOUSE18114
OG0002476	ORYLA15177	MOUSE49569
OG0002477	ORYLA00716	MOUSE48838, MOUSE48839
OG0002477	ORYLA09140	MOUSE42739
OG0002477	ORYLA10787	MOUSE21455
OG0002478	ORYLA00839, ORYLA01108	MOUSE32475, MOUSE32476, MOUSE32477, MOUSE32474, MOUSE32473, MOUSE32472
OG0002478	ORYLA01315	MOUSE09462, MOUSE09460, MOUSE09461
OG0002479	ORYLA17552	MOUSE37622, MOUSE37619, MOUSE37620, MOUSE37618, MOUSE37623, MOUSE37624
OG0002480	ORYLA18825	MOUSE06240
OG0002481	ORYLA04107	MOUSE43445
OG0002482	ORYLA12367, ORYLA14603	MOUSE45847
OG0002482	ORYLA11138, ORYLA15700	MOUSE17267
OG0002486	ORYLA13034, ORYLA13035, ORYLA07046	MOUSE03701, MOUSE03700
OG0002487	ORYLA10077	MOUSE07251, MOUSE07250, MOUSE07256, MOUSE07254, MOUSE07255, MOUSE07249, MOUSE07253, MOUSE07252
OG0002489	ORYLA07869	MOUSE21419
OG0002489	ORYLA10725	MOUSE27891
OG0002490	ORYLA20206	MOUSE54267
OG0002490	ORYLA03483	MOUSE06889
OG0002491	ORYLA16148	MOUSE19148, MOUSE19150, MOUSE19149
OG0002491	ORYLA13367	MOUSE01459, MOUSE01463
OG0002492	ORYLA13129	MOUSE22837
OG0002493	ORYLA10679	MOUSE18356, MOUSE18357
OG0002494	ORYLA16085	MOUSE15175
OG0002494	ORYLA14151, ORYLA14152	MOUSE28845, MOUSE28844
OG0002495	ORYLA09473	MOUSE26610, MOUSE26616, MOUSE26608, MOUSE26614, MOUSE26606, MOUSE26612, MOUSE26617, MOUSE26613, MOUSE26611, MOUSE26605, MOUSE26615, MOUSE26607, MOUSE26609, MOUSE26563, MOUSE26561, MOUSE26562, MOUSE26560
OG0002496	ORYLA17308	MOUSE32442, MOUSE32440, MOUSE32441
OG0002496	ORYLA06622	MOUSE17163, MOUSE17162
OG0002497	ORYLA16464	MOUSE05518, MOUSE05517
OG0002497	ORYLA02147	MOUSE18374
OG0002499	ORYLA04232, ORYLA16130	MOUSE35125, MOUSE35126
OG0002500	ORYLA16848	MOUSE46266, MOUSE46265, MOUSE46264
OG0002501	ORYLA04100	MOUSE04877
OG0002503	ORYLA20467	MOUSE03370, MOUSE03368, MOUSE03371, MOUSE03369
OG0002504	ORYLA03962, ORYLA03750	MOUSE38039, MOUSE38040
OG0002505	ORYLA07785	MOUSE38688, MOUSE38685, MOUSE38684, MOUSE38687, MOUSE38686
OG0002506	ORYLA11317, ORYLA11316, ORYLA10491	MOUSE07691
OG0002506	ORYLA18978	MOUSE24767, MOUSE24766, MOUSE24765
OG0002507	ORYLA19810, ORYLA02990	MOUSE09837
OG0002507	ORYLA07147	MOUSE31332
OG0002508	ORYLA04003, ORYLA03237	MOUSE04671, MOUSE04674, MOUSE04670, MOUSE04672
OG0002509	ORYLA05102	MOUSE11067
OG0002509	ORYLA08062	MOUSE11066
OG0002510	ORYLA03417	MOUSE50159, MOUSE50158, MOUSE50160, MOUSE50157, MOUSE50156
OG0002511	ORYLA01762	MOUSE35458, MOUSE35460, MOUSE35461, MOUSE35459
OG0002511	ORYLA09776	MOUSE22205, MOUSE22206
OG0002512	ORYLA09500	MOUSE12994, MOUSE12993
OG0002514	ORYLA15810, ORYLA13991	MOUSE30968, MOUSE30971, MOUSE30970
OG0002514	ORYLA16347	MOUSE27271, MOUSE27270, MOUSE27272
OG0002516	ORYLA03425	MOUSE51264, MOUSE16767, MOUSE51260, MOUSE51259, MOUSE51257, MOUSE51262, MOUSE51261, MOUSE51258, MOUSE51263, MOUSE16768
OG0002517	ORYLA09842	MOUSE26352, MOUSE26351
OG0002517	ORYLA20063, ORYLA20062	MOUSE05602
OG0002517	ORYLA08194	MOUSE05670
OG0002518	ORYLA14184	MOUSE34539
OG0002519	ORYLA03921	MOUSE19409, MOUSE19408
OG0002519	ORYLA12249	MOUSE13052, MOUSE13055, MOUSE13054, MOUSE13053
OG0002520	ORYLA01513	MOUSE03593
OG0002520	ORYLA00444	MOUSE36749, MOUSE36748
OG0002522	ORYLA19791	MOUSE34944, MOUSE34945, MOUSE34943, MOUSE34942
OG0002522	ORYLA05861	MOUSE41506
OG0002523	ORYLA14147	MOUSE41057
OG0002523	ORYLA10998	MOUSE39451, MOUSE39450, MOUSE39448, MOUSE39447
OG0002524	ORYLA02279	MOUSE37810
OG0002524	ORYLA03607	MOUSE38180, MOUSE38182, MOUSE38179, MOUSE38181
OG0002525	ORYLA11560	MOUSE00130
OG0002525	ORYLA03131	MOUSE15800
OG0002526	ORYLA08708	MOUSE35751, MOUSE35750, MOUSE35749
OG0002527	ORYLA06375	MOUSE23816, MOUSE23815
OG0002528	ORYLA01158	MOUSE19182
OG0002529	ORYLA18875	MOUSE22924, MOUSE22925, MOUSE22926, MOUSE22923
OG0002529	ORYLA19572	MOUSE45282, MOUSE45283, MOUSE45284
OG0002530	ORYLA18063	MOUSE19507
OG0002530	ORYLA12134, ORYLA12135, ORYLA14668	MOUSE51776, MOUSE51775
OG0002531	ORYLA00107, ORYLA05239	MOUSE08672, MOUSE08670
OG0002531	ORYLA08681	MOUSE11680, MOUSE11677, MOUSE11676, MOUSE11678, MOUSE11679
OG0002531	ORYLA01408	MOUSE20307, MOUSE20308, MOUSE20310, MOUSE20309
OG0002532	ORYLA08319	MOUSE06200, MOUSE06199, MOUSE06198
OG0002533	ORYLA03460	MOUSE04461, MOUSE04460
OG0002534	ORYLA14793, ORYLA12638	MOUSE51440
OG0002534	ORYLA06193	MOUSE32299
OG0002535	ORYLA02470, ORYLA17324	MOUSE40311, MOUSE40312
OG0002536	ORYLA20048	MOUSE46860
OG0002536	ORYLA07334	MOUSE36193
OG0002536	ORYLA17752	MOUSE47941, MOUSE47940, MOUSE47939, MOUSE47938
OG0002537	ORYLA16706, ORYLA00884	MOUSE14976, MOUSE14975
OG0002538	ORYLA08631	MOUSE22260
OG0002538	ORYLA06153	MOUSE22261
OG0002538	ORYLA16393, ORYLA07902	MOUSE05178
OG0002539	ORYLA11062	MOUSE14352, MOUSE14351
OG0002540	ORYLA19946	MOUSE12683
OG0002540	ORYLA02188	MOUSE29303, MOUSE29302
OG0002541	ORYLA10847	MOUSE41743, MOUSE41744, MOUSE41745
OG0002542	ORYLA09020	MOUSE25108, MOUSE25110
OG0002542	ORYLA16196, ORYLA14360	MOUSE05302, MOUSE02385
OG0002543	ORYLA19583, ORYLA02866	MOUSE01120, MOUSE01119
OG0002545	ORYLA15692	MOUSE31228, MOUSE31226, MOUSE31229
OG0002545	ORYLA11215, ORYLA15017	MOUSE35308, MOUSE35307, MOUSE35309, MOUSE35310, MOUSE35305
OG0002547	ORYLA11405	MOUSE00372, MOUSE00370
OG0002548	ORYLA10546	MOUSE08254
OG0002548	ORYLA03069	MOUSE43212
OG0002548	ORYLA01407, ORYLA00770, ORYLA04857	MOUSE24491, MOUSE24489
OG0002549	ORYLA06929, ORYLA03340	MOUSE29977, MOUSE29973, MOUSE29976, MOUSE29972, MOUSE29975, MOUSE29974, MOUSE29971
OG0002550	ORYLA00846, ORYLA07406	MOUSE35936, MOUSE35937
OG0002551	ORYLA00960	MOUSE53854
OG0002551	ORYLA03882	MOUSE03439
OG0002551	ORYLA12041	MOUSE48212, MOUSE48213
OG0002552	ORYLA06056	MOUSE30754, MOUSE30753
OG0002552	ORYLA12609, ORYLA12610	MOUSE51981, MOUSE51979
OG0002552	ORYLA14817	MOUSE51980, MOUSE51977, MOUSE51978
OG0002553	ORYLA17488, ORYLA02625	MOUSE19779
OG0002554	ORYLA02193	MOUSE09299, MOUSE09298, MOUSE12427, MOUSE12429, MOUSE12428
OG0002555	ORYLA10142	MOUSE07269, MOUSE07271
OG0002555	ORYLA05234	MOUSE08694, MOUSE08697
OG0002556	ORYLA09738, ORYLA10716	MOUSE55416
OG0002557	ORYLA18369, ORYLA01908	MOUSE17585, MOUSE17586
OG0002557	ORYLA13544	MOUSE12281
OG0002558	ORYLA18590	MOUSE24579, MOUSE24578, MOUSE07565
OG0002559	ORYLA19510	MOUSE32457, MOUSE32459, MOUSE32458, MOUSE32456, MOUSE32460
OG0002560	ORYLA18145, ORYLA02931	MOUSE32852, MOUSE32855, MOUSE32854, MOUSE32853, MOUSE32846, MOUSE32845, MOUSE32847, MOUSE32848, MOUSE32849, MOUSE32850, MOUSE32851
OG0002561	ORYLA19312	MOUSE20491
OG0002562	ORYLA17234, ORYLA13205	MOUSE01503, MOUSE01502, MOUSE01501
OG0002563	ORYLA03597	MOUSE45287, MOUSE45290, MOUSE45288, MOUSE45289, MOUSE45293, MOUSE45291, MOUSE45294
OG0002564	ORYLA07814, ORYLA07815, ORYLA17199	MOUSE05982, MOUSE05984, MOUSE05983
OG0002564	ORYLA16968	MOUSE38599, MOUSE38600
OG0002565	ORYLA15639	MOUSE34855, MOUSE34854
OG0002565	ORYLA06815, ORYLA06816	MOUSE52310, MOUSE52309, MOUSE52311
OG0002566	ORYLA19198	MOUSE37161
OG0002567	ORYLA15827	MOUSE52768, MOUSE52770, MOUSE52769
OG0002568	ORYLA13543	MOUSE36225
OG0002569	ORYLA04215	MOUSE17372, MOUSE17371, MOUSE17370, MOUSE50887, MOUSE50888
OG0002570	ORYLA19454	MOUSE28462, MOUSE28452, MOUSE28454
OG0002571	ORYLA08361	MOUSE05093, MOUSE05094, MOUSE05091, MOUSE05092, MOUSE05090
OG0002571	ORYLA07731	MOUSE14222, MOUSE14221, MOUSE14219, MOUSE14220
OG0002572	ORYLA11187	MOUSE02126
OG0002572	ORYLA12319	MOUSE27273
OG0002572	ORYLA17174	MOUSE44188
OG0002574	ORYLA11393	MOUSE18814, MOUSE18813, MOUSE07822, MOUSE07823
OG0002576	ORYLA11834	MOUSE52085
OG0002577	ORYLA18552, ORYLA19565, ORYLA09707	MOUSE20590
OG0002578	ORYLA12094, ORYLA12093, ORYLA13878	MOUSE34012, MOUSE34013
OG0002578	ORYLA12497	MOUSE25509
OG0002579	ORYLA01793	MOUSE38949, MOUSE38948
OG0002579	ORYLA16404	MOUSE05681
OG0002579	ORYLA07038, ORYLA07039	MOUSE35500, MOUSE35502, MOUSE35501
OG0002587	ORYLA15468	MOUSE28851
OG0002587	ORYLA02200	MOUSE19862
OG0002587	ORYLA20299	MOUSE49386, MOUSE49384, MOUSE49385, MOUSE49383, MOUSE49382
OG0002589	ORYLA19751	MOUSE29648, MOUSE29651, MOUSE29650, MOUSE29649, MOUSE29644, MOUSE29645, MOUSE29643, MOUSE29647, MOUSE29646
OG0002590	ORYLA13964	MOUSE28320, MOUSE28321
OG0002592	ORYLA17742	MOUSE21819, MOUSE21820, MOUSE21821
OG0002593	ORYLA09462	MOUSE22350
OG0002593	ORYLA08214	MOUSE05769
OG0002594	ORYLA12400	MOUSE49519, MOUSE49520
OG0002594	ORYLA06743	MOUSE12350
OG0002595	ORYLA16973	MOUSE38603, MOUSE38604
OG0002595	ORYLA07808, ORYLA16665	MOUSE06400, MOUSE06399
OG0002598	ORYLA13242	MOUSE33194, MOUSE33195
OG0002598	ORYLA06645, ORYLA17458	MOUSE20750
OG0002599	ORYLA14396	MOUSE23419
OG0002599	ORYLA13722	MOUSE23420, MOUSE52630
OG0002599	ORYLA14273	MOUSE52629
OG0002601	ORYLA04795	MOUSE28163
OG0002602	ORYLA18348	MOUSE06172, MOUSE06173
OG0002602	ORYLA16533	MOUSE17039, MOUSE17043, MOUSE18936, MOUSE17042, MOUSE17038
OG0002604	ORYLA02835	MOUSE54968, MOUSE07599, MOUSE07931, MOUSE54220, MOUSE12730
OG0002605	ORYLA06378	MOUSE31342, MOUSE31339, MOUSE31338, MOUSE31341
OG0002607	ORYLA14808	MOUSE27656, MOUSE27661, MOUSE27660, MOUSE27659, MOUSE27657, MOUSE27658
OG0002608	ORYLA10964	MOUSE02154, MOUSE02153
OG0002608	ORYLA12757, ORYLA12758	MOUSE47288, MOUSE47289
OG0002609	ORYLA02468	MOUSE13277, MOUSE13279, MOUSE13278
OG0002610	ORYLA07078, ORYLA09028	MOUSE13958
OG0002611	ORYLA06410	MOUSE08616, MOUSE08613, MOUSE08614
OG0002611	ORYLA15703	MOUSE14706, MOUSE14705
OG0002612	ORYLA13437, ORYLA14479	MOUSE54503, MOUSE40743
OG0002614	ORYLA09063	MOUSE21636, MOUSE21632, MOUSE21634, MOUSE21633, MOUSE21631, MOUSE21630
OG0002614	ORYLA19245, ORYLA19244	MOUSE28821, MOUSE28820, MOUSE28819, MOUSE28817, MOUSE28818
OG0002615	ORYLA05066	MOUSE21202
OG0002615	ORYLA04319	MOUSE12836, MOUSE12837, MOUSE03165, MOUSE03168, MOUSE03167, MOUSE03166
OG0002616	ORYLA04635	MOUSE46857, MOUSE46858, MOUSE46859, MOUSE46856
OG0002617	ORYLA03861	MOUSE19262
OG0002618	ORYLA16976	MOUSE38713, MOUSE38712, MOUSE38715, MOUSE38714
OG0002619	ORYLA12081	MOUSE51780
OG0002620	ORYLA18151	MOUSE25804
OG0002620	ORYLA13287	MOUSE31259, MOUSE31260
OG0002622	ORYLA00301	MOUSE36460, MOUSE36458, MOUSE36462, MOUSE36459, MOUSE36461
OG0002622	ORYLA12781	MOUSE36469, MOUSE36467, MOUSE36468, MOUSE36466, MOUSE36465
OG0002624	ORYLA05531	MOUSE13158, MOUSE22954, MOUSE22952, MOUSE22953, MOUSE13916, MOUSE13920, MOUSE13919, MOUSE13921, MOUSE13917, MOUSE13918
OG0002625	ORYLA11572	MOUSE16545
OG0002627	ORYLA01619	MOUSE30710
OG0002628	ORYLA13188, ORYLA06600	MOUSE23699, MOUSE23697, MOUSE23698
OG0002628	ORYLA18011, ORYLA02870	MOUSE26054, MOUSE26053
OG0002629	ORYLA15355	MOUSE14418, MOUSE14419
OG0002630	ORYLA18441	MOUSE18235
OG0002630	ORYLA09064	MOUSE21628, MOUSE21627
OG0002631	ORYLA10026	MOUSE12491
OG0002632	ORYLA14670	MOUSE44869
OG0002632	ORYLA02377	MOUSE10276
OG0002633	ORYLA10087	MOUSE07220, MOUSE07221, MOUSE07219
OG0002634	ORYLA19984	MOUSE27649
OG0002635	ORYLA10332	MOUSE34386
OG0002635	ORYLA10385	MOUSE06829, MOUSE06828
OG0002635	ORYLA14288	MOUSE28240, MOUSE28241
OG0002635	ORYLA05341, ORYLA05342	MOUSE09335
OG0002636	ORYLA01876, ORYLA05794	MOUSE42132, MOUSE42129, MOUSE42130, MOUSE42131
OG0002637	ORYLA00336	MOUSE15803, MOUSE15802
OG0002638	ORYLA05737	MOUSE30383, MOUSE30384
OG0002640	ORYLA04136	MOUSE01961, MOUSE01959
OG0002641	ORYLA15178	MOUSE49563, MOUSE49564
OG0002641	ORYLA02214	MOUSE13710
OG0002642	ORYLA19461, ORYLA08192, ORYLA16418	MOUSE40306, MOUSE40302, MOUSE40303, MOUSE40304, MOUSE40305
OG0002643	ORYLA01997	MOUSE10948
OG0002644	ORYLA09932	MOUSE55399, MOUSE55398, MOUSE55397
OG0002644	ORYLA08726	MOUSE55401, MOUSE55400, MOUSE55396
OG0002645	ORYLA15725	MOUSE55157
OG0002646	ORYLA14734	MOUSE39377, MOUSE39378, MOUSE39375, MOUSE39374, MOUSE39376
OG0002647	ORYLA18947	MOUSE36957, MOUSE36958
OG0002648	ORYLA12026	MOUSE49338
OG0002648	ORYLA02001	MOUSE50475, MOUSE50474
OG0002649	ORYLA00760	MOUSE21271, MOUSE21273, MOUSE21272
OG0002651	ORYLA12710	MOUSE24711
OG0002652	ORYLA12314	MOUSE49513
OG0002653	ORYLA00669	MOUSE01102, MOUSE01101
OG0002653	ORYLA01138	MOUSE01116
OG0002655	ORYLA14904	MOUSE51528, MOUSE51524, MOUSE51527
OG0002656	ORYLA16439	MOUSE05812
OG0002656	ORYLA09865	MOUSE26404, MOUSE26402, MOUSE26405, MOUSE26400, MOUSE26406, MOUSE26401, MOUSE26403, MOUSE26399
OG0002657	ORYLA05602	MOUSE11389, MOUSE11388, MOUSE11390
OG0002657	ORYLA16108	MOUSE02503
OG0002657	ORYLA14336	MOUSE02504
OG0002658	ORYLA05776	MOUSE30731, MOUSE30732
OG0002658	ORYLA08519	MOUSE12555, MOUSE12556, MOUSE12557
OG0002659	ORYLA19731	MOUSE06645, MOUSE06649, MOUSE06648, MOUSE06643, MOUSE06650, MOUSE06646, MOUSE06647, MOUSE06642
OG0002660	ORYLA20162	MOUSE11350, MOUSE11347, MOUSE11348, MOUSE11346, MOUSE11344, MOUSE11343, MOUSE11340, MOUSE11341, MOUSE11342
OG0002661	ORYLA10880	MOUSE48682
OG0002662	ORYLA07745	MOUSE14037, MOUSE14040, MOUSE14039, MOUSE14038, MOUSE14036, MOUSE14035
OG0002663	ORYLA04120	MOUSE50094, MOUSE50095, MOUSE50093, MOUSE50090, MOUSE50091, MOUSE50092
OG0002664	ORYLA07705	MOUSE33027
OG0002664	ORYLA13212	MOUSE18468
OG0002665	ORYLA01115	MOUSE20031
OG0002666	ORYLA18360, ORYLA18361	MOUSE15042, MOUSE15043, MOUSE15041, MOUSE15044, MOUSE15040
OG0002667	ORYLA02728	MOUSE25997
OG0002667	ORYLA06781, ORYLA12965	MOUSE31919, MOUSE31922, MOUSE31921, MOUSE31920
OG0002669	ORYLA03111	MOUSE43118
OG0002670	ORYLA10125	MOUSE07492, MOUSE07491, MOUSE07493
OG0002670	ORYLA05269	MOUSE16672
OG0002671	ORYLA12653	MOUSE48999
OG0002671	ORYLA16152	MOUSE28873, MOUSE28874, MOUSE28877, MOUSE28875
OG0002671	ORYLA02005, ORYLA20373	MOUSE19891
OG0002672	ORYLA09257	MOUSE13862, MOUSE13861
OG0002672	ORYLA11463	MOUSE35736, MOUSE35735
OG0002673	ORYLA04834	MOUSE20914, MOUSE20913
OG0002673	ORYLA10791	MOUSE27932, MOUSE27927
OG0002675	ORYLA13338, ORYLA07001	MOUSE09050, MOUSE09053
OG0002677	ORYLA16626	MOUSE06421, MOUSE06422, MOUSE06419, MOUSE06420
OG0002678	ORYLA07464	MOUSE36234, MOUSE36235
OG0002678	ORYLA08686, ORYLA09983	MOUSE45633, MOUSE45632
OG0002679	ORYLA03423	MOUSE29963, MOUSE29965
OG0002679	ORYLA05872	MOUSE41439, MOUSE41440, MOUSE41438
OG0002681	ORYLA03754, ORYLA04305	MOUSE05030, MOUSE05029
OG0002682	ORYLA06283	MOUSE33417
OG0002683	ORYLA15226	MOUSE54463
OG0002683	ORYLA07021, ORYLA13641	MOUSE33449, MOUSE33450
OG0002685	ORYLA09138	MOUSE00646, MOUSE15759
OG0002688	ORYLA09120	MOUSE12567
OG0002688	ORYLA00939	MOUSE36375
OG0002698	ORYLA05909	MOUSE43027, MOUSE43028, MOUSE43103, MOUSE43104, MOUSE43107, MOUSE43109, MOUSE43108, MOUSE43110, MOUSE43105, MOUSE43101, MOUSE43102, MOUSE43106, MOUSE42664, MOUSE42663, MOUSE42662
OG0002703	ORYLA04262	MOUSE51130, MOUSE51129
OG0002703	ORYLA05910	MOUSE43083, MOUSE43084
OG0002705	ORYLA12908	MOUSE01589
OG0002705	ORYLA02396	MOUSE10469, MOUSE10471
OG0002706	ORYLA19542, ORYLA19543	MOUSE45993
OG0002707	ORYLA04757	MOUSE02977
OG0002707	ORYLA11595, ORYLA10458	MOUSE11784
OG0002708	ORYLA11930	MOUSE32181, MOUSE32180, MOUSE32179, MOUSE32178
OG0002710	ORYLA13658	MOUSE01618, MOUSE01615, MOUSE01616
OG0002710	ORYLA12679	MOUSE51456
OG0002711	ORYLA09750	MOUSE22429, MOUSE22427, MOUSE22428
OG0002712	ORYLA07981	MOUSE17153, MOUSE17152, MOUSE17154, MOUSE17151
OG0002715	ORYLA14520	MOUSE11203, MOUSE11201, MOUSE11196, MOUSE11202, MOUSE11198, MOUSE11197, MOUSE11200, MOUSE11199
OG0002716	ORYLA07796	MOUSE38658
OG0002717	ORYLA03883	MOUSE03441
OG0002717	ORYLA00959	MOUSE53853, MOUSE53852, MOUSE53848, MOUSE53849
OG0002718	ORYLA15396	MOUSE34797, MOUSE34798
OG0002719	ORYLA06395, ORYLA09201	MOUSE08516, MOUSE08517
OG0002719	ORYLA09758	MOUSE22607
OG0002720	ORYLA14256	MOUSE15950, MOUSE28356
OG0002721	ORYLA05835	MOUSE44257
OG0002721	ORYLA16328, ORYLA00562	MOUSE38596, MOUSE38594, MOUSE38592, MOUSE38591, MOUSE38593
OG0002722	ORYLA10461	MOUSE11802, MOUSE11801
OG0002723	ORYLA03834, ORYLA03835	MOUSE43389, MOUSE43388
OG0002723	ORYLA07370	MOUSE20317, MOUSE21697
OG0002723	ORYLA11739	MOUSE00004, MOUSE00003
OG0002724	ORYLA00721	MOUSE06356
OG0002726	ORYLA07332	MOUSE31431
OG0002726	ORYLA08157	MOUSE11041, MOUSE11036, MOUSE11034
OG0002727	ORYLA19511	MOUSE32463, MOUSE32461, MOUSE32465, MOUSE32468, MOUSE32469, MOUSE32470, MOUSE32471, MOUSE32466, MOUSE32462, MOUSE32467, MOUSE32464
OG0002728	ORYLA03244	MOUSE04887, MOUSE04886, MOUSE04885, MOUSE04884
OG0002729	ORYLA09551	MOUSE21917, MOUSE21919, MOUSE21918, MOUSE21916
OG0002730	ORYLA05316	MOUSE32141, MOUSE32142, MOUSE32143, MOUSE32140, MOUSE32139
OG0002730	ORYLA03165	MOUSE16195, MOUSE16193, MOUSE16192
OG0002731	ORYLA18153, ORYLA02872	MOUSE25602, MOUSE25603
OG0002732	ORYLA04732	MOUSE20990
OG0002732	ORYLA07647	MOUSE36004, MOUSE36008, MOUSE36011, MOUSE36010, MOUSE36006
OG0002734	ORYLA04872	MOUSE24497, MOUSE24495, MOUSE24499, MOUSE24496, MOUSE24494, MOUSE24500
OG0002734	ORYLA00771	MOUSE24501
OG0002734	ORYLA11966, ORYLA10545	MOUSE08252, MOUSE08250, MOUSE08251, MOUSE08253
OG0002735	ORYLA02145, ORYLA06141, ORYLA15735	MOUSE14906
OG0002735	ORYLA16461, ORYLA05934	MOUSE05513
OG0002736	ORYLA08695, ORYLA09582	MOUSE51283, MOUSE51282
OG0002738	ORYLA08350	MOUSE06481
OG0002738	ORYLA00591	MOUSE38565
OG0002739	ORYLA12804	MOUSE36533, MOUSE36532, MOUSE36534
OG0002740	ORYLA00750	MOUSE21704, MOUSE21703
OG0002740	ORYLA01841	MOUSE33822
OG0002741	ORYLA12192	MOUSE51313
OG0002741	ORYLA06061	MOUSE30703
OG0002742	ORYLA04963	MOUSE20875
OG0002742	ORYLA00437	MOUSE31564, MOUSE31562
OG0002743	ORYLA19035, ORYLA09902	MOUSE26515, MOUSE39780, MOUSE20751
OG0002744	ORYLA18974	MOUSE23921, MOUSE23920
OG0002744	ORYLA02610	MOUSE25721, MOUSE25725
OG0002745	ORYLA00687	MOUSE06424
OG0002746	ORYLA05943	MOUSE43039, MOUSE43036, MOUSE43038, MOUSE43037, MOUSE43034
OG0002747	ORYLA19242	MOUSE49414
OG0002747	ORYLA02887	MOUSE26071
OG0002748	ORYLA02879	MOUSE25581, MOUSE25578, MOUSE25577, MOUSE25580, MOUSE25574, MOUSE25579, MOUSE25582, MOUSE25584, MOUSE25576, MOUSE25575, MOUSE25583, MOUSE25585
OG0002749	ORYLA09355, ORYLA08642	MOUSE54472, MOUSE54475, MOUSE54473, MOUSE54474, MOUSE19498, MOUSE36890
OG0002750	ORYLA03923	MOUSE03503
OG0002751	ORYLA17875	MOUSE01097, MOUSE01096, MOUSE01095
OG0002752	ORYLA09106	MOUSE38806, MOUSE38803, MOUSE38799, MOUSE38800
OG0002753	ORYLA14155	MOUSE40931, MOUSE40932
OG0002753	ORYLA11165	MOUSE35437, MOUSE35440, MOUSE35441, MOUSE35438
OG0002754	ORYLA18568	MOUSE55406, MOUSE55407
OG0002755	ORYLA19322	MOUSE32749, MOUSE32748, MOUSE32747
OG0002756	ORYLA13793	MOUSE50617
OG0002757	ORYLA00322, ORYLA00321	MOUSE36233, MOUSE36229, MOUSE36231, MOUSE36232, MOUSE36230
OG0002758	ORYLA03351, ORYLA04510	MOUSE38046, MOUSE38045
OG0002758	ORYLA17536	MOUSE38044
OG0002759	ORYLA09586, ORYLA09585	MOUSE12488, MOUSE12487
OG0002760	ORYLA10884	MOUSE01943, MOUSE01945
OG0002761	ORYLA17179	MOUSE46280, MOUSE46279, MOUSE46283, MOUSE46282, MOUSE46284, MOUSE46281, MOUSE46277, MOUSE46278
OG0002762	ORYLA14042	MOUSE31051, MOUSE31053, MOUSE31052
OG0002762	ORYLA10843	MOUSE02339
OG0002763	ORYLA08239	MOUSE05252, MOUSE05253
OG0002764	ORYLA15656	MOUSE34877
OG0002765	ORYLA15145, ORYLA12027	MOUSE49199, MOUSE49200, MOUSE49197
OG0002766	ORYLA10349	MOUSE08094, MOUSE08096
OG0002767	ORYLA00357	MOUSE38888, MOUSE38886, MOUSE38887, MOUSE38885
OG0002767	ORYLA00358	MOUSE36318
OG0002768	ORYLA02309, ORYLA11235	MOUSE02302
OG0002769	ORYLA17227, ORYLA02552	MOUSE36757
