Orthogroup	ORYLA	DROME
OG0002681	ORYLA03754, ORYLA04305, ORYLA16245, ORYLA07931, ORYLA16246	DROME20482, DROME09726
OG0002683	ORYLA00261, ORYLA07021, ORYLA13641	DROME18274, DROME18275
OG0002685	ORYLA09138	DROME12137
OG0002703	ORYLA04262, ORYLA05910	DROME20939
OG0002708	ORYLA11930	DROME21871, DROME21870
OG0002712	ORYLA16256	DROME21974, DROME21971, DROME21973, DROME21972
OG0002715	ORYLA14520	DROME03868
OG0002717	ORYLA03883, ORYLA00959, ORYLA09994	DROME13040
OG0002718	ORYLA15396	DROME02454, DROME02455
OG0002719	ORYLA09202, ORYLA06395, ORYLA09201, ORYLA09758, ORYLA08561	DROME00203, DROME00202, DROME00201
OG0002720	ORYLA14256	DROME20862, DROME20861
OG0002722	ORYLA10461	DROME16722
OG0002723	ORYLA03834, ORYLA03835, ORYLA07370, ORYLA11739	DROME02104
OG0002724	ORYLA00721	DROME15707
OG0002726	ORYLA07332, ORYLA08157	DROME00393, DROME00394
OG0002729	ORYLA09551	DROME14219
OG0002730	ORYLA05316, ORYLA03165	DROME19249
OG0002738	ORYLA08350, ORYLA16506, ORYLA00591	DROME12437
OG0002739	ORYLA12804	DROME11838
OG0002740	ORYLA20028, ORYLA00750, ORYLA01841	DROME04703
OG0002741	ORYLA12192, ORYLA06061	DROME08059, DROME08060
OG0002742	ORYLA04963, ORYLA00437	DROME12202, DROME12204, DROME12203
OG0002743	ORYLA19035, ORYLA09902	DROME02954
OG0002744	ORYLA18974, ORYLA02610	DROME11699, DROME11704, DROME11700, DROME11706, DROME11705, DROME11702, DROME11703, DROME11707, DROME11701
OG0002745	ORYLA00687	DROME14711, DROME04487, DROME04488, DROME15945
OG0002746	ORYLA05943	DROME16661, DROME21181
OG0002747	ORYLA19242, ORYLA02887	DROME11308, DROME19315, DROME13062
OG0002749	ORYLA09355, ORYLA08642	DROME05439
OG0002752	ORYLA09106	DROME09099, DROME09098, DROME09096, DROME09097, DROME09101, DROME09100
OG0002753	ORYLA14155, ORYLA11165	DROME11184
OG0002754	ORYLA18568	DROME16293
OG0002755	ORYLA19322	DROME17482
OG0002757	ORYLA00322, ORYLA00321	DROME02757
OG0002758	ORYLA03351, ORYLA04510, ORYLA17536	DROME08710
OG0002760	ORYLA10884	DROME11244, DROME07304
OG0002761	ORYLA17179	DROME11909
OG0002762	ORYLA14042, ORYLA10843	DROME06423
OG0002763	ORYLA08239	DROME13568, DROME13567
OG0002764	ORYLA15656, ORYLA06813, ORYLA03798	DROME00298, DROME00297, DROME00296
OG0002765	ORYLA05581, ORYLA15145, ORYLA12027	DROME12796
OG0002766	ORYLA10349	DROME13857
OG0002767	ORYLA04026, ORYLA00357, ORYLA00358	DROME05447
OG0002768	ORYLA02309, ORYLA11235	DROME05798, DROME05796
OG0002769	ORYLA17227, ORYLA02552, ORYLA12217	DROME12294, DROME12293
OG0002771	ORYLA12518	DROME01521, DROME07621
OG0002772	ORYLA12777	DROME18154
OG0002773	ORYLA19216	DROME00793, DROME00794, DROME00257
OG0002776	ORYLA01308	DROME04390
OG0002777	ORYLA14740, ORYLA10885	DROME09718
OG0002779	ORYLA20250	DROME10992
OG0002781	ORYLA16475, ORYLA16109, ORYLA19361	DROME04079, DROME04080
OG0002782	ORYLA03021, ORYLA04664, ORYLA18620	DROME16136
OG0002785	ORYLA06284, ORYLA17343, ORYLA02417	DROME05688
OG0002787	ORYLA20316	DROME19508
OG0002788	ORYLA14654	DROME12013, DROME01698
OG0002790	ORYLA03569	DROME15505, DROME15507, DROME15504, DROME15508, DROME15503, DROME15506
OG0002791	ORYLA16596, ORYLA00875, ORYLA00876, ORYLA12968, ORYLA18791, ORYLA18124	DROME01009
OG0002793	ORYLA07270	DROME18578
OG0002794	ORYLA02734, ORYLA06923	DROME11641
OG0002795	ORYLA12451, ORYLA19180	DROME13874, DROME13873, DROME13872, DROME13877, DROME13876, DROME13875
OG0002799	ORYLA04398, ORYLA16295	DROME08812, DROME08811, DROME08813, DROME08815, DROME08814
OG0002811	ORYLA14627	DROME18305
OG0002812	ORYLA02302, ORYLA13564, ORYLA06285	DROME07562
OG0002814	ORYLA04993, ORYLA08092, ORYLA04148	DROME14819
OG0002815	ORYLA05986, ORYLA10370, ORYLA11417	DROME09886
OG0002816	ORYLA13033, ORYLA06757, ORYLA06755, ORYLA06756	DROME16437
OG0002817	ORYLA10713, ORYLA11993	DROME03807
OG0002818	ORYLA15484, ORYLA15048	DROME06002
OG0002819	ORYLA07493, ORYLA08859, ORYLA14483	DROME05457, DROME05454, DROME05453
OG0002821	ORYLA13169, ORYLA06382	DROME13953, DROME13952, DROME14725, DROME03921, DROME03922, DROME03919, DROME03920
OG0002822	ORYLA16971, ORYLA00588, ORYLA16668, ORYLA07807	DROME19658
OG0002824	ORYLA09339, ORYLA06204	DROME05371, DROME05370, DROME05372
OG0002825	ORYLA11065	DROME10105, DROME10106
OG0002826	ORYLA11355, ORYLA03113	DROME12304
OG0002827	ORYLA11598	DROME04425
OG0002828	ORYLA03128	DROME07466, DROME07465, DROME07464
OG0002831	ORYLA15327	DROME21764, DROME21763
OG0002832	ORYLA06314	DROME20194
OG0002833	ORYLA08022	DROME08474, DROME08472, DROME08473, DROME08475
OG0002835	ORYLA05983, ORYLA02044	DROME04546
OG0002836	ORYLA19854, ORYLA03764	DROME03263
OG0002837	ORYLA09113, ORYLA07584, ORYLA12792	DROME16455
OG0002838	ORYLA05289, ORYLA00320	DROME19188
OG0002839	ORYLA05647	DROME20539, DROME20540
OG0002840	ORYLA12723, ORYLA13362	DROME20941
OG0002841	ORYLA15081, ORYLA11075	DROME06956
OG0002843	ORYLA17609	DROME05626
OG0002844	ORYLA20136	DROME01327, DROME00485
OG0002845	ORYLA12140	DROME21934, DROME05525, DROME05526
OG0002846	ORYLA10441	DROME12562
OG0002848	ORYLA08986	DROME11797
OG0002850	ORYLA03637	DROME18798
OG0002851	ORYLA04060, ORYLA10594, ORYLA03173	DROME07485, DROME07488, DROME07486, DROME07487
OG0002856	ORYLA06874, ORYLA12811, ORYLA02096	DROME10602, DROME10600, DROME10603, DROME10601
OG0002858	ORYLA01755, ORYLA12296	DROME20172, DROME20171
OG0002859	ORYLA07035	DROME13204
OG0002860	ORYLA16257	DROME21067
OG0002861	ORYLA12105	DROME19141
OG0002862	ORYLA04015, ORYLA05434, ORYLA05308	DROME14414
OG0002865	ORYLA10366	DROME09974
OG0002866	ORYLA02748, ORYLA00604, ORYLA16564	DROME08853
OG0002868	ORYLA17446	DROME08895, DROME08893, DROME08894
OG0002869	ORYLA13866, ORYLA16223	DROME01493
OG0002870	ORYLA10371	DROME05751
OG0002872	ORYLA02121	DROME09095
OG0002873	ORYLA19407	DROME15273, DROME15275, DROME15274
OG0002876	ORYLA08640, ORYLA04839	DROME02491
OG0002877	ORYLA13198	DROME16795
OG0002879	ORYLA12228, ORYLA10562	DROME05962
OG0002880	ORYLA06975, ORYLA20238, ORYLA11943	DROME09708
OG0002883	ORYLA12507	DROME19983, DROME19982
OG0002884	ORYLA20174	DROME00136
OG0002885	ORYLA02584	DROME10516
OG0002888	ORYLA16529, ORYLA07977, ORYLA17058, ORYLA00234	DROME08352, DROME08351
OG0002889	ORYLA14307, ORYLA10855	DROME18283, DROME18285, DROME18284
OG0002890	ORYLA15943, ORYLA14281, ORYLA05398	DROME12018
OG0002891	ORYLA16619, ORYLA00864	DROME12152
OG0002892	ORYLA16578, ORYLA12974, ORYLA17244, ORYLA02493	DROME18981
OG0002893	ORYLA09714	DROME14268
OG0002894	ORYLA04778, ORYLA10079, ORYLA05303	DROME07096, DROME07097
OG0002895	ORYLA11053, ORYLA14341	DROME16391, DROME16390
OG0002896	ORYLA09565, ORYLA09164	DROME00179, DROME00180
OG0002897	ORYLA08407	DROME08372
OG0002898	ORYLA00671, ORYLA00670	DROME21521
OG0002899	ORYLA05880, ORYLA13052	DROME09113
OG0002900	ORYLA14973, ORYLA02100	DROME06374
OG0002902	ORYLA16725, ORYLA07802, ORYLA07801	DROME12234, DROME12235
OG0002905	ORYLA15649, ORYLA07137	DROME02163, DROME02164
OG0002906	ORYLA19340, ORYLA14581	DROME12553, DROME12554
OG0002907	ORYLA02959, ORYLA14978	DROME00536, DROME00537, DROME00535
OG0002909	ORYLA15541, ORYLA10906	DROME00512
OG0002910	ORYLA10834	DROME07768
OG0002911	ORYLA05286, ORYLA17637	DROME01531, DROME01532, DROME01530
OG0002912	ORYLA12570	DROME03365, DROME03361, DROME03364
OG0002915	ORYLA15159, ORYLA06424	DROME05142, DROME05144, DROME05146, DROME05143, DROME05145, DROME05147
OG0002916	ORYLA12904, ORYLA02397	DROME03083
OG0002917	ORYLA03614	DROME13023, DROME13021, DROME13019, DROME13018, DROME13015, DROME13020, DROME13017, DROME13022, DROME13016
OG0002921	ORYLA16247	DROME20904, DROME20903
OG0002922	ORYLA05263, ORYLA05264, ORYLA17370	DROME13161
OG0002924	ORYLA12165, ORYLA14888, ORYLA02522, ORYLA02521	DROME15371
OG0002925	ORYLA05522, ORYLA14140, ORYLA01643	DROME09078, DROME09077, DROME18817, DROME18816
OG0002926	ORYLA02418, ORYLA12816	DROME01891
OG0002927	ORYLA05678	DROME09412, DROME09413
OG0002944	ORYLA11503, ORYLA15960, ORYLA09073	DROME18576
OG0002945	ORYLA00078	DROME02620
OG0002948	ORYLA20132, ORYLA04220	DROME05969, DROME05968, DROME05967, DROME05966
OG0002949	ORYLA05800	DROME10410, DROME10411
OG0002952	ORYLA04612	DROME10856, DROME10855, DROME10853, DROME10854
OG0002953	ORYLA13902	DROME06983, DROME06984
OG0002954	ORYLA12023	DROME12606, DROME12607
OG0002955	ORYLA10112	DROME16794
OG0002956	ORYLA13006, ORYLA06858	DROME13931, DROME13930, DROME13929
OG0002957	ORYLA09640	DROME15903, DROME15902
OG0002959	ORYLA11532, ORYLA10475	DROME21736
OG0002960	ORYLA01661, ORYLA05586	DROME20297, DROME20296, DROME20294, DROME20295, DROME20293
OG0002962	ORYLA19692, ORYLA16540	DROME20600
OG0002964	ORYLA17126, ORYLA00048, ORYLA16902	DROME17991, DROME17992, DROME17989, DROME17985, DROME17987, DROME17984, DROME17988, DROME17990, DROME17986
OG0002965	ORYLA05185	DROME12643, DROME12645, DROME12642, DROME12644
OG0002966	ORYLA02492	DROME20414, DROME20412, DROME20411, DROME20415, DROME20410, DROME20413
OG0002967	ORYLA03303	DROME18521, DROME18520
OG0002968	ORYLA02038	DROME05214
OG0002969	ORYLA07908	DROME04084, DROME04085
OG0002973	ORYLA14521, ORYLA18854	DROME19229, DROME19228
OG0002974	ORYLA05639, ORYLA12657	DROME01465
OG0002976	ORYLA17659	DROME16320, DROME20322, DROME20323
OG0002977	ORYLA03469	DROME10042, DROME10040, DROME10039, DROME10038, DROME10036, DROME10037, DROME10041, DROME10043
OG0002978	ORYLA01067, ORYLA11348, ORYLA10261	DROME09324, DROME11790
OG0002979	ORYLA09415, ORYLA08555	DROME15607
OG0002982	ORYLA05260	DROME07294, DROME07292, DROME07295, DROME07293
OG0002983	ORYLA05176, ORYLA13535	DROME12376
OG0002984	ORYLA05793	DROME11997
OG0002985	ORYLA16699, ORYLA00625	DROME08067, DROME08066, DROME08064, DROME08065, DROME08063
OG0002986	ORYLA15829, ORYLA13959, ORYLA20331	DROME06888
OG0002987	ORYLA15486, ORYLA01526	DROME13970, DROME13977
OG0002990	ORYLA04627	DROME12949, DROME12950
OG0002991	ORYLA04672	DROME05520, DROME05522, DROME05521
OG0002992	ORYLA09196, ORYLA15747	DROME16899, DROME16900
OG0002994	ORYLA02194	DROME07777, DROME07776
OG0002995	ORYLA10446	DROME15764, DROME15763, DROME15761, DROME15762, DROME15765
OG0002997	ORYLA06949	DROME02903
OG0002998	ORYLA14765, ORYLA16031	DROME04901, DROME04900, DROME04899
OG0003001	ORYLA09162, ORYLA09863, ORYLA06603	DROME12222
OG0003004	ORYLA10597, ORYLA03379	DROME09624, DROME09625, DROME12361, DROME12362, DROME10708
OG0003005	ORYLA05246	DROME19774
OG0003006	ORYLA16962	DROME00129
OG0003008	ORYLA06672, ORYLA13325	DROME10417, DROME10419, DROME10418
OG0003010	ORYLA08264	DROME09942, DROME21676, DROME21680, DROME21679, DROME21678, DROME21677
OG0003011	ORYLA00062, ORYLA17088	DROME17655, DROME17656
OG0003012	ORYLA13725, ORYLA14487	DROME16686
OG0003014	ORYLA11816, ORYLA12535	DROME20620
OG0003016	ORYLA00344, ORYLA19566	DROME06109, DROME04760
OG0003017	ORYLA05397, ORYLA19080	DROME03993, DROME03994
OG0003018	ORYLA04241, ORYLA03378	DROME01985
OG0003019	ORYLA11447	DROME14436
OG0003021	ORYLA07431	DROME11191
OG0003022	ORYLA00946, ORYLA00947	DROME12200
OG0003023	ORYLA03235, ORYLA02285, ORYLA17780	DROME04319, DROME04320, DROME04322, DROME19161, DROME19162, DROME20477, DROME20476, DROME19693
OG0003024	ORYLA12540	DROME14540, DROME13066
OG0003025	ORYLA16836, ORYLA06771	DROME16128
OG0003026	ORYLA00734	DROME01191
OG0003027	ORYLA17665, ORYLA15116	DROME13632
OG0003028	ORYLA02137	DROME19503
OG0003029	ORYLA02221, ORYLA15312	DROME01355, DROME01353, DROME01354, DROME01356
OG0003030	ORYLA12869, ORYLA12868, ORYLA00872, ORYLA16608	DROME20783, DROME03164
OG0003031	ORYLA16489, ORYLA08839	DROME10589, DROME10590
OG0003033	ORYLA09580	DROME02552
OG0003034	ORYLA00457	DROME13458
OG0003035	ORYLA12815, ORYLA17690	DROME10664
OG0003036	ORYLA06888, ORYLA13097	DROME08134
OG0003038	ORYLA03300, ORYLA05385	DROME21419, DROME21417, DROME21418, DROME21415, DROME21416
OG0003041	ORYLA05365	DROME13990, DROME13989
OG0003042	ORYLA09859, ORYLA09858	DROME19648, DROME19650, DROME19649
OG0003043	ORYLA13460	DROME01115
OG0003044	ORYLA04573	DROME07467
OG0003046	ORYLA15260, ORYLA06310	DROME06986
OG0003048	ORYLA15156, ORYLA08890	DROME03285
OG0003049	ORYLA17432, ORYLA12852, ORYLA06667	DROME11842
OG0003050	ORYLA00454, ORYLA19968	DROME21024, DROME21025
OG0003053	ORYLA02834	DROME05736
OG0003054	ORYLA12266, ORYLA09573	DROME15214
OG0003055	ORYLA07154, ORYLA12922, ORYLA13644	DROME13955
OG0003058	ORYLA11963, ORYLA20118, ORYLA13944	DROME03947
OG0003059	ORYLA00217, ORYLA04759	DROME10348, DROME10347, DROME10349, DROME10350
OG0003060	ORYLA16613, ORYLA06282, ORYLA13094	DROME04543
OG0003062	ORYLA06980, ORYLA15949, ORYLA12667	DROME19727
OG0003063	ORYLA10950	DROME03416
OG0003064	ORYLA13156	DROME05139, DROME16537, DROME16536
OG0003065	ORYLA05920, ORYLA02018	DROME07296
OG0003066	ORYLA15142, ORYLA14035, ORYLA11126	DROME19326
OG0003072	ORYLA13683, ORYLA10914	DROME09180, DROME09181
OG0003073	ORYLA04415, ORYLA14154	DROME13385, DROME14642
OG0003074	ORYLA16081, ORYLA01721, ORYLA05339	DROME08737, DROME08738, DROME08736, DROME08735
OG0003079	ORYLA14096, ORYLA06851, ORYLA13613	DROME11418, DROME11417
OG0003080	ORYLA01374, ORYLA08723, ORYLA08724, ORYLA01371, ORYLA03630, ORYLA10313	DROME07733
OG0003090	ORYLA19422, ORYLA09568	DROME08348, DROME08349
OG0003101	ORYLA10329, ORYLA09097, ORYLA16063, ORYLA15863	DROME16966, DROME16965, DROME16967
OG0003103	ORYLA01778	DROME19370, DROME19375, DROME19374, DROME19371, DROME19372
OG0003104	ORYLA02871, ORYLA13475	DROME01186, DROME01187
OG0003105	ORYLA01500	DROME14362, DROME14361, DROME14360
OG0003106	ORYLA14898	DROME07627
OG0003107	ORYLA15014, ORYLA12389	DROME12506
OG0003108	ORYLA11282, ORYLA15369	DROME13177, DROME13178
OG0003109	ORYLA16315	DROME00284
OG0003110	ORYLA09478	DROME09020
OG0003112	ORYLA05183	DROME16468, DROME01349, DROME01348
OG0003113	ORYLA10064, ORYLA10065	DROME01816, DROME01817
OG0003114	ORYLA07363	DROME04951, DROME04952
OG0003115	ORYLA06857, ORYLA17487	DROME18331
OG0003116	ORYLA20434	DROME20130
OG0003118	ORYLA16184, ORYLA10022, ORYLA08702	DROME11873, DROME11872
OG0003119	ORYLA04168, ORYLA20444	DROME02450, DROME02453, DROME02451
OG0003120	ORYLA19924	DROME17944
OG0003121	ORYLA14892, ORYLA13008	DROME19886, DROME19887
OG0003126	ORYLA02613	DROME07155, DROME07156, DROME07159, DROME07160, DROME07161, DROME07158, DROME07157, DROME05531, DROME05529, DROME05530, DROME05534, DROME05533, DROME05532, DROME07164, DROME07165, DROME07163, DROME07162
OG0003128	ORYLA00377	DROME20310, DROME20309
OG0003130	ORYLA03739	DROME20301, DROME20300
OG0003132	ORYLA02170	DROME12375
OG0003135	ORYLA03082	DROME07491
OG0003136	ORYLA03448, ORYLA10254	DROME17171
OG0003138	ORYLA10305	DROME18809
OG0003140	ORYLA18056, ORYLA18057, ORYLA12143, ORYLA20304	DROME06905, DROME06907, DROME06906, DROME06909, DROME06908
OG0003141	ORYLA20129, ORYLA01871, ORYLA05831	DROME21226, DROME21227
OG0003142	ORYLA17712	DROME11840
OG0003143	ORYLA18757	DROME06605, DROME06604
OG0003144	ORYLA12539, ORYLA04082	DROME13433
OG0003145	ORYLA13404, ORYLA06360	DROME03862
OG0003146	ORYLA11707	DROME01929
OG0003147	ORYLA20499	DROME16290, DROME16289
OG0003148	ORYLA11751, ORYLA05438, ORYLA19776	DROME18800, DROME18799
OG0003149	ORYLA05759	DROME16606, DROME16608
OG0003150	ORYLA01440, ORYLA09448	DROME19300
OG0003151	ORYLA09212, ORYLA15558, ORYLA14255	DROME04792
OG0003152	ORYLA16325, ORYLA08299, ORYLA16852	DROME17760
OG0003153	ORYLA18339	DROME21845
OG0003154	ORYLA06654	DROME05761
OG0003157	ORYLA04495	DROME06121, DROME06123, DROME06124, DROME06122, DROME06125, DROME06126
OG0003158	ORYLA08610, ORYLA09460, ORYLA08913	DROME02271
OG0003159	ORYLA02503, ORYLA17417, ORYLA05287	DROME05071
OG0003160	ORYLA05070, ORYLA19915	DROME17382
OG0003161	ORYLA18915, ORYLA10523, ORYLA18916	DROME12081
OG0003164	ORYLA20487, ORYLA00816	DROME01606
OG0003165	ORYLA08595, ORYLA10561	DROME00374, DROME00377, DROME00375, DROME00376
OG0003169	ORYLA09698	DROME03939
OG0003172	ORYLA09854	DROME02195
OG0003173	ORYLA00376, ORYLA02346	DROME20160, DROME20161
OG0003174	ORYLA20481	DROME21527, DROME21526, DROME21528
OG0003175	ORYLA01979, ORYLA06140	DROME02106
OG0003176	ORYLA12690	DROME19128
OG0003178	ORYLA03270	DROME10286, DROME10285
OG0003179	ORYLA00445	DROME19635
OG0003180	ORYLA03447, ORYLA03986, ORYLA03985	DROME11167, DROME11166
OG0003181	ORYLA00243	DROME02965, DROME02966, DROME02967, DROME02968, DROME02969
OG0003182	ORYLA06751	DROME01632
OG0003183	ORYLA16117, ORYLA02124	DROME05040, DROME05042, DROME05041
OG0003184	ORYLA01211, ORYLA07345	DROME11152
OG0003185	ORYLA12363, ORYLA15072	DROME08767, DROME08766
OG0003188	ORYLA12586, ORYLA14947	DROME03250, DROME03249
OG0003189	ORYLA04108	DROME13140, DROME13139, DROME13141, DROME13138
OG0003191	ORYLA18538, ORYLA15754	DROME09590
OG0003192	ORYLA09709, ORYLA08386	DROME12610
OG0003193	ORYLA12245, ORYLA09712	DROME14192
OG0003197	ORYLA18639	DROME21048
OG0003199	ORYLA15973, ORYLA15714	DROME12668, DROME21725, DROME21726
OG0003202	ORYLA02354	DROME05838, DROME05839
OG0003203	ORYLA02126, ORYLA16448	DROME05382, DROME05385, DROME05386, DROME05383, DROME05384
OG0003205	ORYLA12978, ORYLA12979, ORYLA17330	DROME06205, DROME06206
OG0003206	ORYLA16318	DROME21836, DROME21837
OG0003207	ORYLA14484, ORYLA19094	DROME14952
OG0003210	ORYLA02461, ORYLA06655	DROME16773, DROME16774
OG0003212	ORYLA15489, ORYLA10940	DROME16100
OG0003214	ORYLA09799	DROME00548
OG0003215	ORYLA00108, ORYLA19619	DROME09352
OG0003217	ORYLA13146, ORYLA02509	DROME21077
OG0003218	ORYLA19022	DROME08230
OG0003219	ORYLA07225, ORYLA00485	DROME09373
OG0003220	ORYLA01985, ORYLA05947	DROME11342, DROME11341
OG0003221	ORYLA02164, ORYLA02047	DROME00225, DROME00224
OG0003222	ORYLA15011, ORYLA12395, ORYLA09003	DROME18303, DROME18302, DROME18304
OG0003223	ORYLA15511	DROME09209
OG0003224	ORYLA08420	DROME09348, DROME09349, DROME09347
OG0003225	ORYLA19236, ORYLA19235	DROME18849
OG0003226	ORYLA12048	DROME19617, DROME08490
OG0003228	ORYLA10708	DROME21008
OG0003229	ORYLA07923, ORYLA01487	DROME01144
OG0003230	ORYLA08114	DROME17741
OG0003231	ORYLA20228	DROME19301
OG0003235	ORYLA20268	DROME05661, DROME05663, DROME05662
OG0003238	ORYLA12178	DROME10776
OG0003240	ORYLA15566, ORYLA13941, ORYLA16395	DROME12807
OG0003251	ORYLA05486, ORYLA12659	DROME19769, DROME19768, DROME16949
OG0003252	ORYLA11431, ORYLA10758	DROME18445
OG0003254	ORYLA01055	DROME02901
OG0003255	ORYLA01639	DROME06336
OG0003257	ORYLA11994, ORYLA10700	DROME15418
OG0003261	ORYLA06345, ORYLA06344, ORYLA06346, ORYLA03623	DROME07634, DROME07633
OG0003262	ORYLA04363, ORYLA17978	DROME21043, DROME21045, DROME21044
OG0003263	ORYLA05786	DROME09851
OG0003264	ORYLA08989, ORYLA06289	DROME08076
OG0003267	ORYLA17915, ORYLA19756	DROME01973, DROME01974, DROME02727
OG0003268	ORYLA01958, ORYLA01959	DROME20306
OG0003269	ORYLA07800, ORYLA16726	DROME11682
OG0003272	ORYLA19655, ORYLA19654, ORYLA07229	DROME19754, DROME19755, DROME00829
OG0003273	ORYLA04340	DROME01509
OG0003275	ORYLA09029, ORYLA13943	DROME11988, DROME11987
OG0003277	ORYLA20336, ORYLA15828, ORYLA13998	DROME07456
OG0003279	ORYLA01238	DROME01016, DROME01017, DROME01018
OG0003280	ORYLA05574	DROME06169, DROME06168, DROME04670, DROME04668, DROME04669
OG0003282	ORYLA04149, ORYLA01430	DROME17686
OG0003283	ORYLA19093	DROME12472
OG0003284	ORYLA18705	DROME06818
OG0003286	ORYLA16774	DROME09199, DROME09198
OG0003287	ORYLA15508, ORYLA11362	DROME04328, DROME08276
OG0003288	ORYLA04254	DROME00366, DROME00364, DROME00365
OG0003289	ORYLA09052, ORYLA09053, ORYLA15034, ORYLA12726	DROME20541, DROME20542
OG0003290	ORYLA06270, ORYLA06269	DROME00517
OG0003291	ORYLA04004	DROME20523
OG0003293	ORYLA14350	DROME14676
OG0003294	ORYLA12880	DROME01659, DROME01660
OG0003296	ORYLA18095, ORYLA02301	DROME06822, DROME13531
OG0003297	ORYLA16817	DROME19465
OG0003298	ORYLA01355	DROME08089
OG0003299	ORYLA12913	DROME08284, DROME14772, DROME14767, DROME14773, DROME14768, DROME14774, DROME14769, DROME14771, DROME14770
OG0003301	ORYLA12501	DROME18741
OG0003302	ORYLA01208	DROME01480
OG0003303	ORYLA13616	DROME19468, DROME19469, DROME10718, DROME01925, DROME19470
OG0003304	ORYLA05709	DROME02914, DROME02913
OG0003305	ORYLA02939, ORYLA18010	DROME13149
OG0003306	ORYLA15915	DROME10136
OG0003307	ORYLA00404, ORYLA01512	DROME17313
OG0003309	ORYLA09280, ORYLA20068, ORYLA08534	DROME19043, DROME19042
OG0003311	ORYLA01367, ORYLA08826, ORYLA06226	DROME15213
OG0003314	ORYLA04286, ORYLA00307	DROME09986, DROME09988, DROME09987, DROME09985
OG0003315	ORYLA05355	DROME17830, DROME17831
OG0003316	ORYLA06489	DROME13200
OG0003317	ORYLA00142	DROME19362
OG0003318	ORYLA14596, ORYLA15728	DROME16706
OG0003320	ORYLA17866	DROME12326
OG0003327	ORYLA02456, ORYLA06278	DROME19734
OG0003329	ORYLA17667, ORYLA02366	DROME10094, DROME10095
OG0003330	ORYLA14948	DROME03252, DROME03251
OG0003331	ORYLA03745	DROME12208, DROME12210, DROME12207, DROME12209
OG0003332	ORYLA06788, ORYLA02078	DROME00791
OG0003333	ORYLA19135	DROME10886, DROME10885, DROME10884
OG0003335	ORYLA10536	DROME18113, DROME18112
OG0003336	ORYLA13585, ORYLA16595, ORYLA17841	DROME10919, DROME10920, DROME10917
OG0003337	ORYLA20124	DROME15232
OG0003340	ORYLA05123, ORYLA01941	DROME16534, DROME16533
OG0003341	ORYLA00218	DROME01797
OG0003343	ORYLA03249	DROME09151
OG0003344	ORYLA11978	DROME04462, DROME04461
OG0003346	ORYLA07076	DROME13869
OG0003347	ORYLA09885, ORYLA04679	DROME11879, DROME11880
OG0003349	ORYLA00427, ORYLA04988, ORYLA08086	DROME08306, DROME08305, DROME08304
OG0003350	ORYLA09368, ORYLA09369, ORYLA06960, ORYLA03492, ORYLA01457	DROME00177, DROME00176
OG0003352	ORYLA08412, ORYLA10054	DROME13172
OG0003353	ORYLA10916	DROME11820, DROME11822, DROME11821
OG0003354	ORYLA19460, ORYLA19459, ORYLA00204	DROME19858
OG0003356	ORYLA00555, ORYLA16745	DROME15849
OG0003357	ORYLA01325	DROME12029
OG0003358	ORYLA14258	DROME16921
OG0003359	ORYLA11531	DROME18758
OG0003360	ORYLA10113	DROME20878, DROME20879
OG0003361	ORYLA10105, ORYLA03006	DROME13197
OG0003364	ORYLA14543, ORYLA16352	DROME00064
OG0003365	ORYLA11052, ORYLA14488	DROME04108
OG0003366	ORYLA19482	DROME12603, DROME20629, DROME02253, DROME12602, DROME09664
OG0003367	ORYLA19314	DROME12239
OG0003368	ORYLA01157	DROME16106, DROME16107
OG0003370	ORYLA02169, ORYLA05635	DROME12377, DROME12378
OG0003371	ORYLA19953, ORYLA15570	DROME09945, DROME09943, DROME09944, DROME09946
OG0003372	ORYLA13263, ORYLA19929	DROME18186, DROME18187, DROME18189, DROME18182, DROME18183, DROME18184, DROME18185, DROME18188
OG0003374	ORYLA05369	DROME06476, DROME06475, DROME06474
OG0003375	ORYLA17409	DROME21029
OG0003376	ORYLA07502	DROME16130, DROME16131, DROME16129
OG0003377	ORYLA12102	DROME20606
OG0003378	ORYLA16361, ORYLA12071	DROME18533
OG0003380	ORYLA02294, ORYLA17353	DROME14333
OG0003381	ORYLA10983, ORYLA12366	DROME10051
OG0003384	ORYLA00693, ORYLA05038, ORYLA17993, ORYLA17992, ORYLA14121	DROME17249, DROME17250
OG0003386	ORYLA06516, ORYLA12917	DROME07039, DROME07040, DROME07041
OG0003388	ORYLA19757, ORYLA04964	DROME11674, DROME19363
OG0003392	ORYLA00140, ORYLA00535	DROME11355
OG0003394	ORYLA09650	DROME14094
OG0003396	ORYLA20291	DROME21609
OG0003401	ORYLA02916, ORYLA17797, ORYLA17796, ORYLA18469	DROME10424
OG0003402	ORYLA00699, ORYLA16718, ORYLA16656, ORYLA08313	DROME17185
OG0003419	ORYLA07674	DROME18310
OG0003421	ORYLA20432	DROME04908, DROME07137, DROME07651
OG0003422	ORYLA11143	DROME04814
OG0003425	ORYLA19551, ORYLA19552	DROME11464, DROME11465, DROME11463
OG0003426	ORYLA01060	DROME12495
OG0003429	ORYLA15696	DROME10812
OG0003430	ORYLA04134, ORYLA05926	DROME19610, DROME04057
OG0003431	ORYLA13930, ORYLA13647	DROME13747
OG0003433	ORYLA04481	DROME02216, DROME02219, DROME02218, DROME02217
OG0003434	ORYLA08873	DROME00166, DROME15353
