Orthogroup	ORYLA	STRPU_ok
OG0003827	ORYLA07017, ORYLA07018, ORYLA13140	STRPU_19325
OG0003828	ORYLA02923	STRPU_20403
OG0003829	ORYLA06358	STRPU_20384
OG0003830	ORYLA10180, ORYLA11924	STRPU_01759, STRPU_18068
OG0003831	ORYLA00352	STRPU_05243
OG0003832	ORYLA14681, ORYLA10931	STRPU_23140
OG0003833	ORYLA08551	STRPU_05825, STRPU_05285
OG0003834	ORYLA06974, ORYLA12844, ORYLA15270	STRPU_26294, STRPU_26268
OG0003836	ORYLA00347, ORYLA00348, ORYLA04611	STRPU_05030
OG0003837	ORYLA16787	STRPU_08087
OG0003838	ORYLA09504, ORYLA00494	STRPU_05727
OG0003839	ORYLA06804	STRPU_19903
OG0003840	ORYLA19338	STRPU_26799
OG0003841	ORYLA02082	STRPU_19672, STRPU_19649
OG0003842	ORYLA11223	STRPU_22707, STRPU_00691, STRPU_22706
OG0003843	ORYLA00216, ORYLA04760	STRPU_21504
OG0003844	ORYLA00410	STRPU_27219
OG0003845	ORYLA04421	STRPU_14394
OG0003848	ORYLA06527, ORYLA13653	STRPU_19765
OG0003849	ORYLA14884, ORYLA02815, ORYLA12162	STRPU_26764, STRPU_26750
OG0003850	ORYLA05996	STRPU_17743
OG0003851	ORYLA09286, ORYLA06613	STRPU_22235
OG0003852	ORYLA17405	STRPU_22104
OG0003853	ORYLA18272	STRPU_21495, STRPU_21486
OG0003854	ORYLA13175	STRPU_26673
OG0003855	ORYLA01615, ORYLA19634	STRPU_24429
OG0003856	ORYLA17087	STRPU_09243
OG0003857	ORYLA19469, ORYLA19468	STRPU_09242
OG0003858	ORYLA04975	STRPU_20968
OG0003859	ORYLA11310	STRPU_23995
OG0003861	ORYLA19849	STRPU_17125, STRPU_17109
OG0003862	ORYLA09814, ORYLA12243	STRPU_22604
OG0003863	ORYLA04629, ORYLA17758	STRPU_10014
OG0003864	ORYLA03365	STRPU_21449
OG0003865	ORYLA09778, ORYLA13923, ORYLA15980	STRPU_25046
OG0003866	ORYLA08827	STRPU_17669, STRPU_02253
OG0003867	ORYLA19092	STRPU_10594
OG0003868	ORYLA19824, ORYLA12769	STRPU_19663, STRPU_19655
OG0003869	ORYLA08057	STRPU_00857, STRPU_14063
OG0003870	ORYLA16354	STRPU_12851, STRPU_12861
OG0003871	ORYLA09605	STRPU_08000
OG0003872	ORYLA17934, ORYLA17933	STRPU_14352
OG0003873	ORYLA12547	STRPU_11352
OG0003874	ORYLA05727, ORYLA01534	STRPU_26807
OG0003876	ORYLA05675	STRPU_18481, STRPU_18439
OG0003877	ORYLA13505	STRPU_06336
OG0003878	ORYLA11114, ORYLA15672, ORYLA14414	STRPU_22393
OG0003881	ORYLA19792, ORYLA19793	STRPU_23870, STRPU_23833
OG0003882	ORYLA10836, ORYLA15325	STRPU_25867
OG0003883	ORYLA05064, ORYLA00737, ORYLA07337, ORYLA07336	STRPU_10088, STRPU_10151
OG0003884	ORYLA12146	STRPU_22886
OG0003885	ORYLA05118, ORYLA08990	STRPU_07351
OG0003886	ORYLA07850	STRPU_25179
OG0003887	ORYLA06119	STRPU_04757
OG0003888	ORYLA09457	STRPU_17913
OG0003890	ORYLA02702, ORYLA03959	STRPU_16231, STRPU_16184, STRPU_16192, STRPU_16233
OG0003892	ORYLA10862	STRPU_01952, STRPU_22793
OG0003893	ORYLA04836	STRPU_20996
OG0003894	ORYLA17746	STRPU_20332
OG0003895	ORYLA17184	STRPU_09912
OG0003896	ORYLA00246, ORYLA16803, ORYLA16688	STRPU_08792
OG0003897	ORYLA06606	STRPU_10680, STRPU_00559
OG0003898	ORYLA12764	STRPU_06593
OG0003899	ORYLA00332	STRPU_24703, STRPU_24689
OG0003900	ORYLA03942	STRPU_20822
OG0003901	ORYLA11674	STRPU_03089, STRPU_03088
OG0003903	ORYLA00503	STRPU_09773, STRPU_09730
OG0003904	ORYLA12590	STRPU_23136
OG0003906	ORYLA19253, ORYLA19252	STRPU_26939
OG0003908	ORYLA11218	STRPU_23887
OG0003910	ORYLA01842	STRPU_16982
OG0003911	ORYLA18945	STRPU_24667
OG0003912	ORYLA15466, ORYLA12465	STRPU_26148
OG0003913	ORYLA01416	STRPU_18325, STRPU_01122
OG0003914	ORYLA18672	STRPU_23090
OG0003915	ORYLA12264, ORYLA00970	STRPU_06949
OG0003916	ORYLA06228, ORYLA02175	STRPU_26241
OG0003917	ORYLA13507	STRPU_04930
OG0003918	ORYLA01197, ORYLA19012	STRPU_04601
OG0003920	ORYLA01688	STRPU_17479
OG0003921	ORYLA07105	STRPU_24499
OG0003923	ORYLA10036	STRPU_13944, STRPU_13941
OG0003925	ORYLA05435	STRPU_11004, STRPU_00344
OG0003926	ORYLA14433	STRPU_10755
OG0003927	ORYLA17984	STRPU_14530
OG0003930	ORYLA15221	STRPU_11790
OG0003931	ORYLA07756	STRPU_08493
OG0003932	ORYLA09727	STRPU_13334
OG0003933	ORYLA14136, ORYLA10946	STRPU_23156
OG0003934	ORYLA18258	STRPU_24564
OG0003935	ORYLA10426	STRPU_20857, STRPU_20894
OG0003936	ORYLA15161	STRPU_26066
OG0003937	ORYLA04944, ORYLA02854, ORYLA17784, ORYLA17785, ORYLA02477	STRPU_10312
OG0003939	ORYLA08294	STRPU_18436, STRPU_18437, STRPU_18479
OG0003940	ORYLA12099	STRPU_21913
OG0003942	ORYLA11858	STRPU_10724
OG0003943	ORYLA19886, ORYLA11701, ORYLA12686	STRPU_07574
OG0003944	ORYLA06722	STRPU_26716
OG0003945	ORYLA14999, ORYLA20189	STRPU_12909
OG0003946	ORYLA00695, ORYLA00840	STRPU_09832
OG0003947	ORYLA17372	STRPU_09926
OG0003948	ORYLA17792	STRPU_09826
OG0003949	ORYLA13984	STRPU_12187
OG0003951	ORYLA15529	STRPU_23993
OG0003953	ORYLA04609, ORYLA04608	STRPU_05378
OG0003954	ORYLA05547, ORYLA11360	STRPU_07256, STRPU_07231
OG0003955	ORYLA00673	STRPU_05331
OG0003956	ORYLA13069	STRPU_18464, STRPU_18425
OG0003957	ORYLA09270	STRPU_25510
OG0003958	ORYLA01353, ORYLA17566, ORYLA02785	STRPU_04451
OG0003959	ORYLA02587	STRPU_20127
OG0003960	ORYLA14710	STRPU_12093
OG0003961	ORYLA06267	STRPU_24706
OG0003962	ORYLA04594, ORYLA08720, ORYLA03911	STRPU_05218
OG0003964	ORYLA02736	STRPU_19393
OG0003965	ORYLA10358	STRPU_01083, STRPU_24217
OG0003966	ORYLA18869, ORYLA18868	STRPU_17582, STRPU_17569
OG0003967	ORYLA00887	STRPU_08909, STRPU_00918
OG0003968	ORYLA08670, ORYLA09958, ORYLA06246	STRPU_02867, STRPU_17095
OG0003969	ORYLA12575	STRPU_21355
OG0003970	ORYLA17540	STRPU_14715
OG0003971	ORYLA18033	STRPU_03433
OG0003972	ORYLA15470	STRPU_25335
OG0003973	ORYLA18600, ORYLA00775	STRPU_21229, STRPU_21231
OG0003998	ORYLA00128	STRPU_20556
OG0003999	ORYLA09012	STRPU_01968, STRPU_22810
OG0004000	ORYLA06063	STRPU_24949
OG0004002	ORYLA05237	STRPU_21325
OG0004004	ORYLA15181	STRPU_16146
OG0004005	ORYLA11539	STRPU_16657, STRPU_16683
OG0004007	ORYLA12862, ORYLA02441	STRPU_19148
OG0004009	ORYLA07186, ORYLA18510, ORYLA05182	STRPU_04637, STRPU_04668
OG0004010	ORYLA12744	STRPU_18499
OG0004011	ORYLA08072, ORYLA04979, ORYLA02389, ORYLA17955	STRPU_04289, STRPU_04319
OG0004012	ORYLA03859, ORYLA03860	STRPU_09870
OG0004014	ORYLA09781	STRPU_01097, STRPU_24202
OG0004015	ORYLA13080	STRPU_18380
OG0004016	ORYLA15762	STRPU_16841
OG0004017	ORYLA16378	STRPU_14536
OG0004019	ORYLA07079	STRPU_06670
OG0004020	ORYLA03618	STRPU_06472
OG0004021	ORYLA04388, ORYLA04386, ORYLA04387	STRPU_14759, STRPU_02563
OG0004022	ORYLA04153	STRPU_02269, STRPU_17653
OG0004023	ORYLA19712	STRPU_25909
OG0004024	ORYLA09183	STRPU_24617
OG0004025	ORYLA17302	STRPU_09604, STRPU_09594
OG0004027	ORYLA15966	STRPU_13511
OG0004028	ORYLA19452, ORYLA19451	STRPU_04568
OG0004029	ORYLA05168	STRPU_13194, STRPU_13195
OG0004031	ORYLA03387	STRPU_21388
OG0004032	ORYLA00963, ORYLA09486	STRPU_06807
OG0004033	ORYLA00102, ORYLA05233	STRPU_21510
OG0004035	ORYLA13967, ORYLA19169	STRPU_25661
OG0004036	ORYLA03934, ORYLA07549, ORYLA01986	STRPU_17564, STRPU_17586
OG0004037	ORYLA12889	STRPU_06495
OG0004038	ORYLA19827	STRPU_06801
OG0004039	ORYLA05412	STRPU_16999
OG0004042	ORYLA12519	STRPU_16694, STRPU_16667
OG0004043	ORYLA11374	STRPU_18032
OG0004044	ORYLA06709	STRPU_24535
OG0004045	ORYLA05053, ORYLA00018	STRPU_09829
OG0004047	ORYLA00724, ORYLA16680	STRPU_08496
OG0004049	ORYLA12229, ORYLA01045, ORYLA05312, ORYLA11774	STRPU_17384
OG0004051	ORYLA12291, ORYLA09890	STRPU_22150
OG0004052	ORYLA13663	STRPU_23378
OG0004053	ORYLA02143	STRPU_26759, STRPU_26744
OG0004054	ORYLA20246	STRPU_20700
OG0004055	ORYLA11987	STRPU_08814
OG0004056	ORYLA13016	STRPU_23719
OG0004057	ORYLA18803	STRPU_11804
OG0004059	ORYLA09700	STRPU_21348
OG0004060	ORYLA05319	STRPU_13836
OG0004061	ORYLA06758	STRPU_18518, STRPU_19001
OG0004062	ORYLA04662, ORYLA01143	STRPU_09567
OG0004063	ORYLA10971	STRPU_17709
OG0004064	ORYLA20087	STRPU_24939
OG0004065	ORYLA15637	STRPU_11423
OG0004067	ORYLA00948	STRPU_06102
OG0004068	ORYLA07587	STRPU_17877
OG0004069	ORYLA17225	STRPU_23907
OG0004070	ORYLA00593	STRPU_08271
OG0004071	ORYLA19319	STRPU_20340
OG0004072	ORYLA07888	STRPU_14126, STRPU_14112
OG0004073	ORYLA20307, ORYLA13758	STRPU_11758
OG0004074	ORYLA13537, ORYLA07852	STRPU_07232, STRPU_07258
OG0004076	ORYLA01649, ORYLA01648	STRPU_00594, STRPU_07563
OG0004077	ORYLA02758	STRPU_19390
OG0004078	ORYLA04957, ORYLA04956	STRPU_09343
OG0004079	ORYLA20439, ORYLA00169	STRPU_05743
OG0004080	ORYLA10289, ORYLA07044	STRPU_13277
OG0004081	ORYLA06891	STRPU_06127
OG0004082	ORYLA06902	STRPU_24384
OG0004083	ORYLA10118	STRPU_21744, STRPU_21680
OG0004084	ORYLA10620, ORYLA11716	STRPU_18900, STRPU_07666, STRPU_18901
OG0004085	ORYLA12276	STRPU_06109
OG0004086	ORYLA05224	STRPU_21572, STRPU_00282
OG0004087	ORYLA09831	STRPU_23491
OG0004088	ORYLA13309, ORYLA20375	STRPU_18617
OG0004089	ORYLA03508	STRPU_00370, STRPU_11032
OG0004090	ORYLA13744	STRPU_24163
OG0004091	ORYLA17298	STRPU_19319
OG0004092	ORYLA16447	STRPU_13303
OG0004093	ORYLA19123	STRPU_09708, STRPU_09752
OG0004094	ORYLA18005	STRPU_20262
OG0004095	ORYLA14848	STRPU_12681, STRPU_12680
OG0004096	ORYLA06633, ORYLA13446	STRPU_20338
OG0004097	ORYLA00951	STRPU_11558
OG0004098	ORYLA13241	STRPU_18328, STRPU_01120
OG0004099	ORYLA05808, ORYLA07729	STRPU_08317
OG0004100	ORYLA14757	STRPU_23805
OG0004101	ORYLA00034	STRPU_24073
OG0004102	ORYLA08051, ORYLA05259	STRPU_09962, STRPU_09983
OG0004103	ORYLA16172	STRPU_24486, STRPU_24316
OG0004104	ORYLA17223, ORYLA13619	STRPU_26985
OG0004105	ORYLA05328	STRPU_24009
OG0004106	ORYLA14443, ORYLA16021	STRPU_11447
OG0004108	ORYLA05030	STRPU_08376
OG0004110	ORYLA03874, ORYLA05290	STRPU_02810
OG0004111	ORYLA02203, ORYLA05362, ORYLA11476	STRPU_07781, STRPU_07758
OG0004112	ORYLA01550	STRPU_27382, STRPU_27383
OG0004114	ORYLA04348	STRPU_20826
OG0004115	ORYLA06190	STRPU_00175
OG0004116	ORYLA04207	STRPU_03821, STRPU_03835
OG0004117	ORYLA06456	STRPU_16567
OG0004118	ORYLA11078, ORYLA15080	STRPU_01975, STRPU_22816
OG0004119	ORYLA12671	STRPU_25283
OG0004121	ORYLA15655, ORYLA03797, ORYLA06814	STRPU_10753
OG0004123	ORYLA19290	STRPU_24495
OG0004124	ORYLA15467, ORYLA09082	STRPU_07572
OG0004125	ORYLA00144	STRPU_08132
OG0004126	ORYLA03650	STRPU_03872
OG0004127	ORYLA09061	STRPU_00575, STRPU_07543
OG0004128	ORYLA13697, ORYLA04740	STRPU_22275
OG0004129	ORYLA04726	STRPU_22276
OG0004130	ORYLA05755, ORYLA05756	STRPU_16002
OG0004131	ORYLA17963	STRPU_14462, STRPU_14463
OG0004132	ORYLA08928	STRPU_26195
OG0004133	ORYLA03520, ORYLA09449	STRPU_07007
OG0004135	ORYLA00556, ORYLA19702, ORYLA17201	STRPU_00976, STRPU_08840
OG0004136	ORYLA15892	STRPU_18932
OG0004137	ORYLA19715	STRPU_26642
OG0004139	ORYLA10225, ORYLA13368	STRPU_18649
OG0004140	ORYLA15266	STRPU_25703, STRPU_25684
OG0004141	ORYLA15916	STRPU_22323, STRPU_22305
OG0004142	ORYLA19228	STRPU_22286
OG0004143	ORYLA14097, ORYLA12079	STRPU_27285
OG0004144	ORYLA06031, ORYLA09444	STRPU_13998
OG0004146	ORYLA17537	STRPU_14257
OG0004147	ORYLA09999, ORYLA08535	STRPU_22168, STRPU_22175
OG0004148	ORYLA08231, ORYLA19465	STRPU_13669, STRPU_02401
OG0004149	ORYLA09652, ORYLA00944	STRPU_06926, STRPU_06908
OG0004153	ORYLA01191	STRPU_04733, STRPU_04726
OG0004154	ORYLA10398	STRPU_23784
OG0004156	ORYLA14744, ORYLA14745, ORYLA14464	STRPU_23130
OG0004157	ORYLA20243, ORYLA16041	STRPU_23152
OG0004158	ORYLA08591, ORYLA09357, ORYLA08876	STRPU_24023, STRPU_02639
OG0004159	ORYLA10140	STRPU_21251
OG0004160	ORYLA06641, ORYLA13459	STRPU_19074
OG0004161	ORYLA08743	STRPU_24354
OG0004162	ORYLA16508	STRPU_08075
OG0004163	ORYLA14605	STRPU_12646
OG0004164	ORYLA03880, ORYLA08087, ORYLA04989	STRPU_04686
OG0004166	ORYLA15487	STRPU_09733, STRPU_09689
OG0004167	ORYLA15371, ORYLA01065	STRPU_21156, STRPU_21164
OG0004168	ORYLA03465	STRPU_14329
OG0004169	ORYLA16635	STRPU_08900, STRPU_00919
OG0004171	ORYLA03005	STRPU_16148
OG0004172	ORYLA15121	STRPU_25249, STRPU_09051, STRPU_25339
OG0004174	ORYLA17453	STRPU_18461, STRPU_18420
OG0004175	ORYLA02638	STRPU_18679
OG0004176	ORYLA20490	STRPU_05147, STRPU_05071
OG0004178	ORYLA20267, ORYLA16161	STRPU_23007, STRPU_00881
OG0004179	ORYLA15111, ORYLA16660, ORYLA08320	STRPU_08384
OG0004180	ORYLA09252, ORYLA20090	STRPU_14125, STRPU_14113
OG0004181	ORYLA00305	STRPU_05420, STRPU_05421
OG0004182	ORYLA03175, ORYLA03174	STRPU_17424
OG0004183	ORYLA17883	STRPU_20295
OG0004184	ORYLA04652, ORYLA04653	STRPU_08996
OG0004185	ORYLA13738	STRPU_15635
OG0004186	ORYLA10541, ORYLA04337, ORYLA04880	STRPU_21395
OG0004187	ORYLA12466, ORYLA09321	STRPU_26055
OG0004188	ORYLA18782	STRPU_16239, STRPU_16200, STRPU_10934
OG0004190	ORYLA16767	STRPU_08808
OG0004197	ORYLA08401, ORYLA05626, ORYLA01838	STRPU_24927, STRPU_24926, STRPU_24925
OG0004214	ORYLA06043	STRPU_24335
OG0004215	ORYLA03688	STRPU_14765, STRPU_02559
OG0004216	ORYLA11137	STRPU_26208
OG0004217	ORYLA00162	STRPU_04965
OG0004218	ORYLA17352, ORYLA09066	STRPU_14308
OG0004219	ORYLA09856	STRPU_24948
OG0004222	ORYLA10143	STRPU_21148
OG0004223	ORYLA01529	STRPU_24406
OG0004225	ORYLA14375, ORYLA06540	STRPU_23672, STRPU_23647
OG0004226	ORYLA10741, ORYLA01488	STRPU_13717
OG0004227	ORYLA15581	STRPU_11362
OG0004229	ORYLA04904, ORYLA01162	STRPU_04722
OG0004230	ORYLA03779	STRPU_03309
OG0004231	ORYLA17203	STRPU_26733
OG0004232	ORYLA18836	STRPU_10212
OG0004233	ORYLA13892, ORYLA03624	STRPU_11044, STRPU_00382
OG0004235	ORYLA18461, ORYLA18460	STRPU_02171, STRPU_09204
OG0004236	ORYLA18284	STRPU_20693
OG0004237	ORYLA00477	STRPU_05856
OG0004238	ORYLA02026, ORYLA19743	STRPU_24793
OG0004239	ORYLA15565	STRPU_20308
OG0004240	ORYLA05216	STRPU_20696
OG0004241	ORYLA09540, ORYLA09541	STRPU_06100
OG0004242	ORYLA13103	STRPU_27250
OG0004243	ORYLA08230, ORYLA19467	STRPU_25021
OG0004245	ORYLA05193	STRPU_09672
OG0004246	ORYLA08241	STRPU_22152
OG0004248	ORYLA15416	STRPU_11280, STRPU_11242, STRPU_11281
OG0004249	ORYLA02545	STRPU_05688
OG0004250	ORYLA05194	STRPU_20579
OG0004251	ORYLA13407, ORYLA06357	STRPU_01202, STRPU_19972, STRPU_19973
OG0004252	ORYLA11763	STRPU_06470, STRPU_06473
OG0004253	ORYLA08024, ORYLA03451	STRPU_14726
OG0004254	ORYLA02332	STRPU_04154
OG0004255	ORYLA14321	STRPU_11353
OG0004257	ORYLA13796	STRPU_15432
OG0004258	ORYLA08400	STRPU_05921
OG0004259	ORYLA14900, ORYLA14901	STRPU_27359
OG0004260	ORYLA14804	STRPU_22106
OG0004261	ORYLA02160	STRPU_25985
OG0004262	ORYLA11314	STRPU_21542
OG0004263	ORYLA19672	STRPU_13850
OG0004264	ORYLA05100, ORYLA08266, ORYLA17356	STRPU_04270
OG0004265	ORYLA13288	STRPU_26380
OG0004268	ORYLA18618	STRPU_04469
OG0004269	ORYLA00762	STRPU_09465, STRPU_09466
OG0004270	ORYLA01546, ORYLA05748	STRPU_27064
OG0004271	ORYLA10889, ORYLA14724	STRPU_21998
OG0004272	ORYLA17688	STRPU_26435
OG0004273	ORYLA05805	STRPU_08464
OG0004274	ORYLA19950, ORYLA05643	STRPU_25495
OG0004275	ORYLA11016, ORYLA14720, ORYLA14202	STRPU_16562, STRPU_16544
OG0004276	ORYLA05549	STRPU_25263
OG0004277	ORYLA07503	STRPU_17561, STRPU_17589
OG0004278	ORYLA02821	STRPU_26571
OG0004280	ORYLA16385	STRPU_16617
OG0004281	ORYLA02976	STRPU_03363
OG0004282	ORYLA01943	STRPU_24365
OG0004283	ORYLA01415	STRPU_05367
OG0004284	ORYLA12786	STRPU_10181
OG0004285	ORYLA01291	STRPU_09806
OG0004286	ORYLA03608	STRPU_16779, STRPU_01753, STRPU_16776, STRPU_16778
OG0004289	ORYLA11614	STRPU_20972
OG0004290	ORYLA14551, ORYLA06167, ORYLA01685	STRPU_25362
OG0004291	ORYLA05148	STRPU_21078
OG0004292	ORYLA04782	STRPU_18201
OG0004294	ORYLA12360, ORYLA15730	STRPU_11546
OG0004295	ORYLA13614	STRPU_18784
OG0004296	ORYLA18165, ORYLA02795	STRPU_04115
OG0004297	ORYLA01594	STRPU_20036
OG0004299	ORYLA07203, ORYLA04240	STRPU_05475
OG0004300	ORYLA20173	STRPU_21999
OG0004301	ORYLA01175	STRPU_02519, STRPU_15137
OG0004302	ORYLA07918	STRPU_14723
OG0004303	ORYLA06906, ORYLA03599	STRPU_06629
OG0004304	ORYLA02764	STRPU_10222
OG0004305	ORYLA12983	STRPU_10897, STRPU_10895
OG0004306	ORYLA19624, ORYLA19623	STRPU_00569, STRPU_07534
OG0004307	ORYLA16647	STRPU_08356
OG0004308	ORYLA01248	STRPU_17528
OG0004310	ORYLA12810	STRPU_22930
OG0004311	ORYLA06878, ORYLA12820, ORYLA12821, ORYLA12822, ORYLA12213	STRPU_26858
OG0004312	ORYLA08934	STRPU_26183
OG0004314	ORYLA13384	STRPU_19410
OG0004315	ORYLA08110	STRPU_09779
OG0004316	ORYLA13055	STRPU_16713
OG0004317	ORYLA02343, ORYLA17544, ORYLA03466	STRPU_14184
OG0004318	ORYLA08308	STRPU_08553
OG0004319	ORYLA14604, ORYLA15324	STRPU_11528
OG0004320	ORYLA09519	STRPU_06054
OG0004321	ORYLA08343	STRPU_04553
OG0004322	ORYLA02168	STRPU_07127
OG0004323	ORYLA11937	STRPU_17059, STRPU_17055
OG0004324	ORYLA16074, ORYLA20239	STRPU_24904
OG0004325	ORYLA02699	STRPU_13245
OG0004327	ORYLA03590	STRPU_24331, STRPU_05772
OG0004328	ORYLA14212	STRPU_24297
OG0004329	ORYLA17380	STRPU_09615
OG0004330	ORYLA19620	STRPU_21871
OG0004331	ORYLA10128	STRPU_21658, STRPU_21723
OG0004333	ORYLA02208	STRPU_24897
OG0004334	ORYLA13634	STRPU_18166, STRPU_18150
OG0004335	ORYLA07228	STRPU_05371
OG0004336	ORYLA12292, ORYLA05686	STRPU_25732
OG0004337	ORYLA09589	STRPU_09403, STRPU_01558, STRPU_01556, STRPU_09401, STRPU_09400
OG0004338	ORYLA03022	STRPU_05398
OG0004341	ORYLA00796	STRPU_09085, STRPU_02058
OG0004342	ORYLA07522	STRPU_05762
OG0004343	ORYLA04934	STRPU_05384
OG0004345	ORYLA02462	STRPU_19863, STRPU_19890
OG0004346	ORYLA13068	STRPU_16739, STRPU_01711, STRPU_15791, STRPU_15792, STRPU_16173, STRPU_02651
OG0004347	ORYLA03450, ORYLA03449	STRPU_02516, STRPU_15134
OG0004348	ORYLA09480	STRPU_06508
OG0004349	ORYLA10657	STRPU_23509
OG0004350	ORYLA19055	STRPU_16900
OG0004351	ORYLA05855	STRPU_10892
OG0004352	ORYLA05883	STRPU_10734
OG0004353	ORYLA05853	STRPU_10473
OG0004354	ORYLA19813	STRPU_03448
OG0004355	ORYLA11295	STRPU_24976
OG0004356	ORYLA03524	STRPU_16141, STRPU_16134
OG0004357	ORYLA05275, ORYLA18598	STRPU_07481
OG0004358	ORYLA15910	STRPU_23362
OG0004359	ORYLA14312	STRPU_23834, STRPU_23872
OG0004360	ORYLA07053	STRPU_24625
OG0004362	ORYLA16460	STRPU_01645, STRPU_11982
OG0004364	ORYLA10803	STRPU_21818
OG0004365	ORYLA14910	STRPU_21985
OG0004366	ORYLA19961	STRPU_25733
OG0004367	ORYLA05252	STRPU_21494, STRPU_21485
OG0004368	ORYLA13581, ORYLA13582, ORYLA01592	STRPU_19467
OG0004369	ORYLA16298	STRPU_19645, STRPU_19675
OG0004370	ORYLA04218	STRPU_06731
OG0004372	ORYLA12930	STRPU_18914, STRPU_18915, STRPU_18879
OG0004372	ORYLA12931	STRPU_18917, STRPU_18878, STRPU_18916
OG0004373	ORYLA13428	STRPU_18651
OG0004374	ORYLA13060	STRPU_14956, STRPU_14987
OG0004375	ORYLA14822	STRPU_21903
OG0004376	ORYLA03453, ORYLA03982, ORYLA17266, ORYLA17265	STRPU_14838
OG0004378	ORYLA03486	STRPU_14220
OG0004379	ORYLA16844, ORYLA11000	STRPU_12632
OG0004380	ORYLA14741, ORYLA14742, ORYLA11001	STRPU_04047
OG0004381	ORYLA01629	STRPU_27030
OG0004382	ORYLA02422	STRPU_26803
OG0004383	ORYLA10414	STRPU_20811
OG0004384	ORYLA11849	STRPU_21328
OG0004385	ORYLA02949	STRPU_20019
OG0004386	ORYLA17577	STRPU_15588, STRPU_02218
OG0004389	ORYLA06660, ORYLA13273	STRPU_18432, STRPU_18475
OG0004390	ORYLA06508	STRPU_20364
OG0004392	ORYLA05276	STRPU_04849
OG0004393	ORYLA00736, ORYLA05065, ORYLA07310	STRPU_10284
OG0004395	ORYLA11237, ORYLA11236	STRPU_23960, STRPU_23934
OG0004396	ORYLA13670, ORYLA13671	STRPU_10960
OG0004397	ORYLA12670, ORYLA06982, ORYLA12927	STRPU_25491
OG0004398	ORYLA19042	STRPU_14743
OG0004399	ORYLA15917, ORYLA10934	STRPU_23354
OG0004400	ORYLA12834, ORYLA06976	STRPU_24835
OG0004401	ORYLA16391	STRPU_22184
OG0004402	ORYLA00359	STRPU_05533, STRPU_05593
OG0004403	ORYLA12131	STRPU_22439
OG0004404	ORYLA18290, ORYLA18289	STRPU_03631
OG0004405	ORYLA00290	STRPU_09173, STRPU_02136
OG0004406	ORYLA07369, ORYLA10660, ORYLA11663	STRPU_20717
OG0004407	ORYLA10493	STRPU_21160, STRPU_21168, STRPU_21169
OG0004408	ORYLA04575	STRPU_06859, STRPU_06855
OG0004409	ORYLA11017, ORYLA14719	STRPU_21996
OG0004413	ORYLA13706	STRPU_23910
OG0004414	ORYLA04213, ORYLA03766	STRPU_24538
OG0004415	ORYLA02106	STRPU_13688, STRPU_02388
OG0004417	ORYLA06644	STRPU_19276, STRPU_00411
OG0004418	ORYLA14094, ORYLA17533	STRPU_12510, STRPU_12484
OG0004419	ORYLA17812	STRPU_09977, STRPU_09954
OG0004420	ORYLA15597, ORYLA13498	STRPU_11444
OG0004421	ORYLA13703	STRPU_23460, STRPU_00982
OG0004422	ORYLA17669	STRPU_27279, STRPU_27262
OG0004423	ORYLA02181	STRPU_07349, STRPU_07348, STRPU_07901, STRPU_07902, STRPU_07928
OG0004424	ORYLA14156	STRPU_23668, STRPU_23642
OG0004425	ORYLA16312	STRPU_24641
OG0004426	ORYLA03269	STRPU_20530, STRPU_20532
OG0004459	ORYLA07864	STRPU_09571
OG0004460	ORYLA14340	STRPU_26151
OG0004461	ORYLA11220, ORYLA13678	STRPU_16622
OG0004462	ORYLA08525	STRPU_06172
OG0004467	ORYLA17825, ORYLA04362	STRPU_15008
OG0004468	ORYLA01117	STRPU_15279
OG0004471	ORYLA09668	STRPU_23984
OG0004472	ORYLA11083	STRPU_10341
OG0004474	ORYLA15384	STRPU_11443
OG0004475	ORYLA00288	STRPU_02128
OG0004476	ORYLA17923	STRPU_05459
OG0004477	ORYLA17327, ORYLA02798, ORYLA14659	STRPU_26944
OG0004478	ORYLA15190	STRPU_25354
OG0004479	ORYLA01642	STRPU_25490
OG0004480	ORYLA08284	STRPU_03305
OG0004481	ORYLA12038, ORYLA12039	STRPU_27176
OG0004482	ORYLA09158	STRPU_22933, STRPU_22934
OG0004483	ORYLA08606	STRPU_22442
OG0004484	ORYLA14440	STRPU_11038, STRPU_00376
OG0004485	ORYLA03123	STRPU_02839
OG0004486	ORYLA09214	STRPU_25549, STRPU_00815
OG0004487	ORYLA12882	STRPU_05739
OG0004488	ORYLA01537	STRPU_26430
OG0004489	ORYLA13724, ORYLA14275	STRPU_01983, STRPU_22823
OG0004490	ORYLA17142	STRPU_10416
OG0004491	ORYLA12722	STRPU_26194
OG0004492	ORYLA12318, ORYLA13988	STRPU_14985, STRPU_14954
OG0004493	ORYLA05968, ORYLA02037	STRPU_17332, STRPU_17354, STRPU_17317
OG0004494	ORYLA08165	STRPU_08650
OG0004495	ORYLA06356	STRPU_20165, STRPU_20159
OG0004497	ORYLA15163	STRPU_25842
OG0004498	ORYLA01757	STRPU_25250
OG0004499	ORYLA10507	STRPU_21553
OG0004500	ORYLA18253	STRPU_07478
OG0004501	ORYLA10621	STRPU_16986
OG0004502	ORYLA16140	STRPU_06181, STRPU_06211, STRPU_06212, STRPU_06185, STRPU_06182
OG0004503	ORYLA00434, ORYLA00435	STRPU_05123, STRPU_05048
