Orthogroup	ORYLA	APOSC_ok
OG0003048	ORYLA15156, ORYLA08890	APOSC_22307
OG0003049	ORYLA17432, ORYLA12852, ORYLA06667	APOSC_03139, APOSC_03138
OG0003051	ORYLA03600, ORYLA09446	APOSC_01212, APOSC_09408
OG0003053	ORYLA02834	APOSC_04553
OG0003054	ORYLA12266, ORYLA09573	APOSC_08597
OG0003055	ORYLA07154, ORYLA12922, ORYLA13644	APOSC_26490, APOSC_26931, APOSC_26930
OG0003057	ORYLA03418, ORYLA11578	APOSC_00675
OG0003058	ORYLA11963, ORYLA20118, ORYLA13944	APOSC_21910
OG0003059	ORYLA00217, ORYLA04759	APOSC_10780
OG0003060	ORYLA16613, ORYLA06282, ORYLA13094	APOSC_27498, APOSC_27497
OG0003061	ORYLA04715, ORYLA00772, ORYLA10167, ORYLA11382	APOSC_08855
OG0003062	ORYLA06980, ORYLA15949, ORYLA12667	APOSC_01556
OG0003063	ORYLA10950	APOSC_15552
OG0003064	ORYLA13156	APOSC_15563
OG0003065	ORYLA05920, ORYLA02018	APOSC_08533
OG0003066	ORYLA15142, ORYLA14035, ORYLA11126	APOSC_22132
OG0003067	ORYLA17416	APOSC_04561
OG0003069	ORYLA13162	APOSC_05199, APOSC_00453, APOSC_06581
OG0003072	ORYLA13683, ORYLA10914	APOSC_18527
OG0003073	ORYLA04415	APOSC_10886
OG0003073	ORYLA14154	APOSC_10467
OG0003074	ORYLA16081, ORYLA01721, ORYLA05339	APOSC_01865
OG0003075	ORYLA09107	APOSC_23752, APOSC_23751
OG0003077	ORYLA16520, ORYLA00601, ORYLA00159, ORYLA16743	APOSC_23902
OG0003078	ORYLA10487	APOSC_20457
OG0003079	ORYLA14096, ORYLA06851, ORYLA13613	APOSC_22913
OG0003084	ORYLA03661, ORYLA03660	APOSC_08618, APOSC_08617
OG0003086	ORYLA13810	APOSC_26201, APOSC_12144, APOSC_26200, APOSC_15456
OG0003101	ORYLA10329, ORYLA09097, ORYLA16063, ORYLA15863	APOSC_03962
OG0003103	ORYLA01778	APOSC_22471
OG0003104	ORYLA02871, ORYLA13475	APOSC_18853
OG0003105	ORYLA01500	APOSC_14568
OG0003106	ORYLA14898	APOSC_22756
OG0003107	ORYLA15014, ORYLA12389	APOSC_13572, APOSC_13571, APOSC_24099
OG0003108	ORYLA11282, ORYLA15369	APOSC_20208
OG0003109	ORYLA16315	APOSC_02192, APOSC_02194
OG0003110	ORYLA09478	APOSC_08972, APOSC_17813, APOSC_11676, APOSC_13379
OG0003111	ORYLA00857	APOSC_28438, APOSC_07657, APOSC_11211
OG0003113	ORYLA10064, ORYLA10065	APOSC_15247
OG0003114	ORYLA07363	APOSC_08728
OG0003115	ORYLA06857, ORYLA17487	APOSC_05210
OG0003118	ORYLA16184, ORYLA10022, ORYLA08702	APOSC_13716
OG0003119	ORYLA04168, ORYLA20444	APOSC_27843
OG0003120	ORYLA19924	APOSC_14132, APOSC_04419, APOSC_04418
OG0003121	ORYLA14892, ORYLA13008	APOSC_14507
OG0003122	ORYLA04700, ORYLA10184	APOSC_12979
OG0003124	ORYLA02774	APOSC_12293, APOSC_07349, APOSC_07348
OG0003127	ORYLA10091	APOSC_01357
OG0003128	ORYLA00377	APOSC_07324
OG0003130	ORYLA03739	APOSC_21592
OG0003131	ORYLA17361, ORYLA20425	APOSC_06347, APOSC_12050, APOSC_16974, APOSC_16916, APOSC_16973
OG0003132	ORYLA02170	APOSC_17640, APOSC_17639
OG0003133	ORYLA15165	APOSC_05574, APOSC_05575, APOSC_05576
OG0003133	ORYLA15167	APOSC_20780
OG0003133	ORYLA15166	APOSC_13961
OG0003135	ORYLA03082	APOSC_19629
OG0003136	ORYLA03448, ORYLA10254	APOSC_03102
OG0003138	ORYLA10305	APOSC_19584
OG0003142	ORYLA17712	APOSC_07232
OG0003144	ORYLA04082	APOSC_16927, APOSC_16926
OG0003145	ORYLA13404, ORYLA06360	APOSC_10319, APOSC_20874
OG0003146	ORYLA11707	APOSC_07075
OG0003147	ORYLA20499	APOSC_18397
OG0003148	ORYLA11751, ORYLA05438, ORYLA19776	APOSC_21523
OG0003149	ORYLA05759	APOSC_14351, APOSC_15734
OG0003150	ORYLA01440, ORYLA09448	APOSC_07694
OG0003152	ORYLA16325, ORYLA08299, ORYLA16852	APOSC_22513
OG0003153	ORYLA18339	APOSC_26183
OG0003154	ORYLA06654	APOSC_06994
OG0003157	ORYLA04495	APOSC_12815
OG0003158	ORYLA08610, ORYLA09460, ORYLA08913	APOSC_00782
OG0003159	ORYLA02503, ORYLA17417, ORYLA05287	APOSC_07797
OG0003160	ORYLA05070, ORYLA19915	APOSC_27572
OG0003161	ORYLA18915, ORYLA10523, ORYLA18916	APOSC_28138
OG0003162	ORYLA11824, ORYLA10738, ORYLA03513	APOSC_02911, APOSC_02912
OG0003163	ORYLA13213, ORYLA17286	APOSC_03590
OG0003164	ORYLA20487, ORYLA00816	APOSC_27781
OG0003165	ORYLA08595, ORYLA10561	APOSC_27104
OG0003166	ORYLA04911, ORYLA04910	APOSC_03403
OG0003167	ORYLA16879, ORYLA03605	APOSC_14053
OG0003169	ORYLA09698	APOSC_20189
OG0003171	ORYLA06807	APOSC_25907
OG0003172	ORYLA09854	APOSC_05273
OG0003173	ORYLA00376, ORYLA02346	APOSC_18974
OG0003174	ORYLA20481	APOSC_05372
OG0003175	ORYLA01979, ORYLA06140	APOSC_19430
OG0003176	ORYLA12690	APOSC_04154
OG0003179	ORYLA00445	APOSC_10676
OG0003180	ORYLA03447, ORYLA03986, ORYLA03985	APOSC_00703
OG0003181	ORYLA00243	APOSC_25121
OG0003182	ORYLA06751	APOSC_25417
OG0003183	ORYLA16117, ORYLA02124	APOSC_12138
OG0003184	ORYLA01211, ORYLA07345	APOSC_10064
OG0003185	ORYLA12363, ORYLA15072	APOSC_17234
OG0003187	ORYLA12776	APOSC_28348, APOSC_06145, APOSC_06146
OG0003188	ORYLA12586, ORYLA14947	APOSC_27313
OG0003189	ORYLA04108	APOSC_13962
OG0003190	ORYLA00506	APOSC_09818
OG0003191	ORYLA18538, ORYLA15754	APOSC_21528, APOSC_28691
OG0003192	ORYLA09709, ORYLA08386	APOSC_15341
OG0003193	ORYLA12245, ORYLA09712	APOSC_05846
OG0003195	ORYLA16742	APOSC_19126
OG0003196	ORYLA06022	APOSC_00552
OG0003197	ORYLA18639	APOSC_23003, APOSC_23004
OG0003199	ORYLA15973, ORYLA15714	APOSC_20188
OG0003200	ORYLA05114	APOSC_27847
OG0003202	ORYLA02354	APOSC_27051
OG0003203	ORYLA02126, ORYLA16448	APOSC_00928, APOSC_00929
OG0003204	ORYLA08375	APOSC_03083
OG0003205	ORYLA12978, ORYLA12979, ORYLA17330	APOSC_24249
OG0003206	ORYLA16318	APOSC_00694, APOSC_00693
OG0003207	ORYLA14484, ORYLA19094	APOSC_24531, APOSC_20290
OG0003210	ORYLA02461, ORYLA06655	APOSC_17493
OG0003211	ORYLA20322	APOSC_19199, APOSC_19198, APOSC_19196, APOSC_19197
OG0003212	ORYLA15489, ORYLA10940	APOSC_29099
OG0003213	ORYLA06531	APOSC_19508
OG0003214	ORYLA09799	APOSC_18366
OG0003215	ORYLA00108, ORYLA19619	APOSC_16838, APOSC_16839
OG0003216	ORYLA19919, ORYLA19002, ORYLA05782	APOSC_28257
OG0003217	ORYLA13146, ORYLA02509	APOSC_13005
OG0003218	ORYLA19022	APOSC_15489
OG0003220	ORYLA01985, ORYLA05947	APOSC_10137
OG0003221	ORYLA02164, ORYLA02047	APOSC_10483, APOSC_21165
OG0003222	ORYLA15011, ORYLA12395, ORYLA09003	APOSC_28884
OG0003223	ORYLA15511	APOSC_03309
OG0003224	ORYLA08420	APOSC_27710
OG0003225	ORYLA19236, ORYLA19235	APOSC_01072, APOSC_05344
OG0003226	ORYLA12048	APOSC_20312
OG0003227	ORYLA15109	APOSC_14106
OG0003228	ORYLA10708	APOSC_12201
OG0003229	ORYLA07923, ORYLA01487	APOSC_02006
OG0003230	ORYLA08114	APOSC_16300
OG0003232	ORYLA10450, ORYLA04810, ORYLA19700, ORYLA04347, ORYLA01070	APOSC_03623
OG0003234	ORYLA01163	APOSC_16222
OG0003235	ORYLA20268	APOSC_02018, APOSC_02019
OG0003238	ORYLA12178	APOSC_06592
OG0003239	ORYLA15027	APOSC_06158
OG0003240	ORYLA15566, ORYLA13941, ORYLA16395	APOSC_19551
OG0003250	ORYLA11719, ORYLA16208	APOSC_14477, APOSC_14476, APOSC_03219
OG0003251	ORYLA05486, ORYLA12659	APOSC_01087, APOSC_20351
OG0003252	ORYLA11431, ORYLA10758	APOSC_18332
OG0003253	ORYLA14109, ORYLA17719, ORYLA12706	APOSC_26695
OG0003254	ORYLA01055	APOSC_25008
OG0003255	ORYLA01639	APOSC_13275, APOSC_13276
OG0003258	ORYLA13111	APOSC_25989
OG0003259	ORYLA17769	APOSC_04665, APOSC_25225, APOSC_25224, APOSC_04666
OG0003260	ORYLA13208, ORYLA02958	APOSC_01568, APOSC_01569
OG0003261	ORYLA06345, ORYLA06344, ORYLA06346, ORYLA03623	APOSC_23715
OG0003262	ORYLA04363, ORYLA17978	APOSC_01608
OG0003263	ORYLA05786	APOSC_06856, APOSC_10864, APOSC_04917, APOSC_05065
OG0003264	ORYLA08989, ORYLA06289	APOSC_10052
OG0003265	ORYLA14054, ORYLA11239	APOSC_12648
OG0003266	ORYLA03848, ORYLA04542	APOSC_02901
OG0003267	ORYLA19756	APOSC_15562
OG0003268	ORYLA01959	APOSC_18926
OG0003269	ORYLA07800, ORYLA16726	APOSC_01010
OG0003270	ORYLA14592	APOSC_23736
OG0003272	ORYLA19655, ORYLA19654, ORYLA07229	APOSC_11506
OG0003273	ORYLA04340	APOSC_20401, APOSC_15189, APOSC_15132, APOSC_16564, APOSC_05214, APOSC_09042, APOSC_18523, APOSC_15131, APOSC_08864
OG0003275	ORYLA09029, ORYLA13943	APOSC_26815
OG0003276	ORYLA07362, ORYLA10391, ORYLA00852, ORYLA11438	APOSC_08702, APOSC_01002, APOSC_13257
OG0003277	ORYLA20336, ORYLA15828, ORYLA13998	APOSC_19318
OG0003278	ORYLA12553	APOSC_10882, APOSC_03019, APOSC_03018
OG0003279	ORYLA01238	APOSC_03598
OG0003280	ORYLA05574	APOSC_08149
OG0003282	ORYLA04149, ORYLA01430	APOSC_22425, APOSC_22426
OG0003283	ORYLA19093	APOSC_05350
OG0003286	ORYLA16774	APOSC_28119
OG0003287	ORYLA15508, ORYLA11362	APOSC_11817, APOSC_11816
OG0003288	ORYLA04254	APOSC_08027, APOSC_08028
OG0003289	ORYLA09052, ORYLA09053, ORYLA15034, ORYLA12726	APOSC_25294
OG0003290	ORYLA06270, ORYLA06269	APOSC_22357
OG0003291	ORYLA04004	APOSC_19509
OG0003293	ORYLA14350	APOSC_18462
OG0003294	ORYLA12880	APOSC_08073, APOSC_03218
OG0003295	ORYLA04874, ORYLA19440	APOSC_13157
OG0003296	ORYLA18095, ORYLA02301	APOSC_20409
OG0003297	ORYLA16817	APOSC_19537
OG0003298	ORYLA01355	APOSC_05046, APOSC_05047
OG0003299	ORYLA12913	APOSC_25288
OG0003301	ORYLA03284, ORYLA12501	APOSC_20684
OG0003303	ORYLA13616	APOSC_18665
OG0003304	ORYLA05709	APOSC_15762
OG0003306	ORYLA15915	APOSC_13804
OG0003307	ORYLA00404, ORYLA01512	APOSC_25176
OG0003309	ORYLA09280	APOSC_07262
OG0003310	ORYLA19305	APOSC_03796, APOSC_02778, APOSC_18284, APOSC_21168, APOSC_24541, APOSC_09499, APOSC_25355, APOSC_20993
OG0003311	ORYLA01367, ORYLA08826, ORYLA06226	APOSC_08614
OG0003314	ORYLA04286, ORYLA00307	APOSC_23701
OG0003315	ORYLA05354	APOSC_28652
OG0003316	ORYLA06489	APOSC_24704
OG0003317	ORYLA00142	APOSC_27860
OG0003318	ORYLA14596, ORYLA15728	APOSC_06088
OG0003319	ORYLA15491, ORYLA07033	APOSC_26103
OG0003320	ORYLA17866	APOSC_18916
OG0003323	ORYLA02747	APOSC_10997
OG0003325	ORYLA08076, ORYLA04984	APOSC_20628
OG0003326	ORYLA04931	APOSC_05346
OG0003327	ORYLA02456, ORYLA06278	APOSC_25953
OG0003328	ORYLA06738	APOSC_07445
OG0003329	ORYLA17667, ORYLA02366	APOSC_17606
OG0003330	ORYLA14948	APOSC_12519, APOSC_12520
OG0003331	ORYLA03745	APOSC_14662
OG0003332	ORYLA06788, ORYLA02078	APOSC_06501
OG0003335	ORYLA10536	APOSC_22973, APOSC_26808, APOSC_25100
OG0003336	ORYLA13585, ORYLA16595, ORYLA17841	APOSC_12100
OG0003337	ORYLA20124	APOSC_17322
OG0003340	ORYLA05123, ORYLA01941	APOSC_00595
OG0003341	ORYLA00218	APOSC_08089
OG0003342	ORYLA05754, ORYLA12334	APOSC_29102, APOSC_29101
OG0003343	ORYLA03249	APOSC_10154
OG0003344	ORYLA11978	APOSC_02014, APOSC_02015
OG0003347	ORYLA09885, ORYLA04679	APOSC_20227
OG0003348	ORYLA07117, ORYLA09434	APOSC_25980
OG0003349	ORYLA00427, ORYLA04988, ORYLA08086	APOSC_12458
OG0003351	ORYLA14628	APOSC_10926
OG0003352	ORYLA08412, ORYLA10054	APOSC_05072
OG0003353	ORYLA10916	APOSC_04886, APOSC_04887
OG0003354	ORYLA19460, ORYLA19459, ORYLA00204	APOSC_02148
OG0003355	ORYLA02544, ORYLA05076, ORYLA07720	APOSC_23132
OG0003356	ORYLA00555, ORYLA16745	APOSC_06969
OG0003357	ORYLA01325	APOSC_19085, APOSC_00799, APOSC_00798, APOSC_00797, APOSC_00800
OG0003358	ORYLA14258	APOSC_16536
OG0003359	ORYLA11531	APOSC_26597, APOSC_26598
OG0003360	ORYLA10113	APOSC_10952, APOSC_10953
OG0003361	ORYLA10105, ORYLA03006	APOSC_00516, APOSC_06798
OG0003364	ORYLA14543, ORYLA16352	APOSC_20943, APOSC_20944
OG0003365	ORYLA11052, ORYLA14488	APOSC_14128
OG0003366	ORYLA19482	APOSC_22846
OG0003367	ORYLA19314	APOSC_08856
OG0003368	ORYLA01157	APOSC_23104
OG0003369	ORYLA17954, ORYLA05099	APOSC_17312
OG0003370	ORYLA02169, ORYLA05635	APOSC_27440
OG0003371	ORYLA19953, ORYLA15570	APOSC_19267
OG0003372	ORYLA13263, ORYLA19929	APOSC_25151
OG0003373	ORYLA11155, ORYLA15306	APOSC_10165, APOSC_15730
OG0003374	ORYLA05369	APOSC_04421
OG0003375	ORYLA17409	APOSC_12301, APOSC_12302
OG0003376	ORYLA07502	APOSC_26385
OG0003377	ORYLA12102	APOSC_06534
OG0003378	ORYLA12071	APOSC_14216
OG0003379	ORYLA05666	APOSC_15500
OG0003380	ORYLA02294, ORYLA17353	APOSC_06475
OG0003381	ORYLA10983, ORYLA12366	APOSC_25031
OG0003382	ORYLA06657, ORYLA06055	APOSC_14019
OG0003383	ORYLA08272	APOSC_25016
OG0003384	ORYLA00693, ORYLA05038, ORYLA17993, ORYLA17992, ORYLA14121	APOSC_09692
OG0003385	ORYLA16115	APOSC_14005, APOSC_28819
OG0003386	ORYLA06516, ORYLA12917	APOSC_04892
OG0003387	ORYLA16634	APOSC_15335
OG0003388	ORYLA19757, ORYLA04964	APOSC_18890
OG0003391	ORYLA10703	APOSC_07433
OG0003392	ORYLA00140, ORYLA00535	APOSC_15035, APOSC_15037, APOSC_15038, APOSC_15036
OG0003393	ORYLA08548	APOSC_04031, APOSC_10149, APOSC_01176, APOSC_01177
OG0003394	ORYLA09650	APOSC_04303
OG0003396	ORYLA20291	APOSC_01679
OG0003419	ORYLA07674	APOSC_24829
OG0003420	ORYLA13381, ORYLA02466	APOSC_19215
OG0003421	ORYLA20432	APOSC_20464
OG0003422	ORYLA11143	APOSC_08655, APOSC_12687
OG0003424	ORYLA16837	APOSC_23765
OG0003425	ORYLA19551, ORYLA19552	APOSC_20861
OG0003426	ORYLA01060	APOSC_14543, APOSC_14542
OG0003428	ORYLA07230	APOSC_11400
OG0003429	ORYLA15696	APOSC_08528, APOSC_02740, APOSC_17184, APOSC_08273
OG0003430	ORYLA04134, ORYLA05926	APOSC_02277
OG0003431	ORYLA13930, ORYLA13647	APOSC_05302
OG0003432	ORYLA09229	APOSC_28050
OG0003433	ORYLA04481	APOSC_10843
OG0003434	ORYLA08873	APOSC_08572
OG0003435	ORYLA11612, ORYLA10262	APOSC_16233
OG0003437	ORYLA16686, ORYLA18274, ORYLA16631	APOSC_08994, APOSC_23604
OG0003441	ORYLA11240, ORYLA14053	APOSC_05349
OG0003443	ORYLA08295, ORYLA10121	APOSC_21858
OG0003444	ORYLA12477, ORYLA15139	APOSC_27190, APOSC_27191
OG0003445	ORYLA02950	APOSC_06753
OG0003448	ORYLA12750	APOSC_12959, APOSC_12960
OG0003449	ORYLA08945	APOSC_17548
OG0003450	ORYLA06472	APOSC_01467
OG0003451	ORYLA09529	APOSC_14787
OG0003452	ORYLA05284	APOSC_23506
OG0003453	ORYLA17585	APOSC_24552, APOSC_24553
OG0003454	ORYLA16419, ORYLA05702, ORYLA07880	APOSC_03485
OG0003455	ORYLA15928	APOSC_04973
OG0003456	ORYLA16281	APOSC_10391
OG0003457	ORYLA07032, ORYLA10641	APOSC_25499
OG0003459	ORYLA04696, ORYLA10058	APOSC_19131
OG0003460	ORYLA20040, ORYLA04718	APOSC_09556
OG0003461	ORYLA14029	APOSC_02513, APOSC_01284, APOSC_25848, APOSC_25419, APOSC_16582
OG0003462	ORYLA16610	APOSC_12605
OG0003463	ORYLA18517, ORYLA11792	APOSC_13277
OG0003464	ORYLA07795	APOSC_02590
OG0003465	ORYLA17241	APOSC_17657
OG0003466	ORYLA08173, ORYLA02600, ORYLA01193	APOSC_05316, APOSC_03599
OG0003467	ORYLA02217	APOSC_08484, APOSC_08485
OG0003469	ORYLA02002	APOSC_07978, APOSC_07979
OG0003470	ORYLA17233	APOSC_06657
OG0003471	ORYLA05163	APOSC_19480, APOSC_19479
OG0003472	ORYLA09943	APOSC_28983
OG0003473	ORYLA03676	APOSC_09713
OG0003474	ORYLA05348, ORYLA01720, ORYLA01933	APOSC_21466
OG0003475	ORYLA09037	APOSC_12044
OG0003476	ORYLA10956	APOSC_18426, APOSC_18425
OG0003477	ORYLA05136	APOSC_28136, APOSC_28137
OG0003478	ORYLA10473	APOSC_06956
OG0003479	ORYLA19858, ORYLA19857, ORYLA19376, ORYLA14248	APOSC_11579
OG0003480	ORYLA14009	APOSC_22791, APOSC_22792
OG0003481	ORYLA09851	APOSC_05224
OG0003482	ORYLA19870	APOSC_05017
OG0003483	ORYLA05235	APOSC_24644
OG0003486	ORYLA11922	APOSC_15150
OG0003487	ORYLA01531	APOSC_24508
OG0003488	ORYLA09086	APOSC_07632
OG0003489	ORYLA10608, ORYLA05128	APOSC_01163
OG0003490	ORYLA09588	APOSC_17078
OG0003491	ORYLA01435, ORYLA03786, ORYLA08768	APOSC_27592
OG0003492	ORYLA19071	APOSC_12490
OG0003495	ORYLA15496, ORYLA20263, ORYLA20109	APOSC_13435
OG0003496	ORYLA03579	APOSC_16107
OG0003497	ORYLA03780	APOSC_06959
OG0003498	ORYLA00351	APOSC_07920
OG0003499	ORYLA14587	APOSC_23653
OG0003500	ORYLA11323	APOSC_22294, APOSC_22295
OG0003501	ORYLA13017	APOSC_23234
OG0003502	ORYLA03987	APOSC_18703
OG0003503	ORYLA08311	APOSC_02298
OG0003504	ORYLA00809, ORYLA05813, ORYLA05814	APOSC_12706
OG0003505	ORYLA15188	APOSC_27791
OG0003506	ORYLA03663, ORYLA07315	APOSC_20588, APOSC_20589
OG0003507	ORYLA13206, ORYLA13567	APOSC_14632
OG0003508	ORYLA09159, ORYLA06715	APOSC_16687
OG0003509	ORYLA07419	APOSC_01600
OG0003510	ORYLA14280	APOSC_02259
OG0003511	ORYLA17668	APOSC_17361
OG0003512	ORYLA17979, ORYLA14116	APOSC_18044
OG0003513	ORYLA19681, ORYLA05692	APOSC_23790
OG0003514	ORYLA14323, ORYLA13834, ORYLA20337	APOSC_25842
OG0003515	ORYLA00165	APOSC_28363
OG0003517	ORYLA14850, ORYLA11261	APOSC_08762
OG0003518	ORYLA02219	APOSC_13189
OG0003519	ORYLA06032	APOSC_26019, APOSC_26017, APOSC_26018
OG0003520	ORYLA10150	APOSC_27298, APOSC_09597
OG0003521	ORYLA03229	APOSC_19758
OG0003522	ORYLA11321, ORYLA10376	APOSC_15737
OG0003523	ORYLA06822	APOSC_24946, APOSC_24945
OG0003524	ORYLA14492	APOSC_25697
OG0003525	ORYLA06258	APOSC_00186, APOSC_13006
OG0003526	ORYLA05238, ORYLA00105, ORYLA08676	APOSC_03620
OG0003527	ORYLA03109	APOSC_10538, APOSC_10539
OG0003528	ORYLA09598	APOSC_25058
OG0003529	ORYLA08755, ORYLA16493	APOSC_00775, APOSC_00776
OG0003530	ORYLA08384, ORYLA09655	APOSC_01811
OG0003531	ORYLA10765, ORYLA01076	APOSC_06749
OG0003532	ORYLA09550	APOSC_12900, APOSC_12899, APOSC_18857, APOSC_05700
OG0003533	ORYLA20154	APOSC_20660
OG0003534	ORYLA04728, ORYLA10480	APOSC_16413
OG0003535	ORYLA17733, ORYLA17692	APOSC_27157
OG0003536	ORYLA20264	APOSC_10287
OG0003537	ORYLA02972	APOSC_25691, APOSC_25690, APOSC_25688, APOSC_25689
OG0003538	ORYLA04723	APOSC_12153, APOSC_21059
OG0003539	ORYLA00317	APOSC_28124, APOSC_28123
OG0003541	ORYLA12459	APOSC_12528, APOSC_12526, APOSC_12527
OG0003543	ORYLA06025	APOSC_20594
OG0003544	ORYLA05956	APOSC_15667
OG0003545	ORYLA16290, ORYLA00780, ORYLA16888	APOSC_01423
OG0003546	ORYLA02573, ORYLA06777	APOSC_23945
OG0003547	ORYLA15005	APOSC_28667, APOSC_28666
OG0003548	ORYLA07339, ORYLA19601	APOSC_05144
OG0003549	ORYLA11604, ORYLA13044	APOSC_15888
OG0003550	ORYLA06826, ORYLA09869	APOSC_23937
OG0003551	ORYLA17122, ORYLA02512, ORYLA02511	APOSC_24999
OG0003552	ORYLA06559, ORYLA12973	APOSC_13079
OG0003553	ORYLA02388	APOSC_25557
OG0003554	ORYLA02272, ORYLA04649	APOSC_07264
OG0003556	ORYLA11308, ORYLA15858, ORYLA16060	APOSC_16589
OG0003557	ORYLA17940, ORYLA05103	APOSC_02465
OG0003558	ORYLA12673	APOSC_07078
OG0003560	ORYLA10146	APOSC_23803
OG0003561	ORYLA11603, ORYLA09116	APOSC_05634, APOSC_05633
OG0003562	ORYLA16057, ORYLA05508	APOSC_04504
OG0003563	ORYLA08166	APOSC_21769
OG0003564	ORYLA02602, ORYLA17999, ORYLA01509	APOSC_26128
OG0003565	ORYLA04938, ORYLA17732	APOSC_05654
OG0003566	ORYLA12377	APOSC_14118
OG0003567	ORYLA16922	APOSC_27651
OG0003568	ORYLA17899	APOSC_24669
OG0003569	ORYLA14706, ORYLA13674	APOSC_26818
OG0003570	ORYLA06235, ORYLA06236	APOSC_11684
OG0003571	ORYLA05684, ORYLA15032	APOSC_19334
OG0003572	ORYLA03054, ORYLA01059, ORYLA11318, ORYLA10495	APOSC_10707, APOSC_10706
OG0003573	ORYLA18884	APOSC_22721
OG0003576	ORYLA15848, ORYLA19484	APOSC_06059
OG0003577	ORYLA05673	APOSC_13313
OG0003578	ORYLA19177	APOSC_25298, APOSC_25297, APOSC_25299
OG0003579	ORYLA07706	APOSC_20893
OG0003581	ORYLA04075	APOSC_04452
OG0003582	ORYLA13955	APOSC_10258
OG0003598	ORYLA13193, ORYLA02886	APOSC_04757
OG0003600	ORYLA20278	APOSC_08059
OG0003601	ORYLA10294, ORYLA10291, ORYLA10290	APOSC_25575, APOSC_25576
OG0003604	ORYLA03970, ORYLA03472, ORYLA14112, ORYLA17897	APOSC_19879
OG0003607	ORYLA08341	APOSC_08230
OG0003608	ORYLA13187	APOSC_20138
OG0003610	ORYLA11705	APOSC_06489
OG0003611	ORYLA01222	APOSC_27392
OG0003612	ORYLA05697	APOSC_26359
OG0003613	ORYLA14322, ORYLA13861	APOSC_02881
OG0003615	ORYLA07166	APOSC_11360
OG0003616	ORYLA13901, ORYLA15935, ORYLA17835	APOSC_26238
OG0003617	ORYLA20096	APOSC_11452
OG0003618	ORYLA09085	APOSC_27107
OG0003619	ORYLA00995	APOSC_04035, APOSC_04036
OG0003620	ORYLA16131	APOSC_04440
OG0003621	ORYLA04086	APOSC_23124, APOSC_23123
OG0003622	ORYLA11687	APOSC_16583
OG0003623	ORYLA05862	APOSC_05900
OG0003627	ORYLA12845, ORYLA04550	APOSC_10236
OG0003628	ORYLA12634, ORYLA14794	APOSC_05325, APOSC_09088, APOSC_05324
OG0003630	ORYLA07936	APOSC_17756, APOSC_17755, APOSC_17757
OG0003631	ORYLA18266, ORYLA04613	APOSC_17097
OG0003632	ORYLA14509, ORYLA20230, ORYLA20231, ORYLA20232, ORYLA08834	APOSC_29018, APOSC_16472
OG0003633	ORYLA15479	APOSC_17860
OG0003635	ORYLA01451	APOSC_21380
OG0003636	ORYLA05265	APOSC_19330
OG0003638	ORYLA11662	APOSC_04672
OG0003639	ORYLA04010	APOSC_03331
OG0003640	ORYLA16900, ORYLA07985, ORYLA08704	APOSC_20632
OG0003641	ORYLA05514, ORYLA13948, ORYLA15562	APOSC_28507
OG0003642	ORYLA14662, ORYLA00337	APOSC_21992
OG0003643	ORYLA16013	APOSC_14666, APOSC_10990, APOSC_10989
OG0003644	ORYLA19217, ORYLA19218	APOSC_13766
OG0003645	ORYLA17019, ORYLA16769	APOSC_17297
OG0003647	ORYLA18090, ORYLA02365	APOSC_13796
OG0003648	ORYLA10802	APOSC_26289
OG0003649	ORYLA12909	APOSC_04280, APOSC_04281
OG0003650	ORYLA14386	APOSC_01121, APOSC_01120
OG0003651	ORYLA15506	APOSC_22893
OG0003652	ORYLA04563, ORYLA03095	APOSC_11361
OG0003653	ORYLA01638, ORYLA07485	APOSC_06361
OG0003654	ORYLA09093	APOSC_10366
OG0003655	ORYLA11608, ORYLA09516	APOSC_11993
OG0003656	ORYLA12194, ORYLA06060	APOSC_18739
OG0003657	ORYLA04683, ORYLA09891	APOSC_24280
OG0003658	ORYLA05614, ORYLA01831	APOSC_03798
OG0003659	ORYLA19260	APOSC_18860
OG0003660	ORYLA04982, ORYLA08074	APOSC_09904, APOSC_09903
OG0003662	ORYLA04873, ORYLA02401	APOSC_21598
OG0003663	ORYLA07346, ORYLA04670	APOSC_10877
OG0003664	ORYLA16286	APOSC_08966
OG0003665	ORYLA11822	APOSC_04754, APOSC_25726
OG0003666	ORYLA02489, ORYLA13220, ORYLA06808	APOSC_05812
OG0003668	ORYLA12159	APOSC_25254
OG0003669	ORYLA00310	APOSC_15477
OG0003671	ORYLA19913, ORYLA05071, ORYLA03950	APOSC_08142
OG0003672	ORYLA07781	APOSC_19065
OG0003674	ORYLA00233	APOSC_28516, APOSC_28518
OG0003675	ORYLA05527	APOSC_28034
OG0003677	ORYLA09433, ORYLA09215, ORYLA16425	APOSC_09551
OG0003678	ORYLA19111, ORYLA18850	APOSC_24849
OG0003679	ORYLA09435, ORYLA09221	APOSC_05717
OG0003680	ORYLA09399	APOSC_16106
OG0003681	ORYLA15043, ORYLA12095	APOSC_15622, APOSC_06679
OG0003682	ORYLA05336, ORYLA11752	APOSC_08734, APOSC_08733
OG0003683	ORYLA02323	APOSC_17206
OG0003684	ORYLA09009	APOSC_26190
OG0003685	ORYLA12611	APOSC_09627
OG0003686	ORYLA15174, ORYLA15175	APOSC_08575
OG0003687	ORYLA16099, ORYLA09689	APOSC_02961
OG0003688	ORYLA15391	APOSC_12988, APOSC_12989
