Orthogroup	ORYLA	APOSJ_ok
OG0002688	ORYLA09120, ORYLA00939	APOSJ_63258
OG0002703	ORYLA04262, ORYLA05910	APOSJ_31319
OG0002705	ORYLA12908, ORYLA02396	APOSJ_48322, APOSJ_48319, APOSJ_48321
OG0002706	ORYLA19542, ORYLA19543	APOSJ_56205
OG0002707	ORYLA04757, ORYLA00219, ORYLA11595, ORYLA10458	APOSJ_06108
OG0002708	ORYLA11930	APOSJ_48928, APOSJ_48929, APOSJ_22085, APOSJ_48927, APOSJ_08627, APOSJ_58925, APOSJ_58958, APOSJ_22084, APOSJ_22086
OG0002710	ORYLA13658, ORYLA12679, ORYLA14789	APOSJ_51882, APOSJ_51883
OG0002711	ORYLA09750, ORYLA07087	APOSJ_05805, APOSJ_40338, APOSJ_48445
OG0002712	ORYLA07981, ORYLA16256	APOSJ_34314, APOSJ_46766, APOSJ_15976, APOSJ_15974, APOSJ_24586, APOSJ_46767, APOSJ_24585, APOSJ_46764, APOSJ_46765
OG0002715	ORYLA14520	APOSJ_06762, APOSJ_16711
OG0002716	ORYLA07796	APOSJ_52435, APOSJ_29447, APOSJ_18601, APOSJ_09957, APOSJ_09959, APOSJ_27470, APOSJ_09956, APOSJ_09960, APOSJ_09958, APOSJ_18604, APOSJ_52433, APOSJ_54761
OG0002717	ORYLA03883, ORYLA00959, ORYLA09994	APOSJ_07495
OG0002718	ORYLA15396	APOSJ_22645, APOSJ_03637, APOSJ_03634, APOSJ_22646, APOSJ_03635
OG0002719	ORYLA06395, ORYLA09201, ORYLA09758, ORYLA08561	APOSJ_23715, APOSJ_23713, APOSJ_23714
OG0002720	ORYLA14256	APOSJ_09655, APOSJ_00201, APOSJ_00200
OG0002722	ORYLA10461	APOSJ_18147, APOSJ_35558, APOSJ_35556, APOSJ_35559, APOSJ_18145, APOSJ_18149, APOSJ_18146, APOSJ_18148, APOSJ_35562, APOSJ_36107, APOSJ_35557, APOSJ_18144, APOSJ_35555, APOSJ_18143, APOSJ_41555, APOSJ_35554, APOSJ_35560, APOSJ_35561
OG0002723	ORYLA03834, ORYLA03835, ORYLA07370, ORYLA11739	APOSJ_62182
OG0002724	ORYLA00721	APOSJ_35260, APOSJ_35259, APOSJ_35262, APOSJ_35261, APOSJ_35264, APOSJ_35256, APOSJ_35258, APOSJ_35263, APOSJ_03673, APOSJ_55998
OG0002727	ORYLA19511	APOSJ_45287, APOSJ_45286, APOSJ_45285, APOSJ_45281, APOSJ_45282, APOSJ_33099, APOSJ_45284, APOSJ_45283
OG0002728	ORYLA03244	APOSJ_21766, APOSJ_21764
OG0002729	ORYLA09551	APOSJ_42531
OG0002730	ORYLA05316, ORYLA03165	APOSJ_39423, APOSJ_00420
OG0002731	ORYLA18153, ORYLA02872	APOSJ_00510, APOSJ_42153, APOSJ_42150, APOSJ_42154, APOSJ_57098, APOSJ_64460, APOSJ_64461, APOSJ_55638, APOSJ_55639, APOSJ_55635, APOSJ_64463, APOSJ_55634, APOSJ_55633, APOSJ_55637, APOSJ_09812
OG0002732	ORYLA04732, ORYLA07647	APOSJ_27736, APOSJ_63545, APOSJ_27735, APOSJ_42788, APOSJ_27737, APOSJ_27738, APOSJ_42787
OG0002736	ORYLA11452	APOSJ_06435
OG0002736	ORYLA08695, ORYLA09582	APOSJ_60090, APOSJ_60089, APOSJ_60091
OG0002738	ORYLA08350, ORYLA16506, ORYLA00591	APOSJ_43408, APOSJ_43524
OG0002739	ORYLA12804	APOSJ_24129, APOSJ_24131
OG0002740	ORYLA20028, ORYLA00750, ORYLA01841	APOSJ_18081, APOSJ_17735, APOSJ_46100, APOSJ_46102, APOSJ_17736, APOSJ_17732, APOSJ_17734, APOSJ_46099, APOSJ_17733
OG0002741	ORYLA12192, ORYLA06061	APOSJ_41597, APOSJ_41596, APOSJ_60815, APOSJ_28190
OG0002742	ORYLA04963, ORYLA00437	APOSJ_01176, APOSJ_01175
OG0002743	ORYLA19035, ORYLA09902	APOSJ_06403, APOSJ_15493
OG0002744	ORYLA18974, ORYLA02610	APOSJ_21384, APOSJ_04646
OG0002745	ORYLA00687	APOSJ_31585, APOSJ_31586, APOSJ_17205, APOSJ_49772, APOSJ_31581
OG0002746	ORYLA05943	APOSJ_37776
OG0002748	ORYLA02879	APOSJ_14556, APOSJ_58086
OG0002749	ORYLA09355, ORYLA08642	APOSJ_34941, APOSJ_15942
OG0002751	ORYLA17875	APOSJ_17474, APOSJ_17471, APOSJ_17473, APOSJ_17475, APOSJ_17472, APOSJ_17476
OG0002752	ORYLA09106	APOSJ_60381, APOSJ_60392, APOSJ_32917, APOSJ_19099, APOSJ_60369, APOSJ_19100, APOSJ_19101, APOSJ_32916, APOSJ_60374, APOSJ_55917
OG0002753	ORYLA14155, ORYLA11165	APOSJ_63092, APOSJ_63089, APOSJ_29370, APOSJ_63091, APOSJ_63090, APOSJ_42366
OG0002754	ORYLA18568	APOSJ_18246, APOSJ_31278, APOSJ_64305, APOSJ_64308, APOSJ_49558, APOSJ_49563, APOSJ_18242, APOSJ_18245, APOSJ_18247, APOSJ_49561, APOSJ_18243, APOSJ_18244
OG0002755	ORYLA19322	APOSJ_35349, APOSJ_24973
OG0002756	ORYLA13793	APOSJ_06329
OG0002757	ORYLA00322, ORYLA00321	APOSJ_52815, APOSJ_51626, APOSJ_51624
OG0002758	ORYLA03351, ORYLA04510, ORYLA17536	APOSJ_08249, APOSJ_29321, APOSJ_58263
OG0002759	ORYLA09586, ORYLA09585	APOSJ_31890, APOSJ_31888, APOSJ_31894, APOSJ_31893, APOSJ_31889, APOSJ_31891, APOSJ_31373, APOSJ_31892
OG0002760	ORYLA10884	APOSJ_38596
OG0002762	ORYLA14042, ORYLA10843	APOSJ_00439, APOSJ_04500, APOSJ_04499
OG0002763	ORYLA08239	APOSJ_22568, APOSJ_18212, APOSJ_10731, APOSJ_22570, APOSJ_18214, APOSJ_20683, APOSJ_18209, APOSJ_18213, APOSJ_22572, APOSJ_18211
OG0002764	ORYLA15656, ORYLA06813, ORYLA03798	APOSJ_42508
OG0002765	ORYLA05581, ORYLA15145, ORYLA12027	APOSJ_11905
OG0002766	ORYLA10349	APOSJ_23221
OG0002767	ORYLA04026, ORYLA00357, ORYLA00358	APOSJ_60003, APOSJ_60004, APOSJ_60002
OG0002768	ORYLA02309, ORYLA11235	APOSJ_51813, APOSJ_49968, APOSJ_40309, APOSJ_40310, APOSJ_49969, APOSJ_51814, APOSJ_40308, APOSJ_40306, APOSJ_40305, APOSJ_51809, APOSJ_51811, APOSJ_47062, APOSJ_26767, APOSJ_47060, APOSJ_47059, APOSJ_26332, APOSJ_47063, APOSJ_26336, APOSJ_47061
OG0002769	ORYLA17227, ORYLA02552, ORYLA12217	APOSJ_55086, APOSJ_40803
OG0002771	ORYLA12518	APOSJ_33188, APOSJ_26046, APOSJ_26047, APOSJ_26048
OG0002772	ORYLA12777	APOSJ_20285, APOSJ_20284, APOSJ_52303, APOSJ_20282, APOSJ_20283, APOSJ_51738
OG0002773	ORYLA19216	APOSJ_24254, APOSJ_24252, APOSJ_24253
OG0002774	ORYLA13210, ORYLA12404, ORYLA19635	APOSJ_64842, APOSJ_64843, APOSJ_64844, APOSJ_58205
OG0002775	ORYLA10242, ORYLA10244, ORYLA08215	APOSJ_50552, APOSJ_50548, APOSJ_50551, APOSJ_46523, APOSJ_31437, APOSJ_50555, APOSJ_50553, APOSJ_50549, APOSJ_31435, APOSJ_50554, APOSJ_50550, APOSJ_31436
OG0002776	ORYLA01308	APOSJ_02124, APOSJ_13622, APOSJ_13620, APOSJ_23394, APOSJ_29397, APOSJ_39434, APOSJ_16653, APOSJ_13616, APOSJ_19943, APOSJ_02116, APOSJ_39727, APOSJ_23395, APOSJ_29398, APOSJ_23393
OG0002777	ORYLA14740, ORYLA10885	APOSJ_54233, APOSJ_54234
OG0002781	ORYLA16475, ORYLA16109, ORYLA19361	APOSJ_28539
OG0002782	ORYLA04664, ORYLA18620	APOSJ_10841, APOSJ_53882
OG0002783	ORYLA02442	APOSJ_10533, APOSJ_55166, APOSJ_07046, APOSJ_55168, APOSJ_48553, APOSJ_48548, APOSJ_35505, APOSJ_10534, APOSJ_10535, APOSJ_55167, APOSJ_10531, APOSJ_55164, APOSJ_35504, APOSJ_48552, APOSJ_07041, APOSJ_55169, APOSJ_37692, APOSJ_48554, APOSJ_10536, APOSJ_55165, APOSJ_48547, APOSJ_59696, APOSJ_59796, APOSJ_10532
OG0002785	ORYLA06284, ORYLA17343, ORYLA02417	APOSJ_47547, APOSJ_50712, APOSJ_09205
OG0002786	ORYLA06176, ORYLA14979, ORYLA12999, ORYLA12998, ORYLA17650	APOSJ_46976, APOSJ_46977
OG0002787	ORYLA20316	APOSJ_29276, APOSJ_29279, APOSJ_29277, APOSJ_29278
OG0002788	ORYLA14654	APOSJ_44752, APOSJ_49851
OG0002790	ORYLA03569	APOSJ_59369, APOSJ_03416, APOSJ_29918, APOSJ_59367, APOSJ_10811, APOSJ_64134, APOSJ_03418, APOSJ_03415, APOSJ_64151, APOSJ_59366, APOSJ_10810, APOSJ_64139
OG0002791	ORYLA16596, ORYLA00875, ORYLA00876, ORYLA12968, ORYLA18791, ORYLA18124	APOSJ_62540
OG0002793	ORYLA07270	APOSJ_31275, APOSJ_03020, APOSJ_03018, APOSJ_41393, APOSJ_57352, APOSJ_03022, APOSJ_03017, APOSJ_03019, APOSJ_03021, APOSJ_31254
OG0002794	ORYLA02734, ORYLA06923	APOSJ_54777, APOSJ_54776
OG0002795	ORYLA12451, ORYLA19180	APOSJ_28457, APOSJ_28453, APOSJ_28455, APOSJ_28454, APOSJ_28456, APOSJ_28458
OG0002797	ORYLA05207, ORYLA05210, ORYLA05209, ORYLA05208, ORYLA05211, ORYLA05206	APOSJ_32890
OG0002799	ORYLA16295	APOSJ_30946, APOSJ_30944, APOSJ_30945, APOSJ_30943
OG0002811	ORYLA14627	APOSJ_39522, APOSJ_27187
OG0002812	ORYLA02302, ORYLA13564, ORYLA06285	APOSJ_14711
OG0002813	ORYLA13821, ORYLA02183, ORYLA20283	APOSJ_11945, APOSJ_11946
OG0002814	ORYLA04993, ORYLA08092, ORYLA04148	APOSJ_38259, APOSJ_38260
OG0002815	ORYLA05986, ORYLA10370, ORYLA11417	APOSJ_21190, APOSJ_21191, APOSJ_03444, APOSJ_21192, APOSJ_21193, APOSJ_21194
OG0002816	ORYLA13033, ORYLA06757, ORYLA06755, ORYLA06756	APOSJ_64186, APOSJ_46639
OG0002817	ORYLA10713, ORYLA11993	APOSJ_16949
OG0002818	ORYLA15484, ORYLA15048	APOSJ_53205, APOSJ_38620, APOSJ_38621, APOSJ_41940, APOSJ_44944, APOSJ_44945, APOSJ_44946
OG0002819	ORYLA07493, ORYLA08859, ORYLA14483	APOSJ_00416
OG0002821	ORYLA13169, ORYLA06382	APOSJ_53860, APOSJ_53861, APOSJ_34489, APOSJ_34491, APOSJ_34488, APOSJ_34490
OG0002822	ORYLA16971, ORYLA00588, ORYLA16668, ORYLA07807	APOSJ_09867, APOSJ_09866
OG0002824	ORYLA09339, ORYLA06204	APOSJ_35964
OG0002825	ORYLA11065	APOSJ_31910, APOSJ_03146, APOSJ_31911, APOSJ_31909
OG0002826	ORYLA11355, ORYLA03113	APOSJ_18654, APOSJ_51917, APOSJ_10888, APOSJ_01897, APOSJ_41432, APOSJ_18655
OG0002827	ORYLA11598	APOSJ_53626
OG0002828	ORYLA03128	APOSJ_34741
OG0002829	ORYLA16753	APOSJ_53648, APOSJ_53650, APOSJ_65394, APOSJ_10762, APOSJ_37284, APOSJ_10761, APOSJ_10760, APOSJ_16549, APOSJ_38584, APOSJ_22964, APOSJ_03204, APOSJ_48873, APOSJ_37280, APOSJ_48870
OG0002830	ORYLA11471, ORYLA10187	APOSJ_23697, APOSJ_23698
OG0002831	ORYLA15327	APOSJ_36477, APOSJ_26584
OG0002833	ORYLA08022	APOSJ_35386, APOSJ_35388
OG0002834	ORYLA05742, ORYLA01543, ORYLA17481	APOSJ_57628, APOSJ_38922, APOSJ_38920, APOSJ_38921
OG0002835	ORYLA05983, ORYLA02044	APOSJ_56726, APOSJ_56725, APOSJ_21812, APOSJ_21814, APOSJ_56727, APOSJ_63362, APOSJ_63361, APOSJ_63360, APOSJ_21813, APOSJ_21815, APOSJ_63363
OG0002836	ORYLA19854, ORYLA03764	APOSJ_04656, APOSJ_04657, APOSJ_04655, APOSJ_04654
OG0002837	ORYLA09113, ORYLA07584, ORYLA12792	APOSJ_18732, APOSJ_18729, APOSJ_18731, APOSJ_18730
OG0002838	ORYLA05289, ORYLA00320	APOSJ_45261, APOSJ_45262, APOSJ_45260, APOSJ_16084
OG0002839	ORYLA05647	APOSJ_27083, APOSJ_27082, APOSJ_27084, APOSJ_27088, APOSJ_32565, APOSJ_27085, APOSJ_27089, APOSJ_27087, APOSJ_27090, APOSJ_27086
OG0002840	ORYLA12723, ORYLA13362	APOSJ_62308, APOSJ_30887, APOSJ_30885, APOSJ_30886, APOSJ_30888, APOSJ_30884, APOSJ_30883, APOSJ_62313
OG0002841	ORYLA15081, ORYLA11075	APOSJ_20424
OG0002842	ORYLA02771, ORYLA13461	APOSJ_58956
OG0002843	ORYLA17609	APOSJ_29444, APOSJ_37419, APOSJ_37208, APOSJ_37207, APOSJ_37420, APOSJ_53182, APOSJ_37206, APOSJ_37205, APOSJ_29451
OG0002844	ORYLA20136	APOSJ_02179, APOSJ_02177, APOSJ_10554, APOSJ_10553, APOSJ_02180, APOSJ_10552
OG0002845	ORYLA12140	APOSJ_41336, APOSJ_53174, APOSJ_46685, APOSJ_46687, APOSJ_41332, APOSJ_00584, APOSJ_00581, APOSJ_46684, APOSJ_53173, APOSJ_00585, APOSJ_41333, APOSJ_00576, APOSJ_27474, APOSJ_00577, APOSJ_46690, APOSJ_00580, APOSJ_24230
OG0002846	ORYLA10441	APOSJ_45966, APOSJ_28256, APOSJ_45970, APOSJ_45968, APOSJ_45963
OG0002847	ORYLA19258	APOSJ_44697, APOSJ_44698, APOSJ_56334
OG0002848	ORYLA08986	APOSJ_09676, APOSJ_32851, APOSJ_32850, APOSJ_03976, APOSJ_03975, APOSJ_03979, APOSJ_09674, APOSJ_03977, APOSJ_24672, APOSJ_09677, APOSJ_09675, APOSJ_03978
OG0002849	ORYLA14814, ORYLA12422, ORYLA14813, ORYLA01616	APOSJ_51136, APOSJ_51137
OG0002850	ORYLA03637	APOSJ_51285, APOSJ_51282, APOSJ_51283, APOSJ_51284, APOSJ_51287, APOSJ_51286
OG0002851	ORYLA04060, ORYLA10594, ORYLA03173	APOSJ_62786, APOSJ_12424
OG0002853	ORYLA02715, ORYLA13602	APOSJ_59651, APOSJ_28071, APOSJ_14866, APOSJ_14868, APOSJ_14867
OG0002856	ORYLA06874, ORYLA12811, ORYLA02096	APOSJ_36875, APOSJ_36874
OG0002857	ORYLA00929	APOSJ_30419, APOSJ_55427
OG0002858	ORYLA01755, ORYLA12296	APOSJ_32827, APOSJ_32828, APOSJ_32829, APOSJ_08111
OG0002859	ORYLA07035	APOSJ_26622, APOSJ_26623, APOSJ_63027, APOSJ_26624, APOSJ_26621, APOSJ_26625
OG0002860	ORYLA16257	APOSJ_33844
OG0002861	ORYLA12105	APOSJ_35852, APOSJ_35851, APOSJ_46755, APOSJ_35849, APOSJ_35850, APOSJ_35848
OG0002862	ORYLA04015, ORYLA05434, ORYLA05308	APOSJ_22210, APOSJ_05803, APOSJ_22209, APOSJ_21167, APOSJ_22206, APOSJ_22211
OG0002863	ORYLA17400	APOSJ_53428, APOSJ_46630, APOSJ_46632, APOSJ_48601, APOSJ_48599, APOSJ_46628, APOSJ_48598, APOSJ_46629, APOSJ_48603, APOSJ_53461, APOSJ_35835, APOSJ_46631, APOSJ_48600, APOSJ_46627, APOSJ_48602, APOSJ_23896
OG0002864	ORYLA12604, ORYLA07144, ORYLA07143	APOSJ_42693, APOSJ_42695
OG0002865	ORYLA10366	APOSJ_62439, APOSJ_01468, APOSJ_01467, APOSJ_01465, APOSJ_01466, APOSJ_01462, APOSJ_01463, APOSJ_01464, APOSJ_01461
OG0002866	ORYLA02748, ORYLA00604, ORYLA16564	APOSJ_18570, APOSJ_18569
OG0002869	ORYLA13866, ORYLA16223	APOSJ_38172
OG0002870	ORYLA10371	APOSJ_23719, APOSJ_23718, APOSJ_59990, APOSJ_06668, APOSJ_47672, APOSJ_23712, APOSJ_59988, APOSJ_50074, APOSJ_14175, APOSJ_59985, APOSJ_59989, APOSJ_59991, APOSJ_59987, APOSJ_59986, APOSJ_14173, APOSJ_30456
OG0002871	ORYLA15130	APOSJ_11950, APOSJ_12239, APOSJ_12242, APOSJ_12238, APOSJ_11949, APOSJ_55307, APOSJ_12241, APOSJ_55306, APOSJ_53855, APOSJ_12243, APOSJ_53918
OG0002872	ORYLA02121	APOSJ_33725, APOSJ_57180, APOSJ_18572, APOSJ_26124, APOSJ_57178, APOSJ_26123, APOSJ_57183, APOSJ_26127, APOSJ_33729, APOSJ_33726, APOSJ_26129, APOSJ_57184, APOSJ_60944, APOSJ_26126, APOSJ_57181, APOSJ_57179, APOSJ_64747, APOSJ_57182
OG0002873	ORYLA19407	APOSJ_14384, APOSJ_14383, APOSJ_24938, APOSJ_14380, APOSJ_24940, APOSJ_14382, APOSJ_24951, APOSJ_14381
OG0002874	ORYLA15908, ORYLA14760	APOSJ_55452, APOSJ_51205, APOSJ_18413, APOSJ_55439
OG0002875	ORYLA11748	APOSJ_17891, APOSJ_04454, APOSJ_04452, APOSJ_27739, APOSJ_04451, APOSJ_08308, APOSJ_35833, APOSJ_04453, APOSJ_35836, APOSJ_27740
OG0002876	ORYLA08640, ORYLA04839	APOSJ_08793, APOSJ_08790, APOSJ_56117, APOSJ_08792
OG0002877	ORYLA13198	APOSJ_02089, APOSJ_60900, APOSJ_02092, APOSJ_02088, APOSJ_60905, APOSJ_60909, APOSJ_53024, APOSJ_02090, APOSJ_60903, APOSJ_53028, APOSJ_60899, APOSJ_53023, APOSJ_02091
OG0002878	ORYLA20310, ORYLA05630	APOSJ_02885
OG0002879	ORYLA12228, ORYLA10562	APOSJ_41050, APOSJ_60981
OG0002880	ORYLA11943	APOSJ_63786, APOSJ_62485, APOSJ_62484, APOSJ_10125
OG0002881	ORYLA19373, ORYLA20134	APOSJ_64404
OG0002883	ORYLA12507	APOSJ_12928, APOSJ_12929, APOSJ_12927, APOSJ_12924, APOSJ_19958, APOSJ_12923, APOSJ_19960, APOSJ_12926
OG0002884	ORYLA20174	APOSJ_42468, APOSJ_26803, APOSJ_00564, APOSJ_26806, APOSJ_42472, APOSJ_26801, APOSJ_26805, APOSJ_42469, APOSJ_42470, APOSJ_42471, APOSJ_26804
OG0002885	ORYLA00177	APOSJ_25927, APOSJ_53416, APOSJ_53411, APOSJ_63131, APOSJ_53415, APOSJ_63123, APOSJ_01287, APOSJ_63126
OG0002887	ORYLA02731	APOSJ_01678, APOSJ_01680, APOSJ_01682, APOSJ_36289, APOSJ_01679, APOSJ_36286, APOSJ_01681, APOSJ_36290, APOSJ_26914, APOSJ_36285, APOSJ_36288, APOSJ_36292, APOSJ_36291, APOSJ_36287
OG0002888	ORYLA16529, ORYLA07977, ORYLA17058, ORYLA00234	APOSJ_59922, APOSJ_59919, APOSJ_59920, APOSJ_59921
OG0002889	ORYLA14307, ORYLA10855	APOSJ_05177
OG0002890	ORYLA15943, ORYLA14281, ORYLA05398	APOSJ_11570, APOSJ_11571
OG0002891	ORYLA16619, ORYLA00864	APOSJ_25188, APOSJ_27730, APOSJ_25189, APOSJ_12575, APOSJ_12567, APOSJ_25185, APOSJ_12342, APOSJ_29943, APOSJ_25187, APOSJ_25186, APOSJ_29944
OG0002893	ORYLA09714	APOSJ_37643, APOSJ_48470
OG0002894	ORYLA04778, ORYLA10079, ORYLA05303	APOSJ_11324, APOSJ_11322, APOSJ_11323, APOSJ_11321
OG0002895	ORYLA11053, ORYLA14341	APOSJ_26606, APOSJ_26608, APOSJ_26610, APOSJ_26609, APOSJ_26605
OG0002896	ORYLA09565, ORYLA09164	APOSJ_45523, APOSJ_45520, APOSJ_45522, APOSJ_45521, APOSJ_45519
OG0002897	ORYLA08407	APOSJ_33105, APOSJ_26458
OG0002898	ORYLA00671, ORYLA00670	APOSJ_00660, APOSJ_02099, APOSJ_43120, APOSJ_43119
OG0002899	ORYLA05880, ORYLA13052	APOSJ_53924, APOSJ_53927, APOSJ_53926, APOSJ_53925
OG0002900	ORYLA14973, ORYLA02100	APOSJ_56992, APOSJ_30063
OG0002901	ORYLA11557	APOSJ_65273, APOSJ_65272, APOSJ_65274, APOSJ_65271
OG0002902	ORYLA16725, ORYLA07802, ORYLA07801	APOSJ_31066, APOSJ_62531
OG0002905	ORYLA15649, ORYLA07137	APOSJ_43847, APOSJ_43845, APOSJ_37810, APOSJ_43843, APOSJ_37809, APOSJ_37811, APOSJ_36736, APOSJ_36735, APOSJ_43846, APOSJ_36734, APOSJ_43844
OG0002906	ORYLA19340, ORYLA14581	APOSJ_49358, APOSJ_49363, APOSJ_28749, APOSJ_49362
OG0002907	ORYLA02959, ORYLA14978	APOSJ_06904, APOSJ_59419, APOSJ_06902, APOSJ_06900, APOSJ_06908
OG0002908	ORYLA16113	APOSJ_41049, APOSJ_41048
OG0002909	ORYLA15541, ORYLA10906	APOSJ_42655, APOSJ_42656
OG0002910	ORYLA10834	APOSJ_19905, APOSJ_19904
OG0002911	ORYLA05286, ORYLA17637	APOSJ_38670, APOSJ_38671
OG0002912	ORYLA12570	APOSJ_60908, APOSJ_41772, APOSJ_60894, APOSJ_60897, APOSJ_05122, APOSJ_05121, APOSJ_54754
OG0002913	ORYLA09301, ORYLA06966, ORYLA01437, ORYLA15057	APOSJ_47280, APOSJ_26666
OG0002915	ORYLA15159, ORYLA06424	APOSJ_21025, APOSJ_52601, APOSJ_52602
OG0002916	ORYLA12904, ORYLA02397	APOSJ_45207, APOSJ_45206, APOSJ_45205, APOSJ_15779, APOSJ_45203, APOSJ_45204
OG0002917	ORYLA03614	APOSJ_48174
OG0002919	ORYLA19627, ORYLA12045, ORYLA13148	APOSJ_18306, APOSJ_19042, APOSJ_19041
OG0002921	ORYLA16247	APOSJ_00219, APOSJ_53869, APOSJ_15921, APOSJ_53867, APOSJ_53871, APOSJ_00226, APOSJ_53868, APOSJ_53870
OG0002922	ORYLA05263, ORYLA05264, ORYLA17370	APOSJ_63518, APOSJ_42218, APOSJ_05816, APOSJ_17087
OG0002923	ORYLA02176, ORYLA15614	APOSJ_24415, APOSJ_50520, APOSJ_22686, APOSJ_24417, APOSJ_24414, APOSJ_24420
OG0002924	ORYLA12165, ORYLA14888, ORYLA02522, ORYLA02521	APOSJ_52951, APOSJ_52952, APOSJ_52954, APOSJ_52953, APOSJ_59897, APOSJ_52950, APOSJ_52955, APOSJ_60511
OG0002925	ORYLA05522, ORYLA14140, ORYLA01643	APOSJ_38140, APOSJ_33448, APOSJ_38141, APOSJ_38135, APOSJ_38142, APOSJ_38712, APOSJ_38139, APOSJ_38137, APOSJ_38136, APOSJ_38138
OG0002926	ORYLA02418, ORYLA12816	APOSJ_06972, APOSJ_06973, APOSJ_06975, APOSJ_06974
OG0002927	ORYLA05678	APOSJ_16768, APOSJ_00529, APOSJ_62091, APOSJ_16769, APOSJ_00530, APOSJ_16771, APOSJ_00531, APOSJ_03211, APOSJ_16772, APOSJ_16770, APOSJ_16767, APOSJ_40156
OG0002929	ORYLA15219, ORYLA15220, ORYLA11115, ORYLA15722	APOSJ_34840
OG0002944	ORYLA11503, ORYLA15960, ORYLA09073	APOSJ_59286, APOSJ_30367, APOSJ_06364
OG0002945	ORYLA00078	APOSJ_48648, APOSJ_20590, APOSJ_17785, APOSJ_47516, APOSJ_12046, APOSJ_12047, APOSJ_12049, APOSJ_47519, APOSJ_12048, APOSJ_47515, APOSJ_47520, APOSJ_47514, APOSJ_12044, APOSJ_12045, APOSJ_47517
OG0002947	ORYLA18625	APOSJ_02647, APOSJ_02648, APOSJ_54387, APOSJ_46768
OG0002948	ORYLA20132, ORYLA04220	APOSJ_47013
OG0002949	ORYLA05800	APOSJ_12144
OG0002950	ORYLA16937	APOSJ_45413, APOSJ_45414, APOSJ_45410, APOSJ_45411, APOSJ_45415, APOSJ_45412
OG0002952	ORYLA04612	APOSJ_38185
OG0002953	ORYLA13902	APOSJ_06750, APOSJ_21712
OG0002954	ORYLA12023	APOSJ_16784, APOSJ_40213, APOSJ_16782
OG0002955	ORYLA10112	APOSJ_15246, APOSJ_63353, APOSJ_57546, APOSJ_15247, APOSJ_57547, APOSJ_63355, APOSJ_63354, APOSJ_57548, APOSJ_57549, APOSJ_30136, APOSJ_03062, APOSJ_63356, APOSJ_63352, APOSJ_57550, APOSJ_57545, APOSJ_52427
OG0002956	ORYLA13006, ORYLA06858	APOSJ_24900, APOSJ_14367
OG0002957	ORYLA09640	APOSJ_56271, APOSJ_56272
OG0002959	ORYLA11532, ORYLA10475	APOSJ_47581, APOSJ_29476
OG0002960	ORYLA01661, ORYLA05586	APOSJ_46873
OG0002961	ORYLA11825	APOSJ_48061, APOSJ_48062, APOSJ_48060
OG0002962	ORYLA16540	APOSJ_52064, APOSJ_61205, APOSJ_52061, APOSJ_52063
OG0002964	ORYLA17126, ORYLA00048, ORYLA16902	APOSJ_46194
OG0002965	ORYLA05184	APOSJ_52959
OG0002966	ORYLA02492	APOSJ_19690, APOSJ_19691
OG0002967	ORYLA03303, ORYLA04206	APOSJ_44455, APOSJ_44454
OG0002968	ORYLA02038	APOSJ_21357, APOSJ_21358
OG0002969	ORYLA07908	APOSJ_08429, APOSJ_61844, APOSJ_61847, APOSJ_06792, APOSJ_06793, APOSJ_06791, APOSJ_61848, APOSJ_61843, APOSJ_42911, APOSJ_06790, APOSJ_43501, APOSJ_61845
OG0002971	ORYLA20367, ORYLA05979, ORYLA05520	APOSJ_37915, APOSJ_29340, APOSJ_37910
OG0002973	ORYLA14521	APOSJ_42996
OG0002974	ORYLA05639, ORYLA12657	APOSJ_65070
OG0002975	ORYLA10560	APOSJ_55740, APOSJ_40908, APOSJ_55741
OG0002976	ORYLA17659	APOSJ_48119, APOSJ_39713, APOSJ_39711, APOSJ_39712
OG0002977	ORYLA03469	APOSJ_04874, APOSJ_04873
OG0002978	ORYLA01067, ORYLA11348, ORYLA10261	APOSJ_64685, APOSJ_45730
OG0002981	ORYLA08734	APOSJ_48720, APOSJ_61926, APOSJ_10226, APOSJ_42619, APOSJ_48721, APOSJ_34442, APOSJ_10225, APOSJ_30362, APOSJ_42621, APOSJ_61925, APOSJ_59198, APOSJ_48719, APOSJ_48722, APOSJ_42620, APOSJ_43870, APOSJ_48718
OG0002982	ORYLA05260	APOSJ_31495, APOSJ_31494
OG0002983	ORYLA05176, ORYLA13535	APOSJ_56071, APOSJ_38421, APOSJ_56069, APOSJ_12311
OG0002984	ORYLA05793	APOSJ_52711, APOSJ_16918, APOSJ_59203, APOSJ_59201, APOSJ_59200, APOSJ_52710, APOSJ_16920, APOSJ_59202, APOSJ_28882, APOSJ_39912, APOSJ_16917, APOSJ_52712, APOSJ_46219, APOSJ_52709, APOSJ_28886, APOSJ_16919
OG0002985	ORYLA16699, ORYLA00625	APOSJ_18108, APOSJ_18105, APOSJ_48529, APOSJ_18109, APOSJ_18107, APOSJ_18106
OG0002986	ORYLA15829, ORYLA13959, ORYLA20331	APOSJ_15496, APOSJ_15495
OG0002987	ORYLA15486, ORYLA01526	APOSJ_41363
OG0002989	ORYLA15869	APOSJ_04210, APOSJ_58686
OG0002990	ORYLA04627	APOSJ_41926, APOSJ_41927
OG0002991	ORYLA04672	APOSJ_05218
OG0002992	ORYLA09196, ORYLA15747	APOSJ_16883
