Orthogroup	ORYLA	YEAST
OG0002443	ORYLA14682	YEAST04906
OG0002450	ORYLA06178, ORYLA17657	YEAST04575
OG0002453	ORYLA04128	YEAST00512
OG0002476	ORYLA19661, ORYLA15177	YEAST05799
OG0002486	ORYLA13034, ORYLA13035, ORYLA07046	YEAST01433
OG0002492	ORYLA13129	YEAST01624
OG0002494	ORYLA07030, ORYLA16085, ORYLA14151, ORYLA14152	YEAST02402
OG0002495	ORYLA09473	YEAST02772
OG0002497	ORYLA16464, ORYLA02147	YEAST02747
OG0002500	ORYLA16848	YEAST05648
OG0002505	ORYLA07786, ORYLA07785	YEAST02959
OG0002510	ORYLA03417	YEAST04753
OG0002516	ORYLA03425	YEAST00066
OG0002518	ORYLA14184	YEAST02890
OG0002520	ORYLA01513, ORYLA00444	YEAST05256
OG0002523	ORYLA14147, ORYLA10998, ORYLA15698	YEAST06234
OG0002527	ORYLA13223, ORYLA06375	YEAST01639
OG0002528	ORYLA01158	YEAST00372
OG0002530	ORYLA18063, ORYLA12134, ORYLA12135, ORYLA14668	YEAST05530, YEAST03790
OG0002532	ORYLA08319	YEAST03235
OG0002533	ORYLA03460, ORYLA03976, ORYLA17638	YEAST04525
OG0002543	ORYLA19583, ORYLA02866	YEAST00527
OG0002557	ORYLA18369, ORYLA01908, ORYLA13544	YEAST06243
OG0002561	ORYLA19312, ORYLA19311	YEAST04438, YEAST02106
OG0002562	ORYLA17234, ORYLA13205	YEAST03992
OG0002564	ORYLA07814, ORYLA07815, ORYLA17199, ORYLA16968	YEAST02186
OG0002565	ORYLA15639, ORYLA06815, ORYLA06816	YEAST04224, YEAST02499
OG0002570	ORYLA19454	YEAST00592
OG0002574	ORYLA11393	YEAST05657
OG0002594	ORYLA12400, ORYLA06743	YEAST06174
OG0002598	ORYLA06646, ORYLA13242, ORYLA06645, ORYLA17458	YEAST04621, YEAST03577
OG0002605	ORYLA06378	YEAST06332
OG0002608	ORYLA10964, ORYLA12757, ORYLA12758	YEAST03716, YEAST02846
OG0002609	ORYLA18074, ORYLA02468	YEAST01355
OG0002610	ORYLA07009, ORYLA13355, ORYLA07078, ORYLA09028	YEAST01078, YEAST03973
OG0002612	ORYLA13437, ORYLA14479	YEAST03508
OG0002617	ORYLA03861	YEAST00866
OG0002618	ORYLA16976	YEAST06247
OG0002629	ORYLA15355	YEAST05919
OG0002630	ORYLA18441	YEAST05202
OG0002632	ORYLA14670, ORYLA02377	YEAST02755
OG0002633	ORYLA10087, ORYLA19492	YEAST04206
OG0002636	ORYLA01876, ORYLA05794	YEAST01664, YEAST06215
OG0002643	ORYLA01997	YEAST01938
OG0002644	ORYLA09932, ORYLA08726, ORYLA07585	YEAST00724
OG0002645	ORYLA15725	YEAST01436
OG0002646	ORYLA14734	YEAST01946
OG0002651	ORYLA12710	YEAST02247, YEAST02868
OG0002652	ORYLA12314	YEAST04937
OG0002656	ORYLA16439, ORYLA09865	YEAST05701
OG0002659	ORYLA19731	YEAST06290
OG0002666	ORYLA18360, ORYLA18361	YEAST02507
OG0002668	ORYLA18626	YEAST02324
OG0002677	ORYLA16626	YEAST05210
OG0002681	ORYLA03754, ORYLA04305, ORYLA16245, ORYLA07931, ORYLA16246	YEAST04585
OG0002683	ORYLA15226, ORYLA00261, ORYLA07021, ORYLA13641	YEAST03676
OG0002705	ORYLA12908, ORYLA02396	YEAST00553
OG0002715	ORYLA14520	YEAST01174, YEAST04131
OG0002717	ORYLA03883, ORYLA00959, ORYLA09994	YEAST02430
OG0002718	ORYLA15396	YEAST03380, YEAST03502
OG0002720	ORYLA14256	YEAST01914
OG0002722	ORYLA10461	YEAST04059
OG0002726	ORYLA07332, ORYLA08157	YEAST02958
OG0002729	ORYLA09551	YEAST01155
OG0002739	ORYLA12804	YEAST01877
OG0002740	ORYLA20028, ORYLA00750, ORYLA01841	YEAST01658
OG0002742	ORYLA04963, ORYLA00437	YEAST03713
OG0002743	ORYLA19035, ORYLA09902	YEAST01824, YEAST03362
OG0002745	ORYLA00687	YEAST04244
OG0002746	ORYLA05943	YEAST04902, YEAST05332
OG0002747	ORYLA19242, ORYLA02887	YEAST05617
OG0002749	ORYLA09355, ORYLA08642	YEAST02810
OG0002750	ORYLA03923	YEAST04952
OG0002752	ORYLA09106	YEAST03686
OG0002753	ORYLA14155, ORYLA11165	YEAST03742
OG0002754	ORYLA18568	YEAST03620
OG0002756	ORYLA13793	YEAST04058
OG0002758	ORYLA03351, ORYLA04510, ORYLA17536	YEAST04409
OG0002760	ORYLA10884	YEAST01927
OG0002761	ORYLA17179	YEAST03261
OG0002763	ORYLA08239	YEAST00260
OG0002764	ORYLA15656, ORYLA06813, ORYLA03798	YEAST00423
OG0002765	ORYLA05581, ORYLA15145, ORYLA12027	YEAST01667, YEAST05523
OG0002766	ORYLA10349	YEAST05357
OG0002767	ORYLA04026, ORYLA00357, ORYLA00358	YEAST04591
OG0002771	ORYLA12518	YEAST02043
OG0002772	ORYLA12777	YEAST03384
OG0002773	ORYLA19216	YEAST03677
OG0002774	ORYLA13210, ORYLA12404, ORYLA19635	YEAST03575
OG0002775	ORYLA10242, ORYLA10244, ORYLA08215	YEAST03021
OG0002781	ORYLA16475, ORYLA16109, ORYLA19361	YEAST05450
OG0002782	ORYLA03021, ORYLA04664, ORYLA18620	YEAST02121
OG0002785	ORYLA06284, ORYLA17343, ORYLA02417	YEAST06106, YEAST01228
OG0002788	ORYLA14654	YEAST02578, YEAST01232
OG0002793	ORYLA07270	YEAST01371
OG0002799	ORYLA04398, ORYLA16295	YEAST01461
OG0002817	ORYLA10713, ORYLA11993	YEAST01189, YEAST04922
OG0002824	ORYLA09339, ORYLA06204	YEAST02137
OG0002826	ORYLA11355, ORYLA03113	YEAST00174
OG0002827	ORYLA11598	YEAST05976
OG0002828	ORYLA03128	YEAST00227, YEAST00963
OG0002831	ORYLA15327	YEAST03282
OG0002835	ORYLA05983, ORYLA02044	YEAST02656
OG0002837	ORYLA09113, ORYLA07584, ORYLA12792, ORYLA07482	YEAST01987, YEAST00157
OG0002839	ORYLA05647	YEAST03148
OG0002843	ORYLA17609	YEAST04737
OG0002844	ORYLA20136	YEAST05563
OG0002847	ORYLA19257, ORYLA19258	YEAST02294
OG0002851	ORYLA04060, ORYLA10594, ORYLA03173	YEAST04951
OG0002855	ORYLA03649	YEAST00137
OG0002860	ORYLA16257	YEAST02712
OG0002866	ORYLA02748, ORYLA00604, ORYLA16564	YEAST01136
OG0002876	ORYLA08640, ORYLA04839	YEAST02348
OG0002877	ORYLA13198	YEAST04537
OG0002883	ORYLA12507	YEAST03027
OG0002891	ORYLA16619, ORYLA00864	YEAST03205
OG0002893	ORYLA09714	YEAST03653
OG0002894	ORYLA04778, ORYLA10079, ORYLA05303	YEAST00906
OG0002895	ORYLA11053, ORYLA14341	YEAST01471, YEAST05353, YEAST05456
OG0002897	ORYLA08407	YEAST06308
OG0002899	ORYLA05880, ORYLA13052	YEAST00283
OG0002900	ORYLA14973, ORYLA02100	YEAST05306
OG0002907	ORYLA02959, ORYLA14978	YEAST02061
OG0002910	ORYLA10834	YEAST00223
OG0002915	ORYLA15159, ORYLA06424	YEAST02264
OG0002917	ORYLA03614	YEAST03703
OG0002920	ORYLA12554, ORYLA06438	YEAST04043, YEAST04055
OG0002921	ORYLA16247	YEAST06254
OG0002922	ORYLA05263, ORYLA05264, ORYLA17370	YEAST01261
OG0002947	ORYLA18625	YEAST00232
OG0002948	ORYLA20132, ORYLA04220	YEAST03584
OG0002949	ORYLA05800	YEAST00419, YEAST06063
OG0002952	ORYLA04612	YEAST05257
OG0002953	ORYLA13902	YEAST03034
OG0002957	ORYLA09640	YEAST03253
OG0002960	ORYLA01661, ORYLA05586	YEAST05502
OG0002965	ORYLA05185, ORYLA05184	YEAST03804
OG0002966	ORYLA02492	YEAST06059
OG0002968	ORYLA02038	YEAST00199
OG0002969	ORYLA07908	YEAST00655
OG0002982	ORYLA05260	YEAST02471
OG0002984	ORYLA05793	YEAST00961, YEAST01144
OG0002985	ORYLA16699, ORYLA00625	YEAST02147
OG0002987	ORYLA15486, ORYLA01526, ORYLA00907	YEAST02970, YEAST00081, YEAST02488
OG0002991	ORYLA04672	YEAST03345, YEAST01842
OG0002997	ORYLA06949	YEAST02374
OG0003001	ORYLA09162, ORYLA09863, ORYLA06603	YEAST01497
OG0003004	ORYLA10597, ORYLA03379	YEAST02183
OG0003006	ORYLA16962	YEAST00899
OG0003010	ORYLA08264	YEAST03035
OG0003012	ORYLA13725, ORYLA14487	YEAST04512
OG0003016	ORYLA00344, ORYLA19566	YEAST04810
OG0003017	ORYLA05397, ORYLA19080	YEAST02213
OG0003018	ORYLA04241, ORYLA03378	YEAST01635, YEAST01949
OG0003027	ORYLA17665, ORYLA15116	YEAST05498
OG0003028	ORYLA02137	YEAST05822
OG0003029	ORYLA02221, ORYLA15312	YEAST04523
OG0003033	ORYLA09580	YEAST02457, YEAST02640
OG0003039	ORYLA12596, ORYLA14963, ORYLA17391, ORYLA17390, ORYLA02299	YEAST00055
OG0003043	ORYLA13460	YEAST02551
OG0003046	ORYLA15260, ORYLA06310	YEAST01632
OG0003054	ORYLA12266, ORYLA09573	YEAST04909, YEAST05341
OG0003056	ORYLA08794	YEAST02257
OG0003059	ORYLA00217, ORYLA04759	YEAST02832, YEAST03675
OG0003063	ORYLA10950	YEAST00204
OG0003066	ORYLA15142, ORYLA14035, ORYLA11126	YEAST00969
OG0003067	ORYLA00413	YEAST01070
OG0003067	ORYLA17416	YEAST03159
OG0003072	ORYLA13683, ORYLA10914	YEAST05076
OG0003073	ORYLA04415, ORYLA14154	YEAST00167
OG0003079	ORYLA14096, ORYLA06851, ORYLA13613	YEAST01019
OG0003101	ORYLA10329, ORYLA09097, ORYLA16063, ORYLA15863	YEAST01357
OG0003104	ORYLA02871, ORYLA13475	YEAST00861
OG0003105	ORYLA01500	YEAST04282
OG0003106	ORYLA14898	YEAST03619
OG0003107	ORYLA15014, ORYLA12389	YEAST00029
OG0003108	ORYLA11282, ORYLA15369	YEAST00796
OG0003110	ORYLA09478	YEAST02197
OG0003114	ORYLA07363	YEAST00453, YEAST02426
OG0003119	ORYLA09125, ORYLA04168, ORYLA20444	YEAST00778
OG0003121	ORYLA14892, ORYLA13008	YEAST03190
OG0003126	ORYLA02613	YEAST00300
OG0003131	ORYLA17361, ORYLA20425	YEAST04435, YEAST04350
OG0003135	ORYLA03082	YEAST02069
OG0003138	ORYLA10305	YEAST01790, YEAST00784
OG0003145	ORYLA13404, ORYLA06360	YEAST06012
OG0003147	ORYLA20499	YEAST03729
OG0003151	ORYLA09212, ORYLA15558, ORYLA14255	YEAST03910
OG0003153	ORYLA18339	YEAST05438
OG0003154	ORYLA06654	YEAST00694
OG0003157	ORYLA04495	YEAST01203
OG0003164	ORYLA20487, ORYLA00816	YEAST05549, YEAST04492
OG0003169	ORYLA09698	YEAST04410
OG0003172	ORYLA09854	YEAST06030
OG0003174	ORYLA20481	YEAST06178
OG0003178	ORYLA03270	YEAST05823
OG0003179	ORYLA18480, ORYLA00445	YEAST00905
OG0003182	ORYLA06751	YEAST05565
OG0003189	ORYLA04108	YEAST00820
OG0003190	ORYLA00506	YEAST02550
OG0003191	ORYLA18538, ORYLA15754	YEAST01068
OG0003193	ORYLA12245, ORYLA09712	YEAST02494
OG0003197	ORYLA18639	YEAST06274
OG0003199	ORYLA15973, ORYLA15714	YEAST04961
OG0003207	ORYLA14484, ORYLA19094	YEAST04056
OG0003212	ORYLA15489, ORYLA10940	YEAST05531
OG0003214	ORYLA09799	YEAST03701
OG0003215	ORYLA00108, ORYLA19619	YEAST04373
OG0003218	ORYLA19022	YEAST04068
OG0003219	ORYLA07225, ORYLA00485	YEAST01656
OG0003220	ORYLA01985, ORYLA05947	YEAST03417, YEAST00186
OG0003221	ORYLA02164, ORYLA02047	YEAST05064
OG0003223	ORYLA15511	YEAST04472
OG0003228	ORYLA10708	YEAST06187
OG0003230	ORYLA08114	YEAST05487
OG0003234	ORYLA01163	YEAST00760
OG0003235	ORYLA20268	YEAST06282
OG0003251	ORYLA05486, ORYLA12659	YEAST05338, YEAST04904
OG0003254	ORYLA01055	YEAST03911
OG0003257	ORYLA11994, ORYLA10700	YEAST02741
OG0003263	ORYLA05786	YEAST05333
OG0003264	ORYLA08989, ORYLA06289	YEAST03398
OG0003266	ORYLA03848, ORYLA04542	YEAST05585
OG0003267	ORYLA17915, ORYLA19756	YEAST02516
OG0003270	ORYLA14592	YEAST01372, YEAST05351, YEAST01476
OG0003277	ORYLA20336, ORYLA15828, ORYLA13998	YEAST03706
OG0003283	ORYLA19093	YEAST02779
OG0003284	ORYLA18705	YEAST02184
OG0003287	ORYLA15508, ORYLA11362	YEAST00166
OG0003288	ORYLA04254	YEAST05062
OG0003290	ORYLA06270, ORYLA06269	YEAST06325
OG0003293	ORYLA14350	YEAST04930
OG0003295	ORYLA04874, ORYLA19440, ORYLA17764	YEAST06127
OG0003301	ORYLA03284, ORYLA12501	YEAST03267
OG0003302	ORYLA01208	YEAST04633
OG0003303	ORYLA13616	YEAST05878
OG0003304	ORYLA05709	YEAST01018
OG0003316	ORYLA06489	YEAST04887
OG0003317	ORYLA00142	YEAST03051
OG0003318	ORYLA14596, ORYLA15728	YEAST02158
OG0003332	ORYLA06788, ORYLA02078	YEAST02945, YEAST00447
OG0003335	ORYLA10536	YEAST01260
OG0003340	ORYLA05123, ORYLA01941	YEAST04972
OG0003341	ORYLA00218	YEAST00990
OG0003343	ORYLA03249	YEAST04356, YEAST06258
OG0003344	ORYLA11978	YEAST04764
OG0003348	ORYLA07117, ORYLA09434	YEAST02844
OG0003349	ORYLA00427, ORYLA04988, ORYLA08086	YEAST00235, YEAST04798
OG0003356	ORYLA00555, ORYLA16745	YEAST02937
OG0003357	ORYLA01325	YEAST04240, YEAST02522
OG0003364	ORYLA14543, ORYLA16352	YEAST00730
OG0003366	ORYLA19482	YEAST05276, YEAST03075
OG0003373	ORYLA11155, ORYLA15306	YEAST03755
OG0003374	ORYLA05369	YEAST03627
OG0003375	ORYLA17409	YEAST03722
OG0003377	ORYLA12102	YEAST03340
OG0003380	ORYLA02294, ORYLA17353	YEAST00529
OG0003381	ORYLA10983, ORYLA12366	YEAST03447, YEAST01380
OG0003382	ORYLA06657, ORYLA06055	YEAST01627
OG0003386	ORYLA06516, ORYLA12917	YEAST02725
OG0003425	ORYLA19551, ORYLA19552	YEAST05084
OG0003426	ORYLA01060	YEAST05251
OG0003428	ORYLA07230	YEAST04550, YEAST01154
OG0003429	ORYLA15696	YEAST05921
OG0003430	ORYLA04134, ORYLA05926	YEAST04732
OG0003434	ORYLA08873	YEAST02689
OG0003435	ORYLA11612, ORYLA10262	YEAST05483
OG0003441	ORYLA11240, ORYLA14053	YEAST05981
OG0003443	ORYLA08295, ORYLA10121	YEAST06032
OG0003454	ORYLA16419, ORYLA05702, ORYLA07880	YEAST04088
OG0003461	ORYLA14029	YEAST05752, YEAST04759
OG0003463	ORYLA18517, ORYLA11792, ORYLA03505	YEAST02371
OG0003464	ORYLA07795	YEAST05120
OG0003465	ORYLA17241	YEAST02874
OG0003467	ORYLA02217	YEAST01278
OG0003477	ORYLA05136	YEAST03665
OG0003483	ORYLA05235	YEAST06074
OG0003487	ORYLA01531	YEAST03066
OG0003491	ORYLA01435, ORYLA03786, ORYLA08768	YEAST03514
OG0003493	ORYLA06634	YEAST01076
OG0003497	ORYLA03780	YEAST00758
OG0003498	ORYLA00351	YEAST05680
OG0003500	ORYLA11323	YEAST03303, YEAST02683
OG0003501	ORYLA13017	YEAST01421
OG0003502	ORYLA03987	YEAST02519
OG0003503	ORYLA08311	YEAST00400
OG0003505	ORYLA15188	YEAST00697
OG0003509	ORYLA07419	YEAST02850
OG0003515	ORYLA00165	YEAST00923
OG0003518	ORYLA02219	YEAST04809
OG0003523	ORYLA06822	YEAST05393
OG0003531	ORYLA10765, ORYLA01076	YEAST00465
OG0003532	ORYLA09550	YEAST05810
OG0003539	ORYLA00317	YEAST03774
OG0003541	ORYLA12459	YEAST01314
OG0003543	ORYLA17038, ORYLA06025	YEAST01290
OG0003544	ORYLA05956	YEAST00251
OG0003550	ORYLA06826, ORYLA09869	YEAST06166
OG0003551	ORYLA17122, ORYLA02512, ORYLA02511	YEAST01826
OG0003552	ORYLA06559, ORYLA12973	YEAST04163
OG0003556	ORYLA11308, ORYLA15858, ORYLA16060	YEAST05216
OG0003560	ORYLA10146	YEAST02357, YEAST05925
OG0003561	ORYLA11603, ORYLA09116	YEAST06100
OG0003562	ORYLA16057, ORYLA05508	YEAST00960
OG0003565	ORYLA04938, ORYLA17732	YEAST03392
OG0003567	ORYLA16922	YEAST04838
OG0003568	ORYLA17899	YEAST04328
OG0003570	ORYLA06235, ORYLA06236	YEAST03562, YEAST04635
OG0003571	ORYLA05684, ORYLA15032	YEAST05553
OG0003573	ORYLA18884	YEAST00597
OG0003578	ORYLA19177	YEAST05031
OG0003579	ORYLA07706	YEAST05446
OG0003582	ORYLA13955	YEAST03174
OG0003598	ORYLA13193, ORYLA02886	YEAST00803
OG0003599	ORYLA07506	YEAST04133
OG0003610	ORYLA11705	YEAST02573
OG0003611	ORYLA01222	YEAST01054
OG0003612	ORYLA05697	YEAST00808
OG0003613	ORYLA14322, ORYLA13861	YEAST02366
OG0003615	ORYLA07166	YEAST01638
OG0003617	ORYLA20096	YEAST01843, YEAST04802, YEAST04398
OG0003618	ORYLA09085	YEAST00747
OG0003619	ORYLA00995	YEAST04756
OG0003624	ORYLA13908	YEAST00147
OG0003630	ORYLA07936	YEAST04845
OG0003632	ORYLA14509, ORYLA20230, ORYLA20231, ORYLA20232, ORYLA08834	YEAST02125
OG0003638	ORYLA11662	YEAST00956
OG0003641	ORYLA05514, ORYLA13948, ORYLA15562	YEAST04061, YEAST01158
OG0003643	ORYLA16013	YEAST03144
OG0003644	ORYLA19217, ORYLA19218	YEAST01545
OG0003645	ORYLA17019, ORYLA16769	YEAST05809, YEAST05493
OG0003646	ORYLA12425	YEAST02349
OG0003647	ORYLA18090, ORYLA02365	YEAST04352, YEAST04433
OG0003649	ORYLA12909	YEAST00203
OG0003650	ORYLA14386	YEAST00737, YEAST04997
OG0003659	ORYLA19260, ORYLA13374	YEAST00140
OG0003661	ORYLA13934	YEAST02758
OG0003664	ORYLA16286	YEAST03791
OG0003668	ORYLA12159, ORYLA14882	YEAST06168
OG0003669	ORYLA00310	YEAST02813
OG0003672	ORYLA07781	YEAST03137
OG0003676	ORYLA18000	YEAST03110
OG0003678	ORYLA19111, ORYLA18850	YEAST02330
OG0003679	ORYLA09435, ORYLA09221	YEAST03223
OG0003682	ORYLA05336, ORYLA11752	YEAST00571
OG0003687	ORYLA16099, ORYLA09689	YEAST02527, YEAST04246
OG0003688	ORYLA15391	YEAST01333, YEAST05362, YEAST00376
OG0003689	ORYLA00037	YEAST04232
OG0003690	ORYLA10151	YEAST01162
OG0003692	ORYLA17765, ORYLA17766	YEAST00692
OG0003693	ORYLA11068, ORYLA15548	YEAST05304
OG0003694	ORYLA05766	YEAST01453
OG0003696	ORYLA14696	YEAST05704
OG0003697	ORYLA16755, ORYLA18863	YEAST04962
OG0003698	ORYLA05043, ORYLA17728	YEAST03764, YEAST03185
OG0003703	ORYLA07914, ORYLA19118, ORYLA07915	YEAST00683
OG0003710	ORYLA04163, ORYLA08822	YEAST02077
OG0003712	ORYLA16996, ORYLA19025	YEAST02114
OG0003713	ORYLA13219, ORYLA06802	YEAST01549, YEAST03807
OG0003716	ORYLA13136	YEAST02390
OG0003718	ORYLA08634	YEAST05772
OG0003719	ORYLA05761	YEAST06338
OG0003721	ORYLA10476, ORYLA01061	YEAST04960
OG0003724	ORYLA20221	YEAST02365, YEAST06120
OG0003729	ORYLA08395	YEAST01543
OG0003731	ORYLA00028	YEAST04486
OG0003733	ORYLA07355	YEAST03492
OG0003734	ORYLA02449	YEAST02809, YEAST03842
OG0003735	ORYLA18227	YEAST06115
OG0003738	ORYLA16804	YEAST05605
OG0003740	ORYLA14622	YEAST01029
OG0003741	ORYLA06173	YEAST01379
OG0003743	ORYLA02655, ORYLA17586	YEAST06008, YEAST05688
OG0003744	ORYLA15613, ORYLA13913	YEAST01207
OG0003745	ORYLA17929	YEAST02618
OG0003749	ORYLA15075, ORYLA11168	YEAST04441
OG0003750	ORYLA15854	YEAST00149
OG0003756	ORYLA15160	YEAST01878
OG0003758	ORYLA15779	YEAST06133
OG0003759	ORYLA16410, ORYLA01905, ORYLA01906	YEAST03315
OG0003766	ORYLA14216	YEAST03336
OG0003767	ORYLA05360	YEAST01933, YEAST01650
OG0003769	ORYLA08980	YEAST01999
OG0003770	ORYLA03596	YEAST01234, YEAST03860
OG0003778	ORYLA11149, ORYLA15322	YEAST05796
OG0003779	ORYLA16409	YEAST04431
OG0003806	ORYLA16763	YEAST02367
OG0003807	ORYLA00781	YEAST04265, YEAST03128
OG0003808	ORYLA01934	YEAST01201
OG0003811	ORYLA12803	YEAST00417
OG0003812	ORYLA19278	YEAST00287
OG0003813	ORYLA18042, ORYLA17950	YEAST00254
OG0003818	ORYLA04078	YEAST04318
OG0003824	ORYLA17763	YEAST01468
OG0003828	ORYLA02923	YEAST02448
OG0003829	ORYLA06358	YEAST02032, YEAST01031
OG0003831	ORYLA00352	YEAST03010, YEAST05137, YEAST02344
OG0003834	ORYLA06974, ORYLA12844, ORYLA15270	YEAST06322
OG0003837	ORYLA16787	YEAST02586
OG0003838	ORYLA09504, ORYLA00494	YEAST03413
OG0003839	ORYLA06804	YEAST01736
OG0003844	ORYLA00410	YEAST06054
OG0003846	ORYLA04676	YEAST00356
OG0003848	ORYLA06527, ORYLA13653	YEAST01654
OG0003850	ORYLA05996	YEAST00228
OG0003851	ORYLA09286, ORYLA06613	YEAST06169
OG0003852	ORYLA17405, ORYLA12702	YEAST03296
OG0003853	ORYLA18272	YEAST06251
OG0003855	ORYLA01615, ORYLA19634	YEAST04936
OG0003856	ORYLA17087	YEAST03934, YEAST02710
OG0003858	ORYLA04975	YEAST01401
OG0003860	ORYLA06391	YEAST01412
OG0003866	ORYLA08827	YEAST01895
OG0003867	ORYLA19092	YEAST03558
OG0003868	ORYLA19824, ORYLA12769	YEAST01448
OG0003869	ORYLA08057	YEAST02771
OG0003875	ORYLA14787	YEAST05070
OG0003876	ORYLA05675	YEAST02423
OG0003877	ORYLA13505	YEAST04860, YEAST05867, YEAST03825
OG0003879	ORYLA14824	YEAST00463
OG0003881	ORYLA19792, ORYLA19793	YEAST03851
OG0003882	ORYLA10836, ORYLA15325	YEAST03663
OG0003886	ORYLA07850	YEAST06023
OG0003887	ORYLA06119	YEAST00028
OG0003893	ORYLA04836	YEAST05028
OG0003897	ORYLA06606	YEAST01270
OG0003899	ORYLA00332	YEAST04954
OG0003904	ORYLA12590	YEAST01732
OG0003907	ORYLA07524	YEAST02999, YEAST02288
OG0003908	ORYLA00464	YEAST01362
OG0003908	ORYLA11218	YEAST06330
OG0003910	ORYLA01842	YEAST03780
OG0003911	ORYLA18945	YEAST00032
OG0003913	ORYLA01416	YEAST03258
OG0003918	ORYLA01197, ORYLA19012	YEAST00058
OG0003921	ORYLA07105	YEAST06181
OG0003926	ORYLA14433	YEAST04138
OG0003930	ORYLA15221	YEAST03969
OG0003931	ORYLA07756	YEAST01142
OG0003934	ORYLA18259, ORYLA18258	YEAST00084
OG0003938	ORYLA10357	YEAST01566, YEAST05133
OG0003939	ORYLA08294	YEAST03211
OG0003944	ORYLA06722	YEAST01186
OG0003946	ORYLA00695, ORYLA00840	YEAST03220
OG0003947	ORYLA17372	YEAST06266, YEAST05428
OG0003949	ORYLA13984	YEAST01888
OG0003950	ORYLA12030	YEAST01409
OG0003954	ORYLA05547, ORYLA11360	YEAST02764
OG0003955	ORYLA00673	YEAST03951
OG0003959	ORYLA02587	YEAST02778
OG0003961	ORYLA06267	YEAST01991
OG0003967	ORYLA00887	YEAST05935
OG0003969	ORYLA12575	YEAST02146
OG0003971	ORYLA18033	YEAST00520
OG0003972	ORYLA15470	YEAST06331
OG0003973	ORYLA18600, ORYLA00775	YEAST06329
OG0003978	ORYLA14729, ORYLA05034, ORYLA02781	YEAST03551, YEAST00942, YEAST05399
OG0003999	ORYLA09012	YEAST05604
OG0004000	ORYLA06063	YEAST06060
OG0004005	ORYLA11539	YEAST06216
OG0004007	ORYLA12862, ORYLA02441	YEAST01456
OG0004012	ORYLA03859, ORYLA03860	YEAST00755
OG0004017	ORYLA16378	YEAST03019
OG0004023	ORYLA19712	YEAST04349
OG0004027	ORYLA15966	YEAST03587
OG0004032	ORYLA00963, ORYLA09486	YEAST02562
OG0004033	ORYLA00102, ORYLA05233	YEAST02572
OG0004035	ORYLA13967, ORYLA19169	YEAST02134
OG0004037	ORYLA12889	YEAST03371
OG0004042	ORYLA12519	YEAST05578
OG0004044	ORYLA06709	YEAST05367
OG0004047	ORYLA00724, ORYLA16680	YEAST02496
OG0004051	ORYLA12291, ORYLA09890	YEAST01772
OG0004052	ORYLA13663	YEAST03705
OG0004054	ORYLA20246	YEAST05576
OG0004056	ORYLA15361, ORYLA13016	YEAST05698
OG0004057	ORYLA18803	YEAST05620
OG0004059	ORYLA09700	YEAST00030
OG0004065	ORYLA15637	YEAST00772
OG0004067	ORYLA00948	YEAST02665
OG0004068	ORYLA07587	YEAST03461
OG0004071	ORYLA19319	YEAST02893
OG0004072	ORYLA07888	YEAST02440
OG0004076	ORYLA01649, ORYLA01648	YEAST05461
OG0004079	ORYLA20439, ORYLA00169	YEAST04385
OG0004080	ORYLA10289, ORYLA07044	YEAST00812
OG0004082	ORYLA06902	YEAST00063, YEAST05409
OG0004090	ORYLA13744	YEAST02301, YEAST02021
OG0004091	ORYLA17298	YEAST04715
OG0004092	ORYLA16447	YEAST03564, YEAST06307
OG0004096	ORYLA06633, ORYLA13446	YEAST00160
OG0004097	ORYLA00951	YEAST05039
OG0004101	ORYLA00034	YEAST03547, YEAST02901
OG0004102	ORYLA08051, ORYLA05259	YEAST05787
OG0004103	ORYLA16172	YEAST05061
OG0004105	ORYLA05328	YEAST01700, YEAST01565
OG0004110	ORYLA03874, ORYLA05290	YEAST02825
OG0004113	ORYLA15528	YEAST02059
OG0004115	ORYLA06190, ORYLA19621	YEAST00325
OG0004116	ORYLA04207	YEAST00481
OG0004118	ORYLA11078, ORYLA15080, ORYLA11077	YEAST01855
OG0004119	ORYLA12671	YEAST02170
OG0004120	ORYLA04987	YEAST01953
OG0004123	ORYLA19290	YEAST04761
OG0004124	ORYLA15467, ORYLA09082	YEAST01139
OG0004127	ORYLA09061	YEAST06097
OG0004130	ORYLA05755, ORYLA05756	YEAST03149
OG0004134	ORYLA20471	YEAST05611
OG0004136	ORYLA15892	YEAST01084
OG0004142	ORYLA19228	YEAST05774
OG0004148	ORYLA08231, ORYLA19465	YEAST00867
OG0004150	ORYLA18859	YEAST04690
OG0004151	ORYLA16600	YEAST04284
OG0004153	ORYLA01191	YEAST05958, YEAST04386, YEAST00290
OG0004154	ORYLA10398	YEAST05587
OG0004158	ORYLA08591, ORYLA09357, ORYLA08876	YEAST03379
OG0004161	ORYLA08743	YEAST04124
OG0004162	ORYLA16508	YEAST04517
OG0004164	ORYLA03880, ORYLA08087, ORYLA04989	YEAST05923
OG0004166	ORYLA15487	YEAST00189
OG0004168	ORYLA03465	YEAST03028
OG0004169	ORYLA16635	YEAST05813
OG0004170	ORYLA04409	YEAST05906
OG0004171	ORYLA03005	YEAST04501
OG0004179	ORYLA15111, ORYLA16660, ORYLA08320	YEAST01050
OG0004181	ORYLA00305	YEAST03406
OG0004182	ORYLA03175, ORYLA03174	YEAST03699
OG0004184	ORYLA04652, ORYLA04653	YEAST00127
