Orthogroup	ORYLA	NEMVE
OG0002549	ORYLA06929, ORYLA03340	NEMVE23917
OG0002550	ORYLA00846, ORYLA07406	NEMVE23986
OG0002551	ORYLA00960, ORYLA03882, ORYLA12041	NEMVE24927, NEMVE18065
OG0002552	ORYLA06056, ORYLA12609, ORYLA12610, ORYLA14817	NEMVE25639
OG0002553	ORYLA17488, ORYLA02625	NEMVE25764
OG0002554	ORYLA02193	NEMVE21730
OG0002554	ORYLA07494	NEMVE08258
OG0002555	ORYLA10142, ORYLA05234	NEMVE13837
OG0002556	ORYLA09738, ORYLA10716	NEMVE14415, NEMVE13533, NEMVE12299, NEMVE14944, NEMVE09666, NEMVE02136, NEMVE06014
OG0002557	ORYLA18369, ORYLA01908, ORYLA13544	NEMVE14082
OG0002559	ORYLA19510, ORYLA01294	NEMVE14223
OG0002560	ORYLA18145, ORYLA02931	NEMVE20553, NEMVE02739, NEMVE06511
OG0002561	ORYLA19312, ORYLA19311	NEMVE05064
OG0002562	ORYLA17234, ORYLA13205	NEMVE07092, NEMVE01906
OG0002563	ORYLA01023, ORYLA20447, ORYLA03597	NEMVE08352
OG0002564	ORYLA07814, ORYLA07815, ORYLA17199, ORYLA16968	NEMVE00075, NEMVE01546
OG0002565	ORYLA15639, ORYLA06815, ORYLA06816	NEMVE13158
OG0002566	ORYLA19198	NEMVE14051
OG0002567	ORYLA15827	NEMVE00969, NEMVE13679
OG0002570	ORYLA19454	NEMVE14150
OG0002571	ORYLA08361, ORYLA07731	NEMVE06449, NEMVE02078
OG0002572	ORYLA11187, ORYLA12319, ORYLA17174	NEMVE13221
OG0002573	ORYLA18246	NEMVE25149, NEMVE05027
OG0002576	ORYLA11834	NEMVE22228
OG0002587	ORYLA15468, ORYLA02200, ORYLA20299	NEMVE09616
OG0002589	ORYLA19751	NEMVE02141
OG0002590	ORYLA13964	NEMVE07406, NEMVE20999
OG0002592	ORYLA17742	NEMVE17971
OG0002593	ORYLA09462, ORYLA08214	NEMVE01107
OG0002594	ORYLA12400, ORYLA06743	NEMVE07262
OG0002595	ORYLA16973, ORYLA07808, ORYLA16665	NEMVE21148, NEMVE05249
OG0002598	ORYLA13242, ORYLA06645, ORYLA17458	NEMVE22416
OG0002599	ORYLA14396	NEMVE17323
OG0002600	ORYLA19822, ORYLA19821	NEMVE24873
OG0002601	ORYLA04795	NEMVE06924
OG0002602	ORYLA18348, ORYLA16533	NEMVE05264
OG0002605	ORYLA06378	NEMVE01455
OG0002608	ORYLA10964, ORYLA12757, ORYLA12758	NEMVE02967
OG0002609	ORYLA18074, ORYLA02468	NEMVE14492
OG0002610	ORYLA07009, ORYLA13355, ORYLA07078, ORYLA09028	NEMVE22485, NEMVE22440
OG0002611	ORYLA06410, ORYLA15703, ORYLA20145	NEMVE06962
OG0002612	ORYLA13437, ORYLA14479	NEMVE06142
OG0002614	ORYLA09063, ORYLA19245, ORYLA19244	NEMVE14892
OG0002615	ORYLA05066, ORYLA04319	NEMVE23982
OG0002616	ORYLA04635	NEMVE21471, NEMVE04864
OG0002617	ORYLA03861	NEMVE13584
OG0002619	ORYLA12081	NEMVE21381, NEMVE16149
OG0002619	ORYLA02540	NEMVE12826, NEMVE06027
OG0002622	ORYLA00301, ORYLA12781	NEMVE20759, NEMVE15765
OG0002624	ORYLA05531	NEMVE05771
OG0002625	ORYLA11572	NEMVE03448, NEMVE21227
OG0002629	ORYLA15355	NEMVE04921, NEMVE21295
OG0002630	ORYLA09064	NEMVE25025
OG0002631	ORYLA10026	NEMVE05706
OG0002633	ORYLA19492	NEMVE07534
OG0002634	ORYLA19982	NEMVE06072
OG0002634	ORYLA19984	NEMVE06052
OG0002635	ORYLA10332, ORYLA10385, ORYLA14288, ORYLA05341, ORYLA05342	NEMVE23713
OG0002636	ORYLA01876, ORYLA05794	NEMVE09568
OG0002637	ORYLA00336	NEMVE10675
OG0002640	ORYLA04136, ORYLA04137	NEMVE15471
OG0002642	ORYLA19461, ORYLA08192, ORYLA16418	NEMVE14573
OG0002643	ORYLA01997	NEMVE08951
OG0002644	ORYLA09932, ORYLA08726, ORYLA07585	NEMVE04724
OG0002645	ORYLA15725	NEMVE01929
OG0002646	ORYLA14734	NEMVE07455
OG0002647	ORYLA18947	NEMVE24057, NEMVE10597
OG0002648	ORYLA12026, ORYLA02001	NEMVE25486
OG0002649	ORYLA02709, ORYLA00760	NEMVE14408
OG0002651	ORYLA12710	NEMVE03413
OG0002653	ORYLA00669, ORYLA01138	NEMVE14839
OG0002655	ORYLA14904	NEMVE25659
OG0002656	ORYLA16439	NEMVE15375
OG0002656	ORYLA09865	NEMVE15374
OG0002657	ORYLA05602, ORYLA01779, ORYLA16108, ORYLA14336	NEMVE22821
OG0002658	ORYLA05776, ORYLA08519	NEMVE09624
OG0002659	ORYLA19731	NEMVE10090, NEMVE05819
OG0002660	ORYLA20162	NEMVE00228, NEMVE13381
OG0002661	ORYLA12025, ORYLA10880	NEMVE13146
OG0002662	ORYLA08023, ORYLA07745	NEMVE13719
OG0002663	ORYLA03136, ORYLA04120	NEMVE25219
OG0002664	ORYLA07705, ORYLA13212	NEMVE06060
OG0002665	ORYLA01115	NEMVE09436, NEMVE09422
OG0002666	ORYLA18360, ORYLA18361	NEMVE21724, NEMVE11065
OG0002667	ORYLA02728, ORYLA17238, ORYLA06781, ORYLA12965	NEMVE25377
OG0002669	ORYLA03111	NEMVE14602
OG0002670	ORYLA10125, ORYLA05269	NEMVE07125, NEMVE12922
OG0002672	ORYLA09257, ORYLA12551, ORYLA11463	NEMVE22653
OG0002673	ORYLA04834, ORYLA10791	NEMVE22422
OG0002675	ORYLA13338, ORYLA07001	NEMVE09744
OG0002677	ORYLA16626	NEMVE14524
OG0002679	ORYLA03423, ORYLA05872	NEMVE18673
OG0002681	ORYLA03754, ORYLA04305, ORYLA16245, ORYLA07931, ORYLA16246	NEMVE01609
OG0002682	ORYLA06283	NEMVE13468
OG0002683	ORYLA00261, ORYLA07021, ORYLA13641	NEMVE07779
OG0002685	ORYLA09138	NEMVE25133
OG0002705	ORYLA12908, ORYLA02396	NEMVE14386
OG0002706	ORYLA19542, ORYLA19543	NEMVE20591, NEMVE05114
OG0002707	ORYLA04757, ORYLA00219, ORYLA11595, ORYLA10458	NEMVE10215, NEMVE10213, NEMVE11805
OG0002708	ORYLA11930	NEMVE05514
OG0002712	ORYLA07981, ORYLA16256	NEMVE13853
OG0002715	ORYLA14520	NEMVE05588
OG0002716	ORYLA07796	NEMVE15936
OG0002717	ORYLA03883, ORYLA00959, ORYLA09994	NEMVE22661
OG0002718	ORYLA15396	NEMVE13409
OG0002719	ORYLA09202, ORYLA06395, ORYLA09201, ORYLA09758, ORYLA08561	NEMVE04964
OG0002720	ORYLA14256	NEMVE22329, NEMVE14278
OG0002721	ORYLA05835, ORYLA16328, ORYLA00562	NEMVE11468, NEMVE11852
OG0002722	ORYLA10461	NEMVE25372
OG0002724	ORYLA00721	NEMVE22445
OG0002726	ORYLA07332, ORYLA08157	NEMVE07352
OG0002728	ORYLA03244	NEMVE23767
OG0002729	ORYLA09551	NEMVE08752
OG0002730	ORYLA05316, ORYLA03165	NEMVE18936, NEMVE10147
OG0002731	ORYLA18153, ORYLA02872	NEMVE23784
OG0002732	ORYLA04732, ORYLA07647	NEMVE09100
OG0002734	ORYLA04872, ORYLA00771, ORYLA11966, ORYLA10545	NEMVE17892
OG0002736	ORYLA08695, ORYLA09582	NEMVE17741
OG0002738	ORYLA08350, ORYLA16506, ORYLA00591	NEMVE02040
OG0002739	ORYLA12804	NEMVE01084, NEMVE21818
OG0002740	ORYLA20028, ORYLA00750, ORYLA01841	NEMVE10432
OG0002741	ORYLA12192, ORYLA06061	NEMVE14870
OG0002742	ORYLA04963, ORYLA00437	NEMVE22055
OG0002743	ORYLA19035, ORYLA09902	NEMVE14452, NEMVE13517
OG0002744	ORYLA18974, ORYLA02610	NEMVE05534
OG0002745	ORYLA00687	NEMVE14885
OG0002746	ORYLA05943	NEMVE14034
OG0002748	ORYLA07083	NEMVE17865, NEMVE24782
OG0002749	ORYLA09355, ORYLA08642	NEMVE18522
OG0002750	ORYLA03923	NEMVE06517
OG0002751	ORYLA17875	NEMVE13229
OG0002752	ORYLA09106	NEMVE14798
OG0002753	ORYLA14155, ORYLA11165	NEMVE01848
OG0002754	ORYLA18568	NEMVE21810
OG0002755	ORYLA19322	NEMVE14620
OG0002756	ORYLA13793	NEMVE15690
OG0002758	ORYLA03351, ORYLA04510, ORYLA17536	NEMVE14585
OG0002760	ORYLA10884	NEMVE15085
OG0002761	ORYLA17179	NEMVE10992, NEMVE15148
OG0002762	ORYLA14042, ORYLA10843	NEMVE01403, NEMVE23067
OG0002763	ORYLA08239	NEMVE04792
OG0002764	ORYLA15656, ORYLA06813, ORYLA03798	NEMVE22629, NEMVE15240, NEMVE15234
OG0002765	ORYLA05581, ORYLA15145, ORYLA12027	NEMVE13625
OG0002766	ORYLA10349	NEMVE19107
OG0002767	ORYLA04026, ORYLA00357, ORYLA00358	NEMVE04648, NEMVE13082
OG0002768	ORYLA02309, ORYLA11235	NEMVE04716
OG0002769	ORYLA17227, ORYLA02552, ORYLA12217	NEMVE23276
OG0002771	ORYLA12518	NEMVE16523
OG0002772	ORYLA12777	NEMVE13724
OG0002773	ORYLA19216	NEMVE14937
OG0002774	ORYLA13210, ORYLA12404, ORYLA19635	NEMVE11224
OG0002775	ORYLA10242, ORYLA10244, ORYLA08215	NEMVE15309
OG0002776	ORYLA01308	NEMVE10201
OG0002779	ORYLA20250	NEMVE20429, NEMVE24259
OG0002781	ORYLA16475, ORYLA16109, ORYLA19361	NEMVE14606
OG0002782	ORYLA04664, ORYLA18620	NEMVE13717
OG0002785	ORYLA06284, ORYLA17343, ORYLA02417	NEMVE16275
OG0002786	ORYLA06176, ORYLA14979, ORYLA12999, ORYLA12998, ORYLA17650	NEMVE14195
OG0002787	ORYLA20316	NEMVE07799
OG0002788	ORYLA14654	NEMVE07382
OG0002790	ORYLA03569	NEMVE06424
OG0002791	ORYLA16596, ORYLA00875, ORYLA00876, ORYLA12968, ORYLA18791, ORYLA18124	NEMVE21833
OG0002793	ORYLA07270	NEMVE01483
OG0002794	ORYLA02734, ORYLA06923	NEMVE09879
OG0002795	ORYLA12451, ORYLA19180	NEMVE23134
OG0002797	ORYLA05207, ORYLA05210, ORYLA05209, ORYLA05208, ORYLA05211, ORYLA05206	NEMVE16786
OG0002799	ORYLA16295	NEMVE05411
OG0002811	ORYLA14627	NEMVE16853
OG0002812	ORYLA02302, ORYLA13564, ORYLA06285	NEMVE09330
OG0002813	ORYLA13821, ORYLA02183, ORYLA20283	NEMVE24107
OG0002814	ORYLA04993, ORYLA08092, ORYLA04148	NEMVE08977
OG0002815	ORYLA05986, ORYLA10370, ORYLA11417	NEMVE22680
OG0002816	ORYLA13033, ORYLA06757, ORYLA06755, ORYLA06756	NEMVE06143
OG0002817	ORYLA10713, ORYLA11993	NEMVE09140
OG0002818	ORYLA15484, ORYLA15048	NEMVE06616
OG0002819	ORYLA07493, ORYLA08859, ORYLA14483, ORYLA15630	NEMVE10321
OG0002821	ORYLA13169, ORYLA06382	NEMVE25281, NEMVE14949, NEMVE01772
OG0002822	ORYLA16971, ORYLA00588, ORYLA16668, ORYLA07807	NEMVE14520
OG0002824	ORYLA09339, ORYLA06204	NEMVE22929
OG0002825	ORYLA11065, ORYLA12342	NEMVE24994
OG0002826	ORYLA11355, ORYLA03113	NEMVE14159
OG0002827	ORYLA11598	NEMVE07233
OG0002828	ORYLA03128	NEMVE01026
OG0002829	ORYLA16753	NEMVE23024, NEMVE15553
OG0002831	ORYLA15327	NEMVE11024
OG0002832	ORYLA06314	NEMVE16400
OG0002833	ORYLA08022	NEMVE05241
OG0002835	ORYLA05983, ORYLA02044	NEMVE13928
OG0002836	ORYLA19854, ORYLA03764	NEMVE14108
OG0002837	ORYLA09113, ORYLA07584, ORYLA12792	NEMVE22356
OG0002838	ORYLA05289, ORYLA00320	NEMVE05515, NEMVE13260
OG0002839	ORYLA05647	NEMVE06645, NEMVE01567
OG0002840	ORYLA12723, ORYLA13362	NEMVE18795
OG0002841	ORYLA15081, ORYLA11075	NEMVE15108
OG0002842	ORYLA02771, ORYLA13461	NEMVE25355
OG0002843	ORYLA17609	NEMVE25122
OG0002844	ORYLA20136	NEMVE24215
OG0002845	ORYLA12140	NEMVE23061
OG0002846	ORYLA10441	NEMVE25327
OG0002847	ORYLA19258	NEMVE01467
OG0002848	ORYLA08986	NEMVE02441
OG0002849	ORYLA14814, ORYLA12422, ORYLA14813, ORYLA01616	NEMVE01699
OG0002850	ORYLA03637	NEMVE09779
OG0002851	ORYLA04060, ORYLA10594, ORYLA03173	NEMVE03383
OG0002853	ORYLA02715, ORYLA13602	NEMVE19935
OG0002854	ORYLA12873	NEMVE23019, NEMVE20541
OG0002855	ORYLA03649	NEMVE13942
OG0002856	ORYLA06874, ORYLA12811, ORYLA02096	NEMVE25625
OG0002857	ORYLA00929	NEMVE01746, NEMVE16616, NEMVE07658, NEMVE01747
OG0002858	ORYLA01755, ORYLA12296	NEMVE02414
OG0002859	ORYLA07035	NEMVE06208
OG0002860	ORYLA16257	NEMVE07076
OG0002861	ORYLA12105	NEMVE23961
OG0002863	ORYLA17400	NEMVE11089
OG0002864	ORYLA07144, ORYLA07143	NEMVE00985
OG0002865	ORYLA10366	NEMVE18147
OG0002866	ORYLA02748, ORYLA00604, ORYLA16564	NEMVE17504
OG0002869	ORYLA13866, ORYLA16223	NEMVE01770
OG0002870	ORYLA10371	NEMVE07654
OG0002872	ORYLA02121	NEMVE16067
OG0002873	ORYLA19407	NEMVE21268, NEMVE05265, NEMVE12775
OG0002874	ORYLA15908, ORYLA14760	NEMVE17692
OG0002875	ORYLA11748	NEMVE22501
OG0002876	ORYLA08640, ORYLA04839	NEMVE07039
OG0002879	ORYLA12228, ORYLA10562	NEMVE16982
OG0002880	ORYLA06975, ORYLA20238, ORYLA11943	NEMVE08232
OG0002881	ORYLA19373, ORYLA20134	NEMVE07673
OG0002884	ORYLA20174	NEMVE13675
OG0002887	ORYLA02731	NEMVE14564
OG0002888	ORYLA16529, ORYLA07977, ORYLA17058, ORYLA00234	NEMVE09800
OG0002889	ORYLA14307, ORYLA10855	NEMVE02255, NEMVE04672, NEMVE20793
OG0002890	ORYLA15943, ORYLA14281, ORYLA05398	NEMVE25436
OG0002891	ORYLA16619, ORYLA00864	NEMVE14385
OG0002892	ORYLA16578, ORYLA12974, ORYLA17244, ORYLA02493	NEMVE01470
OG0002893	ORYLA09714	NEMVE10580
OG0002894	ORYLA04778, ORYLA10079, ORYLA05303	NEMVE03536
OG0002895	ORYLA11053, ORYLA14341	NEMVE21938
OG0002897	ORYLA08407	NEMVE06961
OG0002899	ORYLA05880, ORYLA13052	NEMVE04557
OG0002900	ORYLA14973, ORYLA02100	NEMVE23547
OG0002901	ORYLA11557	NEMVE20872, NEMVE23803
OG0002906	ORYLA19340, ORYLA14581	NEMVE04843
OG0002907	ORYLA02959, ORYLA14978	NEMVE02943
OG0002908	ORYLA16113	NEMVE14541
OG0002909	ORYLA15541, ORYLA10906	NEMVE04695
OG0002910	ORYLA10834	NEMVE10376, NEMVE06917, NEMVE21001
OG0002911	ORYLA05286, ORYLA17637	NEMVE20293, NEMVE08989
OG0002912	ORYLA12570	NEMVE02596, NEMVE09847
OG0002913	ORYLA09301, ORYLA06966, ORYLA01437, ORYLA15057	NEMVE10491
OG0002915	ORYLA15159, ORYLA06424	NEMVE19643
OG0002917	ORYLA03614	NEMVE14947, NEMVE20867
OG0002919	ORYLA19627, ORYLA12045, ORYLA13148	NEMVE25654
OG0002920	ORYLA12554, ORYLA06438	NEMVE04526, NEMVE03964, NEMVE03961, NEMVE13041, NEMVE05292
OG0002921	ORYLA16247	NEMVE25771
OG0002922	ORYLA05263, ORYLA05264, ORYLA17370	NEMVE10039
OG0002923	ORYLA02176, ORYLA15614	NEMVE25758
OG0002924	ORYLA12165, ORYLA14888, ORYLA02522, ORYLA02521	NEMVE08139
OG0002925	ORYLA05522, ORYLA14140, ORYLA01643	NEMVE07774, NEMVE12372
OG0002926	ORYLA02418, ORYLA12816	NEMVE14101
OG0002927	ORYLA05678	NEMVE23439, NEMVE21167
OG0002944	ORYLA11503, ORYLA15960, ORYLA09073	NEMVE07941, NEMVE14748
OG0002945	ORYLA00078	NEMVE20667, NEMVE25829, NEMVE19739
OG0002947	ORYLA18625	NEMVE06658, NEMVE13386
OG0002948	ORYLA20132, ORYLA04220	NEMVE08172
OG0002949	ORYLA05800	NEMVE02841, NEMVE22682
OG0002950	ORYLA16937	NEMVE15023
OG0002952	ORYLA04612	NEMVE14872
OG0002953	ORYLA13902	NEMVE01967
OG0002954	ORYLA12023	NEMVE09987
OG0002955	ORYLA10112	NEMVE23334
OG0002956	ORYLA13006, ORYLA06858	NEMVE09856
OG0002957	ORYLA09640	NEMVE24351
OG0002959	ORYLA10475	NEMVE08292
OG0002960	ORYLA01661, ORYLA05586	NEMVE24935
OG0002961	ORYLA11825	NEMVE24574
OG0002962	ORYLA19692, ORYLA16540	NEMVE13850
OG0002964	ORYLA17126, ORYLA00048, ORYLA16902	NEMVE23109, NEMVE00411
OG0002967	ORYLA03303, ORYLA04206	NEMVE00059, NEMVE11778
OG0002968	ORYLA02038	NEMVE08461
OG0002969	ORYLA07908	NEMVE16923
OG0002973	ORYLA14521, ORYLA18854	NEMVE14446
OG0002974	ORYLA05639, ORYLA12657	NEMVE16053, NEMVE12234
OG0002975	ORYLA10560	NEMVE00359, NEMVE05044
OG0002976	ORYLA17659	NEMVE16983
OG0002977	ORYLA03469	NEMVE23902
OG0002978	ORYLA01067, ORYLA11348, ORYLA10261	NEMVE18285
OG0002981	ORYLA08734	NEMVE13758
OG0002982	ORYLA05260	NEMVE19019
OG0002983	ORYLA05176, ORYLA13535	NEMVE14799
OG0002984	ORYLA05793	NEMVE24430
OG0002985	ORYLA16699, ORYLA00625	NEMVE09374
OG0002987	ORYLA15486, ORYLA01526	NEMVE13966
OG0002989	ORYLA15869, ORYLA14532, ORYLA14531	NEMVE24838
OG0002990	ORYLA04627	NEMVE22509
OG0002991	ORYLA04672	NEMVE10995, NEMVE19941
OG0002992	ORYLA09196, ORYLA15747	NEMVE15343
OG0002994	ORYLA02194	NEMVE14678
OG0002995	ORYLA10446	NEMVE20944, NEMVE19293
OG0002996	ORYLA15037, ORYLA15923, ORYLA14260	NEMVE10362
OG0002997	ORYLA06949	NEMVE15011
OG0002998	ORYLA14765, ORYLA16031	NEMVE21235, NEMVE07505
OG0003001	ORYLA09162	NEMVE04781
OG0003002	ORYLA14351, ORYLA16094, ORYLA08507, ORYLA09760	NEMVE06701, NEMVE21583, NEMVE01740
OG0003004	ORYLA10597, ORYLA03379	NEMVE01048
OG0003005	ORYLA05246	NEMVE06949
OG0003006	ORYLA16962	NEMVE13182
OG0003008	ORYLA06672, ORYLA13325	NEMVE02620
OG0003010	ORYLA08264	NEMVE05883
OG0003011	ORYLA00615, ORYLA00062, ORYLA17088	NEMVE16402
OG0003012	ORYLA13725, ORYLA14487	NEMVE14500
OG0003013	ORYLA09697, ORYLA05595	NEMVE06720
OG0003014	ORYLA11816, ORYLA12535	NEMVE14970
OG0003016	ORYLA00344, ORYLA19566	NEMVE13442
OG0003017	ORYLA19080	NEMVE14592, NEMVE20788
OG0003018	ORYLA04241, ORYLA03378	NEMVE13086
OG0003021	ORYLA07431	NEMVE17537, NEMVE17536
OG0003022	ORYLA00946, ORYLA00947	NEMVE16219
OG0003023	ORYLA03235, ORYLA02285, ORYLA17780	NEMVE03872, NEMVE05429
OG0003024	ORYLA12540	NEMVE15701, NEMVE14428
OG0003025	ORYLA16836, ORYLA06771	NEMVE18058
OG0003026	ORYLA00734	NEMVE16626
OG0003027	ORYLA15116	NEMVE24954
OG0003028	ORYLA02137	NEMVE23714
OG0003029	ORYLA02221, ORYLA15312	NEMVE01153
OG0003030	ORYLA12869, ORYLA12868, ORYLA00872, ORYLA16608	NEMVE22656
OG0003031	ORYLA16489, ORYLA08839	NEMVE15133
OG0003032	ORYLA01141, ORYLA08340	NEMVE01025
OG0003033	ORYLA09580	NEMVE12220, NEMVE10638, NEMVE10429, NEMVE11260, NEMVE11231, NEMVE10428, NEMVE11218, NEMVE19978, NEMVE25621
OG0003034	ORYLA00457	NEMVE18430
OG0003035	ORYLA12815, ORYLA17690	NEMVE09016
OG0003036	ORYLA06888, ORYLA13097	NEMVE06785, NEMVE14583
OG0003037	ORYLA17542	NEMVE16728
OG0003038	ORYLA03300, ORYLA05385	NEMVE01498
OG0003039	ORYLA17391, ORYLA17390, ORYLA02299	NEMVE01445
OG0003041	ORYLA05365	NEMVE00931
OG0003042	ORYLA09859	NEMVE01686
OG0003043	ORYLA13460	NEMVE04685
OG0003044	ORYLA04573	NEMVE23709, NEMVE22835, NEMVE06408
OG0003046	ORYLA15260, ORYLA06310	NEMVE00912
OG0003048	ORYLA15156, ORYLA08890	NEMVE11900
OG0003049	ORYLA17432, ORYLA12852, ORYLA06667	NEMVE13400, NEMVE20256
OG0003051	ORYLA03600, ORYLA09446	NEMVE13742
OG0003052	ORYLA19777	NEMVE16808
OG0003053	ORYLA02834	NEMVE09913
OG0003054	ORYLA12266, ORYLA09573	NEMVE10073
OG0003055	ORYLA07154, ORYLA12922, ORYLA13644	NEMVE03488
OG0003057	ORYLA03418, ORYLA11578	NEMVE15860, NEMVE22167
OG0003058	ORYLA11963, ORYLA20118, ORYLA13944	NEMVE02311, NEMVE06214, NEMVE08497
OG0003059	ORYLA00217, ORYLA04759	NEMVE14365
OG0003060	ORYLA16613, ORYLA06282, ORYLA13094	NEMVE06198
OG0003062	ORYLA06980, ORYLA15949, ORYLA12667	NEMVE24622
OG0003063	ORYLA10950	NEMVE05637
OG0003064	ORYLA13156	NEMVE14804
OG0003065	ORYLA05920, ORYLA02018	NEMVE19798, NEMVE01502
OG0003066	ORYLA15142, ORYLA14035, ORYLA11126	NEMVE23872
OG0003067	ORYLA17416	NEMVE22043
OG0003069	ORYLA13162	NEMVE09720, NEMVE22839, NEMVE06688
OG0003071	ORYLA01342	NEMVE22922
OG0003072	ORYLA13683, ORYLA10914	NEMVE06185
OG0003073	ORYLA14154	NEMVE15009
OG0003074	ORYLA16081, ORYLA01721, ORYLA05339	NEMVE07409
OG0003075	ORYLA09107	NEMVE08481, NEMVE06766
OG0003077	ORYLA16520, ORYLA00601, ORYLA00159, ORYLA16743	NEMVE26018, NEMVE14523
OG0003078	ORYLA10487	NEMVE06351
OG0003079	ORYLA14096, ORYLA06851, ORYLA13613	NEMVE15110
OG0003084	ORYLA03661, ORYLA03660	NEMVE17306
OG0003086	ORYLA13810	NEMVE13691
OG0003086	ORYLA08071	NEMVE01170, NEMVE01723
OG0003101	ORYLA10329, ORYLA09097, ORYLA16063, ORYLA15863	NEMVE07960
OG0003103	ORYLA01778	NEMVE17815, NEMVE09551
OG0003104	ORYLA02871, ORYLA13475	NEMVE05338
OG0003105	ORYLA01500	NEMVE20895, NEMVE14871, NEMVE08962
OG0003106	ORYLA14898	NEMVE13367
OG0003107	ORYLA15014, ORYLA12389	NEMVE04878
OG0003108	ORYLA11282, ORYLA15369	NEMVE21879
OG0003109	ORYLA16315	NEMVE19916, NEMVE18091, NEMVE24291
OG0003110	ORYLA09478	NEMVE22391
OG0003111	ORYLA00857	NEMVE01120, NEMVE09389, NEMVE22410
OG0003112	ORYLA05183	NEMVE05734
OG0003113	ORYLA10065	NEMVE14843
OG0003114	ORYLA07363	NEMVE12974, NEMVE03951
OG0003115	ORYLA06857, ORYLA17487	NEMVE00301
OG0003116	ORYLA20434	NEMVE13077
OG0003118	ORYLA16184, ORYLA10022, ORYLA08702	NEMVE06986
OG0003119	ORYLA04168, ORYLA20444	NEMVE25471
OG0003121	ORYLA14892, ORYLA13008	NEMVE06066
OG0003122	ORYLA04700, ORYLA10184	NEMVE14780
OG0003122	ORYLA11034	NEMVE01334
OG0003124	ORYLA02774	NEMVE07294
OG0003126	ORYLA02613	NEMVE22974
OG0003127	ORYLA10091	NEMVE23321, NEMVE12556
OG0003128	ORYLA00377	NEMVE24270
OG0003129	ORYLA15338	NEMVE13080, NEMVE11504
OG0003130	ORYLA03739	NEMVE01488, NEMVE21603
OG0003131	ORYLA17361, ORYLA20425	NEMVE22604
OG0003132	ORYLA02170	NEMVE18843
OG0003133	ORYLA15165	NEMVE01926
OG0003133	ORYLA15167	NEMVE12491
OG0003133	ORYLA15166	NEMVE12586
OG0003135	ORYLA03082	NEMVE14450
OG0003136	ORYLA03448, ORYLA10254	NEMVE18312
OG0003138	ORYLA10305	NEMVE08372
OG0003140	ORYLA18056, ORYLA18057, ORYLA12143, ORYLA20304	NEMVE23520
OG0003141	ORYLA20129, ORYLA01871, ORYLA05831	NEMVE13946
OG0003142	ORYLA17712	NEMVE18327
OG0003143	ORYLA18757	NEMVE19688
OG0003143	ORYLA01631, ORYLA01632, ORYLA01633	NEMVE25807
OG0003144	ORYLA12539, ORYLA04082	NEMVE13803
OG0003145	ORYLA13404, ORYLA06360	NEMVE22594, NEMVE14437
OG0003146	ORYLA11707	NEMVE21927
OG0003147	ORYLA20499	NEMVE02983
OG0003148	ORYLA11751, ORYLA05438, ORYLA19776	NEMVE09246
OG0003149	ORYLA05759	NEMVE13799
OG0003150	ORYLA01440, ORYLA09448	NEMVE11610, NEMVE19993, NEMVE19992, NEMVE00919
OG0003153	ORYLA18339	NEMVE14674
OG0003154	ORYLA06654	NEMVE25099
OG0003157	ORYLA04495	NEMVE04632
OG0003158	ORYLA08610, ORYLA09460, ORYLA08913	NEMVE04924
OG0003159	ORYLA02503, ORYLA17417, ORYLA05287	NEMVE13613, NEMVE14314
OG0003160	ORYLA05070, ORYLA19915	NEMVE13326
OG0003161	ORYLA18915, ORYLA10523, ORYLA18916	NEMVE04772
OG0003162	ORYLA11824, ORYLA10738, ORYLA03513	NEMVE13463
OG0003163	ORYLA13213, ORYLA17286	NEMVE21987
OG0003164	ORYLA20487, ORYLA00816	NEMVE17247
OG0003165	ORYLA08595, ORYLA10561	NEMVE08402
OG0003166	ORYLA04911, ORYLA04910	NEMVE23899
OG0003167	ORYLA16879, ORYLA03605	NEMVE20093, NEMVE19857, NEMVE11737, NEMVE25876
OG0003169	ORYLA09698	NEMVE23426
OG0003171	ORYLA06807	NEMVE00958
OG0003172	ORYLA09854	NEMVE13880
OG0003173	ORYLA00376, ORYLA02346	NEMVE05436
OG0003174	ORYLA20481	NEMVE00181, NEMVE14667
OG0003175	ORYLA01979, ORYLA06140	NEMVE10111, NEMVE15002
OG0003176	ORYLA12690	NEMVE05784, NEMVE14676
OG0003178	ORYLA03270	NEMVE05084
OG0003179	ORYLA00445	NEMVE14494, NEMVE20675
OG0003180	ORYLA03447, ORYLA03986, ORYLA03985	NEMVE24273
OG0003181	ORYLA00243	NEMVE09804
OG0003182	ORYLA06751	NEMVE14953
OG0003183	ORYLA16117, ORYLA02124	NEMVE14853
OG0003184	ORYLA01211, ORYLA07345	NEMVE14706
OG0003185	ORYLA12363, ORYLA15072	NEMVE11278
OG0003186	ORYLA01090, ORYLA09963, ORYLA09962	NEMVE00674
OG0003187	ORYLA12776	NEMVE20444, NEMVE23086
OG0003188	ORYLA12586, ORYLA14947	NEMVE13336
OG0003189	ORYLA04108	NEMVE07613
OG0003191	ORYLA18538, ORYLA15754	NEMVE13976
OG0003192	ORYLA09709, ORYLA08386	NEMVE03402
OG0003193	ORYLA12245, ORYLA09712	NEMVE09272
OG0003195	ORYLA16742	NEMVE25963, NEMVE10862
OG0003196	ORYLA06022	NEMVE09009, NEMVE09005
OG0003197	ORYLA18639	NEMVE09274
