Orthogroup	ORYLA	DANRE
OG0003399	ORYLA04308	DANRE01211, DANRE08210, DANRE08209
OG0003400	ORYLA04586	DANRE35027, DANRE35028
OG0003401	ORYLA02916	DANRE34917, DANRE34916
OG0003401	ORYLA17797	DANRE33941, DANRE33940
OG0003401	ORYLA17796	DANRE33942, DANRE33943
OG0003401	ORYLA18469	DANRE37593, DANRE37592
OG0003402	ORYLA00699	DANRE16861, DANRE16860
OG0003402	ORYLA16718	DANRE30567, DANRE30568
OG0003402	ORYLA08313	DANRE04142
OG0003419	ORYLA07674	DANRE37837, DANRE37839, DANRE37838
OG0003420	ORYLA13381	DANRE18293
OG0003420	ORYLA02466	DANRE19152
OG0003421	ORYLA20432	DANRE07102, DANRE07103
OG0003422	ORYLA11143	DANRE31337, DANRE31335, DANRE31336
OG0003424	ORYLA16837	DANRE28909
OG0003425	ORYLA19551, ORYLA19552	DANRE00220, DANRE00221
OG0003426	ORYLA01060	DANRE06294
OG0003428	ORYLA07230	DANRE23616
OG0003429	ORYLA15696	DANRE40348
OG0003430	ORYLA05926	DANRE14092, DANRE09762, DANRE09764, DANRE09763
OG0003431	ORYLA13930	DANRE37082, DANRE37083
OG0003431	ORYLA13647	DANRE39962
OG0003432	ORYLA09229	DANRE39419
OG0003433	ORYLA04481	DANRE00751, DANRE38175
OG0003434	ORYLA08873	DANRE24886, DANRE24887
OG0003435	ORYLA11612	DANRE17574, DANRE17573
OG0003435	ORYLA10262	DANRE12047
OG0003437	ORYLA18274	DANRE03086
OG0003437	ORYLA16631	DANRE30200, DANRE17039
OG0003439	ORYLA08660	DANRE35606, DANRE35605, DANRE35604, DANRE35607
OG0003440	ORYLA09996, ORYLA09995	DANRE16061
OG0003440	ORYLA19837	DANRE41627, DANRE41628, DANRE16062, DANRE16060
OG0003441	ORYLA11240	DANRE31537, DANRE31538, DANRE31536, DANRE31539
OG0003441	ORYLA14053	DANRE02227
OG0003442	ORYLA07561	DANRE38103
OG0003442	ORYLA08501, ORYLA13557	DANRE19200, DANRE02920, DANRE36343
OG0003443	ORYLA08295	DANRE03345
OG0003443	ORYLA10121	DANRE05497
OG0003445	ORYLA02950	DANRE19529, DANRE19528
OG0003445	ORYLA13406	DANRE36304
OG0003445	ORYLA06359	DANRE26627
OG0003448	ORYLA12750	DANRE38893
OG0003449	ORYLA08945	DANRE38813
OG0003450	ORYLA06472	DANRE27355
OG0003451	ORYLA09529	DANRE42271
OG0003452	ORYLA05284	DANRE05237, DANRE05236
OG0003453	ORYLA17585	DANRE33702, DANRE33701
OG0003454	ORYLA16419	DANRE29968, DANRE29967
OG0003454	ORYLA05702	DANRE09859
OG0003454	ORYLA07880	DANRE03480
OG0003455	ORYLA15928	DANRE22409
OG0003456	ORYLA16281	DANRE28799
OG0003457	ORYLA07032	DANRE24648, DANRE24647
OG0003457	ORYLA10641	DANRE10726, DANRE10727
OG0003459	ORYLA04696	DANRE04665, DANRE04666
OG0003459	ORYLA10058	DANRE11726
OG0003460	ORYLA04718	DANRE11271, DANRE11270
OG0003461	ORYLA14029	DANRE36984
OG0003462	ORYLA16610	DANRE30211
OG0003463	ORYLA18517	DANRE10783, DANRE18440
OG0003463	ORYLA11792	DANRE18439, DANRE18438
OG0003463	ORYLA03505	DANRE07859
OG0003464	ORYLA07795	DANRE03547, DANRE03548
OG0003465	ORYLA17241	DANRE35168, DANRE35169
OG0003466	ORYLA08173	DANRE04060
OG0003466	ORYLA02600	DANRE04824
OG0003466	ORYLA01193	DANRE20160
OG0003467	ORYLA02217	DANRE14132
OG0003468	ORYLA10155	DANRE11504, DANRE11503
OG0003469	ORYLA02002	DANRE14808, DANRE14807, DANRE14809
OG0003469	ORYLA15259	DANRE12392, DANRE12391
OG0003470	ORYLA17233	DANRE33636, DANRE33637
OG0003471	ORYLA05163	DANRE04396, DANRE04397
OG0003472	ORYLA09943	DANRE42905
OG0003473	ORYLA03676	DANRE13404
OG0003474	ORYLA11709	DANRE17745
OG0003474	ORYLA05348	DANRE14141
OG0003474	ORYLA01933	DANRE14804
OG0003475	ORYLA09037	DANRE24337, DANRE24338
OG0003476	ORYLA10956	DANRE31061
OG0003477	ORYLA05136	DANRE05139, DANRE05138
OG0003478	ORYLA10473	DANRE11874, DANRE11876, DANRE11873, DANRE11875, DANRE11877
OG0003479	ORYLA19858, ORYLA19857	DANRE20647
OG0003479	ORYLA19376, ORYLA14248	DANRE36733
OG0003480	ORYLA14009	DANRE36860
OG0003481	ORYLA09851	DANRE42759, DANRE42760
OG0003482	ORYLA19870	DANRE12605, DANRE12606
OG0003483	ORYLA05235	DANRE05923, DANRE05924, DANRE05925
OG0003484	ORYLA02978	DANRE19021, DANRE19020
OG0003484	ORYLA12427	DANRE12207
OG0003486	ORYLA11922	DANRE17309
OG0003487	ORYLA01531	DANRE14100, DANRE09209, DANRE14099
OG0003488	ORYLA09086	DANRE24327
OG0003489	ORYLA10608	DANRE11374
OG0003489	ORYLA05128	DANRE04492, DANRE04493
OG0003490	ORYLA09587	DANRE18562, DANRE18561
OG0003490	ORYLA09588	DANRE42249
OG0003491	ORYLA01435	DANRE06868
OG0003491	ORYLA03786	DANRE08758
OG0003491	ORYLA08768	DANRE16579, DANRE16578
OG0003492	ORYLA19071	DANRE41237
OG0003493	ORYLA06634	DANRE26243
OG0003495	ORYLA04430	DANRE01035
OG0003495	ORYLA15496	DANRE22502
OG0003495	ORYLA20263	DANRE23306
OG0003497	ORYLA03780	DANRE08177, DANRE08176, DANRE34150, DANRE34151, DANRE08178, DANRE08179, DANRE34149
OG0003498	ORYLA00351	DANRE15885, DANRE15884, DANRE15882, DANRE15883
OG0003499	ORYLA14587	DANRE25933
OG0003500	ORYLA11323	DANRE17365, DANRE17364
OG0003501	ORYLA13017	DANRE21717, DANRE21718
OG0003502	ORYLA03987	DANRE19909
OG0003503	ORYLA08311	DANRE04139
OG0003504	ORYLA00809	DANRE09341
OG0003504	ORYLA05813, ORYLA05814	DANRE09340, DANRE09339, DANRE09338
OG0003505	ORYLA15188	DANRE25526, DANRE25525
OG0003506	ORYLA03663	DANRE07785
OG0003506	ORYLA07315	DANRE15693, DANRE15694
OG0003507	ORYLA13206	DANRE26962, DANRE26963, DANRE40163
OG0003507	ORYLA13567	DANRE02096
OG0003508	ORYLA09159	DANRE24205, DANRE24206
OG0003508	ORYLA06715	DANRE27009
OG0003508	ORYLA09838	DANRE42781, DANRE27008
OG0003509	ORYLA07419	DANRE39370, DANRE39371, DANRE33870, DANRE39372
OG0003510	ORYLA05653	DANRE09753
OG0003510	ORYLA02192	DANRE14711
OG0003510	ORYLA12402	DANRE39368
OG0003511	ORYLA17668	DANRE34748, DANRE34747
OG0003512	ORYLA17979	DANRE39649
OG0003512	ORYLA14116	DANRE33304
OG0003513	ORYLA19681	DANRE42231, DANRE42230, DANRE21349, DANRE21350
OG0003513	ORYLA05692	DANRE09800
OG0003514	ORYLA14323	DANRE02666, DANRE02665
OG0003514	ORYLA13834	DANRE36724
OG0003514	ORYLA20337	DANRE25580
OG0003515	ORYLA00165	DANRE07283, DANRE07282, DANRE16347, DANRE16345, DANRE16346, DANRE16343
OG0003517	ORYLA14850	DANRE25023, DANRE25024
OG0003517	ORYLA11261	DANRE32952, DANRE32953
OG0003518	ORYLA02219	DANRE14130
OG0003519	ORYLA06032	DANRE10230
OG0003520	ORYLA10150	DANRE11516
OG0003521	ORYLA03229	DANRE07880, DANRE07881
OG0003522	ORYLA11321, ORYLA10376	DANRE17299, DANRE17298, DANRE17297
OG0003523	ORYLA06822	DANRE13372, DANRE26579, DANRE26580, DANRE13371, DANRE26578, DANRE13369
OG0003524	ORYLA14492	DANRE02746
OG0003525	ORYLA06258	DANRE27714, DANRE27715
OG0003526	ORYLA05238	DANRE05935, DANRE05934
OG0003526	ORYLA00105	DANRE02941, DANRE02942, DANRE02943
OG0003526	ORYLA08676	DANRE11038, DANRE11039, DANRE11037
OG0003527	ORYLA03109	DANRE12230, DANRE12229
OG0003528	ORYLA09598	DANRE41938, DANRE41935, DANRE41937, DANRE41936
OG0003529	ORYLA08755	DANRE15370, DANRE15371, DANRE15369
OG0003529	ORYLA16493	DANRE29917
OG0003530	ORYLA08384	DANRE35714, DANRE35715
OG0003530	ORYLA09655	DANRE41750, DANRE41749, DANRE41748
OG0003531	ORYLA10765	DANRE11886
OG0003531	ORYLA01076	DANRE35312, DANRE35311, DANRE35310, DANRE07249, DANRE07248
OG0003532	ORYLA09550	DANRE41953, DANRE41951, DANRE41952
OG0003533	ORYLA20154	DANRE21269, DANRE21268
OG0003534	ORYLA04728	DANRE02903
OG0003534	ORYLA10480	DANRE11809, DANRE11808, DANRE11807
OG0003535	ORYLA17733	DANRE01473, DANRE41171, DANRE41170
OG0003535	ORYLA17692	DANRE34688, DANRE34689
OG0003536	ORYLA20264	DANRE23235, DANRE23236
OG0003537	ORYLA02972	DANRE00475, DANRE00474
OG0003538	ORYLA04723	DANRE11317
OG0003539	ORYLA00317	DANRE15875
OG0003541	ORYLA12459	DANRE13009, DANRE13008
OG0003542	ORYLA08039, ORYLA08040	DANRE24828, DANRE24825
OG0003543	ORYLA17038	DANRE38886
OG0003543	ORYLA06025	DANRE10232
OG0003544	ORYLA05956	DANRE09055, DANRE09056
OG0003545	ORYLA00780	DANRE29386
OG0003545	ORYLA16888	DANRE30468
OG0003546	ORYLA02573	DANRE35129, DANRE35130, DANRE35372
OG0003546	ORYLA06777	DANRE27446
OG0003547	ORYLA15005	DANRE12351
OG0003548	ORYLA07339	DANRE39407
OG0003548	ORYLA19601	DANRE16310
OG0003549	ORYLA11604	DANRE17328, DANRE17330, DANRE17329
OG0003549	ORYLA13044	DANRE40096, DANRE40095
OG0003550	ORYLA06826	DANRE35543, DANRE35542
OG0003551	ORYLA17122	DANRE16754
OG0003551	ORYLA02512, ORYLA02511	DANRE19012
OG0003552	ORYLA06559, ORYLA12973	DANRE26596, DANRE40134, DANRE40135, DANRE40136
OG0003553	ORYLA02388	DANRE34953, DANRE34952
OG0003554	ORYLA02272	DANRE01464, DANRE01465, DANRE01463
OG0003554	ORYLA04649	DANRE05784
OG0003555	ORYLA08290	DANRE04170
OG0003556	ORYLA11308	DANRE18452
OG0003556	ORYLA15858	DANRE22626, DANRE22624, DANRE22625
OG0003556	ORYLA16060	DANRE40295
OG0003557	ORYLA17940	DANRE33572
OG0003557	ORYLA05103	DANRE05211
OG0003558	ORYLA12673	DANRE12166, DANRE12165
OG0003560	ORYLA10146	DANRE10895
OG0003561	ORYLA11603	DANRE17387
OG0003561	ORYLA09116	DANRE24268
OG0003562	ORYLA16057	DANRE41112, DANRE41113
OG0003562	ORYLA05508	DANRE15063, DANRE10483
OG0003563	ORYLA08166	DANRE03372, DANRE03371
OG0003564	ORYLA17999	DANRE35412, DANRE35411
OG0003564	ORYLA01509	DANRE06720
OG0003565	ORYLA04938, ORYLA17732	DANRE41169, DANRE41168
OG0003566	ORYLA12377	DANRE39313
OG0003567	ORYLA16922	DANRE29406, DANRE29405
OG0003568	ORYLA17899	DANRE40875, DANRE40876
OG0003569	ORYLA14706	DANRE25140, DANRE31204
OG0003569	ORYLA13674	DANRE20629
OG0003570	ORYLA06235, ORYLA06236	DANRE27969, DANRE27968, DANRE27970
OG0003571	ORYLA05684	DANRE09814
OG0003571	ORYLA15032	DANRE12394, DANRE12393
OG0003572	ORYLA03054	DANRE07588, DANRE19704
OG0003572	ORYLA01059	DANRE09005, DANRE06292
OG0003572	ORYLA11318, ORYLA10495	DANRE12089
OG0003573	ORYLA18884	DANRE28941, DANRE28942
OG0003576	ORYLA15848	DANRE22366
OG0003576	ORYLA19484	DANRE39120
OG0003577	ORYLA05673	DANRE09820, DANRE09819
OG0003578	ORYLA19177	DANRE34970
OG0003579	ORYLA07706	DANRE01556, DANRE33559
OG0003581	ORYLA04075	DANRE00804
OG0003582	ORYLA13955	DANRE02380, DANRE02379
OG0003584	ORYLA07455	DANRE00739, DANRE00740, DANRE00741, DANRE38982
OG0003584	ORYLA06958	DANRE28120, DANRE28119, DANRE28118, DANRE28117
OG0003584	ORYLA14411	DANRE02794
OG0003585	ORYLA11777	DANRE23537
OG0003585	ORYLA05515	DANRE09077, DANRE09076
OG0003585	ORYLA06296	DANRE28300
OG0003585	ORYLA15519	DANRE23249, DANRE22529, DANRE22528
OG0003585	ORYLA16072	DANRE23536
OG0003586	ORYLA03197, ORYLA03198, ORYLA03199	DANRE08492, DANRE08490
OG0003586	ORYLA19337	DANRE01145, DANRE01144, DANRE01179, DANRE01177, DANRE01178
OG0003587	ORYLA19429	DANRE08794
OG0003598	ORYLA02886	DANRE19280, DANRE19281
OG0003599	ORYLA07506	DANRE38092, DANRE38093, DANRE38091
OG0003600	ORYLA20278	DANRE26177, DANRE26178
OG0003601	ORYLA10294	DANRE13547
OG0003601	ORYLA10291	DANRE35781, DANRE35782
OG0003604	ORYLA03970	DANRE20298
OG0003604	ORYLA03472	DANRE08319
OG0003604	ORYLA14112, ORYLA17897	DANRE40835
OG0003606	ORYLA11462	DANRE17951
OG0003606	ORYLA10629	DANRE05856, DANRE05855, DANRE05857
OG0003606	ORYLA02252	DANRE14626
OG0003608	ORYLA13187	DANRE21525, DANRE21526
OG0003610	ORYLA11705	DANRE17750, DANRE17749, DANRE17751
OG0003611	ORYLA01222	DANRE07270
OG0003612	ORYLA05697	DANRE08753, DANRE08754
OG0003613	ORYLA14322	DANRE02664
OG0003613	ORYLA13861	DANRE39801, DANRE39802, DANRE02439
OG0003615	ORYLA07166	DANRE28288
OG0003616	ORYLA13901	DANRE01653, DANRE01652
OG0003616	ORYLA15935	DANRE22423, DANRE22422
OG0003616	ORYLA17835	DANRE40618
OG0003617	ORYLA20096	DANRE41693, DANRE41694
OG0003618	ORYLA09085	DANRE24326
OG0003619	ORYLA00995	DANRE07157
OG0003620	ORYLA16131	DANRE23467, DANRE23468, DANRE23469
OG0003621	ORYLA04086	DANRE00821
OG0003622	ORYLA11687	DANRE18315, DANRE10975
OG0003623	ORYLA05862	DANRE09047
OG0003624	ORYLA13908	DANRE01669, DANRE01670
OG0003626	ORYLA06029	DANRE09128, DANRE09127
OG0003627	ORYLA12845	DANRE21501
OG0003627	ORYLA04550	DANRE01204, DANRE01205
OG0003628	ORYLA12634	DANRE12190, DANRE12189, DANRE12188, DANRE25898, DANRE34577
OG0003628	ORYLA14794	DANRE25897
OG0003629	ORYLA03343	DANRE07526, DANRE07525
OG0003630	ORYLA07936	DANRE03159, DANRE03160, DANRE03158
OG0003631	ORYLA04613	DANRE20236
OG0003632	ORYLA20232	DANRE02527
OG0003632	ORYLA08834	DANRE24456
OG0003633	ORYLA15479	DANRE00949, DANRE00948, DANRE00950, DANRE00947
OG0003635	ORYLA01451	DANRE06304
OG0003636	ORYLA05265	DANRE02585, DANRE02586
OG0003638	ORYLA11662	DANRE17696, DANRE17697, DANRE10884
OG0003639	ORYLA04010	DANRE01131
OG0003640	ORYLA08704	DANRE21358
OG0003641	ORYLA05514	DANRE09735
OG0003641	ORYLA13948, ORYLA15562	DANRE37139
OG0003642	ORYLA14662	DANRE25168, DANRE25167
OG0003642	ORYLA00337	DANRE15765
OG0003643	ORYLA16013	DANRE22737, DANRE22739, DANRE22738, DANRE22740
OG0003644	ORYLA19218	DANRE34253, DANRE34252
OG0003645	ORYLA17019	DANRE28492
OG0003645	ORYLA16769	DANRE30536
OG0003646	ORYLA12425	DANRE12206, DANRE12205
OG0003647	ORYLA18090	DANRE34807
OG0003647	ORYLA02365	DANRE19073
OG0003648	ORYLA10802	DANRE11773, DANRE11774
OG0003649	ORYLA12909	DANRE20924
OG0003650	ORYLA14386	DANRE43429
OG0003651	ORYLA15506	DANRE22669, DANRE22670
OG0003652	ORYLA04563	DANRE19740, DANRE19741
OG0003652	ORYLA03095	DANRE08247, DANRE08248
OG0003653	ORYLA01638	DANRE14179, DANRE14177, DANRE14178
OG0003653	ORYLA07485	DANRE38058
OG0003654	ORYLA09093	DANRE24374, DANRE24376, DANRE24375
OG0003655	ORYLA11608	DANRE17873
OG0003655	ORYLA09516	DANRE01135
OG0003656	ORYLA12194	DANRE13213, DANRE13214
OG0003656	ORYLA06060	DANRE09925
OG0003657	ORYLA04683	DANRE35762, DANRE35761, DANRE35760
OG0003657	ORYLA09891	DANRE41443, DANRE41444, DANRE41442
OG0003658	ORYLA05614	DANRE09535
OG0003658	ORYLA01831	DANRE14324, DANRE14323, DANRE14322
OG0003660	ORYLA04982	DANRE04952, DANRE04951
OG0003660	ORYLA08074	DANRE04374, DANRE04375
OG0003661	ORYLA13934	DANRE37093, DANRE37094
OG0003662	ORYLA04873	DANRE11824, DANRE11823
OG0003662	ORYLA02401	DANRE19340
OG0003663	ORYLA07346	DANRE20138
OG0003663	ORYLA04670	DANRE04641
OG0003664	ORYLA16286	DANRE28769
OG0003665	ORYLA11822	DANRE35842
OG0003666	ORYLA02489	DANRE10552, DANRE10553
OG0003666	ORYLA13220	DANRE18264
OG0003666	ORYLA06808	DANRE26861
OG0003667	ORYLA03973	DANRE20304, DANRE20305
OG0003667	ORYLA03463	DANRE08259, DANRE08261, DANRE08260
OG0003667	ORYLA17623	DANRE33525
OG0003668	ORYLA12159	DANRE12750
OG0003669	ORYLA00310	DANRE15781, DANRE15782
OG0003671	ORYLA19913, ORYLA05071	DANRE03115, DANRE05428, DANRE05429
OG0003671	ORYLA03950	DANRE20214
OG0003672	ORYLA07781	DANRE03570, DANRE03571
OG0003673	ORYLA11721	DANRE23261, DANRE23260, DANRE23262
OG0003674	ORYLA00233	DANRE36174
OG0003675	ORYLA05527	DANRE09100, DANRE09099, DANRE09098, DANRE09102, DANRE09101, DANRE09097
OG0003676	ORYLA18000	DANRE39857
OG0003677	ORYLA09433	DANRE42049
OG0003677	ORYLA09215	DANRE38825
OG0003677	ORYLA16425	DANRE28975
OG0003678	ORYLA19111	DANRE27131, DANRE27133, DANRE27132
OG0003678	ORYLA18850	DANRE29806, DANRE29807
OG0003679	ORYLA09435	DANRE42539, DANRE42541
OG0003679	ORYLA09221	DANRE39212
OG0003680	ORYLA09399	DANRE35666, DANRE42127, DANRE42126
OG0003681	ORYLA15043	DANRE12417
OG0003681	ORYLA12095	DANRE39449
OG0003682	ORYLA05336	DANRE08998
OG0003682	ORYLA11752	DANRE18739
OG0003683	ORYLA02323	DANRE01519
OG0003684	ORYLA09009	DANRE24181, DANRE24179, DANRE24178, DANRE24180
OG0003685	ORYLA17288	DANRE33649
OG0003685	ORYLA12611	DANRE13195, DANRE13196
OG0003686	ORYLA15174, ORYLA15175	DANRE12684, DANRE12685
OG0003687	ORYLA16099	DANRE23303
OG0003687	ORYLA09689	DANRE03707, DANRE42625, DANRE03708, DANRE42626, DANRE42624
OG0003688	ORYLA15391	DANRE39820, DANRE39819, DANRE39818
OG0003689	ORYLA00037	DANRE02010, DANRE02009
OG0003690	ORYLA10151	DANRE11515, DANRE11514
OG0003691	ORYLA00513	DANRE15708, DANRE15710, DANRE15711, DANRE15709
OG0003692	ORYLA17765, ORYLA17766	DANRE01457, DANRE01458, DANRE41224, DANRE41225
OG0003693	ORYLA11068	DANRE31444, DANRE31443
OG0003693	ORYLA15548	DANRE41258
OG0003694	ORYLA05766	DANRE09191, DANRE09192, DANRE09193
OG0003695	ORYLA18026	DANRE35139
OG0003695	ORYLA02559	DANRE35387
OG0003695	ORYLA13445	DANRE17667, DANRE17668
OG0003696	ORYLA14696	DANRE24939, DANRE24937, DANRE24938, DANRE24941
OG0003697	ORYLA16755	DANRE29085, DANRE29084
OG0003697	ORYLA18863	DANRE04036
OG0003698	ORYLA05043	DANRE05742
OG0003698	ORYLA17728	DANRE41164
OG0003700	ORYLA00145	DANRE43116, DANRE30469, DANRE30470, DANRE30471, DANRE36113
OG0003701	ORYLA09740	DANRE42586, DANRE42585, DANRE42588, DANRE42587
OG0003702	ORYLA04776	DANRE04774
OG0003702	ORYLA10080	DANRE05652, DANRE05653
OG0003703	ORYLA19118	DANRE16794, DANRE16793
OG0003703	ORYLA07915	DANRE03417
OG0003704	ORYLA00715	DANRE16910
OG0003704	ORYLA06286	DANRE26809, DANRE26810
OG0003706	ORYLA06085	DANRE14653, DANRE14652, DANRE08597
OG0003707	ORYLA12453	DANRE37652
OG0003708	ORYLA10235	DANRE11485, DANRE11486
OG0003709	ORYLA15349	DANRE12499, DANRE12500
OG0003709	ORYLA12752	DANRE38889, DANRE38888
OG0003710	ORYLA04163	DANRE33869, DANRE33868
OG0003710	ORYLA08822	DANRE24366, DANRE24365
OG0003711	ORYLA12421	DANRE38542, DANRE38543
OG0003712	ORYLA16996	DANRE28597
OG0003712	ORYLA19025	DANRE15505
OG0003713	ORYLA13219	DANRE18263
OG0003713	ORYLA06802	DANRE26856, DANRE26858
OG0003714	ORYLA19329	DANRE40252
OG0003716	ORYLA13136	DANRE02645, DANRE02644
OG0003717	ORYLA02048	DANRE15027, DANRE15028
OG0003718	ORYLA08634	DANRE35702
OG0003719	ORYLA05761	DANRE09387
OG0003720	ORYLA06376	DANRE26975
OG0003721	ORYLA01061	DANRE06295, DANRE06296
OG0003722	ORYLA06277	DANRE26551
OG0003722	ORYLA02448	DANRE34288, DANRE34285, DANRE34290, DANRE34289
OG0003724	ORYLA20221	DANRE41054
OG0003725	ORYLA13642	DANRE39997, DANRE39998
OG0003725	ORYLA17118	DANRE28902
OG0003726	ORYLA05127	DANRE04497
OG0003727	ORYLA01928	DANRE13820, DANRE13821
OG0003727	ORYLA05903	DANRE09248
OG0003729	ORYLA08395	DANRE35811
OG0003731	ORYLA00028	DANRE01973, DANRE01974
OG0003732	ORYLA09566	DANRE41533
OG0003733	ORYLA07355	DANRE39268, DANRE39269
OG0003734	ORYLA02449	DANRE34281
OG0003735	ORYLA18227	DANRE01253, DANRE01252
OG0003736	ORYLA15256	DANRE12670
OG0003737	ORYLA18023	DANRE35136
OG0003737	ORYLA13650	DANRE39954
OG0003738	ORYLA16804	DANRE36139, DANRE36138, DANRE36137, DANRE29374, DANRE29373
OG0003739	ORYLA10021	DANRE42065, DANRE42066, DANRE42068, DANRE42067
OG0003740	ORYLA14622	DANRE38233
OG0003741	ORYLA06173	DANRE10272
OG0003742	ORYLA06086	DANRE08596
OG0003742	ORYLA02085	DANRE14643, DANRE14644
OG0003742	ORYLA16192	DANRE23457
OG0003743	ORYLA02655, ORYLA17586	DANRE33700
OG0003744	ORYLA15613	DANRE40230, DANRE40231
OG0003744	ORYLA13913	DANRE01611
OG0003745	ORYLA17929	DANRE33987
OG0003746	ORYLA20093	DANRE41689, DANRE35874
OG0003746	ORYLA08232	DANRE03867
OG0003746	ORYLA19466	DANRE29830
OG0003746	ORYLA02028	DANRE14507
OG0003748	ORYLA14739	DANRE31296, DANRE31295, DANRE31298, DANRE31297, DANRE25037
OG0003749	ORYLA15075	DANRE25687
OG0003749	ORYLA11168	DANRE03932
OG0003750	ORYLA15854	DANRE22388, DANRE22389
OG0003751	ORYLA12972	DANRE40133
OG0003752	ORYLA20457, ORYLA20456	DANRE06205
OG0003752	ORYLA14921	DANRE25811, DANRE25810
OG0003753	ORYLA16886, ORYLA16887	DANRE03079, DANRE43075
OG0003754	ORYLA14867	DANRE25083, DANRE25084
OG0003755	ORYLA03647	DANRE07964
OG0003755	ORYLA04416	DANRE07965, DANRE07966
OG0003756	ORYLA15160	DANRE14383, DANRE12824, DANRE12823
OG0003757	ORYLA03079	DANRE08295, DANRE08296
OG0003758	ORYLA15779	DANRE29257, DANRE29256, DANRE23446
OG0003759	ORYLA16410	DANRE23669
OG0003759	ORYLA01905	DANRE13867
OG0003759	ORYLA01906	DANRE13866
OG0003760	ORYLA07065	DANRE26661
OG0003760	ORYLA12558	DANRE11543
OG0003761	ORYLA14667	DANRE25159, DANRE25158
OG0003761	ORYLA19588	DANRE39412
OG0003762	ORYLA16316	DANRE30494
OG0003763	ORYLA04822	DANRE04502, DANRE04503
OG0003764	ORYLA16406	DANRE03129, DANRE03130, DANRE03128
OG0003765	ORYLA15485	DANRE22765, DANRE22764
OG0003765	ORYLA19638	DANRE30920, DANRE30919
OG0003766	ORYLA14216	DANRE01676
OG0003767	ORYLA05360	DANRE14728, DANRE14727
OG0003768	ORYLA11127	DANRE31350, DANRE31348, DANRE31349
OG0003769	ORYLA08980	DANRE24053, DANRE24054
OG0003770	ORYLA03596	DANRE08938
OG0003771	ORYLA19264	DANRE04250
OG0003771	ORYLA17030	DANRE28509
OG0003772	ORYLA12463	DANRE12993, DANRE12994, DANRE12995
OG0003773	ORYLA08369	DANRE03698, DANRE03701, DANRE03700, DANRE03699
OG0003776	ORYLA18575	DANRE15288, DANRE15287
OG0003777	ORYLA09626	DANRE21401, DANRE42071
OG0003777	ORYLA20067	DANRE03850
OG0003778	ORYLA11149	DANRE30803
OG0003778	ORYLA15322	DANRE25496
OG0003779	ORYLA16409	DANRE23671
OG0003780	ORYLA13130	DANRE22195
OG0003780	ORYLA07555	DANRE38018, DANRE38019
OG0003780	ORYLA09643	DANRE35732, DANRE42145
OG0003781	ORYLA07642	DANRE38748
OG0003781	ORYLA04950	DANRE11186, DANRE11187
OG0003781	ORYLA00185, ORYLA00183, ORYLA04949, ORYLA00184	DANRE16630
OG0003794	ORYLA16150	DANRE23498
OG0003794	ORYLA01739	DANRE14387
OG0003794	ORYLA15350	DANRE12539, DANRE12540
OG0003794	ORYLA12748	DANRE38896
OG0003795	ORYLA20210	DANRE39787, DANRE39786, DANRE39788, DANRE02438
OG0003798	ORYLA19738	DANRE42704, DANRE42702
OG0003798	ORYLA13919	DANRE01603, DANRE01605, DANRE01604, DANRE01602
OG0003803	ORYLA02753, ORYLA02752	DANRE19445
OG0003803	ORYLA12969	DANRE40131, DANRE40132
OG0003806	ORYLA16763	DANRE29065
OG0003807	ORYLA00781	DANRE29385
OG0003808	ORYLA01934	DANRE14806, DANRE14805
OG0003809	ORYLA07697	DANRE39386
OG0003809	ORYLA19481, ORYLA19479	DANRE05049
OG0003810	ORYLA09510	DANRE41806
OG0003810	ORYLA12262	DANRE37129
OG0003811	ORYLA12803	DANRE17816
OG0003812	ORYLA19278	DANRE19662, DANRE19663
OG0003813	ORYLA18042	DANRE34559, DANRE34558
OG0003813	ORYLA17950	DANRE33725
OG0003816	ORYLA05294	DANRE05129
OG0003817	ORYLA06447	DANRE27863, DANRE27864
OG0003818	ORYLA04078	DANRE00796, DANRE00795, DANRE00794
OG0003820	ORYLA07704	DANRE37833
OG0003821	ORYLA13685, ORYLA15681	DANRE40392
OG0003821	ORYLA13807	DANRE22098, DANRE22097
OG0003823	ORYLA18996	DANRE02338
OG0003823	ORYLA11357	DANRE18651
OG0003823	ORYLA02152	DANRE14745
OG0003824	ORYLA17763	DANRE41228
OG0003826	ORYLA04385	DANRE34174, DANRE34175
OG0003827	ORYLA07017, ORYLA07018, ORYLA13140	DANRE03015
OG0003828	ORYLA02923	DANRE34896
OG0003829	ORYLA06358	DANRE26628
OG0003830	ORYLA10180	DANRE17312, DANRE17311, DANRE17313, DANRE11097, DANRE11096, DANRE11098
OG0003831	ORYLA00352	DANRE15888, DANRE15887
OG0003832	ORYLA10931	DANRE24991
OG0003833	ORYLA08551	DANRE10771, DANRE10770
OG0003834	ORYLA06974	DANRE26683, DANRE26682
OG0003834	ORYLA15270	DANRE26041, DANRE26040
OG0003836	ORYLA00347, ORYLA00348	DANRE15750, DANRE15749
OG0003836	ORYLA04611	DANRE20258
OG0003837	ORYLA16787	DANRE28859
OG0003838	ORYLA09504	DANRE41969, DANRE41970
OG0003838	ORYLA00494	DANRE15858
OG0003839	ORYLA06804	DANRE26852, DANRE26851, DANRE26850, DANRE26849
OG0003840	ORYLA19338	DANRE38305
OG0003841	ORYLA02082	DANRE14586, DANRE14585
