Orthogroup	ORYLA	AENJA_ok
OG0003564	ORYLA02602, ORYLA17999, ORYLA01509	AENJA_24810
OG0003565	ORYLA04938, ORYLA17732	AENJA_24872
OG0003566	ORYLA12377	AENJA_25138
OG0003567	ORYLA16922	AENJA_25441
OG0003568	ORYLA17899	AENJA_25542
OG0003569	ORYLA14706, ORYLA13674	AENJA_25887
OG0003570	ORYLA06235, ORYLA06236	AENJA_26158
OG0003571	ORYLA05684, ORYLA15032	AENJA_26245
OG0003572	ORYLA03054, ORYLA01059, ORYLA11318, ORYLA10495	AENJA_26602
OG0003573	ORYLA18884	AENJA_26698
OG0003598	ORYLA13193, ORYLA02886	AENJA_00099
OG0003600	ORYLA20278	AENJA_00154
OG0003601	ORYLA10294, ORYLA10291, ORYLA10290	AENJA_00200
OG0003604	ORYLA03970, ORYLA03472, ORYLA14112, ORYLA17897	AENJA_00307
OG0003606	ORYLA11462, ORYLA10629, ORYLA02252	AENJA_00589
OG0003607	ORYLA08341	AENJA_13133
OG0003608	ORYLA13187	AENJA_00758
OG0003610	ORYLA11705	AENJA_00983
OG0003611	ORYLA01222	AENJA_04941
OG0003612	ORYLA05697	AENJA_01169
OG0003613	ORYLA14322, ORYLA13861	AENJA_01172
OG0003615	ORYLA07166	AENJA_06537
OG0003616	ORYLA13901, ORYLA15935, ORYLA17835	AENJA_19893, AENJA_19894, AENJA_01501
OG0003617	ORYLA20096	AENJA_01515, AENJA_11306
OG0003618	ORYLA09085	AENJA_01642
OG0003619	ORYLA00995	AENJA_13125, AENJA_01712, AENJA_03250, AENJA_01713
OG0003620	ORYLA16131	AENJA_01724
OG0003622	ORYLA11687	AENJA_02333, AENJA_02334
OG0003623	ORYLA05862	AENJA_02369
OG0003626	ORYLA06029	AENJA_05658
OG0003627	ORYLA12845, ORYLA04550	AENJA_03181
OG0003628	ORYLA12634	AENJA_12461
OG0003630	ORYLA07936	AENJA_03435
OG0003631	ORYLA18266, ORYLA04613	AENJA_25153, AENJA_03572
OG0003632	ORYLA14509, ORYLA20230, ORYLA20231, ORYLA20232, ORYLA08834	AENJA_03584
OG0003633	ORYLA15479	AENJA_03746
OG0003635	ORYLA01451	AENJA_03933
OG0003636	ORYLA05265	AENJA_04212, AENJA_04213, AENJA_04214
OG0003638	ORYLA11662	AENJA_04417
OG0003640	ORYLA16900, ORYLA07985, ORYLA08704	AENJA_05057
OG0003641	ORYLA05514, ORYLA13948, ORYLA15562	AENJA_05255
OG0003642	ORYLA14662, ORYLA00337	AENJA_05368, AENJA_23786
OG0003643	ORYLA16013	AENJA_05513, AENJA_24494
OG0003644	ORYLA19217, ORYLA19218	AENJA_06076
OG0003645	ORYLA17019, ORYLA16769	AENJA_06128
OG0003646	ORYLA12425	AENJA_06203
OG0003647	ORYLA18090, ORYLA02365	AENJA_06206
OG0003648	ORYLA10802	AENJA_06252
OG0003649	ORYLA12909	AENJA_06343
OG0003650	ORYLA14386	AENJA_06545
OG0003651	ORYLA15506	AENJA_06546
OG0003652	ORYLA04563, ORYLA03095	AENJA_07122
OG0003653	ORYLA01638, ORYLA07485	AENJA_07144
OG0003654	ORYLA09093	AENJA_07431
OG0003655	ORYLA11608, ORYLA09516	AENJA_07748
OG0003656	ORYLA12194, ORYLA06060	AENJA_08284
OG0003657	ORYLA04683, ORYLA09891	AENJA_08341
OG0003658	ORYLA05614, ORYLA01831	AENJA_08342
OG0003659	ORYLA19260	AENJA_08800
OG0003660	ORYLA04982, ORYLA08074	AENJA_08993
OG0003662	ORYLA04873, ORYLA02401	AENJA_09164
OG0003663	ORYLA07346, ORYLA04670	AENJA_09628
OG0003665	ORYLA11822	AENJA_10034
OG0003666	ORYLA02489, ORYLA13220, ORYLA06808	AENJA_10364
OG0003668	ORYLA12159	AENJA_10387
OG0003669	ORYLA00310	AENJA_10658
OG0003671	ORYLA19913, ORYLA05071, ORYLA03950	AENJA_11068
OG0003672	ORYLA07781	AENJA_11161, AENJA_24103
OG0003674	ORYLA00233	AENJA_11517
OG0003675	ORYLA05527	AENJA_11744
OG0003677	ORYLA09433, ORYLA09215, ORYLA16425	AENJA_11975
OG0003678	ORYLA19111, ORYLA18850	AENJA_12097
OG0003679	ORYLA09435, ORYLA09221	AENJA_12320
OG0003680	ORYLA09399	AENJA_12855
OG0003681	ORYLA15043, ORYLA12095	AENJA_12857
OG0003682	ORYLA05336, ORYLA11752	AENJA_12915
OG0003683	ORYLA02323	AENJA_12950
OG0003685	ORYLA12611	AENJA_13298
OG0003686	ORYLA15174, ORYLA15175	AENJA_13621
OG0003687	ORYLA16099, ORYLA09689	AENJA_13636
OG0003688	ORYLA15391	AENJA_13670
OG0003689	ORYLA00037	AENJA_14017
OG0003690	ORYLA10151	AENJA_20908
OG0003691	ORYLA00513	AENJA_17487, AENJA_14396
OG0003692	ORYLA17765, ORYLA17766	AENJA_14437
OG0003693	ORYLA11068, ORYLA15548	AENJA_14583
OG0003694	ORYLA05766	AENJA_14806
OG0003695	ORYLA18026, ORYLA02559, ORYLA06632, ORYLA13445	AENJA_14941
OG0003696	ORYLA14696	AENJA_15025
OG0003697	ORYLA18863	AENJA_15049
OG0003698	ORYLA05043, ORYLA17728	AENJA_15085
OG0003700	ORYLA00145, ORYLA16899	AENJA_15228
OG0003701	ORYLA09740	AENJA_15293
OG0003702	ORYLA04776, ORYLA10080	AENJA_15340
OG0003703	ORYLA19118, ORYLA07915	AENJA_15513
OG0003704	ORYLA00715, ORYLA06286	AENJA_15518
OG0003705	ORYLA01951	AENJA_16444
OG0003706	ORYLA06085	AENJA_15986
OG0003707	ORYLA12453	AENJA_16247
OG0003709	ORYLA15349, ORYLA12752	AENJA_17152
OG0003710	ORYLA04163, ORYLA08822	AENJA_17579
OG0003711	ORYLA12421	AENJA_17736
OG0003712	ORYLA16996, ORYLA19025	AENJA_17842
OG0003713	ORYLA13219, ORYLA06802	AENJA_17988
OG0003714	ORYLA19329	AENJA_23117, AENJA_17998
OG0003716	ORYLA13136	AENJA_18178
OG0003717	ORYLA02048	AENJA_18567
OG0003718	ORYLA08634	AENJA_18593
OG0003719	ORYLA05761	AENJA_18681
OG0003720	ORYLA06376, ORYLA01596	AENJA_18939
OG0003721	ORYLA01061	AENJA_19137
OG0003722	ORYLA06277, ORYLA02448	AENJA_19232
OG0003724	ORYLA20221	AENJA_19400
OG0003725	ORYLA13642, ORYLA17118	AENJA_19411
OG0003726	ORYLA05127	AENJA_19480, AENJA_22995
OG0003727	ORYLA01928, ORYLA05903	AENJA_19507
OG0003729	ORYLA08395	AENJA_19798
OG0003731	ORYLA00028	AENJA_19989
OG0003733	ORYLA07355	AENJA_20334
OG0003734	ORYLA02449	AENJA_20690
OG0003736	ORYLA15256	AENJA_20853, AENJA_20855
OG0003737	ORYLA18023, ORYLA13650	AENJA_20913
OG0003738	ORYLA16804	AENJA_21039
OG0003739	ORYLA10021	AENJA_21483
OG0003740	ORYLA14622	AENJA_21680
OG0003741	ORYLA06173	AENJA_21770
OG0003742	ORYLA06086, ORYLA02085, ORYLA16192	AENJA_22403
OG0003743	ORYLA02655, ORYLA17586	AENJA_22572
OG0003744	ORYLA15613, ORYLA13913	AENJA_22829
OG0003745	ORYLA17929	AENJA_23235, AENJA_23237, AENJA_23234
OG0003746	ORYLA20093, ORYLA08232, ORYLA19466, ORYLA02028	AENJA_23348
OG0003748	ORYLA14739, ORYLA10883, ORYLA16014, ORYLA16016, ORYLA16015	AENJA_23488, AENJA_23487
OG0003750	ORYLA15854	AENJA_23963
OG0003751	ORYLA12972	AENJA_24526
OG0003752	ORYLA20457, ORYLA20456, ORYLA14921	AENJA_24562
OG0003753	ORYLA16886, ORYLA16887	AENJA_24858
OG0003754	ORYLA14867	AENJA_24910
OG0003755	ORYLA04416	AENJA_24952
OG0003756	ORYLA15160	AENJA_25172
OG0003757	ORYLA03079	AENJA_25326
OG0003758	ORYLA15779	AENJA_25591
OG0003759	ORYLA16410, ORYLA01905, ORYLA01906	AENJA_25619
OG0003760	ORYLA07065, ORYLA12558	AENJA_26295
OG0003761	ORYLA14667, ORYLA19588	AENJA_26423
OG0003762	ORYLA16316	AENJA_26451
OG0003763	ORYLA04822	AENJA_26622
OG0003794	ORYLA16150, ORYLA01739, ORYLA20381, ORYLA15350, ORYLA12748	AENJA_00002
OG0003795	ORYLA20210	AENJA_00051
OG0003798	ORYLA19738, ORYLA13919	AENJA_00181
OG0003802	ORYLA03226	AENJA_18470, AENJA_23024, AENJA_00441, AENJA_21440, AENJA_05743, AENJA_03445, AENJA_01719, AENJA_15612, AENJA_05741
OG0003803	ORYLA02753, ORYLA02752, ORYLA12969	AENJA_00564
OG0003806	ORYLA16763	AENJA_00944
OG0003807	ORYLA00781	AENJA_00967
OG0003808	ORYLA01934	AENJA_00978
OG0003809	ORYLA07697, ORYLA19481, ORYLA19479	AENJA_01422
OG0003810	ORYLA09510, ORYLA12262	AENJA_01566
OG0003811	ORYLA12803	AENJA_01571
OG0003812	ORYLA19278	AENJA_01871
OG0003813	ORYLA18042, ORYLA17950	AENJA_02053
OG0003816	ORYLA05294	AENJA_02254
OG0003818	ORYLA04078	AENJA_02475
OG0003820	ORYLA07704	AENJA_02870, AENJA_19572
OG0003821	ORYLA13685, ORYLA15681, ORYLA13807	AENJA_02911
OG0003823	ORYLA11357	AENJA_02946
OG0003824	ORYLA17763	AENJA_02975
OG0003826	ORYLA04385	AENJA_03131
OG0003828	ORYLA02923	AENJA_03700
OG0003829	ORYLA06358	AENJA_03792
OG0003830	ORYLA10180, ORYLA11924	AENJA_26357, AENJA_19327, AENJA_03838
OG0003831	ORYLA00352	AENJA_03886
OG0003832	ORYLA14681, ORYLA10931	AENJA_03902
OG0003833	ORYLA08551	AENJA_04439
OG0003834	ORYLA06974, ORYLA12844, ORYLA15270	AENJA_04549, AENJA_04550
OG0003836	ORYLA00347, ORYLA00348, ORYLA04611	AENJA_16961, AENJA_04750, AENJA_18575, AENJA_06265
OG0003837	ORYLA16787	AENJA_04856
OG0003838	ORYLA09504, ORYLA00494	AENJA_04967
OG0003839	ORYLA06804	AENJA_06897
OG0003840	ORYLA19338	AENJA_07883, AENJA_05492
OG0003841	ORYLA02082	AENJA_05729
OG0003842	ORYLA11223	AENJA_05895
OG0003844	ORYLA00410	AENJA_06372
OG0003845	ORYLA04421	AENJA_06384
OG0003848	ORYLA06527, ORYLA13653	AENJA_06904
OG0003849	ORYLA14884, ORYLA02815, ORYLA12162	AENJA_06923
OG0003850	ORYLA05996	AENJA_07117, AENJA_21595
OG0003851	ORYLA09286, ORYLA06613	AENJA_07129
OG0003852	ORYLA17405	AENJA_07216
OG0003853	ORYLA18272	AENJA_07482, AENJA_19998
OG0003854	ORYLA13175	AENJA_07506
OG0003855	ORYLA01615, ORYLA19634	AENJA_07705
OG0003856	ORYLA17087	AENJA_08084
OG0003857	ORYLA19469, ORYLA19468	AENJA_08085
OG0003858	ORYLA04975	AENJA_08566
OG0003859	ORYLA11310	AENJA_08612
OG0003861	ORYLA19849	AENJA_08913
OG0003862	ORYLA09814, ORYLA12243	AENJA_19217
OG0003863	ORYLA04629, ORYLA17758	AENJA_09171
OG0003864	ORYLA03365	AENJA_09391
OG0003865	ORYLA09778, ORYLA13923, ORYLA15980	AENJA_09441
OG0003866	ORYLA08827	AENJA_09527
OG0003867	ORYLA19092	AENJA_09761
OG0003868	ORYLA19824, ORYLA12769	AENJA_09827
OG0003869	ORYLA08057	AENJA_17460, AENJA_09977
OG0003870	ORYLA16354	AENJA_10263
OG0003871	ORYLA09606, ORYLA09605	AENJA_10643
OG0003872	ORYLA17934, ORYLA17933	AENJA_10747
OG0003873	ORYLA12547	AENJA_10784
OG0003874	ORYLA05727, ORYLA01534	AENJA_10799
OG0003875	ORYLA14787	AENJA_10875
OG0003876	ORYLA05675	AENJA_10876
OG0003877	ORYLA13505	AENJA_11020
OG0003878	ORYLA11114, ORYLA15672, ORYLA14414	AENJA_11046
OG0003880	ORYLA12824	AENJA_11227
OG0003881	ORYLA19792, ORYLA19793	AENJA_11372
OG0003882	ORYLA10836, ORYLA15325	AENJA_11663
OG0003883	ORYLA05064, ORYLA00737, ORYLA07337, ORYLA07336	AENJA_11694
OG0003884	ORYLA12146	AENJA_11725
OG0003885	ORYLA05118, ORYLA08990	AENJA_11785, AENJA_23431
OG0003886	ORYLA07850	AENJA_12066
OG0003887	ORYLA06119	AENJA_12157
OG0003888	ORYLA09457	AENJA_12506
OG0003890	ORYLA02702, ORYLA03959	AENJA_21991, AENJA_12959
OG0003892	ORYLA10862	AENJA_13114, AENJA_22782
OG0003893	ORYLA04836	AENJA_13141
OG0003894	ORYLA17746	AENJA_13190
OG0003895	ORYLA17184	AENJA_13220
OG0003896	ORYLA00246, ORYLA16803, ORYLA16688	AENJA_13916
OG0003897	ORYLA06606	AENJA_14064
OG0003898	ORYLA12764	AENJA_14091
OG0003899	ORYLA00332	AENJA_14656
OG0003900	ORYLA03942	AENJA_15786
OG0003901	ORYLA11674	AENJA_15961
OG0003903	ORYLA00503	AENJA_16074
OG0003904	ORYLA12590	AENJA_16228
OG0003906	ORYLA19253, ORYLA19252	AENJA_16374
OG0003908	ORYLA00464	AENJA_22677
OG0003908	ORYLA11218	AENJA_17280
OG0003909	ORYLA11744	AENJA_26469, AENJA_17530
OG0003910	ORYLA01842	AENJA_17611
OG0003911	ORYLA18945	AENJA_17893
OG0003912	ORYLA15466, ORYLA12465	AENJA_18106
OG0003913	ORYLA01416	AENJA_18124
OG0003914	ORYLA18672	AENJA_20252
OG0003914	ORYLA18673	AENJA_18479
OG0003915	ORYLA12264, ORYLA00970	AENJA_18759
OG0003916	ORYLA06228, ORYLA02175	AENJA_18832
OG0003917	ORYLA13507	AENJA_18911
OG0003918	ORYLA01197, ORYLA19012	AENJA_19068
OG0003920	ORYLA01688	AENJA_19805
OG0003921	ORYLA07105	AENJA_19828
OG0003922	ORYLA09787	AENJA_19834
OG0003923	ORYLA10036	AENJA_19884
OG0003925	ORYLA05435	AENJA_20055
OG0003926	ORYLA14433	AENJA_20056
OG0003927	ORYLA17984	AENJA_20528
OG0003930	ORYLA15221	AENJA_20961
OG0003931	ORYLA07756	AENJA_21038
OG0003932	ORYLA09727	AENJA_21377
OG0003933	ORYLA14136, ORYLA10946	AENJA_21761
OG0003934	ORYLA18258	AENJA_21817
OG0003935	ORYLA10426	AENJA_22316
OG0003936	ORYLA15161	AENJA_22324
OG0003937	ORYLA04944, ORYLA02854, ORYLA17784, ORYLA17785, ORYLA02477	AENJA_22426
OG0003938	ORYLA10357	AENJA_22573
OG0003939	ORYLA08294	AENJA_22721
OG0003940	ORYLA12099	AENJA_22828
OG0003941	ORYLA20161, ORYLA19687	AENJA_22930
OG0003942	ORYLA11858	AENJA_23165
OG0003943	ORYLA19886, ORYLA11701, ORYLA12686	AENJA_23357
OG0003944	ORYLA06722	AENJA_23555
OG0003945	ORYLA14999, ORYLA20189	AENJA_23594
OG0003946	ORYLA00695, ORYLA00840	AENJA_24350
OG0003947	ORYLA17372	AENJA_24809
OG0003948	ORYLA17792	AENJA_24828
OG0003949	ORYLA13984	AENJA_25294
OG0003951	ORYLA15529	AENJA_25520
OG0003953	ORYLA04609, ORYLA04608	AENJA_25975, AENJA_25981
OG0003954	ORYLA05547, ORYLA11360	AENJA_26001
OG0003955	ORYLA00673	AENJA_26253
OG0003956	ORYLA13069	AENJA_26347
OG0003957	ORYLA09270	AENJA_26465
OG0003958	ORYLA01353, ORYLA17566, ORYLA02785	AENJA_26545
OG0003959	ORYLA02587	AENJA_26551
OG0003960	ORYLA14710	AENJA_26560
OG0003961	ORYLA06267	AENJA_26616
OG0003962	ORYLA04594, ORYLA08720, ORYLA03911	AENJA_26659
OG0003998	ORYLA00128	AENJA_00732
OG0003999	ORYLA09012	AENJA_00953
OG0004000	ORYLA06063	AENJA_01025
OG0004002	ORYLA05237	AENJA_01139
OG0004005	ORYLA11539	AENJA_01410, AENJA_01411
OG0004007	ORYLA12862, ORYLA02441	AENJA_01716
OG0004009	ORYLA07186, ORYLA18510, ORYLA05182	AENJA_01997
OG0004010	ORYLA12744	AENJA_02161
OG0004011	ORYLA08072, ORYLA04979, ORYLA02389, ORYLA17955	AENJA_02252
OG0004012	ORYLA03859, ORYLA03860	AENJA_02300
OG0004014	ORYLA09781	AENJA_20548, AENJA_03289, AENJA_12583, AENJA_12582
OG0004015	ORYLA13080	AENJA_03648
OG0004016	ORYLA15762	AENJA_25499
OG0004017	ORYLA16378	AENJA_03846
OG0004019	ORYLA07079	AENJA_04085
OG0004020	ORYLA03618	AENJA_17512
OG0004021	ORYLA04388, ORYLA04386, ORYLA04387	AENJA_04438
OG0004022	ORYLA04153	AENJA_04720
OG0004023	ORYLA19712	AENJA_04821
OG0004024	ORYLA09183	AENJA_04835
OG0004025	ORYLA17302	AENJA_05271
OG0004027	ORYLA15966	AENJA_05469
OG0004028	ORYLA19452, ORYLA19451	AENJA_05585
OG0004029	ORYLA05168	AENJA_05822
OG0004031	ORYLA03387	AENJA_06023
OG0004032	ORYLA00963, ORYLA09486	AENJA_06151
OG0004033	ORYLA00102, ORYLA05233	AENJA_07800, AENJA_06467
OG0004034	ORYLA18076, ORYLA05726, ORYLA18901	AENJA_06784
OG0004035	ORYLA13967, ORYLA19169	AENJA_07045
OG0004036	ORYLA03934, ORYLA07549, ORYLA01986	AENJA_07123
OG0004037	ORYLA12889	AENJA_07206
OG0004038	ORYLA19827	AENJA_07209
OG0004039	ORYLA05412	AENJA_07640
OG0004042	ORYLA12519	AENJA_07854
OG0004043	ORYLA11374	AENJA_07877
OG0004044	ORYLA06709	AENJA_07917
OG0004045	ORYLA05053, ORYLA00018	AENJA_07957
OG0004047	ORYLA00724, ORYLA16680	AENJA_08079
OG0004049	ORYLA12229, ORYLA01045, ORYLA05312, ORYLA11774	AENJA_08248
OG0004051	ORYLA12291, ORYLA09890	AENJA_08973
OG0004052	ORYLA13663	AENJA_09045
OG0004053	ORYLA02143	AENJA_09308
OG0004054	ORYLA20246	AENJA_09386
OG0004055	ORYLA11987	AENJA_09534, AENJA_10626
OG0004056	ORYLA13016	AENJA_09747
OG0004057	ORYLA18803	AENJA_09847
OG0004058	ORYLA11743	AENJA_15238
OG0004059	ORYLA09700	AENJA_10120
OG0004060	ORYLA05319	AENJA_10222
OG0004061	ORYLA06758	AENJA_10245
OG0004062	ORYLA04662, ORYLA01143	AENJA_10281
OG0004063	ORYLA10971	AENJA_10560
OG0004064	ORYLA20087	AENJA_10715
OG0004065	ORYLA15637	AENJA_10915
OG0004067	ORYLA00948	AENJA_11072, AENJA_11073
OG0004068	ORYLA07587	AENJA_11291
OG0004069	ORYLA17225	AENJA_11462
OG0004070	ORYLA00593	AENJA_11512
OG0004071	ORYLA19319	AENJA_11569
OG0004072	ORYLA07888	AENJA_11674
OG0004073	ORYLA20307, ORYLA13758	AENJA_11745
OG0004074	ORYLA13537, ORYLA07852	AENJA_11761
OG0004076	ORYLA01649, ORYLA01648	AENJA_11962
OG0004077	ORYLA02758	AENJA_12069, AENJA_11984
OG0004079	ORYLA20439, ORYLA00169	AENJA_12149
OG0004080	ORYLA10289, ORYLA07044	AENJA_12559
OG0004081	ORYLA06891	AENJA_12579
OG0004082	ORYLA06902	AENJA_12648
OG0004083	ORYLA10118	AENJA_12814
OG0004084	ORYLA10620, ORYLA11716	AENJA_13049
OG0004085	ORYLA12276	AENJA_13446
OG0004086	ORYLA05224	AENJA_13483, AENJA_16966
OG0004087	ORYLA09831	AENJA_13678
OG0004088	ORYLA13309, ORYLA20375	AENJA_13695, AENJA_24137
OG0004089	ORYLA03508	AENJA_13857
OG0004090	ORYLA13744	AENJA_14113
OG0004091	ORYLA17298	AENJA_14498
OG0004092	ORYLA16447	AENJA_14629
OG0004093	ORYLA19123	AENJA_14743
OG0004094	ORYLA18005	AENJA_14786
OG0004095	ORYLA14848	AENJA_14906
OG0004096	ORYLA06633, ORYLA13446	AENJA_14942
OG0004097	ORYLA00951	AENJA_15032
OG0004098	ORYLA13241	AENJA_15282
OG0004099	ORYLA05808, ORYLA07729	AENJA_15456
OG0004100	ORYLA14757	AENJA_16101, AENJA_16102
OG0004101	ORYLA00034	AENJA_16349
OG0004102	ORYLA08051, ORYLA05259	AENJA_16425
OG0004103	ORYLA16172	AENJA_16652, AENJA_16649
OG0004104	ORYLA17223, ORYLA13619	AENJA_17043
OG0004105	ORYLA05328	AENJA_17274
OG0004106	ORYLA14443, ORYLA16021	AENJA_17371
OG0004110	ORYLA03874, ORYLA05290	AENJA_17972
OG0004111	ORYLA02203, ORYLA05362, ORYLA11476	AENJA_17987
OG0004112	ORYLA01550	AENJA_26008
OG0004113	ORYLA15528	AENJA_18290
OG0004114	ORYLA04348	AENJA_18362
OG0004115	ORYLA06190	AENJA_18384
OG0004116	ORYLA04207	AENJA_18624
OG0004117	ORYLA06456	AENJA_18937
OG0004118	ORYLA11078, ORYLA15080	AENJA_19037
OG0004119	ORYLA12671	AENJA_19319
OG0004120	ORYLA04987	AENJA_19470
OG0004121	ORYLA15655, ORYLA03797, ORYLA06814	AENJA_19585
OG0004123	ORYLA19290	AENJA_19882
OG0004124	ORYLA15467, ORYLA09082	AENJA_20051
OG0004125	ORYLA00144	AENJA_20094
OG0004126	ORYLA03650	AENJA_20213
OG0004127	ORYLA09061	AENJA_20390
OG0004128	ORYLA13697, ORYLA04740	AENJA_20435
OG0004129	ORYLA04726	AENJA_20438
OG0004130	ORYLA05755, ORYLA05756	AENJA_20514
OG0004131	ORYLA17963	AENJA_20546
OG0004132	ORYLA08928	AENJA_20581
OG0004133	ORYLA03520, ORYLA09449	AENJA_20684
OG0004135	ORYLA00556, ORYLA19702, ORYLA17201	AENJA_21037
OG0004136	ORYLA15892	AENJA_21121
OG0004137	ORYLA19715	AENJA_21136
OG0004138	ORYLA08801	AENJA_21638
OG0004139	ORYLA10225, ORYLA13368	AENJA_22066
OG0004140	ORYLA15266	AENJA_22122
OG0004141	ORYLA15916, ORYLA20262	AENJA_22209
OG0004142	ORYLA19228	AENJA_22247
OG0004143	ORYLA14097, ORYLA12079	AENJA_22570
OG0004144	ORYLA06031, ORYLA09444	AENJA_22601
OG0004146	ORYLA17537	AENJA_22878
OG0004147	ORYLA09999, ORYLA08535	AENJA_22980
OG0004148	ORYLA08231, ORYLA19465	AENJA_23349
OG0004149	ORYLA09652, ORYLA00944	AENJA_23391
OG0004151	ORYLA16600	AENJA_23954
OG0004153	ORYLA01191	AENJA_24230
OG0004154	ORYLA10398	AENJA_24263
OG0004156	ORYLA14744, ORYLA14745, ORYLA14464	AENJA_24369, AENJA_24722
OG0004157	ORYLA20243, ORYLA16041	AENJA_24370
OG0004158	ORYLA08591, ORYLA09357, ORYLA08876	AENJA_24429
OG0004159	ORYLA10140	AENJA_24852
OG0004160	ORYLA06641, ORYLA13459	AENJA_25025
OG0004161	ORYLA08743	AENJA_25182
OG0004162	ORYLA16508	AENJA_25282
OG0004163	ORYLA14605	AENJA_25392
OG0004164	ORYLA03880, ORYLA08087, ORYLA04989	AENJA_25479
OG0004166	ORYLA15487	AENJA_25748
OG0004167	ORYLA15371, ORYLA01065	AENJA_26097
OG0004168	ORYLA03465	AENJA_26286
OG0004169	ORYLA16635	AENJA_26454
OG0004171	ORYLA03005	AENJA_26685
OG0004214	ORYLA06043	AENJA_00165
OG0004215	ORYLA03688	AENJA_00310
OG0004216	ORYLA11137	AENJA_00516
OG0004218	ORYLA17352, ORYLA09066	AENJA_00935
OG0004219	ORYLA09856	AENJA_01020
OG0004222	ORYLA10143	AENJA_01486
OG0004223	ORYLA01529	AENJA_01506
OG0004225	ORYLA14375, ORYLA06540	AENJA_01633
OG0004226	ORYLA10741, ORYLA01488	AENJA_01684
OG0004227	ORYLA15581	AENJA_01705
OG0004228	ORYLA10619, ORYLA11717	AENJA_01729
OG0004229	ORYLA04904, ORYLA01162	AENJA_02064
OG0004231	ORYLA17203	AENJA_02278
OG0004232	ORYLA18836	AENJA_02302
OG0004233	ORYLA13892, ORYLA03624	AENJA_02374
OG0004235	ORYLA18461, ORYLA18460	AENJA_02425
OG0004236	ORYLA18284	AENJA_02429
OG0004237	ORYLA00477	AENJA_07147
OG0004239	ORYLA15565	AENJA_02668
OG0004241	ORYLA09540, ORYLA09541	AENJA_03118
OG0004242	ORYLA13103	AENJA_03219
OG0004243	ORYLA08230, ORYLA19467	AENJA_03297
OG0004245	ORYLA05193	AENJA_03416
OG0004246	ORYLA08241	AENJA_08975, AENJA_03476
OG0004247	ORYLA04151	AENJA_03521, AENJA_03518
OG0004248	ORYLA15416	AENJA_03763
OG0004249	ORYLA02545	AENJA_03888
OG0004250	ORYLA05194	AENJA_04014
OG0004251	ORYLA13407, ORYLA06357	AENJA_20691
OG0004252	ORYLA11763	AENJA_04057
OG0004253	ORYLA08024, ORYLA03451	AENJA_04321
OG0004254	ORYLA02332	AENJA_04427, AENJA_09254
OG0004255	ORYLA14321	AENJA_21176, AENJA_04555
OG0004257	ORYLA13796	AENJA_04594
OG0004259	ORYLA14900, ORYLA14901	AENJA_05091
OG0004260	ORYLA14804	AENJA_05573
OG0004261	ORYLA02160	AENJA_25277, AENJA_13929, AENJA_22921, AENJA_22459, AENJA_05609
OG0004262	ORYLA11314	AENJA_05767
OG0004263	ORYLA19672	AENJA_05819
OG0004264	ORYLA05100, ORYLA08266, ORYLA17356	AENJA_05851
OG0004265	ORYLA13288	AENJA_06209
OG0004268	ORYLA18618	AENJA_06438
OG0004269	ORYLA00763, ORYLA00762	AENJA_06472
OG0004270	ORYLA01546, ORYLA05748	AENJA_06731
OG0004271	ORYLA10889, ORYLA14724	AENJA_06979
OG0004272	ORYLA17688	AENJA_06984
OG0004273	ORYLA05805	AENJA_07053
OG0004274	ORYLA19950, ORYLA05643	AENJA_07138
OG0004275	ORYLA11016, ORYLA14720, ORYLA14202	AENJA_07307
OG0004276	ORYLA05549	AENJA_07382
OG0004277	ORYLA07503	AENJA_07626
OG0004278	ORYLA02821	AENJA_07644, AENJA_08435
OG0004281	ORYLA02976	AENJA_20214
OG0004282	ORYLA01943	AENJA_07918
OG0004283	ORYLA01415	AENJA_19675
OG0004284	ORYLA12786	AENJA_07958
OG0004285	ORYLA01291	AENJA_08157
OG0004286	ORYLA03608	AENJA_08421
OG0004289	ORYLA11614	AENJA_08571
OG0004290	ORYLA14551, ORYLA06167, ORYLA01685	AENJA_08634
OG0004291	ORYLA05148	AENJA_08666
OG0004292	ORYLA04782	AENJA_08709, AENJA_21597
OG0004294	ORYLA12360, ORYLA15730	AENJA_08948
OG0004295	ORYLA13614	AENJA_08995
OG0004296	ORYLA18165, ORYLA02795	AENJA_22026, AENJA_09137
OG0004297	ORYLA01594	AENJA_09281
OG0004300	ORYLA20173	AENJA_09414
OG0004301	ORYLA01175	AENJA_09948, AENJA_09950, AENJA_11810
OG0004302	ORYLA07918	AENJA_11814
OG0004303	ORYLA06906, ORYLA03599	AENJA_10102
OG0004304	ORYLA02764	AENJA_10126
OG0004305	ORYLA12983	AENJA_10671
OG0004306	ORYLA19624, ORYLA19623	AENJA_10728
OG0004307	ORYLA16647	AENJA_10811
OG0004308	ORYLA01248	AENJA_10896
OG0004310	ORYLA12810	AENJA_11180, AENJA_23448
OG0004311	ORYLA06878, ORYLA12820, ORYLA12821, ORYLA12822, ORYLA12213	AENJA_14028, AENJA_11212
OG0004312	ORYLA08934	AENJA_11219
OG0004314	ORYLA13384	AENJA_11558
OG0004315	ORYLA08110	AENJA_11716
OG0004316	ORYLA13055	AENJA_11759
OG0004317	ORYLA02343, ORYLA17544, ORYLA03466	AENJA_11806
OG0004318	ORYLA08308	AENJA_11868
OG0004319	ORYLA14604, ORYLA15324	AENJA_12058
