Orthogroup	ORYLA	HUMAN
OG0004112	ORYLA01550	HUMAN01822, HUMAN01821
OG0004113	ORYLA15528	HUMAN20537
OG0004114	ORYLA04348	HUMAN04859, HUMAN04858, HUMAN04860
OG0004115	ORYLA06190	HUMAN21493
OG0004116	ORYLA04207	HUMAN05608, HUMAN05607
OG0004117	ORYLA06456	HUMAN27879
OG0004118	ORYLA11078, ORYLA15080	HUMAN26960
OG0004118	ORYLA11077	HUMAN26961
OG0004119	ORYLA12671	HUMAN15237, HUMAN15236
OG0004120	ORYLA04987	HUMAN03333
OG0004121	ORYLA15655	HUMAN00202
OG0004121	ORYLA03797, ORYLA06814	HUMAN21585
OG0004123	ORYLA19290	HUMAN05601, HUMAN05600
OG0004124	ORYLA15467	HUMAN19130
OG0004124	ORYLA09082	HUMAN27894
OG0004125	ORYLA00144	HUMAN13507, HUMAN13501, HUMAN13504, HUMAN13506, HUMAN13509, HUMAN13505, HUMAN13508, HUMAN13502, HUMAN13503
OG0004126	ORYLA03650	HUMAN19543
OG0004127	ORYLA09061	HUMAN27924
OG0004128	ORYLA13697	HUMAN20446
OG0004128	ORYLA04740	HUMAN16881, HUMAN16882
OG0004129	ORYLA04726	HUMAN02978
OG0004130	ORYLA05755, ORYLA05756	HUMAN01818
OG0004131	ORYLA17963	HUMAN19907, HUMAN19906
OG0004132	ORYLA08928	HUMAN27969
OG0004133	ORYLA03520	HUMAN18302
OG0004133	ORYLA09449	HUMAN07684
OG0004134	ORYLA20471	HUMAN22443
OG0004135	ORYLA00556	HUMAN25931, HUMAN25933, HUMAN25932
OG0004135	ORYLA19702, ORYLA17201	HUMAN13193
OG0004136	ORYLA15892	HUMAN02427
OG0004137	ORYLA19715	HUMAN28841
OG0004139	ORYLA10225, ORYLA13368	HUMAN14285
OG0004140	ORYLA15266	HUMAN11430, HUMAN11431, HUMAN11429
OG0004141	ORYLA15916	HUMAN21479
OG0004141	ORYLA20262	HUMAN30533
OG0004142	ORYLA19228	HUMAN14999
OG0004143	ORYLA14097	HUMAN28620
OG0004143	ORYLA12079	HUMAN09650
OG0004144	ORYLA06031	HUMAN20558
OG0004144	ORYLA09444	HUMAN21379
OG0004146	ORYLA17537	HUMAN07308
OG0004147	ORYLA09999, ORYLA08535	HUMAN21565
OG0004148	ORYLA19465	HUMAN12377
OG0004149	ORYLA09652	HUMAN07609
OG0004149	ORYLA00944	HUMAN30337
OG0004150	ORYLA18859	HUMAN20665
OG0004151	ORYLA16600	HUMAN11355, HUMAN11356
OG0004153	ORYLA01191	HUMAN24083
OG0004154	ORYLA10398	HUMAN16602
OG0004156	ORYLA14464	HUMAN21442
OG0004157	ORYLA20243, ORYLA16041	HUMAN29821
OG0004158	ORYLA08591, ORYLA09357	HUMAN17542
OG0004158	ORYLA08876	HUMAN27299
OG0004159	ORYLA10140	HUMAN15832, HUMAN08705
OG0004159	ORYLA00101	HUMAN02665
OG0004160	ORYLA06641, ORYLA13459	HUMAN00868
OG0004161	ORYLA08743	HUMAN17700
OG0004162	ORYLA16508	HUMAN25916
OG0004163	ORYLA14605	HUMAN04161, HUMAN04162, HUMAN04160
OG0004164	ORYLA03880	HUMAN03236
OG0004164	ORYLA08087, ORYLA04989	HUMAN23812
OG0004166	ORYLA15487	HUMAN27687
OG0004167	ORYLA15371	HUMAN04738
OG0004167	ORYLA01065	HUMAN04739
OG0004168	ORYLA03465	HUMAN11718
OG0004169	ORYLA16635	HUMAN13644
OG0004170	ORYLA04409	HUMAN15967
OG0004171	ORYLA03005	HUMAN15518
OG0004172	ORYLA15121	HUMAN04361
OG0004174	ORYLA17453	HUMAN28907, HUMAN28908
OG0004176	ORYLA20490	HUMAN22859, HUMAN22860
OG0004178	ORYLA20267, ORYLA16161	HUMAN30555, HUMAN30556
OG0004179	ORYLA15111	HUMAN10496, HUMAN10497
OG0004179	ORYLA16660, ORYLA08320	HUMAN12064, HUMAN12065, HUMAN12066, HUMAN12169
OG0004180	ORYLA09252	HUMAN27280
OG0004180	ORYLA20090	HUMAN18278
OG0004181	ORYLA00305	HUMAN22409
OG0004182	ORYLA03175, ORYLA03174	HUMAN19435
OG0004183	ORYLA17883	HUMAN07292, HUMAN07291
OG0004184	ORYLA04652, ORYLA04653	HUMAN02697
OG0004185	ORYLA13738	HUMAN01862, HUMAN20490
OG0004186	ORYLA10541	HUMAN08997, HUMAN08995
OG0004186	ORYLA04337, ORYLA04880	HUMAN02715
OG0004187	ORYLA12466	HUMAN11528
OG0004187	ORYLA09321	HUMAN08193, HUMAN08194
OG0004189	ORYLA03747	HUMAN12201
OG0004189	ORYLA17861, ORYLA02777	HUMAN07399
OG0004190	ORYLA16767	HUMAN12134, HUMAN12135, HUMAN12136, HUMAN12137, HUMAN12133
OG0004197	ORYLA08401	HUMAN17924
OG0004197	ORYLA05626, ORYLA01838	HUMAN26082, HUMAN26080, HUMAN26083
OG0004198	ORYLA05752, ORYLA01549	HUMAN09595, HUMAN01753, HUMAN09594, HUMAN01752
OG0004199	ORYLA03857, ORYLA03858, ORYLA04490	HUMAN24138, HUMAN24139
OG0004200	ORYLA03824, ORYLA03283	HUMAN05752
OG0004200	ORYLA09569, ORYLA18574	HUMAN19370, HUMAN19369
OG0004214	ORYLA06043	HUMAN24477
OG0004215	ORYLA03688	HUMAN12295, HUMAN12294, HUMAN12293
OG0004216	ORYLA11137	HUMAN20287
OG0004217	ORYLA00162	HUMAN22836
OG0004218	ORYLA09066	HUMAN27915
OG0004219	ORYLA09856	HUMAN17843, HUMAN17842
OG0004222	ORYLA10143	HUMAN08455
OG0004223	ORYLA01529	HUMAN05023
OG0004225	ORYLA14375	HUMAN06624, HUMAN06623
OG0004225	ORYLA06540	HUMAN27310
OG0004226	ORYLA10741, ORYLA01488	HUMAN08493
OG0004227	ORYLA15581	HUMAN00825
OG0004228	ORYLA11717	HUMAN27429
OG0004229	ORYLA04904	HUMAN03153
OG0004230	ORYLA03779	HUMAN05581
OG0004231	ORYLA17203	HUMAN13253
OG0004232	ORYLA18836	HUMAN22434
OG0004233	ORYLA13892, ORYLA03624	HUMAN00119
OG0004235	ORYLA18460	HUMAN12116
OG0004236	ORYLA18284	HUMAN16992
OG0004237	ORYLA00477	HUMAN22943
OG0004238	ORYLA02026	HUMAN24523
OG0004239	ORYLA15565	HUMAN18995
OG0004240	ORYLA05216	HUMAN18709
OG0004242	ORYLA13103	HUMAN14962
OG0004244	ORYLA11023, ORYLA15377	HUMAN27048
OG0004245	ORYLA05193	HUMAN03723, HUMAN03722, HUMAN07043
OG0004246	ORYLA08241	HUMAN12879, HUMAN12881
OG0004247	ORYLA04151	HUMAN05733
OG0004248	ORYLA15416	HUMAN18975
OG0004249	ORYLA02545	HUMAN22546
OG0004251	ORYLA13407, ORYLA06357	HUMAN01265
OG0004252	ORYLA11763	HUMAN25401, HUMAN25402, HUMAN25400
OG0004253	ORYLA08024	HUMAN10905
OG0004253	ORYLA03451	HUMAN26337
OG0004254	ORYLA02332	HUMAN27698
OG0004255	ORYLA14321	HUMAN20924
OG0004257	ORYLA13796	HUMAN17628
OG0004258	ORYLA08400	HUMAN19336, HUMAN19590
OG0004259	ORYLA14900, ORYLA14901	HUMAN09749
OG0004260	ORYLA14804	HUMAN09461, HUMAN09462
OG0004261	ORYLA02160	HUMAN13774
OG0004262	ORYLA11314	HUMAN08768, HUMAN08767, HUMAN08769
OG0004263	ORYLA19672	HUMAN17546
OG0004264	ORYLA05100, ORYLA08266	HUMAN03533
OG0004264	ORYLA17356	HUMAN27752, HUMAN27751, HUMAN27750
OG0004265	ORYLA13288	HUMAN01336
OG0004266	ORYLA17776	HUMAN07181
OG0004268	ORYLA18618	HUMAN15199, HUMAN15201
OG0004269	ORYLA00762	HUMAN03613
OG0004270	ORYLA05748	HUMAN01652
OG0004271	ORYLA10889, ORYLA14724	HUMAN26827
OG0004272	ORYLA17688	HUMAN23571
OG0004273	ORYLA05805	HUMAN12115, HUMAN12114
OG0004274	ORYLA19950	HUMAN11120
OG0004275	ORYLA14720	HUMAN06232
OG0004275	ORYLA14202	HUMAN21152, HUMAN21151
OG0004276	ORYLA05549	HUMAN28195
OG0004277	ORYLA07503	HUMAN29963
OG0004278	ORYLA02821	HUMAN28639
OG0004280	ORYLA16385	HUMAN13148
OG0004281	ORYLA02976	HUMAN21313
OG0004282	ORYLA01943	HUMAN00466
OG0004283	ORYLA01415	HUMAN22365
OG0004284	ORYLA12786	HUMAN22289
OG0004285	ORYLA01291	HUMAN24318, HUMAN24317, HUMAN24319
OG0004286	ORYLA03608	HUMAN26392
OG0004287	ORYLA10346	HUMAN08350
OG0004289	ORYLA11614	HUMAN08406
OG0004290	ORYLA14551	HUMAN11088, HUMAN11089
OG0004290	ORYLA06167, ORYLA01685	HUMAN26173
OG0004291	ORYLA05148	HUMAN02664
OG0004292	ORYLA04782	HUMAN18016, HUMAN18018, HUMAN18017
OG0004294	ORYLA12360	HUMAN04148, HUMAN04149
OG0004294	ORYLA15730	HUMAN02311, HUMAN02310
OG0004295	ORYLA13614	HUMAN14256
OG0004296	ORYLA18165	HUMAN22583, HUMAN22582
OG0004297	ORYLA01594	HUMAN24896
OG0004299	ORYLA07203	HUMAN22961
OG0004299	ORYLA04240	HUMAN05108
OG0004300	ORYLA20173	HUMAN28866
OG0004301	ORYLA01175	HUMAN04644
OG0004302	ORYLA07918	HUMAN23334
OG0004303	ORYLA06906	HUMAN18307
OG0004304	ORYLA02764	HUMAN07403, HUMAN07402, HUMAN07400, HUMAN07401
OG0004305	ORYLA12983	HUMAN14140
OG0004306	ORYLA19624, ORYLA19623	HUMAN24566, HUMAN24565
OG0004307	ORYLA19761, ORYLA16647	HUMAN13513
OG0004308	ORYLA01248	HUMAN30057
OG0004309	ORYLA08360	HUMAN03042
OG0004310	ORYLA02009	HUMAN01879, HUMAN01878
OG0004310	ORYLA12810	HUMAN15096, HUMAN15095
OG0004311	ORYLA06878, ORYLA12820, ORYLA12821, ORYLA12822	HUMAN15083
OG0004311	ORYLA12213	HUMAN09966
OG0004312	ORYLA08934	HUMAN01959
OG0004314	ORYLA13384	HUMAN02115
OG0004315	ORYLA08110	HUMAN03740, HUMAN03739
OG0004316	ORYLA13055	HUMAN21828
OG0004317	ORYLA02343	HUMAN07353
OG0004318	ORYLA08308	HUMAN13522
OG0004319	ORYLA14604	HUMAN04163
OG0004319	ORYLA15324	HUMAN27066
OG0004321	ORYLA08343	HUMAN03148
OG0004322	ORYLA02168	HUMAN24558
OG0004323	ORYLA11937	HUMAN25493
OG0004324	ORYLA16074	HUMAN19248
OG0004325	ORYLA02699	HUMAN17229
OG0004326	ORYLA05846	HUMAN27157, HUMAN27158
OG0004327	ORYLA03590	HUMAN05117, HUMAN05116
OG0004328	ORYLA14212	HUMAN18966, HUMAN18965
OG0004330	ORYLA19620	HUMAN08424
OG0004331	ORYLA10128	HUMAN08295
OG0004333	ORYLA02208	HUMAN28274
OG0004334	ORYLA13634	HUMAN00979
OG0004335	ORYLA07228	HUMAN22919
OG0004336	ORYLA12292	HUMAN11187, HUMAN11186, HUMAN11185
OG0004336	ORYLA05686	HUMAN28035
OG0004337	ORYLA09589	HUMAN01473
OG0004338	ORYLA03022	HUMAN05208
OG0004341	ORYLA00796	HUMAN13188, HUMAN13187
OG0004342	ORYLA07522	HUMAN22854, HUMAN22853
OG0004343	ORYLA04934	HUMAN03765, HUMAN03766
OG0004345	ORYLA02462	HUMAN29416
OG0004346	ORYLA13068	HUMAN01204
OG0004347	ORYLA03450, ORYLA03449	HUMAN26338
OG0004348	ORYLA09480	HUMAN29749
OG0004349	ORYLA10657	HUMAN08332, HUMAN08333
OG0004350	ORYLA19055	HUMAN25142
OG0004351	ORYLA05855	HUMAN05858
OG0004352	ORYLA05883	HUMAN18365, HUMAN18370, HUMAN18368, HUMAN18369, HUMAN05871, HUMAN05872, HUMAN05869, HUMAN05870
OG0004353	ORYLA05853	HUMAN05861
OG0004354	ORYLA19813	HUMAN19964
OG0004355	ORYLA11295	HUMAN06764
OG0004356	ORYLA03524	HUMAN21882
OG0004357	ORYLA05275, ORYLA18598	HUMAN17377
OG0004358	ORYLA15910	HUMAN20549
OG0004359	ORYLA14419	HUMAN21016
OG0004359	ORYLA14312	HUMAN29937
OG0004360	ORYLA07053	HUMAN02590
OG0004361	ORYLA13310	HUMAN02280
OG0004362	ORYLA16460	HUMAN12669
OG0004363	ORYLA19614	HUMAN23093
OG0004364	ORYLA10803	HUMAN16782, HUMAN16785
OG0004365	ORYLA14910	HUMAN09827, HUMAN09826, HUMAN09828, HUMAN09829
OG0004366	ORYLA19961	HUMAN11404
OG0004368	ORYLA13581, ORYLA13582	HUMAN02041
OG0004368	ORYLA01592	HUMAN24846
OG0004369	ORYLA16298	HUMAN29479
OG0004370	ORYLA04218	HUMAN26663
OG0004371	ORYLA02250, ORYLA10632, ORYLA10633	HUMAN00682, HUMAN00681
OG0004371	ORYLA11711, ORYLA11712	HUMAN16768
OG0004372	ORYLA12931	HUMAN00855
OG0004373	ORYLA13428	HUMAN00854
OG0004374	ORYLA13060	HUMAN13158
OG0004375	ORYLA14822	HUMAN09491
OG0004376	ORYLA03453, ORYLA03982	HUMAN26330
OG0004376	ORYLA17266, ORYLA17265	HUMAN19958
OG0004378	ORYLA03486	HUMAN11677, HUMAN11679, HUMAN11678
OG0004379	ORYLA16844	HUMAN15965
OG0004379	ORYLA11000	HUMAN15966
OG0004380	ORYLA14741, ORYLA14742, ORYLA11001	HUMAN06115
OG0004381	ORYLA01629	HUMAN01741
OG0004382	ORYLA02422	HUMAN23495
OG0004383	ORYLA10414	HUMAN08351
OG0004384	ORYLA11849	HUMAN02637, HUMAN02638, HUMAN02636
OG0004385	ORYLA02949	HUMAN29342
OG0004386	ORYLA17577	HUMAN26743, HUMAN19947
OG0004388	ORYLA11788	HUMAN25589
OG0004389	ORYLA06660, ORYLA13273	HUMAN00922
OG0004390	ORYLA06508	HUMAN02225, HUMAN02224, HUMAN02227
OG0004392	ORYLA05276	HUMAN03189
OG0004393	ORYLA00736, ORYLA05065, ORYLA07310	HUMAN03571
OG0004394	ORYLA04507	HUMAN30076, HUMAN25176
OG0004395	ORYLA11237	HUMAN06742
OG0004395	ORYLA11236	HUMAN06741
OG0004396	ORYLA13670	HUMAN00394
OG0004396	ORYLA13671	HUMAN00393
OG0004397	ORYLA12670	HUMAN15239
OG0004397	ORYLA06982	HUMAN13820
OG0004398	ORYLA19042	HUMAN25746
OG0004399	ORYLA15917	HUMAN20481, HUMAN20480
OG0004399	ORYLA10934	HUMAN20364
OG0004400	ORYLA12834, ORYLA06976	HUMAN13800
OG0004401	ORYLA16391	HUMAN30275, HUMAN07787
OG0004402	ORYLA00359	HUMAN22341
OG0004403	ORYLA12131	HUMAN09951, HUMAN09950
OG0004404	ORYLA18290, ORYLA18289	HUMAN09714
OG0004405	ORYLA00290	HUMAN30602, HUMAN30601, HUMAN30590
OG0004406	ORYLA07369	HUMAN04951, HUMAN04950
OG0004406	ORYLA11663	HUMAN08313
OG0004407	ORYLA10493	HUMAN08685
OG0004408	ORYLA04575	HUMAN05224
OG0004409	ORYLA11017	HUMAN06237, HUMAN06235, HUMAN06234, HUMAN06236, HUMAN21149
OG0004409	ORYLA14719	HUMAN06233
OG0004413	ORYLA13706	HUMAN20485
OG0004414	ORYLA04213, ORYLA03766	HUMAN05744, HUMAN05743
OG0004415	ORYLA02106	HUMAN27786
OG0004417	ORYLA06644	HUMAN27641, HUMAN27642, HUMAN27644, HUMAN27646, HUMAN27643, HUMAN01111, HUMAN27645
OG0004418	ORYLA14094, ORYLA17533	HUMAN23600
OG0004419	ORYLA17812	HUMAN17223, HUMAN17224, HUMAN17222
OG0004420	ORYLA15597	HUMAN00120
OG0004420	ORYLA13498	HUMAN21941, HUMAN21942
OG0004421	ORYLA13703	HUMAN20973
OG0004422	ORYLA17669	HUMAN23503
OG0004423	ORYLA02181	HUMAN24585
OG0004424	ORYLA14156	HUMAN20454, HUMAN20451
OG0004425	ORYLA16312	HUMAN20710
OG0004426	ORYLA03269	HUMAN15503, HUMAN15502
OG0004427	ORYLA05172	HUMAN17507
OG0004432	ORYLA08909	HUMAN03015, HUMAN03014, HUMAN03013, HUMAN03010
OG0004432	ORYLA06206, ORYLA08759, ORYLA19683	HUMAN18104, HUMAN18105
OG0004433	ORYLA05662	HUMAN26519
OG0004433	ORYLA20112	HUMAN26524
OG0004433	ORYLA08709	HUMAN17553, HUMAN17552
OG0004435	ORYLA16876	HUMAN09102, HUMAN09078, HUMAN30681, HUMAN09109, HUMAN09104, HUMAN09098, HUMAN09072, HUMAN09118, HUMAN09074, HUMAN09083, HUMAN09110, HUMAN09113, HUMAN09119, HUMAN19351, HUMAN09099, HUMAN09136, HUMAN09141, HUMAN09071, HUMAN09112, HUMAN09087
OG0004459	ORYLA07864	HUMAN03665
OG0004460	ORYLA14340	HUMAN02348
OG0004461	ORYLA11220	HUMAN06949
OG0004461	ORYLA13678	HUMAN25050
OG0004462	ORYLA08525	HUMAN07884
OG0004467	ORYLA17825, ORYLA04362	HUMAN07304
OG0004468	ORYLA01117	HUMAN04543
OG0004471	ORYLA09668	HUMAN17967, HUMAN17970, HUMAN17969
OG0004472	ORYLA11083	HUMAN26987
OG0004474	ORYLA15384	HUMAN00075, HUMAN00078, HUMAN00076
OG0004475	ORYLA00288	HUMAN10492
OG0004476	ORYLA17923	HUMAN07423
OG0004477	ORYLA14659	HUMAN09841
OG0004478	ORYLA15190	HUMAN11200
OG0004479	ORYLA01642	HUMAN13760
OG0004480	ORYLA08284	HUMAN19565
OG0004481	ORYLA12038, ORYLA12039	HUMAN09377, HUMAN09376
OG0004482	ORYLA09158	HUMAN20680
OG0004483	ORYLA08606	HUMAN18287, HUMAN18286, HUMAN18283, HUMAN18284
OG0004484	ORYLA14440	HUMAN00032
OG0004485	ORYLA03123	HUMAN05734
OG0004487	ORYLA12882	HUMAN22433
OG0004488	ORYLA01537	HUMAN01783
OG0004490	ORYLA17142	HUMAN16009, HUMAN16010, HUMAN16008
OG0004491	ORYLA12722	HUMAN15224
OG0004492	ORYLA12318	HUMAN03895
OG0004493	ORYLA05968	HUMAN00735
OG0004493	ORYLA02037	HUMAN00736, HUMAN00734
OG0004494	ORYLA08165	HUMAN10686
OG0004495	ORYLA06356	HUMAN01257
OG0004496	ORYLA09129	HUMAN21326
OG0004497	ORYLA15163	HUMAN11496
OG0004498	ORYLA01757	HUMAN21502, HUMAN21503
OG0004499	ORYLA10507	HUMAN08698, HUMAN08697
OG0004500	ORYLA18253	HUMAN27616
OG0004501	ORYLA10621	HUMAN00494
OG0004502	ORYLA16140	HUMAN00324
OG0004503	ORYLA00434, ORYLA00435	HUMAN22764
OG0004505	ORYLA09612	HUMAN17948
OG0004506	ORYLA16269	HUMAN13338, HUMAN13340
OG0004507	ORYLA17649	HUMAN23621
OG0004509	ORYLA06656, ORYLA13427	HUMAN02069
OG0004510	ORYLA09938	HUMAN29607
OG0004511	ORYLA18087	HUMAN19795
OG0004511	ORYLA04001	HUMAN12268
OG0004512	ORYLA10399	HUMAN09321
OG0004513	ORYLA14120	HUMAN07254
OG0004514	ORYLA20179	HUMAN20024
OG0004515	ORYLA08127	HUMAN03769, HUMAN03768, HUMAN03770
OG0004516	ORYLA03742	HUMAN13122
OG0004517	ORYLA16270	HUMAN13286, HUMAN13288, HUMAN13287
OG0004518	ORYLA00616	HUMAN14475
OG0004519	ORYLA14200	HUMAN21150
OG0004520	ORYLA18565	HUMAN22045
OG0004522	ORYLA20117	HUMAN24510
OG0004523	ORYLA05758	HUMAN01827, HUMAN01829
OG0004524	ORYLA17065	HUMAN20054
OG0004525	ORYLA13633	HUMAN01279
OG0004526	ORYLA02450	HUMAN29357
OG0004527	ORYLA13249	HUMAN01091
OG0004528	ORYLA04389	HUMAN11777
OG0004529	ORYLA05119	HUMAN25204, HUMAN25205
OG0004530	ORYLA01274	HUMAN30172
OG0004530	ORYLA09936	HUMAN29605
OG0004531	ORYLA19003	HUMAN29624
OG0004532	ORYLA16544	HUMAN10136
OG0004533	ORYLA13166, ORYLA06373	HUMAN09658, HUMAN14386
OG0004534	ORYLA04039	HUMAN07572, HUMAN07573
OG0004535	ORYLA03117	HUMAN15447, HUMAN15446, HUMAN15448
OG0004537	ORYLA05587	HUMAN24791
OG0004537	ORYLA02440	HUMAN29314
OG0004538	ORYLA10469	HUMAN08632, HUMAN08631
OG0004539	ORYLA05162	HUMAN16954
OG0004540	ORYLA08872	HUMAN27283, HUMAN27284
OG0004542	ORYLA07728	HUMAN20251
OG0004543	ORYLA00033, ORYLA00032	HUMAN12485
OG0004544	ORYLA16006	HUMAN21132
OG0004544	ORYLA17168	HUMAN29852, HUMAN29851
OG0004545	ORYLA18092	HUMAN23453, HUMAN23452
OG0004546	ORYLA01595	HUMAN24897
OG0004547	ORYLA14704	HUMAN07051
OG0004547	ORYLA14524	HUMAN21061
OG0004548	ORYLA13313	HUMAN02263
OG0004549	ORYLA15379	HUMAN04224
OG0004550	ORYLA11206	HUMAN07015
OG0004551	ORYLA08011	HUMAN10195
OG0004552	ORYLA07639	HUMAN11941, HUMAN11943, HUMAN11942
OG0004553	ORYLA12734	HUMAN29639
OG0004554	ORYLA18535	HUMAN16601
OG0004555	ORYLA09267	HUMAN24447
OG0004556	ORYLA05892	HUMAN10849
OG0004557	ORYLA05600, ORYLA10004	HUMAN18475
OG0004558	ORYLA14164	HUMAN00434
OG0004559	ORYLA17180	HUMAN13594
OG0004560	ORYLA13492	HUMAN17616
OG0004561	ORYLA13301	HUMAN21836
OG0004563	ORYLA17640	HUMAN19929
OG0004564	ORYLA10092, ORYLA04840	HUMAN02717
OG0004565	ORYLA10682	HUMAN02521, HUMAN02520
OG0004566	ORYLA09242	HUMAN13773
OG0004567	ORYLA11483	HUMAN16616
OG0004568	ORYLA10428	HUMAN08468
OG0004569	ORYLA18519	HUMAN19797, HUMAN19796
OG0004570	ORYLA04690	HUMAN16933
OG0004571	ORYLA09287	HUMAN02981
OG0004572	ORYLA06536	HUMAN27925
OG0004573	ORYLA04092	HUMAN12408
OG0004574	ORYLA10967	HUMAN06851
OG0004574	ORYLA12086	HUMAN04266
OG0004576	ORYLA01212	HUMAN23863
OG0004576	ORYLA04929, ORYLA08121	HUMAN22099, HUMAN22098, HUMAN03755
OG0004577	ORYLA07568	HUMAN07984
OG0004578	ORYLA02844	HUMAN29379
OG0004579	ORYLA11222, ORYLA11221	HUMAN06948, HUMAN06947
OG0004581	ORYLA04196	HUMAN30254
OG0004582	ORYLA02882	HUMAN01491, HUMAN23318
OG0004583	ORYLA11726	HUMAN25613
OG0004584	ORYLA05309	HUMAN25317
OG0004585	ORYLA06291	HUMAN13729, HUMAN13727
OG0004586	ORYLA03799	HUMAN27177, HUMAN27176, HUMAN27175, HUMAN27174, HUMAN27179
OG0004587	ORYLA07238, ORYLA00478	HUMAN22944, HUMAN22945
OG0004588	ORYLA17972, ORYLA04384	HUMAN11782
OG0004589	ORYLA03758	HUMAN12239
OG0004590	ORYLA05519	HUMAN26460
OG0004591	ORYLA16288	HUMAN12039, HUMAN12041, HUMAN12040
OG0004593	ORYLA01302	HUMAN17263, HUMAN24335
OG0004595	ORYLA16403	HUMAN12768
OG0004595	ORYLA06473	HUMAN27266
OG0004596	ORYLA20308	HUMAN04471, HUMAN04470
OG0004599	ORYLA02718	HUMAN23324
OG0004600	ORYLA18120	HUMAN29105
OG0004601	ORYLA02465	HUMAN29271, HUMAN29273
OG0004602	ORYLA17209	HUMAN13593, HUMAN13590
OG0004603	ORYLA17128	HUMAN10394, HUMAN10392, HUMAN10391
OG0004605	ORYLA17124	HUMAN10306
OG0004606	ORYLA13802	HUMAN18904, HUMAN18905
OG0004607	ORYLA17571	HUMAN19952
OG0004608	ORYLA11801	HUMAN18748, HUMAN18747, HUMAN18749
OG0004609	ORYLA04118	HUMAN12279, HUMAN12280
OG0004610	ORYLA15229, ORYLA12132	HUMAN09947, HUMAN09946
OG0004611	ORYLA05090, ORYLA05091	HUMAN03825, HUMAN03826
OG0004612	ORYLA02074	HUMAN25998
OG0004613	ORYLA06011	HUMAN15692, HUMAN15691
OG0004614	ORYLA01420	HUMAN04966
OG0004615	ORYLA02433	HUMAN29429
OG0004615	ORYLA06361, ORYLA13403	HUMAN01271
OG0004616	ORYLA10301, ORYLA09881	HUMAN17882
OG0004617	ORYLA12482, ORYLA15143	HUMAN04322
OG0004617	ORYLA11125	HUMAN06985, HUMAN06984
OG0004618	ORYLA00832	HUMAN22867
OG0004619	ORYLA16430	HUMAN12791
OG0004621	ORYLA14201	HUMAN21153
OG0004621	ORYLA15999	HUMAN21154
OG0004622	ORYLA01749	HUMAN29011
OG0004626	ORYLA12665, ORYLA14546	HUMAN15244
OG0004627	ORYLA08823	HUMAN29678
OG0004628	ORYLA16390	HUMAN13154
OG0004628	ORYLA08691	HUMAN18070
OG0004629	ORYLA02890	HUMAN29170, HUMAN29169
OG0004630	ORYLA11416	HUMAN25354
OG0004631	ORYLA19321	HUMAN29038
OG0004632	ORYLA08542	HUMAN21378
OG0004633	ORYLA06950	HUMAN18514, HUMAN18513, HUMAN18512
OG0004634	ORYLA16289	HUMAN12037
OG0004634	ORYLA18481	HUMAN20391
OG0004635	ORYLA06004	HUMAN16135, HUMAN16134
OG0004637	ORYLA12299	HUMAN11592, HUMAN11591
OG0004638	ORYLA02490	HUMAN16357, HUMAN16358, HUMAN16356, HUMAN16359, HUMAN16355, HUMAN16354
OG0004639	ORYLA02611	HUMAN29308
OG0004641	ORYLA18028	HUMAN29439
OG0004642	ORYLA08976, ORYLA08977, ORYLA08978	HUMAN04683
OG0004643	ORYLA18283	HUMAN26734
OG0004644	ORYLA10069	HUMAN02493, HUMAN02492
OG0004645	ORYLA09111	HUMAN07505, HUMAN07504
OG0004646	ORYLA13019	HUMAN15038
OG0004647	ORYLA17701, ORYLA17702	HUMAN23591
OG0004648	ORYLA12915	HUMAN14405, HUMAN14403
OG0004649	ORYLA04414, ORYLA03668	HUMAN13089
OG0004649	ORYLA17354	HUMAN19718
OG0004650	ORYLA19443, ORYLA19442, ORYLA19444	HUMAN11880, HUMAN11879, HUMAN11878, HUMAN11877
OG0004651	ORYLA14276	HUMAN20463
OG0004652	ORYLA00965	HUMAN30278, HUMAN24680
OG0004653	ORYLA09884	HUMAN17886
OG0004653	ORYLA00211	HUMAN12873
OG0004654	ORYLA16505	HUMAN16019
OG0004655	ORYLA17173	HUMAN15982
OG0004656	ORYLA18658	HUMAN16639
OG0004657	ORYLA03530, ORYLA06957, ORYLA04226, ORYLA04225	HUMAN26711
OG0004659	ORYLA13951	HUMAN02326
OG0004660	ORYLA18953	HUMAN25810
OG0004661	ORYLA00453	HUMAN28521
OG0004662	ORYLA19355, ORYLA11509	HUMAN08577
OG0004663	ORYLA03983	HUMAN26334, HUMAN12394
OG0004664	ORYLA03155	HUMAN07587
OG0004665	ORYLA09688	HUMAN17987, HUMAN17986, HUMAN17985
OG0004666	ORYLA20071	HUMAN07820
OG0004666	ORYLA19994	HUMAN05445, HUMAN05446
OG0004667	ORYLA08669	HUMAN21347, HUMAN21348
OG0004667	ORYLA08668	HUMAN21346
OG0004668	ORYLA19057	HUMAN02463, HUMAN02462
OG0004669	ORYLA05384	HUMAN24194, HUMAN15536
OG0004670	ORYLA08200	HUMAN12707
OG0004671	ORYLA04002	HUMAN12269
OG0004672	ORYLA12303	HUMAN11604, HUMAN11603
OG0004673	ORYLA09190	HUMAN27305
OG0004673	ORYLA19670	HUMAN17548
OG0004674	ORYLA02750	HUMAN28474
OG0004675	ORYLA11378	HUMAN16714
OG0004677	ORYLA05147, ORYLA07837	HUMAN25858, HUMAN25857
