PFL	SPU	BFL	ALG
XLOC_005247	LOC586686	LOC118417125	D
XLOC_006665	LOC576126	LOC118416988	D
XLOC_006213	LOC100894008	LOC118417274	D
XLOC_005657	LOC100888295	LOC118417717	D
XLOC_005373	LOC579107	LOC118417390	D
XLOC_005630	LOC591878	LOC118418489	D
XLOC_006263	LOC588190	LOC118417415	D
XLOC_006331	LOC586452	LOC118418398	D
XLOC_006740	LOC577887	LOC118417748	D
XLOC_006073	LOC588430	LOC118417220	D
XLOC_006363	LOC580856	LOC118417777	D
XLOC_005398	LOC586074	LOC118418111	D
XLOC_005548	LOC577858	LOC118417443	D
XLOC_005874	LOC587539	LOC118418713	D
XLOC_006072	LOC586105	LOC118417088	D
XLOC_006345	LOC587966	LOC118417343	D
XLOC_005219	LOC577200	LOC118417228	D
XLOC_005822	LOC579458	LOC118417964	D
XLOC_005571	LOC583170	LOC118417697	D
XLOC_005512	LOC593807	LOC118417021	D
XLOC_006251	LOC590859	LOC118418168	D
XLOC_005232	LOC752040	LOC118417444	D
XLOC_006686	LOC590644	LOC118418328	D
XLOC_006455	LOC579382	LOC118417695	D
XLOC_005179	LOC589166	LOC118418332	D
XLOC_005583	LOC580369	LOC118417953	D
XLOC_005284	LOC576742	LOC118417753	D
XLOC_005826	LOC575890	LOC118417196	D
XLOC_005886	LOC591737	LOC118418519	D
XLOC_005839	LOC590481	LOC118417959	D
XLOC_006433	LOC593687	LOC118417046	D
XLOC_006293	LOC575271	LOC118417350	D
XLOC_006121	LOC590990	LOC118417264	D
XLOC_005193	LOC593733	LOC118417743	D
XLOC_005349	LOC577583	LOC118417502	D
XLOC_006628	LOC580452	LOC118417795	D
XLOC_006311	LOC579077	LOC118418409	D
XLOC_005113	LOC756465	LOC118418501	D
XLOC_006749	LOC752175	LOC118417564	D
XLOC_005534	LOC752300	LOC118418397	D
XLOC_005925	LOC587057	LOC118417749	D
XLOC_005110	LOC579860	LOC118418491	D
XLOC_005521	LOC100892039	LOC118418346	D
XLOC_006216	LOC588004	LOC118417308	D
XLOC_006012	LOC762996	LOC118418600	D
XLOC_006011	LOC575779	LOC118417607	D
XLOC_006526	LOC100888258	LOC118418630	D
XLOC_006698	LOC578691	LOC118417247	D
XLOC_005197	LOC575419	LOC118418497	D
XLOC_006062	LOC580648	LOC118417370	D
XLOC_005482	LOC586701	LOC118417908	D
XLOC_005705	LOC588523	LOC118417612	D
XLOC_005492	LOC585330	LOC118417548	D
XLOC_006672	LOC592567	LOC118417779	D
XLOC_006232	LOC593033	LOC118418001	D
XLOC_006440	LOC591120	LOC118418472	D
XLOC_005873	LOC576962	LOC118417185	D
XLOC_006067	LOC100888112	LOC118417661	D
XLOC_006190	LOC100889015	LOC118417055	D
XLOC_005746	LOC594592	LOC118418057	D
XLOC_005150	LOC764565	LOC118417901	D
XLOC_006716	LOC587747	LOC118417880	D
XLOC_005187	LOC763143	LOC118418702	D
XLOC_005426	LOC576325	LOC118418685	D
XLOC_006313	LOC575920	LOC118417484	D
XLOC_006663	LOC752873	LOC118418589	D
XLOC_005266	LOC585278	LOC118418602	D
XLOC_006211	LOC763247	LOC118417081	D
XLOC_005842	LOC585997	LOC118418334	D
XLOC_005529	LOC581346	LOC118418396	D
XLOC_006545	LOC594590	LOC118418058	D
XLOC_006006	LOC579016	LOC118416999	D
XLOC_005112	LOC115920328	LOC118418463	D
XLOC_005994	LOC115918366	LOC118418625	D
XLOC_006586	LOC578392	LOC118418065	D
XLOC_005551	LOC580695	LOC118417027	D
XLOC_006702	LOC591088	LOC118418049	D
XLOC_005137	LOC590568	LOC118417164	D
XLOC_005375	LOC594139	LOC118417383	D
XLOC_005282	LOC578336	LOC118417807	D
XLOC_005192	LOC594596	LOC118418507	D
XLOC_005224	LOC577148	LOC118417103	D
XLOC_005503	LOC100889190	LOC118417456	D
XLOC_005838	LOC575793	LOC118417958	D
XLOC_006576	LOC115918370	LOC118417939	D
XLOC_006406	LOC751847	LOC118418508	D
XLOC_005867	LOC100888204	LOC118417623	D
XLOC_005821	LOC580634	LOC118417322	D
XLOC_005631	LOC591917	LOC118418546	D
XLOC_005242	LOC100891888	LOC118418321	D
XLOC_005436	LOC589316	LOC118417588	D
XLOC_006442	LOC591899	LOC118418543	D
XLOC_006441	LOC591865	LOC118417756	D
XLOC_006188	LOC580075	LOC118417237	D
XLOC_006233	LOC105437883	LOC118418316	D
XLOC_005394	LOC576609	LOC118417082	D
XLOC_006639	LOC105442240	LOC118418553	D
XLOC_006186	LOC115920306	LOC118417359	D
XLOC_006521	LOC579965	LOC118417704	D
XLOC_005143	LOC115918375	LOC118417760	D
XLOC_005348	LOC591831	LOC118417364	D
XLOC_005279	LOC100889315	LOC118417106	D
XLOC_006377	LOC580100	LOC118417154	D
XLOC_005951	LOC115920296	LOC118417236	D
XLOC_006044	LOC105436651	LOC118417634	D
XLOC_006061	LOC581716	LOC118417314	D
XLOC_006272	LOC594743	LOC118417702	D
XLOC_005344	LOC100893503	LOC118418324	D
XLOC_005974	LOC100891673	LOC118418479	D
XLOC_005108	LOC579670	LOC118418532	D
XLOC_035136	LOC576226	LOC118416276	E
XLOC_035071	LOC594379	LOC118415658	E
XLOC_035119	LOC580943	LOC118415765	E
XLOC_036058	LOC762418	LOC118416499	E
XLOC_035098	LOC582206	LOC118416742	E
XLOC_034732	LOC578457	LOC118416400	E
XLOC_035806	LOC579367	LOC118416421	E
XLOC_036090	LOC585998	LOC118415922	E
XLOC_034496	LOC579576	LOC118416886	E
XLOC_035295	LOC755564	LOC118415718	E
XLOC_035884	LOC589815	LOC118415372	E
XLOC_034919	PMCA	LOC118416622	E
XLOC_035350	LOC579534	LOC118415269	E
XLOC_035322	LOC586332	LOC118416374	E
XLOC_035534	LOC575263	LOC118416640	E
XLOC_034834	LOC592682	LOC118415155	E
XLOC_035527	LOC588450	LOC118415286	E
XLOC_034534	LOC591112	LOC118415555	E
XLOC_035788	LOC586153	LOC118415779	E
XLOC_035988	LOC589708	LOC118416277	E
XLOC_035482	LOC100887866	LOC118415431	E
XLOC_035746	LOC581269	LOC118415443	E
XLOC_035094	LOC582394	LOC118415569	E
XLOC_035308	LOC582463	LOC118416645	E
XLOC_035097	LOC581889	LOC118415742	E
XLOC_035059	LOC581823	LOC118416238	E
XLOC_035894	LOC581817	LOC118416484	E
XLOC_035934	LOC594527	LOC118415973	E
XLOC_035148	LOC585051	LOC118415361	E
XLOC_035100	LOC577819	LOC118416041	E
XLOC_035154	LOC577037	LOC118415937	E
XLOC_035044	LOC115919127	LOC118415685	E
XLOC_035231	LOC576207	LOC118415914	E
XLOC_034801	LOC580332	LOC118415898	E
XLOC_035141	LOC100889253	LOC118415346	E
XLOC_036092	LOC754814	LOC118415241	E
XLOC_035099	LOC584837	LOC118416788	E
XLOC_036038	LOC588300	LOC118415876	E
XLOC_036002	LOC577677	LOC118416941	E
XLOC_034662	LOC592555	LOC118416024	E
XLOC_035256	LOC578031	LOC118416822	E
XLOC_035345	LOC763141	LOC118415715	E
XLOC_035444	LOC577281	LOC118415886	E
XLOC_035043	LOC577255	LOC118415874	E
XLOC_034477	LOC579797	LOC118415588	E
XLOC_035574	LOC594729	LOC118415773	E
XLOC_035378	LOC577931	LOC118416466	E
XLOC_035743	LOC577957	LOC118415277	E
XLOC_034999	LOC588782	LOC118415916	E
XLOC_035864	LOC576147	LOC118415679	E
XLOC_035853	LOC593489	LOC118415280	E
XLOC_036079	LOC592899	LOC118415758	E
XLOC_035537	LOC414054	LOC118415195	E
XLOC_036027	LOC587059	LOC118416033	E
XLOC_034623	LOC582202	LOC118415892	E
XLOC_036008	shr2	LOC118416919	E
XLOC_035123	LOC579578	LOC118415325	E
XLOC_035496	LOC100887856	LOC118416057	E
XLOC_035757	LOC583525	LOC118416916	E
XLOC_035558	LOC591807	LOC118415233	E
XLOC_035598	LOC579456	LOC118415405	E
XLOC_035449	LOC592592	LOC118416520	E
XLOC_035533	LOC586359	LOC118416637	E
XLOC_036053	LOC576498	LOC118416877	E
XLOC_034661	LOC585193	LOC118415432	E
XLOC_035977	LOC584816	LOC118416705	E
XLOC_035532	LOC578258	LOC118415598	E
XLOC_034711	LOC581868	LOC118416923	E
XLOC_034525	LOC590942	LOC118415790	E
XLOC_035766	LOC593589	LOC118415978	E
XLOC_034899	LOC586818	LOC118416115	E
XLOC_035168	LOC588054	LOC118416797	E
XLOC_035575	LOC594726	LOC118416399	E
XLOC_036042	LOC115919116	LOC118415726	E
XLOC_034888	LOC588142	LOC118415343	E
XLOC_035969	LOC586351	LOC118415770	E
XLOC_035681	LOC583726	LOC118415118	E
XLOC_034616	LOC584099	LOC118416572	E
XLOC_035139	LOC576048	LOC118415221	E
XLOC_034566	LOC583776	LOC118416036	E
XLOC_036118	LOC577743	LOC118415435	E
XLOC_035584	LOC589513	LOC118416627	E
XLOC_036009	LOC754367	LOC118416272	E
XLOC_036089	LOC373288	LOC118415278	E
XLOC_035195	LOC588017	LOC118415392	E
XLOC_034505	LOC579746	LOC118416473	E
XLOC_034521	LOC575693	LOC118416013	E
XLOC_035228	LOC581428	LOC118415242	E
XLOC_035519	LOC585748	LOC118415228	E
XLOC_034608	LOC753921	LOC118416468	E
XLOC_034513	LOC755518	LOC118415948	E
XLOC_034804	LOC754421	LOC118415903	E
XLOC_035770	LOC100888929	LOC118415998	E
XLOC_034611	LOC582861	LOC118416909	E
XLOC_035200	LOC100888440	LOC118416332	E
XLOC_035146	LOC581218	LOC118416271	E
XLOC_036050	LOC100891167	LOC118415370	E
XLOC_035874	LOC578131	LOC118416044	E
XLOC_035442	LOC583137	LOC118415511	E
XLOC_035118	LOC115919106	LOC118415683	E
XLOC_034719	LOC580083	LOC118416183	E
XLOC_035051	LOC100891346	LOC118416483	E
XLOC_034798	LOC589390	LOC118416570	E
XLOC_035720	LOC580124	LOC118415461	E
XLOC_034497	LOC100888148	LOC118416305	E
XLOC_034879	LOC589611	LOC118415146	E
XLOC_034839	LOC579325	LOC118416823	E
XLOC_036031	LOC575732	LOC118415751	E
XLOC_036144	LOC581040	LOC118415500	E
XLOC_034811	LOC583872	LOC118415705	E
XLOC_035358	LOC115919135	LOC118416014	E
XLOC_035902	LOC577570	LOC118416611	E
XLOC_035315	LOC590286	LOC118415714	E
XLOC_035968	LOC100893553	LOC118415203	E
XLOC_035261	LOC100891958	LOC118415434	E
XLOC_034944	LOC594242	LOC118415990	E
XLOC_035728	LOC100893926	LOC118416814	E
XLOC_036078	LOC115919104	LOC118415700	E
XLOC_035600	LOC584196	LOC118415318	E
XLOC_035795	LOC581835	LOC118415963	E
XLOC_034731	LOC580074	LOC118416452	E
XLOC_035520	LOC373404	LOC118416675	E
XLOC_035723	LOC583717	LOC118416169	E
XLOC_035318	LOC577668	LOC118415423	E
XLOC_034522	LOC591552	LOC118415707	E
XLOC_035946	LOC592194	LOC118415743	E
XLOC_035807	LOC115918222	LOC118415338	E
XLOC_034935	LOC594000	LOC118416703	E
XLOC_035306	LOC115919496	LOC118416121	E
XLOC_034878	LOC583676	LOC118416748	E
XLOC_035971	LOC581981	LOC118416551	E
XLOC_035216	LOC591530	LOC118415390	E
XLOC_036122	LOC753187	LOC118415297	E
XLOC_035911	LOC583032	LOC118415550	E
XLOC_035528	LOC100893930	LOC118416299	E
XLOC_036075	LOC577649	LOC118416292	E
XLOC_035543	LOC593968	LOC118416925	E
XLOC_034694	LOC588816	LOC118415551	E
XLOC_035674	LOC579389	LOC118416165	E
XLOC_034693	LOC754105	LOC118415548	E
XLOC_035793	LOC580807	LOC118415132	E
XLOC_035886	GATAc	LOC118416769	E
XLOC_035217	LOC585629	LOC118415518	E
XLOC_035721	LOC577039	LOC118415290	E
XLOC_036007	LOC100890388	LOC118416921	E
XLOC_036142	LOC580410	LOC118416349	E
XLOC_034739	LOC582884	LOC118415843	E
XLOC_034467	LOC577033	LOC118416050	E
XLOC_035346	LOC581333	LOC118415250	E
XLOC_034622	LOC582243	LOC118416245	E
XLOC_035765	LOC591980	LOC118415996	E
XLOC_035142	LOC755128	LOC118415348	E
XLOC_035137	LOC594510	LOC118415223	E
XLOC_034695	LOC100888771	LOC118415229	E
XLOC_035341	LOC752750	LOC118416552	E
XLOC_034483	LOC581402	LOC118415288	E
XLOC_036073	LOC753840	LOC118415389	E
XLOC_035181	LOC580842	LOC118415402	E
XLOC_035446	LOC585232	LOC118416500	E
XLOC_034900	LOC583545	LOC118416740	E
XLOC_036063	LOC580806	LOC118415559	E
XLOC_035169	LOC577383	LOC118415639	E
XLOC_035495	LOC115919354	LOC118415323	E
XLOC_034827	LOC579085	LOC118415817	E
XLOC_035203	LOC592391	LOC118415944	E
XLOC_035725	LOC589588	LOC118416002	E
XLOC_035304	LOC575960	LOC118416128	E
XLOC_035428	LOC581815	LOC118415870	E
XLOC_035906	LOC578100	LOC118416808	E
XLOC_034841	LOC579199	LOC118416820	E
XLOC_034743	LOC100889201	LOC118416447	E
XLOC_034972	eif4e3	LOC118416561	E
XLOC_035970	LOC579135	LOC118415771	E
XLOC_035673	LOC587495	LOC118416025	E
XLOC_035155	LOC100888845	LOC118415943	E
XLOC_035443	LOC579138	LOC118415738	E
XLOC_035642	LOC582566	LOC118415901	E
XLOC_034813	LOC588038	LOC118415724	E
XLOC_034838	LOC584429	LOC118416088	E
XLOC_034733	LOC586652	LOC118415247	E
XLOC_034510	LOC762780	LOC118415628	E
XLOC_036060	LOC100889163	LOC118415953	E
XLOC_035005	LOC591569	LOC118416431	E
XLOC_035714	LOC100891632	LOC118415292	E
XLOC_035147	LOC580476	LOC118415350	E
XLOC_034552	LOC764718	LOC118416004	E
XLOC_035220	LOC592923	LOC118415911	E
XLOC_034760	LOC592098	LOC118415287	E
XLOC_036076	LOC591054	LOC118416260	E
XLOC_034943	LOC575613	LOC118416519	E
XLOC_036143	LOC577928	LOC118415216	E
XLOC_035292	LOC100891078	LOC118415414	E
XLOC_035744	LOC764057	LOC118416614	E
XLOC_034606	LOC100888490	LOC118415510	E
XLOC_035314	Elk	LOC118415789	E
XLOC_036119	LOC115919230	LOC118416584	E
XLOC_034504	LOC581924	LOC118416130	E
XLOC_035577	LOC762700	LOC118415960	E
XLOC_035656	LOC585657	LOC118416615	E
XLOC_035932	LOC581503	LOC118415982	E
XLOC_035559	LOC587048	LOC118415396	E
XLOC_035274	LOC581878	LOC118415215	E
XLOC_035179	LOC588765	LOC118415730	E
XLOC_035128	LOC588151	LOC118416716	E
XLOC_034494	LOC575032	LOC118416655	E
XLOC_035171	LOC593561	LOC118415752	E
XLOC_035165	LOC576089	LOC118416566	E
XLOC_035260	LOC582545	LOC118415987	E
XLOC_035901	LOC578003	LOC118415304	E
XLOC_034706	LOC577618	LOC118415772	E
XLOC_035006	LOC594694	LOC118416427	E
XLOC_035070	LOC755636	LOC118416907	E
XLOC_034985	LOC589723	LOC118415339	E
XLOC_034680	LOC765066	LOC118416056	E
XLOC_035999	LOC581166	LOC118416443	E
XLOC_035187	LOC100888124	LOC118415371	E
XLOC_035353	LOC586966	LOC118416462	E
XLOC_035074	LOC115919330	LOC118416376	E
XLOC_035637	LOC115919115	LOC118415283	E
XLOC_034805	LOC582540	LOC118415578	E
XLOC_036025	LOC592424	LOC118416393	E
XLOC_035219	LOC115917898	LOC118415760	E
XLOC_036105	LOC753483	LOC118416486	E
XLOC_035116	LOC577822	LOC118416020	E
XLOC_034744	LOC575392	LOC118416777	E
XLOC_034802	LOC100889794	LOC118415708	E
XLOC_035733	LOC585678	LOC118415925	E
XLOC_035164	LOC592405	LOC118415140	E
XLOC_035458	LOC100888568	LOC118415893	E
XLOC_034722	LOC590968	LOC118415399	E
XLOC_034945	LOC585085	LOC118415989	E
XLOC_036124	LOC763485	LOC118415538	E
XLOC_035561	LOC105446639	LOC118415398	E
XLOC_035096	LOC592177	LOC118415580	E
XLOC_034942	LOC588143	LOC118416006	E
XLOC_034886	LOC585599	LOC118416244	E
XLOC_035747	LOC100892656	LOC118416440	E
XLOC_035989	LOC589255	LOC118416075	E
XLOC_035176	LOC115918284	LOC118415801	E
XLOC_035347	LOC579594	LOC118416048	E
XLOC_035316	LOC100888241	LOC118416658	E
XLOC_030746	LOC574968	LOC118419531	F
XLOC_031881	LOC588717	LOC118419289	F
XLOC_030738	LOC580257	LOC118419098	F
XLOC_031808	LOC587649	LOC118419148	F
XLOC_030413	LOC578768	LOC118419138	F
XLOC_031097	LOC581708	LOC118420046	F
XLOC_031671	LOC579289	LOC118419534	F
XLOC_031690	LOC587030	LOC118420352	F
XLOC_031967	LOC590807	LOC118418866	F
XLOC_030974	LOC576564	LOC118418946	F
XLOC_031314	LOC590415	LOC118419274	F
XLOC_030435	LOC577224	LOC118419748	F
XLOC_031244	LOC755377	LOC118419105	F
XLOC_030883	LOC100890123	LOC118419192	F
XLOC_031634	LOC100890858	LOC118419453	F
XLOC_031618	LOC583705	LOC118419907	F
XLOC_031377	LOC585711	LOC118419764	F
XLOC_031039	LOC586040	LOC118419720	F
XLOC_032185	LOC580282	LOC118419245	F
XLOC_031126	LOC581386	LOC118419057	F
XLOC_031141	LOC592222	LOC118418771	F
XLOC_031080	LOC581431	LOC118419424	F
XLOC_031585	LOC582967	LOC118418943	F
XLOC_031672	LOC582280	LOC118419575	F
XLOC_031090	LOC593601	LOC118418908	F
XLOC_032226	LOC764069	LOC118418791	F
XLOC_031355	LOC582238	LOC118418794	F
XLOC_030795	LOC100894000	LOC118419281	F
XLOC_030622	LOC594257	LOC118419576	F
XLOC_032077	LOC587199	LOC118419092	F
XLOC_041555	LOC576465	LOC118419778	F
XLOC_032083	LOC753622	LOC118419200	F
XLOC_031032	LOC763128	LOC118418880	F
XLOC_031489	LOC587217	LOC118419812	F
XLOC_032122	LOC578227	LOC118418923	F
XLOC_032195	LOC577161	LOC118418970	F
XLOC_030473	LOC592850	LOC118420358	F
XLOC_031673	hsp110	LOC118419085	F
XLOC_032049	LOC575659	LOC118419043	F
XLOC_032041	LOC587249	LOC118419268	F
XLOC_030574	LOC586213	LOC118419119	F
XLOC_031725	LOC591283	LOC118419151	F
XLOC_032084	LOC579326	LOC118419144	F
XLOC_031882	LOC575200	LOC118418887	F
XLOC_032204	LOC577830	LOC118420111	F
XLOC_031323	LOC100887937	LOC118419818	F
XLOC_031109	LOC585408	LOC118418845	F
XLOC_031560	LOC586062	LOC118419597	F
XLOC_031449	LOC580021	LOC118419727	F
XLOC_030410	LOC579407	LOC118418984	F
XLOC_030486	LOC579992	LOC118419919	F
XLOC_031247	LOC576511	LOC118418902	F
XLOC_032227	LOC579948	LOC118419472	F
XLOC_030439	LOC763027	LOC118419770	F
XLOC_031010	LOC590830	LOC118419840	F
XLOC_031047	LOC581345	LOC118419011	F
XLOC_031184	LOC589135	LOC118419206	F
XLOC_031390	LOC576034	LOC118419051	F
XLOC_030517	LOC584852	LOC118419995	F
XLOC_031065	LOC586348	LOC118419134	F
XLOC_030442	LOC582049	LOC118419419	F
XLOC_031468	LOC585238	LOC118419064	F
XLOC_032161	LOC105442301	LOC118419943	F
XLOC_031435	LOC105439982	LOC118418843	F
XLOC_031938	LOC584780	LOC118419819	F
XLOC_030752	LOC100889572	LOC118419023	F
XLOC_031195	LOC578149	LOC118419146	F
XLOC_032115	LOC594182	LOC118419726	F
XLOC_031859	LOC577683	LOC118419080	F
XLOC_031556	LOC578253	LOC118420356	F
XLOC_031597	LOC100890751	LOC118419497	F
XLOC_031040	LOC578257	LOC118420305	F
XLOC_031372	LOC593842	LOC118419128	F
XLOC_031939	LOC582224	LOC118419407	F
XLOC_031226	LOC591416	LOC118419077	F
XLOC_031003	LOC590980	LOC118418781	F
XLOC_032163	LOC586004	LOC118419095	F
XLOC_030420	LOC581356	LOC118418872	F
XLOC_031316	LOC105444109	LOC118420314	F
XLOC_031239	LOC581863	LOC118419638	F
XLOC_031111	LOC576623	LOC118418994	F
XLOC_030934	LOC594479	LOC118419780	F
XLOC_031234	LOC583250	LOC118419817	F
XLOC_031101	LOC575713	LOC118419067	F
XLOC_031897	LOC752702	LOC118419019	F
XLOC_031427	LOC577477	LOC118418765	F
XLOC_031879	LOC581546	LOC118419518	F
XLOC_031985	LOC589053	LOC118419476	F
XLOC_031254	EH1	LOC118420112	F
XLOC_031376	LOC585120	LOC118418997	F
XLOC_032177	LOC585288	LOC118419587	F
XLOC_030843	LOC576419	LOC118419930	F
XLOC_032224	CycA	LOC118419781	F
XLOC_031917	LOC581674	LOC118419605	F
XLOC_032082	LOC762923	LOC118420078	F
XLOC_031044	LOC115918166	LOC118419071	F
XLOC_030769	LOC586140	LOC118419839	F
XLOC_031036	LOC592985	LOC118419193	F
XLOC_032183	LOC586396	LOC118419293	F
XLOC_031201	LOC764891	LOC118419533	F
XLOC_031145	LOC579635	LOC118420272	F
XLOC_030773	LOC578567	LOC118419132	F
XLOC_032003	LOC587886	LOC118420177	F
XLOC_030744	LOC581646	LOC118419845	F
XLOC_032165	LOC594283	LOC118419150	F
XLOC_030937	LOC590123	LOC118418824	F
XLOC_031137	LOC581282	LOC118419395	F
XLOC_031857	LOC578324	LOC118420347	F
XLOC_031046	LOC115922343	LOC118418785	F
XLOC_032033	LOC578717	LOC118418981	F
XLOC_031696	LOC581539	LOC118419863	F
XLOC_031210	LOC593572	LOC118419408	F
XLOC_032078	LOC757282	LOC118419184	F
XLOC_030708	LOC577670	LOC118419129	F
XLOC_030969	LOC578155	LOC118419561	F
XLOC_032121	LOC583847	LOC118418789	F
XLOC_032002	LOC593098	LOC118419000	F
XLOC_030412	LOC578637	LOC118418987	F
XLOC_032065	LOC100891907	LOC118418811	F
XLOC_031817	LOC591622	LOC118418773	F
XLOC_032048	LOC115922184	LOC118419066	F
XLOC_031198	LOC579905	LOC118419609	F
XLOC_031383	LOC589159	LOC118419343	F
XLOC_030445	LOC579935	LOC118419055	F
XLOC_030886	LOC582087	LOC118419658	F
XLOC_031160	LOC577808	LOC118419446	F
XLOC_031051	LOC115918045	LOC118420226	F
XLOC_031876	LOC593744	LOC118418821	F
XLOC_030416	LOC583548	LOC118420359	F
XLOC_030487	LOC585301	LOC118419028	F
XLOC_031698	LOC587203	LOC118419772	F
XLOC_030755	LOC100890832	LOC118419920	F
XLOC_031281	LOC592122	LOC118418906	F
XLOC_031072	LOC592361	LOC118418867	F
XLOC_031037	LOC591584	LOC118419275	F
XLOC_032192	LOC590721	LOC118418903	F
XLOC_031162	LOC752939	LOC118419451	F
XLOC_031935	lox	LOC118419641	F
XLOC_031936	LOC579267	LOC118420369	F
XLOC_031241	LOC586141	LOC118418927	F
XLOC_032038	LOC577637	LOC118419269	F
XLOC_030379	LOC589472	LOC118419795	F
XLOC_032203	LOC587558	LOC118419354	F
XLOC_031702	LOC585417	LOC118419798	F
XLOC_031110	LOC586431	LOC118418812	F
XLOC_031921	LOC592373	LOC118419563	F
XLOC_030971	LOC763960	LOC118419546	F
XLOC_030620	LOC593612	LOC118419603	F
XLOC_031175	LOC589456	LOC118419985	F
XLOC_031791	LOC764709	LOC118419825	F
XLOC_031996	LOC591893	LOC118420286	F
XLOC_031339	LOC585590	LOC118419001	F
XLOC_030794	LOC105436933	LOC118419651	F
XLOC_030859	LOC584062	LOC118419900	F
XLOC_030520	LOC584680	LOC118419813	F
XLOC_032244	LOC585351	LOC118419264	F
XLOC_031633	LOC105436399	LOC118419719	F
XLOC_032147	LOC579262	LOC118418806	F
XLOC_031252	LOC100893596	LOC118419779	F
XLOC_031212	LOC593067	LOC118419639	F
XLOC_030928	LOC587948	LOC118420364	F
XLOC_030565	LOC594619	LOC118419169	F
XLOC_031378	LOC575056	LOC118419626	F
XLOC_031477	LOC580526	LOC118420349	F
XLOC_030424	LOC591421	LOC118419078	F
XLOC_032039	LOC582414	LOC118419083	F
XLOC_031204	LOC580319	LOC118419468	F
XLOC_030724	LOC580085	LOC118419927	F
XLOC_031899	LOC593764	LOC118419507	F
XLOC_031441	LOC577566	LOC118419921	F
XLOC_031754	LOC100887930	LOC118419508	F
XLOC_031181	LOC583865	LOC118418790	F
XLOC_031932	LOC582262	LOC118419173	F
XLOC_031956	LOC582377	LOC118420348	F
XLOC_032050	LOC115918492	LOC118419413	F
XLOC_031988	LOC588805	LOC118419139	F
XLOC_031620	LOC100893910	LOC118419054	F
XLOC_031086	LOC580052	LOC118419958	F
XLOC_031161	LOC588044	LOC118419448	F
XLOC_031091	LOC752394	LOC118419737	F
XLOC_032201	LOC581434	LOC118419302	F
XLOC_030710	LOC579182	LOC118419229	F
XLOC_031668	LOC100890852	LOC118419856	F
XLOC_032139	LOC100889091	LOC118419872	F
XLOC_031646	LOC594177	LOC118418854	F
XLOC_032079	LOC581654	LOC118419058	F
XLOC_031586	LOC115918084	LOC118419560	F
XLOC_031345	LOC100891792	LOC118418985	F
XLOC_031163	LOC100889551	LOC118418982	F
XLOC_030381	LOC575745	LOC118420294	F
XLOC_031986	LOC105447583	LOC118419025	F
XLOC_031602	LOC756563	LOC118419202	F
XLOC_032138	LOC578034	LOC118419143	F
XLOC_030663	LOC591874	LOC118419814	F
XLOC_031995	LOC100891919	LOC118419656	F
XLOC_031134	LOC756974	LOC118418874	F
XLOC_032037	LOC581890	LOC118418977	F
XLOC_031179	LOC593221	LOC118418835	F
XLOC_031076	LOC590744	LOC118419524	F
XLOC_030642	LOC577415	LOC118418905	F
XLOC_030747	LOC590319	LOC118419060	F
XLOC_031049	LOC577515	LOC118419611	F
XLOC_031309	LOC100892720	LOC118419577	F
XLOC_030446	LOC100892402	LOC118419047	F
XLOC_030437	LOC585095	LOC118418998	F
XLOC_032064	LOC585290	LOC118418810	F
XLOC_031858	LOC589164	LOC118418951	F
XLOC_030674	LOC115918502	LOC118419511	F
XLOC_030955	LOC593754	LOC118419487	F
XLOC_031132	LOC574687	LOC118420330	F
XLOC_031883	LOC578304	LOC118420246	F
XLOC_030753	LOC585915	LOC118418938	F
XLOC_030449	LOC753416	LOC118418993	F
XLOC_030596	LOC100893884	LOC118419929	F
XLOC_031006	LOC584191	LOC118418954	F
XLOC_031053	LOC589085	LOC118419013	F
XLOC_032144	LOC752528	LOC118420014	F
XLOC_030825	LOC100889505	LOC118419842	F
XLOC_030593	LOC589420	LOC118419601	F
XLOC_031092	LOC105441035	LOC118419087	F
XLOC_031064	LOC578105	LOC118420285	F
XLOC_030411	LOC593882	LOC118418991	F
XLOC_031043	LOC594617	LOC118418782	F
XLOC_031048	LOC590216	LOC118419484	F
XLOC_032173	LOC586457	LOC118420008	F
XLOC_030489	LOC577107	LOC118419005	F
XLOC_030743	LOC100893463	LOC118419829	F
XLOC_030594	LOC100891052	LOC118419762	F
XLOC_032081	LOC580557	LOC118420315	F
XLOC_030482	LOC587771	LOC118418976	F
XLOC_031587	LOC100893562	LOC118419079	F
XLOC_032013	LOC589020	LOC118419194	F
XLOC_030475	LOC115922311	LOC118418779	F
XLOC_031353	LOC755401	LOC118419118	F
XLOC_030951	LOC594483	LOC118418941	F
XLOC_004279	LOC579533	LOC118425972	G
XLOC_004422	LOC586981	LOC118425405	G
XLOC_003855	LOC590587	LOC118426294	G
XLOC_003541	LOC579556	LOC118426690	G
XLOC_004582	LOC576920	LOC118426461	G
XLOC_004701	LOC583423	LOC118426103	G
XLOC_004731	LOC757261	LOC118426758	G
XLOC_004719	LOC579154	LOC118425801	G
XLOC_003680	LOC764519	LOC118425922	G
XLOC_003521	LOC764716	LOC118425321	G
XLOC_003489	LOC585493	LOC118425797	G
XLOC_004908	LOC100890009	LOC118426097	G
XLOC_004423	LOC593104	LOC118425531	G
XLOC_004621	LOC585114	LOC118426120	G
XLOC_003913	mvp	LOC118425505	G
XLOC_003442	LOC588549	LOC118426390	G
XLOC_003615	LOC580274	LOC118425648	G
XLOC_003702	LOC588253	LOC118426145	G
