Orthogroup	AMPFI_ok	APOSC_ok
OG0003338	AMPFI_13448	APOSC_12698
OG0003340	AMPFI_22094	APOSC_00595
OG0003341	AMPFI_00777	APOSC_08089
OG0003343	AMPFI_13993	APOSC_10154
OG0003344	AMPFI_09335	APOSC_02014, APOSC_02015
OG0003345	AMPFI_24924	APOSC_05069
OG0003347	AMPFI_24143	APOSC_20227
OG0003348	AMPFI_05356	APOSC_25980
OG0003349	AMPFI_05046	APOSC_12458
OG0003351	AMPFI_08636	APOSC_10926
OG0003352	AMPFI_02467	APOSC_05072
OG0003353	AMPFI_06338	APOSC_04886, APOSC_04887
OG0003354	AMPFI_18029	APOSC_02148
OG0003355	AMPFI_15437	APOSC_23132
OG0003356	AMPFI_21630	APOSC_06969
OG0003357	AMPFI_11721	APOSC_00797, APOSC_00800
OG0003359	AMPFI_08504	APOSC_26597, APOSC_26598
OG0003360	AMPFI_09135	APOSC_10951, APOSC_10952, APOSC_10953
OG0003361	AMPFI_14228	APOSC_00516, APOSC_06798
OG0003362	AMPFI_07048	APOSC_14702
OG0003364	AMPFI_22450	APOSC_20943, APOSC_20944
OG0003365	AMPFI_11415	APOSC_14128
OG0003366	AMPFI_25322	APOSC_22846
OG0003367	AMPFI_07477	APOSC_08856
OG0003368	AMPFI_10687	APOSC_23104
OG0003369	AMPFI_06268	APOSC_17312
OG0003370	AMPFI_12902	APOSC_27440
OG0003372	AMPFI_00013	APOSC_25151
OG0003373	AMPFI_06232	APOSC_10165, APOSC_15730
OG0003374	AMPFI_21401	APOSC_04421
OG0003375	AMPFI_21891	APOSC_12301, APOSC_12302
OG0003376	AMPFI_06810	APOSC_26385
OG0003378	AMPFI_07027	APOSC_14216
OG0003379	AMPFI_13364	APOSC_15500
OG0003380	AMPFI_09994	APOSC_06475
OG0003381	AMPFI_19093	APOSC_25031
OG0003383	AMPFI_04764	APOSC_25016
OG0003384	AMPFI_15736	APOSC_09692
OG0003386	AMPFI_09487	APOSC_04892
OG0003387	AMPFI_04036	APOSC_15335
OG0003388	AMPFI_00589	APOSC_18890
OG0003389	AMPFI_00599	APOSC_25608
OG0003389	AMPFI_25443	APOSC_18961
OG0003391	AMPFI_04451	APOSC_07433
OG0003392	AMPFI_06246	APOSC_15035, APOSC_15037, APOSC_15038, APOSC_15036
OG0003393	AMPFI_16770	APOSC_04031, APOSC_10149, APOSC_01176, APOSC_01177
OG0003394	AMPFI_18861	APOSC_04303
OG0003396	AMPFI_22459	APOSC_01679
OG0003418	AMPFI_17041	APOSC_09161
OG0003418	AMPFI_13335	APOSC_19706, APOSC_03771
OG0003419	AMPFI_08900	APOSC_24829
OG0003420	AMPFI_20723	APOSC_19215
OG0003421	AMPFI_09669	APOSC_20464
OG0003422	AMPFI_08920	APOSC_08655
OG0003422	AMPFI_12987	APOSC_12687
OG0003424	AMPFI_16374	APOSC_23765
OG0003425	AMPFI_09816	APOSC_20861
OG0003426	AMPFI_00436	APOSC_14543, APOSC_14542
OG0003427	AMPFI_05551	APOSC_06681
OG0003428	AMPFI_00454	APOSC_11400
OG0003429	AMPFI_24807	APOSC_26522, APOSC_02739, APOSC_15613
OG0003429	AMPFI_20170	APOSC_08273
OG0003430	AMPFI_06485	APOSC_02277
OG0003432	AMPFI_09971	APOSC_04068
OG0003432	AMPFI_09970	APOSC_28050
OG0003433	AMPFI_08027	APOSC_10843
OG0003435	AMPFI_14379	APOSC_16233
OG0003436	AMPFI_14801	APOSC_14858
OG0003436	AMPFI_22022	APOSC_13684
OG0003436	AMPFI_25197	APOSC_01916
OG0003438	AMPFI_16270	APOSC_02097
OG0003438	AMPFI_19158	APOSC_05075
OG0003441	AMPFI_12076	APOSC_05349
OG0003443	AMPFI_21912	APOSC_21858
OG0003444	AMPFI_06726	APOSC_27190, APOSC_27191
OG0003445	AMPFI_13140	APOSC_06753
OG0003447	AMPFI_18696	APOSC_14224
OG0003448	AMPFI_23029	APOSC_12959, APOSC_12960
OG0003449	AMPFI_25451, AMPFI_19468	APOSC_17548
OG0003451	AMPFI_03894	APOSC_14787
OG0003452	AMPFI_22152, AMPFI_17118, AMPFI_17349	APOSC_23506
OG0003453	AMPFI_10385	APOSC_24552, APOSC_24553
OG0003454	AMPFI_07469	APOSC_03485
OG0003455	AMPFI_09746	APOSC_04973
OG0003457	AMPFI_22980	APOSC_25499
OG0003458	AMPFI_25375	APOSC_17177
OG0003459	AMPFI_23502	APOSC_19131
OG0003460	AMPFI_09159	APOSC_09556
OG0003461	AMPFI_08837	APOSC_23855, APOSC_02513, APOSC_01284, APOSC_25848, APOSC_25419, APOSC_16582
OG0003462	AMPFI_05379	APOSC_12605
OG0003463	AMPFI_25834	APOSC_13277
OG0003465	AMPFI_12228	APOSC_17657
OG0003466	AMPFI_12980, AMPFI_11213	APOSC_05316
OG0003467	AMPFI_05595	APOSC_08484, APOSC_08485
OG0003468	AMPFI_07635	APOSC_06032
OG0003469	AMPFI_06767	APOSC_07978, APOSC_07979
OG0003470	AMPFI_04555, AMPFI_17776	APOSC_06657
OG0003471	AMPFI_24941	APOSC_19480, APOSC_19479
OG0003472	AMPFI_06841	APOSC_28983
OG0003473	AMPFI_07801	APOSC_09713
OG0003474	AMPFI_05008	APOSC_21466
OG0003475	AMPFI_21852, AMPFI_24738	APOSC_12044
OG0003476	AMPFI_13173	APOSC_18426, APOSC_18425
OG0003477	AMPFI_11760	APOSC_28136, APOSC_28137
OG0003478	AMPFI_13018	APOSC_06956
OG0003479	AMPFI_08938	APOSC_11579
OG0003480	AMPFI_07447	APOSC_22791, APOSC_22792
OG0003481	AMPFI_14089	APOSC_05224, APOSC_08004
OG0003482	AMPFI_07972	APOSC_05017
OG0003483	AMPFI_09299	APOSC_24644
OG0003484	AMPFI_18735	APOSC_13180
OG0003485	AMPFI_08775	APOSC_29059
OG0003486	AMPFI_16158	APOSC_15150
OG0003487	AMPFI_23106	APOSC_24508
OG0003488	AMPFI_07299	APOSC_07632
OG0003489	AMPFI_24006	APOSC_01163
OG0003490	AMPFI_22806, AMPFI_19232, AMPFI_21043, AMPFI_04860, AMPFI_11193	APOSC_17078
OG0003491	AMPFI_11101	APOSC_27592
OG0003492	AMPFI_18221, AMPFI_00099	APOSC_12490
OG0003493	AMPFI_17852	APOSC_07930
OG0003496	AMPFI_21723	APOSC_16107
OG0003496	AMPFI_23368	APOSC_17155
OG0003497	AMPFI_04681	APOSC_06959
OG0003498	AMPFI_14554	APOSC_07920
OG0003499	AMPFI_10057	APOSC_23653
OG0003501	AMPFI_09583	APOSC_23234
OG0003502	AMPFI_22051	APOSC_18703
OG0003503	AMPFI_05344	APOSC_02298
OG0003504	AMPFI_24432	APOSC_12706
OG0003505	AMPFI_07475	APOSC_27791
OG0003506	AMPFI_14856	APOSC_20588, APOSC_20589
OG0003507	AMPFI_14147	APOSC_14632
OG0003508	AMPFI_22615	APOSC_16687
OG0003509	AMPFI_07776	APOSC_01600
OG0003510	AMPFI_19782	APOSC_02259
OG0003511	AMPFI_01623	APOSC_17361
OG0003512	AMPFI_02821	APOSC_18044
OG0003513	AMPFI_21434	APOSC_23790
OG0003514	AMPFI_07562	APOSC_25842
OG0003515	AMPFI_20138	APOSC_28363
OG0003516	AMPFI_25715	APOSC_07258
OG0003517	AMPFI_03039	APOSC_08762
OG0003518	AMPFI_13631	APOSC_13189
OG0003519	AMPFI_10068	APOSC_26019, APOSC_26017, APOSC_26018
OG0003520	AMPFI_05023	APOSC_27298, APOSC_09597
OG0003521	AMPFI_16400	APOSC_19758
OG0003522	AMPFI_15136	APOSC_15737
OG0003523	AMPFI_07760	APOSC_24946, APOSC_24945
OG0003524	AMPFI_02059, AMPFI_12429	APOSC_25697
OG0003525	AMPFI_16786, AMPFI_23920	APOSC_00186
OG0003525	AMPFI_03033	APOSC_13006
OG0003526	AMPFI_06222	APOSC_03620
OG0003527	AMPFI_08564	APOSC_10538, APOSC_10539
OG0003528	AMPFI_08029	APOSC_25058
OG0003529	AMPFI_16196	APOSC_00775, APOSC_00776
OG0003530	AMPFI_21595	APOSC_01811
OG0003531	AMPFI_10001	APOSC_06749
OG0003532	AMPFI_24750	APOSC_05700
OG0003533	AMPFI_02269, AMPFI_18447	APOSC_20660
OG0003534	AMPFI_09003	APOSC_16413
OG0003535	AMPFI_24072	APOSC_27157
OG0003536	AMPFI_00410	APOSC_10287
OG0003537	AMPFI_09546, AMPFI_11095	APOSC_25690, APOSC_25688, APOSC_25689
OG0003538	AMPFI_23397	APOSC_12153
OG0003539	AMPFI_00975	APOSC_28124, APOSC_28123
OG0003540	AMPFI_00306	APOSC_04776, APOSC_04777
OG0003541	AMPFI_21493	APOSC_12528, APOSC_12526, APOSC_12527
OG0003542	AMPFI_06443	APOSC_25446
OG0003543	AMPFI_24581	APOSC_20594
OG0003544	AMPFI_19004	APOSC_15667
OG0003545	AMPFI_15023, AMPFI_13578	APOSC_01423
OG0003546	AMPFI_21995, AMPFI_00349	APOSC_23945
OG0003547	AMPFI_04834	APOSC_28667, APOSC_28666
OG0003548	AMPFI_24768	APOSC_05144
OG0003549	AMPFI_15331	APOSC_15888
OG0003550	AMPFI_18741	APOSC_23937
OG0003551	AMPFI_07598	APOSC_24999
OG0003552	AMPFI_05955	APOSC_13079
OG0003553	AMPFI_21634	APOSC_25557
OG0003554	AMPFI_22132	APOSC_07264
OG0003556	AMPFI_08098	APOSC_16589
OG0003557	AMPFI_05440	APOSC_02465
OG0003558	AMPFI_20154	APOSC_07078
OG0003560	AMPFI_10029	APOSC_23804
OG0003560	AMPFI_04633	APOSC_23803
OG0003561	AMPFI_06137	APOSC_05634, APOSC_05633
OG0003562	AMPFI_06538	APOSC_04504
OG0003563	AMPFI_05251	APOSC_21769
OG0003564	AMPFI_08755	APOSC_26128
OG0003565	AMPFI_03548, AMPFI_00450, AMPFI_22462	APOSC_05654
OG0003566	AMPFI_01090	APOSC_14118
OG0003567	AMPFI_22713	APOSC_27651
OG0003568	AMPFI_06943	APOSC_24669
OG0003570	AMPFI_06993	APOSC_11684
OG0003571	AMPFI_12433	APOSC_19334
OG0003572	AMPFI_00364	APOSC_10707, APOSC_10706
OG0003573	AMPFI_10938	APOSC_22721
OG0003575	AMPFI_25078	APOSC_17112, APOSC_19054
OG0003576	AMPFI_02605	APOSC_06059
OG0003577	AMPFI_25920, AMPFI_04085, AMPFI_19335	APOSC_13313
OG0003578	AMPFI_08173	APOSC_25298, APOSC_25297, APOSC_25299
OG0003579	AMPFI_22532	APOSC_20893
OG0003597	AMPFI_11403	APOSC_28836
OG0003598	AMPFI_08091	APOSC_04757
OG0003599	AMPFI_03084	APOSC_02977
OG0003601	AMPFI_22792	APOSC_25575, APOSC_25576
OG0003603	AMPFI_14800	APOSC_26660
OG0003604	AMPFI_14560	APOSC_19879
OG0003606	AMPFI_02736	APOSC_24339, APOSC_23931
OG0003607	AMPFI_01035, AMPFI_08981	APOSC_08230
OG0003608	AMPFI_20147	APOSC_20138
OG0003609	AMPFI_23784	APOSC_24306
OG0003609	AMPFI_10169	APOSC_21641, APOSC_23035, APOSC_21963, APOSC_23036, APOSC_26843, APOSC_23038, APOSC_23037, APOSC_23039, APOSC_16503, APOSC_19788, APOSC_10979, APOSC_10982, APOSC_10977
OG0003610	AMPFI_08064	APOSC_06489
OG0003611	AMPFI_03674	APOSC_27392
OG0003612	AMPFI_00951	APOSC_26359
OG0003613	AMPFI_14181	APOSC_02881
OG0003614	AMPFI_22222	APOSC_02381
OG0003615	AMPFI_05633	APOSC_11360
OG0003616	AMPFI_05609	APOSC_26238
OG0003617	AMPFI_00387	APOSC_11452
OG0003618	AMPFI_07271	APOSC_27107
OG0003619	AMPFI_10351	APOSC_04035, APOSC_04036
OG0003620	AMPFI_09860	APOSC_04440
OG0003622	AMPFI_12437	APOSC_16583
OG0003623	AMPFI_13962	APOSC_05900
OG0003624	AMPFI_03514	APOSC_08169
OG0003625	AMPFI_19199, AMPFI_14897	APOSC_21607
OG0003626	AMPFI_06082	APOSC_07159
OG0003627	AMPFI_04313	APOSC_10236
OG0003628	AMPFI_06318	APOSC_05325, APOSC_09088, APOSC_05324
OG0003629	AMPFI_13944	APOSC_26137
OG0003630	AMPFI_13915	APOSC_17756, APOSC_17755, APOSC_17757
OG0003631	AMPFI_14459, AMPFI_20160, AMPFI_23733	APOSC_17097
OG0003633	AMPFI_02327	APOSC_17860
OG0003634	AMPFI_14902, AMPFI_09982	APOSC_17799
OG0003635	AMPFI_14547	APOSC_01899, APOSC_01900
OG0003635	AMPFI_15181	APOSC_21380
OG0003636	AMPFI_00213	APOSC_19330, APOSC_19573
OG0003638	AMPFI_07537	APOSC_04672
OG0003639	AMPFI_22785, AMPFI_14707, AMPFI_21939, AMPFI_17905	APOSC_03331
OG0003639	AMPFI_20047	APOSC_03330
OG0003640	AMPFI_16498	APOSC_20632
OG0003641	AMPFI_07323	APOSC_28507
OG0003642	AMPFI_06630	APOSC_21992
OG0003643	AMPFI_12454	APOSC_14666, APOSC_10990, APOSC_10989
OG0003644	AMPFI_06306	APOSC_13766
OG0003645	AMPFI_16881	APOSC_17297
OG0003647	AMPFI_00053	APOSC_13796
OG0003648	AMPFI_01550	APOSC_26289
OG0003650	AMPFI_12108	APOSC_01121, APOSC_01120
OG0003651	AMPFI_09243	APOSC_22893
OG0003652	AMPFI_10927	APOSC_11361
OG0003653	AMPFI_11406	APOSC_06361
OG0003654	AMPFI_17684	APOSC_10366
OG0003655	AMPFI_08590	APOSC_11993
OG0003656	AMPFI_15780	APOSC_18739
OG0003658	AMPFI_13106	APOSC_03798
OG0003659	AMPFI_02966	APOSC_18860
OG0003660	AMPFI_15577	APOSC_09904, APOSC_09903
OG0003662	AMPFI_13941	APOSC_21598
OG0003663	AMPFI_22056	APOSC_10877
OG0003664	AMPFI_25223	APOSC_08966
OG0003665	AMPFI_01410	APOSC_04754, APOSC_25726
OG0003666	AMPFI_10136	APOSC_05812
OG0003668	AMPFI_07166	APOSC_25254
OG0003669	AMPFI_11157	APOSC_15477
OG0003670	AMPFI_02015, AMPFI_17913	APOSC_14529
OG0003670	AMPFI_18620	APOSC_24735
OG0003671	AMPFI_00179	APOSC_08142
OG0003672	AMPFI_09980	APOSC_19065
OG0003673	AMPFI_11970	APOSC_15147
OG0003674	AMPFI_05762	APOSC_28516, APOSC_28518
OG0003675	AMPFI_08157	APOSC_28034
OG0003676	AMPFI_18881	APOSC_19440
OG0003677	AMPFI_07661	APOSC_09551
OG0003678	AMPFI_07460	APOSC_24849
OG0003679	AMPFI_07845	APOSC_05717
OG0003680	AMPFI_09842	APOSC_16106
OG0003681	AMPFI_19503	APOSC_15622, APOSC_06679
OG0003682	AMPFI_07578	APOSC_08734, APOSC_08733
OG0003683	AMPFI_02901	APOSC_17206
OG0003684	AMPFI_16180	APOSC_26190
OG0003685	AMPFI_12477	APOSC_09627
OG0003686	AMPFI_07985	APOSC_08575
OG0003687	AMPFI_00830	APOSC_02961
OG0003688	AMPFI_03029	APOSC_12988, APOSC_12989
OG0003689	AMPFI_14009	APOSC_14402
OG0003690	AMPFI_05747	APOSC_12760
OG0003691	AMPFI_11092	APOSC_18065, APOSC_08084
OG0003691	AMPFI_06458	APOSC_08085
OG0003692	AMPFI_03589	APOSC_29035
OG0003693	AMPFI_02553	APOSC_02780
OG0003694	AMPFI_08303	APOSC_22584, APOSC_22583
OG0003695	AMPFI_15699	APOSC_04824
OG0003696	AMPFI_04491, AMPFI_03543	APOSC_01727
OG0003697	AMPFI_11115	APOSC_19087
OG0003698	AMPFI_19011	APOSC_02794
OG0003699	AMPFI_24416	APOSC_03578
OG0003699	AMPFI_09512	APOSC_11615
OG0003700	AMPFI_09947	APOSC_13023
OG0003701	AMPFI_21477, AMPFI_00012, AMPFI_24465	APOSC_12893
OG0003702	AMPFI_15283	APOSC_17129
OG0003703	AMPFI_10771	APOSC_27805
OG0003704	AMPFI_14195	APOSC_20184
OG0003705	AMPFI_23254	APOSC_05948
OG0003706	AMPFI_05005	APOSC_20014
OG0003707	AMPFI_07583	APOSC_05582, APOSC_05581
OG0003707	AMPFI_09443	APOSC_04920
OG0003708	AMPFI_12625	APOSC_15736
OG0003709	AMPFI_06172	APOSC_12769
OG0003710	AMPFI_12106, AMPFI_01123	APOSC_14492, APOSC_14493
OG0003711	AMPFI_12979	APOSC_11492
OG0003712	AMPFI_04984	APOSC_02385
OG0003713	AMPFI_04283	APOSC_27942
OG0003714	AMPFI_25572	APOSC_14044, APOSC_17805, APOSC_10687, APOSC_05091, APOSC_29083, APOSC_21985, APOSC_29084, APOSC_01371
OG0003715	AMPFI_07207, AMPFI_12007, AMPFI_13868	APOSC_22949, APOSC_22948, APOSC_11622
OG0003716	AMPFI_04436	APOSC_21311
OG0003717	AMPFI_00073	APOSC_07881
OG0003718	AMPFI_18529	APOSC_00053
OG0003719	AMPFI_04202	APOSC_22019
OG0003720	AMPFI_24923, AMPFI_22323	APOSC_08724
OG0003721	AMPFI_08300	APOSC_17333
OG0003722	AMPFI_16876	APOSC_05010
OG0003723	AMPFI_00551	APOSC_19853, APOSC_16823
OG0003724	AMPFI_09411	APOSC_21114
OG0003725	AMPFI_06286	APOSC_21258
OG0003727	AMPFI_11496	APOSC_07996
OG0003728	AMPFI_22309	APOSC_04359
OG0003729	AMPFI_24000	APOSC_17222
OG0003730	AMPFI_06364	APOSC_26661
OG0003731	AMPFI_22155	APOSC_22671
OG0003732	AMPFI_21718	APOSC_11996, APOSC_11995, APOSC_09876
OG0003733	AMPFI_08970	APOSC_16729
OG0003734	AMPFI_18672	APOSC_26658, APOSC_13258, APOSC_04893
OG0003735	AMPFI_19574	APOSC_04975
OG0003736	AMPFI_04878	APOSC_13821
OG0003738	AMPFI_15996	APOSC_26676
OG0003739	AMPFI_04457	APOSC_28370
OG0003740	AMPFI_12630	APOSC_10911
OG0003742	AMPFI_17579, AMPFI_21157	APOSC_22045
OG0003743	AMPFI_21068	APOSC_27109
OG0003744	AMPFI_11890	APOSC_22292, APOSC_22293
OG0003745	AMPFI_06392	APOSC_14669, APOSC_14668
OG0003748	AMPFI_12821, AMPFI_25550	APOSC_18301, APOSC_24509
OG0003749	AMPFI_09561	APOSC_00198
OG0003750	AMPFI_19492	APOSC_11143
OG0003751	AMPFI_03897, AMPFI_10264	APOSC_05399
OG0003752	AMPFI_09468	APOSC_24363
OG0003754	AMPFI_09209	APOSC_02725
OG0003755	AMPFI_19354	APOSC_08866
OG0003756	AMPFI_17707	APOSC_14136, APOSC_14135
OG0003757	AMPFI_01345, AMPFI_04347, AMPFI_14584, AMPFI_24063	APOSC_05657, APOSC_05656
OG0003758	AMPFI_19318	APOSC_02734
OG0003759	AMPFI_06066	APOSC_17081
OG0003760	AMPFI_08456	APOSC_20897
OG0003761	AMPFI_18129	APOSC_03791
OG0003762	AMPFI_16490	APOSC_05839
OG0003764	AMPFI_00088	APOSC_01401
OG0003766	AMPFI_01207	APOSC_09732
OG0003767	AMPFI_01797	APOSC_23704
OG0003768	AMPFI_17858, AMPFI_04126, AMPFI_02385	APOSC_28826
OG0003769	AMPFI_04434, AMPFI_04953	APOSC_02783, APOSC_02782
OG0003771	AMPFI_07160	APOSC_21005
OG0003772	AMPFI_07478	APOSC_14317, APOSC_14318
OG0003773	AMPFI_10699	APOSC_22519
OG0003774	AMPFI_12616	APOSC_22378
OG0003775	AMPFI_21974	APOSC_03883
OG0003776	AMPFI_18606	APOSC_27686, APOSC_02987
OG0003777	AMPFI_20144	APOSC_05890
OG0003778	AMPFI_24942	APOSC_25204
OG0003795	AMPFI_09136	APOSC_01022
OG0003798	AMPFI_02948	APOSC_08296
OG0003803	AMPFI_12565	APOSC_17027
OG0003806	AMPFI_05818	APOSC_10907, APOSC_13794, APOSC_10906, APOSC_27759
OG0003807	AMPFI_03351	APOSC_00860, APOSC_00859
OG0003808	AMPFI_14079	APOSC_06171, APOSC_06172
OG0003809	AMPFI_02614	APOSC_19356
OG0003810	AMPFI_19950	APOSC_24542
OG0003811	AMPFI_10478	APOSC_28788, APOSC_28789
OG0003812	AMPFI_10138	APOSC_18903
OG0003813	AMPFI_07875	APOSC_14390
OG0003815	AMPFI_12793	APOSC_20817
OG0003815	AMPFI_05813	APOSC_20818
OG0003817	AMPFI_00947	APOSC_04119
OG0003818	AMPFI_17759	APOSC_12257
OG0003819	AMPFI_22880	APOSC_11850
OG0003820	AMPFI_03526, AMPFI_17489	APOSC_23379
OG0003821	AMPFI_03105	APOSC_20352
OG0003822	AMPFI_04513	APOSC_04407, APOSC_15735
OG0003823	AMPFI_06889	APOSC_21830
OG0003824	AMPFI_06085	APOSC_04795, APOSC_04794
OG0003825	AMPFI_06918	APOSC_18536
OG0003827	AMPFI_21409	APOSC_07833
OG0003828	AMPFI_11909	APOSC_14010
OG0003829	AMPFI_00127	APOSC_19129
OG0003830	AMPFI_07093	APOSC_12451
OG0003831	AMPFI_12797	APOSC_18338, APOSC_25951, APOSC_17003
OG0003832	AMPFI_20517	APOSC_12737
OG0003833	AMPFI_18982	APOSC_14015, APOSC_26614
OG0003834	AMPFI_10226	APOSC_25052
OG0003835	AMPFI_03066	APOSC_09274
OG0003836	AMPFI_14280	APOSC_03836
OG0003837	AMPFI_24684	APOSC_12128
OG0003838	AMPFI_19657	APOSC_00842
OG0003840	AMPFI_23271	APOSC_03583
OG0003841	AMPFI_21826	APOSC_15694
OG0003843	AMPFI_05992	APOSC_07123
OG0003844	AMPFI_14349	APOSC_17786, APOSC_07014, APOSC_07015, APOSC_03569
OG0003845	AMPFI_07956	APOSC_23847
OG0003846	AMPFI_06425	APOSC_01229
OG0003847	AMPFI_22971	APOSC_00975
OG0003847	AMPFI_07589	APOSC_05469
OG0003848	AMPFI_23978	APOSC_12433
OG0003850	AMPFI_10267	APOSC_06463
OG0003851	AMPFI_16652	APOSC_27756
OG0003852	AMPFI_10208	APOSC_27352
OG0003853	AMPFI_21676	APOSC_04073
OG0003854	AMPFI_03224	APOSC_14713
OG0003855	AMPFI_20260	APOSC_03654
OG0003856	AMPFI_02809	APOSC_18473, APOSC_18472
OG0003857	AMPFI_07120	APOSC_04358
OG0003858	AMPFI_00370	APOSC_25588
OG0003860	AMPFI_12427	APOSC_24245
OG0003861	AMPFI_02803	APOSC_21656
OG0003863	AMPFI_16528	APOSC_19667
OG0003864	AMPFI_13775	APOSC_02644, APOSC_02643
OG0003865	AMPFI_11940	APOSC_28988
OG0003866	AMPFI_14452	APOSC_22466
OG0003867	AMPFI_17746	APOSC_04424
OG0003868	AMPFI_11838	APOSC_27663
OG0003869	AMPFI_17164	APOSC_00347, APOSC_00348
OG0003870	AMPFI_05899	APOSC_17219
OG0003871	AMPFI_09651	APOSC_11807
OG0003872	AMPFI_14866	APOSC_02701
OG0003873	AMPFI_09750	APOSC_19201
OG0003874	AMPFI_14478	APOSC_04239
OG0003875	AMPFI_06901	APOSC_05969
OG0003876	AMPFI_22260	APOSC_09137
OG0003877	AMPFI_15725, AMPFI_00796	APOSC_00794, APOSC_00795, APOSC_00278
OG0003878	AMPFI_12599	APOSC_09689
OG0003879	AMPFI_04216, AMPFI_06329	APOSC_26925
OG0003880	AMPFI_08957	APOSC_22538
OG0003881	AMPFI_15319, AMPFI_15320	APOSC_23136
OG0003883	AMPFI_12967	APOSC_26942
OG0003884	AMPFI_11418	APOSC_05090
OG0003885	AMPFI_12606	APOSC_18039
OG0003886	AMPFI_05835	APOSC_23174
OG0003887	AMPFI_10957	APOSC_03357
OG0003888	AMPFI_01567, AMPFI_13524	APOSC_24599
OG0003890	AMPFI_14577	APOSC_28156
OG0003892	AMPFI_11859, AMPFI_18544	APOSC_27794, APOSC_27793
OG0003893	AMPFI_15310	APOSC_23559
OG0003894	AMPFI_18671	APOSC_10489, APOSC_10490
OG0003896	AMPFI_07056	APOSC_25208
OG0003898	AMPFI_09375	APOSC_19432
OG0003899	AMPFI_00789	APOSC_22343
OG0003900	AMPFI_23235	APOSC_04165
OG0003902	AMPFI_14257	APOSC_11133, APOSC_27071, APOSC_23314, APOSC_23315, APOSC_10549, APOSC_08442, APOSC_08441, APOSC_08440
OG0003903	AMPFI_19280	APOSC_19999
OG0003904	AMPFI_04520	APOSC_15257
OG0003905	AMPFI_11955	APOSC_03588
OG0003906	AMPFI_11162	APOSC_08587
OG0003907	AMPFI_00935	APOSC_17622
OG0003909	AMPFI_23810	APOSC_27081
OG0003910	AMPFI_04464	APOSC_21565
OG0003911	AMPFI_08416	APOSC_27900
OG0003912	AMPFI_24373	APOSC_15763, APOSC_28939
OG0003913	AMPFI_21191	APOSC_05119
OG0003914	AMPFI_08353	APOSC_04314
OG0003915	AMPFI_10789	APOSC_24329, APOSC_24330
OG0003916	AMPFI_09047	APOSC_10822
OG0003917	AMPFI_16651	APOSC_06187
OG0003918	AMPFI_05529	APOSC_02265
OG0003919	AMPFI_15999	APOSC_15353
OG0003920	AMPFI_25048	APOSC_10746
OG0003921	AMPFI_13490	APOSC_12515, APOSC_12516
OG0003922	AMPFI_19502	APOSC_11194, APOSC_28594
OG0003923	AMPFI_15048	APOSC_27950
OG0003924	AMPFI_01856	APOSC_06886, APOSC_06885
OG0003925	AMPFI_08582	APOSC_07611
OG0003927	AMPFI_25825	APOSC_22644
OG0003928	AMPFI_01023	APOSC_02544
OG0003929	AMPFI_10054	APOSC_06476
OG0003930	AMPFI_07230	APOSC_13770, APOSC_13771
OG0003931	AMPFI_26056	APOSC_13164, APOSC_13163, APOSC_13162
OG0003932	AMPFI_10182	APOSC_27565, APOSC_27566
OG0003932	AMPFI_23012	APOSC_06227
OG0003933	AMPFI_24509	APOSC_18503
OG0003936	AMPFI_12668, AMPFI_09358	APOSC_20913, APOSC_20914
OG0003937	AMPFI_09658	APOSC_15204
OG0003938	AMPFI_22623	APOSC_18586, APOSC_24798
OG0003939	AMPFI_06063	APOSC_20627
OG0003940	AMPFI_19837	APOSC_29077
OG0003941	AMPFI_17393, AMPFI_15479	APOSC_23683
OG0003942	AMPFI_14927	APOSC_06273
OG0003943	AMPFI_08179	APOSC_15785
OG0003944	AMPFI_07557	APOSC_04799
OG0003945	AMPFI_08691	APOSC_03054
OG0003946	AMPFI_00888	APOSC_04056
OG0003947	AMPFI_23175	APOSC_09900
OG0003948	AMPFI_09703	APOSC_20663
OG0003949	AMPFI_12679	APOSC_07284
OG0003950	AMPFI_25875	APOSC_26776
OG0003951	AMPFI_11617	APOSC_02492
OG0003952	AMPFI_08594	APOSC_20700
OG0003953	AMPFI_19332	APOSC_22656
OG0003954	AMPFI_06716	APOSC_02411, APOSC_02412, APOSC_02413
OG0003955	AMPFI_11128	APOSC_20455
OG0003956	AMPFI_23119	APOSC_17278, APOSC_17277
OG0003956	AMPFI_23118	APOSC_19023
OG0003957	AMPFI_08683	APOSC_24926
OG0003958	AMPFI_00232	APOSC_22790
OG0003959	AMPFI_04671	APOSC_17473
OG0003960	AMPFI_08480	APOSC_21636, APOSC_27152
OG0003961	AMPFI_06314	APOSC_08944, APOSC_01415, APOSC_09465, APOSC_10854, APOSC_06493, APOSC_08946, APOSC_08945
OG0003962	AMPFI_16905	APOSC_06351
OG0003964	AMPFI_01234	APOSC_27857, APOSC_02451
OG0003965	AMPFI_04828	APOSC_27311, APOSC_04938, APOSC_21685
OG0003966	AMPFI_05727	APOSC_04287, APOSC_04286
OG0003967	AMPFI_05943, AMPFI_08131	APOSC_00755
OG0003968	AMPFI_06736	APOSC_18591
OG0003969	AMPFI_07721	APOSC_28380
OG0003970	AMPFI_07812	APOSC_12020
OG0003971	AMPFI_14528	APOSC_13871, APOSC_13872
OG0003972	AMPFI_15565	APOSC_12719
OG0003973	AMPFI_20438	APOSC_26122
OG0003996	AMPFI_08068	APOSC_23266, APOSC_07822, APOSC_13050
