Orthogroup	AMPFI_ok	CAPO3
OG0001605	AMPFI_24911, AMPFI_18083	CAPO307473
OG0001609	AMPFI_10765	CAPO304683
OG0001609	AMPFI_06902	CAPO302057
OG0001611	AMPFI_12536	CAPO305038
OG0001612	AMPFI_03248, AMPFI_24849, AMPFI_16308	CAPO302202
OG0001614	AMPFI_14043	CAPO303895
OG0001614	AMPFI_09076	CAPO307630
OG0001617	AMPFI_25615	CAPO302798
OG0001621	AMPFI_09527	CAPO302875
OG0001622	AMPFI_23787	CAPO302121
OG0001634	AMPFI_21874	CAPO305688
OG0001634	AMPFI_22894	CAPO305614
OG0001638	AMPFI_08503	CAPO303528
OG0001641	AMPFI_08722	CAPO303281
OG0001644	AMPFI_12516	CAPO303665
OG0001652	AMPFI_17438, AMPFI_03475	CAPO302838
OG0001653	AMPFI_18635	CAPO305118
OG0001655	AMPFI_21729, AMPFI_16010	CAPO302812
OG0001657	AMPFI_11506	CAPO304165, CAPO303952
OG0001660	AMPFI_15599	CAPO305930
OG0001661	AMPFI_03268, AMPFI_17995, AMPFI_16309	CAPO302789
OG0001661	AMPFI_24993, AMPFI_21610	CAPO304920
OG0001663	AMPFI_14386	CAPO301057
OG0001664	AMPFI_06252	CAPO303152
OG0001665	AMPFI_22180, AMPFI_01269, AMPFI_18705, AMPFI_12597	CAPO302331
OG0001672	AMPFI_19341	CAPO301880
OG0001673	AMPFI_18848, AMPFI_05431	CAPO305520
OG0001674	AMPFI_20075, AMPFI_01079	CAPO301357
OG0001675	AMPFI_04125	CAPO307574
OG0001676	AMPFI_10805	CAPO305992
OG0001677	AMPFI_23211	CAPO307978
OG0001679	AMPFI_09908, AMPFI_15820, AMPFI_01883	CAPO302155, CAPO305784
OG0001680	AMPFI_18352	CAPO304235, CAPO304477
OG0001684	AMPFI_22117, AMPFI_24253	CAPO300563
OG0001685	AMPFI_05011	CAPO307707
OG0001686	AMPFI_25112	CAPO307138
OG0001687	AMPFI_24429, AMPFI_09173, AMPFI_17336, AMPFI_25410	CAPO302907
OG0001688	AMPFI_10724	CAPO300133
OG0001690	AMPFI_25400, AMPFI_12711, AMPFI_20974, AMPFI_20761	CAPO304820
OG0001691	AMPFI_08102, AMPFI_00359	CAPO307420
OG0001704	AMPFI_22958, AMPFI_17780	CAPO304434
OG0001706	AMPFI_00734	CAPO301033
OG0001707	AMPFI_01640, AMPFI_02566, AMPFI_19827, AMPFI_04732, AMPFI_04330, AMPFI_03799, AMPFI_16330, AMPFI_14071	CAPO303836
OG0001708	AMPFI_10288, AMPFI_03554	CAPO303804
OG0001709	AMPFI_24047	CAPO304969
OG0001711	AMPFI_23859, AMPFI_17093	CAPO301872
OG0001713	AMPFI_07986	CAPO302278
OG0001714	AMPFI_05879	CAPO306669
OG0001714	AMPFI_12759	CAPO300188
OG0001718	AMPFI_15984	CAPO301559, CAPO301838
OG0001720	AMPFI_01920	CAPO303957
OG0001721	AMPFI_11273	CAPO302302
OG0001723	AMPFI_21807	CAPO308089
OG0001724	AMPFI_12909	CAPO306474
OG0001724	AMPFI_21586	CAPO305584
OG0001727	AMPFI_09267	CAPO301729
OG0001730	AMPFI_09157	CAPO303469
OG0001732	AMPFI_05707, AMPFI_19074	CAPO304710
OG0001733	AMPFI_08124	CAPO306615
OG0001734	AMPFI_02431, AMPFI_02529	CAPO306594
OG0001735	AMPFI_02680	CAPO301389
OG0001736	AMPFI_10858	CAPO300355
OG0001738	AMPFI_08169	CAPO301655
OG0001739	AMPFI_18533	CAPO304154
OG0001743	AMPFI_21237	CAPO306128
OG0001746	AMPFI_09609	CAPO306662
OG0001750	AMPFI_12484	CAPO304954
OG0001755	AMPFI_19529	CAPO300413
OG0001756	AMPFI_19308	CAPO301153
OG0001756	AMPFI_09088	CAPO306605
OG0001769	AMPFI_17583	CAPO300754
OG0001769	AMPFI_24487	CAPO306748
OG0001770	AMPFI_16335	CAPO304551
OG0001772	AMPFI_24282, AMPFI_16628, AMPFI_22476, AMPFI_21430	CAPO303731
OG0001774	AMPFI_10680	CAPO302411
OG0001775	AMPFI_09788, AMPFI_06264, AMPFI_09825	CAPO300385, CAPO303998
OG0001778	AMPFI_05245, AMPFI_14017, AMPFI_10692	CAPO303585
OG0001781	AMPFI_23560	CAPO304059
OG0001781	AMPFI_08314	CAPO306335
OG0001782	AMPFI_24297	CAPO302329
OG0001783	AMPFI_24257, AMPFI_01182	CAPO302497
OG0001787	AMPFI_25681	CAPO302384
OG0001789	AMPFI_24598, AMPFI_14245	CAPO303597
OG0001792	AMPFI_21133	CAPO305067
OG0001792	AMPFI_07829	CAPO302146
OG0001793	AMPFI_08492	CAPO302934
OG0001793	AMPFI_17091	CAPO300098
OG0001794	AMPFI_09033	CAPO305037
OG0001797	AMPFI_22232, AMPFI_16217, AMPFI_16614	CAPO305230
OG0001799	AMPFI_22445	CAPO307439
OG0001800	AMPFI_11453	CAPO302099, CAPO301494
OG0001801	AMPFI_12578	CAPO301631, CAPO300406, CAPO302328, CAPO300564
OG0001802	AMPFI_15094, AMPFI_17886, AMPFI_15095	CAPO307992
OG0001804	AMPFI_10708	CAPO307706
OG0001805	AMPFI_11465	CAPO301307
OG0001807	AMPFI_13156	CAPO305640
OG0001808	AMPFI_01463	CAPO300354
OG0001809	AMPFI_15697	CAPO307543
OG0001811	AMPFI_17459	CAPO304043
OG0001814	AMPFI_09086	CAPO305508
OG0001816	AMPFI_15030	CAPO300431
OG0001818	AMPFI_13689	CAPO302088
OG0001819	AMPFI_01254	CAPO307172
OG0001820	AMPFI_19349	CAPO300515
OG0001822	AMPFI_12887	CAPO301119
OG0001825	AMPFI_16509	CAPO306238
OG0001827	AMPFI_12500	CAPO303060
OG0001828	AMPFI_14487	CAPO305081
OG0001830	AMPFI_00628	CAPO300316
OG0001831	AMPFI_22534, AMPFI_24544	CAPO306824
OG0001832	AMPFI_13912	CAPO300612
OG0001834	AMPFI_07413	CAPO301512
OG0001846	AMPFI_10946	CAPO305028
OG0001849	AMPFI_09620, AMPFI_25919, AMPFI_01435	CAPO303014
OG0001850	AMPFI_22844, AMPFI_19567, AMPFI_02254, AMPFI_21066	CAPO301689
OG0001851	AMPFI_25094	CAPO303828
OG0001852	AMPFI_09915	CAPO303604
OG0001857	AMPFI_05151	CAPO306766
OG0001859	AMPFI_09110, AMPFI_00003	CAPO304942
OG0001860	AMPFI_10262, AMPFI_06272	CAPO306960
OG0001861	AMPFI_05758, AMPFI_05546	CAPO303333
OG0001861	AMPFI_02118	CAPO306489
OG0001863	AMPFI_08387	CAPO300966
OG0001864	AMPFI_00388	CAPO300448
OG0001865	AMPFI_08697	CAPO301778, CAPO302509
OG0001866	AMPFI_13351	CAPO306683
OG0001867	AMPFI_05628	CAPO302026
OG0001870	AMPFI_13982	CAPO303422
OG0001873	AMPFI_03890	CAPO305494
OG0001875	AMPFI_04167	CAPO303129
OG0001875	AMPFI_06025	CAPO300770
OG0001878	AMPFI_00022	CAPO300594
OG0001879	AMPFI_09991	CAPO302675
OG0001879	AMPFI_07049	CAPO304068
OG0001882	AMPFI_16163	CAPO302587
OG0001883	AMPFI_12080, AMPFI_12079	CAPO304395
OG0001886	AMPFI_21596	CAPO301013
OG0001888	AMPFI_13172, AMPFI_06802	CAPO307373
OG0001894	AMPFI_23829	CAPO305070
OG0001895	AMPFI_06234	CAPO300178
OG0001898	AMPFI_24797, AMPFI_19357, AMPFI_23331	CAPO303887
OG0001900	AMPFI_14979, AMPFI_14680, AMPFI_22311, AMPFI_02765, AMPFI_06753	CAPO306468, CAPO308362
OG0001901	AMPFI_16364	CAPO302174
OG0001903	AMPFI_22480	CAPO301651
OG0001913	AMPFI_25417, AMPFI_20028	CAPO308270
OG0001914	AMPFI_03280, AMPFI_16420, AMPFI_23834, AMPFI_23742	CAPO308187
OG0001915	AMPFI_24256	CAPO305922
OG0001916	AMPFI_05143, AMPFI_00220	CAPO304398
OG0001917	AMPFI_25940	CAPO303937
OG0001919	AMPFI_00805, AMPFI_03044	CAPO305966
OG0001919	AMPFI_20817	CAPO300799
OG0001923	AMPFI_05606	CAPO300364
OG0001926	AMPFI_12255	CAPO308203
OG0001927	AMPFI_08028	CAPO303832
OG0001928	AMPFI_03201	CAPO303627
OG0001930	AMPFI_11064	CAPO301567
OG0001931	AMPFI_10100, AMPFI_04459, AMPFI_22434, AMPFI_19930	CAPO306905
OG0001932	AMPFI_22509	CAPO304653
OG0001935	AMPFI_16321, AMPFI_05252	CAPO301339
OG0001937	AMPFI_25708	CAPO301986
OG0001938	AMPFI_24340	CAPO303883
OG0001939	AMPFI_25514	CAPO304703
OG0001940	AMPFI_23874	CAPO307447
OG0001941	AMPFI_16836, AMPFI_00128, AMPFI_23257, AMPFI_25029, AMPFI_22977, AMPFI_02719	CAPO303660
OG0001943	AMPFI_17954	CAPO304272
OG0001945	AMPFI_00770, AMPFI_12531	CAPO302125, CAPO302413
OG0001947	AMPFI_19758	CAPO306182
OG0001948	AMPFI_02982	CAPO307548
OG0001949	AMPFI_14432	CAPO303945
OG0001951	AMPFI_06568	CAPO305792
OG0001953	AMPFI_16409	CAPO306993
OG0001956	AMPFI_01860, AMPFI_19282, AMPFI_00676, AMPFI_14451, AMPFI_17056, AMPFI_03829	CAPO302405
OG0001957	AMPFI_20892	CAPO307027
OG0001961	AMPFI_18694	CAPO301591
OG0001963	AMPFI_06610	CAPO304559
OG0001964	AMPFI_15416	CAPO306144
OG0001965	AMPFI_25846	CAPO305377
OG0001966	AMPFI_23585, AMPFI_04379	CAPO308069
OG0001968	AMPFI_03626, AMPFI_02828	CAPO303436
OG0001969	AMPFI_20288	CAPO301897
OG0001972	AMPFI_15172	CAPO302726
OG0001985	AMPFI_00548	CAPO307425
OG0001988	AMPFI_17891	CAPO301454
OG0001989	AMPFI_13109	CAPO303699
OG0001992	AMPFI_09449	CAPO301694
OG0001994	AMPFI_17060	CAPO307422
OG0001998	AMPFI_11941	CAPO304168
OG0002000	AMPFI_07619, AMPFI_12151	CAPO305912
OG0002001	AMPFI_02709	CAPO301730, CAPO305766
OG0002003	AMPFI_03786, AMPFI_24835	CAPO306645
OG0002004	AMPFI_21797, AMPFI_00749	CAPO305661, CAPO300359
OG0002006	AMPFI_06516	CAPO302881
OG0002007	AMPFI_11296	CAPO301764
OG0002008	AMPFI_22453	CAPO308237
OG0002009	AMPFI_08474, AMPFI_11951	CAPO305521
OG0002009	AMPFI_13652	CAPO304107
OG0002010	AMPFI_25840	CAPO303286
OG0002011	AMPFI_05538	CAPO305222
OG0002014	AMPFI_21176, AMPFI_02559	CAPO305309
OG0002015	AMPFI_07020	CAPO304377
OG0002016	AMPFI_07033	CAPO300736, CAPO303360
OG0002019	AMPFI_13164, AMPFI_11037	CAPO303943, CAPO301189
OG0002020	AMPFI_07498, AMPFI_07314	CAPO301809, CAPO306607
OG0002024	AMPFI_12404	CAPO300776
OG0002025	AMPFI_16365, AMPFI_15837, AMPFI_05377	CAPO301502
OG0002026	AMPFI_00510, AMPFI_07639	CAPO307889, CAPO306582
OG0002027	AMPFI_12845	CAPO307021
OG0002029	AMPFI_14294	CAPO303181
OG0002030	AMPFI_19671, AMPFI_00962	CAPO301675
OG0002030	AMPFI_02627	CAPO303987
OG0002031	AMPFI_08223	CAPO300135
OG0002032	AMPFI_07992	CAPO304689
OG0002034	AMPFI_19989, AMPFI_00248, AMPFI_21516	CAPO306318
OG0002042	AMPFI_06985	CAPO300525
OG0002043	AMPFI_11574	CAPO306649
OG0002058	AMPFI_25404, AMPFI_08457, AMPFI_00532, AMPFI_12631	CAPO300289
OG0002061	AMPFI_09395, AMPFI_12327	CAPO307339
OG0002062	AMPFI_20199	CAPO301382
OG0002063	AMPFI_24725	CAPO302417
OG0002066	AMPFI_11746	CAPO300576
OG0002067	AMPFI_16394	CAPO302721
OG0002068	AMPFI_16266, AMPFI_21310	CAPO303650
OG0002069	AMPFI_07503, AMPFI_18734	CAPO306402
OG0002073	AMPFI_25365	CAPO302333
OG0002074	AMPFI_01458	CAPO304152
OG0002076	AMPFI_24244	CAPO303117
OG0002078	AMPFI_16293	CAPO302217
OG0002080	AMPFI_00131, AMPFI_15363	CAPO307474, CAPO307552
OG0002081	AMPFI_19669, AMPFI_25653, AMPFI_06780, AMPFI_22236, AMPFI_16238	CAPO300584
OG0002087	AMPFI_07836	CAPO306536
OG0002093	AMPFI_22177	CAPO304254
OG0002094	AMPFI_06144	CAPO303399
OG0002097	AMPFI_09945	CAPO302111
OG0002099	AMPFI_19251, AMPFI_11854	CAPO306675
OG0002101	AMPFI_12592, AMPFI_10537	CAPO307803
OG0002103	AMPFI_02167, AMPFI_02166	CAPO305235
OG0002108	AMPFI_14729	CAPO303834
OG0002122	AMPFI_14982, AMPFI_20626	CAPO300191
OG0002123	AMPFI_13795	CAPO303373
OG0002124	AMPFI_19622, AMPFI_11396, AMPFI_17930	CAPO300980
OG0002129	AMPFI_20343, AMPFI_19463	CAPO305068
OG0002130	AMPFI_23788	CAPO301943
OG0002131	AMPFI_22649, AMPFI_11577	CAPO302159
OG0002135	AMPFI_21688	CAPO300616, CAPO300802
OG0002136	AMPFI_16197, AMPFI_16117	CAPO300292
OG0002137	AMPFI_24466, AMPFI_14326, AMPFI_07582	CAPO306593
OG0002138	AMPFI_24662	CAPO304101
OG0002140	AMPFI_07045	CAPO300489
OG0002141	AMPFI_23374, AMPFI_22738, AMPFI_24291	CAPO300491
OG0002144	AMPFI_07287, AMPFI_05043	CAPO308205
OG0002145	AMPFI_10121	CAPO305963
OG0002146	AMPFI_05844	CAPO303694
OG0002148	AMPFI_23168, AMPFI_13637	CAPO301311
OG0002150	AMPFI_16081, AMPFI_21448, AMPFI_15348	CAPO305991
OG0002151	AMPFI_09038	CAPO300513
OG0002152	AMPFI_09776	CAPO305214
OG0002156	AMPFI_05384	CAPO307789
OG0002158	AMPFI_18914	CAPO300426
OG0002159	AMPFI_24442	CAPO301618
OG0002160	AMPFI_14776	CAPO306354
OG0002165	AMPFI_09337	CAPO306860
OG0002166	AMPFI_10950	CAPO300536
OG0002168	AMPFI_24771, AMPFI_10928	CAPO305846
OG0002169	AMPFI_21144, AMPFI_21299	CAPO305188, CAPO305186
OG0002170	AMPFI_23281, AMPFI_07669	CAPO306065
OG0002171	AMPFI_09465	CAPO300657
OG0002172	AMPFI_10541	CAPO300117
OG0002173	AMPFI_08338	CAPO300163
OG0002177	AMPFI_19453, AMPFI_17863	CAPO303715
OG0002178	AMPFI_03485	CAPO300762
OG0002179	AMPFI_15916	CAPO301344
OG0002182	AMPFI_12302	CAPO300304
OG0002184	AMPFI_11522	CAPO302808
OG0002185	AMPFI_09801	CAPO306894
OG0002187	AMPFI_09301	CAPO303260
OG0002188	AMPFI_14506, AMPFI_19113	CAPO307308
OG0002189	AMPFI_03764, AMPFI_22355	CAPO302919, CAPO302901
OG0002190	AMPFI_00222, AMPFI_03087	CAPO305794
OG0002191	AMPFI_22618, AMPFI_24980	CAPO306349
OG0002193	AMPFI_20760, AMPFI_03523	CAPO307827, CAPO303661
OG0002194	AMPFI_19432, AMPFI_19428, AMPFI_10986	CAPO306073
OG0002198	AMPFI_22778	CAPO307154, CAPO303031, CAPO303344
OG0002199	AMPFI_25898	CAPO302045, CAPO307109
OG0002213	AMPFI_13684, AMPFI_08701	CAPO301692
OG0002216	AMPFI_02814, AMPFI_22578, AMPFI_22501, AMPFI_01725	CAPO308083
OG0002217	AMPFI_25107, AMPFI_18149, AMPFI_19805	CAPO303403
OG0002219	AMPFI_21813, AMPFI_19103	CAPO301953
OG0002224	AMPFI_12765	CAPO304952
OG0002225	AMPFI_07786	CAPO301769
OG0002226	AMPFI_09925	CAPO307804
OG0002227	AMPFI_22780	CAPO307820, CAPO307799
OG0002228	AMPFI_01748	CAPO301630, CAPO300068
OG0002229	AMPFI_20801	CAPO308040
OG0002237	AMPFI_16620, AMPFI_21143	CAPO306506
OG0002239	AMPFI_09155	CAPO301966
OG0002240	AMPFI_22996, AMPFI_00960, AMPFI_15717	CAPO306707
OG0002241	AMPFI_14262	CAPO303979
OG0002243	AMPFI_06850	CAPO301335, CAPO300484
OG0002244	AMPFI_08460, AMPFI_07452	CAPO303840
OG0002245	AMPFI_17755	CAPO302737
OG0002246	AMPFI_20214, AMPFI_21351, AMPFI_20505	CAPO301929
OG0002251	AMPFI_13110	CAPO302537
OG0002252	AMPFI_05242	CAPO304306
OG0002255	AMPFI_02651, AMPFI_19539	CAPO301475, CAPO302337
OG0002257	AMPFI_15547	CAPO303721
OG0002258	AMPFI_23113, AMPFI_24977, AMPFI_22049	CAPO302229
OG0002261	AMPFI_16530	CAPO303559
OG0002263	AMPFI_05699	CAPO304694
OG0002264	AMPFI_24071	CAPO304810
OG0002266	AMPFI_03722, AMPFI_04811, AMPFI_03178, AMPFI_18976	CAPO307392
OG0002270	AMPFI_21580, AMPFI_14199, AMPFI_16026	CAPO302042
OG0002272	AMPFI_08490	CAPO301905
OG0002282	AMPFI_20323	CAPO300014
OG0002284	AMPFI_07483	CAPO304167
OG0002285	AMPFI_17374, AMPFI_01693	CAPO305012
OG0002287	AMPFI_19411, AMPFI_22131, AMPFI_21836, AMPFI_22336	CAPO306430
OG0002288	AMPFI_05968	CAPO306855
OG0002292	AMPFI_03614	CAPO308118, CAPO308288
OG0002292	AMPFI_05908	CAPO301471
OG0002293	AMPFI_05327, AMPFI_10685	CAPO302207
OG0002294	AMPFI_12144	CAPO300522
OG0002312	AMPFI_10232	CAPO305339
OG0002312	AMPFI_15223	CAPO305880
OG0002316	AMPFI_02237	CAPO302192
OG0002317	AMPFI_23771	CAPO301129
OG0002318	AMPFI_24462, AMPFI_08489, AMPFI_21799	CAPO302292
OG0002319	AMPFI_08821	CAPO306342
OG0002321	AMPFI_00776, AMPFI_02703	CAPO300390
OG0002322	AMPFI_21364	CAPO300979
OG0002323	AMPFI_06107, AMPFI_10733	CAPO308299
OG0002324	AMPFI_20398, AMPFI_07212, AMPFI_08976	CAPO301866
OG0002325	AMPFI_05132	CAPO300458
OG0002326	AMPFI_07885	CAPO302239
OG0002327	AMPFI_07418	CAPO302954
OG0002330	AMPFI_10581	CAPO300172
OG0002331	AMPFI_19373, AMPFI_03306	CAPO302246
OG0002332	AMPFI_17423	CAPO300761
OG0002337	AMPFI_11283	CAPO307155
OG0002340	AMPFI_06594	CAPO307906
OG0002344	AMPFI_13957	CAPO307434
OG0002345	AMPFI_01058, AMPFI_01059	CAPO304277
OG0002346	AMPFI_04693	CAPO307106
OG0002348	AMPFI_04385	CAPO302095
OG0002354	AMPFI_17029, AMPFI_11902	CAPO306383
OG0002356	AMPFI_16602	CAPO305051
OG0002358	AMPFI_19693, AMPFI_06880, AMPFI_00703	CAPO307788
OG0002359	AMPFI_03938, AMPFI_10254	CAPO302128
OG0002361	AMPFI_10352	CAPO304727
OG0002362	AMPFI_02961	CAPO301902
OG0002363	AMPFI_16473	CAPO302980
OG0002364	AMPFI_23510, AMPFI_25302, AMPFI_01002, AMPFI_12128, AMPFI_12869	CAPO306488
OG0002367	AMPFI_07894	CAPO304316
OG0002368	AMPFI_01085, AMPFI_17796, AMPFI_18726, AMPFI_19085	CAPO301447
OG0002369	AMPFI_19667, AMPFI_21321	CAPO301279
OG0002370	AMPFI_08335	CAPO303015
OG0002371	AMPFI_06562	CAPO304426
OG0002372	AMPFI_11300	CAPO303041
OG0002374	AMPFI_05495	CAPO302309
OG0002376	AMPFI_06717	CAPO304863
OG0002377	AMPFI_08355	CAPO301847
OG0002379	AMPFI_05523	CAPO301214
OG0002396	AMPFI_15085, AMPFI_01991	CAPO302410
OG0002398	AMPFI_06652	CAPO306938
OG0002405	AMPFI_15804	CAPO300119
OG0002406	AMPFI_17696	CAPO304138
OG0002407	AMPFI_21084	CAPO301366
OG0002409	AMPFI_23640	CAPO301533
OG0002410	AMPFI_25695, AMPFI_14224	CAPO305170
OG0002411	AMPFI_06324	CAPO305052
OG0002412	AMPFI_04294	CAPO302706
OG0002413	AMPFI_15339	CAPO307797
OG0002413	AMPFI_18357	CAPO304716
OG0002414	AMPFI_13659	CAPO304631
OG0002415	AMPFI_02625, AMPFI_08209	CAPO304905
OG0002417	AMPFI_25102, AMPFI_17932, AMPFI_05044, AMPFI_11631	CAPO307671
OG0002418	AMPFI_18139	CAPO303802
OG0002419	AMPFI_10140, AMPFI_22265, AMPFI_17392	CAPO303825
OG0002421	AMPFI_06900	CAPO305365
OG0002422	AMPFI_25635	CAPO302014
OG0002425	AMPFI_07221, AMPFI_12787, AMPFI_12545, AMPFI_19580, AMPFI_21740, AMPFI_12544	CAPO304491
OG0002426	AMPFI_08039	CAPO303294
OG0002429	AMPFI_15368	CAPO305260
OG0002433	AMPFI_10800	CAPO302444
OG0002435	AMPFI_08110	CAPO304613
OG0002436	AMPFI_17090, AMPFI_15631	CAPO307054
OG0002437	AMPFI_13223	CAPO303352
OG0002439	AMPFI_15683	CAPO302565
OG0002441	AMPFI_17008	CAPO304429
OG0002442	AMPFI_12744	CAPO300535
OG0002443	AMPFI_24450, AMPFI_15890, AMPFI_16326	CAPO301424
OG0002445	AMPFI_12457	CAPO304782
OG0002446	AMPFI_09464	CAPO303707
OG0002448	AMPFI_11264	CAPO308204
OG0002453	AMPFI_24853	CAPO305834
OG0002476	AMPFI_07173, AMPFI_08958	CAPO307617
OG0002484	AMPFI_23925, AMPFI_00818, AMPFI_04669, AMPFI_17216	CAPO305360
OG0002486	AMPFI_16150	CAPO303598
OG0002489	AMPFI_04686, AMPFI_01472, AMPFI_02560, AMPFI_19145	CAPO304231
OG0002490	AMPFI_08236	CAPO307409, CAPO300849
OG0002492	AMPFI_22488	CAPO305743
OG0002494	AMPFI_13852	CAPO307620
OG0002495	AMPFI_25744	CAPO306559
OG0002496	AMPFI_17300, AMPFI_20602, AMPFI_24160	CAPO300997
OG0002497	AMPFI_16261	CAPO301629
OG0002500	AMPFI_06240	CAPO305159
OG0002501	AMPFI_02571, AMPFI_18052	CAPO305150
OG0002502	AMPFI_17862, AMPFI_02069	CAPO304947
OG0002503	AMPFI_11268	CAPO301024
OG0002505	AMPFI_03042, AMPFI_22720	CAPO302692
OG0002507	AMPFI_06138	CAPO303215
OG0002509	AMPFI_10128	CAPO305905, CAPO306732
OG0002510	AMPFI_23738, AMPFI_00498	CAPO305793
OG0002511	AMPFI_24672	CAPO303146
OG0002516	AMPFI_07473	CAPO307569
OG0002518	AMPFI_11837	CAPO304200
OG0002519	AMPFI_19533, AMPFI_16079	CAPO302874
OG0002523	AMPFI_02042	CAPO301008
OG0002525	AMPFI_02494, AMPFI_01201, AMPFI_23315	CAPO300787
OG0002527	AMPFI_15362	CAPO306066
OG0002528	AMPFI_11923	CAPO301891
OG0002529	AMPFI_14115	CAPO301231, CAPO301232
OG0002532	AMPFI_02544	CAPO307265
OG0002533	AMPFI_10313, AMPFI_11981	CAPO302353
OG0002534	AMPFI_11146	CAPO302248
OG0002542	AMPFI_14378	CAPO300062
OG0002543	AMPFI_05217	CAPO306889, CAPO301493
OG0002548	AMPFI_24571	CAPO303502
OG0002555	AMPFI_05511, AMPFI_21927, AMPFI_12974	CAPO301095
OG0002557	AMPFI_10804	CAPO302757
OG0002558	AMPFI_18657, AMPFI_05153	CAPO301820
OG0002559	AMPFI_09876	CAPO306363
OG0002561	AMPFI_16449, AMPFI_21135, AMPFI_22038	CAPO306761
OG0002562	AMPFI_00756	CAPO305283
OG0002563	AMPFI_07399	CAPO307417
OG0002564	AMPFI_07937	CAPO307297
OG0002565	AMPFI_01084	CAPO302611
OG0002566	AMPFI_19206, AMPFI_20668, AMPFI_16864, AMPFI_03477	CAPO303827
OG0002567	AMPFI_11979	CAPO304319
OG0002569	AMPFI_25754, AMPFI_17829, AMPFI_02326	CAPO306658
OG0002570	AMPFI_07846	CAPO307215
OG0002574	AMPFI_24042	CAPO307488
OG0002587	AMPFI_05490	CAPO300512
OG0002589	AMPFI_14738, AMPFI_04055	CAPO302447
OG0002592	AMPFI_13088	CAPO300278
OG0002594	AMPFI_11935	CAPO304177
OG0002598	AMPFI_08969	CAPO300566
OG0002599	AMPFI_20120	CAPO303706
OG0002600	AMPFI_23683, AMPFI_16466	CAPO305861
OG0002601	AMPFI_11035, AMPFI_19350	CAPO300675
OG0002602	AMPFI_11013	CAPO303637
OG0002603	AMPFI_25770, AMPFI_19896	CAPO302609
OG0002605	AMPFI_25285, AMPFI_01082, AMPFI_21170	CAPO303522
OG0002608	AMPFI_24780	CAPO303192
OG0002609	AMPFI_25165	CAPO304999
OG0002610	AMPFI_08555	CAPO307043
OG0002611	AMPFI_01205, AMPFI_20953	CAPO302425
OG0002617	AMPFI_20313	CAPO307606
OG0002618	AMPFI_03389	CAPO307902
OG0002620	AMPFI_10749	CAPO300598
OG0002621	AMPFI_04505	CAPO305708, CAPO305709, CAPO305858
OG0002624	AMPFI_18223, AMPFI_25596, AMPFI_02917, AMPFI_16642, AMPFI_24496	CAPO307642
OG0002629	AMPFI_24735, AMPFI_00928	CAPO306781
OG0002630	AMPFI_20715	CAPO300618
OG0002631	AMPFI_02232, AMPFI_25486	CAPO302228
OG0002632	AMPFI_05806, AMPFI_01287	CAPO301605
OG0002633	AMPFI_16272	CAPO301845
OG0002634	AMPFI_04114, AMPFI_23959, AMPFI_15623, AMPFI_12684	CAPO303763
OG0002636	AMPFI_20833	CAPO302443
OG0002638	AMPFI_13211	CAPO301720
OG0002642	AMPFI_08803	CAPO302887
OG0002643	AMPFI_14666	CAPO305403
OG0002645	AMPFI_11704, AMPFI_05004	CAPO302012
OG0002646	AMPFI_08812	CAPO300302
OG0002651	AMPFI_05025	CAPO307502
OG0002652	AMPFI_07946	CAPO305413
OG0002656	AMPFI_17717, AMPFI_03906	CAPO301386
OG0002657	AMPFI_24401	CAPO301921
OG0002659	AMPFI_14143	CAPO302308
OG0002661	AMPFI_13522	CAPO300165
OG0002662	AMPFI_14924	CAPO307949
OG0002663	AMPFI_06734, AMPFI_00147	CAPO308163
OG0002665	AMPFI_08155	CAPO307055
OG0002666	AMPFI_08951, AMPFI_17898	CAPO308350
OG0002668	AMPFI_12794	CAPO301754
OG0002669	AMPFI_07128	CAPO301762
OG0002672	AMPFI_05463	CAPO307527
OG0002677	AMPFI_08799	CAPO303005
OG0002682	AMPFI_05616	CAPO301064
OG0002705	AMPFI_08510	CAPO303959
OG0002706	AMPFI_21236, AMPFI_02831, AMPFI_07417	CAPO306125
OG0002708	AMPFI_13987	CAPO306708
OG0002710	AMPFI_17266, AMPFI_00640	CAPO301641
OG0002713	AMPFI_19175, AMPFI_19998	CAPO306909
OG0002715	AMPFI_12353	CAPO303783
OG0002716	AMPFI_03892, AMPFI_21841, AMPFI_16965	CAPO302306
OG0002717	AMPFI_01161	CAPO307873
OG0002718	AMPFI_12945	CAPO306705
OG0002720	AMPFI_06348	CAPO304077
OG0002722	AMPFI_12652	CAPO300697
OG0002726	AMPFI_01971	CAPO303092
OG0002728	AMPFI_08725	CAPO304582
OG0002730	AMPFI_02698, AMPFI_11827	CAPO300185
OG0002731	AMPFI_21207	CAPO304916
OG0002732	AMPFI_02794	CAPO305751
OG0002736	AMPFI_10674	CAPO302364
OG0002739	AMPFI_21137	CAPO303462
OG0002740	AMPFI_07662	CAPO303044
OG0002741	AMPFI_12640	CAPO305001
OG0002743	AMPFI_20528	CAPO305659
OG0002744	AMPFI_10831	CAPO307532
OG0002745	AMPFI_03214	CAPO302960
OG0002746	AMPFI_06320	CAPO301404
OG0002747	AMPFI_02189	CAPO308121
OG0002749	AMPFI_16192	CAPO305516
OG0002750	AMPFI_12572, AMPFI_03631, AMPFI_12923, AMPFI_13722, AMPFI_00301	CAPO305820
OG0002751	AMPFI_12984, AMPFI_25256, AMPFI_05705	CAPO300590
