Orthogroup	AMPFI_ok	YEAST
OG0003020	AMPFI_20210, AMPFI_04178, AMPFI_21161, AMPFI_24069	YEAST04851
OG0003027	AMPFI_03279	YEAST05498
OG0003028	AMPFI_20635	YEAST05822
OG0003029	AMPFI_10314	YEAST04523
OG0003033	AMPFI_17482	YEAST02457, YEAST02640
OG0003043	AMPFI_19900, AMPFI_18996, AMPFI_18326, AMPFI_18940	YEAST02551
OG0003046	AMPFI_18791	YEAST01632
OG0003054	AMPFI_22668	YEAST04909, YEAST05341
OG0003056	AMPFI_09035	YEAST02257
OG0003059	AMPFI_15093	YEAST02832, YEAST03675
OG0003063	AMPFI_19748	YEAST00204
OG0003066	AMPFI_04842	YEAST00969
OG0003067	AMPFI_00869	YEAST03159
OG0003072	AMPFI_06677	YEAST05076
OG0003073	AMPFI_22163, AMPFI_07918	YEAST00167
OG0003079	AMPFI_20005	YEAST01019
OG0003101	AMPFI_08193	YEAST01357
OG0003104	AMPFI_15625	YEAST00861
OG0003105	AMPFI_14075, AMPFI_15981, AMPFI_22515	YEAST04282
OG0003107	AMPFI_06817	YEAST00029
OG0003108	AMPFI_12830, AMPFI_07552	YEAST00796
OG0003110	AMPFI_05396	YEAST02197
OG0003114	AMPFI_08644	YEAST00453, YEAST02426
OG0003119	AMPFI_08478	YEAST00778
OG0003121	AMPFI_05935	YEAST03190
OG0003126	AMPFI_13956, AMPFI_24434, AMPFI_01995	YEAST00300
OG0003131	AMPFI_20126, AMPFI_03461	YEAST04435, YEAST04350
OG0003135	AMPFI_07186	YEAST02069
OG0003138	AMPFI_18700	YEAST01790, YEAST00784
OG0003145	AMPFI_23822, AMPFI_00786, AMPFI_00787	YEAST06012
OG0003147	AMPFI_17466, AMPFI_01604	YEAST03729
OG0003151	AMPFI_17711	YEAST03910
OG0003153	AMPFI_03883	YEAST05438
OG0003154	AMPFI_15942	YEAST00694
OG0003157	AMPFI_06068, AMPFI_24828	YEAST01203
OG0003164	AMPFI_11016	YEAST05549, YEAST04492
OG0003172	AMPFI_08998	YEAST06030
OG0003174	AMPFI_17590	YEAST06178
OG0003178	AMPFI_21542	YEAST05823
OG0003179	AMPFI_06154	YEAST00905
OG0003182	AMPFI_06707	YEAST05565
OG0003189	AMPFI_11974	YEAST00820
OG0003190	AMPFI_13799	YEAST02550
OG0003191	AMPFI_23926	YEAST01068
OG0003193	AMPFI_08357	YEAST02494
OG0003199	AMPFI_12162	YEAST04961
OG0003207	AMPFI_20327	YEAST04056
OG0003212	AMPFI_00027	YEAST05531
OG0003214	AMPFI_06762	YEAST03701
OG0003215	AMPFI_14832	YEAST04373
OG0003218	AMPFI_26015	YEAST04068
OG0003219	AMPFI_06216	YEAST01656
OG0003220	AMPFI_12091	YEAST03417, YEAST00186
OG0003221	AMPFI_11291	YEAST05064
OG0003223	AMPFI_04078, AMPFI_25143	YEAST04472
OG0003228	AMPFI_18339	YEAST06187
OG0003230	AMPFI_01229	YEAST05487
OG0003234	AMPFI_08950	YEAST00760
OG0003235	AMPFI_16999	YEAST06282
OG0003251	AMPFI_06867	YEAST05338, YEAST04904
OG0003254	AMPFI_09205	YEAST03911
OG0003257	AMPFI_11835	YEAST02741
OG0003263	AMPFI_13017	YEAST05333
OG0003264	AMPFI_17248	YEAST03398
OG0003266	AMPFI_04526	YEAST05585
OG0003267	AMPFI_05887	YEAST02516
OG0003270	AMPFI_18632, AMPFI_13601, AMPFI_02798	YEAST01372, YEAST05351, YEAST01476
OG0003277	AMPFI_09116	YEAST03706
OG0003283	AMPFI_02177, AMPFI_00946	YEAST02779
OG0003287	AMPFI_05397	YEAST00166
OG0003288	AMPFI_21742, AMPFI_06784	YEAST05062
OG0003290	AMPFI_06287	YEAST06325
OG0003293	AMPFI_18756, AMPFI_02819	YEAST04930
OG0003295	AMPFI_06218	YEAST06127
OG0003300	AMPFI_19704, AMPFI_05469	YEAST03316
OG0003301	AMPFI_14530	YEAST03267
OG0003302	AMPFI_16898	YEAST04633
OG0003303	AMPFI_23138, AMPFI_03102	YEAST05878
OG0003304	AMPFI_11135	YEAST01018
OG0003316	AMPFI_14046, AMPFI_14047	YEAST04887
OG0003317	AMPFI_09168, AMPFI_09167	YEAST03051
OG0003318	AMPFI_08330	YEAST02158
OG0003332	AMPFI_08196	YEAST02945, YEAST00447
OG0003335	AMPFI_09229	YEAST01260
OG0003340	AMPFI_22094	YEAST04972
OG0003341	AMPFI_20951, AMPFI_16730, AMPFI_00777	YEAST00990
OG0003343	AMPFI_06750, AMPFI_13994, AMPFI_13993, AMPFI_16154, AMPFI_00649, AMPFI_16870, AMPFI_25524	YEAST04356, YEAST06258
OG0003344	AMPFI_09335, AMPFI_24611	YEAST04764
OG0003345	AMPFI_24924, AMPFI_21362	YEAST02133
OG0003348	AMPFI_05356	YEAST02844
OG0003349	AMPFI_05046	YEAST00235, YEAST04798
OG0003356	AMPFI_21630	YEAST02937
OG0003357	AMPFI_11721	YEAST04240, YEAST02522
OG0003364	AMPFI_22450	YEAST00730
OG0003366	AMPFI_25322	YEAST05276, YEAST03075
OG0003373	AMPFI_06232	YEAST03755
OG0003374	AMPFI_21401	YEAST03627
OG0003375	AMPFI_21891	YEAST03722
OG0003380	AMPFI_09994	YEAST00529
OG0003381	AMPFI_19093	YEAST03447, YEAST01380
OG0003386	AMPFI_09487	YEAST02725
OG0003425	AMPFI_09816	YEAST05084
OG0003426	AMPFI_00436	YEAST05251
OG0003428	AMPFI_00454	YEAST04550, YEAST01154
OG0003429	AMPFI_24807, AMPFI_20170	YEAST05921
OG0003430	AMPFI_06485	YEAST04732
OG0003435	AMPFI_19921, AMPFI_14379, AMPFI_18337	YEAST05483
OG0003441	AMPFI_12076	YEAST05981
OG0003443	AMPFI_21912	YEAST06032
OG0003454	AMPFI_07469	YEAST04088
OG0003458	AMPFI_25375	YEAST00169
OG0003461	AMPFI_08837	YEAST05752, YEAST04759
OG0003463	AMPFI_25834	YEAST02371
OG0003465	AMPFI_12228	YEAST02874
OG0003467	AMPFI_25477, AMPFI_05595	YEAST01278
OG0003476	AMPFI_21659	YEAST02726
OG0003477	AMPFI_11760	YEAST03665
OG0003483	AMPFI_09299	YEAST06074
OG0003487	AMPFI_23106	YEAST03066
OG0003491	AMPFI_11101	YEAST03514
OG0003493	AMPFI_16534, AMPFI_17852	YEAST01076
OG0003497	AMPFI_04681	YEAST00758
OG0003498	AMPFI_14554	YEAST05680
OG0003500	AMPFI_12019	YEAST03303, YEAST02683
OG0003501	AMPFI_09583	YEAST01421
OG0003502	AMPFI_22051	YEAST02519
OG0003503	AMPFI_19098, AMPFI_05344	YEAST00400
OG0003505	AMPFI_07475	YEAST00697
OG0003509	AMPFI_07776	YEAST02850
OG0003515	AMPFI_20138	YEAST00923
OG0003518	AMPFI_13631	YEAST04809
OG0003523	AMPFI_07760	YEAST05393
OG0003531	AMPFI_10001	YEAST00465
OG0003532	AMPFI_24750	YEAST05810
OG0003539	AMPFI_00975	YEAST03774
OG0003541	AMPFI_21493, AMPFI_04066, AMPFI_25161	YEAST01314
OG0003543	AMPFI_24581	YEAST01290
OG0003544	AMPFI_19004, AMPFI_17826	YEAST00251
OG0003550	AMPFI_22499, AMPFI_18741	YEAST06166
OG0003551	AMPFI_07598	YEAST01826
OG0003552	AMPFI_05955	YEAST04163
OG0003556	AMPFI_08098	YEAST05216
OG0003560	AMPFI_10029	YEAST00307
OG0003560	AMPFI_04633	YEAST02357, YEAST05925
OG0003561	AMPFI_06137	YEAST06100
OG0003562	AMPFI_06538	YEAST00960
OG0003565	AMPFI_03548, AMPFI_00450, AMPFI_22462	YEAST03392
OG0003567	AMPFI_14197, AMPFI_22713	YEAST04838
OG0003568	AMPFI_06943	YEAST04328
OG0003570	AMPFI_06993	YEAST03562, YEAST04635
OG0003571	AMPFI_12433	YEAST05553
OG0003573	AMPFI_10938	YEAST00597
OG0003578	AMPFI_08173	YEAST05031
OG0003579	AMPFI_22532	YEAST05446
OG0003598	AMPFI_08091	YEAST00803
OG0003599	AMPFI_21824, AMPFI_03084	YEAST04133
OG0003603	AMPFI_14800	YEAST03529
OG0003610	AMPFI_08064	YEAST02573
OG0003611	AMPFI_06217, AMPFI_03674	YEAST01054
OG0003612	AMPFI_22358, AMPFI_00951	YEAST00808
OG0003613	AMPFI_14181	YEAST02366
OG0003615	AMPFI_05633	YEAST01638
OG0003617	AMPFI_00387	YEAST01843
OG0003618	AMPFI_07271	YEAST00747
OG0003619	AMPFI_10351	YEAST04756
OG0003624	AMPFI_03514	YEAST00147
OG0003630	AMPFI_13915	YEAST04845
OG0003638	AMPFI_07537	YEAST00956
OG0003641	AMPFI_07323	YEAST04061, YEAST01158
OG0003643	AMPFI_12454	YEAST03144
OG0003644	AMPFI_06306	YEAST01545
OG0003645	AMPFI_16881	YEAST05809, YEAST05493
OG0003646	AMPFI_06564	YEAST02349
OG0003647	AMPFI_00053	YEAST04352, YEAST04433
OG0003649	AMPFI_09951	YEAST00203
OG0003650	AMPFI_12108	YEAST00737, YEAST04997
OG0003659	AMPFI_02966	YEAST00140
OG0003661	AMPFI_09102	YEAST02758
OG0003664	AMPFI_15265, AMPFI_25223	YEAST03791
OG0003668	AMPFI_07166, AMPFI_05843	YEAST06168
OG0003669	AMPFI_11157	YEAST02813
OG0003672	AMPFI_09980	YEAST03137
OG0003676	AMPFI_18881	YEAST03110
OG0003678	AMPFI_07460	YEAST02330
OG0003679	AMPFI_07845	YEAST03223
OG0003682	AMPFI_07578	YEAST00571
OG0003687	AMPFI_00830	YEAST02527, YEAST04246
OG0003688	AMPFI_03029	YEAST01333, YEAST05362, YEAST00376
OG0003689	AMPFI_14009	YEAST04232
OG0003690	AMPFI_05747	YEAST01162
OG0003692	AMPFI_04386, AMPFI_03589	YEAST00692
OG0003693	AMPFI_18222, AMPFI_02553	YEAST05304
OG0003694	AMPFI_08303	YEAST01453
OG0003696	AMPFI_04491, AMPFI_03543, AMPFI_02677	YEAST05704
OG0003697	AMPFI_11115	YEAST04962
OG0003698	AMPFI_19011	YEAST03764, YEAST03185
OG0003703	AMPFI_10771	YEAST00683
OG0003710	AMPFI_12106, AMPFI_01123	YEAST02077
OG0003712	AMPFI_04984	YEAST02114
OG0003713	AMPFI_04283, AMPFI_20888	YEAST01549, YEAST03807
OG0003716	AMPFI_04436, AMPFI_02826	YEAST02390
OG0003718	AMPFI_18529	YEAST05772
OG0003719	AMPFI_04202, AMPFI_25426	YEAST06338
OG0003721	AMPFI_08300	YEAST04960
OG0003724	AMPFI_09411	YEAST02365, YEAST06120
OG0003729	AMPFI_24000	YEAST01543
OG0003731	AMPFI_22155	YEAST04486
OG0003733	AMPFI_08970, AMPFI_15657	YEAST03492
OG0003734	AMPFI_18672	YEAST02809, YEAST03842
OG0003735	AMPFI_19574	YEAST06115
OG0003738	AMPFI_15996	YEAST05605
OG0003740	AMPFI_12630	YEAST01029
OG0003741	AMPFI_21028	YEAST01379
OG0003743	AMPFI_21068	YEAST06008, YEAST05688
OG0003744	AMPFI_11890	YEAST01207
OG0003745	AMPFI_06392	YEAST02618
OG0003749	AMPFI_09561	YEAST04441
OG0003750	AMPFI_19492	YEAST00149
OG0003756	AMPFI_17707	YEAST01878
OG0003758	AMPFI_19318	YEAST06133
OG0003759	AMPFI_06066	YEAST03315
OG0003766	AMPFI_01207	YEAST03336
OG0003767	AMPFI_01797	YEAST01933, YEAST01650
OG0003769	AMPFI_03104, AMPFI_18255, AMPFI_04434, AMPFI_04953, AMPFI_03825	YEAST01999
OG0003770	AMPFI_04882	YEAST01234, YEAST03860
OG0003778	AMPFI_24942	YEAST05796
OG0003806	AMPFI_05818	YEAST02367
OG0003807	AMPFI_03351	YEAST04265, YEAST03128
OG0003808	AMPFI_14079	YEAST01201
OG0003811	AMPFI_10478	YEAST00417
OG0003812	AMPFI_10138	YEAST00287
OG0003813	AMPFI_07875	YEAST00254
OG0003818	AMPFI_01575, AMPFI_17759	YEAST04318
OG0003824	AMPFI_06085	YEAST01468
OG0003828	AMPFI_11909	YEAST02448
OG0003829	AMPFI_00127, AMPFI_00025	YEAST02032, YEAST01031
OG0003831	AMPFI_12797	YEAST03010, YEAST05137, YEAST02344
OG0003834	AMPFI_10226	YEAST06322
OG0003837	AMPFI_17550, AMPFI_24684	YEAST02586
OG0003838	AMPFI_19657	YEAST03413
OG0003839	AMPFI_07382	YEAST01736
OG0003844	AMPFI_14349	YEAST06054
OG0003846	AMPFI_06425	YEAST00356
OG0003848	AMPFI_17686, AMPFI_23978	YEAST01654
OG0003850	AMPFI_10267	YEAST00228
OG0003851	AMPFI_11201, AMPFI_00905, AMPFI_11200, AMPFI_16652	YEAST06169
OG0003852	AMPFI_10208	YEAST03296
OG0003853	AMPFI_21676	YEAST06251
OG0003855	AMPFI_13948, AMPFI_20260	YEAST04936
OG0003856	AMPFI_08524, AMPFI_02809	YEAST03934, YEAST02710
OG0003858	AMPFI_25088, AMPFI_00370	YEAST01401
OG0003860	AMPFI_12427	YEAST01412
OG0003866	AMPFI_14452	YEAST01895
OG0003867	AMPFI_17746	YEAST03558
OG0003868	AMPFI_11838	YEAST01448
OG0003869	AMPFI_17164	YEAST02771
OG0003875	AMPFI_06901	YEAST05070
OG0003876	AMPFI_22260	YEAST02423
OG0003877	AMPFI_15725, AMPFI_00796	YEAST04860, YEAST05867, YEAST03825
OG0003879	AMPFI_02846, AMPFI_04216, AMPFI_06329	YEAST00463
OG0003881	AMPFI_15319, AMPFI_15320	YEAST03851
OG0003886	AMPFI_05835	YEAST06023
OG0003887	AMPFI_10957	YEAST00028
OG0003893	AMPFI_02785, AMPFI_26011, AMPFI_15310	YEAST05028
OG0003899	AMPFI_00789	YEAST04954
OG0003904	AMPFI_04520	YEAST01732
OG0003907	AMPFI_00935, AMPFI_25753	YEAST02999, YEAST02288
OG0003910	AMPFI_04464	YEAST03780
OG0003911	AMPFI_08416	YEAST00032
OG0003913	AMPFI_21191, AMPFI_21520, AMPFI_15449	YEAST03258
OG0003918	AMPFI_05529	YEAST00058
OG0003921	AMPFI_13490	YEAST06181
OG0003929	AMPFI_10054	YEAST04489, YEAST01422
OG0003930	AMPFI_07230	YEAST03969
OG0003931	AMPFI_26056	YEAST01142
OG0003934	AMPFI_16560	YEAST00084
OG0003938	AMPFI_22623	YEAST01566, YEAST05133
OG0003939	AMPFI_06063	YEAST03211
OG0003944	AMPFI_07557	YEAST01186
OG0003946	AMPFI_00888	YEAST03220
OG0003947	AMPFI_23175	YEAST06266, YEAST05428
OG0003949	AMPFI_12679	YEAST01888
OG0003950	AMPFI_25875	YEAST01409
OG0003954	AMPFI_06716	YEAST02764
OG0003955	AMPFI_11128	YEAST03951
OG0003959	AMPFI_04671	YEAST02778
OG0003961	AMPFI_06314	YEAST01991
OG0003967	AMPFI_05943, AMPFI_08131	YEAST05935
OG0003969	AMPFI_07721	YEAST02146
OG0003971	AMPFI_14528	YEAST00520
OG0003972	AMPFI_15565	YEAST06331
OG0003973	AMPFI_20438	YEAST06329
OG0004000	AMPFI_21623, AMPFI_16405, AMPFI_21863	YEAST06060
OG0004005	AMPFI_05677	YEAST06216
OG0004007	AMPFI_00209	YEAST01456
OG0004012	AMPFI_11587	YEAST00755
OG0004017	AMPFI_05329, AMPFI_16787	YEAST03019
OG0004023	AMPFI_19933, AMPFI_24548	YEAST04349
OG0004027	AMPFI_22283	YEAST03587
OG0004032	AMPFI_18750	YEAST02562
OG0004033	AMPFI_03927	YEAST02572
OG0004035	AMPFI_24745	YEAST02134
OG0004037	AMPFI_03972	YEAST03371
OG0004042	AMPFI_16992	YEAST05578
OG0004044	AMPFI_00282	YEAST05367
OG0004047	AMPFI_19469	YEAST02496
OG0004051	AMPFI_17845	YEAST01772
OG0004052	AMPFI_05448	YEAST03705
OG0004054	AMPFI_08608	YEAST05576
OG0004056	AMPFI_02644, AMPFI_12573	YEAST05698
OG0004057	AMPFI_09381	YEAST05620
OG0004059	AMPFI_10187	YEAST00030
OG0004065	AMPFI_19408	YEAST00772
OG0004067	AMPFI_09979	YEAST02665
OG0004068	AMPFI_18859	YEAST03461
OG0004071	AMPFI_07328	YEAST02893
OG0004072	AMPFI_04941	YEAST02440
OG0004075	AMPFI_22791	YEAST02332
OG0004076	AMPFI_08732	YEAST05461
OG0004079	AMPFI_22149	YEAST04385
OG0004080	AMPFI_07191	YEAST00812
OG0004082	AMPFI_08776	YEAST00063, YEAST05409
OG0004090	AMPFI_22810	YEAST02301, YEAST02021
OG0004091	AMPFI_15165	YEAST04715
OG0004092	AMPFI_06912	YEAST03564, YEAST06307
OG0004096	AMPFI_17501	YEAST00160
OG0004097	AMPFI_07052	YEAST05039
OG0004101	AMPFI_18949	YEAST03547, YEAST02901
OG0004102	AMPFI_15461	YEAST05787
OG0004103	AMPFI_17250, AMPFI_04569	YEAST05061
OG0004105	AMPFI_00050	YEAST01700, YEAST01565
OG0004110	AMPFI_12307	YEAST02825
OG0004113	AMPFI_14558, AMPFI_10578	YEAST02059
OG0004115	AMPFI_13715, AMPFI_12783	YEAST00325
OG0004116	AMPFI_14003	YEAST00481
OG0004118	AMPFI_15447	YEAST01855
OG0004119	AMPFI_07138	YEAST02170
OG0004120	AMPFI_07749	YEAST01953
OG0004123	AMPFI_13800, AMPFI_02624	YEAST04761
OG0004124	AMPFI_07154	YEAST01139
OG0004127	AMPFI_23987	YEAST06097
OG0004130	AMPFI_17105	YEAST03149
OG0004134	AMPFI_11318	YEAST05611
OG0004136	AMPFI_23022, AMPFI_00272	YEAST01084
OG0004142	AMPFI_18239	YEAST05774
OG0004148	AMPFI_12585	YEAST00867
OG0004150	AMPFI_21548, AMPFI_13804	YEAST04690
OG0004151	AMPFI_00134, AMPFI_15889	YEAST04284
OG0004153	AMPFI_22147	YEAST05958, YEAST04386, YEAST00290
OG0004154	AMPFI_13478	YEAST05587
OG0004158	AMPFI_07649	YEAST03379
OG0004161	AMPFI_14248, AMPFI_05464	YEAST04124
OG0004162	AMPFI_16383	YEAST04517
OG0004164	AMPFI_05757	YEAST05923
OG0004166	AMPFI_19424	YEAST00189
OG0004168	AMPFI_12418	YEAST03028
OG0004169	AMPFI_09723	YEAST05813
OG0004170	AMPFI_18162	YEAST05906
OG0004171	AMPFI_05713	YEAST04501
OG0004179	AMPFI_06442	YEAST01050
OG0004181	AMPFI_10263	YEAST03406
OG0004182	AMPFI_14315, AMPFI_15250, AMPFI_11529	YEAST03699
OG0004184	AMPFI_12472	YEAST00127
OG0004186	AMPFI_18492	YEAST04981
OG0004188	AMPFI_24196	YEAST02761
OG0004215	AMPFI_05972	YEAST04590
OG0004217	AMPFI_11613	YEAST01257
OG0004219	AMPFI_05687	YEAST00912
OG0004222	AMPFI_22508	YEAST05826
OG0004230	AMPFI_16103	YEAST02220
OG0004232	AMPFI_18466	YEAST05931
OG0004236	AMPFI_18952	YEAST05432
OG0004237	AMPFI_10494	YEAST04445, YEAST04344
OG0004239	AMPFI_05780, AMPFI_05779	YEAST05144
OG0004243	AMPFI_10050	YEAST00306
OG0004245	AMPFI_14565	YEAST00859
OG0004248	AMPFI_06429	YEAST03678
OG0004249	AMPFI_13244	YEAST02740
OG0004250	AMPFI_12407	YEAST05543
OG0004252	AMPFI_09692	YEAST05178
OG0004254	AMPFI_23528, AMPFI_05020	YEAST03900
OG0004258	AMPFI_04576	YEAST00665
OG0004259	AMPFI_05436	YEAST03730
OG0004261	AMPFI_09942	YEAST02564
OG0004262	AMPFI_15895	YEAST02368
OG0004268	AMPFI_19077	YEAST00496
OG0004269	AMPFI_19802, AMPFI_02131	YEAST04758
OG0004273	AMPFI_20320, AMPFI_02222, AMPFI_01584	YEAST02547
OG0004278	AMPFI_00741	YEAST00243
OG0004280	AMPFI_08532	YEAST05895
OG0004282	AMPFI_03603	YEAST02575, YEAST06242
OG0004283	AMPFI_04258, AMPFI_22058	YEAST04184
OG0004287	AMPFI_18985, AMPFI_03750, AMPFI_16572	YEAST01708
OG0004289	AMPFI_15989	YEAST05719
OG0004295	AMPFI_09939	YEAST05946
OG0004297	AMPFI_04000	YEAST01463
OG0004300	AMPFI_20207	YEAST05309
OG0004301	AMPFI_21938	YEAST03850
OG0004302	AMPFI_16467	YEAST05203
OG0004303	AMPFI_18613	YEAST02492
OG0004305	AMPFI_12729	YEAST02123
OG0004307	AMPFI_10120	YEAST04592
OG0004308	AMPFI_06434	YEAST04835
OG0004309	AMPFI_07893, AMPFI_01305	YEAST05924
OG0004310	AMPFI_01502	YEAST05001
OG0004312	AMPFI_14477	YEAST03330
OG0004314	AMPFI_17299	YEAST00500
OG0004324	AMPFI_13538	YEAST04322
OG0004330	AMPFI_21323, AMPFI_04638	YEAST06277
OG0004331	AMPFI_13825	YEAST06230
OG0004333	AMPFI_16945, AMPFI_02290, AMPFI_02368	YEAST01391
OG0004335	AMPFI_01647	YEAST01057
OG0004337	AMPFI_08351	YEAST05652
OG0004338	AMPFI_03726	YEAST05023
OG0004344	AMPFI_24893	YEAST02441
OG0004345	AMPFI_12564	YEAST04894
OG0004348	AMPFI_02439	YEAST03956
OG0004350	AMPFI_18421	YEAST04742
OG0004351	AMPFI_20164	YEAST04167
OG0004353	AMPFI_13654	YEAST05143
OG0004356	AMPFI_05341	YEAST02877
OG0004357	AMPFI_08395	YEAST02304
OG0004358	AMPFI_22150, AMPFI_25051, AMPFI_19007	YEAST01304
OG0004359	AMPFI_05530	YEAST01873
OG0004364	AMPFI_11780	YEAST00647
OG0004366	AMPFI_11770, AMPFI_21975	YEAST01097
OG0004369	AMPFI_22531	YEAST04013
OG0004370	AMPFI_05169	YEAST02378
OG0004374	AMPFI_07980	YEAST00556
OG0004377	AMPFI_03913	YEAST05181
OG0004378	AMPFI_09387	YEAST03291
OG0004379	AMPFI_07942	YEAST02180, YEAST04152
OG0004380	AMPFI_00883	YEAST04825
OG0004382	AMPFI_13422	YEAST03218
OG0004394	AMPFI_13243	YEAST00619
OG0004396	AMPFI_14937	YEAST01668
OG0004398	AMPFI_23415	YEAST01259, YEAST02217, YEAST00962
OG0004400	AMPFI_13995	YEAST03238, YEAST03731
OG0004401	AMPFI_12672	YEAST04219
OG0004402	AMPFI_17914	YEAST05942
OG0004402	AMPFI_15548	YEAST03617
OG0004404	AMPFI_14466	YEAST00833, YEAST00883
OG0004417	AMPFI_06225	YEAST03358
OG0004425	AMPFI_21164	YEAST04958
OG0004426	AMPFI_21633	YEAST01028
OG0004460	AMPFI_25193	YEAST06162
OG0004462	AMPFI_08624	YEAST03397
OG0004468	AMPFI_16351	YEAST04439
OG0004472	AMPFI_16513, AMPFI_11440	YEAST06199
OG0004479	AMPFI_09403	YEAST00474
OG0004484	AMPFI_19765	YEAST01989
OG0004486	AMPFI_08587	YEAST00968
OG0004489	AMPFI_09296, AMPFI_09295	YEAST03700
OG0004490	AMPFI_22429	YEAST02887
OG0004492	AMPFI_09360	YEAST05415, YEAST01368
OG0004494	AMPFI_05453	YEAST03738
OG0004495	AMPFI_07695	YEAST00946
OG0004498	AMPFI_06947	YEAST02716
OG0004500	AMPFI_13920	YEAST04651
OG0004505	AMPFI_08535	YEAST01701
OG0004506	AMPFI_12628, AMPFI_09386	YEAST06061
OG0004507	AMPFI_07072	YEAST04994
OG0004512	AMPFI_11410	YEAST01510
OG0004513	AMPFI_09034	YEAST04235
OG0004515	AMPFI_01381	YEAST05737
OG0004519	AMPFI_04665, AMPFI_14654	YEAST01596
OG0004520	AMPFI_06584	YEAST06001, YEAST05696
OG0004525	AMPFI_07588	YEAST03937
OG0004526	AMPFI_10087	YEAST02603
OG0004529	AMPFI_09696	YEAST03981
OG0004535	AMPFI_22124	YEAST02221
OG0004538	AMPFI_18278	YEAST02750
OG0004541	AMPFI_15230	YEAST02645, YEAST03788, YEAST04781
OG0004542	AMPFI_08760	YEAST04816, YEAST04623
OG0004545	AMPFI_16865	YEAST02071
OG0004546	AMPFI_07412	YEAST04485
OG0004551	AMPFI_09413	YEAST00426
OG0004554	AMPFI_11889	YEAST05640, YEAST04172
OG0004559	AMPFI_05855	YEAST04428
OG0004563	AMPFI_02876	YEAST04325
OG0004566	AMPFI_06008	YEAST02192
OG0004567	AMPFI_25564	YEAST05747
OG0004571	AMPFI_12508, AMPFI_13100	YEAST02127
OG0004573	AMPFI_12921	YEAST00677
OG0004577	AMPFI_07656	YEAST02283
OG0004579	AMPFI_25677	YEAST00134
OG0004581	AMPFI_12919	YEAST03583, YEAST04618
OG0004582	AMPFI_07633	YEAST04377
OG0004583	AMPFI_16407	YEAST05833
OG0004584	AMPFI_09000	YEAST03457
OG0004585	AMPFI_13089	YEAST01153
OG0004590	AMPFI_08462	YEAST03622, YEAST00886
OG0004593	AMPFI_22728	YEAST01231
OG0004606	AMPFI_09369	YEAST05926
OG0004609	AMPFI_07011	YEAST05326
OG0004610	AMPFI_23354, AMPFI_17805	YEAST04487, YEAST01427
OG0004611	AMPFI_02638, AMPFI_14900	YEAST04613
OG0004612	AMPFI_06798	YEAST02359
OG0004616	AMPFI_24754	YEAST00250, YEAST02830
OG0004619	AMPFI_01685	YEAST03531
OG0004621	AMPFI_06893	YEAST00178
OG0004623	AMPFI_22400	YEAST04421
OG0004626	AMPFI_11099	YEAST00427
OG0004630	AMPFI_01226	YEAST01322, YEAST02951
OG0004633	AMPFI_16969	YEAST03510
OG0004634	AMPFI_11161	YEAST00262, YEAST00249
OG0004635	AMPFI_08678	YEAST02703
OG0004639	AMPFI_11319	YEAST02924
OG0004648	AMPFI_19599	YEAST04721, YEAST05892
OG0004649	AMPFI_17558	YEAST02284
OG0004651	AMPFI_25330	YEAST01146
OG0004654	AMPFI_15662	YEAST00988
OG0004655	AMPFI_07555	YEAST01640
OG0004656	AMPFI_18886, AMPFI_14771	YEAST04281
OG0004657	AMPFI_11594	YEAST00473
OG0004658	AMPFI_10523, AMPFI_16629	YEAST04140
OG0004659	AMPFI_20843, AMPFI_21179, AMPFI_00122, AMPFI_24972	YEAST02251
OG0004660	AMPFI_20962, AMPFI_11809, AMPFI_21268	YEAST06221, YEAST00721
OG0004663	AMPFI_06374	YEAST01161
OG0004664	AMPFI_09717	YEAST05162
OG0004668	AMPFI_02377	YEAST01610
OG0004669	AMPFI_05954	YEAST00949
OG0004670	AMPFI_24511	YEAST03416
OG0004671	AMPFI_20913, AMPFI_05739	YEAST02606
OG0004674	AMPFI_07603	YEAST05448
OG0004675	AMPFI_04426, AMPFI_03184	YEAST05072, YEAST02983
OG0004676	AMPFI_12971	YEAST05785, YEAST00056, YEAST02694
OG0004678	AMPFI_09587	YEAST02777, YEAST04846
OG0004682	AMPFI_13322	YEAST02876
OG0004683	AMPFI_13090	YEAST00676
OG0004684	AMPFI_05507	YEAST05643
OG0004685	AMPFI_00210	YEAST04200
OG0004687	AMPFI_00174	YEAST00982
OG0004691	AMPFI_01160	YEAST00819
OG0004699	AMPFI_08943	YEAST05453
OG0004702	AMPFI_11335	YEAST03387
OG0004703	AMPFI_13400, AMPFI_11441	YEAST00841
OG0004705	AMPFI_13411	YEAST05591
OG0004708	AMPFI_19549, AMPFI_25265	YEAST04540
OG0004711	AMPFI_22007	YEAST03281
OG0004728	AMPFI_04640	YEAST04662, YEAST00882
OG0004733	AMPFI_22957, AMPFI_11858	YEAST06337
OG0004735	AMPFI_25124, AMPFI_02637	YEAST04508
OG0004739	AMPFI_08184	YEAST01817
OG0004743	AMPFI_10767	YEAST04299
OG0004747	AMPFI_10933, AMPFI_00266, AMPFI_10895	YEAST01134
OG0004748	AMPFI_16408	YEAST03942
OG0004749	AMPFI_15286	YEAST05904
OG0004753	AMPFI_08914	YEAST04746
OG0004755	AMPFI_08870	YEAST03690
OG0004756	AMPFI_06143	YEAST03704
OG0004759	AMPFI_10483	YEAST02912
