Orthogroup	AMPFI_ok	APOSJ_ok
OG0003150	AMPFI_11497	APOSJ_46061, APOSJ_24496, APOSJ_30861, APOSJ_24495
OG0003151	AMPFI_17711	APOSJ_05170
OG0003152	AMPFI_08619, AMPFI_15609	APOSJ_48510, APOSJ_48508, APOSJ_48509, APOSJ_48511
OG0003153	AMPFI_03883	APOSJ_35785, APOSJ_35782, APOSJ_35780, APOSJ_35783, APOSJ_35778, APOSJ_35779, APOSJ_52381, APOSJ_22926, APOSJ_35781
OG0003154	AMPFI_15942	APOSJ_51181, APOSJ_51185, APOSJ_50159, APOSJ_50161, APOSJ_51180, APOSJ_51183
OG0003155	AMPFI_18588	APOSJ_31752, APOSJ_31751, APOSJ_53334, APOSJ_07192, APOSJ_32689, APOSJ_32683, APOSJ_32686, APOSJ_32690, APOSJ_32688, APOSJ_32687
OG0003155	AMPFI_12337	APOSJ_59259
OG0003156	AMPFI_07675	APOSJ_47122, APOSJ_47125
OG0003157	AMPFI_06068, AMPFI_24828	APOSJ_26289, APOSJ_26292, APOSJ_26290, APOSJ_26287, APOSJ_26291, APOSJ_26288
OG0003158	AMPFI_15277	APOSJ_48827, APOSJ_48829, APOSJ_48828, APOSJ_48826
OG0003159	AMPFI_14863	APOSJ_34339
OG0003160	AMPFI_09161	APOSJ_52005, APOSJ_52006
OG0003161	AMPFI_17564	APOSJ_12427, APOSJ_12426
OG0003162	AMPFI_13113	APOSJ_43039, APOSJ_21099, APOSJ_21100, APOSJ_21101
OG0003163	AMPFI_17039	APOSJ_53589
OG0003164	AMPFI_11016	APOSJ_27152
OG0003165	AMPFI_06521	APOSJ_55300
OG0003166	AMPFI_19039	APOSJ_26522, APOSJ_21441, APOSJ_02622, APOSJ_42363, APOSJ_02624, APOSJ_62139, APOSJ_20651, APOSJ_62130, APOSJ_42335, APOSJ_02621, APOSJ_62116, APOSJ_00768, APOSJ_26518, APOSJ_36016, APOSJ_21450, APOSJ_00767, APOSJ_21446, APOSJ_21455, APOSJ_26517, APOSJ_26521, APOSJ_21477
OG0003167	AMPFI_17956	APOSJ_08242, APOSJ_08241, APOSJ_08243, APOSJ_08244
OG0003171	AMPFI_11830	APOSJ_22135, APOSJ_64270, APOSJ_51435
OG0003172	AMPFI_08998	APOSJ_37760, APOSJ_48896, APOSJ_37761, APOSJ_37762, APOSJ_37759, APOSJ_50968, APOSJ_37764, APOSJ_37763, APOSJ_50967, APOSJ_37765, APOSJ_56161
OG0003173	AMPFI_11484	APOSJ_04953, APOSJ_04954
OG0003174	AMPFI_17590	APOSJ_17036
OG0003175	AMPFI_09988	APOSJ_12763, APOSJ_12764
OG0003176	AMPFI_09902, AMPFI_00821	APOSJ_23689, APOSJ_23690
OG0003177	AMPFI_03106, AMPFI_14471, AMPFI_22174	APOSJ_63830, APOSJ_56009
OG0003177	AMPFI_02148	APOSJ_63824, APOSJ_56011
OG0003177	AMPFI_21240	APOSJ_56010
OG0003178	AMPFI_21542	APOSJ_17779, APOSJ_17780
OG0003179	AMPFI_06154	APOSJ_56598, APOSJ_53571, APOSJ_53563, APOSJ_53567, APOSJ_53565, APOSJ_08422, APOSJ_56597, APOSJ_56600, APOSJ_53564, APOSJ_08421, APOSJ_53568
OG0003180	AMPFI_17000	APOSJ_18815, APOSJ_18814, APOSJ_54053, APOSJ_18813
OG0003181	AMPFI_05848	APOSJ_20951, APOSJ_20952, APOSJ_59228
OG0003182	AMPFI_06707	APOSJ_40788
OG0003183	AMPFI_05467	APOSJ_55161, APOSJ_44506, APOSJ_44507, APOSJ_44505, APOSJ_44509
OG0003184	AMPFI_23894	APOSJ_55407, APOSJ_55409, APOSJ_55410, APOSJ_55408
OG0003185	AMPFI_16164	APOSJ_32400
OG0003188	AMPFI_13872	APOSJ_32903, APOSJ_32904
OG0003189	AMPFI_11974	APOSJ_36317, APOSJ_04556, APOSJ_36316, APOSJ_04558, APOSJ_36318, APOSJ_36315
OG0003190	AMPFI_13799	APOSJ_49718, APOSJ_49721, APOSJ_49724, APOSJ_49723, APOSJ_49719, APOSJ_49722, APOSJ_49720
OG0003191	AMPFI_23926	APOSJ_11431, APOSJ_11427, APOSJ_11429, APOSJ_11434, APOSJ_11433, APOSJ_11430, APOSJ_11426, APOSJ_11428
OG0003193	AMPFI_08357	APOSJ_00532
OG0003194	AMPFI_11899	APOSJ_63402, APOSJ_44634, APOSJ_63401
OG0003195	AMPFI_08565	APOSJ_46035, APOSJ_32408, APOSJ_46033, APOSJ_46034, APOSJ_46038, APOSJ_46037, APOSJ_32407
OG0003196	AMPFI_23755	APOSJ_52449, APOSJ_37298, APOSJ_52450, APOSJ_52451
OG0003198	AMPFI_22917, AMPFI_08235	APOSJ_36767
OG0003199	AMPFI_12162	APOSJ_06417, APOSJ_50357, APOSJ_06415, APOSJ_06416, APOSJ_06414, APOSJ_06418, APOSJ_40507, APOSJ_06413
OG0003200	AMPFI_11226, AMPFI_08232	APOSJ_56645, APOSJ_15587, APOSJ_15589
OG0003201	AMPFI_06330	APOSJ_41425, APOSJ_41427
OG0003202	AMPFI_12487	APOSJ_62049
OG0003203	AMPFI_08213	APOSJ_10923, APOSJ_10921, APOSJ_10920
OG0003204	AMPFI_10237	APOSJ_55199, APOSJ_26853, APOSJ_26857, APOSJ_26856, APOSJ_26852, APOSJ_26855, APOSJ_26854, APOSJ_26850, APOSJ_28831, APOSJ_26851
OG0003205	AMPFI_00728	APOSJ_26076
OG0003206	AMPFI_16692, AMPFI_25733	APOSJ_42271, APOSJ_57448, APOSJ_42268, APOSJ_42269, APOSJ_65050, APOSJ_42266, APOSJ_42272, APOSJ_65052, APOSJ_42267, APOSJ_42270
OG0003207	AMPFI_20327	APOSJ_53468, APOSJ_53467
OG0003208	AMPFI_12265	APOSJ_40495, APOSJ_40494
OG0003208	AMPFI_10645	APOSJ_40496, APOSJ_40497
OG0003210	AMPFI_24764	APOSJ_15249, APOSJ_15248
OG0003212	AMPFI_00027	APOSJ_40742
OG0003213	AMPFI_04022, AMPFI_01624, AMPFI_00529	APOSJ_62042, APOSJ_62043, APOSJ_62044
OG0003214	AMPFI_06762	APOSJ_30849, APOSJ_30835
OG0003215	AMPFI_14832	APOSJ_30430
OG0003217	AMPFI_23505	APOSJ_38588, APOSJ_25460, APOSJ_38604, APOSJ_38597
OG0003218	AMPFI_26015	APOSJ_10871, APOSJ_10868, APOSJ_10873, APOSJ_47482, APOSJ_17947, APOSJ_03784, APOSJ_59373, APOSJ_17946, APOSJ_17951, APOSJ_10870, APOSJ_10869
OG0003219	AMPFI_06216	APOSJ_51906
OG0003220	AMPFI_12091	APOSJ_62682
OG0003221	AMPFI_11291	APOSJ_53881, APOSJ_53880
OG0003222	AMPFI_03429	APOSJ_53811, APOSJ_03374, APOSJ_42728
OG0003223	AMPFI_04078	APOSJ_01786, APOSJ_01785
OG0003224	AMPFI_21120	APOSJ_06577, APOSJ_55082, APOSJ_55083, APOSJ_55085
OG0003225	AMPFI_05427	APOSJ_64620, APOSJ_18658, APOSJ_53640, APOSJ_53642, APOSJ_53639, APOSJ_34446, APOSJ_53641, APOSJ_64628, APOSJ_18935, APOSJ_53643
OG0003226	AMPFI_01909	APOSJ_18811, APOSJ_03066, APOSJ_18809, APOSJ_03063, APOSJ_03064, APOSJ_03065
OG0003228	AMPFI_18339	APOSJ_15473, APOSJ_15470
OG0003229	AMPFI_09992	APOSJ_54883, APOSJ_05246, APOSJ_54880, APOSJ_05243, APOSJ_54882, APOSJ_05244, APOSJ_54881, APOSJ_14048, APOSJ_05245, APOSJ_05241, APOSJ_05242
OG0003230	AMPFI_01229	APOSJ_24729, APOSJ_40527, APOSJ_40529, APOSJ_40528, APOSJ_40525, APOSJ_40524, APOSJ_40531, APOSJ_24730, APOSJ_40530, APOSJ_40523, APOSJ_40526, APOSJ_24731
OG0003231	AMPFI_19537	APOSJ_36521, APOSJ_36520
OG0003233	AMPFI_23879	APOSJ_63706
OG0003233	AMPFI_03886	APOSJ_09658
OG0003233	AMPFI_24101, AMPFI_20952	APOSJ_45130
OG0003234	AMPFI_08950	APOSJ_35347
OG0003235	AMPFI_16999	APOSJ_56012, APOSJ_56016
OG0003237	AMPFI_17126	APOSJ_05354, APOSJ_46295
OG0003238	AMPFI_19473	APOSJ_13700, APOSJ_50826, APOSJ_13694, APOSJ_56279, APOSJ_13702, APOSJ_56278, APOSJ_32202, APOSJ_50828, APOSJ_56280, APOSJ_50829, APOSJ_56282, APOSJ_50824, APOSJ_50825, APOSJ_50827, APOSJ_50830, APOSJ_56281
OG0003239	AMPFI_23826	APOSJ_55600, APOSJ_55604, APOSJ_23595, APOSJ_29631, APOSJ_23590, APOSJ_29635, APOSJ_55602, APOSJ_23589, APOSJ_40825, APOSJ_55606, APOSJ_55607, APOSJ_56527, APOSJ_55603, APOSJ_23594, APOSJ_56504, APOSJ_29632, APOSJ_29634, APOSJ_55605, APOSJ_09653, APOSJ_17814, APOSJ_29633, APOSJ_17813, APOSJ_23593
OG0003250	AMPFI_12226	APOSJ_16548, APOSJ_56142, APOSJ_56534, APOSJ_56535
OG0003251	AMPFI_06867	APOSJ_54466
OG0003252	AMPFI_15271, AMPFI_08251	APOSJ_51617
OG0003254	AMPFI_09205	APOSJ_62720, APOSJ_62718, APOSJ_62717, APOSJ_62719
OG0003255	AMPFI_01643	APOSJ_37992, APOSJ_37996, APOSJ_50042, APOSJ_37991, APOSJ_37994, APOSJ_37989, APOSJ_37995, APOSJ_50045, APOSJ_50044, APOSJ_37993, APOSJ_37909, APOSJ_50043, APOSJ_37990
OG0003256	AMPFI_00797	APOSJ_58397, APOSJ_58402, APOSJ_49496, APOSJ_49497, APOSJ_34553, APOSJ_45622, APOSJ_34554, APOSJ_45628, APOSJ_34552, APOSJ_34549, APOSJ_34551, APOSJ_45629, APOSJ_45626, APOSJ_45624, APOSJ_45625, APOSJ_17383, APOSJ_34550, APOSJ_45621, APOSJ_45627, APOSJ_34556, APOSJ_34555, APOSJ_45623
OG0003257	AMPFI_11835	APOSJ_11592, APOSJ_11593, APOSJ_11624, APOSJ_07998
OG0003258	AMPFI_20884	APOSJ_29538, APOSJ_29539, APOSJ_54086, APOSJ_00171, APOSJ_16181, APOSJ_29536, APOSJ_54083, APOSJ_29537
OG0003259	AMPFI_05569	APOSJ_15841, APOSJ_15837, APOSJ_09994, APOSJ_15839, APOSJ_15838, APOSJ_09993, APOSJ_41545, APOSJ_15840, APOSJ_09995, APOSJ_41547, APOSJ_41546, APOSJ_41549, APOSJ_49815, APOSJ_34266, APOSJ_41548, APOSJ_41550, APOSJ_41551, APOSJ_15836, APOSJ_15835
OG0003260	AMPFI_10832	APOSJ_08169, APOSJ_08171, APOSJ_08170, APOSJ_08167, APOSJ_08168, APOSJ_08166
OG0003261	AMPFI_21592	APOSJ_41161, APOSJ_41164, APOSJ_41163, APOSJ_41162
OG0003262	AMPFI_21245	APOSJ_22581, APOSJ_22582
OG0003263	AMPFI_13017	APOSJ_41168
OG0003264	AMPFI_17248	APOSJ_26140, APOSJ_26142, APOSJ_33770, APOSJ_26141
OG0003265	AMPFI_11217	APOSJ_34472, APOSJ_17018, APOSJ_49524, APOSJ_34474, APOSJ_49518, APOSJ_17020, APOSJ_34469, APOSJ_34470
OG0003266	AMPFI_04526	APOSJ_61414, APOSJ_61413
OG0003267	AMPFI_05887	APOSJ_30035, APOSJ_30027, APOSJ_30031, APOSJ_30028, APOSJ_30029, APOSJ_30034, APOSJ_30033, APOSJ_30030, APOSJ_30032
OG0003268	AMPFI_11156	APOSJ_65180, APOSJ_65183, APOSJ_65174, APOSJ_51480, APOSJ_20455, APOSJ_20454, APOSJ_65185, APOSJ_20452, APOSJ_20456, APOSJ_20453
OG0003269	AMPFI_21059	APOSJ_20442, APOSJ_20443, APOSJ_20445, APOSJ_65142, APOSJ_20440
OG0003270	AMPFI_13601, AMPFI_02798	APOSJ_39577, APOSJ_47534, APOSJ_39578
OG0003271	AMPFI_10331	APOSJ_31072, APOSJ_31073
OG0003272	AMPFI_03849	APOSJ_62776, APOSJ_62775
OG0003275	AMPFI_03094	APOSJ_33405, APOSJ_11411, APOSJ_33404, APOSJ_08128, APOSJ_11412
OG0003277	AMPFI_09116	APOSJ_64925
OG0003278	AMPFI_01180	APOSJ_56401
OG0003279	AMPFI_24970	APOSJ_49088, APOSJ_44687, APOSJ_44688, APOSJ_44689
OG0003280	AMPFI_21525	APOSJ_05123, APOSJ_33236
OG0003281	AMPFI_00804	APOSJ_20687
OG0003282	AMPFI_21088	APOSJ_00228, APOSJ_00227
OG0003283	AMPFI_00946	APOSJ_14970
OG0003286	AMPFI_03014	APOSJ_25492, APOSJ_25491, APOSJ_25493
OG0003287	AMPFI_05397	APOSJ_35942
OG0003288	AMPFI_21742, AMPFI_06784	APOSJ_00605, APOSJ_00604, APOSJ_00602, APOSJ_00603
OG0003290	AMPFI_06287	APOSJ_53361
OG0003291	AMPFI_05291	APOSJ_06987, APOSJ_38387, APOSJ_06993, APOSJ_38386, APOSJ_38383, APOSJ_06988, APOSJ_06990, APOSJ_40455, APOSJ_38389, APOSJ_44035, APOSJ_38382, APOSJ_06989, APOSJ_38388, APOSJ_40453, APOSJ_38385, APOSJ_38384, APOSJ_06986, APOSJ_06992
OG0003293	AMPFI_18756	APOSJ_55383, APOSJ_55380, APOSJ_29797, APOSJ_29796
OG0003294	AMPFI_24752	APOSJ_47167, APOSJ_46923, APOSJ_09688, APOSJ_01552, APOSJ_09683, APOSJ_26080, APOSJ_09685, APOSJ_26071
OG0003295	AMPFI_06218	APOSJ_19312, APOSJ_22148, APOSJ_22150, APOSJ_22149
OG0003296	AMPFI_24005	APOSJ_17865
OG0003297	AMPFI_15955	APOSJ_30618
OG0003298	AMPFI_11593	APOSJ_21365, APOSJ_21366, APOSJ_21369, APOSJ_31701, APOSJ_25496, APOSJ_21367, APOSJ_57916, APOSJ_15785, APOSJ_63798, APOSJ_01743, APOSJ_63835
OG0003301	AMPFI_14530	APOSJ_13270, APOSJ_13273, APOSJ_13271, APOSJ_13272
OG0003302	AMPFI_16898	APOSJ_06175
OG0003303	AMPFI_03102	APOSJ_16243, APOSJ_16242
OG0003304	AMPFI_11135	APOSJ_14274, APOSJ_14271, APOSJ_14272, APOSJ_24301, APOSJ_14270, APOSJ_14273
OG0003306	AMPFI_11119	APOSJ_55395
OG0003307	AMPFI_12766	APOSJ_03839, APOSJ_03837, APOSJ_03841, APOSJ_03840, APOSJ_23792, APOSJ_03838, APOSJ_03842, APOSJ_03836
OG0003309	AMPFI_24997	APOSJ_62401
OG0003311	AMPFI_10759	APOSJ_37968
OG0003312	AMPFI_18157	APOSJ_51688
OG0003314	AMPFI_22350	APOSJ_34487
OG0003315	AMPFI_23992, AMPFI_00069	APOSJ_44709
OG0003316	AMPFI_14046	APOSJ_22523, APOSJ_13980, APOSJ_13981
OG0003317	AMPFI_09168	APOSJ_63724
OG0003318	AMPFI_08330	APOSJ_60634, APOSJ_60633, APOSJ_60632
OG0003319	AMPFI_25746	APOSJ_58641
OG0003320	AMPFI_13174	APOSJ_38819, APOSJ_48775, APOSJ_27049, APOSJ_07781, APOSJ_27047, APOSJ_27050, APOSJ_07780, APOSJ_48777, APOSJ_07782, APOSJ_27048, APOSJ_38820, APOSJ_27046, APOSJ_07778, APOSJ_07779, APOSJ_27044, APOSJ_27045
OG0003323	AMPFI_21338	APOSJ_01721, APOSJ_01720
OG0003324	AMPFI_13390	APOSJ_19156, APOSJ_19155
OG0003325	AMPFI_02628	APOSJ_31506, APOSJ_31505, APOSJ_31507, APOSJ_31508
OG0003326	AMPFI_11658	APOSJ_02365
OG0003327	AMPFI_09228	APOSJ_54640
OG0003329	AMPFI_09316	APOSJ_07960, APOSJ_43774, APOSJ_07953, APOSJ_43773
OG0003330	AMPFI_14485	APOSJ_50342, APOSJ_30425, APOSJ_64177, APOSJ_50341, APOSJ_40087, APOSJ_48585
OG0003331	AMPFI_17012	APOSJ_57011, APOSJ_57010, APOSJ_57008, APOSJ_57009
OG0003332	AMPFI_08196	APOSJ_02848
OG0003333	AMPFI_04378	APOSJ_38810
OG0003334	AMPFI_10291	APOSJ_55844, APOSJ_55845, APOSJ_11136
OG0003335	AMPFI_09229	APOSJ_08677, APOSJ_08675, APOSJ_08678, APOSJ_31091, APOSJ_23252, APOSJ_23251
OG0003337	AMPFI_19949	APOSJ_55482, APOSJ_08942, APOSJ_55484, APOSJ_55483, APOSJ_55485, APOSJ_25252
OG0003338	AMPFI_13448	APOSJ_18258
OG0003340	AMPFI_22094	APOSJ_34485, APOSJ_34486, APOSJ_05198
OG0003341	AMPFI_00777	APOSJ_45924
OG0003343	AMPFI_13993	APOSJ_05903, APOSJ_05901
OG0003344	AMPFI_09335	APOSJ_44660, APOSJ_44661, APOSJ_44656, APOSJ_44658, APOSJ_12791, APOSJ_44657
OG0003345	AMPFI_24924	APOSJ_63892, APOSJ_63885
OG0003347	AMPFI_24143	APOSJ_61426, APOSJ_13501, APOSJ_62825, APOSJ_13499, APOSJ_53359, APOSJ_19251, APOSJ_13500, APOSJ_53358, APOSJ_53357, APOSJ_53356, APOSJ_13502
OG0003348	AMPFI_05356	APOSJ_36909, APOSJ_36910
OG0003349	AMPFI_05046	APOSJ_31148, APOSJ_31149
OG0003351	AMPFI_08636	APOSJ_37147
OG0003352	AMPFI_02467	APOSJ_18566, APOSJ_18563
OG0003353	AMPFI_06338	APOSJ_41464, APOSJ_41465, APOSJ_41463, APOSJ_59718
OG0003354	AMPFI_18029	APOSJ_62214, APOSJ_41780, APOSJ_41782, APOSJ_41781, APOSJ_41778, APOSJ_41779
OG0003355	AMPFI_07833	APOSJ_59542
OG0003355	AMPFI_15437	APOSJ_57392, APOSJ_57388
OG0003356	AMPFI_21630	APOSJ_58430, APOSJ_58431
OG0003357	AMPFI_11721	APOSJ_32646
OG0003359	AMPFI_08504	APOSJ_58549, APOSJ_58548, APOSJ_58547, APOSJ_58550
OG0003360	AMPFI_09135	APOSJ_56352
OG0003361	AMPFI_14228	APOSJ_00610, APOSJ_27424, APOSJ_27425
OG0003362	AMPFI_03047, AMPFI_03667, AMPFI_15450	APOSJ_17078
OG0003362	AMPFI_07048	APOSJ_17080, APOSJ_02774, APOSJ_02776, APOSJ_02775
OG0003364	AMPFI_22450	APOSJ_19020, APOSJ_45760
OG0003365	AMPFI_11415	APOSJ_53888, APOSJ_53889, APOSJ_42007
OG0003366	AMPFI_25322	APOSJ_04282, APOSJ_04280, APOSJ_04281
OG0003367	AMPFI_07477	APOSJ_01083
OG0003368	AMPFI_10687	APOSJ_18080
OG0003369	AMPFI_06268	APOSJ_46922
OG0003370	AMPFI_12902	APOSJ_15527
OG0003372	AMPFI_00013	APOSJ_07507
OG0003373	AMPFI_06232	APOSJ_27159, APOSJ_27158, APOSJ_18321
OG0003374	AMPFI_21401	APOSJ_06681, APOSJ_06684
OG0003375	AMPFI_21891	APOSJ_38227, APOSJ_38228, APOSJ_38229
OG0003376	AMPFI_06810	APOSJ_02960, APOSJ_02957, APOSJ_02962, APOSJ_02963, APOSJ_02959, APOSJ_02961, APOSJ_02958
OG0003378	AMPFI_07027	APOSJ_58126
OG0003379	AMPFI_13364	APOSJ_10196
OG0003380	AMPFI_09994	APOSJ_34055, APOSJ_07322, APOSJ_07324, APOSJ_07321, APOSJ_34056, APOSJ_07326, APOSJ_07325, APOSJ_07323
OG0003381	AMPFI_19093	APOSJ_25111
OG0003383	AMPFI_04764	APOSJ_18248, APOSJ_55840
OG0003384	AMPFI_15736	APOSJ_31645, APOSJ_31642, APOSJ_31643, APOSJ_31644
OG0003386	AMPFI_09487	APOSJ_22721, APOSJ_22627, APOSJ_62015, APOSJ_62014, APOSJ_62013, APOSJ_36229
OG0003387	AMPFI_04036	APOSJ_04175, APOSJ_12111, APOSJ_01954, APOSJ_04174
OG0003389	AMPFI_25443	APOSJ_17435, APOSJ_54164, APOSJ_02840, APOSJ_08499, APOSJ_30767, APOSJ_27513, APOSJ_30770, APOSJ_62361, APOSJ_27514, APOSJ_27511, APOSJ_02837, APOSJ_62359, APOSJ_62360, APOSJ_02842, APOSJ_27510, APOSJ_02838, APOSJ_63886, APOSJ_08498, APOSJ_02836, APOSJ_54165, APOSJ_02841, APOSJ_27512, APOSJ_30768, APOSJ_08500, APOSJ_02839
OG0003391	AMPFI_04451	APOSJ_52096, APOSJ_52092, APOSJ_52095, APOSJ_52094, APOSJ_09559
OG0003392	AMPFI_06246	APOSJ_23836
OG0003393	AMPFI_16770	APOSJ_05723, APOSJ_20802, APOSJ_20798, APOSJ_29367, APOSJ_58697, APOSJ_20799, APOSJ_20801, APOSJ_47174, APOSJ_01488, APOSJ_20800, APOSJ_20803, APOSJ_30470, APOSJ_30459
OG0003394	AMPFI_18861	APOSJ_58681, APOSJ_58682
OG0003396	AMPFI_22459	APOSJ_43769, APOSJ_46583, APOSJ_43764, APOSJ_25368, APOSJ_46585, APOSJ_43771, APOSJ_46584, APOSJ_43766, APOSJ_43768, APOSJ_46582, APOSJ_46587, APOSJ_25370, APOSJ_43765, APOSJ_43767, APOSJ_43770, APOSJ_28750, APOSJ_46586, APOSJ_43772, APOSJ_25372, APOSJ_25371
OG0003418	AMPFI_17041	APOSJ_44761
OG0003418	AMPFI_13335	APOSJ_08137, APOSJ_08138
OG0003418	AMPFI_05561, AMPFI_05562	APOSJ_52850
OG0003419	AMPFI_08900	APOSJ_49930, APOSJ_28655, APOSJ_49929, APOSJ_28653, APOSJ_43121, APOSJ_28654
OG0003420	AMPFI_20723	APOSJ_35438, APOSJ_35436
OG0003421	AMPFI_09669	APOSJ_62121, APOSJ_62118
OG0003422	AMPFI_08920	APOSJ_60475
OG0003422	AMPFI_12987	APOSJ_36170, APOSJ_65089, APOSJ_65088
OG0003424	AMPFI_16817	APOSJ_53384
OG0003424	AMPFI_16374	APOSJ_37437, APOSJ_37436
OG0003425	AMPFI_09816	APOSJ_59503, APOSJ_59500, APOSJ_59499
OG0003426	AMPFI_00436	APOSJ_54168, APOSJ_06465, APOSJ_06462, APOSJ_06463, APOSJ_06464
OG0003428	AMPFI_00454	APOSJ_63827, APOSJ_61092, APOSJ_61091, APOSJ_63825, APOSJ_63826, APOSJ_61095, APOSJ_61094, APOSJ_55474, APOSJ_61093, APOSJ_63828, APOSJ_61096, APOSJ_61088
OG0003429	AMPFI_20170	APOSJ_34185
OG0003430	AMPFI_06485	APOSJ_50132, APOSJ_08009, APOSJ_08010
OG0003432	AMPFI_09971	APOSJ_34875, APOSJ_34873, APOSJ_34877
OG0003432	AMPFI_09970	APOSJ_34876, APOSJ_34872
OG0003433	AMPFI_08027	APOSJ_08732, APOSJ_08734, APOSJ_08733
OG0003435	AMPFI_14379	APOSJ_38352, APOSJ_40169
OG0003438	AMPFI_16270	APOSJ_54382, APOSJ_54383, APOSJ_54385, APOSJ_54384, APOSJ_02830
OG0003438	AMPFI_19158	APOSJ_59333, APOSJ_37585, APOSJ_37561, APOSJ_59334
OG0003439	AMPFI_10791	APOSJ_62344, APOSJ_30526, APOSJ_30524
OG0003441	AMPFI_12076	APOSJ_57100, APOSJ_55744, APOSJ_44521, APOSJ_48084, APOSJ_48065, APOSJ_42164, APOSJ_64547, APOSJ_48090, APOSJ_48073, APOSJ_42165
OG0003442	AMPFI_07104	APOSJ_57203, APOSJ_31276
OG0003443	AMPFI_21912	APOSJ_51731, APOSJ_29125, APOSJ_29126, APOSJ_29124
OG0003444	AMPFI_06726	APOSJ_20997, APOSJ_20996
OG0003445	AMPFI_13140	APOSJ_56147, APOSJ_56146
OG0003447	AMPFI_18696	APOSJ_32799, APOSJ_02909, APOSJ_22891
OG0003448	AMPFI_23029	APOSJ_55045, APOSJ_55046
OG0003449	AMPFI_25451, AMPFI_19468	APOSJ_45224, APOSJ_45223
OG0003451	AMPFI_03894	APOSJ_13827, APOSJ_65399, APOSJ_21500, APOSJ_13828, APOSJ_65408, APOSJ_37443, APOSJ_36988, APOSJ_65403
OG0003452	AMPFI_22152, AMPFI_17118, AMPFI_17349	APOSJ_44164, APOSJ_44163, APOSJ_44165, APOSJ_23561
OG0003453	AMPFI_10385	APOSJ_29872
OG0003454	AMPFI_07469	APOSJ_50587
OG0003455	AMPFI_09746	APOSJ_62454
OG0003458	AMPFI_25375	APOSJ_14252
OG0003459	AMPFI_23502	APOSJ_55064, APOSJ_40801
OG0003460	AMPFI_09159	APOSJ_61762
OG0003461	AMPFI_08837	APOSJ_11251, APOSJ_63814
OG0003462	AMPFI_05379	APOSJ_61238, APOSJ_40240, APOSJ_40241, APOSJ_61237, APOSJ_61236
OG0003463	AMPFI_25834	APOSJ_26680
OG0003465	AMPFI_12228	APOSJ_38324, APOSJ_40009, APOSJ_38325, APOSJ_38328, APOSJ_38326, APOSJ_31820, APOSJ_38327, APOSJ_31821, APOSJ_38322, APOSJ_31819, APOSJ_38329, APOSJ_40006
OG0003466	AMPFI_12980, AMPFI_11213	APOSJ_23052
OG0003467	AMPFI_05595	APOSJ_64197, APOSJ_64196, APOSJ_64198
OG0003468	AMPFI_07635	APOSJ_50364, APOSJ_50367, APOSJ_50366, APOSJ_50363, APOSJ_50362
OG0003469	AMPFI_06767	APOSJ_55719, APOSJ_55718
OG0003470	AMPFI_04555, AMPFI_17776	APOSJ_50785, APOSJ_36009, APOSJ_36012, APOSJ_36008, APOSJ_36011, APOSJ_50787, APOSJ_36013, APOSJ_50781, APOSJ_36006, APOSJ_36007, APOSJ_36010, APOSJ_50783, APOSJ_50786, APOSJ_50784, APOSJ_50782
OG0003471	AMPFI_24941	APOSJ_17808, APOSJ_19930, APOSJ_19931, APOSJ_46623, APOSJ_17809, APOSJ_17807, APOSJ_13612, APOSJ_13611, APOSJ_27339
OG0003472	AMPFI_06841	APOSJ_40914, APOSJ_12293, APOSJ_12280, APOSJ_12292, APOSJ_12276, APOSJ_12295, APOSJ_12294
OG0003473	AMPFI_07801	APOSJ_42904, APOSJ_42906, APOSJ_42905, APOSJ_42903
OG0003474	AMPFI_05008	APOSJ_14679, APOSJ_14680
OG0003475	AMPFI_21852, AMPFI_24738	APOSJ_12646, APOSJ_12644, APOSJ_12645, APOSJ_12643, APOSJ_12642, APOSJ_12647
OG0003476	AMPFI_13173	APOSJ_56013, APOSJ_58389, APOSJ_56018, APOSJ_56014, APOSJ_56019
OG0003477	AMPFI_11760	APOSJ_35125, APOSJ_35129, APOSJ_26366, APOSJ_26365
OG0003478	AMPFI_13018	APOSJ_04734
OG0003479	AMPFI_08938	APOSJ_53984, APOSJ_53983, APOSJ_53982, APOSJ_53985
OG0003480	AMPFI_07447	APOSJ_07810, APOSJ_48944, APOSJ_07812
OG0003481	AMPFI_14089	APOSJ_64732, APOSJ_53659, APOSJ_19502, APOSJ_19503
OG0003482	AMPFI_07972	APOSJ_09857, APOSJ_14641, APOSJ_62163, APOSJ_14642, APOSJ_62164, APOSJ_14643, APOSJ_14639, APOSJ_14640, APOSJ_64958, APOSJ_14644, APOSJ_62165, APOSJ_64924
OG0003483	AMPFI_09299	APOSJ_56426, APOSJ_56424, APOSJ_56422
OG0003484	AMPFI_18735	APOSJ_53537, APOSJ_48466, APOSJ_07721, APOSJ_07720
OG0003485	AMPFI_08775	APOSJ_13378, APOSJ_45484, APOSJ_45483, APOSJ_42479, APOSJ_45479, APOSJ_09606, APOSJ_45482, APOSJ_45485, APOSJ_58642, APOSJ_45481, APOSJ_42480, APOSJ_45480
OG0003486	AMPFI_16158	APOSJ_06971, APOSJ_31834, APOSJ_36459, APOSJ_31830, APOSJ_27840, APOSJ_31835, APOSJ_36453, APOSJ_36454, APOSJ_36451, APOSJ_36449, APOSJ_31836, APOSJ_02614, APOSJ_36455, APOSJ_36452, APOSJ_55158, APOSJ_31832
