Orthogroup	AMPFI_ok	MOUSE
OG0003565	AMPFI_03548, AMPFI_00450, AMPFI_22462	MOUSE47811, MOUSE47813, MOUSE47812
OG0003566	AMPFI_01090	MOUSE45915, MOUSE45914, MOUSE45913, MOUSE17313, MOUSE17315, MOUSE17312, MOUSE17314
OG0003567	AMPFI_14197	MOUSE15053
OG0003567	AMPFI_22713	MOUSE15052, MOUSE15050
OG0003568	AMPFI_06943	MOUSE37469, MOUSE37467, MOUSE37468, MOUSE37466
OG0003570	AMPFI_06993	MOUSE24263
OG0003571	AMPFI_12433	MOUSE32077, MOUSE32078, MOUSE32079, MOUSE32076, MOUSE49279
OG0003572	AMPFI_17304, AMPFI_00364	MOUSE43129, MOUSE24716, MOUSE24717, MOUSE07709
OG0003573	AMPFI_10938	MOUSE46298, MOUSE46296, MOUSE46297, MOUSE46294
OG0003576	AMPFI_02605	MOUSE55321, MOUSE19037, MOUSE19038, MOUSE19036, MOUSE28839, MOUSE49792
OG0003577	AMPFI_19335	MOUSE32680, MOUSE32679, MOUSE32681
OG0003578	AMPFI_08173	MOUSE35794, MOUSE35795, MOUSE35798, MOUSE35790, MOUSE35791, MOUSE35793
OG0003579	AMPFI_22532	MOUSE02860, MOUSE02859, MOUSE31635, MOUSE31636, MOUSE31637
OG0003598	AMPFI_08091	MOUSE26068, MOUSE26067
OG0003601	AMPFI_22792	MOUSE35209, MOUSE35208, MOUSE35210
OG0003603	AMPFI_14800	MOUSE06009, MOUSE06011, MOUSE06013, MOUSE06012, MOUSE06010
OG0003604	AMPFI_14560	MOUSE04686, MOUSE04687, MOUSE04688, MOUSE37459
OG0003606	AMPFI_02736	MOUSE34332, MOUSE34333
OG0003608	AMPFI_20147	MOUSE23913, MOUSE23911, MOUSE23912, MOUSE23908, MOUSE23909, MOUSE23910
OG0003610	AMPFI_08064	MOUSE35714, MOUSE35715, MOUSE35712, MOUSE35713, MOUSE35717
OG0003611	AMPFI_03674	MOUSE03230, MOUSE03228, MOUSE03229
OG0003612	AMPFI_22358, AMPFI_00951	MOUSE17712, MOUSE17715, MOUSE17714
OG0003613	AMPFI_14181	MOUSE52720, MOUSE52719, MOUSE49624
OG0003615	AMPFI_05633	MOUSE18457, MOUSE13209, MOUSE13208
OG0003616	AMPFI_05609	MOUSE41038, MOUSE41039, MOUSE41037
OG0003617	AMPFI_00387	MOUSE15713
OG0003618	AMPFI_07271	MOUSE21564
OG0003619	AMPFI_10351	MOUSE54881, MOUSE54882, MOUSE02201, MOUSE19314
OG0003620	AMPFI_09860	MOUSE35127, MOUSE35128
OG0003622	AMPFI_11239, AMPFI_21860, AMPFI_12437	MOUSE28010, MOUSE28008, MOUSE28009
OG0003623	AMPFI_13962	MOUSE41485
OG0003625	AMPFI_19199, AMPFI_14897	MOUSE53422
OG0003627	AMPFI_04313	MOUSE21801, MOUSE21800, MOUSE21802, MOUSE45258, MOUSE45262, MOUSE45261, MOUSE45260, MOUSE45254, MOUSE45256, MOUSE45255, MOUSE45259, MOUSE45257
OG0003628	AMPFI_06318	MOUSE51572, MOUSE51569, MOUSE10627, MOUSE51571, MOUSE51570, MOUSE51568
OG0003629	AMPFI_13944	MOUSE29983, MOUSE29984
OG0003630	AMPFI_13915	MOUSE46274
OG0003631	AMPFI_23733	MOUSE03619, MOUSE03618, MOUSE03620
OG0003633	AMPFI_02327, AMPFI_20276	MOUSE45040, MOUSE45041, MOUSE45037, MOUSE45039, MOUSE45038, MOUSE45036
OG0003634	AMPFI_00355, AMPFI_24717, AMPFI_01365	MOUSE34995, MOUSE34996
OG0003635	AMPFI_15181	MOUSE55664
OG0003638	AMPFI_07537	MOUSE07871
OG0003639	AMPFI_21939	MOUSE04483, MOUSE04481
OG0003640	AMPFI_16498	MOUSE06258, MOUSE06259, MOUSE23351
OG0003641	AMPFI_07323	MOUSE19690, MOUSE28969, MOUSE28970
OG0003642	AMPFI_06630	MOUSE51394
OG0003643	AMPFI_12454	MOUSE23455, MOUSE23454
OG0003644	AMPFI_06306	MOUSE25659, MOUSE25655, MOUSE25658
OG0003645	AMPFI_16881	MOUSE14260, MOUSE03754, MOUSE03756, MOUSE03755
OG0003646	AMPFI_06564	MOUSE51957
OG0003647	AMPFI_00053	MOUSE10325, MOUSE10328, MOUSE10330
OG0003648	AMPFI_01550	MOUSE35777, MOUSE35776, MOUSE35779, MOUSE35778
OG0003650	AMPFI_12108	MOUSE29151, MOUSE29150, MOUSE29148, MOUSE29149, MOUSE29147
OG0003651	AMPFI_09243	MOUSE28186, MOUSE32014, MOUSE32016, MOUSE32015, MOUSE32017, MOUSE32012, MOUSE32013
OG0003652	AMPFI_10927	MOUSE51309, MOUSE00670
OG0003653	AMPFI_11406	MOUSE13490, MOUSE13491, MOUSE43712, MOUSE43711, MOUSE12262, MOUSE13492
OG0003654	AMPFI_17684	MOUSE29385, MOUSE29384
OG0003655	AMPFI_08590	MOUSE00092, MOUSE00091, MOUSE38828
OG0003656	AMPFI_15780	MOUSE52004, MOUSE52005, MOUSE30702
OG0003658	AMPFI_13106	MOUSE39824
OG0003659	AMPFI_02966	MOUSE05800, MOUSE05799, MOUSE05801
OG0003660	AMPFI_24383, AMPFI_21513, AMPFI_24288, AMPFI_15577	MOUSE11149, MOUSE11145, MOUSE11148, MOUSE11147, MOUSE11146
OG0003662	AMPFI_13941	MOUSE00931, MOUSE00930, MOUSE00932, MOUSE40409, MOUSE40410, MOUSE40406, MOUSE40408, MOUSE40407
OG0003663	AMPFI_22056	MOUSE03415, MOUSE00823, MOUSE03414
OG0003664	AMPFI_25223	MOUSE03909, MOUSE03912, MOUSE03911, MOUSE03910
OG0003665	AMPFI_01410	MOUSE07285
OG0003666	AMPFI_10136	MOUSE26034, MOUSE26036, MOUSE23757, MOUSE23758
OG0003668	AMPFI_07166	MOUSE52218, MOUSE54951, MOUSE54950, MOUSE54949, MOUSE54948, MOUSE52219, MOUSE52216, MOUSE52217
OG0003669	AMPFI_11157	MOUSE32721, MOUSE32722, MOUSE32723, MOUSE32720, MOUSE32719, MOUSE32718
OG0003671	AMPFI_00179	MOUSE21089, MOUSE03153
OG0003672	AMPFI_09980	MOUSE03769, MOUSE03770
OG0003673	AMPFI_11970, AMPFI_02480	MOUSE16463, MOUSE16464
OG0003674	AMPFI_05762	MOUSE03963, MOUSE03964
OG0003675	AMPFI_08157	MOUSE53287, MOUSE53284, MOUSE53286, MOUSE53283
OG0003676	AMPFI_18881	MOUSE25609, MOUSE53232, MOUSE53233
OG0003677	AMPFI_07661	MOUSE26179, MOUSE25068, MOUSE25069, MOUSE05328
OG0003678	AMPFI_07460	MOUSE33349, MOUSE33347, MOUSE33348, MOUSE50401, MOUSE50400
OG0003679	AMPFI_07845	MOUSE15732, MOUSE25049, MOUSE25050
OG0003680	AMPFI_09842	MOUSE02511, MOUSE02510, MOUSE02508, MOUSE02509, MOUSE02513, MOUSE02514, MOUSE22063, MOUSE22062
OG0003681	AMPFI_19503	MOUSE14464, MOUSE27092, MOUSE27091
OG0003682	AMPFI_07578	MOUSE24620, MOUSE24619
OG0003683	AMPFI_02901	MOUSE37323, MOUSE37321, MOUSE20043, MOUSE20045, MOUSE20047, MOUSE20048, MOUSE20046
OG0003684	AMPFI_00490, AMPFI_16180	MOUSE23198, MOUSE23196, MOUSE23195, MOUSE23197
OG0003684	AMPFI_25038	MOUSE23199
OG0003685	AMPFI_12477	MOUSE51976, MOUSE51974, MOUSE51975
OG0003686	AMPFI_07985	MOUSE49108, MOUSE49109, MOUSE49107, MOUSE49105, MOUSE49106, MOUSE49104, MOUSE49103, MOUSE49102, MOUSE49101, MOUSE49099
OG0003687	AMPFI_00830	MOUSE02568, MOUSE02567, MOUSE05366, MOUSE22110, MOUSE22109
OG0003688	AMPFI_03029	MOUSE34520, MOUSE34521, MOUSE34522
OG0003689	AMPFI_14009	MOUSE05393, MOUSE05394, MOUSE26456, MOUSE26455, MOUSE26457
OG0003690	AMPFI_05747	MOUSE07036, MOUSE07037, MOUSE07038
OG0003691	AMPFI_11092, AMPFI_06458	MOUSE48085, MOUSE48086, MOUSE48087
OG0003692	AMPFI_03589	MOUSE02817, MOUSE02816, MOUSE02818
OG0003693	AMPFI_02553	MOUSE41191, MOUSE41190, MOUSE11267, MOUSE11266, MOUSE11265
OG0003694	AMPFI_08303	MOUSE30782
OG0003695	AMPFI_15699	MOUSE25741, MOUSE25740, MOUSE25739, MOUSE20814
OG0003696	AMPFI_04491, AMPFI_03543, AMPFI_02677	MOUSE35449, MOUSE35450
OG0003697	AMPFI_11115	MOUSE06524
OG0003698	AMPFI_19011	MOUSE21124, MOUSE12762
OG0003699	AMPFI_09512	MOUSE25218
OG0003700	AMPFI_09947	MOUSE15026, MOUSE06260, MOUSE06261, MOUSE06262
OG0003701	AMPFI_21477, AMPFI_00012, AMPFI_24465	MOUSE15704, MOUSE15707, MOUSE15706, MOUSE15705, MOUSE15703
OG0003702	AMPFI_15283	MOUSE28176, MOUSE28174, MOUSE28173, MOUSE07243, MOUSE07240, MOUSE07242, MOUSE07241, MOUSE07239, MOUSE07237, MOUSE28175
OG0003703	AMPFI_10771	MOUSE20574, MOUSE27650
OG0003704	AMPFI_14195	MOUSE48834, MOUSE48833, MOUSE33411, MOUSE33409
OG0003704	AMPFI_16035	MOUSE33410
OG0003705	AMPFI_23254	MOUSE35234, MOUSE35235, MOUSE35240, MOUSE35241, MOUSE35238, MOUSE35236, MOUSE35237
OG0003706	AMPFI_05005	MOUSE17759, MOUSE17750, MOUSE17753, MOUSE17755, MOUSE17756, MOUSE17754, MOUSE17757, MOUSE17758, MOUSE17752, MOUSE17751
OG0003707	AMPFI_07583	MOUSE09616, MOUSE44752, MOUSE44751
OG0003709	AMPFI_06172	MOUSE43765, MOUSE43763, MOUSE43764
OG0003710	AMPFI_12106, AMPFI_01123	MOUSE55264, MOUSE31690
OG0003711	AMPFI_07533	MOUSE51934
OG0003711	AMPFI_12979	MOUSE51928, MOUSE51930, MOUSE51936, MOUSE51935, MOUSE51933, MOUSE51931, MOUSE51932, MOUSE51927, MOUSE51929
OG0003712	AMPFI_04984	MOUSE14240, MOUSE14239, MOUSE15046
OG0003713	AMPFI_04283	MOUSE23766, MOUSE23765, MOUSE23764, MOUSE23767
OG0003714	AMPFI_25572	MOUSE34993, MOUSE34994
OG0003716	AMPFI_04436, AMPFI_02826	MOUSE15604, MOUSE15602
OG0003717	AMPFI_00073	MOUSE33976, MOUSE33975, MOUSE08977, MOUSE08978
OG0003718	AMPFI_18529	MOUSE22255, MOUSE22254, MOUSE22249, MOUSE22251
OG0003719	AMPFI_04202	MOUSE30866
OG0003719	AMPFI_25426	MOUSE30867
OG0003720	AMPFI_22323	MOUSE23793, MOUSE23792, MOUSE23794, MOUSE17553
OG0003721	AMPFI_08300	MOUSE20246, MOUSE20247
OG0003722	AMPFI_16876	MOUSE31879, MOUSE31880, MOUSE31883, MOUSE31881, MOUSE25682, MOUSE25686, MOUSE25681
OG0003724	AMPFI_09411	MOUSE34773
OG0003725	AMPFI_06286	MOUSE33444, MOUSE33447, MOUSE32961, MOUSE32962, MOUSE18709
OG0003727	AMPFI_09286	MOUSE43082
OG0003727	AMPFI_11496	MOUSE43077, MOUSE43079, MOUSE43078, MOUSE43080, MOUSE43076
OG0003728	AMPFI_22309	MOUSE31942, MOUSE31943, MOUSE31941
OG0003729	AMPFI_24000	MOUSE26210, MOUSE26211
OG0003730	AMPFI_06364	MOUSE46790, MOUSE46788, MOUSE46787, MOUSE46786
OG0003731	AMPFI_22155	MOUSE50324, MOUSE50322, MOUSE50321, MOUSE50323, MOUSE50320
OG0003733	AMPFI_08970	MOUSE33101, MOUSE33100
OG0003734	AMPFI_18672	MOUSE25448, MOUSE18509, MOUSE28344
OG0003735	AMPFI_19574	MOUSE51303
OG0003736	AMPFI_04878	MOUSE49071
OG0003738	AMPFI_15996	MOUSE04750, MOUSE04749
OG0003739	AMPFI_04457	MOUSE23353
OG0003740	AMPFI_12630	MOUSE45976, MOUSE45977, MOUSE45975
OG0003742	AMPFI_17579, AMPFI_21157	MOUSE06945, MOUSE06947, MOUSE02363
OG0003744	AMPFI_11890	MOUSE55115, MOUSE55116, MOUSE52537, MOUSE52533, MOUSE52535
OG0003745	AMPFI_06392	MOUSE15322, MOUSE15325, MOUSE15323
OG0003748	AMPFI_12821, AMPFI_25550	MOUSE01948, MOUSE01947, MOUSE01949, MOUSE01946, MOUSE01950
OG0003749	AMPFI_09561	MOUSE42046, MOUSE42049, MOUSE42048, MOUSE42050
OG0003750	AMPFI_19492	MOUSE28487
OG0003751	AMPFI_03897, AMPFI_10264	MOUSE23837
OG0003752	AMPFI_09468	MOUSE32569, MOUSE32570, MOUSE52228, MOUSE52226
OG0003754	AMPFI_09209	MOUSE20471, MOUSE20474, MOUSE20473, MOUSE20472, MOUSE02213
OG0003755	AMPFI_19354	MOUSE04959
OG0003756	AMPFI_17707	MOUSE49404, MOUSE49403, MOUSE49401, MOUSE21326
OG0003757	AMPFI_01345, AMPFI_04347, AMPFI_14584, AMPFI_24063	MOUSE42645, MOUSE42643, MOUSE42644
OG0003758	AMPFI_19318	MOUSE05241, MOUSE05240, MOUSE14904
OG0003759	AMPFI_06066	MOUSE04234, MOUSE17579, MOUSE17581
OG0003760	AMPFI_08456	MOUSE18949, MOUSE18947, MOUSE18948, MOUSE06740, MOUSE06738, MOUSE06736, MOUSE06739, MOUSE06737
OG0003761	AMPFI_18129	MOUSE51337, MOUSE32241
OG0003762	AMPFI_16490	MOUSE06209, MOUSE15008
OG0003763	AMPFI_20405, AMPFI_19416, AMPFI_23055	MOUSE00212, MOUSE00213
OG0003764	AMPFI_00088	MOUSE06475, MOUSE06476, MOUSE06477, MOUSE06478
OG0003765	AMPFI_01150	MOUSE54396, MOUSE54390, MOUSE54394, MOUSE54389, MOUSE54386, MOUSE54393, MOUSE54395, MOUSE54387, MOUSE54391, MOUSE54388, MOUSE24921
OG0003765	AMPFI_22446	MOUSE54392
OG0003766	AMPFI_01207	MOUSE28721, MOUSE28722
OG0003767	AMPFI_01797	MOUSE13389
OG0003768	AMPFI_17858, AMPFI_04126, AMPFI_02385, AMPFI_24013, AMPFI_04639	MOUSE01938, MOUSE01939, MOUSE01940
OG0003769	AMPFI_18255, AMPFI_04434, AMPFI_04953, AMPFI_03825	MOUSE12405, MOUSE12406, MOUSE12409, MOUSE12408
OG0003771	AMPFI_07160	MOUSE06180, MOUSE06179, MOUSE14269
OG0003772	AMPFI_07478	MOUSE49741, MOUSE49740, MOUSE49744, MOUSE49743, MOUSE49746
OG0003773	AMPFI_10699	MOUSE17006, MOUSE17005, MOUSE17004, MOUSE05143
OG0003775	AMPFI_13847	MOUSE36961, MOUSE36959, MOUSE36962, MOUSE36960
OG0003776	AMPFI_18606	MOUSE16172, MOUSE16173
OG0003777	AMPFI_20144	MOUSE22964, MOUSE05638, MOUSE06985
OG0003778	AMPFI_24942	MOUSE18778, MOUSE41255, MOUSE41257, MOUSE41256, MOUSE41258
OG0003794	AMPFI_16922	MOUSE28886, MOUSE28885, MOUSE28884, MOUSE28883, MOUSE19914, MOUSE43750
OG0003795	AMPFI_09136	MOUSE53567, MOUSE53566, MOUSE53563, MOUSE53564, MOUSE53565
OG0003798	AMPFI_02948	MOUSE26587, MOUSE26588, MOUSE14915
OG0003803	AMPFI_12565	MOUSE23801, MOUSE23803, MOUSE23802, MOUSE23800
OG0003806	AMPFI_05818	MOUSE17191, MOUSE16977, MOUSE16976, MOUSE16978
OG0003807	AMPFI_03351	MOUSE45986, MOUSE45987, MOUSE45988, MOUSE45985
OG0003808	AMPFI_14079	MOUSE34022, MOUSE34021
OG0003809	AMPFI_02614, AMPFI_04031	MOUSE31684, MOUSE31683, MOUSE31685, MOUSE31687
OG0003810	AMPFI_19950	MOUSE13033, MOUSE13032, MOUSE13030, MOUSE13031, MOUSE09581, MOUSE09579
OG0003810	AMPFI_15636	MOUSE09580, MOUSE09578
OG0003811	AMPFI_10478	MOUSE36524, MOUSE36525
OG0003812	AMPFI_10138	MOUSE53620, MOUSE53621, MOUSE53622, MOUSE53619
OG0003813	AMPFI_07875	MOUSE36975, MOUSE27962, MOUSE27966, MOUSE27965
OG0003815	AMPFI_12793	MOUSE00445, MOUSE42748, MOUSE42747
OG0003818	AMPFI_17759	MOUSE47757
OG0003820	AMPFI_17489	MOUSE33033, MOUSE33034, MOUSE33032
OG0003821	AMPFI_03105	MOUSE31151, MOUSE52622, MOUSE52623
OG0003823	AMPFI_06889	MOUSE06728, MOUSE06726
OG0003824	AMPFI_06085	MOUSE47802
OG0003825	AMPFI_06918	MOUSE00683, MOUSE00691, MOUSE00687, MOUSE00685, MOUSE00684, MOUSE00689, MOUSE00686, MOUSE00688, MOUSE00682
OG0003826	AMPFI_13869	MOUSE04365
OG0003827	AMPFI_21409	MOUSE31957, MOUSE31958
OG0003828	AMPFI_11909	MOUSE32817
OG0003829	AMPFI_00127	MOUSE37106, MOUSE37104, MOUSE37102, MOUSE37101, MOUSE37100, MOUSE37103
OG0003830	AMPFI_07093	MOUSE32193, MOUSE32191, MOUSE32192
OG0003831	AMPFI_12797	MOUSE20873, MOUSE36301, MOUSE04870, MOUSE36300, MOUSE36298
OG0003832	AMPFI_20517	MOUSE31056, MOUSE02326, MOUSE02327, MOUSE02328, MOUSE52521, MOUSE52522, MOUSE52523
OG0003833	AMPFI_18982	MOUSE12711, MOUSE12709, MOUSE12710
OG0003834	AMPFI_10226	MOUSE23210, MOUSE49466
OG0003835	AMPFI_03066	MOUSE06592, MOUSE06595, MOUSE06594, MOUSE06593, MOUSE06591
OG0003836	AMPFI_14280	MOUSE36279, MOUSE36278, MOUSE03603, MOUSE03602
OG0003837	AMPFI_17550	MOUSE06123
OG0003837	AMPFI_24684	MOUSE06124, MOUSE06122
OG0003838	AMPFI_19657	MOUSE13017, MOUSE13018, MOUSE51688, MOUSE36348
OG0003840	AMPFI_23271	MOUSE51791, MOUSE51790, MOUSE51795, MOUSE51794, MOUSE51792, MOUSE30794, MOUSE30796, MOUSE30795
OG0003841	AMPFI_21826	MOUSE17860, MOUSE17856, MOUSE17858, MOUSE17857, MOUSE17859, MOUSE17855, MOUSE17854, MOUSE17853, MOUSE17861
OG0003844	AMPFI_14349	MOUSE33019
OG0003845	AMPFI_07956	MOUSE04946
OG0003846	AMPFI_06425	MOUSE40451, MOUSE40452, MOUSE40453
OG0003848	AMPFI_23978	MOUSE23878, MOUSE23876, MOUSE23877
OG0003850	AMPFI_10267	MOUSE34272, MOUSE34270, MOUSE34268, MOUSE34271, MOUSE34269, MOUSE34273
OG0003851	AMPFI_16652	MOUSE25173
OG0003852	AMPFI_10208	MOUSE44765, MOUSE19461
OG0003853	AMPFI_21676	MOUSE18178, MOUSE18177, MOUSE18175, MOUSE18176, MOUSE18179
OG0003854	AMPFI_03224	MOUSE48498, MOUSE48499, MOUSE48496, MOUSE44637, MOUSE44638
OG0003855	AMPFI_13948	MOUSE30683
OG0003855	AMPFI_20260	MOUSE30682, MOUSE30679, MOUSE30678, MOUSE30680, MOUSE30681
OG0003856	AMPFI_08524	MOUSE53260
OG0003856	AMPFI_02809	MOUSE53261
OG0003857	AMPFI_07120	MOUSE15137, MOUSE15138, MOUSE15136, MOUSE15135
OG0003858	AMPFI_00370	MOUSE18173
OG0003861	AMPFI_02803	MOUSE16328, MOUSE16329, MOUSE16332, MOUSE16326, MOUSE16330, MOUSE16325, MOUSE16327, MOUSE16324, MOUSE16331, MOUSE16323
OG0003863	AMPFI_16528	MOUSE46853, MOUSE46851, MOUSE46852
OG0003864	AMPFI_13775	MOUSE43181, MOUSE43180, MOUSE43182, MOUSE43179
OG0003865	AMPFI_11940	MOUSE15488, MOUSE14853
OG0003866	AMPFI_14452	MOUSE55423, MOUSE54508, MOUSE54509
OG0003867	AMPFI_17746	MOUSE35425
OG0003868	AMPFI_11838	MOUSE23869, MOUSE23871, MOUSE23870
OG0003869	AMPFI_17164	MOUSE05547
OG0003870	AMPFI_05899	MOUSE43942, MOUSE43941, MOUSE43940
OG0003871	AMPFI_09651	MOUSE12954
OG0003872	AMPFI_14866	MOUSE15344, MOUSE15345, MOUSE15348, MOUSE15346, MOUSE15349, MOUSE15347, MOUSE15343
OG0003873	AMPFI_09750	MOUSE24551, MOUSE24547
OG0003874	AMPFI_14478	MOUSE30453, MOUSE30451, MOUSE30450, MOUSE30452, MOUSE30449
OG0003876	AMPFI_22260	MOUSE32588, MOUSE32587
OG0003878	AMPFI_12599	MOUSE31216, MOUSE31215
OG0003879	AMPFI_02846	MOUSE51723, MOUSE51724
OG0003880	AMPFI_08957	MOUSE50195, MOUSE50194, MOUSE50193, MOUSE52393, MOUSE52391, MOUSE52395, MOUSE52394, MOUSE52392, MOUSE52390, MOUSE52388, MOUSE52389
OG0003881	AMPFI_15319, AMPFI_15320	MOUSE34941, MOUSE34940, MOUSE34939
OG0003883	AMPFI_12967	MOUSE36195, MOUSE36197, MOUSE36198, MOUSE36196, MOUSE36194
OG0003884	AMPFI_11418	MOUSE51646, MOUSE51647, MOUSE51649, MOUSE51645, MOUSE51650, MOUSE51648
OG0003885	AMPFI_12606	MOUSE52050, MOUSE52047, MOUSE09216, MOUSE09218, MOUSE09219, MOUSE09215, MOUSE09217
OG0003886	AMPFI_05835	MOUSE05592, MOUSE05590, MOUSE05588, MOUSE05593, MOUSE24488, MOUSE24487
OG0003887	AMPFI_10957	MOUSE30820
OG0003888	AMPFI_01567	MOUSE01271, MOUSE01270, MOUSE01269
OG0003890	AMPFI_14577	MOUSE40542, MOUSE40541, MOUSE40543, MOUSE40544, MOUSE19610
OG0003892	AMPFI_11859, AMPFI_18544	MOUSE24997, MOUSE24998
OG0003893	AMPFI_15310	MOUSE27805, MOUSE27806, MOUSE27807
OG0003894	AMPFI_18671	MOUSE25680
OG0003896	AMPFI_07056	MOUSE04755, MOUSE04754, MOUSE38515
OG0003898	AMPFI_09375	MOUSE29424, MOUSE29423
OG0003899	AMPFI_00789	MOUSE32512, MOUSE32510, MOUSE32509, MOUSE32511
OG0003900	AMPFI_23235	MOUSE20186, MOUSE20185, MOUSE20184
OG0003903	AMPFI_19280	MOUSE36163, MOUSE36162
OG0003904	AMPFI_04520	MOUSE44859, MOUSE44858, MOUSE44857, MOUSE44860
OG0003905	AMPFI_02600	MOUSE02073
OG0003906	AMPFI_11162	MOUSE48566, MOUSE48567, MOUSE48565
OG0003907	AMPFI_25753	MOUSE48274, MOUSE48273
OG0003910	AMPFI_04464	MOUSE33951
OG0003911	AMPFI_08416	MOUSE28427, MOUSE28428, MOUSE28429, MOUSE28430
OG0003912	AMPFI_24373	MOUSE28242, MOUSE49733, MOUSE49734
OG0003913	AMPFI_21191	MOUSE37139, MOUSE37140, MOUSE37141
OG0003914	AMPFI_08353	MOUSE44937
OG0003915	AMPFI_10789	MOUSE47591, MOUSE53939, MOUSE53940, MOUSE53938
OG0003916	AMPFI_09047	MOUSE11886, MOUSE11883, MOUSE32101, MOUSE11887, MOUSE11888, MOUSE11885, MOUSE11884
OG0003917	AMPFI_16651, AMPFI_15299, AMPFI_01608	MOUSE21868, MOUSE21864, MOUSE21866, MOUSE21865
OG0003918	AMPFI_05529	MOUSE03352, MOUSE03353, MOUSE36870, MOUSE36868, MOUSE36871
OG0003919	AMPFI_15999	MOUSE22533, MOUSE22535, MOUSE22532, MOUSE22536, MOUSE22534
OG0003920	AMPFI_25048	MOUSE34202, MOUSE34203, MOUSE34199, MOUSE34201, MOUSE34197
OG0003921	AMPFI_13490	MOUSE21508, MOUSE21507
OG0003922	AMPFI_19502	MOUSE15487
OG0003923	AMPFI_15048	MOUSE22537, MOUSE22540
OG0003924	AMPFI_14060	MOUSE30310, MOUSE30307, MOUSE30309, MOUSE30308
OG0003925	AMPFI_08582	MOUSE34231, MOUSE34234, MOUSE34233, MOUSE34232
OG0003927	AMPFI_25825	MOUSE37875, MOUSE37879, MOUSE37877, MOUSE37876, MOUSE37874
OG0003927	AMPFI_13307	MOUSE37878
OG0003930	AMPFI_07230	MOUSE01907
OG0003931	AMPFI_26056	MOUSE54521, MOUSE54520, MOUSE15104, MOUSE15103
OG0003933	AMPFI_24509	MOUSE40723, MOUSE40721, MOUSE01760, MOUSE01761
OG0003934	AMPFI_16560	MOUSE42153, MOUSE42147, MOUSE42150, MOUSE42152, MOUSE42146, MOUSE42144, MOUSE42151, MOUSE42149, MOUSE42145, MOUSE42148
OG0003936	AMPFI_09358	MOUSE49405, MOUSE49406, MOUSE49409, MOUSE49408, MOUSE49407
OG0003937	AMPFI_09658	MOUSE46835, MOUSE46834, MOUSE12731, MOUSE12732
OG0003939	AMPFI_06063	MOUSE08650, MOUSE08652, MOUSE08651
OG0003940	AMPFI_19837	MOUSE27096, MOUSE27095, MOUSE27094
OG0003941	AMPFI_17021, AMPFI_17097	MOUSE11339, MOUSE11337, MOUSE11338
OG0003942	AMPFI_14927	MOUSE00089
OG0003943	AMPFI_08179	MOUSE12675, MOUSE12671, MOUSE12673, MOUSE12674, MOUSE12668, MOUSE12670, MOUSE12669, MOUSE12672
OG0003944	AMPFI_07557	MOUSE15418, MOUSE15417
OG0003945	AMPFI_08691	MOUSE41583, MOUSE41582, MOUSE41581, MOUSE17288, MOUSE17289
OG0003946	AMPFI_00888	MOUSE21095, MOUSE36215, MOUSE36213
OG0003947	AMPFI_23175	MOUSE35865
OG0003948	AMPFI_09703	MOUSE27770, MOUSE27769, MOUSE27768
OG0003949	AMPFI_12679	MOUSE00545, MOUSE00544
OG0003951	AMPFI_11617	MOUSE52852, MOUSE52853, MOUSE52855
OG0003952	AMPFI_08594	MOUSE18252, MOUSE18251
OG0003953	AMPFI_19332	MOUSE03606, MOUSE48265, MOUSE48266, MOUSE48264
OG0003954	AMPFI_06716	MOUSE13604, MOUSE13605, MOUSE06634
OG0003955	AMPFI_11128	MOUSE54923, MOUSE54922, MOUSE48233
OG0003956	AMPFI_23119, AMPFI_23118	MOUSE31801, MOUSE31799, MOUSE31800, MOUSE31798
OG0003957	AMPFI_08683	MOUSE23237
OG0003958	AMPFI_00232	MOUSE00807, MOUSE19245, MOUSE47952
OG0003959	AMPFI_04671	MOUSE25457, MOUSE25458, MOUSE25459
OG0003960	AMPFI_08480	MOUSE14525, MOUSE44448, MOUSE44449, MOUSE44447
OG0003961	AMPFI_06314	MOUSE33639
OG0003962	AMPFI_16905	MOUSE55666, MOUSE13058, MOUSE29655, MOUSE19377
OG0003964	AMPFI_01234	MOUSE26052
OG0003965	AMPFI_04828	MOUSE34195, MOUSE34194
OG0003966	AMPFI_05727	MOUSE16335, MOUSE16338, MOUSE16339, MOUSE16340, MOUSE16337, MOUSE16336
OG0003967	AMPFI_05943, AMPFI_08131	MOUSE46011, MOUSE46010
OG0003968	AMPFI_06736	MOUSE30962, MOUSE30965, MOUSE30963, MOUSE30964, MOUSE24346, MOUSE24347
OG0003969	AMPFI_07721	MOUSE11695, MOUSE11697, MOUSE11700, MOUSE11699, MOUSE11698, MOUSE11702, MOUSE11701, MOUSE11696
OG0003970	AMPFI_07812	MOUSE37843, MOUSE37844, MOUSE37846, MOUSE37842, MOUSE37840, MOUSE37841
OG0003971	AMPFI_14528	MOUSE25243
OG0003972	AMPFI_15565	MOUSE28853, MOUSE28854, MOUSE28855
OG0003973	AMPFI_20438	MOUSE07129, MOUSE07128, MOUSE28069
OG0003974	AMPFI_21735	MOUSE41770
OG0003997	AMPFI_23015	MOUSE48240
OG0003997	AMPFI_18866	MOUSE48241
OG0003997	AMPFI_13806, AMPFI_18937	MOUSE48238, MOUSE48239, MOUSE48236, MOUSE48237
OG0003998	AMPFI_05249, AMPFI_09969	MOUSE03017, MOUSE03016, MOUSE03018, MOUSE03015
