Orthogroup	AMPFI_ok	SCHMD
OG0003477	AMPFI_11760	SCHMD20764, SCHMD20047, SCHMD28229, SCHMD20765, SCHMD24168, SCHMD15937, SCHMD13450, SCHMD20767, SCHMD29137
OG0003478	AMPFI_13018	SCHMD17425, SCHMD11374, SCHMD11373
OG0003479	AMPFI_08938	SCHMD07504, SCHMD03144
OG0003480	AMPFI_07447	SCHMD01806
OG0003483	AMPFI_09299	SCHMD18763, SCHMD14083, SCHMD14081, SCHMD18764
OG0003484	AMPFI_18735	SCHMD12754, SCHMD18619, SCHMD27864, SCHMD25667
OG0003486	AMPFI_16158	SCHMD07957
OG0003487	AMPFI_23106	SCHMD10760, SCHMD18700, SCHMD13957, SCHMD27961, SCHMD21467, SCHMD18295, SCHMD14671, SCHMD19024, SCHMD17643, SCHMD25021
OG0003488	AMPFI_07299	SCHMD09112, SCHMD22268
OG0003489	AMPFI_24006	SCHMD27620
OG0003490	AMPFI_22806	SCHMD10202
OG0003491	AMPFI_11101	SCHMD07566
OG0003492	AMPFI_19481, AMPFI_18221, AMPFI_00099	SCHMD17580
OG0003496	AMPFI_21723	SCHMD24551
OG0003496	AMPFI_23368	SCHMD26712, SCHMD21890
OG0003497	AMPFI_04681	SCHMD15701, SCHMD24946, SCHMD25015, SCHMD08702
OG0003498	AMPFI_14554	SCHMD19260
OG0003501	AMPFI_09583	SCHMD02846
OG0003502	AMPFI_22051	SCHMD05683
OG0003503	AMPFI_19098, AMPFI_05344	SCHMD28125, SCHMD12916, SCHMD24525, SCHMD15842, SCHMD08484, SCHMD02285
OG0003504	AMPFI_15622, AMPFI_24432	SCHMD16696, SCHMD18314
OG0003505	AMPFI_07475	SCHMD08229, SCHMD08228
OG0003508	AMPFI_00704, AMPFI_22615	SCHMD00810
OG0003509	AMPFI_07776	SCHMD12054
OG0003511	AMPFI_01623	SCHMD10744
OG0003511	AMPFI_02048	SCHMD10745
OG0003513	AMPFI_21434	SCHMD25986, SCHMD27084
OG0003515	AMPFI_20138	SCHMD16232, SCHMD28533
OG0003516	AMPFI_25715	SCHMD28216
OG0003518	AMPFI_13631	SCHMD05084
OG0003519	AMPFI_10068	SCHMD04577
OG0003520	AMPFI_05023	SCHMD04339
OG0003522	AMPFI_15136	SCHMD02972
OG0003523	AMPFI_07760	SCHMD11219
OG0003524	AMPFI_02059, AMPFI_12429	SCHMD06675
OG0003525	AMPFI_14739, AMPFI_16786, AMPFI_23920, AMPFI_03033	SCHMD26818, SCHMD25303, SCHMD26816
OG0003527	AMPFI_08564	SCHMD19091, SCHMD14510
OG0003527	AMPFI_09571	SCHMD28971
OG0003528	AMPFI_08029	SCHMD21896, SCHMD26214
OG0003530	AMPFI_21595	SCHMD08166
OG0003531	AMPFI_10001	SCHMD02486
OG0003532	AMPFI_24750	SCHMD04373
OG0003533	AMPFI_02269, AMPFI_18447, AMPFI_02287	SCHMD29432, SCHMD23787
OG0003534	AMPFI_09003	SCHMD19910
OG0003539	AMPFI_00975	SCHMD18718, SCHMD20290
OG0003543	AMPFI_24581	SCHMD01295, SCHMD04172
OG0003544	AMPFI_19004, AMPFI_17826	SCHMD22197, SCHMD21841
OG0003545	AMPFI_15023, AMPFI_13578	SCHMD18885, SCHMD15544
OG0003548	AMPFI_24768	SCHMD25865, SCHMD23815
OG0003550	AMPFI_22499, AMPFI_18741	SCHMD01327
OG0003551	AMPFI_07598	SCHMD07949
OG0003552	AMPFI_05955	SCHMD10623, SCHMD08451
OG0003554	AMPFI_22132	SCHMD11710, SCHMD08877
OG0003555	AMPFI_10844, AMPFI_19471	SCHMD03932
OG0003556	AMPFI_08098	SCHMD03452
OG0003557	AMPFI_05440	SCHMD08732
OG0003558	AMPFI_20154	SCHMD04257
OG0003561	AMPFI_06137	SCHMD07358
OG0003562	AMPFI_06538	SCHMD00923
OG0003563	AMPFI_05251	SCHMD07861, SCHMD20547, SCHMD16556, SCHMD03126
OG0003564	AMPFI_08755	SCHMD19445, SCHMD14913
OG0003566	AMPFI_01090	SCHMD26756, SCHMD15301
OG0003567	AMPFI_14197	SCHMD29448, SCHMD14814
OG0003567	AMPFI_22713	SCHMD15008, SCHMD04442
OG0003568	AMPFI_06943	SCHMD15819
OG0003570	AMPFI_06993	SCHMD08962
OG0003571	AMPFI_12433	SCHMD27605, SCHMD01118, SCHMD28102
OG0003573	AMPFI_10938	SCHMD03521
OG0003577	AMPFI_19335	SCHMD10649
OG0003578	AMPFI_08173	SCHMD18628, SCHMD18111, SCHMD04183, SCHMD29593
OG0003579	AMPFI_22532	SCHMD23104, SCHMD29386, SCHMD14562, SCHMD15244
OG0003597	AMPFI_11403	SCHMD07116
OG0003598	AMPFI_08091	SCHMD21244
OG0003599	AMPFI_21824	SCHMD22763
OG0003599	AMPFI_03084	SCHMD21154
OG0003603	AMPFI_14800	SCHMD02011
OG0003604	AMPFI_14560	SCHMD03287
OG0003606	AMPFI_02736	SCHMD17964, SCHMD15106
OG0003607	AMPFI_01035	SCHMD28540
OG0003610	AMPFI_08064	SCHMD10025, SCHMD05007
OG0003611	AMPFI_06217, AMPFI_03674	SCHMD06945, SCHMD08561, SCHMD08562, SCHMD06942, SCHMD06944, SCHMD12203, SCHMD25153
OG0003612	AMPFI_22358, AMPFI_00951	SCHMD05840
OG0003613	AMPFI_14181	SCHMD04176
OG0003615	AMPFI_05633	SCHMD13214
OG0003617	AMPFI_00387	SCHMD19266, SCHMD24604
OG0003618	AMPFI_07271	SCHMD03820
OG0003619	AMPFI_10351	SCHMD13518, SCHMD08597
OG0003620	AMPFI_09860	SCHMD10079, SCHMD29362
OG0003622	AMPFI_21860, AMPFI_12437	SCHMD23632
OG0003624	AMPFI_03514	SCHMD09570
OG0003625	AMPFI_14897	SCHMD19163, SCHMD19678, SCHMD22465
OG0003626	AMPFI_06082	SCHMD06623
OG0003627	AMPFI_04313	SCHMD19934, SCHMD24898
OG0003630	AMPFI_13915	SCHMD00976, SCHMD01074, SCHMD00979
OG0003631	AMPFI_20160	SCHMD10913
OG0003634	AMPFI_00355, AMPFI_24717	SCHMD19789, SCHMD25941
OG0003634	AMPFI_01365	SCHMD27043, SCHMD27044, SCHMD22796, SCHMD23332
OG0003635	AMPFI_15181	SCHMD09927
OG0003636	AMPFI_00213	SCHMD16813
OG0003638	AMPFI_07537	SCHMD08904, SCHMD12994
OG0003639	AMPFI_22785, AMPFI_14707	SCHMD20934
OG0003639	AMPFI_20047	SCHMD16338
OG0003640	AMPFI_16498	SCHMD17587, SCHMD23254, SCHMD22170
OG0003644	AMPFI_06306	SCHMD03638
OG0003646	AMPFI_06564	SCHMD07544, SCHMD07543, SCHMD06515
OG0003647	AMPFI_00053	SCHMD03661, SCHMD03659
OG0003649	AMPFI_09951	SCHMD11460
OG0003651	AMPFI_09243	SCHMD19273, SCHMD24605
OG0003652	AMPFI_10927	SCHMD11274
OG0003653	AMPFI_11406	SCHMD17511, SCHMD11246
OG0003654	AMPFI_17684	SCHMD08972, SCHMD20129, SCHMD08971, SCHMD21219
OG0003655	AMPFI_08590	SCHMD09541
OG0003658	AMPFI_13106	SCHMD16613, SCHMD29667
OG0003659	AMPFI_02966	SCHMD17601, SCHMD11910, SCHMD20716, SCHMD20715
OG0003666	AMPFI_10136	SCHMD02137
OG0003668	AMPFI_07166, AMPFI_05843	SCHMD16966
OG0003669	AMPFI_11157	SCHMD19438
OG0003670	AMPFI_18620	SCHMD27614, SCHMD13168
OG0003671	AMPFI_00179	SCHMD11729, SCHMD10695, SCHMD13674
OG0003672	AMPFI_09980	SCHMD06465, SCHMD13496
OG0003673	AMPFI_02480	SCHMD04574
OG0003674	AMPFI_05762	SCHMD19493, SCHMD21241
OG0003675	AMPFI_08157	SCHMD10343
OG0003676	AMPFI_18881	SCHMD09933
OG0003678	AMPFI_07460	SCHMD18909
OG0003679	AMPFI_07845	SCHMD14973
OG0003682	AMPFI_07578	SCHMD00097
OG0003683	AMPFI_02901	SCHMD16793, SCHMD26976, SCHMD08792, SCHMD08791
OG0003684	AMPFI_25038	SCHMD18035
OG0003685	AMPFI_12477	SCHMD02813
OG0003687	AMPFI_00830	SCHMD06543
OG0003688	AMPFI_03029	SCHMD02218
OG0003690	AMPFI_05747	SCHMD14187, SCHMD29632, SCHMD22946, SCHMD10100, SCHMD01511, SCHMD28775, SCHMD27197
OG0003692	AMPFI_04386, AMPFI_03589	SCHMD07452
OG0003694	AMPFI_08303	SCHMD01774
OG0003695	AMPFI_15699	SCHMD02002
OG0003696	AMPFI_04491, AMPFI_03543	SCHMD10456, SCHMD19979
OG0003698	AMPFI_19011	SCHMD04069
OG0003699	AMPFI_09512	SCHMD25089, SCHMD23737
OG0003701	AMPFI_21477, AMPFI_00012, AMPFI_24465	SCHMD15850
OG0003703	AMPFI_10771	SCHMD03850
OG0003705	AMPFI_23254	SCHMD16984
OG0003706	AMPFI_05005	SCHMD03464, SCHMD03465
OG0003707	AMPFI_09443	SCHMD10936
OG0003708	AMPFI_12625	SCHMD13127
OG0003710	AMPFI_12106, AMPFI_01123	SCHMD01072
OG0003712	AMPFI_04984	SCHMD01556
OG0003713	AMPFI_04283	SCHMD09387
OG0003713	AMPFI_20888	SCHMD09388
OG0003716	AMPFI_04436, AMPFI_02826	SCHMD16362
OG0003717	AMPFI_00073	SCHMD02266
OG0003718	AMPFI_18529	SCHMD19427, SCHMD27978
OG0003720	AMPFI_24923, AMPFI_22323	SCHMD23149, SCHMD11812
OG0003721	AMPFI_08300	SCHMD06738
OG0003722	AMPFI_16876	SCHMD13809
OG0003725	AMPFI_06286	SCHMD27474, SCHMD20596
OG0003728	AMPFI_22309	SCHMD02160
OG0003729	AMPFI_24000	SCHMD20219, SCHMD24815, SCHMD20218, SCHMD23937
OG0003730	AMPFI_06364	SCHMD22255, SCHMD22853, SCHMD11210, SCHMD01639
OG0003731	AMPFI_22155	SCHMD22514
OG0003732	AMPFI_21718	SCHMD03758
OG0003733	AMPFI_15657	SCHMD09106, SCHMD07190, SCHMD09105, SCHMD07189
OG0003734	AMPFI_18672	SCHMD00609
OG0003736	AMPFI_04878	SCHMD07290, SCHMD09291, SCHMD23683, SCHMD09290
OG0003739	AMPFI_04457	SCHMD03999
OG0003740	AMPFI_12630	SCHMD13948, SCHMD17686
OG0003741	AMPFI_21028	SCHMD09441, SCHMD07941
OG0003742	AMPFI_21157	SCHMD03803
OG0003744	AMPFI_11890	SCHMD04258
OG0003749	AMPFI_09561	SCHMD12963, SCHMD26791
OG0003750	AMPFI_19492	SCHMD10740, SCHMD21692
OG0003751	AMPFI_10264	SCHMD29178, SCHMD29232
OG0003755	AMPFI_19354	SCHMD24630
OG0003756	AMPFI_17707	SCHMD16272, SCHMD09193, SCHMD09560
OG0003757	AMPFI_24063	SCHMD25168, SCHMD24254, SCHMD29239
OG0003758	AMPFI_19318	SCHMD10568
OG0003759	AMPFI_06066	SCHMD02168
OG0003764	AMPFI_00088	SCHMD03437
OG0003766	AMPFI_01207	SCHMD22112, SCHMD16522
OG0003767	AMPFI_01797	SCHMD06286
OG0003770	AMPFI_04882	SCHMD25951, SCHMD27241
OG0003771	AMPFI_07160	SCHMD05134
OG0003774	AMPFI_12616	SCHMD05085
OG0003775	AMPFI_21974	SCHMD09392, SCHMD10879, SCHMD08960, SCHMD01376
OG0003776	AMPFI_18606	SCHMD01854
OG0003777	AMPFI_20144	SCHMD09329, SCHMD03918
OG0003778	AMPFI_24942	SCHMD06996
OG0003794	AMPFI_16922	SCHMD05999
OG0003795	AMPFI_09136	SCHMD22731
OG0003798	AMPFI_02948	SCHMD13971, SCHMD04164
OG0003803	AMPFI_12565	SCHMD27722, SCHMD27442
OG0003806	AMPFI_05818	SCHMD21156
OG0003808	AMPFI_14079	SCHMD27875, SCHMD11284
OG0003811	AMPFI_10478	SCHMD22928, SCHMD13669
OG0003812	AMPFI_10138	SCHMD04985
OG0003813	AMPFI_07875	SCHMD01244
OG0003815	AMPFI_12793	SCHMD27290
OG0003815	AMPFI_09900	SCHMD22661, SCHMD08730, SCHMD26116
OG0003818	AMPFI_01575, AMPFI_17759	SCHMD10822, SCHMD17278
OG0003821	AMPFI_03105	SCHMD10138
OG0003825	AMPFI_06918	SCHMD05990
OG0003826	AMPFI_13869	SCHMD18514
OG0003827	AMPFI_21409	SCHMD03936
OG0003828	AMPFI_11909	SCHMD01189, SCHMD27415
OG0003831	AMPFI_12797	SCHMD17115
OG0003833	AMPFI_18982, AMPFI_01803	SCHMD28965
OG0003834	AMPFI_10226	SCHMD01451
OG0003837	AMPFI_17550	SCHMD10162, SCHMD25130
OG0003837	AMPFI_24684	SCHMD17615, SCHMD14383, SCHMD10163
OG0003838	AMPFI_19657	SCHMD05207
OG0003839	AMPFI_07382	SCHMD05702, SCHMD10139
OG0003841	AMPFI_21826	SCHMD14946
OG0003844	AMPFI_14349	SCHMD09963
OG0003845	AMPFI_07956	SCHMD00835
OG0003846	AMPFI_06425	SCHMD06517
OG0003850	AMPFI_10267	SCHMD24952, SCHMD16801
OG0003851	AMPFI_11201, AMPFI_00905	SCHMD05218
OG0003853	AMPFI_21676	SCHMD14514, SCHMD07343
OG0003855	AMPFI_13948	SCHMD17767
OG0003856	AMPFI_08524, AMPFI_02809	SCHMD25122, SCHMD27046, SCHMD07521, SCHMD12531, SCHMD11891
OG0003857	AMPFI_07120	SCHMD05301
OG0003862	AMPFI_24710	SCHMD17392
OG0003863	AMPFI_16528	SCHMD02612
OG0003865	AMPFI_11940	SCHMD10111
OG0003866	AMPFI_14452	SCHMD07937, SCHMD00211
OG0003868	AMPFI_11838	SCHMD15677
OG0003869	AMPFI_17164	SCHMD16637, SCHMD28120, SCHMD25926, SCHMD25661
OG0003871	AMPFI_16112	SCHMD01262
OG0003871	AMPFI_09651	SCHMD01263
OG0003872	AMPFI_14866	SCHMD13742, SCHMD13511
OG0003875	AMPFI_06901	SCHMD07244
OG0003876	AMPFI_22260	SCHMD06770
OG0003877	AMPFI_15725, AMPFI_00796	SCHMD08239
OG0003878	AMPFI_12599	SCHMD04321
OG0003879	AMPFI_04216, AMPFI_06329	SCHMD18366
OG0003881	AMPFI_15319, AMPFI_15320	SCHMD06054, SCHMD03369
OG0003883	AMPFI_12967	SCHMD24582
OG0003884	AMPFI_11418	SCHMD04417
OG0003885	AMPFI_12606	SCHMD09959
OG0003886	AMPFI_05835	SCHMD12038, SCHMD20172, SCHMD12039, SCHMD20171
OG0003887	AMPFI_10957	SCHMD20058, SCHMD18207
OG0003888	AMPFI_11985, AMPFI_01567, AMPFI_13524	SCHMD05192
OG0003891	AMPFI_17693	SCHMD14689
OG0003892	AMPFI_11859, AMPFI_18544	SCHMD07588
OG0003894	AMPFI_18671	SCHMD11863
OG0003896	AMPFI_07056	SCHMD28716
OG0003904	AMPFI_04520	SCHMD00688
OG0003905	AMPFI_11956	SCHMD06966
OG0003905	AMPFI_02600	SCHMD06967, SCHMD06965
OG0003906	AMPFI_11162	SCHMD03168
OG0003909	AMPFI_23809	SCHMD13156
OG0003910	AMPFI_04464	SCHMD16210, SCHMD14670
OG0003911	AMPFI_08416	SCHMD20892
OG0003912	AMPFI_24373	SCHMD04955
OG0003913	AMPFI_21520, AMPFI_15449	SCHMD23758
OG0003914	AMPFI_08353	SCHMD00070
OG0003916	AMPFI_09047	SCHMD05573
OG0003917	AMPFI_16651, AMPFI_15299, AMPFI_01608	SCHMD02873
OG0003918	AMPFI_05529	SCHMD00222
OG0003919	AMPFI_15999	SCHMD16851, SCHMD05912, SCHMD24562, SCHMD24561
OG0003920	AMPFI_25048	SCHMD03027
OG0003921	AMPFI_13490	SCHMD06689
OG0003923	AMPFI_15048	SCHMD25596, SCHMD09715
OG0003925	AMPFI_08582	SCHMD25912, SCHMD09602
OG0003929	AMPFI_10054	SCHMD11401, SCHMD06539
OG0003930	AMPFI_07230	SCHMD03275
OG0003931	AMPFI_26056	SCHMD03615
OG0003933	AMPFI_24509	SCHMD23983
OG0003934	AMPFI_16560	SCHMD00793
OG0003936	AMPFI_12668, AMPFI_09358	SCHMD01877
OG0003938	AMPFI_22623	SCHMD19197
OG0003939	AMPFI_06063	SCHMD05579
OG0003940	AMPFI_19837	SCHMD08843, SCHMD24023, SCHMD25474, SCHMD06407
OG0003941	AMPFI_17393, AMPFI_15479	SCHMD07685
OG0003944	AMPFI_07557	SCHMD10666
OG0003945	AMPFI_08691	SCHMD04737
OG0003946	AMPFI_00888	SCHMD19360, SCHMD00465
OG0003947	AMPFI_23175	SCHMD06484
OG0003950	AMPFI_25875	SCHMD13868, SCHMD23437, SCHMD13869
OG0003951	AMPFI_11617	SCHMD04397
OG0003953	AMPFI_19332	SCHMD22038
OG0003954	AMPFI_06716	SCHMD06088
OG0003955	AMPFI_11128	SCHMD06589
OG0003956	AMPFI_23119, AMPFI_23118	SCHMD07488
OG0003958	AMPFI_00232	SCHMD13631, SCHMD28091
OG0003961	AMPFI_06314	SCHMD04675
OG0003963	AMPFI_00653	SCHMD25554, SCHMD11295, SCHMD09659, SCHMD03533, SCHMD15614, SCHMD06790, SCHMD15414, SCHMD24139, SCHMD07934, SCHMD03234, SCHMD11998, SCHMD12725, SCHMD14231, SCHMD10175, SCHMD09814, SCHMD10351, SCHMD15125, SCHMD25013, SCHMD18943, SCHMD09901, SCHMD11186, SCHMD06642, SCHMD26314, SCHMD02136, SCHMD10464, SCHMD12446, SCHMD05220, SCHMD24388, SCHMD01170, SCHMD13959, SCHMD18218, SCHMD00820, SCHMD25703
OG0003965	AMPFI_04828	SCHMD22279, SCHMD23593, SCHMD11100, SCHMD22031
OG0003968	AMPFI_06736	SCHMD20971, SCHMD24367
OG0003969	AMPFI_07721	SCHMD08592
OG0003972	AMPFI_15565	SCHMD13668
OG0003973	AMPFI_20438	SCHMD06454
OG0003998	AMPFI_02502, AMPFI_02531, AMPFI_05249, AMPFI_09969	SCHMD17536, SCHMD17537
OG0004000	AMPFI_21623, AMPFI_16405, AMPFI_21863	SCHMD05012
OG0004002	AMPFI_02137	SCHMD02849
OG0004004	AMPFI_09791	SCHMD03887, SCHMD03888
OG0004007	AMPFI_00209	SCHMD27653
OG0004009	AMPFI_12935	SCHMD12539
OG0004010	AMPFI_15924	SCHMD12662, SCHMD11857
OG0004012	AMPFI_11587	SCHMD08012, SCHMD16333
OG0004015	AMPFI_12276	SCHMD06396
OG0004016	AMPFI_20165	SCHMD25202, SCHMD17931
OG0004016	AMPFI_03659	SCHMD26981
OG0004017	AMPFI_05329, AMPFI_16787	SCHMD27630
OG0004018	AMPFI_23571	SCHMD09657
OG0004021	AMPFI_13532	SCHMD12686
OG0004023	AMPFI_19933	SCHMD07791
OG0004025	AMPFI_13676, AMPFI_23617	SCHMD25773
OG0004027	AMPFI_22283	SCHMD07935
OG0004028	AMPFI_10335	SCHMD03770
OG0004029	AMPFI_00310, AMPFI_16894, AMPFI_17990, AMPFI_10197	SCHMD25820
OG0004030	AMPFI_22173	SCHMD13880, SCHMD26900
OG0004032	AMPFI_18750	SCHMD08571
OG0004033	AMPFI_03927	SCHMD06585
OG0004035	AMPFI_24745	SCHMD24932, SCHMD26490, SCHMD22875, SCHMD15041, SCHMD16000
OG0004036	AMPFI_19780	SCHMD07559, SCHMD09846
OG0004037	AMPFI_03972	SCHMD06653
OG0004039	AMPFI_01095, AMPFI_04352	SCHMD22311
OG0004040	AMPFI_23302	SCHMD09208
OG0004042	AMPFI_16992	SCHMD14638, SCHMD14606, SCHMD28829, SCHMD17629, SCHMD24833, SCHMD19159, SCHMD11836
OG0004043	AMPFI_09709	SCHMD00046
OG0004044	AMPFI_00282	SCHMD16907
OG0004047	AMPFI_19469	SCHMD07813
OG0004048	AMPFI_12579	SCHMD05765
OG0004051	AMPFI_17845	SCHMD05269, SCHMD18831
OG0004052	AMPFI_05448	SCHMD01378
OG0004053	AMPFI_17533	SCHMD09663
OG0004054	AMPFI_08608	SCHMD03170
OG0004056	AMPFI_02644, AMPFI_12573	SCHMD06405
OG0004059	AMPFI_10187	SCHMD09347, SCHMD09893, SCHMD09894, SCHMD09348, SCHMD09349
OG0004060	AMPFI_14285	SCHMD16682, SCHMD21120, SCHMD16351
OG0004064	AMPFI_07536	SCHMD03370
OG0004065	AMPFI_19408	SCHMD04935
OG0004066	AMPFI_11470	SCHMD01420
OG0004067	AMPFI_09979	SCHMD19651, SCHMD28348, SCHMD27778, SCHMD22879
OG0004068	AMPFI_18859	SCHMD04738
OG0004069	AMPFI_11248	SCHMD07928
OG0004071	AMPFI_07328	SCHMD06667
OG0004072	AMPFI_04941	SCHMD07982
OG0004073	AMPFI_25607	SCHMD18804
OG0004076	AMPFI_08732	SCHMD19802
OG0004078	AMPFI_16143	SCHMD08036
OG0004079	AMPFI_22149	SCHMD22313, SCHMD19146
OG0004080	AMPFI_07191	SCHMD18517
OG0004081	AMPFI_07325	SCHMD03804
OG0004083	AMPFI_23993, AMPFI_01827, AMPFI_03305, AMPFI_21612, AMPFI_04296	SCHMD05538
OG0004084	AMPFI_15041	SCHMD13360
OG0004085	AMPFI_10044	SCHMD20233
OG0004087	AMPFI_07453	SCHMD13153, SCHMD13154
OG0004090	AMPFI_22810	SCHMD19142
OG0004091	AMPFI_15165	SCHMD20986, SCHMD10374
OG0004092	AMPFI_06912	SCHMD01973
OG0004094	AMPFI_05712	SCHMD10011
OG0004096	AMPFI_17501	SCHMD01632
OG0004097	AMPFI_07052	SCHMD00017
OG0004099	AMPFI_13965	SCHMD07433
OG0004100	AMPFI_19382	SCHMD16101, SCHMD17395, SCHMD01145
OG0004101	AMPFI_18949	SCHMD01669
OG0004102	AMPFI_15461	SCHMD16352
OG0004103	AMPFI_17250, AMPFI_04569	SCHMD06708, SCHMD03618
OG0004105	AMPFI_00050	SCHMD08794, SCHMD16310
OG0004106	AMPFI_09128	SCHMD07276, SCHMD19640
OG0004107	AMPFI_09933	SCHMD01035
OG0004108	AMPFI_11075	SCHMD06834
OG0004110	AMPFI_12307	SCHMD03573
OG0004112	AMPFI_03998, AMPFI_17086, AMPFI_15301	SCHMD04301
OG0004113	AMPFI_14558, AMPFI_10578	SCHMD09954, SCHMD11157
OG0004114	AMPFI_07189	SCHMD11428
OG0004115	AMPFI_13715	SCHMD08639
OG0004116	AMPFI_14003	SCHMD22991, SCHMD19169
OG0004119	AMPFI_07138	SCHMD24339, SCHMD11856
OG0004120	AMPFI_07749	SCHMD02931
OG0004121	AMPFI_19218	SCHMD00644
OG0004122	AMPFI_02482	SCHMD09920
OG0004123	AMPFI_13800, AMPFI_02624	SCHMD24840
OG0004124	AMPFI_07154	SCHMD09788
OG0004125	AMPFI_01741	SCHMD03017
OG0004126	AMPFI_16862	SCHMD18874, SCHMD24485, SCHMD09907, SCHMD21126
OG0004127	AMPFI_23987	SCHMD14115
OG0004128	AMPFI_01941	SCHMD29366
OG0004130	AMPFI_17105	SCHMD26247, SCHMD12578, SCHMD28132
OG0004133	AMPFI_00729	SCHMD08788
OG0004134	AMPFI_11318	SCHMD18880, SCHMD19479, SCHMD15281, SCHMD12962
OG0004136	AMPFI_23022, AMPFI_00272	SCHMD21074, SCHMD14863
OG0004137	AMPFI_22552, AMPFI_04601, AMPFI_01476	SCHMD09676
OG0004138	AMPFI_07073	SCHMD22519, SCHMD21342
OG0004142	AMPFI_18239	SCHMD08558
OG0004144	AMPFI_12498, AMPFI_08519, AMPFI_23218	SCHMD02257, SCHMD25096, SCHMD15057
OG0004145	AMPFI_03194	SCHMD20449, SCHMD23522, SCHMD01552
OG0004147	AMPFI_22254	SCHMD09010
OG0004148	AMPFI_12585	SCHMD06808
OG0004150	AMPFI_21548	SCHMD13651, SCHMD25175
OG0004150	AMPFI_13804	SCHMD13649
OG0004151	AMPFI_00134	SCHMD05147, SCHMD20113
OG0004153	AMPFI_22147	SCHMD07819, SCHMD03631
OG0004154	AMPFI_13478	SCHMD06235
OG0004155	AMPFI_20414, AMPFI_01448	SCHMD21190
OG0004157	AMPFI_19370	SCHMD05878
OG0004158	AMPFI_07649	SCHMD07419
OG0004161	AMPFI_14248, AMPFI_05464	SCHMD08136
OG0004164	AMPFI_05757	SCHMD24669, SCHMD09145
OG0004166	AMPFI_19424	SCHMD16044
OG0004167	AMPFI_24252, AMPFI_22854	SCHMD10205
OG0004168	AMPFI_12418	SCHMD15882, SCHMD09578, SCHMD12788, SCHMD11665
OG0004169	AMPFI_09723	SCHMD20780
OG0004171	AMPFI_05713	SCHMD02047, SCHMD02605, SCHMD02048
OG0004173	AMPFI_02329, AMPFI_00466, AMPFI_24467, AMPFI_24431, AMPFI_10098, AMPFI_17624, AMPFI_18036, AMPFI_08052, AMPFI_01940, AMPFI_20240, AMPFI_15309, AMPFI_15308, AMPFI_02573, AMPFI_14314, AMPFI_22850, AMPFI_02771, AMPFI_18537, AMPFI_11824, AMPFI_24602, AMPFI_21313, AMPFI_04504, AMPFI_19847, AMPFI_19787, AMPFI_22148, AMPFI_10099, AMPFI_16567, AMPFI_19498, AMPFI_20729, AMPFI_13468, AMPFI_22567, AMPFI_20971, AMPFI_17851, AMPFI_01891, AMPFI_16586, AMPFI_02552	SCHMD01271
OG0004176	AMPFI_01331, AMPFI_23021	SCHMD15010
OG0004178	AMPFI_03249	SCHMD09644, SCHMD15102
OG0004179	AMPFI_06442	SCHMD00790
OG0004181	AMPFI_10263	SCHMD09842
OG0004186	AMPFI_18492	SCHMD22129
OG0004188	AMPFI_24196	SCHMD11027
OG0004190	AMPFI_25836	SCHMD02151, SCHMD21121, SCHMD26044, SCHMD02152, SCHMD02153
OG0004215	AMPFI_05972	SCHMD23456, SCHMD09930
OG0004216	AMPFI_02909	SCHMD19294, SCHMD21480, SCHMD13603, SCHMD15045
OG0004217	AMPFI_11613	SCHMD15443
OG0004219	AMPFI_05687	SCHMD02021
OG0004220	AMPFI_06135	SCHMD00817, SCHMD15893, SCHMD24221, SCHMD00816
OG0004222	AMPFI_22508	SCHMD02604
OG0004223	AMPFI_14106, AMPFI_14107	SCHMD04451
OG0004227	AMPFI_07234	SCHMD11794, SCHMD14206
OG0004228	AMPFI_24494	SCHMD22945
OG0004229	AMPFI_04684	SCHMD20367, SCHMD19492
OG0004230	AMPFI_16103	SCHMD12329, SCHMD13516
OG0004231	AMPFI_06317, AMPFI_24209	SCHMD18343, SCHMD20951
OG0004232	AMPFI_18466	SCHMD02245
OG0004233	AMPFI_05856	SCHMD23521
OG0004235	AMPFI_18111	SCHMD00900
OG0004236	AMPFI_18952	SCHMD13419, SCHMD19318
OG0004239	AMPFI_05780	SCHMD04162
OG0004239	AMPFI_05779	SCHMD06094
OG0004240	AMPFI_18787	SCHMD15203, SCHMD12624
OG0004241	AMPFI_24897	SCHMD20634, SCHMD15365
OG0004243	AMPFI_10050	SCHMD02806
OG0004244	AMPFI_25390	SCHMD04165
OG0004246	AMPFI_08562	SCHMD25240, SCHMD27704
OG0004247	AMPFI_09617	SCHMD10596
OG0004249	AMPFI_13244	SCHMD22417, SCHMD22418, SCHMD16976
OG0004250	AMPFI_12407	SCHMD12623
OG0004251	AMPFI_12152, AMPFI_09987	SCHMD08633
OG0004252	AMPFI_09692	SCHMD02811
OG0004253	AMPFI_11137	SCHMD09205
OG0004254	AMPFI_23528, AMPFI_05020	SCHMD07480
OG0004255	AMPFI_05607	SCHMD00865
OG0004257	AMPFI_12483	SCHMD08129
OG0004258	AMPFI_04576	SCHMD13120, SCHMD23840
OG0004259	AMPFI_05436	SCHMD18232
OG0004260	AMPFI_03269	SCHMD23376
OG0004261	AMPFI_09942	SCHMD16623
OG0004262	AMPFI_15895	SCHMD16537
OG0004263	AMPFI_19144	SCHMD09819, SCHMD22299, SCHMD18530, SCHMD18529
OG0004265	AMPFI_24112, AMPFI_22206	SCHMD14398
