Orthogroup	AMPFI_ok	LYTVA_ok
OG0003651	AMPFI_09243	LYTVA_17096
OG0003652	AMPFI_10927	LYTVA_28066
OG0003653	AMPFI_11406	LYTVA_15915
OG0003654	AMPFI_17684	LYTVA_07082
OG0003655	AMPFI_08590	LYTVA_23764
OG0003656	AMPFI_15780	LYTVA_05217
OG0003658	AMPFI_13106	LYTVA_02606
OG0003660	AMPFI_24383, AMPFI_21513	LYTVA_24357
OG0003660	AMPFI_24288	LYTVA_24356
OG0003661	AMPFI_09102	LYTVA_05212
OG0003662	AMPFI_13941	LYTVA_07996
OG0003664	AMPFI_25223	LYTVA_05022
OG0003665	AMPFI_01410	LYTVA_24002, LYTVA_20570, LYTVA_22013, LYTVA_13004, LYTVA_23792
OG0003666	AMPFI_10136	LYTVA_14443
OG0003668	AMPFI_07166	LYTVA_23185
OG0003669	AMPFI_11157	LYTVA_20979, LYTVA_00369
OG0003670	AMPFI_20733, AMPFI_02015, AMPFI_17913, AMPFI_18620	LYTVA_04322
OG0003671	AMPFI_00179	LYTVA_20433
OG0003672	AMPFI_09980	LYTVA_28748
OG0003673	AMPFI_11970	LYTVA_13493
OG0003675	AMPFI_08157	LYTVA_28295
OG0003676	AMPFI_18881	LYTVA_11057
OG0003677	AMPFI_07661	LYTVA_29925
OG0003678	AMPFI_07460	LYTVA_13504
OG0003680	AMPFI_09842	LYTVA_20499
OG0003682	AMPFI_07578	LYTVA_10459
OG0003683	AMPFI_02901	LYTVA_14128
OG0003684	AMPFI_16180	LYTVA_15283
OG0003684	AMPFI_25038	LYTVA_08637, LYTVA_01162
OG0003685	AMPFI_12477	LYTVA_22072
OG0003686	AMPFI_07985	LYTVA_11888, LYTVA_24636
OG0003688	AMPFI_03029	LYTVA_24642
OG0003690	AMPFI_05747	LYTVA_15125
OG0003691	AMPFI_11092	LYTVA_02127, LYTVA_21295
OG0003692	AMPFI_03589	LYTVA_16704
OG0003693	AMPFI_02553	LYTVA_10292
OG0003694	AMPFI_08303	LYTVA_21490
OG0003695	AMPFI_15699	LYTVA_08219
OG0003696	AMPFI_03543	LYTVA_10724
OG0003697	AMPFI_11115	LYTVA_24825
OG0003698	AMPFI_19011	LYTVA_00450
OG0003699	AMPFI_24416	LYTVA_20622
OG0003699	AMPFI_09512	LYTVA_20603
OG0003700	AMPFI_09947	LYTVA_05846
OG0003701	AMPFI_21477	LYTVA_00297
OG0003701	AMPFI_24465	LYTVA_00298
OG0003702	AMPFI_15283	LYTVA_26668
OG0003703	AMPFI_10771	LYTVA_15204, LYTVA_25249
OG0003704	AMPFI_14195	LYTVA_22078
OG0003705	AMPFI_23254	LYTVA_23338
OG0003706	AMPFI_05005	LYTVA_04360
OG0003707	AMPFI_07583	LYTVA_00064
OG0003708	AMPFI_12625	LYTVA_24117, LYTVA_25700
OG0003709	AMPFI_06172	LYTVA_22117
OG0003710	AMPFI_12106, AMPFI_01123	LYTVA_01367
OG0003711	AMPFI_12979	LYTVA_04221
OG0003712	AMPFI_04984	LYTVA_13640
OG0003713	AMPFI_04283	LYTVA_06866, LYTVA_18223
OG0003715	AMPFI_07207, AMPFI_12007, AMPFI_13868	LYTVA_10003
OG0003716	AMPFI_04436	LYTVA_00505
OG0003717	AMPFI_00073	LYTVA_24800
OG0003718	AMPFI_18529	LYTVA_22052
OG0003719	AMPFI_04202	LYTVA_16501
OG0003721	AMPFI_08300	LYTVA_29839
OG0003722	AMPFI_16876	LYTVA_09208, LYTVA_00262
OG0003723	AMPFI_00551	LYTVA_28611, LYTVA_17747, LYTVA_28610
OG0003724	AMPFI_09411	LYTVA_28771
OG0003725	AMPFI_06286	LYTVA_16331
OG0003727	AMPFI_09286	LYTVA_28311
OG0003728	AMPFI_22309	LYTVA_22235
OG0003729	AMPFI_24000	LYTVA_20503
OG0003730	AMPFI_06364	LYTVA_17088
OG0003731	AMPFI_22155	LYTVA_05810
OG0003732	AMPFI_21718	LYTVA_25663
OG0003733	AMPFI_08970	LYTVA_13502
OG0003734	AMPFI_18672	LYTVA_19044, LYTVA_23146
OG0003735	AMPFI_19574	LYTVA_28003
OG0003736	AMPFI_04878	LYTVA_01263
OG0003738	AMPFI_15996	LYTVA_24822
OG0003739	AMPFI_04457	LYTVA_20011
OG0003740	AMPFI_12630	LYTVA_26296, LYTVA_17293, LYTVA_16340
OG0003741	AMPFI_21028	LYTVA_18369
OG0003742	AMPFI_17579, AMPFI_21157	LYTVA_26372
OG0003743	AMPFI_21068	LYTVA_26127, LYTVA_26126
OG0003744	AMPFI_11890	LYTVA_06947
OG0003749	AMPFI_09561	LYTVA_18850
OG0003750	AMPFI_19492	LYTVA_02287, LYTVA_01689
OG0003751	AMPFI_10264	LYTVA_13457
OG0003752	AMPFI_09468	LYTVA_01820
OG0003754	AMPFI_09209	LYTVA_22465
OG0003757	AMPFI_01345, AMPFI_04347, AMPFI_14584, AMPFI_24063	LYTVA_09213
OG0003758	AMPFI_19318	LYTVA_17109
OG0003759	AMPFI_06066	LYTVA_26967
OG0003760	AMPFI_08456	LYTVA_30090, LYTVA_22219
OG0003762	AMPFI_16490	LYTVA_17274
OG0003763	AMPFI_20405	LYTVA_14715
OG0003764	AMPFI_00088	LYTVA_17144, LYTVA_11016
OG0003766	AMPFI_01207	LYTVA_05953
OG0003768	AMPFI_04126	LYTVA_10063, LYTVA_22080, LYTVA_22079
OG0003769	AMPFI_04434	LYTVA_18678
OG0003771	AMPFI_07160	LYTVA_28045
OG0003772	AMPFI_07478	LYTVA_21676
OG0003773	AMPFI_10699	LYTVA_22099, LYTVA_08704
OG0003774	AMPFI_12616	LYTVA_19451
OG0003775	AMPFI_21974, AMPFI_24851	LYTVA_08825
OG0003777	AMPFI_20144	LYTVA_21729
OG0003778	AMPFI_24942	LYTVA_11821
OG0003795	AMPFI_09136	LYTVA_13836
OG0003798	AMPFI_02948	LYTVA_21450
OG0003803	AMPFI_12565	LYTVA_17645
OG0003805	AMPFI_04647	LYTVA_08750, LYTVA_30130
OG0003806	AMPFI_05818	LYTVA_30001
OG0003807	AMPFI_03351	LYTVA_29933
OG0003808	AMPFI_14079	LYTVA_19229
OG0003809	AMPFI_02614, AMPFI_04031	LYTVA_25226
OG0003810	AMPFI_19950, AMPFI_15636	LYTVA_17312, LYTVA_08092
OG0003811	AMPFI_10478	LYTVA_01732
OG0003813	AMPFI_07875	LYTVA_00532
OG0003815	AMPFI_05813	LYTVA_02151, LYTVA_28747
OG0003817	AMPFI_00947	LYTVA_01137
OG0003818	AMPFI_17759	LYTVA_09712
OG0003819	AMPFI_22880	LYTVA_15964
OG0003820	AMPFI_00186, AMPFI_03526, AMPFI_17489	LYTVA_01468, LYTVA_10818, LYTVA_04218
OG0003821	AMPFI_03105	LYTVA_01898
OG0003822	AMPFI_04513	LYTVA_18069, LYTVA_07129, LYTVA_05410
OG0003823	AMPFI_06889	LYTVA_28299
OG0003824	AMPFI_06085	LYTVA_20107, LYTVA_06706
OG0003825	AMPFI_06918	LYTVA_25095, LYTVA_25100
OG0003827	AMPFI_21409	LYTVA_03265
OG0003828	AMPFI_11909	LYTVA_13423
OG0003829	AMPFI_00127, AMPFI_00025	LYTVA_18420
OG0003830	AMPFI_07093	LYTVA_12482, LYTVA_28846
OG0003831	AMPFI_12797	LYTVA_24443
OG0003832	AMPFI_20517	LYTVA_05086
OG0003833	AMPFI_18982	LYTVA_27868, LYTVA_23190
OG0003834	AMPFI_10226	LYTVA_28662
OG0003836	AMPFI_14280	LYTVA_24859
OG0003837	AMPFI_24684	LYTVA_29929
OG0003838	AMPFI_19657	LYTVA_17094
OG0003840	AMPFI_23271	LYTVA_04824
OG0003841	AMPFI_21826	LYTVA_09880
OG0003844	AMPFI_14349	LYTVA_23802
OG0003845	AMPFI_07956	LYTVA_09006
OG0003846	AMPFI_06425	LYTVA_03898
OG0003848	AMPFI_17686, AMPFI_23978	LYTVA_12543
OG0003850	AMPFI_10267	LYTVA_06404
OG0003851	AMPFI_16652	LYTVA_26448
OG0003852	AMPFI_10208	LYTVA_02920
OG0003853	AMPFI_21676	LYTVA_09397
OG0003854	AMPFI_03224	LYTVA_16966
OG0003855	AMPFI_20260	LYTVA_19474
OG0003856	AMPFI_08524	LYTVA_25797
OG0003857	AMPFI_07120	LYTVA_25796
OG0003858	AMPFI_00370	LYTVA_01327, LYTVA_27055
OG0003860	AMPFI_12427	LYTVA_18534
OG0003861	AMPFI_02803	LYTVA_09141
OG0003863	AMPFI_16528	LYTVA_25098
OG0003864	AMPFI_13775	LYTVA_16744
OG0003865	AMPFI_11940	LYTVA_06719, LYTVA_29186
OG0003866	AMPFI_14452	LYTVA_29703
OG0003867	AMPFI_17746	LYTVA_19438
OG0003868	AMPFI_11838	LYTVA_16042
OG0003869	AMPFI_17164	LYTVA_12197
OG0003870	AMPFI_05899	LYTVA_09623, LYTVA_02604
OG0003871	AMPFI_09651	LYTVA_29042
OG0003873	AMPFI_09750	LYTVA_12402
OG0003876	AMPFI_22260	LYTVA_08885
OG0003877	AMPFI_15725, AMPFI_00796	LYTVA_07189, LYTVA_05818
OG0003878	AMPFI_12599	LYTVA_06775, LYTVA_04340
OG0003879	AMPFI_04216, AMPFI_06329	LYTVA_26740
OG0003880	AMPFI_08957	LYTVA_19965
OG0003881	AMPFI_15319, AMPFI_15320	LYTVA_02265
OG0003883	AMPFI_12967	LYTVA_29680
OG0003884	AMPFI_11418	LYTVA_04955
OG0003885	AMPFI_12606	LYTVA_22856
OG0003886	AMPFI_05835	LYTVA_00295
OG0003887	AMPFI_10957	LYTVA_04461
OG0003888	AMPFI_01567	LYTVA_27229, LYTVA_07798
OG0003890	AMPFI_14577	LYTVA_19129, LYTVA_23306
OG0003892	AMPFI_18544	LYTVA_28820
OG0003893	AMPFI_02785	LYTVA_17888, LYTVA_12620
OG0003893	AMPFI_26011	LYTVA_25794
OG0003893	AMPFI_15310	LYTVA_09128
OG0003894	AMPFI_18671	LYTVA_30206
OG0003898	AMPFI_09375	LYTVA_08754
OG0003899	AMPFI_00789	LYTVA_01604
OG0003900	AMPFI_23235	LYTVA_00171, LYTVA_09089
OG0003902	AMPFI_14257	LYTVA_17636
OG0003903	AMPFI_19280	LYTVA_02947, LYTVA_14426
OG0003904	AMPFI_04520	LYTVA_08407
OG0003905	AMPFI_11955	LYTVA_18579, LYTVA_24090
OG0003905	AMPFI_11956	LYTVA_11778
OG0003906	AMPFI_11162	LYTVA_00896
OG0003907	AMPFI_00935	LYTVA_27049
OG0003909	AMPFI_23810	LYTVA_09021
OG0003910	AMPFI_04464	LYTVA_15956
OG0003911	AMPFI_08416	LYTVA_13769
OG0003912	AMPFI_24373	LYTVA_20384
OG0003913	AMPFI_21191	LYTVA_01876, LYTVA_18035, LYTVA_17952
OG0003913	AMPFI_21520, AMPFI_15449	LYTVA_20575
OG0003914	AMPFI_08353	LYTVA_00538
OG0003915	AMPFI_10789	LYTVA_03286, LYTVA_20325
OG0003917	AMPFI_16651	LYTVA_26563
OG0003917	AMPFI_01608	LYTVA_13069
OG0003918	AMPFI_05529	LYTVA_03867
OG0003919	AMPFI_15999	LYTVA_25024
OG0003920	AMPFI_25048	LYTVA_03736
OG0003921	AMPFI_13490	LYTVA_29296
OG0003922	AMPFI_02773	LYTVA_21766, LYTVA_20004
OG0003923	AMPFI_15048	LYTVA_19351
OG0003924	AMPFI_14060	LYTVA_21825
OG0003925	AMPFI_08582	LYTVA_23157
OG0003927	AMPFI_25825	LYTVA_09499, LYTVA_12096
OG0003928	AMPFI_01023	LYTVA_03987
OG0003930	AMPFI_07230	LYTVA_25579, LYTVA_23488
OG0003931	AMPFI_26056	LYTVA_22630
OG0003932	AMPFI_10182	LYTVA_00352, LYTVA_14590
OG0003932	AMPFI_23012	LYTVA_16689
OG0003933	AMPFI_24509	LYTVA_22915
OG0003936	AMPFI_09358	LYTVA_03319
OG0003937	AMPFI_09658	LYTVA_23787
OG0003938	AMPFI_22623	LYTVA_07799
OG0003939	AMPFI_06063	LYTVA_03990, LYTVA_08883
OG0003940	AMPFI_19837	LYTVA_05716, LYTVA_21871
OG0003941	AMPFI_17393, AMPFI_15479	LYTVA_23045
OG0003942	AMPFI_14927	LYTVA_19868, LYTVA_04089
OG0003943	AMPFI_08179	LYTVA_15855, LYTVA_00687
OG0003945	AMPFI_08691	LYTVA_00843
OG0003946	AMPFI_00888	LYTVA_00597
OG0003947	AMPFI_23175	LYTVA_21166
OG0003948	AMPFI_09703	LYTVA_00599
OG0003949	AMPFI_12679	LYTVA_06512, LYTVA_01213
OG0003953	AMPFI_19332	LYTVA_25899
OG0003954	AMPFI_06716	LYTVA_08587
OG0003956	AMPFI_23119	LYTVA_03157
OG0003956	AMPFI_23118	LYTVA_03160
OG0003957	AMPFI_08683	LYTVA_04850
OG0003958	AMPFI_00232	LYTVA_10240
OG0003961	AMPFI_06314	LYTVA_18404
OG0003962	AMPFI_16905	LYTVA_27585
OG0003966	AMPFI_05727	LYTVA_08371
OG0003967	AMPFI_05943, AMPFI_08131	LYTVA_21341
OG0003968	AMPFI_06736	LYTVA_18737
OG0003970	AMPFI_07812	LYTVA_27881
OG0003971	AMPFI_14528	LYTVA_12905
OG0003972	AMPFI_15565	LYTVA_26756
OG0003996	AMPFI_02858	LYTVA_29090, LYTVA_02739
OG0003996	AMPFI_08068	LYTVA_06683
OG0003996	AMPFI_22067	LYTVA_12452, LYTVA_00720, LYTVA_29089
OG0003997	AMPFI_23015	LYTVA_01733
OG0003997	AMPFI_13806, AMPFI_18937	LYTVA_15918
OG0003998	AMPFI_05249	LYTVA_04462
OG0004002	AMPFI_02137	LYTVA_14687
OG0004003	AMPFI_04742	LYTVA_16588
OG0004004	AMPFI_09791	LYTVA_12647
OG0004006	AMPFI_00872	LYTVA_15287
OG0004007	AMPFI_00209	LYTVA_16332
OG0004008	AMPFI_04776, AMPFI_18488	LYTVA_24790
OG0004008	AMPFI_03876, AMPFI_25037	LYTVA_15993
OG0004009	AMPFI_12935	LYTVA_27360
OG0004010	AMPFI_15924	LYTVA_19108, LYTVA_14826
OG0004011	AMPFI_07886	LYTVA_07133
OG0004012	AMPFI_11587	LYTVA_26169
OG0004013	AMPFI_07165	LYTVA_06656
OG0004014	AMPFI_09780	LYTVA_29701
OG0004015	AMPFI_12276	LYTVA_14499
OG0004016	AMPFI_07732	LYTVA_04982
OG0004017	AMPFI_16787	LYTVA_26976
OG0004018	AMPFI_23571	LYTVA_07907
OG0004019	AMPFI_04656	LYTVA_11599
OG0004019	AMPFI_20503	LYTVA_11549
OG0004020	AMPFI_05398	LYTVA_26573, LYTVA_14344
OG0004021	AMPFI_13532	LYTVA_07062, LYTVA_20594
OG0004022	AMPFI_19771	LYTVA_29080, LYTVA_06465
OG0004023	AMPFI_19933, AMPFI_24548	LYTVA_16983
OG0004024	AMPFI_25945	LYTVA_08882
OG0004025	AMPFI_23617	LYTVA_06115
OG0004026	AMPFI_00130	LYTVA_06612
OG0004028	AMPFI_10335	LYTVA_25968
OG0004029	AMPFI_16894	LYTVA_07988
OG0004030	AMPFI_22173	LYTVA_13149
OG0004031	AMPFI_05716	LYTVA_19098
OG0004034	AMPFI_05228	LYTVA_01415, LYTVA_13108
OG0004035	AMPFI_24745	LYTVA_24098
OG0004036	AMPFI_19780	LYTVA_28065
OG0004037	AMPFI_03972	LYTVA_20546
OG0004039	AMPFI_13108	LYTVA_09633, LYTVA_14370
OG0004040	AMPFI_23302	LYTVA_03042
OG0004042	AMPFI_16992	LYTVA_08337
OG0004043	AMPFI_09709	LYTVA_08636
OG0004044	AMPFI_00282	LYTVA_04278
OG0004045	AMPFI_08610	LYTVA_00602
OG0004047	AMPFI_19469	LYTVA_22628
OG0004048	AMPFI_12579	LYTVA_16472
OG0004049	AMPFI_07284	LYTVA_25674
OG0004050	AMPFI_16794	LYTVA_19754
OG0004052	AMPFI_05448	LYTVA_04921
OG0004053	AMPFI_17533	LYTVA_05254
OG0004055	AMPFI_10976	LYTVA_23038
OG0004057	AMPFI_09381	LYTVA_23851, LYTVA_02242
OG0004058	AMPFI_08684	LYTVA_12297, LYTVA_07409
OG0004059	AMPFI_10187	LYTVA_13931
OG0004060	AMPFI_14285	LYTVA_13733
OG0004061	AMPFI_10286	LYTVA_04703, LYTVA_20063
OG0004063	AMPFI_25939	LYTVA_25472
OG0004064	AMPFI_07536	LYTVA_00970
OG0004065	AMPFI_19408	LYTVA_23835, LYTVA_06332
OG0004066	AMPFI_11470	LYTVA_26929
OG0004067	AMPFI_09979	LYTVA_14146
OG0004068	AMPFI_18859	LYTVA_11542
OG0004069	AMPFI_11248	LYTVA_15685
OG0004070	AMPFI_16812	LYTVA_08824
OG0004071	AMPFI_07328	LYTVA_15303
OG0004072	AMPFI_04941	LYTVA_02954
OG0004073	AMPFI_04508	LYTVA_02075, LYTVA_02074
OG0004074	AMPFI_16175	LYTVA_08586
OG0004076	AMPFI_08732	LYTVA_03921
OG0004077	AMPFI_24197	LYTVA_26904
OG0004078	AMPFI_16143	LYTVA_09313
OG0004079	AMPFI_22149	LYTVA_06671
OG0004080	AMPFI_07191	LYTVA_29208
OG0004081	AMPFI_07325	LYTVA_02736
OG0004082	AMPFI_08776	LYTVA_06311, LYTVA_06309
OG0004083	AMPFI_21612, AMPFI_04296	LYTVA_21834, LYTVA_13777
OG0004084	AMPFI_15041	LYTVA_18649
OG0004085	AMPFI_10044	LYTVA_08513, LYTVA_28587
OG0004086	AMPFI_24999	LYTVA_19945
OG0004087	AMPFI_07453	LYTVA_06772
OG0004088	AMPFI_17660, AMPFI_14733, AMPFI_18658	LYTVA_28769, LYTVA_03836
OG0004089	AMPFI_00735	LYTVA_20890, LYTVA_05104
OG0004090	AMPFI_22810	LYTVA_01996
OG0004091	AMPFI_15165	LYTVA_09473
OG0004092	AMPFI_06912	LYTVA_11252, LYTVA_08054
OG0004093	AMPFI_17563	LYTVA_18796
OG0004094	AMPFI_05712	LYTVA_15767, LYTVA_15263
OG0004096	AMPFI_17501	LYTVA_24655
OG0004097	AMPFI_07052	LYTVA_03615
OG0004098	AMPFI_25761, AMPFI_22663, AMPFI_04786	LYTVA_17957
OG0004099	AMPFI_13965	LYTVA_16532
OG0004100	AMPFI_19382	LYTVA_05542, LYTVA_05543
OG0004101	AMPFI_18949	LYTVA_16379
OG0004102	AMPFI_15461	LYTVA_22604
OG0004103	AMPFI_17250, AMPFI_04569	LYTVA_10838, LYTVA_14405, LYTVA_25911
OG0004104	AMPFI_00944, AMPFI_00216, AMPFI_03708	LYTVA_23183
OG0004106	AMPFI_09128	LYTVA_16270, LYTVA_17077
OG0004107	AMPFI_09933	LYTVA_26766
OG0004108	AMPFI_10746	LYTVA_08792
OG0004110	AMPFI_12307	LYTVA_17391
OG0004112	AMPFI_03998	LYTVA_05426
OG0004113	AMPFI_14558	LYTVA_23980
OG0004113	AMPFI_10578	LYTVA_20632
OG0004114	AMPFI_07189	LYTVA_09095
OG0004115	AMPFI_12783	LYTVA_26409
OG0004116	AMPFI_14003	LYTVA_11277, LYTVA_16339
OG0004117	AMPFI_18086, AMPFI_18869, AMPFI_20713	LYTVA_06474
OG0004118	AMPFI_15447	LYTVA_28391
OG0004119	AMPFI_07138	LYTVA_18575
OG0004121	AMPFI_19218	LYTVA_26411
OG0004122	AMPFI_02482	LYTVA_11268, LYTVA_00469
OG0004123	AMPFI_13800	LYTVA_16672
OG0004124	AMPFI_07154	LYTVA_03931
OG0004125	AMPFI_01741	LYTVA_08831
OG0004126	AMPFI_04028	LYTVA_19771
OG0004126	AMPFI_16862	LYTVA_05206
OG0004127	AMPFI_23987	LYTVA_25845, LYTVA_00859
OG0004128	AMPFI_01941	LYTVA_05290, LYTVA_03315, LYTVA_03965
OG0004129	AMPFI_09326, AMPFI_14135, AMPFI_01837	LYTVA_03964
OG0004130	AMPFI_17105	LYTVA_10134
OG0004132	AMPFI_13812	LYTVA_24598
OG0004133	AMPFI_00729	LYTVA_18548
OG0004134	AMPFI_11318	LYTVA_17051
OG0004135	AMPFI_23953	LYTVA_30000
OG0004136	AMPFI_00272	LYTVA_15507
OG0004137	AMPFI_01476	LYTVA_06807
OG0004142	AMPFI_18239	LYTVA_07168
OG0004143	AMPFI_15415	LYTVA_00742, LYTVA_25759
OG0004145	AMPFI_03194	LYTVA_14753
OG0004146	AMPFI_03964	LYTVA_19042
OG0004147	AMPFI_22254	LYTVA_08242
OG0004148	AMPFI_12585	LYTVA_28754
OG0004149	AMPFI_26020	LYTVA_02180
OG0004150	AMPFI_13804	LYTVA_10446, LYTVA_04771
OG0004151	AMPFI_00134	LYTVA_22027
OG0004151	AMPFI_15889	LYTVA_29972, LYTVA_22026
OG0004153	AMPFI_22147	LYTVA_24977, LYTVA_14935
OG0004154	AMPFI_13478	LYTVA_21247
OG0004155	AMPFI_20414, AMPFI_01448	LYTVA_29083, LYTVA_00588
OG0004156	AMPFI_06309	LYTVA_23102
OG0004157	AMPFI_19370	LYTVA_05077
OG0004158	AMPFI_07649	LYTVA_10767
OG0004161	AMPFI_14248, AMPFI_05464	LYTVA_23742
OG0004162	AMPFI_16383	LYTVA_06423, LYTVA_27144
OG0004163	AMPFI_06150	LYTVA_20307
OG0004165	AMPFI_25045, AMPFI_21151	LYTVA_23819
OG0004166	AMPFI_19424	LYTVA_05496
OG0004167	AMPFI_22854	LYTVA_09956
OG0004169	AMPFI_09723	LYTVA_22122
OG0004170	AMPFI_18162	LYTVA_03467
OG0004171	AMPFI_05713	LYTVA_07825
OG0004172	AMPFI_01178	LYTVA_26615
OG0004172	AMPFI_20424	LYTVA_09161, LYTVA_01569, LYTVA_28749, LYTVA_12991
OG0004174	AMPFI_00630	LYTVA_29638
OG0004175	AMPFI_13006	LYTVA_15624
OG0004175	AMPFI_18073	LYTVA_15626, LYTVA_07317
OG0004176	AMPFI_01331, AMPFI_23021	LYTVA_12701
OG0004177	AMPFI_02802, AMPFI_03539, AMPFI_26078, AMPFI_01462, AMPFI_21197	LYTVA_19736, LYTVA_01153, LYTVA_27528, LYTVA_14518, LYTVA_18811, LYTVA_17622, LYTVA_12913, LYTVA_06492, LYTVA_01885, LYTVA_11450, LYTVA_26808, LYTVA_17656, LYTVA_23777, LYTVA_15063, LYTVA_17164, LYTVA_21256
OG0004178	AMPFI_03249	LYTVA_00771
OG0004180	AMPFI_06582	LYTVA_02955
OG0004181	AMPFI_10263	LYTVA_28184, LYTVA_29381
OG0004182	AMPFI_14315, AMPFI_15250, AMPFI_11529	LYTVA_02516, LYTVA_26684
OG0004183	AMPFI_11544	LYTVA_09256
OG0004184	AMPFI_12472	LYTVA_27243
OG0004185	AMPFI_18248	LYTVA_00065
OG0004186	AMPFI_18492	LYTVA_13218
OG0004187	AMPFI_19435	LYTVA_09899
OG0004188	AMPFI_24196	LYTVA_09818
OG0004190	AMPFI_25836	LYTVA_26541
OG0004215	AMPFI_05972	LYTVA_17521, LYTVA_20252
OG0004216	AMPFI_02909	LYTVA_05046
OG0004217	AMPFI_11613	LYTVA_10684
OG0004219	AMPFI_05687	LYTVA_13015
OG0004220	AMPFI_06135	LYTVA_12987
OG0004222	AMPFI_22508	LYTVA_04664
OG0004223	AMPFI_14106, AMPFI_14107	LYTVA_16944
OG0004224	AMPFI_17495, AMPFI_04688	LYTVA_29393
OG0004224	AMPFI_04757, AMPFI_18205	LYTVA_14857
OG0004224	AMPFI_06186, AMPFI_13878	LYTVA_14634, LYTVA_18411
OG0004225	AMPFI_15711	LYTVA_21958
OG0004226	AMPFI_10795	LYTVA_11757, LYTVA_01757
OG0004227	AMPFI_07234	LYTVA_12126
OG0004228	AMPFI_24494	LYTVA_17820
OG0004228	AMPFI_18790	LYTVA_06103
OG0004229	AMPFI_04684	LYTVA_15870
OG0004230	AMPFI_16103	LYTVA_24896
OG0004231	AMPFI_24209	LYTVA_21112
OG0004232	AMPFI_18466	LYTVA_16476
OG0004234	AMPFI_16563	LYTVA_17567
OG0004235	AMPFI_18111	LYTVA_20276
OG0004236	AMPFI_18952	LYTVA_29541
OG0004238	AMPFI_17804, AMPFI_21342, AMPFI_25643	LYTVA_24752
OG0004239	AMPFI_05780	LYTVA_15516, LYTVA_12963
OG0004240	AMPFI_18787	LYTVA_26856
OG0004243	AMPFI_10050	LYTVA_09481
OG0004244	AMPFI_25390	LYTVA_01667
OG0004245	AMPFI_14565	LYTVA_24279, LYTVA_26637, LYTVA_24281
OG0004246	AMPFI_08562	LYTVA_27509
OG0004247	AMPFI_09617	LYTVA_14365
OG0004248	AMPFI_06429	LYTVA_23168
OG0004249	AMPFI_13244	LYTVA_11290
OG0004251	AMPFI_12152	LYTVA_08695, LYTVA_17055
OG0004253	AMPFI_11137	LYTVA_27876
OG0004254	AMPFI_23528	LYTVA_15962
OG0004255	AMPFI_05607	LYTVA_12403
OG0004257	AMPFI_12483	LYTVA_15930
OG0004258	AMPFI_04576	LYTVA_05034
OG0004259	AMPFI_05436	LYTVA_21802
OG0004260	AMPFI_03269	LYTVA_22612
OG0004261	AMPFI_09942	LYTVA_25179, LYTVA_25178, LYTVA_11226, LYTVA_21721
OG0004262	AMPFI_15895	LYTVA_18711
OG0004263	AMPFI_19144	LYTVA_29357, LYTVA_12199
OG0004265	AMPFI_18948, AMPFI_24112, AMPFI_22206	LYTVA_15750, LYTVA_15746
OG0004266	AMPFI_00291	LYTVA_28689
OG0004266	AMPFI_08243	LYTVA_10169
OG0004267	AMPFI_03672	LYTVA_21270
OG0004269	AMPFI_02131	LYTVA_28413
OG0004270	AMPFI_22607	LYTVA_25924
OG0004271	AMPFI_00357	LYTVA_28380
OG0004272	AMPFI_03000	LYTVA_26397
OG0004273	AMPFI_20320	LYTVA_03846
OG0004274	AMPFI_14696	LYTVA_00343
OG0004275	AMPFI_10196	LYTVA_25889
OG0004276	AMPFI_07190	LYTVA_20924, LYTVA_25606
OG0004278	AMPFI_00741	LYTVA_19997
OG0004279	AMPFI_20800	LYTVA_03505, LYTVA_11401
OG0004280	AMPFI_08532	LYTVA_00315
OG0004281	AMPFI_08580	LYTVA_15973
OG0004281	AMPFI_21877	LYTVA_06895
OG0004282	AMPFI_03603	LYTVA_16737
OG0004283	AMPFI_04258	LYTVA_07813
OG0004284	AMPFI_07793	LYTVA_21849, LYTVA_03684
OG0004285	AMPFI_05686	LYTVA_14336
OG0004286	AMPFI_11033	LYTVA_23813
OG0004287	AMPFI_18985	LYTVA_30135
OG0004288	AMPFI_12843	LYTVA_10116
OG0004289	AMPFI_15989	LYTVA_15304, LYTVA_08621
OG0004290	AMPFI_20931	LYTVA_08795
OG0004295	AMPFI_09939	LYTVA_10836
OG0004296	AMPFI_17160	LYTVA_05826
OG0004297	AMPFI_04000	LYTVA_26470, LYTVA_14136
OG0004298	AMPFI_01036	LYTVA_21985
OG0004299	AMPFI_10108	LYTVA_10418, LYTVA_24447
OG0004302	AMPFI_16467	LYTVA_27877
OG0004303	AMPFI_18613	LYTVA_05571
OG0004305	AMPFI_12729	LYTVA_07884
OG0004306	AMPFI_17375, AMPFI_16656	LYTVA_04812
OG0004307	AMPFI_10120	LYTVA_23176
OG0004308	AMPFI_06434	LYTVA_27577, LYTVA_15253
OG0004309	AMPFI_07893	LYTVA_20861
OG0004310	AMPFI_01502	LYTVA_21824
OG0004312	AMPFI_14477	LYTVA_13567, LYTVA_05872
OG0004314	AMPFI_17299	LYTVA_09224
OG0004315	AMPFI_11714	LYTVA_14423
OG0004316	AMPFI_06233	LYTVA_04481
OG0004318	AMPFI_21243	LYTVA_13097
OG0004319	AMPFI_07860	LYTVA_09566
OG0004321	AMPFI_03701	LYTVA_13173
OG0004322	AMPFI_05719	LYTVA_23319
OG0004324	AMPFI_13538	LYTVA_01961
OG0004325	AMPFI_22949	LYTVA_18276
