Orthogroup	AMPFI_ok	ASTMX
OG0003550	AMPFI_18741	ASTMX12018, ASTMX00483, ASTMX08669
OG0003551	AMPFI_07598	ASTMX14723, ASTMX11606, ASTMX14724, ASTMX04936
OG0003552	AMPFI_05955	ASTMX04006
OG0003554	AMPFI_22132	ASTMX10001, ASTMX12094
OG0003555	AMPFI_10844, AMPFI_19471	ASTMX06580
OG0003556	AMPFI_08098	ASTMX21299, ASTMX01752, ASTMX13732
OG0003557	AMPFI_05440	ASTMX07636, ASTMX17680
OG0003558	AMPFI_20154	ASTMX07075, ASTMX08200, ASTMX02922
OG0003560	AMPFI_04633	ASTMX20729
OG0003561	AMPFI_06137	ASTMX09905, ASTMX06185
OG0003562	AMPFI_06538	ASTMX19362, ASTMX04310, ASTMX15769
OG0003563	AMPFI_05251	ASTMX07743
OG0003564	AMPFI_08755	ASTMX16336, ASTMX09764, ASTMX04739
OG0003565	AMPFI_03548, AMPFI_00450, AMPFI_22462	ASTMX17264
OG0003566	AMPFI_01090	ASTMX09006, ASTMX21630
OG0003567	AMPFI_22713	ASTMX03625
OG0003568	AMPFI_06943	ASTMX14445
OG0003571	AMPFI_12433	ASTMX18396, ASTMX02624
OG0003572	AMPFI_17304, AMPFI_00364	ASTMX20122, ASTMX06072, ASTMX07500, ASTMX04640, ASTMX01355
OG0003573	AMPFI_10938	ASTMX17087
OG0003576	AMPFI_02605	ASTMX19656, ASTMX13857
OG0003577	AMPFI_19335	ASTMX14615
OG0003578	AMPFI_08173	ASTMX15744
OG0003579	AMPFI_22532	ASTMX18857, ASTMX05928, ASTMX10482
OG0003597	AMPFI_11403	ASTMX03573
OG0003598	AMPFI_08091	ASTMX04073
OG0003601	AMPFI_22792	ASTMX22455, ASTMX05402, ASTMX21482, ASTMX21464, ASTMX21480
OG0003604	AMPFI_14560	ASTMX12235, ASTMX18061, ASTMX05055, ASTMX07337
OG0003608	AMPFI_20147	ASTMX02819
OG0003610	AMPFI_08064	ASTMX10810
OG0003611	AMPFI_03674	ASTMX14877
OG0003612	AMPFI_22358, AMPFI_00951	ASTMX21729
OG0003613	AMPFI_14181	ASTMX04050, ASTMX18610
OG0003615	AMPFI_05633	ASTMX17840, ASTMX02926, ASTMX03022
OG0003616	AMPFI_05609	ASTMX05288, ASTMX16997, ASTMX17937
OG0003617	AMPFI_00387	ASTMX16719
OG0003618	AMPFI_07271	ASTMX06136
OG0003619	AMPFI_10351	ASTMX04527
OG0003620	AMPFI_09860	ASTMX19184
OG0003622	AMPFI_11239, AMPFI_21860, AMPFI_12437	ASTMX03803, ASTMX18660
OG0003623	AMPFI_13962	ASTMX09071
OG0003626	AMPFI_06082	ASTMX14928
OG0003627	AMPFI_04313	ASTMX02831, ASTMX03012
OG0003628	AMPFI_06318	ASTMX20167, ASTMX05199
OG0003629	AMPFI_13944	ASTMX11708
OG0003630	AMPFI_13915	ASTMX04467
OG0003631	AMPFI_23733	ASTMX03889
OG0003633	AMPFI_02327, AMPFI_20276	ASTMX18125
OG0003634	AMPFI_00355, AMPFI_24717, AMPFI_01365	ASTMX17751
OG0003635	AMPFI_15181	ASTMX01147
OG0003636	AMPFI_00213	ASTMX14519
OG0003638	AMPFI_07537	ASTMX08095, ASTMX09482
OG0003639	AMPFI_21939	ASTMX13998
OG0003640	AMPFI_16498	ASTMX07846, ASTMX10421
OG0003641	AMPFI_07323	ASTMX06736, ASTMX00519
OG0003642	AMPFI_06630	ASTMX13241, ASTMX14005
OG0003643	AMPFI_12454	ASTMX06419
OG0003644	AMPFI_06306	ASTMX11204, ASTMX22672
OG0003645	AMPFI_16881	ASTMX17672
OG0003646	AMPFI_06564	ASTMX07094
OG0003647	AMPFI_00053	ASTMX03340, ASTMX07786
OG0003648	AMPFI_01550	ASTMX04819
OG0003650	AMPFI_12108	ASTMX05339
OG0003651	AMPFI_09243	ASTMX06708, ASTMX15249
OG0003652	AMPFI_10927	ASTMX06086, ASTMX01201
OG0003653	AMPFI_11406	ASTMX09844, ASTMX03565, ASTMX07032
OG0003654	AMPFI_17684	ASTMX18752, ASTMX06146
OG0003655	AMPFI_08590	ASTMX09913, ASTMX17372
OG0003656	AMPFI_15780	ASTMX22041, ASTMX06864
OG0003658	AMPFI_13106	ASTMX01908, ASTMX21818, ASTMX20155
OG0003659	AMPFI_02966	ASTMX22182, ASTMX21660, ASTMX21661
OG0003660	AMPFI_24383, AMPFI_21513, AMPFI_24288, AMPFI_15577	ASTMX02749, ASTMX13404
OG0003662	AMPFI_13941	ASTMX08499, ASTMX07814, ASTMX12079
OG0003663	AMPFI_22056	ASTMX03968, ASTMX09648, ASTMX02779, ASTMX14887
OG0003664	AMPFI_25223	ASTMX21611
OG0003665	AMPFI_01410	ASTMX19841
OG0003666	AMPFI_10136	ASTMX16764, ASTMX03845, ASTMX03113
OG0003668	AMPFI_07166	ASTMX06218
OG0003669	AMPFI_11157	ASTMX15273
OG0003671	AMPFI_00179	ASTMX16457, ASTMX06659, ASTMX15213
OG0003672	AMPFI_09980	ASTMX07690
OG0003674	AMPFI_05762	ASTMX11388
OG0003675	AMPFI_08157	ASTMX07427
OG0003676	AMPFI_18881	ASTMX13350, ASTMX16755
OG0003677	AMPFI_07661	ASTMX08647, ASTMX19744, ASTMX10207
OG0003678	AMPFI_07460	ASTMX03163, ASTMX18968
OG0003679	AMPFI_07845	ASTMX00166, ASTMX14038
OG0003680	AMPFI_09842	ASTMX05302, ASTMX19340
OG0003681	AMPFI_19503	ASTMX16563, ASTMX18250, ASTMX18137
OG0003682	AMPFI_07578	ASTMX07505, ASTMX12895
OG0003683	AMPFI_02901	ASTMX21452
OG0003684	AMPFI_00490, AMPFI_16180	ASTMX08680
OG0003685	AMPFI_12477	ASTMX07097
OG0003686	AMPFI_07985	ASTMX06254
OG0003687	AMPFI_00830	ASTMX17726, ASTMX07873
OG0003688	AMPFI_03029	ASTMX13333
OG0003689	AMPFI_14009	ASTMX02872, ASTMX21294, ASTMX05418, ASTMX17697
OG0003690	AMPFI_05747	ASTMX10980, ASTMX10978
OG0003691	AMPFI_11092, AMPFI_06458	ASTMX15904
OG0003692	AMPFI_03589	ASTMX10000, ASTMX15655
OG0003693	AMPFI_02553	ASTMX14396, ASTMX02107
OG0003694	AMPFI_08303	ASTMX09722
OG0003695	AMPFI_15699	ASTMX03315, ASTMX17201, ASTMX12439
OG0003696	AMPFI_04491, AMPFI_03543, AMPFI_02677	ASTMX00614
OG0003697	AMPFI_11115	ASTMX06569
OG0003698	AMPFI_19011	ASTMX02803, ASTMX17268
OG0003700	AMPFI_09947	ASTMX19240, ASTMX07852
OG0003701	AMPFI_21477, AMPFI_00012, AMPFI_24465	ASTMX12710
OG0003702	AMPFI_15283	ASTMX02772, ASTMX05806
OG0003703	AMPFI_10771	ASTMX18566, ASTMX17499
OG0003704	AMPFI_14195	ASTMX13177, ASTMX10331, ASTMX18966
OG0003704	AMPFI_16035	ASTMX10332
OG0003705	AMPFI_23254	ASTMX08013
OG0003706	AMPFI_05005	ASTMX00898, ASTMX13803
OG0003707	AMPFI_07583	ASTMX04909
OG0003709	AMPFI_06172	ASTMX17645, ASTMX07210
OG0003710	AMPFI_12106, AMPFI_01123	ASTMX20149, ASTMX06151
OG0003711	AMPFI_12979	ASTMX03560
OG0003712	AMPFI_04984	ASTMX14325, ASTMX20985
OG0003713	AMPFI_04283	ASTMX03846, ASTMX03111
OG0003714	AMPFI_25572	ASTMX17749
OG0003716	AMPFI_04436, AMPFI_02826	ASTMX07172
OG0003717	AMPFI_00073	ASTMX04289, ASTMX13919
OG0003718	AMPFI_18529	ASTMX05446
OG0003719	AMPFI_04202	ASTMX21101
OG0003720	AMPFI_22323	ASTMX03119, ASTMX19301
OG0003721	AMPFI_08300	ASTMX22043
OG0003722	AMPFI_16876	ASTMX06501, ASTMX11182
OG0003725	AMPFI_06286	ASTMX14050, ASTMX18830
OG0003727	AMPFI_09286, AMPFI_11496	ASTMX08742, ASTMX06766
OG0003728	AMPFI_22309	ASTMX20243
OG0003729	AMPFI_24000	ASTMX05387
OG0003731	AMPFI_22155	ASTMX18880
OG0003733	AMPFI_08970	ASTMX05574
OG0003734	AMPFI_18672	ASTMX11186
OG0003735	AMPFI_19574	ASTMX02980
OG0003736	AMPFI_04878	ASTMX06261
OG0003738	AMPFI_15996	ASTMX11368, ASTMX05001, ASTMX11367
OG0003739	AMPFI_04457	ASTMX15585
OG0003740	AMPFI_12630	ASTMX16206
OG0003741	AMPFI_21028	ASTMX19783
OG0003742	AMPFI_17579, AMPFI_21157	ASTMX13806, ASTMX00905
OG0003744	AMPFI_11890	ASTMX08863, ASTMX05359
OG0003748	AMPFI_12821, AMPFI_25550	ASTMX14382, ASTMX00409, ASTMX06418
OG0003749	AMPFI_09561	ASTMX08310, ASTMX01524
OG0003750	AMPFI_19492	ASTMX18029
OG0003751	AMPFI_10264	ASTMX04007
OG0003752	AMPFI_09468	ASTMX00327, ASTMX00468
OG0003754	AMPFI_09209	ASTMX02185, ASTMX21230
OG0003755	AMPFI_19354	ASTMX22559, ASTMX14368
OG0003756	AMPFI_17707	ASTMX13569, ASTMX10898
OG0003757	AMPFI_01345, AMPFI_04347, AMPFI_14584, AMPFI_24063	ASTMX09893
OG0003758	AMPFI_19318	ASTMX20436, ASTMX20437
OG0003759	AMPFI_06066	ASTMX21302, ASTMX08728, ASTMX08729
OG0003760	AMPFI_08456	ASTMX21160, ASTMX20023
OG0003761	AMPFI_18129	ASTMX13246, ASTMX10082
OG0003762	AMPFI_16490	ASTMX18780, ASTMX07713, ASTMX18085
OG0003763	AMPFI_20405, AMPFI_19416, AMPFI_23055	ASTMX20292, ASTMX20453
OG0003764	AMPFI_00088	ASTMX16449
OG0003765	AMPFI_01150	ASTMX06405, ASTMX16635
OG0003766	AMPFI_01207	ASTMX00690
OG0003767	AMPFI_01797	ASTMX00865
OG0003768	AMPFI_17858, AMPFI_04126, AMPFI_02385, AMPFI_24013, AMPFI_04639	ASTMX03041
OG0003769	AMPFI_04434, AMPFI_04953, AMPFI_03825	ASTMX09112
OG0003771	AMPFI_07160	ASTMX20761, ASTMX17664
OG0003772	AMPFI_07478	ASTMX02565
OG0003773	AMPFI_10699	ASTMX19481, ASTMX13827
OG0003775	AMPFI_13847	ASTMX20076
OG0003776	AMPFI_18606	ASTMX07290, ASTMX16427, ASTMX19488
OG0003777	AMPFI_20144	ASTMX15587, ASTMX19161, ASTMX01444, ASTMX00836, ASTMX16256
OG0003778	AMPFI_24942	ASTMX10296, ASTMX01093
OG0003794	AMPFI_16922	ASTMX22594, ASTMX13595, ASTMX15133, ASTMX07244, ASTMX00269
OG0003795	AMPFI_09136	ASTMX22459, ASTMX04043
OG0003798	AMPFI_02948	ASTMX00649, ASTMX05334
OG0003803	AMPFI_12565	ASTMX15080, ASTMX04008
OG0003806	AMPFI_05818	ASTMX21196
OG0003807	AMPFI_03351	ASTMX03640
OG0003808	AMPFI_14079	ASTMX12243
OG0003809	AMPFI_02614, AMPFI_04031	ASTMX20443, ASTMX12115
OG0003810	AMPFI_19950	ASTMX00551, ASTMX07541, ASTMX08005
OG0003811	AMPFI_10478	ASTMX11112
OG0003812	AMPFI_10138	ASTMX06055
OG0003813	AMPFI_07875	ASTMX06952, ASTMX11991
OG0003815	AMPFI_12793	ASTMX13062
OG0003818	AMPFI_17759	ASTMX08224
OG0003820	AMPFI_17489	ASTMX09663
OG0003821	AMPFI_03105	ASTMX15916, ASTMX00789
OG0003823	AMPFI_06889	ASTMX14106
OG0003824	AMPFI_06085	ASTMX15652
OG0003825	AMPFI_06918	ASTMX23005, ASTMX15234, ASTMX01205
OG0003827	AMPFI_21409	ASTMX08906, ASTMX01691
OG0003828	AMPFI_11909	ASTMX09777
OG0003829	AMPFI_00127	ASTMX16879
OG0003830	AMPFI_07093	ASTMX09924, ASTMX15222
OG0003831	AMPFI_12797	ASTMX01621
OG0003832	AMPFI_20517	ASTMX16229, ASTMX15146, ASTMX00997
OG0003833	AMPFI_18982	ASTMX08170
OG0003834	AMPFI_10226	ASTMX13103, ASTMX02832, ASTMX21677
OG0003835	AMPFI_03066	ASTMX08155
OG0003836	AMPFI_14280	ASTMX03922
OG0003837	AMPFI_24684	ASTMX22200
OG0003838	AMPFI_19657	ASTMX07568, ASTMX14008
OG0003840	AMPFI_23271	ASTMX21619, ASTMX10569
OG0003841	AMPFI_21826	ASTMX15813
OG0003844	AMPFI_14349	ASTMX18569
OG0003845	AMPFI_07956	ASTMX21005
OG0003848	AMPFI_23978	ASTMX03313, ASTMX06535, ASTMX02072
OG0003850	AMPFI_10267	ASTMX17827
OG0003851	AMPFI_16652	ASTMX05745, ASTMX14120
OG0003852	AMPFI_10208	ASTMX13641
OG0003853	AMPFI_21676	ASTMX06603
OG0003855	AMPFI_20260	ASTMX18348
OG0003856	AMPFI_08524	ASTMX11397
OG0003857	AMPFI_07120	ASTMX17813
OG0003858	AMPFI_00370	ASTMX02510
OG0003861	AMPFI_02803	ASTMX18934
OG0003863	AMPFI_16528	ASTMX05791, ASTMX12495
OG0003864	AMPFI_13775	ASTMX07056
OG0003865	AMPFI_11940	ASTMX14765, ASTMX05719
OG0003866	AMPFI_14452	ASTMX09589
OG0003867	AMPFI_17746	ASTMX14392
OG0003868	AMPFI_11838	ASTMX14524, ASTMX02829
OG0003869	AMPFI_17164	ASTMX17801
OG0003870	AMPFI_05899	ASTMX22404
OG0003872	AMPFI_14866	ASTMX21986
OG0003873	AMPFI_09750	ASTMX18658
OG0003874	AMPFI_14478	ASTMX09158
OG0003875	AMPFI_06901	ASTMX20963
OG0003876	AMPFI_22260	ASTMX14613
OG0003877	AMPFI_15725, AMPFI_00796	ASTMX18203
OG0003878	AMPFI_12599	ASTMX03060, ASTMX08366, ASTMX15924
OG0003879	AMPFI_02846	ASTMX12410
OG0003880	AMPFI_08957	ASTMX08770
OG0003881	AMPFI_15319, AMPFI_15320	ASTMX17611
OG0003883	AMPFI_12967	ASTMX18101, ASTMX04876, ASTMX10075
OG0003884	AMPFI_11418	ASTMX15152, ASTMX03561
OG0003885	AMPFI_12606	ASTMX08439, ASTMX12624
OG0003886	AMPFI_05835	ASTMX18295
OG0003887	AMPFI_10957	ASTMX22919
OG0003888	AMPFI_01567	ASTMX04862
OG0003890	AMPFI_14577	ASTMX10320, ASTMX10321, ASTMX21516
OG0003892	AMPFI_11859, AMPFI_18544	ASTMX02017
OG0003893	AMPFI_15310	ASTMX12940
OG0003894	AMPFI_18671	ASTMX11183
OG0003896	AMPFI_07056	ASTMX05002, ASTMX19466, ASTMX14861
OG0003898	AMPFI_09375	ASTMX22794, ASTMX14906
OG0003899	AMPFI_00789	ASTMX15271
OG0003900	AMPFI_23235	ASTMX18534
OG0003903	AMPFI_19280	ASTMX01642
OG0003904	AMPFI_04520	ASTMX18259
OG0003905	AMPFI_02600	ASTMX16629
OG0003906	AMPFI_11162	ASTMX18624
OG0003907	AMPFI_25753	ASTMX19208
OG0003910	AMPFI_04464	ASTMX12237
OG0003911	AMPFI_08416	ASTMX11470
OG0003912	AMPFI_24373	ASTMX06396, ASTMX11967, ASTMX02561
OG0003913	AMPFI_21191	ASTMX04669
OG0003915	AMPFI_10789	ASTMX09566, ASTMX08815
OG0003916	AMPFI_09047	ASTMX22490, ASTMX18046, ASTMX00894
OG0003917	AMPFI_16651, AMPFI_15299, AMPFI_01608	ASTMX18206
OG0003918	AMPFI_05529	ASTMX12177, ASTMX18541, ASTMX19758
OG0003919	AMPFI_15999	ASTMX12796
OG0003920	AMPFI_25048	ASTMX20009
OG0003921	AMPFI_13490	ASTMX11734
OG0003922	AMPFI_19502	ASTMX15692
OG0003923	AMPFI_15048	ASTMX17099
OG0003924	AMPFI_01856	ASTMX15337
OG0003925	AMPFI_08582	ASTMX08709, ASTMX20939
OG0003927	AMPFI_25825, AMPFI_13307	ASTMX19425
OG0003931	AMPFI_26056	ASTMX07722, ASTMX17814
OG0003932	AMPFI_10182	ASTMX07563
OG0003933	AMPFI_24509	ASTMX00968, ASTMX16168
OG0003934	AMPFI_16560	ASTMX17687
OG0003936	AMPFI_09358	ASTMX10900
OG0003937	AMPFI_09658	ASTMX12589, ASTMX18037, ASTMX05114
OG0003939	AMPFI_06063	ASTMX12661, ASTMX12660, ASTMX12662, ASTMX12663, ASTMX12658
OG0003940	AMPFI_19837	ASTMX18138
OG0003942	AMPFI_14927	ASTMX09921
OG0003943	AMPFI_08179	ASTMX00858, ASTMX04844, ASTMX01264, ASTMX22384
OG0003944	AMPFI_07557	ASTMX15054, ASTMX15052
OG0003945	AMPFI_08691	ASTMX02597, ASTMX09466
OG0003946	AMPFI_00888	ASTMX13157, ASTMX19007
OG0003947	AMPFI_23175	ASTMX14801, ASTMX09966
OG0003948	AMPFI_09703	ASTMX05108
OG0003949	AMPFI_12679	ASTMX18736
OG0003951	AMPFI_11617	ASTMX19664, ASTMX19666
OG0003953	AMPFI_19332	ASTMX18008, ASTMX14755
OG0003954	AMPFI_06716	ASTMX01818, ASTMX14108
OG0003955	AMPFI_11128	ASTMX22833
OG0003956	AMPFI_23119, AMPFI_23118	ASTMX02372
OG0003957	AMPFI_08683	ASTMX12337, ASTMX20420
OG0003958	AMPFI_00232	ASTMX06633, ASTMX03960, ASTMX14882, ASTMX09284
OG0003959	AMPFI_04671	ASTMX03302, ASTMX06910
OG0003960	AMPFI_08480	ASTMX03097, ASTMX00623, ASTMX21530, ASTMX20626
OG0003961	AMPFI_06314	ASTMX03170
OG0003962	AMPFI_16905	ASTMX03910, ASTMX14501, ASTMX11620, ASTMX04092
OG0003965	AMPFI_04828	ASTMX03247, ASTMX20007
OG0003966	AMPFI_05727	ASTMX07292
OG0003967	AMPFI_05943, AMPFI_08131	ASTMX20908
OG0003968	AMPFI_06736	ASTMX11900, ASTMX00066, ASTMX08898, ASTMX22142
OG0003969	AMPFI_07721	ASTMX15238
OG0003970	AMPFI_07812	ASTMX20409
OG0003971	AMPFI_14528	ASTMX13704
OG0003972	AMPFI_15565	ASTMX06345
OG0003973	AMPFI_20438	ASTMX20732, ASTMX00524
OG0003974	AMPFI_21735	ASTMX15782, ASTMX16088, ASTMX02140, ASTMX14485
OG0003997	AMPFI_23015, AMPFI_18866, AMPFI_13806, AMPFI_18937	ASTMX19928
OG0003998	AMPFI_05249, AMPFI_09969	ASTMX11579
OG0004000	AMPFI_21623, AMPFI_16405, AMPFI_21863	ASTMX20946, ASTMX22466
OG0004002	AMPFI_02137	ASTMX02497
OG0004004	AMPFI_09791	ASTMX03905, ASTMX06247
OG0004005	AMPFI_05677	ASTMX20415
OG0004007	AMPFI_00209	ASTMX12778, ASTMX11189
OG0004009	AMPFI_12935	ASTMX13881, ASTMX02524
OG0004010	AMPFI_15924	ASTMX10560
OG0004011	AMPFI_07886	ASTMX20986, ASTMX02746, ASTMX08196, ASTMX11986
OG0004012	AMPFI_11587	ASTMX09322
OG0004014	AMPFI_09780	ASTMX14768
OG0004015	AMPFI_12276	ASTMX06018
OG0004016	AMPFI_07732	ASTMX17626
OG0004017	AMPFI_05329, AMPFI_16787	ASTMX17823
OG0004018	AMPFI_23571	ASTMX08144
OG0004019	AMPFI_04656, AMPFI_20503	ASTMX14129
OG0004020	AMPFI_05398	ASTMX06319
OG0004021	AMPFI_13532	ASTMX13298
OG0004022	AMPFI_19771	ASTMX22526, ASTMX22527
OG0004024	AMPFI_16537, AMPFI_25945	ASTMX09124
OG0004025	AMPFI_13676, AMPFI_23617	ASTMX08612
OG0004027	AMPFI_22283	ASTMX15302, ASTMX11055, ASTMX22240
OG0004028	AMPFI_10335	ASTMX12118
OG0004029	AMPFI_16894	ASTMX18232
OG0004031	AMPFI_05716	ASTMX18843, ASTMX17691
OG0004032	AMPFI_18750	ASTMX08807, ASTMX00143
OG0004033	AMPFI_03927	ASTMX04887, ASTMX02492
OG0004035	AMPFI_24745	ASTMX14250
OG0004036	AMPFI_19780	ASTMX09328, ASTMX07011, ASTMX21036
OG0004037	AMPFI_03972	ASTMX08758
OG0004039	AMPFI_20896, AMPFI_13108	ASTMX18412
OG0004042	AMPFI_16992	ASTMX03581
OG0004043	AMPFI_09709	ASTMX11048
OG0004044	AMPFI_00282	ASTMX16753, ASTMX06545
OG0004045	AMPFI_08610	ASTMX17396
OG0004046	AMPFI_09272	ASTMX14505
OG0004047	AMPFI_19469	ASTMX17932
OG0004048	AMPFI_12579	ASTMX09318, ASTMX01185
OG0004049	AMPFI_07284	ASTMX09548, ASTMX22169, ASTMX08049, ASTMX18380
OG0004050	AMPFI_00721	ASTMX02174
OG0004051	AMPFI_17845	ASTMX16044, ASTMX05416
OG0004052	AMPFI_05448	ASTMX04949
OG0004053	AMPFI_17533	ASTMX01877
OG0004054	AMPFI_08608	ASTMX17729, ASTMX17210
OG0004055	AMPFI_10976	ASTMX13414
OG0004056	AMPFI_02644	ASTMX07252
OG0004057	AMPFI_09381	ASTMX03071
OG0004058	AMPFI_02646	ASTMX16581
OG0004059	AMPFI_10187	ASTMX13060
OG0004060	AMPFI_14285	ASTMX14465
OG0004061	AMPFI_10286	ASTMX13867
OG0004063	AMPFI_25939	ASTMX13281
OG0004064	AMPFI_07536	ASTMX15012, ASTMX15188
OG0004065	AMPFI_19408	ASTMX04796
OG0004067	AMPFI_09979	ASTMX11484
OG0004068	AMPFI_18859	ASTMX02692
OG0004069	AMPFI_11248	ASTMX14586
OG0004070	AMPFI_16812	ASTMX22191
OG0004071	AMPFI_07328	ASTMX15749
OG0004072	AMPFI_04941	ASTMX10447
OG0004073	AMPFI_04508	ASTMX21769, ASTMX21216, ASTMX09434
OG0004074	AMPFI_16175, AMPFI_02501	ASTMX01938
OG0004075	AMPFI_22791	ASTMX07747
OG0004076	AMPFI_08732	ASTMX04315
OG0004077	AMPFI_24197	ASTMX13699, ASTMX16009
OG0004078	AMPFI_16143	ASTMX20669
OG0004079	AMPFI_22149	ASTMX14875
OG0004080	AMPFI_07191	ASTMX05403, ASTMX19661
OG0004081	AMPFI_07325	ASTMX22659, ASTMX16927
OG0004082	AMPFI_08776	ASTMX18322
OG0004083	AMPFI_23993, AMPFI_01827	ASTMX04554
OG0004083	AMPFI_03305, AMPFI_21612, AMPFI_04296	ASTMX04555
OG0004084	AMPFI_15041	ASTMX11330, ASTMX08178, ASTMX10797
OG0004085	AMPFI_10044	ASTMX19501
OG0004087	AMPFI_07453	ASTMX10679, ASTMX12061
OG0004088	AMPFI_17660, AMPFI_14733, AMPFI_18658	ASTMX08848, ASTMX05956
OG0004089	AMPFI_00735	ASTMX22983
OG0004090	AMPFI_22810	ASTMX00983, ASTMX04761
OG0004091	AMPFI_15165	ASTMX08610
OG0004092	AMPFI_06912	ASTMX02665, ASTMX15369
OG0004093	AMPFI_17563	ASTMX15171
OG0004094	AMPFI_05712	ASTMX11202, ASTMX15659
OG0004096	AMPFI_17501	ASTMX11756, ASTMX12440
OG0004097	AMPFI_07052	ASTMX10694
OG0004098	AMPFI_25761, AMPFI_22663, AMPFI_04786	ASTMX10587, ASTMX05486
OG0004099	AMPFI_13965	ASTMX10113, ASTMX01415
OG0004100	AMPFI_19382	ASTMX07137, ASTMX02215
OG0004101	AMPFI_18949	ASTMX02879
OG0004102	AMPFI_15461	ASTMX01503
OG0004103	AMPFI_17250, AMPFI_04569	ASTMX19598
OG0004104	AMPFI_03708	ASTMX14588, ASTMX02857, ASTMX18263
OG0004105	AMPFI_00050	ASTMX09841, ASTMX14708
OG0004106	AMPFI_09128	ASTMX00722, ASTMX04813, ASTMX00723
OG0004108	AMPFI_11075	ASTMX02739
OG0004110	AMPFI_12307	ASTMX19810, ASTMX07616
OG0004111	AMPFI_07741	ASTMX00868, ASTMX16853, ASTMX08943
OG0004112	AMPFI_03998, AMPFI_17086, AMPFI_15301	ASTMX14225
OG0004114	AMPFI_07189	ASTMX09744
OG0004115	AMPFI_13715, AMPFI_12783	ASTMX13900
OG0004116	AMPFI_14003	ASTMX12803
OG0004117	AMPFI_20356, AMPFI_18086, AMPFI_18869, AMPFI_20713	ASTMX18757
OG0004119	AMPFI_07138	ASTMX07078
OG0004120	AMPFI_07749	ASTMX06636
OG0004121	AMPFI_19218	ASTMX05251, ASTMX12771, ASTMX15858
OG0004122	AMPFI_02482	ASTMX14333, ASTMX15081
OG0004123	AMPFI_13800	ASTMX10854
OG0004124	AMPFI_07154	ASTMX06394, ASTMX08682
OG0004125	AMPFI_01741	ASTMX07853
OG0004126	AMPFI_16862	ASTMX20128, ASTMX16183
OG0004127	AMPFI_23987	ASTMX22216
OG0004128	AMPFI_01941	ASTMX00947, ASTMX03225
OG0004129	AMPFI_01837	ASTMX00603
OG0004130	AMPFI_17105	ASTMX10123
OG0004131	AMPFI_02623	ASTMX21499
OG0004132	AMPFI_13812	ASTMX06519, ASTMX02656
OG0004133	AMPFI_00729	ASTMX17631, ASTMX21212
OG0004135	AMPFI_23953	ASTMX04961, ASTMX01421, ASTMX16396
OG0004136	AMPFI_00272	ASTMX21158
OG0004137	AMPFI_22552, AMPFI_04601, AMPFI_01476	ASTMX11266
OG0004141	AMPFI_16850	ASTMX04025
OG0004142	AMPFI_18239	ASTMX02145
OG0004143	AMPFI_15415	ASTMX08959, ASTMX02134, ASTMX12412
OG0004144	AMPFI_12498, AMPFI_08519, AMPFI_23218	ASTMX14929, ASTMX00175
OG0004145	AMPFI_03194	ASTMX13544, ASTMX09506, ASTMX01256
OG0004146	AMPFI_03964	ASTMX19018
OG0004147	AMPFI_22254	ASTMX17723, ASTMX11442
OG0004148	AMPFI_12585	ASTMX01455, ASTMX21880
OG0004149	AMPFI_26020	ASTMX07554, ASTMX11481
OG0004150	AMPFI_13804	ASTMX02487
OG0004151	AMPFI_00134	ASTMX22046, ASTMX22047
OG0004153	AMPFI_22147	ASTMX12182, ASTMX07981, ASTMX12181
OG0004154	AMPFI_13478	ASTMX07593
OG0004156	AMPFI_06309	ASTMX10877, ASTMX15457, ASTMX00963
OG0004157	AMPFI_19370	ASTMX01743, ASTMX08856
OG0004158	AMPFI_07649	ASTMX17963, ASTMX13614
OG0004159	AMPFI_08829	ASTMX06317
OG0004160	AMPFI_00568	ASTMX22778, ASTMX12455
OG0004160	AMPFI_00062	ASTMX06482, ASTMX22417
OG0004161	AMPFI_14248, AMPFI_05464	ASTMX05466
OG0004162	AMPFI_16383	ASTMX04954
OG0004163	AMPFI_06150	ASTMX09262, ASTMX16594, ASTMX06280
OG0004164	AMPFI_05757	ASTMX21726, ASTMX06576
OG0004166	AMPFI_19424	ASTMX15461
OG0004167	AMPFI_24252, AMPFI_22854	ASTMX03947, ASTMX04645
OG0004169	AMPFI_09723	ASTMX13212
OG0004171	AMPFI_05713	ASTMX04439
OG0004172	AMPFI_00440, AMPFI_01178, AMPFI_25500, AMPFI_20424, AMPFI_16593, AMPFI_23370, AMPFI_16809, AMPFI_01504	ASTMX00390
OG0004174	AMPFI_00630	ASTMX15624
OG0004175	AMPFI_03090, AMPFI_00672, AMPFI_01928	ASTMX03026
OG0004176	AMPFI_01331, AMPFI_23021	ASTMX03670
OG0004178	AMPFI_03249	ASTMX22904, ASTMX19594, ASTMX16994
OG0004179	AMPFI_06442	ASTMX12310
OG0004180	AMPFI_06582	ASTMX14028, ASTMX15191, ASTMX17155
OG0004181	AMPFI_10263	ASTMX16951, ASTMX11104, ASTMX20353
OG0004182	AMPFI_15250	ASTMX20682
OG0004183	AMPFI_11544	ASTMX05065
OG0004184	AMPFI_12472	ASTMX12107
OG0004185	AMPFI_18248	ASTMX12593, ASTMX09426
OG0004186	AMPFI_18492	ASTMX13660, ASTMX03954, ASTMX17709
OG0004187	AMPFI_19435	ASTMX02560, ASTMX16139
OG0004188	AMPFI_24196	ASTMX14408, ASTMX15241
