Orthogroup	AMPFI_ok	XENTR
OG0003164	AMPFI_11016	XENTR00718, XENTR05518
OG0003165	AMPFI_06521	XENTR12396, XENTR12753
OG0003166	AMPFI_19039	XENTR07083
OG0003167	AMPFI_17956	XENTR18627, XENTR06313
OG0003168	AMPFI_03578	XENTR03888, XENTR07332
OG0003171	AMPFI_11830	XENTR03950
OG0003172	AMPFI_08998	XENTR14668
OG0003173	AMPFI_11484	XENTR14158, XENTR06342
OG0003174	AMPFI_17590	XENTR07544, XENTR18836
OG0003175	AMPFI_09988	XENTR01126, XENTR01743, XENTR01744
OG0003176	AMPFI_02070, AMPFI_18132, AMPFI_09902, AMPFI_00821	XENTR00495
OG0003177	AMPFI_02148	XENTR12635
OG0003178	AMPFI_21542	XENTR11667, XENTR09042
OG0003179	AMPFI_06154	XENTR11724
OG0003180	AMPFI_17000	XENTR17770, XENTR01186
OG0003181	AMPFI_05848	XENTR18277
OG0003182	AMPFI_06707	XENTR13629
OG0003183	AMPFI_05467	XENTR03790, XENTR17483, XENTR15104
OG0003184	AMPFI_23894	XENTR12742
OG0003185	AMPFI_16164	XENTR17498, XENTR15967
OG0003188	AMPFI_13872	XENTR05320, XENTR02763
OG0003189	AMPFI_11974	XENTR15950
OG0003190	AMPFI_13799	XENTR05661
OG0003191	AMPFI_23926	XENTR05225
OG0003192	AMPFI_04101	XENTR12874
OG0003193	AMPFI_08357	XENTR09215
OG0003195	AMPFI_08565	XENTR17698
OG0003196	AMPFI_23755	XENTR16724
OG0003198	AMPFI_22917, AMPFI_08235	XENTR08036
OG0003199	AMPFI_12162	XENTR13157
OG0003200	AMPFI_11226, AMPFI_08232	XENTR05762
OG0003201	AMPFI_06330	XENTR08359
OG0003202	AMPFI_12487	XENTR06728
OG0003203	AMPFI_08213	XENTR15103
OG0003204	AMPFI_10237	XENTR15170, XENTR10528
OG0003205	AMPFI_00728	XENTR14834, XENTR15297
OG0003206	AMPFI_16692, AMPFI_25733	XENTR01762
OG0003207	AMPFI_20327	XENTR17115, XENTR02861
OG0003210	AMPFI_24764	XENTR07740, XENTR03933
OG0003212	AMPFI_00027	XENTR07956, XENTR01342
OG0003213	AMPFI_04022	XENTR15721
OG0003214	AMPFI_06762	XENTR06201
OG0003215	AMPFI_14832	XENTR07497, XENTR09047
OG0003217	AMPFI_25160, AMPFI_23505	XENTR05031, XENTR04303
OG0003218	AMPFI_26015	XENTR12593
OG0003219	AMPFI_06216	XENTR18931, XENTR19001, XENTR15987, XENTR18951, XENTR19285, XENTR18736, XENTR15986, XENTR03560, XENTR03559
OG0003220	AMPFI_12091	XENTR11144, XENTR12866
OG0003221	AMPFI_11291	XENTR02159, XENTR04079
OG0003222	AMPFI_03429	XENTR15911, XENTR10214, XENTR13202
OG0003223	AMPFI_04078	XENTR06905
OG0003224	AMPFI_21120	XENTR16031, XENTR13430
OG0003225	AMPFI_05427	XENTR02604
OG0003226	AMPFI_01909	XENTR18053
OG0003228	AMPFI_18339	XENTR13523
OG0003229	AMPFI_09992	XENTR16185, XENTR10298
OG0003230	AMPFI_01229	XENTR10511, XENTR10510
OG0003231	AMPFI_04564, AMPFI_02940, AMPFI_01350	XENTR18302
OG0003232	AMPFI_02064	XENTR15315, XENTR05526, XENTR17642
OG0003235	AMPFI_16999	XENTR17209
OG0003237	AMPFI_17126	XENTR17572, XENTR09382
OG0003238	AMPFI_19473	XENTR13238
OG0003239	AMPFI_23826	XENTR00722
OG0003250	AMPFI_12226	XENTR15630, XENTR17841
OG0003251	AMPFI_06867	XENTR09756
OG0003252	AMPFI_15271	XENTR09598, XENTR09597
OG0003254	AMPFI_09205	XENTR15784
OG0003258	AMPFI_20884	XENTR09647
OG0003260	AMPFI_10832	XENTR11550, XENTR09192
OG0003261	AMPFI_21592	XENTR03202
OG0003262	AMPFI_21245	XENTR06319, XENTR04546
OG0003263	AMPFI_13017	XENTR11183
OG0003264	AMPFI_17248	XENTR02125, XENTR05760
OG0003265	AMPFI_11217	XENTR04827, XENTR00765
OG0003266	AMPFI_04526	XENTR12815, XENTR10446
OG0003267	AMPFI_05887	XENTR06701
OG0003268	AMPFI_11156	XENTR11858
OG0003269	AMPFI_21059	XENTR00981
OG0003270	AMPFI_13601, AMPFI_02798	XENTR01357
OG0003272	AMPFI_03849	XENTR11923, XENTR13832
OG0003273	AMPFI_02700	XENTR14541, XENTR09949
OG0003275	AMPFI_03094	XENTR18433, XENTR02465
OG0003277	AMPFI_09116	XENTR01225, XENTR05973
OG0003278	AMPFI_01180	XENTR12702
OG0003279	AMPFI_24970	XENTR03464
OG0003280	AMPFI_01494, AMPFI_20052, AMPFI_21525, AMPFI_02246	XENTR14496
OG0003282	AMPFI_21088	XENTR08973
OG0003283	AMPFI_00946	XENTR02862
OG0003286	AMPFI_03014	XENTR00938
OG0003287	AMPFI_05397	XENTR07598
OG0003288	AMPFI_06784	XENTR00671
OG0003290	AMPFI_06287	XENTR07784
OG0003293	AMPFI_18756	XENTR05206
OG0003294	AMPFI_24752	XENTR05508
OG0003295	AMPFI_06218	XENTR13148
OG0003296	AMPFI_24005	XENTR00824
OG0003297	AMPFI_15955	XENTR07372
OG0003298	AMPFI_11593	XENTR15553
OG0003299	AMPFI_24703	XENTR12358
OG0003301	AMPFI_14530	XENTR10815, XENTR08929
OG0003303	AMPFI_23138	XENTR07483
OG0003305	AMPFI_11439	XENTR11041
OG0003306	AMPFI_11119	XENTR07978
OG0003307	AMPFI_12766	XENTR16158
OG0003311	AMPFI_10759	XENTR11582, XENTR06308
OG0003312	AMPFI_13454	XENTR18048
OG0003314	AMPFI_19884, AMPFI_22350	XENTR05197, XENTR05257, XENTR05501
OG0003315	AMPFI_23992, AMPFI_00069	XENTR05114
OG0003316	AMPFI_14046	XENTR08584
OG0003317	AMPFI_09168	XENTR09784
OG0003318	AMPFI_08330	XENTR17690, XENTR06814
OG0003319	AMPFI_25746	XENTR16866, XENTR04625
OG0003320	AMPFI_13174	XENTR02217
OG0003321	AMPFI_10734	XENTR02507, XENTR05135, XENTR05136, XENTR05137
OG0003324	AMPFI_13390	XENTR05271, XENTR05270
OG0003325	AMPFI_02628	XENTR14438
OG0003326	AMPFI_11658	XENTR10496, XENTR05739
OG0003327	AMPFI_09228	XENTR17104, XENTR13251
OG0003329	AMPFI_09316	XENTR05841
OG0003330	AMPFI_14485, AMPFI_14726	XENTR05319
OG0003331	AMPFI_17012	XENTR04048
OG0003332	AMPFI_08196	XENTR17058, XENTR17059
OG0003333	AMPFI_04378	XENTR16496, XENTR16497
OG0003335	AMPFI_09229	XENTR09006
OG0003337	AMPFI_19949	XENTR12026
OG0003340	AMPFI_22094	XENTR05753, XENTR04075
OG0003341	AMPFI_16730, AMPFI_00777	XENTR12776
OG0003343	AMPFI_13994, AMPFI_13993, AMPFI_16154	XENTR10202
OG0003344	AMPFI_09335	XENTR06071, XENTR06072, XENTR06070
OG0003346	AMPFI_10867	XENTR12386
OG0003347	AMPFI_24143	XENTR05381
OG0003349	AMPFI_05046	XENTR05563, XENTR07550
OG0003350	AMPFI_12867	XENTR14406, XENTR06191
OG0003352	AMPFI_02467	XENTR08399, XENTR03180
OG0003353	AMPFI_06338	XENTR00740
OG0003354	AMPFI_18029	XENTR14729
OG0003355	AMPFI_07833, AMPFI_15437	XENTR08296, XENTR14300
OG0003356	AMPFI_21630	XENTR01788, XENTR19056
OG0003359	AMPFI_08504	XENTR15397
OG0003360	AMPFI_09135	XENTR03049, XENTR03048
OG0003361	AMPFI_14228	XENTR13092
OG0003364	AMPFI_22450	XENTR14029, XENTR16714
OG0003365	AMPFI_11415	XENTR02850, XENTR01233
OG0003366	AMPFI_25322	XENTR04144
OG0003367	AMPFI_07477	XENTR19276
OG0003368	AMPFI_10687	XENTR08859
OG0003372	AMPFI_00013	XENTR00441
OG0003373	AMPFI_06232	XENTR14268
OG0003374	AMPFI_21401	XENTR00231, XENTR13931
OG0003375	AMPFI_21891	XENTR18878, XENTR00570
OG0003376	AMPFI_06810	XENTR08868
OG0003378	AMPFI_07027	XENTR16000
OG0003379	AMPFI_02577, AMPFI_13364	XENTR05021
OG0003380	AMPFI_09994	XENTR00830
OG0003381	AMPFI_19093	XENTR16745, XENTR08704
OG0003383	AMPFI_04764	XENTR17067, XENTR06946, XENTR06945
OG0003384	AMPFI_15736	XENTR01965
OG0003386	AMPFI_09487	XENTR15284
OG0003387	AMPFI_04036	XENTR16576, XENTR16577
OG0003388	AMPFI_00589	XENTR06699
OG0003389	AMPFI_00599, AMPFI_25443	XENTR04470
OG0003391	AMPFI_04451, AMPFI_18758, AMPFI_21784	XENTR13531
OG0003392	AMPFI_06246	XENTR09804, XENTR00995, XENTR07310
OG0003393	AMPFI_16770	XENTR04439
OG0003396	AMPFI_22459	XENTR16644
OG0003419	AMPFI_08900	XENTR16940
OG0003420	AMPFI_20723	XENTR12609
OG0003421	AMPFI_09669	XENTR04887
OG0003422	AMPFI_08920, AMPFI_12987	XENTR08946, XENTR08947
OG0003424	AMPFI_16817, AMPFI_16374	XENTR01798
OG0003425	AMPFI_09816	XENTR08256
OG0003426	AMPFI_00436	XENTR14116
OG0003428	AMPFI_00454	XENTR12198
OG0003429	AMPFI_20170	XENTR12279
OG0003430	AMPFI_06485	XENTR15234
OG0003432	AMPFI_09971, AMPFI_09970	XENTR12177
OG0003433	AMPFI_08027	XENTR13812
OG0003439	AMPFI_10791	XENTR17504, XENTR10921, XENTR10920
OG0003440	AMPFI_06463	XENTR02723, XENTR02722
OG0003441	AMPFI_12076	XENTR00766, XENTR04826
OG0003442	AMPFI_07104	XENTR06416, XENTR16044, XENTR02332
OG0003443	AMPFI_21912	XENTR07991, XENTR13306
OG0003445	AMPFI_13140	XENTR07728
OG0003447	AMPFI_18696	XENTR05985
OG0003448	AMPFI_23029	XENTR05059
OG0003449	AMPFI_19468	XENTR04620
OG0003451	AMPFI_03894	XENTR03958
OG0003452	AMPFI_22152	XENTR14210
OG0003453	AMPFI_10385	XENTR12517
OG0003454	AMPFI_07469	XENTR06943, XENTR12431
OG0003455	AMPFI_09746	XENTR18377
OG0003457	AMPFI_19507, AMPFI_22980	XENTR04624, XENTR08027
OG0003458	AMPFI_25375	XENTR11788
OG0003459	AMPFI_23502	XENTR01653
OG0003460	AMPFI_09159	XENTR05095
OG0003461	AMPFI_08837	XENTR15751
OG0003462	AMPFI_05379	XENTR16197
OG0003463	AMPFI_25834	XENTR11861
OG0003465	AMPFI_12228	XENTR06176
OG0003466	AMPFI_12980, AMPFI_11213	XENTR11842, XENTR10915
OG0003467	AMPFI_05595	XENTR17927
OG0003468	AMPFI_07635	XENTR02404
OG0003469	AMPFI_06767	XENTR12948
OG0003471	AMPFI_24941	XENTR06561
OG0003472	AMPFI_06841	XENTR13142
OG0003473	AMPFI_07801	XENTR00629, XENTR14470
OG0003474	AMPFI_05008	XENTR05119, XENTR13688
OG0003475	AMPFI_21852, AMPFI_24738	XENTR16240
OG0003476	AMPFI_13173	XENTR00760
OG0003477	AMPFI_11760	XENTR08073
OG0003478	AMPFI_13018	XENTR12098
OG0003479	AMPFI_08938	XENTR02579, XENTR16286, XENTR11231
OG0003480	AMPFI_07447	XENTR09961, XENTR17800
OG0003481	AMPFI_14089	XENTR05415
OG0003482	AMPFI_07972	XENTR09273, XENTR18489
OG0003483	AMPFI_09299	XENTR07509
OG0003484	AMPFI_18735	XENTR05070, XENTR17032
OG0003485	AMPFI_06950, AMPFI_18388, AMPFI_08775	XENTR10111
OG0003486	AMPFI_16158	XENTR14251, XENTR14252
OG0003487	AMPFI_23106	XENTR18643
OG0003488	AMPFI_07299	XENTR06590
OG0003489	AMPFI_24006	XENTR05327, XENTR05749
OG0003490	AMPFI_14734, AMPFI_22806, AMPFI_19232, AMPFI_21043, AMPFI_04860, AMPFI_11193	XENTR10771
OG0003491	AMPFI_11101	XENTR03228, XENTR07233
OG0003492	AMPFI_19481, AMPFI_18221, AMPFI_00099	XENTR01960, XENTR06706
OG0003493	AMPFI_16534	XENTR00341
OG0003496	AMPFI_21723	XENTR05780
OG0003497	AMPFI_04681	XENTR06024, XENTR18982
OG0003498	AMPFI_14554	XENTR03494
OG0003499	AMPFI_10057	XENTR09564
OG0003500	AMPFI_12019	XENTR02385
OG0003501	AMPFI_09583	XENTR10636
OG0003502	AMPFI_22051	XENTR06321
OG0003503	AMPFI_05344	XENTR13845
OG0003504	AMPFI_15622, AMPFI_24432	XENTR17440, XENTR15178, XENTR05692, XENTR05691, XENTR05690
OG0003505	AMPFI_07475	XENTR00482
OG0003506	AMPFI_14856	XENTR11659, XENTR05517
OG0003507	AMPFI_14147	XENTR10640, XENTR00027
OG0003508	AMPFI_22615	XENTR17069
OG0003509	AMPFI_07776	XENTR18947
OG0003511	AMPFI_01623	XENTR05842
OG0003512	AMPFI_02821	XENTR01185
OG0003513	AMPFI_21434	XENTR16163, XENTR15086
OG0003514	AMPFI_07562	XENTR07062, XENTR05972
OG0003515	AMPFI_20138	XENTR10827, XENTR01032
OG0003516	AMPFI_25715	XENTR16307
OG0003517	AMPFI_03039	XENTR17629, XENTR11506
OG0003518	AMPFI_13631	XENTR08349
OG0003519	AMPFI_10068	XENTR16950
OG0003520	AMPFI_05023	XENTR02410
OG0003521	AMPFI_14287, AMPFI_02594, AMPFI_19196, AMPFI_16400	XENTR17130
OG0003522	AMPFI_15136	XENTR04224
OG0003523	AMPFI_07760	XENTR06238
OG0003525	AMPFI_14739, AMPFI_16786, AMPFI_23920, AMPFI_03033	XENTR04572
OG0003526	AMPFI_06222	XENTR07495, XENTR09052
OG0003527	AMPFI_08564	XENTR08469
OG0003528	AMPFI_08029	XENTR10782
OG0003529	AMPFI_16196	XENTR04193, XENTR18482
OG0003530	AMPFI_21595	XENTR08393
OG0003531	AMPFI_10001	XENTR02395, XENTR17644
OG0003532	AMPFI_24750	XENTR10579
OG0003533	AMPFI_18447	XENTR06013
OG0003534	AMPFI_09003	XENTR09091, XENTR03027
OG0003535	AMPFI_24072	XENTR02215, XENTR09303
OG0003536	AMPFI_00410	XENTR04485, XENTR12968, XENTR16655
OG0003538	AMPFI_21724, AMPFI_23397	XENTR16304
OG0003539	AMPFI_00975	XENTR17518
OG0003541	AMPFI_21493, AMPFI_04066	XENTR10222
OG0003543	AMPFI_24581	XENTR00214
OG0003544	AMPFI_19004	XENTR13004, XENTR07985
OG0003546	AMPFI_00349	XENTR06379, XENTR00109
OG0003547	AMPFI_04834	XENTR05429, XENTR12061
OG0003548	AMPFI_24768	XENTR15263
OG0003549	AMPFI_15331	XENTR16034, XENTR03980
OG0003550	AMPFI_18741	XENTR11802, XENTR05398
OG0003551	AMPFI_07598	XENTR04301
OG0003552	AMPFI_05955	XENTR01989
OG0003553	AMPFI_21634	XENTR06457
OG0003554	AMPFI_22132	XENTR12448
OG0003555	AMPFI_10844, AMPFI_19471	XENTR10243, XENTR06578, XENTR10244, XENTR10245
OG0003557	AMPFI_05440	XENTR02226
OG0003558	AMPFI_20154	XENTR09307, XENTR11536
OG0003560	AMPFI_04633	XENTR06670
OG0003561	AMPFI_06137	XENTR09143, XENTR09144, XENTR15956
OG0003562	AMPFI_06538	XENTR13770
OG0003563	AMPFI_05251	XENTR00974
OG0003564	AMPFI_08755	XENTR01915, XENTR08979
OG0003565	AMPFI_03548, AMPFI_00450, AMPFI_22462	XENTR01961
OG0003566	AMPFI_01090	XENTR08703
OG0003567	AMPFI_22713	XENTR12992
OG0003568	AMPFI_06943	XENTR01200
OG0003571	AMPFI_12433	XENTR05133, XENTR16524
OG0003572	AMPFI_17304, AMPFI_00364	XENTR12331, XENTR07627
OG0003573	AMPFI_10938	XENTR18024
OG0003576	AMPFI_02605	XENTR04491, XENTR04492, XENTR02968, XENTR03721
OG0003577	AMPFI_04085	XENTR15366
OG0003578	AMPFI_08173	XENTR14689, XENTR00880
OG0003579	AMPFI_22532	XENTR01923, XENTR05581, XENTR05580
OG0003597	AMPFI_11403	XENTR18049
OG0003598	AMPFI_08091	XENTR12005
OG0003601	AMPFI_22792	XENTR05348, XENTR05349
OG0003603	AMPFI_14800	XENTR07586
OG0003604	AMPFI_14560	XENTR09462, XENTR01204
OG0003608	AMPFI_20147	XENTR09171
OG0003610	AMPFI_08064	XENTR18364
OG0003611	AMPFI_03674	XENTR13792
OG0003612	AMPFI_22358, AMPFI_00951	XENTR12924
OG0003613	AMPFI_14181	XENTR07063, XENTR18350
OG0003615	AMPFI_05633	XENTR11541
OG0003616	AMPFI_05609	XENTR17934
OG0003617	AMPFI_00387	XENTR18835
OG0003618	AMPFI_07271	XENTR06591
OG0003619	AMPFI_10351	XENTR14382
OG0003620	AMPFI_09860	XENTR11610
OG0003622	AMPFI_11239, AMPFI_21860, AMPFI_12437	XENTR00588
OG0003623	AMPFI_13962	XENTR02019
OG0003627	AMPFI_04313	XENTR03252
OG0003628	AMPFI_06318	XENTR05281
OG0003630	AMPFI_13915	XENTR17948
OG0003631	AMPFI_23733	XENTR01597
OG0003634	AMPFI_00355, AMPFI_24717, AMPFI_01365	XENTR10016
OG0003635	AMPFI_15181	XENTR09260
OG0003636	AMPFI_00213	XENTR14237
OG0003638	AMPFI_07537	XENTR03036
OG0003639	AMPFI_21939	XENTR09450
OG0003640	AMPFI_16498	XENTR07366, XENTR07389, XENTR15717
OG0003641	AMPFI_07323	XENTR07679
OG0003642	AMPFI_06630	XENTR10056, XENTR06735
OG0003643	AMPFI_12454	XENTR16883
OG0003644	AMPFI_06306	XENTR17108
OG0003645	AMPFI_16881	XENTR03915, XENTR07317
OG0003646	AMPFI_06564	XENTR17031, XENTR17030
OG0003647	AMPFI_00053	XENTR05840
OG0003648	AMPFI_01550	XENTR11369
OG0003650	AMPFI_12108	XENTR18719
OG0003651	AMPFI_09243	XENTR07797
OG0003652	AMPFI_10927	XENTR05790, XENTR01212
OG0003653	AMPFI_11406	XENTR00241, XENTR07273, XENTR15919
OG0003654	AMPFI_17684	XENTR14703
OG0003655	AMPFI_08590	XENTR16032, XENTR04379
OG0003656	AMPFI_15780	XENTR08122, XENTR09683
OG0003658	AMPFI_13106	XENTR03326
OG0003659	AMPFI_02966	XENTR06944
OG0003660	AMPFI_24383, AMPFI_21513, AMPFI_24288, AMPFI_15577	XENTR09436
OG0003662	AMPFI_13941	XENTR13147, XENTR18370
OG0003663	AMPFI_22056	XENTR12741, XENTR07298
OG0003664	AMPFI_25223	XENTR01685
OG0003665	AMPFI_01410	XENTR03871
OG0003666	AMPFI_10136	XENTR15411, XENTR03926
OG0003668	AMPFI_07166	XENTR02672
OG0003669	AMPFI_11157	XENTR08683
OG0003671	AMPFI_00179	XENTR13386, XENTR15446
OG0003672	AMPFI_09980	XENTR07314
OG0003674	AMPFI_05762	XENTR09128
OG0003675	AMPFI_08157	XENTR14931
OG0003676	AMPFI_18881	XENTR00677, XENTR01874
OG0003677	AMPFI_07661	XENTR08610, XENTR17285, XENTR15109
OG0003678	AMPFI_07460	XENTR00079, XENTR17514
OG0003679	AMPFI_07845	XENTR18397, XENTR12379
OG0003680	AMPFI_09842	XENTR05231
OG0003681	AMPFI_19503	XENTR16296, XENTR16295, XENTR04463
OG0003682	AMPFI_07578	XENTR13445
OG0003683	AMPFI_02901	XENTR01157
OG0003684	AMPFI_00490, AMPFI_16180	XENTR04969
OG0003685	AMPFI_12477	XENTR08131
OG0003686	AMPFI_07985	XENTR05887
OG0003687	AMPFI_00830	XENTR05213, XENTR00134
OG0003688	AMPFI_03029	XENTR03091, XENTR16481, XENTR16482, XENTR16476
OG0003689	AMPFI_14009	XENTR14093, XENTR05380
OG0003690	AMPFI_05747	XENTR02409
OG0003691	AMPFI_11092, AMPFI_06458	XENTR14452
OG0003692	AMPFI_03589	XENTR01955
OG0003693	AMPFI_02553	XENTR10718, XENTR18258
OG0003694	AMPFI_08303	XENTR17179
OG0003695	AMPFI_15699	XENTR07743, XENTR03931
OG0003696	AMPFI_04491, AMPFI_03543, AMPFI_02677	XENTR02869
OG0003697	AMPFI_11115	XENTR07379
OG0003698	AMPFI_19011	XENTR09545, XENTR01970
OG0003700	AMPFI_09947	XENTR15169, XENTR07388
OG0003702	AMPFI_15283	XENTR18826, XENTR08512
OG0003703	AMPFI_10771	XENTR16337, XENTR12841
OG0003704	AMPFI_14195	XENTR14777, XENTR00061
OG0003705	AMPFI_23254	XENTR12388
OG0003706	AMPFI_05005	XENTR15599
OG0003707	AMPFI_07583	XENTR17466, XENTR01423
OG0003709	AMPFI_06172	XENTR16313
OG0003710	AMPFI_12106, AMPFI_01123	XENTR06304
OG0003711	AMPFI_12979	XENTR14138
OG0003712	AMPFI_04984	XENTR01274, XENTR12990
OG0003713	AMPFI_04283	XENTR03924
OG0003714	AMPFI_25572	XENTR10015
OG0003716	AMPFI_04436, AMPFI_02826	XENTR10549
OG0003717	AMPFI_00073	XENTR08367
OG0003718	AMPFI_18529	XENTR10379
OG0003720	AMPFI_22323	XENTR01280, XENTR11759
OG0003721	AMPFI_08300	XENTR09504
OG0003722	AMPFI_16876	XENTR13252, XENTR06780
OG0003725	AMPFI_06286	XENTR00052, XENTR12224, XENTR12471
OG0003727	AMPFI_09286, AMPFI_11496	XENTR08237
OG0003729	AMPFI_24000	XENTR03157
OG0003730	AMPFI_06364	XENTR02013
OG0003731	AMPFI_22155	XENTR04923
OG0003733	AMPFI_08970	XENTR04294
OG0003734	AMPFI_18672	XENTR16422
OG0003735	AMPFI_19574	XENTR05792
OG0003736	AMPFI_04878	XENTR09558
OG0003738	AMPFI_15996	XENTR17869
OG0003739	AMPFI_04457	XENTR15714
OG0003740	AMPFI_12630	XENTR15199
OG0003742	AMPFI_17579, AMPFI_21157	XENTR03179, XENTR03778
OG0003744	AMPFI_11890	XENTR06835, XENTR16465
OG0003745	AMPFI_06392	XENTR00802
OG0003748	AMPFI_12821, AMPFI_25550	XENTR00377
OG0003749	AMPFI_09561	XENTR16748
OG0003750	AMPFI_19492	XENTR02453
OG0003751	AMPFI_03897, AMPFI_10264	XENTR09919, XENTR09920
OG0003752	AMPFI_09468	XENTR05303
OG0003754	AMPFI_09209	XENTR10153, XENTR11505
OG0003755	AMPFI_19354	XENTR04060
OG0003756	AMPFI_17707	XENTR06642
OG0003757	AMPFI_01345, AMPFI_04347, AMPFI_14584, AMPFI_24063	XENTR15569, XENTR19000
OG0003758	AMPFI_19318	XENTR10842, XENTR07110
OG0003759	AMPFI_06066	XENTR16557, XENTR14606
OG0003760	AMPFI_08456	XENTR04510, XENTR16728
OG0003761	AMPFI_18129	XENTR05309, XENTR05308, XENTR07160
OG0003762	AMPFI_16490	XENTR07403
OG0003763	AMPFI_20405, AMPFI_19416, AMPFI_23055	XENTR17599
OG0003764	AMPFI_00088	XENTR10248
OG0003765	AMPFI_01150	XENTR13156, XENTR06386
OG0003766	AMPFI_01207	XENTR01718
OG0003768	AMPFI_17858, AMPFI_04126, AMPFI_02385, AMPFI_24013, AMPFI_04639	XENTR08962
OG0003769	AMPFI_18255, AMPFI_04434, AMPFI_04953, AMPFI_03825	XENTR12425
OG0003771	AMPFI_07160	XENTR13739, XENTR03911
OG0003772	AMPFI_07478	XENTR05943
OG0003773	AMPFI_10699	XENTR01780, XENTR13130
OG0003775	AMPFI_13847	XENTR13200
OG0003776	AMPFI_18606	XENTR07141
OG0003777	AMPFI_20144	XENTR01073, XENTR12435
OG0003778	AMPFI_24942	XENTR10711
OG0003794	AMPFI_16922	XENTR06585, XENTR05055
OG0003795	AMPFI_09136	XENTR19254
OG0003798	AMPFI_02948	XENTR01114, XENTR07104
OG0003803	AMPFI_12565	XENTR01279
OG0003806	AMPFI_05818	XENTR07356
OG0003807	AMPFI_03351	XENTR01368, XENTR01369, XENTR01367
OG0003808	AMPFI_14079	XENTR13676
OG0003809	AMPFI_02614, AMPFI_04031	XENTR08847, XENTR04264
OG0003810	AMPFI_19950	XENTR00906, XENTR07521, XENTR07515
OG0003811	AMPFI_10478	XENTR05500
OG0003813	AMPFI_07875	XENTR10561, XENTR06474
OG0003815	AMPFI_12793	XENTR02090
OG0003818	AMPFI_17759	XENTR08826
OG0003820	AMPFI_17489	XENTR15816, XENTR15817
OG0003821	AMPFI_03105	XENTR02570, XENTR07045
OG0003823	AMPFI_06889	XENTR12892
OG0003824	AMPFI_06085	XENTR02218
OG0003825	AMPFI_06918	XENTR01217
OG0003827	AMPFI_21409	XENTR11304, XENTR18626
OG0003828	AMPFI_11909	XENTR14525
OG0003829	AMPFI_00127	XENTR04012
OG0003830	AMPFI_07093	XENTR18560, XENTR14254
OG0003831	AMPFI_12797	XENTR03490
OG0003832	AMPFI_20517	XENTR00382, XENTR01228, XENTR01229
OG0003833	AMPFI_18982	XENTR15540
OG0003834	AMPFI_10226	XENTR04978, XENTR18533
OG0003835	AMPFI_03066	XENTR12732, XENTR12733
OG0003836	AMPFI_14280	XENTR11782, XENTR15896
OG0003837	AMPFI_24684	XENTR02506
OG0003838	AMPFI_19657	XENTR00914, XENTR03476
OG0003840	AMPFI_23271	XENTR12159
OG0003841	AMPFI_21826	XENTR12939
OG0003843	AMPFI_05992	XENTR12778, XENTR12779
OG0003844	AMPFI_14349	XENTR07150
OG0003845	AMPFI_07956	XENTR04055
OG0003846	AMPFI_06425	XENTR11317
OG0003848	AMPFI_23978	XENTR09160
OG0003850	AMPFI_10267	XENTR05454
OG0003851	AMPFI_16652	XENTR02901
OG0003852	AMPFI_10208	XENTR01443, XENTR00580
OG0003853	AMPFI_21676	XENTR16563
OG0003854	AMPFI_03224	XENTR09846, XENTR03116
OG0003855	AMPFI_20260	XENTR18199
OG0003856	AMPFI_08524	XENTR05612
OG0003857	AMPFI_07120	XENTR10397
OG0003861	AMPFI_02803	XENTR12844
OG0003863	AMPFI_16528	XENTR10491, XENTR10490, XENTR02221, XENTR02222
OG0003864	AMPFI_13775	XENTR11994
OG0003865	AMPFI_11940	XENTR08410, XENTR08547
OG0003866	AMPFI_14452	XENTR06311
OG0003867	AMPFI_17746	XENTR02863
OG0003868	AMPFI_11838	XENTR14790, XENTR09159, XENTR09158
OG0003869	AMPFI_17164	XENTR16798
OG0003870	AMPFI_05899	XENTR11422
OG0003872	AMPFI_14866	XENTR00808
OG0003873	AMPFI_09750	XENTR00180
OG0003874	AMPFI_14478	XENTR15862
OG0003876	AMPFI_22260	XENTR17136
OG0003877	AMPFI_15725, AMPFI_00796	XENTR02745
OG0003878	AMPFI_12599	XENTR02554
OG0003879	AMPFI_02846	XENTR11236
OG0003880	AMPFI_08957	XENTR13950, XENTR06094
OG0003881	AMPFI_15319, AMPFI_15320	XENTR04081
OG0003883	AMPFI_12967	XENTR14642, XENTR14643, XENTR08760
OG0003884	AMPFI_11418	XENTR02661
OG0003885	AMPFI_12606	XENTR05759, XENTR02123
OG0003886	AMPFI_05835	XENTR01682
OG0003887	AMPFI_10957	XENTR11440
OG0003888	AMPFI_01567	XENTR15148
OG0003890	AMPFI_14577	XENTR06459, XENTR12480
OG0003892	AMPFI_11859, AMPFI_18544	XENTR00762
OG0003893	AMPFI_15310	XENTR13880
OG0003894	AMPFI_18671	XENTR06779
OG0003896	AMPFI_07056	XENTR17970, XENTR04800, XENTR16273
OG0003898	AMPFI_09375	XENTR00281
OG0003899	AMPFI_00789	XENTR07459
OG0003900	AMPFI_23235	XENTR06624
OG0003903	AMPFI_19280	XENTR11558
OG0003904	AMPFI_04520	XENTR05314
OG0003906	AMPFI_11162	XENTR05038
OG0003907	AMPFI_25753	XENTR03299
OG0003910	AMPFI_04464	XENTR07945
OG0003911	AMPFI_08416	XENTR02501
OG0003912	AMPFI_24373	XENTR18566, XENTR04975, XENTR07778
OG0003913	AMPFI_21191	XENTR15388
OG0003914	AMPFI_08353	XENTR02686
OG0003915	AMPFI_10789	XENTR02712, XENTR00701
