Orthogroup	AMPFI_ok	ORYLA
OG0003769	AMPFI_04434, AMPFI_04953, AMPFI_03825	ORYLA08980
OG0003771	AMPFI_07160	ORYLA19264, ORYLA17030
OG0003772	AMPFI_07478	ORYLA12463
OG0003773	AMPFI_10699	ORYLA08369
OG0003776	AMPFI_18606	ORYLA18575
OG0003777	AMPFI_20144	ORYLA09626, ORYLA20067
OG0003778	AMPFI_24942	ORYLA11149, ORYLA15322
OG0003794	AMPFI_16922	ORYLA16150, ORYLA01739, ORYLA20381, ORYLA15350, ORYLA12748
OG0003795	AMPFI_09136	ORYLA20210
OG0003798	AMPFI_02948	ORYLA19738, ORYLA13919
OG0003803	AMPFI_12565	ORYLA02753, ORYLA02752, ORYLA12969
OG0003806	AMPFI_05818	ORYLA16763
OG0003807	AMPFI_03351	ORYLA00781
OG0003808	AMPFI_14079	ORYLA01934
OG0003809	AMPFI_02614, AMPFI_04031	ORYLA07697, ORYLA19481, ORYLA19479
OG0003810	AMPFI_19950	ORYLA09510, ORYLA12262
OG0003811	AMPFI_10478	ORYLA12803
OG0003812	AMPFI_10138	ORYLA19278
OG0003813	AMPFI_07875	ORYLA18042, ORYLA17950
OG0003818	AMPFI_17759	ORYLA04078
OG0003820	AMPFI_17489	ORYLA07704
OG0003821	AMPFI_03105	ORYLA13685, ORYLA15681, ORYLA13807
OG0003823	AMPFI_06889	ORYLA11357
OG0003824	AMPFI_06085	ORYLA17763
OG0003827	AMPFI_21409	ORYLA07017, ORYLA07018, ORYLA13140
OG0003828	AMPFI_11909	ORYLA02923
OG0003829	AMPFI_00127	ORYLA06358
OG0003830	AMPFI_07093	ORYLA10180, ORYLA11924
OG0003831	AMPFI_12797	ORYLA00352
OG0003832	AMPFI_20517	ORYLA14681, ORYLA10931
OG0003833	AMPFI_18982	ORYLA08551
OG0003834	AMPFI_10226	ORYLA06974, ORYLA12844, ORYLA15270
OG0003836	AMPFI_14280	ORYLA00347, ORYLA00348, ORYLA04611
OG0003837	AMPFI_24684	ORYLA16787
OG0003838	AMPFI_19657	ORYLA09504, ORYLA00494
OG0003840	AMPFI_23271	ORYLA19338
OG0003841	AMPFI_21826	ORYLA02082
OG0003844	AMPFI_14349	ORYLA00410
OG0003845	AMPFI_07956	ORYLA04421
OG0003848	AMPFI_23978	ORYLA06527, ORYLA13653
OG0003850	AMPFI_10267	ORYLA05996
OG0003851	AMPFI_16652	ORYLA09286, ORYLA06613
OG0003852	AMPFI_10208	ORYLA17405
OG0003853	AMPFI_21676	ORYLA18272
OG0003854	AMPFI_03224	ORYLA13175
OG0003855	AMPFI_20260	ORYLA01615, ORYLA19634
OG0003856	AMPFI_08524	ORYLA17087
OG0003857	AMPFI_07120	ORYLA19469, ORYLA19468
OG0003858	AMPFI_00370	ORYLA04975
OG0003861	AMPFI_02803	ORYLA19849
OG0003863	AMPFI_16528	ORYLA04629, ORYLA17758
OG0003864	AMPFI_13775	ORYLA03365
OG0003865	AMPFI_11940	ORYLA09778, ORYLA13923, ORYLA15980
OG0003866	AMPFI_14452	ORYLA08827
OG0003867	AMPFI_17746	ORYLA19092
OG0003868	AMPFI_11838	ORYLA19824, ORYLA12769
OG0003869	AMPFI_17164	ORYLA08057
OG0003870	AMPFI_05899	ORYLA16354
OG0003871	AMPFI_09651	ORYLA09605
OG0003872	AMPFI_14866	ORYLA17934, ORYLA17933
OG0003873	AMPFI_09750	ORYLA12547
OG0003874	AMPFI_14478	ORYLA05727, ORYLA01534
OG0003876	AMPFI_22260	ORYLA05675
OG0003877	AMPFI_15725, AMPFI_00796	ORYLA13505
OG0003878	AMPFI_12599	ORYLA11114, ORYLA15672, ORYLA14414
OG0003880	AMPFI_08957	ORYLA12824
OG0003881	AMPFI_15319, AMPFI_15320	ORYLA19792, ORYLA19793
OG0003883	AMPFI_12967	ORYLA05064, ORYLA00737, ORYLA07337, ORYLA07336
OG0003884	AMPFI_11418	ORYLA12146
OG0003885	AMPFI_12606	ORYLA05118, ORYLA08990
OG0003886	AMPFI_05835	ORYLA07850
OG0003887	AMPFI_10957	ORYLA06119
OG0003888	AMPFI_01567	ORYLA09457
OG0003890	AMPFI_14577	ORYLA02702, ORYLA03959
OG0003892	AMPFI_11859, AMPFI_18544	ORYLA10862
OG0003893	AMPFI_15310	ORYLA04836
OG0003894	AMPFI_18671	ORYLA17746
OG0003896	AMPFI_07056	ORYLA00246, ORYLA16803, ORYLA16688
OG0003898	AMPFI_09375	ORYLA12764
OG0003899	AMPFI_00789	ORYLA00332
OG0003900	AMPFI_23235	ORYLA03942
OG0003903	AMPFI_19280	ORYLA00503
OG0003904	AMPFI_04520	ORYLA12590
OG0003905	AMPFI_02600	ORYLA18767, ORYLA20350
OG0003906	AMPFI_11162	ORYLA19253, ORYLA19252
OG0003907	AMPFI_25753	ORYLA07524
OG0003910	AMPFI_04464	ORYLA01842
OG0003911	AMPFI_08416	ORYLA18945
OG0003912	AMPFI_24373	ORYLA15466, ORYLA12465
OG0003913	AMPFI_21191	ORYLA01416
OG0003914	AMPFI_08353	ORYLA18672
OG0003915	AMPFI_10789	ORYLA12264, ORYLA00970
OG0003916	AMPFI_09047	ORYLA06228, ORYLA02175
OG0003917	AMPFI_16651, AMPFI_15299, AMPFI_01608	ORYLA13507
OG0003918	AMPFI_05529	ORYLA01197, ORYLA19012
OG0003920	AMPFI_25048	ORYLA01688
OG0003921	AMPFI_13490	ORYLA07105
OG0003922	AMPFI_19502	ORYLA09787
OG0003923	AMPFI_15048	ORYLA10036
OG0003925	AMPFI_08582	ORYLA05435
OG0003927	AMPFI_25825	ORYLA17984
OG0003930	AMPFI_07230	ORYLA15221
OG0003931	AMPFI_26056	ORYLA07756
OG0003932	AMPFI_10182	ORYLA09727
OG0003933	AMPFI_24509	ORYLA14136, ORYLA10946
OG0003934	AMPFI_16560	ORYLA18258
OG0003936	AMPFI_09358	ORYLA15161
OG0003937	AMPFI_09658	ORYLA04944, ORYLA02854, ORYLA17784, ORYLA17785, ORYLA02477
OG0003939	AMPFI_06063	ORYLA08294
OG0003940	AMPFI_19837	ORYLA12099
OG0003942	AMPFI_14927	ORYLA11858
OG0003943	AMPFI_08179	ORYLA19886, ORYLA11701, ORYLA12686
OG0003944	AMPFI_07557	ORYLA06722
OG0003945	AMPFI_08691	ORYLA14999, ORYLA20189
OG0003946	AMPFI_00888	ORYLA00695, ORYLA00840
OG0003947	AMPFI_23175	ORYLA17372
OG0003948	AMPFI_09703	ORYLA17792
OG0003949	AMPFI_12679	ORYLA13984
OG0003951	AMPFI_11617	ORYLA15529
OG0003953	AMPFI_19332	ORYLA04609, ORYLA04608
OG0003954	AMPFI_06716	ORYLA05547, ORYLA11360
OG0003955	AMPFI_11128	ORYLA00673
OG0003956	AMPFI_23119, AMPFI_23118	ORYLA13069
OG0003957	AMPFI_08683	ORYLA09270
OG0003958	AMPFI_00232	ORYLA01353, ORYLA17566, ORYLA02785
OG0003959	AMPFI_04671	ORYLA02587
OG0003960	AMPFI_08480	ORYLA14710
OG0003961	AMPFI_06314	ORYLA06267
OG0003962	AMPFI_16905	ORYLA04594, ORYLA08720, ORYLA03911
OG0003964	AMPFI_01234	ORYLA02736
OG0003965	AMPFI_04828	ORYLA10358
OG0003966	AMPFI_05727	ORYLA18869, ORYLA18868
OG0003967	AMPFI_05943, AMPFI_08131	ORYLA00887
OG0003968	AMPFI_06736	ORYLA08670, ORYLA09958, ORYLA06246
OG0003969	AMPFI_07721	ORYLA12575
OG0003970	AMPFI_07812	ORYLA17540
OG0003971	AMPFI_14528	ORYLA18033
OG0003972	AMPFI_15565	ORYLA15470
OG0003973	AMPFI_20438	ORYLA18600, ORYLA00775
OG0003974	AMPFI_21735	ORYLA12109, ORYLA14677
OG0003998	AMPFI_05249, AMPFI_09969	ORYLA00128
OG0004000	AMPFI_21623, AMPFI_16405, AMPFI_21863	ORYLA06063
OG0004002	AMPFI_02137	ORYLA05237
OG0004004	AMPFI_09791	ORYLA15181
OG0004005	AMPFI_05677	ORYLA11539
OG0004007	AMPFI_00209	ORYLA12862, ORYLA02441
OG0004009	AMPFI_12935	ORYLA07186, ORYLA18510, ORYLA05182
OG0004010	AMPFI_15924	ORYLA12744
OG0004011	AMPFI_07886	ORYLA08072, ORYLA04979, ORYLA02389, ORYLA17955
OG0004012	AMPFI_11587	ORYLA03859, ORYLA03860
OG0004014	AMPFI_09780	ORYLA09781
OG0004015	AMPFI_12276	ORYLA13080
OG0004016	AMPFI_07732	ORYLA15762
OG0004017	AMPFI_05329, AMPFI_16787	ORYLA16378
OG0004019	AMPFI_04656, AMPFI_20503	ORYLA07079
OG0004021	AMPFI_13532	ORYLA04388, ORYLA04386, ORYLA04387
OG0004022	AMPFI_19771	ORYLA04153
OG0004023	AMPFI_19933	ORYLA19712
OG0004024	AMPFI_16537, AMPFI_25945	ORYLA09183
OG0004025	AMPFI_13676, AMPFI_23617	ORYLA17302
OG0004027	AMPFI_22283	ORYLA15966
OG0004028	AMPFI_10335	ORYLA19452, ORYLA19451
OG0004029	AMPFI_16894	ORYLA05168
OG0004031	AMPFI_05716	ORYLA03387
OG0004032	AMPFI_18750	ORYLA00963, ORYLA09486
OG0004033	AMPFI_03927	ORYLA00102, ORYLA05233
OG0004035	AMPFI_24745	ORYLA13967, ORYLA19169
OG0004036	AMPFI_19780	ORYLA03934, ORYLA07549, ORYLA01986
OG0004037	AMPFI_03972	ORYLA12889
OG0004039	AMPFI_20896, AMPFI_13108	ORYLA05412
OG0004039	AMPFI_01095, AMPFI_04352	ORYLA05413
OG0004042	AMPFI_16992	ORYLA12519
OG0004043	AMPFI_09709	ORYLA11374
OG0004044	AMPFI_00282	ORYLA06709
OG0004045	AMPFI_08610	ORYLA05053, ORYLA00018
OG0004047	AMPFI_19469	ORYLA00724, ORYLA16680
OG0004049	AMPFI_07284	ORYLA12229, ORYLA01045, ORYLA05312, ORYLA11774
OG0004050	AMPFI_00721	ORYLA14703
OG0004051	AMPFI_17845	ORYLA12291, ORYLA09890
OG0004052	AMPFI_05448	ORYLA13663
OG0004053	AMPFI_17533	ORYLA02143
OG0004054	AMPFI_08608	ORYLA20246
OG0004055	AMPFI_10976	ORYLA11987
OG0004056	AMPFI_02644	ORYLA15361
OG0004056	AMPFI_12573	ORYLA13016
OG0004057	AMPFI_09381	ORYLA18803
OG0004058	AMPFI_02646	ORYLA11743
OG0004059	AMPFI_10187	ORYLA09700
OG0004060	AMPFI_14285	ORYLA05319
OG0004061	AMPFI_10286	ORYLA06758
OG0004063	AMPFI_25939	ORYLA10971
OG0004064	AMPFI_07536	ORYLA20087
OG0004065	AMPFI_19408	ORYLA15637
OG0004067	AMPFI_09979	ORYLA00948
OG0004068	AMPFI_18859	ORYLA07587
OG0004069	AMPFI_11248	ORYLA17225
OG0004070	AMPFI_16812	ORYLA00593
OG0004071	AMPFI_07328	ORYLA19319
OG0004072	AMPFI_04941	ORYLA07888
OG0004073	AMPFI_04508	ORYLA20307, ORYLA13758
OG0004074	AMPFI_16175, AMPFI_02501	ORYLA13537, ORYLA07852
OG0004076	AMPFI_08732	ORYLA01649, ORYLA01648
OG0004077	AMPFI_24197	ORYLA02758
OG0004078	AMPFI_16143	ORYLA04957, ORYLA04956
OG0004079	AMPFI_22149	ORYLA20439, ORYLA00169
OG0004080	AMPFI_07191	ORYLA10289, ORYLA07044
OG0004081	AMPFI_07325	ORYLA06891
OG0004082	AMPFI_08776	ORYLA06902
OG0004083	AMPFI_03305, AMPFI_21612, AMPFI_04296	ORYLA10118
OG0004084	AMPFI_15041	ORYLA10620, ORYLA11716
OG0004085	AMPFI_10044	ORYLA12276
OG0004086	AMPFI_24999	ORYLA05224
OG0004087	AMPFI_07453	ORYLA09831
OG0004088	AMPFI_17660, AMPFI_14733, AMPFI_18658	ORYLA13309, ORYLA20375
OG0004089	AMPFI_00735	ORYLA03508
OG0004090	AMPFI_22810	ORYLA13744
OG0004091	AMPFI_15165	ORYLA17298
OG0004092	AMPFI_06912	ORYLA16447
OG0004093	AMPFI_23222	ORYLA19122
OG0004093	AMPFI_17563	ORYLA19123
OG0004094	AMPFI_05712	ORYLA18005
OG0004096	AMPFI_17501	ORYLA06633, ORYLA13446
OG0004097	AMPFI_07052	ORYLA00951
OG0004098	AMPFI_25761, AMPFI_22663, AMPFI_04786	ORYLA13241
OG0004099	AMPFI_13965	ORYLA05808, ORYLA07729
OG0004100	AMPFI_19382	ORYLA14757
OG0004101	AMPFI_18949	ORYLA00034
OG0004102	AMPFI_15461	ORYLA08051, ORYLA05259
OG0004103	AMPFI_17250, AMPFI_04569	ORYLA16172
OG0004104	AMPFI_03708	ORYLA17223, ORYLA13619
OG0004105	AMPFI_00050	ORYLA05328
OG0004106	AMPFI_09128	ORYLA14443, ORYLA16021
OG0004108	AMPFI_11075	ORYLA05030
OG0004110	AMPFI_12307	ORYLA03874, ORYLA05290
OG0004111	AMPFI_07741	ORYLA02203, ORYLA05362, ORYLA11476
OG0004112	AMPFI_03998, AMPFI_17086, AMPFI_15301	ORYLA01550
OG0004113	AMPFI_10578	ORYLA15528
OG0004114	AMPFI_07189	ORYLA04348
OG0004115	AMPFI_13715	ORYLA06190
OG0004116	AMPFI_14003	ORYLA04207
OG0004117	AMPFI_20356, AMPFI_18086, AMPFI_18869, AMPFI_20713	ORYLA06456
OG0004118	AMPFI_15447	ORYLA11078, ORYLA15080
OG0004119	AMPFI_07138	ORYLA12671
OG0004120	AMPFI_07749	ORYLA04987
OG0004121	AMPFI_19218	ORYLA15655, ORYLA03797, ORYLA06814
OG0004123	AMPFI_13800	ORYLA19290
OG0004124	AMPFI_07154	ORYLA15467, ORYLA09082
OG0004125	AMPFI_01741	ORYLA00144
OG0004126	AMPFI_16862	ORYLA03650
OG0004127	AMPFI_23987	ORYLA09061
OG0004128	AMPFI_01941	ORYLA13697, ORYLA04740
OG0004129	AMPFI_01837	ORYLA04726
OG0004130	AMPFI_17105	ORYLA05755, ORYLA05756
OG0004131	AMPFI_02623	ORYLA17963
OG0004132	AMPFI_13812	ORYLA08928
OG0004133	AMPFI_00729	ORYLA03520, ORYLA09449
OG0004135	AMPFI_23953	ORYLA00556, ORYLA19702, ORYLA17201
OG0004136	AMPFI_00272	ORYLA15892
OG0004137	AMPFI_22552, AMPFI_04601, AMPFI_01476	ORYLA19715
OG0004138	AMPFI_07073	ORYLA08801
OG0004141	AMPFI_16850	ORYLA20262
OG0004142	AMPFI_18239	ORYLA19228
OG0004143	AMPFI_15415	ORYLA14097, ORYLA12079
OG0004144	AMPFI_12498, AMPFI_08519, AMPFI_23218	ORYLA06031, ORYLA09444
OG0004146	AMPFI_03964	ORYLA17537
OG0004147	AMPFI_22254	ORYLA09999, ORYLA08535
OG0004148	AMPFI_12585	ORYLA08231, ORYLA19465
OG0004149	AMPFI_26020	ORYLA09652, ORYLA00944
OG0004150	AMPFI_21548	ORYLA18859
OG0004151	AMPFI_00134	ORYLA16600
OG0004153	AMPFI_22147	ORYLA01191
OG0004154	AMPFI_13478	ORYLA10398
OG0004156	AMPFI_06309	ORYLA14744, ORYLA14745, ORYLA14464
OG0004157	AMPFI_19370	ORYLA20243, ORYLA16041
OG0004158	AMPFI_07649	ORYLA08591, ORYLA09357, ORYLA08876
OG0004159	AMPFI_08829	ORYLA10140
OG0004160	AMPFI_00568	ORYLA06641, ORYLA13459
OG0004161	AMPFI_14248, AMPFI_05464	ORYLA08743
OG0004162	AMPFI_16383	ORYLA16508
OG0004163	AMPFI_06150	ORYLA14605
OG0004164	AMPFI_05757	ORYLA03880, ORYLA08087, ORYLA04989
OG0004166	AMPFI_19424	ORYLA15487
OG0004167	AMPFI_24252, AMPFI_22854	ORYLA15371, ORYLA01065
OG0004169	AMPFI_09723	ORYLA16635
OG0004171	AMPFI_05713	ORYLA03005
OG0004172	AMPFI_00440, AMPFI_01178, AMPFI_25500, AMPFI_20424, AMPFI_16593, AMPFI_23370, AMPFI_16809, AMPFI_01504	ORYLA15121
OG0004174	AMPFI_00630	ORYLA17453
OG0004175	AMPFI_18073	ORYLA02638
OG0004176	AMPFI_01331, AMPFI_23021	ORYLA20490
OG0004178	AMPFI_03249	ORYLA20267, ORYLA16161
OG0004179	AMPFI_06442	ORYLA15111, ORYLA16660, ORYLA08320
OG0004180	AMPFI_06582	ORYLA09252, ORYLA20090
OG0004181	AMPFI_10263	ORYLA00305
OG0004182	AMPFI_15250	ORYLA03175, ORYLA03174
OG0004183	AMPFI_11544	ORYLA17883
OG0004184	AMPFI_12472	ORYLA04652, ORYLA04653
OG0004185	AMPFI_18248	ORYLA13738
OG0004186	AMPFI_18492	ORYLA10541, ORYLA04337, ORYLA04880
OG0004187	AMPFI_19435	ORYLA12466, ORYLA09321
OG0004188	AMPFI_24196	ORYLA18782
OG0004190	AMPFI_25836	ORYLA16767
OG0004214	AMPFI_11834	ORYLA06043
OG0004215	AMPFI_05972	ORYLA03688
OG0004216	AMPFI_02909	ORYLA11137
OG0004217	AMPFI_11613	ORYLA00162
OG0004219	AMPFI_05687	ORYLA09856
OG0004222	AMPFI_22508	ORYLA10143
OG0004223	AMPFI_14106, AMPFI_14107	ORYLA01529
OG0004225	AMPFI_15711	ORYLA14375, ORYLA06540
OG0004226	AMPFI_10795	ORYLA10741, ORYLA01488
OG0004227	AMPFI_07234	ORYLA15581
OG0004228	AMPFI_24494	ORYLA10619, ORYLA11717
OG0004229	AMPFI_04684	ORYLA04904, ORYLA01162
OG0004230	AMPFI_16103	ORYLA03779
OG0004231	AMPFI_06317, AMPFI_24209	ORYLA17203
OG0004232	AMPFI_18466	ORYLA18836
OG0004233	AMPFI_05856	ORYLA13892, ORYLA03624
OG0004235	AMPFI_18111	ORYLA18461, ORYLA18460
OG0004236	AMPFI_18952	ORYLA18284
OG0004237	AMPFI_10494	ORYLA00477
OG0004238	AMPFI_17804, AMPFI_21342, AMPFI_25643	ORYLA02026, ORYLA19743
OG0004239	AMPFI_05780	ORYLA15565
OG0004240	AMPFI_18787	ORYLA05216
OG0004241	AMPFI_24897	ORYLA09540, ORYLA09541
OG0004243	AMPFI_10050	ORYLA08230, ORYLA19467
OG0004245	AMPFI_14565	ORYLA05193
OG0004246	AMPFI_08562	ORYLA08241
OG0004248	AMPFI_06429	ORYLA15416
OG0004249	AMPFI_13244	ORYLA02545
OG0004250	AMPFI_12407	ORYLA05194
OG0004251	AMPFI_12152, AMPFI_09987	ORYLA13407, ORYLA06357
OG0004252	AMPFI_09692	ORYLA11763
OG0004253	AMPFI_11137	ORYLA08024, ORYLA03451
OG0004254	AMPFI_23528	ORYLA02332
OG0004255	AMPFI_05607	ORYLA14321
OG0004257	AMPFI_12483	ORYLA13796
OG0004259	AMPFI_05436	ORYLA14900, ORYLA14901
OG0004260	AMPFI_03269	ORYLA14804
OG0004261	AMPFI_09942	ORYLA02160
OG0004262	AMPFI_15895	ORYLA11314
OG0004263	AMPFI_19144	ORYLA19672
OG0004265	AMPFI_18948, AMPFI_24112, AMPFI_22206	ORYLA13288
OG0004266	AMPFI_04244	ORYLA17776, ORYLA17778
OG0004266	AMPFI_00291	ORYLA17777
OG0004268	AMPFI_19077	ORYLA18618
OG0004269	AMPFI_19802	ORYLA00763
OG0004269	AMPFI_02131	ORYLA00762
OG0004270	AMPFI_22607	ORYLA01546, ORYLA05748
OG0004271	AMPFI_00357	ORYLA10889, ORYLA14724
OG0004272	AMPFI_03000, AMPFI_03190	ORYLA17688
OG0004273	AMPFI_20320, AMPFI_02222, AMPFI_01584	ORYLA05805
OG0004274	AMPFI_14696	ORYLA19950, ORYLA05643
OG0004275	AMPFI_10196	ORYLA11016, ORYLA14720, ORYLA14202
OG0004276	AMPFI_07190	ORYLA05549
OG0004278	AMPFI_00741	ORYLA02821
OG0004281	AMPFI_08580	ORYLA02976
OG0004282	AMPFI_03603	ORYLA01943
OG0004283	AMPFI_22058	ORYLA01415
OG0004284	AMPFI_07793	ORYLA12786
OG0004285	AMPFI_05686	ORYLA01291
OG0004286	AMPFI_11804, AMPFI_11033	ORYLA03608
OG0004289	AMPFI_15989	ORYLA11614
OG0004290	AMPFI_20931	ORYLA14551, ORYLA06167, ORYLA01685
OG0004294	AMPFI_25254	ORYLA12360, ORYLA15730
OG0004295	AMPFI_09939	ORYLA13614
OG0004296	AMPFI_17160	ORYLA18165, ORYLA02795
OG0004297	AMPFI_04000	ORYLA01594
OG0004299	AMPFI_10108	ORYLA07203, ORYLA04240
OG0004300	AMPFI_20207	ORYLA20173
OG0004301	AMPFI_21938	ORYLA01175
OG0004302	AMPFI_16467	ORYLA07918
OG0004303	AMPFI_18613	ORYLA06906, ORYLA03599
OG0004305	AMPFI_12729	ORYLA12983
OG0004306	AMPFI_17375	ORYLA19624, ORYLA19623
OG0004307	AMPFI_10120	ORYLA16647
OG0004308	AMPFI_06434	ORYLA01248
OG0004310	AMPFI_01502	ORYLA12810
OG0004311	AMPFI_19446	ORYLA06878, ORYLA12820, ORYLA12821, ORYLA12822, ORYLA12213
OG0004312	AMPFI_14477	ORYLA08934
OG0004314	AMPFI_17299	ORYLA13384
OG0004315	AMPFI_11714	ORYLA08110
OG0004316	AMPFI_06233	ORYLA13055
OG0004318	AMPFI_21243	ORYLA08308
OG0004319	AMPFI_07860	ORYLA14604, ORYLA15324
OG0004321	AMPFI_03701	ORYLA08343
OG0004322	AMPFI_05719	ORYLA02168
OG0004324	AMPFI_13538	ORYLA16074, ORYLA20239
OG0004327	AMPFI_15196	ORYLA03590
OG0004328	AMPFI_06204	ORYLA14212
OG0004329	AMPFI_18366	ORYLA17380
OG0004330	AMPFI_04638	ORYLA19620
OG0004331	AMPFI_13825	ORYLA10128
OG0004333	AMPFI_02290	ORYLA02208
OG0004334	AMPFI_04344	ORYLA13634
OG0004335	AMPFI_01647	ORYLA07228
OG0004337	AMPFI_08351	ORYLA09589
OG0004338	AMPFI_03726	ORYLA03022
OG0004341	AMPFI_19963	ORYLA00796
OG0004342	AMPFI_25181, AMPFI_12541, AMPFI_02766	ORYLA07522
OG0004343	AMPFI_14022	ORYLA04934
OG0004345	AMPFI_12564	ORYLA02462
OG0004346	AMPFI_12405	ORYLA13068
OG0004348	AMPFI_02439	ORYLA09480
OG0004349	AMPFI_24895	ORYLA10657
OG0004350	AMPFI_18421	ORYLA19055
OG0004351	AMPFI_20164	ORYLA05855
OG0004352	AMPFI_25758	ORYLA05883
OG0004353	AMPFI_13654	ORYLA05853
OG0004354	AMPFI_11067	ORYLA19813
OG0004355	AMPFI_09199	ORYLA11295
OG0004356	AMPFI_05341	ORYLA03524
OG0004357	AMPFI_08395	ORYLA05275, ORYLA18598
OG0004358	AMPFI_22150	ORYLA15910
OG0004359	AMPFI_05530	ORYLA14312
OG0004360	AMPFI_14833	ORYLA07053
OG0004361	AMPFI_04236	ORYLA13310
OG0004362	AMPFI_09867	ORYLA16460
OG0004364	AMPFI_11780	ORYLA10803
OG0004365	AMPFI_18925	ORYLA14910
OG0004366	AMPFI_11770	ORYLA19961
OG0004367	AMPFI_16806	ORYLA05252
OG0004368	AMPFI_05539	ORYLA13581, ORYLA13582, ORYLA01592
OG0004369	AMPFI_22531	ORYLA16298
OG0004370	AMPFI_05169	ORYLA04218
OG0004373	AMPFI_02861	ORYLA13428
OG0004374	AMPFI_07980	ORYLA13060
OG0004375	AMPFI_04718, AMPFI_20500, AMPFI_21503, AMPFI_04176	ORYLA14822
OG0004376	AMPFI_15019	ORYLA03453, ORYLA03982, ORYLA17266, ORYLA17265
OG0004378	AMPFI_09387	ORYLA03486
OG0004379	AMPFI_07942	ORYLA16844, ORYLA11000
OG0004380	AMPFI_00883	ORYLA14741, ORYLA14742, ORYLA11001
OG0004381	AMPFI_23751	ORYLA01629
OG0004382	AMPFI_13422	ORYLA02422
OG0004383	AMPFI_10019, AMPFI_10486	ORYLA10414
OG0004384	AMPFI_21506	ORYLA11849
OG0004385	AMPFI_02615, AMPFI_24477	ORYLA02949
OG0004386	AMPFI_10062	ORYLA17577
OG0004389	AMPFI_08344	ORYLA06660, ORYLA13273
OG0004390	AMPFI_17295	ORYLA06508
OG0004392	AMPFI_24108	ORYLA05276
OG0004393	AMPFI_06040	ORYLA00736, ORYLA05065, ORYLA07310
OG0004395	AMPFI_20914	ORYLA11237, ORYLA11236
OG0004396	AMPFI_14937	ORYLA13670, ORYLA13671
OG0004397	AMPFI_03263	ORYLA12670, ORYLA06982, ORYLA12927
OG0004399	AMPFI_06098	ORYLA15917, ORYLA10934
OG0004400	AMPFI_13995	ORYLA12834, ORYLA06976
OG0004401	AMPFI_12672	ORYLA16391
OG0004402	AMPFI_15887	ORYLA00359
OG0004403	AMPFI_14279	ORYLA12131
OG0004404	AMPFI_14466	ORYLA18290, ORYLA18289
OG0004405	AMPFI_14300	ORYLA00290
OG0004406	AMPFI_11302	ORYLA07369, ORYLA10660, ORYLA11663
OG0004407	AMPFI_09013	ORYLA10493
OG0004408	AMPFI_05190	ORYLA04575
OG0004409	AMPFI_00146	ORYLA11017, ORYLA14719
OG0004413	AMPFI_25865	ORYLA13706
OG0004414	AMPFI_19124	ORYLA04213, ORYLA03766
OG0004415	AMPFI_04130	ORYLA02106
OG0004417	AMPFI_06225	ORYLA06644
OG0004418	AMPFI_23017, AMPFI_07133	ORYLA14094, ORYLA17533
OG0004419	AMPFI_07957	ORYLA17812
OG0004420	AMPFI_10754	ORYLA15597, ORYLA13498
OG0004421	AMPFI_12127	ORYLA13703
OG0004422	AMPFI_13563	ORYLA17669
OG0004423	AMPFI_14942	ORYLA02181
OG0004424	AMPFI_17270	ORYLA14156
OG0004425	AMPFI_21164	ORYLA16312
OG0004426	AMPFI_21633	ORYLA03269
OG0004427	AMPFI_22834	ORYLA12454, ORYLA14582, ORYLA05172
OG0004459	AMPFI_11564	ORYLA07864
OG0004460	AMPFI_25193	ORYLA14340
OG0004461	AMPFI_19555	ORYLA11220, ORYLA13678
OG0004462	AMPFI_08624	ORYLA08525
OG0004467	AMPFI_21984	ORYLA17825, ORYLA04362
OG0004468	AMPFI_16351	ORYLA01117
OG0004471	AMPFI_00393	ORYLA09668
OG0004472	AMPFI_11440	ORYLA11083
OG0004475	AMPFI_18546	ORYLA00288
OG0004476	AMPFI_14753	ORYLA17923
OG0004478	AMPFI_03975	ORYLA15190
OG0004479	AMPFI_09403	ORYLA01642
OG0004483	AMPFI_19423, AMPFI_14818	ORYLA08606
OG0004484	AMPFI_19765	ORYLA14440
OG0004485	AMPFI_06466	ORYLA03123
OG0004486	AMPFI_08587	ORYLA09214
OG0004487	AMPFI_05702	ORYLA12882
OG0004488	AMPFI_01993	ORYLA01537
OG0004489	AMPFI_09296, AMPFI_09295	ORYLA13724, ORYLA14275
OG0004490	AMPFI_22429	ORYLA17142
OG0004491	AMPFI_00308, AMPFI_15346	ORYLA12722
OG0004492	AMPFI_09360	ORYLA12318, ORYLA13988
OG0004493	AMPFI_05970	ORYLA05968, ORYLA02037
OG0004494	AMPFI_05453	ORYLA08165
OG0004495	AMPFI_07695	ORYLA06356
OG0004496	AMPFI_03101	ORYLA09129
OG0004497	AMPFI_22097	ORYLA15163
OG0004498	AMPFI_06947	ORYLA01757
OG0004499	AMPFI_03990	ORYLA10507
OG0004500	AMPFI_13920	ORYLA18253
OG0004501	AMPFI_09291	ORYLA10621
OG0004502	AMPFI_03587	ORYLA16140
OG0004505	AMPFI_08535	ORYLA09612
OG0004506	AMPFI_12628, AMPFI_09386	ORYLA16269
OG0004507	AMPFI_07072	ORYLA17649
OG0004508	AMPFI_25941	ORYLA14170
OG0004509	AMPFI_09182	ORYLA06656, ORYLA13427
OG0004510	AMPFI_09345	ORYLA09938
OG0004511	AMPFI_07637	ORYLA18087, ORYLA04001
OG0004512	AMPFI_11410	ORYLA10399
