Orthogroup	AMPFI_ok	AENJA_ok
OG0003956	AMPFI_23118	AENJA_26347
OG0003957	AMPFI_08683	AENJA_26465
OG0003958	AMPFI_00232	AENJA_26545
OG0003959	AMPFI_04671	AENJA_26551
OG0003960	AMPFI_08480	AENJA_26560
OG0003961	AMPFI_06314	AENJA_26616
OG0003962	AMPFI_16905	AENJA_26659
OG0003996	AMPFI_08068	AENJA_00444
OG0003997	AMPFI_23015	AENJA_08113
OG0003997	AMPFI_18937	AENJA_00553
OG0003998	AMPFI_05249, AMPFI_09969	AENJA_00732
OG0004000	AMPFI_21623, AMPFI_16405, AMPFI_21863	AENJA_01025
OG0004002	AMPFI_02137	AENJA_01139, AENJA_01146
OG0004003	AMPFI_04742	AENJA_15688, AENJA_01298, AENJA_16894, AENJA_01301, AENJA_01304, AENJA_01302
OG0004004	AMPFI_09791	AENJA_01405
OG0004005	AMPFI_05677	AENJA_01410, AENJA_01411
OG0004006	AMPFI_24746	AENJA_01570
OG0004007	AMPFI_00209	AENJA_01716
OG0004009	AMPFI_12935	AENJA_01997
OG0004010	AMPFI_15924	AENJA_02161
OG0004011	AMPFI_07886	AENJA_02252
OG0004012	AMPFI_11587	AENJA_02300
OG0004013	AMPFI_07165	AENJA_09231
OG0004013	AMPFI_25350	AENJA_24628
OG0004013	AMPFI_02077	AENJA_22514, AENJA_02859
OG0004014	AMPFI_09780	AENJA_12582
OG0004015	AMPFI_12276	AENJA_03648
OG0004016	AMPFI_20165, AMPFI_03659	AENJA_03782
OG0004016	AMPFI_07732	AENJA_25499
OG0004017	AMPFI_16787	AENJA_03846
OG0004018	AMPFI_23571	AENJA_22270
OG0004019	AMPFI_04656, AMPFI_20503	AENJA_04085
OG0004020	AMPFI_05398	AENJA_04089
OG0004021	AMPFI_13532	AENJA_04438
OG0004022	AMPFI_19771	AENJA_04720
OG0004023	AMPFI_19933, AMPFI_24548	AENJA_04821
OG0004024	AMPFI_25945	AENJA_04835
OG0004025	AMPFI_23617	AENJA_05271
OG0004026	AMPFI_00130	AENJA_05297, AENJA_23361
OG0004027	AMPFI_22283	AENJA_05469
OG0004028	AMPFI_19763	AENJA_15709
OG0004028	AMPFI_10335	AENJA_05585
OG0004029	AMPFI_16894	AENJA_05822
OG0004030	AMPFI_22173	AENJA_05896
OG0004031	AMPFI_05716	AENJA_06023
OG0004032	AMPFI_18750	AENJA_06151
OG0004033	AMPFI_03927	AENJA_07800, AENJA_06467
OG0004034	AMPFI_05228	AENJA_06781
OG0004035	AMPFI_24745	AENJA_07045
OG0004036	AMPFI_19780	AENJA_07123
OG0004037	AMPFI_03972	AENJA_07206
OG0004039	AMPFI_13108	AENJA_07640
OG0004040	AMPFI_23302	AENJA_07720
OG0004042	AMPFI_16992	AENJA_07854
OG0004043	AMPFI_09709	AENJA_07877
OG0004044	AMPFI_00282	AENJA_07917
OG0004045	AMPFI_08610	AENJA_07957
OG0004046	AMPFI_09272	AENJA_17400
OG0004047	AMPFI_19469	AENJA_08079
OG0004048	AMPFI_12579	AENJA_08141
OG0004049	AMPFI_07284	AENJA_08248
OG0004050	AMPFI_16794	AENJA_08476
OG0004051	AMPFI_17845	AENJA_08973
OG0004052	AMPFI_05448	AENJA_09045
OG0004053	AMPFI_17533	AENJA_09308
OG0004054	AMPFI_08608	AENJA_09386
OG0004055	AMPFI_10976	AENJA_10626
OG0004056	AMPFI_12573	AENJA_09747
OG0004057	AMPFI_09381	AENJA_09847
OG0004058	AMPFI_08684, AMPFI_02646	AENJA_15238
OG0004059	AMPFI_10187	AENJA_10120
OG0004060	AMPFI_14285	AENJA_10222
OG0004061	AMPFI_10286	AENJA_10245
OG0004063	AMPFI_25939	AENJA_10560
OG0004064	AMPFI_07536	AENJA_10715
OG0004065	AMPFI_19408	AENJA_10915
OG0004066	AMPFI_11470	AENJA_20918
OG0004067	AMPFI_09979	AENJA_11072, AENJA_11073
OG0004068	AMPFI_18859	AENJA_11291
OG0004069	AMPFI_11248	AENJA_11462
OG0004070	AMPFI_16812	AENJA_11512
OG0004071	AMPFI_07328	AENJA_11569
OG0004072	AMPFI_04941	AENJA_11674
OG0004073	AMPFI_04508	AENJA_11745
OG0004074	AMPFI_16175	AENJA_11761
OG0004075	AMPFI_22791	AENJA_11909, AENJA_25684
OG0004076	AMPFI_08732	AENJA_11962
OG0004077	AMPFI_24197	AENJA_12069, AENJA_11984
OG0004078	AMPFI_16143	AENJA_12075
OG0004079	AMPFI_22149	AENJA_12149
OG0004080	AMPFI_07191	AENJA_12559
OG0004081	AMPFI_07325	AENJA_12579
OG0004082	AMPFI_08776	AENJA_12648
OG0004083	AMPFI_04296	AENJA_12814
OG0004084	AMPFI_15041	AENJA_13049
OG0004085	AMPFI_10044	AENJA_13446
OG0004086	AMPFI_24999	AENJA_13483, AENJA_16966
OG0004087	AMPFI_07453	AENJA_13678
OG0004088	AMPFI_17660	AENJA_13695, AENJA_24137
OG0004089	AMPFI_00735	AENJA_13857
OG0004090	AMPFI_22810	AENJA_14113
OG0004091	AMPFI_15165	AENJA_14498
OG0004092	AMPFI_06912	AENJA_14629
OG0004093	AMPFI_17563	AENJA_14743
OG0004094	AMPFI_05712	AENJA_14786
OG0004096	AMPFI_17501	AENJA_14942
OG0004097	AMPFI_07052	AENJA_15032
OG0004098	AMPFI_25761, AMPFI_22663, AMPFI_04786	AENJA_15282
OG0004099	AMPFI_13965	AENJA_15456
OG0004100	AMPFI_19382	AENJA_16101, AENJA_16102
OG0004101	AMPFI_18949	AENJA_16349
OG0004102	AMPFI_15461	AENJA_16425
OG0004103	AMPFI_17250, AMPFI_04569	AENJA_16652, AENJA_16649
OG0004104	AMPFI_00944, AMPFI_00216, AMPFI_03708	AENJA_17043
OG0004105	AMPFI_00050	AENJA_17274
OG0004106	AMPFI_09128	AENJA_17371
OG0004107	AMPFI_09933	AENJA_17526
OG0004108	AMPFI_10746	AENJA_17850
OG0004110	AMPFI_12307	AENJA_17972
OG0004111	AMPFI_07741	AENJA_17987
OG0004112	AMPFI_17086, AMPFI_15301	AENJA_26008
OG0004113	AMPFI_10578	AENJA_18290
OG0004114	AMPFI_07189	AENJA_18362
OG0004115	AMPFI_13715	AENJA_18384
OG0004116	AMPFI_14003	AENJA_18624
OG0004117	AMPFI_20356, AMPFI_18086, AMPFI_18869, AMPFI_20713	AENJA_18937
OG0004118	AMPFI_15447	AENJA_19037
OG0004119	AMPFI_07138	AENJA_19319
OG0004120	AMPFI_07749	AENJA_19470
OG0004121	AMPFI_19218	AENJA_19585
OG0004122	AMPFI_02482	AENJA_19610
OG0004123	AMPFI_13800	AENJA_19882
OG0004124	AMPFI_07154	AENJA_20051
OG0004125	AMPFI_01741	AENJA_20094
OG0004126	AMPFI_16862	AENJA_20213
OG0004127	AMPFI_23987	AENJA_20390
OG0004128	AMPFI_01941	AENJA_20435
OG0004129	AMPFI_09326, AMPFI_14135, AMPFI_01837	AENJA_20438
OG0004130	AMPFI_17105	AENJA_20514
OG0004131	AMPFI_02623	AENJA_20546
OG0004132	AMPFI_13812	AENJA_20581
OG0004133	AMPFI_00729	AENJA_20684
OG0004134	AMPFI_11318	AENJA_20800
OG0004135	AMPFI_23953	AENJA_21037
OG0004136	AMPFI_00272	AENJA_21121
OG0004137	AMPFI_22552	AENJA_21136
OG0004138	AMPFI_07073	AENJA_21638
OG0004141	AMPFI_16850	AENJA_22209
OG0004142	AMPFI_18239	AENJA_22247
OG0004143	AMPFI_15415	AENJA_22570
OG0004144	AMPFI_12498, AMPFI_08519, AMPFI_23218	AENJA_22601
OG0004145	AMPFI_03194	AENJA_22813
OG0004146	AMPFI_03964	AENJA_22878
OG0004147	AMPFI_22254	AENJA_22980
OG0004148	AMPFI_12585	AENJA_23349
OG0004149	AMPFI_26020	AENJA_23391
OG0004150	AMPFI_13804	AENJA_23752
OG0004151	AMPFI_00134	AENJA_23954
OG0004153	AMPFI_22147	AENJA_24230
OG0004154	AMPFI_13478	AENJA_24263
OG0004156	AMPFI_06309	AENJA_24369, AENJA_24722
OG0004157	AMPFI_19370	AENJA_24370
OG0004158	AMPFI_07649	AENJA_24429
OG0004159	AMPFI_08829	AENJA_24852
OG0004160	AMPFI_00568	AENJA_25025
OG0004161	AMPFI_14248, AMPFI_05464	AENJA_25182
OG0004162	AMPFI_16383	AENJA_25282
OG0004163	AMPFI_06150	AENJA_25392
OG0004164	AMPFI_05757	AENJA_25479
OG0004165	AMPFI_21151	AENJA_25720
OG0004166	AMPFI_19424	AENJA_25748
OG0004167	AMPFI_22854	AENJA_26097
OG0004169	AMPFI_09723	AENJA_26454
OG0004170	AMPFI_18162	AENJA_26593
OG0004171	AMPFI_05713	AENJA_26685
OG0004214	AMPFI_11834	AENJA_00165
OG0004215	AMPFI_05972	AENJA_00310
OG0004216	AMPFI_02909	AENJA_00516
OG0004217	AMPFI_11613	AENJA_00550
OG0004219	AMPFI_05687	AENJA_01020
OG0004220	AMPFI_06135	AENJA_01203
OG0004222	AMPFI_22508	AENJA_01486
OG0004223	AMPFI_14106, AMPFI_14107	AENJA_01506
OG0004224	AMPFI_17495, AMPFI_04688, AMPFI_04757, AMPFI_18205, AMPFI_06186, AMPFI_13878	AENJA_01584, AENJA_01587
OG0004225	AMPFI_15711	AENJA_01633
OG0004226	AMPFI_10795	AENJA_01684
OG0004227	AMPFI_07234	AENJA_01705
OG0004228	AMPFI_24494, AMPFI_18790	AENJA_01729
OG0004229	AMPFI_04684	AENJA_02064
OG0004231	AMPFI_24209	AENJA_02278
OG0004232	AMPFI_18466	AENJA_02302
OG0004233	AMPFI_05856	AENJA_02374
OG0004234	AMPFI_16563	AENJA_02411
OG0004235	AMPFI_18111	AENJA_02425
OG0004236	AMPFI_18952	AENJA_02429
OG0004237	AMPFI_10494	AENJA_07147
OG0004238	AMPFI_20812	AENJA_02591
OG0004239	AMPFI_05780	AENJA_02668
OG0004240	AMPFI_18787	AENJA_03070
OG0004241	AMPFI_24897	AENJA_03118
OG0004243	AMPFI_10050	AENJA_03297
OG0004244	AMPFI_25390	AENJA_03379
OG0004245	AMPFI_14565	AENJA_03416
OG0004246	AMPFI_08562	AENJA_03476
OG0004248	AMPFI_06429	AENJA_03763
OG0004249	AMPFI_13244	AENJA_03888
OG0004250	AMPFI_12407	AENJA_04014
OG0004251	AMPFI_12152, AMPFI_09987	AENJA_20691
OG0004252	AMPFI_09692	AENJA_04057
OG0004253	AMPFI_11137	AENJA_04321
OG0004254	AMPFI_23528	AENJA_04427, AENJA_09254
OG0004255	AMPFI_05607	AENJA_21176, AENJA_04555
OG0004257	AMPFI_12483	AENJA_04594
OG0004258	AMPFI_04576	AENJA_15676, AENJA_04921
OG0004259	AMPFI_05436	AENJA_05091
OG0004260	AMPFI_03269	AENJA_05573
OG0004261	AMPFI_09942	AENJA_25277, AENJA_13929, AENJA_22921, AENJA_22459, AENJA_05609
OG0004262	AMPFI_15895	AENJA_05767
OG0004263	AMPFI_19144	AENJA_05819
OG0004265	AMPFI_18948, AMPFI_24112, AMPFI_22206	AENJA_06209
OG0004266	AMPFI_08243	AENJA_06218
OG0004267	AMPFI_03672	AENJA_06337
OG0004268	AMPFI_19077	AENJA_06438
OG0004269	AMPFI_19802, AMPFI_02131	AENJA_06472
OG0004270	AMPFI_22607	AENJA_06731
OG0004271	AMPFI_00357	AENJA_06979
OG0004272	AMPFI_03000, AMPFI_03190	AENJA_06984
OG0004273	AMPFI_20320, AMPFI_02222	AENJA_07053
OG0004274	AMPFI_14696	AENJA_07138
OG0004275	AMPFI_10196	AENJA_07307
OG0004276	AMPFI_07190	AENJA_07382
OG0004278	AMPFI_00741	AENJA_08435
OG0004279	AMPFI_20800	AENJA_17815
OG0004280	AMPFI_08532	AENJA_07853
OG0004281	AMPFI_08580	AENJA_20214
OG0004281	AMPFI_21877	AENJA_13461
OG0004282	AMPFI_03603	AENJA_07918
OG0004283	AMPFI_04258	AENJA_07931
OG0004283	AMPFI_22058	AENJA_19675
OG0004284	AMPFI_07793	AENJA_07958
OG0004285	AMPFI_05686	AENJA_08157
OG0004286	AMPFI_11804, AMPFI_11033	AENJA_08421
OG0004287	AMPFI_18985	AENJA_10688
OG0004287	AMPFI_03750	AENJA_10695
OG0004287	AMPFI_16572	AENJA_08479
OG0004288	AMPFI_12843	AENJA_08494, AENJA_09224
OG0004289	AMPFI_15989	AENJA_08571
OG0004290	AMPFI_20931	AENJA_08634
OG0004293	AMPFI_08651	AENJA_16295, AENJA_20186
OG0004293	AMPFI_06702	AENJA_08747
OG0004293	AMPFI_20492, AMPFI_07502	AENJA_24846, AENJA_14080
OG0004294	AMPFI_25254	AENJA_08948
OG0004295	AMPFI_09939	AENJA_08995
OG0004296	AMPFI_17160	AENJA_22026, AENJA_09137
OG0004297	AMPFI_04000	AENJA_09281
OG0004298	AMPFI_01036	AENJA_09310
OG0004299	AMPFI_10108	AENJA_09313, AENJA_25545
OG0004300	AMPFI_20207	AENJA_09414
OG0004301	AMPFI_21938	AENJA_09950, AENJA_11810
OG0004302	AMPFI_16467	AENJA_09951, AENJA_11814
OG0004303	AMPFI_18613	AENJA_10102
OG0004305	AMPFI_12729	AENJA_10671
OG0004306	AMPFI_17375	AENJA_10728
OG0004307	AMPFI_10120	AENJA_10811
OG0004308	AMPFI_06434	AENJA_10896
OG0004309	AMPFI_07893	AENJA_10914
OG0004310	AMPFI_01502	AENJA_11180, AENJA_23448
OG0004311	AMPFI_19446	AENJA_11212
OG0004312	AMPFI_14477	AENJA_11219
OG0004314	AMPFI_17299	AENJA_11558
OG0004315	AMPFI_11714	AENJA_11716
OG0004316	AMPFI_06233	AENJA_11759
OG0004318	AMPFI_21243	AENJA_11868
OG0004319	AMPFI_07860	AENJA_12058
OG0004321	AMPFI_03701	AENJA_12158
OG0004322	AMPFI_05719	AENJA_12404, AENJA_12403
OG0004323	AMPFI_07446	AENJA_16766, AENJA_12482
OG0004324	AMPFI_13538	AENJA_12557
OG0004327	AMPFI_15196	AENJA_24731
OG0004328	AMPFI_06204	AENJA_12798
OG0004329	AMPFI_18366	AENJA_13104, AENJA_13109
OG0004330	AMPFI_04638	AENJA_13252
OG0004331	AMPFI_13825	AENJA_13331
OG0004332	AMPFI_12419	AENJA_13463
OG0004333	AMPFI_02290	AENJA_13634
OG0004334	AMPFI_04344	AENJA_13654
OG0004334	AMPFI_23930	AENJA_26354
OG0004337	AMPFI_08351	AENJA_13913
OG0004338	AMPFI_03726	AENJA_14330
OG0004340	AMPFI_07748	AENJA_14856
OG0004341	AMPFI_19963	AENJA_15047
OG0004341	AMPFI_12804	AENJA_15048
OG0004342	AMPFI_25181, AMPFI_12541, AMPFI_02766	AENJA_15096
OG0004343	AMPFI_14022, AMPFI_21404, AMPFI_23887	AENJA_15517
OG0004344	AMPFI_24893	AENJA_15963
OG0004345	AMPFI_12564	AENJA_16155
OG0004346	AMPFI_12405	AENJA_16250, AENJA_16249
OG0004348	AMPFI_02439	AENJA_16800
OG0004349	AMPFI_24895	AENJA_16835
OG0004350	AMPFI_18421	AENJA_16841
OG0004351	AMPFI_20164	AENJA_16867
OG0004352	AMPFI_25758	AENJA_16982
OG0004353	AMPFI_13654	AENJA_17017
OG0004354	AMPFI_11067	AENJA_17022
OG0004355	AMPFI_09199	AENJA_17231
OG0004356	AMPFI_05341	AENJA_17320
OG0004357	AMPFI_08395	AENJA_17547
OG0004358	AMPFI_22150	AENJA_18672, AENJA_18047
OG0004359	AMPFI_05530	AENJA_18134
OG0004360	AMPFI_14833	AENJA_18596
OG0004362	AMPFI_09867	AENJA_19062
OG0004363	AMPFI_10669	AENJA_19075
OG0004364	AMPFI_11780	AENJA_19146
OG0004365	AMPFI_18925	AENJA_19212
OG0004366	AMPFI_11770	AENJA_19317
OG0004367	AMPFI_16806	AENJA_19374
OG0004368	AMPFI_05539	AENJA_19702
OG0004369	AMPFI_22531	AENJA_19753
OG0004370	AMPFI_05169	AENJA_19903
OG0004373	AMPFI_02861	AENJA_20328
OG0004374	AMPFI_07980	AENJA_20422
OG0004375	AMPFI_04718, AMPFI_20500, AMPFI_21503, AMPFI_04176	AENJA_20974
OG0004376	AMPFI_15019	AENJA_21249
OG0004377	AMPFI_03913	AENJA_21485
OG0004378	AMPFI_09387	AENJA_21608
OG0004380	AMPFI_00883	AENJA_21685
OG0004381	AMPFI_23751	AENJA_21950
OG0004382	AMPFI_13422	AENJA_22037
OG0004383	AMPFI_10019, AMPFI_10486	AENJA_22354
OG0004384	AMPFI_21506	AENJA_22523
OG0004385	AMPFI_02615, AMPFI_24477	AENJA_22615
OG0004386	AMPFI_10062	AENJA_22871
OG0004387	AMPFI_18101	AENJA_23176
OG0004389	AMPFI_08344	AENJA_23497
OG0004390	AMPFI_11133	AENJA_23656
OG0004390	AMPFI_17295	AENJA_23655
OG0004392	AMPFI_24108	AENJA_23712
OG0004393	AMPFI_06040	AENJA_23907
OG0004395	AMPFI_20914	AENJA_24372
OG0004396	AMPFI_14937	AENJA_24530
OG0004397	AMPFI_03263	AENJA_25166
OG0004399	AMPFI_06098	AENJA_25524
OG0004400	AMPFI_13995	AENJA_25584
OG0004401	AMPFI_12672	AENJA_25597
OG0004402	AMPFI_17914, AMPFI_15548, AMPFI_15887	AENJA_25980
OG0004403	AMPFI_14279	AENJA_26375
OG0004405	AMPFI_14300	AENJA_26485
OG0004406	AMPFI_11302	AENJA_26544
OG0004407	AMPFI_09013	AENJA_26601
OG0004408	AMPFI_05190	AENJA_26831
OG0004457	AMPFI_05287	AENJA_00005
OG0004459	AMPFI_11564	AENJA_00105
OG0004460	AMPFI_25193	AENJA_10602, AENJA_00174
OG0004461	AMPFI_19555	AENJA_00187
OG0004462	AMPFI_08624	AENJA_00195
OG0004463	AMPFI_12899	AENJA_00263
OG0004465	AMPFI_23112, AMPFI_12347	AENJA_00361
OG0004467	AMPFI_21984	AENJA_00451
OG0004468	AMPFI_16351	AENJA_00461
OG0004471	AMPFI_00393	AENJA_00776
OG0004472	AMPFI_11440	AENJA_00868
OG0004475	AMPFI_18546	AENJA_03139, AENJA_01045
OG0004476	AMPFI_14753	AENJA_01930
OG0004478	AMPFI_03975	AENJA_02085
OG0004479	AMPFI_09403	AENJA_02206
OG0004482	AMPFI_09287	AENJA_26663
OG0004483	AMPFI_14818	AENJA_02340
OG0004484	AMPFI_19765	AENJA_02375
OG0004485	AMPFI_06466	AENJA_23178
OG0004486	AMPFI_08587	AENJA_02721
OG0004487	AMPFI_05702	AENJA_02764
OG0004488	AMPFI_01993	AENJA_03056
OG0004489	AMPFI_09296, AMPFI_09295	AENJA_03089
OG0004490	AMPFI_22429	AENJA_03148
OG0004491	AMPFI_00328	AENJA_03169
OG0004491	AMPFI_00308, AMPFI_15346	AENJA_03168
OG0004492	AMPFI_09360	AENJA_03264
OG0004493	AMPFI_05970	AENJA_03367
OG0004494	AMPFI_05453	AENJA_03427
OG0004495	AMPFI_07695	AENJA_03794
OG0004496	AMPFI_03101	AENJA_03798
OG0004497	AMPFI_22097, AMPFI_00339, AMPFI_25044	AENJA_03976
OG0004498	AMPFI_06947	AENJA_04040
OG0004499	AMPFI_03990	AENJA_04167
OG0004500	AMPFI_13920	AENJA_04178
OG0004501	AMPFI_09291	AENJA_11831, AENJA_04286
OG0004502	AMPFI_03587	AENJA_04449
OG0004504	AMPFI_16480	AENJA_09170
OG0004505	AMPFI_08535	AENJA_22550
OG0004506	AMPFI_12628, AMPFI_09386	AENJA_04842
OG0004507	AMPFI_07072	AENJA_04865
OG0004508	AMPFI_25941	AENJA_05015
OG0004509	AMPFI_09182	AENJA_05239
OG0004510	AMPFI_09345	AENJA_05329
OG0004511	AMPFI_07637	AENJA_05552
OG0004512	AMPFI_11410	AENJA_05863
OG0004513	AMPFI_09034	AENJA_06212
OG0004514	AMPFI_09041	AENJA_06216
OG0004515	AMPFI_01381	AENJA_06345
OG0004516	AMPFI_18645	AENJA_06493
OG0004517	AMPFI_15751	AENJA_06724
OG0004518	AMPFI_09048	AENJA_06827
OG0004519	AMPFI_04665	AENJA_06969
OG0004520	AMPFI_06584	AENJA_07201
OG0004522	AMPFI_18039	AENJA_07491
OG0004523	AMPFI_08056	AENJA_07641
OG0004524	AMPFI_07394	AENJA_07752
OG0004525	AMPFI_07588	AENJA_07831
OG0004526	AMPFI_10087	AENJA_23914, AENJA_07835
OG0004527	AMPFI_10883	AENJA_07903
OG0004528	AMPFI_13182, AMPFI_00906, AMPFI_21174	AENJA_07904
OG0004529	AMPFI_09696	AENJA_07944
OG0004530	AMPFI_12855	AENJA_07969
OG0004532	AMPFI_16151	AENJA_08236
OG0004533	AMPFI_22456	AENJA_08347
OG0004534	AMPFI_18106	AENJA_08393
OG0004535	AMPFI_22124	AENJA_08570
OG0004536	AMPFI_05319	AENJA_08588
OG0004537	AMPFI_02558	AENJA_08657
OG0004540	AMPFI_19729	AENJA_08799
OG0004541	AMPFI_15230	AENJA_08939
OG0004542	AMPFI_08760	AENJA_09105
OG0004543	AMPFI_14671	AENJA_09120
OG0004544	AMPFI_08264	AENJA_09219
OG0004545	AMPFI_16865	AENJA_09222, AENJA_25205, AENJA_22344
OG0004548	AMPFI_12848	AENJA_09557
OG0004550	AMPFI_09809, AMPFI_09808	AENJA_10990
OG0004551	AMPFI_09413	AENJA_14630
OG0004552	AMPFI_12028	AENJA_11123
OG0004553	AMPFI_10799	AENJA_11290
OG0004554	AMPFI_11889	AENJA_11434
OG0004555	AMPFI_09909	AENJA_11497
OG0004556	AMPFI_07468	AENJA_11553
OG0004558	AMPFI_12132	AENJA_11692
OG0004559	AMPFI_05855	AENJA_11902
OG0004560	AMPFI_08766, AMPFI_25022	AENJA_11928
OG0004561	AMPFI_23817	AENJA_12022
OG0004562	AMPFI_22675	AENJA_12171
OG0004563	AMPFI_02876	AENJA_12215
OG0004564	AMPFI_15864	AENJA_12530
OG0004565	AMPFI_24177, AMPFI_12894	AENJA_12612
OG0004565	AMPFI_21296	AENJA_12611
OG0004566	AMPFI_06008	AENJA_12676
OG0004567	AMPFI_25564	AENJA_12797
OG0004568	AMPFI_08069	AENJA_12890
OG0004569	AMPFI_06989	AENJA_12953
OG0004570	AMPFI_18640	AENJA_13253
OG0004571	AMPFI_12508	AENJA_13264
OG0004572	AMPFI_02363	AENJA_13346, AENJA_19525
OG0004573	AMPFI_12921	AENJA_13416
OG0004574	AMPFI_03207	AENJA_13790
OG0004575	AMPFI_00715, AMPFI_21371, AMPFI_03313, AMPFI_16522, AMPFI_11192	AENJA_20717, AENJA_13882, AENJA_18997
OG0004576	AMPFI_18731	AENJA_13910
OG0004577	AMPFI_07656	AENJA_13927
OG0004578	AMPFI_07486	AENJA_13961
OG0004579	AMPFI_25677	AENJA_14039
OG0004580	AMPFI_24353	AENJA_14065, AENJA_17936
OG0004581	AMPFI_12919	AENJA_14240
OG0004582	AMPFI_07633	AENJA_14257
OG0004583	AMPFI_16407	AENJA_14685
OG0004584	AMPFI_09000	AENJA_14870
OG0004585	AMPFI_13089	AENJA_14884
OG0004587	AMPFI_10457	AENJA_15222, AENJA_17865
OG0004588	AMPFI_06362	AENJA_15364
OG0004589	AMPFI_18880	AENJA_15580
OG0004590	AMPFI_08462	AENJA_15587
OG0004591	AMPFI_13076	AENJA_15650
OG0004592	AMPFI_06517	AENJA_16014
OG0004593	AMPFI_22728	AENJA_16066
OG0004594	AMPFI_13047	AENJA_16146
OG0004595	AMPFI_16519	AENJA_16184
OG0004596	AMPFI_07402	AENJA_26048
OG0004597	AMPFI_21018	AENJA_16315
OG0004598	AMPFI_04292, AMPFI_16223, AMPFI_18941	AENJA_21173
OG0004598	AMPFI_07952, AMPFI_21890, AMPFI_15695, AMPFI_16738, AMPFI_11549, AMPFI_17744, AMPFI_25221, AMPFI_01330	AENJA_16377
OG0004599	AMPFI_24936	AENJA_16431
OG0004600	AMPFI_15811	AENJA_16453
OG0004601	AMPFI_06159	AENJA_16456
OG0004602	AMPFI_04968	AENJA_16684
OG0004603	AMPFI_00218	AENJA_16691
OG0004604	AMPFI_17258, AMPFI_19495	AENJA_16760
OG0004605	AMPFI_03873	AENJA_16792
OG0004606	AMPFI_09369	AENJA_17079
OG0004608	AMPFI_23131	AENJA_17422
OG0004609	AMPFI_07011	AENJA_17443
OG0004610	AMPFI_23354	AENJA_17485
OG0004611	AMPFI_14900	AENJA_17567
OG0004612	AMPFI_06798	AENJA_17697
OG0004613	AMPFI_14336	AENJA_17756
OG0004614	AMPFI_01955	AENJA_17767
OG0004615	AMPFI_25915, AMPFI_22837	AENJA_17805
OG0004616	AMPFI_24754	AENJA_17897
OG0004617	AMPFI_09144	AENJA_17898
OG0004618	AMPFI_15210, AMPFI_15211	AENJA_17899
OG0004619	AMPFI_01685	AENJA_18030
OG0004620	AMPFI_03040	AENJA_18109
OG0004621	AMPFI_06893	AENJA_18130
OG0004622	AMPFI_02037, AMPFI_16727	AENJA_18238
OG0004623	AMPFI_22400	AENJA_18259
OG0004625	AMPFI_24418	AENJA_18747
OG0004625	AMPFI_01520	AENJA_18748
OG0004627	AMPFI_12291	AENJA_19058
OG0004628	AMPFI_05837	AENJA_19220
OG0004629	AMPFI_13756	AENJA_19229
OG0004630	AMPFI_01226	AENJA_19296
OG0004631	AMPFI_06399	AENJA_19307
OG0004632	AMPFI_12681	AENJA_19345
OG0004633	AMPFI_16969	AENJA_19396
OG0004634	AMPFI_11161	AENJA_19399
OG0004635	AMPFI_08678	AENJA_19421
OG0004636	AMPFI_16521, AMPFI_00819, AMPFI_21964	AENJA_19426, AENJA_24337, AENJA_24339
OG0004637	AMPFI_14539	AENJA_19514
OG0004638	AMPFI_00853	AENJA_19695
OG0004639	AMPFI_11319	AENJA_19701
OG0004640	AMPFI_00746	AENJA_20049
OG0004641	AMPFI_00011	AENJA_20072
OG0004642	AMPFI_02074	AENJA_20253
OG0004643	AMPFI_18899	AENJA_20590
OG0004644	AMPFI_15338	AENJA_20785
OG0004645	AMPFI_23655	AENJA_20920
OG0004646	AMPFI_07710	AENJA_20935
OG0004647	AMPFI_08211	AENJA_21162
OG0004648	AMPFI_19599	AENJA_21464
OG0004649	AMPFI_17558	AENJA_21530
OG0004651	AMPFI_25330	AENJA_21665
OG0004652	AMPFI_15198	AENJA_21741
OG0004654	AMPFI_15662	AENJA_21881
OG0004655	AMPFI_07555	AENJA_21945
OG0004656	AMPFI_14771	AENJA_22399
OG0004657	AMPFI_11594	AENJA_22627
OG0004658	AMPFI_10523, AMPFI_16629	AENJA_22666
OG0004659	AMPFI_21179, AMPFI_00122, AMPFI_24972	AENJA_22731
OG0004660	AMPFI_11809	AENJA_22903
OG0004661	AMPFI_11308, AMPFI_23656	AENJA_23009
OG0004662	AMPFI_22692	AENJA_23022
OG0004663	AMPFI_06374	AENJA_23128
OG0004664	AMPFI_09717	AENJA_23247
OG0004665	AMPFI_01944, AMPFI_21039, AMPFI_22602, AMPFI_00259	AENJA_23350
OG0004666	AMPFI_11616	AENJA_23667
OG0004667	AMPFI_09564	AENJA_23857
OG0004669	AMPFI_05954	AENJA_23970
OG0004670	AMPFI_24511	AENJA_23983
OG0004671	AMPFI_05739	AENJA_24032
OG0004672	AMPFI_03359	AENJA_24195
OG0004673	AMPFI_15351	AENJA_24385
OG0004674	AMPFI_07603	AENJA_24465
OG0004675	AMPFI_03184	AENJA_24642
OG0004676	AMPFI_12971	AENJA_24878
OG0004677	AMPFI_05730	AENJA_24896
OG0004678	AMPFI_09587	AENJA_25081
OG0004679	AMPFI_00361	AENJA_25314
OG0004682	AMPFI_13322	AENJA_25603
OG0004683	AMPFI_13090	AENJA_25906
OG0004684	AMPFI_05507	AENJA_25907
OG0004685	AMPFI_00210	AENJA_26252
OG0004686	AMPFI_07335	AENJA_26610
