Orthogroup	AMPFI_ok	PFLAV
OG0003604	AMPFI_14560	TCONS_00006087.p1
OG0003606	AMPFI_02736	TCONS_00001243.p1
OG0003607	AMPFI_01035, AMPFI_08981	TCONS_00009514.p1
OG0003608	AMPFI_20147	TCONS_00015406.p1
OG0003610	AMPFI_08064	TCONS_00018565.p1
OG0003611	AMPFI_03674	TCONS_00026984.p1
OG0003612	AMPFI_00951	TCONS_00054661.p1
OG0003613	AMPFI_14181	TCONS_00037548.p1
OG0003615	AMPFI_05633	TCONS_00054640.p1
OG0003616	AMPFI_05609	TCONS_00049702.p1
OG0003617	AMPFI_00387	TCONS_00023003.p1
OG0003618	AMPFI_07271	TCONS_00044972.p1
OG0003619	AMPFI_10351	TCONS_00043918.p1
OG0003620	AMPFI_09860	TCONS_00027300.p1
OG0003622	AMPFI_21860, AMPFI_12437	TCONS_00009864.p1
OG0003623	AMPFI_13962	TCONS_00050642.p1
OG0003624	AMPFI_03514	TCONS_00047934.p1, TCONS_00047920.p1
OG0003625	AMPFI_14897	TCONS_00017338.p1, TCONS_00017592.p1, TCONS_00018519.p1, TCONS_00016845.p1
OG0003626	AMPFI_06082	TCONS_00002996.p1
OG0003627	AMPFI_04313	TCONS_00021203.p1
OG0003628	AMPFI_06318	TCONS_00028245.p1
OG0003629	AMPFI_13944	TCONS_00021339.p1
OG0003630	AMPFI_13915	TCONS_00006358.p1
OG0003631	AMPFI_14459, AMPFI_20160, AMPFI_23733	TCONS_00043632.p1, TCONS_00043605.p1
OG0003633	AMPFI_02327	TCONS_00010384.p1
OG0003633	AMPFI_20276	TCONS_00054784.p1, TCONS_00044543.p1
OG0003634	AMPFI_14902, AMPFI_09982	TCONS_00052228.p1
OG0003635	AMPFI_14547	TCONS_00030553.p1
OG0003635	AMPFI_15181	TCONS_00043850.p1
OG0003636	AMPFI_00213	TCONS_00011609.p1
OG0003638	AMPFI_07537	TCONS_00003511.p1
OG0003639	AMPFI_20047	TCONS_00005259.p1
OG0003640	AMPFI_16498	TCONS_00004132.p1
OG0003641	AMPFI_07323	TCONS_00009159.p1
OG0003643	AMPFI_12454	TCONS_00048583.p1
OG0003644	AMPFI_06306	TCONS_00016060.p1
OG0003645	AMPFI_16881	TCONS_00042488.p1
OG0003646	AMPFI_06564	TCONS_00029784.p1
OG0003647	AMPFI_00053	TCONS_00027854.p1
OG0003648	AMPFI_01550	TCONS_00009686.p1
OG0003650	AMPFI_12108	TCONS_00045964.p1
OG0003651	AMPFI_09243	TCONS_00045395.p1
OG0003652	AMPFI_10927	TCONS_00002146.p1
OG0003653	AMPFI_11406	TCONS_00020700.p1
OG0003654	AMPFI_17684	TCONS_00045387.p1
OG0003655	AMPFI_08590	TCONS_00000200.p1
OG0003656	AMPFI_15780	TCONS_00020357.p1
OG0003658	AMPFI_13106	TCONS_00032273.p1
OG0003659	AMPFI_02966	TCONS_00003686.p1
OG0003660	AMPFI_24288	TCONS_00030797.p1
OG0003661	AMPFI_09102	TCONS_00032274.p1
OG0003662	AMPFI_13941	TCONS_00027101.p1
OG0003664	AMPFI_25223	TCONS_00024736.p1, TCONS_00024643.p1
OG0003665	AMPFI_01410	TCONS_00010044.p1, TCONS_00009382.p1
OG0003666	AMPFI_10136	TCONS_00047691.p1
OG0003667	AMPFI_08073	TCONS_00005804.p1, TCONS_00005788.p1
OG0003668	AMPFI_07166	TCONS_00029645.p1
OG0003669	AMPFI_11157	TCONS_00053763.p1
OG0003670	AMPFI_18620	TCONS_00044948.p1
OG0003671	AMPFI_00179	TCONS_00026939.p1
OG0003672	AMPFI_09980	TCONS_00014351.p1
OG0003673	AMPFI_11970, AMPFI_02480	TCONS_00000153.p1
OG0003674	AMPFI_05762	TCONS_00013395.p1
OG0003675	AMPFI_08157	TCONS_00002929.p1
OG0003676	AMPFI_18881	TCONS_00055967.p1
OG0003677	AMPFI_07661	TCONS_00056120.p1
OG0003678	AMPFI_07460	TCONS_00054343.p1
OG0003679	AMPFI_07845	TCONS_00017789.p1
OG0003680	AMPFI_09842	TCONS_00002910.p1
OG0003681	AMPFI_19503	TCONS_00030595.p1
OG0003682	AMPFI_07578	TCONS_00009725.p1
OG0003683	AMPFI_02901	TCONS_00004855.p1, TCONS_00004834.p1
OG0003684	AMPFI_16180	TCONS_00007072.p1
OG0003685	AMPFI_12477	TCONS_00033332.p1
OG0003686	AMPFI_07985	TCONS_00008641.p1
OG0003687	AMPFI_00830	TCONS_00057206.p1
OG0003688	AMPFI_03029	TCONS_00036414.p1, TCONS_00036423.p1
OG0003689	AMPFI_14009	TCONS_00056117.p1
OG0003690	AMPFI_05747	TCONS_00010756.p1
OG0003691	AMPFI_11092	TCONS_00041854.p1
OG0003692	AMPFI_03589	TCONS_00026517.p1
OG0003693	AMPFI_18222, AMPFI_02553	TCONS_00048357.p1
OG0003694	AMPFI_08303	TCONS_00019312.p1
OG0003695	AMPFI_15699	TCONS_00015112.p1, TCONS_00014508.p1
OG0003696	AMPFI_02677	TCONS_00047294.p1
OG0003697	AMPFI_11115	TCONS_00012511.p1
OG0003699	AMPFI_24416	TCONS_00057248.p1
OG0003699	AMPFI_09512	TCONS_00035985.p1
OG0003700	AMPFI_09947	TCONS_00012360.p1
OG0003701	AMPFI_00012, AMPFI_24465	TCONS_00045362.p1
OG0003702	AMPFI_15283	TCONS_00004464.p1
OG0003703	AMPFI_10771	TCONS_00035988.p1
OG0003704	AMPFI_14195	TCONS_00046090.p1
OG0003705	AMPFI_23254	TCONS_00055975.p1
OG0003706	AMPFI_05005	TCONS_00015043.p1
OG0003707	AMPFI_07583	TCONS_00056987.p1
OG0003708	AMPFI_12625	TCONS_00000585.p1
OG0003710	AMPFI_12106, AMPFI_01123	TCONS_00001097.p1
OG0003711	AMPFI_12979	TCONS_00020785.p1, TCONS_00020775.p1
OG0003712	AMPFI_04984	TCONS_00012419.p1
OG0003713	AMPFI_04283	TCONS_00045793.p1
OG0003714	AMPFI_25572	TCONS_00051128.p1
OG0003715	AMPFI_07207, AMPFI_12007, AMPFI_13868, AMPFI_19126, AMPFI_00806, AMPFI_00249, AMPFI_23796, AMPFI_14837, AMPFI_08813	TCONS_00053511.p1, TCONS_00048986.p1
OG0003716	AMPFI_04436, AMPFI_02826	TCONS_00050423.p1
OG0003717	AMPFI_00073	TCONS_00017571.p1
OG0003718	AMPFI_18529	TCONS_00003037.p1
OG0003719	AMPFI_04202	TCONS_00028257.p1
OG0003720	AMPFI_22323	TCONS_00054919.p1
OG0003721	AMPFI_08300	TCONS_00009979.p1
OG0003722	AMPFI_16876	TCONS_00015463.p1
OG0003723	AMPFI_00551	TCONS_00054348.p1, TCONS_00054347.p1, TCONS_00027272.p1, TCONS_00004106.p1, TCONS_00004107.p1, TCONS_00003716.p1, TCONS_00002949.p1, TCONS_00003715.p1, TCONS_00027704.p1, TCONS_00027520.p1, TCONS_00027521.p1
OG0003724	AMPFI_09411	TCONS_00051898.p1
OG0003725	AMPFI_06286	TCONS_00052910.p1
OG0003727	AMPFI_09286	TCONS_00039380.p1, TCONS_00040220.p1
OG0003730	AMPFI_06364	TCONS_00027342.p1
OG0003731	AMPFI_22155	TCONS_00011687.p1
OG0003732	AMPFI_21718	TCONS_00021737.p1
OG0003733	AMPFI_08970	TCONS_00052651.p1
OG0003734	AMPFI_18672	TCONS_00015817.p1
OG0003735	AMPFI_19574	TCONS_00002113.p1
OG0003736	AMPFI_04878	TCONS_00056575.p1
OG0003738	AMPFI_15996	TCONS_00013945.p1
OG0003739	AMPFI_04457	TCONS_00055464.p1
OG0003740	AMPFI_12630	TCONS_00024141.p1
OG0003742	AMPFI_17579, AMPFI_21157	TCONS_00019755.p1
OG0003743	AMPFI_21068	TCONS_00000185.p1
OG0003744	AMPFI_11890	TCONS_00047885.p1
OG0003745	AMPFI_06392	TCONS_00006756.p1
OG0003748	AMPFI_12821, AMPFI_25550	TCONS_00049131.p1
OG0003749	AMPFI_09561	TCONS_00025714.p1, TCONS_00025707.p1
OG0003750	AMPFI_19492	TCONS_00034398.p1, TCONS_00034464.p1, TCONS_00034397.p1
OG0003751	AMPFI_10264	TCONS_00050252.p1
OG0003752	AMPFI_09468	TCONS_00057226.p1
OG0003754	AMPFI_09209	TCONS_00025033.p1, TCONS_00023166.p1
OG0003755	AMPFI_19354	TCONS_00038918.p1, TCONS_00005696.p1
OG0003756	AMPFI_17707	TCONS_00009191.p1
OG0003757	AMPFI_01345, AMPFI_04347, AMPFI_14584, AMPFI_24063	TCONS_00010281.p1
OG0003758	AMPFI_19318	TCONS_00038650.p1
OG0003759	AMPFI_06066	TCONS_00050120.p1
OG0003760	AMPFI_08456	TCONS_00046388.p1
OG0003761	AMPFI_18129	TCONS_00033664.p1
OG0003762	AMPFI_16490	TCONS_00012749.p1
OG0003764	AMPFI_00088	TCONS_00013237.p1, TCONS_00013238.p1, TCONS_00013239.p1
OG0003765	AMPFI_01150, AMPFI_22446	TCONS_00003893.p1, TCONS_00049556.p1
OG0003766	AMPFI_01207	TCONS_00009338.p1
OG0003767	AMPFI_01797	TCONS_00046050.p2
OG0003768	AMPFI_17858, AMPFI_04126, AMPFI_02385, AMPFI_24013, AMPFI_04639	TCONS_00024314.p1, TCONS_00024317.p1, TCONS_00024305.p1, TCONS_00024316.p1
OG0003769	AMPFI_04434, AMPFI_04953	TCONS_00008637.p1
OG0003771	AMPFI_07160	TCONS_00014140.p1
OG0003772	AMPFI_07478	TCONS_00056699.p1, TCONS_00056698.p1
OG0003773	AMPFI_10699	TCONS_00013177.p1
OG0003774	AMPFI_12616	TCONS_00035640.p1
OG0003775	AMPFI_13847	TCONS_00012497.p1
OG0003775	AMPFI_21974	TCONS_00012499.p1
OG0003776	AMPFI_18606	TCONS_00032725.p1, TCONS_00032743.p1
OG0003777	AMPFI_20144	TCONS_00012320.p1
OG0003778	AMPFI_24942	TCONS_00036301.p1, TCONS_00036323.p1, TCONS_00037457.p1, TCONS_00036347.p1
OG0003794	AMPFI_16922	TCONS_00008804.p1
OG0003795	AMPFI_09136	TCONS_00049781.p1
OG0003798	AMPFI_02948	TCONS_00016653.p1
OG0003800	AMPFI_01356	TCONS_00003809.p1
OG0003803	AMPFI_12565	TCONS_00015861.p1
OG0003806	AMPFI_05818	TCONS_00014048.p1
OG0003807	AMPFI_03351	TCONS_00012280.p1
OG0003808	AMPFI_14079	TCONS_00017543.p1
OG0003809	AMPFI_04031	TCONS_00030928.p1
OG0003810	AMPFI_19950, AMPFI_15636	TCONS_00041620.p1
OG0003811	AMPFI_10478	TCONS_00043382.p1
OG0003812	AMPFI_10138	TCONS_00050555.p1
OG0003813	AMPFI_07875	TCONS_00030409.p1
OG0003815	AMPFI_05813	TCONS_00011083.p1
OG0003817	AMPFI_00947	TCONS_00034388.p1, TCONS_00034454.p1
OG0003818	AMPFI_17759	TCONS_00043595.p1
OG0003819	AMPFI_22880	TCONS_00041848.p1
OG0003819	AMPFI_19740, AMPFI_17113, AMPFI_22517, AMPFI_21528	TCONS_00041849.p1
OG0003820	AMPFI_17489	TCONS_00029649.p1
OG0003821	AMPFI_03105	TCONS_00048803.p1
OG0003822	AMPFI_04513	TCONS_00016760.p1, TCONS_00055406.p1
OG0003823	AMPFI_06889	TCONS_00017834.p1
OG0003824	AMPFI_06085	TCONS_00041559.p1, TCONS_00027662.p1
OG0003825	AMPFI_06918	TCONS_00027692.p1
OG0003827	AMPFI_21409	TCONS_00053570.p1, TCONS_00053571.p1
OG0003828	AMPFI_11909	TCONS_00015781.p1
OG0003829	AMPFI_00127	TCONS_00041768.p1
OG0003830	AMPFI_07093	TCONS_00000940.p1, TCONS_00000927.p1
OG0003831	AMPFI_12797	TCONS_00041986.p1, TCONS_00041979.p1
OG0003832	AMPFI_20517	TCONS_00047965.p1
OG0003833	AMPFI_18982	TCONS_00044191.p1, TCONS_00042862.p1, TCONS_00042864.p1
OG0003834	AMPFI_10226	TCONS_00008744.p1
OG0003835	AMPFI_03066	TCONS_00018072.p1
OG0003836	AMPFI_14280	TCONS_00043960.p1
OG0003837	AMPFI_24684	TCONS_00013327.p1
OG0003838	AMPFI_19657	TCONS_00042726.p1
OG0003840	AMPFI_23271	TCONS_00056576.p1
OG0003841	AMPFI_21826	TCONS_00015618.p1
OG0003844	AMPFI_14349	TCONS_00028970.p1
OG0003845	AMPFI_07956	TCONS_00004661.p1
OG0003846	AMPFI_06425	TCONS_00027628.p1
OG0003847	AMPFI_22971	TCONS_00001462.p1
OG0003848	AMPFI_23978	TCONS_00014970.p1
OG0003850	AMPFI_10267	TCONS_00000960.p1
OG0003851	AMPFI_16652	TCONS_00032794.p1
OG0003852	AMPFI_10208	TCONS_00020658.p1
OG0003853	AMPFI_21676	TCONS_00011922.p1
OG0003854	AMPFI_03224	TCONS_00029018.p1
OG0003855	AMPFI_20260	TCONS_00018586.p1
OG0003856	AMPFI_08524	TCONS_00013066.p1
OG0003857	AMPFI_07120	TCONS_00013404.p1
OG0003858	AMPFI_00370	TCONS_00011927.p1
OG0003860	AMPFI_12427	TCONS_00003958.p1
OG0003861	AMPFI_02803	TCONS_00001075.p1
OG0003862	AMPFI_24710	TCONS_00020264.p1
OG0003863	AMPFI_16528	TCONS_00026709.p1
OG0003864	AMPFI_13775	TCONS_00011878.p1
OG0003865	AMPFI_11940	TCONS_00003872.p1
OG0003866	AMPFI_14452	TCONS_00001305.p1
OG0003867	AMPFI_17746	TCONS_00050625.p1
OG0003868	AMPFI_11838	TCONS_00014972.p1
OG0003869	AMPFI_17164	TCONS_00055343.p1
OG0003870	AMPFI_05899	TCONS_00025664.p1
OG0003872	AMPFI_14866	TCONS_00006031.p1
OG0003873	AMPFI_09750	TCONS_00052093.p1
OG0003874	AMPFI_14478	TCONS_00029673.p1
OG0003875	AMPFI_06901	TCONS_00023388.p1, TCONS_00023352.p1
OG0003876	AMPFI_22260	TCONS_00053735.p1
OG0003877	AMPFI_15725, AMPFI_00796	TCONS_00022731.p1, TCONS_00021597.p1
OG0003878	AMPFI_12599	TCONS_00049628.p1
OG0003879	AMPFI_02846, AMPFI_04216, AMPFI_06329	TCONS_00028211.p1
OG0003880	AMPFI_08957	TCONS_00020852.p1
OG0003881	AMPFI_15319, AMPFI_15320	TCONS_00047720.p1, TCONS_00047725.p1
OG0003883	AMPFI_12967	TCONS_00027470.p1
OG0003884	AMPFI_11418	TCONS_00019247.p1
OG0003885	AMPFI_12606	TCONS_00046675.p1
OG0003886	AMPFI_05835	TCONS_00003927.p1
OG0003887	AMPFI_10957	TCONS_00030695.p1
OG0003888	AMPFI_01567	TCONS_00052636.p1
OG0003890	AMPFI_14577	TCONS_00055503.p1
OG0003892	AMPFI_11859, AMPFI_18544	TCONS_00048438.p1
OG0003893	AMPFI_15310	TCONS_00011425.p1
OG0003894	AMPFI_18671	TCONS_00014845.p1
OG0003896	AMPFI_07056	TCONS_00042058.p1, TCONS_00012652.p1
OG0003898	AMPFI_09375	TCONS_00021035.p1
OG0003899	AMPFI_00789	TCONS_00042081.p1
OG0003900	AMPFI_23235	TCONS_00010847.p1
OG0003902	AMPFI_14257	TCONS_00007173.p1, TCONS_00007172.p1, TCONS_00008474.p1
OG0003903	AMPFI_19280	TCONS_00027055.p1
OG0003904	AMPFI_04520	TCONS_00033299.p1
OG0003905	AMPFI_11955	TCONS_00036248.p1
OG0003906	AMPFI_11162	TCONS_00029119.p1
OG0003907	AMPFI_00935, AMPFI_25753	TCONS_00043884.p1, TCONS_00043880.p1, TCONS_00043885.p1
OG0003909	AMPFI_23810	TCONS_00007988.p1
OG0003910	AMPFI_04464	TCONS_00001878.p1
OG0003911	AMPFI_08416	TCONS_00016777.p1
OG0003912	AMPFI_24373	TCONS_00009015.p1
OG0003913	AMPFI_21191	TCONS_00053946.p1
OG0003914	AMPFI_08353	TCONS_00041215.p1, TCONS_00041198.p1
OG0003915	AMPFI_10789	TCONS_00021210.p1
OG0003916	AMPFI_09047	TCONS_00008484.p1
OG0003917	AMPFI_15299	TCONS_00042943.p1
OG0003918	AMPFI_05529	TCONS_00030934.p1
OG0003919	AMPFI_15999	TCONS_00005197.p1
OG0003920	AMPFI_25048	TCONS_00000854.p1
OG0003921	AMPFI_13490	TCONS_00017320.p1
OG0003922	AMPFI_19502	TCONS_00055815.p1, TCONS_00055814.p1, TCONS_00055811.p1
OG0003922	AMPFI_02773	TCONS_00055813.p1
OG0003923	AMPFI_15048, AMPFI_23190	TCONS_00056321.p1, TCONS_00056382.p1
OG0003924	AMPFI_14060	TCONS_00019267.p1
OG0003925	AMPFI_08582	TCONS_00039090.p1, TCONS_00050656.p1, TCONS_00041293.p1
OG0003927	AMPFI_25825	TCONS_00006760.p1
OG0003928	AMPFI_01023	TCONS_00008035.p1
OG0003929	AMPFI_10054	TCONS_00008562.p1, TCONS_00008560.p1
OG0003930	AMPFI_07230	TCONS_00036253.p1
OG0003931	AMPFI_26056	TCONS_00012638.p1
OG0003932	AMPFI_10182	TCONS_00024837.p1
OG0003932	AMPFI_23012	TCONS_00054921.p1
OG0003933	AMPFI_24509	TCONS_00047268.p1
OG0003936	AMPFI_09358	TCONS_00008292.p1
OG0003937	AMPFI_09658	TCONS_00026626.p1
OG0003938	AMPFI_22623	TCONS_00000187.p1
OG0003939	AMPFI_06063	TCONS_00053724.p1
OG0003940	AMPFI_19837	TCONS_00048927.p1
OG0003942	AMPFI_14927	TCONS_00002163.p1
OG0003943	AMPFI_08179	TCONS_00045502.p1
OG0003944	AMPFI_07557	TCONS_00029066.p1
OG0003945	AMPFI_08691	TCONS_00025621.p1
OG0003946	AMPFI_00888	TCONS_00027376.p1
OG0003947	AMPFI_23175	TCONS_00027772.p1
OG0003948	AMPFI_09703	TCONS_00026177.p1
OG0003949	AMPFI_12679	TCONS_00036172.p1
OG0003950	AMPFI_25875	TCONS_00036173.p1
OG0003951	AMPFI_11617	TCONS_00049176.p1, TCONS_00049155.p1
OG0003952	AMPFI_08594	TCONS_00038206.p1, TCONS_00038207.p1
OG0003953	AMPFI_19332	TCONS_00044129.p1
OG0003954	AMPFI_06716	TCONS_00045854.p1
OG0003955	AMPFI_11128	TCONS_00044096.p1
OG0003956	AMPFI_23118	TCONS_00052540.p1
OG0003957	AMPFI_14329, AMPFI_10061	TCONS_00007730.p1
OG0003957	AMPFI_08683	TCONS_00019641.p1
OG0003958	AMPFI_00232	TCONS_00030617.p1
OG0003959	AMPFI_04671	TCONS_00014849.p1
OG0003960	AMPFI_08480	TCONS_00037977.p1
OG0003961	AMPFI_06314	TCONS_00018472.p1
OG0003962	AMPFI_16905	TCONS_00043323.p1
OG0003965	AMPFI_04828	TCONS_00017720.p1
OG0003966	AMPFI_05727	TCONS_00001179.p1, TCONS_00001190.p1
OG0003967	AMPFI_05943, AMPFI_08131	TCONS_00014234.p1, TCONS_00014232.p1
OG0003968	AMPFI_06736	TCONS_00017762.p1
OG0003969	AMPFI_07721	TCONS_00011049.p1
OG0003970	AMPFI_07812	TCONS_00006276.p1
OG0003971	AMPFI_14528	TCONS_00040867.p1
OG0003972	AMPFI_15565	TCONS_00007106.p1, TCONS_00007105.p1
OG0003973	AMPFI_20438	TCONS_00009676.p1
OG0003974	AMPFI_21735	TCONS_00038159.p1
OG0003997	AMPFI_13806, AMPFI_18937	TCONS_00042839.p1
OG0003998	AMPFI_05249, AMPFI_09969	TCONS_00010889.p1
OG0004000	AMPFI_21623, AMPFI_16405, AMPFI_21863	TCONS_00002973.p1
OG0004002	AMPFI_02137	TCONS_00012148.p1
OG0004003	AMPFI_04742	TCONS_00015924.p1, TCONS_00015370.p1, TCONS_00015368.p1, TCONS_00014864.p1, TCONS_00015886.p1
OG0004004	AMPFI_09791	TCONS_00054890.p1
OG0004005	AMPFI_05677	TCONS_00055012.p1
OG0004007	AMPFI_00209	TCONS_00054345.p1
OG0004009	AMPFI_12935	TCONS_00030825.p1
OG0004010	AMPFI_15924	TCONS_00053896.p1, TCONS_00052851.p1
OG0004011	AMPFI_07886	TCONS_00030947.p1, TCONS_00030946.p1
OG0004012	AMPFI_11587	TCONS_00027244.p1
OG0004013	AMPFI_01835	TCONS_00024986.p1
OG0004013	AMPFI_01740	TCONS_00044445.p1
OG0004013	AMPFI_02077	TCONS_00056195.p1, TCONS_00046261.p1, TCONS_00020787.p1, TCONS_00026031.p1, TCONS_00020398.p1
OG0004014	AMPFI_09780	TCONS_00018248.p1
OG0004015	AMPFI_12276	TCONS_00053661.p1
OG0004016	AMPFI_03659	TCONS_00047337.p1
OG0004016	AMPFI_07732	TCONS_00054891.p1
OG0004017	AMPFI_05329, AMPFI_16787	TCONS_00005125.p1
OG0004018	AMPFI_23571	TCONS_00049328.p1
OG0004019	AMPFI_04656, AMPFI_20503	TCONS_00024143.p1
OG0004020	AMPFI_05398	TCONS_00022627.p1
OG0004021	AMPFI_13532	TCONS_00006438.p1
OG0004022	AMPFI_19771	TCONS_00002354.p1
OG0004023	AMPFI_19933, AMPFI_24548	TCONS_00009288.p1
OG0004025	AMPFI_13676	TCONS_00026270.p1
OG0004026	AMPFI_00130	TCONS_00011228.p1
OG0004027	AMPFI_22283	TCONS_00054882.p1
OG0004028	AMPFI_10335	TCONS_00030295.p1
OG0004030	AMPFI_22173	TCONS_00012834.p1
OG0004031	AMPFI_04620, AMPFI_05716	TCONS_00011023.p1
OG0004032	AMPFI_18750	TCONS_00021570.p1
OG0004033	AMPFI_03927	TCONS_00011608.p1
OG0004035	AMPFI_24745	TCONS_00009453.p1
OG0004036	AMPFI_19780	TCONS_00000983.p1
OG0004037	AMPFI_03972	TCONS_00021625.p1
OG0004039	AMPFI_13108	TCONS_00000136.p1
OG0004039	AMPFI_01095, AMPFI_04352	TCONS_00032659.p1
OG0004040	AMPFI_23302	TCONS_00043725.p1
OG0004042	AMPFI_16992	TCONS_00056008.p1
OG0004043	AMPFI_09709	TCONS_00000189.p1
OG0004044	AMPFI_00282	TCONS_00018088.p1
OG0004045	AMPFI_08610	TCONS_00027157.p1
OG0004046	AMPFI_09272	TCONS_00005077.p1
OG0004047	AMPFI_19469	TCONS_00014227.p1
OG0004048	AMPFI_12579	TCONS_00027634.p1
OG0004049	AMPFI_07284	TCONS_00013382.p1, TCONS_00000116.p1
OG0004050	AMPFI_16794	TCONS_00047585.p1
OG0004051	AMPFI_17845	TCONS_00031884.p1
OG0004052	AMPFI_05448	TCONS_00031689.p1, TCONS_00031687.p1
OG0004053	AMPFI_17533	TCONS_00029652.p1
OG0004054	AMPFI_08608	TCONS_00011874.p1
OG0004055	AMPFI_10976	TCONS_00001281.p1
OG0004056	AMPFI_12573	TCONS_00019098.p1
OG0004057	AMPFI_09381	TCONS_00036725.p1
OG0004058	AMPFI_08684	TCONS_00028769.p1
OG0004059	AMPFI_10187	TCONS_00011709.p1
OG0004060	AMPFI_14285	TCONS_00056984.p1
OG0004063	AMPFI_25939	TCONS_00010646.p1
OG0004064	AMPFI_07536	TCONS_00003929.p1
OG0004065	AMPFI_19408	TCONS_00051172.p1
OG0004066	AMPFI_11470	TCONS_00015412.p1
OG0004067	AMPFI_09979	TCONS_00022596.p1
OG0004068	AMPFI_18859	TCONS_00001314.p1
OG0004069	AMPFI_11248	TCONS_00033132.p1
OG0004070	AMPFI_16812	TCONS_00026262.p1
OG0004071	AMPFI_07328	TCONS_00015780.p1
OG0004072	AMPFI_04941	TCONS_00056622.p1
OG0004073	AMPFI_04508	TCONS_00037125.p1
OG0004074	AMPFI_16175	TCONS_00046185.p1
OG0004075	AMPFI_22791	TCONS_00014149.p1, TCONS_00012736.p1, TCONS_00014145.p1, TCONS_00014147.p1
OG0004076	AMPFI_08732	TCONS_00045999.p1
OG0004077	AMPFI_24197	TCONS_00016077.p1
OG0004078	AMPFI_16143	TCONS_00026775.p1
OG0004079	AMPFI_22149	TCONS_00043865.p1
OG0004080	AMPFI_07191	TCONS_00057069.p1
OG0004081	AMPFI_07325	TCONS_00021321.p1
OG0004082	AMPFI_08776	TCONS_00017035.p1
OG0004083	AMPFI_21612, AMPFI_04296	TCONS_00003483.p1
OG0004084	AMPFI_15041	TCONS_00046143.p1
OG0004085	AMPFI_10044	TCONS_00022909.p1
OG0004086	AMPFI_24999	TCONS_00010739.p1, TCONS_00010740.p1
OG0004087	AMPFI_07453	TCONS_00033020.p1
OG0004088	AMPFI_17660, AMPFI_14733, AMPFI_18658	TCONS_00054049.p1
OG0004089	AMPFI_00735	TCONS_00052009.p1
OG0004090	AMPFI_22810	TCONS_00003003.p1
OG0004091	AMPFI_15165	TCONS_00053676.p1
OG0004092	AMPFI_06912	TCONS_00056687.p1
OG0004093	AMPFI_23222, AMPFI_17563	TCONS_00025996.p1
OG0004094	AMPFI_05712	TCONS_00015342.p1
OG0004096	AMPFI_17501	TCONS_00015008.p1
OG0004097	AMPFI_07052	TCONS_00055161.p1
OG0004098	AMPFI_25761, AMPFI_22663, AMPFI_04786	TCONS_00053174.p1
OG0004099	AMPFI_13965	TCONS_00014574.p1
OG0004100	AMPFI_19382	TCONS_00048183.p1, TCONS_00049141.p1, TCONS_00049138.p1
OG0004101	AMPFI_18949	TCONS_00002991.p1, TCONS_00003971.p1
OG0004102	AMPFI_15461	TCONS_00027001.p1
OG0004103	AMPFI_17250, AMPFI_04569	TCONS_00017398.p1, TCONS_00016551.p1
OG0004104	AMPFI_00944, AMPFI_00216, AMPFI_03708	TCONS_00029688.p1
OG0004105	AMPFI_00050	TCONS_00017260.p1
OG0004106	AMPFI_09128	TCONS_00051399.p1
OG0004107	AMPFI_09933	TCONS_00040485.p1, TCONS_00039514.p1
OG0004110	AMPFI_12307	TCONS_00034163.p1
OG0004111	AMPFI_07741	TCONS_00046120.p1
OG0004112	AMPFI_15301	TCONS_00028015.p1
OG0004113	AMPFI_10578	TCONS_00048317.p1
OG0004114	AMPFI_07189	TCONS_00010503.p1
OG0004115	AMPFI_13715	TCONS_00052002.p1
OG0004116	AMPFI_14003	TCONS_00040373.p1
OG0004117	AMPFI_20356, AMPFI_18086, AMPFI_18869, AMPFI_20713	TCONS_00056306.p1, TCONS_00056337.p1
OG0004118	AMPFI_15447	TCONS_00047218.p1
OG0004119	AMPFI_07138	TCONS_00007586.p1
OG0004120	AMPFI_07749	TCONS_00031456.p1
OG0004121	AMPFI_19218	TCONS_00052021.p1
OG0004122	AMPFI_02482	TCONS_00014777.p1
OG0004123	AMPFI_13800	TCONS_00016895.p1
OG0004124	AMPFI_07154	TCONS_00045725.p1
OG0004125	AMPFI_01741	TCONS_00014192.p1
OG0004126	AMPFI_04028, AMPFI_19897, AMPFI_16862	TCONS_00035236.p1
OG0004127	AMPFI_23987	TCONS_00046753.p1, TCONS_00045678.p1
OG0004128	AMPFI_01941	TCONS_00047559.p1, TCONS_00010534.p1
OG0004129	AMPFI_09326	TCONS_00047441.p1
OG0004130	AMPFI_17105	TCONS_00056956.p1, TCONS_00056957.p1, TCONS_00015571.p1
OG0004131	AMPFI_02623	TCONS_00006407.p1
OG0004132	AMPFI_13812	TCONS_00008475.p1
OG0004133	AMPFI_00729	TCONS_00022682.p1
OG0004134	AMPFI_11318	TCONS_00027849.p1
OG0004135	AMPFI_23953	TCONS_00012853.p1
OG0004136	AMPFI_00272	TCONS_00054339.p1
OG0004137	AMPFI_22552	TCONS_00028614.p1
OG0004137	AMPFI_04601, AMPFI_01476	TCONS_00028615.p1
OG0004138	AMPFI_07073	TCONS_00002356.p1
OG0004142	AMPFI_18239	TCONS_00047653.p1
OG0004143	AMPFI_15415	TCONS_00028951.p1
OG0004144	AMPFI_12498, AMPFI_08519, AMPFI_23218	TCONS_00056033.p1
OG0004145	AMPFI_03194	TCONS_00011650.p1
OG0004146	AMPFI_03964	TCONS_00004825.p1
OG0004147	AMPFI_22254	TCONS_00035866.p1
