Orthogroup	AMPFI_ok	DROME
OG0002902	AMPFI_12583	DROME12234, DROME12235
OG0002905	AMPFI_08369	DROME02163, DROME02164
OG0002907	AMPFI_19275	DROME00536, DROME00537, DROME00535
OG0002908	AMPFI_24733	DROME10191, DROME10190
OG0002909	AMPFI_05496	DROME00512
OG0002910	AMPFI_08873, AMPFI_10619	DROME07768
OG0002911	AMPFI_10616	DROME01531, DROME01532, DROME01530
OG0002912	AMPFI_11212	DROME03365, DROME03361, DROME03364
OG0002914	AMPFI_12000, AMPFI_13546	DROME16791, DROME16792, DROME16793
OG0002915	AMPFI_13472	DROME05142, DROME05144, DROME05146, DROME05143, DROME05145, DROME05147
OG0002916	AMPFI_06848	DROME03083
OG0002917	AMPFI_14499	DROME13023, DROME13021, DROME13019, DROME13018, DROME13015, DROME13020, DROME13017, DROME13022, DROME13016
OG0002921	AMPFI_10790, AMPFI_19297	DROME20904, DROME20903
OG0002922	AMPFI_12284	DROME13161
OG0002924	AMPFI_17370	DROME15371
OG0002925	AMPFI_19388	DROME09078, DROME09077, DROME18817, DROME18816
OG0002926	AMPFI_22948	DROME01891
OG0002927	AMPFI_24232	DROME09412, DROME09413
OG0002944	AMPFI_19187	DROME18576
OG0002949	AMPFI_13293, AMPFI_13294	DROME10411
OG0002952	AMPFI_03711	DROME10856, DROME10855, DROME10853, DROME10854
OG0002953	AMPFI_18432	DROME06983, DROME06984
OG0002954	AMPFI_05502	DROME12606, DROME12607
OG0002955	AMPFI_14821	DROME16794
OG0002956	AMPFI_08178	DROME13931, DROME13930, DROME13929
OG0002957	AMPFI_00571	DROME15903, DROME15902
OG0002958	AMPFI_06819	DROME12415
OG0002959	AMPFI_18590	DROME21736
OG0002960	AMPFI_17548	DROME20297, DROME20296, DROME20294, DROME20295, DROME20293
OG0002962	AMPFI_14869	DROME20600
OG0002964	AMPFI_14124	DROME17991, DROME17992, DROME17989, DROME17985, DROME17987, DROME17984, DROME17988, DROME17990, DROME17986
OG0002966	AMPFI_08237	DROME20414, DROME20412, DROME20411, DROME20415, DROME20410, DROME20413
OG0002967	AMPFI_11661	DROME18521, DROME18520
OG0002968	AMPFI_05414	DROME10921
OG0002973	AMPFI_13787	DROME19229, DROME19228
OG0002974	AMPFI_12501	DROME01465
OG0002975	AMPFI_15158, AMPFI_03251, AMPFI_19083	DROME00051, DROME00050
OG0002976	AMPFI_15200	DROME16320, DROME20322, DROME20323
OG0002977	AMPFI_18550, AMPFI_22891	DROME10042, DROME10040, DROME10039, DROME10038, DROME10036, DROME10037, DROME10041, DROME10043
OG0002978	AMPFI_11885	DROME09324, DROME11790
OG0002979	AMPFI_09921	DROME15607
OG0002982	AMPFI_02827	DROME07294, DROME07292, DROME07295, DROME07293
OG0002983	AMPFI_14269	DROME12376
OG0002984	AMPFI_07036	DROME11997
OG0002985	AMPFI_17949	DROME08067, DROME08066, DROME08064, DROME08065, DROME08063
OG0002986	AMPFI_23973, AMPFI_17447, AMPFI_24866	DROME06888
OG0002987	AMPFI_13529	DROME13970, DROME13977
OG0002990	AMPFI_17712	DROME12949, DROME12950
OG0002992	AMPFI_16943, AMPFI_01367, AMPFI_21162	DROME16899, DROME16900
OG0002994	AMPFI_24153	DROME07777, DROME07776
OG0002995	AMPFI_22817, AMPFI_17195, AMPFI_19977	DROME15764, DROME15763, DROME15761, DROME15762, DROME15765
OG0002997	AMPFI_05692	DROME02903
OG0002998	AMPFI_15937	DROME04901, DROME04900, DROME04899
OG0003001	AMPFI_06603	DROME12222
OG0003004	AMPFI_06638	DROME09624, DROME09625, DROME12361, DROME12362, DROME10708
OG0003005	AMPFI_04141, AMPFI_25494	DROME19774
OG0003006	AMPFI_24175	DROME00129
OG0003008	AMPFI_17468	DROME10417, DROME10419, DROME10418
OG0003010	AMPFI_05162	DROME09942, DROME21676, DROME21680, DROME21679, DROME21678, DROME21677
OG0003011	AMPFI_24907	DROME17655, DROME17656
OG0003012	AMPFI_19750	DROME16686
OG0003014	AMPFI_03270	DROME20620
OG0003016	AMPFI_01985, AMPFI_21862	DROME06109, DROME04760
OG0003017	AMPFI_05503, AMPFI_14328	DROME03993, DROME03994
OG0003018	AMPFI_00574	DROME01985
OG0003019	AMPFI_03647	DROME14436
OG0003021	AMPFI_15897, AMPFI_00094, AMPFI_13013	DROME11191
OG0003022	AMPFI_12554, AMPFI_05254	DROME12200
OG0003024	AMPFI_06872	DROME14540, DROME13066
OG0003025	AMPFI_18961	DROME16128
OG0003026	AMPFI_09871	DROME01191
OG0003027	AMPFI_03279	DROME13632
OG0003028	AMPFI_20635	DROME19503
OG0003029	AMPFI_10314	DROME01355, DROME01353, DROME01354, DROME01356
OG0003030	AMPFI_09536	DROME20783, DROME03164
OG0003031	AMPFI_16204	DROME10589, DROME10590
OG0003033	AMPFI_17482	DROME02552
OG0003034	AMPFI_07400	DROME13458
OG0003035	AMPFI_10841	DROME10664
OG0003036	AMPFI_06381	DROME08134
OG0003037	AMPFI_14719	DROME18126
OG0003038	AMPFI_00219	DROME21419, DROME21417, DROME21418, DROME21415, DROME21416
OG0003041	AMPFI_25734	DROME13990, DROME13989
OG0003042	AMPFI_09274, AMPFI_08345	DROME19648, DROME19650, DROME19649
OG0003043	AMPFI_18326	DROME01115
OG0003044	AMPFI_04020	DROME07467
OG0003045	AMPFI_13291	DROME10689, DROME10687, DROME10688
OG0003046	AMPFI_18791	DROME06986
OG0003048	AMPFI_14896, AMPFI_24700, AMPFI_03382	DROME03285
OG0003049	AMPFI_20646, AMPFI_19686	DROME11842
OG0003052	AMPFI_08673	DROME17384, DROME22105, DROME17383
OG0003053	AMPFI_17366	DROME05736
OG0003054	AMPFI_22668	DROME15214
OG0003055	AMPFI_11766, AMPFI_11765	DROME13955
OG0003058	AMPFI_06004	DROME03947
OG0003059	AMPFI_15093	DROME10348, DROME10347, DROME10349, DROME10350
OG0003060	AMPFI_01289	DROME04543
OG0003062	AMPFI_05505	DROME19727
OG0003063	AMPFI_19748	DROME03416
OG0003065	AMPFI_15613	DROME07296
OG0003066	AMPFI_04842	DROME19326
OG0003072	AMPFI_06677	DROME09180, DROME09181
OG0003073	AMPFI_22163, AMPFI_07918	DROME13385, DROME14642
OG0003074	AMPFI_10857	DROME08737, DROME08738, DROME08736, DROME08735
OG0003078	AMPFI_19761	DROME02073, DROME02074, DROME05944, DROME15126, DROME02635, DROME13619, DROME00990
OG0003079	AMPFI_20005	DROME11418, DROME11417
OG0003080	AMPFI_21435	DROME07733
OG0003101	AMPFI_08193	DROME16966, DROME16965, DROME16967
OG0003104	AMPFI_15625	DROME01186, DROME01187
OG0003105	AMPFI_14075, AMPFI_15981, AMPFI_22515	DROME14362, DROME14361, DROME14360
OG0003107	AMPFI_06817	DROME12506
OG0003108	AMPFI_12830	DROME13177, DROME13178
OG0003108	AMPFI_07552	DROME02795, DROME10233
OG0003109	AMPFI_08495	DROME00284
OG0003110	AMPFI_05396	DROME09020
OG0003112	AMPFI_09342, AMPFI_10797	DROME16468, DROME01349, DROME01348
OG0003113	AMPFI_10115	DROME01816, DROME01817
OG0003114	AMPFI_08644	DROME04951, DROME04952
OG0003115	AMPFI_12376	DROME18331
OG0003116	AMPFI_07231	DROME20130
OG0003118	AMPFI_05302	DROME11873, DROME11872
OG0003119	AMPFI_08478	DROME02450, DROME02453, DROME02451
OG0003120	AMPFI_02893	DROME17944
OG0003121	AMPFI_05935	DROME19886, DROME19887
OG0003123	AMPFI_23842	DROME20099
OG0003125	AMPFI_24478	DROME08841, DROME08840
OG0003126	AMPFI_24434, AMPFI_01995	DROME07155, DROME07156, DROME07159, DROME07160, DROME07161, DROME07158, DROME07157, DROME05531, DROME05529, DROME05530, DROME05534, DROME05533, DROME05532, DROME07164, DROME07165, DROME07163, DROME07162
OG0003128	AMPFI_03704	DROME20310, DROME20309
OG0003130	AMPFI_14227	DROME20301, DROME20300
OG0003132	AMPFI_20089	DROME12375
OG0003135	AMPFI_07186	DROME07491
OG0003136	AMPFI_10904	DROME17171
OG0003137	AMPFI_22046, AMPFI_15935, AMPFI_18922	DROME01904, DROME12782
OG0003140	AMPFI_24399	DROME06905, DROME06907, DROME06906, DROME06909, DROME06908
OG0003141	AMPFI_11907	DROME21226, DROME21227
OG0003142	AMPFI_05828	DROME11840
OG0003143	AMPFI_15571	DROME06605, DROME06604
OG0003144	AMPFI_22743, AMPFI_06226	DROME13433
OG0003145	AMPFI_23822, AMPFI_00786, AMPFI_00787	DROME03862
OG0003146	AMPFI_23986	DROME01929
OG0003147	AMPFI_17466	DROME16290, DROME16289
OG0003148	AMPFI_04210, AMPFI_01181	DROME18800, DROME18799
OG0003150	AMPFI_11497	DROME19300
OG0003151	AMPFI_17711	DROME04792
OG0003152	AMPFI_08619, AMPFI_15609	DROME17760
OG0003153	AMPFI_03883	DROME21845
OG0003154	AMPFI_15942	DROME05761
OG0003156	AMPFI_07675	DROME13943
OG0003157	AMPFI_06068, AMPFI_24828	DROME06121, DROME06123, DROME06124, DROME06122, DROME06125, DROME06126
OG0003158	AMPFI_15277	DROME02271
OG0003159	AMPFI_14863	DROME05071
OG0003160	AMPFI_09161	DROME17382
OG0003161	AMPFI_17564	DROME12081
OG0003163	AMPFI_17038	DROME02661, DROME02659
OG0003164	AMPFI_11016	DROME01606
OG0003165	AMPFI_06521	DROME00374, DROME00377, DROME00375, DROME00376
OG0003172	AMPFI_08998	DROME02195
OG0003173	AMPFI_11484	DROME20160, DROME20161
OG0003174	AMPFI_17590	DROME21527, DROME21526, DROME21528
OG0003175	AMPFI_09988	DROME00251, DROME02106
OG0003176	AMPFI_02070, AMPFI_18132	DROME19128
OG0003177	AMPFI_14471	DROME17587
OG0003178	AMPFI_21542	DROME10286, DROME10285
OG0003179	AMPFI_06154	DROME19635
OG0003180	AMPFI_17000	DROME11167, DROME11166
OG0003181	AMPFI_05848	DROME02965, DROME02966, DROME02967, DROME02968, DROME02969
OG0003182	AMPFI_06707	DROME01632
OG0003183	AMPFI_05467	DROME05040, DROME05042, DROME05041
OG0003184	AMPFI_23894	DROME11152
OG0003185	AMPFI_16164	DROME08767, DROME08766
OG0003187	AMPFI_06981	DROME11796, DROME11795, DROME11794
OG0003188	AMPFI_13872	DROME03250, DROME03249
OG0003189	AMPFI_11974	DROME13140, DROME13139, DROME13141, DROME13138
OG0003191	AMPFI_23926	DROME09590
OG0003192	AMPFI_04101	DROME12610
OG0003193	AMPFI_08357	DROME14192
OG0003194	AMPFI_11899	DROME19483
OG0003198	AMPFI_22917, AMPFI_08235	DROME07357
OG0003199	AMPFI_12162	DROME12668, DROME21725, DROME21726
OG0003202	AMPFI_12487	DROME05838, DROME05839
OG0003203	AMPFI_08213	DROME05382, DROME05385, DROME05386, DROME05383, DROME05384
OG0003205	AMPFI_00728	DROME06205, DROME06206
OG0003206	AMPFI_16692, AMPFI_25733	DROME21836, DROME21837
OG0003207	AMPFI_20327	DROME14952
OG0003210	AMPFI_24764	DROME16773, DROME16774
OG0003212	AMPFI_00027	DROME16100
OG0003214	AMPFI_06762	DROME00548
OG0003215	AMPFI_14832	DROME09352
OG0003217	AMPFI_25160, AMPFI_23505	DROME21077
OG0003218	AMPFI_26015	DROME08231, DROME08230
OG0003219	AMPFI_06216	DROME09373
OG0003220	AMPFI_12091	DROME11342, DROME11341
OG0003222	AMPFI_03429	DROME18303, DROME18302, DROME18304
OG0003223	AMPFI_04078	DROME09209
OG0003224	AMPFI_21120	DROME09348, DROME09349, DROME09347
OG0003225	AMPFI_05427	DROME18849
OG0003226	AMPFI_01909	DROME19617, DROME08490
OG0003228	AMPFI_18339	DROME21008
OG0003229	AMPFI_09992	DROME01144
OG0003230	AMPFI_01229	DROME17741
OG0003231	AMPFI_04564, AMPFI_02940, AMPFI_01350, AMPFI_19537, AMPFI_01710	DROME19301
OG0003235	AMPFI_16999	DROME05661, DROME05663, DROME05662
OG0003238	AMPFI_19473	DROME10776
OG0003251	AMPFI_06867	DROME19769, DROME19768, DROME16949
OG0003252	AMPFI_15271, AMPFI_08251	DROME18445
OG0003254	AMPFI_09205	DROME02901
OG0003255	AMPFI_01643	DROME06336
OG0003257	AMPFI_11835	DROME15418
OG0003261	AMPFI_21592	DROME07634, DROME07633
OG0003262	AMPFI_21245	DROME21043, DROME21045, DROME21044
OG0003263	AMPFI_13017	DROME09851
OG0003264	AMPFI_17248	DROME08076
OG0003267	AMPFI_05887	DROME01973, DROME01974, DROME02727
OG0003268	AMPFI_11156	DROME20306
OG0003269	AMPFI_21059	DROME11682
OG0003272	AMPFI_03849, AMPFI_13345	DROME19754, DROME19755, DROME00829
OG0003273	AMPFI_02700	DROME01509
OG0003275	AMPFI_03094	DROME11988, DROME11987
OG0003277	AMPFI_09116	DROME07456
OG0003279	AMPFI_24970	DROME01016, DROME01017, DROME01018
OG0003280	AMPFI_01494, AMPFI_20052, AMPFI_21525, AMPFI_02246	DROME06169, DROME06168, DROME04670, DROME04668, DROME04669
OG0003281	AMPFI_00804, AMPFI_02521	DROME07833, DROME07834, DROME07829, DROME07830, DROME07831, DROME07832
OG0003282	AMPFI_21088	DROME17686
OG0003283	AMPFI_02177, AMPFI_00946	DROME12472
OG0003286	AMPFI_03014	DROME09199, DROME09198
OG0003287	AMPFI_05397	DROME04328, DROME08276
OG0003288	AMPFI_06784	DROME00366, DROME00364, DROME00365
OG0003290	AMPFI_06287	DROME00517
OG0003291	AMPFI_05291	DROME20523
OG0003293	AMPFI_18756, AMPFI_02819	DROME14676
OG0003294	AMPFI_24752	DROME01659, DROME01660
OG0003296	AMPFI_24005	DROME06822, DROME13531
OG0003297	AMPFI_15955	DROME19465
OG0003298	AMPFI_11593	DROME08089
OG0003299	AMPFI_24703	DROME08284, DROME14772, DROME14767, DROME14773, DROME14768, DROME14774, DROME14769, DROME14771, DROME14770
OG0003300	AMPFI_19704, AMPFI_05469	DROME16959
OG0003301	AMPFI_14530	DROME18741
OG0003303	AMPFI_23138, AMPFI_03102	DROME19468, DROME19469, DROME10718, DROME01925, DROME19470
OG0003304	AMPFI_11135	DROME02914, DROME02913
OG0003305	AMPFI_11439	DROME13149
OG0003306	AMPFI_11119	DROME10136
OG0003307	AMPFI_12766	DROME17313
OG0003309	AMPFI_23599, AMPFI_24997	DROME19043, DROME19042
OG0003311	AMPFI_10759	DROME15213
OG0003314	AMPFI_19884, AMPFI_22350	DROME09986, DROME09988, DROME09987, DROME09985
OG0003316	AMPFI_14046	DROME13200
OG0003317	AMPFI_09168	DROME19362
OG0003318	AMPFI_08330	DROME16706
OG0003320	AMPFI_13174	DROME12326
OG0003327	AMPFI_09228	DROME19734
OG0003330	AMPFI_14485, AMPFI_14726	DROME03252, DROME03251
OG0003331	AMPFI_17012	DROME12208, DROME12210, DROME12207, DROME12209
OG0003332	AMPFI_08196	DROME00791
OG0003333	AMPFI_04378	DROME10886, DROME10885, DROME10884
OG0003335	AMPFI_09229	DROME18113, DROME18112
OG0003337	AMPFI_19949	DROME15232
OG0003340	AMPFI_22094	DROME16534, DROME16533
OG0003341	AMPFI_00777	DROME01797
OG0003343	AMPFI_13994, AMPFI_13993, AMPFI_16154	DROME09151
OG0003344	AMPFI_09335	DROME04462, DROME04461
OG0003345	AMPFI_24924	DROME17585, DROME17584, DROME17586, DROME17581, DROME17582, DROME17583, DROME17240, DROME17239, DROME01046
OG0003346	AMPFI_10867	DROME13869
OG0003347	AMPFI_24143	DROME11879, DROME11880
OG0003348	AMPFI_05356	DROME02128
OG0003349	AMPFI_05046	DROME08306, DROME08305, DROME08304
OG0003350	AMPFI_12867	DROME00177, DROME00176
OG0003352	AMPFI_02467	DROME13172
OG0003353	AMPFI_06338	DROME11820, DROME11822, DROME11821
OG0003354	AMPFI_18029	DROME19858
OG0003356	AMPFI_21630	DROME15849
OG0003357	AMPFI_11721	DROME12029
OG0003359	AMPFI_08504	DROME18758
OG0003360	AMPFI_09135	DROME20878, DROME20879
OG0003361	AMPFI_14228	DROME13197
OG0003362	AMPFI_03047, AMPFI_03667, AMPFI_15450	DROME08296
OG0003364	AMPFI_22450	DROME00064
OG0003365	AMPFI_11415	DROME04108
OG0003366	AMPFI_25322	DROME12603, DROME20629, DROME02253, DROME12602, DROME09664
OG0003367	AMPFI_07477	DROME12239
OG0003368	AMPFI_10687	DROME16106, DROME16107
OG0003370	AMPFI_12902	DROME12377, DROME12378
OG0003372	AMPFI_00013	DROME18186, DROME18187, DROME18189, DROME18182, DROME18183, DROME18184, DROME18185, DROME18188
OG0003374	AMPFI_21401	DROME06476, DROME06475, DROME06474
OG0003375	AMPFI_21891	DROME21029
OG0003376	AMPFI_06810	DROME16130, DROME16131, DROME16129
OG0003378	AMPFI_07027	DROME18533
OG0003380	AMPFI_09994	DROME14333
OG0003381	AMPFI_19093	DROME10051
OG0003384	AMPFI_15736	DROME17249, DROME17250
OG0003386	AMPFI_09487	DROME07039, DROME07040, DROME07041
OG0003388	AMPFI_00589	DROME11674, DROME19363
OG0003392	AMPFI_06246	DROME11355
OG0003394	AMPFI_18861	DROME14094
OG0003396	AMPFI_22459	DROME21609
OG0003419	AMPFI_08900	DROME18310
OG0003421	AMPFI_09669	DROME04908, DROME07137, DROME07651
OG0003422	AMPFI_08920, AMPFI_12987	DROME04814
OG0003425	AMPFI_09816	DROME11464, DROME11465, DROME11463
OG0003426	AMPFI_00436	DROME12495
OG0003429	AMPFI_20170	DROME10812
OG0003430	AMPFI_06485	DROME19610, DROME04057
OG0003433	AMPFI_08027	DROME02216, DROME02219, DROME02218, DROME02217
OG0003439	AMPFI_10791	DROME16821
OG0003442	AMPFI_07104	DROME06015, DROME06013, DROME06014
OG0003443	AMPFI_21912	DROME18500
OG0003444	AMPFI_06726	DROME05516, DROME05517, DROME05515, DROME06639
OG0003445	AMPFI_13140	DROME01285
OG0003448	AMPFI_23029	DROME02828, DROME02829, DROME02830
OG0003452	AMPFI_22152	DROME16213, DROME16214, DROME16217, DROME16216, DROME16215
OG0003454	AMPFI_07469	DROME10067
OG0003457	AMPFI_19507, AMPFI_22980	DROME06510, DROME06508, DROME06509
OG0003458	AMPFI_25375	DROME04148
OG0003459	AMPFI_23502	DROME18560, DROME18559, DROME18562, DROME18558, DROME18564, DROME18561, DROME18557, DROME18563, DROME18556
OG0003460	AMPFI_09159	DROME14130, DROME14131, DROME14132, DROME14133, DROME14134
OG0003461	AMPFI_08837	DROME17474, DROME21694
OG0003462	AMPFI_05379	DROME00239
OG0003463	AMPFI_25834	DROME20444
OG0003465	AMPFI_12228	DROME04464
OG0003467	AMPFI_25477, AMPFI_05595	DROME06043, DROME06042
OG0003468	AMPFI_07635	DROME01968
OG0003469	AMPFI_12359	DROME04366, DROME04367, DROME04365
OG0003470	AMPFI_04555, AMPFI_17776	DROME13653
OG0003471	AMPFI_19969	DROME16825
OG0003472	AMPFI_06841	DROME09631, DROME09633
OG0003473	AMPFI_07801	DROME00049
OG0003475	AMPFI_21852, AMPFI_24738	DROME02190
OG0003477	AMPFI_11760	DROME12317
OG0003478	AMPFI_13018	DROME13904, DROME13905, DROME13903, DROME13902
OG0003479	AMPFI_08938	DROME13645
OG0003481	AMPFI_14089	DROME01114
OG0003482	AMPFI_07972	DROME08487
OG0003483	AMPFI_09299	DROME09876, DROME09877
OG0003484	AMPFI_18735	DROME18666, DROME18665
OG0003485	AMPFI_06950, AMPFI_18388, AMPFI_08775	DROME19488, DROME19487, DROME19486, DROME19489
OG0003487	AMPFI_23106	DROME12571
OG0003489	AMPFI_24006	DROME01312
OG0003490	AMPFI_22806, AMPFI_19232, AMPFI_21043, AMPFI_04860, AMPFI_11193	DROME13468
OG0003491	AMPFI_11101	DROME11698
OG0003492	AMPFI_19481, AMPFI_18221, AMPFI_00099	DROME17943
OG0003493	AMPFI_16534, AMPFI_17852	DROME09294
OG0003496	AMPFI_21723	DROME03124
OG0003497	AMPFI_04681	DROME08732
OG0003498	AMPFI_14554	DROME13034, DROME13035
OG0003499	AMPFI_10057	DROME14561
OG0003501	AMPFI_09583	DROME13347, DROME13346, DROME13348
OG0003502	AMPFI_22051	DROME19567, DROME14375
OG0003503	AMPFI_05344	DROME17101, DROME17102
OG0003504	AMPFI_24432	DROME06794
OG0003505	AMPFI_07475	DROME04896, DROME04894, DROME04898, DROME04897, DROME04895
OG0003506	AMPFI_14856	DROME18707
OG0003507	AMPFI_14147	DROME14387, DROME14388
OG0003508	AMPFI_00704, AMPFI_22615	DROME15658
OG0003509	AMPFI_07776	DROME09159, DROME09158, DROME04643, DROME21960, DROME21962, DROME21961
OG0003510	AMPFI_19782	DROME19505
OG0003513	AMPFI_21434	DROME08556
OG0003515	AMPFI_20138	DROME21652
OG0003518	AMPFI_13631	DROME08309
OG0003519	AMPFI_10068	DROME06802
OG0003520	AMPFI_05023	DROME21807, DROME02028
OG0003523	AMPFI_07760	DROME16368
OG0003524	AMPFI_02059, AMPFI_12429	DROME09643, DROME09639, DROME09640
OG0003526	AMPFI_06222	DROME05107
OG0003527	AMPFI_09571	DROME03645
OG0003528	AMPFI_08029	DROME21047, DROME06070
OG0003531	AMPFI_10001	DROME21993
OG0003532	AMPFI_24750	DROME08605
OG0003533	AMPFI_02269, AMPFI_18447, AMPFI_02287	DROME04480, DROME04479, DROME04481
OG0003535	AMPFI_24072	DROME12323, DROME12324, DROME12325
OG0003536	AMPFI_00410	DROME06045, DROME06046, DROME06044, DROME06047
OG0003538	AMPFI_21724, AMPFI_23397	DROME20330
OG0003539	AMPFI_00975	DROME09387, DROME09386
OG0003541	AMPFI_21493, AMPFI_04066, AMPFI_25161	DROME10049, DROME10048
OG0003543	AMPFI_24581	DROME18669
OG0003544	AMPFI_19004	DROME05896
OG0003545	AMPFI_15023, AMPFI_13578	DROME08949
OG0003547	AMPFI_04834	DROME10735, DROME10734, DROME10733, DROME10732
OG0003548	AMPFI_24768	DROME15072
OG0003550	AMPFI_18741	DROME17938, DROME17942, DROME17940, DROME17941, DROME17939
OG0003551	AMPFI_07598	DROME18271, DROME18270, DROME16713
OG0003552	AMPFI_05955	DROME18554, DROME18555
OG0003553	AMPFI_21634	DROME17708
OG0003554	AMPFI_22132	DROME19011, DROME19012, DROME17407, DROME12945
OG0003556	AMPFI_08098	DROME06703, DROME06702
OG0003558	AMPFI_20154	DROME06037
OG0003560	AMPFI_04633	DROME18173
OG0003561	AMPFI_06137	DROME10510
OG0003562	AMPFI_06538	DROME12847, DROME12848
OG0003564	AMPFI_08755	DROME16736
OG0003566	AMPFI_01090	DROME08493, DROME08492
OG0003567	AMPFI_14197, AMPFI_22713	DROME20360, DROME20359
OG0003568	AMPFI_06943	DROME08773
OG0003570	AMPFI_06993	DROME14267, DROME14246
OG0003571	AMPFI_12433	DROME19608
OG0003573	AMPFI_10938	DROME07521
OG0003577	AMPFI_19335	DROME13612, DROME13617, DROME13613, DROME13615, DROME13614, DROME13616, DROME13611
OG0003578	AMPFI_08173	DROME16703
OG0003579	AMPFI_22532	DROME17312
OG0003597	AMPFI_11403	DROME16622, DROME16621
OG0003599	AMPFI_03084	DROME08018
OG0003603	AMPFI_14800	DROME05424
OG0003604	AMPFI_14560	DROME19568
OG0003606	AMPFI_02736	DROME07484, DROME07483, DROME07482
OG0003610	AMPFI_08064	DROME07982, DROME07983
OG0003611	AMPFI_03674	DROME17638
OG0003613	AMPFI_14181	DROME00856
OG0003615	AMPFI_05633	DROME16618, DROME16617
OG0003617	AMPFI_00387	DROME16095
OG0003618	AMPFI_07271	DROME15284, DROME15283
OG0003619	AMPFI_10351	DROME13589, DROME13590
OG0003620	AMPFI_09860	DROME17770
OG0003623	AMPFI_13962	DROME01675
OG0003624	AMPFI_03514	DROME12696
OG0003629	AMPFI_13944	DROME03564
OG0003630	AMPFI_13915	DROME06784
OG0003631	AMPFI_20160	DROME07363
OG0003634	AMPFI_00355, AMPFI_24717, AMPFI_01365	DROME03378
OG0003635	AMPFI_14547, AMPFI_15181	DROME04946
OG0003638	AMPFI_07537	DROME16659
OG0003639	AMPFI_22785, AMPFI_14707	DROME16964
OG0003641	AMPFI_07323	DROME01116
OG0003642	AMPFI_06630	DROME19937, DROME19935, DROME19939, DROME19940, DROME19936, DROME19938
OG0003644	AMPFI_06306	DROME00616
OG0003645	AMPFI_16881	DROME12178
OG0003646	AMPFI_06564	DROME09249, DROME09250
OG0003647	AMPFI_00053	DROME16616
OG0003649	AMPFI_09951	DROME12148, DROME12149
OG0003650	AMPFI_12108	DROME10934, DROME10933
OG0003655	AMPFI_08590	DROME13231, DROME13232, DROME13234, DROME13233, DROME13069, DROME13070
OG0003656	AMPFI_15780	DROME14867, DROME14868, DROME19174
OG0003658	AMPFI_13106	DROME07032
OG0003659	AMPFI_02966	DROME09855
OG0003660	AMPFI_24383, AMPFI_21513, AMPFI_24288, AMPFI_15577	DROME02231, DROME02233, DROME02232
OG0003661	AMPFI_09102	DROME07051
OG0003664	AMPFI_15265, AMPFI_25223	DROME05104
OG0003666	AMPFI_10136	DROME11426
OG0003667	AMPFI_08073	DROME18793, DROME18792, DROME03291
OG0003668	AMPFI_07166	DROME15022, DROME15023
OG0003669	AMPFI_11157	DROME05487
OG0003671	AMPFI_00179	DROME13120
OG0003672	AMPFI_09980	DROME03649
OG0003673	AMPFI_02480	DROME11788
OG0003676	AMPFI_18881	DROME14242, DROME00396, DROME05478
OG0003677	AMPFI_07661	DROME10098
OG0003678	AMPFI_07460	DROME20450
OG0003679	AMPFI_07845	DROME02313
OG0003680	AMPFI_09842	DROME01384
OG0003681	AMPFI_19503	DROME08680, DROME08681
OG0003682	AMPFI_07578	DROME12564
OG0003683	AMPFI_02901	DROME03935
OG0003686	AMPFI_07985	DROME06762
OG0003687	AMPFI_00830	DROME12601
OG0003690	AMPFI_05747	DROME00439
OG0003692	AMPFI_03589	DROME11124
OG0003693	AMPFI_02553	DROME08115
OG0003694	AMPFI_08303	DROME12215, DROME12216
OG0003695	AMPFI_15699	DROME01947
OG0003696	AMPFI_04491, AMPFI_03543, AMPFI_02677	DROME10156
OG0003697	AMPFI_11115	DROME03932, DROME03930, DROME03929, DROME03931
OG0003698	AMPFI_19011	DROME17520
OG0003700	AMPFI_09947	DROME01181, DROME01182
OG0003701	AMPFI_21477, AMPFI_00012, AMPFI_24465	DROME18636, DROME18637
OG0003703	AMPFI_10771	DROME15370
OG0003704	AMPFI_14195	DROME02181, DROME02180
OG0003708	AMPFI_12625	DROME12282, DROME12281
OG0003709	AMPFI_06172	DROME13668, DROME18688
OG0003710	AMPFI_12106, AMPFI_01123	DROME19166, DROME19168, DROME19167, DROME19169
OG0003712	AMPFI_04984	DROME10970
OG0003713	AMPFI_04283	DROME05410
OG0003714	AMPFI_25572	DROME02517
OG0003716	AMPFI_04436, AMPFI_02826	DROME18657
OG0003717	AMPFI_00073	DROME10046
OG0003718	AMPFI_18529	DROME01297
OG0003719	AMPFI_04202	DROME14563
OG0003720	AMPFI_24923, AMPFI_22323	DROME17484
OG0003721	AMPFI_08300	DROME09052
OG0003722	AMPFI_16876	DROME05995
OG0003729	AMPFI_24000	DROME04356, DROME06341
OG0003731	AMPFI_22155	DROME02907
OG0003732	AMPFI_21718	DROME10070
OG0003733	AMPFI_08970, AMPFI_15657	DROME00230
OG0003734	AMPFI_18672	DROME19430
OG0003735	AMPFI_19574	DROME19631
OG0003738	AMPFI_15996	DROME11561, DROME11562
OG0003740	AMPFI_12630	DROME01620
OG0003743	AMPFI_21068	DROME13785
OG0003744	AMPFI_11890	DROME08150
OG0003745	AMPFI_06392	DROME20574, DROME20575
OG0003748	AMPFI_12821	DROME01784
OG0003749	AMPFI_09561	DROME18502, DROME18501
OG0003750	AMPFI_19492	DROME15590
OG0003754	AMPFI_09209	DROME08228, DROME08227
OG0003755	AMPFI_19354	DROME10789, DROME20093, DROME20094
