Orthogroup	AMPFI_ok	HUMAN
OG0003945	AMPFI_08691	HUMAN05796, HUMAN24950
OG0003946	AMPFI_00888	HUMAN03504, HUMAN03508, HUMAN22287
OG0003947	AMPFI_23175	HUMAN22108, HUMAN27709
OG0003948	AMPFI_09703	HUMAN17355
OG0003949	AMPFI_12679	HUMAN25455, HUMAN25454
OG0003951	AMPFI_11617	HUMAN20874
OG0003952	AMPFI_08594	HUMAN25061
OG0003953	AMPFI_19332	HUMAN24118, HUMAN23048
OG0003954	AMPFI_06716	HUMAN28199, HUMAN16670
OG0003955	AMPFI_11128	HUMAN23068
OG0003957	AMPFI_08683	HUMAN14055
OG0003958	AMPFI_00232	HUMAN03241, HUMAN23908, HUMAN27697
OG0003959	AMPFI_04671	HUMAN29359
OG0003960	AMPFI_08480	HUMAN06253, HUMAN06252, HUMAN06254, HUMAN04274
OG0003961	AMPFI_06314	HUMAN00898
OG0003962	AMPFI_16905	HUMAN30606, HUMAN07757, HUMAN22850, HUMAN23998
OG0003964	AMPFI_01234	HUMAN29141, HUMAN02159
OG0003965	AMPFI_04828	HUMAN00594, HUMAN00595, HUMAN00593
OG0003966	AMPFI_05727	HUMAN19472, HUMAN19475, HUMAN19474, HUMAN19476, HUMAN19471
OG0003967	AMPFI_05943, AMPFI_08131	HUMAN10627
OG0003968	AMPFI_06736	HUMAN01462, HUMAN01977
OG0003969	AMPFI_07721	HUMAN08409
OG0003970	AMPFI_07812	HUMAN07324
OG0003971	AMPFI_14528	HUMAN29506
OG0003972	AMPFI_15565	HUMAN19162
OG0003973	AMPFI_20438	HUMAN08329, HUMAN18737
OG0003974	AMPFI_21735	HUMAN06043, HUMAN06042, HUMAN03960
OG0003997	AMPFI_13806, AMPFI_18937	HUMAN23065
OG0003998	AMPFI_05249, AMPFI_09969	HUMAN17020
OG0004000	AMPFI_21623, AMPFI_16405, AMPFI_21863	HUMAN20817
OG0004002	AMPFI_02137	HUMAN02677
OG0004004	AMPFI_09791	HUMAN21663, HUMAN11010
OG0004005	AMPFI_05677	HUMAN16556, HUMAN16557, HUMAN16560, HUMAN16558
OG0004006	AMPFI_24746, AMPFI_00872	HUMAN02087
OG0004007	AMPFI_00209	HUMAN01069, HUMAN23295
OG0004009	AMPFI_12935	HUMAN22781, HUMAN03273
OG0004010	AMPFI_15924	HUMAN23360
OG0004011	AMPFI_07886	HUMAN03321, HUMAN27684
OG0004012	AMPFI_11587	HUMAN24339, HUMAN24338, HUMAN24337
OG0004014	AMPFI_09780	HUMAN18181
OG0004015	AMPFI_12276	HUMAN01156
OG0004016	AMPFI_07732	HUMAN06482
OG0004017	AMPFI_05329, AMPFI_16787	HUMAN10876
OG0004019	AMPFI_04656, AMPFI_20503	HUMAN16041, HUMAN16043, HUMAN16042
OG0004021	AMPFI_13532	HUMAN11780, HUMAN11779
OG0004022	AMPFI_19771	HUMAN29670, HUMAN29669
OG0004023	AMPFI_24548	HUMAN11239, HUMAN11240, HUMAN11242
OG0004024	AMPFI_16537, AMPFI_25945	HUMAN21511, HUMAN21514, HUMAN21515
OG0004025	AMPFI_13676, AMPFI_23617	HUMAN22133
OG0004027	AMPFI_22283	HUMAN06638, HUMAN12722
OG0004028	AMPFI_10335	HUMAN03299
OG0004029	AMPFI_16894	HUMAN20668
OG0004031	AMPFI_05716	HUMAN15780
OG0004032	AMPFI_18750	HUMAN30274, HUMAN07906
OG0004033	AMPFI_03927	HUMAN02667
OG0004034	AMPFI_05228	HUMAN09933
OG0004035	AMPFI_24745	HUMAN18569
OG0004036	AMPFI_19780	HUMAN00606, HUMAN30598, HUMAN05435
OG0004037	AMPFI_03972	HUMAN18538, HUMAN18540
OG0004039	AMPFI_20896, AMPFI_13108	HUMAN25332
OG0004039	AMPFI_01095, AMPFI_04352	HUMAN25333
OG0004042	AMPFI_16992	HUMAN04449
OG0004043	AMPFI_09709	HUMAN25302, HUMAN25301, HUMAN25303
OG0004044	AMPFI_00282	HUMAN20694
OG0004045	AMPFI_08610	HUMAN03490
OG0004046	AMPFI_09272	HUMAN07172, HUMAN07174, HUMAN07173
OG0004047	AMPFI_19469	HUMAN13570
OG0004048	AMPFI_12579	HUMAN22101, HUMAN22100
OG0004049	AMPFI_07284	HUMAN05306, HUMAN25326
OG0004050	AMPFI_00721	HUMAN20375
OG0004051	AMPFI_17845	HUMAN12917, HUMAN17896, HUMAN06505
OG0004052	AMPFI_05448	HUMAN15057, HUMAN15056
OG0004053	AMPFI_17533	HUMAN29957, HUMAN28825, HUMAN01839
OG0004054	AMPFI_08608	HUMAN08335, HUMAN15782
OG0004055	AMPFI_10976	HUMAN25842
OG0004056	AMPFI_12573	HUMAN23551, HUMAN21186
OG0004057	AMPFI_09381	HUMAN26949
OG0004058	AMPFI_02646	HUMAN16633, HUMAN16632
OG0004059	AMPFI_10187	HUMAN15829
OG0004060	AMPFI_14285	HUMAN25392
OG0004061	AMPFI_10286	HUMAN00893, HUMAN00894
OG0004063	AMPFI_25939	HUMAN07941
OG0004064	AMPFI_07536	HUMAN18276, HUMAN18275
OG0004065	AMPFI_19408	HUMAN00215, HUMAN00216
OG0004067	AMPFI_09979	HUMAN18034
OG0004068	AMPFI_18859	HUMAN30035, HUMAN30649, HUMAN30612
OG0004069	AMPFI_11248	HUMAN28854
OG0004070	AMPFI_16812	HUMAN25913, HUMAN25912
OG0004071	AMPFI_07328	HUMAN02291, HUMAN24781, HUMAN24782, HUMAN29079
OG0004072	AMPFI_04941	HUMAN13160
OG0004073	AMPFI_04508	HUMAN25044, HUMAN06790, HUMAN25043
OG0004074	AMPFI_02501	HUMAN03471
OG0004075	AMPFI_22791	HUMAN10663
OG0004076	AMPFI_08732	HUMAN28164, HUMAN28163, HUMAN28165, HUMAN28162
OG0004077	AMPFI_24197	HUMAN29503, HUMAN29502
OG0004078	AMPFI_16143	HUMAN03624
OG0004079	AMPFI_22149	HUMAN22873
OG0004080	AMPFI_07191	HUMAN18253, HUMAN27257
OG0004081	AMPFI_07325	HUMAN18386
OG0004082	AMPFI_08776	HUMAN18511
OG0004083	AMPFI_03305, AMPFI_21612, AMPFI_04296	HUMAN08562
OG0004085	AMPFI_10044	HUMAN07816
OG0004086	AMPFI_24999	HUMAN18693
OG0004087	AMPFI_07453	HUMAN20699, HUMAN20698, HUMAN17812
OG0004088	AMPFI_17660, AMPFI_14733, AMPFI_18658	HUMAN01139, HUMAN23388
OG0004089	AMPFI_00735	HUMAN21587
OG0004090	AMPFI_22810	HUMAN06601
OG0004091	AMPFI_15165	HUMAN28496
OG0004092	AMPFI_06912	HUMAN26216, HUMAN12524
OG0004093	AMPFI_17563	HUMAN27002
OG0004094	AMPFI_05712	HUMAN29054
OG0004096	AMPFI_17501	HUMAN02141
OG0004097	AMPFI_07052	HUMAN30130, HUMAN30128, HUMAN30129, HUMAN30127, HUMAN08360
OG0004098	AMPFI_25761, AMPFI_22663, AMPFI_04786	HUMAN28862, HUMAN01104
OG0004099	AMPFI_13965	HUMAN16085, HUMAN20170
OG0004100	AMPFI_19382	HUMAN06958
OG0004101	AMPFI_18949	HUMAN12860
OG0004102	AMPFI_15461	HUMAN03466
OG0004103	AMPFI_17250, AMPFI_04569	HUMAN19037
OG0004104	AMPFI_03708	HUMAN14010
OG0004105	AMPFI_00050	HUMAN28120
OG0004106	AMPFI_09128	HUMAN00170, HUMAN00171, HUMAN00169
OG0004107	AMPFI_09933	HUMAN01953, HUMAN01952
OG0004108	AMPFI_11075	HUMAN03070, HUMAN03126
OG0004110	AMPFI_12307	HUMAN23820, HUMAN03249
OG0004111	AMPFI_07741	HUMAN28066, HUMAN16652
OG0004112	AMPFI_03998, AMPFI_17086, AMPFI_15301	HUMAN01822, HUMAN01821
OG0004113	AMPFI_10578	HUMAN20537
OG0004114	AMPFI_07189	HUMAN04859, HUMAN04858, HUMAN04860
OG0004115	AMPFI_13715, AMPFI_12783	HUMAN21493
OG0004116	AMPFI_14003	HUMAN05608, HUMAN05607
OG0004117	AMPFI_20356, AMPFI_18086, AMPFI_18869, AMPFI_20713	HUMAN27879
OG0004118	AMPFI_15447	HUMAN26960
OG0004119	AMPFI_07138	HUMAN15237, HUMAN15236
OG0004120	AMPFI_07749	HUMAN03333
OG0004121	AMPFI_19218	HUMAN00202, HUMAN21585
OG0004122	AMPFI_02482	HUMAN29461, HUMAN29462
OG0004123	AMPFI_13800	HUMAN05600
OG0004124	AMPFI_07154	HUMAN19130, HUMAN27894
OG0004125	AMPFI_01741	HUMAN13509, HUMAN13505, HUMAN13508, HUMAN13502, HUMAN13503
OG0004126	AMPFI_16862	HUMAN05543, HUMAN19543
OG0004127	AMPFI_23987	HUMAN27924, HUMAN27923
OG0004128	AMPFI_01941	HUMAN20446, HUMAN16881, HUMAN16882
OG0004129	AMPFI_01837	HUMAN02978
OG0004130	AMPFI_17105	HUMAN01818
OG0004131	AMPFI_02623	HUMAN19907, HUMAN19906
OG0004132	AMPFI_13812	HUMAN27969
OG0004133	AMPFI_00729	HUMAN18302, HUMAN07684
OG0004135	AMPFI_23953	HUMAN25931, HUMAN25933, HUMAN25932, HUMAN13193
OG0004136	AMPFI_00272	HUMAN02427
OG0004137	AMPFI_22552, AMPFI_04601, AMPFI_01476	HUMAN28841
OG0004141	AMPFI_16850	HUMAN30535, HUMAN30533
OG0004142	AMPFI_18239	HUMAN14999
OG0004143	AMPFI_15415	HUMAN28620, HUMAN09650
OG0004144	AMPFI_12498, AMPFI_08519, AMPFI_23218	HUMAN20558, HUMAN21379
OG0004145	AMPFI_03194	HUMAN08310, HUMAN18750
OG0004146	AMPFI_03964	HUMAN07308
OG0004147	AMPFI_22254	HUMAN21565
OG0004148	AMPFI_12585	HUMAN12377
OG0004149	AMPFI_26020	HUMAN07609, HUMAN30337
OG0004150	AMPFI_21548	HUMAN20665
OG0004150	AMPFI_13804	HUMAN20664
OG0004151	AMPFI_00134	HUMAN11355, HUMAN11356
OG0004153	AMPFI_22147	HUMAN24083
OG0004154	AMPFI_13478	HUMAN16602
OG0004156	AMPFI_06309	HUMAN21442
OG0004157	AMPFI_19370	HUMAN29821
OG0004158	AMPFI_07649	HUMAN17542, HUMAN27299
OG0004159	AMPFI_08829	HUMAN15832, HUMAN08705
OG0004160	AMPFI_00568	HUMAN00868
OG0004161	AMPFI_14248, AMPFI_05464	HUMAN17700
OG0004162	AMPFI_16383	HUMAN25916
OG0004163	AMPFI_06150	HUMAN24942, HUMAN24943, HUMAN04161, HUMAN04162, HUMAN04160
OG0004164	AMPFI_05757	HUMAN03236, HUMAN23812, HUMAN23813
OG0004166	AMPFI_19424	HUMAN27687
OG0004167	AMPFI_24252, AMPFI_22854	HUMAN04738, HUMAN04739
OG0004169	AMPFI_09723	HUMAN13644
OG0004171	AMPFI_05713	HUMAN15518
OG0004172	AMPFI_00440, AMPFI_01178, AMPFI_25500, AMPFI_20424, AMPFI_16593, AMPFI_23370, AMPFI_16809, AMPFI_01504	HUMAN04361
OG0004174	AMPFI_00630	HUMAN28907, HUMAN28908
OG0004174	AMPFI_09404	HUMAN28909, HUMAN28911
OG0004175	AMPFI_03090, AMPFI_00672, AMPFI_01928	HUMAN23276, HUMAN23275
OG0004178	AMPFI_03249	HUMAN30555, HUMAN30556
OG0004179	AMPFI_06442	HUMAN10496, HUMAN10497, HUMAN12064, HUMAN12065, HUMAN12066, HUMAN12169
OG0004180	AMPFI_06582	HUMAN27280, HUMAN18278, HUMAN27279
OG0004181	AMPFI_10263	HUMAN22409
OG0004182	AMPFI_15250	HUMAN19435
OG0004183	AMPFI_11544	HUMAN07292, HUMAN07291
OG0004184	AMPFI_12472	HUMAN02697
OG0004185	AMPFI_18248	HUMAN01862, HUMAN20490
OG0004186	AMPFI_18492	HUMAN08997, HUMAN08995, HUMAN02715
OG0004187	AMPFI_19435	HUMAN11528, HUMAN08193, HUMAN08194
OG0004188	AMPFI_24196	HUMAN08423, HUMAN08422
OG0004190	AMPFI_25836	HUMAN12134, HUMAN12135, HUMAN12136, HUMAN12137, HUMAN12133
OG0004214	AMPFI_11834	HUMAN24477
OG0004215	AMPFI_05972	HUMAN12295, HUMAN12294, HUMAN12293
OG0004216	AMPFI_02909	HUMAN20287
OG0004217	AMPFI_11613	HUMAN22836
OG0004219	AMPFI_05687	HUMAN17843, HUMAN17842
OG0004220	AMPFI_06135	HUMAN28630
OG0004222	AMPFI_22508	HUMAN08455
OG0004223	AMPFI_14106, AMPFI_14107	HUMAN05025, HUMAN05023
OG0004225	AMPFI_15711	HUMAN06624, HUMAN06623, HUMAN27310
OG0004226	AMPFI_10795	HUMAN08493
OG0004227	AMPFI_07234	HUMAN00825
OG0004228	AMPFI_24494	HUMAN27429
OG0004229	AMPFI_04684	HUMAN03153
OG0004230	AMPFI_16103	HUMAN05581
OG0004231	AMPFI_06317, AMPFI_24209	HUMAN13253
OG0004232	AMPFI_18466	HUMAN22434
OG0004233	AMPFI_05856	HUMAN00119
OG0004234	AMPFI_16563, AMPFI_04170, AMPFI_09059	HUMAN18015, HUMAN18014
OG0004235	AMPFI_18111	HUMAN12116
OG0004236	AMPFI_18952	HUMAN16992
OG0004237	AMPFI_10494	HUMAN22943
OG0004238	AMPFI_17804, AMPFI_21342, AMPFI_25643	HUMAN24523
OG0004239	AMPFI_05780	HUMAN18995
OG0004240	AMPFI_18787	HUMAN18709, HUMAN04795, HUMAN18710
OG0004241	AMPFI_24897	HUMAN07668
OG0004243	AMPFI_10050	HUMAN12837
OG0004244	AMPFI_25390	HUMAN21470, HUMAN21469
OG0004245	AMPFI_14565	HUMAN03723, HUMAN03722, HUMAN07043
OG0004246	AMPFI_08562	HUMAN12879, HUMAN12881
OG0004248	AMPFI_06429	HUMAN18975
OG0004249	AMPFI_13244	HUMAN22546
OG0004251	AMPFI_12152, AMPFI_09987	HUMAN01265
OG0004252	AMPFI_09692	HUMAN25401, HUMAN25402, HUMAN25400
OG0004253	AMPFI_11137	HUMAN10905, HUMAN26337
OG0004254	AMPFI_23528	HUMAN27698
OG0004255	AMPFI_05607	HUMAN20924
OG0004257	AMPFI_12483	HUMAN17628
OG0004258	AMPFI_04576	HUMAN19337
OG0004259	AMPFI_05436	HUMAN09749
OG0004260	AMPFI_03269	HUMAN09461, HUMAN09462
OG0004261	AMPFI_09942	HUMAN13774
OG0004262	AMPFI_15895	HUMAN08768, HUMAN08767, HUMAN08769
OG0004263	AMPFI_19144	HUMAN17547, HUMAN17546
OG0004265	AMPFI_24112, AMPFI_22206	HUMAN01336
OG0004266	AMPFI_04244	HUMAN07181
OG0004267	AMPFI_03672	HUMAN06039, HUMAN03918
OG0004268	AMPFI_19077	HUMAN15199, HUMAN15201
OG0004269	AMPFI_02131	HUMAN03613
OG0004270	AMPFI_22607	HUMAN01652
OG0004271	AMPFI_00357	HUMAN26827
OG0004272	AMPFI_03000, AMPFI_03190	HUMAN23571
OG0004273	AMPFI_20320, AMPFI_02222, AMPFI_01584	HUMAN12115, HUMAN12114
OG0004274	AMPFI_14696	HUMAN11120
OG0004275	AMPFI_10196	HUMAN06232, HUMAN21152, HUMAN21151
OG0004278	AMPFI_00741	HUMAN28639
OG0004279	AMPFI_20800	HUMAN28927
OG0004281	AMPFI_08580	HUMAN21313
OG0004281	AMPFI_21877	HUMAN21314
OG0004282	AMPFI_03603	HUMAN00466
OG0004283	AMPFI_22058	HUMAN22365
OG0004284	AMPFI_07793	HUMAN22289
OG0004285	AMPFI_05686	HUMAN24318, HUMAN24317, HUMAN24319
OG0004286	AMPFI_11804, AMPFI_11033	HUMAN26392
OG0004288	AMPFI_12843	HUMAN23255
OG0004289	AMPFI_15989	HUMAN08406
OG0004290	AMPFI_20931	HUMAN11088, HUMAN11089, HUMAN26173
OG0004294	AMPFI_25254	HUMAN04148, HUMAN04149, HUMAN02311, HUMAN02310
OG0004295	AMPFI_09939	HUMAN14256
OG0004296	AMPFI_17160	HUMAN22583, HUMAN22582
OG0004297	AMPFI_04000	HUMAN24896
OG0004298	AMPFI_01036	HUMAN05125, HUMAN05123, HUMAN05124
OG0004299	AMPFI_10108	HUMAN22961, HUMAN05108, HUMAN22962
OG0004300	AMPFI_20207	HUMAN28866, HUMAN28867
OG0004301	AMPFI_21938	HUMAN04644
OG0004302	AMPFI_16467	HUMAN23334
OG0004303	AMPFI_18613	HUMAN18308, HUMAN18307
OG0004305	AMPFI_12729	HUMAN14140
OG0004306	AMPFI_17375	HUMAN24566, HUMAN24565
OG0004307	AMPFI_10120	HUMAN13513
OG0004308	AMPFI_06434	HUMAN30057
OG0004310	AMPFI_01502	HUMAN15096, HUMAN15095
OG0004311	AMPFI_19446	HUMAN15083, HUMAN09966
OG0004312	AMPFI_14477	HUMAN01959
OG0004314	AMPFI_17299	HUMAN02115, HUMAN29290, HUMAN29291
OG0004315	AMPFI_11714	HUMAN03740, HUMAN03739
OG0004316	AMPFI_06233	HUMAN26704, HUMAN21828
OG0004318	AMPFI_21243	HUMAN13522
OG0004319	AMPFI_07860	HUMAN04163, HUMAN27066
OG0004321	AMPFI_03701	HUMAN03148
OG0004322	AMPFI_05719	HUMAN24558
OG0004324	AMPFI_13538	HUMAN19248
OG0004327	AMPFI_15196	HUMAN05117, HUMAN05116
OG0004328	AMPFI_06204	HUMAN18966, HUMAN18965
OG0004330	AMPFI_21323, AMPFI_04638	HUMAN08424
OG0004331	AMPFI_13825	HUMAN08295
OG0004332	AMPFI_12419, AMPFI_16570, AMPFI_16569	HUMAN05580
OG0004333	AMPFI_02290	HUMAN28274
OG0004334	AMPFI_04344	HUMAN00979
OG0004334	AMPFI_23930	HUMAN00978
OG0004335	AMPFI_01647	HUMAN22919
OG0004337	AMPFI_08351	HUMAN01473
OG0004338	AMPFI_03726	HUMAN05208
OG0004341	AMPFI_19963	HUMAN13188, HUMAN13187
OG0004341	AMPFI_12804	HUMAN13186, HUMAN13190
OG0004342	AMPFI_25181, AMPFI_12541, AMPFI_02766	HUMAN22854, HUMAN22853
OG0004343	AMPFI_14022	HUMAN03765, HUMAN03766
OG0004344	AMPFI_24893	HUMAN30235, HUMAN30231, HUMAN30232
OG0004345	AMPFI_12564	HUMAN29416
OG0004346	AMPFI_12405	HUMAN01204
OG0004348	AMPFI_02439	HUMAN29749
OG0004349	AMPFI_24895	HUMAN08332, HUMAN08333
OG0004350	AMPFI_18421	HUMAN25142
OG0004351	AMPFI_20164	HUMAN05858
OG0004352	AMPFI_25758	HUMAN18365, HUMAN18370, HUMAN18368, HUMAN18369, HUMAN05871, HUMAN05872, HUMAN05869, HUMAN05870
OG0004353	AMPFI_13654	HUMAN05861
OG0004354	AMPFI_11067	HUMAN19964
OG0004355	AMPFI_09199	HUMAN20522, HUMAN06764
OG0004356	AMPFI_05341	HUMAN21882
OG0004357	AMPFI_08395	HUMAN17377
OG0004358	AMPFI_22150	HUMAN20550, HUMAN20551, HUMAN20549
OG0004359	AMPFI_05530	HUMAN29937
OG0004360	AMPFI_14833	HUMAN02590
OG0004361	AMPFI_04236	HUMAN02280
OG0004362	AMPFI_09867	HUMAN12669, HUMAN20594
OG0004364	AMPFI_11780	HUMAN16782, HUMAN16785
OG0004365	AMPFI_18925	HUMAN09827, HUMAN09826, HUMAN09828, HUMAN09829
OG0004366	AMPFI_11770	HUMAN11404
OG0004367	AMPFI_16806	HUMAN25086, HUMAN25087, HUMAN25088
OG0004368	AMPFI_05539	HUMAN02041, HUMAN24846
OG0004369	AMPFI_22531	HUMAN29479
OG0004370	AMPFI_05169	HUMAN26663
OG0004373	AMPFI_02861	HUMAN00854
OG0004374	AMPFI_07980	HUMAN13158
OG0004375	AMPFI_04718, AMPFI_20500, AMPFI_21503, AMPFI_04176	HUMAN09491
OG0004376	AMPFI_15019	HUMAN26330, HUMAN19958
OG0004377	AMPFI_03913	HUMAN28605
OG0004378	AMPFI_09387	HUMAN11677, HUMAN11679, HUMAN11678
OG0004379	AMPFI_07942	HUMAN15965, HUMAN06117, HUMAN15966
OG0004380	AMPFI_00883	HUMAN02379, HUMAN06115
OG0004381	AMPFI_23751	HUMAN01741
OG0004382	AMPFI_13422	HUMAN23495
OG0004383	AMPFI_10019, AMPFI_10486	HUMAN08351
OG0004384	AMPFI_21506	HUMAN02637, HUMAN02638, HUMAN02636
OG0004385	AMPFI_02615, AMPFI_24477	HUMAN29342
OG0004389	AMPFI_08344	HUMAN00922
OG0004390	AMPFI_17295	HUMAN02225, HUMAN02224, HUMAN02227
OG0004390	AMPFI_23808	HUMAN02226
OG0004392	AMPFI_24108	HUMAN03189
OG0004393	AMPFI_06040	HUMAN03571
OG0004395	AMPFI_20914	HUMAN06742, HUMAN06741
OG0004396	AMPFI_14937	HUMAN00392, HUMAN00394, HUMAN00393
OG0004397	AMPFI_03263	HUMAN15239, HUMAN15240, HUMAN13820
OG0004399	AMPFI_06098	HUMAN20481, HUMAN20480, HUMAN20364
OG0004400	AMPFI_13995	HUMAN13800
OG0004401	AMPFI_12672	HUMAN30275, HUMAN07787
OG0004402	AMPFI_17914	HUMAN22342
OG0004402	AMPFI_15887	HUMAN22341
OG0004403	AMPFI_14279	HUMAN09951, HUMAN09950, HUMAN09949
OG0004404	AMPFI_14466	HUMAN09714
OG0004405	AMPFI_14300	HUMAN30602, HUMAN30601, HUMAN30590
OG0004406	AMPFI_11302	HUMAN04951, HUMAN04950, HUMAN08313
OG0004407	AMPFI_09013	HUMAN08685
OG0004408	AMPFI_05190	HUMAN05224, HUMAN05225
OG0004409	AMPFI_00146	HUMAN06237, HUMAN06235, HUMAN06234, HUMAN06236, HUMAN21149, HUMAN06233
OG0004413	AMPFI_25865	HUMAN20485
OG0004414	AMPFI_19124	HUMAN05744, HUMAN05743
OG0004415	AMPFI_04130	HUMAN27786
OG0004417	AMPFI_06225	HUMAN27641, HUMAN27642, HUMAN27644, HUMAN27646, HUMAN27643, HUMAN01111, HUMAN27645
OG0004418	AMPFI_23017, AMPFI_07133	HUMAN23600
OG0004419	AMPFI_07957	HUMAN17223, HUMAN17224, HUMAN17222
OG0004420	AMPFI_10754	HUMAN00120, HUMAN21941, HUMAN21942
OG0004421	AMPFI_12127	HUMAN20973
OG0004422	AMPFI_13563	HUMAN09643, HUMAN23503
OG0004423	AMPFI_14942	HUMAN24585
OG0004424	AMPFI_17270	HUMAN20454, HUMAN20451
OG0004425	AMPFI_21164	HUMAN20710, HUMAN12646, HUMAN12647
OG0004426	AMPFI_21633	HUMAN08417, HUMAN15503, HUMAN15502
OG0004427	AMPFI_22834	HUMAN20530, HUMAN17506, HUMAN17507
OG0004459	AMPFI_11564	HUMAN03665
OG0004460	AMPFI_25193	HUMAN02348
OG0004461	AMPFI_19555	HUMAN06949, HUMAN25050
OG0004462	AMPFI_08624	HUMAN07884
OG0004463	AMPFI_12899	HUMAN12013
OG0004465	AMPFI_23112, AMPFI_12347	HUMAN25551
OG0004467	AMPFI_21984	HUMAN07304
OG0004468	AMPFI_16351	HUMAN04543
OG0004471	AMPFI_00393	HUMAN17967, HUMAN17970, HUMAN17969, HUMAN17968
OG0004472	AMPFI_11440	HUMAN26987
OG0004475	AMPFI_18546	HUMAN10492, HUMAN06062
OG0004476	AMPFI_14753	HUMAN07423, HUMAN07424
OG0004478	AMPFI_03975	HUMAN11200, HUMAN11199
OG0004479	AMPFI_09403	HUMAN13760
OG0004483	AMPFI_19423, AMPFI_14818	HUMAN18285, HUMAN18287, HUMAN18286, HUMAN18283, HUMAN18284
OG0004484	AMPFI_19765	HUMAN00032
OG0004485	AMPFI_06466	HUMAN05734
OG0004486	AMPFI_08587	HUMAN28381
OG0004487	AMPFI_05702	HUMAN22433
OG0004488	AMPFI_01993	HUMAN09530, HUMAN01783
OG0004489	AMPFI_09296, AMPFI_09295	HUMAN20466, HUMAN20464
OG0004490	AMPFI_22429	HUMAN16011, HUMAN16009, HUMAN16010, HUMAN16008
OG0004491	AMPFI_00308, AMPFI_15346	HUMAN15224
OG0004492	AMPFI_09360	HUMAN03895
OG0004493	AMPFI_05970	HUMAN00735, HUMAN00736, HUMAN00734
OG0004494	AMPFI_05453	HUMAN10688, HUMAN10687, HUMAN10686
OG0004495	AMPFI_07695	HUMAN01257
OG0004496	AMPFI_03101	HUMAN21326
OG0004497	AMPFI_22097	HUMAN11496
OG0004497	AMPFI_00339	HUMAN11497
OG0004498	AMPFI_06947	HUMAN21502, HUMAN21503
OG0004499	AMPFI_03990	HUMAN02497, HUMAN08698, HUMAN08697
OG0004500	AMPFI_13920	HUMAN27616
OG0004501	AMPFI_09291	HUMAN00494
OG0004502	AMPFI_03587	HUMAN00324
OG0004505	AMPFI_08535	HUMAN17948
OG0004506	AMPFI_12628, AMPFI_09386	HUMAN13338, HUMAN13340
OG0004507	AMPFI_07072	HUMAN23622, HUMAN23623, HUMAN23621
OG0004509	AMPFI_09182	HUMAN02069
OG0004510	AMPFI_09345	HUMAN29607
OG0004511	AMPFI_07637	HUMAN19795, HUMAN12268
OG0004512	AMPFI_11410	HUMAN09321
OG0004514	AMPFI_09041	HUMAN20024
OG0004515	AMPFI_01381	HUMAN03769, HUMAN03768, HUMAN03770
OG0004516	AMPFI_18645	HUMAN13122
OG0004517	AMPFI_15751	HUMAN13286, HUMAN13288, HUMAN13287
OG0004518	AMPFI_09048	HUMAN29301, HUMAN14475
OG0004519	AMPFI_04665	HUMAN21150
OG0004520	AMPFI_06584	HUMAN22045
OG0004523	AMPFI_08056	HUMAN01827, HUMAN01829
OG0004524	AMPFI_07394	HUMAN20054
OG0004525	AMPFI_07588	HUMAN01279
OG0004526	AMPFI_10087	HUMAN29357
OG0004527	AMPFI_10883	HUMAN01091
OG0004528	AMPFI_13182, AMPFI_00906	HUMAN11778
OG0004528	AMPFI_01925	HUMAN11777
OG0004529	AMPFI_09696	HUMAN25204, HUMAN25205
OG0004530	AMPFI_12855	HUMAN30172, HUMAN29605
OG0004531	AMPFI_11383	HUMAN29624
OG0004532	AMPFI_16151	HUMAN10136
OG0004533	AMPFI_22456	HUMAN09658, HUMAN14386
OG0004534	AMPFI_18106, AMPFI_00646	HUMAN07572, HUMAN07573
OG0004535	AMPFI_22124	HUMAN15447, HUMAN15446, HUMAN15448
OG0004537	AMPFI_02558	HUMAN24791, HUMAN29314
OG0004538	AMPFI_18278	HUMAN08630
OG0004540	AMPFI_03454	HUMAN27285
OG0004540	AMPFI_19729	HUMAN27283, HUMAN27284
OG0004542	AMPFI_08760	HUMAN20251
OG0004543	AMPFI_14671	HUMAN12485
OG0004544	AMPFI_08264	HUMAN21132, HUMAN29852, HUMAN29851
OG0004545	AMPFI_16865	HUMAN23453, HUMAN23452
OG0004546	AMPFI_07412	HUMAN24897
OG0004548	AMPFI_12848	HUMAN02262
OG0004550	AMPFI_09809, AMPFI_09808	HUMAN07015
OG0004551	AMPFI_09413	HUMAN10195
OG0004552	AMPFI_12028	HUMAN11941, HUMAN11943, HUMAN11942
OG0004553	AMPFI_10799	HUMAN29639
OG0004554	AMPFI_11889	HUMAN16601
OG0004555	AMPFI_09909	HUMAN24447
OG0004556	AMPFI_07468	HUMAN10849
OG0004558	AMPFI_12132	HUMAN00434
OG0004559	AMPFI_05855	HUMAN13594
OG0004560	AMPFI_08766, AMPFI_25022	HUMAN17616
OG0004561	AMPFI_23817	HUMAN21836
OG0004563	AMPFI_02876	HUMAN19929
OG0004564	AMPFI_15864	HUMAN02717, HUMAN02718
OG0004565	AMPFI_24177, AMPFI_12894	HUMAN02521, HUMAN02520
OG0004566	AMPFI_06008	HUMAN27617, HUMAN13773
OG0004567	AMPFI_25564	HUMAN16616
OG0004569	AMPFI_06989	HUMAN19797, HUMAN19796
OG0004570	AMPFI_18640	HUMAN16933, HUMAN08425
OG0004571	AMPFI_12508	HUMAN02981
OG0004572	AMPFI_14593	HUMAN27925
