Orthogroup	AMPFI_ok	OWEFU
OG0002911	AMPFI_10616	OFUSG19353.2.p1, OFUSG19353.1.p1
OG0002912	AMPFI_11212	OFUSG20904.1.p1
OG0002913	AMPFI_19285	OFUSG04257.1.p1
OG0002914	AMPFI_12000, AMPFI_13546	OFUSG08374.1.p1
OG0002915	AMPFI_13472	OFUSG20878.1.p1
OG0002916	AMPFI_06848	OFUSG21167.1.p1
OG0002917	AMPFI_14499	OFUSG14554.1.p1
OG0002918	AMPFI_13091, AMPFI_02268, AMPFI_06590, AMPFI_07750, AMPFI_16153, AMPFI_06197, AMPFI_00585, AMPFI_03951, AMPFI_15944, AMPFI_25154	OFUSG07804.1.p1
OG0002919	AMPFI_02349	OFUSG20197.1.p1, OFUSG20197.2.p1
OG0002921	AMPFI_10790, AMPFI_19297	OFUSG15321.1.p1
OG0002922	AMPFI_12284	OFUSG06794.1.p1
OG0002923	AMPFI_15546	OFUSG20615.4.p1, OFUSG20615.3.p1, OFUSG20615.2.p1, OFUSG20615.1.p1
OG0002924	AMPFI_17370	OFUSG03913.1.p1
OG0002925	AMPFI_19388	OFUSG23710.1.p1
OG0002926	AMPFI_22948	OFUSG08908.1.p1
OG0002927	AMPFI_24232	OFUSG04039.2.p1, OFUSG04039.1.p1
OG0002944	AMPFI_19187	OFUSG26530.1.p1
OG0002946	AMPFI_18378, AMPFI_02425, AMPFI_22170, AMPFI_16120, AMPFI_16928	OFUSG12136.1.p1
OG0002947	AMPFI_12962	OFUSG06938.1.p1, OFUSG05617.1.p1
OG0002949	AMPFI_13293, AMPFI_13294	OFUSG18300.1.p1
OG0002952	AMPFI_03711	OFUSG03363.1.p1
OG0002953	AMPFI_18432	OFUSG21854.1.p1
OG0002955	AMPFI_14821	OFUSG25162.2.p1, OFUSG25162.1.p1
OG0002956	AMPFI_08178	OFUSG09190.1.p1
OG0002957	AMPFI_00571	OFUSG26845.2.p1, OFUSG26845.1.p1
OG0002958	AMPFI_06819	OFUSG18229.2.p1, OFUSG18229.3.p1, OFUSG18229.1.p1
OG0002958	AMPFI_20216	OFUSG08696.2.p1, OFUSG08696.1.p1
OG0002959	AMPFI_18590	OFUSG12174.1.p1, OFUSG12174.2.p1
OG0002960	AMPFI_17548	OFUSG07939.1.p1
OG0002961	AMPFI_15797, AMPFI_04166, AMPFI_16664	OFUSG25076.1.p1, OFUSG25076.2.p1, OFUSG25076.3.p1
OG0002962	AMPFI_14869	OFUSG10611.1.p1, OFUSG10611.2.p1
OG0002963	AMPFI_21380	OFUSG14189.1.p1, OFUSG24876.1.p1, OFUSG24812.1.p1
OG0002964	AMPFI_14124	OFUSG09989.1.p1, OFUSG09989.2.p1
OG0002965	AMPFI_07076	OFUSG00878.1.p1
OG0002966	AMPFI_08237	OFUSG08150.1.p1, OFUSG08150.2.p1
OG0002967	AMPFI_24955, AMPFI_10453, AMPFI_03488, AMPFI_11661	OFUSG21907.1.p1
OG0002970	AMPFI_19773	OFUSG11856.1.p1
OG0002971	AMPFI_07105	OFUSG17150.1.p1
OG0002973	AMPFI_13787	OFUSG05919.3.p1, OFUSG05919.2.p1, OFUSG05919.1.p1
OG0002974	AMPFI_12501	OFUSG04989.1.p1
OG0002975	AMPFI_15158, AMPFI_03251, AMPFI_19083, AMPFI_03182, AMPFI_18975	OFUSG21917.1.p1
OG0002976	AMPFI_15200	OFUSG20137.1.p1, OFUSG20137.2.p1
OG0002977	AMPFI_22891	OFUSG15728.1.p1, OFUSG06351.1.p1, OFUSG06351.2.p1
OG0002978	AMPFI_11885	OFUSG12256.1.p1
OG0002979	AMPFI_09921	OFUSG00218.2.p1, OFUSG00218.1.p1
OG0002980	AMPFI_14492	OFUSG05550.1.p1
OG0002981	AMPFI_19892	OFUSG20265.3.p1, OFUSG20265.2.p1, OFUSG20265.1.p1, OFUSG20265.4.p1
OG0002982	AMPFI_02827	OFUSG01882.1.p1, OFUSG01880.1.p1
OG0002983	AMPFI_14269	OFUSG00158.2.p1, OFUSG00158.1.p1
OG0002984	AMPFI_07036	OFUSG04262.1.p1
OG0002985	AMPFI_17949	OFUSG03673.2.p1, OFUSG03673.1.p1
OG0002986	AMPFI_23973, AMPFI_17447	OFUSG05495.2.p1, OFUSG05495.1.p1
OG0002987	AMPFI_13529	OFUSG18861.2.p1, OFUSG18861.1.p1
OG0002988	AMPFI_12185	OFUSG04569.2.p1, OFUSG04569.1.p1
OG0002989	AMPFI_07541	OFUSG10836.1.p1, OFUSG21255.1.p1, OFUSG05462.1.p1, OFUSG10292.1.p1, OFUSG10292.2.p1
OG0002990	AMPFI_17712	OFUSG06081.2.p1, OFUSG06081.1.p1
OG0002991	AMPFI_23713	OFUSG11186.1.p1
OG0002992	AMPFI_21162	OFUSG12615.1.p1
OG0002994	AMPFI_13126, AMPFI_24153	OFUSG04802.1.p1, OFUSG04806.1.p1
OG0002995	AMPFI_11906	OFUSG25101.2.p1, OFUSG25101.1.p1
OG0002996	AMPFI_00900	OFUSG06256.1.p1
OG0002997	AMPFI_05692	OFUSG26855.1.p1, OFUSG23413.1.p1
OG0002998	AMPFI_15937	OFUSG14182.1.p1
OG0003001	AMPFI_06603	OFUSG15796.1.p1
OG0003002	AMPFI_16659	OFUSG16733.1.p1
OG0003003	AMPFI_06580	OFUSG17638.1.p1, OFUSG17638.2.p1
OG0003004	AMPFI_06638	OFUSG11480.1.p1
OG0003005	AMPFI_04141, AMPFI_25494	OFUSG11245.1.p1
OG0003006	AMPFI_24175	OFUSG17958.1.p1
OG0003008	AMPFI_17468	OFUSG25480.1.p1, OFUSG25480.2.p1
OG0003010	AMPFI_05162	OFUSG00054.1.p1
OG0003011	AMPFI_10396, AMPFI_10397, AMPFI_24907	OFUSG02280.1.p1, OFUSG02280.2.p1
OG0003012	AMPFI_19750	OFUSG06422.1.p1
OG0003013	AMPFI_21222	OFUSG03957.1.p1, OFUSG03957.2.p1, OFUSG24391.1.p1
OG0003014	AMPFI_03270	OFUSG15945.1.p1
OG0003016	AMPFI_01985, AMPFI_21862	OFUSG03152.1.p1
OG0003018	AMPFI_00574	OFUSG03127.1.p1
OG0003019	AMPFI_03647	OFUSG17110.1.p1
OG0003019	AMPFI_01117	OFUSG22087.2.p2
OG0003019	AMPFI_02968	OFUSG22087.3.p1, OFUSG22087.1.p1
OG0003020	AMPFI_24069	OFUSG23454.1.p1
OG0003021	AMPFI_15897	OFUSG12843.1.p1
OG0003022	AMPFI_12554, AMPFI_05254	OFUSG14229.1.p1
OG0003024	AMPFI_06872	OFUSG12479.1.p1
OG0003025	AMPFI_18961	OFUSG17289.1.p1
OG0003026	AMPFI_09871	OFUSG08234.1.p1
OG0003027	AMPFI_03279	OFUSG21402.1.p1
OG0003028	AMPFI_20635	OFUSG13558.1.p1
OG0003029	AMPFI_10314	OFUSG20710.1.p1
OG0003030	AMPFI_09536	OFUSG25379.1.p1
OG0003031	AMPFI_16204	OFUSG16648.1.p1
OG0003033	AMPFI_17482	OFUSG01453.1.p1
OG0003034	AMPFI_07400	OFUSG02654.1.p1
OG0003035	AMPFI_10841	OFUSG01253.1.p1
OG0003036	AMPFI_06381	OFUSG08199.1.p1, OFUSG08199.2.p1, OFUSG08199.3.p1
OG0003037	AMPFI_21315	OFUSG12491.1.p1
OG0003037	AMPFI_04015	OFUSG12495.1.p1
OG0003038	AMPFI_00219	OFUSG09156.1.p1
OG0003040	AMPFI_23093	OFUSG24704.1.p1
OG0003041	AMPFI_25734	OFUSG26411.1.p1
OG0003042	AMPFI_09274, AMPFI_08345	OFUSG04534.1.p1
OG0003043	AMPFI_18326	OFUSG18158.1.p1
OG0003044	AMPFI_04020	OFUSG22295.1.p1
OG0003045	AMPFI_07217	OFUSG04172.1.p1
OG0003045	AMPFI_13291	OFUSG24692.1.p1, OFUSG24692.2.p1
OG0003046	AMPFI_18791	OFUSG21357.1.p1
OG0003048	AMPFI_03382	OFUSG20691.1.p1, OFUSG20691.2.p1
OG0003049	AMPFI_19686	OFUSG26252.1.p1
OG0003051	AMPFI_17401, AMPFI_05774	OFUSG07901.1.p1, OFUSG07901.2.p1
OG0003052	AMPFI_08673	OFUSG06790.1.p1
OG0003053	AMPFI_17366	OFUSG19169.1.p1
OG0003054	AMPFI_22668	OFUSG25793.1.p1
OG0003055	AMPFI_11766, AMPFI_11765	OFUSG21161.1.p1
OG0003056	AMPFI_09035	OFUSG13218.1.p1
OG0003057	AMPFI_14919	OFUSG01472.1.p1
OG0003058	AMPFI_06004	OFUSG09761.1.p1
OG0003059	AMPFI_15093	OFUSG21766.1.p1, OFUSG21766.2.p1
OG0003060	AMPFI_01289	OFUSG21496.1.p1
OG0003062	AMPFI_05505	OFUSG22987.1.p1
OG0003063	AMPFI_19748	OFUSG19137.3.p1, OFUSG19137.2.p1, OFUSG19137.4.p1, OFUSG19137.1.p1
OG0003065	AMPFI_15613	OFUSG09629.1.p1
OG0003066	AMPFI_04842	OFUSG01613.1.p1
OG0003067	AMPFI_00869	OFUSG05476.1.p1
OG0003069	AMPFI_01696, AMPFI_01610	OFUSG24012.1.p1, OFUSG01954.1.p1
OG0003071	AMPFI_04750	OFUSG02538.1.p1
OG0003072	AMPFI_06677	OFUSG19220.1.p1
OG0003073	AMPFI_22163	OFUSG22208.1.p1
OG0003073	AMPFI_07918	OFUSG23369.1.p1
OG0003074	AMPFI_10857	OFUSG22963.1.p1
OG0003077	AMPFI_17607	OFUSG10101.1.p1
OG0003078	AMPFI_19761	OFUSG11722.1.p1
OG0003079	AMPFI_20005	OFUSG19620.1.p1
OG0003081	AMPFI_21993	OFUSG15389.2.p1, OFUSG15389.1.p1, OFUSG21783.1.p1, OFUSG04069.1.p1, OFUSG07806.1.p1, OFUSG25676.1.p1, OFUSG07651.1.p1, OFUSG07653.1.p1
OG0003081	AMPFI_23729	OFUSG13296.1.p1, OFUSG10054.1.p1, OFUSG01598.1.p1, OFUSG10350.1.p1, OFUSG08944.1.p1
OG0003099	AMPFI_20562	OFUSG05847.1.p1, OFUSG09770.1.p1, OFUSG01575.1.p1
OG0003101	AMPFI_08193	OFUSG26512.1.p1
OG0003104	AMPFI_15625	OFUSG25660.1.p1
OG0003105	AMPFI_14075, AMPFI_15981	OFUSG19655.1.p1
OG0003107	AMPFI_06817	OFUSG05270.1.p1, OFUSG05271.1.p1
OG0003108	AMPFI_12830	OFUSG01270.1.p1, OFUSG01270.2.p1
OG0003110	AMPFI_05396	OFUSG25812.1.p1
OG0003111	AMPFI_13874	OFUSG12678.1.p1
OG0003112	AMPFI_09342, AMPFI_10797	OFUSG18595.1.p1
OG0003114	AMPFI_08644	OFUSG12552.1.p1, OFUSG12552.2.p1
OG0003115	AMPFI_12376	OFUSG09196.1.p1
OG0003116	AMPFI_07231	OFUSG11676.1.p1, OFUSG03494.1.p1, OFUSG03504.1.p1
OG0003118	AMPFI_05302	OFUSG13259.2.p1, OFUSG13259.1.p1
OG0003119	AMPFI_08478	OFUSG19562.1.p1
OG0003120	AMPFI_02893	OFUSG17588.1.p1
OG0003121	AMPFI_05935	OFUSG19684.1.p1
OG0003122	AMPFI_07060	OFUSG11284.1.p1
OG0003122	AMPFI_18355	OFUSG05488.1.p1
OG0003123	AMPFI_23842	OFUSG05095.2.p1, OFUSG05095.1.p1, OFUSG20727.1.p1
OG0003124	AMPFI_09122	OFUSG24113.1.p1
OG0003125	AMPFI_24478	OFUSG09603.1.p1
OG0003126	AMPFI_24434, AMPFI_01995	OFUSG17303.1.p1
OG0003127	AMPFI_12664	OFUSG12113.1.p1
OG0003128	AMPFI_03704	OFUSG22958.1.p1
OG0003129	AMPFI_06369, AMPFI_21388	OFUSG06580.1.p1
OG0003129	AMPFI_14357	OFUSG25634.1.p1
OG0003130	AMPFI_14227	OFUSG24116.1.p1
OG0003131	AMPFI_03461	OFUSG24004.1.p1
OG0003132	AMPFI_20089	OFUSG13365.1.p1, OFUSG13365.2.p1
OG0003133	AMPFI_15824, AMPFI_15823	OFUSG04998.1.p1
OG0003135	AMPFI_07186	OFUSG22017.1.p1
OG0003136	AMPFI_10904	OFUSG11408.1.p1
OG0003137	AMPFI_18922	OFUSG20631.1.p1
OG0003140	AMPFI_24399	OFUSG09635.1.p1
OG0003141	AMPFI_11907	OFUSG17507.1.p1
OG0003142	AMPFI_05828	OFUSG20057.1.p1
OG0003143	AMPFI_24157, AMPFI_25253, AMPFI_15645, AMPFI_17156	OFUSG09019.1.p1
OG0003143	AMPFI_15571	OFUSG09017.1.p1
OG0003144	AMPFI_22743, AMPFI_06226	OFUSG00084.1.p1
OG0003145	AMPFI_00786, AMPFI_00787	OFUSG07280.1.p1
OG0003146	AMPFI_23986	OFUSG17076.2.p1, OFUSG17076.1.p1
OG0003147	AMPFI_17466	OFUSG05907.1.p1
OG0003148	AMPFI_04210, AMPFI_01181	OFUSG12277.1.p1
OG0003150	AMPFI_11497	OFUSG24838.1.p1
OG0003151	AMPFI_17711	OFUSG05073.1.p1
OG0003152	AMPFI_08619, AMPFI_15609	OFUSG18463.1.p1
OG0003153	AMPFI_03883	OFUSG04951.1.p1
OG0003154	AMPFI_15942	OFUSG17694.1.p1
OG0003155	AMPFI_12337	OFUSG10039.1.p1
OG0003156	AMPFI_07675	OFUSG00543.1.p1
OG0003157	AMPFI_06068	OFUSG02293.1.p1
OG0003157	AMPFI_24828	OFUSG02291.1.p1
OG0003158	AMPFI_15277	OFUSG04551.1.p1
OG0003159	AMPFI_14863	OFUSG00694.1.p1, OFUSG10284.1.p1
OG0003160	AMPFI_09161	OFUSG19116.1.p1
OG0003161	AMPFI_17564	OFUSG12513.1.p1
OG0003162	AMPFI_13113	OFUSG12213.1.p1
OG0003164	AMPFI_11016	OFUSG03455.1.p1
OG0003165	AMPFI_06521	OFUSG01448.1.p1
OG0003166	AMPFI_19039	OFUSG13956.1.p1
OG0003167	AMPFI_17956	OFUSG15741.1.p1
OG0003168	AMPFI_03578	OFUSG10969.1.p1, OFUSG17285.1.p1, OFUSG16380.1.p1, OFUSG07441.1.p1
OG0003171	AMPFI_11830	OFUSG07971.1.p1
OG0003172	AMPFI_08998	OFUSG04307.1.p1
OG0003174	AMPFI_17590	OFUSG03000.1.p1
OG0003175	AMPFI_09988	OFUSG16466.1.p1
OG0003176	AMPFI_02070, AMPFI_18132, AMPFI_09902, AMPFI_00821	OFUSG20448.1.p1
OG0003177	AMPFI_02148	OFUSG19290.1.p1
OG0003178	AMPFI_21542	OFUSG25106.1.p1
OG0003179	AMPFI_06154	OFUSG18054.1.p1
OG0003180	AMPFI_17000	OFUSG15647.1.p1
OG0003181	AMPFI_05848	OFUSG10646.1.p1
OG0003182	AMPFI_06707	OFUSG23178.1.p1
OG0003183	AMPFI_05467	OFUSG23715.1.p1
OG0003184	AMPFI_23894	OFUSG09950.1.p1, OFUSG09950.2.p1
OG0003185	AMPFI_25795, AMPFI_16164	OFUSG01650.1.p1
OG0003186	AMPFI_08954, AMPFI_02953, AMPFI_17797	OFUSG01205.1.p1, OFUSG01205.2.p1
OG0003187	AMPFI_06981, AMPFI_19178	OFUSG26287.1.p1
OG0003188	AMPFI_13872	OFUSG09368.2.p1, OFUSG09368.1.p1, OFUSG09368.3.p1
OG0003189	AMPFI_11974	OFUSG02491.1.p1
OG0003191	AMPFI_23926	OFUSG12992.1.p1
OG0003192	AMPFI_04101	OFUSG17260.1.p1
OG0003193	AMPFI_08357	OFUSG24759.1.p1
OG0003194	AMPFI_11899	OFUSG08196.1.p1
OG0003195	AMPFI_08565	OFUSG10102.1.p1
OG0003196	AMPFI_23755	OFUSG05394.1.p1
OG0003198	AMPFI_22917, AMPFI_08235	OFUSG20751.1.p1, OFUSG20751.2.p1, OFUSG24283.1.p1, OFUSG13457.1.p1, OFUSG06727.2.p1, OFUSG06727.1.p1, OFUSG06726.1.p1, OFUSG06726.2.p1, OFUSG18799.1.p1
OG0003199	AMPFI_12162	OFUSG06190.1.p1
OG0003200	AMPFI_11226	OFUSG20992.1.p1
OG0003202	AMPFI_12487	OFUSG10285.1.p1, OFUSG10285.2.p1
OG0003203	AMPFI_08213	OFUSG17108.1.p1
OG0003204	AMPFI_10237	OFUSG02698.1.p1
OG0003205	AMPFI_00728	OFUSG08876.1.p1, OFUSG08876.2.p1, OFUSG08876.3.p1
OG0003206	AMPFI_16692, AMPFI_25733	OFUSG02911.1.p1
OG0003207	AMPFI_20327	OFUSG19091.1.p1
OG0003208	AMPFI_12265, AMPFI_10645	OFUSG19343.1.p1
OG0003210	AMPFI_24764	OFUSG00428.1.p1
OG0003212	AMPFI_00027	OFUSG06178.1.p1, OFUSG06178.4.p1, OFUSG06178.2.p1, OFUSG06178.3.p1, OFUSG06178.5.p1
OG0003213	AMPFI_04022, AMPFI_01624, AMPFI_00529	OFUSG08561.1.p1, OFUSG03503.1.p1
OG0003214	AMPFI_06762	OFUSG03898.1.p1
OG0003215	AMPFI_14832	OFUSG12275.1.p1, OFUSG12275.2.p1
OG0003217	AMPFI_25160, AMPFI_23505	OFUSG23691.2.p1, OFUSG23691.1.p1
OG0003218	AMPFI_26015	OFUSG14315.1.p1
OG0003219	AMPFI_06216	OFUSG03547.1.p1
OG0003220	AMPFI_12091	OFUSG00185.2.p1, OFUSG00185.1.p1
OG0003221	AMPFI_11291	OFUSG23484.1.p1
OG0003222	AMPFI_03429	OFUSG20299.1.p1
OG0003223	AMPFI_04078	OFUSG22793.1.p1
OG0003224	AMPFI_21120	OFUSG23256.2.p1, OFUSG23256.1.p1
OG0003225	AMPFI_05427	OFUSG09401.1.p1, OFUSG09399.1.p1, OFUSG09403.1.p1, OFUSG09405.2.p1, OFUSG09405.1.p1
OG0003226	AMPFI_01909	OFUSG01013.1.p1
OG0003228	AMPFI_18339	OFUSG25095.1.p1
OG0003229	AMPFI_09992	OFUSG25738.1.p1
OG0003230	AMPFI_01229	OFUSG06967.1.p1
OG0003231	AMPFI_04564, AMPFI_02940, AMPFI_01350, AMPFI_19537	OFUSG26350.1.p1
OG0003232	AMPFI_02064	OFUSG12007.1.p1, OFUSG21807.1.p1, OFUSG21808.1.p1, OFUSG21809.1.p1
OG0003234	AMPFI_08950	OFUSG20307.1.p1
OG0003237	AMPFI_17126	OFUSG04073.1.p1
OG0003238	AMPFI_19473	OFUSG24258.2.p1, OFUSG24258.1.p1, OFUSG17529.1.p1
OG0003239	AMPFI_23826	OFUSG04724.1.p1, OFUSG08604.1.p1
OG0003250	AMPFI_12226	OFUSG13114.1.p1
OG0003251	AMPFI_06867	OFUSG20624.2.p1, OFUSG20624.1.p1
OG0003252	AMPFI_15271	OFUSG11927.1.p1
OG0003254	AMPFI_09205	OFUSG21699.1.p1
OG0003255	AMPFI_01643	OFUSG04049.1.p1
OG0003257	AMPFI_11835	OFUSG11699.1.p1
OG0003258	AMPFI_20884	OFUSG13654.2.p1, OFUSG13654.1.p1
OG0003259	AMPFI_05569	OFUSG10754.1.p1
OG0003260	AMPFI_10832	OFUSG26572.1.p1
OG0003261	AMPFI_21592	OFUSG12773.1.p1
OG0003262	AMPFI_21245	OFUSG15140.1.p1
OG0003263	AMPFI_13017	OFUSG09944.1.p1
OG0003264	AMPFI_17248	OFUSG17329.1.p1
OG0003265	AMPFI_11217	OFUSG06294.1.p1
OG0003266	AMPFI_04526	OFUSG08987.1.p1
OG0003267	AMPFI_05887	OFUSG17971.1.p1
OG0003268	AMPFI_11156	OFUSG05362.1.p1
OG0003269	AMPFI_21059	OFUSG10348.1.p1
OG0003270	AMPFI_18632, AMPFI_13601, AMPFI_02798	OFUSG18942.1.p1, OFUSG18940.1.p1, OFUSG18940.2.p1, OFUSG18941.1.p1
OG0003271	AMPFI_10331	OFUSG09083.1.p1
OG0003272	AMPFI_03849	OFUSG02979.5.p1
OG0003275	AMPFI_03094	OFUSG04938.1.p1
OG0003277	AMPFI_09116	OFUSG06456.1.p1
OG0003278	AMPFI_13483, AMPFI_01180	OFUSG11816.1.p1
OG0003279	AMPFI_24970	OFUSG02810.1.p1
OG0003280	AMPFI_01494, AMPFI_20052, AMPFI_21525, AMPFI_02246	OFUSG09273.2.p1, OFUSG09273.1.p1, OFUSG16871.1.p1
OG0003281	AMPFI_00804, AMPFI_02521	OFUSG26961.1.p1, OFUSG26959.2.p1, OFUSG26959.3.p1, OFUSG26959.1.p1
OG0003282	AMPFI_21088	OFUSG05974.1.p1
OG0003283	AMPFI_00946	OFUSG06061.1.p1
OG0003286	AMPFI_03014	OFUSG10209.1.p1
OG0003287	AMPFI_05397	OFUSG08017.2.p1, OFUSG08017.1.p1
OG0003288	AMPFI_06784	OFUSG02967.2.p1, OFUSG02967.3.p1, OFUSG02967.1.p1
OG0003290	AMPFI_06287	OFUSG07475.1.p1, OFUSG07475.2.p1
OG0003291	AMPFI_05291	OFUSG15651.1.p1
OG0003292	AMPFI_05191	OFUSG04667.1.p1
OG0003292	AMPFI_13401	OFUSG23185.1.p1
OG0003293	AMPFI_18756	OFUSG13182.1.p1
OG0003295	AMPFI_06218	OFUSG06646.1.p1
OG0003296	AMPFI_24005	OFUSG22700.1.p1
OG0003297	AMPFI_15955	OFUSG10878.1.p1
OG0003298	AMPFI_11593	OFUSG02626.1.p1
OG0003300	AMPFI_19704, AMPFI_05469	OFUSG01781.1.p1, OFUSG01780.1.p1
OG0003301	AMPFI_14530	OFUSG25751.1.p1
OG0003303	AMPFI_23138, AMPFI_03102	OFUSG21718.1.p1
OG0003304	AMPFI_11135	OFUSG03932.1.p1
OG0003305	AMPFI_11439	OFUSG00233.1.p1
OG0003306	AMPFI_11119	OFUSG06595.1.p1
OG0003307	AMPFI_12766	OFUSG10367.1.p1
OG0003309	AMPFI_23599, AMPFI_24997	OFUSG16198.1.p1, OFUSG16198.2.p1
OG0003311	AMPFI_10759	OFUSG23497.1.p1
OG0003312	AMPFI_22397	OFUSG00748.1.p1
OG0003313	AMPFI_05400, AMPFI_25853, AMPFI_00098	OFUSG12829.1.p1
OG0003314	AMPFI_19884, AMPFI_22350	OFUSG02743.1.p1
OG0003315	AMPFI_23992, AMPFI_00069	OFUSG13575.1.p1
OG0003316	AMPFI_14046	OFUSG21407.1.p1
OG0003317	AMPFI_09168	OFUSG18101.1.p1, OFUSG18101.2.p1
OG0003318	AMPFI_08330	OFUSG19315.1.p1
OG0003319	AMPFI_25746	OFUSG13392.1.p1
OG0003320	AMPFI_13174	OFUSG19300.1.p1
OG0003321	AMPFI_10734	OFUSG23122.2.p1, OFUSG23122.1.p1, OFUSG23122.3.p1
OG0003322	AMPFI_25952	OFUSG23063.1.p1
OG0003323	AMPFI_21338	OFUSG07429.1.p1
OG0003324	AMPFI_13390	OFUSG18420.1.p1
OG0003326	AMPFI_11658	OFUSG19006.1.p1
OG0003327	AMPFI_09228	OFUSG26592.1.p1
OG0003328	AMPFI_11313, AMPFI_24334	OFUSG23184.2.p1, OFUSG23184.1.p1
OG0003330	AMPFI_14485, AMPFI_14726	OFUSG09367.1.p1
OG0003331	AMPFI_17012	OFUSG15115.1.p1
OG0003332	AMPFI_08196	OFUSG17337.1.p1
OG0003333	AMPFI_04378	OFUSG01511.2.p1, OFUSG01511.3.p1, OFUSG01511.1.p1
OG0003334	AMPFI_10291	OFUSG03903.1.p1
OG0003334	AMPFI_03979	OFUSG20789.1.p1, OFUSG04807.1.p1, OFUSG20428.1.p1, OFUSG04095.1.p1, OFUSG12998.1.p1, OFUSG21413.1.p1
OG0003335	AMPFI_09229	OFUSG11713.1.p1
OG0003337	AMPFI_19949	OFUSG17483.1.p1
OG0003338	AMPFI_13448	OFUSG13455.1.p1
OG0003340	AMPFI_22094	OFUSG13694.1.p1
OG0003341	AMPFI_00777	OFUSG12069.3.p1, OFUSG12069.2.p1, OFUSG12069.4.p1, OFUSG12069.1.p1
OG0003343	AMPFI_06750, AMPFI_13994, AMPFI_13993, AMPFI_16154	OFUSG22665.1.p1
OG0003343	AMPFI_00649	OFUSG22675.1.p1
OG0003344	AMPFI_24611	OFUSG16813.1.p1
OG0003345	AMPFI_24924	OFUSG19858.1.p1, OFUSG19861.1.p1
OG0003346	AMPFI_10867	OFUSG26342.1.p1
OG0003347	AMPFI_24143	OFUSG24290.1.p1
OG0003348	AMPFI_05356	OFUSG13744.1.p1
OG0003349	AMPFI_05046	OFUSG10388.1.p1
OG0003350	AMPFI_12867	OFUSG13782.1.p1
OG0003351	AMPFI_08636	OFUSG18690.1.p1
OG0003352	AMPFI_02467	OFUSG13425.1.p1
OG0003353	AMPFI_06338	OFUSG07023.1.p1
OG0003354	AMPFI_18029	OFUSG23240.2.p1, OFUSG23240.1.p1
OG0003355	AMPFI_07833, AMPFI_15437	OFUSG10561.1.p1, OFUSG10561.2.p1
OG0003356	AMPFI_21630	OFUSG10104.1.p1
OG0003359	AMPFI_08504	OFUSG07857.1.p1, OFUSG07857.2.p1
OG0003360	AMPFI_09135	OFUSG22028.1.p1
OG0003361	AMPFI_14228	OFUSG11224.2.p1, OFUSG11224.1.p1
OG0003362	AMPFI_03047, AMPFI_03667, AMPFI_15450, AMPFI_07048	OFUSG03496.1.p1
OG0003364	AMPFI_22450	OFUSG01690.1.p1
OG0003365	AMPFI_11415	OFUSG20980.1.p1
OG0003366	AMPFI_25322	OFUSG19127.1.p1, OFUSG19128.1.p1, OFUSG11346.1.p1
OG0003368	AMPFI_10687	OFUSG05859.1.p1
OG0003369	AMPFI_06268	OFUSG10684.1.p1
OG0003370	AMPFI_12902	OFUSG26414.1.p1
OG0003371	AMPFI_09463	OFUSG20508.1.p1
OG0003372	AMPFI_00013	OFUSG13267.1.p1
OG0003373	AMPFI_06232	OFUSG01669.1.p1
OG0003374	AMPFI_21401	OFUSG26002.1.p1
OG0003375	AMPFI_21891	OFUSG08499.3.p1, OFUSG08499.2.p1, OFUSG08499.1.p1
OG0003376	AMPFI_06810	OFUSG18728.1.p1
OG0003378	AMPFI_07027	OFUSG07334.2.p1
OG0003379	AMPFI_02577, AMPFI_13364	OFUSG17212.1.p1
OG0003380	AMPFI_09994	OFUSG22136.1.p1
OG0003381	AMPFI_19093	OFUSG25596.1.p1
OG0003383	AMPFI_04764	OFUSG13207.1.p1
OG0003384	AMPFI_15736	OFUSG18647.1.p1
OG0003386	AMPFI_09487	OFUSG23636.1.p1
OG0003387	AMPFI_04036	OFUSG06341.1.p1
OG0003388	AMPFI_00589	OFUSG05574.1.p1, OFUSG12062.1.p1
OG0003391	AMPFI_04451	OFUSG22091.1.p1
OG0003392	AMPFI_06246	OFUSG10509.1.p1, OFUSG22637.1.p1
OG0003394	AMPFI_18861	OFUSG17238.1.p1
OG0003396	AMPFI_22459	OFUSG01792.1.p1
OG0003418	AMPFI_17041	OFUSG17962.1.p2
OG0003419	AMPFI_08900	OFUSG08581.1.p1
OG0003420	AMPFI_20723	OFUSG07245.1.p1
OG0003421	AMPFI_09669	OFUSG02002.1.p1, OFUSG03502.1.p1, OFUSG03484.1.p1
OG0003422	AMPFI_08920	OFUSG07879.1.p1
OG0003424	AMPFI_16374	OFUSG11149.1.p1
OG0003425	AMPFI_09816	OFUSG08435.1.p1, OFUSG08435.2.p1
OG0003426	AMPFI_00436	OFUSG05883.1.p1
OG0003428	AMPFI_00454	OFUSG02045.2.p1, OFUSG02045.1.p1, OFUSG02045.3.p1
OG0003429	AMPFI_24807, AMPFI_20170	OFUSG00245.1.p1
OG0003430	AMPFI_06485	OFUSG08825.1.p1
OG0003432	AMPFI_09971, AMPFI_09970	OFUSG21006.1.p1
OG0003433	AMPFI_08027	OFUSG14095.1.p1
OG0003436	AMPFI_14801, AMPFI_22022, AMPFI_25197	OFUSG19899.1.p1
OG0003438	AMPFI_16270	OFUSG22455.1.p1
OG0003438	AMPFI_19158	OFUSG22452.1.p1
OG0003439	AMPFI_10791	OFUSG25767.1.p1
