Orthogroup	STRPU_ok	AMPFI_ok
OG0002745	STRPU_02101, STRPU_09128	AMPFI_03214
OG0002746	STRPU_02712	AMPFI_06320
OG0002747	STRPU_19987	AMPFI_02189
OG0002748	STRPU_20060	AMPFI_06860
OG0002749	STRPU_03742	AMPFI_16192
OG0002750	STRPU_05890	AMPFI_04425
OG0002750	STRPU_05883, STRPU_05889	AMPFI_03631
OG0002751	STRPU_16672, STRPU_16703	AMPFI_25256
OG0002752	STRPU_05098, STRPU_05177	AMPFI_05334
OG0002753	STRPU_23629	AMPFI_23417
OG0002754	STRPU_19146	AMPFI_17705
OG0002755	STRPU_19300, STRPU_01846	AMPFI_12496, AMPFI_21085
OG0002756	STRPU_22617	AMPFI_23739
OG0002756	STRPU_15483	AMPFI_12587
OG0002757	STRPU_16016	AMPFI_21337
OG0002758	STRPU_14770, STRPU_02553	AMPFI_21608
OG0002760	STRPU_21963	AMPFI_07524
OG0002760	STRPU_02056, STRPU_09083	AMPFI_18680
OG0002761	STRPU_22391	AMPFI_20467
OG0002762	STRPU_23512	AMPFI_07153
OG0002764	STRPU_00371, STRPU_11033	AMPFI_02962
OG0002765	STRPU_25983	AMPFI_23588
OG0002766	STRPU_16287, STRPU_20947	AMPFI_07357
OG0002767	STRPU_05363	AMPFI_06871
OG0002768	STRPU_22600	AMPFI_13374
OG0002769	STRPU_04973	AMPFI_22349
OG0002771	STRPU_21371	AMPFI_13195
OG0002772	STRPU_18998	AMPFI_05332
OG0002773	STRPU_06531, STRPU_06568	AMPFI_13423
OG0002774	STRPU_27389	AMPFI_13370
OG0002778	STRPU_27395	AMPFI_07383
OG0002779	STRPU_11213, STRPU_11251	AMPFI_00600
OG0002779	STRPU_11212	AMPFI_15169
OG0002780	STRPU_08346	AMPFI_15995
OG0002781	STRPU_13462	AMPFI_24323
OG0002782	STRPU_21282	AMPFI_15604
OG0002783	STRPU_18422, STRPU_18463	AMPFI_10592
OG0002785	STRPU_18431, STRPU_18474	AMPFI_09225
OG0002786	STRPU_27079	AMPFI_10570
OG0002787	STRPU_26221	AMPFI_17072
OG0002788	STRPU_11931, STRPU_11886	AMPFI_10049
OG0002789	STRPU_05799, STRPU_05797, STRPU_05802, STRPU_05801, STRPU_05798, STRPU_05800, STRPU_05796	AMPFI_17023
OG0002790	STRPU_05011	AMPFI_20060
OG0002791	STRPU_19372, STRPU_19378	AMPFI_10851
OG0002792	STRPU_22603	AMPFI_06948
OG0002793	STRPU_22931	AMPFI_15096
OG0002794	STRPU_19654, STRPU_19666	AMPFI_10094
OG0002795	STRPU_22527	AMPFI_11879
OG0002796	STRPU_07364, STRPU_12666	AMPFI_11054, AMPFI_22195, AMPFI_12833
OG0002796	STRPU_16488	AMPFI_08753
OG0002799	STRPU_15407	AMPFI_18480
OG0002811	STRPU_22005	AMPFI_24552
OG0002812	STRPU_18819	AMPFI_07144
OG0002813	STRPU_26244	AMPFI_02852
OG0002814	STRPU_04449	AMPFI_14721
OG0002815	STRPU_17937	AMPFI_11656
OG0002816	STRPU_00414, STRPU_19273	AMPFI_11963
OG0002817	STRPU_20552	AMPFI_09538
OG0002818	STRPU_23661, STRPU_23635	AMPFI_12743
OG0002822	STRPU_08836, STRPU_00981	AMPFI_06239
OG0002823	STRPU_19510	AMPFI_08140
OG0002823	STRPU_09790, STRPU_09795	AMPFI_24829
OG0002824	STRPU_22435	AMPFI_07617
OG0002825	STRPU_12448	AMPFI_16668, AMPFI_07767
OG0002826	STRPU_21882	AMPFI_24284
OG0002827	STRPU_17647, STRPU_02276, STRPU_02275	AMPFI_12807
OG0002829	STRPU_02137, STRPU_09175	AMPFI_05118
OG0002830	STRPU_21809, STRPU_21810	AMPFI_02825
OG0002831	STRPU_11759	AMPFI_07272
OG0002833	STRPU_08236	AMPFI_18453
OG0002835	STRPU_24399	AMPFI_09569
OG0002836	STRPU_11034, STRPU_00372	AMPFI_22190
OG0002837	STRPU_05330	AMPFI_19230
OG0002838	STRPU_04914	AMPFI_01922
OG0002838	STRPU_04557, STRPU_11393	AMPFI_15899
OG0002839	STRPU_25051	AMPFI_07109, AMPFI_07149
OG0002840	STRPU_25341	AMPFI_04988
OG0002841	STRPU_23168	AMPFI_07580
OG0002841	STRPU_22818, STRPU_01977	AMPFI_19028
OG0002842	STRPU_18957, STRPU_18970	AMPFI_12776
OG0002844	STRPU_22625	AMPFI_16951
OG0002845	STRPU_00988, STRPU_23454	AMPFI_21727
OG0002846	STRPU_05895	AMPFI_18908
OG0002847	STRPU_15551, STRPU_02248	AMPFI_22348
OG0002848	STRPU_07604	AMPFI_19569
OG0002849	STRPU_23108, STRPU_23096	AMPFI_00403
OG0002850	STRPU_00386, STRPU_11047	AMPFI_05872
OG0002851	STRPU_17907	AMPFI_20208
OG0002852	STRPU_17187, STRPU_17199, STRPU_17451, STRPU_17468	AMPFI_18805
OG0002853	STRPU_26926	AMPFI_14463
OG0002854	STRPU_20356	AMPFI_25053, AMPFI_02822
OG0002855	STRPU_17098, STRPU_17094	AMPFI_00298
OG0002856	STRPU_27018	AMPFI_07252
OG0002857	STRPU_18184	AMPFI_25162
OG0002858	STRPU_25912	AMPFI_10012
OG0002859	STRPU_08061	AMPFI_16742, AMPFI_02967, AMPFI_01122
OG0002860	STRPU_08076, STRPU_08077	AMPFI_02972
OG0002861	STRPU_12452	AMPFI_07587
OG0002862	STRPU_17983	AMPFI_18715
OG0002863	STRPU_19342	AMPFI_25849
OG0002864	STRPU_23792, STRPU_23790	AMPFI_09894
OG0002865	STRPU_25424	AMPFI_14864, AMPFI_11679
OG0002866	STRPU_11829	AMPFI_10220
OG0002868	STRPU_18427, STRPU_18466	AMPFI_07069
OG0002869	STRPU_10919	AMPFI_14713
OG0002870	STRPU_16894	AMPFI_12342
OG0002871	STRPU_12832	AMPFI_25093
OG0002872	STRPU_25418	AMPFI_02793
OG0002873	STRPU_08691	AMPFI_00955
OG0002874	STRPU_22380	AMPFI_15785
OG0002875	STRPU_21831	AMPFI_14586
OG0002876	STRPU_15672, STRPU_15655	AMPFI_10499
OG0002877	STRPU_27251	AMPFI_08793
OG0002878	STRPU_25517, STRPU_25518	AMPFI_25829
OG0002879	STRPU_18050	AMPFI_07703
OG0002880	STRPU_00592, STRPU_07561	AMPFI_25969
OG0002881	STRPU_10663	AMPFI_02348
OG0002882	STRPU_11176	AMPFI_26074
OG0002882	STRPU_15532	AMPFI_00638
OG0002883	STRPU_24957	AMPFI_17094
OG0002884	STRPU_24464	AMPFI_23066, AMPFI_11571
OG0002885	STRPU_23549	AMPFI_12876
OG0002886	STRPU_27129	AMPFI_23156
OG0002887	STRPU_00454, STRPU_19036	AMPFI_00133
OG0002889	STRPU_22675	AMPFI_06058
OG0002891	STRPU_18851	AMPFI_04475
OG0002892	STRPU_19576	AMPFI_07057
OG0002893	STRPU_06956, STRPU_06938	AMPFI_10355
OG0002894	STRPU_21472	AMPFI_06382
OG0002895	STRPU_26434	AMPFI_06498
OG0002896	STRPU_06711	AMPFI_16510
OG0002897	STRPU_23652, STRPU_23677	AMPFI_09968
OG0002898	STRPU_20982	AMPFI_09550
OG0002899	STRPU_10901	AMPFI_14669
OG0002900	STRPU_27158	AMPFI_20780
OG0002901	STRPU_17220	AMPFI_08252
OG0002902	STRPU_02085, STRPU_09116	AMPFI_12583
OG0002902	STRPU_07082	AMPFI_00827
OG0002904	STRPU_23554, STRPU_23550	AMPFI_09248
OG0002905	STRPU_10819	AMPFI_08369
OG0002907	STRPU_27080	AMPFI_19275
OG0002908	STRPU_14008	AMPFI_07872
OG0002908	STRPU_26306, STRPU_26279	AMPFI_24733
OG0002909	STRPU_22399	AMPFI_05496
OG0002910	STRPU_12097, STRPU_00039, STRPU_12098	AMPFI_10619
OG0002911	STRPU_09561	AMPFI_10616
OG0002912	STRPU_24675	AMPFI_11212
OG0002913	STRPU_13354	AMPFI_19285
OG0002914	STRPU_07220	AMPFI_12000
OG0002915	STRPU_25487	AMPFI_13472
OG0002916	STRPU_19092	AMPFI_06848
OG0002917	STRPU_06220, STRPU_06199	AMPFI_14499
OG0002919	STRPU_26361	AMPFI_02349
OG0002921	STRPU_14716	AMPFI_10790, AMPFI_19297
OG0002922	STRPU_09603	AMPFI_12284
OG0002923	STRPU_25958, STRPU_00219	AMPFI_15546
OG0002924	STRPU_23427, STRPU_01010	AMPFI_17370
OG0002925	STRPU_25066	AMPFI_19388
OG0002926	STRPU_26962	AMPFI_22948
OG0002927	STRPU_24156	AMPFI_24232
OG0002944	STRPU_24181	AMPFI_19187
OG0002947	STRPU_01950, STRPU_22791, STRPU_22790, STRPU_01949	AMPFI_12962
OG0002949	STRPU_09008	AMPFI_13293, AMPFI_13294
OG0002952	STRPU_05886	AMPFI_03711
OG0002953	STRPU_01982, STRPU_22822	AMPFI_18432
OG0002954	STRPU_12371	AMPFI_05502
OG0002955	STRPU_21881	AMPFI_14821
OG0002956	STRPU_26736	AMPFI_08178
OG0002957	STRPU_06043	AMPFI_00571
OG0002958	STRPU_00277, STRPU_03184	AMPFI_20216
OG0002959	STRPU_21480	AMPFI_18590
OG0002960	STRPU_19700, STRPU_19616	AMPFI_17548
OG0002961	STRPU_24844	AMPFI_15797, AMPFI_04166, AMPFI_16664
OG0002962	STRPU_08505	AMPFI_14869
OG0002963	STRPU_04068, STRPU_04069, STRPU_04066, STRPU_04065, STRPU_04063, STRPU_04064, STRPU_06248, STRPU_25986	AMPFI_21380
OG0002964	STRPU_08258	AMPFI_14124
OG0002965	STRPU_04332, STRPU_04305	AMPFI_07076
OG0002966	STRPU_20155	AMPFI_08237
OG0002967	STRPU_03989, STRPU_03996	AMPFI_11661
OG0002968	STRPU_19889, STRPU_19862	AMPFI_05414
OG0002971	STRPU_07433	AMPFI_07105
OG0002973	STRPU_23244	AMPFI_13787
OG0002974	STRPU_26267, STRPU_26293	AMPFI_12501
OG0002975	STRPU_21622	AMPFI_18975
OG0002976	STRPU_27347	AMPFI_15200
OG0002977	STRPU_15051	AMPFI_22891
OG0002978	STRPU_21839	AMPFI_11885
OG0002979	STRPU_17977, STRPU_17973	AMPFI_09921
OG0002980	STRPU_04152	AMPFI_14492
OG0002981	STRPU_26025	AMPFI_19892
OG0002982	STRPU_17079	AMPFI_02827
OG0002983	STRPU_17106, STRPU_17121	AMPFI_14269
OG0002984	STRPU_09124, STRPU_02096	AMPFI_07036
OG0002985	STRPU_04999	AMPFI_17949
OG0002986	STRPU_22413	AMPFI_17447
OG0002987	STRPU_10336	AMPFI_13529
OG0002988	STRPU_13938	AMPFI_12185
OG0002989	STRPU_22387	AMPFI_07541
OG0002990	STRPU_09780	AMPFI_16222, AMPFI_17712
OG0002992	STRPU_22805, STRPU_01964	AMPFI_21162
OG0002994	STRPU_01340, STRPU_11608	AMPFI_13126
OG0002994	STRPU_25932	AMPFI_24153
OG0002995	STRPU_20438	AMPFI_11906
OG0002996	STRPU_22653	AMPFI_00900
OG0002997	STRPU_19304, STRPU_01837	AMPFI_05692
OG0002998	STRPU_06160	AMPFI_15937
OG0003001	STRPU_24021	AMPFI_06603
OG0003002	STRPU_13545	AMPFI_16659
OG0003003	STRPU_08037	AMPFI_06580
OG0003005	STRPU_21610	AMPFI_25494
OG0003006	STRPU_02186, STRPU_09223	AMPFI_24175
OG0003007	STRPU_18848	AMPFI_08137
OG0003008	STRPU_20043, STRPU_20044	AMPFI_17468
OG0003009	STRPU_03103	AMPFI_16716, AMPFI_01436
OG0003010	STRPU_02659, STRPU_25901	AMPFI_05162
OG0003011	STRPU_04936	AMPFI_24907
OG0003012	STRPU_22688	AMPFI_19750
OG0003013	STRPU_13639, STRPU_02425	AMPFI_21222
OG0003014	STRPU_24788	AMPFI_03270
OG0003016	STRPU_05410	AMPFI_01985, AMPFI_21862
OG0003017	STRPU_12917	AMPFI_05503, AMPFI_14328
OG0003018	STRPU_05028	AMPFI_00574
OG0003019	STRPU_27351	AMPFI_02968
OG0003020	STRPU_10822, STRPU_10821	AMPFI_24069
OG0003021	STRPU_10596	AMPFI_15897
OG0003022	STRPU_06578, STRPU_06521	AMPFI_05254
OG0003023	STRPU_15005	AMPFI_02293
OG0003025	STRPU_07785	AMPFI_18961
OG0003026	STRPU_19625, STRPU_19624, STRPU_19690, STRPU_19689, STRPU_19626	AMPFI_09871
OG0003027	STRPU_24061	AMPFI_03279
OG0003028	STRPU_07523	AMPFI_20635
OG0003029	STRPU_26298, STRPU_26272	AMPFI_10314
OG0003030	STRPU_16810	AMPFI_09536
OG0003031	STRPU_25010	AMPFI_16204
OG0003033	STRPU_18122	AMPFI_17482
OG0003034	STRPU_05717, STRPU_05724	AMPFI_07400
OG0003035	STRPU_23425, STRPU_01012	AMPFI_10841
OG0003036	STRPU_20310	AMPFI_21230, AMPFI_06381
OG0003037	STRPU_10149, STRPU_10086	AMPFI_21315
OG0003037	STRPU_10087, STRPU_10150	AMPFI_04015
OG0003038	STRPU_03176, STRPU_00268	AMPFI_00219
OG0003040	STRPU_06305, STRPU_06261	AMPFI_23093
OG0003041	STRPU_24063	AMPFI_25734
OG0003042	STRPU_13359	AMPFI_09274
OG0003043	STRPU_04974	AMPFI_18326
OG0003044	STRPU_02536, STRPU_15154	AMPFI_04020
OG0003045	STRPU_02416, STRPU_13648	AMPFI_07217
OG0003045	STRPU_05977	AMPFI_13291
OG0003046	STRPU_24271, STRPU_24903	AMPFI_18791
OG0003047	STRPU_06738, STRPU_06734	AMPFI_13132, AMPFI_15499, AMPFI_03453, AMPFI_16935, AMPFI_25487
OG0003048	STRPU_25876	AMPFI_03382
OG0003049	STRPU_18711	AMPFI_20646, AMPFI_19686
OG0003051	STRPU_09302	AMPFI_17401
OG0003051	STRPU_05961	AMPFI_05774
OG0003052	STRPU_09987, STRPU_09966	AMPFI_08673
OG0003053	STRPU_19330	AMPFI_19082, AMPFI_17366
OG0003054	STRPU_06124	AMPFI_22668
OG0003055	STRPU_00401, STRPU_19285	AMPFI_11766, AMPFI_11765
OG0003056	STRPU_17530	AMPFI_09035
OG0003057	STRPU_17293	AMPFI_14919
OG0003058	STRPU_24724	AMPFI_06004
OG0003059	STRPU_21505	AMPFI_15093
OG0003060	STRPU_18962, STRPU_18976	AMPFI_01289
OG0003062	STRPU_25347	AMPFI_05505
OG0003063	STRPU_23254	AMPFI_19748
OG0003065	STRPU_01676, STRPU_02689	AMPFI_15613
OG0003066	STRPU_01624, STRPU_11963	AMPFI_04842
OG0003067	STRPU_09682	AMPFI_00869
OG0003069	STRPU_00921, STRPU_08896	AMPFI_01696, AMPFI_01610
OG0003071	STRPU_05785	AMPFI_04750
OG0003072	STRPU_23989	AMPFI_06677
OG0003073	STRPU_14167	AMPFI_22163
OG0003073	STRPU_26986	AMPFI_07918
OG0003074	STRPU_25415	AMPFI_10857
OG0003075	STRPU_04945	AMPFI_17754, AMPFI_11341
OG0003077	STRPU_08797	AMPFI_17607
OG0003078	STRPU_20765	AMPFI_19761
OG0003079	STRPU_26570	AMPFI_20005
OG0003081	STRPU_08574, STRPU_08572, STRPU_08569, STRPU_08570, STRPU_08571	AMPFI_21993, AMPFI_23729
OG0003101	STRPU_24565	AMPFI_08193
OG0003104	STRPU_16886	AMPFI_15625
OG0003105	STRPU_27399	AMPFI_15981
OG0003107	STRPU_25358	AMPFI_06817
OG0003108	STRPU_12185	AMPFI_12830
OG0003109	STRPU_08990	AMPFI_08495
OG0003110	STRPU_06774, STRPU_06764	AMPFI_05396
OG0003111	STRPU_19102, STRPU_25827	AMPFI_13874
OG0003113	STRPU_07108	AMPFI_10115
OG0003114	STRPU_20444	AMPFI_08644
OG0003115	STRPU_26735	AMPFI_12376
OG0003118	STRPU_23100	AMPFI_05302
OG0003119	STRPU_02657	AMPFI_08478
OG0003120	STRPU_04182	AMPFI_02893
OG0003120	STRPU_04074	AMPFI_16661, AMPFI_12893
OG0003121	STRPU_26433	AMPFI_05935
OG0003122	STRPU_20719	AMPFI_07060
OG0003123	STRPU_25862, STRPU_25863	AMPFI_23842
OG0003124	STRPU_15080	AMPFI_09122
OG0003125	STRPU_02899	AMPFI_24478
OG0003127	STRPU_20645	AMPFI_12664
OG0003128	STRPU_14558	AMPFI_03704
OG0003130	STRPU_14819	AMPFI_14227
OG0003131	STRPU_15359	AMPFI_03461
OG0003132	STRPU_24874	AMPFI_20089
OG0003133	STRPU_00227, STRPU_25968	AMPFI_15824
OG0003134	STRPU_25662	AMPFI_23618
OG0003135	STRPU_20819	AMPFI_07186
OG0003136	STRPU_20970	AMPFI_10904
OG0003137	STRPU_26289, STRPU_26313, STRPU_26314, STRPU_26290	AMPFI_22046, AMPFI_15935, AMPFI_18922
OG0003140	STRPU_27000	AMPFI_24399
OG0003141	STRPU_11150	AMPFI_11907
OG0003142	STRPU_26955	AMPFI_05828
OG0003143	STRPU_26953	AMPFI_15645, AMPFI_17156
OG0003144	STRPU_17154	AMPFI_22743, AMPFI_06226
OG0003145	STRPU_19760	AMPFI_23822
OG0003145	STRPU_19761	AMPFI_00786, AMPFI_00787
OG0003146	STRPU_24899	AMPFI_23986
OG0003147	STRPU_09368	AMPFI_17466
OG0003148	STRPU_21583	AMPFI_04210
OG0003150	STRPU_06198, STRPU_06219	AMPFI_11497
OG0003151	STRPU_25230	AMPFI_17711
OG0003152	STRPU_09091, STRPU_02064	AMPFI_08619, AMPFI_15609
OG0003153	STRPU_25878	AMPFI_03883
OG0003154	STRPU_18558	AMPFI_15942
OG0003155	STRPU_08528	AMPFI_18588
OG0003155	STRPU_08527	AMPFI_12337
OG0003156	STRPU_17108, STRPU_17123	AMPFI_07675
OG0003157	STRPU_05197	AMPFI_24828
OG0003158	STRPU_24600	AMPFI_15277
OG0003159	STRPU_04177	AMPFI_14863
OG0003160	STRPU_10206	AMPFI_09161
OG0003161	STRPU_20589	AMPFI_17564
OG0003162	STRPU_10286	AMPFI_13113
OG0003163	STRPU_26676	AMPFI_17039
OG0003164	STRPU_05342	AMPFI_11016
OG0003165	STRPU_06042	AMPFI_06521
OG0003166	STRPU_06374	AMPFI_19039
OG0003167	STRPU_14469, STRPU_14473	AMPFI_17956
OG0003168	STRPU_00314, STRPU_08598	AMPFI_03578
OG0003171	STRPU_20111, STRPU_20089	AMPFI_11830
OG0003172	STRPU_13537	AMPFI_08998
OG0003173	STRPU_14274, STRPU_14290	AMPFI_11484
OG0003174	STRPU_05745	AMPFI_17590
OG0003175	STRPU_24658	AMPFI_09988
OG0003176	STRPU_25686, STRPU_25705	AMPFI_09902, AMPFI_00821
OG0003177	STRPU_09383, STRPU_01573	AMPFI_03106, AMPFI_14471, AMPFI_22174, AMPFI_02148
OG0003178	STRPU_21387	AMPFI_21542
OG0003179	STRPU_04747	AMPFI_06154
OG0003181	STRPU_08188	AMPFI_05848
OG0003182	STRPU_25667	AMPFI_06707
OG0003183	STRPU_23390	AMPFI_05467
OG0003184	STRPU_04863	AMPFI_23894
OG0003185	STRPU_11828	AMPFI_16164
OG0003188	STRPU_27340	AMPFI_13872
OG0003189	STRPU_17091	AMPFI_11974
OG0003190	STRPU_22540, STRPU_14018, STRPU_13852	AMPFI_13799
OG0003191	STRPU_02638, STRPU_24024	AMPFI_23926
OG0003193	STRPU_06138	AMPFI_08357
OG0003194	STRPU_19785, STRPU_00785	AMPFI_11899
OG0003195	STRPU_08798	AMPFI_08565
OG0003196	STRPU_25955, STRPU_00216, STRPU_09693, STRPU_09736	AMPFI_23755
OG0003198	STRPU_10958, STRPU_10959	AMPFI_22917, AMPFI_08235
OG0003199	STRPU_22302	AMPFI_12162
OG0003200	STRPU_07570	AMPFI_11226
OG0003201	STRPU_13530	AMPFI_06330
OG0003202	STRPU_04422	AMPFI_12487
OG0003203	STRPU_22174, STRPU_22167	AMPFI_08213
OG0003204	STRPU_05884	AMPFI_10237
OG0003205	STRPU_26398	AMPFI_00728
OG0003206	STRPU_05811	AMPFI_16692, AMPFI_25733
OG0003207	STRPU_23438, STRPU_00999	AMPFI_20327
OG0003208	STRPU_23521	AMPFI_10645
OG0003209	STRPU_18758, STRPU_19153, STRPU_19140, STRPU_23070	AMPFI_23780
OG0003210	STRPU_20307	AMPFI_24764
OG0003212	STRPU_23992	AMPFI_00027
OG0003213	STRPU_27409	AMPFI_04022, AMPFI_01624
OG0003214	STRPU_02469, STRPU_13596	AMPFI_06762
OG0003215	STRPU_21290	AMPFI_14832
OG0003217	STRPU_18366	AMPFI_23505
OG0003218	STRPU_05952	AMPFI_26015
OG0003219	STRPU_05483	AMPFI_06216
OG0003220	STRPU_17156	AMPFI_12091
OG0003221	STRPU_24811	AMPFI_11291
OG0003222	STRPU_25242	AMPFI_03429
OG0003223	STRPU_08794	AMPFI_04078
OG0003224	STRPU_22186	AMPFI_21120
OG0003225	STRPU_03637, STRPU_03655	AMPFI_05427
OG0003226	STRPU_01640, STRPU_11976	AMPFI_01909
OG0003228	STRPU_21707, STRPU_21643	AMPFI_18339
OG0003229	STRPU_00535, STRPU_15976	AMPFI_09992
OG0003230	STRPU_09762, STRPU_09718	AMPFI_01229
OG0003231	STRPU_07608	AMPFI_19537
OG0003231	STRPU_07607	AMPFI_01710
OG0003232	STRPU_21304, STRPU_21303	AMPFI_02064
OG0003233	STRPU_15780, STRPU_15778, STRPU_03423	AMPFI_23940, AMPFI_20040
OG0003234	STRPU_08533	AMPFI_08950
OG0003235	STRPU_22687	AMPFI_16999
OG0003236	STRPU_22602	AMPFI_17062
OG0003237	STRPU_08190	AMPFI_17126
OG0003238	STRPU_01914, STRPU_22758	AMPFI_19473
OG0003239	STRPU_26344	AMPFI_23826
OG0003250	STRPU_07632	AMPFI_12226
OG0003251	STRPU_26207	AMPFI_06867
OG0003252	STRPU_20878	AMPFI_15271
OG0003254	STRPU_21153	AMPFI_09205
OG0003255	STRPU_22937	AMPFI_01643
OG0003256	STRPU_22403, STRPU_22404, STRPU_22402, STRPU_22401, STRPU_22405	AMPFI_00797
OG0003257	STRPU_20833, STRPU_20870	AMPFI_11835
OG0003258	STRPU_11232, STRPU_11270	AMPFI_20884
OG0003259	STRPU_04547, STRPU_25718	AMPFI_05569
OG0003260	STRPU_18760	AMPFI_10832
OG0003261	STRPU_24777	AMPFI_21592
OG0003262	STRPU_14217	AMPFI_21245
OG0003263	STRPU_08829	AMPFI_13017
OG0003264	STRPU_07699, STRPU_07685	AMPFI_17248
OG0003265	STRPU_23170	AMPFI_11217
OG0003267	STRPU_04175	AMPFI_05887
OG0003268	STRPU_26201	AMPFI_11156
OG0003269	STRPU_08663	AMPFI_21059
OG0003270	STRPU_23005, STRPU_00880	AMPFI_13601, AMPFI_02798
OG0003271	STRPU_20492	AMPFI_02049
OG0003271	STRPU_27426	AMPFI_10331
OG0003272	STRPU_05318	AMPFI_03849
OG0003273	STRPU_21049	AMPFI_02700
OG0003275	STRPU_25632	AMPFI_03094
OG0003277	STRPU_22845	AMPFI_09116
OG0003278	STRPU_20470	AMPFI_01180
OG0003279	STRPU_05246	AMPFI_24970
OG0003280	STRPU_03524, STRPU_03588	AMPFI_21525
OG0003281	STRPU_06114	AMPFI_00804
OG0003282	STRPU_09679	AMPFI_21088
OG0003283	STRPU_23176	AMPFI_00946
OG0003286	STRPU_08482	AMPFI_03014
OG0003287	STRPU_16133, STRPU_16118	AMPFI_05397
OG0003288	STRPU_05660	AMPFI_21742, AMPFI_06784
OG0003290	STRPU_19995	AMPFI_06287
OG0003291	STRPU_14374	AMPFI_05291
OG0003293	STRPU_22259	AMPFI_18756
OG0003294	STRPU_05613, STRPU_05555	AMPFI_24752
OG0003295	STRPU_00141	AMPFI_06218
OG0003296	STRPU_00434, STRPU_14195	AMPFI_24005
OG0003297	STRPU_08868, STRPU_00953	AMPFI_15955
OG0003298	STRPU_05740	AMPFI_11593
OG0003300	STRPU_08671	AMPFI_19704
OG0003300	STRPU_01641, STRPU_11977, STRPU_07721	AMPFI_05469
OG0003301	STRPU_16244, STRPU_16205	AMPFI_14530
OG0003302	STRPU_04486	AMPFI_16898
OG0003303	STRPU_21624	AMPFI_03102
OG0003304	STRPU_02452	AMPFI_11135
OG0003306	STRPU_23936, STRPU_23962	AMPFI_11119
OG0003307	STRPU_04904	AMPFI_12766
OG0003309	STRPU_24871	AMPFI_24997
OG0003311	STRPU_24433	AMPFI_10759
OG0003313	STRPU_16509, STRPU_16508, STRPU_16510, STRPU_07431, STRPU_12609, STRPU_07430, STRPU_07429, STRPU_07428	AMPFI_25853
OG0003314	STRPU_05142, STRPU_05067	AMPFI_22350
OG0003315	STRPU_24567	AMPFI_00069
OG0003316	STRPU_00352, STRPU_11013	AMPFI_14046
OG0003317	STRPU_09007	AMPFI_09168
OG0003318	STRPU_23527	AMPFI_08330
OG0003319	STRPU_07210	AMPFI_25746
OG0003320	STRPU_09402, STRPU_01555	AMPFI_13174
OG0003321	STRPU_25433	AMPFI_10734
OG0003323	STRPU_09684, STRPU_09685	AMPFI_21338
OG0003324	STRPU_08869, STRPU_00952	AMPFI_13390
OG0003325	STRPU_04053	AMPFI_02628
OG0003326	STRPU_09393, STRPU_01566	AMPFI_11658
OG0003327	STRPU_19769, STRPU_00800	AMPFI_09228
OG0003328	STRPU_00809, STRPU_25543	AMPFI_11313, AMPFI_24334
OG0003329	STRPU_27327, STRPU_27328	AMPFI_09316
OG0003330	STRPU_27339	AMPFI_14485
OG0003331	STRPU_15371	AMPFI_17012
OG0003332	STRPU_07786	AMPFI_08196
OG0003333	STRPU_01214, STRPU_12086	AMPFI_04378
OG0003334	STRPU_03431, STRPU_22058	AMPFI_10291
OG0003335	STRPU_20823	AMPFI_09229
OG0003337	STRPU_11218, STRPU_11255	AMPFI_19949
OG0003338	STRPU_18837	AMPFI_13448
OG0003340	STRPU_24554	AMPFI_22094
OG0003341	STRPU_21771	AMPFI_00777
OG0003343	STRPU_15384	AMPFI_13993, AMPFI_16154
OG0003344	STRPU_07542, STRPU_00574	AMPFI_09335
OG0003345	STRPU_03496, STRPU_03234, STRPU_03275	AMPFI_24924
OG0003347	STRPU_01607, STRPU_13589	AMPFI_24143
OG0003348	STRPU_24382	AMPFI_05356
OG0003349	STRPU_04798, STRPU_04805	AMPFI_05046
OG0003350	STRPU_06152	AMPFI_12867
OG0003351	STRPU_00711, STRPU_22727	AMPFI_08636
OG0003352	STRPU_23063, STRPU_00649	AMPFI_02467
OG0003353	STRPU_23410, STRPU_01027	AMPFI_06338
OG0003354	STRPU_22433	AMPFI_18029
OG0003355	STRPU_04134	AMPFI_15437
OG0003356	STRPU_08703, STRPU_01469	AMPFI_21630
OG0003357	STRPU_09879	AMPFI_11721
OG0003359	STRPU_12338	AMPFI_08504
OG0003360	STRPU_12153, STRPU_12119	AMPFI_09135
OG0003361	STRPU_21285	AMPFI_14228
OG0003362	STRPU_05653	AMPFI_03047, AMPFI_03667, AMPFI_15450
OG0003364	STRPU_12256	AMPFI_22450
OG0003365	STRPU_24219, STRPU_01081	AMPFI_11415
OG0003366	STRPU_20477, STRPU_20476, STRPU_20479, STRPU_20478	AMPFI_25322
OG0003367	STRPU_02066, STRPU_09093	AMPFI_07477
OG0003368	STRPU_09309	AMPFI_10687
OG0003369	STRPU_04619	AMPFI_06268
OG0003370	STRPU_24791	AMPFI_12902
OG0003371	STRPU_25243	AMPFI_09463
OG0003372	STRPU_18382	AMPFI_00013
OG0003373	STRPU_11782, STRPU_11541, STRPU_11733	AMPFI_06232
OG0003374	STRPU_16743, STRPU_01716	AMPFI_21401
OG0003375	STRPU_27269, STRPU_27284	AMPFI_21891
OG0003376	STRPU_09336	AMPFI_06810
OG0003378	STRPU_12591	AMPFI_07027
OG0003379	STRPU_24222, STRPU_24221, STRPU_01079	AMPFI_13364
OG0003380	STRPU_14745	AMPFI_09994
OG0003381	STRPU_12349	AMPFI_19093
