Orthogroup	STRPU_ok	DROME
OG0003437	STRPU_08656, STRPU_08360, STRPU_08658	DROME09807
OG0003439	STRPU_06448	DROME16821
OG0003442	STRPU_05359	DROME06015, DROME06013, DROME06014
OG0003443	STRPU_21532	DROME18500
OG0003444	STRPU_12122, STRPU_12155	DROME05516, DROME05517, DROME05515, DROME06639
OG0003445	STRPU_20383	DROME01285
OG0003448	STRPU_25380	DROME02828, DROME02829, DROME02830
OG0003450	STRPU_04502	DROME03280
OG0003454	STRPU_13689, STRPU_02387	DROME10067
OG0003456	STRPU_08652	DROME19556
OG0003457	STRPU_25059	DROME06510, DROME06508, DROME06509
OG0003458	STRPU_07419	DROME04148
OG0003459	STRPU_21409	DROME18560, DROME18559, DROME18562, DROME18558, DROME18564, DROME18561, DROME18557, DROME18563, DROME18556
OG0003460	STRPU_21209	DROME14130, DROME14131, DROME14132, DROME14133, DROME14134
OG0003461	STRPU_12813	DROME17474, DROME21694
OG0003462	STRPU_01190, STRPU_19960	DROME00239
OG0003463	STRPU_21459	DROME20444
OG0003464	STRPU_08415	DROME06231
OG0003465	STRPU_19515	DROME04464
OG0003467	STRPU_04467, STRPU_04466	DROME06043, DROME06042
OG0003468	STRPU_21762, STRPU_21697	DROME01968
OG0003470	STRPU_27335	DROME13653
OG0003472	STRPU_05425	DROME09631, DROME09633
OG0003473	STRPU_03744	DROME00049
OG0003475	STRPU_18099, STRPU_01787	DROME02190
OG0003477	STRPU_07450, STRPU_07441	DROME12317
OG0003478	STRPU_20938	DROME13904, DROME13905, DROME13903, DROME13902
OG0003479	STRPU_01940, STRPU_22782	DROME13645
OG0003481	STRPU_22807, STRPU_01966, STRPU_06555, STRPU_06543	DROME01114
OG0003482	STRPU_12951	DROME08487
OG0003483	STRPU_04672	DROME09876, DROME09877
OG0003485	STRPU_22749, STRPU_01904, STRPU_22750, STRPU_01905, STRPU_23748	DROME19488, DROME19487, DROME19486, DROME19489
OG0003487	STRPU_10374	DROME12571
OG0003489	STRPU_24792	DROME01312
OG0003490	STRPU_14276, STRPU_14293	DROME13468
OG0003491	STRPU_06727	DROME11698
OG0003492	STRPU_04886	DROME17943
OG0003493	STRPU_19324	DROME09294
OG0003497	STRPU_03308	DROME08732
OG0003498	STRPU_24846	DROME13034, DROME13035
OG0003499	STRPU_05492	DROME14561
OG0003500	STRPU_02909, STRPU_21217	DROME04015, DROME00982
OG0003501	STRPU_18507	DROME13347, DROME13346, DROME13348
OG0003502	STRPU_14905	DROME19567, DROME14375
OG0003503	STRPU_09082, STRPU_02055	DROME17101, DROME17102
OG0003504	STRPU_08880, STRPU_00941	DROME06794
OG0003505	STRPU_26126	DROME04896, DROME04894, DROME04898, DROME04897, DROME04895
OG0003506	STRPU_05341	DROME18707
OG0003507	STRPU_19336	DROME14387, DROME14388
OG0003508	STRPU_13552	DROME15658
OG0003509	STRPU_10961	DROME09159, DROME09158, DROME04643, DROME21960, DROME21962, DROME21961
OG0003510	STRPU_25664	DROME19505
OG0003513	STRPU_13821	DROME08556
OG0003515	STRPU_05774	DROME21652
OG0003518	STRPU_26026	DROME08309
OG0003519	STRPU_13946	DROME06802
OG0003520	STRPU_20485	DROME21807, DROME02028
OG0003523	STRPU_11145	DROME16368
OG0003524	STRPU_11329	DROME09643, DROME09639, DROME09640
OG0003526	STRPU_21377	DROME05107
OG0003527	STRPU_06217, STRPU_06194	DROME03645
OG0003528	STRPU_17490, STRPU_17491, STRPU_17489	DROME21047, DROME06070
OG0003531	STRPU_20597	DROME21993
OG0003532	STRPU_10739	DROME08605
OG0003533	STRPU_22386	DROME04480, DROME04479, DROME04481
OG0003535	STRPU_09979, STRPU_09956	DROME12323, DROME12324, DROME12325
OG0003536	STRPU_08040	DROME06045, DROME06046, DROME06044, DROME06047
OG0003538	STRPU_05821	DROME20330
OG0003539	STRPU_22523	DROME09387, DROME09386
OG0003541	STRPU_25471	DROME10049, DROME10048
OG0003543	STRPU_16716	DROME18669
OG0003544	STRPU_07440, STRPU_07449	DROME05896
OG0003545	STRPU_09297	DROME08949
OG0003547	STRPU_12469	DROME10735, DROME10734, DROME10733, DROME10732
OG0003548	STRPU_09626	DROME15072
OG0003550	STRPU_01035, STRPU_23404	DROME17938, DROME17942, DROME17940, DROME17941, DROME17939
OG0003551	STRPU_18972, STRPU_18959	DROME18271, DROME18270, DROME16713
OG0003552	STRPU_20147	DROME18554, DROME18555
OG0003553	STRPU_10274	DROME17708
OG0003554	STRPU_09335	DROME19011, DROME19012, DROME17407, DROME12945
OG0003556	STRPU_08012	DROME06703, DROME06702
OG0003558	STRPU_27128	DROME06037
OG0003560	STRPU_20500	DROME18173
OG0003561	STRPU_17360, STRPU_17346	DROME10510
OG0003562	STRPU_24859	DROME12847, DROME12848
OG0003564	STRPU_09624	DROME16736
OG0003566	STRPU_11918, STRPU_11878	DROME08493, DROME08492
OG0003567	STRPU_02062, STRPU_09090	DROME20360, DROME20359
OG0003568	STRPU_14841	DROME08773
OG0003569	STRPU_23349	DROME14126, DROME14122, DROME14123, DROME14127, DROME14124, DROME14125, DROME14128
OG0003570	STRPU_02794	DROME14267, DROME14246
OG0003571	STRPU_26236	DROME19608
OG0003573	STRPU_14812	DROME07521
OG0003577	STRPU_22045	DROME13612, DROME13617, DROME13613, DROME13615, DROME13614, DROME13616, DROME13611
OG0003578	STRPU_14245	DROME16703
OG0003579	STRPU_04470	DROME17312
OG0003581	STRPU_24378	DROME08243, DROME08242, DROME08244, DROME08245
OG0003582	STRPU_22683	DROME21943, DROME02803, DROME12866, DROME13082, DROME14515, DROME13104
OG0003597	STRPU_01702, STRPU_02662	DROME16622, DROME16621
OG0003599	STRPU_26822	DROME08018
OG0003603	STRPU_08310	DROME05424
OG0003604	STRPU_14769, STRPU_02554	DROME19568
OG0003606	STRPU_17457, STRPU_17474	DROME07484, DROME07483, DROME07482
OG0003610	STRPU_01053, STRPU_24252	DROME07982, DROME07983
OG0003611	STRPU_09452, STRPU_01510	DROME17638
OG0003613	STRPU_12108, STRPU_12143	DROME00856
OG0003615	STRPU_19046	DROME16618, DROME16617
OG0003617	STRPU_13092, STRPU_13104	DROME16095
OG0003618	STRPU_08027, STRPU_02032	DROME15284, DROME15283
OG0003619	STRPU_05456	DROME13589, DROME13590
OG0003620	STRPU_00502, STRPU_15940	DROME17770
OG0003621	STRPU_17041, STRPU_01807	DROME13714, DROME13715, DROME13713
OG0003623	STRPU_11446	DROME01675
OG0003624	STRPU_23504	DROME12696
OG0003629	STRPU_06506	DROME03564
OG0003630	STRPU_14988, STRPU_14958	DROME06784
OG0003631	STRPU_04940	DROME07363
OG0003632	STRPU_11322	DROME18545
OG0003635	STRPU_04873, STRPU_05033, STRPU_05106	DROME04946
OG0003638	STRPU_21025	DROME16659
OG0003639	STRPU_14552	DROME16964
OG0003641	STRPU_00224, STRPU_25964	DROME01116
OG0003642	STRPU_27230	DROME19937, DROME19935, DROME19939, DROME19940, DROME19936, DROME19938
OG0003644	STRPU_19783, STRPU_00787	DROME00616
OG0003645	STRPU_05770	DROME12178
OG0003646	STRPU_26839	DROME09249, DROME09250
OG0003647	STRPU_27138	DROME16616
OG0003649	STRPU_26514	DROME12148, DROME12149
OG0003650	STRPU_07527	DROME10934, DROME10933
OG0003655	STRPU_17785	DROME13069, DROME13070
OG0003656	STRPU_23061, STRPU_00647	DROME14867, DROME14868, DROME19174
OG0003657	STRPU_22899, STRPU_22914	DROME04619
OG0003658	STRPU_23985	DROME07032
OG0003659	STRPU_24909	DROME09855
OG0003660	STRPU_04268	DROME02231, DROME02233, DROME02232
OG0003661	STRPU_23064, STRPU_00650	DROME07051
OG0003664	STRPU_08332	DROME05104
OG0003666	STRPU_00986, STRPU_23456	DROME11426
OG0003667	STRPU_14206	DROME18793, DROME18792, DROME03291
OG0003668	STRPU_26719	DROME15022, DROME15023
OG0003669	STRPU_19296, STRPU_01851	DROME05487
OG0003671	STRPU_09909	DROME13120
OG0003672	STRPU_08809	DROME03649
OG0003674	STRPU_08882, STRPU_00939	DROME09782
OG0003677	STRPU_13383, STRPU_13363	DROME10098
OG0003678	STRPU_19225	DROME20450
OG0003679	STRPU_24398	DROME02313
OG0003680	STRPU_24042, STRPU_02621	DROME01384
OG0003681	STRPU_11705	DROME08680, DROME08681
OG0003682	STRPU_20705	DROME12564
OG0003683	STRPU_14243	DROME03935
OG0003686	STRPU_25646, STRPU_25651	DROME06762
OG0003687	STRPU_13921, STRPU_13934	DROME12601
OG0003690	STRPU_21873	DROME00439
OG0003692	STRPU_01575, STRPU_09381	DROME11124
OG0003693	STRPU_22769, STRPU_01926	DROME08115
OG0003694	STRPU_00897, STRPU_23023	DROME12215, DROME12216
OG0003695	STRPU_20388	DROME01947
OG0003696	STRPU_23695, STRPU_23693	DROME10156
OG0003697	STRPU_08308	DROME03932, DROME03930, DROME03929, DROME03931
OG0003698	STRPU_09884	DROME17520
OG0003700	STRPU_08820	DROME01181, DROME01182
OG0003701	STRPU_24397	DROME18636, DROME18637
OG0003703	STRPU_12263	DROME15370
OG0003704	STRPU_07662, STRPU_18902	DROME02181, DROME02180
OG0003708	STRPU_17774	DROME12282, DROME12281
OG0003709	STRPU_25377	DROME13668, DROME18688
OG0003710	STRPU_17764	DROME19166, DROME19168, DROME19167, DROME19169
OG0003712	STRPU_02201, STRPU_09234, STRPU_09233, STRPU_02200	DROME10970
OG0003713	STRPU_07731	DROME05410
OG0003716	STRPU_11467	DROME18657
OG0003717	STRPU_24884	DROME10046
OG0003718	STRPU_24139	DROME01297
OG0003719	STRPU_26767, STRPU_26753	DROME14563
OG0003720	STRPU_16621	DROME17484
OG0003721	STRPU_21833	DROME09052
OG0003722	STRPU_20141	DROME05995
OG0003729	STRPU_24047, STRPU_02614	DROME04356, DROME06341
OG0003731	STRPU_20490	DROME02907
OG0003732	STRPU_05954	DROME10070
OG0003733	STRPU_18985	DROME00230
OG0003734	STRPU_20278, STRPU_20274, STRPU_20313, STRPU_00129	DROME19430
OG0003735	STRPU_17084	DROME19631
OG0003737	STRPU_19671, STRPU_19650	DROME05769, DROME16282, DROME16607, DROME16283
OG0003738	STRPU_08163	DROME11561, DROME11562
OG0003740	STRPU_12532	DROME01620
OG0003741	STRPU_02688, STRPU_01677	DROME14002, DROME20156
OG0003742	STRPU_22532	DROME17331, DROME17332
OG0003743	STRPU_18134	DROME13785
OG0003744	STRPU_22977	DROME08150
OG0003745	STRPU_14449, STRPU_14432	DROME20574, DROME20575
OG0003746	STRPU_13668, STRPU_02402	DROME01977
OG0003747	STRPU_07517	DROME00997, DROME00995, DROME00994, DROME00996
OG0003748	STRPU_23161	DROME01784
OG0003749	STRPU_12317	DROME18502, DROME18501
OG0003750	STRPU_03777	DROME15590
OG0003753	STRPU_08790	DROME12522, DROME12521, DROME12523
OG0003754	STRPU_12707	DROME08228, DROME08227
OG0003755	STRPU_15415	DROME10789, DROME20093, DROME20094
OG0003756	STRPU_25349, STRPU_25348	DROME21916, DROME21915, DROME03180, DROME21917
OG0003758	STRPU_21990, STRPU_21988	DROME11710, DROME11712, DROME11711
OG0003759	STRPU_10861, STRPU_10841	DROME06383
OG0003761	STRPU_22011	DROME14154, DROME16436
OG0003763	STRPU_17640, STRPU_02280	DROME19350
OG0003764	STRPU_08733, STRPU_01439	DROME21578
OG0003767	STRPU_07021	DROME02791
OG0003769	STRPU_26021	DROME11691, DROME11690, DROME11693, DROME11692
OG0003771	STRPU_08361	DROME11019, DROME11021, DROME11022, DROME11020, DROME11018
OG0003772	STRPU_16769, STRPU_01739	DROME12948
OG0003773	STRPU_08673	DROME05209
OG0003777	STRPU_08593, STRPU_00310	DROME18238, DROME18237, DROME18236
OG0003778	STRPU_11538	DROME13171
OG0003779	STRPU_06113	DROME17898
OG0003795	STRPU_23591	DROME10754, DROME10753, DROME10755
OG0003798	STRPU_05134, STRPU_05061	DROME12695
OG0003803	STRPU_20204	DROME02481, DROME02482
OG0003805	STRPU_10694, STRPU_00258, STRPU_00990	DROME01815
OG0003806	STRPU_00975, STRPU_08841	DROME01868
OG0003807	STRPU_08093	DROME20522, DROME05215
OG0003808	STRPU_24251, STRPU_01054	DROME08174
OG0003809	STRPU_04114	DROME04169, DROME04168
OG0003811	STRPU_05891	DROME14988, DROME14990, DROME14989
OG0003813	STRPU_04220, STRPU_04255	DROME10056
OG0003817	STRPU_03385, STRPU_03401, STRPU_03391, STRPU_03416	DROME00653
OG0003818	STRPU_05558, STRPU_05616	DROME11129
OG0003820	STRPU_27077	DROME07987
OG0003823	STRPU_24666	DROME12335
OG0003824	STRPU_09421, STRPU_01538	DROME17215
OG0003827	STRPU_19325	DROME06883, DROME06884
OG0003828	STRPU_20403	DROME10911
OG0003829	STRPU_20384	DROME01864
OG0003831	STRPU_05243	DROME02158
OG0003832	STRPU_23140	DROME22043
OG0003834	STRPU_26294, STRPU_26268	DROME21433
OG0003836	STRPU_05030	DROME15123
OG0003837	STRPU_08087	DROME14236, DROME08398
OG0003838	STRPU_05727	DROME00382, DROME00383
OG0003839	STRPU_19903	DROME21710
OG0003841	STRPU_19672, STRPU_19649	DROME10377, DROME10376, DROME21784
OG0003843	STRPU_21504	DROME02011
OG0003844	STRPU_27219	DROME19636, DROME19637
OG0003845	STRPU_14394	DROME21374
OG0003846	STRPU_10200	DROME14576
OG0003848	STRPU_19765	DROME19059, DROME03440, DROME21451, DROME09630
OG0003849	STRPU_26764, STRPU_26750	DROME18363, DROME18362
OG0003850	STRPU_17743	DROME19645
OG0003851	STRPU_22235	DROME07873, DROME07872, DROME07874
OG0003852	STRPU_22104	DROME08152
OG0003853	STRPU_21495, STRPU_21486	DROME00889
OG0003854	STRPU_26673	DROME11356
OG0003856	STRPU_09243	DROME18670
OG0003857	STRPU_09242	DROME21963
OG0003858	STRPU_20968	DROME12659
OG0003860	STRPU_24611	DROME03956
OG0003861	STRPU_17125, STRPU_17109	DROME13113
OG0003863	STRPU_10014	DROME16970, DROME16972, DROME16971
OG0003864	STRPU_21449	DROME16687, DROME16688
OG0003865	STRPU_25046	DROME12154, DROME12155
OG0003866	STRPU_17669, STRPU_02253	DROME15012, DROME15013
OG0003867	STRPU_10594	DROME04382
OG0003868	STRPU_19663, STRPU_19655	DROME05264, DROME05265, DROME05263
OG0003869	STRPU_00857, STRPU_14063	DROME09592
OG0003870	STRPU_12851, STRPU_12861	DROME12586, DROME12587
OG0003871	STRPU_08000	DROME19904, DROME19903
OG0003872	STRPU_14352	DROME05404
OG0003873	STRPU_11352	DROME21721
OG0003874	STRPU_26807	DROME06608
OG0003875	STRPU_12470	DROME19790, DROME19791
OG0003876	STRPU_18481, STRPU_18439	DROME09112
OG0003877	STRPU_06336	DROME03255, DROME03256
OG0003879	STRPU_26896	DROME15863, DROME15864
OG0003881	STRPU_23870, STRPU_23833	DROME06398
OG0003883	STRPU_10088, STRPU_10151	DROME12952, DROME12953
OG0003884	STRPU_22886	DROME16036
OG0003885	STRPU_07351	DROME01881, DROME01880
OG0003886	STRPU_25179	DROME16702
OG0003887	STRPU_15393	DROME05627
OG0003887	STRPU_04757	DROME16856
OG0003888	STRPU_17913	DROME14996
OG0003889	STRPU_08854, STRPU_00968	DROME06390
OG0003892	STRPU_01952, STRPU_22793	DROME03882, DROME03883, DROME03881
OG0003893	STRPU_20996	DROME20864
OG0003894	STRPU_20332	DROME08816
OG0003895	STRPU_09912	DROME02851, DROME08609, DROME08610, DROME02850
OG0003897	STRPU_10680, STRPU_00559	DROME08504, DROME08505
OG0003898	STRPU_06593	DROME10004, DROME10008, DROME10006, DROME10009, DROME10005, DROME10007
OG0003899	STRPU_24703, STRPU_24689	DROME15608
OG0003903	STRPU_09773, STRPU_09730	DROME10193, DROME10192, DROME10577, DROME05877, DROME10568, DROME05866, DROME06507, DROME06503
OG0003904	STRPU_23136	DROME13386
OG0003906	STRPU_26939	DROME10315
OG0003908	STRPU_23887	DROME05483
OG0003909	STRPU_26189	DROME12680
OG0003910	STRPU_16982	DROME10387
OG0003911	STRPU_24667	DROME11361
OG0003912	STRPU_26148	DROME03970, DROME03969, DROME03443
OG0003913	STRPU_18325, STRPU_01122	DROME04350
OG0003915	STRPU_06949	DROME04519
OG0003916	STRPU_26241	DROME10524, DROME10523
OG0003918	STRPU_04601	DROME16748, DROME16746, DROME16745, DROME16747
OG0003919	STRPU_14836	DROME21549
OG0003920	STRPU_17479	DROME16629, DROME16630
OG0003921	STRPU_24499	DROME02956, DROME02955, DROME02957
OG0003923	STRPU_13944, STRPU_13941	DROME02152, DROME02153, DROME02151, DROME02154, DROME00715, DROME00714
OG0003925	STRPU_11004, STRPU_00344	DROME01564, DROME01563
OG0003926	STRPU_10755	DROME01565, DROME01567, DROME01566
OG0003929	STRPU_25575	DROME08880
OG0003930	STRPU_11790	DROME20922
OG0003931	STRPU_08493	DROME02384, DROME02385
OG0003933	STRPU_23156	DROME03669
OG0003934	STRPU_24564	DROME11280
OG0003935	STRPU_20857, STRPU_20894	DROME00302
OG0003936	STRPU_26066	DROME02177
OG0003938	STRPU_17909	DROME13183
OG0003939	STRPU_18436, STRPU_18437, STRPU_18479	DROME01287
OG0003940	STRPU_21913	DROME13675
OG0003942	STRPU_10724	DROME15620
OG0003944	STRPU_26716	DROME18760
OG0003945	STRPU_12909	DROME01863
OG0003946	STRPU_09832	DROME13159, DROME13158
OG0003947	STRPU_09926	DROME08292
OG0003949	STRPU_12187	DROME09152
OG0003950	STRPU_12188	DROME16615
OG0003951	STRPU_23993	DROME07725
OG0003955	STRPU_05331	DROME16756
OG0003958	STRPU_04451	DROME00635
OG0003959	STRPU_20127	DROME15055
OG0003961	STRPU_24706	DROME17804
OG0003962	STRPU_05218	DROME09201
OG0003964	STRPU_23696	DROME09409
OG0003965	STRPU_01083, STRPU_24217	DROME07977, DROME07971, DROME07972
OG0003967	STRPU_08909, STRPU_00918	DROME15281
OG0003968	STRPU_02867, STRPU_17095	DROME04759, DROME04758
OG0003969	STRPU_21355	DROME17765, DROME17762, DROME17766, DROME17763, DROME17764, DROME17767
OG0003970	STRPU_14715	DROME08299
OG0003971	STRPU_03433	DROME06198
OG0003972	STRPU_25335	DROME03377
OG0003973	STRPU_21229, STRPU_21231	DROME13196, DROME13195, DROME13194
OG0003976	STRPU_09678, STRPU_09677	DROME12934
OG0003998	STRPU_20556	DROME16844, DROME16845, DROME16846, DROME16848, DROME16847, DROME16849
OG0003999	STRPU_01968, STRPU_22810	DROME14381, DROME14380
OG0004000	STRPU_24949	DROME11283
OG0004002	STRPU_21325	DROME08892
OG0004004	STRPU_16146	DROME11755, DROME11754
OG0004005	STRPU_16657, STRPU_16683	DROME14778, DROME14779, DROME14780
OG0004007	STRPU_19148	DROME18644
OG0004009	STRPU_04637, STRPU_04668	DROME09732, DROME09731, DROME09733, DROME09734, DROME09735
OG0004011	STRPU_04289, STRPU_04319	DROME02697, DROME02696, DROME02701
OG0004012	STRPU_09870	DROME11288
OG0004015	STRPU_18380	DROME07793
OG0004017	STRPU_14536	DROME02036
OG0004019	STRPU_06670	DROME01647
OG0004020	STRPU_06472	DROME17726, DROME17727
OG0004021	STRPU_14759, STRPU_02563	DROME19870
OG0004022	STRPU_02269, STRPU_17653	DROME10913, DROME10915, DROME10912, DROME10914
OG0004023	STRPU_25909	DROME16512, DROME19067
OG0004025	STRPU_09604, STRPU_09594	DROME16102
OG0004027	STRPU_13511	DROME13967
OG0004028	STRPU_04568	DROME21582, DROME21583
OG0004031	STRPU_21388	DROME01221, DROME01220, DROME01218, DROME01219, DROME01214, DROME01217, DROME01215, DROME01216
OG0004032	STRPU_06807	DROME08117
OG0004033	STRPU_21510	DROME14180, DROME12245
OG0004035	STRPU_25661	DROME03941, DROME03943, DROME03942, DROME03940
OG0004036	STRPU_17564, STRPU_17586	DROME19609
OG0004037	STRPU_06495	DROME06863
OG0004038	STRPU_06801	DROME02888
OG0004040	STRPU_05771	DROME07203
OG0004041	STRPU_21042	DROME05936
OG0004042	STRPU_16694, STRPU_16667	DROME16619
OG0004044	STRPU_24535	DROME05299, DROME05298
OG0004045	STRPU_09829	DROME06772
OG0004047	STRPU_08496	DROME02487, DROME02484, DROME02486, DROME02485
OG0004048	STRPU_10205	DROME17671
OG0004051	STRPU_22150	DROME18087, DROME18086
OG0004053	STRPU_26759, STRPU_26744	DROME21730
OG0004054	STRPU_20700	DROME15059
OG0004057	STRPU_11804	DROME00479
OG0004059	STRPU_21348	DROME13217
OG0004060	STRPU_13836	DROME20687
OG0004061	STRPU_18518, STRPU_19001	DROME03990
OG0004062	STRPU_09567	DROME16212
OG0004064	STRPU_24939	DROME06301
OG0004065	STRPU_11423	DROME02456
OG0004067	STRPU_06102	DROME14860
OG0004068	STRPU_17877	DROME11057
OG0004069	STRPU_23907	DROME10101
OG0004070	STRPU_08271	DROME04845
OG0004071	STRPU_20340	DROME15812
OG0004072	STRPU_14126, STRPU_14112	DROME21957, DROME17982
OG0004073	STRPU_11758	DROME01650
OG0004074	STRPU_07232, STRPU_07258	DROME06751
OG0004075	STRPU_13427, STRPU_13424, STRPU_13422, STRPU_13420	DROME21242
OG0004076	STRPU_00594, STRPU_07563	DROME00303
OG0004078	STRPU_09343	DROME11078
OG0004079	STRPU_05743	DROME14266, DROME14264, DROME14261, DROME14262, DROME14263, DROME14265
OG0004080	STRPU_13277	DROME06468, DROME06467
OG0004081	STRPU_06127	DROME16707, DROME16708, DROME16709, DROME16710
OG0004082	STRPU_24384	DROME08161
OG0004084	STRPU_07666, STRPU_18901	DROME12357
OG0004085	STRPU_06109	DROME05732, DROME05731, DROME05733
OG0004089	STRPU_00370, STRPU_11032	DROME00381
OG0004091	STRPU_19319	DROME14119
OG0004092	STRPU_13303	DROME12563
OG0004095	STRPU_12681, STRPU_12680	DROME13735
OG0004096	STRPU_20338	DROME00515
OG0004098	STRPU_18328, STRPU_01120	DROME01948
OG0004099	STRPU_08317	DROME19388
OG0004101	STRPU_24073	DROME08755, DROME08757, DROME08756
OG0004102	STRPU_09962, STRPU_09983	DROME12666
OG0004105	STRPU_24009	DROME04809, DROME04810, DROME04811
OG0004106	STRPU_11447	DROME05999
OG0004107	STRPU_03930	DROME12701, DROME19212
OG0004108	STRPU_08376	DROME07361
OG0004110	STRPU_02810	DROME17755
OG0004111	STRPU_07781, STRPU_07758	DROME04654, DROME04653
OG0004112	STRPU_27382, STRPU_27383	DROME12140
OG0004113	STRPU_23577	DROME06222, DROME06223
OG0004114	STRPU_20826	DROME16337
OG0004115	STRPU_00175, STRPU_10848, STRPU_10829	DROME13846, DROME13845, DROME13844
OG0004116	STRPU_03821, STRPU_03835	DROME02477
OG0004118	STRPU_01975, STRPU_22816	DROME19673
OG0004119	STRPU_25283	DROME14543
OG0004120	STRPU_04036	DROME07794
OG0004121	STRPU_10753	DROME03957
OG0004122	STRPU_20119, STRPU_20098	DROME08383
OG0004123	STRPU_24495	DROME12798
OG0004124	STRPU_07572	DROME02608
OG0004127	STRPU_00575, STRPU_07543	DROME07186
OG0004130	STRPU_16002	DROME05314
OG0004131	STRPU_14462, STRPU_14463	DROME18904, DROME18905
OG0004133	STRPU_07007	DROME02029
OG0004134	STRPU_10399	DROME14839
OG0004135	STRPU_00976, STRPU_08840	DROME03879
OG0004136	STRPU_18932	DROME17670
OG0004139	STRPU_18649	DROME14020
OG0004140	STRPU_25703, STRPU_25684	DROME02610
OG0004142	STRPU_22286	DROME06754
OG0004143	STRPU_27285	DROME13621
OG0004144	STRPU_13998	DROME04309, DROME04310
OG0004145	STRPU_21032	DROME08647, DROME14074, DROME14075
OG0004147	STRPU_22168, STRPU_22175	DROME06149
OG0004148	STRPU_13669, STRPU_02401	DROME06090, DROME06089
OG0004149	STRPU_06926, STRPU_06908	DROME11017, DROME11016, DROME11015
OG0004150	STRPU_17897	DROME04551, DROME04550
OG0004151	STRPU_25469	DROME14564
OG0004153	STRPU_04733, STRPU_04726	DROME12893
OG0004156	STRPU_23130	DROME18060
OG0004158	STRPU_24023, STRPU_02639	DROME10050
OG0004159	STRPU_21251	DROME20404, DROME20403, DROME20402
OG0004160	STRPU_19074	DROME15565
OG0004164	STRPU_04686	DROME16332
OG0004166	STRPU_09733, STRPU_09689	DROME17896
OG0004167	STRPU_21156, STRPU_21164	DROME18913
OG0004168	STRPU_14329	DROME05468
OG0004169	STRPU_08900, STRPU_00919	DROME00368
OG0004170	STRPU_12942, STRPU_12955	DROME12078
OG0004171	STRPU_16148	DROME07182
OG0004176	STRPU_05147, STRPU_05071	DROME10985, DROME10984
OG0004178	STRPU_23007, STRPU_00881	DROME02387, DROME04815
OG0004179	STRPU_08384	DROME10276, DROME10274, DROME10275, DROME10273
OG0004180	STRPU_14125, STRPU_14113	DROME20474
OG0004181	STRPU_05420, STRPU_05421	DROME12964
OG0004182	STRPU_17424	DROME16363
OG0004183	STRPU_20295	DROME09271
OG0004184	STRPU_08996	DROME04419
OG0004185	STRPU_15635	DROME05297
OG0004186	STRPU_21395	DROME16037
OG0004187	STRPU_26055	DROME07871
OG0004188	STRPU_16239, STRPU_16200, STRPU_10934	DROME07492, DROME07494, DROME07493
OG0004189	STRPU_15403	DROME11000, DROME11001
OG0004190	STRPU_08808	DROME01879, DROME22091
OG0004198	STRPU_22505	DROME17028
OG0004215	STRPU_14765, STRPU_02559	DROME19401
OG0004216	STRPU_26208	DROME11793
OG0004217	STRPU_04965	DROME21224
OG0004219	STRPU_24948	DROME03490
OG0004220	STRPU_26863	DROME07426, DROME07425
OG0004222	STRPU_21148	DROME04949
OG0004223	STRPU_24406	DROME01123, DROME06776
OG0004225	STRPU_23672, STRPU_23647	DROME05012
OG0004226	STRPU_13717	DROME15145
OG0004227	STRPU_11362	DROME04086
OG0004228	STRPU_12983	DROME10277
OG0004229	STRPU_04722	DROME02866, DROME02865
OG0004230	STRPU_03309	DROME18730, DROME18729
OG0004231	STRPU_26733	DROME14487, DROME14486
OG0004232	STRPU_10212	DROME15977
OG0004235	STRPU_02171, STRPU_09204	DROME12429
OG0004236	STRPU_20693	DROME17566
OG0004239	STRPU_20308	DROME15568
OG0004241	STRPU_06100	DROME15542
OG0004242	STRPU_27250	DROME03644, DROME06191
OG0004243	STRPU_25021	DROME14802, DROME20505
OG0004244	STRPU_22838	DROME10097
OG0004245	STRPU_09672	DROME02038
OG0004246	STRPU_22152	DROME07435
OG0004247	STRPU_03726	DROME13808
OG0004248	STRPU_11280, STRPU_11242, STRPU_11281	DROME14001
OG0004249	STRPU_05688	DROME04762
OG0004250	STRPU_20579	DROME18272, DROME18273
OG0004251	STRPU_01202, STRPU_19972, STRPU_19973	DROME04402
OG0004252	STRPU_06470, STRPU_06473	DROME14951
OG0004253	STRPU_14726	DROME20276, DROME20277, DROME20275
OG0004254	STRPU_04154	DROME16850, DROME16851, DROME16852
OG0004255	STRPU_11353	DROME06896, DROME06895
OG0004257	STRPU_15432	DROME14416
OG0004258	STRPU_05921	DROME05217
OG0004259	STRPU_27359	DROME21474, DROME10563
OG0004261	STRPU_25985	DROME10981
OG0004262	STRPU_21542	DROME16780
OG0004263	STRPU_13850	DROME06450
OG0004264	STRPU_04270	DROME15193
OG0004265	STRPU_26380	DROME05465
OG0004268	STRPU_04469	DROME10031
OG0004269	STRPU_09466	DROME16782
OG0004270	STRPU_27064	DROME19295, DROME19296, DROME19297
OG0004272	STRPU_26435	DROME21011
OG0004273	STRPU_08464	DROME09850
OG0004275	STRPU_16562, STRPU_16544	DROME16991
OG0004277	STRPU_17561, STRPU_17589	DROME05527, DROME17087, DROME15966, DROME15965, DROME15964, DROME13638, DROME13639
OG0004278	STRPU_26571	DROME01231
OG0004280	STRPU_16617	DROME22015
OG0004282	STRPU_24365	DROME07183
OG0004283	STRPU_05367	DROME21977
