Orthogroup	STRPU_ok	ORYLA
OG0002996	STRPU_22653	ORYLA15037, ORYLA15923, ORYLA14260
OG0002997	STRPU_19304, STRPU_01837	ORYLA06949
OG0002998	STRPU_06160	ORYLA14765, ORYLA16031
OG0003001	STRPU_24021	ORYLA09162
OG0003002	STRPU_13545	ORYLA14351, ORYLA16094, ORYLA08507, ORYLA09760
OG0003003	STRPU_08037	ORYLA19741, ORYLA02206, ORYLA11693
OG0003005	STRPU_21610	ORYLA05246
OG0003006	STRPU_02186, STRPU_09223	ORYLA16962
OG0003007	STRPU_18848	ORYLA13640, ORYLA00272
OG0003008	STRPU_20043, STRPU_20044	ORYLA06672, ORYLA13325
OG0003009	STRPU_03103	ORYLA01927, ORYLA05902, ORYLA05918, ORYLA06229
OG0003010	STRPU_02659, STRPU_25901	ORYLA08264
OG0003011	STRPU_04936	ORYLA00062, ORYLA17088
OG0003012	STRPU_22688	ORYLA13725, ORYLA14487
OG0003013	STRPU_13639, STRPU_02425	ORYLA09697, ORYLA05595
OG0003014	STRPU_24788	ORYLA11816, ORYLA12535
OG0003016	STRPU_05410	ORYLA00344, ORYLA19566
OG0003017	STRPU_12917	ORYLA19080
OG0003018	STRPU_05028	ORYLA04241, ORYLA03378
OG0003021	STRPU_10596	ORYLA07431
OG0003022	STRPU_06578, STRPU_06521	ORYLA00947
OG0003023	STRPU_15003, STRPU_15005	ORYLA03235, ORYLA02285, ORYLA17780
OG0003025	STRPU_07785	ORYLA16836, ORYLA06771
OG0003026	STRPU_19625, STRPU_19624, STRPU_19690, STRPU_19689, STRPU_19626	ORYLA00734
OG0003027	STRPU_24061	ORYLA17665, ORYLA15116
OG0003028	STRPU_07523	ORYLA02137
OG0003029	STRPU_26298, STRPU_26272	ORYLA02221, ORYLA15312
OG0003030	STRPU_16810	ORYLA12869, ORYLA12868, ORYLA00872, ORYLA16608
OG0003031	STRPU_25010	ORYLA16489, ORYLA08839
OG0003032	STRPU_09936	ORYLA01141, ORYLA08340
OG0003033	STRPU_18122	ORYLA09580
OG0003034	STRPU_05717, STRPU_05724	ORYLA00457, ORYLA04562, ORYLA04561
OG0003035	STRPU_23425, STRPU_01012	ORYLA12815, ORYLA17690
OG0003036	STRPU_20310	ORYLA06888, ORYLA13097
OG0003037	STRPU_10149, STRPU_10086	ORYLA17542
OG0003038	STRPU_03176, STRPU_00268	ORYLA03300, ORYLA05385
OG0003040	STRPU_06235, STRPU_06305, STRPU_06261	ORYLA07281, ORYLA07280
OG0003041	STRPU_24063	ORYLA05365
OG0003043	STRPU_04974	ORYLA13460
OG0003044	STRPU_02536, STRPU_15154	ORYLA04573
OG0003046	STRPU_24271, STRPU_24903	ORYLA15260, ORYLA06310
OG0003048	STRPU_25876	ORYLA15156, ORYLA08890
OG0003049	STRPU_18711	ORYLA17432, ORYLA12852, ORYLA06667
OG0003051	STRPU_09302, STRPU_05961	ORYLA03600, ORYLA09446
OG0003052	STRPU_15287	ORYLA19777
OG0003053	STRPU_19330	ORYLA02834
OG0003054	STRPU_06124	ORYLA12266, ORYLA09573
OG0003055	STRPU_00401, STRPU_19285	ORYLA07154, ORYLA12922, ORYLA13644
OG0003057	STRPU_17293	ORYLA03418, ORYLA11578
OG0003058	STRPU_24724	ORYLA11963, ORYLA20118, ORYLA13944
OG0003059	STRPU_21505	ORYLA00217, ORYLA04759
OG0003060	STRPU_18962, STRPU_18976	ORYLA16613, ORYLA06282, ORYLA13094
OG0003061	STRPU_21307	ORYLA04715, ORYLA00772, ORYLA10167, ORYLA11382
OG0003062	STRPU_25347	ORYLA06980, ORYLA15949, ORYLA12667
OG0003063	STRPU_23254	ORYLA10950
OG0003064	STRPU_22511	ORYLA13156
OG0003065	STRPU_01676, STRPU_02689	ORYLA05920, ORYLA02018
OG0003066	STRPU_01624, STRPU_11963	ORYLA15142, ORYLA14035, ORYLA11126
OG0003067	STRPU_09682	ORYLA17416
OG0003069	STRPU_00921, STRPU_08896	ORYLA13162
OG0003071	STRPU_05785	ORYLA01342
OG0003072	STRPU_23989	ORYLA13683, ORYLA10914
OG0003073	STRPU_14167	ORYLA04415
OG0003073	STRPU_26986	ORYLA14154
OG0003074	STRPU_25415	ORYLA16081, ORYLA01721, ORYLA05339
OG0003075	STRPU_04945	ORYLA09107
OG0003077	STRPU_08797	ORYLA16520, ORYLA00601, ORYLA00159, ORYLA16743
OG0003078	STRPU_20765	ORYLA10487
OG0003079	STRPU_26570	ORYLA14096, ORYLA06851, ORYLA13613
OG0003084	STRPU_05898, STRPU_27410, STRPU_27412, STRPU_27413, STRPU_27411, STRPU_27414, STRPU_26950, STRPU_05897	ORYLA03661, ORYLA03660
OG0003101	STRPU_24565	ORYLA10329, ORYLA09097, ORYLA16063, ORYLA15863
OG0003103	STRPU_08503	ORYLA01778
OG0003104	STRPU_16886	ORYLA02871, ORYLA13475
OG0003105	STRPU_27399	ORYLA01500
OG0003106	STRPU_26456	ORYLA14898
OG0003107	STRPU_25358	ORYLA15014, ORYLA12389
OG0003108	STRPU_12185	ORYLA11282, ORYLA15369
OG0003109	STRPU_08990	ORYLA16315
OG0003110	STRPU_06774, STRPU_06764	ORYLA09478
OG0003111	STRPU_19102, STRPU_25827	ORYLA00857
OG0003113	STRPU_07108	ORYLA10065
OG0003114	STRPU_20444	ORYLA07363
OG0003115	STRPU_26735	ORYLA06857, ORYLA17487
OG0003118	STRPU_23100	ORYLA16184, ORYLA10022, ORYLA08702
OG0003119	STRPU_02657	ORYLA20444
OG0003120	STRPU_04182	ORYLA19924
OG0003121	STRPU_26433	ORYLA14892, ORYLA13008
OG0003122	STRPU_20719	ORYLA04700, ORYLA10184
OG0003124	STRPU_15080	ORYLA02774
OG0003127	STRPU_20645	ORYLA10091
OG0003128	STRPU_14558	ORYLA00377
OG0003130	STRPU_14819	ORYLA03739
OG0003131	STRPU_15359	ORYLA17361, ORYLA20425
OG0003132	STRPU_24874	ORYLA02170
OG0003135	STRPU_20819	ORYLA03082
OG0003136	STRPU_20970	ORYLA03448, ORYLA10254
OG0003138	STRPU_11161	ORYLA10305
OG0003140	STRPU_27000	ORYLA18056, ORYLA18057, ORYLA12143, ORYLA20304
OG0003141	STRPU_11150	ORYLA20129, ORYLA01871, ORYLA05831
OG0003142	STRPU_26955	ORYLA17712
OG0003144	STRPU_17154	ORYLA04082
OG0003145	STRPU_19761	ORYLA13404, ORYLA06360
OG0003146	STRPU_24899	ORYLA11707
OG0003147	STRPU_09368	ORYLA20499
OG0003148	STRPU_21583	ORYLA11751, ORYLA05438, ORYLA19776
OG0003149	STRPU_27156, STRPU_27155, STRPU_27224, STRPU_27225	ORYLA05759
OG0003150	STRPU_06198, STRPU_06219	ORYLA01440, ORYLA09448
OG0003152	STRPU_09091, STRPU_02064	ORYLA16325, ORYLA08299, ORYLA16852
OG0003153	STRPU_25878	ORYLA18339
OG0003154	STRPU_18558	ORYLA06654
OG0003157	STRPU_05197	ORYLA04495
OG0003158	STRPU_24600	ORYLA08610, ORYLA09460, ORYLA08913
OG0003158	STRPU_24607	ORYLA15706
OG0003159	STRPU_04177	ORYLA02503, ORYLA17417, ORYLA05287
OG0003160	STRPU_10206	ORYLA05070, ORYLA19915
OG0003161	STRPU_20589	ORYLA18915, ORYLA10523, ORYLA18916
OG0003162	STRPU_10286	ORYLA11824, ORYLA10738, ORYLA03513
OG0003163	STRPU_26676	ORYLA13213, ORYLA17286
OG0003164	STRPU_05342	ORYLA20487, ORYLA00816
OG0003165	STRPU_06042	ORYLA08595, ORYLA10561
OG0003166	STRPU_06374	ORYLA04911, ORYLA04910
OG0003167	STRPU_14469, STRPU_14473	ORYLA16879, ORYLA03605
OG0003168	STRPU_00314, STRPU_08598	ORYLA16959, ORYLA00571
OG0003169	STRPU_18714	ORYLA09698
OG0003171	STRPU_20111, STRPU_20089	ORYLA06807
OG0003172	STRPU_13537	ORYLA09854
OG0003173	STRPU_14274, STRPU_14290	ORYLA00376, ORYLA02346
OG0003174	STRPU_05745	ORYLA20481
OG0003175	STRPU_24658	ORYLA01979, ORYLA06140
OG0003176	STRPU_25686, STRPU_25705	ORYLA12690
OG0003177	STRPU_09383, STRPU_01573	ORYLA00856
OG0003178	STRPU_21387	ORYLA03270
OG0003179	STRPU_04747	ORYLA00445
OG0003181	STRPU_08188	ORYLA00243
OG0003182	STRPU_25667	ORYLA06751
OG0003183	STRPU_23390	ORYLA16117, ORYLA02124
OG0003185	STRPU_11828	ORYLA12363, ORYLA15072
OG0003187	STRPU_18755	ORYLA12776
OG0003188	STRPU_27340	ORYLA12586, ORYLA14947
OG0003189	STRPU_17091	ORYLA04108
OG0003190	STRPU_22540, STRPU_14018, STRPU_13852	ORYLA00506
OG0003191	STRPU_02638, STRPU_24024	ORYLA18538, ORYLA15754
OG0003192	STRPU_24110, STRPU_24115	ORYLA09709, ORYLA08386
OG0003193	STRPU_06138	ORYLA12245, ORYLA09712
OG0003195	STRPU_08798	ORYLA16742
OG0003196	STRPU_25955, STRPU_00216, STRPU_09693, STRPU_09736	ORYLA06022
OG0003197	STRPU_06595	ORYLA18639
OG0003199	STRPU_22302	ORYLA15973, ORYLA15714
OG0003200	STRPU_07570	ORYLA05114
OG0003202	STRPU_04422	ORYLA02354
OG0003203	STRPU_22174, STRPU_22167	ORYLA02126, ORYLA16448
OG0003204	STRPU_05884	ORYLA08375
OG0003205	STRPU_26398	ORYLA12978, ORYLA12979, ORYLA17330
OG0003206	STRPU_05811	ORYLA16318
OG0003207	STRPU_23438, STRPU_00999	ORYLA14484, ORYLA19094
OG0003210	STRPU_20307	ORYLA02461, ORYLA06655
OG0003211	STRPU_23623	ORYLA20322
OG0003212	STRPU_23992	ORYLA15489, ORYLA10940
OG0003213	STRPU_27409	ORYLA06531
OG0003214	STRPU_02469, STRPU_13596	ORYLA09799
OG0003215	STRPU_21290	ORYLA00108, ORYLA19619
OG0003216	STRPU_02088, STRPU_09119, STRPU_08679	ORYLA19919, ORYLA19002, ORYLA05782
OG0003217	STRPU_18366	ORYLA13146, ORYLA02509
OG0003218	STRPU_05952	ORYLA19022
OG0003219	STRPU_05483	ORYLA07225, ORYLA00485
OG0003220	STRPU_17156	ORYLA01985, ORYLA05947
OG0003221	STRPU_24811	ORYLA02164, ORYLA02047
OG0003222	STRPU_25242	ORYLA15011, ORYLA12395, ORYLA09003
OG0003223	STRPU_08794	ORYLA15511
OG0003224	STRPU_22186	ORYLA08420
OG0003225	STRPU_03637, STRPU_03655	ORYLA19236, ORYLA19235
OG0003226	STRPU_01640, STRPU_11976	ORYLA12048
OG0003227	STRPU_09523	ORYLA15109
OG0003228	STRPU_21707, STRPU_21643	ORYLA10708
OG0003229	STRPU_00535, STRPU_15976	ORYLA07923, ORYLA01487
OG0003230	STRPU_09762, STRPU_09718	ORYLA08114
OG0003231	STRPU_07607	ORYLA20228
OG0003232	STRPU_21304, STRPU_21303	ORYLA10450, ORYLA04810, ORYLA19700, ORYLA04347, ORYLA01070
OG0003234	STRPU_08533	ORYLA01163
OG0003235	STRPU_22687	ORYLA20268
OG0003236	STRPU_22602	ORYLA02520, ORYLA16788
OG0003237	STRPU_08190	ORYLA04328, ORYLA07454, ORYLA09177
OG0003238	STRPU_01914, STRPU_22758	ORYLA12178
OG0003239	STRPU_26344	ORYLA15027
OG0003250	STRPU_07632	ORYLA11719, ORYLA16208
OG0003251	STRPU_26207	ORYLA05486, ORYLA12659
OG0003252	STRPU_20878	ORYLA11431, ORYLA10758
OG0003253	STRPU_26823	ORYLA14109, ORYLA17719, ORYLA12706
OG0003254	STRPU_21153	ORYLA01055
OG0003255	STRPU_22937	ORYLA01639
OG0003258	STRPU_11232, STRPU_11270	ORYLA13111
OG0003259	STRPU_04547	ORYLA17769
OG0003260	STRPU_18760	ORYLA13208, ORYLA02958
OG0003261	STRPU_24777	ORYLA06345, ORYLA06344, ORYLA06346, ORYLA03623
OG0003262	STRPU_14217	ORYLA04363, ORYLA17978
OG0003263	STRPU_08829	ORYLA05786
OG0003264	STRPU_07699, STRPU_07685	ORYLA08989, ORYLA06289
OG0003265	STRPU_23170	ORYLA14054, ORYLA11239
OG0003266	STRPU_03311	ORYLA03848, ORYLA04542
OG0003267	STRPU_04175	ORYLA19756
OG0003268	STRPU_26201	ORYLA01959
OG0003269	STRPU_08663	ORYLA07800, ORYLA16726
OG0003270	STRPU_23005, STRPU_00880	ORYLA14592
OG0003272	STRPU_05318	ORYLA19655, ORYLA19654, ORYLA07229
OG0003273	STRPU_21049	ORYLA04340
OG0003275	STRPU_25632	ORYLA09029, ORYLA13943
OG0003276	STRPU_20467	ORYLA07362, ORYLA10391, ORYLA00852, ORYLA11438
OG0003277	STRPU_22845	ORYLA20336, ORYLA15828, ORYLA13998
OG0003278	STRPU_20470	ORYLA12553
OG0003279	STRPU_05246	ORYLA01238
OG0003280	STRPU_03524, STRPU_03588	ORYLA05574
OG0003282	STRPU_09679	ORYLA04149, ORYLA01430
OG0003283	STRPU_23176	ORYLA19093
OG0003284	STRPU_24634	ORYLA18705
OG0003286	STRPU_08482	ORYLA16774
OG0003287	STRPU_16133, STRPU_16118	ORYLA15508, ORYLA11362
OG0003288	STRPU_05660	ORYLA04254
OG0003289	STRPU_25492	ORYLA09052, ORYLA09053, ORYLA15034, ORYLA12726
OG0003290	STRPU_19995	ORYLA06270, ORYLA06269
OG0003291	STRPU_14374	ORYLA04004
OG0003293	STRPU_22259	ORYLA14350
OG0003294	STRPU_05613, STRPU_05555	ORYLA12880
OG0003295	STRPU_10117, STRPU_10043, STRPU_00141	ORYLA04874, ORYLA19440
OG0003296	STRPU_00434, STRPU_14195	ORYLA18095, ORYLA02301
OG0003297	STRPU_08868, STRPU_00953	ORYLA16817
OG0003298	STRPU_05740	ORYLA01355
OG0003299	STRPU_19094	ORYLA12913
OG0003301	STRPU_16244, STRPU_16205	ORYLA03284, ORYLA12501
OG0003302	STRPU_04486	ORYLA01208
OG0003304	STRPU_02452	ORYLA05709
OG0003306	STRPU_23936, STRPU_23962	ORYLA15915
OG0003307	STRPU_04904	ORYLA00404, ORYLA01512
OG0003310	STRPU_14702, STRPU_09120, STRPU_09168, STRPU_00049, STRPU_26943, STRPU_05846, STRPU_10270, STRPU_14292, STRPU_01751, STRPU_01750	ORYLA19305
OG0003311	STRPU_24433	ORYLA01367, ORYLA08826, ORYLA06226
OG0003314	STRPU_05142, STRPU_05067	ORYLA04286, ORYLA00307
OG0003315	STRPU_24567	ORYLA05354
OG0003316	STRPU_00352, STRPU_11013	ORYLA06489
OG0003317	STRPU_09007	ORYLA00142
OG0003318	STRPU_23527	ORYLA14596, ORYLA15728
OG0003319	STRPU_07210	ORYLA15491, ORYLA07033
OG0003320	STRPU_09402, STRPU_01555	ORYLA17866
OG0003321	STRPU_25433	ORYLA19455, ORYLA05648
OG0003323	STRPU_09684, STRPU_09685	ORYLA02747
OG0003325	STRPU_04053	ORYLA08076, ORYLA04984
OG0003326	STRPU_09393, STRPU_01566	ORYLA04931
OG0003327	STRPU_19769, STRPU_00800	ORYLA02456, ORYLA06278
OG0003329	STRPU_27327, STRPU_27328	ORYLA17667, ORYLA02366
OG0003330	STRPU_27339	ORYLA14948
OG0003331	STRPU_15371	ORYLA03745
OG0003332	STRPU_07786	ORYLA06788, ORYLA02078
OG0003335	STRPU_20823	ORYLA10536
OG0003336	STRPU_20291	ORYLA13585, ORYLA16595, ORYLA17841
OG0003337	STRPU_11218, STRPU_11255	ORYLA20124
OG0003340	STRPU_24554	ORYLA05123, ORYLA01941
OG0003341	STRPU_21771	ORYLA00218
OG0003343	STRPU_15384	ORYLA03249
OG0003344	STRPU_07542, STRPU_00574	ORYLA11978
OG0003347	STRPU_01607, STRPU_13589	ORYLA09885, ORYLA04679
OG0003348	STRPU_24382	ORYLA07117, ORYLA09434
OG0003349	STRPU_04798, STRPU_04805	ORYLA00427, ORYLA04988, ORYLA08086
OG0003350	STRPU_06152	ORYLA09368, ORYLA09369, ORYLA06960, ORYLA03492, ORYLA01457
OG0003351	STRPU_00711, STRPU_22727	ORYLA14628
OG0003352	STRPU_23063, STRPU_00649	ORYLA08412, ORYLA10054
OG0003353	STRPU_23410, STRPU_01027	ORYLA10916
OG0003354	STRPU_22433	ORYLA19460, ORYLA19459, ORYLA00204
OG0003355	STRPU_04134	ORYLA02544, ORYLA05076, ORYLA07720
OG0003356	STRPU_08703, STRPU_01469	ORYLA00555, ORYLA16745
OG0003357	STRPU_09879	ORYLA01325
OG0003358	STRPU_01921, STRPU_22765	ORYLA14258
OG0003359	STRPU_12338	ORYLA11531
OG0003360	STRPU_12153, STRPU_12119	ORYLA10113
OG0003361	STRPU_21285	ORYLA10105, ORYLA03006
OG0003362	STRPU_05653	ORYLA03192
OG0003364	STRPU_12256	ORYLA14543, ORYLA16352
OG0003365	STRPU_24219, STRPU_01081	ORYLA11052, ORYLA14488
OG0003366	STRPU_20477, STRPU_20476, STRPU_20479, STRPU_20478	ORYLA19482
OG0003367	STRPU_02066, STRPU_09093	ORYLA19314
OG0003368	STRPU_09309	ORYLA01157
OG0003369	STRPU_04619	ORYLA17954, ORYLA05099
OG0003370	STRPU_24791	ORYLA02169, ORYLA05635
OG0003372	STRPU_18382	ORYLA13263, ORYLA19929
OG0003373	STRPU_11782, STRPU_11541, STRPU_11733	ORYLA11155, ORYLA15306
OG0003374	STRPU_16743, STRPU_01716	ORYLA05369
OG0003375	STRPU_27269, STRPU_27284	ORYLA17409
OG0003376	STRPU_09336	ORYLA07502
OG0003377	STRPU_12932	ORYLA12102
OG0003378	STRPU_12591	ORYLA12071
OG0003379	STRPU_24222, STRPU_24221, STRPU_01079	ORYLA05666
OG0003380	STRPU_14745	ORYLA02294, ORYLA17353
OG0003381	STRPU_12349	ORYLA10983, ORYLA12366
OG0003382	STRPU_00632, STRPU_12505	ORYLA06657, ORYLA06055
OG0003383	STRPU_23796	ORYLA08272
OG0003384	STRPU_01561, STRPU_09397	ORYLA00693, ORYLA05038, ORYLA17993, ORYLA17992, ORYLA14121
OG0003385	STRPU_22039	ORYLA16115
OG0003386	STRPU_10904	ORYLA06516, ORYLA12917
OG0003387	STRPU_00430, STRPU_14199, STRPU_17499, STRPU_17500, STRPU_17502, STRPU_17498, STRPU_17501	ORYLA16634
OG0003388	STRPU_04625, STRPU_04647	ORYLA19757, ORYLA04964
OG0003391	STRPU_21082	ORYLA10703
OG0003392	STRPU_08299	ORYLA00140, ORYLA00535
OG0003393	STRPU_17374	ORYLA08548
OG0003394	STRPU_22083	ORYLA09650
OG0003396	STRPU_23105	ORYLA20291
OG0003419	STRPU_03427	ORYLA07674
OG0003420	STRPU_19692, STRPU_19622, STRPU_19693	ORYLA13381, ORYLA02466
OG0003421	STRPU_05462	ORYLA20432
OG0003422	STRPU_12647	ORYLA11143
OG0003424	STRPU_08669	ORYLA16837
OG0003425	STRPU_27213	ORYLA19551, ORYLA19552
OG0003426	STRPU_21596	ORYLA01060
OG0003428	STRPU_04993	ORYLA07230
OG0003429	STRPU_11803	ORYLA15696
OG0003430	STRPU_03710	ORYLA04134, ORYLA05926
OG0003431	STRPU_13834	ORYLA13930, ORYLA13647
OG0003432	STRPU_24262, STRPU_01043	ORYLA09229
OG0003433	STRPU_06151	ORYLA04481
OG0003434	STRPU_22971	ORYLA08873
OG0003435	STRPU_20684	ORYLA11612, ORYLA10262
OG0003437	STRPU_08656, STRPU_08360, STRPU_08658	ORYLA16686, ORYLA18274, ORYLA16631
OG0003439	STRPU_06448	ORYLA08660
OG0003440	STRPU_05917	ORYLA09996, ORYLA09995, ORYLA19837
OG0003441	STRPU_23175	ORYLA11240, ORYLA14053
OG0003442	STRPU_05359	ORYLA03904, ORYLA07561, ORYLA08501, ORYLA13557
OG0003443	STRPU_21532	ORYLA08295, ORYLA10121
OG0003444	STRPU_12122, STRPU_12155	ORYLA12477, ORYLA15139
OG0003445	STRPU_20383	ORYLA02950
OG0003448	STRPU_25380	ORYLA12750
OG0003449	STRPU_08215	ORYLA08945
OG0003450	STRPU_04502	ORYLA06472
OG0003451	STRPU_18049	ORYLA09529
OG0003453	STRPU_15285	ORYLA17585
OG0003454	STRPU_13689, STRPU_02387	ORYLA16419, ORYLA05702, ORYLA07880
OG0003455	STRPU_21218	ORYLA15928
OG0003456	STRPU_08652	ORYLA16281
OG0003457	STRPU_25059	ORYLA07032, ORYLA10641
OG0003459	STRPU_21409	ORYLA04696, ORYLA10058
OG0003460	STRPU_21209	ORYLA20040, ORYLA04718
OG0003461	STRPU_12813	ORYLA14029
OG0003462	STRPU_01190, STRPU_19960	ORYLA16610
OG0003463	STRPU_21459	ORYLA18517, ORYLA11792
OG0003464	STRPU_08415	ORYLA07795
OG0003465	STRPU_19515	ORYLA17241
OG0003466	STRPU_10203, STRPU_09366, STRPU_09367	ORYLA08173, ORYLA02600, ORYLA01193
OG0003467	STRPU_04466	ORYLA02217
OG0003469	STRPU_25927	ORYLA02002
OG0003470	STRPU_27335	ORYLA17233
OG0003471	STRPU_21792	ORYLA05163
OG0003472	STRPU_05425	ORYLA09943
OG0003473	STRPU_03744	ORYLA03676
OG0003474	STRPU_24367	ORYLA05348, ORYLA01720, ORYLA01933
OG0003475	STRPU_18099, STRPU_01787	ORYLA09037
OG0003476	STRPU_22836	ORYLA10956
OG0003477	STRPU_07450, STRPU_07441	ORYLA05136
OG0003478	STRPU_20938	ORYLA10473
OG0003479	STRPU_01940, STRPU_22782	ORYLA19858, ORYLA19857, ORYLA19376, ORYLA14248
OG0003480	STRPU_25605	ORYLA14009
OG0003481	STRPU_22807, STRPU_01966	ORYLA09851
OG0003482	STRPU_12951	ORYLA19870
OG0003483	STRPU_04672	ORYLA05235
OG0003486	STRPU_17601	ORYLA11922
OG0003487	STRPU_10374	ORYLA01531
OG0003488	STRPU_07310	ORYLA09086
OG0003489	STRPU_24792	ORYLA10608, ORYLA05128
OG0003490	STRPU_14276, STRPU_14293	ORYLA09588
OG0003491	STRPU_06727	ORYLA01435, ORYLA03786, ORYLA08768
OG0003492	STRPU_04886	ORYLA19071
OG0003493	STRPU_19324	ORYLA06634
OG0003495	STRPU_07616	ORYLA15496, ORYLA20263, ORYLA20109
OG0003497	STRPU_03308	ORYLA03780
OG0003498	STRPU_24846	ORYLA00351
OG0003499	STRPU_05492	ORYLA14587
OG0003500	STRPU_02909, STRPU_21217	ORYLA11323
OG0003501	STRPU_18507	ORYLA13017
OG0003502	STRPU_14905	ORYLA03987
OG0003503	STRPU_09082, STRPU_02055	ORYLA08311
OG0003504	STRPU_08880, STRPU_00941	ORYLA00809, ORYLA05813, ORYLA05814
OG0003505	STRPU_26126	ORYLA15188
OG0003506	STRPU_05341	ORYLA03663, ORYLA07315
OG0003507	STRPU_19336	ORYLA13206, ORYLA13567
OG0003508	STRPU_13552	ORYLA09159, ORYLA06715
OG0003509	STRPU_10961	ORYLA07419
OG0003510	STRPU_25664	ORYLA14280
OG0003511	STRPU_26830	ORYLA17668
OG0003512	STRPU_14597	ORYLA17979, ORYLA14116
OG0003513	STRPU_13821	ORYLA19681, ORYLA05692
OG0003514	STRPU_22096	ORYLA14323, ORYLA13834, ORYLA20337
OG0003515	STRPU_05774	ORYLA00165
OG0003517	STRPU_12195	ORYLA14850, ORYLA11261
OG0003518	STRPU_26026	ORYLA02219
OG0003519	STRPU_13946	ORYLA06032
OG0003520	STRPU_20485	ORYLA10150
OG0003521	STRPU_05389	ORYLA03229
OG0003522	STRPU_08126, STRPU_08113	ORYLA11321, ORYLA10376
OG0003523	STRPU_11145	ORYLA06822
OG0003524	STRPU_11329	ORYLA14492
OG0003525	STRPU_22611	ORYLA06258
OG0003526	STRPU_21377	ORYLA05238, ORYLA00105, ORYLA08676
OG0003528	STRPU_17490, STRPU_17491, STRPU_17489	ORYLA09598
OG0003529	STRPU_13249	ORYLA08755, ORYLA16493
OG0003530	STRPU_25170	ORYLA08384, ORYLA09655
OG0003531	STRPU_20597	ORYLA10765, ORYLA01076
OG0003532	STRPU_10739	ORYLA09550
OG0003533	STRPU_22386	ORYLA20154
OG0003534	STRPU_21654, STRPU_21719	ORYLA04728, ORYLA10480
OG0003535	STRPU_09979, STRPU_09956	ORYLA17733, ORYLA17692
OG0003536	STRPU_08040	ORYLA20264
OG0003537	STRPU_09412, STRPU_01545	ORYLA02972
OG0003538	STRPU_05821	ORYLA04723
OG0003539	STRPU_22523	ORYLA00317
OG0003541	STRPU_25471	ORYLA12459
OG0003543	STRPU_16716	ORYLA06025
OG0003544	STRPU_07440, STRPU_07449	ORYLA05956
OG0003545	STRPU_09297	ORYLA16290, ORYLA00780, ORYLA16888
OG0003546	STRPU_19647, STRPU_19674	ORYLA02573, ORYLA06777
OG0003547	STRPU_12469	ORYLA15005
OG0003548	STRPU_09626	ORYLA07339, ORYLA19601
OG0003549	STRPU_17894	ORYLA11604, ORYLA13044
OG0003550	STRPU_01035, STRPU_23404	ORYLA06826, ORYLA09869
OG0003551	STRPU_18972, STRPU_18959	ORYLA17122, ORYLA02512, ORYLA02511
OG0003552	STRPU_20147	ORYLA06559, ORYLA12973
OG0003553	STRPU_10274	ORYLA02388
OG0003554	STRPU_09335	ORYLA02272, ORYLA04649
OG0003555	STRPU_09097, STRPU_02068	ORYLA08290
OG0003556	STRPU_08012	ORYLA11308, ORYLA15858, ORYLA16060
OG0003557	STRPU_20157	ORYLA17940, ORYLA05103
OG0003558	STRPU_27128	ORYLA12673
OG0003560	STRPU_20500	ORYLA10146
OG0003561	STRPU_17360, STRPU_17346	ORYLA11603, ORYLA09116
OG0003562	STRPU_24859	ORYLA16057, ORYLA05508
OG0003563	STRPU_01477, STRPU_08694	ORYLA08166
OG0003564	STRPU_09624	ORYLA02602, ORYLA17999, ORYLA01509
OG0003565	STRPU_15924, STRPU_00493, STRPU_08942, STRPU_12900	ORYLA04938, ORYLA17732
OG0003566	STRPU_11918, STRPU_11878	ORYLA12377
OG0003567	STRPU_02062, STRPU_09090	ORYLA16922
OG0003568	STRPU_14841	ORYLA17899
OG0003569	STRPU_23349	ORYLA14706, ORYLA13674
OG0003570	STRPU_02794	ORYLA06235, ORYLA06236
OG0003571	STRPU_26236	ORYLA05684, ORYLA15032
OG0003572	STRPU_21159, STRPU_21167	ORYLA03054, ORYLA01059, ORYLA11318, ORYLA10495
OG0003573	STRPU_14812	ORYLA18884
OG0003576	STRPU_25516	ORYLA15848, ORYLA19484
OG0003577	STRPU_22045	ORYLA05673
OG0003578	STRPU_14245	ORYLA19177
OG0003579	STRPU_04470	ORYLA07706
OG0003581	STRPU_24378	ORYLA04075
OG0003582	STRPU_22683	ORYLA13955
OG0003598	STRPU_00768, STRPU_19800	ORYLA13193, ORYLA02886
OG0003600	STRPU_25452	ORYLA20278
OG0003601	STRPU_13952	ORYLA10294, ORYLA10291, ORYLA10290
OG0003604	STRPU_14769, STRPU_02554	ORYLA03970, ORYLA03472, ORYLA14112, ORYLA17897
OG0003607	STRPU_21163, STRPU_21155	ORYLA08341
OG0003608	STRPU_20365	ORYLA13187
OG0003610	STRPU_01053, STRPU_24252	ORYLA11705
OG0003611	STRPU_09452, STRPU_01510	ORYLA01222
OG0003612	STRPU_18969, STRPU_18956	ORYLA05697
OG0003613	STRPU_12108, STRPU_12143	ORYLA14322, ORYLA13861
OG0003615	STRPU_19046	ORYLA07166
OG0003616	STRPU_01981	ORYLA13901, ORYLA15935, ORYLA17835
OG0003617	STRPU_13092, STRPU_13104	ORYLA20096
OG0003618	STRPU_08027, STRPU_02032	ORYLA09085
OG0003619	STRPU_05456	ORYLA00995
OG0003620	STRPU_00502, STRPU_15940	ORYLA16131
OG0003621	STRPU_17041, STRPU_01807	ORYLA04086
OG0003622	STRPU_10952, STRPU_21646, STRPU_21710	ORYLA11687
