Orthogroup	STRPU_ok	BRAFL
OG0004129	STRPU_22276	bflo_11378, bflo_11922
OG0004130	STRPU_16002	bflo_05927
OG0004131	STRPU_14462, STRPU_14463	bflo_16570
OG0004132	STRPU_26195	bflo_13126
OG0004133	STRPU_07007	bflo_21730
OG0004134	STRPU_10399	bflo_09300
OG0004135	STRPU_00976, STRPU_08840	bflo_23100
OG0004136	STRPU_18932	bflo_25663, bflo_25662
OG0004137	STRPU_26642	bflo_05477
OG0004138	STRPU_17076	bflo_18230
OG0004139	STRPU_18649	bflo_26265
OG0004141	STRPU_22323, STRPU_22305	bflo_11700
OG0004142	STRPU_22286	bflo_11007
OG0004143	STRPU_27285	bflo_04320
OG0004144	STRPU_13998	bflo_18803
OG0004145	STRPU_21032	bflo_17954
OG0004146	STRPU_14257	bflo_20192
OG0004147	STRPU_22168, STRPU_22175	bflo_26420
OG0004148	STRPU_13669, STRPU_02401	bflo_18685
OG0004149	STRPU_06926, STRPU_06908	bflo_22473
OG0004150	STRPU_17897	bflo_09053
OG0004153	STRPU_04733, STRPU_04726	bflo_07572, bflo_07571
OG0004154	STRPU_23784	bflo_05130, bflo_01086
OG0004156	STRPU_23130	bflo_12353
OG0004157	STRPU_23152	bflo_11422
OG0004158	STRPU_24023, STRPU_02639	bflo_02113
OG0004159	STRPU_21251	bflo_05541
OG0004160	STRPU_19074	bflo_25508
OG0004161	STRPU_24354	bflo_13481, bflo_27086
OG0004162	STRPU_08075	bflo_23463
OG0004163	STRPU_12646	bflo_05333, bflo_05332, bflo_10119
OG0004164	STRPU_04686	bflo_07953
OG0004166	STRPU_09733, STRPU_09689	bflo_10003
OG0004167	STRPU_21156, STRPU_21164	bflo_06366
OG0004168	STRPU_14329	bflo_03869
OG0004169	STRPU_08900, STRPU_00919	bflo_23613
OG0004170	STRPU_12942, STRPU_12955	bflo_08931
OG0004171	STRPU_16148	bflo_08244
OG0004174	STRPU_18461, STRPU_18420	bflo_25477
OG0004175	STRPU_18679	bflo_13043
OG0004176	STRPU_05147, STRPU_05071	bflo_07261
OG0004178	STRPU_23007, STRPU_00881	bflo_11717
OG0004179	STRPU_08384	bflo_23006
OG0004180	STRPU_14125, STRPU_14113	bflo_19742, bflo_19473
OG0004181	STRPU_05420, STRPU_05421	bflo_14869
OG0004182	STRPU_17424	bflo_27213, bflo_17268, bflo_17270, bflo_04774
OG0004183	STRPU_20295	bflo_08248
OG0004184	STRPU_08996	bflo_17251
OG0004185	STRPU_15635	bflo_21307
OG0004186	STRPU_21395	bflo_07573
OG0004187	STRPU_26055	bflo_13222
OG0004188	STRPU_16239, STRPU_16200, STRPU_10934	bflo_11714, bflo_16377
OG0004189	STRPU_15403	bflo_20223
OG0004190	STRPU_08808	bflo_23894
OG0004197	STRPU_24927, STRPU_24926, STRPU_24925	bflo_24807
OG0004214	STRPU_24335	bflo_05900
OG0004215	STRPU_14765, STRPU_02559	bflo_20025
OG0004216	STRPU_26208	bflo_12603
OG0004217	STRPU_04965	bflo_14087
OG0004218	STRPU_14308	bflo_21045, bflo_20460
OG0004219	STRPU_24948	bflo_02280
OG0004220	STRPU_26863	bflo_01267
OG0004223	STRPU_24406	bflo_01727
OG0004225	STRPU_23672, STRPU_23647	bflo_00301
OG0004226	STRPU_13717	bflo_19811
OG0004227	STRPU_11362	bflo_25102
OG0004229	STRPU_04722	bflo_07812
OG0004230	STRPU_03309	bflo_14845
OG0004231	STRPU_26733	bflo_05384
OG0004232	STRPU_10212	bflo_10173
OG0004233	STRPU_11044, STRPU_00382	bflo_24143
OG0004234	STRPU_11065	bflo_24057
OG0004235	STRPU_02171, STRPU_09204	bflo_23719
OG0004236	STRPU_20693	bflo_07373
OG0004237	STRPU_05856	bflo_14843
OG0004239	STRPU_20308	bflo_16055
OG0004240	STRPU_20696	bflo_14064
OG0004241	STRPU_06100	bflo_22009
OG0004242	STRPU_27250	bflo_05828
OG0004243	STRPU_25021	bflo_02341
OG0004244	STRPU_22838	bflo_11658
OG0004245	STRPU_09672	bflo_10377
OG0004246	STRPU_22152	bflo_23079
OG0004247	STRPU_03726	bflo_19177, bflo_17721
OG0004248	STRPU_11280, STRPU_11242, STRPU_11281	bflo_24542, bflo_24543
OG0004249	STRPU_05688	bflo_14267
OG0004250	STRPU_20579	bflo_20438
OG0004251	STRPU_01202, STRPU_19972, STRPU_19973	bflo_16457
OG0004252	STRPU_06470, STRPU_06473	bflo_03055
OG0004253	STRPU_14726	bflo_21064
OG0004254	STRPU_04154	bflo_08133
OG0004255	STRPU_11353	bflo_25003
OG0004257	STRPU_15432	bflo_01868
OG0004258	STRPU_05921	bflo_14122
OG0004259	STRPU_27359	bflo_03895
OG0004260	STRPU_22106	bflo_07593
OG0004262	STRPU_21542	bflo_17291
OG0004263	STRPU_13850	bflo_18760
OG0004264	STRPU_04270	bflo_07431
OG0004265	STRPU_26380	bflo_16650
OG0004266	STRPU_15217, STRPU_15164, STRPU_15165	bflo_19971
OG0004267	STRPU_12036	bflo_04121
OG0004268	STRPU_04469	bflo_13534
OG0004269	STRPU_09465, STRPU_09466	bflo_23956
OG0004270	STRPU_27064	bflo_05847
OG0004271	STRPU_21998	bflo_11927
OG0004272	STRPU_26435	bflo_05950
OG0004273	STRPU_08464	bflo_23163
OG0004274	STRPU_25495	bflo_04876, bflo_13254
OG0004275	STRPU_16562, STRPU_16544	bflo_19058
OG0004277	STRPU_17561, STRPU_17589	bflo_17664
OG0004278	STRPU_26571	bflo_26456
OG0004279	STRPU_19399	bflo_15836
OG0004280	STRPU_16617	bflo_05742, bflo_18667
OG0004281	STRPU_03363	bflo_09552
OG0004282	STRPU_24365	bflo_01697
OG0004284	STRPU_10181	bflo_10091
OG0004285	STRPU_09806	bflo_09644
OG0004286	STRPU_16779, STRPU_01753, STRPU_16776, STRPU_16778	bflo_19820
OG0004287	STRPU_20550	bflo_22517
OG0004288	STRPU_25897	bflo_13055
OG0004289	STRPU_20972	bflo_16900
OG0004290	STRPU_25362	bflo_12592
OG0004291	STRPU_21078	bflo_09709
OG0004292	STRPU_18201	bflo_24769
OG0004294	STRPU_11546	bflo_20010
OG0004295	STRPU_18784	bflo_25243
OG0004296	STRPU_04115	bflo_08135
OG0004297	STRPU_20036	bflo_01520
OG0004298	STRPU_00904, STRPU_23030	bflo_14807
OG0004299	STRPU_05475	bflo_14117
OG0004301	STRPU_02519, STRPU_15137	bflo_21149
OG0004302	STRPU_14723	bflo_20299
OG0004303	STRPU_06629	bflo_21593
OG0004304	STRPU_10222	bflo_10723
OG0004305	STRPU_10897, STRPU_10895	bflo_05913
OG0004306	STRPU_00569, STRPU_07534	bflo_06377
OG0004307	STRPU_08356	bflo_23131
OG0004308	STRPU_17528	bflo_17611
OG0004309	STRPU_11289	bflo_07674
OG0004310	STRPU_22930	bflo_07406
OG0004311	STRPU_26858	bflo_05859
OG0004312	STRPU_26183	bflo_18032
OG0004313	STRPU_14247	bflo_20212
OG0004314	STRPU_19410	bflo_15802
OG0004315	STRPU_09779	bflo_09497
OG0004316	STRPU_16713	bflo_24460
OG0004317	STRPU_14184	bflo_19864
OG0004318	STRPU_08553	bflo_23343
OG0004319	STRPU_11528	bflo_03033
OG0004320	STRPU_06054	bflo_22155
OG0004321	STRPU_04553	bflo_07360, bflo_21224
OG0004322	STRPU_07127	bflo_04745
OG0004323	STRPU_17059, STRPU_17055	bflo_18175
OG0004324	STRPU_24904	bflo_01085
OG0004325	STRPU_13245	bflo_12662
OG0004327	STRPU_24331, STRPU_05772	bflo_14246
OG0004328	STRPU_24297	bflo_01149
OG0004329	STRPU_09615	bflo_09988, bflo_02398
OG0004330	STRPU_21871	bflo_18848
OG0004331	STRPU_21658, STRPU_21723	bflo_18890
OG0004332	STRPU_03284, STRPU_03249	bflo_24713
OG0004333	STRPU_24897	bflo_01460
OG0004334	STRPU_18166, STRPU_18150	bflo_25607
OG0004335	STRPU_05371	bflo_14442
OG0004336	STRPU_25732	bflo_07414, bflo_13336
OG0004337	STRPU_09403, STRPU_01558, STRPU_01556, STRPU_09401, STRPU_09400	bflo_09505
OG0004338	STRPU_05398	bflo_14114
OG0004339	STRPU_14320	bflo_21099
OG0004340	STRPU_08486	bflo_23322, bflo_22794
OG0004341	STRPU_02059, STRPU_09086	bflo_23516
OG0004342	STRPU_05762	bflo_08386
OG0004343	STRPU_05384	bflo_09298
OG0004344	STRPU_22062	bflo_07396
OG0004345	STRPU_19863, STRPU_19890	bflo_16427
OG0004346	STRPU_16739, STRPU_01711, STRPU_15791, STRPU_15792, STRPU_16173, STRPU_02651	bflo_19751
OG0004347	STRPU_02516, STRPU_15134	bflo_20345
OG0004348	STRPU_06508	bflo_21350
OG0004349	STRPU_23509	bflo_12358
OG0004350	STRPU_16900	bflo_18288, bflo_18444
OG0004351	STRPU_10892	bflo_24757
OG0004352	STRPU_10734	bflo_24539
OG0004353	STRPU_10473	bflo_24646
OG0004354	STRPU_03448	bflo_14863
OG0004355	STRPU_24976	bflo_16043
OG0004357	STRPU_07481	bflo_11494
OG0004358	STRPU_23362	bflo_11539
OG0004359	STRPU_23834, STRPU_23872	bflo_15102
OG0004360	STRPU_24625	bflo_05338
OG0004361	STRPU_12471	bflo_15552
OG0004362	STRPU_01645, STRPU_11982	bflo_04119
OG0004364	STRPU_21818	bflo_13993
OG0004365	STRPU_21985	bflo_19418
OG0004366	STRPU_25733	bflo_12765
OG0004367	STRPU_21494, STRPU_21485	bflo_21281
OG0004368	STRPU_19467	bflo_16051
OG0004369	STRPU_19645, STRPU_19675	bflo_16942
OG0004370	STRPU_06731	bflo_21301
OG0004372	STRPU_18914, STRPU_18915, STRPU_18879, STRPU_18917, STRPU_18878, STRPU_18916	bflo_04811
OG0004373	STRPU_18651	bflo_06065
OG0004374	STRPU_14956, STRPU_14987	bflo_20012
OG0004375	STRPU_21903	bflo_07701
OG0004376	STRPU_14838	bflo_20526
OG0004377	STRPU_13587, STRPU_01605	bflo_19356
OG0004378	STRPU_14220	bflo_07641
OG0004381	STRPU_27030	bflo_09247
OG0004382	STRPU_26803	bflo_06113
OG0004383	STRPU_20811	bflo_27132, bflo_14288, bflo_14991
OG0004384	STRPU_21328	bflo_15995
OG0004385	STRPU_20019	bflo_15870
OG0004386	STRPU_15588, STRPU_02218	bflo_20435
OG0004387	STRPU_03713, STRPU_03716	bflo_09116, bflo_08752
OG0004388	STRPU_07888	bflo_05660
OG0004389	STRPU_18432, STRPU_18475	bflo_26325
OG0004390	STRPU_20364	bflo_17071
OG0004391	STRPU_04771	bflo_08434
OG0004392	STRPU_04849	bflo_07121
OG0004393	STRPU_10284	bflo_09718
OG0004394	STRPU_05865	bflo_14723
OG0004395	STRPU_23960, STRPU_23934	bflo_12354
OG0004396	STRPU_10960	bflo_24471
OG0004397	STRPU_25491	bflo_13249
OG0004398	STRPU_14743	bflo_20532
OG0004399	STRPU_23354	bflo_11895
OG0004400	STRPU_24835	bflo_01509
OG0004401	STRPU_22184	bflo_00348
OG0004402	STRPU_05533, STRPU_05593	bflo_14968
OG0004403	STRPU_22439	bflo_06952
OG0004404	STRPU_03631	bflo_21918
OG0004405	STRPU_09173, STRPU_02136	bflo_23675
OG0004406	STRPU_20717	bflo_13880
OG0004407	STRPU_21160, STRPU_21168, STRPU_21169	bflo_24382
OG0004408	STRPU_06859, STRPU_06855	bflo_21379
OG0004409	STRPU_21996	bflo_12253
OG0004413	STRPU_23910	bflo_11285
OG0004414	STRPU_24538	bflo_00981
OG0004415	STRPU_13688, STRPU_02388	bflo_18620
OG0004417	STRPU_19276, STRPU_00411	bflo_25703
OG0004418	STRPU_12510, STRPU_12484	bflo_09866
OG0004419	STRPU_09977, STRPU_09954	bflo_09260
OG0004420	STRPU_11444	bflo_24578
OG0004421	STRPU_23460, STRPU_00982	bflo_10986
OG0004422	STRPU_27279, STRPU_27262	bflo_05990
OG0004423	STRPU_07349, STRPU_07348, STRPU_07901, STRPU_07902, STRPU_07928	bflo_06771
OG0004424	STRPU_23668, STRPU_23642	bflo_11552
OG0004425	STRPU_24641	bflo_02356
OG0004426	STRPU_20530, STRPU_20532	bflo_13509
OG0004457	STRPU_25739	bflo_12917
OG0004458	STRPU_01994, STRPU_16944, STRPU_16959, STRPU_16957, STRPU_02009, STRPU_02007, STRPU_16965, STRPU_18047, STRPU_01757	bflo_25350
OG0004459	STRPU_09571	bflo_09372
OG0004460	STRPU_26151	bflo_12840
OG0004461	STRPU_16622	bflo_11262
OG0004462	STRPU_06172	bflo_21993
OG0004463	STRPU_15084	bflo_20522
OG0004465	STRPU_07028	bflo_05736, bflo_05733
OG0004467	STRPU_15008	bflo_20572
OG0004468	STRPU_15279	bflo_20382
OG0004471	STRPU_23984	bflo_00929
OG0004472	STRPU_10341	bflo_10789
OG0004473	STRPU_17247	bflo_10611
OG0004473	STRPU_17245, STRPU_17246	bflo_09679
OG0004474	STRPU_11443	bflo_14427
OG0004475	STRPU_02128	bflo_22915
OG0004476	STRPU_05459	bflo_05841
OG0004477	STRPU_26944	bflo_06106
OG0004478	STRPU_25354	bflo_12521
OG0004479	STRPU_25490	bflo_13215
OG0004480	STRPU_03305	bflo_05296
OG0004481	STRPU_27176	bflo_26415
OG0004482	STRPU_22933, STRPU_22934	bflo_00371
OG0004483	STRPU_22442	bflo_26479
OG0004484	STRPU_11038, STRPU_00376	bflo_24462
OG0004485	STRPU_02839	bflo_08085
OG0004486	STRPU_25549, STRPU_00815	bflo_12928
OG0004487	STRPU_05739	bflo_11125, bflo_13011
OG0004488	STRPU_26430	bflo_06230
OG0004489	STRPU_01983, STRPU_22823	bflo_11412
OG0004490	STRPU_10416	bflo_16236, bflo_03321
OG0004491	STRPU_26194	bflo_13622
OG0004492	STRPU_14985, STRPU_14954	bflo_20550
OG0004493	STRPU_17332, STRPU_17354, STRPU_17317	bflo_17475
OG0004494	STRPU_08650	bflo_22629
OG0004495	STRPU_20165, STRPU_20159	bflo_13385
OG0004497	STRPU_25842	bflo_12550
OG0004498	STRPU_25250	bflo_13885
OG0004499	STRPU_21553	bflo_11750
OG0004500	STRPU_07478	bflo_06052
OG0004501	STRPU_16986	bflo_17400
OG0004502	STRPU_06181, STRPU_06211, STRPU_06212, STRPU_06185, STRPU_06182	bflo_22105
OG0004503	STRPU_05123, STRPU_05048	bflo_14782
OG0004505	STRPU_24031, STRPU_02633	bflo_02171
OG0004506	STRPU_09238	bflo_23062
OG0004507	STRPU_26831	bflo_06594
OG0004508	STRPU_12775, STRPU_02362	bflo_09467
OG0004509	STRPU_20073, STRPU_19808, STRPU_00760	bflo_17080
OG0004510	STRPU_05336	bflo_14873, bflo_15347
OG0004511	STRPU_25065	bflo_15924
OG0004512	STRPU_21468	bflo_23496, bflo_16546
OG0004513	STRPU_24975	bflo_08350
OG0004514	STRPU_14566	bflo_20987
OG0004515	STRPU_09715, STRPU_09759	bflo_26975, bflo_10817
OG0004516	STRPU_15095	bflo_04748, bflo_20144
OG0004517	STRPU_08537	bflo_23362
OG0004518	STRPU_20077, STRPU_20104	bflo_16710
OG0004519	STRPU_23291	bflo_11096
OG0004520	STRPU_06769	bflo_21786
OG0004521	STRPU_15629, STRPU_15616	bflo_07182
OG0004523	STRPU_26732	bflo_05747
OG0004524	STRPU_18681	bflo_22873
OG0004525	STRPU_08186	bflo_15861
OG0004526	STRPU_19898, STRPU_19872	bflo_15645
OG0004527	STRPU_08149	bflo_22761
OG0004528	STRPU_08983	bflo_17241
OG0004529	STRPU_24902	bflo_24826
OG0004530	STRPU_05253, STRPU_05269	bflo_14830
OG0004531	STRPU_05381, STRPU_05466	bflo_15089, bflo_15090
OG0004532	STRPU_09265	bflo_22983
OG0004533	STRPU_22451	bflo_07628
OG0004534	STRPU_04976	bflo_14156
OG0004535	STRPU_20971	bflo_06382
OG0004536	STRPU_07016	bflo_05637
OG0004537	STRPU_20100, STRPU_20122	bflo_08291, bflo_05042
OG0004538	STRPU_21077	bflo_06518
OG0004539	STRPU_00731, STRPU_20735	bflo_05863
OG0004540	STRPU_24633	bflo_02795
OG0004541	STRPU_16941, STRPU_16932, STRPU_11408, STRPU_11409	bflo_17993
OG0004542	STRPU_12852, STRPU_12862	bflo_09402
OG0004543	STRPU_22430	bflo_00318
OG0004544	STRPU_22295	bflo_12181
OG0004545	STRPU_18557	bflo_16418
OG0004546	STRPU_20037	bflo_06485
OG0004547	STRPU_23159	bflo_11802
OG0004548	STRPU_20408	bflo_15915
OG0004549	STRPU_12502, STRPU_00638	bflo_09910
OG0004549	STRPU_12501	bflo_09909
OG0004550	STRPU_11539	bflo_03833
OG0004551	STRPU_13302	bflo_23479
OG0004553	STRPU_17878	bflo_04450
OG0004554	STRPU_16784	bflo_24473
OG0004555	STRPU_25721	bflo_27055, bflo_12751
OG0004556	STRPU_15459	bflo_20298
OG0004557	STRPU_13516	bflo_18811
OG0004558	STRPU_00553, STRPU_10690	bflo_24327
OG0004559	STRPU_01434, STRPU_08736	bflo_23454
OG0004560	STRPU_06539, STRPU_06561	bflo_21738
OG0004561	STRPU_06803	bflo_21390, bflo_04768
OG0004563	STRPU_12094	bflo_01881
OG0004564	STRPU_20730, STRPU_00727	bflo_09365
OG0004565	STRPU_21813	bflo_05792
OG0004566	STRPU_07797	bflo_05496
OG0004567	STRPU_24575	bflo_01420
OG0004568	STRPU_20635	bflo_15367, bflo_26968, bflo_10690
OG0004569	STRPU_15605, STRPU_02203	bflo_22265, bflo_19832
OG0004570	STRPU_21345	bflo_24052
OG0004571	STRPU_00500, STRPU_15931	bflo_00878
OG0004572	STRPU_25507	bflo_13327
OG0004572	STRPU_08793	bflo_13783
OG0004573	STRPU_15071	bflo_20186
OG0004574	STRPU_12120, STRPU_12154	bflo_03205
OG0004575	STRPU_05431, STRPU_08811	bflo_18594
OG0004576	STRPU_09627	bflo_08967
OG0004577	STRPU_26190	bflo_12511
OG0004578	STRPU_19395	bflo_16288
OG0004579	STRPU_22367	bflo_11289
OG0004580	STRPU_11267, STRPU_11229	bflo_24842
OG0004581	STRPU_06299, STRPU_06345	bflo_22410
OG0004582	STRPU_18765	bflo_25760
OG0004583	STRPU_07152	bflo_26211
OG0004584	STRPU_16995	bflo_18182
OG0004585	STRPU_25453	bflo_13881
OG0004587	STRPU_05894	bflo_14705
OG0004588	STRPU_15207, STRPU_15264	bflo_20021
OG0004589	STRPU_14409	bflo_20258
OG0004590	STRPU_02506, STRPU_15126	bflo_20267
OG0004591	STRPU_08487	bflo_24182
OG0004592	STRPU_16297, STRPU_16316	bflo_25813
OG0004593	STRPU_09569	bflo_10126
OG0004594	STRPU_01638, STRPU_11974	bflo_03426
OG0004595	STRPU_22021	bflo_00394
OG0004596	STRPU_15859, STRPU_15814, STRPU_15861, STRPU_15860	bflo_08985
OG0004597	STRPU_20493	bflo_09059
OG0004599	STRPU_22193	bflo_05807
OG0004600	STRPU_19612, STRPU_19703, STRPU_19613	bflo_26500
OG0004601	STRPU_20311	bflo_15597, bflo_15601, bflo_15569
OG0004602	STRPU_02109, STRPU_09139	bflo_04353
OG0004603	STRPU_08936	bflo_23030
OG0004605	STRPU_08470	bflo_23298
OG0004606	STRPU_24552	bflo_01880
OG0004607	STRPU_15057	bflo_22603
OG0004608	STRPU_21130	bflo_16554
OG0004609	STRPU_14843	bflo_20965
OG0004610	STRPU_26960	bflo_06351
OG0004611	STRPU_19068	bflo_14611
OG0004612	STRPU_22551	bflo_00158
OG0004613	STRPU_23508	bflo_11676
OG0004614	STRPU_21766, STRPU_21702	bflo_11461
OG0004615	STRPU_19902	bflo_15851
OG0004616	STRPU_24959	bflo_02456
OG0004617	STRPU_11791	bflo_03743
OG0004618	STRPU_05168, STRPU_05089	bflo_14644
OG0004619	STRPU_13721	bflo_18891
OG0004620	STRPU_25631	bflo_13567
OG0004621	STRPU_23746	bflo_11024
OG0004622	STRPU_25019	bflo_02154
OG0004623	STRPU_15918	bflo_19298
OG0004624	STRPU_01216	bflo_04402, bflo_17449, bflo_23643, bflo_22914, bflo_26007, bflo_22903
OG0004625	STRPU_14762, STRPU_14761, STRPU_02562	bflo_20617
OG0004627	STRPU_06756, STRPU_06778	bflo_21441
OG0004628	STRPU_22771, STRPU_01930	bflo_00111
OG0004629	STRPU_19582	bflo_16638
OG0004630	STRPU_17376	bflo_18024
OG0004631	STRPU_19286, STRPU_00400	bflo_26303
OG0004632	STRPU_22256	bflo_20183
OG0004633	STRPU_10593	bflo_24095
OG0004634	STRPU_11068	bflo_24560
OG0004635	STRPU_03202	bflo_16335
OG0004637	STRPU_25858, STRPU_25859	bflo_12574
OG0004638	STRPU_20070	bflo_17068
OG0004639	STRPU_19843	bflo_17059
OG0004641	STRPU_02602, STRPU_19925	bflo_21448, bflo_22592
OG0004642	STRPU_25278	bflo_13877
OG0004643	STRPU_06998, STRPU_06982	bflo_21665
OG0004644	STRPU_20458	bflo_11603
OG0004646	STRPU_26956	bflo_01898
OG0004647	STRPU_26907	bflo_06581
OG0004648	STRPU_26366	bflo_12258
OG0004649	STRPU_14306	bflo_20493
OG0004651	STRPU_15638	bflo_17981
OG0004652	STRPU_07001, STRPU_06984	bflo_21212, bflo_21245
OG0004654	STRPU_01730, STRPU_16755	bflo_09378
OG0004655	STRPU_12453	bflo_09012
OG0004656	STRPU_27342, STRPU_27341	bflo_05812
OG0004657	STRPU_10556	bflo_24670
OG0004658	STRPU_17373	bflo_17408
OG0004659	STRPU_23697	bflo_11250
OG0004660	STRPU_17218	bflo_18417
OG0004661	STRPU_26509, STRPU_26506	bflo_05625
OG0004662	STRPU_21060, STRPU_20817	bflo_20444, bflo_11634
OG0004663	STRPU_15121, STRPU_02502	bflo_20810
OG0004664	STRPU_06426	bflo_16198
OG0004665	STRPU_13736	bflo_16015, bflo_19687
OG0004666	STRPU_26004	bflo_09834
OG0004667	STRPU_22632	bflo_11554
OG0004669	STRPU_00267, STRPU_03175	bflo_17570
OG0004670	STRPU_24120, STRPU_24116, STRPU_24111	bflo_02470
OG0004672	STRPU_25247	bflo_13004
OG0004673	STRPU_13830	bflo_18808
OG0004674	STRPU_19075	bflo_05749
OG0004675	STRPU_08042	bflo_06236
OG0004676	STRPU_21235	bflo_05171
OG0004677	STRPU_21463	bflo_09809
OG0004678	STRPU_19781, STRPU_00789	bflo_15606
OG0004679	STRPU_14727	bflo_20009
OG0004680	STRPU_21774	bflo_09521
OG0004681	STRPU_15387	bflo_20300, bflo_01693
OG0004682	STRPU_01134, STRPU_18312	bflo_08235
OG0004683	STRPU_21453	bflo_06703
OG0004684	STRPU_20897, STRPU_20861	bflo_18861
OG0004685	STRPU_14434, STRPU_14451	bflo_05949
OG0004686	STRPU_13483	bflo_18736
OG0004687	STRPU_23891	bflo_11035
OG0004688	STRPU_23968, STRPU_23943	bflo_12196
OG0004689	STRPU_15579, STRPU_02224	bflo_21020
OG0004690	STRPU_22103	bflo_08245
OG0004691	STRPU_21357	bflo_11450
OG0004692	STRPU_21508	bflo_06997
OG0004694	STRPU_08867, STRPU_00954	bflo_23436
OG0004696	STRPU_04321, STRPU_04291	bflo_07889
OG0004697	STRPU_05810	bflo_15191
OG0004698	STRPU_08348	bflo_23003
OG0004699	STRPU_14477	bflo_03925
OG0004700	STRPU_08419	bflo_22704
OG0004701	STRPU_17371	bflo_16273, bflo_16271, bflo_16455
OG0004701	STRPU_15306, STRPU_15293, STRPU_17372, STRPU_17369	bflo_00634
OG0004702	STRPU_23035, STRPU_00911, STRPU_00910, STRPU_23034	bflo_21187, bflo_04948
OG0004703	STRPU_14615, STRPU_14633	bflo_02735
OG0004704	STRPU_18171	bflo_25602
OG0004705	STRPU_04948	bflo_14925
OG0004706	STRPU_22080	bflo_00520
OG0004707	STRPU_05595, STRPU_05535	bflo_11466
OG0004708	STRPU_14404	bflo_00244
OG0004710	STRPU_19587	bflo_16489
OG0004711	STRPU_15942, STRPU_00504	bflo_15142
OG0004728	STRPU_25586	bflo_13486
OG0004730	STRPU_27294	bflo_06596
OG0004731	STRPU_08026, STRPU_02031	bflo_04600
OG0004732	STRPU_15291, STRPU_15304	bflo_02051
OG0004733	STRPU_26994	bflo_06188
OG0004735	STRPU_15708	bflo_25045
OG0004736	STRPU_05869	bflo_14317
OG0004738	STRPU_09010	bflo_23674
OG0004739	STRPU_08689	bflo_13471
OG0004740	STRPU_20673	bflo_10418
OG0004743	STRPU_13380, STRPU_13403	bflo_15127
OG0004744	STRPU_00309, STRPU_08592	bflo_22859
OG0004746	STRPU_12221, STRPU_12223	bflo_03289
OG0004747	STRPU_26212	bflo_12691
OG0004748	STRPU_26332	bflo_01673
OG0004749	STRPU_26258	bflo_13392
OG0004751	STRPU_21709, STRPU_21645	bflo_24263
OG0004752	STRPU_12476	bflo_23786
OG0004753	STRPU_10592	bflo_09370
OG0004754	STRPU_08649	bflo_23367
OG0004755	STRPU_05953	bflo_21777
OG0004756	STRPU_24829	bflo_01688
OG0004757	STRPU_24845	bflo_09888
OG0004758	STRPU_25553, STRPU_00818	bflo_20306
OG0004759	STRPU_21118	bflo_12064
OG0004760	STRPU_09566	bflo_01599
OG0004761	STRPU_21976	bflo_09055
OG0004762	STRPU_11440	bflo_21432, bflo_26205, bflo_24822
OG0004762	STRPU_14746	bflo_21053
OG0004763	STRPU_03310	bflo_20256
OG0004764	STRPU_00681, STRPU_18946	bflo_26083
OG0004765	STRPU_19109	bflo_25288
OG0004767	STRPU_08127	bflo_23754, bflo_23555
OG0004768	STRPU_05242	bflo_14539
OG0004769	STRPU_20357	bflo_05382, bflo_15999
OG0004770	STRPU_17911	bflo_03900
OG0004771	STRPU_12956, STRPU_12940	bflo_09410
OG0004774	STRPU_08367	bflo_22864
OG0004775	STRPU_13816	bflo_03391
OG0004776	STRPU_14818	bflo_18407
OG0004777	STRPU_06447	bflo_22548
OG0004779	STRPU_06354	bflo_21760, bflo_21763
OG0004781	STRPU_05641, STRPU_05581	bflo_14399
OG0004783	STRPU_22195	bflo_06899
OG0004784	STRPU_08821	bflo_21151
OG0004785	STRPU_13970	bflo_19212
OG0004786	STRPU_13760, STRPU_01488	bflo_19673
OG0004787	STRPU_11506	bflo_17213
OG0004788	STRPU_05189	bflo_20105
OG0004789	STRPU_23243	bflo_21170
OG0004790	STRPU_14311	bflo_20406
OG0004791	STRPU_03487	bflo_20414
OG0004792	STRPU_00418, STRPU_14208	bflo_18016
OG0004793	STRPU_09856	bflo_10046
OG0004794	STRPU_07548, STRPU_00580	bflo_04357
OG0004797	STRPU_07568, STRPU_07565	bflo_04765
OG0004798	STRPU_20998	bflo_05412, bflo_05413
OG0004799	STRPU_01628, STRPU_11967	bflo_03113
OG0004800	STRPU_13486	bflo_19606
OG0004801	STRPU_08247	bflo_22733
OG0004802	STRPU_00811, STRPU_25545	bflo_13203
OG0004803	STRPU_06802	bflo_22349
OG0004804	STRPU_09186, STRPU_02155	bflo_23008
OG0004805	STRPU_06445, STRPU_06446	bflo_21807
OG0004806	STRPU_21794	bflo_13218
OG0004807	STRPU_10776	bflo_24936, bflo_16176, bflo_06928
OG0004808	STRPU_10771	bflo_24087
OG0004809	STRPU_20191	bflo_15570
OG0004810	STRPU_23365	bflo_11005
OG0004811	STRPU_26197	bflo_11368
OG0004812	STRPU_25055	bflo_01711
OG0004813	STRPU_07605	bflo_06335
OG0004814	STRPU_13183	bflo_18711
OG0004815	STRPU_10030	bflo_10264
OG0004815	STRPU_10029	bflo_00863, bflo_00118
OG0004816	STRPU_12652	bflo_09257
OG0004817	STRPU_23099	bflo_00615
OG0004818	STRPU_03489	bflo_09829, bflo_09886
OG0004820	STRPU_18016	bflo_04335
OG0004821	STRPU_22372	bflo_11337
OG0004822	STRPU_21965	bflo_04058
OG0004823	STRPU_23656, STRPU_23680	bflo_03232
OG0004824	STRPU_12598	bflo_15616
