Orthogroup	STRPU_ok	MOUSE
OG0002281	STRPU_09951, STRPU_09974	MOUSE48367, MOUSE21171, MOUSE27875, MOUSE27874
OG0002282	STRPU_19538	MOUSE17776, MOUSE48796
OG0002284	STRPU_23250	MOUSE09416, MOUSE09417, MOUSE09415
OG0002285	STRPU_01550, STRPU_09408	MOUSE02821, MOUSE02820, MOUSE21050, MOUSE21049
OG0002286	STRPU_08813	MOUSE18090
OG0002287	STRPU_25356	MOUSE29102, MOUSE29101, MOUSE19002
OG0002288	STRPU_04687	MOUSE31538, MOUSE31539, MOUSE03433, MOUSE03434, MOUSE03435, MOUSE03432
OG0002289	STRPU_15815, STRPU_15862	MOUSE47486, MOUSE47485, MOUSE54572, MOUSE04047
OG0002290	STRPU_14246	MOUSE37250, MOUSE37251, MOUSE37253, MOUSE38066, MOUSE38067, MOUSE38068, MOUSE38069, MOUSE46470, MOUSE46469, MOUSE46468, MOUSE46471, MOUSE46467
OG0002291	STRPU_19096	MOUSE10481, MOUSE10479, MOUSE10480
OG0002292	STRPU_12320	MOUSE27260, MOUSE27259
OG0002293	STRPU_17875	MOUSE55312, MOUSE55313, MOUSE55311, MOUSE55310, MOUSE34092, MOUSE34091, MOUSE34090, MOUSE34089, MOUSE34088
OG0002294	STRPU_19133	MOUSE09806, MOUSE09805, MOUSE40046, MOUSE40045, MOUSE40041, MOUSE40043, MOUSE40044, MOUSE40039, MOUSE40040, MOUSE40042, MOUSE40038, MOUSE40037
OG0002295	STRPU_27352	MOUSE10420, MOUSE10075, MOUSE10076, MOUSE48482, MOUSE48483, MOUSE10077, MOUSE10078, MOUSE10079, MOUSE10074
OG0002296	STRPU_09585, STRPU_09584	MOUSE21048, MOUSE21047
OG0002314	STRPU_05549, STRPU_05607	MOUSE36536
OG0002315	STRPU_19151	MOUSE33107, MOUSE33106, MOUSE33105, MOUSE33718
OG0002316	STRPU_17537	MOUSE34051, MOUSE55306, MOUSE55305, MOUSE55307, MOUSE55308
OG0002317	STRPU_21329	MOUSE07518, MOUSE07517, MOUSE43232, MOUSE43230, MOUSE43231, MOUSE49950, MOUSE20177
OG0002319	STRPU_06337, STRPU_06292	MOUSE54442, MOUSE29415, MOUSE29414, MOUSE29413, MOUSE29416, MOUSE29412
OG0002320	STRPU_02801	MOUSE50959, MOUSE17364
OG0002321	STRPU_10154, STRPU_10091	MOUSE40396
OG0002323	STRPU_24285	MOUSE38322, MOUSE38321, MOUSE38319, MOUSE38318, MOUSE38317
OG0002324	STRPU_14002, STRPU_14003	MOUSE38970, MOUSE38971, MOUSE38972, MOUSE38969
OG0002325	STRPU_03805, STRPU_03824	MOUSE17400, MOUSE17399
OG0002326	STRPU_21342	MOUSE07382, MOUSE07383, MOUSE00010
OG0002327	STRPU_23595	MOUSE54331, MOUSE48336, MOUSE11268, MOUSE11270
OG0002328	STRPU_18502	MOUSE13222, MOUSE13223
OG0002329	STRPU_25660	MOUSE09229, MOUSE09230, MOUSE49607, MOUSE49606, MOUSE12332, MOUSE09231
OG0002330	STRPU_15858, STRPU_15813	MOUSE15237, MOUSE04532, MOUSE04530, MOUSE04531, MOUSE04529, MOUSE04528
OG0002331	STRPU_26088	MOUSE28866, MOUSE28864, MOUSE28867, MOUSE28865, MOUSE28868, MOUSE19883, MOUSE19884, MOUSE19889, MOUSE19885, MOUSE19888
OG0002332	STRPU_04027	MOUSE36884, MOUSE36885, MOUSE40574, MOUSE40576, MOUSE40575
OG0002333	STRPU_23436, STRPU_01001	MOUSE10311
OG0002334	STRPU_23548	MOUSE13363, MOUSE15737, MOUSE15736, MOUSE15739, MOUSE15738
OG0002335	STRPU_24684	MOUSE18926, MOUSE18923, MOUSE18928, MOUSE18934, MOUSE18933, MOUSE18930, MOUSE18935, MOUSE18921, MOUSE18924, MOUSE18927, MOUSE18932, MOUSE18929, MOUSE18931, MOUSE18922
OG0002336	STRPU_06708	MOUSE13088, MOUSE21803, MOUSE54038, MOUSE54037
OG0002337	STRPU_15351	MOUSE37555, MOUSE37556, MOUSE04951
OG0002339	STRPU_09348	MOUSE47602, MOUSE47603, MOUSE47604
OG0002340	STRPU_26084	MOUSE32022
OG0002341	STRPU_05759	MOUSE45387, MOUSE45384, MOUSE45383, MOUSE45385, MOUSE45386, MOUSE45382
OG0002342	STRPU_01084, STRPU_24216	MOUSE08982, MOUSE08983
OG0002343	STRPU_11537	MOUSE47066, MOUSE47069, MOUSE47067, MOUSE47062, MOUSE47061, MOUSE41254
OG0002344	STRPU_14480	MOUSE04380, MOUSE04379, MOUSE37757, MOUSE37756, MOUSE37755
OG0002345	STRPU_12488, STRPU_12513	MOUSE27073, MOUSE14355, MOUSE14356, MOUSE14354, MOUSE27076, MOUSE27071, MOUSE27079, MOUSE27077, MOUSE27065, MOUSE27066, MOUSE27067, MOUSE27069, MOUSE27068, MOUSE27078, MOUSE27070
OG0002346	STRPU_01631, STRPU_11970	MOUSE14308, MOUSE14307, MOUSE14309, MOUSE27028, MOUSE27029
OG0002347	STRPU_12584	MOUSE19963, MOUSE19961
OG0002348	STRPU_21258	MOUSE07276, MOUSE07275, MOUSE07274
OG0002348	STRPU_04971	MOUSE45676, MOUSE45671, MOUSE45668, MOUSE45674, MOUSE45667, MOUSE45673, MOUSE45666, MOUSE45675, MOUSE45670
OG0002349	STRPU_25984	MOUSE49202
OG0002349	STRPU_08687	MOUSE36003
OG0002350	STRPU_20358	MOUSE23676, MOUSE23674, MOUSE23673, MOUSE23675, MOUSE26072
OG0002352	STRPU_25485	MOUSE39869, MOUSE39871, MOUSE39870
OG0002353	STRPU_03705, STRPU_03704	MOUSE16420, MOUSE16408, MOUSE16418, MOUSE16414, MOUSE16403, MOUSE16419, MOUSE16410, MOUSE16412, MOUSE16402, MOUSE16404, MOUSE16417, MOUSE16413, MOUSE16401, MOUSE16411, MOUSE16405, MOUSE16421
OG0002354	STRPU_26150	MOUSE19705
OG0002354	STRPU_25861	MOUSE28903
OG0002355	STRPU_05391	MOUSE48771, MOUSE03381
OG0002356	STRPU_13024	MOUSE41544, MOUSE44070, MOUSE44071, MOUSE44072, MOUSE44067, MOUSE44069, MOUSE44066, MOUSE44068
OG0002357	STRPU_21637, STRPU_00290	MOUSE00083, MOUSE00084, MOUSE00086, MOUSE00085
OG0002358	STRPU_12621	MOUSE45979, MOUSE45980, MOUSE45978, MOUSE23517, MOUSE23516
OG0002359	STRPU_04441, STRPU_04440, STRPU_04439	MOUSE27438
OG0002360	STRPU_24025, STRPU_02637	MOUSE05156, MOUSE05158, MOUSE05157, MOUSE38924, MOUSE38927, MOUSE38925, MOUSE38926, MOUSE38922, MOUSE38923, MOUSE38921
OG0002361	STRPU_20865, STRPU_20902, STRPU_21152	MOUSE28023, MOUSE07757
OG0002362	STRPU_26957	MOUSE20723, MOUSE44925, MOUSE01507, MOUSE01506, MOUSE01508
OG0002363	STRPU_08483	MOUSE16931, MOUSE06139, MOUSE06138, MOUSE06137
OG0002364	STRPU_10485	MOUSE49586, MOUSE49585, MOUSE49587
OG0002366	STRPU_25360	MOUSE28622, MOUSE21652, MOUSE21651, MOUSE49762
OG0002367	STRPU_19014	MOUSE31303
OG0002367	STRPU_26541	MOUSE10439, MOUSE10441
OG0002368	STRPU_20691	MOUSE07877, MOUSE07876, MOUSE18790, MOUSE18789
OG0002369	STRPU_21201	MOUSE08123, MOUSE08122
OG0002370	STRPU_08154	MOUSE42316, MOUSE42317, MOUSE42320
OG0002371	STRPU_21823	MOUSE24651, MOUSE24650, MOUSE24614, MOUSE08089, MOUSE08088
OG0002372	STRPU_14679	MOUSE46396, MOUSE46395
OG0002373	STRPU_04172, STRPU_04171	MOUSE08287, MOUSE08286, MOUSE18206, MOUSE18204, MOUSE18205, MOUSE08289, MOUSE08288
OG0002374	STRPU_16223, STRPU_00101, STRPU_26262, STRPU_25329	MOUSE18527, MOUSE28943
OG0002375	STRPU_22143, STRPU_22144	MOUSE06971, MOUSE06970, MOUSE06968
OG0002376	STRPU_21584, STRPU_21585	MOUSE07954, MOUSE07952, MOUSE07953, MOUSE20330, MOUSE20331, MOUSE20329
OG0002377	STRPU_20991	MOUSE03068, MOUSE03065, MOUSE03066, MOUSE54483, MOUSE54484, MOUSE07892, MOUSE07893, MOUSE03067
OG0002378	STRPU_12622	MOUSE27255, MOUSE27252, MOUSE27251, MOUSE27254
OG0002379	STRPU_06263, STRPU_06307	MOUSE29839, MOUSE29835, MOUSE29838, MOUSE29840, MOUSE29837, MOUSE29841, MOUSE29836, MOUSE29834, MOUSE04259
OG0002380	STRPU_04696	MOUSE41132, MOUSE36721, MOUSE27956, MOUSE27954, MOUSE27955, MOUSE41133, MOUSE41130, MOUSE41131, MOUSE36719, MOUSE36720
OG0002395	STRPU_19059	MOUSE33475, MOUSE33478, MOUSE33476, MOUSE33477, MOUSE20808
OG0002396	STRPU_21072	MOUSE20180, MOUSE20179, MOUSE02991, MOUSE02989, MOUSE02990
OG0002398	STRPU_05219	MOUSE53838, MOUSE53837, MOUSE21931, MOUSE48036
OG0002399	STRPU_24459	MOUSE06604, MOUSE06603, MOUSE06599, MOUSE06601, MOUSE06597, MOUSE06598, MOUSE06602, MOUSE06600, MOUSE28800, MOUSE28801, MOUSE21605, MOUSE21604, MOUSE21606
OG0002400	STRPU_00984, STRPU_23458	MOUSE40934, MOUSE35436, MOUSE40933, MOUSE35435, MOUSE17294
OG0002401	STRPU_04981	MOUSE13044, MOUSE13042, MOUSE13043, MOUSE13041, MOUSE36445, MOUSE36444, MOUSE36446
OG0002402	STRPU_11673	MOUSE13839
OG0002403	STRPU_06809	MOUSE29997
OG0002404	STRPU_18428, STRPU_18470	MOUSE31815, MOUSE31814, MOUSE48813, MOUSE48814
OG0002406	STRPU_10508	MOUSE50625
OG0002407	STRPU_04443	MOUSE11498
OG0002408	STRPU_26022	MOUSE32062, MOUSE32060, MOUSE32064, MOUSE32059, MOUSE32063, MOUSE32061
OG0002409	STRPU_22412	MOUSE54368, MOUSE08540, MOUSE08541, MOUSE08542
OG0002410	STRPU_08063	MOUSE29135
OG0002411	STRPU_02645, STRPU_16168	MOUSE51872, MOUSE51871, MOUSE30722, MOUSE30723
OG0002412	STRPU_20533	MOUSE46974, MOUSE46976, MOUSE46975
OG0002413	STRPU_18616	MOUSE50441, MOUSE50440
OG0002414	STRPU_24737	MOUSE18989, MOUSE18986, MOUSE18987, MOUSE18985, MOUSE18988, MOUSE29116
OG0002415	STRPU_04146, STRPU_04145	MOUSE00788, MOUSE00787
OG0002418	STRPU_11282, STRPU_11243	MOUSE37610, MOUSE37611, MOUSE41400, MOUSE41398, MOUSE41397
OG0002420	STRPU_20829	MOUSE43364, MOUSE27392, MOUSE27393, MOUSE02959, MOUSE02957, MOUSE02958
OG0002421	STRPU_27357	MOUSE51777
OG0002421	STRPU_25383	MOUSE49295
OG0002422	STRPU_17611, STRPU_17617	MOUSE54864, MOUSE54865, MOUSE54866, MOUSE54863, MOUSE54862, MOUSE54861, MOUSE20863
OG0002424	STRPU_09801	MOUSE37171
OG0002426	STRPU_08743, STRPU_01426	MOUSE14116
OG0002427	STRPU_12808	MOUSE02199, MOUSE02200, MOUSE02198, MOUSE44408, MOUSE23603
OG0002428	STRPU_22876	MOUSE35172, MOUSE02362, MOUSE02360, MOUSE02358
OG0002429	STRPU_00222, STRPU_25962	MOUSE28588, MOUSE28586, MOUSE28585
OG0002432	STRPU_05766	MOUSE19404, MOUSE19403
OG0002433	STRPU_09122, STRPU_02094	MOUSE06088, MOUSE06086, MOUSE06087
OG0002434	STRPU_13364, STRPU_13384	MOUSE14682
OG0002435	STRPU_01127, STRPU_18319	MOUSE32656, MOUSE32658
OG0002436	STRPU_15482	MOUSE02696, MOUSE02695, MOUSE02697, MOUSE02694, MOUSE38130, MOUSE38132, MOUSE38131
OG0002437	STRPU_19871, STRPU_19897	MOUSE25419, MOUSE25416, MOUSE25418
OG0002438	STRPU_13287	MOUSE14861, MOUSE14859, MOUSE14863, MOUSE14865, MOUSE14858, MOUSE14864, MOUSE26521
OG0002439	STRPU_12224	MOUSE24943, MOUSE24942
OG0002441	STRPU_17739	MOUSE54605, MOUSE54604, MOUSE54606
OG0002442	STRPU_25860	MOUSE04002, MOUSE42403, MOUSE42402, MOUSE42405, MOUSE28904, MOUSE28905, MOUSE42404
OG0002443	STRPU_23447, STRPU_00994	MOUSE02330, MOUSE02331, MOUSE02329
OG0002444	STRPU_16740, STRPU_01712	MOUSE28361, MOUSE49756, MOUSE49758
OG0002445	STRPU_16901	MOUSE34337
OG0002446	STRPU_02116, STRPU_09151	MOUSE14189, MOUSE14187, MOUSE14186, MOUSE14191, MOUSE14190, MOUSE14188, MOUSE14192, MOUSE14193
OG0002448	STRPU_04423	MOUSE11077, MOUSE11074, MOUSE11075, MOUSE11076
OG0002449	STRPU_21048	MOUSE07670, MOUSE07671
OG0002450	STRPU_26697	MOUSE30343, MOUSE30344, MOUSE30338, MOUSE30342, MOUSE30341, MOUSE30339, MOUSE30337, MOUSE10244, MOUSE10243
OG0002451	STRPU_01955, STRPU_22796	MOUSE02051, MOUSE52543, MOUSE02049, MOUSE02048, MOUSE02047, MOUSE02050
OG0002452	STRPU_23437, STRPU_01000	MOUSE26238, MOUSE26237, MOUSE05827, MOUSE05830, MOUSE05831
OG0002453	STRPU_03521, STRPU_03584	MOUSE50652, MOUSE50651, MOUSE50650
OG0002454	STRPU_14731	MOUSE37791, MOUSE37793, MOUSE38210, MOUSE38209
OG0002455	STRPU_11391	MOUSE35024, MOUSE35023, MOUSE35025, MOUSE35026, MOUSE35028, MOUSE35027, MOUSE29474, MOUSE29473, MOUSE29469, MOUSE29466, MOUSE29470, MOUSE29471, MOUSE29467, MOUSE29468, MOUSE29472
OG0002456	STRPU_24626	MOUSE53275, MOUSE53282, MOUSE53276, MOUSE53280
OG0002459	STRPU_08082	MOUSE46120, MOUSE46124, MOUSE46123, MOUSE46121
OG0002461	STRPU_05312	MOUSE29823, MOUSE30128
OG0002476	STRPU_25129	MOUSE18114
OG0002476	STRPU_25898	MOUSE49569
OG0002477	STRPU_09798	MOUSE48838, MOUSE48839, MOUSE42739
OG0002477	STRPU_14654, STRPU_22330, STRPU_00152	MOUSE21455
OG0002478	STRPU_10197, STRPU_10198	MOUSE32475, MOUSE32476, MOUSE32477, MOUSE32474, MOUSE32473, MOUSE32472, MOUSE09462, MOUSE09460, MOUSE09461
OG0002479	STRPU_15430	MOUSE04347, MOUSE04349, MOUSE04348, MOUSE04350, MOUSE37622, MOUSE37619, MOUSE37620, MOUSE37618, MOUSE37623, MOUSE37624
OG0002480	STRPU_27130, STRPU_27131	MOUSE06240, MOUSE06238
OG0002481	STRPU_03676, STRPU_03664	MOUSE43445, MOUSE20163, MOUSE28056, MOUSE28055
OG0002482	STRPU_14916	MOUSE45847, MOUSE17267
OG0002484	STRPU_10100, STRPU_10163	MOUSE37164, MOUSE37166
OG0002487	STRPU_20804	MOUSE07251, MOUSE07250, MOUSE07256, MOUSE07254, MOUSE07255, MOUSE07249, MOUSE07253, MOUSE07252, MOUSE49926
OG0002489	STRPU_09635	MOUSE21419, MOUSE27891
OG0002490	STRPU_23133	MOUSE54267, MOUSE06889
OG0002491	STRPU_22188	MOUSE19148, MOUSE19150, MOUSE19149, MOUSE01459, MOUSE01463
OG0002492	STRPU_06747	MOUSE22837
OG0002493	STRPU_20712	MOUSE18356, MOUSE18357
OG0002494	STRPU_12559, STRPU_12558	MOUSE15175, MOUSE15172, MOUSE28842, MOUSE15173, MOUSE15174, MOUSE28843, MOUSE28845, MOUSE28844
OG0002495	STRPU_01889, STRPU_25206	MOUSE26565, MOUSE26564, MOUSE26610, MOUSE26616, MOUSE26608, MOUSE26614, MOUSE26606, MOUSE26612, MOUSE26617, MOUSE26613, MOUSE26611, MOUSE26605, MOUSE26615, MOUSE26607, MOUSE26609, MOUSE26563, MOUSE26561, MOUSE26562, MOUSE26560
OG0002496	STRPU_18653	MOUSE32442, MOUSE32440, MOUSE32441, MOUSE17163, MOUSE17162
OG0002497	STRPU_14057, STRPU_00867	MOUSE05518, MOUSE05517, MOUSE18374
OG0002499	STRPU_15787, STRPU_15790, STRPU_15793	MOUSE35125, MOUSE35126
OG0002501	STRPU_15145, STRPU_02526, STRPU_02522, STRPU_15141	MOUSE04877
OG0002503	STRPU_05769	MOUSE03370, MOUSE03368, MOUSE03371, MOUSE03369
OG0002504	STRPU_14756, STRPU_02567	MOUSE37298, MOUSE37295, MOUSE37297, MOUSE37296, MOUSE38039, MOUSE38040
OG0002506	STRPU_24659	MOUSE07691, MOUSE24767, MOUSE24766, MOUSE24765
OG0002507	STRPU_18656	MOUSE09837, MOUSE31332, MOUSE31333
OG0002508	STRPU_14844, STRPU_14867	MOUSE01046, MOUSE04671, MOUSE04674, MOUSE04670, MOUSE04672
OG0002509	STRPU_16015	MOUSE11067, MOUSE11066
OG0002510	STRPU_03146, STRPU_03126, STRPU_03104	MOUSE50160, MOUSE50157, MOUSE50156
OG0002511	STRPU_24965	MOUSE35458, MOUSE35460, MOUSE35461, MOUSE35459, MOUSE22205, MOUSE22206, MOUSE22208
OG0002512	STRPU_05394, STRPU_05395	MOUSE12994, MOUSE12993, MOUSE54804, MOUSE54805, MOUSE54803, MOUSE54801, MOUSE54802
OG0002514	STRPU_11830	MOUSE44198, MOUSE44197, MOUSE30968, MOUSE30971, MOUSE30970, MOUSE41516, MOUSE41515, MOUSE27271, MOUSE27270, MOUSE27272, MOUSE30969
OG0002515	STRPU_27160	MOUSE33009, MOUSE44902
OG0002516	STRPU_03861	MOUSE51264, MOUSE16767, MOUSE51260, MOUSE51259, MOUSE51257, MOUSE51262, MOUSE51261, MOUSE51258, MOUSE51263, MOUSE16768, MOUSE16766
OG0002517	STRPU_22806, STRPU_01965	MOUSE26352, MOUSE26351, MOUSE05602, MOUSE05670
OG0002518	STRPU_00560, STRPU_10679	MOUSE34539
OG0002519	STRPU_05579, STRPU_05638	MOUSE19409, MOUSE19408, MOUSE13052, MOUSE13055, MOUSE13054, MOUSE13053, MOUSE13051
OG0002520	STRPU_04851	MOUSE36750, MOUSE36751, MOUSE03593, MOUSE36749, MOUSE36748
OG0002521	STRPU_16410, STRPU_16411, STRPU_16409, STRPU_15253	MOUSE52387
OG0002522	STRPU_10757	MOUSE41506
OG0002523	STRPU_23311	MOUSE41057, MOUSE39451, MOUSE39450, MOUSE39448, MOUSE39447, MOUSE39449, MOUSE44522
OG0002524	STRPU_15505	MOUSE37810, MOUSE37811, MOUSE38180, MOUSE38182, MOUSE38179, MOUSE38181, MOUSE46499, MOUSE46502, MOUSE46503, MOUSE46500
OG0002525	STRPU_16648	MOUSE00130, MOUSE15800
OG0002526	STRPU_07903, STRPU_07929	MOUSE35751, MOUSE35750, MOUSE35749
OG0002527	STRPU_20128	MOUSE23816, MOUSE23815, MOUSE26080
OG0002528	STRPU_09781	MOUSE19182
OG0002529	STRPU_06614	MOUSE22924, MOUSE22925, MOUSE22926, MOUSE22923, MOUSE45282, MOUSE45283, MOUSE45284
OG0002530	STRPU_26632	MOUSE19507, MOUSE51776, MOUSE51775
OG0002531	STRPU_21816	MOUSE08672, MOUSE08670, MOUSE11680, MOUSE11677, MOUSE11676, MOUSE11678, MOUSE11679, MOUSE20307, MOUSE20308, MOUSE20310, MOUSE20309
OG0002532	STRPU_08489	MOUSE06200, MOUSE06199, MOUSE06198
OG0002533	STRPU_14961, STRPU_14991	MOUSE04461, MOUSE04460
OG0002534	STRPU_13252	MOUSE51440, MOUSE32299
OG0002535	STRPU_10076, STRPU_10140	MOUSE40311, MOUSE40312
OG0002536	STRPU_10079, STRPU_10142	MOUSE46860, MOUSE36193, MOUSE47941, MOUSE47940, MOUSE47939, MOUSE47938
OG0002537	STRPU_05697	MOUSE14976, MOUSE14975
OG0002538	STRPU_13742, STRPU_13741	MOUSE22260, MOUSE38986, MOUSE38988, MOUSE38985, MOUSE38987, MOUSE38984, MOUSE22261, MOUSE05178
OG0002539	STRPU_01382, STRPU_11565	MOUSE27151, MOUSE27152, MOUSE14352, MOUSE14351
OG0002540	STRPU_24014	MOUSE12683, MOUSE29303, MOUSE29302
OG0002541	STRPU_12563	MOUSE41743, MOUSE41744, MOUSE41745
OG0002542	STRPU_02464, STRPU_13601	MOUSE25108, MOUSE25110, MOUSE05302, MOUSE02385
OG0002543	STRPU_15054	MOUSE01120, MOUSE01119
OG0002545	STRPU_22618	MOUSE31228, MOUSE31226, MOUSE31229, MOUSE35308, MOUSE35307, MOUSE35309, MOUSE35310, MOUSE35305, MOUSE35306, MOUSE31227
OG0002547	STRPU_07853	MOUSE18564, MOUSE00372, MOUSE00370
OG0002548	STRPU_26333	MOUSE08254, MOUSE43212, MOUSE24491, MOUSE24489
OG0002549	STRPU_06812	MOUSE29977, MOUSE29973, MOUSE29976, MOUSE29972, MOUSE29975, MOUSE29974, MOUSE29971
OG0002550	STRPU_09404	MOUSE35947, MOUSE35946, MOUSE35936, MOUSE35937, MOUSE35940, MOUSE35943, MOUSE35939, MOUSE35941, MOUSE35945, MOUSE35938, MOUSE35942, MOUSE35944
OG0002551	STRPU_04959	MOUSE53854
OG0002552	STRPU_26915	MOUSE30754, MOUSE30753, MOUSE51981, MOUSE51979, MOUSE51980, MOUSE51977, MOUSE51978
OG0002554	STRPU_26264	MOUSE09299, MOUSE09298, MOUSE12427, MOUSE12429, MOUSE12428
OG0002555	STRPU_20832, STRPU_20869	MOUSE08698, MOUSE07270, MOUSE07269, MOUSE07271, MOUSE08696, MOUSE08695, MOUSE08694, MOUSE08697
OG0002557	STRPU_25407	MOUSE12279, MOUSE12278, MOUSE17585, MOUSE17586, MOUSE12281
OG0002558	STRPU_21365	MOUSE24579, MOUSE24578, MOUSE07565
OG0002558	STRPU_21364	MOUSE24580
OG0002559	STRPU_24313	MOUSE09451, MOUSE09450, MOUSE09452, MOUSE32457, MOUSE32459, MOUSE32458, MOUSE32456, MOUSE32460
OG0002560	STRPU_20401	MOUSE32855, MOUSE32854, MOUSE32853, MOUSE32846, MOUSE32845, MOUSE32847, MOUSE32848, MOUSE32849, MOUSE32850, MOUSE32851
OG0002561	STRPU_20465, STRPU_20515, STRPU_20545, STRPU_20520	MOUSE20491
OG0002562	STRPU_19181	MOUSE01503, MOUSE01502, MOUSE01501
OG0002563	STRPU_05413	MOUSE45287, MOUSE45290, MOUSE45288, MOUSE45289, MOUSE45293, MOUSE45291, MOUSE45294
OG0002564	STRPU_08467	MOUSE05982, MOUSE05984, MOUSE05983, MOUSE38599, MOUSE38600
OG0002565	STRPU_10373	MOUSE52310, MOUSE52309, MOUSE52311
OG0002566	STRPU_24312	MOUSE37161
OG0002567	STRPU_22654, STRPU_22655	MOUSE52768, MOUSE52770, MOUSE52769
OG0002568	STRPU_02991	MOUSE36225
OG0002569	STRPU_03925	MOUSE17372, MOUSE17371, MOUSE17370, MOUSE50887, MOUSE50888
OG0002571	STRPU_05752	MOUSE05093, MOUSE05094, MOUSE05091, MOUSE05092, MOUSE05090, MOUSE14222, MOUSE14221, MOUSE14219, MOUSE14220
OG0002572	STRPU_13089, STRPU_13111	MOUSE02126, MOUSE27273, MOUSE44188
OG0002573	STRPU_01473, STRPU_08699	MOUSE06517, MOUSE06515, MOUSE06518, MOUSE06516, MOUSE06519
OG0002574	STRPU_20737, STRPU_00733	MOUSE18814, MOUSE18813, MOUSE07822, MOUSE07823
OG0002576	STRPU_21021	MOUSE52085, MOUSE43437, MOUSE43436
OG0002587	STRPU_25738	MOUSE28851, MOUSE19862, MOUSE49386, MOUSE49384, MOUSE49385, MOUSE49383, MOUSE49382
OG0002589	STRPU_05215	MOUSE29648, MOUSE29651, MOUSE29650, MOUSE29649, MOUSE29644, MOUSE29645, MOUSE29643, MOUSE29647, MOUSE29646
OG0002590	STRPU_26209	MOUSE28320, MOUSE28321, MOUSE13583, MOUSE13584, MOUSE49464, MOUSE49465
OG0002592	STRPU_01523, STRPU_09437	MOUSE21822, MOUSE21825, MOUSE21823, MOUSE21824, MOUSE21819, MOUSE21820, MOUSE21821
OG0002593	STRPU_10563	MOUSE22350, MOUSE05769, MOUSE22351, MOUSE05770
OG0002594	STRPU_26054	MOUSE49519, MOUSE49520, MOUSE12350
OG0002595	STRPU_08380	MOUSE38603, MOUSE38604
OG0002599	STRPU_23341	MOUSE23419
OG0002600	STRPU_04205, STRPU_04245	MOUSE48929
OG0002601	STRPU_21528, STRPU_08560	MOUSE28163
OG0002602	STRPU_09236	MOUSE06172, MOUSE06173, MOUSE17039, MOUSE17043, MOUSE18936, MOUSE17042, MOUSE17038
OG0002604	STRPU_01500, STRPU_21469, STRPU_25212, STRPU_00754, STRPU_06141, STRPU_10609, STRPU_15782, STRPU_04556, STRPU_23900, STRPU_08034	MOUSE54968, MOUSE07599, MOUSE07931, MOUSE54220, MOUSE12730
OG0002608	STRPU_12429	MOUSE02154, MOUSE02153, MOUSE47288, MOUSE47289, MOUSE47290
OG0002609	STRPU_26812	MOUSE13277, MOUSE13279, MOUSE13278
OG0002610	STRPU_25580	MOUSE48945, MOUSE13958
OG0002611	STRPU_24642	MOUSE08616, MOUSE08613, MOUSE08614, MOUSE14706, MOUSE14705
OG0002612	STRPU_23590	MOUSE54503, MOUSE40743
OG0002614	STRPU_24170	MOUSE21636, MOUSE21632, MOUSE21634, MOUSE21633, MOUSE21631, MOUSE21630, MOUSE28821, MOUSE28820, MOUSE28819, MOUSE28817, MOUSE28818
OG0002615	STRPU_09540	MOUSE21202, MOUSE12836, MOUSE12837, MOUSE03165, MOUSE03168, MOUSE03167, MOUSE03166
OG0002616	STRPU_10289	MOUSE46855
OG0002617	STRPU_05735	MOUSE19262
OG0002618	STRPU_08357	MOUSE06029, MOUSE06031, MOUSE06032, MOUSE06030, MOUSE38716, MOUSE38713, MOUSE38712, MOUSE38715, MOUSE38714, MOUSE38717
OG0002620	STRPU_20225	MOUSE25804, MOUSE25803, MOUSE25805, MOUSE31259, MOUSE31260
OG0002622	STRPU_20183	MOUSE36463, MOUSE36460, MOUSE36458, MOUSE36462, MOUSE36459, MOUSE36461, MOUSE36469, MOUSE36467, MOUSE36468, MOUSE36466, MOUSE36465
OG0002624	STRPU_25392	MOUSE13158, MOUSE22954, MOUSE22952, MOUSE22953, MOUSE13916, MOUSE13920, MOUSE13919, MOUSE13921, MOUSE13917, MOUSE13918
OG0002625	STRPU_17671	MOUSE16545
OG0002627	STRPU_22016	MOUSE27735, MOUSE27734, MOUSE27733, MOUSE27732, MOUSE27731, MOUSE30710, MOUSE30711
OG0002628	STRPU_19642, STRPU_19677	MOUSE23699, MOUSE23697, MOUSE23698, MOUSE26054, MOUSE26053
OG0002629	STRPU_21973	MOUSE14418, MOUSE14419
OG0002630	STRPU_24825	MOUSE21628, MOUSE21627
OG0002631	STRPU_01021, STRPU_23415, STRPU_21984, STRPU_18037	MOUSE12491
OG0002632	STRPU_26761, STRPU_26747	MOUSE44869, MOUSE10276
OG0002633	STRPU_20983	MOUSE18722, MOUSE07220, MOUSE07221, MOUSE07219
OG0002634	STRPU_27232	MOUSE27649
OG0002635	STRPU_07688, STRPU_07701	MOUSE34386, MOUSE06829, MOUSE06828, MOUSE28240, MOUSE28241, MOUSE09335
OG0002636	STRPU_08552	MOUSE42132, MOUSE42129, MOUSE42130, MOUSE42131, MOUSE42128
OG0002638	STRPU_12855, STRPU_12843, STRPU_12856	MOUSE30386, MOUSE30385, MOUSE30383, MOUSE30384
OG0002639	STRPU_21526	MOUSE02975, MOUSE02972, MOUSE02974, MOUSE02973, MOUSE02971
OG0002641	STRPU_25852	MOUSE49563, MOUSE49564, MOUSE13710
OG0002642	STRPU_13594, STRPU_02471	MOUSE40306, MOUSE40302, MOUSE40303, MOUSE40304, MOUSE40305
