Orthogroup	STRPU_ok	OWEFU
OG0003613	STRPU_12108, STRPU_12143	OFUSG06331.1.p1
OG0003614	STRPU_11219, STRPU_22438, STRPU_03817, STRPU_03886, STRPU_16052	OFUSG08287.1.p1
OG0003615	STRPU_19046	OFUSG23707.1.p1, OFUSG23707.2.p1
OG0003616	STRPU_01981	OFUSG05484.2.p1, OFUSG05484.1.p1
OG0003617	STRPU_13092, STRPU_13104	OFUSG09939.1.p1
OG0003619	STRPU_05456	OFUSG02086.1.p1
OG0003620	STRPU_00502, STRPU_15940	OFUSG16976.2.p1, OFUSG16976.1.p1
OG0003621	STRPU_17041, STRPU_01807	OFUSG01532.2.p1, OFUSG01532.3.p1, OFUSG01532.4.p1, OFUSG01532.1.p1
OG0003622	STRPU_21646, STRPU_21710	OFUSG21558.1.p1, OFUSG21558.2.p1
OG0003623	STRPU_11446	OFUSG26432.1.p1
OG0003626	STRPU_24928	OFUSG04578.1.p1
OG0003627	STRPU_06634	OFUSG03441.1.p1
OG0003628	STRPU_26819	OFUSG08759.1.p1
OG0003629	STRPU_06506	OFUSG24613.1.p1
OG0003630	STRPU_14988, STRPU_14958	OFUSG24001.2.p1, OFUSG24001.1.p1
OG0003631	STRPU_04940	OFUSG03026.1.p1
OG0003632	STRPU_11322	OFUSG12731.1.p1
OG0003633	STRPU_22507	OFUSG23275.2.p1, OFUSG23275.1.p1
OG0003634	STRPU_11434	OFUSG23671.1.p1
OG0003635	STRPU_04873	OFUSG10052.1.p1
OG0003635	STRPU_05033, STRPU_05106	OFUSG03012.1.p1
OG0003636	STRPU_21350	OFUSG11925.2.p1, OFUSG11925.1.p1
OG0003637	STRPU_22873, STRPU_22871, STRPU_22869, STRPU_22965, STRPU_22964, STRPU_22969, STRPU_22966, STRPU_22962, STRPU_22963, STRPU_22954, STRPU_22955, STRPU_22970	OFUSG06934.1.p1
OG0003638	STRPU_21025	OFUSG08839.1.p1
OG0003639	STRPU_14552	OFUSG15339.1.p1
OG0003640	STRPU_24148	OFUSG04490.1.p1
OG0003641	STRPU_00224, STRPU_25964	OFUSG04999.1.p1
OG0003642	STRPU_27230	OFUSG19621.1.p1
OG0003643	STRPU_23157	OFUSG06611.1.p1
OG0003644	STRPU_19783, STRPU_00787	OFUSG08254.1.p1
OG0003645	STRPU_05770	OFUSG02977.1.p1, OFUSG02977.2.p1
OG0003646	STRPU_26839	OFUSG13054.2.p1, OFUSG13054.1.p1
OG0003647	STRPU_27138	OFUSG09021.1.p1
OG0003648	STRPU_21139	OFUSG12169.1.p1
OG0003649	STRPU_26514	OFUSG09804.1.p1
OG0003650	STRPU_07527	OFUSG17294.1.p1
OG0003651	STRPU_08068	OFUSG20951.1.p1
OG0003652	STRPU_17587, STRPU_17563	OFUSG01151.1.p1
OG0003653	STRPU_25673	OFUSG05169.1.p1
OG0003654	STRPU_07070, STRPU_07065	OFUSG12938.1.p1
OG0003655	STRPU_17785	OFUSG01510.2.p1, OFUSG01510.1.p1
OG0003656	STRPU_23061, STRPU_00647	OFUSG04633.1.p1
OG0003657	STRPU_22899, STRPU_22914	OFUSG13329.1.p1, OFUSG13329.2.p1
OG0003658	STRPU_23985	OFUSG13331.1.p1
OG0003659	STRPU_24909	OFUSG16187.1.p1
OG0003660	STRPU_04268	OFUSG18031.1.p1
OG0003661	STRPU_23064, STRPU_00650	OFUSG21299.1.p1
OG0003662	STRPU_01543, STRPU_09415	OFUSG19280.1.p1, OFUSG19280.2.p1
OG0003664	STRPU_08332	OFUSG09947.1.p1
OG0003665	STRPU_26573, STRPU_24787	OFUSG11634.1.p1
OG0003666	STRPU_00986, STRPU_23456	OFUSG06309.1.p1
OG0003667	STRPU_14206	OFUSG22163.1.p1
OG0003668	STRPU_26719	OFUSG20064.1.p1
OG0003669	STRPU_19296, STRPU_01851	OFUSG17201.1.p1
OG0003670	STRPU_07308, STRPU_07309	OFUSG17813.1.p1, OFUSG13006.1.p1
OG0003671	STRPU_09909	OFUSG06897.2.p1, OFUSG06897.1.p1
OG0003672	STRPU_08809	OFUSG10902.1.p1
OG0003673	STRPU_17282	OFUSG00664.1.p1, OFUSG00664.2.p1
OG0003675	STRPU_01019, STRPU_23417	OFUSG16158.1.p1
OG0003676	STRPU_13154, STRPU_13134	OFUSG02343.1.p1
OG0003677	STRPU_13383, STRPU_13363	OFUSG16450.1.p1
OG0003678	STRPU_19225	OFUSG26385.1.p1, OFUSG26385.2.p1
OG0003679	STRPU_24398	OFUSG13359.1.p1
OG0003680	STRPU_24042, STRPU_02621	OFUSG15795.1.p1, OFUSG15795.2.p1
OG0003681	STRPU_11705	OFUSG01429.2.p1, OFUSG01429.3.p1, OFUSG01429.1.p1
OG0003682	STRPU_20705	OFUSG11924.1.p1
OG0003684	STRPU_26095	OFUSG20469.1.p1
OG0003685	STRPU_22192	OFUSG04005.1.p1
OG0003686	STRPU_25646, STRPU_25651	OFUSG20794.1.p1
OG0003687	STRPU_13921, STRPU_13934	OFUSG03946.1.p1
OG0003689	STRPU_01600, STRPU_13582	OFUSG04570.1.p1
OG0003690	STRPU_21873	OFUSG11565.1.p1
OG0003691	STRPU_05039, STRPU_05113	OFUSG02029.1.p1
OG0003692	STRPU_01575, STRPU_09381	OFUSG05600.1.p1
OG0003693	STRPU_22769, STRPU_01926	OFUSG06103.1.p1
OG0003694	STRPU_00897, STRPU_23023	OFUSG16805.1.p1
OG0003695	STRPU_20388	OFUSG25573.1.p1
OG0003696	STRPU_23695, STRPU_23693	OFUSG05739.1.p1
OG0003697	STRPU_00014, STRPU_08308	OFUSG20990.1.p1
OG0003698	STRPU_09884	OFUSG06501.1.p1
OG0003699	STRPU_26521	OFUSG04253.1.p1, OFUSG04253.2.p1
OG0003699	STRPU_11800	OFUSG00039.1.p1, OFUSG00039.2.p1
OG0003700	STRPU_08820	OFUSG10293.1.p1
OG0003701	STRPU_24397	OFUSG23496.1.p1
OG0003702	STRPU_21023	OFUSG11457.1.p1, OFUSG11457.2.p1
OG0003703	STRPU_12263	OFUSG00686.1.p1
OG0003704	STRPU_07662, STRPU_18902	OFUSG13029.1.p1
OG0003705	STRPU_01606, STRPU_13588	OFUSG16726.1.p1
OG0003706	STRPU_19455	OFUSG26117.1.p1
OG0003707	STRPU_15630, STRPU_15643	OFUSG07911.1.p1
OG0003708	STRPU_17774	OFUSG01108.1.p1
OG0003710	STRPU_17764	OFUSG00436.1.p1, OFUSG00436.2.p1
OG0003711	STRPU_00659, STRPU_23074	OFUSG16117.1.p1, OFUSG16117.2.p1
OG0003712	STRPU_09233, STRPU_02200	OFUSG10374.1.p1
OG0003713	STRPU_07731	OFUSG13204.1.p1
OG0003716	STRPU_11467	OFUSG23366.1.p1
OG0003717	STRPU_24884	OFUSG12896.3.p1, OFUSG12896.2.p1, OFUSG12896.1.p1, OFUSG12896.4.p1
OG0003718	STRPU_24139	OFUSG16508.1.p1
OG0003719	STRPU_26767, STRPU_26753	OFUSG08809.1.p1
OG0003720	STRPU_16621	OFUSG17956.1.p1
OG0003721	STRPU_21833	OFUSG25364.1.p1
OG0003722	STRPU_20141	OFUSG08157.1.p1
OG0003724	STRPU_11103, STRPU_11128	OFUSG13589.1.p1
OG0003725	STRPU_19147	OFUSG23512.1.p1
OG0003726	STRPU_07524, STRPU_03374	OFUSG17464.2.p1, OFUSG17464.3.p1, OFUSG17464.1.p1
OG0003727	STRPU_00256, STRPU_03165	OFUSG08827.1.p1
OG0003728	STRPU_19719	OFUSG08100.1.p1
OG0003729	STRPU_24047, STRPU_02614	OFUSG16645.2.p1, OFUSG16645.1.p1
OG0003730	STRPU_10330	OFUSG06924.1.p1
OG0003731	STRPU_20490	OFUSG12284.1.p1
OG0003732	STRPU_05954	OFUSG14808.2.p1, OFUSG14808.1.p1
OG0003733	STRPU_18985	OFUSG23436.1.p1
OG0003734	STRPU_20278, STRPU_20274, STRPU_20313, STRPU_00129	OFUSG07747.1.p1
OG0003735	STRPU_17084	OFUSG07143.1.p1
OG0003736	STRPU_22673	OFUSG07991.1.p1
OG0003737	STRPU_19671, STRPU_19650	OFUSG09928.1.p1
OG0003738	STRPU_08163	OFUSG18301.1.p1, OFUSG18301.2.p1
OG0003739	STRPU_01491, STRPU_13756	OFUSG15848.1.p1
OG0003740	STRPU_12532	OFUSG07576.1.p1
OG0003741	STRPU_02688, STRPU_01677	OFUSG12262.1.p1
OG0003742	STRPU_22532	OFUSG17127.2.p1, OFUSG17127.1.p1
OG0003743	STRPU_18134	OFUSG01059.1.p1
OG0003744	STRPU_22977	OFUSG18835.3.p1, OFUSG18835.2.p1, OFUSG18835.1.p1
OG0003745	STRPU_14449, STRPU_14432	OFUSG23746.1.p1, OFUSG23969.1.p1
OG0003746	STRPU_13668, STRPU_02402	OFUSG03863.1.p1
OG0003747	STRPU_07517	OFUSG12626.1.p1
OG0003748	STRPU_23161	OFUSG18694.1.p1
OG0003749	STRPU_12317	OFUSG07087.2.p1, OFUSG07087.1.p1
OG0003750	STRPU_03777	OFUSG09220.1.p1
OG0003751	STRPU_11253, STRPU_11216	OFUSG09214.1.p1
OG0003752	STRPU_15768	OFUSG17066.1.p1
OG0003753	STRPU_08790	OFUSG10261.1.p1
OG0003754	STRPU_12707	OFUSG07080.1.p1
OG0003755	STRPU_15415	OFUSG15040.1.p1
OG0003756	STRPU_25349, STRPU_25348	OFUSG22980.1.p1
OG0003758	STRPU_21990, STRPU_21988	OFUSG17693.1.p1
OG0003759	STRPU_10861, STRPU_10841	OFUSG12849.1.p1
OG0003761	STRPU_22011	OFUSG16012.1.p1, OFUSG16012.2.p1
OG0003763	STRPU_17640, STRPU_02280	OFUSG00488.1.p1
OG0003764	STRPU_08733, STRPU_01439	OFUSG18151.3.p1, OFUSG18151.1.p1, OFUSG18151.2.p1
OG0003765	STRPU_22382	OFUSG19192.1.p1
OG0003766	STRPU_25294	OFUSG22315.1.p1, OFUSG20610.1.p1, OFUSG00014.1.p1
OG0003769	STRPU_26020, STRPU_26021	OFUSG20297.1.p1
OG0003770	STRPU_05108, STRPU_05035	OFUSG20677.1.p1
OG0003771	STRPU_08361	OFUSG11060.1.p1
OG0003772	STRPU_16769, STRPU_01739	OFUSG23284.1.p1
OG0003773	STRPU_08673	OFUSG09985.1.p1
OG0003775	STRPU_08270	OFUSG04485.2.p1, OFUSG04485.1.p1
OG0003776	STRPU_02898	OFUSG09068.1.p1
OG0003778	STRPU_11538	OFUSG01438.1.p1
OG0003779	STRPU_06113	OFUSG13787.1.p1, OFUSG13787.2.p1
OG0003780	STRPU_06748	OFUSG24721.1.p1
OG0003795	STRPU_23591	OFUSG06423.1.p1
OG0003798	STRPU_05134, STRPU_05061	OFUSG25667.1.p1
OG0003802	STRPU_03798	OFUSG22004.1.p1
OG0003803	STRPU_20204	OFUSG06983.1.p1
OG0003805	STRPU_00258, STRPU_00990	OFUSG05195.1.p1
OG0003806	STRPU_00975, STRPU_08841	OFUSG10861.1.p1
OG0003807	STRPU_08093	OFUSG10356.1.p1
OG0003808	STRPU_24251, STRPU_01054	OFUSG17077.1.p1
OG0003809	STRPU_04114	OFUSG10992.1.p1
OG0003811	STRPU_05891	OFUSG03655.1.p1
OG0003812	STRPU_11207	OFUSG21387.1.p1
OG0003813	STRPU_04220, STRPU_04255	OFUSG18113.2.p1, OFUSG18113.3.p1, OFUSG18113.1.p1
OG0003815	STRPU_20778	OFUSG11994.1.p1, OFUSG11994.2.p1
OG0003816	STRPU_04323, STRPU_04293	OFUSG10850.1.p1, OFUSG10850.2.p1
OG0003817	STRPU_03401, STRPU_03391, STRPU_03416	OFUSG09065.1.p1
OG0003818	STRPU_05558, STRPU_05616	OFUSG03705.1.p1
OG0003819	STRPU_05262, STRPU_05278	OFUSG03060.1.p1
OG0003820	STRPU_27077	OFUSG08762.1.p1
OG0003822	STRPU_16291, STRPU_16497, STRPU_16505, STRPU_16493, STRPU_16494, STRPU_16499	OFUSG07841.1.p1, OFUSG01113.1.p1
OG0003823	STRPU_24666	OFUSG23560.1.p1
OG0003824	STRPU_09421, STRPU_01538	OFUSG05766.1.p1
OG0003825	STRPU_10012	OFUSG06668.1.p1
OG0003826	STRPU_14827	OFUSG22650.1.p1
OG0003827	STRPU_19325	OFUSG17366.1.p1
OG0003828	STRPU_20403	OFUSG05118.1.p1
OG0003829	STRPU_20384	OFUSG07448.1.p1
OG0003830	STRPU_01759, STRPU_18068	OFUSG01216.1.p1
OG0003831	STRPU_05243	OFUSG05930.2.p1, OFUSG05930.1.p1
OG0003832	STRPU_23140	OFUSG06066.1.p1
OG0003834	STRPU_26294, STRPU_26268	OFUSG05404.1.p1
OG0003835	STRPU_24475	OFUSG13762.1.p1
OG0003836	STRPU_05030	OFUSG03236.1.p1
OG0003837	STRPU_08087	OFUSG05284.1.p1, OFUSG11129.1.p1
OG0003838	STRPU_05727	OFUSG02211.1.p1
OG0003839	STRPU_19903	OFUSG14221.1.p1
OG0003840	STRPU_26799	OFUSG26167.1.p1
OG0003841	STRPU_19672, STRPU_19649	OFUSG25707.1.p1
OG0003842	STRPU_22707, STRPU_00691, STRPU_22706	OFUSG06914.1.p1
OG0003843	STRPU_21504	OFUSG25141.1.p1
OG0003844	STRPU_27219	OFUSG19682.1.p1
OG0003845	STRPU_14394	OFUSG11473.1.p1
OG0003846	STRPU_10200	OFUSG06704.1.p1
OG0003847	STRPU_19484	OFUSG08415.1.p1
OG0003848	STRPU_19765	OFUSG07600.1.p1
OG0003849	STRPU_26764, STRPU_26750	OFUSG02757.1.p1, OFUSG08843.1.p1
OG0003850	STRPU_17743	OFUSG01254.1.p1
OG0003851	STRPU_22235	OFUSG13241.1.p1
OG0003852	STRPU_22104	OFUSG04274.2.p1, OFUSG04274.1.p1
OG0003853	STRPU_21495, STRPU_21486	OFUSG11282.1.p1
OG0003854	STRPU_26673	OFUSG09820.1.p1
OG0003855	STRPU_24429	OFUSG13289.1.p1
OG0003856	STRPU_09243	OFUSG18199.1.p1
OG0003857	STRPU_09242	OFUSG18520.1.p1
OG0003858	STRPU_20968	OFUSG11682.1.p1
OG0003859	STRPU_23995	OFUSG18306.1.p1
OG0003860	STRPU_24611	OFUSG03969.1.p1
OG0003861	STRPU_17125, STRPU_17109	OFUSG01289.1.p1, OFUSG01289.2.p1
OG0003862	STRPU_22604	OFUSG26482.2.p1, OFUSG26482.1.p1
OG0003863	STRPU_10014	OFUSG06768.1.p1
OG0003864	STRPU_21449	OFUSG21533.1.p1, OFUSG21530.1.p1
OG0003865	STRPU_25046	OFUSG04670.1.p1, OFUSG04670.3.p1, OFUSG04670.2.p1
OG0003866	STRPU_17669, STRPU_02253	OFUSG01635.2.p1, OFUSG01635.1.p1
OG0003867	STRPU_10594	OFUSG26425.1.p1
OG0003868	STRPU_19663, STRPU_19655	OFUSG25488.1.p1
OG0003869	STRPU_00857, STRPU_14063	OFUSG04233.1.p1
OG0003870	STRPU_12851, STRPU_12861	OFUSG26220.1.p1, OFUSG26220.2.p1
OG0003871	STRPU_08000	OFUSG14206.1.p1
OG0003872	STRPU_14352	OFUSG00219.1.p1
OG0003873	STRPU_11352	OFUSG12835.1.p1
OG0003874	STRPU_26807	OFUSG08683.1.p1
OG0003875	STRPU_12470	OFUSG26181.1.p1
OG0003876	STRPU_18481, STRPU_18439	OFUSG23627.1.p1
OG0003877	STRPU_06336	OFUSG14257.1.p1
OG0003878	STRPU_22393	OFUSG19403.1.p1
OG0003879	STRPU_26896	OFUSG20056.1.p1
OG0003880	STRPU_06845	OFUSG24988.1.p1
OG0003881	STRPU_23870, STRPU_23833	OFUSG18789.1.p1
OG0003882	STRPU_25867	OFUSG23207.1.p1, OFUSG23207.2.p1
OG0003883	STRPU_10088, STRPU_10151	OFUSG06274.1.p1
OG0003884	STRPU_22886	OFUSG16361.1.p1
OG0003885	STRPU_07351	OFUSG23663.1.p1
OG0003886	STRPU_25179	OFUSG04059.1.p1
OG0003887	STRPU_04757	OFUSG17832.1.p1
OG0003888	STRPU_17913	OFUSG00031.1.p1
OG0003889	STRPU_08854, STRPU_00968	OFUSG17908.2.p1, OFUSG17908.1.p1, OFUSG24139.1.p1, OFUSG21925.1.p1, OFUSG11313.1.p1
OG0003890	STRPU_16231, STRPU_16184, STRPU_16192, STRPU_16233	OFUSG25556.1.p1
OG0003892	STRPU_01952, STRPU_22793	OFUSG05645.1.p1
OG0003893	STRPU_20996	OFUSG11743.1.p1
OG0003894	STRPU_20332	OFUSG07444.1.p1
OG0003896	STRPU_08792	OFUSG17816.1.p1, OFUSG17816.2.p1
OG0003897	STRPU_10680, STRPU_00559	OFUSG17722.1.p1
OG0003898	STRPU_06593	OFUSG14490.1.p1
OG0003899	STRPU_24703, STRPU_24689	OFUSG03698.1.p1
OG0003900	STRPU_20822	OFUSG11237.1.p1
OG0003901	STRPU_03089, STRPU_03088	OFUSG13044.1.p1
OG0003903	STRPU_09773, STRPU_09730	OFUSG19115.1.p1
OG0003904	STRPU_23136	OFUSG15953.1.p1
OG0003905	STRPU_11701	OFUSG00192.1.p1
OG0003906	STRPU_26939	OFUSG09780.1.p1
OG0003909	STRPU_26189	OFUSG05066.1.p1
OG0003910	STRPU_16982	OFUSG00367.1.p1
OG0003911	STRPU_24667	OFUSG12915.1.p1
OG0003912	STRPU_26148	OFUSG22772.1.p1
OG0003913	STRPU_18325, STRPU_01122	OFUSG16854.1.p1, OFUSG16854.2.p1
OG0003914	STRPU_23090	OFUSG03858.1.p1, OFUSG03858.2.p1
OG0003915	STRPU_06949	OFUSG24695.1.p1
OG0003916	STRPU_26241	OFUSG20296.1.p1
OG0003917	STRPU_04930	OFUSG02661.1.p1, OFUSG02661.2.p1
OG0003918	STRPU_04601	OFUSG18006.1.p1
OG0003919	STRPU_14837	OFUSG14972.2.p1, OFUSG14972.1.p1
OG0003919	STRPU_14836	OFUSG14973.1.p1
OG0003920	STRPU_17479	OFUSG00473.1.p1
OG0003921	STRPU_24499	OFUSG21463.2.p1, OFUSG21463.1.p1
OG0003922	STRPU_13161, STRPU_13140	OFUSG24757.1.p1
OG0003923	STRPU_13944, STRPU_13941	OFUSG04254.1.p1
OG0003925	STRPU_11004, STRPU_00344	OFUSG16954.1.p1
OG0003926	STRPU_10755	OFUSG21486.1.p1
OG0003927	STRPU_14530	OFUSG24115.1.p1
OG0003928	STRPU_25726	OFUSG00021.1.p1
OG0003929	STRPU_25575	OFUSG20846.1.p1
OG0003930	STRPU_11790	OFUSG01262.1.p1
OG0003931	STRPU_08493	OFUSG10879.1.p1
OG0003932	STRPU_13334	OFUSG23661.1.p1
OG0003932	STRPU_15755	OFUSG26009.1.p1
OG0003933	STRPU_23156	OFUSG18990.1.p1, OFUSG18990.2.p1, OFUSG17884.1.p1
OG0003934	STRPU_24564	OFUSG21104.1.p1
OG0003935	STRPU_20857, STRPU_20894	OFUSG12376.1.p1
OG0003936	STRPU_26066	OFUSG05427.1.p1
OG0003937	STRPU_10312	OFUSG06517.1.p1
OG0003938	STRPU_17909	OFUSG01428.1.p1
OG0003939	STRPU_18436, STRPU_18437, STRPU_18479	OFUSG23620.1.p1
OG0003940	STRPU_21913	OFUSG06736.1.p1, OFUSG17406.1.p1
OG0003942	STRPU_10724	OFUSG01619.1.p1
OG0003944	STRPU_26716	OFUSG25022.1.p1
OG0003945	STRPU_12909	OFUSG25387.2.p1, OFUSG25387.1.p1
OG0003946	STRPU_09832	OFUSG05456.1.p1
OG0003947	STRPU_09926	OFUSG06825.1.p1
OG0003948	STRPU_09826	OFUSG19164.1.p1
OG0003949	STRPU_12187	OFUSG01552.1.p1
OG0003950	STRPU_12188	OFUSG00160.1.p1
OG0003951	STRPU_23993	OFUSG18740.1.p1
OG0003954	STRPU_07256, STRPU_07231	OFUSG21108.1.p1
OG0003955	STRPU_05331	OFUSG02744.1.p1
OG0003956	STRPU_18464, STRPU_18425	OFUSG26537.2.p1, OFUSG26537.1.p1
OG0003957	STRPU_25510	OFUSG15145.1.p1, OFUSG06261.1.p1, OFUSG12020.1.p1, OFUSG15146.1.p1, OFUSG05948.2.p1, OFUSG05948.1.p1
OG0003959	STRPU_20127	OFUSG08034.1.p1
OG0003960	STRPU_12093	OFUSG01617.1.p1
OG0003961	STRPU_24706	OFUSG13571.1.p1
OG0003962	STRPU_05218	OFUSG02999.1.p1
OG0003964	STRPU_19393	OFUSG03151.1.p1, OFUSG03150.1.p1, OFUSG06602.1.p1
OG0003964	STRPU_23696	OFUSG05524.1.p1
OG0003965	STRPU_01083, STRPU_24217	OFUSG13482.2.p1, OFUSG13482.1.p1
OG0003966	STRPU_17582, STRPU_17569	OFUSG00814.1.p1
OG0003967	STRPU_08909, STRPU_00918	OFUSG17824.1.p1
OG0003968	STRPU_02867, STRPU_17095	OFUSG19570.1.p1
OG0003969	STRPU_21355	OFUSG11226.1.p1
OG0003970	STRPU_14715	OFUSG14929.1.p1
OG0003971	STRPU_03433	OFUSG09521.1.p1
OG0003972	STRPU_25335	OFUSG05144.1.p1
OG0003973	STRPU_21229, STRPU_21231	OFUSG11220.1.p1
OG0003976	STRPU_09678, STRPU_09677	OFUSG05977.1.p1
OG0003984	STRPU_11419	OFUSG20573.1.p1
OG0003998	STRPU_20556	OFUSG22075.1.p1
OG0003999	STRPU_01968, STRPU_22810	OFUSG13249.1.p1, OFUSG26421.1.p1
OG0004002	STRPU_21325	OFUSG26830.1.p1
OG0004003	STRPU_19422	OFUSG03987.1.p1, OFUSG16776.1.p1, OFUSG20087.1.p1
OG0004004	STRPU_16146	OFUSG25436.1.p1
OG0004005	STRPU_16657, STRPU_16683	OFUSG08227.1.p1
OG0004006	STRPU_04991, STRPU_04992, STRPU_21551	OFUSG11482.1.p1, OFUSG11482.2.p1
OG0004007	STRPU_19148	OFUSG13400.1.p1
OG0004009	STRPU_04637, STRPU_04668	OFUSG18112.1.p1
OG0004010	STRPU_18499	OFUSG13189.1.p1
OG0004011	STRPU_04289, STRPU_04319	OFUSG10690.1.p1
OG0004012	STRPU_09870	OFUSG05810.1.p1
OG0004014	STRPU_01097, STRPU_24202	OFUSG16971.1.p1
OG0004015	STRPU_18380	OFUSG23645.1.p1, OFUSG23645.2.p1
OG0004016	STRPU_16841	OFUSG09938.1.p1
OG0004017	STRPU_14536	OFUSG22331.1.p1
OG0004018	STRPU_23298	OFUSG05631.2.p1, OFUSG05631.1.p1
OG0004019	STRPU_06670	OFUSG25454.1.p1
OG0004020	STRPU_06482, STRPU_06472	OFUSG13879.1.p1
OG0004021	STRPU_14759, STRPU_02563	OFUSG15028.1.p1
OG0004022	STRPU_02269, STRPU_17653	OFUSG00888.1.p1, OFUSG16401.2.p1, OFUSG16401.1.p1
OG0004023	STRPU_25909	OFUSG20348.1.p1
OG0004024	STRPU_24617	OFUSG24239.1.p1
OG0004025	STRPU_09604, STRPU_09594	OFUSG11341.1.p1
OG0004027	STRPU_13511	OFUSG16592.1.p1
OG0004028	STRPU_04568	OFUSG11042.2.p1, OFUSG11042.1.p1
OG0004029	STRPU_13194, STRPU_13195	OFUSG16671.1.p1, OFUSG16671.2.p1
OG0004030	STRPU_08815	OFUSG18320.1.p1, OFUSG18321.1.p1, OFUSG18318.1.p1, OFUSG18313.1.p1
OG0004031	STRPU_21388	OFUSG21709.1.p1
OG0004032	STRPU_06807	OFUSG24694.1.p1
OG0004033	STRPU_21510	OFUSG12090.1.p1
OG0004034	STRPU_26813	OFUSG09199.1.p1
OG0004035	STRPU_25661	OFUSG04760.1.p1
OG0004036	STRPU_17564, STRPU_17586	OFUSG01682.1.p1
OG0004037	STRPU_06495	OFUSG14252.1.p1, OFUSG14252.2.p1
OG0004038	STRPU_06801	OFUSG23417.1.p1
OG0004039	STRPU_16999	OFUSG01899.1.p1
OG0004040	STRPU_05771	OFUSG02275.1.p1, OFUSG02275.2.p1
OG0004041	STRPU_21042	OFUSG11618.1.p1
OG0004042	STRPU_16694, STRPU_16667	OFUSG09669.1.p1
OG0004043	STRPU_18032	OFUSG01859.1.p1
OG0004044	STRPU_24535	OFUSG00446.1.p1
OG0004045	STRPU_09829	OFUSG19170.5.p1, OFUSG19170.1.p1, OFUSG19170.4.p1, OFUSG19170.2.p1, OFUSG19170.3.p1
OG0004047	STRPU_08496	OFUSG18610.1.p1
OG0004048	STRPU_10205	OFUSG19554.1.p1
OG0004051	STRPU_22150	OFUSG26463.1.p1
OG0004052	STRPU_23378	OFUSG15852.1.p1, OFUSG15852.2.p1, OFUSG15852.3.p1, OFUSG15852.4.p1
OG0004053	STRPU_26759, STRPU_26744	OFUSG09713.1.p1
OG0004054	STRPU_20700	OFUSG25074.1.p1
OG0004055	STRPU_08814	OFUSG00658.3.p1, OFUSG00658.2.p1, OFUSG00658.1.p1, OFUSG00658.4.p1
OG0004057	STRPU_11804	OFUSG00824.1.p1
OG0004059	STRPU_21348	OFUSG25150.1.p1
OG0004060	STRPU_13836	OFUSG16459.1.p1
OG0004061	STRPU_18518, STRPU_19001	OFUSG13064.1.p1
OG0004062	STRPU_09567	OFUSG05949.1.p1, OFUSG06583.1.p1
OG0004064	STRPU_24939	OFUSG24453.1.p1, OFUSG24453.2.p1
OG0004065	STRPU_11423	OFUSG16929.1.p1
OG0004066	STRPU_19652, STRPU_19669	OFUSG07959.1.p1
OG0004066	STRPU_19819, STRPU_19815	OFUSG07452.2.p1, OFUSG07452.1.p1
OG0004067	STRPU_06102	OFUSG11070.1.p1
OG0004068	STRPU_17877	OFUSG00723.1.p1
OG0004069	STRPU_23907	OFUSG24301.1.p1
OG0004070	STRPU_08271	OFUSG10593.1.p1
OG0004071	STRPU_20340	OFUSG25471.1.p1
OG0004072	STRPU_14126, STRPU_14112	OFUSG16756.1.p1
OG0004073	STRPU_11758	OFUSG00778.1.p1
OG0004074	STRPU_07232, STRPU_07258	OFUSG13092.1.p1
OG0004075	STRPU_13427, STRPU_13424, STRPU_13422, STRPU_13420	OFUSG10667.1.p1
OG0004076	STRPU_00594, STRPU_07563	OFUSG17470.1.p1, OFUSG17470.2.p1
OG0004078	STRPU_09343	OFUSG06016.1.p1
OG0004079	STRPU_05743	OFUSG02739.1.p1
OG0004080	STRPU_13277	OFUSG04397.1.p1
OG0004081	STRPU_06127	OFUSG14219.1.p1
OG0004082	STRPU_24384	OFUSG16877.1.p1
OG0004083	STRPU_21744, STRPU_21680	OFUSG12099.1.p1
OG0004084	STRPU_07666, STRPU_18901	OFUSG13172.1.p1
OG0004085	STRPU_06109	OFUSG24648.1.p1
OG0004086	STRPU_21572, STRPU_00282	OFUSG25026.2.p1, OFUSG25026.1.p1
OG0004087	STRPU_23491	OFUSG26281.1.p1, OFUSG26281.2.p1, OFUSG26281.3.p1
OG0004088	STRPU_18617	OFUSG13315.1.p1
OG0004089	STRPU_00370, STRPU_11032	OFUSG26253.5.p1, OFUSG26253.1.p1, OFUSG26253.3.p1, OFUSG26253.2.p1, OFUSG26253.4.p1, OFUSG09130.1.p1
OG0004090	STRPU_24163	OFUSG16668.1.p1
OG0004091	STRPU_19319	OFUSG17304.1.p1
OG0004092	STRPU_13303	OFUSG16191.1.p1
OG0004093	STRPU_09708, STRPU_09752	OFUSG06669.1.p1
OG0004094	STRPU_20262	OFUSG07270.1.p1
OG0004095	STRPU_12681, STRPU_12680	OFUSG07584.1.p1
OG0004096	STRPU_20338	OFUSG25572.1.p1
OG0004098	STRPU_18328, STRPU_01120	OFUSG21100.1.p1
OG0004099	STRPU_08317	OFUSG10944.1.p1
OG0004100	STRPU_23805	OFUSG19371.2.p1, OFUSG19371.1.p1
OG0004101	STRPU_24073	OFUSG04654.2.p1, OFUSG04654.1.p1, OFUSG04654.3.p1
OG0004102	STRPU_09962, STRPU_09983	OFUSG19005.1.p1
OG0004104	STRPU_26985	OFUSG24702.1.p1
