Orthogroup	STRPU_ok	NEMVE
OG0003463	STRPU_21459	NEMVE08123
OG0003464	STRPU_08415	NEMVE21995, NEMVE25422
OG0003465	STRPU_19515	NEMVE00981
OG0003466	STRPU_10203, STRPU_09366, STRPU_09367	NEMVE19302
OG0003467	STRPU_04466	NEMVE11976
OG0003468	STRPU_21762, STRPU_21697	NEMVE01447, NEMVE21354
OG0003469	STRPU_25927	NEMVE23482
OG0003470	STRPU_27335	NEMVE08394
OG0003471	STRPU_21792	NEMVE13566
OG0003472	STRPU_05425	NEMVE23741
OG0003473	STRPU_03744	NEMVE02684, NEMVE05125
OG0003474	STRPU_24367	NEMVE00065
OG0003476	STRPU_22836	NEMVE12591
OG0003477	STRPU_07450, STRPU_07441	NEMVE15677, NEMVE14421
OG0003478	STRPU_20938	NEMVE14744
OG0003479	STRPU_01940, STRPU_22782	NEMVE22549
OG0003480	STRPU_25605	NEMVE09026
OG0003483	STRPU_04672	NEMVE22468
OG0003484	STRPU_22101	NEMVE21744
OG0003486	STRPU_17601	NEMVE08417, NEMVE11925
OG0003487	STRPU_10374	NEMVE22483
OG0003488	STRPU_07310	NEMVE05426
OG0003489	STRPU_24792	NEMVE05755
OG0003490	STRPU_14276, STRPU_14293	NEMVE07514
OG0003491	STRPU_06727	NEMVE14708
OG0003492	STRPU_04886	NEMVE06260
OG0003493	STRPU_19324	NEMVE15798
OG0003494	STRPU_27403, STRPU_27402, STRPU_22381, STRPU_02813	NEMVE24469, NEMVE16855, NEMVE24438
OG0003496	STRPU_05365	NEMVE24665, NEMVE12137, NEMVE00055
OG0003497	STRPU_03308	NEMVE01002
OG0003498	STRPU_24846	NEMVE10613, NEMVE20419
OG0003499	STRPU_05492	NEMVE25845
OG0003500	STRPU_02909, STRPU_21217	NEMVE05089, NEMVE12196
OG0003501	STRPU_18507	NEMVE13383
OG0003502	STRPU_14905	NEMVE06419
OG0003503	STRPU_09082, STRPU_02055	NEMVE14218, NEMVE14261
OG0003504	STRPU_08880, STRPU_00941	NEMVE14390
OG0003505	STRPU_26126	NEMVE05913
OG0003506	STRPU_05341	NEMVE25216
OG0003507	STRPU_19336	NEMVE06192
OG0003508	STRPU_13552	NEMVE10416
OG0003509	STRPU_10961	NEMVE10409
OG0003510	STRPU_25664	NEMVE10643
OG0003511	STRPU_26830	NEMVE22014, NEMVE01517
OG0003512	STRPU_14597	NEMVE20614, NEMVE08803, NEMVE19792
OG0003513	STRPU_13821	NEMVE14528
OG0003515	STRPU_05774	NEMVE07802
OG0003516	STRPU_10277	NEMVE22943, NEMVE13148
OG0003517	STRPU_12195	NEMVE22199
OG0003518	STRPU_26026	NEMVE07929
OG0003519	STRPU_13946	NEMVE22344
OG0003520	STRPU_20485	NEMVE01051
OG0003522	STRPU_08126, STRPU_08113	NEMVE24059
OG0003523	STRPU_11145	NEMVE07334
OG0003524	STRPU_11329	NEMVE20753, NEMVE23630
OG0003527	STRPU_06217, STRPU_06194	NEMVE02209
OG0003528	STRPU_17490, STRPU_17491, STRPU_17489	NEMVE12358, NEMVE13793
OG0003529	STRPU_13249	NEMVE22936
OG0003531	STRPU_20597	NEMVE23009
OG0003532	STRPU_10739	NEMVE01942
OG0003533	STRPU_22386	NEMVE21770
OG0003534	STRPU_21654, STRPU_21719	NEMVE01935, NEMVE05102, NEMVE01995
OG0003535	STRPU_09979, STRPU_09956	NEMVE18138, NEMVE18330
OG0003536	STRPU_08040	NEMVE23719
OG0003537	STRPU_09412, STRPU_01545	NEMVE15401
OG0003538	STRPU_05821	NEMVE24834
OG0003539	STRPU_22523	NEMVE14225
OG0003540	STRPU_02732	NEMVE25772
OG0003541	STRPU_25471	NEMVE05768
OG0003542	STRPU_08956, STRPU_08957	NEMVE05244
OG0003543	STRPU_16716	NEMVE21904
OG0003544	STRPU_07440, STRPU_07449	NEMVE21778
OG0003545	STRPU_09297	NEMVE09118
OG0003546	STRPU_19647, STRPU_19674	NEMVE00903
OG0003547	STRPU_12469	NEMVE21707
OG0003548	STRPU_09626	NEMVE24045
OG0003549	STRPU_17894	NEMVE22192
OG0003550	STRPU_01035, STRPU_23404	NEMVE14633
OG0003551	STRPU_18972, STRPU_18959	NEMVE25468
OG0003552	STRPU_20147	NEMVE13583
OG0003554	STRPU_09335	NEMVE05007
OG0003555	STRPU_09097, STRPU_02068	NEMVE10803
OG0003556	STRPU_08012	NEMVE17151
OG0003557	STRPU_20157	NEMVE12283
OG0003558	STRPU_27128	NEMVE23552
OG0003560	STRPU_20500	NEMVE06594
OG0003561	STRPU_17360, STRPU_17346	NEMVE01009, NEMVE02397
OG0003562	STRPU_24859	NEMVE13820
OG0003563	STRPU_01477, STRPU_08694	NEMVE09047
OG0003564	STRPU_09624	NEMVE07651, NEMVE05001
OG0003565	STRPU_15924, STRPU_00493, STRPU_08942, STRPU_12900	NEMVE24799
OG0003566	STRPU_11918, STRPU_11878	NEMVE24534
OG0003567	STRPU_02062, STRPU_09090	NEMVE14039
OG0003568	STRPU_14841	NEMVE23185
OG0003570	STRPU_02794	NEMVE24756
OG0003571	STRPU_26236	NEMVE07104, NEMVE21760
OG0003573	STRPU_14812	NEMVE15669
OG0003577	STRPU_22045	NEMVE01484
OG0003578	STRPU_14245	NEMVE14882, NEMVE12325
OG0003579	STRPU_04470	NEMVE14468
OG0003581	STRPU_24378	NEMVE02408
OG0003582	STRPU_22683	NEMVE05180
OG0003597	STRPU_01702, STRPU_02662	NEMVE06178, NEMVE07749
OG0003598	STRPU_00768, STRPU_19800	NEMVE09849
OG0003599	STRPU_26822	NEMVE00164
OG0003601	STRPU_13952	NEMVE01801
OG0003603	STRPU_08310	NEMVE13720
OG0003604	STRPU_14769, STRPU_02554	NEMVE14417
OG0003606	STRPU_17457, STRPU_17474	NEMVE07584
OG0003607	STRPU_21154	NEMVE12941, NEMVE12994
OG0003608	STRPU_20365	NEMVE05516, NEMVE19157
OG0003610	STRPU_01053, STRPU_24252	NEMVE07493, NEMVE14129
OG0003611	STRPU_09452, STRPU_01510	NEMVE07655, NEMVE15407
OG0003612	STRPU_18969, STRPU_18956	NEMVE22973
OG0003613	STRPU_12108, STRPU_12143	NEMVE08287
OG0003615	STRPU_19046	NEMVE03122
OG0003616	STRPU_01981	NEMVE22796
OG0003617	STRPU_13092, STRPU_13104	NEMVE04879
OG0003618	STRPU_08027, STRPU_02032	NEMVE14538
OG0003619	STRPU_05456	NEMVE25213
OG0003620	STRPU_00502, STRPU_15940	NEMVE14400
OG0003621	STRPU_17041, STRPU_01807	NEMVE24715
OG0003622	STRPU_21646, STRPU_21710	NEMVE09372
OG0003625	STRPU_01115, STRPU_24184, STRPU_24183	NEMVE23563
OG0003626	STRPU_24928	NEMVE00939, NEMVE20827
OG0003629	STRPU_06506	NEMVE13677
OG0003630	STRPU_14988, STRPU_14958	NEMVE01474
OG0003631	STRPU_04940	NEMVE08973, NEMVE18120, NEMVE20518, NEMVE20475
OG0003632	STRPU_11322	NEMVE09812
OG0003633	STRPU_21224, STRPU_22507	NEMVE24448
OG0003634	STRPU_11434	NEMVE17799
OG0003635	STRPU_04873	NEMVE14571
OG0003635	STRPU_05033, STRPU_05106	NEMVE17691
OG0003636	STRPU_21350	NEMVE10467
OG0003637	STRPU_22873, STRPU_22871, STRPU_22869, STRPU_22965, STRPU_22964, STRPU_22969, STRPU_22966, STRPU_22962, STRPU_22963, STRPU_22954, STRPU_22955, STRPU_22970	NEMVE05774
OG0003638	STRPU_21025	NEMVE14258
OG0003639	STRPU_14552	NEMVE05431
OG0003640	STRPU_24148	NEMVE08833, NEMVE05947, NEMVE23505, NEMVE05945, NEMVE13097
OG0003641	STRPU_00224, STRPU_25964	NEMVE25925, NEMVE21020
OG0003642	STRPU_27230	NEMVE13366
OG0003643	STRPU_23157	NEMVE21963
OG0003644	STRPU_19783, STRPU_00787	NEMVE14219, NEMVE19898
OG0003645	STRPU_05770	NEMVE06456, NEMVE06446
OG0003646	STRPU_26839	NEMVE06017
OG0003647	STRPU_27138	NEMVE18107
OG0003648	STRPU_21139	NEMVE10380
OG0003649	STRPU_26514	NEMVE10970
OG0003650	STRPU_07527	NEMVE01779
OG0003651	STRPU_08068	NEMVE07230
OG0003652	STRPU_17587, STRPU_17563	NEMVE14170
OG0003655	STRPU_17785	NEMVE21782
OG0003656	STRPU_23061, STRPU_00647	NEMVE23361
OG0003658	STRPU_23985	NEMVE14339
OG0003659	STRPU_24909	NEMVE01974
OG0003661	STRPU_23064, STRPU_00650	NEMVE00922
OG0003662	STRPU_01543, STRPU_09415	NEMVE08035
OG0003664	STRPU_08332	NEMVE07963
OG0003665	STRPU_26573, STRPU_24787	NEMVE22002, NEMVE13012, NEMVE21940
OG0003667	STRPU_14206	NEMVE05425
OG0003668	STRPU_26719	NEMVE14297
OG0003669	STRPU_19296, STRPU_01851	NEMVE07090
OG0003670	STRPU_07308, STRPU_07309	NEMVE20471, NEMVE23703
OG0003671	STRPU_09909	NEMVE14323
OG0003672	STRPU_08809	NEMVE08668
OG0003674	STRPU_08882, STRPU_00939	NEMVE05251
OG0003675	STRPU_01019, STRPU_23417	NEMVE14081
OG0003676	STRPU_13154, STRPU_13134	NEMVE07553
OG0003677	STRPU_13383, STRPU_13363	NEMVE22425
OG0003678	STRPU_19225	NEMVE25356
OG0003679	STRPU_24398	NEMVE11368
OG0003680	STRPU_24042, STRPU_02621	NEMVE13143
OG0003681	STRPU_11705	NEMVE01693
OG0003682	STRPU_20705	NEMVE22975
OG0003683	STRPU_14243	NEMVE25273
OG0003684	STRPU_26095	NEMVE10127
OG0003685	STRPU_22192	NEMVE07449
OG0003686	STRPU_25646, STRPU_25651	NEMVE09181
OG0003687	STRPU_13921, STRPU_13934	NEMVE23894, NEMVE12128
OG0003689	STRPU_01600, STRPU_13582	NEMVE15357
OG0003690	STRPU_21873	NEMVE15068
OG0003691	STRPU_05039, STRPU_05113	NEMVE21817
OG0003692	STRPU_01575, STRPU_09381	NEMVE20806, NEMVE11090
OG0003693	STRPU_22769, STRPU_01926	NEMVE09308
OG0003694	STRPU_00897, STRPU_23023	NEMVE22408
OG0003695	STRPU_20388	NEMVE01731
OG0003696	STRPU_23695, STRPU_23693	NEMVE11320
OG0003697	STRPU_00014, STRPU_08308	NEMVE17845
OG0003698	STRPU_09884	NEMVE22878
OG0003699	STRPU_26521, STRPU_11800	NEMVE16490
OG0003700	STRPU_08820	NEMVE05136, NEMVE03153
OG0003701	STRPU_24397	NEMVE05754
OG0003703	STRPU_12263	NEMVE24764
OG0003704	STRPU_07662, STRPU_18902	NEMVE24279
OG0003705	STRPU_01606, STRPU_13588	NEMVE23677
OG0003706	STRPU_19455	NEMVE16662
OG0003707	STRPU_15630, STRPU_15643	NEMVE04617
OG0003708	STRPU_17774	NEMVE07588
OG0003709	STRPU_25377	NEMVE18151
OG0003710	STRPU_17764	NEMVE22261
OG0003711	STRPU_00659, STRPU_23074	NEMVE13813, NEMVE21206
OG0003712	STRPU_02201, STRPU_09234, STRPU_09233, STRPU_02200	NEMVE13197
OG0003715	STRPU_00422, STRPU_12083, STRPU_14882, STRPU_14479	NEMVE16285
OG0003716	STRPU_11467	NEMVE13656
OG0003717	STRPU_24884	NEMVE06991
OG0003718	STRPU_24139	NEMVE22937
OG0003719	STRPU_26767, STRPU_26753	NEMVE08960
OG0003720	STRPU_16621	NEMVE13058
OG0003722	STRPU_20141	NEMVE01466, NEMVE20465
OG0003724	STRPU_11103, STRPU_11128	NEMVE13663, NEMVE17013, NEMVE22380
OG0003725	STRPU_19147	NEMVE14781
OG0003728	STRPU_19719	NEMVE23247
OG0003729	STRPU_24047, STRPU_02614	NEMVE25381
OG0003730	STRPU_10330	NEMVE15317, NEMVE13968
OG0003731	STRPU_20490	NEMVE23012
OG0003732	STRPU_05954	NEMVE13725
OG0003734	STRPU_20278, STRPU_20274, STRPU_20313, STRPU_00129	NEMVE22526
OG0003735	STRPU_17084	NEMVE23342
OG0003736	STRPU_22673	NEMVE22403
OG0003737	STRPU_19671, STRPU_19650	NEMVE15745
OG0003738	STRPU_08163	NEMVE24821, NEMVE25967
OG0003739	STRPU_01491, STRPU_13756	NEMVE09958
OG0003740	STRPU_12532	NEMVE22455
OG0003741	STRPU_02688, STRPU_01677	NEMVE00260, NEMVE22579
OG0003742	STRPU_22532	NEMVE13350, NEMVE15271
OG0003743	STRPU_18134	NEMVE21709
OG0003744	STRPU_22977	NEMVE05864
OG0003745	STRPU_14449, STRPU_14432	NEMVE24615
OG0003746	STRPU_13668, STRPU_02402	NEMVE04748
OG0003747	STRPU_07518, STRPU_07517	NEMVE17516
OG0003749	STRPU_12317	NEMVE22325
OG0003750	STRPU_03777	NEMVE13166
OG0003751	STRPU_11253, STRPU_11216	NEMVE03634, NEMVE10234
OG0003752	STRPU_15768	NEMVE10007, NEMVE01099, NEMVE09376
OG0003753	STRPU_08790	NEMVE23093
OG0003754	STRPU_12707	NEMVE12822, NEMVE01565
OG0003755	STRPU_15415	NEMVE07225
OG0003756	STRPU_25349, STRPU_25348	NEMVE08256
OG0003757	STRPU_20502	NEMVE25101
OG0003758	STRPU_21990, STRPU_21988	NEMVE24097
OG0003759	STRPU_10861, STRPU_10841	NEMVE07147
OG0003760	STRPU_07722	NEMVE25257
OG0003760	STRPU_07725	NEMVE09652
OG0003761	STRPU_22011	NEMVE06273
OG0003762	STRPU_08506	NEMVE13179
OG0003763	STRPU_17640, STRPU_02280	NEMVE18331
OG0003764	STRPU_08733, STRPU_01439	NEMVE01625, NEMVE08664
OG0003766	STRPU_25294	NEMVE12147
OG0003767	STRPU_07021	NEMVE24136
OG0003768	STRPU_20453, STRPU_22059, STRPU_22060, STRPU_12340	NEMVE13220
OG0003769	STRPU_26021	NEMVE25860
OG0003770	STRPU_05109, STRPU_05036, STRPU_05110, STRPU_05108, STRPU_05035	NEMVE14300
OG0003771	STRPU_08361	NEMVE24800
OG0003773	STRPU_08673	NEMVE23658
OG0003775	STRPU_08270	NEMVE06322
OG0003776	STRPU_02898	NEMVE25761
OG0003777	STRPU_08593, STRPU_00310	NEMVE13412
OG0003778	STRPU_11538	NEMVE22626
OG0003779	STRPU_06113	NEMVE22651
OG0003795	STRPU_23591	NEMVE20355, NEMVE20909, NEMVE06474
OG0003798	STRPU_05134, STRPU_05061	NEMVE14516
OG0003802	STRPU_03798	NEMVE16141, NEMVE19076, NEMVE19541, NEMVE20147, NEMVE18385, NEMVE20479, NEMVE16060
OG0003803	STRPU_20204	NEMVE24989
OG0003804	STRPU_14379, STRPU_24151, STRPU_12275, STRPU_14304, STRPU_20324, STRPU_14307, STRPU_13637, STRPU_17786, STRPU_08181, STRPU_01067, STRPU_22550, STRPU_06751, STRPU_07257, STRPU_03629, STRPU_15928, STRPU_03506, STRPU_15410, STRPU_04952, STRPU_11637, STRPU_10392, STRPU_08449, STRPU_13833, STRPU_12557, STRPU_17124, STRPU_23418	NEMVE16877
OG0003806	STRPU_00975, STRPU_08841	NEMVE14378
OG0003807	STRPU_08093	NEMVE13183
OG0003808	STRPU_24251, STRPU_01054	NEMVE11383
OG0003809	STRPU_04114	NEMVE22938
OG0003811	STRPU_05891	NEMVE12033, NEMVE10353
OG0003812	STRPU_11207	NEMVE18581
OG0003813	STRPU_04220, STRPU_04255	NEMVE22400
OG0003815	STRPU_20778	NEMVE23225
OG0003817	STRPU_03385, STRPU_03401, STRPU_03391, STRPU_03416	NEMVE12881, NEMVE22126
OG0003818	STRPU_05558, STRPU_05616	NEMVE20836, NEMVE05581
OG0003819	STRPU_05262, STRPU_05278	NEMVE21617, NEMVE25005, NEMVE16569, NEMVE16568, NEMVE23843, NEMVE17587, NEMVE17588, NEMVE20790, NEMVE17586, NEMVE17708, NEMVE17707
OG0003820	STRPU_27077	NEMVE18008
OG0003822	STRPU_16290, STRPU_16291, STRPU_16497, STRPU_16505, STRPU_16493, STRPU_16494, STRPU_16499, STRPU_16498	NEMVE05304
OG0003823	STRPU_24666	NEMVE13544
OG0003824	STRPU_09421, STRPU_01538	NEMVE12681, NEMVE22639
OG0003825	STRPU_10012	NEMVE06848
OG0003827	STRPU_19325	NEMVE22358
OG0003828	STRPU_20403	NEMVE13970
OG0003829	STRPU_20384	NEMVE16467, NEMVE20813, NEMVE16466
OG0003831	STRPU_05243	NEMVE24194
OG0003832	STRPU_23140	NEMVE07346
OG0003833	STRPU_05825, STRPU_05285	NEMVE22798
OG0003834	STRPU_26294, STRPU_26268	NEMVE25157
OG0003835	STRPU_24475	NEMVE19413, NEMVE21309
OG0003836	STRPU_05030	NEMVE04677
OG0003837	STRPU_08087	NEMVE15152
OG0003838	STRPU_05727	NEMVE07828
OG0003839	STRPU_19903	NEMVE09947
OG0003840	STRPU_26799	NEMVE14763, NEMVE17541
OG0003841	STRPU_19672, STRPU_19649	NEMVE13973
OG0003842	STRPU_22707, STRPU_00691, STRPU_22706	NEMVE22729
OG0003843	STRPU_21504	NEMVE14695
OG0003844	STRPU_27219	NEMVE24944
OG0003845	STRPU_14394	NEMVE01473
OG0003846	STRPU_10200	NEMVE07025
OG0003847	STRPU_19484	NEMVE23780
OG0003848	STRPU_19765	NEMVE01752, NEMVE03237
OG0003850	STRPU_17743	NEMVE14788
OG0003851	STRPU_22235	NEMVE13091
OG0003852	STRPU_22104	NEMVE07134
OG0003853	STRPU_21495, STRPU_21486	NEMVE09522
OG0003854	STRPU_26673	NEMVE18328
OG0003855	STRPU_24429	NEMVE01478
OG0003857	STRPU_09242	NEMVE20217, NEMVE25998
OG0003858	STRPU_20968	NEMVE07192
OG0003859	STRPU_23995	NEMVE25657
OG0003861	STRPU_17125, STRPU_17109	NEMVE05952
OG0003862	STRPU_22604	NEMVE14847
OG0003863	STRPU_10014	NEMVE15299
OG0003864	STRPU_21449	NEMVE12479, NEMVE05255
OG0003865	STRPU_25046	NEMVE08854
OG0003866	STRPU_17669, STRPU_02253	NEMVE14786
OG0003867	STRPU_10594	NEMVE14855
OG0003868	STRPU_19663, STRPU_19655	NEMVE23932
OG0003869	STRPU_00857, STRPU_14063	NEMVE25452
OG0003870	STRPU_12851, STRPU_12861	NEMVE09270
OG0003871	STRPU_08000	NEMVE00146
OG0003872	STRPU_14352	NEMVE06420
OG0003873	STRPU_11352	NEMVE07141
OG0003874	STRPU_26807	NEMVE23530
OG0003875	STRPU_12470	NEMVE04885
OG0003876	STRPU_18481, STRPU_18439	NEMVE06222, NEMVE12361
OG0003877	STRPU_06336	NEMVE20725, NEMVE07878
OG0003878	STRPU_22393	NEMVE17672
OG0003879	STRPU_26896	NEMVE00015
OG0003880	STRPU_06845	NEMVE18635
OG0003881	STRPU_23870, STRPU_23833	NEMVE21229, NEMVE25591
OG0003882	STRPU_25867	NEMVE25838
OG0003883	STRPU_10088, STRPU_10151	NEMVE24051
OG0003884	STRPU_22886	NEMVE04622
OG0003885	STRPU_07351	NEMVE07560
OG0003886	STRPU_25179	NEMVE07112
OG0003887	STRPU_15393, STRPU_04757	NEMVE13010
OG0003888	STRPU_17913	NEMVE07601
OG0003889	STRPU_08854, STRPU_00968	NEMVE16733, NEMVE20739, NEMVE16732, NEMVE16731, NEMVE23991
OG0003890	STRPU_16231, STRPU_16184, STRPU_16192, STRPU_16233	NEMVE01588
OG0003892	STRPU_01952, STRPU_22793	NEMVE22031, NEMVE14752
OG0003893	STRPU_20997	NEMVE17393
OG0003893	STRPU_20996	NEMVE17391
OG0003894	STRPU_20332	NEMVE13262
OG0003895	STRPU_09912	NEMVE10938
OG0003896	STRPU_08792	NEMVE05289
OG0003897	STRPU_10680, STRPU_00559	NEMVE01514
OG0003898	STRPU_06593	NEMVE00029, NEMVE20445
OG0003899	STRPU_24703, STRPU_24689	NEMVE25516
OG0003900	STRPU_20822	NEMVE17139
OG0003901	STRPU_03089, STRPU_03088	NEMVE14163
OG0003903	STRPU_09773, STRPU_09730	NEMVE25716
OG0003904	STRPU_23136	NEMVE13657
OG0003905	STRPU_11701	NEMVE25933
OG0003906	STRPU_26939	NEMVE08844
OG0003907	STRPU_10190, STRPU_17845	NEMVE20188, NEMVE11822
OG0003908	STRPU_23887	NEMVE13469
OG0003910	STRPU_16982	NEMVE11947, NEMVE14228
OG0003911	STRPU_24667	NEMVE13548
OG0003912	STRPU_26148	NEMVE23480
OG0003913	STRPU_18325, STRPU_01122	NEMVE06219
OG0003914	STRPU_23090	NEMVE23883
OG0003915	STRPU_06949	NEMVE13987
OG0003916	STRPU_26241	NEMVE04869
OG0003917	STRPU_04930	NEMVE07359
OG0003918	STRPU_04601	NEMVE15132
OG0003919	STRPU_14837	NEMVE10983
OG0003919	STRPU_14836	NEMVE10991
OG0003920	STRPU_17479	NEMVE13794
OG0003921	STRPU_24499	NEMVE13546, NEMVE03026
OG0003923	STRPU_13944, STRPU_13941	NEMVE01001, NEMVE12285
OG0003925	STRPU_11004, STRPU_00344	NEMVE14404
OG0003926	STRPU_10755	NEMVE18036
OG0003927	STRPU_14530	NEMVE14203, NEMVE11015, NEMVE11697
OG0003929	STRPU_25575	NEMVE15034
OG0003930	STRPU_11790	NEMVE11142
OG0003931	STRPU_08493	NEMVE05283
OG0003932	STRPU_13334	NEMVE10145
OG0003932	STRPU_15755	NEMVE17360
OG0003933	STRPU_23156	NEMVE16001
OG0003934	STRPU_24564	NEMVE10808
OG0003935	STRPU_20857, STRPU_20894	NEMVE04906, NEMVE10377, NEMVE06933
OG0003936	STRPU_26066	NEMVE07930
OG0003937	STRPU_10312	NEMVE18859
OG0003938	STRPU_17909	NEMVE14790
OG0003939	STRPU_18436, STRPU_18437, STRPU_18479	NEMVE25295, NEMVE20805, NEMVE20363
OG0003940	STRPU_21913	NEMVE16875
OG0003941	STRPU_23753	NEMVE08171
OG0003942	STRPU_10724	NEMVE22462
OG0003944	STRPU_26716	NEMVE25693, NEMVE10205, NEMVE21561
OG0003945	STRPU_12909	NEMVE14589
OG0003946	STRPU_09832	NEMVE09626
OG0003947	STRPU_09926	NEMVE01496, NEMVE12187
OG0003948	STRPU_09826	NEMVE19651
OG0003949	STRPU_12187	NEMVE07570, NEMVE23133
OG0003950	STRPU_12188	NEMVE04576
OG0003951	STRPU_23993	NEMVE21774
OG0003952	STRPU_11840	NEMVE24632
OG0003954	STRPU_07256, STRPU_07231	NEMVE08288, NEMVE00930
OG0003955	STRPU_05331	NEMVE06429
OG0003956	STRPU_18464, STRPU_18425	NEMVE23428
OG0003957	STRPU_25510	NEMVE06353, NEMVE09576
OG0003958	STRPU_04451	NEMVE15102
OG0003959	STRPU_20127	NEMVE23777
OG0003961	STRPU_24706	NEMVE15127
OG0003962	STRPU_05218	NEMVE16096, NEMVE01907
OG0003964	STRPU_19393, STRPU_23696	NEMVE15732
OG0003965	STRPU_01083, STRPU_24217	NEMVE25502
OG0003966	STRPU_17582, STRPU_17569	NEMVE13810
OG0003967	STRPU_08909, STRPU_00918	NEMVE23105
OG0003968	STRPU_02867, STRPU_17095	NEMVE08572
OG0003969	STRPU_21355	NEMVE07890
OG0003970	STRPU_14715	NEMVE23326
OG0003971	STRPU_03433	NEMVE22272
OG0003972	STRPU_25335	NEMVE13775
OG0003973	STRPU_21229, STRPU_21231	NEMVE14779
OG0003976	STRPU_09678, STRPU_09677	NEMVE24965
OG0003996	STRPU_00147, STRPU_12405, STRPU_18923, STRPU_18140	NEMVE18416, NEMVE18325
OG0003997	STRPU_05888	NEMVE05978
OG0003998	STRPU_20556	NEMVE00894
OG0003999	STRPU_01968, STRPU_22810	NEMVE21965
OG0004001	STRPU_05683	NEMVE03521
OG0004002	STRPU_21325	NEMVE11741, NEMVE18518, NEMVE05646
OG0004004	STRPU_16146	NEMVE06251
OG0004005	STRPU_16657, STRPU_16683	NEMVE23848
OG0004006	STRPU_04991, STRPU_04992, STRPU_21551	NEMVE20989, NEMVE11118
OG0004007	STRPU_19148	NEMVE13953
OG0004009	STRPU_04637, STRPU_04668	NEMVE21729
OG0004010	STRPU_18499	NEMVE14978, NEMVE12830
OG0004011	STRPU_04289, STRPU_04319	NEMVE25743
OG0004012	STRPU_09870	NEMVE12899, NEMVE22318
OG0004015	STRPU_18380	NEMVE09359
OG0004016	STRPU_16841	NEMVE13204
OG0004017	STRPU_14536	NEMVE14537
OG0004018	STRPU_23298	NEMVE17555
OG0004019	STRPU_06670	NEMVE05373
OG0004020	STRPU_06482, STRPU_06472	NEMVE22667
OG0004021	STRPU_14759, STRPU_02563	NEMVE03953, NEMVE00245, NEMVE06416
OG0004022	STRPU_02269, STRPU_17653	NEMVE22354, NEMVE07265
OG0004023	STRPU_25909	NEMVE10125
OG0004024	STRPU_24617	NEMVE24877
OG0004025	STRPU_09604, STRPU_09594	NEMVE14321
OG0004028	STRPU_04568	NEMVE00045, NEMVE01939
OG0004030	STRPU_08815	NEMVE09561
OG0004031	STRPU_21388	NEMVE09520
OG0004032	STRPU_06807	NEMVE11647, NEMVE08726
OG0004033	STRPU_21510	NEMVE05049
OG0004034	STRPU_26813	NEMVE13874, NEMVE06071
OG0004035	STRPU_25661	NEMVE23476
OG0004036	STRPU_17564, STRPU_17586	NEMVE22269
OG0004037	STRPU_06495	NEMVE24489
OG0004038	STRPU_06801	NEMVE25168
OG0004039	STRPU_16999	NEMVE05684
OG0004040	STRPU_05771	NEMVE11657
OG0004041	STRPU_21042	NEMVE07183
OG0004042	STRPU_16694, STRPU_16667	NEMVE24907
OG0004043	STRPU_18032	NEMVE25672
OG0004044	STRPU_24535	NEMVE14670
OG0004045	STRPU_09829	NEMVE22942
OG0004046	STRPU_14361	NEMVE20796, NEMVE25121
OG0004047	STRPU_08496	NEMVE14207
OG0004048	STRPU_10205	NEMVE04894
OG0004049	STRPU_17384	NEMVE18922, NEMVE10123, NEMVE15272, NEMVE05060
OG0004051	STRPU_22150	NEMVE16748
OG0004052	STRPU_23378	NEMVE04588
OG0004053	STRPU_26759, STRPU_26744	NEMVE19218
OG0004055	STRPU_08814	NEMVE22198
OG0004056	STRPU_23719	NEMVE12001, NEMVE17803
OG0004057	STRPU_11804	NEMVE14174
OG0004058	STRPU_26518	NEMVE06021
OG0004059	STRPU_21348	NEMVE10461
OG0004060	STRPU_13836	NEMVE05949
OG0004061	STRPU_18518, STRPU_19001	NEMVE09085
OG0004063	STRPU_17709	NEMVE10277
OG0004064	STRPU_24939	NEMVE23672
OG0004065	STRPU_11423	NEMVE13633
OG0004066	STRPU_19652, STRPU_19669, STRPU_19819, STRPU_19815	NEMVE18474
OG0004068	STRPU_17877	NEMVE14104
OG0004069	STRPU_23907	NEMVE10507
OG0004070	STRPU_08271	NEMVE00018, NEMVE22616
OG0004071	STRPU_20340	NEMVE14977
OG0004072	STRPU_14126, STRPU_14112	NEMVE15269
OG0004074	STRPU_07232, STRPU_07258	NEMVE01933, NEMVE11914
OG0004075	STRPU_13427, STRPU_13424, STRPU_13422, STRPU_13420	NEMVE15118
OG0004076	STRPU_00594, STRPU_07563	NEMVE11675, NEMVE01100
OG0004078	STRPU_09343	NEMVE13560, NEMVE07028
OG0004079	STRPU_05743	NEMVE25325
OG0004080	STRPU_13277	NEMVE06984
OG0004081	STRPU_06127	NEMVE22578
OG0004082	STRPU_24384	NEMVE01381
OG0004083	STRPU_21744, STRPU_21680	NEMVE14362
OG0004084	STRPU_18900, STRPU_07666, STRPU_18901	NEMVE14693
OG0004085	STRPU_06109	NEMVE14248, NEMVE19893, NEMVE17924
OG0004086	STRPU_21572, STRPU_00282	NEMVE02965
OG0004087	STRPU_23491	NEMVE04747
OG0004088	STRPU_18617	NEMVE13678
OG0004089	STRPU_00370, STRPU_11032	NEMVE22289, NEMVE23169
OG0004090	STRPU_24163	NEMVE14306
OG0004091	STRPU_19319	NEMVE00934
OG0004092	STRPU_13303	NEMVE12115, NEMVE21794
