Orthogroup	STRPU_ok	CAEEL
OG0003283	STRPU_23176	CAEEL10540
OG0003284	STRPU_24635, STRPU_24634	CAEEL20144
OG0003286	STRPU_08482	CAEEL11061
OG0003287	STRPU_16133, STRPU_16118	CAEEL09759
OG0003288	STRPU_05660	CAEEL07836
OG0003289	STRPU_25492	CAEEL00474
OG0003290	STRPU_19995	CAEEL07995, CAEEL07996
OG0003291	STRPU_14374	CAEEL07282
OG0003293	STRPU_22259	CAEEL09078
OG0003296	STRPU_00434, STRPU_14195	CAEEL07972
OG0003297	STRPU_08868, STRPU_00953	CAEEL06799, CAEEL06798, CAEEL02997
OG0003298	STRPU_05740	CAEEL00404
OG0003300	STRPU_08671, STRPU_01641, STRPU_11977, STRPU_07721, STRPU_12287	CAEEL15375, CAEEL10323, CAEEL04894, CAEEL10997, CAEEL02576, CAEEL07626
OG0003301	STRPU_16244, STRPU_16205	CAEEL11183
OG0003302	STRPU_04486	CAEEL11405
OG0003303	STRPU_21624	CAEEL08080
OG0003306	STRPU_23936, STRPU_23962	CAEEL11131
OG0003307	STRPU_04904	CAEEL09527
OG0003309	STRPU_24871	CAEEL07134
OG0003311	STRPU_24433	CAEEL06729
OG0003316	STRPU_00352, STRPU_11013	CAEEL06426
OG0003317	STRPU_09007	CAEEL11191
OG0003318	STRPU_23527	CAEEL00777
OG0003320	STRPU_09402, STRPU_01555	CAEEL05307
OG0003323	STRPU_09684, STRPU_09685	CAEEL08557, CAEEL08556
OG0003325	STRPU_04053	CAEEL11598
OG0003327	STRPU_19769, STRPU_00800	CAEEL15863
OG0003328	STRPU_00809, STRPU_25543	CAEEL07600, CAEEL14983, CAEEL18520
OG0003330	STRPU_27339	CAEEL02745
OG0003331	STRPU_15371	CAEEL07758
OG0003332	STRPU_07786	CAEEL15994, CAEEL15100
OG0003333	STRPU_01214, STRPU_12086	CAEEL05869
OG0003335	STRPU_20823	CAEEL06219
OG0003336	STRPU_20291	CAEEL18158
OG0003337	STRPU_11218, STRPU_11255	CAEEL05608
OG0003340	STRPU_24554	CAEEL05767
OG0003341	STRPU_21771	CAEEL15411
OG0003343	STRPU_15384	CAEEL02966
OG0003344	STRPU_07542, STRPU_00574	CAEEL04271
OG0003348	STRPU_24382	CAEEL00995
OG0003349	STRPU_04798, STRPU_04805	CAEEL11343
OG0003350	STRPU_06152	CAEEL18859
OG0003354	STRPU_22433	CAEEL07057
OG0003356	STRPU_08703, STRPU_01469	CAEEL05068
OG0003357	STRPU_09879	CAEEL05202
OG0003358	STRPU_01921, STRPU_22765	CAEEL15398
OG0003359	STRPU_12338	CAEEL08412
OG0003360	STRPU_12153, STRPU_12119	CAEEL09119
OG0003361	STRPU_21285	CAEEL15297, CAEEL13464, CAEEL07044
OG0003364	STRPU_12256	CAEEL06262
OG0003366	STRPU_20477, STRPU_20476, STRPU_20479, STRPU_20478	CAEEL13316, CAEEL13290
OG0003368	STRPU_09309	CAEEL04652
OG0003369	STRPU_04619	CAEEL11911
OG0003370	STRPU_24791	CAEEL19630, CAEEL09274
OG0003372	STRPU_18382	CAEEL04956
OG0003374	STRPU_16743, STRPU_01716	CAEEL09698
OG0003375	STRPU_27269, STRPU_27284	CAEEL04860
OG0003377	STRPU_12932	CAEEL19646
OG0003378	STRPU_12591	CAEEL04638
OG0003380	STRPU_14745	CAEEL07698, CAEEL08643
OG0003384	STRPU_01561, STRPU_09397	CAEEL12353
OG0003386	STRPU_10904	CAEEL04616
OG0003387	STRPU_00430, STRPU_14199, STRPU_17499, STRPU_17500, STRPU_17502, STRPU_17498, STRPU_17501	CAEEL12649, CAEEL12648
OG0003392	STRPU_08299	CAEEL18713
OG0003394	STRPU_22083	CAEEL09212
OG0003419	STRPU_03427	CAEEL20583, CAEEL07865
OG0003421	STRPU_05462	CAEEL18393
OG0003425	STRPU_27213	CAEEL12188
OG0003426	STRPU_21596	CAEEL06462
OG0003429	STRPU_11803	CAEEL00390
OG0003430	STRPU_03710	CAEEL05290
OG0003431	STRPU_13834	CAEEL20649
OG0003433	STRPU_06151	CAEEL17744
OG0003434	STRPU_22971	CAEEL08434
OG0003435	STRPU_20684	CAEEL04157
OG0003439	STRPU_06448	CAEEL10524
OG0003443	STRPU_21532	CAEEL18884
OG0003444	STRPU_12122, STRPU_12155	CAEEL04842
OG0003448	STRPU_25380	CAEEL01220
OG0003450	STRPU_04502	CAEEL06420
OG0003451	STRPU_18049	CAEEL02776, CAEEL02805
OG0003454	STRPU_13689, STRPU_02387	CAEEL07771
OG0003455	STRPU_21218	CAEEL01134
OG0003456	STRPU_08652	CAEEL00212, CAEEL00213
OG0003457	STRPU_25059	CAEEL19244
OG0003459	STRPU_21409	CAEEL16050
OG0003460	STRPU_21209	CAEEL19133
OG0003462	STRPU_01190, STRPU_19960	CAEEL11837
OG0003463	STRPU_21459	CAEEL07464
OG0003464	STRPU_08415	CAEEL15673
OG0003465	STRPU_19515	CAEEL00222
OG0003466	STRPU_10203, STRPU_09366, STRPU_09367	CAEEL06482
OG0003467	STRPU_04467, STRPU_04466	CAEEL09664
OG0003468	STRPU_21762, STRPU_21697	CAEEL10655
OG0003472	STRPU_05425	CAEEL07680, CAEEL07681
OG0003473	STRPU_03744	CAEEL09171
OG0003475	STRPU_18099, STRPU_01787	CAEEL01731
OG0003477	STRPU_07450, STRPU_07441	CAEEL02502
OG0003478	STRPU_20938	CAEEL00398, CAEEL07105, CAEEL19934
OG0003479	STRPU_01940, STRPU_22782	CAEEL12384
OG0003480	STRPU_25605	CAEEL01792
OG0003486	STRPU_17601	CAEEL04926
OG0003487	STRPU_10374	CAEEL02123
OG0003489	STRPU_24792	CAEEL00223
OG0003491	STRPU_06727	CAEEL18627, CAEEL05479
OG0003498	STRPU_24846	CAEEL16452
OG0003500	STRPU_02909, STRPU_21217	CAEEL01330, CAEEL01125
OG0003501	STRPU_18507	CAEEL00307, CAEEL19975, CAEEL19935, CAEEL19957, CAEEL20040, CAEEL18302
OG0003502	STRPU_14905	CAEEL02400, CAEEL02281
OG0003503	STRPU_09082, STRPU_02055	CAEEL04457, CAEEL04454
OG0003505	STRPU_26126	CAEEL07950
OG0003506	STRPU_05341	CAEEL05248
OG0003507	STRPU_19336	CAEEL05679
OG0003508	STRPU_13552	CAEEL17418
OG0003509	STRPU_10961	CAEEL04891
OG0003511	STRPU_26830	CAEEL08351
OG0003513	STRPU_13821	CAEEL07182
OG0003514	STRPU_22096	CAEEL12733, CAEEL12734
OG0003515	STRPU_05774	CAEEL06636
OG0003517	STRPU_12195	CAEEL05196
OG0003518	STRPU_26026	CAEEL01719
OG0003519	STRPU_13946	CAEEL07239
OG0003522	STRPU_08126, STRPU_08113	CAEEL06276
OG0003523	STRPU_11145	CAEEL18694
OG0003524	STRPU_11329	CAEEL04264, CAEEL04265
OG0003526	STRPU_21377	CAEEL16001
OG0003528	STRPU_17490, STRPU_17491, STRPU_17489	CAEEL00365
OG0003531	STRPU_20597	CAEEL15168, CAEEL18062
OG0003532	STRPU_10739	CAEEL05027
OG0003538	STRPU_05821	CAEEL11099
OG0003539	STRPU_22523	CAEEL05895
OG0003541	STRPU_25471	CAEEL01632
OG0003542	STRPU_08956, STRPU_08957	CAEEL01115
OG0003543	STRPU_16716	CAEEL08637
OG0003544	STRPU_07440, STRPU_07449	CAEEL06236, CAEEL08896
OG0003545	STRPU_09297	CAEEL12984
OG0003548	STRPU_09626	CAEEL19888
OG0003550	STRPU_01035, STRPU_23404	CAEEL06728
OG0003551	STRPU_18972, STRPU_18959	CAEEL05919
OG0003552	STRPU_20147	CAEEL18151
OG0003554	STRPU_09335	CAEEL05099
OG0003556	STRPU_08012	CAEEL11919
OG0003560	STRPU_20500	CAEEL04113
OG0003561	STRPU_17360, STRPU_17346	CAEEL01643
OG0003562	STRPU_24859	CAEEL19208, CAEEL04183
OG0003563	STRPU_01477, STRPU_08694	CAEEL07782
OG0003564	STRPU_09624	CAEEL18104
OG0003566	STRPU_11918, STRPU_11878	CAEEL04245
OG0003567	STRPU_02062, STRPU_09090	CAEEL15549
OG0003569	STRPU_23349	CAEEL10722
OG0003570	STRPU_02794	CAEEL08761
OG0003571	STRPU_26236	CAEEL00659
OG0003573	STRPU_14812	CAEEL10174, CAEEL18886
OG0003577	STRPU_22045	CAEEL07169
OG0003578	STRPU_14245	CAEEL08037
OG0003579	STRPU_04470	CAEEL10103
OG0003581	STRPU_24378	CAEEL04793, CAEEL19859, CAEEL09422
OG0003582	STRPU_22683	CAEEL10165, CAEEL10958
OG0003597	STRPU_01702, STRPU_02662	CAEEL05204
OG0003598	STRPU_00768, STRPU_19800	CAEEL20069
OG0003599	STRPU_26822	CAEEL01022
OG0003604	STRPU_14769, STRPU_02554	CAEEL08873
OG0003606	STRPU_17457, STRPU_17474	CAEEL01180
OG0003607	STRPU_21163, STRPU_21155, STRPU_21154	CAEEL05764
OG0003611	STRPU_09452, STRPU_01510	CAEEL15351
OG0003612	STRPU_18968, STRPU_18969, STRPU_18956	CAEEL12107
OG0003613	STRPU_12108, STRPU_12143	CAEEL10330
OG0003615	STRPU_19046	CAEEL04572
OG0003618	STRPU_08027, STRPU_02032	CAEEL10379
OG0003619	STRPU_05456	CAEEL19948, CAEEL09130
OG0003620	STRPU_00502, STRPU_15940	CAEEL05074
OG0003621	STRPU_17041, STRPU_01807	CAEEL18738
OG0003623	STRPU_11446	CAEEL11847
OG0003624	STRPU_23504	CAEEL11456
OG0003629	STRPU_06506	CAEEL18064
OG0003630	STRPU_14988, STRPU_14958	CAEEL01945
OG0003632	STRPU_11322	CAEEL04287
OG0003638	STRPU_21025	CAEEL14206
OG0003639	STRPU_14552	CAEEL07019
OG0003640	STRPU_24148	CAEEL01151
OG0003641	STRPU_00224, STRPU_25964	CAEEL02290
OG0003644	STRPU_19783, STRPU_00787	CAEEL07060
OG0003645	STRPU_05770	CAEEL08952
OG0003646	STRPU_26839	CAEEL04268
OG0003647	STRPU_27138	CAEEL08061
OG0003649	STRPU_26514	CAEEL02106
OG0003650	STRPU_07527	CAEEL01596
OG0003652	STRPU_17587, STRPU_17563	CAEEL00198, CAEEL00197
OG0003655	STRPU_17785	CAEEL01543
OG0003656	STRPU_23061, STRPU_00647	CAEEL00717
OG0003657	STRPU_22899, STRPU_22914	CAEEL18724
OG0003658	STRPU_23985	CAEEL17892
OG0003659	STRPU_24909	CAEEL00820
OG0003661	STRPU_23064, STRPU_00650	CAEEL11758
OG0003664	STRPU_08332	CAEEL10164
OG0003667	STRPU_14206	CAEEL14775
OG0003668	STRPU_26719	CAEEL09161, CAEEL09163
OG0003669	STRPU_19296, STRPU_01851	CAEEL08786, CAEEL08784
OG0003672	STRPU_08809	CAEEL12653
OG0003677	STRPU_13383, STRPU_13363	CAEEL08632
OG0003678	STRPU_19225	CAEEL03764
OG0003679	STRPU_24398	CAEEL14380
OG0003680	STRPU_24042, STRPU_02621	CAEEL10627
OG0003681	STRPU_11705	CAEEL03276
OG0003683	STRPU_14243	CAEEL06697
OG0003686	STRPU_25646, STRPU_25651	CAEEL01983
OG0003688	STRPU_11389	CAEEL03025
OG0003689	STRPU_01600, STRPU_13582	CAEEL07514
OG0003690	STRPU_21873	CAEEL08798
OG0003692	STRPU_01575, STRPU_09381	CAEEL09322
OG0003693	STRPU_22769, STRPU_01926	CAEEL09517
OG0003694	STRPU_00897, STRPU_23023	CAEEL08779
OG0003695	STRPU_20388	CAEEL18980
OG0003696	STRPU_23695	CAEEL15341
OG0003697	STRPU_00014, STRPU_08308	CAEEL07546
OG0003698	STRPU_09884	CAEEL05872
OG0003700	STRPU_08820	CAEEL08489
OG0003701	STRPU_24397	CAEEL04838
OG0003702	STRPU_21023	CAEEL19917
OG0003704	STRPU_07662, STRPU_18902	CAEEL02747
OG0003708	STRPU_17774	CAEEL02697, CAEEL19979
OG0003710	STRPU_17764	CAEEL05057
OG0003712	STRPU_02201, STRPU_09234, STRPU_09233, STRPU_02200	CAEEL12274
OG0003716	STRPU_11467	CAEEL00239
OG0003718	STRPU_24139	CAEEL00456
OG0003719	STRPU_26767, STRPU_26753	CAEEL01088
OG0003721	STRPU_21833	CAEEL19092
OG0003724	STRPU_11103, STRPU_11128	CAEEL04996
OG0003725	STRPU_19147	CAEEL04639
OG0003727	STRPU_00256, STRPU_03165	CAEEL20128
OG0003729	STRPU_24047, STRPU_02614	CAEEL01397
OG0003731	STRPU_20490	CAEEL14842
OG0003732	STRPU_05954	CAEEL10948
OG0003733	STRPU_18985	CAEEL05542
OG0003734	STRPU_00129	CAEEL18003
OG0003735	STRPU_17084	CAEEL04830, CAEEL04829
OG0003736	STRPU_22673	CAEEL10845
OG0003737	STRPU_19671, STRPU_19650	CAEEL18594, CAEEL11885, CAEEL18366
OG0003739	STRPU_01491, STRPU_13756	CAEEL06789
OG0003740	STRPU_12532	CAEEL07837
OG0003741	STRPU_02688, STRPU_01677	CAEEL07870
OG0003743	STRPU_18134	CAEEL12238
OG0003745	STRPU_14449, STRPU_14432	CAEEL16018, CAEEL17606
OG0003746	STRPU_13668, STRPU_02402	CAEEL07398
OG0003747	STRPU_07517	CAEEL02767
OG0003748	STRPU_23161	CAEEL00242
OG0003749	STRPU_12317	CAEEL20507
OG0003750	STRPU_03777	CAEEL05076
OG0003752	STRPU_15768	CAEEL04520
OG0003753	STRPU_08790	CAEEL18657
OG0003754	STRPU_12707	CAEEL19668, CAEEL05669
OG0003755	STRPU_15415	CAEEL09173
OG0003756	STRPU_25349, STRPU_25348	CAEEL01606
OG0003758	STRPU_21990, STRPU_21988	CAEEL05748
OG0003759	STRPU_10861, STRPU_10841	CAEEL09625
OG0003761	STRPU_22011	CAEEL19863
OG0003764	STRPU_08733, STRPU_01439	CAEEL15954
OG0003766	STRPU_25294	CAEEL13937, CAEEL13938, CAEEL18113, CAEEL04435, CAEEL04439
OG0003771	STRPU_08361	CAEEL18560, CAEEL05367
OG0003776	STRPU_02898	CAEEL14271
OG0003778	STRPU_11538	CAEEL10576
OG0003779	STRPU_06113	CAEEL12785
OG0003780	STRPU_06748	CAEEL20711
OG0003795	STRPU_23591	CAEEL09855
OG0003798	STRPU_05134, STRPU_05061	CAEEL11938
OG0003803	STRPU_20204	CAEEL19629
OG0003806	STRPU_00975, STRPU_08841	CAEEL10842
OG0003807	STRPU_08093	CAEEL06933
OG0003808	STRPU_24251, STRPU_01054	CAEEL08177
OG0003811	STRPU_05891	CAEEL07020
OG0003812	STRPU_11207	CAEEL07296
OG0003813	STRPU_04220, STRPU_04255	CAEEL10820
OG0003817	STRPU_03401, STRPU_03391, STRPU_03416	CAEEL02053
OG0003818	STRPU_05558, STRPU_05616	CAEEL15512
OG0003824	STRPU_09421, STRPU_01538	CAEEL17849
OG0003825	STRPU_10012	CAEEL18577
OG0003827	STRPU_19325	CAEEL04098
OG0003829	STRPU_20384	CAEEL08428
OG0003831	STRPU_05243	CAEEL08097
OG0003832	STRPU_23140	CAEEL11899
OG0003833	STRPU_05825, STRPU_05285	CAEEL05813, CAEEL14180
OG0003834	STRPU_26294, STRPU_26268	CAEEL00145
OG0003837	STRPU_08087	CAEEL11909, CAEEL11910
OG0003838	STRPU_05727	CAEEL14290, CAEEL14289, CAEEL14291
OG0003839	STRPU_19903	CAEEL11415
OG0003840	STRPU_26799	CAEEL01767
OG0003841	STRPU_19672, STRPU_19649	CAEEL10859, CAEEL18915
OG0003843	STRPU_21504	CAEEL14293
OG0003846	STRPU_10200	CAEEL00811, CAEEL18648
OG0003847	STRPU_19484, STRPU_00035, STRPU_02381, STRPU_13695	CAEEL06874
OG0003848	STRPU_19765	CAEEL08837
OG0003850	STRPU_17743	CAEEL11705
OG0003851	STRPU_22235	CAEEL08777
OG0003852	STRPU_22104	CAEEL00155
OG0003853	STRPU_21495, STRPU_21486	CAEEL13793
OG0003854	STRPU_26673	CAEEL01789
OG0003856	STRPU_09243	CAEEL07428
OG0003857	STRPU_09242	CAEEL19675
OG0003858	STRPU_20968	CAEEL06932
OG0003863	STRPU_10014	CAEEL18943
OG0003864	STRPU_21449	CAEEL01846
OG0003865	STRPU_25046	CAEEL02514
OG0003866	STRPU_17669, STRPU_02253	CAEEL00295
OG0003867	STRPU_10594	CAEEL15761
OG0003868	STRPU_19663, STRPU_19655	CAEEL18485
OG0003869	STRPU_00857, STRPU_14063	CAEEL00094
OG0003870	STRPU_12851, STRPU_12861	CAEEL17745
OG0003872	STRPU_14352	CAEEL14869
OG0003873	STRPU_11352	CAEEL07437
OG0003875	STRPU_12470	CAEEL00868
OG0003876	STRPU_18481, STRPU_18439	CAEEL04369
OG0003877	STRPU_06336	CAEEL18175
OG0003879	STRPU_26896	CAEEL00338, CAEEL01399
OG0003881	STRPU_23870, STRPU_23833	CAEEL12169
OG0003884	STRPU_22886	CAEEL01060
OG0003885	STRPU_07351	CAEEL01791
OG0003886	STRPU_25179	CAEEL10383
OG0003887	STRPU_15393	CAEEL09306
OG0003887	STRPU_04757	CAEEL09446
OG0003892	STRPU_01952, STRPU_22793	CAEEL11760
OG0003893	STRPU_20997, STRPU_20996	CAEEL05797
OG0003894	STRPU_20332	CAEEL01425
OG0003895	STRPU_09912	CAEEL15379
OG0003897	STRPU_10680, STRPU_00559	CAEEL07613
OG0003898	STRPU_06593	CAEEL05728
OG0003900	STRPU_20822	CAEEL08813
OG0003901	STRPU_03089, STRPU_03088	CAEEL00786, CAEEL18671
OG0003902	STRPU_09512	CAEEL07968, CAEEL07686
OG0003904	STRPU_23136	CAEEL00419
OG0003906	STRPU_26939	CAEEL00814
OG0003908	STRPU_23887	CAEEL08148
OG0003910	STRPU_16982	CAEEL08553
OG0003911	STRPU_24667	CAEEL20590
OG0003912	STRPU_26148	CAEEL02731
OG0003913	STRPU_18325, STRPU_01122	CAEEL05199
OG0003915	STRPU_06949	CAEEL04887
OG0003916	STRPU_26241	CAEEL07068
OG0003917	STRPU_04930	CAEEL07507
OG0003918	STRPU_04601	CAEEL11925, CAEEL11924
OG0003920	STRPU_17479	CAEEL00358
OG0003921	STRPU_24499	CAEEL14832, CAEEL18358
OG0003923	STRPU_13944, STRPU_13941	CAEEL08718
OG0003925	STRPU_11004, STRPU_00344	CAEEL04108
OG0003926	STRPU_10755	CAEEL10754, CAEEL19332
OG0003929	STRPU_25575	CAEEL00949
OG0003930	STRPU_11790	CAEEL05047
OG0003931	STRPU_08493	CAEEL15548
OG0003932	STRPU_13334	CAEEL12182, CAEEL12183
OG0003933	STRPU_23156	CAEEL11609
OG0003934	STRPU_24564	CAEEL10046
OG0003937	STRPU_10312	CAEEL19289
OG0003938	STRPU_17909	CAEEL07167
OG0003939	STRPU_18436, STRPU_18437, STRPU_18479	CAEEL04128
OG0003940	STRPU_21913	CAEEL15126, CAEEL19780
OG0003943	STRPU_07574	CAEEL00131
OG0003944	STRPU_26716	CAEEL05219
OG0003945	STRPU_12909	CAEEL17988
OG0003946	STRPU_09832	CAEEL18782
OG0003947	STRPU_09926	CAEEL16177
OG0003949	STRPU_12187	CAEEL02494
OG0003950	STRPU_12188	CAEEL05823
OG0003951	STRPU_23993	CAEEL10367
OG0003954	STRPU_07256, STRPU_07231	CAEEL11860
OG0003955	STRPU_05331	CAEEL08204
OG0003959	STRPU_20127	CAEEL18903
OG0003961	STRPU_24706	CAEEL10706
OG0003964	STRPU_23696	CAEEL20597
OG0003965	STRPU_01083, STRPU_24217	CAEEL09858, CAEEL18478
OG0003967	STRPU_08909, STRPU_00918	CAEEL07562, CAEEL16234, CAEEL19590, CAEEL10714, CAEEL10713
OG0003968	STRPU_02867, STRPU_17095	CAEEL18441
OG0003969	STRPU_21355	CAEEL01428, CAEEL15342
OG0003970	STRPU_14715	CAEEL00141, CAEEL08636
OG0003971	STRPU_03433	CAEEL03035
OG0003972	STRPU_25335	CAEEL09414
OG0003973	STRPU_21229, STRPU_21231	CAEEL17822
OG0003976	STRPU_09678, STRPU_09677	CAEEL09819
OG0003999	STRPU_01968, STRPU_22810	CAEEL08414
OG0004000	STRPU_24949	CAEEL02254
OG0004004	STRPU_16146	CAEEL09931
OG0004005	STRPU_16657, STRPU_16683	CAEEL09757
OG0004007	STRPU_19148	CAEEL08380, CAEEL20738
OG0004009	STRPU_04637, STRPU_04668	CAEEL10425
OG0004010	STRPU_18499	CAEEL11606
OG0004012	STRPU_09870	CAEEL08889
OG0004015	STRPU_18380	CAEEL03765
OG0004017	STRPU_14536	CAEEL08935
OG0004021	STRPU_14759, STRPU_02563	CAEEL07321
OG0004023	STRPU_25909	CAEEL00807
OG0004025	STRPU_09604, STRPU_09594	CAEEL20824
OG0004027	STRPU_13511	CAEEL07583
OG0004028	STRPU_04568	CAEEL11434
OG0004031	STRPU_21388	CAEEL15887
OG0004032	STRPU_06807	CAEEL15185
OG0004033	STRPU_21510	CAEEL15848
OG0004035	STRPU_25661	CAEEL06509
OG0004036	STRPU_17564, STRPU_17586	CAEEL05364
OG0004037	STRPU_06495	CAEEL05545
OG0004038	STRPU_06801	CAEEL04280
OG0004041	STRPU_21042	CAEEL06388
OG0004042	STRPU_16694, STRPU_16667	CAEEL00958
OG0004044	STRPU_24535	CAEEL07379
OG0004047	STRPU_08496	CAEEL19277, CAEEL00270
OG0004048	STRPU_10205	CAEEL05729
OG0004051	STRPU_22150	CAEEL06861
OG0004052	STRPU_23378	CAEEL02741
OG0004053	STRPU_26759, STRPU_26744	CAEEL01273
OG0004054	STRPU_20700	CAEEL15244
OG0004056	STRPU_23719	CAEEL01652
OG0004057	STRPU_11804	CAEEL03603
OG0004059	STRPU_21348	CAEEL14867
OG0004061	STRPU_18518, STRPU_19001	CAEEL01258, CAEEL18941, CAEEL01257, CAEEL05319
OG0004063	STRPU_17709	CAEEL02350
OG0004064	STRPU_24939	CAEEL00654
OG0004065	STRPU_11423	CAEEL05056
OG0004067	STRPU_06102	CAEEL02869
OG0004068	STRPU_17877	CAEEL10640
OG0004071	STRPU_20340	CAEEL00928
OG0004072	STRPU_14126, STRPU_14112	CAEEL09095, CAEEL07075
OG0004076	STRPU_00594, STRPU_07563	CAEEL07566
OG0004080	STRPU_13277	CAEEL12810
OG0004081	STRPU_06127	CAEEL18163
OG0004084	STRPU_18900, STRPU_07666, STRPU_18901	CAEEL14072
OG0004085	STRPU_06109	CAEEL04587
OG0004087	STRPU_23491	CAEEL07761
OG0004089	STRPU_00370, STRPU_11032	CAEEL11769, CAEEL11770
OG0004090	STRPU_24163	CAEEL02918
OG0004091	STRPU_19319	CAEEL04573
OG0004092	STRPU_13303	CAEEL07326
OG0004095	STRPU_12681, STRPU_12680	CAEEL02755
OG0004096	STRPU_20338	CAEEL09363
OG0004097	STRPU_11558	CAEEL05789
OG0004098	STRPU_18328, STRPU_01120	CAEEL05361
OG0004099	STRPU_08317	CAEEL07071
OG0004100	STRPU_23805	CAEEL19773
OG0004101	STRPU_24073	CAEEL10753
OG0004102	STRPU_09962, STRPU_09983	CAEEL20123
OG0004103	STRPU_24486, STRPU_24316	CAEEL10626
OG0004104	STRPU_26985	CAEEL04801
OG0004105	STRPU_24009	CAEEL05115
OG0004106	STRPU_11447	CAEEL04225
OG0004110	STRPU_02810	CAEEL01260
OG0004112	STRPU_27383	CAEEL00522
OG0004113	STRPU_23577	CAEEL09663
OG0004114	STRPU_20826	CAEEL13365
OG0004115	STRPU_00175, STRPU_10848, STRPU_10829	CAEEL05975
OG0004116	STRPU_03821, STRPU_03835	CAEEL17798
OG0004118	STRPU_01975, STRPU_22816	CAEEL09754
OG0004119	STRPU_25283	CAEEL00177
OG0004120	STRPU_04036	CAEEL09396
OG0004121	STRPU_10753	CAEEL06572, CAEEL06571, CAEEL06570, CAEEL06569
OG0004122	STRPU_20119, STRPU_20098	CAEEL20018
OG0004123	STRPU_24495	CAEEL05731
OG0004124	STRPU_07572	CAEEL02724, CAEEL02723
OG0004127	STRPU_00575, STRPU_07543	CAEEL19955, CAEEL18275, CAEEL06860
OG0004128	STRPU_22275	CAEEL11738
OG0004130	STRPU_16002	CAEEL02356
OG0004133	STRPU_07007	CAEEL05363
OG0004134	STRPU_10399	CAEEL07495
OG0004135	STRPU_00976, STRPU_08840	CAEEL19516
OG0004136	STRPU_18932	CAEEL04479
OG0004137	STRPU_26642	CAEEL00169, CAEEL00170
OG0004142	STRPU_22286	CAEEL10168
OG0004144	STRPU_13998	CAEEL00709
OG0004145	STRPU_21032	CAEEL14333
OG0004147	STRPU_22168, STRPU_22175	CAEEL07109
OG0004148	STRPU_13669, STRPU_02401	CAEEL07951
OG0004151	STRPU_25469	CAEEL01499
OG0004153	STRPU_04733, STRPU_04726	CAEEL11562
OG0004156	STRPU_23130	CAEEL05393
OG0004158	STRPU_24023, STRPU_02639	CAEEL00394
OG0004159	STRPU_21251	CAEEL16103
OG0004160	STRPU_19074	CAEEL08700
OG0004161	STRPU_24354	CAEEL18958
OG0004164	STRPU_04686	CAEEL10119
OG0004166	STRPU_09733, STRPU_09689	CAEEL04359
OG0004167	STRPU_21156, STRPU_21164	CAEEL14218
OG0004168	STRPU_14329	CAEEL08233
OG0004169	STRPU_08900, STRPU_00919	CAEEL01556
OG0004170	STRPU_12942, STRPU_12955	CAEEL10605
OG0004171	STRPU_16148	CAEEL11852
OG0004176	STRPU_05147, STRPU_05071	CAEEL01489
OG0004178	STRPU_23007, STRPU_00881	CAEEL09854
OG0004179	STRPU_08384	CAEEL10656
OG0004180	STRPU_14125, STRPU_14113	CAEEL08381
OG0004181	STRPU_05420, STRPU_05421	CAEEL13830
OG0004182	STRPU_17424	CAEEL14269
OG0004184	STRPU_08996	CAEEL15780, CAEEL15781
OG0004185	STRPU_15635	CAEEL19854
OG0004186	STRPU_21395	CAEEL13926
OG0004187	STRPU_26055	CAEEL02068
OG0004188	STRPU_16239, STRPU_16200, STRPU_10934	CAEEL15410
OG0004189	STRPU_15403	CAEEL17811
OG0004198	STRPU_22505	CAEEL12770
OG0004215	STRPU_14765, STRPU_02559	CAEEL08870
OG0004216	STRPU_26208	CAEEL02995
OG0004217	STRPU_04965	CAEEL08020
OG0004218	STRPU_14308	CAEEL20381, CAEEL08860
OG0004219	STRPU_24948	CAEEL00713
OG0004222	STRPU_21148	CAEEL05571
OG0004223	STRPU_24406	CAEEL05790
OG0004225	STRPU_23672, STRPU_23647	CAEEL07717
OG0004227	STRPU_11362	CAEEL05233
OG0004228	STRPU_12983	CAEEL13669
OG0004229	STRPU_04722	CAEEL11625
OG0004230	STRPU_03309	CAEEL07897
OG0004231	STRPU_26733	CAEEL00452
OG0004232	STRPU_10212	CAEEL03690
OG0004233	STRPU_11044, STRPU_00382	CAEEL12306
OG0004236	STRPU_20693	CAEEL15188
OG0004238	STRPU_24793	CAEEL19751
OG0004240	STRPU_20696	CAEEL11686
OG0004241	STRPU_06100	CAEEL20251
OG0004243	STRPU_25021	CAEEL01439
OG0004244	STRPU_22838	CAEEL12157
OG0004245	STRPU_09672	CAEEL11730
OG0004246	STRPU_22152	CAEEL17853
OG0004248	STRPU_11280, STRPU_11242, STRPU_11281	CAEEL11465
OG0004249	STRPU_05688	CAEEL17634
OG0004250	STRPU_20579	CAEEL16187
OG0004252	STRPU_06470, STRPU_06473	CAEEL07003
OG0004253	STRPU_14726	CAEEL06637
OG0004254	STRPU_04154	CAEEL05989
OG0004255	STRPU_11353	CAEEL03031
OG0004257	STRPU_15432	CAEEL01608
OG0004258	STRPU_05921	CAEEL00939
OG0004259	STRPU_27359	CAEEL12479, CAEEL01029, CAEEL01027, CAEEL01028
OG0004261	STRPU_25985	CAEEL04677
OG0004262	STRPU_21542	CAEEL13871
OG0004263	STRPU_13850	CAEEL04092, CAEEL20329
OG0004265	STRPU_26380	CAEEL08248
OG0004267	STRPU_12036	CAEEL04354, CAEEL04355
OG0004268	STRPU_04469	CAEEL02406
