Orthogroup	STRPU_ok	DANRE
OG0002758	STRPU_14770, STRPU_02553	DANRE01024, DANRE01025, DANRE01022, DANRE01023, DANRE07540, DANRE07539
OG0002759	STRPU_17448, STRPU_17464	DANRE42247, DANRE42248, DANRE27786
OG0002760	STRPU_21963, STRPU_02056, STRPU_09083	DANRE31293, DANRE31294, DANRE25038, DANRE25039
OG0002761	STRPU_22391	DANRE29979
OG0002762	STRPU_23512	DANRE02197, DANRE36825, DANRE07594
OG0002763	STRPU_02576, STRPU_13132	DANRE03877
OG0002764	STRPU_00371, STRPU_11033	DANRE23216, DANRE08807, DANRE27809, DANRE27810
OG0002765	STRPU_25983	DANRE01718, DANRE01717, DANRE09961, DANRE13656, DANRE25399, DANRE39159
OG0002767	STRPU_05363	DANRE08564, DANRE15895, DANRE15898, DANRE15896, DANRE15897, DANRE15899
OG0002768	STRPU_22600	DANRE01560, DANRE30765
OG0002769	STRPU_04973	DANRE34871, DANRE18982, DANRE02561
OG0002770	STRPU_09918	DANRE00608, DANRE00610, DANRE00609
OG0002771	STRPU_21371	DANRE05166, DANRE10927
OG0002772	STRPU_18998	DANRE40177
OG0002773	STRPU_06531, STRPU_06568	DANRE16149, DANRE16150
OG0002774	STRPU_27389	DANRE40158, DANRE38383, DANRE38382, DANRE10177
OG0002776	STRPU_04138	DANRE07369, DANRE07368, DANRE07370
OG0002777	STRPU_01234, STRPU_12064	DANRE25041, DANRE25042, DANRE31292, DANRE25790
OG0002778	STRPU_27395	DANRE37556, DANRE00537
OG0002779	STRPU_11212	DANRE22922, DANRE22920, DANRE22921
OG0002780	STRPU_08346	DANRE04044, DANRE04045
OG0002781	STRPU_13462	DANRE29052, DANRE23365, DANRE42355, DANRE42354
OG0002782	STRPU_21282	DANRE00885, DANRE00886, DANRE00887, DANRE37810, DANRE05170, DANRE16902
OG0002783	STRPU_18422, STRPU_18463	DANRE34340
OG0002785	STRPU_18431, STRPU_18474	DANRE02086, DANRE02084, DANRE34324
OG0002786	STRPU_27079	DANRE10327, DANRE12873, DANRE21673, DANRE21672, DANRE21674, DANRE34858
OG0002787	STRPU_26221	DANRE10603, DANRE13604, DANRE13607, DANRE13605, DANRE13606
OG0002788	STRPU_11931, STRPU_11886	DANRE25185, DANRE25184, DANRE25183
OG0002790	STRPU_05011	DANRE12223, DANRE12222
OG0002791	STRPU_19372, STRPU_19378	DANRE30250, DANRE17081, DANRE26515, DANRE40129, DANRE00391
OG0002792	STRPU_22603	DANRE12784, DANRE12785, DANRE12786, DANRE12787
OG0002793	STRPU_22931	DANRE37882, DANRE37883, DANRE37885, DANRE37884
OG0002794	STRPU_19654, STRPU_19666	DANRE00383, DANRE00382, DANRE21477, DANRE26511, DANRE26513, DANRE26512
OG0002795	STRPU_22527	DANRE37649, DANRE34962, DANRE34961
OG0002799	STRPU_15407	DANRE29651
OG0002811	STRPU_22005	DANRE25597, DANRE25596, DANRE25594, DANRE25595, DANRE25593
OG0002812	STRPU_18819	DANRE00123, DANRE00122, DANRE26811, DANRE02088, DANRE02089
OG0002813	STRPU_26244	DANRE36904, DANRE14696, DANRE14695, DANRE12833, DANRE12832
OG0002814	STRPU_04449	DANRE05363, DANRE05362, DANRE04350, DANRE16030, DANRE16031, DANRE20078
OG0002815	STRPU_17937	DANRE10055, DANRE10054, DANRE17377, DANRE17376
OG0002816	STRPU_00414, STRPU_19273	DANRE40080, DANRE40079, DANRE40081, DANRE27392, DANRE27393, DANRE27398, DANRE27397, DANRE27396, DANRE27394, DANRE27395
OG0002817	STRPU_20552	DANRE11831, DANRE11832, DANRE18005, DANRE18002, DANRE18003, DANRE18004
OG0002818	STRPU_23661, STRPU_23635	DANRE22761, DANRE12422, DANRE12423
OG0002821	STRPU_18790	DANRE01907, DANRE27067
OG0002822	STRPU_08836, STRPU_00981	DANRE30016, DANRE15451, DANRE30378, DANRE04075
OG0002823	STRPU_19510	DANRE00544
OG0002824	STRPU_22435	DANRE04182, DANRE27941, DANRE27940, DANRE42149
OG0002825	STRPU_12448	DANRE30695, DANRE30696
OG0002826	STRPU_21882	DANRE18654, DANRE18653, DANRE10738, DANRE10739, DANRE18655, DANRE35072, DANRE13325
OG0002828	STRPU_03094	DANRE13299, DANRE13300
OG0002829	STRPU_02137, STRPU_09175	DANRE29078, DANRE03592, DANRE03591
OG0002830	STRPU_21809, STRPU_21810	DANRE17943, DANRE17942, DANRE11719, DANRE10775, DANRE35075, DANRE37933
OG0002831	STRPU_11759	DANRE12480, DANRE12481, DANRE12482, DANRE12483
OG0002832	STRPU_07633	DANRE27170
OG0002833	STRPU_08236	DANRE30142, DANRE30143, DANRE24727
OG0002834	STRPU_10581, STRPU_10576, STRPU_10585	DANRE09628, DANRE09627, DANRE13960, DANRE13961, DANRE39532, DANRE39531, DANRE39533, DANRE39530, DANRE39534, DANRE39535, DANRE39536
OG0002835	STRPU_24399	DANRE10059, DANRE13741, DANRE11099
OG0002836	STRPU_11034, STRPU_00372	DANRE08766, DANRE40454
OG0002837	STRPU_05330	DANRE24271, DANRE38996, DANRE17835
OG0002838	STRPU_04914, STRPU_04557, STRPU_11393	DANRE05247, DANRE05246, DANRE05248, DANRE15690
OG0002839	STRPU_25051	DANRE09419
OG0002840	STRPU_25341	DANRE38625, DANRE38624, DANRE18870, DANRE18869
OG0002841	STRPU_23168, STRPU_22818, STRPU_01977	DANRE31234, DANRE31233, DANRE31235
OG0002842	STRPU_18957, STRPU_18970	DANRE33249, DANRE17900
OG0002843	STRPU_03092	DANRE33666
OG0002844	STRPU_22625	DANRE20599, DANRE22617
OG0002845	STRPU_00988, STRPU_23454	DANRE39162
OG0002846	STRPU_05895	DANRE11812
OG0002848	STRPU_07604	DANRE23949, DANRE23950
OG0002849	STRPU_23108, STRPU_23096	DANRE24960, DANRE38544, DANRE13903
OG0002850	STRPU_00386, STRPU_11047	DANRE13274, DANRE27626
OG0002851	STRPU_17907	DANRE00837, DANRE00836, DANRE08822, DANRE08823, DANRE11966
OG0002853	STRPU_26926	DANRE38503, DANRE12751, DANRE19608, DANRE19607, DANRE19606, DANRE21736
OG0002854	STRPU_20356	DANRE17653, DANRE17654, DANRE17652
OG0002855	STRPU_17098, STRPU_17094	DANRE07732, DANRE07731
OG0002856	STRPU_27018	DANRE21584, DANRE21583, DANRE21585, DANRE14919, DANRE14920
OG0002858	STRPU_25912	DANRE14299, DANRE14298, DANRE38866
OG0002859	STRPU_08061	DANRE24643
OG0002860	STRPU_08076, STRPU_08077	DANRE29389
OG0002861	STRPU_12452	DANRE38967
OG0002862	STRPU_17983	DANRE01137, DANRE01138, DANRE14198, DANRE10647, DANRE09064
OG0002863	STRPU_19342	DANRE33421
OG0002864	STRPU_23792, STRPU_23790	DANRE27681, DANRE27680
OG0002865	STRPU_25424	DANRE10877
OG0002866	STRPU_11829	DANRE43391, DANRE00406
OG0002868	STRPU_18427, STRPU_18466	DANRE40637, DANRE40638
OG0002869	STRPU_10919, STRPU_10920	DANRE24450, DANRE27669, DANRE27668, DANRE27667, DANRE02445, DANRE02444, DANRE40032
OG0002870	STRPU_16894	DANRE11980, DANRE11979
OG0002871	STRPU_12832	DANRE38954
OG0002872	STRPU_25418	DANRE14979
OG0002873	STRPU_08691, STRPU_08690	DANRE29393, DANRE29392, DANRE29391
OG0002874	STRPU_22380	DANRE41270, DANRE41271, DANRE31582, DANRE31581
OG0002875	STRPU_21831	DANRE18745
OG0002876	STRPU_15672, STRPU_15655	DANRE37111, DANRE37110, DANRE05881, DANRE05880
OG0002877	STRPU_27251	DANRE01833, DANRE01834, DANRE01832
OG0002878	STRPU_25517, STRPU_25518	DANRE25363, DANRE10599
OG0002879	STRPU_18050	DANRE15214, DANRE15211, DANRE15209, DANRE15210, DANRE15212, DANRE05524
OG0002880	STRPU_00592, STRPU_07561	DANRE17261
OG0002882	STRPU_14630, STRPU_14612, STRPU_15532	DANRE02825
OG0002883	STRPU_24957	DANRE05108, DANRE05109
OG0002884	STRPU_24464	DANRE36631
OG0002885	STRPU_23549	DANRE35272
OG0002887	STRPU_00454, STRPU_19036	DANRE18986, DANRE18985
OG0002888	STRPU_08989	DANRE30140, DANRE29332, DANRE36172, DANRE36173
OG0002889	STRPU_22675	DANRE39741, DANRE39742, DANRE02420, DANRE30957, DANRE30958, DANRE30959
OG0002890	STRPU_25509	DANRE09749, DANRE09751, DANRE09750, DANRE14544, DANRE01884, DANRE09748
OG0002891	STRPU_18851	DANRE30130, DANRE16952
OG0002892	STRPU_19576	DANRE30274, DANRE40138, DANRE40139, DANRE35192, DANRE35190, DANRE35191, DANRE19158, DANRE19157, DANRE19160, DANRE19159
OG0002893	STRPU_06956, STRPU_06938	DANRE16201, DANRE16200, DANRE16202, DANRE16199
OG0002894	STRPU_21472	DANRE11217, DANRE11216, DANRE04763, DANRE04762, DANRE04764, DANRE04765
OG0002895	STRPU_26434	DANRE30939, DANRE40535, DANRE02366
OG0002896	STRPU_06711	DANRE35909, DANRE41536, DANRE27083, DANRE23837, DANRE41537
OG0002897	STRPU_23652, STRPU_23677	DANRE35476, DANRE35474, DANRE35475
OG0002898	STRPU_20982, STRPU_21604, STRPU_21600	DANRE16262, DANRE16261, DANRE16260
OG0002899	STRPU_10901	DANRE09288, DANRE09287, DANRE36325
OG0002900	STRPU_27158	DANRE12889, DANRE14486, DANRE14487
OG0002901	STRPU_17220	DANRE18173, DANRE18172
OG0002902	STRPU_02085, STRPU_09116	DANRE30424, DANRE03373
OG0002904	STRPU_23554, STRPU_23550	DANRE42980, DANRE42981
OG0002905	STRPU_10819	DANRE22952, DANRE22954, DANRE27661, DANRE27660, DANRE22953
OG0002906	STRPU_25699, STRPU_25717, STRPU_25719	DANRE26198, DANRE12286, DANRE12287, DANRE26197, DANRE26195, DANRE26196
OG0002907	STRPU_27080	DANRE00225, DANRE00223, DANRE00224, DANRE12875, DANRE12874, DANRE12876
OG0002908	STRPU_14008	DANRE23356, DANRE23357
OG0002909	STRPU_22399	DANRE40488, DANRE40486, DANRE40487, DANRE30879, DANRE30880
OG0002910	STRPU_12097, STRPU_00039, STRPU_12098	DANRE30866
OG0002911	STRPU_09561	DANRE05242, DANRE05241, DANRE00632, DANRE00631
OG0002912	STRPU_24675	DANRE38633, DANRE38632
OG0002913	STRPU_13354	DANRE23914, DANRE26672, DANRE06874, DANRE26185, DANRE26184
OG0002915	STRPU_25487	DANRE12827, DANRE12826, DANRE27309
OG0002916	STRPU_19092	DANRE02144, DANRE02145, DANRE00486, DANRE00485
OG0002917	STRPU_06220, STRPU_06199	DANRE13269, DANRE13268
OG0002919	STRPU_26361	DANRE38978, DANRE38976, DANRE38977, DANRE27062, DANRE27061, DANRE01876, DANRE01877
OG0002921	STRPU_14716	DANRE29158
OG0002922	STRPU_09603	DANRE04518, DANRE04517, DANRE04519, DANRE00634, DANRE00633, DANRE00635
OG0002923	STRPU_25958, STRPU_00219	DANRE12811, DANRE14686, DANRE14684, DANRE14685, DANRE37058
OG0002924	STRPU_23427, STRPU_01010	DANRE38511, DANRE12737, DANRE19086, DANRE19087
OG0002925	STRPU_25066	DANRE10222, DANRE10223, DANRE36912, DANRE15101
OG0002926	STRPU_26962	DANRE34322, DANRE34323, DANRE21574, DANRE21575
OG0002927	STRPU_24156	DANRE09831, DANRE09830
OG0002944	STRPU_24181	DANRE18767, DANRE18766, DANRE22390, DANRE24085
OG0002945	STRPU_09100, STRPU_02071	DANRE35994, DANRE35995, DANRE35993
OG0002947	STRPU_01950, STRPU_22791, STRPU_22790, STRPU_01949	DANRE10152, DANRE10153, DANRE10154
OG0002948	STRPU_10465, STRPU_10463, STRPU_10464, STRPU_10466, STRPU_10462	DANRE34886
OG0002949	STRPU_09008	DANRE09990, DANRE09991
OG0002950	STRPU_01410, STRPU_08755	DANRE30001
OG0002952	STRPU_05886	DANRE06807, DANRE06808, DANRE20237
OG0002953	STRPU_01982, STRPU_22822	DANRE01659, DANRE01655, DANRE01657, DANRE01656, DANRE01658
OG0002954	STRPU_12371	DANRE38940, DANRE25783
OG0002955	STRPU_21881	DANRE05511
OG0002956	STRPU_26736	DANRE21694, DANRE21695, DANRE28355, DANRE28354, DANRE33265, DANRE33266
OG0002957	STRPU_06043	DANRE42141, DANRE42142, DANRE42144, DANRE42143
OG0002959	STRPU_21480	DANRE11651, DANRE18133, DANRE18132, DANRE18135, DANRE18134, DANRE11880
OG0002960	STRPU_19700, STRPU_19616	DANRE14553
OG0002961	STRPU_24844	DANRE24668, DANRE24669
OG0002962	STRPU_08505	DANRE03655, DANRE03654, DANRE03656, DANRE30303, DANRE30302
OG0002964	STRPU_08258	DANRE29981
OG0002965	STRPU_04332, STRPU_04305	DANRE04582
OG0002966	STRPU_20155	DANRE36185
OG0002967	STRPU_03989, STRPU_03996	DANRE08054, DANRE08053, DANRE08052, DANRE34156
OG0002968	STRPU_19889, STRPU_19862	DANRE36282
OG0002968	STRPU_17604	DANRE13696
OG0002969	STRPU_13535	DANRE03329, DANRE03330
OG0002971	STRPU_07433	DANRE10191, DANRE10190, DANRE36910, DANRE10064, DANRE10229
OG0002973	STRPU_23244	DANRE02875, DANRE43269
OG0002974	STRPU_26267, STRPU_26293	DANRE10580, DANRE10579, DANRE10581, DANRE38604
OG0002976	STRPU_27347	DANRE34839, DANRE34841, DANRE34840
OG0002977	STRPU_15051	DANRE08323, DANRE08322
OG0002978	STRPU_21839	DANRE35229, DANRE35228, DANRE07269, DANRE18661, DANRE12048
OG0002979	STRPU_17977, STRPU_17973	DANRE30626, DANRE30628, DANRE30627, DANRE11344
OG0002981	STRPU_26025	DANRE27435, DANRE27434, DANRE27436
OG0002982	STRPU_17079	DANRE43008, DANRE43009
OG0002983	STRPU_17106, STRPU_17121	DANRE04558, DANRE35676, DANRE36478
OG0002984	STRPU_09124, STRPU_02096	DANRE09046
OG0002985	STRPU_04999	DANRE28806, DANRE21915
OG0002986	STRPU_22413	DANRE40518, DANRE40519, DANRE36833, DANRE12782, DANRE12783
OG0002987	STRPU_10336	DANRE23368, DANRE06719
OG0002988	STRPU_13938	DANRE35776, DANRE41716
OG0002989	STRPU_22387	DANRE22802, DANRE22801, DANRE22258
OG0002990	STRPU_09780	DANRE20457, DANRE20456
OG0002991	STRPU_04324, STRPU_04294	DANRE04634, DANRE04633, DANRE04635
OG0002992	STRPU_22805, STRPU_01964	DANRE38774, DANRE38775, DANRE38773, DANRE23142
OG0002994	STRPU_25932	DANRE09752, DANRE14545
OG0002996	STRPU_22653	DANRE12407, DANRE22403, DANRE22404, DANRE02484, DANRE02485
OG0002997	STRPU_19304, STRPU_01837	DANRE26807, DANRE26806, DANRE26808
OG0002998	STRPU_06160	DANRE25591, DANRE40334
OG0003000	STRPU_21780	DANRE12152
OG0003001	STRPU_24021	DANRE24877, DANRE27015, DANRE27016
OG0003002	STRPU_13545	DANRE35876, DANRE41576, DANRE41575
OG0003003	STRPU_08037	DANRE10097, DANRE10096, DANRE14195, DANRE18308
OG0003005	STRPU_18621	DANRE00094
OG0003005	STRPU_21610	DANRE05976, DANRE05975
OG0003006	STRPU_02186, STRPU_09223	DANRE30148, DANRE24720, DANRE30149, DANRE24721, DANRE30147
OG0003007	STRPU_18848	DANRE39995, DANRE15988, DANRE35426
OG0003008	STRPU_20043, STRPU_20044	DANRE34300, DANRE34301, DANRE26502, DANRE26501, DANRE36457, DANRE36456, DANRE36455
OG0003009	STRPU_03103	DANRE09247, DANRE13822, DANRE13823, DANRE09791, DANRE09790, DANRE27983
OG0003010	STRPU_02659, STRPU_25901	DANRE03320
OG0003011	STRPU_04936	DANRE35624, DANRE35625, DANRE28716, DANRE15480, DANRE15481, DANRE15482
OG0003012	STRPU_22688	DANRE02194, DANRE41182, DANRE01474, DANRE01475
OG0003013	STRPU_13639, STRPU_02425	DANRE42634, DANRE09494, DANRE09495
OG0003014	STRPU_24788	DANRE18904, DANRE18903, DANRE11632, DANRE11631
OG0003016	STRPU_05410	DANRE15754, DANRE07659, DANRE07660
OG0003017	STRPU_12917	DANRE14386
OG0003018	STRPU_05028	DANRE20107
OG0003021	STRPU_10596	DANRE03715
OG0003022	STRPU_06578, STRPU_06521	DANRE06629, DANRE06630
OG0003023	STRPU_15003, STRPU_15005	DANRE07888, DANRE00144, DANRE39454
OG0003025	STRPU_07785	DANRE40022, DANRE28911, DANRE28912, DANRE28914, DANRE28913, DANRE27235, DANRE27234, DANRE27233
OG0003026	STRPU_19625, STRPU_19624, STRPU_19690, STRPU_19689, STRPU_19626	DANRE02962, DANRE02961, DANRE02966, DANRE02965, DANRE02964, DANRE02963
OG0003027	STRPU_24061	DANRE39832, DANRE25253, DANRE25255, DANRE25254
OG0003028	STRPU_07523	DANRE14928, DANRE14929, DANRE14927
OG0003029	STRPU_26298, STRPU_26272	DANRE14128, DANRE12524
OG0003030	STRPU_16810	DANRE17646, DANRE17647, DANRE17166, DANRE30218
OG0003031	STRPU_25010	DANRE29907, DANRE29909, DANRE29910, DANRE24162, DANRE24161, DANRE24164
OG0003032	STRPU_09936	DANRE06502, DANRE20460, DANRE20461, DANRE04189, DANRE06503, DANRE06504
OG0003033	STRPU_18122	DANRE15199
OG0003034	STRPU_05717, STRPU_05724	DANRE16812, DANRE16811, DANRE16814, DANRE16815, DANRE16813, DANRE19735, DANRE19736, DANRE19739, DANRE19738, DANRE19737
OG0003035	STRPU_23425, STRPU_01012	DANRE21581, DANRE21582, DANRE34776
OG0003036	STRPU_20310	DANRE28031, DANRE21834
OG0003037	STRPU_10149, STRPU_10086	DANRE35225
OG0003038	STRPU_03176, STRPU_00268	DANRE08049, DANRE08047, DANRE00008, DANRE10299, DANRE10300
OG0003040	STRPU_06235, STRPU_06305, STRPU_06261	DANRE37975
OG0003041	STRPU_24063	DANRE10564, DANRE10563, DANRE10565, DANRE10566
OG0003043	STRPU_04974	DANRE17899
OG0003044	STRPU_02536, STRPU_15154	DANRE35015
OG0003045	STRPU_02416, STRPU_13648	DANRE40089
OG0003045	STRPU_05977	DANRE07636
OG0003046	STRPU_24271, STRPU_24903	DANRE25428, DANRE28175
OG0003048	STRPU_25876	DANRE25331, DANRE25330, DANRE25329, DANRE28173, DANRE28172, DANRE28174
OG0003049	STRPU_18711	DANRE39565, DANRE36440, DANRE26464, DANRE26462, DANRE26463
OG0003051	STRPU_09302, STRPU_05961	DANRE07546, DANRE42090, DANRE42091
OG0003052	STRPU_15287, STRPU_09987, STRPU_09966	DANRE16627, DANRE16629, DANRE16628
OG0003053	STRPU_19330	DANRE00436, DANRE00433, DANRE00434, DANRE00437, DANRE00435
OG0003054	STRPU_06124	DANRE15239, DANRE15238, DANRE15240, DANRE42471, DANRE15241
OG0003055	STRPU_00401, STRPU_19285	DANRE28317, DANRE20958, DANRE20959, DANRE20960, DANRE40002
OG0003057	STRPU_17293	DANRE08967, DANRE18180, DANRE18179, DANRE18178
OG0003058	STRPU_24724	DANRE17348, DANRE24903
OG0003059	STRPU_21505	DANRE16710, DANRE11335, DANRE11333, DANRE11334
OG0003060	STRPU_18962, STRPU_18976	DANRE30122, DANRE26566, DANRE20937
OG0003061	STRPU_21307	DANRE05258, DANRE05257, DANRE35570, DANRE11148, DANRE11147, DANRE11149, DANRE17428
OG0003062	STRPU_25347	DANRE26319, DANRE26318, DANRE26317, DANRE12172
OG0003063	STRPU_23254	DANRE30956, DANRE30955, DANRE30954, DANRE25886, DANRE25887
OG0003064	STRPU_22511	DANRE01811
OG0003065	STRPU_01676, STRPU_02689	DANRE09785, DANRE09786, DANRE09784, DANRE14089, DANRE14090
OG0003066	STRPU_01624, STRPU_11963	DANRE25448, DANRE31281
OG0003067	STRPU_09682	DANRE05228, DANRE05227, DANRE05229, DANRE16643, DANRE16644, DANRE41232, DANRE41233
OG0003069	STRPU_00921, STRPU_08896	DANRE13563, DANRE09930, DANRE13564
OG0003071	STRPU_05785	DANRE15755
OG0003072	STRPU_23989	DANRE21203, DANRE21204, DANRE30787, DANRE30788
OG0003073	STRPU_14167	DANRE00917
OG0003073	STRPU_26986	DANRE36055, DANRE36054, DANRE36053
OG0003074	STRPU_25415	DANRE40534, DANRE14153, DANRE14152, DANRE09218, DANRE09217, DANRE09216
OG0003075	STRPU_04945	DANRE24279
OG0003077	STRPU_08797	DANRE30068, DANRE30069, DANRE30345, DANRE30346
OG0003078	STRPU_20765	DANRE02904
OG0003079	STRPU_26570	DANRE21757, DANRE19386, DANRE28143, DANRE21756
OG0003084	STRPU_05898, STRPU_27410, STRPU_27412, STRPU_27413, STRPU_27411, STRPU_27414, STRPU_26950, STRPU_05897	DANRE07763, DANRE07764
OG0003101	STRPU_24565	DANRE11473, DANRE24368, DANRE40300
OG0003103	STRPU_08503	DANRE13616
OG0003104	STRPU_16886	DANRE34200, DANRE36452, DANRE36450, DANRE36451
OG0003105	STRPU_27399	DANRE06202, DANRE06203, DANRE06204
OG0003106	STRPU_26456	DANRE12715
OG0003107	STRPU_25358	DANRE12324, DANRE39342
OG0003108	STRPU_12185	DANRE25882, DANRE25879, DANRE25880
OG0003110	STRPU_06774, STRPU_06764	DANRE42418, DANRE42417
OG0003111	STRPU_19102, STRPU_25827	DANRE24570, DANRE35647, DANRE35648, DANRE35646
OG0003113	STRPU_07108	DANRE18781, DANRE18782, DANRE11714
OG0003114	STRPU_20444	DANRE39250, DANRE39249, DANRE19962
OG0003115	STRPU_26735	DANRE43104, DANRE37595, DANRE37596, DANRE33395, DANRE10457
OG0003116	STRPU_16286, STRPU_16285	DANRE07106
OG0003118	STRPU_23100	DANRE23397, DANRE42064, DANRE21364, DANRE21362, DANRE21363
OG0003120	STRPU_04182	DANRE03267
OG0003121	STRPU_26433	DANRE12731, DANRE28362, DANRE21700
OG0003122	STRPU_20719	DANRE11723, DANRE11724
OG0003123	STRPU_25862, STRPU_25863	DANRE09106, DANRE14297, DANRE12710
OG0003124	STRPU_15080	DANRE19479, DANRE19478
OG0003125	STRPU_02899	DANRE27728, DANRE27726, DANRE27727
OG0003127	STRPU_20645	DANRE05629
OG0003128	STRPU_14558	DANRE16305
OG0003130	STRPU_14819	DANRE08300, DANRE08301, DANRE08299
OG0003131	STRPU_15359	DANRE39602, DANRE39603
OG0003132	STRPU_24874	DANRE15060, DANRE15061
OG0003133	STRPU_00227, STRPU_25968	DANRE12809, DANRE12810, DANRE12808
OG0003135	STRPU_20819	DANRE08191
OG0003136	STRPU_20970	DANRE35065, DANRE12101, DANRE11278
OG0003137	STRPU_26289, STRPU_26313, STRPU_26314, STRPU_26290	DANRE26190
OG0003138	STRPU_11161	DANRE27831
OG0003140	STRPU_27000	DANRE39516, DANRE24971, DANRE24972, DANRE24970, DANRE39086
OG0003141	STRPU_11150	DANRE20615, DANRE14046, DANRE14045
OG0003142	STRPU_26955	DANRE34782, DANRE34781, DANRE14504, DANRE14505, DANRE10324, DANRE10323
OG0003144	STRPU_17154	DANRE00783, DANRE00782, DANRE00786, DANRE00785
OG0003145	STRPU_19761	DANRE36307, DANRE36308, DANRE26624
OG0003146	STRPU_24899	DANRE17747, DANRE17748
OG0003147	STRPU_09368	DANRE06463, DANRE06464
OG0003148	STRPU_21583	DANRE18741, DANRE18742, DANRE09008, DANRE09007, DANRE00993
OG0003149	STRPU_27156, STRPU_27155, STRPU_27224, STRPU_27225	DANRE09385
OG0003150	STRPU_06198, STRPU_06219	DANRE06878, DANRE06879, DANRE42088
OG0003152	STRPU_09091, STRPU_02064	DANRE30433, DANRE30432, DANRE03048, DANRE03049, DANRE28960
OG0003153	STRPU_25878	DANRE36866, DANRE36864
OG0003154	STRPU_18558	DANRE26477
OG0003157	STRPU_05197	DANRE19807
OG0003158	STRPU_24600	DANRE42210, DANRE23852, DANRE23851, DANRE23850, DANRE23849
OG0003159	STRPU_04177	DANRE00330, DANRE39548, DANRE05243
OG0003160	STRPU_10206	DANRE05430, DANRE03119, DANRE03120, DANRE03118, DANRE03117
OG0003161	STRPU_20589	DANRE18063, DANRE18059, DANRE18061, DANRE18060, DANRE18062
OG0003162	STRPU_10286	DANRE17764, DANRE05683, DANRE08820
OG0003163	STRPU_26676	DANRE40155, DANRE40154, DANRE25816, DANRE25817
OG0003164	STRPU_05342	DANRE06387, DANRE06389, DANRE06388, DANRE15695, DANRE15696, DANRE15697
OG0003165	STRPU_06042	DANRE11655, DANRE11657, DANRE11654, DANRE11656, DANRE05525
OG0003166	STRPU_06374	DANRE16104, DANRE16105
OG0003167	STRPU_14469, STRPU_14473	DANRE03155, DANRE29368, DANRE29367, DANRE07936, DANRE07935
OG0003168	STRPU_00314, STRPU_08598	DANRE29309, DANRE15435, DANRE15436, DANRE15437
OG0003169	STRPU_18714	DANRE42633, DANRE42632
OG0003171	STRPU_20111, STRPU_20089	DANRE26972, DANRE26973, DANRE18285, DANRE18286, DANRE18287
OG0003172	STRPU_13537	DANRE42756
OG0003173	STRPU_14274, STRPU_14290	DANRE16306, DANRE16307
OG0003174	STRPU_05745	DANRE06246, DANRE06247, DANRE06245
OG0003175	STRPU_24658	DANRE10507, DANRE42689, DANRE14253
OG0003176	STRPU_25686, STRPU_25705	DANRE13495, DANRE13496
OG0003177	STRPU_09383, STRPU_01573	DANRE16368, DANRE16367
OG0003178	STRPU_21387	DANRE08964, DANRE11055
OG0003179	STRPU_04747	DANRE15998, DANRE16000, DANRE16001
OG0003181	STRPU_08188	DANRE29811, DANRE29810, DANRE36146, DANRE36147, DANRE36145, DANRE36148
OG0003182	STRPU_25667	DANRE28251
OG0003183	STRPU_23390	DANRE23349, DANRE14974, DANRE14975, DANRE14973, DANRE42556, DANRE42557
OG0003185	STRPU_11828	DANRE39287, DANRE31275, DANRE31276, DANRE31274
OG0003187	STRPU_18755	DANRE20980, DANRE20979
OG0003188	STRPU_27340	DANRE00343, DANRE25991, DANRE38344, DANRE34574
OG0003189	STRPU_17091	DANRE00005, DANRE00004
OG0003190	STRPU_22540, STRPU_14018, STRPU_13852	DANRE15815
OG0003191	STRPU_02638, STRPU_24024	DANRE35621, DANRE35620, DANRE23032, DANRE23033
OG0003192	STRPU_24110, STRPU_24115	DANRE41743, DANRE41742, DANRE41744, DANRE41741, DANRE35706, DANRE35707
OG0003193	STRPU_06138	DANRE16196, DANRE16197, DANRE41842, DANRE16198
OG0003195	STRPU_08798	DANRE30347, DANRE30348, DANRE30351, DANRE30349, DANRE30350
OG0003196	STRPU_25955, STRPU_00216, STRPU_09693, STRPU_09736	DANRE10235
OG0003197	STRPU_06595	DANRE08921
OG0003199	STRPU_22302	DANRE22632, DANRE22631
OG0003200	STRPU_07570	DANRE04616, DANRE04615
OG0003201	STRPU_13530	DANRE30707
OG0003202	STRPU_04422	DANRE25272, DANRE00416, DANRE00417
OG0003203	STRPU_22174, STRPU_22167	DANRE14965, DANRE13754
OG0003204	STRPU_05884	DANRE29886, DANRE29888, DANRE29887, DANRE04013, DANRE04010, DANRE04012, DANRE04011
OG0003205	STRPU_26398	DANRE21604, DANRE21605, DANRE00356, DANRE00357, DANRE34571, DANRE34572, DANRE34573
OG0003206	STRPU_05811	DANRE28861
OG0003207	STRPU_23438, STRPU_00999	DANRE36071, DANRE30681
OG0003208	STRPU_23521	DANRE40086
OG0003210	STRPU_20307	DANRE19116, DANRE19117, DANRE40210, DANRE26478
OG0003211	STRPU_23623	DANRE25652, DANRE25653, DANRE25651, DANRE31621, DANRE31623, DANRE31622
OG0003212	STRPU_23992	DANRE39811, DANRE39812, DANRE31617, DANRE31616
OG0003213	STRPU_27409	DANRE26968, DANRE26967
OG0003214	STRPU_02469, STRPU_13596	DANRE41512
OG0003215	STRPU_21290	DANRE02939, DANRE02937, DANRE02938, DANRE11053, DANRE11054, DANRE11051, DANRE11052
