Orthogroup	STRPU_ok	SCHMD
OG0003505	STRPU_26126	SCHMD08229, SCHMD08228
OG0003508	STRPU_13552	SCHMD00810
OG0003509	STRPU_10961	SCHMD12054
OG0003511	STRPU_26830	SCHMD10744
OG0003513	STRPU_13821	SCHMD25986, SCHMD27084
OG0003515	STRPU_05774	SCHMD16232, SCHMD28533
OG0003516	STRPU_10277	SCHMD28216
OG0003518	STRPU_26026	SCHMD05084
OG0003519	STRPU_13946	SCHMD04577
OG0003520	STRPU_20485	SCHMD04339
OG0003522	STRPU_08126, STRPU_08113	SCHMD02972
OG0003523	STRPU_11145	SCHMD11219
OG0003524	STRPU_11329	SCHMD06675
OG0003525	STRPU_22611	SCHMD26818, SCHMD25303, SCHMD26816
OG0003527	STRPU_06217, STRPU_06194	SCHMD28971
OG0003528	STRPU_17490, STRPU_17491, STRPU_17489	SCHMD21896, SCHMD26214
OG0003530	STRPU_25170	SCHMD08166
OG0003531	STRPU_20597	SCHMD02486
OG0003532	STRPU_10739	SCHMD04373
OG0003533	STRPU_22386	SCHMD29432, SCHMD23787
OG0003534	STRPU_21654, STRPU_21719	SCHMD19910
OG0003539	STRPU_22523	SCHMD18718, SCHMD20290
OG0003543	STRPU_16716	SCHMD01295, SCHMD04172
OG0003544	STRPU_07440, STRPU_07449	SCHMD22197, SCHMD21841
OG0003545	STRPU_09297	SCHMD18885, SCHMD15544
OG0003548	STRPU_09626	SCHMD25865, SCHMD23815
OG0003550	STRPU_01035, STRPU_23404	SCHMD01327
OG0003551	STRPU_18972, STRPU_18959	SCHMD07949
OG0003552	STRPU_20147	SCHMD10623, SCHMD08451
OG0003554	STRPU_09335	SCHMD11710, SCHMD08877
OG0003555	STRPU_09097, STRPU_02068	SCHMD03932
OG0003556	STRPU_08012	SCHMD03452
OG0003557	STRPU_20157	SCHMD08732
OG0003558	STRPU_27128	SCHMD04257
OG0003561	STRPU_17360, STRPU_17346	SCHMD07358
OG0003562	STRPU_24859	SCHMD00923
OG0003563	STRPU_01477, STRPU_08694	SCHMD07861, SCHMD20547, SCHMD16556, SCHMD03126
OG0003564	STRPU_09624	SCHMD19445, SCHMD14913
OG0003566	STRPU_11918, STRPU_11878	SCHMD26756, SCHMD15301
OG0003567	STRPU_02062, STRPU_09090	SCHMD15008, SCHMD04442
OG0003568	STRPU_14841	SCHMD15819
OG0003570	STRPU_02794	SCHMD08962
OG0003571	STRPU_26236	SCHMD27605, SCHMD01118, SCHMD28102
OG0003573	STRPU_14812	SCHMD03521
OG0003577	STRPU_22045	SCHMD20531, SCHMD22865, SCHMD10650, SCHMD10649
OG0003578	STRPU_14245	SCHMD18628, SCHMD18111, SCHMD04183, SCHMD29593
OG0003579	STRPU_04470	SCHMD23104, SCHMD29386, SCHMD14562, SCHMD15244
OG0003582	STRPU_22683	SCHMD12451, SCHMD16671
OG0003597	STRPU_01702, STRPU_02662	SCHMD07116
OG0003598	STRPU_00768, STRPU_19800	SCHMD21244
OG0003599	STRPU_26822	SCHMD21154
OG0003600	STRPU_25452	SCHMD02224
OG0003603	STRPU_08310	SCHMD02011
OG0003604	STRPU_14769, STRPU_02554	SCHMD03287
OG0003606	STRPU_17457, STRPU_17474	SCHMD17964, SCHMD15106
OG0003607	STRPU_21163, STRPU_21155	SCHMD18996, SCHMD19067
OG0003607	STRPU_21154	SCHMD28540
OG0003610	STRPU_01053, STRPU_24252	SCHMD10025, SCHMD05007
OG0003611	STRPU_09452, STRPU_01510	SCHMD06945, SCHMD08561, SCHMD08562, SCHMD06942, SCHMD06944, SCHMD12203, SCHMD25153
OG0003612	STRPU_18968	SCHMD05843, SCHMD05841
OG0003612	STRPU_18969, STRPU_18956	SCHMD05840
OG0003613	STRPU_12108, STRPU_12143	SCHMD04176
OG0003615	STRPU_19046	SCHMD13214
OG0003617	STRPU_13092, STRPU_13104	SCHMD19266, SCHMD24604
OG0003618	STRPU_08027, STRPU_02032	SCHMD03820
OG0003619	STRPU_05456	SCHMD13518, SCHMD08597
OG0003620	STRPU_00502, STRPU_15940	SCHMD10079, SCHMD29362
OG0003621	STRPU_17041, STRPU_01807	SCHMD12479
OG0003622	STRPU_10952	SCHMD21579
OG0003622	STRPU_21646, STRPU_21710	SCHMD23632
OG0003624	STRPU_23504	SCHMD09570
OG0003625	STRPU_01115, STRPU_24184, STRPU_24183	SCHMD13173, SCHMD19163, SCHMD19678, SCHMD22465
OG0003626	STRPU_24928	SCHMD06623
OG0003627	STRPU_06634	SCHMD19934, SCHMD24898
OG0003630	STRPU_14988, STRPU_14958	SCHMD00976, SCHMD01074, SCHMD00979
OG0003631	STRPU_04940	SCHMD10913
OG0003632	STRPU_11322	SCHMD28869
OG0003635	STRPU_05033, STRPU_05106	SCHMD09927
OG0003636	STRPU_21350	SCHMD16813
OG0003638	STRPU_21025	SCHMD08904, SCHMD12994
OG0003639	STRPU_14552	SCHMD20935, SCHMD20934
OG0003640	STRPU_24148	SCHMD17587, SCHMD23254, SCHMD22170
OG0003644	STRPU_19783, STRPU_00787	SCHMD03638
OG0003646	STRPU_26839	SCHMD07544, SCHMD07543, SCHMD06515
OG0003647	STRPU_27138	SCHMD03661, SCHMD03659
OG0003649	STRPU_26514	SCHMD11461
OG0003651	STRPU_08068	SCHMD19273, SCHMD24605
OG0003652	STRPU_17587, STRPU_17563	SCHMD11274
OG0003653	STRPU_25673	SCHMD17511, SCHMD11246
OG0003654	STRPU_07070, STRPU_07065	SCHMD08972, SCHMD20129, SCHMD08971, SCHMD21219
OG0003655	STRPU_17785	SCHMD09541
OG0003657	STRPU_22899, STRPU_22914	SCHMD25752, SCHMD28011
OG0003658	STRPU_23985	SCHMD16613, SCHMD29667
OG0003659	STRPU_24909	SCHMD17601, SCHMD11910, SCHMD20716, SCHMD20715
OG0003661	STRPU_23064, STRPU_00650	SCHMD05074, SCHMD11069
OG0003666	STRPU_00986, STRPU_23456	SCHMD02137
OG0003668	STRPU_26719	SCHMD16966
OG0003669	STRPU_19296, STRPU_01851	SCHMD19438
OG0003670	STRPU_07308, STRPU_07309	SCHMD27614, SCHMD13168
OG0003671	STRPU_09909	SCHMD11729, SCHMD10695, SCHMD13674
OG0003672	STRPU_08809	SCHMD06465, SCHMD13496
OG0003674	STRPU_08882, STRPU_00939	SCHMD21242
OG0003675	STRPU_01019, STRPU_23417	SCHMD10343
OG0003676	STRPU_13154, STRPU_13134	SCHMD09933
OG0003678	STRPU_19225	SCHMD18909
OG0003679	STRPU_24398	SCHMD14973
OG0003682	STRPU_20705	SCHMD00097
OG0003685	STRPU_22192	SCHMD02813
OG0003687	STRPU_13921, STRPU_13934	SCHMD06543
OG0003688	STRPU_11389	SCHMD02218
OG0003690	STRPU_21873	SCHMD14187, SCHMD29632, SCHMD22946, SCHMD10100, SCHMD01511, SCHMD28775, SCHMD27197
OG0003692	STRPU_01575, STRPU_09381	SCHMD07452
OG0003694	STRPU_00897, STRPU_23023	SCHMD01774
OG0003695	STRPU_20388	SCHMD02002
OG0003696	STRPU_23695	SCHMD10456, SCHMD19979
OG0003698	STRPU_09884	SCHMD04069
OG0003699	STRPU_11800	SCHMD25089, SCHMD23737
OG0003701	STRPU_24397	SCHMD15850
OG0003703	STRPU_12263	SCHMD03850
OG0003705	STRPU_01606, STRPU_13588	SCHMD16984
OG0003706	STRPU_19455	SCHMD03464, SCHMD03465
OG0003708	STRPU_17774	SCHMD13127
OG0003710	STRPU_17764	SCHMD01072
OG0003712	STRPU_02201, STRPU_09234	SCHMD07204
OG0003712	STRPU_09233, STRPU_02200	SCHMD01556
OG0003713	STRPU_07731	SCHMD09387
OG0003716	STRPU_11467	SCHMD16362
OG0003717	STRPU_24884	SCHMD02266
OG0003718	STRPU_24139	SCHMD19427, SCHMD27978
OG0003720	STRPU_16621	SCHMD23149, SCHMD11812
OG0003721	STRPU_21833	SCHMD06738
OG0003722	STRPU_20141	SCHMD13809
OG0003724	STRPU_11103, STRPU_11128	SCHMD11616
OG0003725	STRPU_19147	SCHMD27474, SCHMD20596
OG0003726	STRPU_07524, STRPU_03374	SCHMD25016
OG0003728	STRPU_19719	SCHMD02160
OG0003729	STRPU_24047, STRPU_02614	SCHMD20219, SCHMD24815, SCHMD20218, SCHMD23937
OG0003730	STRPU_10330	SCHMD22255, SCHMD22853, SCHMD11210, SCHMD01639
OG0003731	STRPU_20490	SCHMD22514
OG0003732	STRPU_05954	SCHMD03758
OG0003734	STRPU_20278, STRPU_20274, STRPU_20313, STRPU_00129	SCHMD00609
OG0003736	STRPU_22673	SCHMD07290, SCHMD09291, SCHMD23683, SCHMD09290
OG0003737	STRPU_19671, STRPU_19650	SCHMD26875, SCHMD23789
OG0003739	STRPU_01491, STRPU_13756	SCHMD03999
OG0003740	STRPU_12532	SCHMD13948, SCHMD17686
OG0003741	STRPU_02688, STRPU_01677	SCHMD28597, SCHMD28496
OG0003742	STRPU_22532	SCHMD03803
OG0003743	STRPU_18134	SCHMD05330, SCHMD03268
OG0003744	STRPU_22977	SCHMD04258
OG0003746	STRPU_13668, STRPU_02402	SCHMD20571
OG0003747	STRPU_07517	SCHMD25018, SCHMD26084, SCHMD17880
OG0003749	STRPU_12317	SCHMD12963, SCHMD26791
OG0003750	STRPU_03777	SCHMD10740, SCHMD21692
OG0003751	STRPU_11253, STRPU_11216	SCHMD29178, SCHMD29232
OG0003755	STRPU_15415	SCHMD24630
OG0003756	STRPU_25349, STRPU_25348	SCHMD16272, SCHMD09193, SCHMD09560
OG0003757	STRPU_20502	SCHMD25168, SCHMD24254, SCHMD29239
OG0003758	STRPU_21990, STRPU_21988	SCHMD10568
OG0003759	STRPU_10861, STRPU_10841	SCHMD02168
OG0003764	STRPU_08733, STRPU_01439	SCHMD03437
OG0003766	STRPU_25294	SCHMD22112, SCHMD16522
OG0003767	STRPU_07021	SCHMD06286
OG0003770	STRPU_05109, STRPU_05036, STRPU_05110	SCHMD25951, SCHMD27241
OG0003771	STRPU_08361	SCHMD05134
OG0003775	STRPU_08270	SCHMD09392, SCHMD10879, SCHMD08960, SCHMD01376
OG0003776	STRPU_02898	SCHMD01854
OG0003777	STRPU_08593, STRPU_00310	SCHMD09329, SCHMD03918
OG0003778	STRPU_11538	SCHMD06996
OG0003779	STRPU_06113	SCHMD15868, SCHMD25797
OG0003795	STRPU_23591	SCHMD22731
OG0003798	STRPU_05134, STRPU_05061	SCHMD13971, SCHMD04164
OG0003803	STRPU_20204	SCHMD27722, SCHMD27442
OG0003806	STRPU_00975, STRPU_08841	SCHMD21156
OG0003808	STRPU_24251, STRPU_01054	SCHMD27875, SCHMD11284
OG0003811	STRPU_05891	SCHMD22928, SCHMD13669
OG0003812	STRPU_11207	SCHMD04985
OG0003813	STRPU_04220, STRPU_04255	SCHMD01244
OG0003817	STRPU_03401, STRPU_03391, STRPU_03416	SCHMD04758
OG0003818	STRPU_05558, STRPU_05616	SCHMD10822, SCHMD17278
OG0003825	STRPU_10012	SCHMD05990
OG0003826	STRPU_14827	SCHMD20348
OG0003827	STRPU_19325	SCHMD03936
OG0003828	STRPU_20403	SCHMD01189, SCHMD27415
OG0003831	STRPU_05243	SCHMD17115
OG0003833	STRPU_05825, STRPU_05285	SCHMD28965
OG0003834	STRPU_26294, STRPU_26268	SCHMD01451
OG0003837	STRPU_08087	SCHMD17615, SCHMD14383, SCHMD10163
OG0003838	STRPU_05727	SCHMD05207
OG0003839	STRPU_19903	SCHMD05702, SCHMD10139
OG0003841	STRPU_19672, STRPU_19649	SCHMD14946
OG0003843	STRPU_21504	SCHMD16158
OG0003844	STRPU_27219	SCHMD09963
OG0003845	STRPU_14394	SCHMD00835
OG0003846	STRPU_10200	SCHMD06517
OG0003849	STRPU_26764, STRPU_26750	SCHMD10843
OG0003850	STRPU_17743	SCHMD24952, SCHMD16801
OG0003853	STRPU_21495, STRPU_21486	SCHMD14514, SCHMD07343
OG0003856	STRPU_09243	SCHMD25122, SCHMD27046, SCHMD07521, SCHMD12531, SCHMD11891
OG0003857	STRPU_09242	SCHMD05301
OG0003863	STRPU_10014	SCHMD02612
OG0003865	STRPU_25046	SCHMD10111
OG0003866	STRPU_17669, STRPU_02253	SCHMD07937, SCHMD00211
OG0003868	STRPU_19663, STRPU_19655	SCHMD15677
OG0003869	STRPU_00857, STRPU_14063	SCHMD16637, SCHMD28120, SCHMD25926, SCHMD25661
OG0003871	STRPU_08000	SCHMD01263
OG0003872	STRPU_14352	SCHMD13742, SCHMD13511
OG0003875	STRPU_12470	SCHMD07244
OG0003876	STRPU_18481, STRPU_18439	SCHMD06770
OG0003877	STRPU_06336	SCHMD08239
OG0003878	STRPU_22393	SCHMD04321
OG0003879	STRPU_26896	SCHMD18366
OG0003881	STRPU_23870, STRPU_23833	SCHMD06054, SCHMD03369
OG0003882	STRPU_25867	SCHMD13622
OG0003883	STRPU_10088, STRPU_10151	SCHMD24582
OG0003884	STRPU_22886	SCHMD04417
OG0003885	STRPU_07351	SCHMD09959
OG0003886	STRPU_25179	SCHMD12038, SCHMD20172, SCHMD12039, SCHMD20171
OG0003887	STRPU_04757	SCHMD20058, SCHMD18207
OG0003888	STRPU_17913	SCHMD05192
OG0003889	STRPU_08854, STRPU_00968	SCHMD21799
OG0003892	STRPU_01952, STRPU_22793	SCHMD07588
OG0003894	STRPU_20332	SCHMD11863
OG0003896	STRPU_08792	SCHMD28716
OG0003897	STRPU_10680, STRPU_00559	SCHMD20071
OG0003904	STRPU_23136	SCHMD00688
OG0003906	STRPU_26939	SCHMD03168
OG0003908	STRPU_23887	SCHMD03608
OG0003910	STRPU_16982	SCHMD16210, SCHMD14670
OG0003911	STRPU_24667	SCHMD20892
OG0003912	STRPU_26148	SCHMD04955
OG0003914	STRPU_23090	SCHMD00070
OG0003916	STRPU_26241	SCHMD05573
OG0003917	STRPU_04930	SCHMD02873
OG0003918	STRPU_04601	SCHMD00222
OG0003919	STRPU_14836	SCHMD16851, SCHMD05912, SCHMD24562, SCHMD24561
OG0003920	STRPU_17479	SCHMD03027
OG0003921	STRPU_24499	SCHMD06689
OG0003923	STRPU_13944, STRPU_13941	SCHMD25596, SCHMD09715
OG0003925	STRPU_11004, STRPU_00344	SCHMD25912, SCHMD09602
OG0003926	STRPU_10755	SCHMD07547, SCHMD26616, SCHMD27475, SCHMD11606
OG0003929	STRPU_25575	SCHMD28985, SCHMD28887, SCHMD11401, SCHMD06539
OG0003930	STRPU_11790	SCHMD03275
OG0003931	STRPU_08493	SCHMD03615
OG0003933	STRPU_23156	SCHMD23983
OG0003934	STRPU_24564	SCHMD00793
OG0003936	STRPU_26066	SCHMD01877
OG0003938	STRPU_17909	SCHMD19197
OG0003939	STRPU_18436, STRPU_18437, STRPU_18479	SCHMD05579
OG0003940	STRPU_21913	SCHMD08843, SCHMD24023, SCHMD25474, SCHMD06407
OG0003941	STRPU_23753	SCHMD07685
OG0003944	STRPU_26716	SCHMD10666
OG0003945	STRPU_12909	SCHMD04737
OG0003946	STRPU_09832	SCHMD19360, SCHMD00465
OG0003947	STRPU_09926	SCHMD06484
OG0003950	STRPU_12188	SCHMD13868, SCHMD23437, SCHMD13869
OG0003951	STRPU_23993	SCHMD04397
OG0003953	STRPU_05378	SCHMD22038
OG0003954	STRPU_07256, STRPU_07231	SCHMD06088
OG0003955	STRPU_05331	SCHMD06589
OG0003956	STRPU_18464, STRPU_18425	SCHMD07488
OG0003958	STRPU_04451	SCHMD13631, SCHMD28091
OG0003961	STRPU_24706	SCHMD04675
OG0003963	STRPU_07374	SCHMD25554, SCHMD11295, SCHMD09659, SCHMD03533, SCHMD15614, SCHMD06790, SCHMD15414, SCHMD24139, SCHMD07934, SCHMD03234, SCHMD11998, SCHMD12725, SCHMD14231, SCHMD10175, SCHMD09814, SCHMD10351, SCHMD15125, SCHMD25013, SCHMD18943, SCHMD09901, SCHMD11186, SCHMD06642, SCHMD26314, SCHMD02136, SCHMD10464, SCHMD12446, SCHMD05220, SCHMD24388, SCHMD01170, SCHMD13959, SCHMD18218, SCHMD00820, SCHMD25703, SCHMD02402
OG0003965	STRPU_01083, STRPU_24217	SCHMD22279, SCHMD23593, SCHMD11100, SCHMD22031
OG0003968	STRPU_02867, STRPU_17095	SCHMD20971, SCHMD24367
OG0003969	STRPU_21355	SCHMD08592
OG0003972	STRPU_25335	SCHMD13668
OG0003973	STRPU_21229, STRPU_21231	SCHMD06454
OG0003998	STRPU_20556	SCHMD17536, SCHMD17537
OG0004000	STRPU_24949	SCHMD05012
OG0004002	STRPU_21325	SCHMD02849
OG0004004	STRPU_16146	SCHMD03887, SCHMD03888
OG0004007	STRPU_19148	SCHMD27653
OG0004009	STRPU_04637, STRPU_04668	SCHMD12539
OG0004010	STRPU_18499	SCHMD11857
OG0004012	STRPU_09870	SCHMD08012, SCHMD16333
OG0004015	STRPU_18380	SCHMD06396
OG0004017	STRPU_14536	SCHMD27630
OG0004018	STRPU_23298	SCHMD09657
OG0004020	STRPU_06472	SCHMD29535, SCHMD26610
OG0004021	STRPU_14759, STRPU_02563	SCHMD12686
OG0004023	STRPU_25909	SCHMD07791
OG0004025	STRPU_09604, STRPU_09594	SCHMD25773
OG0004027	STRPU_13511	SCHMD07935
OG0004028	STRPU_04568	SCHMD03770
OG0004029	STRPU_13194, STRPU_13195	SCHMD25820
OG0004030	STRPU_08815	SCHMD13880, SCHMD26900
OG0004032	STRPU_06807	SCHMD08571
OG0004033	STRPU_21510	SCHMD06585
OG0004035	STRPU_25661	SCHMD24932, SCHMD26490, SCHMD22875, SCHMD15041, SCHMD16000
OG0004036	STRPU_17564, STRPU_17586	SCHMD07559, SCHMD09846
OG0004037	STRPU_06495	SCHMD06653
OG0004038	STRPU_06801	SCHMD08999, SCHMD03883
OG0004040	STRPU_05771	SCHMD09208
OG0004041	STRPU_21042	SCHMD29278, SCHMD13539, SCHMD13540
OG0004042	STRPU_16694, STRPU_16667	SCHMD14638, SCHMD14606, SCHMD28829, SCHMD17629, SCHMD24833, SCHMD19159, SCHMD11836
OG0004043	STRPU_18032	SCHMD00046
OG0004044	STRPU_24535	SCHMD16907
OG0004047	STRPU_08496	SCHMD07813
OG0004048	STRPU_10205	SCHMD05765
OG0004051	STRPU_22150	SCHMD05269, SCHMD18831
OG0004052	STRPU_23378	SCHMD01378
OG0004053	STRPU_26759, STRPU_26744	SCHMD09663
OG0004054	STRPU_20700	SCHMD03170
OG0004056	STRPU_23719	SCHMD06405
OG0004059	STRPU_21348	SCHMD09347, SCHMD09893, SCHMD09894, SCHMD09348, SCHMD09349
OG0004060	STRPU_13836	SCHMD16682, SCHMD21120, SCHMD16351
OG0004064	STRPU_24939	SCHMD03370
OG0004065	STRPU_11423	SCHMD04935
OG0004066	STRPU_19819, STRPU_19815	SCHMD01420
OG0004067	STRPU_06102	SCHMD19651, SCHMD28348, SCHMD27778, SCHMD22879
OG0004068	STRPU_17877	SCHMD04738
OG0004069	STRPU_23907	SCHMD07928
OG0004071	STRPU_20340	SCHMD06667
OG0004072	STRPU_14126, STRPU_14112	SCHMD07982
OG0004076	STRPU_00594, STRPU_07563	SCHMD19802
OG0004078	STRPU_09343	SCHMD08036
OG0004079	STRPU_05743	SCHMD22313, SCHMD19146
OG0004080	STRPU_13277	SCHMD18517
OG0004081	STRPU_06127	SCHMD03804
OG0004083	STRPU_21744, STRPU_21680	SCHMD05538
OG0004084	STRPU_07666, STRPU_18901	SCHMD13360
OG0004085	STRPU_06109	SCHMD20233
OG0004087	STRPU_23491	SCHMD13153, SCHMD13154
OG0004090	STRPU_24163	SCHMD19142
OG0004091	STRPU_19319	SCHMD20986, SCHMD10374
OG0004092	STRPU_13303	SCHMD01973
OG0004094	STRPU_20262	SCHMD10011
OG0004096	STRPU_20338	SCHMD01632
OG0004097	STRPU_11558	SCHMD00017
OG0004099	STRPU_08317	SCHMD07433
OG0004100	STRPU_23805	SCHMD16101, SCHMD17395, SCHMD01145
OG0004101	STRPU_24073	SCHMD01669
OG0004102	STRPU_09962, STRPU_09983	SCHMD16352
OG0004103	STRPU_24486, STRPU_24316	SCHMD06708, SCHMD03618
OG0004105	STRPU_24009	SCHMD08794, SCHMD16310
OG0004106	STRPU_11447	SCHMD07276, SCHMD19640
OG0004107	STRPU_03930	SCHMD01035
OG0004108	STRPU_08376	SCHMD06834
OG0004110	STRPU_02810	SCHMD03573
OG0004112	STRPU_27382, STRPU_27383	SCHMD04301
OG0004113	STRPU_23577	SCHMD09954, SCHMD11157
OG0004114	STRPU_20826	SCHMD11428
OG0004115	STRPU_00175	SCHMD08639
OG0004116	STRPU_03821, STRPU_03835	SCHMD22991, SCHMD19169
OG0004119	STRPU_25283	SCHMD24339, SCHMD11856
OG0004120	STRPU_04036	SCHMD02931
OG0004121	STRPU_10753	SCHMD00644
OG0004122	STRPU_20119, STRPU_20098	SCHMD09920
OG0004123	STRPU_24495	SCHMD24840
OG0004124	STRPU_07572	SCHMD09788
OG0004125	STRPU_08132	SCHMD03017
OG0004126	STRPU_03872	SCHMD18874, SCHMD24485, SCHMD09907, SCHMD21126
OG0004127	STRPU_00575, STRPU_07543	SCHMD14115
OG0004130	STRPU_16002	SCHMD26247, SCHMD12578, SCHMD28132
OG0004133	STRPU_07007	SCHMD08788
OG0004134	STRPU_10399	SCHMD18880, SCHMD19479, SCHMD15281, SCHMD12962
OG0004136	STRPU_18932	SCHMD21074, SCHMD14863
OG0004137	STRPU_26642	SCHMD09676
OG0004138	STRPU_17076	SCHMD22277, SCHMD19287, SCHMD22278, SCHMD23252
OG0004140	STRPU_25703, STRPU_25684	SCHMD01399
OG0004142	STRPU_22286	SCHMD08558
OG0004144	STRPU_13998	SCHMD02257, SCHMD25096, SCHMD15057
OG0004145	STRPU_21032	SCHMD20449, SCHMD23522, SCHMD01552
OG0004147	STRPU_22168, STRPU_22175	SCHMD09010
OG0004148	STRPU_13669, STRPU_02401	SCHMD06808
OG0004150	STRPU_17897	SCHMD13649
OG0004153	STRPU_04733, STRPU_04726	SCHMD07819, SCHMD03631
OG0004154	STRPU_23784	SCHMD06235
OG0004158	STRPU_24023, STRPU_02639	SCHMD07419
OG0004161	STRPU_24354	SCHMD08136
OG0004164	STRPU_04686	SCHMD24669, SCHMD09145
OG0004166	STRPU_09733, STRPU_09689	SCHMD16044
OG0004167	STRPU_21156, STRPU_21164	SCHMD10205
OG0004168	STRPU_14329	SCHMD09579
OG0004169	STRPU_08900, STRPU_00919, STRPU_08901, STRPU_08902	SCHMD20780
OG0004171	STRPU_16148	SCHMD02047, SCHMD02605, SCHMD02048
OG0004176	STRPU_05147, STRPU_05071	SCHMD15010
OG0004178	STRPU_23007, STRPU_00881	SCHMD09644, SCHMD15102
OG0004179	STRPU_08384	SCHMD00790
OG0004181	STRPU_05420, STRPU_05421	SCHMD09842
OG0004186	STRPU_21395	SCHMD22129
OG0004188	STRPU_16239, STRPU_16200, STRPU_10934	SCHMD11027
OG0004190	STRPU_08808	SCHMD02151, SCHMD21121, SCHMD26044, SCHMD02152, SCHMD02153
OG0004198	STRPU_22505	SCHMD18242
OG0004215	STRPU_14765, STRPU_02559	SCHMD23456, SCHMD09930
OG0004216	STRPU_26208	SCHMD19294, SCHMD21480, SCHMD13603, SCHMD15045
OG0004217	STRPU_04965	SCHMD15443
OG0004218	STRPU_14308	SCHMD25832
OG0004219	STRPU_24948	SCHMD02021
OG0004220	STRPU_26863	SCHMD00817, SCHMD15893, SCHMD24221, SCHMD00816
OG0004222	STRPU_21148	SCHMD02604
OG0004223	STRPU_24406	SCHMD04451
OG0004227	STRPU_11362	SCHMD11794, SCHMD14206
OG0004229	STRPU_04722	SCHMD20367, SCHMD19492
OG0004230	STRPU_03309	SCHMD12329, SCHMD13516
OG0004231	STRPU_26733	SCHMD18343, SCHMD20951
OG0004232	STRPU_10212	SCHMD02245
OG0004233	STRPU_11044, STRPU_00382	SCHMD23521
OG0004235	STRPU_02171, STRPU_09204, STRPU_02170, STRPU_09201, STRPU_02169, STRPU_09197	SCHMD00900
OG0004236	STRPU_20693	SCHMD13419, SCHMD19318
OG0004239	STRPU_20308	SCHMD04162
OG0004240	STRPU_20696	SCHMD15203, SCHMD12624
OG0004241	STRPU_06100	SCHMD20634, SCHMD15365
OG0004243	STRPU_25021	SCHMD02806
OG0004244	STRPU_22838	SCHMD04165
OG0004246	STRPU_22152	SCHMD25240, SCHMD27704
OG0004247	STRPU_03726	SCHMD10596
OG0004249	STRPU_05688	SCHMD22417, SCHMD22418, SCHMD16976
OG0004250	STRPU_20579	SCHMD12623
OG0004251	STRPU_01202, STRPU_19972, STRPU_19973	SCHMD08633
OG0004252	STRPU_06470, STRPU_06473	SCHMD02811
OG0004253	STRPU_14726	SCHMD09205
OG0004254	STRPU_04154	SCHMD07480
OG0004255	STRPU_11353	SCHMD00865
OG0004257	STRPU_15432	SCHMD08129
OG0004258	STRPU_05921	SCHMD13120, SCHMD23840, SCHMD13122
OG0004259	STRPU_27359	SCHMD18232
OG0004260	STRPU_22106	SCHMD23376
OG0004261	STRPU_25985	SCHMD16623
OG0004262	STRPU_21542	SCHMD16537
OG0004263	STRPU_13850	SCHMD09819, SCHMD22299, SCHMD18530, SCHMD18529
OG0004265	STRPU_26380	SCHMD14398
OG0004267	STRPU_12036	SCHMD14468
OG0004268	STRPU_04469	SCHMD24258, SCHMD19847
OG0004269	STRPU_09466	SCHMD06048
OG0004270	STRPU_27064	SCHMD06231
OG0004273	STRPU_08464	SCHMD15470
OG0004276	STRPU_25263	SCHMD07051
OG0004278	STRPU_26571	SCHMD07808
OG0004279	STRPU_19399	SCHMD09109
OG0004280	STRPU_16617	SCHMD24977
OG0004287	STRPU_20550	SCHMD02791
OG0004288	STRPU_25897	SCHMD04750
OG0004289	STRPU_20972	SCHMD10655
OG0004291	STRPU_21078	SCHMD11768, SCHMD11769
OG0004292	STRPU_18201	SCHMD02072
OG0004294	STRPU_11546	SCHMD06402
OG0004295	STRPU_18784	SCHMD05169
OG0004296	STRPU_04115	SCHMD13298
OG0004297	STRPU_20036	SCHMD13807, SCHMD28076, SCHMD24237, SCHMD14756, SCHMD24236
OG0004299	STRPU_05475	SCHMD15087, SCHMD15086
OG0004301	STRPU_02519, STRPU_15137	SCHMD11559, SCHMD11558, SCHMD21370
OG0004302	STRPU_14723	SCHMD08203, SCHMD10637, SCHMD22462
OG0004303	STRPU_06629	SCHMD17944, SCHMD18972
OG0004304	STRPU_10222	SCHMD17338
OG0004306	STRPU_00569, STRPU_07534	SCHMD09232
OG0004307	STRPU_08356	SCHMD20615
OG0004308	STRPU_17528	SCHMD08570
OG0004309	STRPU_11289	SCHMD11977, SCHMD17117
OG0004310	STRPU_22930	SCHMD15088
OG0004312	STRPU_26183	SCHMD10505
OG0004316	STRPU_16713	SCHMD07217
OG0004317	STRPU_14184	SCHMD03544
OG0004318	STRPU_08553	SCHMD07900
OG0004321	STRPU_04553	SCHMD00773, SCHMD22413
OG0004322	STRPU_07127	SCHMD06269, SCHMD13954
OG0004324	STRPU_24904	SCHMD07700
OG0004327	STRPU_24331, STRPU_05772	SCHMD11268
OG0004328	STRPU_24297	SCHMD18966, SCHMD09751
OG0004329	STRPU_09615	SCHMD17260, SCHMD20883, SCHMD17062, SCHMD18927, SCHMD04963
OG0004330	STRPU_21871	SCHMD03763
OG0004331	STRPU_21658, STRPU_21723	SCHMD28298, SCHMD09132
OG0004332	STRPU_03284, STRPU_03249	SCHMD00454
OG0004335	STRPU_05371	SCHMD29412, SCHMD27303, SCHMD29473, SCHMD29279, SCHMD29277
OG0004338	STRPU_05398	SCHMD11859, SCHMD21650, SCHMD20028
OG0004341	STRPU_02059, STRPU_09086	SCHMD09660, SCHMD01095
OG0004344	STRPU_22062	SCHMD12044
OG0004347	STRPU_02516, STRPU_15134	SCHMD25637, SCHMD11463
