Orthogroup	STRPU_ok	LYTVA_ok
OG0005615	STRPU_04811	LYTVA_22848
OG0005616	STRPU_25331	LYTVA_21806
OG0005617	STRPU_19268	LYTVA_16568, LYTVA_28710
OG0005618	STRPU_18370	LYTVA_19319, LYTVA_20585
OG0005619	STRPU_10842, STRPU_10862	LYTVA_19684
OG0005619	STRPU_10865, STRPU_10845	LYTVA_18605
OG0005620	STRPU_23571	LYTVA_08517
OG0005621	STRPU_20803	LYTVA_09527
OG0005621	STRPU_20699	LYTVA_26862
OG0005622	STRPU_20686	LYTVA_11126, LYTVA_29546
OG0005624	STRPU_22621	LYTVA_02444, LYTVA_02430
OG0005625	STRPU_10019	LYTVA_28232
OG0005626	STRPU_15356	LYTVA_00789
OG0005627	STRPU_02838	LYTVA_18632, LYTVA_16894, LYTVA_18630, LYTVA_16898
OG0005628	STRPU_22452	LYTVA_29597
OG0005630	STRPU_04173	LYTVA_06277
OG0005631	STRPU_22108	LYTVA_14897
OG0005632	STRPU_20886, STRPU_20849	LYTVA_16258
OG0005633	STRPU_21354	LYTVA_23521
OG0005634	STRPU_19963, STRPU_01194	LYTVA_22600, LYTVA_23011
OG0005636	STRPU_12024	LYTVA_10391
OG0005637	STRPU_16870	LYTVA_14644
OG0005638	STRPU_00182, STRPU_17184, STRPU_17158, STRPU_17183, STRPU_17202, STRPU_17093	LYTVA_30155
OG0005639	STRPU_05338	LYTVA_23423
OG0005642	STRPU_23878	LYTVA_25745
OG0005643	STRPU_14537	LYTVA_26975
OG0005644	STRPU_14959, STRPU_14989	LYTVA_22112
OG0005645	STRPU_02698	LYTVA_08432
OG0005646	STRPU_13745, STRPU_01505	LYTVA_25411
OG0005647	STRPU_11368	LYTVA_12121, LYTVA_17862, LYTVA_12118, LYTVA_13112
OG0005648	STRPU_10749	LYTVA_26416
OG0005649	STRPU_17152	LYTVA_16003
OG0005650	STRPU_22875	LYTVA_04947
OG0005652	STRPU_23662, STRPU_23636	LYTVA_21904
OG0005654	STRPU_24497	LYTVA_11504
OG0005656	STRPU_10339	LYTVA_26753
OG0005659	STRPU_22336, STRPU_22317	LYTVA_14836, LYTVA_06273
OG0005660	STRPU_14412	LYTVA_27368
OG0005673	STRPU_19797, STRPU_06206, STRPU_08436, STRPU_08456, STRPU_18013, STRPU_08714, STRPU_01460, STRPU_13171, STRPU_17430	LYTVA_16486
OG0005673	STRPU_07829, STRPU_17310	LYTVA_18922, LYTVA_18793
OG0005673	STRPU_17308, STRPU_01408, STRPU_09858, STRPU_17262, STRPU_04381, STRPU_17716, STRPU_17126, STRPU_17142, STRPU_04380, STRPU_17127, STRPU_07837, STRPU_07842, STRPU_12990, STRPU_03067	LYTVA_05367
OG0005684	STRPU_01647, STRPU_19848, STRPU_13310, STRPU_19970, STRPU_15281, STRPU_05404, STRPU_01612, STRPU_10712, STRPU_19849, STRPU_16007, STRPU_01648	LYTVA_20087
OG0005685	STRPU_24007	LYTVA_14392, LYTVA_14386
OG0005687	STRPU_16526, STRPU_02680, STRPU_09052, STRPU_01687, STRPU_08970	LYTVA_07891, LYTVA_04911
OG0005690	STRPU_26783, STRPU_26777	LYTVA_19300
OG0005691	STRPU_23314	LYTVA_12349
OG0005694	STRPU_26440	LYTVA_11621
OG0005695	STRPU_12777, STRPU_02367	LYTVA_08896, LYTVA_21423
OG0005696	STRPU_05247	LYTVA_28366
OG0005697	STRPU_22134	LYTVA_09418, LYTVA_06620
OG0005698	STRPU_11071	LYTVA_15492
OG0005699	STRPU_21527	LYTVA_09284
OG0005701	STRPU_08625	LYTVA_30025, LYTVA_10789, LYTVA_15178
OG0005702	STRPU_05872	LYTVA_14131
OG0005703	STRPU_08717, STRPU_01457	LYTVA_09645
OG0005704	STRPU_17375	LYTVA_29951
OG0005706	STRPU_10656	LYTVA_26110
OG0005706	STRPU_11227, STRPU_11265	LYTVA_18788, LYTVA_18789
OG0005707	STRPU_27228	LYTVA_05626
OG0005709	STRPU_21239	LYTVA_08714
OG0005711	STRPU_24461	LYTVA_15782
OG0005712	STRPU_16543, STRPU_16563	LYTVA_25882, LYTVA_10528
OG0005713	STRPU_12015	LYTVA_20521
OG0005714	STRPU_06726	LYTVA_18976
OG0005715	STRPU_21975	LYTVA_18376
OG0005716	STRPU_04257, STRPU_04221	LYTVA_08945
OG0005716	STRPU_18105, STRPU_01795	LYTVA_00014, LYTVA_05038
OG0005717	STRPU_17984	LYTVA_00629, LYTVA_27562
OG0005718	STRPU_03727	LYTVA_16862
OG0005719	STRPU_11077	LYTVA_24607
OG0005720	STRPU_09629	LYTVA_00445
OG0005721	STRPU_24247, STRPU_01058	LYTVA_14543
OG0005722	STRPU_21390	LYTVA_19099
OG0005724	STRPU_10013	LYTVA_25099
OG0005725	STRPU_08791	LYTVA_19217
OG0005726	STRPU_25363	LYTVA_12315
OG0005727	STRPU_15497	LYTVA_05281
OG0005728	STRPU_26034	LYTVA_23545
OG0005729	STRPU_17722	LYTVA_11991
OG0005730	STRPU_09235	LYTVA_25373, LYTVA_00306
OG0005732	STRPU_08259	LYTVA_00395
OG0005733	STRPU_04392	LYTVA_13168
OG0005734	STRPU_00552, STRPU_10691	LYTVA_11108
OG0005735	STRPU_20067	LYTVA_13233
OG0005736	STRPU_23256	LYTVA_28262
OG0005737	STRPU_21022	LYTVA_26675
OG0005738	STRPU_06615	LYTVA_12852, LYTVA_02893
OG0005739	STRPU_00180	LYTVA_22076
OG0005740	STRPU_09271	LYTVA_09757
OG0005741	STRPU_02426, STRPU_13638	LYTVA_09611, LYTVA_10113
OG0005742	STRPU_02463, STRPU_13602	LYTVA_22875
OG0005744	STRPU_24149	LYTVA_06470
OG0005745	STRPU_08219	LYTVA_04591, LYTVA_28969
OG0005746	STRPU_05482	LYTVA_14216
OG0005747	STRPU_00328, STRPU_10991	LYTVA_00501
OG0005748	STRPU_10509	LYTVA_16013
OG0005749	STRPU_12467	LYTVA_28764, LYTVA_28670
OG0005750	STRPU_09294	LYTVA_26693
OG0005752	STRPU_27337	LYTVA_19646
OG0005752	STRPU_26810	LYTVA_01417
OG0005754	STRPU_09817	LYTVA_14983
OG0005755	STRPU_25847	LYTVA_24343
OG0005756	STRPU_22762, STRPU_01918	LYTVA_19892
OG0005757	STRPU_26124	LYTVA_24431
OG0005758	STRPU_06469	LYTVA_12445
OG0005759	STRPU_08895, STRPU_00922	LYTVA_04410
OG0005760	STRPU_11369	LYTVA_12124
OG0005761	STRPU_14201, STRPU_00428	LYTVA_04938
OG0005762	STRPU_06450	LYTVA_18977
OG0005763	STRPU_27025	LYTVA_18127
OG0005764	STRPU_13948	LYTVA_19354
OG0005765	STRPU_10156, STRPU_10093	LYTVA_29673
OG0005766	STRPU_10969	LYTVA_08287, LYTVA_29222
OG0005767	STRPU_24657	LYTVA_04138
OG0005768	STRPU_25196, STRPU_01882, STRPU_01881	LYTVA_14057, LYTVA_17914
OG0005769	STRPU_20424	LYTVA_09632
OG0005770	STRPU_26040	LYTVA_28933
OG0005772	STRPU_16905	LYTVA_11817
OG0005773	STRPU_25674	LYTVA_15914
OG0005774	STRPU_13525, STRPU_13524	LYTVA_05829
OG0005775	STRPU_08548	LYTVA_01882
OG0005776	STRPU_08315	LYTVA_16534
OG0005777	STRPU_17019	LYTVA_26090, LYTVA_28674
OG0005778	STRPU_21132	LYTVA_17024
OG0005779	STRPU_08148	LYTVA_09970
OG0005780	STRPU_20698	LYTVA_15065
OG0005780	STRPU_05855	LYTVA_06323, LYTVA_12616, LYTVA_14463
OG0005780	STRPU_17979	LYTVA_01738
OG0005780	STRPU_19959	LYTVA_03657, LYTVA_02583
OG0005781	STRPU_17947	LYTVA_26686
OG0005782	STRPU_09991	LYTVA_21263
OG0005783	STRPU_01541, STRPU_09418	LYTVA_06702, LYTVA_07994
OG0005784	STRPU_10310	LYTVA_23789
OG0005786	STRPU_23613	LYTVA_28993
OG0005787	STRPU_22458, STRPU_22482	LYTVA_29596
OG0005788	STRPU_20148	LYTVA_11398, LYTVA_09169
OG0005789	STRPU_25529	LYTVA_16262
OG0005790	STRPU_20640	LYTVA_09414
OG0005792	STRPU_21805	LYTVA_21525, LYTVA_24913
OG0005795	STRPU_06779, STRPU_06755	LYTVA_27466
OG0005796	STRPU_04062	LYTVA_29526
OG0005798	STRPU_22644	LYTVA_23618
OG0005799	STRPU_21454	LYTVA_26495, LYTVA_20337
OG0005802	STRPU_23393	LYTVA_30066
OG0005804	STRPU_17602	LYTVA_21616
OG0005805	STRPU_14645	LYTVA_12880
OG0005806	STRPU_14563	LYTVA_12791
OG0005807	STRPU_16945, STRPU_02020	LYTVA_00635
OG0005808	STRPU_17891	LYTVA_29530
OG0005809	STRPU_25381	LYTVA_22120
OG0005810	STRPU_25299	LYTVA_17241
OG0005811	STRPU_21807	LYTVA_29272
OG0005812	STRPU_20595	LYTVA_03605
OG0005813	STRPU_15598, STRPU_02209	LYTVA_09987
OG0005814	STRPU_19267	LYTVA_03829
OG0005815	STRPU_00424, STRPU_14203	LYTVA_03059
OG0005816	STRPU_14629, STRPU_14609	LYTVA_26137
OG0005817	STRPU_14811	LYTVA_17105
OG0005818	STRPU_01031, STRPU_23407	LYTVA_30058
OG0005819	STRPU_18789	LYTVA_25458
OG0005820	STRPU_25525	LYTVA_11915
OG0005821	STRPU_02907	LYTVA_27285
OG0005822	STRPU_20987	LYTVA_30212
OG0005823	STRPU_24738	LYTVA_26580
OG0005824	STRPU_27019	LYTVA_07277
OG0005825	STRPU_21606	LYTVA_16412
OG0005826	STRPU_20124	LYTVA_02631
OG0005826	STRPU_22664	LYTVA_27027, LYTVA_17352
OG0005827	STRPU_20800	LYTVA_27401
OG0005828	STRPU_15489	LYTVA_12356
OG0005829	STRPU_17879	LYTVA_25543
OG0005830	STRPU_08142	LYTVA_08480
OG0005831	STRPU_00960, STRPU_08861	LYTVA_10805
OG0005832	STRPU_25370	LYTVA_26803
OG0005834	STRPU_12634	LYTVA_17520
OG0005835	STRPU_25028	LYTVA_14917
OG0005836	STRPU_09799	LYTVA_16697, LYTVA_00168
OG0005837	STRPU_19226	LYTVA_13503
OG0005838	STRPU_14948, STRPU_14978	LYTVA_03049, LYTVA_26272
OG0005839	STRPU_04652, STRPU_04630	LYTVA_11493
OG0005840	STRPU_24192, STRPU_01105	LYTVA_00482
OG0005841	STRPU_10335	LYTVA_25269
OG0005842	STRPU_07126	LYTVA_23316
OG0005843	STRPU_24376	LYTVA_25522
OG0005844	STRPU_04190	LYTVA_18511, LYTVA_24880
OG0005845	STRPU_23253	LYTVA_08424
OG0005847	STRPU_21849	LYTVA_27404
OG0005848	STRPU_13409	LYTVA_11161
OG0005849	STRPU_22157	LYTVA_27507
OG0005850	STRPU_22163, STRPU_22158	LYTVA_27504
OG0005851	STRPU_18849	LYTVA_12140
OG0005852	STRPU_23002, STRPU_00877	LYTVA_13702
OG0005853	STRPU_21346	LYTVA_13932
OG0005854	STRPU_25680	LYTVA_23704
OG0005855	STRPU_23729	LYTVA_24155
OG0005856	STRPU_21085	LYTVA_04530, LYTVA_23041
OG0005858	STRPU_15082	LYTVA_18521
OG0005859	STRPU_15847, STRPU_15798	LYTVA_19393, LYTVA_19375
OG0005860	STRPU_22221	LYTVA_04729
OG0005861	STRPU_19227	LYTVA_07258
OG0005863	STRPU_08636	LYTVA_20028
OG0005864	STRPU_10139, STRPU_10075	LYTVA_22593, LYTVA_20239
OG0005865	STRPU_00331, STRPU_10994	LYTVA_00504
OG0005866	STRPU_25266	LYTVA_20927
OG0005867	STRPU_22298	LYTVA_21902
OG0005869	STRPU_25687, STRPU_25706	LYTVA_24545
OG0005870	STRPU_18687	LYTVA_02844
OG0005871	STRPU_05539, STRPU_05599	LYTVA_05128
OG0005872	STRPU_13684, STRPU_02391	LYTVA_13115
OG0005874	STRPU_13329	LYTVA_14589
OG0005875	STRPU_06678	LYTVA_11886, LYTVA_21355
OG0005876	STRPU_23804	LYTVA_05532
OG0005877	STRPU_19283, STRPU_00403	LYTVA_16711
OG0005878	STRPU_21405	LYTVA_10996
OG0005879	STRPU_25253	LYTVA_25310
OG0005880	STRPU_23630	LYTVA_29784
OG0005882	STRPU_12934	LYTVA_19119
OG0005883	STRPU_12694	LYTVA_24333, LYTVA_24331
OG0005884	STRPU_20704	LYTVA_10458
OG0005885	STRPU_11312, STRPU_11294	LYTVA_00507
OG0005887	STRPU_14589	LYTVA_11995
OG0005888	STRPU_20094, STRPU_20115	LYTVA_17874
OG0005889	STRPU_17783	LYTVA_23762
OG0005891	STRPU_09070, STRPU_02046	LYTVA_24855
OG0005892	STRPU_25562, STRPU_00831	LYTVA_05120
OG0005893	STRPU_05783	LYTVA_26850
OG0005895	STRPU_10446	LYTVA_10255, LYTVA_04773
OG0005896	STRPU_08047	LYTVA_27791
OG0005897	STRPU_27001	LYTVA_04870
OG0005898	STRPU_08373	LYTVA_28914
OG0005899	STRPU_19676, STRPU_19644	LYTVA_09884
OG0005900	STRPU_01123, STRPU_18324	LYTVA_07340, LYTVA_17949
OG0005901	STRPU_26188	LYTVA_02043, LYTVA_03382
OG0005902	STRPU_00812, STRPU_25546	LYTVA_17361
OG0005903	STRPU_06303, STRPU_06259	LYTVA_04449
OG0005904	STRPU_24067	LYTVA_30231
OG0005905	STRPU_19405, STRPU_19403, STRPU_19717, STRPU_19402, STRPU_19401, STRPU_19404	LYTVA_09832
OG0005905	STRPU_21928	LYTVA_17600, LYTVA_09746
OG0005906	STRPU_13484	LYTVA_20439
OG0005907	STRPU_23961, STRPU_23935	LYTVA_13227
OG0005908	STRPU_26345	LYTVA_21748, LYTVA_02163
OG0005909	STRPU_27365	LYTVA_21799
OG0005910	STRPU_06602	LYTVA_19762
OG0005911	STRPU_19009	LYTVA_12746
OG0005911	STRPU_19203	LYTVA_05610
OG0005912	STRPU_10659	LYTVA_26114
OG0005913	STRPU_05346	LYTVA_26887
OG0005917	STRPU_24485	LYTVA_20465, LYTVA_27066
OG0005917	STRPU_20118, STRPU_20097	LYTVA_23099
OG0005918	STRPU_02807, STRPU_02805, STRPU_02806, STRPU_02802	LYTVA_08438
OG0005919	STRPU_19746	LYTVA_11082
OG0005920	STRPU_21992	LYTVA_28682
OG0005921	STRPU_16843	LYTVA_04979
OG0005922	STRPU_22840	LYTVA_01669
OG0005923	STRPU_06716	LYTVA_28422, LYTVA_13866
OG0005924	STRPU_25748	LYTVA_10538
OG0005925	STRPU_06264, STRPU_06308	LYTVA_23459, LYTVA_06907
OG0005926	STRPU_12477	LYTVA_02106
OG0005927	STRPU_14214	LYTVA_05378, LYTVA_15598
OG0005928	STRPU_19012	LYTVA_12739
OG0005929	STRPU_18302, STRPU_01154	LYTVA_17833
OG0005930	STRPU_26884	LYTVA_29902
OG0005932	STRPU_23574	LYTVA_08514
OG0005934	STRPU_07166, STRPU_26647, STRPU_26658	LYTVA_05060, LYTVA_05061, LYTVA_11902, LYTVA_05059
OG0005934	STRPU_07755	LYTVA_27708
OG0005935	STRPU_07710, STRPU_07711	LYTVA_22881
OG0005939	STRPU_13033	LYTVA_07789, LYTVA_13022
OG0005940	STRPU_15031	LYTVA_29936
OG0005941	STRPU_21037	LYTVA_30039
OG0005942	STRPU_14403	LYTVA_08999
OG0005943	STRPU_02138, STRPU_09176	LYTVA_22458
OG0005944	STRPU_20638	LYTVA_09413
OG0005945	STRPU_20559	LYTVA_09341
OG0005946	STRPU_01024, STRPU_23413	LYTVA_01427
OG0005947	STRPU_06048	LYTVA_02013
OG0005948	STRPU_10182	LYTVA_21844
OG0005949	STRPU_14172, STRPU_14148	LYTVA_10384, LYTVA_05162
OG0005950	STRPU_07208	LYTVA_16483
OG0005951	STRPU_19284, STRPU_00402	LYTVA_16712
OG0005952	STRPU_09763, STRPU_09719	LYTVA_17037
OG0005953	STRPU_26503	LYTVA_06576
OG0005955	STRPU_09339	LYTVA_05398, LYTVA_05388
OG0005956	STRPU_19454	LYTVA_23369
OG0005957	STRPU_27229	LYTVA_18054, LYTVA_13190
OG0005958	STRPU_20572	LYTVA_24336
OG0005959	STRPU_26564	LYTVA_09163, LYTVA_22225
OG0005960	STRPU_10397	LYTVA_11624
OG0005961	STRPU_23573	LYTVA_08515
OG0005962	STRPU_12925	LYTVA_18851, LYTVA_09843
OG0005963	STRPU_25461	LYTVA_10897
OG0005966	STRPU_08812	LYTVA_13151
OG0005967	STRPU_09259	LYTVA_20183
OG0005968	STRPU_25825	LYTVA_28809, LYTVA_21469
OG0005970	STRPU_18555	LYTVA_25945
OG0005971	STRPU_13216	LYTVA_12537
OG0005972	STRPU_15756	LYTVA_22128
OG0005973	STRPU_20652	LYTVA_08295
OG0005974	STRPU_19881, STRPU_19856	LYTVA_06635
OG0005976	STRPU_08501	LYTVA_02397
OG0005977	STRPU_01218, STRPU_12082	LYTVA_16782, LYTVA_12904
OG0005978	STRPU_22052	LYTVA_01508
OG0005979	STRPU_22249	LYTVA_26441
OG0005980	STRPU_16838	LYTVA_04977
OG0005981	STRPU_00822	LYTVA_14677, LYTVA_14675, LYTVA_27040
OG0005983	STRPU_24717	LYTVA_27200
OG0005984	STRPU_19150	LYTVA_11061
OG0005985	STRPU_23556	LYTVA_27703
OG0005987	STRPU_06677	LYTVA_11885
OG0005988	STRPU_03526, STRPU_03591	LYTVA_17059
OG0005989	STRPU_11653	LYTVA_09025
OG0005990	STRPU_12833	LYTVA_24622
OG0005990	STRPU_12877	LYTVA_00143
OG0005991	STRPU_05268, STRPU_05252	LYTVA_03669
OG0005993	STRPU_12807	LYTVA_25557
OG0005994	STRPU_18618	LYTVA_23031
OG0005995	STRPU_06966	LYTVA_27679
OG0005996	STRPU_08045	LYTVA_05056
OG0005996	STRPU_08044, STRPU_24293	LYTVA_28237
OG0005996	STRPU_08006	LYTVA_28138, LYTVA_13646
OG0005998	STRPU_14411	LYTVA_09503
OG0006000	STRPU_20827	LYTVA_21933
OG0006001	STRPU_11854	LYTVA_08499
OG0006002	STRPU_12697	LYTVA_16676
OG0006004	STRPU_25153	LYTVA_01461
OG0006005	STRPU_05718, STRPU_05711	LYTVA_19078
OG0006006	STRPU_04078	LYTVA_29604
OG0006007	STRPU_27290	LYTVA_25754
OG0006008	STRPU_08688	LYTVA_27932
OG0006009	STRPU_26718	LYTVA_23186
OG0006010	STRPU_14211	LYTVA_15597
OG0006011	STRPU_14553	LYTVA_02858
OG0006012	STRPU_27231	LYTVA_19202
OG0006013	STRPU_19904	LYTVA_14566
OG0006014	STRPU_05679	LYTVA_22749
OG0006017	STRPU_08761, STRPU_01402	LYTVA_15077
OG0006042	STRPU_26769	LYTVA_06436
OG0006042	STRPU_17478	LYTVA_27948
OG0006042	STRPU_14487, STRPU_14488, STRPU_08425, STRPU_08091, STRPU_08152	LYTVA_26466, LYTVA_04596, LYTVA_14313, LYTVA_18368
OG0006042	STRPU_08140, STRPU_04699, STRPU_09933	LYTVA_13250
OG0006042	STRPU_08153, STRPU_04908, STRPU_12687	LYTVA_25278
OG0006059	STRPU_25899	LYTVA_29231, LYTVA_24599
OG0006061	STRPU_27321	LYTVA_10608
OG0006062	STRPU_05736	LYTVA_21057
OG0006063	STRPU_04770	LYTVA_24714, LYTVA_04813
OG0006064	STRPU_04263, STRPU_04227	LYTVA_21245
OG0006065	STRPU_27214	LYTVA_02603, LYTVA_14093
OG0006066	STRPU_02919	LYTVA_05150, LYTVA_14949
OG0006067	STRPU_10735	LYTVA_25535
OG0006068	STRPU_04111	LYTVA_15772, LYTVA_12823
OG0006069	STRPU_08343	LYTVA_15424, LYTVA_22313
OG0006070	STRPU_08633	LYTVA_20031
OG0006071	STRPU_01540, STRPU_09419	LYTVA_06703
OG0006072	STRPU_26992	LYTVA_08125
OG0006074	STRPU_20544	LYTVA_06317
OG0006075	STRPU_16094	LYTVA_27931
OG0006077	STRPU_04795	LYTVA_20621
OG0006078	STRPU_16412	LYTVA_27624
OG0006079	STRPU_26784, STRPU_26778	LYTVA_19299
OG0006080	STRPU_11206	LYTVA_08664
OG0006080	STRPU_11502	LYTVA_20916
OG0006081	STRPU_12339	LYTVA_07711, LYTVA_06033
OG0006082	STRPU_24930	LYTVA_17154
OG0006083	STRPU_22371	LYTVA_12610
OG0006084	STRPU_15313	LYTVA_03984, LYTVA_09057
OG0006085	STRPU_12466	LYTVA_20707
OG0006086	STRPU_11435	LYTVA_02512
OG0006087	STRPU_25843	LYTVA_18008
OG0006088	STRPU_27379	LYTVA_07153
OG0006090	STRPU_20596	LYTVA_03604
OG0006091	STRPU_18191, STRPU_15803	LYTVA_04467, LYTVA_13995, LYTVA_07664, LYTVA_22587, LYTVA_21259, LYTVA_28197, LYTVA_23701
OG0006092	STRPU_08624	LYTVA_10788
OG0006094	STRPU_06351	LYTVA_03131
OG0006095	STRPU_19701, STRPU_19615	LYTVA_10853
OG0006097	STRPU_24842	LYTVA_23531
OG0006098	STRPU_26067	LYTVA_22365
OG0006100	STRPU_25855	LYTVA_29248
OG0006102	STRPU_27044	LYTVA_22045
OG0006103	STRPU_17544	LYTVA_29588
OG0006104	STRPU_09062	LYTVA_10546
OG0006106	STRPU_18581, STRPU_18628	LYTVA_02926
OG0006107	STRPU_11721	LYTVA_24540
OG0006108	STRPU_19962, STRPU_01193	LYTVA_23964, LYTVA_08693
OG0006109	STRPU_25592	LYTVA_22431
OG0006110	STRPU_03981	LYTVA_18814
OG0006110	STRPU_11061	LYTVA_24967, LYTVA_18813
OG0006113	STRPU_26203	LYTVA_05051
OG0006114	STRPU_10300	LYTVA_10473, LYTVA_25053
OG0006115	STRPU_17330, STRPU_17321	LYTVA_27463
OG0006116	STRPU_21121	LYTVA_27235, LYTVA_06464
OG0006117	STRPU_09000	LYTVA_27244
OG0006118	STRPU_25479	LYTVA_10793, LYTVA_23805
OG0006119	STRPU_10196	LYTVA_23602, LYTVA_19800
OG0006120	STRPU_10344	LYTVA_00995
OG0006122	STRPU_09227, STRPU_02191	LYTVA_04659, LYTVA_10846, LYTVA_27299
OG0006123	STRPU_09425, STRPU_09424, STRPU_01535	LYTVA_19340
OG0006124	STRPU_17749	LYTVA_06395
OG0006126	STRPU_19506	LYTVA_23370
OG0006127	STRPU_25576	LYTVA_18329
OG0006128	STRPU_25302	LYTVA_17239
OG0006129	STRPU_26715	LYTVA_06559
OG0006130	STRPU_12586	LYTVA_21243
OG0006131	STRPU_14598	LYTVA_26134
OG0006132	STRPU_09840	LYTVA_09437, LYTVA_13580
OG0006133	STRPU_13783	LYTVA_18256
OG0006134	STRPU_26266	LYTVA_15355
OG0006135	STRPU_10423	LYTVA_08555
OG0006136	STRPU_24568	LYTVA_13009
OG0006137	STRPU_15050	LYTVA_10892
OG0006138	STRPU_20639	LYTVA_09415
OG0006139	STRPU_23345	LYTVA_03337
OG0006139	STRPU_23346	LYTVA_09549
OG0006140	STRPU_11468	LYTVA_08265
OG0006144	STRPU_21054	LYTVA_24305
OG0006145	STRPU_11062	LYTVA_21368
OG0006146	STRPU_04626, STRPU_04648	LYTVA_11498
OG0006148	STRPU_01124, STRPU_18323	LYTVA_21331, LYTVA_11302
OG0006152	STRPU_07362	LYTVA_06919
OG0006153	STRPU_05160, STRPU_05081	LYTVA_10935
OG0006154	STRPU_21900	LYTVA_01933, LYTVA_09533
OG0006155	STRPU_22606	LYTVA_00694, LYTVA_03469
OG0006156	STRPU_06250	LYTVA_16773
OG0006157	STRPU_05938	LYTVA_09464
OG0006157	STRPU_06887	LYTVA_00195, LYTVA_17549, LYTVA_25982
OG0006158	STRPU_21452	LYTVA_20335
OG0006159	STRPU_23270	LYTVA_03345
OG0006160	STRPU_22733	LYTVA_03489
OG0006161	STRPU_22151	LYTVA_27508
OG0006162	STRPU_01133	LYTVA_24733
OG0006163	STRPU_22105	LYTVA_22611
OG0006164	STRPU_25715, STRPU_25697	LYTVA_27139, LYTVA_12217
OG0006165	STRPU_26156	LYTVA_20359
OG0006167	STRPU_10405	LYTVA_28551, LYTVA_26232
OG0006168	STRPU_19350	LYTVA_04359
OG0006169	STRPU_05382	LYTVA_04789
OG0006170	STRPU_22480, STRPU_22456	LYTVA_29594
OG0006171	STRPU_20534	LYTVA_11983
OG0006172	STRPU_21502, STRPU_21492	LYTVA_28531
OG0006174	STRPU_27051	LYTVA_00162
OG0006175	STRPU_24968	LYTVA_19822
OG0006176	STRPU_15757	LYTVA_16691, LYTVA_26008
OG0006177	STRPU_16507	LYTVA_27891
OG0006179	STRPU_17636, STRPU_02283	LYTVA_23608
OG0006180	STRPU_25318	LYTVA_23322
OG0006182	STRPU_19244	LYTVA_12535
OG0006182	STRPU_01947, STRPU_22788, STRPU_19243	LYTVA_06005
OG0006184	STRPU_00980, STRPU_08837, STRPU_00979	LYTVA_29900
OG0006185	STRPU_07916, STRPU_07945	LYTVA_06858
OG0006186	STRPU_17796	LYTVA_29152
OG0006187	STRPU_26431	LYTVA_26400
OG0006188	STRPU_18817	LYTVA_16418
OG0006189	STRPU_08831, STRPU_08835	LYTVA_29896
OG0006190	STRPU_26861	LYTVA_15219
OG0006191	STRPU_27211, STRPU_27195	LYTVA_01224
OG0006192	STRPU_13558	LYTVA_12518
OG0006193	STRPU_24910	LYTVA_00867
OG0006194	STRPU_02057, STRPU_09084	LYTVA_13643
OG0006195	STRPU_15506	LYTVA_22252
OG0006196	STRPU_06766	LYTVA_08398
OG0006198	STRPU_09299	LYTVA_08442
OG0006199	STRPU_18385	LYTVA_14501
OG0006200	STRPU_04371	LYTVA_11343, LYTVA_11344
OG0006201	STRPU_15491	LYTVA_12354, LYTVA_07705
OG0006202	STRPU_26076	LYTVA_22359
OG0006203	STRPU_12445	LYTVA_21249, LYTVA_03204
OG0006203	STRPU_20773	LYTVA_26087
OG0006203	STRPU_20771	LYTVA_26085, LYTVA_26086
OG0006204	STRPU_14341	LYTVA_08879, LYTVA_08880
OG0006205	STRPU_14259	LYTVA_21645, LYTVA_07689
OG0006206	STRPU_20862, STRPU_20898	LYTVA_23264
OG0006207	STRPU_15420	LYTVA_12635
OG0006208	STRPU_27004	LYTVA_23992
OG0006209	STRPU_27174	LYTVA_24210
OG0006210	STRPU_25590	LYTVA_22429
OG0006211	STRPU_23101	LYTVA_24533
OG0006212	STRPU_09270	LYTVA_09752
OG0006213	STRPU_24169	LYTVA_13202
OG0006214	STRPU_01311, STRPU_11636	LYTVA_24527, LYTVA_03579
OG0006215	STRPU_19204	LYTVA_16889
OG0006216	STRPU_08291	LYTVA_18233
OG0006217	STRPU_00330, STRPU_10993	LYTVA_00503
OG0006219	STRPU_06868	LYTVA_26279, LYTVA_25144
OG0006220	STRPU_22264	LYTVA_23174
OG0006221	STRPU_22085	LYTVA_20698
OG0006223	STRPU_09883	LYTVA_24320
OG0006224	STRPU_10868	LYTVA_01497
OG0006225	STRPU_20910	LYTVA_08304
OG0006226	STRPU_00415, STRPU_19272	LYTVA_20660
OG0006227	STRPU_09462	LYTVA_28417
OG0006228	STRPU_12262	LYTVA_15203
OG0006229	STRPU_05866	LYTVA_30192
OG0006230	STRPU_23107, STRPU_23110	LYTVA_00537
OG0006231	STRPU_24403	LYTVA_25016
OG0006232	STRPU_13820	LYTVA_07562, LYTVA_07559
OG0006233	STRPU_13467	LYTVA_28768, LYTVA_06160
OG0006234	STRPU_01742, STRPU_16772	LYTVA_10376
OG0006236	STRPU_14157, STRPU_11952, STRPU_11955, STRPU_01615, STRPU_19665, STRPU_02467	LYTVA_08504, LYTVA_16146, LYTVA_20555, LYTVA_30017, LYTVA_17691, LYTVA_14268, LYTVA_23403, LYTVA_09212, LYTVA_19743, LYTVA_08357, LYTVA_05298, LYTVA_13660, LYTVA_19833, LYTVA_24377, LYTVA_04219, LYTVA_27587, LYTVA_29766
OG0006237	STRPU_10564	LYTVA_21082
OG0006238	STRPU_12641	LYTVA_04855
