Orthogroup	STRPU_ok	XENTR
OG0003966	STRPU_17582, STRPU_17569	XENTR12845
OG0003967	STRPU_08909, STRPU_00918	XENTR01385
OG0003968	STRPU_02867, STRPU_17095	XENTR09674
OG0003969	STRPU_21355	XENTR09036
OG0003970	STRPU_14715	XENTR06325
OG0003971	STRPU_03433	XENTR16415
OG0003972	STRPU_25335	XENTR02960
OG0003973	STRPU_21229, STRPU_21231	XENTR02390, XENTR13883
OG0003998	STRPU_20556	XENTR13053
OG0003999	STRPU_01968, STRPU_22810	XENTR13639
OG0004000	STRPU_24949	XENTR16850
OG0004001	STRPU_05683	XENTR03543
OG0004002	STRPU_21325	XENTR07505
OG0004004	STRPU_16146	XENTR09365, XENTR00508
OG0004005	STRPU_16657, STRPU_16683	XENTR08022
OG0004007	STRPU_19148	XENTR00335, XENTR12145
OG0004009	STRPU_04637, STRPU_04668	XENTR12738, XENTR07565
OG0004010	STRPU_18499	XENTR15365
OG0004011	STRPU_04289, STRPU_04319	XENTR09432, XENTR02695
OG0004012	STRPU_09870	XENTR08974
OG0004014	STRPU_01097, STRPU_24202	XENTR16545
OG0004015	STRPU_18380	XENTR07793
OG0004016	STRPU_16841	XENTR08559
OG0004017	STRPU_14536	XENTR14676
OG0004019	STRPU_06670	XENTR14133
OG0004020	STRPU_06472	XENTR03214
OG0004021	STRPU_14759, STRPU_02563	XENTR01515
OG0004022	STRPU_02269, STRPU_17653	XENTR07692
OG0004023	STRPU_25909	XENTR12549, XENTR09886
OG0004024	STRPU_24617	XENTR10419
OG0004025	STRPU_09604, STRPU_09594	XENTR15063
OG0004027	STRPU_13511	XENTR05193, XENTR01694
OG0004028	STRPU_04568	XENTR07292
OG0004029	STRPU_13194, STRPU_13195	XENTR14070
OG0004031	STRPU_21388	XENTR02095
OG0004032	STRPU_06807	XENTR14175, XENTR14174, XENTR10565
OG0004033	STRPU_21510	XENTR07511
OG0004035	STRPU_25661	XENTR18213, XENTR18419
OG0004036	STRPU_17564, STRPU_17586	XENTR00661
OG0004037	STRPU_06495	XENTR08593
OG0004038	STRPU_06801	XENTR14795
OG0004039	STRPU_16999	XENTR14249, XENTR17899
OG0004041	STRPU_21042	XENTR00599
OG0004042	STRPU_16694, STRPU_16667	XENTR16635
OG0004043	STRPU_18032	XENTR06092
OG0004044	STRPU_24535	XENTR01872
OG0004045	STRPU_09829	XENTR13376
OG0004046	STRPU_14361	XENTR13914
OG0004047	STRPU_08496	XENTR09809
OG0004048	STRPU_10205	XENTR08968, XENTR08876
OG0004049	STRPU_17384	XENTR08475, XENTR05908, XENTR11386
OG0004051	STRPU_22150	XENTR17604, XENTR07177
OG0004052	STRPU_23378	XENTR14748
OG0004053	STRPU_26759, STRPU_26744	XENTR05712, XENTR12155
OG0004054	STRPU_20700	XENTR03843, XENTR02105
OG0004055	STRPU_08814	XENTR07492, XENTR07490, XENTR07491
OG0004056	STRPU_23719	XENTR16960
OG0004057	STRPU_11804	XENTR00723
OG0004059	STRPU_21348	XENTR02089
OG0004060	STRPU_13836	XENTR10032
OG0004061	STRPU_18518, STRPU_19001	XENTR00001
OG0004062	STRPU_09567	XENTR18647, XENTR08862, XENTR10337
OG0004063	STRPU_17709	XENTR04591
OG0004064	STRPU_24939	XENTR04196
OG0004065	STRPU_11423	XENTR13020
OG0004066	STRPU_19652, STRPU_19669	XENTR12212
OG0004067	STRPU_06102	XENTR14385
OG0004068	STRPU_17877	XENTR08780
OG0004069	STRPU_23907	XENTR09185
OG0004070	STRPU_08271	XENTR11830
OG0004071	STRPU_20340	XENTR01305, XENTR15592, XENTR09667, XENTR09668
OG0004072	STRPU_14126, STRPU_14112	XENTR02752
OG0004073	STRPU_11758	XENTR11511, XENTR02540
OG0004075	STRPU_13427, STRPU_13424, STRPU_13422, STRPU_13420	XENTR00982
OG0004076	STRPU_00594, STRPU_07563	XENTR13769
OG0004077	STRPU_19390	XENTR16417
OG0004078	STRPU_09343	XENTR10912
OG0004079	STRPU_05743	XENTR01034
OG0004080	STRPU_13277	XENTR04210, XENTR17702
OG0004081	STRPU_06127	XENTR09630, XENTR16082
OG0004082	STRPU_24384	XENTR03276
OG0004083	STRPU_21744, STRPU_21680	XENTR09602
OG0004084	STRPU_18900, STRPU_07666, STRPU_18901	XENTR03635
OG0004085	STRPU_06109	XENTR02748
OG0004086	STRPU_21572, STRPU_00282	XENTR00590
OG0004087	STRPU_23491	XENTR08763
OG0004088	STRPU_18617	XENTR12362, XENTR11015
OG0004089	STRPU_00370, STRPU_11032	XENTR15591
OG0004090	STRPU_24163	XENTR05223
OG0004091	STRPU_19319	XENTR04711
OG0004092	STRPU_13303	XENTR15001, XENTR15101
OG0004093	STRPU_09708, STRPU_09752	XENTR15684
OG0004094	STRPU_20262	XENTR14516
OG0004095	STRPU_12681, STRPU_12680	XENTR04765
OG0004096	STRPU_20338	XENTR04695
OG0004097	STRPU_11558	XENTR14379
OG0004098	STRPU_18328, STRPU_01120	XENTR09195, XENTR00362
OG0004099	STRPU_08317	XENTR07018, XENTR03906
OG0004100	STRPU_23805	XENTR15549, XENTR15547
OG0004101	STRPU_24073	XENTR13964
OG0004102	STRPU_09962, STRPU_09983	XENTR02021
OG0004103	STRPU_24486, STRPU_24316	XENTR02995, XENTR02996
OG0004104	STRPU_26985	XENTR08622
OG0004105	STRPU_24009	XENTR00235
OG0004106	STRPU_11447	XENTR04092
OG0004108	STRPU_08376	XENTR07571
OG0004110	STRPU_02810	XENTR18262
OG0004111	STRPU_07781, STRPU_07758	XENTR05171, XENTR05170, XENTR05169, XENTR05168
OG0004112	STRPU_27382, STRPU_27383	XENTR18035
OG0004114	STRPU_20826	XENTR11643
OG0004115	STRPU_00175, STRPU_10848, STRPU_10829	XENTR10408
OG0004116	STRPU_03821, STRPU_03835	XENTR06030
OG0004117	STRPU_16567	XENTR06588
OG0004118	STRPU_01975, STRPU_22816	XENTR00736
OG0004119	STRPU_25283	XENTR07270
OG0004121	STRPU_10753	XENTR08429
OG0004123	STRPU_24495	XENTR18443, XENTR02606
OG0004124	STRPU_07572	XENTR02997, XENTR06594
OG0004125	STRPU_08132	XENTR09786
OG0004126	STRPU_03872	XENTR02624, XENTR17192
OG0004127	STRPU_00575, STRPU_07543	XENTR09339
OG0004128	STRPU_22275	XENTR07972, XENTR04126
OG0004129	STRPU_22276	XENTR05980
OG0004131	STRPU_14462, STRPU_14463	XENTR00865
OG0004132	STRPU_26195	XENTR08207
OG0004133	STRPU_07007	XENTR08580, XENTR08835
OG0004135	STRPU_00976, STRPU_08840	XENTR14499
OG0004136	STRPU_18932	XENTR14548
OG0004137	STRPU_26642	XENTR05727
OG0004139	STRPU_18649	XENTR09190, XENTR12366, XENTR15382
OG0004140	STRPU_25703, STRPU_25684	XENTR05945
OG0004141	STRPU_22323, STRPU_22305	XENTR07977
OG0004142	STRPU_22286	XENTR15552
OG0004143	STRPU_27285	XENTR14330
OG0004144	STRPU_13998	XENTR10488, XENTR16335
OG0004145	STRPU_21032	XENTR06685
OG0004146	STRPU_14257	XENTR10320
OG0004147	STRPU_22168, STRPU_22175	XENTR18396
OG0004148	STRPU_13669, STRPU_02401	XENTR06933
OG0004149	STRPU_06926, STRPU_06908	XENTR10834
OG0004150	STRPU_17897	XENTR03403
OG0004153	STRPU_04733, STRPU_04726	XENTR02143
OG0004154	STRPU_23784	XENTR06055
OG0004155	STRPU_14806	XENTR16141
OG0004156	STRPU_23130	XENTR00751, XENTR10996
OG0004157	STRPU_23152	XENTR18358
OG0004158	STRPU_24023, STRPU_02639	XENTR18490
OG0004159	STRPU_21251	XENTR12092
OG0004160	STRPU_19074	XENTR00315
OG0004161	STRPU_24354	XENTR09910
OG0004163	STRPU_12646	XENTR08707
OG0004164	STRPU_04686	XENTR07551, XENTR07533
OG0004166	STRPU_09733, STRPU_09689	XENTR02693
OG0004167	STRPU_21156, STRPU_21164	XENTR11620
OG0004168	STRPU_14329	XENTR07704
OG0004169	STRPU_08900, STRPU_00919	XENTR16574
OG0004171	STRPU_16148	XENTR11673
OG0004172	STRPU_25249, STRPU_09051, STRPU_25339	XENTR09863
OG0004174	STRPU_18461, STRPU_18420	XENTR05736
OG0004175	STRPU_18679	XENTR11021
OG0004176	STRPU_05147, STRPU_05071	XENTR01051
OG0004178	STRPU_23007, STRPU_00881	XENTR17208
OG0004179	STRPU_08384	XENTR12520, XENTR09133
OG0004180	STRPU_14125, STRPU_14113	XENTR17753, XENTR17078
OG0004181	STRPU_05420, STRPU_05421	XENTR05491
OG0004182	STRPU_17424	XENTR11405
OG0004183	STRPU_20295	XENTR10310
OG0004184	STRPU_08996	XENTR07501
OG0004185	STRPU_15635	XENTR07973
OG0004186	STRPU_21395	XENTR14918, XENTR07489
OG0004187	STRPU_26055	XENTR07777, XENTR12420, XENTR19105
OG0004188	STRPU_16239, STRPU_16200, STRPU_10934	XENTR01635, XENTR09043
OG0004190	STRPU_08808	XENTR07315
OG0004197	STRPU_24927, STRPU_24926, STRPU_24925	XENTR07183, XENTR03350
OG0004214	STRPU_24335	XENTR02140
OG0004215	STRPU_14765, STRPU_02559	XENTR11110
OG0004216	STRPU_26208	XENTR16489
OG0004217	STRPU_04965	XENTR12749
OG0004218	STRPU_14308	XENTR09333
OG0004219	STRPU_24948	XENTR05410
OG0004220	STRPU_26863	XENTR19132
OG0004222	STRPU_21148	XENTR03863
OG0004223	STRPU_24406	XENTR11343
OG0004225	STRPU_23672, STRPU_23647	XENTR05236, XENTR01889
OG0004226	STRPU_13717	XENTR12961
OG0004227	STRPU_11362	XENTR09239
OG0004229	STRPU_04722	XENTR09293
OG0004230	STRPU_03309	XENTR06029, XENTR18693
OG0004231	STRPU_26733	XENTR07588
OG0004232	STRPU_10212	XENTR14755
OG0004234	STRPU_11065	XENTR06240
OG0004235	STRPU_02171, STRPU_09204	XENTR07323
OG0004236	STRPU_20693	XENTR09087
OG0004237	STRPU_05856	XENTR03566
OG0004238	STRPU_24793	XENTR02118
OG0004239	STRPU_20308	XENTR02464
OG0004240	STRPU_20696	XENTR14102
OG0004241	STRPU_06100	XENTR07243
OG0004242	STRPU_27250	XENTR10644
OG0004243	STRPU_25021	XENTR02756
OG0004245	STRPU_09672	XENTR13102
OG0004246	STRPU_22152	XENTR10841
OG0004248	STRPU_11280, STRPU_11242, STRPU_11281	XENTR02442
OG0004249	STRPU_05688	XENTR14714
OG0004250	STRPU_20579	XENTR13434
OG0004251	STRPU_01202, STRPU_19972, STRPU_19973	XENTR04013
OG0004252	STRPU_06470, STRPU_06473	XENTR01265
OG0004253	STRPU_14726	XENTR14684, XENTR07125
OG0004254	STRPU_04154	XENTR02285
OG0004255	STRPU_11353	XENTR08386
OG0004257	STRPU_15432	XENTR00860
OG0004258	STRPU_05921	XENTR15149
OG0004259	STRPU_27359	XENTR05280
OG0004260	STRPU_22106	XENTR08524
OG0004261	STRPU_25985	XENTR17138
OG0004262	STRPU_21542	XENTR03026
OG0004263	STRPU_13850	XENTR18355
OG0004264	STRPU_04270	XENTR11427, XENTR02228
OG0004265	STRPU_26380	XENTR01292
OG0004267	STRPU_12036	XENTR05430, XENTR16646
OG0004268	STRPU_04469	XENTR16315
OG0004269	STRPU_09465, STRPU_09466	XENTR08648
OG0004270	STRPU_27064	XENTR15859
OG0004271	STRPU_21998	XENTR02370
OG0004272	STRPU_26435	XENTR04240
OG0004273	STRPU_08464	XENTR07324
OG0004274	STRPU_25495	XENTR00473, XENTR15777
OG0004275	STRPU_16562, STRPU_16544	XENTR02366, XENTR11914
OG0004277	STRPU_17561, STRPU_17589	XENTR14387
OG0004279	STRPU_19399	XENTR14989
OG0004280	STRPU_16617	XENTR10748
OG0004281	STRPU_03363	XENTR18517
OG0004282	STRPU_24365	XENTR04076
OG0004283	STRPU_05367	XENTR03463
OG0004284	STRPU_10181	XENTR12171, XENTR15187
OG0004285	STRPU_09806	XENTR08748
OG0004286	STRPU_16779, STRPU_01753, STRPU_16776, STRPU_16778	XENTR03668
OG0004287	STRPU_20550	XENTR10948
OG0004288	STRPU_25897	XENTR13701
OG0004289	STRPU_20972	XENTR09034
OG0004290	STRPU_25362	XENTR09552, XENTR12944
OG0004291	STRPU_21078	XENTR07498
OG0004292	STRPU_18201	XENTR16091
OG0004295	STRPU_18784	XENTR10638
OG0004296	STRPU_04115	XENTR04332
OG0004297	STRPU_20036	XENTR11758
OG0004298	STRPU_00904, STRPU_23030	XENTR15631, XENTR15632
OG0004299	STRPU_05475	XENTR16510
OG0004300	STRPU_21999	XENTR04840
OG0004301	STRPU_02519, STRPU_15137	XENTR16663
OG0004302	STRPU_14723	XENTR16178
OG0004303	STRPU_06629	XENTR15590
OG0004304	STRPU_10222	XENTR01480, XENTR00786
OG0004305	STRPU_10897, STRPU_10895	XENTR13288
OG0004306	STRPU_00569, STRPU_07534	XENTR02165, XENTR02164
OG0004307	STRPU_08356	XENTR09783
OG0004308	STRPU_17528	XENTR00676
OG0004309	STRPU_11289	XENTR16256
OG0004310	STRPU_22930	XENTR08109
OG0004311	STRPU_26858	XENTR08099, XENTR13869
OG0004312	STRPU_26183	XENTR06276
OG0004314	STRPU_19410	XENTR03952, XENTR14943
OG0004315	STRPU_09779	XENTR10505
OG0004316	STRPU_16713	XENTR00291
OG0004317	STRPU_14184	XENTR06347
OG0004318	STRPU_08553	XENTR13838
OG0004319	STRPU_11528	XENTR12729, XENTR16401
OG0004321	STRPU_04553	XENTR09288
OG0004322	STRPU_07127	XENTR02157
OG0004323	STRPU_17053, STRPU_17057	XENTR11176
OG0004324	STRPU_24904	XENTR13333
OG0004325	STRPU_13245	XENTR01927
OG0004327	STRPU_24331, STRPU_05772	XENTR14732
OG0004328	STRPU_24297	XENTR02447
OG0004330	STRPU_21871	XENTR09044
OG0004331	STRPU_21658, STRPU_21723	XENTR06669
OG0004332	STRPU_03284, STRPU_03249	XENTR06028
OG0004333	STRPU_24897	XENTR05026
OG0004335	STRPU_05371	XENTR13834
OG0004336	STRPU_25732	XENTR16521, XENTR05131, XENTR18211
OG0004337	STRPU_09403, STRPU_01558, STRPU_01556, STRPU_09401, STRPU_09400	XENTR18995
OG0004338	STRPU_05398	XENTR09719
OG0004341	STRPU_09085, STRPU_02058	XENTR16678
OG0004342	STRPU_05762	XENTR01054
OG0004343	STRPU_05384	XENTR02018
OG0004344	STRPU_22062	XENTR10220
OG0004345	STRPU_19863, STRPU_19890	XENTR06180
OG0004346	STRPU_16739, STRPU_01711, STRPU_15791, STRPU_15792, STRPU_16173, STRPU_02651	XENTR00433
OG0004347	STRPU_02516, STRPU_15134	XENTR07124
OG0004348	STRPU_06508	XENTR02314
OG0004349	STRPU_23509	XENTR02391
OG0004350	STRPU_16900	XENTR03571
OG0004351	STRPU_10892	XENTR16067
OG0004352	STRPU_10734	XENTR09638
OG0004353	STRPU_10473	XENTR16070
OG0004354	STRPU_03448	XENTR04545
OG0004355	STRPU_24976	XENTR07976, XENTR10102
OG0004356	STRPU_16141, STRPU_16134	XENTR06247
OG0004357	STRPU_07481	XENTR08914, XENTR01920
OG0004358	STRPU_23362	XENTR11117
OG0004359	STRPU_23834, STRPU_23872	XENTR06807
OG0004360	STRPU_24625	XENTR12875
OG0004362	STRPU_01645, STRPU_11982	XENTR12262, XENTR01742
OG0004364	STRPU_21818	XENTR11370
OG0004365	STRPU_21985	XENTR12130
OG0004366	STRPU_25733	XENTR00500
OG0004367	STRPU_21494, STRPU_21485	XENTR18829, XENTR18999
OG0004368	STRPU_19467	XENTR03944, XENTR15526
OG0004369	STRPU_19645, STRPU_19675	XENTR11040
OG0004370	STRPU_06731	XENTR15518
OG0004373	STRPU_18651	XENTR00323
OG0004374	STRPU_14956, STRPU_14987	XENTR16529
OG0004375	STRPU_21903	XENTR08120
OG0004376	STRPU_14838	XENTR07129, XENTR04540
OG0004377	STRPU_13587, STRPU_01605	XENTR06554
OG0004378	STRPU_14220	XENTR04941
OG0004379	STRPU_12632	XENTR12677
OG0004380	STRPU_04047	XENTR19120
OG0004381	STRPU_27030	XENTR18220
OG0004382	STRPU_26803	XENTR05834
OG0004383	STRPU_20811	XENTR10950, XENTR10949
OG0004384	STRPU_21328	XENTR05103
OG0004385	STRPU_20019	XENTR07729
OG0004389	STRPU_18432, STRPU_18475	XENTR00308
OG0004390	STRPU_20364	XENTR09925
OG0004391	STRPU_04771	XENTR05650, XENTR04998
OG0004392	STRPU_04849	XENTR08920
OG0004393	STRPU_10284	XENTR08850
OG0004395	STRPU_23960, STRPU_23934	XENTR10110
OG0004396	STRPU_10960	XENTR16480
OG0004397	STRPU_25491	XENTR07268, XENTR15098
OG0004398	STRPU_14743	XENTR01613
OG0004399	STRPU_23354	XENTR02783, XENTR01338
OG0004400	STRPU_24835	XENTR04523, XENTR04524
OG0004401	STRPU_22184	XENTR00790
OG0004403	STRPU_22439	XENTR12123
OG0004404	STRPU_03631	XENTR05022
OG0004405	STRPU_09173, STRPU_02136	XENTR01271
OG0004406	STRPU_20717	XENTR12792, XENTR06682
OG0004407	STRPU_21160, STRPU_21168, STRPU_21169	XENTR11714
OG0004408	STRPU_06859, STRPU_06855	XENTR14283
OG0004409	STRPU_21996	XENTR11912, XENTR02365
OG0004413	STRPU_23910	XENTR04845
OG0004414	STRPU_24538	XENTR10946
OG0004415	STRPU_13688, STRPU_02388	XENTR10485
OG0004417	STRPU_19276, STRPU_00411	XENTR00369
OG0004418	STRPU_12510, STRPU_12484	XENTR03415
OG0004419	STRPU_09977, STRPU_09954	XENTR01954
OG0004420	STRPU_11444	XENTR16061, XENTR04098, XENTR04405
OG0004421	STRPU_23460, STRPU_00982	XENTR07029
OG0004422	STRPU_27279, STRPU_27262	XENTR11234, XENTR05843
OG0004423	STRPU_07349, STRPU_07348, STRPU_07901, STRPU_07902, STRPU_07928	XENTR08365
OG0004424	STRPU_23668, STRPU_23642	XENTR11298
OG0004425	STRPU_24641	XENTR17641, XENTR12250
OG0004426	STRPU_20530, STRPU_20532	XENTR09040
OG0004460	STRPU_26151	XENTR13298
OG0004461	STRPU_16622	XENTR17329, XENTR02533
OG0004462	STRPU_06172	XENTR02713
OG0004463	STRPU_15084	XENTR04529, XENTR14681
OG0004465	STRPU_07028	XENTR03018
OG0004467	STRPU_15008	XENTR10318, XENTR06318
OG0004468	STRPU_15279	XENTR14274
OG0004471	STRPU_23984	XENTR00144
OG0004472	STRPU_10341	XENTR00749, XENTR00750
OG0004474	STRPU_11443	XENTR12032
OG0004475	STRPU_02128	XENTR05597
OG0004476	STRPU_05459	XENTR00796
OG0004477	STRPU_26944	XENTR15352, XENTR10053
OG0004478	STRPU_25354	XENTR09560
OG0004479	STRPU_25490	XENTR07670
OG0004480	STRPU_03305	XENTR16993
OG0004481	STRPU_27176	XENTR01473
OG0004482	STRPU_22933, STRPU_22934	XENTR10601
OG0004483	STRPU_22442	XENTR17280
OG0004484	STRPU_11038, STRPU_00376	XENTR11603
OG0004485	STRPU_02839	XENTR05708
OG0004487	STRPU_05739	XENTR05512, XENTR05509, XENTR05510, XENTR05511
OG0004488	STRPU_26430	XENTR17026
OG0004489	STRPU_01983, STRPU_22823	XENTR16138
OG0004490	STRPU_10416	XENTR11487
OG0004491	STRPU_26194	XENTR07277
OG0004492	STRPU_14985, STRPU_14954	XENTR07645, XENTR11376
OG0004493	STRPU_17332, STRPU_17354, STRPU_17317	XENTR12768
OG0004494	STRPU_08650	XENTR00973, XENTR00972
OG0004495	STRPU_20165, STRPU_20159	XENTR04018
OG0004497	STRPU_25842	XENTR14301
OG0004498	STRPU_25250	XENTR10412
OG0004499	STRPU_21553	XENTR05546, XENTR11717
OG0004500	STRPU_07478	XENTR10700, XENTR10699
OG0004502	STRPU_06181, STRPU_06211, STRPU_06212, STRPU_06185, STRPU_06182	XENTR17400, XENTR17398, XENTR17399
OG0004503	STRPU_05123, STRPU_05048	XENTR14221
OG0004505	STRPU_24031, STRPU_02633	XENTR01116, XENTR01117
OG0004506	STRPU_09238	XENTR13727
OG0004507	STRPU_26831	XENTR03425
OG0004508	STRPU_12775, STRPU_02362	XENTR02525, XENTR02524
OG0004509	STRPU_20073, STRPU_19808, STRPU_00760	XENTR03935
OG0004510	STRPU_05336	XENTR03962
OG0004511	STRPU_25065	XENTR00822, XENTR10201
OG0004512	STRPU_21468	XENTR03832
OG0004514	STRPU_14566	XENTR00881
OG0004515	STRPU_09715, STRPU_09759	XENTR02016
OG0004516	STRPU_15095	XENTR04054
OG0004517	STRPU_08537	XENTR13124
OG0004518	STRPU_20077, STRPU_20104	XENTR07756
OG0004519	STRPU_23291	XENTR11913
OG0004520	STRPU_06769	XENTR09651
OG0004523	STRPU_26732	XENTR18329
OG0004524	STRPU_18681	XENTR04778
OG0004525	STRPU_08186	XENTR09291
OG0004527	STRPU_08149	XENTR00456
OG0004528	STRPU_08983	XENTR01514
OG0004529	STRPU_24902	XENTR05758
OG0004530	STRPU_05253, STRPU_05269	XENTR14376, XENTR03964
OG0004531	STRPU_05381, STRPU_05466	XENTR11135
OG0004532	STRPU_09265	XENTR11080
OG0004533	STRPU_22451	XENTR11245, XENTR16773
OG0004534	STRPU_04976	XENTR13192
OG0004535	STRPU_20971	XENTR12654
OG0004536	STRPU_07016	XENTR06593
OG0004537	STRPU_12968, STRPU_20100, STRPU_20122	XENTR07746
OG0004538	STRPU_21077	XENTR11687
OG0004539	STRPU_00731, STRPU_20735	XENTR06560, XENTR11278
OG0004540	STRPU_24633	XENTR01878
OG0004542	STRPU_12852, STRPU_12862	XENTR01276
OG0004543	STRPU_22430	XENTR13966, XENTR13965
OG0004544	STRPU_22295	XENTR14557
OG0004545	STRPU_18557	XENTR05802
OG0004546	STRPU_20037	XENTR11757
OG0004547	STRPU_23159	XENTR10791, XENTR06018
OG0004548	STRPU_20408	XENTR11954
OG0004549	STRPU_12502, STRPU_00638	XENTR17964, XENTR17963
OG0004550	STRPU_11539	XENTR08942
OG0004551	STRPU_13302	XENTR13993
OG0004552	STRPU_06150	XENTR18114
OG0004553	STRPU_17878	XENTR04020
OG0004554	STRPU_16784	XENTR06056
OG0004555	STRPU_25721	XENTR08168
OG0004556	STRPU_15459	XENTR14968
OG0004557	STRPU_13516	XENTR07094, XENTR03173
OG0004558	STRPU_00553, STRPU_10690	XENTR17229, XENTR19018
OG0004559	STRPU_01434, STRPU_08736	XENTR09793
OG0004560	STRPU_06539, STRPU_06561	XENTR08583
OG0004561	STRPU_06803	XENTR09028
OG0004563	STRPU_12094	XENTR04438
OG0004564	STRPU_20730, STRPU_00727	XENTR08998
OG0004565	STRPU_21813	XENTR07621
OG0004566	STRPU_07797	XENTR15836, XENTR04511
OG0004567	STRPU_24575	XENTR13930
OG0004569	STRPU_15605, STRPU_02203	XENTR00817
OG0004570	STRPU_21345	XENTR01634, XENTR09045
OG0004571	STRPU_00500, STRPU_15931	XENTR02902
OG0004572	STRPU_08793	XENTR09340
OG0004573	STRPU_15071	XENTR04046
OG0004574	STRPU_12120, STRPU_12154	XENTR07069, XENTR17501
OG0004576	STRPU_09627	XENTR08967, XENTR08877
OG0004577	STRPU_26190	XENTR13602
OG0004578	STRPU_19395	XENTR06163
OG0004579	STRPU_22367	XENTR17330
OG0004580	STRPU_11267, STRPU_11229	XENTR12038, XENTR12039, XENTR12037
OG0004581	STRPU_06299, STRPU_06345	XENTR13391
OG0004582	STRPU_18765	XENTR02772
OG0004583	STRPU_07152	XENTR07476
OG0004584	STRPU_16995	XENTR11392
OG0004585	STRPU_25453	XENTR07684
OG0004587	STRPU_05894	XENTR03565, XENTR03564
OG0004588	STRPU_15207, STRPU_15264	XENTR01517
OG0004589	STRPU_14409	XENTR14980, XENTR06532, XENTR06533
OG0004590	STRPU_02506, STRPU_15126	XENTR04031
OG0004591	STRPU_08487	XENTR07363
OG0004592	STRPU_16297, STRPU_16316	XENTR17519
OG0004593	STRPU_09569	XENTR09764
OG0004594	STRPU_01638, STRPU_11974	XENTR10141
OG0004595	STRPU_22021	XENTR06910
OG0004596	STRPU_15860	XENTR16636
OG0004597	STRPU_20493	XENTR08163
OG0004600	STRPU_19612, STRPU_19703, STRPU_19613	XENTR15611
OG0004601	STRPU_20311	XENTR06793
OG0004602	STRPU_02109, STRPU_09139	XENTR09792
OG0004603	STRPU_08936	XENTR01817
OG0004605	STRPU_08470	XENTR01842, XENTR01844
OG0004606	STRPU_24552	XENTR15899
OG0004607	STRPU_15057	XENTR04536, XENTR04040
OG0004608	STRPU_21130	XENTR16188, XENTR16189
OG0004609	STRPU_14843	XENTR16103
OG0004610	STRPU_26960	XENTR12122
OG0004611	STRPU_19068	XENTR13026
OG0004612	STRPU_22551	XENTR12441
OG0004613	STRPU_23508	XENTR12502
OG0004614	STRPU_21766, STRPU_21702	XENTR06617, XENTR06618, XENTR12809, XENTR12810
OG0004615	STRPU_19902	XENTR06169, XENTR04005
OG0004616	STRPU_24959	XENTR05385
OG0004617	STRPU_11791	XENTR17100, XENTR08959
OG0004618	STRPU_05168, STRPU_05089	XENTR01046, XENTR01045
OG0004619	STRPU_13721	XENTR06929
OG0004620	STRPU_25631	XENTR03756
OG0004621	STRPU_23746	XENTR11915
OG0004622	STRPU_25019	XENTR06548
OG0004625	STRPU_14762, STRPU_14761, STRPU_02562	XENTR00859
OG0004626	STRPU_26240, STRPU_02827	XENTR07264
OG0004627	STRPU_06756, STRPU_06778	XENTR06310
OG0004628	STRPU_22771, STRPU_01930	XENTR06954, XENTR08395
OG0004629	STRPU_19582	XENTR10455
OG0004630	STRPU_17376	XENTR04232
OG0004631	STRPU_19286, STRPU_00400	XENTR08686
OG0004632	STRPU_22256	XENTR17581
OG0004633	STRPU_10593	XENTR03277
OG0004634	STRPU_11068	XENTR06011
OG0004635	STRPU_03202	XENTR11060
OG0004637	STRPU_25858, STRPU_25859	XENTR03728
OG0004638	STRPU_20070	XENTR13657
OG0004639	STRPU_19843	XENTR07750
OG0004641	STRPU_02602, STRPU_19925	XENTR17163
OG0004642	STRPU_25278	XENTR10151
OG0004643	STRPU_06998, STRPU_06982	XENTR01592
OG0004644	STRPU_20458	XENTR05543, XENTR05542
OG0004645	STRPU_05013	XENTR15963
OG0004646	STRPU_26956	XENTR01464, XENTR14068
OG0004647	STRPU_26907	XENTR03408
OG0004648	STRPU_26366	XENTR13808
OG0004649	STRPU_14306	XENTR04062, XENTR00829
OG0004651	STRPU_15638	XENTR16137
OG0004652	STRPU_07001, STRPU_06984	XENTR14172
OG0004654	STRPU_01730, STRPU_16755	XENTR15245
OG0004655	STRPU_12453	XENTR12684
OG0004656	STRPU_27342, STRPU_27341	XENTR05154
OG0004657	STRPU_10556	XENTR09633, XENTR18378
OG0004658	STRPU_17373	XENTR00211
OG0004659	STRPU_23697	XENTR13300
OG0004660	STRPU_17218	XENTR04105
OG0004661	STRPU_26509, STRPU_26506	XENTR07157
OG0004662	STRPU_21060, STRPU_20817	XENTR06657
OG0004664	STRPU_06426	XENTR08819
OG0004666	STRPU_26004	XENTR02742, XENTR05796
OG0004668	STRPU_20801	XENTR05524
OG0004669	STRPU_00267, STRPU_03175	XENTR17310
OG0004670	STRPU_24120, STRPU_24116, STRPU_24111	XENTR01679
OG0004671	STRPU_14675	XENTR10200
OG0004672	STRPU_25247	XENTR03732
OG0004673	STRPU_13830	XENTR01887, XENTR18837
OG0004674	STRPU_19075	XENTR04721
OG0004675	STRPU_08042	XENTR10690
OG0004676	STRPU_21235	XENTR12097
OG0004677	STRPU_21463	XENTR08516
OG0004678	STRPU_19781, STRPU_00789	XENTR09245
OG0004679	STRPU_14727	XENTR04023
OG0004680	STRPU_21774	XENTR06627, XENTR05093
OG0004681	STRPU_15387	XENTR00528
OG0004682	STRPU_01134, STRPU_18312	XENTR00011
OG0004683	STRPU_21453	XENTR09470
