Orthogroup	STRPU_ok	ASTMX
OG0002996	STRPU_22653	ASTMX02629, ASTMX03439, ASTMX14560
OG0002997	STRPU_19304, STRPU_01837	ASTMX10330
OG0002997	STRPU_06052	ASTMX22739
OG0002998	STRPU_06160	ASTMX08338, ASTMX01774, ASTMX17111
OG0003001	STRPU_24021	ASTMX15125
OG0003002	STRPU_13545	ASTMX14285, ASTMX17151, ASTMX12691
OG0003003	STRPU_08037	ASTMX07477, ASTMX08710, ASTMX03798
OG0003005	STRPU_21610	ASTMX04617
OG0003006	STRPU_02186, STRPU_09223	ASTMX20088, ASTMX15978, ASTMX15977, ASTMX19876
OG0003007	STRPU_18848	ASTMX14048, ASTMX15482
OG0003008	STRPU_20043, STRPU_20044	ASTMX11361, ASTMX06537, ASTMX11563
OG0003009	STRPU_03103	ASTMX06763, ASTMX08741, ASTMX16226
OG0003010	STRPU_02659, STRPU_25901	ASTMX07751
OG0003011	STRPU_04936	ASTMX11395, ASTMX14305, ASTMX19701
OG0003012	STRPU_22688	ASTMX10744, ASTMX09447, ASTMX17773
OG0003013	STRPU_13639, STRPU_02425	ASTMX07867, ASTMX21547
OG0003014	STRPU_24788	ASTMX18669, ASTMX03277
OG0003016	STRPU_05410	ASTMX02288
OG0003017	STRPU_12917	ASTMX18161
OG0003018	STRPU_05028	ASTMX09335
OG0003021	STRPU_10596	ASTMX13837
OG0003022	STRPU_06578, STRPU_06521	ASTMX11483
OG0003023	STRPU_15003, STRPU_15005	ASTMX05867, ASTMX05966, ASTMX22290
OG0003025	STRPU_07785	ASTMX13447, ASTMX18869, ASTMX11744
OG0003026	STRPU_19625, STRPU_19624, STRPU_19690, STRPU_19689, STRPU_19626	ASTMX04873
OG0003027	STRPU_24061	ASTMX13439, ASTMX00386
OG0003028	STRPU_07523	ASTMX04249
OG0003029	STRPU_26298, STRPU_26272	ASTMX08718, ASTMX07235
OG0003030	STRPU_16810	ASTMX20050, ASTMX17904
OG0003031	STRPU_25010	ASTMX19116, ASTMX09602
OG0003032	STRPU_09936	ASTMX16368, ASTMX21897, ASTMX04514
OG0003033	STRPU_18122	ASTMX09542
OG0003034	STRPU_05717, STRPU_05724	ASTMX08258, ASTMX06085
OG0003035	STRPU_23425, STRPU_01012	ASTMX07906, ASTMX08632
OG0003036	STRPU_20310	ASTMX22808, ASTMX02382
OG0003037	STRPU_10149, STRPU_10086	ASTMX20407
OG0003038	STRPU_03176, STRPU_00268	ASTMX11869, ASTMX03732
OG0003040	STRPU_06235, STRPU_06305, STRPU_06261	ASTMX06981
OG0003041	STRPU_24063	ASTMX16824
OG0003043	STRPU_04974	ASTMX12456
OG0003044	STRPU_02536, STRPU_15154	ASTMX03506
OG0003045	STRPU_02416, STRPU_13648	ASTMX16805
OG0003045	STRPU_05977	ASTMX02264
OG0003046	STRPU_24271, STRPU_24903	ASTMX01068, ASTMX01067, ASTMX21979
OG0003048	STRPU_25876	ASTMX18595, ASTMX16216, ASTMX21980
OG0003049	STRPU_18711	ASTMX09040, ASTMX11555
OG0003051	STRPU_09302, STRPU_05961	ASTMX11688, ASTMX19222
OG0003052	STRPU_09987, STRPU_09966	ASTMX07304
OG0003053	STRPU_19330	ASTMX09045
OG0003054	STRPU_06124	ASTMX00110, ASTMX09568
OG0003055	STRPU_00401, STRPU_19285	ASTMX20532, ASTMX04937, ASTMX14054
OG0003057	STRPU_17293	ASTMX04350, ASTMX10250
OG0003058	STRPU_24724	ASTMX12378, ASTMX15897
OG0003059	STRPU_21505	ASTMX11573, ASTMX03262
OG0003060	STRPU_18962, STRPU_18976	ASTMX14156, ASTMX06493, ASTMX04925
OG0003061	STRPU_21307	ASTMX07611, ASTMX14401, ASTMX01235
OG0003062	STRPU_25347	ASTMX08924, ASTMX17139, ASTMX07083
OG0003063	STRPU_23254	ASTMX16164
OG0003064	STRPU_22511	ASTMX02348
OG0003065	STRPU_01676, STRPU_02689	ASTMX16223, ASTMX11526
OG0003066	STRPU_01624, STRPU_11963	ASTMX01076
OG0003067	STRPU_09682	ASTMX07627, ASTMX05938, ASTMX15668
OG0003069	STRPU_00921, STRPU_08896	ASTMX22072, ASTMX06820
OG0003072	STRPU_23989	ASTMX14570, ASTMX08544
OG0003073	STRPU_14167	ASTMX21813
OG0003073	STRPU_26986	ASTMX00976
OG0003074	STRPU_25415	ASTMX14062, ASTMX09834, ASTMX07438
OG0003075	STRPU_04945	ASTMX06177
OG0003077	STRPU_08797	ASTMX14685, ASTMX19234, ASTMX07820, ASTMX21556
OG0003078	STRPU_20765	ASTMX01682, ASTMX01361
OG0003079	STRPU_26570	ASTMX08960, ASTMX02438
OG0003084	STRPU_05898, STRPU_27410, STRPU_27412, STRPU_27413, STRPU_27411, STRPU_27414, STRPU_26950, STRPU_05897	ASTMX17185, ASTMX09102
OG0003101	STRPU_24565	ASTMX19919, ASTMX06150, ASTMX01755
OG0003103	STRPU_08503	ASTMX12562
OG0003104	STRPU_16886	ASTMX09610, ASTMX11561
OG0003105	STRPU_27399	ASTMX00325
OG0003106	STRPU_26456	ASTMX06237
OG0003107	STRPU_25358	ASTMX02590, ASTMX16600
OG0003108	STRPU_12185	ASTMX05191
OG0003109	STRPU_08990	ASTMX18781
OG0003110	STRPU_06774, STRPU_06764	ASTMX00133
OG0003111	STRPU_19102, STRPU_25827	ASTMX07402, ASTMX11408
OG0003113	STRPU_07108	ASTMX13016, ASTMX07578
OG0003114	STRPU_20444	ASTMX02715, ASTMX03943
OG0003115	STRPU_26735	ASTMX18170, ASTMX11011, ASTMX01881
OG0003118	STRPU_23100	ASTMX17621, ASTMX15584, ASTMX10419
OG0003119	STRPU_02657	ASTMX21119
OG0003120	STRPU_04182	ASTMX15617, ASTMX15618
OG0003121	STRPU_26433	ASTMX06230, ASTMX18167, ASTMX02445
OG0003122	STRPU_20719	ASTMX08525
OG0003123	STRPU_25862, STRPU_25863	ASTMX07429, ASTMX06241
OG0003124	STRPU_15080	ASTMX03412
OG0003125	STRPU_02899	ASTMX13117
OG0003127	STRPU_20645	ASTMX04606
OG0003128	STRPU_14558	ASTMX20600
OG0003130	STRPU_14819	ASTMX09888
OG0003131	STRPU_15359	ASTMX13469
OG0003132	STRPU_24874	ASTMX04307
OG0003133	STRPU_00227, STRPU_25968	ASTMX10906
OG0003135	STRPU_20819	ASTMX04429
OG0003136	STRPU_20970	ASTMX13058, ASTMX01379, ASTMX19806
OG0003137	STRPU_26289, STRPU_26313, STRPU_26314, STRPU_26290	ASTMX00586
OG0003138	STRPU_11161	ASTMX06553
OG0003140	STRPU_27000	ASTMX13627, ASTMX15157, ASTMX21926, ASTMX01723
OG0003141	STRPU_11150	ASTMX09233, ASTMX11515, ASTMX10094
OG0003142	STRPU_26955	ASTMX08629, ASTMX09849, ASTMX19194
OG0003144	STRPU_17154	ASTMX08230
OG0003145	STRPU_19761	ASTMX16469, ASTMX16882
OG0003146	STRPU_24899	ASTMX10808
OG0003147	STRPU_09368	ASTMX16613
OG0003148	STRPU_21583	ASTMX12896, ASTMX07507, ASTMX14971
OG0003149	STRPU_27156, STRPU_27155, STRPU_27224, STRPU_27225	ASTMX10129
OG0003150	STRPU_06198, STRPU_06219	ASTMX11834, ASTMX21211
OG0003152	STRPU_09091, STRPU_02064	ASTMX11668, ASTMX10214
OG0003153	STRPU_25878	ASTMX21330
OG0003154	STRPU_18558	ASTMX06476
OG0003156	STRPU_17108, STRPU_17123	ASTMX18933
OG0003157	STRPU_05197	ASTMX06118
OG0003158	STRPU_24600	ASTMX12999, ASTMX02638
OG0003159	STRPU_04177	ASTMX12859, ASTMX09033, ASTMX07619
OG0003160	STRPU_10206	ASTMX02814, ASTMX16455
OG0003161	STRPU_20589	ASTMX13679, ASTMX15650
OG0003162	STRPU_10286	ASTMX10819, ASTMX13525, ASTMX19089
OG0003163	STRPU_26676	ASTMX03994, ASTMX05123, ASTMX14593
OG0003164	STRPU_05342	ASTMX01170, ASTMX15907
OG0003165	STRPU_06042	ASTMX03289, ASTMX04540
OG0003166	STRPU_06374	ASTMX22568, ASTMX04151
OG0003167	STRPU_14469, STRPU_14473	ASTMX04465, ASTMX17254, ASTMX05894
OG0003168	STRPU_00314, STRPU_08598	ASTMX19879, ASTMX12323
OG0003169	STRPU_18714	ASTMX07868
OG0003171	STRPU_20111, STRPU_20089	ASTMX03122, ASTMX03788
OG0003172	STRPU_13537	ASTMX12697
OG0003173	STRPU_14274, STRPU_14290	ASTMX20601, ASTMX20314, ASTMX05950
OG0003174	STRPU_05745	ASTMX07988
OG0003175	STRPU_24658	ASTMX20854, ASTMX00657
OG0003176	STRPU_25686, STRPU_25705	ASTMX02580
OG0003177	STRPU_09383, STRPU_01573	ASTMX13896
OG0003178	STRPU_21387	ASTMX16511, ASTMX15240
OG0003179	STRPU_04747	ASTMX22089
OG0003181	STRPU_08188	ASTMX18964, ASTMX11371
OG0003182	STRPU_25667	ASTMX01957, ASTMX21704
OG0003183	STRPU_23390	ASTMX15472, ASTMX04269
OG0003184	STRPU_04863	ASTMX22723
OG0003185	STRPU_11828	ASTMX08990, ASTMX16307
OG0003187	STRPU_18755	ASTMX04939
OG0003188	STRPU_27340	ASTMX12866, ASTMX05144, ASTMX18728, ASTMX06943
OG0003189	STRPU_17091	ASTMX03737
OG0003190	STRPU_22540, STRPU_14018, STRPU_13852	ASTMX21768
OG0003191	STRPU_02638, STRPU_24024	ASTMX00980, ASTMX19044
OG0003192	STRPU_24110, STRPU_24115	ASTMX20427, ASTMX05442
OG0003193	STRPU_06138	ASTMX04173, ASTMX07557
OG0003196	STRPU_25955, STRPU_00216, STRPU_09693, STRPU_09736	ASTMX13910
OG0003197	STRPU_06595	ASTMX08037
OG0003198	STRPU_10958, STRPU_10959	ASTMX14796
OG0003199	STRPU_22302	ASTMX13735, ASTMX17609
OG0003200	STRPU_07570	ASTMX02514
OG0003201	STRPU_13530	ASTMX21988
OG0003202	STRPU_04422	ASTMX10006
OG0003203	STRPU_22174, STRPU_22167	ASTMX04267, ASTMX15368
OG0003204	STRPU_05884	ASTMX16389, ASTMX01566
OG0003205	STRPU_26398	ASTMX07896, ASTMX13085, ASTMX06944
OG0003207	STRPU_23438, STRPU_00999	ASTMX00941, ASTMX16303
OG0003208	STRPU_23521	ASTMX16806
OG0003210	STRPU_20307	ASTMX10368, ASTMX08853, ASTMX06477
OG0003211	STRPU_23623	ASTMX19437, ASTMX01978
OG0003212	STRPU_23992	ASTMX13329, ASTMX01976
OG0003213	STRPU_27409	ASTMX03983, ASTMX03124
OG0003214	STRPU_02469, STRPU_13596	ASTMX08653
OG0003215	STRPU_21290	ASTMX04892
OG0003216	STRPU_02088, STRPU_09119, STRPU_08679	ASTMX04974, ASTMX01453, ASTMX01452, ASTMX19467, ASTMX06867
OG0003217	STRPU_18366	ASTMX02353, ASTMX14721
OG0003218	STRPU_05952	ASTMX15207
OG0003219	STRPU_05483	ASTMX01631
OG0003220	STRPU_17156	ASTMX21037, ASTMX05784
OG0003221	STRPU_24811	ASTMX04321, ASTMX04290
OG0003222	STRPU_25242	ASTMX08890, ASTMX02588, ASTMX06133
OG0003223	STRPU_08794	ASTMX06346, ASTMX06347
OG0003224	STRPU_22186	ASTMX07863, ASTMX13264, ASTMX05296
OG0003225	STRPU_03637, STRPU_03655	ASTMX10853, ASTMX22401
OG0003227	STRPU_09523	ASTMX00382
OG0003228	STRPU_21707, STRPU_21643	ASTMX10791, ASTMX02764
OG0003229	STRPU_00535, STRPU_15976	ASTMX17506, ASTMX12857
OG0003230	STRPU_09762, STRPU_09718	ASTMX13387
OG0003231	STRPU_07607	ASTMX02884
OG0003232	STRPU_21304, STRPU_21303	ASTMX11141, ASTMX09493, ASTMX04245, ASTMX01543, ASTMX09741, ASTMX04695
OG0003234	STRPU_08533	ASTMX11623
OG0003235	STRPU_22687	ASTMX16993
OG0003236	STRPU_22602	ASTMX07772, ASTMX11384, ASTMX21608, ASTMX21607
OG0003237	STRPU_08190	ASTMX17778, ASTMX02725, ASTMX20917, ASTMX06508
OG0003239	STRPU_26344	ASTMX07187
OG0003250	STRPU_07632	ASTMX10794, ASTMX06685
OG0003251	STRPU_26207	ASTMX09724, ASTMX15809, ASTMX03540
OG0003252	STRPU_20878	ASTMX03281, ASTMX01275
OG0003253	STRPU_26823	ASTMX03410, ASTMX20134, ASTMX07062
OG0003254	STRPU_21153	ASTMX04636, ASTMX03953
OG0003255	STRPU_22937	ASTMX12251
OG0003258	STRPU_11232, STRPU_11270	ASTMX11167
OG0003259	STRPU_04547	ASTMX15657
OG0003260	STRPU_18760	ASTMX03988, ASTMX10584
OG0003261	STRPU_24777	ASTMX19028
OG0003262	STRPU_14217	ASTMX09623, ASTMX05093, ASTMX09613
OG0003263	STRPU_08829	ASTMX06871
OG0003264	STRPU_07699, STRPU_07685	ASTMX12623, ASTMX02507, ASTMX17172
OG0003265	STRPU_23170	ASTMX13950, ASTMX02020
OG0003266	STRPU_03311	ASTMX02992
OG0003267	STRPU_04175	ASTMX07667
OG0003268	STRPU_26201	ASTMX13578
OG0003269	STRPU_08663	ASTMX07746, ASTMX16031
OG0003270	STRPU_23005, STRPU_00880	ASTMX00434, ASTMX01987
OG0003271	STRPU_27426	ASTMX05159
OG0003272	STRPU_05318	ASTMX16097, ASTMX17574
OG0003273	STRPU_21049	ASTMX03258
OG0003275	STRPU_25632	ASTMX20071, ASTMX00521
OG0003276	STRPU_20467	ASTMX09369, ASTMX05594, ASTMX09674, ASTMX01404, ASTMX01283
OG0003277	STRPU_22845	ASTMX08840, ASTMX22126
OG0003278	STRPU_20470	ASTMX13373
OG0003279	STRPU_05246	ASTMX11486, ASTMX04660
OG0003280	STRPU_03524, STRPU_03588	ASTMX15864
OG0003282	STRPU_09679	ASTMX09305, ASTMX07991
OG0003283	STRPU_23176	ASTMX16304
OG0003284	STRPU_24634	ASTMX00092
OG0003287	STRPU_16133, STRPU_16118	ASTMX06398, ASTMX14109
OG0003288	STRPU_05660	ASTMX01172
OG0003289	STRPU_25492	ASTMX09581, ASTMX11746, ASTMX02626, ASTMX12831
OG0003290	STRPU_19995	ASTMX03173
OG0003291	STRPU_14374	ASTMX12200
OG0003293	STRPU_22259	ASTMX14284, ASTMX14283
OG0003294	STRPU_05613, STRPU_05555	ASTMX12473
OG0003295	STRPU_10117, STRPU_10043, STRPU_00141	ASTMX10432, ASTMX03897
OG0003296	STRPU_00434, STRPU_14195	ASTMX13206, ASTMX05984
OG0003297	STRPU_08868, STRPU_00953	ASTMX17343
OG0003298	STRPU_05740	ASTMX04625
OG0003299	STRPU_19094	ASTMX05504
OG0003301	STRPU_16244, STRPU_16205	ASTMX11883, ASTMX14970, ASTMX10951
OG0003302	STRPU_04486	ASTMX03967, ASTMX14885
OG0003303	STRPU_21624	ASTMX20298
OG0003304	STRPU_02452	ASTMX01812
OG0003306	STRPU_23936, STRPU_23962	ASTMX19066
OG0003307	STRPU_04904	ASTMX14758, ASTMX14757, ASTMX04729
OG0003311	STRPU_24433	ASTMX01126, ASTMX10706, ASTMX06164, ASTMX20152
OG0003314	STRPU_05142, STRPU_05067	ASTMX10703, ASTMX01641, ASTMX12479, ASTMX22732
OG0003315	STRPU_24567	ASTMX16859
OG0003317	STRPU_09007	ASTMX17437
OG0003318	STRPU_23527	ASTMX01091, ASTMX15793, ASTMX04784, ASTMX15792, ASTMX15791
OG0003319	STRPU_07210	ASTMX04815, ASTMX06693, ASTMX17160
OG0003320	STRPU_09402, STRPU_01555	ASTMX17270
OG0003321	STRPU_25433	ASTMX15850, ASTMX14606
OG0003323	STRPU_09684, STRPU_09685	ASTMX20658
OG0003324	STRPU_08869, STRPU_00952	ASTMX00455
OG0003325	STRPU_04053	ASTMX13406, ASTMX06639
OG0003326	STRPU_09393, STRPU_01566	ASTMX09687, ASTMX20074
OG0003327	STRPU_19769, STRPU_00800	ASTMX10363, ASTMX06502
OG0003329	STRPU_27327, STRPU_27328	ASTMX03339, ASTMX07785
OG0003330	STRPU_27339	ASTMX05145
OG0003331	STRPU_15371	ASTMX04420, ASTMX08193
OG0003332	STRPU_07786	ASTMX15129, ASTMX08712, ASTMX05756
OG0003335	STRPU_20823	ASTMX10999
OG0003336	STRPU_20291	ASTMX03852, ASTMX14190, ASTMX09729, ASTMX05727
OG0003337	STRPU_11218, STRPU_11255	ASTMX09237, ASTMX09238
OG0003340	STRPU_24554	ASTMX20458, ASTMX04299
OG0003341	STRPU_21771	ASTMX13167
OG0003343	STRPU_15384	ASTMX05881
OG0003344	STRPU_07542, STRPU_00574	ASTMX13412
OG0003347	STRPU_01607, STRPU_13589	ASTMX17698, ASTMX05419
OG0003348	STRPU_24382	ASTMX17460, ASTMX00165
OG0003349	STRPU_04798, STRPU_04805	ASTMX06632, ASTMX06577
OG0003350	STRPU_06152	ASTMX05436, ASTMX17847, ASTMX01138, ASTMX22134
OG0003352	STRPU_23063, STRPU_00649	ASTMX07532, ASTMX10406, ASTMX00833
OG0003353	STRPU_23410, STRPU_01027	ASTMX08541
OG0003354	STRPU_22433	ASTMX21682
OG0003355	STRPU_04134	ASTMX18176, ASTMX06654
OG0003356	STRPU_08703, STRPU_01469	ASTMX19698, ASTMX21492
OG0003357	STRPU_09879	ASTMX00318
OG0003358	STRPU_01921, STRPU_22765	ASTMX15835
OG0003359	STRPU_12338	ASTMX08948
OG0003360	STRPU_12153, STRPU_12119	ASTMX22262, ASTMX04549, ASTMX22698, ASTMX04548
OG0003361	STRPU_21285	ASTMX02459, ASTMX04442
OG0003362	STRPU_05653	ASTMX11242
OG0003363	STRPU_01592, STRPU_13573	ASTMX05464
OG0003364	STRPU_12256	ASTMX06273, ASTMX21297
OG0003365	STRPU_24219, STRPU_01081	ASTMX03051, ASTMX05516
OG0003366	STRPU_20477, STRPU_20476, STRPU_20479, STRPU_20478	ASTMX02786
OG0003367	STRPU_02066, STRPU_09093	ASTMX22230, ASTMX02176
OG0003368	STRPU_09309	ASTMX18958, ASTMX00275
OG0003369	STRPU_04619	ASTMX11987, ASTMX05839
OG0003370	STRPU_24791	ASTMX19055, ASTMX04318
OG0003372	STRPU_18382	ASTMX17792, ASTMX22090
OG0003373	STRPU_11782, STRPU_11541, STRPU_11733	ASTMX10290
OG0003374	STRPU_16743, STRPU_01716	ASTMX00872, ASTMX16829, ASTMX01333
OG0003375	STRPU_27269, STRPU_27284	ASTMX13635
OG0003376	STRPU_09336	ASTMX16960
OG0003377	STRPU_12932	ASTMX18938
OG0003378	STRPU_12591	ASTMX10913, ASTMX18798
OG0003379	STRPU_24222, STRPU_24221, STRPU_01079	ASTMX06835, ASTMX12551
OG0003380	STRPU_14745	ASTMX21115, ASTMX05978, ASTMX21392
OG0003381	STRPU_12349	ASTMX16159, ASTMX08992
OG0003382	STRPU_00632, STRPU_12505	ASTMX06479, ASTMX06858
OG0003383	STRPU_23796	ASTMX04487, ASTMX21389
OG0003384	STRPU_01561, STRPU_09397	ASTMX13160, ASTMX02808, ASTMX09958
OG0003385	STRPU_22039	ASTMX15470
OG0003386	STRPU_10904	ASTMX15558, ASTMX05500
OG0003387	STRPU_00430, STRPU_14199, STRPU_17499, STRPU_17500, STRPU_17502, STRPU_17498, STRPU_17501	ASTMX13211
OG0003388	STRPU_04625, STRPU_04647	ASTMX07669, ASTMX03217, ASTMX03218
OG0003391	STRPU_21082	ASTMX02469
OG0003392	STRPU_08299	ASTMX17435, ASTMX20620
OG0003393	STRPU_17374	ASTMX03585
OG0003394	STRPU_22083	ASTMX12715
OG0003419	STRPU_03427	ASTMX09665, ASTMX22627
OG0003420	STRPU_19692, STRPU_19622, STRPU_19693	ASTMX18650, ASTMX10375
OG0003421	STRPU_05462	ASTMX03751
OG0003422	STRPU_12647	ASTMX16317
OG0003424	STRPU_08669	ASTMX18868
OG0003425	STRPU_27213	ASTMX10571
OG0003426	STRPU_21596	ASTMX04641
OG0003428	STRPU_04993	ASTMX17578
OG0003429	STRPU_11803	ASTMX01780
OG0003430	STRPU_03710	ASTMX03478, ASTMX11528, ASTMX06739
OG0003431	STRPU_13834	ASTMX02037
OG0003432	STRPU_24262, STRPU_01043	ASTMX19615
OG0003433	STRPU_06151	ASTMX18120, ASTMX05648
OG0003434	STRPU_22971	ASTMX16757
OG0003435	STRPU_20684	ASTMX08077, ASTMX01388
OG0003437	STRPU_08656, STRPU_08360, STRPU_08658	ASTMX18378, ASTMX16135, ASTMX15000
OG0003439	STRPU_06448	ASTMX00536, ASTMX08748
OG0003440	STRPU_05917	ASTMX07860, ASTMX13319
OG0003441	STRPU_23175	ASTMX13951
OG0003442	STRPU_05359	ASTMX04859, ASTMX01667, ASTMX05506
OG0003443	STRPU_21532	ASTMX12664, ASTMX04558
OG0003444	STRPU_12122, STRPU_12155	ASTMX02545, ASTMX01080
OG0003447	STRPU_23990	ASTMX07133
OG0003448	STRPU_25380	ASTMX17648
OG0003449	STRPU_08215	ASTMX14031
OG0003450	STRPU_04502	ASTMX21046
OG0003451	STRPU_18049	ASTMX00047, ASTMX22491
OG0003453	STRPU_15285	ASTMX18802
OG0003454	STRPU_13689, STRPU_02387	ASTMX17262, ASTMX01805, ASTMX17046
OG0003455	STRPU_21218	ASTMX03444, ASTMX03446, ASTMX03445
OG0003456	STRPU_08652	ASTMX21655, ASTMX18222, ASTMX04968
OG0003457	STRPU_25059	ASTMX17161, ASTMX01405
OG0003458	STRPU_07419	ASTMX10149
OG0003459	STRPU_21409	ASTMX10610, ASTMX08523
OG0003460	STRPU_21209	ASTMX03204
OG0003461	STRPU_12813	ASTMX15709
OG0003462	STRPU_01190, STRPU_19960	ASTMX22437
OG0003463	STRPU_21459	ASTMX08158, ASTMX19125
OG0003464	STRPU_08415	ASTMX07673
OG0003465	STRPU_19515	ASTMX08614
OG0003466	STRPU_10203, STRPU_09366, STRPU_09367	ASTMX18103, ASTMX01489, ASTMX09766, ASTMX12180, ASTMX07980
OG0003467	STRPU_04466	ASTMX15385
OG0003469	STRPU_25927	ASTMX12242, ASTMX12240, ASTMX12241
OG0003470	STRPU_27335	ASTMX20804
OG0003471	STRPU_21792	ASTMX01577
OG0003472	STRPU_05425	ASTMX00009
OG0003473	STRPU_03744	ASTMX07041, ASTMX19152
OG0003474	STRPU_24367	ASTMX15389, ASTMX12244
OG0003475	STRPU_18099, STRPU_01787	ASTMX07930
OG0003476	STRPU_22836	ASTMX07144
OG0003477	STRPU_07450, STRPU_07441	ASTMX10944
OG0003478	STRPU_20938	ASTMX16545
OG0003479	STRPU_01940, STRPU_22782	ASTMX08377, ASTMX19369
OG0003480	STRPU_25605	ASTMX18358, ASTMX00514
OG0003481	STRPU_22807, STRPU_01966	ASTMX12699
OG0003482	STRPU_12951	ASTMX06291, ASTMX01090, ASTMX09004
OG0003483	STRPU_04672	ASTMX02494
OG0003485	STRPU_22749, STRPU_01904, STRPU_22750, STRPU_01905, STRPU_23748	ASTMX12594
OG0003486	STRPU_17601	ASTMX09925
OG0003487	STRPU_10374	ASTMX11535
OG0003488	STRPU_07310	ASTMX06137
OG0003489	STRPU_24792	ASTMX11315
OG0003490	STRPU_14276, STRPU_14293	ASTMX12967
OG0003491	STRPU_06727	ASTMX11829, ASTMX07278
OG0003492	STRPU_04886	ASTMX15658, ASTMX07661
OG0003493	STRPU_19324	ASTMX11757
OG0003495	STRPU_07616	ASTMX06696, ASTMX17728, ASTMX15254
OG0003497	STRPU_03308	ASTMX09325, ASTMX12800
OG0003498	STRPU_24846	ASTMX01620
OG0003499	STRPU_05492	ASTMX00373
OG0003500	STRPU_02909, STRPU_21217	ASTMX12903, ASTMX13670
OG0003501	STRPU_18507	ASTMX02416
OG0003502	STRPU_14905	ASTMX09364
OG0003503	STRPU_09082, STRPU_02055	ASTMX17335
OG0003504	STRPU_08880, STRPU_00941	ASTMX10105, ASTMX07823, ASTMX12935
OG0003505	STRPU_26126	ASTMX01106
OG0003506	STRPU_05341	ASTMX03887, ASTMX17187, ASTMX15908
OG0003507	STRPU_19336	ASTMX03126, ASTMX03987, ASTMX02892
OG0003508	STRPU_13552	ASTMX08692
OG0003509	STRPU_10961	ASTMX20219
OG0003510	STRPU_25664	ASTMX17133
OG0003511	STRPU_26830	ASTMX12073
OG0003512	STRPU_14597	ASTMX05092, ASTMX09614
OG0003513	STRPU_13821	ASTMX12957, ASTMX10424, ASTMX18403
OG0003514	STRPU_22096	ASTMX08380, ASTMX19372, ASTMX08342
OG0003515	STRPU_05774	ASTMX14872, ASTMX08241
OG0003516	STRPU_10277	ASTMX03270
OG0003517	STRPU_12195	ASTMX02229, ASTMX22733, ASTMX21231
OG0003518	STRPU_26026	ASTMX08720
OG0003519	STRPU_13946	ASTMX21057
OG0003520	STRPU_20485	ASTMX10981
OG0003521	STRPU_05389	ASTMX05860
OG0003522	STRPU_08126, STRPU_08113	ASTMX09932, ASTMX01391
OG0003523	STRPU_11145	ASTMX06451, ASTMX09203
OG0003524	STRPU_11329	ASTMX00697
OG0003525	STRPU_22611	ASTMX03127, ASTMX20265
OG0003526	STRPU_21377	ASTMX04890, ASTMX21723, ASTMX08073
OG0003527	STRPU_06217, STRPU_06194	ASTMX09189
OG0003528	STRPU_17490, STRPU_17491, STRPU_17489	ASTMX09805
OG0003529	STRPU_13249	ASTMX16745, ASTMX14098
OG0003530	STRPU_25170	ASTMX05440, ASTMX20430
OG0003531	STRPU_20597	ASTMX16540, ASTMX22221, ASTMX09746, ASTMX04691
OG0003532	STRPU_10739	ASTMX09797
OG0003533	STRPU_22386	ASTMX14253
OG0003534	STRPU_21654, STRPU_21719	ASTMX08453, ASTMX01684, ASTMX08487
OG0003535	STRPU_09979, STRPU_09956	ASTMX17766, ASTMX10435, ASTMX12077
OG0003536	STRPU_08040	ASTMX04814, ASTMX07581
OG0003537	STRPU_09412, STRPU_01545	ASTMX10030
OG0003538	STRPU_05821	ASTMX21966, ASTMX20518
OG0003539	STRPU_22523	ASTMX01615
OG0003541	STRPU_25471	ASTMX02571
OG0003543	STRPU_16716	ASTMX13907
OG0003544	STRPU_07440, STRPU_07449	ASTMX05764, ASTMX12377
OG0003545	STRPU_09297	ASTMX22856, ASTMX03639, ASTMX14841
OG0003546	STRPU_19647, STRPU_19674	ASTMX03306, ASTMX06923, ASTMX13133
OG0003547	STRPU_12469	ASTMX02604, ASTMX19542, ASTMX19541, ASTMX00359
OG0003548	STRPU_09626	ASTMX10078, ASTMX20604
OG0003549	STRPU_17894	ASTMX09904, ASTMX16803
OG0003550	STRPU_01035, STRPU_23404	ASTMX12018, ASTMX00483, ASTMX08669
OG0003551	STRPU_18972, STRPU_18959	ASTMX14723, ASTMX11606, ASTMX14724, ASTMX04936
OG0003552	STRPU_20147	ASTMX04006
OG0003554	STRPU_09335	ASTMX10001, ASTMX12094
OG0003555	STRPU_09097, STRPU_02068	ASTMX06580
OG0003556	STRPU_08012	ASTMX21299, ASTMX01752, ASTMX13732
OG0003557	STRPU_20157	ASTMX07636, ASTMX17680
OG0003558	STRPU_27128	ASTMX07075, ASTMX08200, ASTMX02922
OG0003560	STRPU_20500	ASTMX20729
OG0003561	STRPU_17360, STRPU_17346	ASTMX09905, ASTMX06185
OG0003562	STRPU_24859	ASTMX19362, ASTMX04310, ASTMX15769
OG0003563	STRPU_01477, STRPU_08694	ASTMX07743
OG0003564	STRPU_09624	ASTMX16336, ASTMX09764, ASTMX04739
OG0003565	STRPU_15924, STRPU_00493, STRPU_08942, STRPU_12900	ASTMX17264
OG0003566	STRPU_11918, STRPU_11878	ASTMX09006, ASTMX21630
OG0003567	STRPU_02062, STRPU_09090	ASTMX03625
OG0003568	STRPU_14841	ASTMX14445
OG0003569	STRPU_23349	ASTMX02172, ASTMX13272, ASTMX09249
OG0003570	STRPU_02794	ASTMX18041
