protein_ID	transcript_ID	gene_ID
XP_003728906.1	rna-XM_003728858.3	LOC100891326
XP_030842053.1	rna-XM_030986193.1	LOC579815
XP_030842055.1	rna-XM_030986195.1	LOC582888
XP_030842059.1	rna-XM_030986199.1	LOC583553
XP_030842056.1	rna-XM_030986196.1	LOC591551
XP_030842058.1	rna-XM_030986198.1	LOC100892194
XP_030842057.1	rna-XM_030986197.1	LOC115924231
XP_011662242.2	rna-XM_011663940.2	LOC591529
XP_797278.3	rna-XM_792185.5	LOC592674
XP_797642.1	rna-XM_792549.5	LOC593053
XP_030842060.1	rna-XM_030986200.1	LOC593041
XP_030842062.1	rna-XM_030986202.1	LOC105436554
XP_030842063.1	rna-XM_030986203.1	LOC105436555
XP_030841924.1	rna-XM_030986064.1	LOC115924188
XP_030842064.1	rna-XM_030986204.1	LOC100893078
XP_030842065.1	rna-XM_030986205.1	LOC100893078
XP_030842066.1	rna-XM_030986206.1	LOC115924234
XP_030841925.1	rna-XM_030986065.1	LOC115924189
XP_030841926.1	rna-XM_030986066.1	LOC100893001
XP_030842254.1	rna-XM_030986394.1	LOC115918664
XP_030841927.1	rna-XM_030986067.1	LOC100893381
XP_030842067.1	rna-XM_030986207.1	LOC105436560
XP_030842071.1	rna-XM_030986211.1	LOC585988
XP_030842070.1	rna-XM_030986210.1	LOC585988
XP_030842072.1	rna-XM_030986212.1	LOC585988
XP_030842068.1	rna-XM_030986208.1	LOC105445405
XP_030842073.1	rna-XM_030986213.1	LOC587315
XP_792162.1	rna-XM_787069.5	LOC587337
XP_030842074.1	rna-XM_030986214.1	LOC105436558
XP_790107.2	rna-XM_785014.5	LOC585177
XP_030842076.1	rna-XM_030986216.1	LOC594021
XP_790063.3	rna-XM_784970.5	LOC585133
XP_798874.1	rna-XM_793781.4	LOC594337
XP_011675990.2	rna-XM_011677688.2	LOC105443974
XP_030841928.1	rna-XM_030986068.1	LOC115924190
XP_011673779.2	rna-XM_011675477.2	LOC594328
XP_030842078.1	rna-XM_030986218.1	LOC105436561
XP_011660489.2	rna-XM_011662187.2	LOC105436557
XP_030841929.1	rna-XM_030986069.1	LOC105439047
XP_783463.3	rna-XM_778370.5	LOC578182
XP_030842079.1	rna-XM_030986219.1	LOC578182
XP_011665852.2	rna-XM_011667550.2	LOC578252
XP_011665851.2	rna-XM_011667549.2	LOC578252
XP_783529.4	rna-XM_778436.5	LOC578252
XP_783590.2	rna-XM_778497.2	LOC578323
XP_001189178.2	rna-XM_001189178.3	LOC755268
XP_030841931.1	rna-XM_030986071.1	LOC100893393
XP_030842080.1	rna-XM_030986220.1	LOC578660
XP_011665854.1	rna-XM_011667552.2	LOC100890470
XP_003729706.1	rna-XM_003729658.3	LOC100890470
XP_030842081.1	rna-XM_030986221.1	LOC100890470
XP_030842083.1	rna-XM_030986223.1	LOC115924238
XP_030842082.1	rna-XM_030986222.1	LOC115924237
XP_030841932.1	rna-XM_030986072.1	LOC115924191
XP_030841933.1	rna-XM_030986073.1	LOC115924192
XP_003731272.2	rna-XM_003731224.3	LOC578793
XP_030842084.1	rna-XM_030986224.1	LOC578857
XP_030842255.1	rna-XM_030986395.1	LOC105443049
XP_030841934.1	rna-XM_030986074.1	LOC105439046
XP_030841935.1	rna-XM_030986075.1	LOC100890925
XP_030841936.1	rna-XM_030986076.1	LOC115924193
XP_030842085.1	rna-XM_030986225.1	LOC576629
XP_011661641.2	rna-XM_011663339.2	LOC584322
XP_030842086.1	rna-XM_030986226.1	LOC584322
XP_011661642.2	rna-XM_011663340.2	LOC584322
XP_011661640.2	rna-XM_011663338.2	LOC583049
XP_030842088.1	rna-XM_030986228.1	LOC593357
XP_030842087.1	rna-XM_030986227.1	LOC593357
XP_030842089.1	rna-XM_030986229.1	LOC583096
XP_003723312.2	rna-XM_003723264.3	LOC100891692
XP_030842090.1	rna-XM_030986230.1	LOC583138
XP_788177.3	rna-XM_783084.5	LOC583159
XP_030842091.1	rna-XM_030986231.1	LOC115924239
XP_011673986.2	rna-XM_011675684.2	LOC754143
XP_030842093.1	rna-XM_030986233.1	LOC754143
XP_030842094.1	rna-XM_030986234.1	LOC589728
XP_030842095.1	rna-XM_030986235.1	LOC115924240
XP_786990.3	rna-XM_781897.5	LOC581920
XP_030842098.1	rna-XM_030986238.1	LOC585537
XP_030842096.1	rna-XM_030986236.1	LOC585537
XP_030842099.1	rna-XM_030986239.1	LOC585537
XP_003723328.2	rna-XM_003723280.3	LOC755883
XP_787135.3	rna-XM_782042.5	LOC582069
XP_030842100.1	rna-XM_030986240.1	LOC582109
XP_030842101.1	rna-XM_030986241.1	LOC582155
XP_030841937.1	rna-XM_030986077.1	LOC763857
XP_030842102.1	rna-XM_030986242.1	LOC105442979
XP_030842103.1	rna-XM_030986243.1	LOC100893965
XP_003724872.2	rna-XM_003724824.3	LOC100893965
XP_030841938.1	rna-XM_030986078.1	LOC100888305
XP_030842104.1	rna-XM_030986244.1	LOC594038
XP_798461.5	rna-XM_793368.5	LOC593913
XP_030842106.1	rna-XM_030986246.1	LOC593913
XP_798452.1	rna-XM_793359.4	LOC593904
XP_030842107.1	rna-XM_030986247.1	LOC115924241
XP_030841940.1	rna-XM_030986080.1	LOC582143
XP_011674000.2	rna-XM_011675698.2	LOC100889402
XP_011674001.2	rna-XM_011675699.2	LOC585620
XP_030842108.1	rna-XM_030986248.1	LOC585638
XP_030842109.1	rna-XM_030986249.1	LOC100888437
XP_784774.4	rna-XM_779681.5	LOC579571
XP_030842110.1	rna-XM_030986250.1	LOC100891794
XP_783008.2	rna-XM_777915.5	LOC577702
XP_030842111.1	rna-XM_030986251.1	LOC577642
XP_030842112.1	rna-XM_030986252.1	LOC764515
XP_030842113.1	rna-XM_030986253.1	LOC576414
XP_003728742.1	rna-XM_003728694.3	LOC100889628
XP_030841941.1	rna-XM_030986081.1	LOC100889871
XP_030842114.1	rna-XM_030986254.1	LOC587536
XP_030842115.1	rna-XM_030986255.1	LOC100889393
XP_792026.4	rna-XM_786933.5	LOC587188
XP_011683163.2	rna-XM_011684861.2	LOC587188
XP_030842117.1	rna-XM_030986257.1	LOC577231
XP_030842118.1	rna-XM_030986258.1	LOC756804
XP_030842121.1	rna-XM_030986261.1	LOC577168
XP_030842120.1	rna-XM_030986260.1	LOC577168
XP_030842122.1	rna-XM_030986262.1	LOC577168
XP_030842119.1	rna-XM_030986259.1	LOC115924245
XP_030842123.1	rna-XM_030986263.1	LOC577105
XP_030842124.1	rna-XM_030986264.1	LOC577105
XP_030842126.1	rna-XM_030986266.1	LOC100889714
XP_030842125.1	rna-XM_030986265.1	LOC100889714
XP_030842127.1	rna-XM_030986267.1	LOC100889714
XP_030842128.1	rna-XM_030986268.1	LOC100889714
XP_030842130.1	rna-XM_030986270.1	LOC577048
XP_030842129.1	rna-XM_030986269.1	LOC577048
XP_030842132.1	rna-XM_030986272.1	LOC576916
XP_030842131.1	rna-XM_030986271.1	LOC576916
XP_030842133.1	rna-XM_030986273.1	LOC576916
XP_030842135.1	rna-XM_030986275.1	LOC576916
XP_011664604.2	rna-XM_011666302.2	LOC576916
XP_782273.3	rna-XM_777180.5	LOC576916
XP_030841942.1	rna-XM_030986082.1	LOC115924195
XP_030842137.1	rna-XM_030986277.1	LOC590170
XP_030842136.1	rna-XM_030986276.1	LOC590170
XP_030842138.1	rna-XM_030986278.1	LOC115924247
XP_030842139.1	rna-XM_030986279.1	LOC100888574
XP_030842140.1	rna-XM_030986280.1	LOC100888574
XP_030842141.1	rna-XM_030986281.1	LOC105445286
XP_030842142.1	rna-XM_030986282.1	LOC589279
XP_030842144.1	rna-XM_030986284.1	LOC754642
XP_030842143.1	rna-XM_030986283.1	LOC100890580
XP_003727120.2	rna-XM_003727072.3	LOC100890658
XP_030842146.1	rna-XM_030986286.1	LOC581834
XP_011678943.1	rna-XM_011680641.2	LOC581783
XP_030842147.1	rna-XM_030986287.1	LOC581783
XP_786862.3	rna-XM_781769.5	LOC581783
XP_003725185.2	rna-XM_003725137.3	LOC100887998
XP_030842148.1	rna-XM_030986288.1	LOC100887998
XP_011671010.2	rna-XM_011672708.2	LOC100888299
XP_030842150.1	rna-XM_030986290.1	LOC579422
XP_030842151.1	rna-XM_030986291.1	LOC579422
XP_011671659.2	rna-XM_011673357.2	LOC100887860
XP_003725184.2	rna-XM_003725136.3	LOC100887860
XP_030842149.1	rna-XM_030986289.1	LOC100887860
XP_011671658.1	rna-XM_011673356.2	LOC579294
XP_030842153.1	rna-XM_030986293.1	LOC579294
XP_003725183.2	rna-XM_003725135.3	LOC579231
XP_030842154.1	rna-XM_030986294.1	LOC100893885
XP_030842155.1	rna-XM_030986295.1	LOC575803
XP_011661109.2	rna-XM_011662807.2	LOC762611
XP_030842156.1	rna-XM_030986296.1	LOC762621
XP_011661108.2	rna-XM_011662806.2	LOC762621
XP_003724258.1	rna-XM_003724210.3	LOC576064
XP_781503.1	rna-XM_776410.4	LOC576064
XP_011671655.2	rna-XM_011673353.2	LOC105441837
XP_030842157.1	rna-XM_030986297.1	LOC587307
XP_011671654.2	rna-XM_011673352.2	LOC587307
XP_792135.4	rna-XM_787042.5	LOC587307
XP_030842158.1	rna-XM_030986298.1	LOC587307
XP_030842159.1	rna-XM_030986299.1	LOC115924250
XP_030842160.1	rna-XM_030986300.1	LOC589218
XP_030842162.1	rna-XM_030986302.1	LOC586032
XP_030842161.1	rna-XM_030986301.1	LOC586032
XP_030841943.1	rna-XM_030986083.1	LOC586017
XP_030841944.1	rna-XM_030986084.1	LOC584482
XP_030842163.1	rna-XM_030986303.1	LOC585996
XP_030842164.1	rna-XM_030986304.1	LOC100890297
XP_781220.4	rna-XM_776127.5	LOC575750
XP_781104.2	rna-XM_776011.4	LOC575624
XP_030842165.1	rna-XM_030986305.1	LOC575549
XP_030842166.1	rna-XM_030986306.1	LOC756310
XP_003727115.1	rna-XM_003727067.3	LOC100889153
XP_011678937.1	rna-XM_011680635.2	LOC100889153
XP_799799.1	rna-XM_794706.5	LOC575349
XP_003727113.2	rna-XM_003727065.3	LOC100888993
XP_780522.4	rna-XM_775429.5	LOC575010
XP_030841947.1	rna-XM_030986087.1	LOC756394
XP_030841948.1	rna-XM_030986088.1	LOC100887896
XP_030841949.1	rna-XM_030986089.1	LOC100893208
XP_030842169.1	rna-XM_030986309.1	LOC105443348
XP_030842168.1	rna-XM_030986308.1	LOC100893988
XP_030842262.1	rna-XM_030986402.1	LOC105439516
XP_030842170.1	rna-XM_030986310.1	LOC578480
XP_011666911.1	rna-XM_011668609.2	LOC578419
XP_011666912.1	rna-XM_011668610.2	LOC105439514
XP_030842171.1	rna-XM_030986311.1	LOC752636
XP_030842172.1	rna-XM_030986312.1	LOC583358
XP_030842173.1	rna-XM_030986313.1	LOC583358
XP_030842175.1	rna-XM_030986315.1	LOC583358
XP_011661096.2	rna-XM_011662794.2	LOC100888634
XP_011661097.2	rna-XM_011662795.2	LOC100888634
XP_788310.1	rna-XM_783217.5	LOC583302
XP_011661094.1	rna-XM_011662792.2	LOC577778
XP_011661095.1	rna-XM_011662793.2	LOC577778
XP_783084.3	rna-XM_777991.5	LOC577778
XP_030842176.1	rna-XM_030986316.1	LOC575737
XP_030842177.1	rna-XM_030986317.1	LOC580398
XP_030842178.1	rna-XM_030986318.1	LOC580398
XP_030842185.1	rna-XM_030986325.1	LOC580398
XP_030842181.1	rna-XM_030986321.1	LOC580398
XP_030842179.1	rna-XM_030986319.1	LOC580398
XP_030842183.1	rna-XM_030986323.1	LOC580398
XP_030842182.1	rna-XM_030986322.1	LOC580398
XP_030842184.1	rna-XM_030986324.1	LOC580398
XP_030841950.1	rna-XM_030986090.1	LOC115918654
XP_030841951.1	rna-XM_030986091.1	LOC115924197
XP_030841952.1	rna-XM_030986092.1	LOC105436810
XP_030842186.1	rna-XM_030986326.1	LOC115924256
XP_030841953.1	rna-XM_030986093.1	LOC115924199
XP_011671581.2	rna-XM_011673279.2	LOC105441794
XP_011663056.2	rna-XM_011664754.2	LOC589087
XP_030842187.1	rna-XM_030986327.1	LOC589087
XP_011663055.2	rna-XM_011664753.2	LOC589087
XP_001198442.2	rna-XM_001198442.4	LOC762712
XP_011663059.2	rna-XM_011664757.2	LOC590165
XP_030842188.1	rna-XM_030986328.1	LOC100889424
XP_030842190.1	rna-XM_030986330.1	LOC100889969
XP_780558.4	rna-XM_775465.5	LOC575047
XP_003729249.1	rna-XM_003729201.3	LOC100889290
XP_780720.2	rna-XM_775627.5	LOC575210
XP_030842193.1	rna-XM_030986333.1	LOC589567
XP_030842195.1	rna-XM_030986335.1	LOC589567
XP_030842194.1	rna-XM_030986334.1	LOC589567
XP_030842192.1	rna-XM_030986332.1	LOC586956
XP_030842191.1	rna-XM_030986331.1	LOC586956
XP_011680445.2	rna-XM_011682143.2	LOC105445956
XP_003729248.3	rna-XM_003729200.3	LOC100889077
XP_011663060.2	rna-XM_011664758.2	LOC100889077
XP_003729247.2	rna-XM_003729199.3	LOC591074
XP_030841954.1	rna-XM_030986094.1	LOC105437228
XP_030842196.1	rna-XM_030986336.1	LOC587781
XP_030842197.1	rna-XM_030986337.1	LOC587013
XP_030842198.1	rna-XM_030986338.1	LOC593718
XP_030842200.1	rna-XM_030986340.1	LOC584422
XP_030842201.1	rna-XM_030986341.1	LOC584422
XP_030842199.1	rna-XM_030986339.1	LOC584422
XP_030842203.1	rna-XM_030986343.1	LOC576479
XP_030842205.1	rna-XM_030986345.1	LOC576339
XP_030842204.1	rna-XM_030986344.1	LOC576339
XP_011663439.2	rna-XM_011665137.2	LOC100888194
XP_030842207.1	rna-XM_030986347.1	LOC584707
XP_030842206.1	rna-XM_030986346.1	LOC584707
XP_030842208.1	rna-XM_030986348.1	LOC115924260
XP_003724568.2	rna-XM_003724520.3	LOC100887834
XP_030842210.1	rna-XM_030986350.1	LOC100887834
XP_030841956.1	rna-XM_030986096.1	LOC584943
XP_030842266.1	rna-XM_030986406.1	LOC105437940
XP_003724366.1	rna-XM_003724318.3	LOC764502
XP_030842211.1	rna-XM_030986351.1	LOC580049
XP_030842212.1	rna-XM_030986352.1	LOC580049
XP_003728727.1	rna-XM_003728679.3	LOC100893924
XP_011662462.2	rna-XM_011664160.2	LOC105437502
XP_011672427.1	rna-XM_011674125.2	LOC105442212
XP_011683169.2	rna-XM_011684867.2	LOC577780
XP_030842213.1	rna-XM_030986353.1	LOC577780
XP_030842214.1	rna-XM_030986354.1	LOC577780
XP_030842215.1	rna-XM_030986355.1	LOC592696
XP_030841957.1	rna-XM_030986097.1	LOC100890518
XP_030842216.1	rna-XM_030986356.1	LOC592659
XP_011683173.1	rna-XM_011684871.2	LOC592640
XP_030842273.1	rna-XM_030986413.1	LOC105447144
XP_030841958.1	rna-XM_030986098.1	LOC115924200
XP_030841959.1	rna-XM_030986099.1	LOC115924201
XP_030842217.1	rna-XM_030986357.1	LOC115924263
XP_030842218.1	rna-XM_030986358.1	LOC105445869
NP_999660.1	rna-NM_214495.1	LOC373241
XP_011680262.2	rna-XM_011681960.2	LOC100892407
XP_011680259.2	rna-XM_011681957.2	LOC100892407
XP_796900.2	rna-XM_791807.5	LOC592275
XP_030842221.1	rna-XM_030986361.1	LOC105445872
XP_030842222.1	rna-XM_030986362.1	LOC100892691
XP_030841960.1	rna-XM_030986100.1	LOC100892623
XP_030841961.1	rna-XM_030986101.1	LOC115924203
XP_784341.2	rna-XM_779248.5	LOC579114
XP_011680266.1	rna-XM_011681964.2	LOC575207
XP_030842224.1	rna-XM_030986364.1	LOC575207
XP_030842225.1	rna-XM_030986365.1	LOC575207
XP_011680268.1	rna-XM_011681966.2	LOC575207
XP_780717.2	rna-XM_775624.5	LOC575207
XP_030842226.1	rna-XM_030986366.1	LOC575207
XP_011680269.1	rna-XM_011681967.2	LOC575207
XP_030842223.1	rna-XM_030986363.1	LOC575280
XP_780853.3	rna-XM_775760.5	LOC575355
XP_030842228.1	rna-XM_030986368.1	LOC592193
XP_030842230.1	rna-XM_030986370.1	LOC592209
XP_030842229.1	rna-XM_030986369.1	LOC592209
XP_796839.3	rna-XM_791746.5	LOC592209
XP_030842348.1	rna-XM_030986488.1	LOC115918670
XP_003729188.1	rna-XM_003729140.3	LOC100890439
XP_011663403.1	rna-XM_011665101.2	LOC100890439
XP_030842351.1	rna-XM_030986491.1	LOC591845
XP_030842350.1	rna-XM_030986490.1	LOC591845
XP_030842352.1	rna-XM_030986492.1	LOC756047
XP_030842353.1	rna-XM_030986493.1	LOC756047
XP_030842354.1	rna-XM_030986494.1	LOC576244
XP_781724.4	rna-XM_776631.5	LOC576311
XP_030843483.1	rna-XM_030987623.1	LOC756308
XP_030843484.1	rna-XM_030987624.1	LOC588084
XP_030842355.1	rna-XM_030986495.1	LOC594731
XP_011664743.2	rna-XM_011666441.2	LOC100888882
XP_030842356.1	rna-XM_030986496.1	LOC100888744
XP_030842357.1	rna-XM_030986497.1	LOC100888744
XP_030842358.1	rna-XM_030986498.1	LOC100888744
XP_011680304.2	rna-XM_011682002.2	LOC589671
XP_030842359.1	rna-XM_030986499.1	LOC589671
XP_030842360.1	rna-XM_030986500.1	LOC578345
XP_030842363.1	rna-XM_030986503.1	LOC578345
XP_030842364.1	rna-XM_030986504.1	LOC578345
XP_030842361.1	rna-XM_030986501.1	LOC578345
XP_030842362.1	rna-XM_030986502.1	LOC578345
XP_030842365.1	rna-XM_030986505.1	LOC115918264
XP_030842367.1	rna-XM_030986507.1	LOC115918264
XP_030843485.1	rna-XM_030987625.1	LOC115924795
XP_030843486.1	rna-XM_030987626.1	LOC589519
XP_030843487.1	rna-XM_030987627.1	LOC115924796
XP_030842368.1	rna-XM_030986508.1	LOC763739
XP_030843488.1	rna-XM_030987628.1	LOC115924797
XP_030843490.1	rna-XM_030987630.1	LOC115924798
XP_030842369.1	rna-XM_030986509.1	LOC582547
XP_796333.4	rna-XM_791240.5	LOC591689
XP_030842370.1	rna-XM_030986510.1	LOC577384
XP_030842372.1	rna-XM_030986512.1	LOC575497
XP_030843491.1	rna-XM_030987631.1	LOC115918110
XP_030842376.1	rna-XM_030986516.1	LOC575562
XP_030842373.1	rna-XM_030986513.1	LOC575562
XP_030842374.1	rna-XM_030986514.1	LOC575562
XP_030842375.1	rna-XM_030986515.1	LOC575562
XP_782823.4	rna-XM_777730.5	LOC577507
XP_011662300.2	rna-XM_011663998.2	LOC584726
XP_030842378.1	rna-XM_030986518.1	LOC584676
XP_030843492.1	rna-XM_030987632.1	LOC581910
XP_030843434.1	rna-XM_030987574.1	LOC115924760
XP_003729043.1	rna-XM_003728995.3	LOC100891910
XP_003729044.2	rna-XM_003728996.3	LOC100891992
XP_011663222.2	rna-XM_011664920.2	LOC105437840
XP_011663220.2	rna-XM_011664918.2	LOC105437839
XP_003729045.2	rna-XM_003728997.3	LOC100892067
XP_787053.2	rna-XM_781960.4	LOC581983
XP_030842379.1	rna-XM_030986519.1	LOC582075
XP_030842380.1	rna-XM_030986520.1	LOC115924434
XP_030843435.1	rna-XM_030987575.1	LOC100892351
XP_030843493.1	rna-XM_030987633.1	LOC100892428
XP_030843494.1	rna-XM_030987634.1	LOC115924799
XP_030843495.1	rna-XM_030987635.1	LOC115924800
XP_030843496.1	rna-XM_030987636.1	LOC115924801
XP_011666935.1	rna-XM_011668633.2	LOC581454
XP_030843497.1	rna-XM_030987637.1	LOC105446587
XP_030843498.1	rna-XM_030987638.1	LOC105446583
XP_030843499.1	rna-XM_030987639.1	LOC100889926
XP_030842381.1	rna-XM_030986521.1	LOC105446584
XP_003730833.1	rna-XM_003730785.3	LOC100893872
XP_030842382.1	rna-XM_030986522.1	LOC588283
XP_030842383.1	rna-XM_030986523.1	LOC115924440
XP_030843500.1	rna-XM_030987640.1	LOC100892721
XP_030842384.1	rna-XM_030986524.1	LOC105442324
XP_030842386.1	rna-XM_030986526.1	LOC100891096
XP_030843501.1	rna-XM_030987641.1	LOC590614
XP_030843502.1	rna-XM_030987642.1	LOC105439570
XP_030842388.1	rna-XM_030986528.1	LOC115924446
XP_030842387.1	rna-XM_030986527.1	LOC115924446
XP_030842389.1	rna-XM_030986529.1	LOC115924448
XP_030843436.1	rna-XM_030987576.1	LOC115924761
XP_030843503.1	rna-XM_030987643.1	LOC105437713
XP_030843504.1	rna-XM_030987644.1	LOC115924802
XP_030842391.1	rna-XM_030986531.1	LOC115924452
XP_030843506.1	rna-XM_030987646.1	LOC115924803
XP_030843507.1	rna-XM_030987647.1	LOC115924804
XP_030843508.1	rna-XM_030987648.1	LOC115924805
XP_030843509.1	rna-XM_030987649.1	LOC100892096
XP_030843437.1	rna-XM_030987577.1	LOC105441346
XP_030843510.1	rna-XM_030987650.1	LOC105444273
XP_030843511.1	rna-XM_030987651.1	LOC115924806
XP_030843512.1	rna-XM_030987652.1	LOC115924807
XP_030843514.1	rna-XM_030987654.1	LOC105444342
XP_030842392.1	rna-XM_030986532.1	LOC589338
XP_030842393.1	rna-XM_030986533.1	LOC589317
XP_030843515.1	rna-XM_030987655.1	LOC752833
XP_003728877.2	rna-XM_003728829.3	LOC100892014
XP_003728876.2	rna-XM_003728828.3	LOC100891931
XP_030842397.1	rna-XM_030986537.1	LOC588292
XP_030842396.1	rna-XM_030986536.1	LOC588292
XP_030842395.1	rna-XM_030986535.1	LOC588292
XP_030842394.1	rna-XM_030986534.1	LOC588292
XP_030842398.1	rna-XM_030986538.1	LOC588292
XP_030842399.1	rna-XM_030986539.1	LOC594063
XP_030842400.1	rna-XM_030986540.1	LOC594063
XP_030842401.1	rna-XM_030986541.1	LOC594063
XP_030842402.1	rna-XM_030986542.1	LOC594063
XP_800421.3	rna-XM_795328.5	LOC586927
XP_030843438.1	rna-XM_030987578.1	LOC115924765
XP_780655.3	rna-XM_775562.5	LOC575144
XP_780716.3	rna-XM_775623.5	LOC575206
XP_787143.2	rna-XM_782050.2	LOC582077
XP_787178.2	rna-XM_782085.2	LOC582114
XP_011667839.1	rna-XM_011669537.1	LOC105439965
XP_030842403.1	rna-XM_030986543.1	LOC575279
XP_780852.4	rna-XM_775759.5	LOC575354
XP_030843440.1	rna-XM_030987580.1	LOC105439975
XP_030843516.1	rna-XM_030987656.1	LOC100893284
XP_030843517.1	rna-XM_030987657.1	LOC115924808
XP_030843518.1	rna-XM_030987658.1	LOC100887924
XP_030842404.1	rna-XM_030986544.1	LOC100893215
XP_011667840.2	rna-XM_011669538.2	LOC100893215
XP_011667855.2	rna-XM_011669553.2	LOC105439976
XP_030843519.1	rna-XM_030987659.1	LOC115924809
XP_030842406.1	rna-XM_030986546.1	LOC105439385
XP_011666614.2	rna-XM_011668312.2	LOC105439383
XP_003725250.2	rna-XM_003725202.3	LOC585009
XP_030842409.1	rna-XM_030986549.1	LOC115924456
XP_030842408.1	rna-XM_030986548.1	LOC594501
XP_030842407.1	rna-XM_030986547.1	LOC594501
XP_030842410.1	rna-XM_030986550.1	LOC115924457
XP_011675438.2	rna-XM_011677136.2	LOC105443672
XP_011675436.1	rna-XM_011677134.2	LOC583606
XP_030842413.1	rna-XM_030986553.1	LOC583606
XP_030842412.1	rna-XM_030986552.1	LOC583606
XP_030843520.1	rna-XM_030987660.1	LOC584480
XP_030843441.1	rna-XM_030987581.1	LOC585363
XP_030842414.1	rna-XM_030986554.1	LOC115918672
XP_030842415.1	rna-XM_030986555.1	LOC756818
XP_030842416.1	rna-XM_030986556.1	LOC115918673
XP_030842418.1	rna-XM_030986558.1	LOC754487
XP_030842417.1	rna-XM_030986557.1	LOC754487
XP_001185847.2	rna-XM_001185847.4	LOC754487
XP_030842419.1	rna-XM_030986559.1	LOC100892845
XP_003726043.2	rna-XM_003725995.3	LOC100892121
XP_030843521.1	rna-XM_030987661.1	LOC115924810
XP_030843522.1	rna-XM_030987662.1	LOC115924811
XP_030843523.1	rna-XM_030987663.1	LOC115924812
XP_011675432.2	rna-XM_011677130.2	LOC591905
XP_011675431.2	rna-XM_011677129.2	LOC591905
XP_030842421.1	rna-XM_030986561.1	LOC591905
XP_003726041.2	rna-XM_003725993.3	LOC575956
XP_781407.3	rna-XM_776314.5	LOC575956
XP_011675430.2	rna-XM_011677128.2	LOC594281
XP_011671669.1	rna-XM_011673367.2	LOC578559
XP_001195486.3	rna-XM_001195486.4	LOC756518
XP_030842422.1	rna-XM_030986562.1	LOC756528
XP_030842423.1	rna-XM_030986563.1	LOC581229
XP_011677745.2	rna-XM_011679443.2	LOC591892
XP_030843442.1	rna-XM_030987582.1	LOC115924766
XP_030843524.1	rna-XM_030987664.1	LOC115924813
XP_030843525.1	rna-XM_030987665.1	LOC115924814
XP_030843526.1	rna-XM_030987666.1	LOC105443614
XP_030843527.1	rna-XM_030987667.1	LOC105443615
XP_030842425.1	rna-XM_030986565.1	LOC100893654
XP_030842426.1	rna-XM_030986566.1	LOC100893654
XP_030842428.1	rna-XM_030986568.1	LOC577460
XP_030842427.1	rna-XM_030986567.1	LOC577460
XP_030843528.1	rna-XM_030987668.1	LOC115924815
XP_030842430.1	rna-XM_030986570.1	LOC593620
XP_798184.1	rna-XM_793091.5	LOC593620
XP_030842429.1	rna-XM_030986569.1	LOC593620
XP_030842431.1	rna-XM_030986571.1	LOC100893293
XP_030843529.1	rna-XM_030987669.1	LOC105443864
XP_030843530.1	rna-XM_030987670.1	LOC115924817
XP_781241.2	rna-XM_776148.4	LOC575771
XP_030842432.1	rna-XM_030986572.1	LOC575700
XP_030842434.1	rna-XM_030986574.1	LOC753785
XP_030843531.1	rna-XM_030987671.1	LOC115924818
XP_011675812.2	rna-XM_011677510.2	LOC105443863
XP_030842435.1	rna-XM_030986575.1	LOC105443863
XP_780996.3	rna-XM_775903.5	LOC575506
XP_030843532.1	rna-XM_030987672.1	LOC589637
XP_030843533.1	rna-XM_030987673.1	LOC105442698
XP_030843534.1	rna-XM_030987674.1	LOC105447281
XP_030842436.1	rna-XM_030986576.1	LOC105447280
XP_030843535.1	rna-XM_030987675.1	LOC590693
XP_030843536.1	rna-XM_030987676.1	LOC754860
XP_030843538.1	rna-XM_030987678.1	LOC105443860
XP_030842437.1	rna-XM_030986577.1	LOC105444091
XP_030843443.1	rna-XM_030987583.1	LOC100888532
XP_030842440.1	rna-XM_030986580.1	LOC754783
XP_030842441.1	rna-XM_030986581.1	LOC754783
XP_030842442.1	rna-XM_030986582.1	LOC754783
XP_030842443.1	rna-XM_030986583.1	LOC754783
XP_030842439.1	rna-XM_030986579.1	LOC754783
XP_030842444.1	rna-XM_030986584.1	LOC754783
XP_030842445.1	rna-XM_030986585.1	LOC115924465
XP_030842446.1	rna-XM_030986586.1	LOC587517
XP_003724424.2	rna-XM_003724376.3	LOC587868
XP_003724425.2	rna-XM_003724377.3	LOC587868
XP_011661750.2	rna-XM_011663448.2	LOC587868
XP_030842447.1	rna-XM_030986587.1	LOC100889951
XP_030842448.1	rna-XM_030986588.1	LOC753796
XP_030842449.1	rna-XM_030986589.1	LOC105437156
XP_030842450.1	rna-XM_030986590.1	LOC578500
XP_030842451.1	rna-XM_030986591.1	LOC578500
XP_003724429.3	rna-XM_003724381.3	LOC578561
XP_030842453.1	rna-XM_030986593.1	LOC589870
XP_030842454.1	rna-XM_030986594.1	LOC100892060
XP_030842455.1	rna-XM_030986595.1	LOC590742
XP_030842456.1	rna-XM_030986596.1	LOC589170
XP_030842457.1	rna-XM_030986597.1	LOC589170
XP_030842459.1	rna-XM_030986599.1	LOC593854
XP_030842458.1	rna-XM_030986598.1	LOC593854
XP_011660979.2	rna-XM_011662677.2	LOC105436762
XP_011660974.2	rna-XM_011662672.2	LOC100888674
XP_011660972.2	rna-XM_011662670.2	LOC100888674
XP_011660973.2	rna-XM_011662671.2	LOC100888674
XP_030842461.1	rna-XM_030986601.1	LOC581252
XP_030842462.1	rna-XM_030986602.1	LOC581252
