Orthogroup	HELIO_ok	CAEEL
OG0001397	HELIO_01273	CAEEL05815, CAEEL05422, CAEEL16780, CAEEL05924, CAEEL19916
OG0001397	HELIO_04122	CAEEL19290
OG0001398	HELIO_00222	CAEEL14339
OG0001399	HELIO_05014, HELIO_08757	CAEEL00972
OG0001402	HELIO_06192	CAEEL04844, CAEEL04850
OG0001404	HELIO_08622	CAEEL15778
OG0001405	HELIO_01612	CAEEL00987
OG0001405	HELIO_02155	CAEEL02297
OG0001408	HELIO_02887	CAEEL19513
OG0001409	HELIO_05260	CAEEL02567
OG0001410	HELIO_07114	CAEEL16277
OG0001411	HELIO_03361	CAEEL07405
OG0001413	HELIO_11436	CAEEL08368
OG0001413	HELIO_10258	CAEEL04716
OG0001414	HELIO_00902, HELIO_00745	CAEEL13823
OG0001417	HELIO_00311	CAEEL02921
OG0001418	HELIO_09143	CAEEL11722
OG0001421	HELIO_02587	CAEEL14241
OG0001422	HELIO_00344	CAEEL06778
OG0001423	HELIO_03132	CAEEL18493
OG0001424	HELIO_00747	CAEEL12121
OG0001424	HELIO_01935	CAEEL10850
OG0001425	HELIO_01653	CAEEL12269, CAEEL12270, CAEEL12268, CAEEL12271
OG0001426	HELIO_02149	CAEEL06005, CAEEL06004
OG0001428	HELIO_11579	CAEEL05279
OG0001430	HELIO_08384	CAEEL14236
OG0001431	HELIO_00600	CAEEL01932, CAEEL07478
OG0001432	HELIO_11010, HELIO_11878	CAEEL18746
OG0001437	HELIO_04743	CAEEL01346, CAEEL01345
OG0001439	HELIO_02716	CAEEL19443
OG0001440	HELIO_03196	CAEEL02919
OG0001445	HELIO_12183	CAEEL10043, CAEEL10044
OG0001449	HELIO_03720	CAEEL05216
OG0001452	HELIO_09077, HELIO_09076	CAEEL02837
OG0001455	HELIO_05822	CAEEL04493
OG0001459	HELIO_08961	CAEEL20135, CAEEL17975
OG0001460	HELIO_01716	CAEEL11040, CAEEL11027
OG0001461	HELIO_04207	CAEEL09368
OG0001462	HELIO_03160	CAEEL03309
OG0001464	HELIO_00437	CAEEL07180
OG0001465	HELIO_09508	CAEEL06490
OG0001466	HELIO_09852, HELIO_00231	CAEEL00165
OG0001468	HELIO_09103	CAEEL01968, CAEEL01966, CAEEL01967
OG0001469	HELIO_10093	CAEEL06147
OG0001469	HELIO_12462	CAEEL06502
OG0001472	HELIO_05084	CAEEL07491
OG0001472	HELIO_09162	CAEEL02663
OG0001473	HELIO_01497, HELIO_06355, HELIO_01429	CAEEL15728, CAEEL16017
OG0001474	HELIO_05046	CAEEL07328
OG0001475	HELIO_12116, HELIO_06079	CAEEL05298
OG0001476	HELIO_08408	CAEEL00667
OG0001478	HELIO_10243	CAEEL11433
OG0001479	HELIO_00677	CAEEL19245
OG0001480	HELIO_03092	CAEEL01047
OG0001482	HELIO_08972	CAEEL08859
OG0001484	HELIO_03855	CAEEL01076, CAEEL01075
OG0001485	HELIO_08845	CAEEL01187
OG0001486	HELIO_11744	CAEEL06199
OG0001489	HELIO_12039	CAEEL05101
OG0001490	HELIO_10701	CAEEL16486
OG0001492	HELIO_09966	CAEEL08792
OG0001500	HELIO_03279	CAEEL11009
OG0001503	HELIO_00871	CAEEL04111
OG0001503	HELIO_00967	CAEEL08520
OG0001504	HELIO_02828, HELIO_12551	CAEEL05392
OG0001505	HELIO_01480	CAEEL05185, CAEEL08607
OG0001506	HELIO_05280, HELIO_08428	CAEEL04371
OG0001508	HELIO_05840	CAEEL19670
OG0001510	HELIO_10061	CAEEL19165
OG0001512	HELIO_06404	CAEEL01283
OG0001514	HELIO_10777	CAEEL18917
OG0001515	HELIO_11317	CAEEL07598
OG0001516	HELIO_05144	CAEEL05831
OG0001517	HELIO_02409	CAEEL20700
OG0001522	HELIO_00391, HELIO_11736	CAEEL01881
OG0001523	HELIO_04060	CAEEL20306
OG0001524	HELIO_01459	CAEEL18987, CAEEL00715
OG0001525	HELIO_07734	CAEEL08599, CAEEL13978, CAEEL13977, CAEEL14698, CAEEL08600
OG0001526	HELIO_03062	CAEEL19873
OG0001527	HELIO_04544	CAEEL08026
OG0001527	HELIO_10434	CAEEL02029
OG0001528	HELIO_02093	CAEEL20795
OG0001529	HELIO_08747	CAEEL01822, CAEEL20748, CAEEL06896
OG0001530	HELIO_09208	CAEEL11993
OG0001531	HELIO_03563	CAEEL08503
OG0001532	HELIO_07182	CAEEL04337, CAEEL04338, CAEEL04294, CAEEL05090
OG0001533	HELIO_12019	CAEEL01048, CAEEL19033, CAEEL11552
OG0001536	HELIO_00034	CAEEL11259, CAEEL20066, CAEEL20058
OG0001538	HELIO_05127	CAEEL15530
OG0001551	HELIO_02886	CAEEL13359
OG0001553	HELIO_04975	CAEEL10745
OG0001554	HELIO_02815	CAEEL00812
OG0001555	HELIO_01524, HELIO_06994	CAEEL17420, CAEEL04181
OG0001557	HELIO_05083	CAEEL09005
OG0001557	HELIO_06596	CAEEL09508
OG0001558	HELIO_02760	CAEEL05103, CAEEL08374
OG0001559	HELIO_06123	CAEEL16062
OG0001561	HELIO_08393	CAEEL11007
OG0001567	HELIO_06880	CAEEL04524
OG0001568	HELIO_05132	CAEEL15339
OG0001570	HELIO_02540	CAEEL11034
OG0001571	HELIO_00290	CAEEL18118
OG0001572	HELIO_04693	CAEEL00311
OG0001575	HELIO_05293	CAEEL09642
OG0001576	HELIO_11858	CAEEL00120
OG0001578	HELIO_08790, HELIO_08789	CAEEL10814, CAEEL18928
OG0001580	HELIO_11365	CAEEL02579
OG0001581	HELIO_05221, HELIO_07860	CAEEL09430, CAEEL13347, CAEEL16915
OG0001583	HELIO_12114	CAEEL19802
OG0001589	HELIO_12278	CAEEL18417
OG0001590	HELIO_11606, HELIO_02516	CAEEL15262, CAEEL15263
OG0001593	HELIO_04977	CAEEL02963, CAEEL13946
OG0001594	HELIO_11160	CAEEL08545
OG0001597	HELIO_04679	CAEEL10283
OG0001599	HELIO_02009	CAEEL20479
OG0001602	HELIO_08752, HELIO_08751, HELIO_08750, HELIO_08749	CAEEL18101
OG0001604	HELIO_12168	CAEEL04879
OG0001606	HELIO_11612	CAEEL14239
OG0001608	HELIO_09014, HELIO_09013	CAEEL02190, CAEEL02191
OG0001609	HELIO_04479	CAEEL19774
OG0001609	HELIO_00769	CAEEL10790
OG0001610	HELIO_06066	CAEEL02035, CAEEL20252
OG0001611	HELIO_10992	CAEEL15699
OG0001612	HELIO_03470	CAEEL02577
OG0001614	HELIO_09695	CAEEL01012
OG0001615	HELIO_04146	CAEEL04670
OG0001617	HELIO_03713	CAEEL10780
OG0001620	HELIO_04031	CAEEL18514, CAEEL18862
OG0001621	HELIO_05621, HELIO_05048	CAEEL08615
OG0001627	HELIO_03358, HELIO_11162	CAEEL00684
OG0001628	HELIO_11311, HELIO_03654	CAEEL00193
OG0001629	HELIO_11337	CAEEL19941
OG0001630	HELIO_11857	CAEEL05563
OG0001635	HELIO_00639	CAEEL08024
OG0001638	HELIO_10751	CAEEL09133, CAEEL15796, CAEEL12088, CAEEL20172
OG0001640	HELIO_12233	CAEEL10788
OG0001642	HELIO_00859, HELIO_00858	CAEEL15818
OG0001643	HELIO_03459	CAEEL19599
OG0001651	HELIO_08544	CAEEL10611
OG0001652	HELIO_06903	CAEEL15806
OG0001653	HELIO_02536	CAEEL03026
OG0001654	HELIO_00734, HELIO_02525	CAEEL20359, CAEEL20360
OG0001655	HELIO_08331	CAEEL05314
OG0001656	HELIO_09773	CAEEL07456
OG0001657	HELIO_09713	CAEEL08928, CAEEL08927
OG0001659	HELIO_01990	CAEEL00855
OG0001661	HELIO_12135	CAEEL14147
OG0001663	HELIO_06205, HELIO_04184	CAEEL10899, CAEEL10898
OG0001665	HELIO_08876, HELIO_01144	CAEEL07716
OG0001666	HELIO_07524, HELIO_03742	CAEEL07781
OG0001668	HELIO_03082	CAEEL00277
OG0001671	HELIO_08248, HELIO_08266	CAEEL19781
OG0001672	HELIO_11405	CAEEL08375
OG0001673	HELIO_05452	CAEEL17134, CAEEL17133
OG0001675	HELIO_05454	CAEEL00808
OG0001676	HELIO_09106	CAEEL01617
OG0001677	HELIO_10400	CAEEL07860
OG0001679	HELIO_08774, HELIO_10789, HELIO_00740	CAEEL18912
OG0001680	HELIO_00317	CAEEL15664
OG0001683	HELIO_10892	CAEEL00875
OG0001684	HELIO_11576	CAEEL08513, CAEEL19560
OG0001685	HELIO_02127	CAEEL06629, CAEEL19461
OG0001688	HELIO_04799	CAEEL06653
OG0001690	HELIO_12652, HELIO_07206	CAEEL02923
OG0001691	HELIO_03141	CAEEL09136, CAEEL09137
OG0001706	HELIO_03225	CAEEL00824
OG0001707	HELIO_04517	CAEEL18144, CAEEL17802
OG0001709	HELIO_12693	CAEEL07646, CAEEL07650
OG0001710	HELIO_01243	CAEEL11053
OG0001711	HELIO_09636	CAEEL15052
OG0001713	HELIO_10733	CAEEL04261
OG0001714	HELIO_10062	CAEEL12772
OG0001714	HELIO_01478	CAEEL15825
OG0001718	HELIO_08374	CAEEL12769
OG0001720	HELIO_01666	CAEEL07819
OG0001721	HELIO_04710	CAEEL10104, CAEEL11043
OG0001723	HELIO_03904	CAEEL19731
OG0001724	HELIO_09512	CAEEL00188, CAEEL09412
OG0001726	HELIO_12477	CAEEL15546
OG0001727	HELIO_00379	CAEEL15354
OG0001728	HELIO_06859	CAEEL20444
OG0001730	HELIO_09660	CAEEL04519
OG0001732	HELIO_08312	CAEEL05337
OG0001733	HELIO_06708, HELIO_05078	CAEEL11586
OG0001734	HELIO_09373, HELIO_10503, HELIO_04822	CAEEL11289
OG0001735	HELIO_08576	CAEEL08598
OG0001736	HELIO_04175	CAEEL20331
OG0001738	HELIO_00898	CAEEL09745, CAEEL09746
OG0001739	HELIO_08138	CAEEL10953
OG0001743	HELIO_12557	CAEEL18830
OG0001744	HELIO_00852	CAEEL18540
OG0001746	HELIO_10565	CAEEL09374
OG0001747	HELIO_09412	CAEEL13414, CAEEL14611, CAEEL15557
OG0001749	HELIO_08042	CAEEL07118
OG0001750	HELIO_09724	CAEEL08294
OG0001754	HELIO_12416	CAEEL06405
OG0001755	HELIO_08464	CAEEL12716
OG0001755	HELIO_03611	CAEEL16403
OG0001756	HELIO_00970, HELIO_03773	CAEEL02757
OG0001758	HELIO_11236	CAEEL12018, CAEEL10328, CAEEL02808, CAEEL03701, CAEEL00164
OG0001769	HELIO_00478	CAEEL12367
OG0001770	HELIO_10082	CAEEL12180
OG0001774	HELIO_11501	CAEEL20358
OG0001774	HELIO_04350	CAEEL07377, CAEEL01266
OG0001775	HELIO_07189	CAEEL01757
OG0001776	HELIO_07496	CAEEL20827
OG0001777	HELIO_09390, HELIO_09392	CAEEL07037
OG0001780	HELIO_10081	CAEEL12979
OG0001781	HELIO_09978	CAEEL04378
OG0001781	HELIO_01738	CAEEL06468
OG0001782	HELIO_12571	CAEEL11605
OG0001783	HELIO_02058	CAEEL18807
OG0001785	HELIO_10072, HELIO_04363	CAEEL10450, CAEEL07502
OG0001786	HELIO_11267	CAEEL18388
OG0001787	HELIO_11607	CAEEL07669
OG0001790	HELIO_10737	CAEEL19999
OG0001792	HELIO_03262	CAEEL00159
OG0001793	HELIO_05244	CAEEL07806
OG0001797	HELIO_04449, HELIO_00752	CAEEL19521, CAEEL11913, CAEEL20460
OG0001798	HELIO_12260	CAEEL02504
OG0001799	HELIO_09682	CAEEL07172
OG0001800	HELIO_04276	CAEEL10920, CAEEL02655, CAEEL10124
OG0001805	HELIO_06016	CAEEL10422, CAEEL19401
OG0001809	HELIO_10155	CAEEL18133
OG0001810	HELIO_10709	CAEEL00534
OG0001815	HELIO_12005	CAEEL15383
OG0001816	HELIO_05248	CAEEL05710
OG0001818	HELIO_10184	CAEEL16460
OG0001819	HELIO_03116	CAEEL08110
OG0001820	HELIO_08557, HELIO_09627	CAEEL00161
OG0001821	HELIO_08607	CAEEL18946, CAEEL11366, CAEEL11028, CAEEL00517, CAEEL17960, CAEEL19600
OG0001822	HELIO_05027	CAEEL14275, CAEEL14276
OG0001823	HELIO_12209	CAEEL18465
OG0001824	HELIO_03287, HELIO_07619, HELIO_09735	CAEEL20525
OG0001825	HELIO_02386	CAEEL00895
OG0001826	HELIO_08793	CAEEL08005, CAEEL18927
OG0001827	HELIO_08093	CAEEL12511
OG0001830	HELIO_10008	CAEEL00742
OG0001831	HELIO_06925	CAEEL10161, CAEEL19257
OG0001832	HELIO_12779	CAEEL05995
OG0001834	HELIO_07484	CAEEL08270
OG0001835	HELIO_12136, HELIO_00116, HELIO_11440, HELIO_12172	CAEEL15709
OG0001846	HELIO_07000	CAEEL02581, CAEEL02580
OG0001849	HELIO_12087	CAEEL04779
OG0001849	HELIO_03244	CAEEL07132
OG0001850	HELIO_06095	CAEEL04901
OG0001852	HELIO_00847	CAEEL10571
OG0001853	HELIO_01954, HELIO_07750	CAEEL00334, CAEEL01622
OG0001857	HELIO_11313	CAEEL04635
OG0001860	HELIO_02411	CAEEL19534
OG0001862	HELIO_03770	CAEEL07094
OG0001863	HELIO_05463	CAEEL11286
OG0001864	HELIO_11876	CAEEL00359
OG0001866	HELIO_08400	CAEEL12131
OG0001867	HELIO_02515	CAEEL18932
OG0001869	HELIO_03150	CAEEL04506
OG0001870	HELIO_11367	CAEEL18619
OG0001872	HELIO_12105	CAEEL20718
OG0001873	HELIO_07677, HELIO_06086	CAEEL14280, CAEEL14281, CAEEL15718
OG0001874	HELIO_01670	CAEEL00933
OG0001876	HELIO_04432, HELIO_01518	CAEEL11614
OG0001878	HELIO_05924	CAEEL07138
OG0001881	HELIO_11210	CAEEL18890
OG0001883	HELIO_04758	CAEEL19810
OG0001884	HELIO_09046	CAEEL01920, CAEEL19384, CAEEL00428, CAEEL18714, CAEEL01922
OG0001886	HELIO_07679	CAEEL20566, CAEEL20351
OG0001887	HELIO_12128	CAEEL05740
OG0001888	HELIO_08194	CAEEL18672, CAEEL11639
OG0001890	HELIO_02855	CAEEL18655
OG0001895	HELIO_02660, HELIO_06563	CAEEL00352, CAEEL16104
OG0001897	HELIO_10470, HELIO_10469	CAEEL00130
OG0001898	HELIO_04077, HELIO_12763	CAEEL15099
OG0001899	HELIO_05952	CAEEL14131
OG0001900	HELIO_03722	CAEEL16160
OG0001903	HELIO_08222	CAEEL12995
OG0001913	HELIO_10845	CAEEL00139
OG0001914	HELIO_12364	CAEEL15938
OG0001915	HELIO_02308	CAEEL10189
OG0001916	HELIO_08357	CAEEL07131
OG0001917	HELIO_00213	CAEEL05323, CAEEL05320, CAEEL05322, CAEEL05321
OG0001918	HELIO_07821	CAEEL07844
OG0001919	HELIO_06163	CAEEL18092
OG0001920	HELIO_09697	CAEEL03600
OG0001923	HELIO_01788	CAEEL00866, CAEEL02499
OG0001926	HELIO_02998	CAEEL05295
OG0001928	HELIO_00908	CAEEL19148
OG0001930	HELIO_07719	CAEEL01812
OG0001932	HELIO_03169	CAEEL18548, CAEEL17132
OG0001932	HELIO_03170	CAEEL20531
OG0001934	HELIO_02521	CAEEL04980, CAEEL04981
OG0001935	HELIO_09449, HELIO_05458	CAEEL01455
OG0001940	HELIO_03882	CAEEL08846
OG0001945	HELIO_03288	CAEEL05071
OG0001946	HELIO_08201	CAEEL11023
OG0001947	HELIO_03774	CAEEL20697
OG0001948	HELIO_09808	CAEEL15692
OG0001949	HELIO_12106	CAEEL19721
OG0001950	HELIO_09752	CAEEL05818
OG0001951	HELIO_04565	CAEEL08644, CAEEL02798
OG0001952	HELIO_06639, HELIO_02821	CAEEL00959
OG0001953	HELIO_05793	CAEEL01457
OG0001958	HELIO_07906	CAEEL19146
OG0001961	HELIO_03253	CAEEL11703
OG0001962	HELIO_05917	CAEEL07745
OG0001963	HELIO_02883	CAEEL09651
OG0001964	HELIO_02293	CAEEL12015, CAEEL18880
OG0001965	HELIO_01378	CAEEL15340
OG0001966	HELIO_12247, HELIO_05868	CAEEL15352, CAEEL06723
OG0001968	HELIO_10670	CAEEL10639
OG0001971	HELIO_09862	CAEEL16320, CAEEL14231, CAEEL18293, CAEEL18291, CAEEL04802, CAEEL10583
OG0001974	HELIO_09499	CAEEL10261
OG0001985	HELIO_03642	CAEEL08373, CAEEL02584, CAEEL02585
OG0001987	HELIO_11331, HELIO_11332	CAEEL06766
OG0001988	HELIO_07776	CAEEL02095
OG0001989	HELIO_03695	CAEEL20436
OG0001990	HELIO_00537	CAEEL18486
OG0001992	HELIO_10036	CAEEL00543
OG0001993	HELIO_10948	CAEEL15736
OG0001994	HELIO_02654, HELIO_02655	CAEEL19344, CAEEL02372
OG0001996	HELIO_03603	CAEEL07117
OG0001998	HELIO_01282	CAEEL08296
OG0001999	HELIO_09986	CAEEL06715
OG0002000	HELIO_05949, HELIO_07944	CAEEL08459
OG0002001	HELIO_11853, HELIO_12151	CAEEL07856
OG0002002	HELIO_00088, HELIO_11800	CAEEL05495, CAEEL09310, CAEEL01852
OG0002003	HELIO_03803	CAEEL18663
OG0002004	HELIO_03765	CAEEL08821, CAEEL14586, CAEEL09383, CAEEL11550
OG0002005	HELIO_12220	CAEEL10504
OG0002006	HELIO_12425, HELIO_07537	CAEEL16051, CAEEL18232
OG0002008	HELIO_10242, HELIO_04821	CAEEL11706
OG0002009	HELIO_12665	CAEEL18123, CAEEL18838, CAEEL10136, CAEEL10135, CAEEL10131, CAEEL08207
OG0002011	HELIO_09289	CAEEL06587, CAEEL01459
OG0002013	HELIO_06898	CAEEL00803, CAEEL01317
OG0002015	HELIO_05227	CAEEL07232
OG0002016	HELIO_11944	CAEEL10751
OG0002017	HELIO_02990	CAEEL04551
OG0002018	HELIO_08541	CAEEL08242
OG0002020	HELIO_12230	CAEEL20282
OG0002021	HELIO_05311	CAEEL10833, CAEEL10005, CAEEL09715, CAEEL19049, CAEEL09714, CAEEL09716
OG0002023	HELIO_02236	CAEEL12418
OG0002026	HELIO_08421, HELIO_11050	CAEEL09267
OG0002027	HELIO_00634	CAEEL19841
OG0002031	HELIO_07245	CAEEL07288
OG0002032	HELIO_01093	CAEEL15092
OG0002035	HELIO_03679	CAEEL04843, CAEEL04846
OG0002036	HELIO_01904	CAEEL17432
OG0002037	HELIO_11181	CAEEL09947
OG0002042	HELIO_06664	CAEEL11958, CAEEL11961, CAEEL11957, CAEEL11960, CAEEL13817
OG0002043	HELIO_03396	CAEEL01497
OG0002057	HELIO_10449	CAEEL04582, CAEEL04584
OG0002058	HELIO_06156, HELIO_05493	CAEEL19167, CAEEL04214, CAEEL05165, CAEEL05708, CAEEL12727, CAEEL05570
OG0002059	HELIO_03914	CAEEL20695
OG0002062	HELIO_06049	CAEEL01567
OG0002063	HELIO_07475	CAEEL01336
OG0002064	HELIO_04147, HELIO_06032	CAEEL17790
OG0002067	HELIO_05446	CAEEL08430
OG0002068	HELIO_11283	CAEEL15280
OG0002073	HELIO_09897	CAEEL08416, CAEEL13072, CAEEL01141, CAEEL05593
OG0002075	HELIO_08453	CAEEL15213
OG0002076	HELIO_08411	CAEEL17850
OG0002077	HELIO_03623	CAEEL08392
OG0002079	HELIO_03430, HELIO_08843	CAEEL07901
OG0002080	HELIO_05901	CAEEL03246, CAEEL12691
OG0002081	HELIO_08258	CAEEL14941, CAEEL14928
OG0002087	HELIO_10536, HELIO_09035	CAEEL07742
OG0002090	HELIO_05584	CAEEL00790
OG0002094	HELIO_05259, HELIO_04476	CAEEL11189, CAEEL11187, CAEEL11188, CAEEL10823
OG0002097	HELIO_00551	CAEEL03161, CAEEL00098, CAEEL19231
OG0002099	HELIO_04690, HELIO_12497	CAEEL05221
OG0002101	HELIO_03548	CAEEL04990
OG0002102	HELIO_06446	CAEEL20714
OG0002103	HELIO_08047	CAEEL16392, CAEEL16394
OG0002104	HELIO_10363	CAEEL08654
OG0002105	HELIO_06912	CAEEL18772
OG0002106	HELIO_06196	CAEEL18235, CAEEL08825
OG0002107	HELIO_03046	CAEEL07845
OG0002108	HELIO_01842	CAEEL05450, CAEEL05957, CAEEL15378
OG0002122	HELIO_06970, HELIO_05884	CAEEL09431
OG0002123	HELIO_11783	CAEEL05315
OG0002124	HELIO_07566	CAEEL05107
OG0002125	HELIO_03401	CAEEL10327
OG0002131	HELIO_00247, HELIO_08098	CAEEL00336
OG0002135	HELIO_00424	CAEEL01398, CAEEL15762
OG0002139	HELIO_07955	CAEEL15822
OG0002142	HELIO_07986	CAEEL01037
OG0002143	HELIO_09585	CAEEL01697
OG0002144	HELIO_01280	CAEEL08787
OG0002145	HELIO_04062	CAEEL00125
OG0002146	HELIO_02638	CAEEL10604
OG0002147	HELIO_06765	CAEEL05229
OG0002148	HELIO_04883	CAEEL13205
OG0002149	HELIO_11475	CAEEL09018, CAEEL08046
OG0002151	HELIO_01394	CAEEL19229
OG0002152	HELIO_07905	CAEEL00179
OG0002154	HELIO_11807	CAEEL18065
OG0002156	HELIO_12738, HELIO_03634	CAEEL08424
OG0002157	HELIO_07597	CAEEL10861
OG0002160	HELIO_00185	CAEEL05075
OG0002163	HELIO_08396	CAEEL04144
OG0002164	HELIO_10824	CAEEL04595, CAEEL04594, CAEEL19903
OG0002165	HELIO_11027	CAEEL07004, CAEEL04348, CAEEL13880
OG0002166	HELIO_08775	CAEEL06693, CAEEL06692
OG0002167	HELIO_02415	CAEEL10771, CAEEL20502
OG0002168	HELIO_07698, HELIO_12373	CAEEL06529
OG0002169	HELIO_05746, HELIO_06281	CAEEL19452
OG0002170	HELIO_08216	CAEEL11886
OG0002171	HELIO_11666	CAEEL09511
OG0002173	HELIO_10127	CAEEL02072
OG0002175	HELIO_07325	CAEEL11081
OG0002177	HELIO_06435	CAEEL16080
OG0002179	HELIO_11957	CAEEL17210, CAEEL19563
OG0002182	HELIO_07381	CAEEL11866
OG0002184	HELIO_03187, HELIO_03186	CAEEL06428
OG0002185	HELIO_02280	CAEEL01312
OG0002187	HELIO_06883	CAEEL05615
OG0002188	HELIO_11286	CAEEL10832
OG0002190	HELIO_11217	CAEEL18099
OG0002191	HELIO_05501	CAEEL00670
OG0002211	HELIO_10863, HELIO_07293	CAEEL08596
OG0002213	HELIO_09582	CAEEL09259
OG0002215	HELIO_05473, HELIO_01703, HELIO_08176, HELIO_06304, HELIO_01702	CAEEL19732
OG0002216	HELIO_08118	CAEEL09929, CAEEL09930
OG0002217	HELIO_07595	CAEEL18475, CAEEL05058
OG0002218	HELIO_08235	CAEEL00880
OG0002221	HELIO_00629	CAEEL05780
OG0002222	HELIO_01086	CAEEL05529
OG0002224	HELIO_08402	CAEEL10158
OG0002225	HELIO_05714	CAEEL15252
OG0002226	HELIO_03074	CAEEL04806
OG0002227	HELIO_01271	CAEEL00491
OG0002228	HELIO_10818	CAEEL05227
OG0002229	HELIO_11908	CAEEL08325
OG0002236	HELIO_10095, HELIO_10094	CAEEL18503
OG0002237	HELIO_11740, HELIO_11741	CAEEL00004
OG0002240	HELIO_06722	CAEEL05366
OG0002241	HELIO_09347	CAEEL07281
OG0002242	HELIO_03928	CAEEL01267
OG0002243	HELIO_12098	CAEEL05910, CAEEL11717
OG0002244	HELIO_01234, HELIO_09967	CAEEL02764
OG0002246	HELIO_12705	CAEEL00010
OG0002248	HELIO_00698	CAEEL09675
OG0002251	HELIO_12433	CAEEL18329, CAEEL19690
OG0002252	HELIO_01235	CAEEL18710
OG0002255	HELIO_12509, HELIO_02143	CAEEL01086
OG0002258	HELIO_06245	CAEEL10467
OG0002259	HELIO_12604	CAEEL08231
OG0002260	HELIO_09310	CAEEL08208
OG0002261	HELIO_06100	CAEEL09054
OG0002262	HELIO_00173	CAEEL07374
OG0002263	HELIO_06943	CAEEL08085
OG0002264	HELIO_02936	CAEEL01891
OG0002265	HELIO_01860	CAEEL01664
OG0002266	HELIO_09260	CAEEL18931
OG0002270	HELIO_04696	CAEEL01255
OG0002272	HELIO_11743	CAEEL00181
OG0002277	HELIO_12167	CAEEL12016
OG0002278	HELIO_09110	CAEEL17984, CAEEL17983
OG0002280	HELIO_07707	CAEEL01565
OG0002282	HELIO_05112	CAEEL05126
OG0002283	HELIO_08866, HELIO_08865	CAEEL11974
OG0002284	HELIO_12726	CAEEL09475
OG0002286	HELIO_03879	CAEEL15075
OG0002288	HELIO_07429	CAEEL11923
OG0002289	HELIO_03380	CAEEL09428, CAEEL09935, CAEEL20243, CAEEL11495
OG0002293	HELIO_02043	CAEEL01475
OG0002294	HELIO_08497	CAEEL03275, CAEEL03274
OG0002312	HELIO_12558	CAEEL04818, CAEEL04817
OG0002316	HELIO_12382	CAEEL01858, CAEEL01859
OG0002317	HELIO_02026	CAEEL13995
OG0002318	HELIO_12246, HELIO_12682	CAEEL05991
OG0002321	HELIO_05182	CAEEL11607
OG0002322	HELIO_08056	CAEEL12636, CAEEL12634
OG0002324	HELIO_10551, HELIO_09504	CAEEL14861
OG0002325	HELIO_01569	CAEEL12660
OG0002326	HELIO_03775	CAEEL19309
OG0002327	HELIO_05706	CAEEL11423
OG0002331	HELIO_09275	CAEEL13492, CAEEL01768
OG0002332	HELIO_10520	CAEEL07378
OG0002335	HELIO_02492	CAEEL02679, CAEEL02678
OG0002336	HELIO_11534	CAEEL18832
OG0002340	HELIO_10066	CAEEL00545
OG0002340	HELIO_07363	CAEEL20587
OG0002341	HELIO_10080, HELIO_10079	CAEEL07757
OG0002342	HELIO_12191	CAEEL06352, CAEEL06355, CAEEL00891
OG0002343	HELIO_11409	CAEEL20506, CAEEL10734
OG0002344	HELIO_01896	CAEEL07661
OG0002346	HELIO_09863	CAEEL04391
OG0002348	HELIO_04598	CAEEL12095
OG0002350	HELIO_08873, HELIO_08874	CAEEL20154
OG0002352	HELIO_09892	CAEEL04784
OG0002354	HELIO_07745	CAEEL09038
OG0002355	HELIO_07256	CAEEL08630
OG0002356	HELIO_09006	CAEEL17852
OG0002357	HELIO_07681	CAEEL14198
OG0002358	HELIO_03502	CAEEL20542
OG0002359	HELIO_06338	CAEEL10259
OG0002360	HELIO_02623	CAEEL19089
OG0002361	HELIO_05139	CAEEL16240, CAEEL14724
OG0002362	HELIO_10755	CAEEL01494
OG0002363	HELIO_06225	CAEEL18180
OG0002366	HELIO_04920	CAEEL01476
OG0002367	HELIO_12396	CAEEL02851
OG0002368	HELIO_02256	CAEEL06921
OG0002369	HELIO_10202	CAEEL00665
OG0002370	HELIO_01318	CAEEL06782
OG0002371	HELIO_03580	CAEEL10782, CAEEL02897
OG0002374	HELIO_00949	CAEEL00989, CAEEL03595
OG0002375	HELIO_04442	CAEEL09148
OG0002376	HELIO_06701	CAEEL16557
OG0002377	HELIO_10194	CAEEL14877
OG0002378	HELIO_10608	CAEEL19717
OG0002379	HELIO_12739, HELIO_12740	CAEEL20511
OG0002396	HELIO_08126, HELIO_08125	CAEEL15127
OG0002400	HELIO_12288	CAEEL12685
OG0002402	HELIO_01596	CAEEL07971
OG0002406	HELIO_01959	CAEEL05272
OG0002407	HELIO_11688	CAEEL11836
OG0002408	HELIO_08412	CAEEL05340
OG0002409	HELIO_02015	CAEEL12380
OG0002410	HELIO_00976, HELIO_04394	CAEEL06445
OG0002411	HELIO_01331	CAEEL09509
OG0002413	HELIO_01474	CAEEL05456
OG0002414	HELIO_10381	CAEEL16542
OG0002415	HELIO_12736, HELIO_07942	CAEEL09540, CAEEL09394, CAEEL15033
OG0002416	HELIO_08668	CAEEL00247
OG0002421	HELIO_06854, HELIO_01261	CAEEL09266
OG0002422	HELIO_01387	CAEEL09220
OG0002424	HELIO_12390, HELIO_12391	CAEEL18326
OG0002429	HELIO_09815, HELIO_04529	CAEEL05601
OG0002433	HELIO_07051	CAEEL18398
OG0002434	HELIO_08366, HELIO_08367	CAEEL09324
OG0002439	HELIO_09848	CAEEL06145, CAEEL06146
OG0002441	HELIO_05799	CAEEL01735
OG0002442	HELIO_07816	CAEEL00999
