Orthogroup	HELIO_ok	HUMAN
OG0003466	HELIO_07353, HELIO_00851	HUMAN03596
OG0003467	HELIO_09149	HUMAN28399
OG0003468	HELIO_03925	HUMAN08265
OG0003468	HELIO_03353	HUMAN08264
OG0003469	HELIO_09305	HUMAN26180
OG0003470	HELIO_08926	HUMAN13977, HUMAN13976
OG0003471	HELIO_08909	HUMAN16952
OG0003472	HELIO_03492	HUMAN29614, HUMAN29613
OG0003473	HELIO_10680	HUMAN19355, HUMAN05515, HUMAN05516
OG0003474	HELIO_09641	HUMAN28089, HUMAN00685
OG0003475	HELIO_09101, HELIO_09102	HUMAN21366
OG0003476	HELIO_03292	HUMAN02837
OG0003477	HELIO_08724	HUMAN25241
OG0003478	HELIO_07187	HUMAN08716, HUMAN08715
OG0003479	HELIO_04296	HUMAN02334, HUMAN20427
OG0003480	HELIO_09170	HUMAN13707, HUMAN13705
OG0003481	HELIO_01052	HUMAN17835
OG0003482	HELIO_11806	HUMAN06885, HUMAN04192
OG0003483	HELIO_09297	HUMAN02672
OG0003485	HELIO_01317, HELIO_05627	HUMAN06743
OG0003487	HELIO_01481	HUMAN01641, HUMAN01639
OG0003488	HELIO_03650	HUMAN27887
OG0003489	HELIO_11702	HUMAN00472, HUMAN25219
OG0003490	HELIO_09531	HUMAN07486
OG0003491	HELIO_12169	HUMAN18345, HUMAN07660
OG0003492	HELIO_04826	HUMAN17154, HUMAN03405
OG0003493	HELIO_09058	HUMAN01078
OG0003495	HELIO_09765	HUMAN18833, HUMAN27823, HUMAN25685
OG0003497	HELIO_01513	HUMAN05604
OG0003498	HELIO_09734	HUMAN22332, HUMAN22333
OG0003499	HELIO_04566, HELIO_04195	HUMAN15248, HUMAN15247, HUMAN15246
OG0003500	HELIO_10237	HUMAN17492, HUMAN09263
OG0003501	HELIO_00872	HUMAN14259, HUMAN14258
OG0003502	HELIO_11773	HUMAN26410, HUMAN26411
OG0003503	HELIO_07145	HUMAN13541
OG0003505	HELIO_03524	HUMAN11145
OG0003506	HELIO_08087	HUMAN24134, HUMAN24135, HUMAN07475, HUMAN27460
OG0003507	HELIO_09678	HUMAN14251, HUMAN00947
OG0003508	HELIO_02722	HUMAN20681
OG0003509	HELIO_11968	HUMAN11891
OG0003510	HELIO_01753	HUMAN24552, HUMAN11374
OG0003511	HELIO_09304	HUMAN23502
OG0003512	HELIO_03822	HUMAN07246, HUMAN07245
OG0003513	HELIO_06774	HUMAN17574, HUMAN17572, HUMAN29015
OG0003514	HELIO_08202	HUMAN20926, HUMAN26859
OG0003515	HELIO_01150	HUMAN07599, HUMAN22879
OG0003516	HELIO_02977	HUMAN03685
OG0003517	HELIO_00750	HUMAN04692, HUMAN04691, HUMAN04694, HUMAN06798, HUMAN06796
OG0003518	HELIO_01357	HUMAN14108
OG0003519	HELIO_05466	HUMAN20557, HUMAN20556, HUMAN20554
OG0003520	HELIO_02766, HELIO_06238, HELIO_06922	HUMAN21004, HUMAN08252
OG0003521	HELIO_05214	HUMAN05179
OG0003522	HELIO_08738	HUMAN25338
OG0003523	HELIO_02927	HUMAN21871
OG0003524	HELIO_04962, HELIO_06954, HELIO_06651	HUMAN00423, HUMAN00422
OG0003525	HELIO_08996, HELIO_04858	HUMAN07937
OG0003526	HELIO_09793	HUMAN02679, HUMAN08399
OG0003528	HELIO_06120	HUMAN07458
OG0003529	HELIO_09756	HUMAN18247, HUMAN12697, HUMAN12696
OG0003530	HELIO_11962	HUMAN18072
OG0003531	HELIO_05168	HUMAN09342, HUMAN04724
OG0003532	HELIO_02994	HUMAN17410
OG0003533	HELIO_04997	HUMAN21080, HUMAN21079
OG0003534	HELIO_09244	HUMAN16987, HUMAN08770
OG0003535	HELIO_02930	HUMAN27564, HUMAN03170
OG0003536	HELIO_03615	HUMAN13845, HUMAN13847, HUMAN18837, HUMAN18836, HUMAN16704, HUMAN13846
OG0003537	HELIO_05338	HUMAN22131, HUMAN22130
OG0003538	HELIO_07947	HUMAN03691
OG0003539	HELIO_06853	HUMAN27654
OG0003541	HELIO_02897	HUMAN11651, HUMAN11648
OG0003543	HELIO_01891	HUMAN28052
OG0003544	HELIO_03400	HUMAN00617, HUMAN00616
OG0003545	HELIO_05328	HUMAN12962, HUMAN10596, HUMAN12961
OG0003546	HELIO_08740	HUMAN29089, HUMAN02169
OG0003547	HELIO_11264	HUMAN03917
OG0003548	HELIO_03258	HUMAN22282
OG0003549	HELIO_01543	HUMAN25713, HUMAN25712, HUMAN29713
OG0003550	HELIO_10135	HUMAN26578, HUMAN17867
OG0003551	HELIO_11131	HUMAN14799, HUMAN29003
OG0003552	HELIO_01828	HUMAN01497
OG0003553	HELIO_05191	HUMAN17100
OG0003554	HELIO_04654	HUMAN03429
OG0003555	HELIO_03076	HUMAN13236, HUMAN13235, HUMAN13238, HUMAN13237, HUMAN13240, HUMAN13241
OG0003556	HELIO_04836, HELIO_07224	HUMAN19312
OG0003558	HELIO_09026	HUMAN09720
OG0003560	HELIO_02403	HUMAN08292
OG0003561	HELIO_03510	HUMAN25470, HUMAN07496
OG0003562	HELIO_07501	HUMAN18584, HUMAN18585, HUMAN28168
OG0003563	HELIO_02254	HUMAN10685
OG0003564	HELIO_08585	HUMAN17366, HUMAN24302
OG0003565	HELIO_07480	HUMAN27729, HUMAN27728
OG0003566	HELIO_03423	HUMAN04196, HUMAN24973
OG0003567	HELIO_02904	HUMAN10488
OG0003568	HELIO_09743, HELIO_09744	HUMAN07272
OG0003569	HELIO_07355	HUMAN07054, HUMAN02397
OG0003570	HELIO_06559	HUMAN02024, HUMAN02025, HUMAN02026
OG0003571	HELIO_02351	HUMAN28033, HUMAN11183
OG0003572	HELIO_00742	HUMAN15595, HUMAN15596, HUMAN02513, HUMAN08691
OG0003573	HELIO_09111	HUMAN10871, HUMAN10813, HUMAN10775
OG0003576	HELIO_12690	HUMAN13837, HUMAN13836, HUMAN19144, HUMAN19146, HUMAN11580, HUMAN11579, HUMAN11577
OG0003577	HELIO_10105	HUMAN29012
OG0003578	HELIO_08279, HELIO_08278	HUMAN20028, HUMAN20029
OG0003579	HELIO_05944	HUMAN26278, HUMAN22725
OG0003581	HELIO_09020	HUMAN04085
OG0003582	HELIO_04947	HUMAN29836, HUMAN02330
OG0003597	HELIO_02664	HUMAN04460
OG0003598	HELIO_10451	HUMAN29147
OG0003600	HELIO_08008	HUMAN15217
OG0003601	HELIO_07255	HUMAN26533, HUMAN26534
OG0003603	HELIO_04475	HUMAN13251, HUMAN13246
OG0003604	HELIO_00754	HUMAN12260, HUMAN12259, HUMAN07277
OG0003608	HELIO_09737	HUMAN02187
OG0003610	HELIO_12163	HUMAN16758, HUMAN16759
OG0003611	HELIO_01894	HUMAN24173
OG0003613	HELIO_01893	HUMAN20927, HUMAN11439
OG0003615	HELIO_01584	HUMAN14433, HUMAN23272
OG0003617	HELIO_03494	HUMAN21414
OG0003619	HELIO_07057	HUMAN30124, HUMAN23959
OG0003620	HELIO_09212	HUMAN00037
OG0003621	HELIO_07026	HUMAN05310, HUMAN05311
OG0003622	HELIO_11126	HUMAN18690
OG0003626	HELIO_07783	HUMAN26164, HUMAN26165
OG0003627	HELIO_01019	HUMAN17655, HUMAN17656, HUMAN05166, HUMAN05165
OG0003628	HELIO_05594	HUMAN09742, HUMAN09740
OG0003630	HELIO_01750	HUMAN10764, HUMAN10786
OG0003631	HELIO_10254	HUMAN24131
OG0003633	HELIO_08998, HELIO_07996	HUMAN05293
OG0003635	HELIO_08551	HUMAN30608, HUMAN30607
OG0003638	HELIO_00190	HUMAN08782
OG0003639	HELIO_03103	HUMAN11734
OG0003640	HELIO_10891	HUMAN13431, HUMAN17671
OG0003641	HELIO_07553	HUMAN13743, HUMAN13746, HUMAN13744, HUMAN19226
OG0003642	HELIO_02432	HUMAN09836
OG0003644	HELIO_02002	HUMAN29286, HUMAN29287, HUMAN29285, HUMAN29284
OG0003645	HELIO_02632	HUMAN12130, HUMAN20257, HUMAN20256, HUMAN12129, HUMAN12128
OG0003646	HELIO_10542	HUMAN09524
OG0003647	HELIO_08435	HUMAN23500
OG0003648	HELIO_08542	HUMAN16787
OG0003649	HELIO_09186	HUMAN14411
OG0003650	HELIO_02717, HELIO_11983, HELIO_06323	HUMAN19279, HUMAN19278, HUMAN19276, HUMAN19277
OG0003651	HELIO_01012	HUMAN18587, HUMAN27840
OG0003652	HELIO_05306	HUMAN05434, HUMAN25517
OG0003653	HELIO_00722	HUMAN28128, HUMAN15232, HUMAN08130
OG0003654	HELIO_11410	HUMAN27868
OG0003655	HELIO_12535	HUMAN25720, HUMAN07525
OG0003656	HELIO_01092	HUMAN09498, HUMAN09499, HUMAN01632
OG0003657	HELIO_09755	HUMAN17897
OG0003658	HELIO_10115	HUMAN26110, HUMAN26109
OG0003659	HELIO_01564	HUMAN12849, HUMAN12851
OG0003660	HELIO_06666	HUMAN03330
OG0003662	HELIO_12127	HUMAN03175, HUMAN03176, HUMAN17173
OG0003663	HELIO_00775	HUMAN24345
OG0003664	HELIO_10185	HUMAN12052
OG0003665	HELIO_10497, HELIO_07311	HUMAN08464
OG0003668	HELIO_12712	HUMAN30167, HUMAN09900, HUMAN09899
OG0003669	HELIO_09100	HUMAN29028
OG0003671	HELIO_01352	HUMAN03501, HUMAN24226
OG0003672	HELIO_03464	HUMAN12138
OG0003673	HELIO_10262, HELIO_06532	HUMAN19535
OG0003674	HELIO_02183	HUMAN12023
OG0003675	HELIO_07191	HUMAN20720
OG0003676	HELIO_07728	HUMAN20688
OG0003677	HELIO_12600	HUMAN17731, HUMAN02931, HUMAN12515, HUMAN12514
OG0003678	HELIO_06802	HUMAN01033, HUMAN14660
OG0003679	HELIO_01849	HUMAN21403, HUMAN02922
OG0003680	HELIO_06689	HUMAN06616, HUMAN18004, HUMAN18005
OG0003681	HELIO_01500	HUMAN20399, HUMAN04398
OG0003682	HELIO_01433	HUMAN02554
OG0003683	HELIO_01924	HUMAN04992
OG0003684	HELIO_08776	HUMAN14029, HUMAN14028
OG0003685	HELIO_09044	HUMAN09512
OG0003686	HELIO_08163	HUMAN11096
OG0003687	HELIO_06361	HUMAN06582, HUMAN12545, HUMAN17984
OG0003688	HELIO_05020	HUMAN00391, HUMAN00390
OG0003689	HELIO_02422	HUMAN12564, HUMAN17888
OG0003690	HELIO_12684	HUMAN08255, HUMAN08254, HUMAN08253
OG0003691	HELIO_02530, HELIO_02531, HELIO_04964	HUMAN27486
OG0003692	HELIO_09987	HUMAN26245
OG0003693	HELIO_12474	HUMAN05789, HUMAN05791, HUMAN05790, HUMAN21038
OG0003694	HELIO_05422	HUMAN01597
OG0003695	HELIO_02593	HUMAN29320, HUMAN28471
OG0003696	HELIO_11257	HUMAN26795
OG0003697	HELIO_12071	HUMAN13631
OG0003698	HELIO_09605	HUMAN03524, HUMAN27578
OG0003700	HELIO_11457	HUMAN10461, HUMAN13432, HUMAN13433
OG0003701	HELIO_05490, HELIO_11557	HUMAN21420
OG0003702	HELIO_12767	HUMAN18794, HUMAN08385
OG0003703	HELIO_02888	HUMAN04604, HUMAN09417, HUMAN09419
OG0003705	HELIO_09455	HUMAN26525
OG0003706	HELIO_11708	HUMAN24793
OG0003707	HELIO_10348	HUMAN28827, HUMAN10024
OG0003709	HELIO_00709, HELIO_04113	HUMAN15204, HUMAN15203
OG0003710	HELIO_06500	HUMAN29654, HUMAN22687
OG0003711	HELIO_12137	HUMAN09536
OG0003712	HELIO_03886, HELIO_08547	HUMAN20248, HUMAN10482
OG0003713	HELIO_10395	HUMAN02247, HUMAN02248
OG0003716	HELIO_05664, HELIO_06645	HUMAN21975
OG0003717	HELIO_05515	HUMAN00711, HUMAN24583
OG0003719	HELIO_06363	HUMAN01524
OG0003720	HELIO_08336	HUMAN02239, HUMAN24894
OG0003721	HELIO_10032, HELIO_03702	HUMAN04841
OG0003722	HELIO_03347	HUMAN01183, HUMAN29299
OG0003724	HELIO_10508	HUMAN00259
OG0003725	HELIO_02882	HUMAN28512, HUMAN00988, HUMAN00987, HUMAN28511
OG0003727	HELIO_02912	HUMAN15652
OG0003728	HELIO_02348	HUMAN01158
OG0003729	HELIO_11354	HUMAN17750
OG0003730	HELIO_08006	HUMAN03774
OG0003731	HELIO_04511, HELIO_05539	HUMAN14612, HUMAN14611
OG0003733	HELIO_03136	HUMAN28575
OG0003734	HELIO_06093	HUMAN29355
OG0003735	HELIO_01294	HUMAN05437
OG0003736	HELIO_03063	HUMAN11064
OG0003737	HELIO_10888	HUMAN29411, HUMAN02196
OG0003738	HELIO_10176	HUMAN12341
OG0003739	HELIO_08892	HUMAN17673
OG0003740	HELIO_05574	HUMAN04216, HUMAN04217
OG0003741	HELIO_02790	HUMAN15538
OG0003742	HELIO_08883	HUMAN26023, HUMAN06690, HUMAN06689
OG0003743	HELIO_02787	HUMAN07084, HUMAN07087, HUMAN07083, HUMAN07085
OG0003744	HELIO_04674	HUMAN29944, HUMAN20993, HUMAN20992
OG0003745	HELIO_09559	HUMAN19746, HUMAN19745, HUMAN19747, HUMAN19744
OG0003746	HELIO_00144	HUMAN18235, HUMAN12379
OG0003749	HELIO_02988	HUMAN06179
OG0003750	HELIO_02076	HUMAN18942, HUMAN18943
OG0003751	HELIO_08716	HUMAN02217, HUMAN02218, HUMAN02216
OG0003752	HELIO_08739	HUMAN28947, HUMAN09871
OG0003753	HELIO_02945	HUMAN13277, HUMAN13278, HUMAN13279
OG0003754	HELIO_09263	HUMAN04680, HUMAN06799
OG0003755	HELIO_08454	HUMAN13092
OG0003757	HELIO_08330	HUMAN15876
OG0003758	HELIO_04986	HUMAN12883, HUMAN12882, HUMAN06530, HUMAN06529, HUMAN06528
OG0003759	HELIO_08276	HUMAN11801, HUMAN24876
OG0003760	HELIO_10329	HUMAN13770, HUMAN13772, HUMAN13771, HUMAN16625, HUMAN16624
OG0003761	HELIO_09527	HUMAN09889, HUMAN28585
OG0003762	HELIO_00794	HUMAN13397, HUMAN10438, HUMAN10436, HUMAN10437, HUMAN10440
OG0003763	HELIO_02371, HELIO_07298	HUMAN25652
OG0003764	HELIO_10540	HUMAN13587, HUMAN13588
OG0003765	HELIO_02901	HUMAN02879
OG0003767	HELIO_03825	HUMAN28071, HUMAN28072
OG0003768	HELIO_12290, HELIO_05875, HELIO_09493	HUMAN06974, HUMAN06975
OG0003769	HELIO_09666	HUMAN08202
OG0003770	HELIO_06598	HUMAN05134
OG0003771	HELIO_09996	HUMAN13368, HUMAN13367, HUMAN20264
OG0003772	HELIO_11304	HUMAN11534, HUMAN11536, HUMAN11535, HUMAN11537
OG0003773	HELIO_11994	HUMAN10264, HUMAN12965
OG0003776	HELIO_02001	HUMAN19372, HUMAN19371
OG0003777	HELIO_01826	HUMAN18426, HUMAN12738, HUMAN26008
OG0003778	HELIO_12734	HUMAN16925, HUMAN19684, HUMAN19685
OG0003779	HELIO_09039	HUMAN11974
OG0003780	HELIO_05552	HUMAN18353, HUMAN30243, HUMAN07642, HUMAN07641
OG0003794	HELIO_01699	HUMAN19171, HUMAN14083, HUMAN15210
OG0003795	HELIO_00713	HUMAN29845
OG0003798	HELIO_10316	HUMAN17950, HUMAN06536
OG0003803	HELIO_02425	HUMAN02236
OG0003806	HELIO_00384	HUMAN10280
OG0003807	HELIO_07147	HUMAN10606, HUMAN10605
OG0003808	HELIO_04304	HUMAN00688, HUMAN00686
OG0003809	HELIO_07339	HUMAN22691
OG0003810	HELIO_06395	HUMAN07745
OG0003811	HELIO_07404	HUMAN22421, HUMAN22419
OG0003812	HELIO_07959	HUMAN29819
OG0003813	HELIO_02391	HUMAN22627, HUMAN18665
OG0003816	HELIO_04161, HELIO_05586	HUMAN03485, HUMAN03484
OG0003818	HELIO_04533	HUMAN07697
OG0003820	HELIO_12732, HELIO_12713	HUMAN28538, HUMAN28537
OG0003821	HELIO_04733	HUMAN01393, HUMAN20961
OG0003823	HELIO_12718	HUMAN16630, HUMAN16629
OG0003824	HELIO_02077	HUMAN27737
OG0003825	HELIO_12444	HUMAN25524, HUMAN25522
OG0003826	HELIO_02592	HUMAN11781
OG0003827	HELIO_10529	HUMAN01147
OG0003828	HELIO_03989	HUMAN29062
OG0003829	HELIO_04115	HUMAN01266
OG0003830	HELIO_07812	HUMAN25373, HUMAN25370, HUMAN25371
OG0003831	HELIO_00414	HUMAN22335
OG0003832	HELIO_04229	HUMAN01432, HUMAN01433, HUMAN01434, HUMAN06725, HUMAN20997
OG0003833	HELIO_00735, HELIO_08031, HELIO_06424	HUMAN27613
OG0003834	HELIO_10627	HUMAN14036, HUMAN11315
OG0003835	HELIO_00960	HUMAN16694
OG0003836	HELIO_02274	HUMAN22326, HUMAN24116
OG0003837	HELIO_01037	HUMAN13331
OG0003838	HELIO_09299	HUMAN07732, HUMAN07731, HUMAN22348
OG0003839	HELIO_00548	HUMAN02039
OG0003840	HELIO_07119	HUMAN09600, HUMAN01591, HUMAN09601
OG0003841	HELIO_08429	HUMAN24738
OG0003842	HELIO_06073	HUMAN06944, HUMAN06942, HUMAN06943, HUMAN06945
OG0003843	HELIO_09017	HUMAN17036
OG0003844	HELIO_00051	HUMAN28532
OG0003845	HELIO_09710	HUMAN13124
OG0003846	HELIO_07722	HUMAN17115, HUMAN27512, HUMAN17116
OG0003848	HELIO_02520	HUMAN02199
OG0003850	HELIO_01423	HUMAN00536, HUMAN00537, HUMAN00534, HUMAN00535
OG0003851	HELIO_06451	HUMAN02979
OG0003852	HELIO_11600	HUMAN10038, HUMAN10035, HUMAN23688
OG0003853	HELIO_12441	HUMAN25110, HUMAN25109
OG0003854	HELIO_03527	HUMAN15023, HUMAN10092, HUMAN10091
OG0003855	HELIO_07181	HUMAN01643
OG0003856	HELIO_05722	HUMAN20705
OG0003857	HELIO_12190	HUMAN10555
OG0003858	HELIO_08687	HUMAN25115
OG0003859	HELIO_02262	HUMAN16757, HUMAN16755
OG0003861	HELIO_09460	HUMAN19469
OG0003862	HELIO_04377	HUMAN17772
OG0003863	HELIO_09867	HUMAN03803, HUMAN03804
OG0003864	HELIO_10875	HUMAN15578, HUMAN15577
OG0003865	HELIO_11073	HUMAN21906, HUMAN06498
OG0003866	HELIO_03099	HUMAN29685, HUMAN05999, HUMAN29686
OG0003867	HELIO_01829	HUMAN26780
OG0003868	HELIO_08898	HUMAN14809, HUMAN02201
OG0003869	HELIO_08492	HUMAN12692
OG0003870	HELIO_02612	HUMAN16083, HUMAN16082
OG0003872	HELIO_02970	HUMAN19735
OG0003873	HELIO_09899	HUMAN02732
OG0003874	HELIO_04369	HUMAN01763
OG0003876	HELIO_02667	HUMAN28953, HUMAN28954
OG0003878	HELIO_10989	HUMAN01357
OG0003880	HELIO_02020	HUMAN05339
OG0003881	HELIO_07709	HUMAN00160
OG0003882	HELIO_05979	HUMAN27065
OG0003883	HELIO_12699	HUMAN22279, HUMAN22278
OG0003884	HELIO_00594	HUMAN09697
OG0003885	HELIO_08959	HUMAN25203, HUMAN24509
OG0003886	HELIO_06325	HUMAN12711, HUMAN02704
OG0003887	HELIO_07770	HUMAN01579
OG0003888	HELIO_07431	HUMAN19589, HUMAN19338
OG0003890	HELIO_12503	HUMAN17103, HUMAN24051
OG0003892	HELIO_08263	HUMAN02849, HUMAN02848
OG0003893	HELIO_05290	HUMAN17502
OG0003894	HELIO_00555	HUMAN29298
OG0003895	HELIO_10007	HUMAN13034
OG0003896	HELIO_00287	HUMAN12343, HUMAN25890, HUMAN25891, HUMAN25892, HUMAN25889
OG0003897	HELIO_07895	HUMAN18373, HUMAN18372
OG0003898	HELIO_09951	HUMAN21809, HUMAN21810
OG0003899	HELIO_00617	HUMAN28708, HUMAN28709
OG0003900	HELIO_07367	HUMAN04893, HUMAN04894, HUMAN04892
OG0003901	HELIO_12439	HUMAN25158, HUMAN00514
OG0003903	HELIO_11262	HUMAN22257
OG0003904	HELIO_03811	HUMAN09983, HUMAN09982, HUMAN09984
OG0003906	HELIO_09388	HUMAN14951
OG0003911	HELIO_02034	HUMAN18913
OG0003912	HELIO_00546	HUMAN18812, HUMAN11530, HUMAN11531
OG0003913	HELIO_06151	HUMAN22057
OG0003916	HELIO_04220	HUMAN07943, HUMAN28011
OG0003917	HELIO_10729	HUMAN17384
OG0003918	HELIO_12096	HUMAN24389, HUMAN22575
OG0003919	HELIO_10423	HUMAN18228, HUMAN18229
OG0003920	HELIO_09202	HUMAN00591, HUMAN00592
OG0003921	HELIO_11518	HUMAN27803
OG0003923	HELIO_10280	HUMAN18230
OG0003924	HELIO_06255	HUMAN01820
OG0003925	HELIO_11080	HUMAN00566, HUMAN00563, HUMAN00564, HUMAN00565
OG0003926	HELIO_01471	HUMAN00418
OG0003927	HELIO_07361	HUMAN07340, HUMAN07339
OG0003929	HELIO_09096	HUMAN11590, HUMAN11588, HUMAN11589, HUMAN11587
OG0003930	HELIO_03284	HUMAN06982, HUMAN06981, HUMAN06983
OG0003931	HELIO_04058	HUMAN10525, HUMAN10524, HUMAN29902
OG0003933	HELIO_08038	HUMAN21430, HUMAN07048
OG0003934	HELIO_00565	HUMAN16284
OG0003935	HELIO_11530	HUMAN08472, HUMAN08471
OG0003936	HELIO_03090	HUMAN11264
OG0003937	HELIO_05246	HUMAN03795, HUMAN27601
OG0003939	HELIO_10160	HUMAN02684
OG0003940	HELIO_07463	HUMAN04396
OG0003941	HELIO_10059	HUMAN07027
OG0003942	HELIO_02681	HUMAN25725
OG0003943	HELIO_11312	HUMAN27634
OG0003944	HELIO_01693	HUMAN21868
OG0003945	HELIO_03032	HUMAN05796, HUMAN24950
OG0003946	HELIO_10205	HUMAN03504, HUMAN03508, HUMAN22287
OG0003947	HELIO_08689	HUMAN22108, HUMAN27709
OG0003948	HELIO_12286	HUMAN17355
OG0003949	HELIO_10884	HUMAN25455, HUMAN25454
OG0003951	HELIO_01607	HUMAN20874
OG0003952	HELIO_11092, HELIO_11462	HUMAN25061
OG0003953	HELIO_08151	HUMAN24118, HUMAN23048
OG0003954	HELIO_06270	HUMAN28199, HUMAN16670
OG0003955	HELIO_02651	HUMAN23068
OG0003957	HELIO_11006	HUMAN14055
OG0003958	HELIO_12507	HUMAN03241, HUMAN23908, HUMAN27697
OG0003959	HELIO_12450	HUMAN29359
OG0003960	HELIO_08480	HUMAN06253, HUMAN06252, HUMAN06254, HUMAN04274
OG0003961	HELIO_06293	HUMAN00898
OG0003962	HELIO_02374	HUMAN30606, HUMAN07757, HUMAN22850, HUMAN23998
OG0003964	HELIO_09198	HUMAN29141, HUMAN02159
OG0003965	HELIO_04316	HUMAN00594, HUMAN00595, HUMAN00593
OG0003966	HELIO_04189	HUMAN19472, HUMAN19475, HUMAN19474, HUMAN19476, HUMAN19471
OG0003967	HELIO_01824	HUMAN10627
OG0003968	HELIO_08316	HUMAN01462, HUMAN01977
OG0003969	HELIO_08398	HUMAN08409
OG0003970	HELIO_11053	HUMAN07324
OG0003971	HELIO_09511	HUMAN29506
OG0003972	HELIO_01757	HUMAN19162
OG0003973	HELIO_12484	HUMAN08329, HUMAN18737
OG0003998	HELIO_03538	HUMAN17020
OG0003999	HELIO_02420	HUMAN27199, HUMAN27198
OG0004000	HELIO_09085	HUMAN20817
OG0004002	HELIO_10165	HUMAN02677
OG0004004	HELIO_03478	HUMAN21663, HUMAN11010
OG0004005	HELIO_02225	HUMAN16556, HUMAN16557, HUMAN16560, HUMAN16558
OG0004006	HELIO_08720, HELIO_11188, HELIO_08721	HUMAN02087
OG0004007	HELIO_06360	HUMAN01069, HUMAN23295
OG0004009	HELIO_08149	HUMAN22781, HUMAN03273
OG0004010	HELIO_03872	HUMAN23360
OG0004011	HELIO_00202	HUMAN03321, HUMAN27684
OG0004014	HELIO_02037	HUMAN18181
OG0004015	HELIO_02952	HUMAN01156
OG0004016	HELIO_08840	HUMAN06482
OG0004017	HELIO_04459	HUMAN10876
OG0004019	HELIO_01152	HUMAN16041, HUMAN16043, HUMAN16042
OG0004021	HELIO_12459	HUMAN11780, HUMAN11779
OG0004022	HELIO_10188	HUMAN29670, HUMAN29669
OG0004023	HELIO_00840	HUMAN27981, HUMAN11239, HUMAN11240, HUMAN11242
OG0004024	HELIO_09279, HELIO_09278	HUMAN21511, HUMAN21514, HUMAN21515
OG0004025	HELIO_01715	HUMAN22133
OG0004027	HELIO_11552	HUMAN06638, HUMAN12722
OG0004028	HELIO_09218	HUMAN03299
OG0004029	HELIO_08811	HUMAN20668
OG0004031	HELIO_01995	HUMAN15780
OG0004032	HELIO_06753	HUMAN30274, HUMAN07906
OG0004034	HELIO_10112, HELIO_10111	HUMAN09933
OG0004035	HELIO_09748	HUMAN18569
OG0004036	HELIO_02636	HUMAN00606, HUMAN30598, HUMAN05435
OG0004037	HELIO_05087	HUMAN18538, HUMAN18540
OG0004038	HELIO_07048	HUMAN14761
OG0004039	HELIO_10042, HELIO_10041	HUMAN25332
OG0004041	HELIO_00736	HUMAN18706
OG0004042	HELIO_09649	HUMAN04449
OG0004043	HELIO_07517	HUMAN25302, HUMAN25301, HUMAN25303
OG0004044	HELIO_01126	HUMAN20694
OG0004045	HELIO_11902	HUMAN03490
OG0004047	HELIO_11567	HUMAN13570
OG0004048	HELIO_08523	HUMAN22101, HUMAN22100
OG0004049	HELIO_01172	HUMAN05306, HUMAN25326
OG0004051	HELIO_01563	HUMAN12917, HUMAN17896, HUMAN06505
OG0004052	HELIO_04471	HUMAN15057, HUMAN15056
OG0004053	HELIO_01246	HUMAN29957, HUMAN28825, HUMAN01839
OG0004054	HELIO_06113	HUMAN08335, HUMAN15782
OG0004055	HELIO_02053, HELIO_02052	HUMAN25842
OG0004056	HELIO_06474	HUMAN23551, HUMAN21186
OG0004057	HELIO_08994	HUMAN26949
OG0004059	HELIO_11889	HUMAN15829
OG0004060	HELIO_07720	HUMAN25392
OG0004061	HELIO_02573	HUMAN00893, HUMAN00894
OG0004063	HELIO_06207	HUMAN07941
OG0004064	HELIO_06868	HUMAN18276, HUMAN18275
OG0004065	HELIO_02317	HUMAN00215, HUMAN00216
OG0004067	HELIO_11851	HUMAN18034
OG0004068	HELIO_04572	HUMAN30035, HUMAN30649, HUMAN30612
OG0004069	HELIO_03583	HUMAN28854
OG0004070	HELIO_11759	HUMAN25913, HUMAN25912
OG0004073	HELIO_08817	HUMAN25044, HUMAN06790, HUMAN25043
OG0004075	HELIO_07242	HUMAN10663
OG0004078	HELIO_08021	HUMAN03624
OG0004079	HELIO_11417	HUMAN22873
OG0004080	HELIO_12370	HUMAN18253, HUMAN27257
OG0004081	HELIO_02694	HUMAN18386
OG0004082	HELIO_03318, HELIO_03319	HUMAN18511
OG0004083	HELIO_08699, HELIO_03393	HUMAN08562
OG0004085	HELIO_05065	HUMAN07816
OG0004086	HELIO_05655	HUMAN18693
OG0004087	HELIO_07687	HUMAN20699, HUMAN20698, HUMAN17812
OG0004088	HELIO_01964	HUMAN01139, HUMAN23388
OG0004089	HELIO_12017	HUMAN21587
OG0004090	HELIO_00003	HUMAN06601
OG0004091	HELIO_07817	HUMAN28496
OG0004092	HELIO_00826	HUMAN26216, HUMAN12524
OG0004093	HELIO_09995	HUMAN27002
OG0004094	HELIO_11334	HUMAN29054
OG0004095	HELIO_09898	HUMAN04244, HUMAN04243
OG0004096	HELIO_09267	HUMAN02141
OG0004097	HELIO_00420	HUMAN30130, HUMAN30128, HUMAN30129, HUMAN30127, HUMAN08360
OG0004098	HELIO_11081	HUMAN28862, HUMAN01104
OG0004099	HELIO_02315	HUMAN16085, HUMAN20170
OG0004100	HELIO_02283	HUMAN06958
OG0004101	HELIO_10904	HUMAN12860
OG0004102	HELIO_11193	HUMAN03466
OG0004103	HELIO_08288, HELIO_12649	HUMAN19037
OG0004104	HELIO_10999	HUMAN14010
OG0004105	HELIO_07467	HUMAN28120
