Orthogroup	HELIO_ok	ORYLA
OG0002675	HELIO_11933	ORYLA13338, ORYLA07001
OG0002677	HELIO_01468	ORYLA16626
OG0002679	HELIO_05060	ORYLA03423, ORYLA05872
OG0002683	HELIO_02646	ORYLA00261, ORYLA07021, ORYLA13641
OG0002688	HELIO_03216	ORYLA09120, ORYLA00939
OG0002703	HELIO_03620	ORYLA04262, ORYLA05910
OG0002705	HELIO_08111	ORYLA12908, ORYLA02396
OG0002706	HELIO_10421	ORYLA19542, ORYLA19543
OG0002707	HELIO_02933, HELIO_02932	ORYLA04757, ORYLA00219, ORYLA11595, ORYLA10458
OG0002708	HELIO_08992	ORYLA11930
OG0002710	HELIO_04236	ORYLA13658, ORYLA12679, ORYLA14789
OG0002712	HELIO_00615	ORYLA07981, ORYLA16256
OG0002715	HELIO_02942	ORYLA14520
OG0002716	HELIO_08404, HELIO_08403	ORYLA07796
OG0002717	HELIO_07984	ORYLA03883, ORYLA00959, ORYLA09994
OG0002718	HELIO_05744	ORYLA15396
OG0002719	HELIO_05462	ORYLA06395, ORYLA09201, ORYLA09758, ORYLA08561
OG0002720	HELIO_07567	ORYLA14256
OG0002721	HELIO_08548	ORYLA05835, ORYLA16328, ORYLA00562
OG0002722	HELIO_03522	ORYLA10461
OG0002723	HELIO_09725	ORYLA03834, ORYLA03835, ORYLA07370, ORYLA11739
OG0002724	HELIO_07212	ORYLA00721
OG0002726	HELIO_03574	ORYLA07332, ORYLA08157
OG0002727	HELIO_09226	ORYLA19511
OG0002728	HELIO_04995	ORYLA03244
OG0002729	HELIO_12148	ORYLA09551
OG0002730	HELIO_11697	ORYLA05316, ORYLA03165
OG0002731	HELIO_12043	ORYLA18153, ORYLA02872
OG0002732	HELIO_10058	ORYLA04732, ORYLA07647
OG0002734	HELIO_08611	ORYLA04872, ORYLA00771, ORYLA11966, ORYLA10545
OG0002736	HELIO_07077	ORYLA08695, ORYLA09582
OG0002738	HELIO_03366	ORYLA08350, ORYLA16506, ORYLA00591
OG0002739	HELIO_02376, HELIO_11343	ORYLA12804
OG0002741	HELIO_06518	ORYLA12192, ORYLA06061
OG0002742	HELIO_08532	ORYLA04963, ORYLA00437
OG0002743	HELIO_06294, HELIO_10710, HELIO_12091	ORYLA19035, ORYLA09902
OG0002744	HELIO_02644	ORYLA18974, ORYLA02610
OG0002745	HELIO_03178	ORYLA00687
OG0002746	HELIO_04608	ORYLA05943
OG0002748	HELIO_08606	ORYLA02879
OG0002749	HELIO_01827	ORYLA09355, ORYLA08642
OG0002751	HELIO_10298, HELIO_10297	ORYLA17875
OG0002752	HELIO_06786	ORYLA09106
OG0002753	HELIO_11375	ORYLA14155, ORYLA11165
OG0002754	HELIO_06967	ORYLA18568
OG0002755	HELIO_12204	ORYLA19322
OG0002756	HELIO_08256	ORYLA13793
OG0002757	HELIO_06335	ORYLA00322, ORYLA00321
OG0002758	HELIO_09772, HELIO_09771	ORYLA03351, ORYLA04510, ORYLA17536
OG0002759	HELIO_01560, HELIO_03831	ORYLA09586, ORYLA09585
OG0002760	HELIO_01910, HELIO_05414	ORYLA10884
OG0002761	HELIO_01533	ORYLA17179
OG0002762	HELIO_08113	ORYLA14042, ORYLA10843
OG0002763	HELIO_07170	ORYLA08239
OG0002764	HELIO_10952	ORYLA15656, ORYLA06813, ORYLA03798
OG0002765	HELIO_11601	ORYLA05581, ORYLA15145, ORYLA12027
OG0002767	HELIO_09009, HELIO_09010	ORYLA04026, ORYLA00357, ORYLA00358
OG0002768	HELIO_07083	ORYLA02309, ORYLA11235
OG0002769	HELIO_11564	ORYLA17227, ORYLA02552, ORYLA12217
OG0002771	HELIO_10086	ORYLA12518
OG0002772	HELIO_06808	ORYLA12777
OG0002773	HELIO_10713	ORYLA19216
OG0002774	HELIO_01198	ORYLA13210, ORYLA12404, ORYLA19635
OG0002776	HELIO_03486	ORYLA01308
OG0002777	HELIO_07932	ORYLA14740, ORYLA10885
OG0002779	HELIO_06589	ORYLA20250
OG0002781	HELIO_08220	ORYLA16475, ORYLA16109, ORYLA19361
OG0002782	HELIO_06824	ORYLA04664, ORYLA18620
OG0002783	HELIO_02580	ORYLA02442
OG0002785	HELIO_00607	ORYLA06284, ORYLA17343, ORYLA02417
OG0002786	HELIO_10543	ORYLA06176, ORYLA14979, ORYLA12999, ORYLA12998, ORYLA17650
OG0002787	HELIO_10790	ORYLA20316
OG0002788	HELIO_09264	ORYLA14654
OG0002790	HELIO_09329	ORYLA03569
OG0002791	HELIO_10334	ORYLA16596, ORYLA00875, ORYLA00876, ORYLA12968, ORYLA18791, ORYLA18124
OG0002793	HELIO_09119	ORYLA07270
OG0002794	HELIO_12027	ORYLA02734, ORYLA06923
OG0002795	HELIO_07478	ORYLA12451, ORYLA19180
OG0002799	HELIO_09828	ORYLA16295
OG0002811	HELIO_03579	ORYLA14627
OG0002812	HELIO_10064	ORYLA02302, ORYLA13564, ORYLA06285
OG0002813	HELIO_08280	ORYLA13821, ORYLA02183, ORYLA20283
OG0002814	HELIO_09045	ORYLA04993, ORYLA08092, ORYLA04148
OG0002815	HELIO_01963	ORYLA05986, ORYLA10370, ORYLA11417
OG0002816	HELIO_05443	ORYLA13033, ORYLA06757, ORYLA06755, ORYLA06756
OG0002817	HELIO_12282	ORYLA10713, ORYLA11993
OG0002818	HELIO_00501	ORYLA15484, ORYLA15048
OG0002821	HELIO_04509	ORYLA13169, ORYLA06382
OG0002822	HELIO_10906	ORYLA16971, ORYLA00588, ORYLA16668, ORYLA07807
OG0002824	HELIO_02922	ORYLA09339, ORYLA06204
OG0002825	HELIO_02820	ORYLA11065
OG0002830	HELIO_00772	ORYLA11471, ORYLA10187
OG0002831	HELIO_03570	ORYLA15327
OG0002832	HELIO_10306	ORYLA06314
OG0002833	HELIO_07158	ORYLA08022
OG0002834	HELIO_08666	ORYLA05742, ORYLA01543, ORYLA17481
OG0002835	HELIO_03801	ORYLA05983, ORYLA02044
OG0002836	HELIO_02181	ORYLA19854, ORYLA03764
OG0002837	HELIO_03273	ORYLA09113, ORYLA07584, ORYLA12792
OG0002838	HELIO_12357, HELIO_03981	ORYLA05289, ORYLA00320
OG0002839	HELIO_09494	ORYLA05647
OG0002840	HELIO_02541	ORYLA12723, ORYLA13362
OG0002841	HELIO_01372, HELIO_01187	ORYLA15081, ORYLA11075
OG0002842	HELIO_01615	ORYLA02771, ORYLA13461
OG0002843	HELIO_06210	ORYLA17609
OG0002844	HELIO_07105	ORYLA20136
OG0002845	HELIO_07056	ORYLA12140
OG0002846	HELIO_02569, HELIO_11733	ORYLA10441
OG0002847	HELIO_10413	ORYLA19258
OG0002848	HELIO_11321	ORYLA08986
OG0002849	HELIO_11130	ORYLA14814, ORYLA12422, ORYLA14813, ORYLA01616
OG0002850	HELIO_03435	ORYLA03637
OG0002851	HELIO_03346	ORYLA04060, ORYLA10594, ORYLA03173
OG0002853	HELIO_05005	ORYLA02715, ORYLA13602
OG0002855	HELIO_10282	ORYLA03649
OG0002856	HELIO_10898	ORYLA06874, ORYLA12811, ORYLA02096
OG0002858	HELIO_00884	ORYLA01755, ORYLA12296
OG0002859	HELIO_11875	ORYLA07035
OG0002860	HELIO_08136	ORYLA16257
OG0002861	HELIO_05037	ORYLA12105
OG0002862	HELIO_11426	ORYLA04015, ORYLA05434, ORYLA05308
OG0002863	HELIO_03701	ORYLA17400
OG0002864	HELIO_02101	ORYLA12604, ORYLA07144, ORYLA07143
OG0002865	HELIO_03638	ORYLA10366
OG0002866	HELIO_03845	ORYLA02748, ORYLA00604, ORYLA16564
OG0002869	HELIO_11974	ORYLA13866, ORYLA16223
OG0002870	HELIO_09163	ORYLA10371
OG0002871	HELIO_11119	ORYLA15130
OG0002872	HELIO_04708	ORYLA02121
OG0002873	HELIO_11478	ORYLA19407
OG0002874	HELIO_11635	ORYLA15908, ORYLA14760
OG0002875	HELIO_09561, HELIO_09560	ORYLA11748
OG0002876	HELIO_11883	ORYLA08640, ORYLA04839
OG0002878	HELIO_11931	ORYLA20310, ORYLA05630
OG0002879	HELIO_01749	ORYLA12228, ORYLA10562
OG0002880	HELIO_03787, HELIO_10357	ORYLA11943
OG0002883	HELIO_09189	ORYLA12507
OG0002885	HELIO_00965	ORYLA00177
OG0002887	HELIO_05277	ORYLA02731
OG0002888	HELIO_00572	ORYLA16529, ORYLA07977, ORYLA17058, ORYLA00234
OG0002889	HELIO_01528	ORYLA14307, ORYLA10855
OG0002890	HELIO_04771	ORYLA15943, ORYLA14281, ORYLA05398
OG0002891	HELIO_09925	ORYLA16619, ORYLA00864
OG0002892	HELIO_10616	ORYLA16578, ORYLA12974, ORYLA17244, ORYLA02493
OG0002894	HELIO_09144	ORYLA04778, ORYLA10079, ORYLA05303
OG0002895	HELIO_08387	ORYLA11053, ORYLA14341
OG0002896	HELIO_10510	ORYLA09565, ORYLA09164
OG0002897	HELIO_04251	ORYLA08407
OG0002898	HELIO_01203, HELIO_01415, HELIO_07850	ORYLA00671, ORYLA00670
OG0002899	HELIO_09658	ORYLA05880, ORYLA13052
OG0002900	HELIO_10716	ORYLA14973, ORYLA02100
OG0002901	HELIO_06442, HELIO_05571, HELIO_10057, HELIO_10056	ORYLA11557
OG0002902	HELIO_03973	ORYLA16725, ORYLA07802, ORYLA07801
OG0002905	HELIO_02894	ORYLA15649, ORYLA07137
OG0002906	HELIO_01982	ORYLA19340, ORYLA14581
OG0002907	HELIO_08086	ORYLA02959, ORYLA14978
OG0002908	HELIO_12076	ORYLA16113
OG0002909	HELIO_11442	ORYLA15541, ORYLA10906
OG0002910	HELIO_10398, HELIO_05618	ORYLA10834
OG0002911	HELIO_11560	ORYLA05286, ORYLA17637
OG0002912	HELIO_10722	ORYLA12570
OG0002913	HELIO_08382	ORYLA09301, ORYLA06966, ORYLA01437, ORYLA15057
OG0002915	HELIO_03014	ORYLA15159, ORYLA06424
OG0002916	HELIO_01260	ORYLA12904, ORYLA02397
OG0002917	HELIO_11831, HELIO_12269	ORYLA03614
OG0002919	HELIO_03152	ORYLA19627, ORYLA12045, ORYLA13148
OG0002921	HELIO_00633	ORYLA16247
OG0002922	HELIO_01371	ORYLA05263, ORYLA05264, ORYLA17370
OG0002923	HELIO_01291	ORYLA02176, ORYLA15614
OG0002924	HELIO_03669	ORYLA12165, ORYLA14888, ORYLA02522, ORYLA02521
OG0002925	HELIO_07013	ORYLA05522, ORYLA14140, ORYLA01643
OG0002926	HELIO_11215	ORYLA02418, ORYLA12816
OG0002927	HELIO_04118, HELIO_11389	ORYLA05678
OG0002944	HELIO_03982	ORYLA11503, ORYLA15960, ORYLA09073
OG0002945	HELIO_07253	ORYLA00078
OG0002947	HELIO_05476, HELIO_00496	ORYLA18625
OG0002948	HELIO_11632, HELIO_00853	ORYLA20132, ORYLA04220
OG0002949	HELIO_00481	ORYLA05800
OG0002953	HELIO_00856	ORYLA13902
OG0002954	HELIO_11852	ORYLA12023
OG0002955	HELIO_02054	ORYLA10112
OG0002956	HELIO_00517	ORYLA13006, ORYLA06858
OG0002957	HELIO_01334	ORYLA09640
OG0002959	HELIO_11816	ORYLA11532, ORYLA10475
OG0002960	HELIO_12408	ORYLA01661, ORYLA05586
OG0002961	HELIO_07714	ORYLA11825
OG0002962	HELIO_09203	ORYLA16540
OG0002964	HELIO_09474	ORYLA17126, ORYLA00048, ORYLA16902
OG0002965	HELIO_08080	ORYLA05184
OG0002966	HELIO_01639	ORYLA02492
OG0002967	HELIO_01640	ORYLA03303, ORYLA04206
OG0002969	HELIO_06121	ORYLA07908
OG0002971	HELIO_04028	ORYLA20367, ORYLA05979, ORYLA05520
OG0002973	HELIO_02856	ORYLA14521
OG0002974	HELIO_04772	ORYLA05639, ORYLA12657
OG0002976	HELIO_01861	ORYLA17659
OG0002977	HELIO_08539	ORYLA03469
OG0002978	HELIO_02937	ORYLA01067, ORYLA11348, ORYLA10261
OG0002981	HELIO_06184	ORYLA08734
OG0002982	HELIO_12635	ORYLA05260
OG0002983	HELIO_04868	ORYLA05176, ORYLA13535
OG0002984	HELIO_11946	ORYLA05793
OG0002985	HELIO_08571	ORYLA16699, ORYLA00625
OG0002986	HELIO_08236, HELIO_08239	ORYLA15829, ORYLA13959, ORYLA20331
OG0002987	HELIO_07528	ORYLA15486, ORYLA01526
OG0002989	HELIO_04721	ORYLA15869
OG0002990	HELIO_01354	ORYLA04627
OG0002991	HELIO_03254	ORYLA04672
OG0002992	HELIO_10682	ORYLA09196, ORYLA15747
OG0002994	HELIO_02869	ORYLA02194
OG0002996	HELIO_00425	ORYLA15037, ORYLA15923, ORYLA14260
OG0002997	HELIO_11017	ORYLA06949
OG0002998	HELIO_07110	ORYLA14765, ORYLA16031
OG0003001	HELIO_11460	ORYLA09162
OG0003002	HELIO_11172	ORYLA14351, ORYLA16094, ORYLA08507, ORYLA09760
OG0003003	HELIO_10806	ORYLA19741, ORYLA02206, ORYLA11693
OG0003004	HELIO_11259	ORYLA10597, ORYLA03379
OG0003005	HELIO_03271	ORYLA05246
OG0003006	HELIO_11696	ORYLA16962
OG0003008	HELIO_02553	ORYLA06672, ORYLA13325
OG0003009	HELIO_11951, HELIO_11952	ORYLA01927, ORYLA05902, ORYLA05918, ORYLA06229
OG0003010	HELIO_03406	ORYLA08264
OG0003011	HELIO_05238	ORYLA00062, ORYLA17088
OG0003012	HELIO_05186	ORYLA13725, ORYLA14487
OG0003013	HELIO_10687	ORYLA09697, ORYLA05595
OG0003014	HELIO_11145	ORYLA11816, ORYLA12535
OG0003016	HELIO_02017	ORYLA00344, ORYLA19566
OG0003017	HELIO_02953	ORYLA19080
OG0003018	HELIO_09293	ORYLA04241, ORYLA03378
OG0003021	HELIO_03676	ORYLA07431
OG0003022	HELIO_09487	ORYLA00947
OG0003025	HELIO_02232	ORYLA16836, ORYLA06771
OG0003026	HELIO_08978	ORYLA00734
OG0003027	HELIO_02071	ORYLA17665, ORYLA15116
OG0003028	HELIO_06724	ORYLA02137
OG0003029	HELIO_10606	ORYLA02221, ORYLA15312
OG0003030	HELIO_00797	ORYLA12869, ORYLA12868, ORYLA00872, ORYLA16608
OG0003031	HELIO_05721	ORYLA16489, ORYLA08839
OG0003032	HELIO_06501	ORYLA01141, ORYLA08340
OG0003033	HELIO_00240	ORYLA09580
OG0003034	HELIO_06173	ORYLA00457, ORYLA04562, ORYLA04561
OG0003035	HELIO_02980	ORYLA12815, ORYLA17690
OG0003036	HELIO_04474	ORYLA06888, ORYLA13097
OG0003038	HELIO_08052	ORYLA03300, ORYLA05385
OG0003040	HELIO_07546	ORYLA07281, ORYLA07280
OG0003041	HELIO_12413	ORYLA05365
OG0003043	HELIO_08514	ORYLA13460
OG0003044	HELIO_01506	ORYLA04573
OG0003046	HELIO_07002, HELIO_12633	ORYLA15260, ORYLA06310
OG0003048	HELIO_01657	ORYLA15156, ORYLA08890
OG0003049	HELIO_04451	ORYLA17432, ORYLA12852, ORYLA06667
OG0003051	HELIO_05764, HELIO_08416	ORYLA03600, ORYLA09446
OG0003053	HELIO_10692	ORYLA02834
OG0003054	HELIO_04850	ORYLA12266, ORYLA09573
OG0003055	HELIO_03528	ORYLA07154, ORYLA12922, ORYLA13644
OG0003057	HELIO_10235	ORYLA03418, ORYLA11578
OG0003058	HELIO_09680	ORYLA11963, ORYLA20118, ORYLA13944
OG0003059	HELIO_08106	ORYLA00217, ORYLA04759
OG0003060	HELIO_05995	ORYLA16613, ORYLA06282, ORYLA13094
OG0003063	HELIO_05044	ORYLA10950
OG0003064	HELIO_01395	ORYLA13156
OG0003065	HELIO_03475	ORYLA05920, ORYLA02018
OG0003066	HELIO_02851	ORYLA15142, ORYLA14035, ORYLA11126
OG0003067	HELIO_06760	ORYLA17416
OG0003072	HELIO_06085	ORYLA13683, ORYLA10914
OG0003073	HELIO_04819	ORYLA04415
OG0003073	HELIO_06482	ORYLA14154
OG0003074	HELIO_04402	ORYLA16081, ORYLA01721, ORYLA05339
OG0003075	HELIO_06587	ORYLA09107
OG0003077	HELIO_08466	ORYLA16520, ORYLA00601, ORYLA00159, ORYLA16743
OG0003078	HELIO_05417	ORYLA10487
OG0003079	HELIO_12034	ORYLA14096, ORYLA06851, ORYLA13613
OG0003084	HELIO_07579	ORYLA03661, ORYLA03660
OG0003086	HELIO_04584	ORYLA13810
OG0003101	HELIO_07909	ORYLA10329, ORYLA09097, ORYLA16063, ORYLA15863
OG0003104	HELIO_10296	ORYLA02871, ORYLA13475
OG0003105	HELIO_09603	ORYLA01500
OG0003106	HELIO_01110	ORYLA14898
OG0003107	HELIO_07326	ORYLA15014, ORYLA12389
OG0003108	HELIO_02749	ORYLA11282, ORYLA15369
OG0003109	HELIO_01176	ORYLA16315
OG0003111	HELIO_06075	ORYLA00857
OG0003114	HELIO_11712	ORYLA07363
OG0003115	HELIO_03185	ORYLA06857, ORYLA17487
OG0003118	HELIO_06562	ORYLA16184, ORYLA10022, ORYLA08702
OG0003119	HELIO_00761	ORYLA09125, ORYLA04168, ORYLA20444
OG0003120	HELIO_07299	ORYLA19924
OG0003121	HELIO_08859	ORYLA14892, ORYLA13008
OG0003122	HELIO_06710	ORYLA04700, ORYLA10184
OG0003124	HELIO_08012	ORYLA02774
OG0003127	HELIO_04631	ORYLA10091
OG0003128	HELIO_06948	ORYLA00377
OG0003130	HELIO_08736	ORYLA03739
OG0003131	HELIO_00277	ORYLA17361, ORYLA20425
OG0003132	HELIO_04923	ORYLA02170
OG0003133	HELIO_09007	ORYLA15165
OG0003133	HELIO_12270	ORYLA15167
OG0003135	HELIO_09441	ORYLA03082
OG0003136	HELIO_01694	ORYLA03448, ORYLA10254
OG0003138	HELIO_07469	ORYLA10305
OG0003140	HELIO_07640	ORYLA18056, ORYLA18057, ORYLA12143, ORYLA20304
OG0003141	HELIO_02200	ORYLA20129, ORYLA01871, ORYLA05831
OG0003142	HELIO_02394	ORYLA17712
OG0003144	HELIO_08805, HELIO_03417	ORYLA04082
OG0003145	HELIO_05596	ORYLA13404, ORYLA06360
OG0003146	HELIO_05913	ORYLA11707
OG0003147	HELIO_02388	ORYLA20499
OG0003148	HELIO_09068	ORYLA11751, ORYLA05438, ORYLA19776
OG0003149	HELIO_01057, HELIO_03918, HELIO_03910	ORYLA05759
OG0003150	HELIO_04239	ORYLA01440, ORYLA09448
OG0003152	HELIO_05013	ORYLA16325, ORYLA08299, ORYLA16852
OG0003153	HELIO_01955	ORYLA18339
OG0003154	HELIO_10327	ORYLA06654
OG0003157	HELIO_06700	ORYLA04495
OG0003159	HELIO_08765	ORYLA02503, ORYLA17417, ORYLA05287
OG0003160	HELIO_04756	ORYLA05070, ORYLA19915
OG0003161	HELIO_10835	ORYLA18915, ORYLA10523, ORYLA18916
OG0003162	HELIO_02560	ORYLA11824, ORYLA10738, ORYLA03513
OG0003163	HELIO_09287	ORYLA13213, ORYLA17286
OG0003164	HELIO_09851	ORYLA20487, ORYLA00816
OG0003165	HELIO_04786	ORYLA08595, ORYLA10561
OG0003166	HELIO_09979	ORYLA04911, ORYLA04910
OG0003167	HELIO_12275	ORYLA16879, ORYLA03605
OG0003168	HELIO_11978	ORYLA16959, ORYLA00571
OG0003169	HELIO_08500	ORYLA09698
OG0003171	HELIO_08786	ORYLA06807
OG0003172	HELIO_04597	ORYLA09854
OG0003173	HELIO_11473	ORYLA00376, ORYLA02346
OG0003174	HELIO_00264	ORYLA20481
OG0003175	HELIO_11871	ORYLA01979, ORYLA06140
OG0003176	HELIO_05807	ORYLA12690
OG0003177	HELIO_06751	ORYLA00856
OG0003178	HELIO_01460	ORYLA03270
OG0003179	HELIO_10655	ORYLA00445
OG0003183	HELIO_01228	ORYLA16117, ORYLA02124
OG0003185	HELIO_04542	ORYLA12363, ORYLA15072
OG0003187	HELIO_00272	ORYLA12776
OG0003188	HELIO_07819	ORYLA12586, ORYLA14947
OG0003189	HELIO_12511	ORYLA04108
OG0003190	HELIO_04199, HELIO_06545	ORYLA00506
OG0003191	HELIO_09939	ORYLA18538, ORYLA15754
OG0003192	HELIO_10231	ORYLA09709, ORYLA08386
OG0003193	HELIO_03842	ORYLA12245, ORYLA09712
OG0003195	HELIO_05599	ORYLA16742
OG0003196	HELIO_01637	ORYLA06022
OG0003197	HELIO_12323	ORYLA18639
OG0003199	HELIO_10732	ORYLA15973, ORYLA15714
OG0003202	HELIO_00628	ORYLA02354
OG0003203	HELIO_12411	ORYLA02126, ORYLA16448
OG0003204	HELIO_09427	ORYLA08375
OG0003206	HELIO_08652	ORYLA16318
OG0003207	HELIO_04788	ORYLA14484, ORYLA19094
OG0003208	HELIO_09136	ORYLA13040
OG0003210	HELIO_01772	ORYLA02461, ORYLA06655
OG0003211	HELIO_12582	ORYLA20322
OG0003212	HELIO_01310	ORYLA15489, ORYLA10940
OG0003213	HELIO_11031	ORYLA06531
OG0003214	HELIO_05250	ORYLA09799
OG0003215	HELIO_01923	ORYLA00108, ORYLA19619
OG0003217	HELIO_01441	ORYLA13146, ORYLA02509
OG0003218	HELIO_02702	ORYLA19022
OG0003219	HELIO_02834	ORYLA07225, ORYLA00485
OG0003220	HELIO_12154	ORYLA01985, ORYLA05947
OG0003221	HELIO_05558	ORYLA02164, ORYLA02047
OG0003222	HELIO_04495	ORYLA15011, ORYLA12395, ORYLA09003
OG0003223	HELIO_00004	ORYLA15511
OG0003225	HELIO_03805	ORYLA19236, ORYLA19235
OG0003226	HELIO_03198	ORYLA12048
OG0003227	HELIO_09540	ORYLA15109
OG0003228	HELIO_02794	ORYLA10708
OG0003229	HELIO_12333	ORYLA07923, ORYLA01487
OG0003230	HELIO_01822	ORYLA08114
OG0003234	HELIO_00230	ORYLA01163
OG0003235	HELIO_02635	ORYLA20268
OG0003236	HELIO_03810	ORYLA02520, ORYLA16788
OG0003238	HELIO_01572	ORYLA12178
OG0003239	HELIO_12569	ORYLA15027
OG0003250	HELIO_06454	ORYLA11719, ORYLA16208
OG0003251	HELIO_02853	ORYLA05486, ORYLA12659
OG0003252	HELIO_12715	ORYLA11431, ORYLA10758
OG0003253	HELIO_01269, HELIO_01268	ORYLA14109, ORYLA17719, ORYLA12706
OG0003254	HELIO_02013	ORYLA01055
OG0003255	HELIO_03313	ORYLA01639
OG0003258	HELIO_01814	ORYLA13111
OG0003259	HELIO_05468	ORYLA17769
OG0003260	HELIO_09298	ORYLA13208, ORYLA02958
OG0003261	HELIO_09008	ORYLA06345, ORYLA06344, ORYLA06346, ORYLA03623
OG0003262	HELIO_09738	ORYLA04363, ORYLA17978
OG0003263	HELIO_06528	ORYLA05786
OG0003264	HELIO_05957	ORYLA08989, ORYLA06289
OG0003265	HELIO_05075	ORYLA14054, ORYLA11239
OG0003266	HELIO_11954	ORYLA03848, ORYLA04542
OG0003267	HELIO_05451	ORYLA19756
OG0003268	HELIO_11848	ORYLA01959
OG0003269	HELIO_11705	ORYLA07800, ORYLA16726
OG0003270	HELIO_04333	ORYLA14592
OG0003272	HELIO_09074	ORYLA19655, ORYLA19654, ORYLA07229
OG0003275	HELIO_12630	ORYLA09029, ORYLA13943
OG0003278	HELIO_10318, HELIO_00656	ORYLA12553
OG0003279	HELIO_09284	ORYLA01238
OG0003280	HELIO_09348	ORYLA05574
OG0003282	HELIO_02896	ORYLA04149, ORYLA01430
OG0003283	HELIO_04347	ORYLA19093
OG0003284	HELIO_03635	ORYLA18705
OG0003286	HELIO_05866	ORYLA16774
OG0003287	HELIO_02350	ORYLA15508, ORYLA11362
OG0003288	HELIO_08221	ORYLA04254
OG0003289	HELIO_01128	ORYLA09052, ORYLA09053, ORYLA15034, ORYLA12726
OG0003290	HELIO_11498	ORYLA06270, ORYLA06269
OG0003291	HELIO_02174	ORYLA04004
OG0003293	HELIO_08360	ORYLA14350
OG0003294	HELIO_09835	ORYLA12880
OG0003295	HELIO_04382	ORYLA04874, ORYLA19440
OG0003296	HELIO_04825	ORYLA18095, ORYLA02301
OG0003297	HELIO_06575	ORYLA16817
OG0003298	HELIO_02188	ORYLA01355
OG0003299	HELIO_09593	ORYLA12913
OG0003302	HELIO_00429	ORYLA01208
OG0003304	HELIO_10378	ORYLA05709
OG0003306	HELIO_02826	ORYLA15915
OG0003307	HELIO_09634	ORYLA00404, ORYLA01512
OG0003310	HELIO_03345, HELIO_06211	ORYLA19305
OG0003311	HELIO_05785	ORYLA01367, ORYLA08826, ORYLA06226
OG0003314	HELIO_06199	ORYLA04286, ORYLA00307
OG0003315	HELIO_10391	ORYLA05352
OG0003315	HELIO_06277	ORYLA05354
OG0003316	HELIO_04955	ORYLA06489
OG0003317	HELIO_04704, HELIO_06602	ORYLA00142
OG0003318	HELIO_09114	ORYLA14596, ORYLA15728
OG0003319	HELIO_09121	ORYLA15491, ORYLA07033
OG0003320	HELIO_07667	ORYLA17866
OG0003321	HELIO_08818	ORYLA19455, ORYLA05648
OG0003323	HELIO_10464	ORYLA02747
OG0003325	HELIO_09071	ORYLA08076, ORYLA04984
OG0003326	HELIO_11660	ORYLA04931
OG0003327	HELIO_12534	ORYLA02456, ORYLA06278
OG0003329	HELIO_02507	ORYLA17667, ORYLA02366
OG0003330	HELIO_07578, HELIO_05577	ORYLA14948
OG0003331	HELIO_02767	ORYLA03745
OG0003332	HELIO_03785	ORYLA06788, ORYLA02078
OG0003335	HELIO_09042	ORYLA10536
OG0003336	HELIO_03867	ORYLA13585, ORYLA16595, ORYLA17841
OG0003337	HELIO_01038	ORYLA20124
OG0003340	HELIO_01545	ORYLA05123, ORYLA01941
OG0003341	HELIO_12055	ORYLA00218
OG0003343	HELIO_10253	ORYLA03249
OG0003344	HELIO_01718	ORYLA11978
OG0003347	HELIO_07786	ORYLA09885, ORYLA04679
OG0003348	HELIO_06884	ORYLA07117, ORYLA09434
OG0003349	HELIO_12164	ORYLA00427, ORYLA04988, ORYLA08086
OG0003350	HELIO_03656	ORYLA09368, ORYLA09369, ORYLA06960, ORYLA03492, ORYLA01457
OG0003351	HELIO_02226	ORYLA14628
OG0003352	HELIO_01595	ORYLA08412, ORYLA10054
OG0003353	HELIO_09911	ORYLA10916
OG0003354	HELIO_00644	ORYLA19460, ORYLA19459, ORYLA00204
OG0003355	HELIO_08886, HELIO_06119	ORYLA02544, ORYLA05076, ORYLA07720
OG0003356	HELIO_03350	ORYLA00555, ORYLA16745
OG0003357	HELIO_00345	ORYLA01325
OG0003358	HELIO_01492	ORYLA14258
OG0003359	HELIO_03690	ORYLA11531
OG0003360	HELIO_10234	ORYLA10113
OG0003361	HELIO_12352	ORYLA10105, ORYLA03006
OG0003362	HELIO_10225, HELIO_09367	ORYLA03192
OG0003364	HELIO_10249	ORYLA14543, ORYLA16352
OG0003365	HELIO_08582	ORYLA11052, ORYLA14488
OG0003366	HELIO_04839	ORYLA19482
OG0003367	HELIO_04573	ORYLA19314
OG0003368	HELIO_01416	ORYLA01157
OG0003369	HELIO_06850	ORYLA17954, ORYLA05099
OG0003370	HELIO_11000	ORYLA02169, ORYLA05635
OG0003372	HELIO_02230	ORYLA13263, ORYLA19929
OG0003373	HELIO_02331, HELIO_02692, HELIO_01108, HELIO_01107	ORYLA11155, ORYLA15306
OG0003374	HELIO_02124	ORYLA05369
OG0003375	HELIO_02027	ORYLA17409
OG0003376	HELIO_11921	ORYLA07502
OG0003377	HELIO_08558	ORYLA12102
OG0003378	HELIO_09467	ORYLA12071
OG0003379	HELIO_07891	ORYLA05666
OG0003380	HELIO_08129	ORYLA02294, ORYLA17353
OG0003381	HELIO_01980	ORYLA10983, ORYLA12366
OG0003382	HELIO_00905, HELIO_00906	ORYLA06657, ORYLA06055
OG0003383	HELIO_12143	ORYLA08272
OG0003384	HELIO_02989	ORYLA00693, ORYLA05038, ORYLA17993, ORYLA17992, ORYLA14121
OG0003385	HELIO_09926	ORYLA16115
