Orthogroup	HELIO_ok	MOUSE
OG0003645	HELIO_02632	MOUSE14260, MOUSE03754, MOUSE03756, MOUSE03755
OG0003646	HELIO_10542	MOUSE51957
OG0003647	HELIO_08435	MOUSE10325, MOUSE10328, MOUSE10330
OG0003648	HELIO_08542	MOUSE35777, MOUSE35776, MOUSE35779, MOUSE35778
OG0003649	HELIO_09186	MOUSE18455
OG0003650	HELIO_02717, HELIO_11983, HELIO_06323	MOUSE29151, MOUSE29150, MOUSE29148, MOUSE29149, MOUSE29147
OG0003651	HELIO_01012	MOUSE28186, MOUSE32014, MOUSE32016, MOUSE32015, MOUSE32017, MOUSE32012, MOUSE32013
OG0003652	HELIO_05306	MOUSE51309, MOUSE00670
OG0003653	HELIO_00722	MOUSE13490, MOUSE13491, MOUSE43712, MOUSE43711, MOUSE12262, MOUSE13492
OG0003654	HELIO_11410	MOUSE29385, MOUSE29384
OG0003655	HELIO_12535	MOUSE00092, MOUSE00091, MOUSE38828
OG0003656	HELIO_01092	MOUSE52004, MOUSE52005, MOUSE30702
OG0003657	HELIO_09755	MOUSE26477, MOUSE26479, MOUSE26480, MOUSE26478
OG0003658	HELIO_10115	MOUSE39824
OG0003659	HELIO_01564	MOUSE05800, MOUSE05799, MOUSE05801
OG0003660	HELIO_06666	MOUSE11149, MOUSE11145, MOUSE11148, MOUSE11147, MOUSE11146
OG0003662	HELIO_12127	MOUSE00931, MOUSE00930, MOUSE00932, MOUSE40409, MOUSE40410, MOUSE40406, MOUSE40408, MOUSE40407
OG0003663	HELIO_00775	MOUSE03415, MOUSE00823, MOUSE03414
OG0003664	HELIO_10185	MOUSE03909, MOUSE03912, MOUSE03911, MOUSE03910
OG0003665	HELIO_10497, HELIO_07311	MOUSE07285
OG0003668	HELIO_12712	MOUSE52218, MOUSE54951, MOUSE54950, MOUSE54949, MOUSE54948, MOUSE52219, MOUSE52216, MOUSE52217
OG0003669	HELIO_09100	MOUSE32721, MOUSE32722, MOUSE32723, MOUSE32720, MOUSE32719, MOUSE32718
OG0003671	HELIO_01352	MOUSE21089, MOUSE03153
OG0003672	HELIO_03464	MOUSE03769, MOUSE03770
OG0003673	HELIO_10262, HELIO_06532	MOUSE16463, MOUSE16464
OG0003675	HELIO_07191	MOUSE53287, MOUSE53284, MOUSE53286, MOUSE53283
OG0003676	HELIO_07728	MOUSE53232, MOUSE53233
OG0003677	HELIO_12600	MOUSE26179, MOUSE25068, MOUSE25069, MOUSE05328
OG0003678	HELIO_06802	MOUSE33349, MOUSE33347, MOUSE33348, MOUSE50401, MOUSE50400
OG0003679	HELIO_01849	MOUSE15732, MOUSE25049, MOUSE25050
OG0003680	HELIO_06689	MOUSE02511, MOUSE02510, MOUSE02508, MOUSE02509, MOUSE02513, MOUSE02514, MOUSE22063, MOUSE22062
OG0003681	HELIO_01500	MOUSE14464, MOUSE27092, MOUSE27091
OG0003682	HELIO_01433	MOUSE24620, MOUSE24619
OG0003683	HELIO_01924	MOUSE20046
OG0003684	HELIO_08776	MOUSE23198, MOUSE23196, MOUSE23195, MOUSE23197
OG0003685	HELIO_09044	MOUSE51976, MOUSE51974, MOUSE51975
OG0003686	HELIO_08163	MOUSE49108, MOUSE49109, MOUSE49107, MOUSE49105, MOUSE49106, MOUSE49104, MOUSE49103, MOUSE49102, MOUSE49101, MOUSE49099
OG0003687	HELIO_06361	MOUSE02568, MOUSE02567, MOUSE05366, MOUSE22110, MOUSE22109
OG0003688	HELIO_05020	MOUSE34520, MOUSE34521, MOUSE34522
OG0003689	HELIO_02422	MOUSE05393, MOUSE05394, MOUSE26456, MOUSE26455, MOUSE26457
OG0003690	HELIO_12684	MOUSE07036, MOUSE07037, MOUSE07038
OG0003691	HELIO_02530, HELIO_02531, HELIO_04964	MOUSE48085, MOUSE48086, MOUSE48087
OG0003692	HELIO_09987	MOUSE02817, MOUSE02816, MOUSE02818
OG0003693	HELIO_12474	MOUSE41191, MOUSE41190, MOUSE11267, MOUSE11266, MOUSE11265
OG0003694	HELIO_05422	MOUSE30782
OG0003695	HELIO_02593	MOUSE25741, MOUSE25740, MOUSE25739, MOUSE20814
OG0003696	HELIO_11257	MOUSE35449, MOUSE35450
OG0003697	HELIO_12071	MOUSE06524
OG0003698	HELIO_09605	MOUSE21124, MOUSE12762
OG0003699	HELIO_09663	MOUSE25218
OG0003700	HELIO_11457	MOUSE15026, MOUSE06260, MOUSE06261, MOUSE06262
OG0003701	HELIO_05490, HELIO_11557	MOUSE15704, MOUSE15707, MOUSE15706, MOUSE15705, MOUSE15703
OG0003702	HELIO_12767	MOUSE28176, MOUSE28174, MOUSE28173, MOUSE07243, MOUSE07240, MOUSE07242, MOUSE07241, MOUSE07239, MOUSE07237, MOUSE28175
OG0003703	HELIO_02888	MOUSE20574, MOUSE27650
OG0003705	HELIO_09455	MOUSE35234, MOUSE35235, MOUSE35240, MOUSE35241, MOUSE35238, MOUSE35236, MOUSE35237
OG0003706	HELIO_11708	MOUSE17759, MOUSE17750, MOUSE17753, MOUSE17755, MOUSE17756, MOUSE17754, MOUSE17757, MOUSE17758, MOUSE17752, MOUSE17751
OG0003707	HELIO_10348	MOUSE09616, MOUSE44752, MOUSE44751
OG0003709	HELIO_00709, HELIO_04113	MOUSE43765, MOUSE43763, MOUSE43764
OG0003710	HELIO_06500	MOUSE55264, MOUSE31690
OG0003711	HELIO_12137	MOUSE51928, MOUSE51930, MOUSE51936, MOUSE51935, MOUSE51933, MOUSE51931, MOUSE51932, MOUSE51927, MOUSE51929
OG0003712	HELIO_03886, HELIO_08547	MOUSE14240, MOUSE14239, MOUSE15046
OG0003713	HELIO_10395	MOUSE23766, MOUSE23765, MOUSE23764, MOUSE23767
OG0003716	HELIO_05664, HELIO_06645	MOUSE15604, MOUSE15602
OG0003717	HELIO_05515	MOUSE33976, MOUSE33975, MOUSE08977, MOUSE08978
OG0003719	HELIO_06363	MOUSE30866
OG0003720	HELIO_08336	MOUSE23793, MOUSE23792, MOUSE23794, MOUSE17553
OG0003721	HELIO_10032, HELIO_03702	MOUSE20246, MOUSE20247
OG0003722	HELIO_03347	MOUSE31879, MOUSE31880, MOUSE31883, MOUSE31881, MOUSE25682, MOUSE25686, MOUSE25681
OG0003724	HELIO_10508	MOUSE34773, MOUSE34772, MOUSE34770, MOUSE34769, MOUSE34771
OG0003725	HELIO_02882	MOUSE33444, MOUSE33447, MOUSE32961, MOUSE32962, MOUSE18709
OG0003727	HELIO_02912	MOUSE43077, MOUSE43079, MOUSE43078, MOUSE43080, MOUSE43076
OG0003728	HELIO_02348	MOUSE31942, MOUSE31943, MOUSE31941
OG0003729	HELIO_11354	MOUSE26210, MOUSE26211
OG0003730	HELIO_08006	MOUSE46790, MOUSE46788, MOUSE46787, MOUSE46786
OG0003731	HELIO_04511, HELIO_05539	MOUSE50324, MOUSE50322, MOUSE50321, MOUSE50323, MOUSE50320
OG0003733	HELIO_03136	MOUSE33101, MOUSE33100
OG0003734	HELIO_06093	MOUSE25448, MOUSE18509, MOUSE28344
OG0003735	HELIO_01294	MOUSE51303
OG0003736	HELIO_03063	MOUSE49071
OG0003737	HELIO_10888	MOUSE25393, MOUSE25394, MOUSE23885, MOUSE23886, MOUSE23887
OG0003738	HELIO_10176	MOUSE04750, MOUSE04749
OG0003739	HELIO_08892	MOUSE23353
OG0003740	HELIO_05574	MOUSE45976, MOUSE45977, MOUSE45975
OG0003741	HELIO_02790	MOUSE43248, MOUSE43247
OG0003742	HELIO_08883	MOUSE06945, MOUSE06947, MOUSE02363
OG0003743	HELIO_02787	MOUSE37350, MOUSE37349, MOUSE37354
OG0003744	HELIO_04674	MOUSE55115, MOUSE55116, MOUSE52537, MOUSE52533, MOUSE52535
OG0003745	HELIO_09559	MOUSE15322, MOUSE15325, MOUSE15323
OG0003746	HELIO_00144	MOUSE22549, MOUSE04784, MOUSE04785
OG0003749	HELIO_02988	MOUSE42046, MOUSE42049, MOUSE42048, MOUSE42050
OG0003750	HELIO_02076	MOUSE28487
OG0003751	HELIO_08716	MOUSE23837
OG0003752	HELIO_08739	MOUSE32569, MOUSE32570, MOUSE52228, MOUSE52226
OG0003753	HELIO_02945	MOUSE06070, MOUSE06071
OG0003754	HELIO_09263	MOUSE20471, MOUSE20474, MOUSE20473, MOUSE20472, MOUSE02213
OG0003755	HELIO_08454	MOUSE04959
OG0003757	HELIO_08330	MOUSE42645, MOUSE42643, MOUSE42644
OG0003758	HELIO_04986	MOUSE05241, MOUSE05240, MOUSE14904
OG0003759	HELIO_08276	MOUSE04234, MOUSE17579, MOUSE17581
OG0003760	HELIO_10329	MOUSE18949, MOUSE18947, MOUSE18948, MOUSE06740, MOUSE06738, MOUSE06736, MOUSE06739, MOUSE06737
OG0003761	HELIO_09527	MOUSE51337, MOUSE32241
OG0003762	HELIO_00794	MOUSE06209, MOUSE15008
OG0003763	HELIO_02371, HELIO_07298	MOUSE00212, MOUSE00213
OG0003764	HELIO_10540	MOUSE06475, MOUSE06476, MOUSE06477, MOUSE06478
OG0003765	HELIO_02901	MOUSE54392
OG0003767	HELIO_03825	MOUSE13389
OG0003768	HELIO_12290, HELIO_05875, HELIO_09493	MOUSE01938, MOUSE01939, MOUSE01940
OG0003769	HELIO_09666	MOUSE12405, MOUSE12406, MOUSE12409, MOUSE12408
OG0003770	HELIO_06598	MOUSE45318, MOUSE45319, MOUSE45317
OG0003771	HELIO_09996	MOUSE06180, MOUSE06179, MOUSE14269
OG0003772	HELIO_11304	MOUSE49741, MOUSE49740, MOUSE49744, MOUSE49743, MOUSE49746, MOUSE49745, MOUSE49747
OG0003773	HELIO_11994	MOUSE17006, MOUSE17005, MOUSE17004, MOUSE05143
OG0003776	HELIO_02001	MOUSE16172, MOUSE16173
OG0003777	HELIO_01826	MOUSE22964, MOUSE05638, MOUSE06985
OG0003778	HELIO_12734	MOUSE18778, MOUSE41255, MOUSE41257, MOUSE41256, MOUSE41258
OG0003779	HELIO_09039	MOUSE04027, MOUSE04026, MOUSE04028
OG0003780	HELIO_05552	MOUSE22839, MOUSE22838, MOUSE55080, MOUSE55081, MOUSE55079, MOUSE12878
OG0003794	HELIO_01699	MOUSE28886, MOUSE28885, MOUSE28884, MOUSE28883, MOUSE19914, MOUSE43750
OG0003795	HELIO_00713	MOUSE53567, MOUSE53566, MOUSE53563, MOUSE53564, MOUSE53565
OG0003798	HELIO_10316	MOUSE26587, MOUSE26588, MOUSE14915
OG0003803	HELIO_02425	MOUSE23801, MOUSE23803, MOUSE23802, MOUSE23800
OG0003806	HELIO_00384	MOUSE17191, MOUSE16977, MOUSE16976, MOUSE16978
OG0003807	HELIO_07147	MOUSE45986, MOUSE45987, MOUSE45988, MOUSE45985
OG0003808	HELIO_04304	MOUSE34022, MOUSE34021
OG0003809	HELIO_07339	MOUSE31684, MOUSE31683, MOUSE31685, MOUSE31687
OG0003810	HELIO_06395	MOUSE13033, MOUSE13032, MOUSE13030, MOUSE13031, MOUSE09581, MOUSE09579, MOUSE09580, MOUSE09578
OG0003811	HELIO_07404	MOUSE36524, MOUSE36525
OG0003812	HELIO_07959	MOUSE53620, MOUSE53621, MOUSE53622, MOUSE53619
OG0003813	HELIO_02391	MOUSE36975, MOUSE27962, MOUSE27966, MOUSE27965
OG0003816	HELIO_04161, HELIO_05586	MOUSE21055
OG0003818	HELIO_04533	MOUSE47757
OG0003820	HELIO_12732, HELIO_12713	MOUSE33033, MOUSE33034, MOUSE33032
OG0003821	HELIO_04733	MOUSE31151, MOUSE52622, MOUSE52623
OG0003823	HELIO_12718	MOUSE06728, MOUSE06726
OG0003824	HELIO_02077	MOUSE47802
OG0003825	HELIO_12444	MOUSE00683, MOUSE00691, MOUSE00687, MOUSE00685, MOUSE00684, MOUSE00689, MOUSE00686, MOUSE00688, MOUSE00682
OG0003826	HELIO_03295	MOUSE04365
OG0003826	HELIO_02592	MOUSE04366
OG0003827	HELIO_10529	MOUSE31957, MOUSE31958
OG0003828	HELIO_03989	MOUSE32817
OG0003829	HELIO_04115	MOUSE37106, MOUSE37104, MOUSE37102, MOUSE37101, MOUSE37100, MOUSE37103
OG0003830	HELIO_07812	MOUSE32193, MOUSE32191, MOUSE32192
OG0003831	HELIO_00414	MOUSE20873, MOUSE36301, MOUSE04870, MOUSE36300, MOUSE36298
OG0003832	HELIO_04229	MOUSE31056, MOUSE02326, MOUSE02327, MOUSE02328, MOUSE52521, MOUSE52522, MOUSE52523
OG0003833	HELIO_00735, HELIO_08031, HELIO_06424	MOUSE12711, MOUSE12709, MOUSE12710
OG0003834	HELIO_10627	MOUSE23210, MOUSE49466
OG0003835	HELIO_00960	MOUSE06592, MOUSE06595, MOUSE06594, MOUSE06593, MOUSE06591
OG0003836	HELIO_02274	MOUSE36279, MOUSE36278, MOUSE03603, MOUSE03602
OG0003837	HELIO_01037	MOUSE06124, MOUSE06122
OG0003838	HELIO_09299	MOUSE13017, MOUSE13018, MOUSE51688, MOUSE36348
OG0003839	HELIO_00548	MOUSE24236, MOUSE24234
OG0003840	HELIO_07119	MOUSE51791, MOUSE51790, MOUSE51795, MOUSE51794, MOUSE51792, MOUSE30794, MOUSE30796, MOUSE30795
OG0003841	HELIO_08429	MOUSE17860, MOUSE17856, MOUSE17858, MOUSE17857, MOUSE17859, MOUSE17855, MOUSE17854, MOUSE17853, MOUSE17861
OG0003842	HELIO_06073	MOUSE01988, MOUSE01994, MOUSE01996, MOUSE01991, MOUSE01992, MOUSE01990, MOUSE01989, MOUSE01993, MOUSE01995
OG0003843	HELIO_09017	MOUSE02984, MOUSE02983
OG0003844	HELIO_00051	MOUSE33019
OG0003845	HELIO_09710	MOUSE04946
OG0003846	HELIO_07722	MOUSE40451, MOUSE40452, MOUSE40453
OG0003848	HELIO_02520	MOUSE23878, MOUSE23876, MOUSE23877
OG0003850	HELIO_01423	MOUSE34272, MOUSE34270, MOUSE34268, MOUSE34271, MOUSE34269, MOUSE34273
OG0003851	HELIO_06451	MOUSE25173
OG0003852	HELIO_11600	MOUSE44765, MOUSE19461
OG0003853	HELIO_12441	MOUSE18178, MOUSE18177, MOUSE18175, MOUSE18176, MOUSE18179
OG0003854	HELIO_03527	MOUSE48498, MOUSE48499, MOUSE48496, MOUSE44637, MOUSE44638
OG0003855	HELIO_07181	MOUSE30682, MOUSE30679, MOUSE30678, MOUSE30680, MOUSE30681
OG0003856	HELIO_05722	MOUSE53260
OG0003857	HELIO_12190	MOUSE15137, MOUSE15138, MOUSE15136, MOUSE15135
OG0003858	HELIO_08687	MOUSE18173
OG0003859	HELIO_02262	MOUSE35707, MOUSE35706, MOUSE35705
OG0003861	HELIO_09460	MOUSE16328, MOUSE16329, MOUSE16332, MOUSE16326, MOUSE16330, MOUSE16325, MOUSE16327, MOUSE16324, MOUSE16331, MOUSE16323
OG0003862	HELIO_04377	MOUSE26244, MOUSE26243, MOUSE26242, MOUSE26241, MOUSE26240, MOUSE26239
OG0003863	HELIO_09867	MOUSE46853, MOUSE46851, MOUSE46852
OG0003864	HELIO_10875	MOUSE43181, MOUSE43180, MOUSE43182, MOUSE43179
OG0003865	HELIO_11073	MOUSE15488, MOUSE14853
OG0003866	HELIO_03099	MOUSE55423, MOUSE54508, MOUSE54509
OG0003867	HELIO_01829	MOUSE35425
OG0003868	HELIO_08898	MOUSE23869, MOUSE23871, MOUSE23870
OG0003869	HELIO_08492	MOUSE05547
OG0003870	HELIO_02612	MOUSE43942, MOUSE43941, MOUSE43940
OG0003871	HELIO_02741	MOUSE12954
OG0003872	HELIO_02970	MOUSE15344, MOUSE15345, MOUSE15348, MOUSE15346, MOUSE15349, MOUSE15347, MOUSE15343
OG0003873	HELIO_09899	MOUSE24551, MOUSE24547
OG0003874	HELIO_04369	MOUSE30453, MOUSE30451, MOUSE30450, MOUSE30452, MOUSE30449
OG0003875	HELIO_08273	MOUSE27195
OG0003876	HELIO_02667	MOUSE32588, MOUSE32587
OG0003878	HELIO_10989	MOUSE31216, MOUSE31215
OG0003880	HELIO_02020	MOUSE50195, MOUSE50194, MOUSE50193
OG0003881	HELIO_07709	MOUSE34941, MOUSE34940, MOUSE34939
OG0003882	HELIO_05979	MOUSE39472, MOUSE39470, MOUSE39471
OG0003883	HELIO_12699	MOUSE36195, MOUSE36197, MOUSE36198, MOUSE36196, MOUSE36194
OG0003884	HELIO_00594	MOUSE51646, MOUSE51647, MOUSE51649, MOUSE51645, MOUSE51650, MOUSE51648
OG0003885	HELIO_08959	MOUSE52050, MOUSE52047, MOUSE09216, MOUSE09218, MOUSE09219, MOUSE09215, MOUSE09217
OG0003886	HELIO_06325	MOUSE05592, MOUSE05590, MOUSE05588, MOUSE05593, MOUSE24488, MOUSE24487
OG0003887	HELIO_07770	MOUSE30820
OG0003888	HELIO_07431	MOUSE01271, MOUSE01270, MOUSE01269
OG0003890	HELIO_12503	MOUSE40542, MOUSE40541, MOUSE40543, MOUSE40544, MOUSE19610
OG0003892	HELIO_08263	MOUSE24997, MOUSE24998
OG0003893	HELIO_05290	MOUSE27805, MOUSE27806, MOUSE27807
OG0003894	HELIO_00555	MOUSE25680
OG0003895	HELIO_10007	MOUSE05047
OG0003896	HELIO_00287	MOUSE04755, MOUSE04754, MOUSE38515
OG0003897	HELIO_07895	MOUSE22869, MOUSE22871
OG0003898	HELIO_09951	MOUSE29424, MOUSE29423
OG0003899	HELIO_00617	MOUSE32512, MOUSE32510, MOUSE32509, MOUSE32511
OG0003900	HELIO_07367	MOUSE20186, MOUSE20185, MOUSE20184
OG0003901	HELIO_12439	MOUSE18085, MOUSE18087, MOUSE18086, MOUSE18084, MOUSE34314, MOUSE34315, MOUSE34313
OG0003903	HELIO_11262	MOUSE36163, MOUSE36162
OG0003904	HELIO_03811	MOUSE44859, MOUSE44858, MOUSE44857, MOUSE44860
OG0003906	HELIO_09388	MOUSE48566, MOUSE48567, MOUSE48565
OG0003911	HELIO_02034	MOUSE28427, MOUSE28428, MOUSE28429, MOUSE28430
OG0003912	HELIO_00546	MOUSE28242, MOUSE49733, MOUSE49734
OG0003913	HELIO_06151	MOUSE37139, MOUSE37140, MOUSE37141
OG0003914	HELIO_10475	MOUSE44937
OG0003916	HELIO_04220	MOUSE11886, MOUSE11883, MOUSE32101, MOUSE11887, MOUSE11888, MOUSE11885, MOUSE11884
OG0003917	HELIO_10729	MOUSE21868, MOUSE21864, MOUSE21866, MOUSE21865
OG0003918	HELIO_12096	MOUSE03352, MOUSE03353, MOUSE36870, MOUSE36868, MOUSE36871
OG0003919	HELIO_10423	MOUSE22533, MOUSE22535, MOUSE22532, MOUSE22536, MOUSE22534
OG0003920	HELIO_09202	MOUSE34202, MOUSE34203, MOUSE34199, MOUSE34201, MOUSE34197
OG0003921	HELIO_11518	MOUSE21508, MOUSE21507
OG0003923	HELIO_10280	MOUSE22537, MOUSE22540
OG0003924	HELIO_06255	MOUSE30310, MOUSE30307, MOUSE30309, MOUSE30308
OG0003925	HELIO_11080	MOUSE34231, MOUSE34234, MOUSE34233, MOUSE34232
OG0003926	HELIO_01471	MOUSE34485
OG0003927	HELIO_07361	MOUSE37875, MOUSE37879, MOUSE37877, MOUSE37876, MOUSE37874
OG0003929	HELIO_09096	MOUSE49806, MOUSE49805
OG0003930	HELIO_03284	MOUSE01906, MOUSE01907
OG0003931	HELIO_04058	MOUSE54521, MOUSE54520, MOUSE15104, MOUSE15103
OG0003933	HELIO_08038	MOUSE40723, MOUSE40721, MOUSE01760, MOUSE01761
OG0003934	HELIO_00565	MOUSE42153, MOUSE42147, MOUSE42150, MOUSE42152, MOUSE42146, MOUSE42144, MOUSE42151, MOUSE42149, MOUSE42145, MOUSE42148
OG0003935	HELIO_11530	MOUSE07299, MOUSE07301, MOUSE07304, MOUSE07305
OG0003936	HELIO_03090	MOUSE49405, MOUSE49406, MOUSE49409, MOUSE49408, MOUSE49407
OG0003937	HELIO_05246	MOUSE46835, MOUSE46834, MOUSE12731, MOUSE12732
OG0003939	HELIO_10160	MOUSE08650, MOUSE08652, MOUSE08651
OG0003940	HELIO_07463	MOUSE27096, MOUSE27095, MOUSE27094
OG0003942	HELIO_02681	MOUSE00089
OG0003943	HELIO_11312	MOUSE12675, MOUSE12671, MOUSE12673, MOUSE12674, MOUSE12668, MOUSE12670, MOUSE12669, MOUSE12672
OG0003944	HELIO_01693	MOUSE15418, MOUSE15417
OG0003945	HELIO_03032	MOUSE41583, MOUSE41582, MOUSE41581, MOUSE17288, MOUSE17289
OG0003946	HELIO_10205	MOUSE21095, MOUSE36215, MOUSE36213
OG0003947	HELIO_08689	MOUSE35865
OG0003948	HELIO_12286	MOUSE27770, MOUSE27769, MOUSE27768
OG0003949	HELIO_10884	MOUSE00545, MOUSE00544
OG0003951	HELIO_01607	MOUSE52852, MOUSE52853, MOUSE52855
OG0003952	HELIO_11092, HELIO_11462	MOUSE18252, MOUSE18251
OG0003953	HELIO_08151	MOUSE03606, MOUSE48265, MOUSE48266, MOUSE48264
OG0003954	HELIO_06270	MOUSE13604, MOUSE13605, MOUSE06634
OG0003955	HELIO_02651	MOUSE54923, MOUSE54922, MOUSE48233
OG0003956	HELIO_03913	MOUSE31801, MOUSE31799, MOUSE31800, MOUSE31798
OG0003957	HELIO_11006	MOUSE23237
OG0003958	HELIO_12507	MOUSE00807, MOUSE19245, MOUSE47952
OG0003959	HELIO_12450	MOUSE25457, MOUSE25458, MOUSE25459
OG0003960	HELIO_08480	MOUSE14525, MOUSE44448, MOUSE44449, MOUSE44447
OG0003961	HELIO_06293	MOUSE33639
OG0003962	HELIO_02374	MOUSE55666, MOUSE13058, MOUSE29655, MOUSE19377
OG0003964	HELIO_09198	MOUSE26052
OG0003965	HELIO_04316	MOUSE34195, MOUSE34194
OG0003966	HELIO_04189	MOUSE16335, MOUSE16338, MOUSE16339, MOUSE16340, MOUSE16337, MOUSE16336
OG0003967	HELIO_01824	MOUSE46011, MOUSE46010
OG0003968	HELIO_08316	MOUSE30962, MOUSE30965, MOUSE30963, MOUSE30964, MOUSE24346, MOUSE24347
OG0003969	HELIO_08398	MOUSE11695, MOUSE11697, MOUSE11700, MOUSE11699, MOUSE11698, MOUSE11702, MOUSE11701, MOUSE11696
OG0003970	HELIO_11053	MOUSE37843, MOUSE37844, MOUSE37846, MOUSE37842, MOUSE37840, MOUSE37841
OG0003971	HELIO_09511	MOUSE25243
OG0003972	HELIO_01757	MOUSE28853, MOUSE28854, MOUSE28855
OG0003973	HELIO_12484	MOUSE07129, MOUSE07128, MOUSE28069
OG0003976	HELIO_10595	MOUSE46808
OG0003997	HELIO_09041	MOUSE48240
OG0003998	HELIO_03538	MOUSE03017, MOUSE03016, MOUSE03018, MOUSE03015
OG0003999	HELIO_02420	MOUSE39639, MOUSE39638
OG0004000	HELIO_09085	MOUSE53010, MOUSE53011
OG0004002	HELIO_10165	MOUSE08674
OG0004004	HELIO_03478	MOUSE29855, MOUSE48967, MOUSE55331
OG0004005	HELIO_02225	MOUSE06870, MOUSE06869, MOUSE06871
OG0004006	HELIO_08720, HELIO_11188, HELIO_08721	MOUSE24127, MOUSE24124, MOUSE24123, MOUSE24125
OG0004007	HELIO_06360	MOUSE33282, MOUSE13163, MOUSE13164
OG0004009	HELIO_08149	MOUSE31536, MOUSE31534, MOUSE00745, MOUSE00744
OG0004010	HELIO_03872	MOUSE10577
OG0004011	HELIO_00202	MOUSE47919, MOUSE47918, MOUSE11106, MOUSE47920
OG0004014	HELIO_02037	MOUSE22452
OG0004015	HELIO_02952	MOUSE31950, MOUSE31951, MOUSE31949, MOUSE31948, MOUSE31952
OG0004016	HELIO_08840	MOUSE14828
OG0004017	HELIO_04459	MOUSE46421, MOUSE46424, MOUSE46423, MOUSE46422, MOUSE46420
OG0004018	HELIO_09142	MOUSE00552, MOUSE00553, MOUSE00555, MOUSE00554, MOUSE00556, MOUSE00557, MOUSE00551
OG0004019	HELIO_01152	MOUSE44044, MOUSE44042, MOUSE44043, MOUSE44046, MOUSE44050, MOUSE44045, MOUSE44048, MOUSE44047, MOUSE44051, MOUSE44049, MOUSE44041
OG0004021	HELIO_12459	MOUSE04367, MOUSE04368
OG0004022	HELIO_10188	MOUSE55226, MOUSE55227, MOUSE55225
OG0004023	HELIO_00840	MOUSE32124, MOUSE49371
OG0004024	HELIO_09279, HELIO_09278	MOUSE52440, MOUSE52441, MOUSE52442, MOUSE52443
OG0004025	HELIO_01715	MOUSE35923, MOUSE35917, MOUSE35926, MOUSE35925, MOUSE35922, MOUSE35916, MOUSE35918, MOUSE35924, MOUSE35921, MOUSE35919, MOUSE35920
OG0004027	HELIO_11552	MOUSE02465, MOUSE02466, MOUSE05609, MOUSE05606, MOUSE05608, MOUSE05607
OG0004028	HELIO_09218	MOUSE11046, MOUSE11047, MOUSE11048, MOUSE11049
OG0004029	HELIO_08811	MOUSE53190
OG0004031	HELIO_01995	MOUSE42812
OG0004032	HELIO_06753	MOUSE53862, MOUSE53861, MOUSE47636
OG0004034	HELIO_10112, HELIO_10111	MOUSE44916
OG0004035	HELIO_09748	MOUSE28209, MOUSE28210, MOUSE28211
OG0004036	HELIO_02636	MOUSE34175, MOUSE54435, MOUSE51308
OG0004037	HELIO_05087	MOUSE23141, MOUSE23140
OG0004038	HELIO_07048	MOUSE48922
OG0004039	HELIO_10042, HELIO_10041	MOUSE52165
OG0004041	HELIO_00736	MOUSE28030
OG0004042	HELIO_09649	MOUSE26985, MOUSE26987, MOUSE26984, MOUSE26986
OG0004043	HELIO_07517	MOUSE52113, MOUSE52112
OG0004044	HELIO_01126	MOUSE53246, MOUSE53244, MOUSE53243, MOUSE53245
OG0004045	HELIO_11902	MOUSE21064, MOUSE21065, MOUSE21063, MOUSE21066
OG0004047	HELIO_11567	MOUSE06437, MOUSE06436
OG0004048	HELIO_08523	MOUSE35846, MOUSE35844, MOUSE35843, MOUSE35842, MOUSE35845
OG0004049	HELIO_01172	MOUSE44997, MOUSE52155
OG0004051	HELIO_01563	MOUSE05205, MOUSE26476, MOUSE14875, MOUSE14876
OG0004052	HELIO_04471	MOUSE48451
OG0004053	HELIO_01246	MOUSE55188, MOUSE09610, MOUSE09609, MOUSE09608, MOUSE30254
OG0004054	HELIO_06113	MOUSE07133, MOUSE07131, MOUSE07134, MOUSE42809, MOUSE42808, MOUSE42807
OG0004055	HELIO_02053, HELIO_02052	MOUSE16578, MOUSE16579, MOUSE16577
OG0004056	HELIO_06474	MOUSE10234
OG0004057	HELIO_08994	MOUSE39229, MOUSE39230, MOUSE39231
OG0004059	HELIO_11889	MOUSE42744, MOUSE42745, MOUSE42743
OG0004060	HELIO_07720	MOUSE32149, MOUSE32151, MOUSE32150, MOUSE32152
OG0004061	HELIO_02573	MOUSE33645, MOUSE33647, MOUSE33646, MOUSE33648
OG0004063	HELIO_06207	MOUSE11880, MOUSE11881, MOUSE11879, MOUSE11882
OG0004064	HELIO_06868	MOUSE22630, MOUSE22635, MOUSE22638, MOUSE22632, MOUSE22636, MOUSE22633, MOUSE22634
OG0004065	HELIO_02317	MOUSE34851, MOUSE34850, MOUSE34848
OG0004067	HELIO_11851	MOUSE22149
OG0004068	HELIO_04572	MOUSE54651, MOUSE54993
OG0004069	HELIO_03583	MOUSE09407
OG0004070	HELIO_11759	MOUSE38548, MOUSE38549
OG0004073	HELIO_08817	MOUSE02227, MOUSE18280
OG0004075	HELIO_07242	MOUSE46089
OG0004078	HELIO_08021	MOUSE21297
OG0004079	HELIO_11417	MOUSE29728, MOUSE29727, MOUSE29726
OG0004080	HELIO_12370	MOUSE22574, MOUSE22576, MOUSE22573, MOUSE35471
OG0004081	HELIO_02694	MOUSE22887, MOUSE22886, MOUSE22889, MOUSE22885, MOUSE22883, MOUSE22888, MOUSE22890, MOUSE22884
OG0004082	HELIO_03318, HELIO_03319	MOUSE23096
