Orthogroup	HELIO_ok	OWEFU
OG0004150	HELIO_10914	OFUSG04655.1.p1
OG0004153	HELIO_03342	OFUSG10672.1.p1
OG0004154	HELIO_11120	OFUSG17126.2.p1, OFUSG17126.1.p1
OG0004156	HELIO_02466	OFUSG05939.1.p1
OG0004158	HELIO_08947	OFUSG04504.1.p1
OG0004160	HELIO_00518	OFUSG23353.1.p1
OG0004161	HELIO_08593	OFUSG13701.3.p1, OFUSG13701.1.p1, OFUSG13701.4.p1, OFUSG13701.2.p1
OG0004162	HELIO_03885	OFUSG09942.2.p1, OFUSG09942.3.p1, OFUSG09942.1.p1
OG0004164	HELIO_04076	OFUSG17859.1.p1
OG0004166	HELIO_06402	OFUSG05575.1.p1
OG0004168	HELIO_10439	OFUSG15102.1.p1
OG0004169	HELIO_10123	OFUSG10640.1.p1
OG0004170	HELIO_02685	OFUSG08006.1.p1
OG0004175	HELIO_08247	OFUSG17098.1.p1
OG0004176	HELIO_09733	OFUSG02603.1.p1
OG0004178	HELIO_01141	OFUSG19368.1.p1
OG0004179	HELIO_02899	OFUSG11027.2.p1, OFUSG11027.1.p1
OG0004180	HELIO_03911	OFUSG16755.1.p1
OG0004181	HELIO_03220	OFUSG03257.1.p1
OG0004182	HELIO_10355, HELIO_10354	OFUSG01146.2.p1, OFUSG01146.1.p1
OG0004183	HELIO_02349	OFUSG25418.1.p1
OG0004184	HELIO_02910	OFUSG12556.1.p1
OG0004186	HELIO_03712	OFUSG11737.1.p1
OG0004187	HELIO_05634	OFUSG20862.1.p1
OG0004188	HELIO_05848	OFUSG25107.1.p1
OG0004189	HELIO_02678	OFUSG24213.1.p1
OG0004190	HELIO_06104	OFUSG09999.1.p1
OG0004197	HELIO_00497, HELIO_00498	OFUSG24264.1.p1
OG0004214	HELIO_08081	OFUSG13516.1.p1
OG0004215	HELIO_12650	OFUSG15336.1.p1
OG0004216	HELIO_04339	OFUSG23107.1.p1
OG0004217	HELIO_12612	OFUSG02696.2.p1, OFUSG02696.1.p1
OG0004218	HELIO_02237	OFUSG21692.1.p1
OG0004219	HELIO_03890	OFUSG04405.1.p1
OG0004220	HELIO_07241	OFUSG19674.1.p1, OFUSG19674.2.p1
OG0004222	HELIO_01516	OFUSG11203.3.p1, OFUSG11203.5.p1, OFUSG11203.2.p1, OFUSG11203.1.p1, OFUSG11203.4.p1
OG0004223	HELIO_02208	OFUSG17090.1.p1, OFUSG17090.2.p1
OG0004225	HELIO_00473	OFUSG20907.1.p1
OG0004227	HELIO_04190	OFUSG13655.1.p1
OG0004228	HELIO_10279	OFUSG23701.1.p1
OG0004229	HELIO_10319	OFUSG18108.1.p1
OG0004230	HELIO_03067	OFUSG08871.1.p1
OG0004231	HELIO_02803	OFUSG09197.1.p1
OG0004232	HELIO_08424	OFUSG19109.1.p1
OG0004233	HELIO_11199	OFUSG23247.1.p1
OG0004234	HELIO_07633	OFUSG13238.1.p1
OG0004235	HELIO_06406	OFUSG17809.1.p1
OG0004236	HELIO_09356	OFUSG12590.1.p1
OG0004237	HELIO_00276	OFUSG02738.1.p1
OG0004239	HELIO_10562	OFUSG26088.2.p1, OFUSG26088.3.p1, OFUSG26088.1.p1
OG0004240	HELIO_07818	OFUSG11405.2.p1, OFUSG11405.1.p1
OG0004242	HELIO_01219, HELIO_01220	OFUSG19649.1.p1
OG0004243	HELIO_08298	OFUSG16169.1.p1, OFUSG16169.3.p1, OFUSG16169.2.p1
OG0004244	HELIO_02306	OFUSG23262.1.p1
OG0004245	HELIO_07870	OFUSG19143.1.p1, OFUSG19143.2.p1
OG0004246	HELIO_10928	OFUSG26279.1.p1
OG0004247	HELIO_02696	OFUSG08927.1.p1
OG0004248	HELIO_05247, HELIO_06414	OFUSG13174.1.p1
OG0004249	HELIO_00455, HELIO_00454	OFUSG02524.1.p1
OG0004250	HELIO_10569	OFUSG12266.1.p1
OG0004251	HELIO_09481	OFUSG22911.1.p1
OG0004252	HELIO_01174	OFUSG24821.1.p1
OG0004254	HELIO_03429	OFUSG10303.1.p1
OG0004255	HELIO_06018	OFUSG21308.1.p1
OG0004257	HELIO_08894, HELIO_08895	OFUSG22307.1.p1
OG0004258	HELIO_08732	OFUSG03080.1.p1
OG0004259	HELIO_07775	OFUSG20013.1.p1
OG0004260	HELIO_03739	OFUSG04270.1.p1
OG0004261	HELIO_00002	OFUSG20642.1.p1
OG0004262	HELIO_03447	OFUSG12557.1.p1
OG0004263	HELIO_12287	OFUSG04157.2.p1, OFUSG04157.1.p1
OG0004264	HELIO_02131	OFUSG10442.1.p1
OG0004265	HELIO_09429	OFUSG22437.1.p1
OG0004267	HELIO_11484	OFUSG00346.1.p1
OG0004268	HELIO_09066	OFUSG20277.1.p1
OG0004269	HELIO_06762	OFUSG06518.1.p1
OG0004270	HELIO_06659	OFUSG09567.1.p1
OG0004271	HELIO_12035	OFUSG19458.1.p1
OG0004272	HELIO_09365	OFUSG19656.1.p1
OG0004273	HELIO_01145	OFUSG10132.2.p1, OFUSG10132.1.p1
OG0004274	HELIO_10268	OFUSG12672.1.p1
OG0004275	HELIO_12661	OFUSG26487.1.p1, OFUSG07573.1.p1, OFUSG07573.2.p1
OG0004276	HELIO_03812	OFUSG20440.1.p1, OFUSG20440.2.p1
OG0004277	HELIO_06678	OFUSG00740.1.p1
OG0004278	HELIO_12691	OFUSG19618.1.p1
OG0004279	HELIO_08783	OFUSG26158.2.p1, OFUSG26158.1.p1
OG0004280	HELIO_01147	OFUSG08248.1.p1
OG0004281	HELIO_09492, HELIO_10274	OFUSG09512.2.p1, OFUSG09512.1.p1
OG0004282	HELIO_05309	OFUSG23553.1.p1
OG0004283	HELIO_02458, HELIO_02459	OFUSG02236.1.p1
OG0004284	HELIO_08102	OFUSG19166.1.p1
OG0004285	HELIO_09389	OFUSG06639.1.p1, OFUSG06639.2.p1
OG0004286	HELIO_02729	OFUSG08115.1.p1
OG0004287	HELIO_08219, HELIO_08218	OFUSG12510.1.p1
OG0004288	HELIO_02021	OFUSG23204.1.p1
OG0004289	HELIO_05881	OFUSG11522.1.p1
OG0004290	HELIO_02511	OFUSG20422.1.p1
OG0004291	HELIO_06310	OFUSG11291.1.p1
OG0004292	HELIO_01648	OFUSG12754.1.p1
OG0004294	HELIO_01475	OFUSG00840.1.p1, OFUSG00840.2.p1
OG0004295	HELIO_07746	OFUSG13465.2.p1, OFUSG13465.1.p1
OG0004296	HELIO_11270	OFUSG10157.1.p1
OG0004298	HELIO_12397	OFUSG09630.1.p1
OG0004299	HELIO_07815	OFUSG03171.1.p1
OG0004300	HELIO_03166	OFUSG06251.1.p1
OG0004301	HELIO_02301	OFUSG15532.1.p1
OG0004302	HELIO_11348	OFUSG14824.1.p1
OG0004303	HELIO_05977	OFUSG14746.1.p1
OG0004304	HELIO_10121	OFUSG19501.1.p1
OG0004305	HELIO_02999	OFUSG21306.1.p1
OG0004306	HELIO_01476	OFUSG26453.1.p1
OG0004307	HELIO_06021	OFUSG10009.1.p1
OG0004308	HELIO_02621	OFUSG00660.1.p1
OG0004309	HELIO_02544	OFUSG10951.1.p1
OG0004310	HELIO_05755	OFUSG24234.1.p1
OG0004311	HELIO_02558	OFUSG24363.1.p1, OFUSG09545.1.p1
OG0004312	HELIO_09858	OFUSG20320.1.p1
OG0004314	HELIO_11288	OFUSG07970.1.p1
OG0004315	HELIO_06706, HELIO_01279	OFUSG19262.1.p1
OG0004316	HELIO_08782	OFUSG25561.1.p1
OG0004317	HELIO_01651	OFUSG15608.1.p1
OG0004318	HELIO_04611, HELIO_04568	OFUSG10081.1.p1
OG0004319	HELIO_02747	OFUSG01252.1.p1
OG0004320	HELIO_02657	OFUSG14079.1.p1, OFUSG18185.1.p1
OG0004321	HELIO_05529	OFUSG09959.1.p1, OFUSG09959.3.p1, OFUSG09959.2.p1
OG0004322	HELIO_03250, HELIO_03251	OFUSG21097.1.p1
OG0004323	HELIO_07772	OFUSG01104.1.p1
OG0004324	HELIO_06380	OFUSG23537.1.p1
OG0004325	HELIO_12742	OFUSG18623.1.p1
OG0004327	HELIO_00022, HELIO_06094	OFUSG03372.1.p1
OG0004328	HELIO_03031	OFUSG21216.1.p1
OG0004329	HELIO_08973	OFUSG06444.1.p1
OG0004331	HELIO_04862	OFUSG12334.1.p1
OG0004332	HELIO_03735	OFUSG09842.3.p1, OFUSG09842.2.p1, OFUSG09842.1.p1
OG0004333	HELIO_03394	OFUSG13517.2.p1, OFUSG13517.1.p1
OG0004334	HELIO_04407	OFUSG12737.1.p1
OG0004335	HELIO_10063	OFUSG03846.1.p1
OG0004337	HELIO_09677	OFUSG19298.1.p1
OG0004338	HELIO_02735	OFUSG03491.1.p1
OG0004339	HELIO_09382	OFUSG15590.1.p1
OG0004340	HELIO_09778	OFUSG10038.2.p1, OFUSG10038.1.p1
OG0004342	HELIO_05880, HELIO_05788	OFUSG03471.1.p1
OG0004343	HELIO_09479	OFUSG18774.1.p1
OG0004344	HELIO_05104	OFUSG12551.1.p1
OG0004345	HELIO_11483	OFUSG26912.1.p1, OFUSG22749.1.p1
OG0004346	HELIO_04653, HELIO_04870	OFUSG03046.1.p1, OFUSG05680.1.p1
OG0004348	HELIO_02969	OFUSG01419.1.p1
OG0004349	HELIO_12177	OFUSG06694.1.p1
OG0004350	HELIO_09167	OFUSG00516.1.p1
OG0004351	HELIO_03403	OFUSG16980.1.p1
OG0004352	HELIO_06106	OFUSG12778.1.p1
OG0004353	HELIO_05842	OFUSG21237.1.p1
OG0004354	HELIO_08304	OFUSG09569.1.p1
OG0004355	HELIO_02311	OFUSG13727.1.p1
OG0004356	HELIO_08069	OFUSG07938.1.p1
OG0004357	HELIO_08001	OFUSG17647.1.p1
OG0004359	HELIO_12437	OFUSG19521.1.p1
OG0004360	HELIO_07589	OFUSG16040.1.p1
OG0004361	HELIO_01540, HELIO_04775	OFUSG08299.1.p1
OG0004362	HELIO_04842	OFUSG26828.1.p1
OG0004363	HELIO_07648	OFUSG00806.1.p1
OG0004364	HELIO_04246	OFUSG12581.1.p1
OG0004365	HELIO_11208	OFUSG04532.1.p1
OG0004366	HELIO_12347	OFUSG20392.1.p1, OFUSG20392.2.p1
OG0004367	HELIO_11157	OFUSG11817.1.p1
OG0004368	HELIO_10695	OFUSG07493.1.p1
OG0004369	HELIO_12496	OFUSG08176.1.p1
OG0004370	HELIO_03960	OFUSG09597.1.p1
OG0004372	HELIO_06703, HELIO_07476	OFUSG17293.1.p1
OG0004373	HELIO_08887	OFUSG21375.1.p1
OG0004374	HELIO_04430	OFUSG23996.1.p1
OG0004375	HELIO_10600	OFUSG12091.1.p1
OG0004376	HELIO_02742	OFUSG15296.1.p1
OG0004377	HELIO_08549	OFUSG04513.1.p1
OG0004378	HELIO_09047	OFUSG15382.1.p1
OG0004379	HELIO_02169	OFUSG08124.1.p1
OG0004380	HELIO_02081	OFUSG07867.1.p1
OG0004381	HELIO_09818	OFUSG20032.1.p1
OG0004382	HELIO_05962	OFUSG21856.1.p1
OG0004383	HELIO_09050	OFUSG11903.1.p1
OG0004384	HELIO_07788	OFUSG12014.1.p1
OG0004385	HELIO_01485	OFUSG25604.1.p1
OG0004386	HELIO_07923	OFUSG04530.1.p1
OG0004387	HELIO_00300	OFUSG10840.2.p1, OFUSG10840.1.p1, OFUSG26873.1.p1, OFUSG00550.1.p1, OFUSG04863.1.p1, OFUSG04860.1.p1, OFUSG20316.1.p1, OFUSG20317.1.p1
OG0004388	HELIO_09998, HELIO_09997	OFUSG15853.1.p1
OG0004389	HELIO_01623, HELIO_04466	OFUSG17299.1.p1
OG0004390	HELIO_11441, HELIO_02437	OFUSG26694.1.p1
OG0004391	HELIO_08588	OFUSG18030.1.p1
OG0004392	HELIO_00680	OFUSG17805.1.p1
OG0004393	HELIO_11585, HELIO_11584	OFUSG19024.1.p1
OG0004394	HELIO_11388	OFUSG03035.2.p1, OFUSG03035.1.p1
OG0004395	HELIO_08875	OFUSG06695.1.p1
OG0004396	HELIO_05800	OFUSG21440.1.p1
OG0004397	HELIO_02130	OFUSG20729.1.p1
OG0004398	HELIO_02807	OFUSG15408.2.p1, OFUSG15408.1.p1, OFUSG15408.3.p1
OG0004399	HELIO_04973	OFUSG18895.1.p1, OFUSG18895.2.p1
OG0004400	HELIO_06143	OFUSG13116.1.p1
OG0004401	HELIO_00357	OFUSG17102.1.p1
OG0004402	HELIO_03883	OFUSG03686.1.p1
OG0004403	HELIO_01276	OFUSG16597.1.p1
OG0004404	HELIO_00365	OFUSG13040.1.p1
OG0004405	HELIO_11201	OFUSG10510.1.p1
OG0004406	HELIO_01541	OFUSG11750.1.p1
OG0004407	HELIO_06486	OFUSG21556.1.p1, OFUSG21556.2.p1, OFUSG21556.3.p1
OG0004409	HELIO_04938	OFUSG19201.1.p1
OG0004413	HELIO_03374	OFUSG19215.1.p1
OG0004414	HELIO_03088	OFUSG17204.1.p1
OG0004415	HELIO_09325	OFUSG04373.1.p1, OFUSG04373.2.p1
OG0004417	HELIO_12409	OFUSG21036.1.p1
OG0004418	HELIO_10340	OFUSG08241.1.p1
OG0004419	HELIO_10631	OFUSG06760.1.p1
OG0004420	HELIO_07109	OFUSG10004.1.p1
OG0004421	HELIO_04689	OFUSG09765.1.p1
OG0004422	HELIO_01632	OFUSG08631.1.p1
OG0004423	HELIO_05314	OFUSG12675.1.p1
OG0004424	HELIO_04380	OFUSG18745.1.p1
OG0004457	HELIO_12044	OFUSG20337.1.p1
OG0004459	HELIO_06462	OFUSG05552.1.p1, OFUSG05552.2.p1
OG0004460	HELIO_11544	OFUSG04747.1.p1
OG0004461	HELIO_08132	OFUSG07105.1.p1
OG0004462	HELIO_10916	OFUSG14517.1.p1
OG0004463	HELIO_11855	OFUSG22280.1.p1, OFUSG22281.1.p1, OFUSG22282.1.p1
OG0004465	HELIO_02805	OFUSG21289.1.p1
OG0004467	HELIO_02292	OFUSG24126.1.p1
OG0004468	HELIO_01285	OFUSG15364.1.p1
OG0004471	HELIO_05522	OFUSG12708.2.p1, OFUSG12708.1.p1
OG0004472	HELIO_06484	OFUSG19542.1.p1
OG0004474	HELIO_12721	OFUSG23245.2.p1, OFUSG23245.3.p1, OFUSG23245.1.p1
OG0004476	HELIO_02731	OFUSG03473.1.p1
OG0004477	HELIO_02575	OFUSG09375.1.p1
OG0004478	HELIO_00101	OFUSG20237.1.p1, OFUSG20237.3.p1, OFUSG20237.2.p1
OG0004479	HELIO_09869	OFUSG05226.1.p1
OG0004480	HELIO_01943	OFUSG08523.2.p1, OFUSG08523.1.p1
OG0004483	HELIO_00784	OFUSG17696.1.p1
OG0004485	HELIO_10753, HELIO_10752	OFUSG19643.1.p1
OG0004486	HELIO_09931	OFUSG20259.1.p1
OG0004487	HELIO_11260	OFUSG03509.1.p1
OG0004488	HELIO_01349	OFUSG08603.1.p1
OG0004489	HELIO_04543	OFUSG19255.1.p1
OG0004490	HELIO_01426	OFUSG01069.1.p1
OG0004491	HELIO_12478	OFUSG26923.1.p1
OG0004493	HELIO_02462	OFUSG00611.1.p1
OG0004494	HELIO_01937	OFUSG10248.1.p1
OG0004495	HELIO_05252	OFUSG08418.1.p1
OG0004496	HELIO_05528	OFUSG07230.1.p1
OG0004497	HELIO_02407	OFUSG20901.1.p1, OFUSG20901.2.p1
OG0004498	HELIO_05086	OFUSG20779.1.p1
OG0004499	HELIO_06775	OFUSG25056.1.p1, OFUSG25056.2.p1
OG0004500	HELIO_00985	OFUSG17190.1.p1
OG0004502	HELIO_04496	OFUSG09554.1.p1, OFUSG25788.1.p1
OG0004503	HELIO_11512	OFUSG03545.1.p1
OG0004505	HELIO_05492	OFUSG24304.1.p1
OG0004506	HELIO_06458	OFUSG10629.1.p1
OG0004507	HELIO_11682	OFUSG09055.1.p1
OG0004509	HELIO_01830, HELIO_01547	OFUSG04151.1.p1
OG0004510	HELIO_01779	OFUSG02328.1.p1
OG0004511	HELIO_09430	OFUSG08755.1.p1
OG0004512	HELIO_09740, HELIO_09741	OFUSG12440.1.p1
OG0004513	HELIO_06065	OFUSG26259.1.p1
OG0004514	HELIO_05298, HELIO_06872	OFUSG14834.3.p1, OFUSG14834.1.p1, OFUSG14834.2.p1
OG0004515	HELIO_07915	OFUSG06070.1.p1
OG0004516	HELIO_08851, HELIO_08852	OFUSG22450.1.p1
OG0004517	HELIO_05747	OFUSG09941.1.p1, OFUSG09941.2.p1
OG0004518	HELIO_02464	OFUSG26235.1.p1
OG0004519	HELIO_02070	OFUSG19459.1.p1, OFUSG19459.2.p1
OG0004520	HELIO_02470	OFUSG14215.1.p1
OG0004521	HELIO_09243, HELIO_09242	OFUSG07989.1.p1
OG0004524	HELIO_11653	OFUSG21076.1.p1
OG0004525	HELIO_11194	OFUSG21962.1.p1
OG0004526	HELIO_09082	OFUSG25412.1.p1
OG0004527	HELIO_00542	OFUSG00322.1.p1
OG0004528	HELIO_05441	OFUSG10332.1.p1
OG0004529	HELIO_04437	OFUSG13290.1.p1
OG0004530	HELIO_06657	OFUSG03014.1.p1
OG0004531	HELIO_07234	OFUSG12734.2.p1, OFUSG12734.1.p1
OG0004533	HELIO_08527	OFUSG16086.1.p1
OG0004534	HELIO_01164, HELIO_01163	OFUSG03583.1.p1
OG0004536	HELIO_05759, HELIO_04117	OFUSG13349.2.p1, OFUSG13349.1.p1
OG0004537	HELIO_11941	OFUSG19069.1.p1
OG0004538	HELIO_08825	OFUSG25281.1.p1
OG0004539	HELIO_10766	OFUSG12073.1.p1
OG0004540	HELIO_01984	OFUSG16071.1.p1
OG0004542	HELIO_06841	OFUSG25591.2.p1, OFUSG25591.1.p1
OG0004543	HELIO_11207	OFUSG17197.1.p1
OG0004545	HELIO_12540	OFUSG23646.1.p1, OFUSG23649.1.p1
OG0004547	HELIO_09117	OFUSG06133.1.p1
OG0004548	HELIO_08241	OFUSG08416.1.p1
OG0004550	HELIO_07318	OFUSG00208.1.p1
OG0004551	HELIO_05424	OFUSG16195.1.p1, OFUSG16195.2.p1
OG0004552	HELIO_10506	OFUSG24698.1.p1
OG0004553	HELIO_12007	OFUSG01337.2.p1, OFUSG01337.1.p1, OFUSG01337.3.p1, OFUSG01337.4.p1
OG0004554	HELIO_08526	OFUSG07017.1.p1
OG0004555	HELIO_01600	OFUSG20338.1.p1
OG0004556	HELIO_00978	OFUSG24005.2.p1, OFUSG24005.1.p1
OG0004558	HELIO_11447	OFUSG26445.1.p1
OG0004559	HELIO_05624	OFUSG09948.1.p1
OG0004560	HELIO_02040, HELIO_02041	OFUSG24827.1.p1
OG0004561	HELIO_05341	OFUSG24869.1.p1
OG0004563	HELIO_10963	OFUSG01035.1.p1
OG0004564	HELIO_01798	OFUSG11372.1.p1
OG0004565	HELIO_09408	OFUSG25212.1.p1
OG0004566	HELIO_12744	OFUSG17189.1.p1
OG0004567	HELIO_07623	OFUSG13070.1.p1
OG0004568	HELIO_11657	OFUSG11671.1.p1
OG0004569	HELIO_01159	OFUSG15462.1.p1
OG0004570	HELIO_00155	OFUSG21943.1.p1
OG0004571	HELIO_02695	OFUSG26032.1.p1, OFUSG26032.2.p1
OG0004573	HELIO_11161	OFUSG14867.1.p1
OG0004576	HELIO_00640	OFUSG06493.1.p1
OG0004577	HELIO_01659	OFUSG05229.1.p1
OG0004578	HELIO_01050	OFUSG08031.1.p1
OG0004579	HELIO_04280	OFUSG19362.1.p1
OG0004580	HELIO_09929	OFUSG13429.2.p1, OFUSG13429.1.p1
OG0004581	HELIO_05498	OFUSG26863.1.p1, OFUSG26863.2.p1
OG0004582	HELIO_08565	OFUSG21277.1.p1
OG0004583	HELIO_00209	OFUSG12908.1.p1
OG0004584	HELIO_11293	OFUSG16312.1.p1
OG0004585	HELIO_05321	OFUSG20357.1.p1
OG0004587	HELIO_01138	OFUSG02164.1.p1
OG0004588	HELIO_01642	OFUSG22313.1.p1
OG0004589	HELIO_12707	OFUSG24193.1.p1
OG0004590	HELIO_05349	OFUSG14930.2.p1, OFUSG14930.1.p1
OG0004591	HELIO_01411	OFUSG17812.1.p1
OG0004592	HELIO_10984	OFUSG21433.1.p1
OG0004593	HELIO_00714	OFUSG04892.1.p1
OG0004595	HELIO_00583	OFUSG17531.2.p1, OFUSG17531.3.p1, OFUSG17531.1.p1
OG0004599	HELIO_07655	OFUSG26506.1.p1
OG0004600	HELIO_10167	OFUSG14651.1.p1
OG0004601	HELIO_03704	OFUSG25669.1.p1
OG0004602	HELIO_01820	OFUSG18345.1.p1
OG0004603	HELIO_01872	OFUSG18121.1.p1
OG0004605	HELIO_09439, HELIO_09440	OFUSG10056.1.p1
OG0004608	HELIO_11826	OFUSG11818.1.p1
OG0004609	HELIO_00052	OFUSG07084.1.p1
OG0004610	HELIO_00082	OFUSG09759.1.p1
OG0004611	HELIO_04196	OFUSG13143.1.p1
OG0004612	HELIO_01397	OFUSG16853.2.p1, OFUSG16853.1.p1
OG0004613	HELIO_10626	OFUSG12709.2.p1, OFUSG12709.1.p1, OFUSG12709.3.p1
OG0004614	HELIO_01801	OFUSG11608.1.p1
OG0004616	HELIO_01195	OFUSG03912.1.p1
OG0004617	HELIO_08369	OFUSG01614.1.p1
OG0004618	HELIO_04389	OFUSG03094.1.p1, OFUSG03134.1.p1
OG0004619	HELIO_09992	OFUSG16672.1.p1
OG0004620	HELIO_02984	OFUSG20269.1.p1
OG0004621	HELIO_04659	OFUSG19375.1.p1, OFUSG19375.2.p1
OG0004622	HELIO_02761	OFUSG04709.2.p1, OFUSG04709.1.p1
OG0004624	HELIO_07902	OFUSG04529.1.p1
OG0004625	HELIO_09081	OFUSG15027.1.p1
OG0004627	HELIO_11945	OFUSG14785.1.p1, OFUSG14785.2.p1
OG0004628	HELIO_07285	OFUSG17226.1.p1
OG0004629	HELIO_00929	OFUSG14690.1.p1
OG0004630	HELIO_07827	OFUSG20291.1.p1, OFUSG20291.2.p1
OG0004631	HELIO_03167	OFUSG09085.1.p1, OFUSG09085.2.p1
OG0004632	HELIO_07666	OFUSG12694.1.p1
OG0004633	HELIO_01232	OFUSG13692.1.p1
OG0004634	HELIO_03114	OFUSG13542.1.p1
OG0004637	HELIO_04732	OFUSG05044.1.p1
OG0004638	HELIO_00200	OFUSG08345.2.p1, OFUSG08345.1.p1
OG0004639	HELIO_02889	OFUSG25724.1.p1
OG0004640	HELIO_01802	OFUSG16860.1.p1
OG0004641	HELIO_09900	OFUSG08286.1.p1
OG0004642	HELIO_09909	OFUSG05078.1.p1
OG0004643	HELIO_11685	OFUSG14661.1.p1
OG0004644	HELIO_11529	OFUSG11984.1.p1, OFUSG11984.2.p1
OG0004646	HELIO_06813	OFUSG08555.1.p1
OG0004647	HELIO_00821	OFUSG20121.1.p1, OFUSG20121.2.p1, OFUSG20121.5.p1, OFUSG20121.4.p1, OFUSG20121.3.p1
OG0004648	HELIO_00369	OFUSG25016.1.p1
OG0004649	HELIO_03519	OFUSG22259.1.p1
OG0004651	HELIO_01360	OFUSG07034.1.p1, OFUSG07034.3.p1, OFUSG07034.2.p1
OG0004655	HELIO_05420	OFUSG07897.1.p1
OG0004656	HELIO_07103	OFUSG13180.1.p1
OG0004657	HELIO_01936	OFUSG20946.1.p1
OG0004658	HELIO_07890	OFUSG00003.2.p1, OFUSG00003.1.p1
OG0004659	HELIO_03428	OFUSG05707.2.p1, OFUSG05707.1.p1
OG0004660	HELIO_10181	OFUSG00440.1.p1
OG0004661	HELIO_10214	OFUSG08935.1.p1
OG0004663	HELIO_11837	OFUSG15708.1.p1
OG0004664	HELIO_11551	OFUSG14191.1.p1
OG0004665	HELIO_12653	OFUSG03945.1.p1
OG0004666	HELIO_08353	OFUSG23197.1.p1, OFUSG23197.2.p1, OFUSG23197.3.p1
OG0004667	HELIO_03362	OFUSG05624.1.p1
OG0004668	HELIO_08315	OFUSG21754.1.p1
OG0004669	HELIO_09536	OFUSG09155.1.p1
OG0004670	HELIO_02134	OFUSG16156.1.p1
OG0004671	HELIO_07461	OFUSG15323.1.p1, OFUSG15323.2.p1
OG0004672	HELIO_04763	OFUSG20622.1.p1, OFUSG20623.1.p1
OG0004673	HELIO_08420	OFUSG04159.1.p1
OG0004674	HELIO_03310	OFUSG21156.1.p1
OG0004675	HELIO_01458	OFUSG12757.3.p1, OFUSG12757.2.p1, OFUSG12757.1.p1
OG0004676	HELIO_00427	OFUSG22032.1.p1, OFUSG22032.2.p1
OG0004677	HELIO_11439	OFUSG11726.1.p1
OG0004678	HELIO_04212	OFUSG08156.1.p1
OG0004679	HELIO_08320	OFUSG24186.1.p1
OG0004681	HELIO_02279	OFUSG15267.1.p1
OG0004683	HELIO_11352	OFUSG25029.1.p1
OG0004684	HELIO_03586	OFUSG11714.1.p1
OG0004685	HELIO_10245	OFUSG15144.1.p1
OG0004686	HELIO_03694	OFUSG15875.1.p1
OG0004687	HELIO_08862	OFUSG18909.1.p1
OG0004688	HELIO_02857	OFUSG22565.1.p1
OG0004689	HELIO_02078	OFUSG22250.1.p1, OFUSG22250.2.p1
OG0004690	HELIO_09683	OFUSG15804.1.p1
OG0004691	HELIO_08399	OFUSG11227.1.p1
OG0004692	HELIO_05109	OFUSG04470.1.p1, OFUSG25025.1.p1
OG0004694	HELIO_00653	OFUSG10511.1.p1, OFUSG10511.2.p1
OG0004696	HELIO_00504	OFUSG09958.1.p1
OG0004698	HELIO_03210	OFUSG10898.1.p1
OG0004699	HELIO_08731	OFUSG23870.1.p1
OG0004702	HELIO_04400	OFUSG00072.1.p1, OFUSG00087.1.p1
OG0004703	HELIO_04914	OFUSG14821.1.p1
OG0004704	HELIO_01766	OFUSG17192.1.p1
OG0004705	HELIO_04709	OFUSG02327.1.p1
OG0004706	HELIO_03432	OFUSG16861.1.p1
OG0004707	HELIO_10150	OFUSG02834.1.p1, OFUSG17783.1.p1
OG0004708	HELIO_11900	OFUSG24203.1.p1
OG0004711	HELIO_02943	OFUSG26677.1.p1
OG0004728	HELIO_00269	OFUSG19340.1.p1
OG0004729	HELIO_04890	OFUSG14953.1.p1, OFUSG14953.2.p1
OG0004730	HELIO_01714	OFUSG20134.2.p1, OFUSG20134.1.p1
OG0004731	HELIO_02044	OFUSG20985.1.p1, OFUSG20985.2.p1
OG0004732	HELIO_05224	OFUSG14904.1.p1
OG0004733	HELIO_10171	OFUSG09435.1.p1
OG0004735	HELIO_02328, HELIO_02327	OFUSG08126.1.p1
OG0004736	HELIO_08313	OFUSG02971.1.p1, OFUSG02971.3.p1, OFUSG02971.2.p1
OG0004738	HELIO_07530	OFUSG10899.1.p1
OG0004739	HELIO_02404	OFUSG11195.1.p1
OG0004740	HELIO_09419	OFUSG25163.1.p1
OG0004743	HELIO_00353	OFUSG04679.1.p1
OG0004744	HELIO_08063	OFUSG09993.1.p1
OG0004746	HELIO_07122	OFUSG00207.1.p1
OG0004747	HELIO_00610	OFUSG23171.1.p1
OG0004748	HELIO_03593	OFUSG08583.1.p1
OG0004749	HELIO_03717	OFUSG05430.1.p1
OG0004750	HELIO_03972	OFUSG16339.1.p1, OFUSG16339.2.p1
OG0004751	HELIO_12541	OFUSG21705.1.p1, OFUSG21706.1.p1
OG0004753	HELIO_01929	OFUSG13691.1.p1
OG0004754	HELIO_05829	OFUSG17881.2.p1, OFUSG17881.1.p1
OG0004755	HELIO_02844	OFUSG16567.1.p1
OG0004756	HELIO_08574	OFUSG23403.1.p1
OG0004757	HELIO_05289	OFUSG06894.1.p1
OG0004758	HELIO_08570	OFUSG05254.1.p1, OFUSG05254.2.p1
OG0004759	HELIO_02858	OFUSG11568.1.p1
OG0004760	HELIO_03633	OFUSG17160.2.p1, OFUSG17160.1.p1
OG0004761	HELIO_09029	OFUSG16790.1.p1
OG0004762	HELIO_07675	OFUSG17449.1.p1
OG0004762	HELIO_10598	OFUSG22137.1.p1, OFUSG22137.2.p1
