Orthogroup	HELIO_ok	BRALA
OG0004217	HELIO_12612	BRALA11886
OG0004218	HELIO_02237	BRALA35691, BRALA11369, BRALA27082
OG0004219	HELIO_03890	BRALA29983, BRALA33234
OG0004220	HELIO_07241	BRALA17127
OG0004222	HELIO_01516	BRALA26148
OG0004223	HELIO_02208	BRALA09691
OG0004225	HELIO_00473	BRALA18596
OG0004227	HELIO_04190	BRALA26674
OG0004229	HELIO_10319	BRALA03705
OG0004230	HELIO_03067	BRALA25002
OG0004231	HELIO_02803	BRALA18489
OG0004232	HELIO_08424	BRALA34160
OG0004233	HELIO_11199	BRALA18749
OG0004235	HELIO_06406	BRALA11235
OG0004236	HELIO_09356	BRALA21571
OG0004237	HELIO_00276	BRALA11898
OG0004239	HELIO_10562	BRALA02912
OG0004240	HELIO_07818	BRALA22623
OG0004242	HELIO_01219	BRALA15050
OG0004242	HELIO_01220	BRALA15049
OG0004243	HELIO_08298	BRALA11315
OG0004244	HELIO_02306	BRALA22724
OG0004245	HELIO_07870	BRALA35301
OG0004246	HELIO_10928	BRALA25785
OG0004247	HELIO_02696	BRALA24657
OG0004248	HELIO_05247, HELIO_06414	BRALA05741
OG0004249	HELIO_00455, HELIO_00454	BRALA08296
OG0004250	HELIO_10569	BRALA29141
OG0004251	HELIO_09481	BRALA10118
OG0004252	HELIO_01174	BRALA02512
OG0004254	HELIO_03429	BRALA03749
OG0004255	HELIO_06018	BRALA26683
OG0004257	HELIO_08894, HELIO_08895	BRALA10361
OG0004258	HELIO_08732	BRALA19445
OG0004259	HELIO_07775	BRALA09457
OG0004260	HELIO_03739	BRALA04444
OG0004261	HELIO_00002	BRALA19111
OG0004262	HELIO_03447	BRALA34766, BRALA21467
OG0004263	HELIO_12287	BRALA07416
OG0004264	HELIO_02131	BRALA03608
OG0004265	HELIO_09429	BRALA31423
OG0004267	HELIO_11484	BRALA01991
OG0004268	HELIO_09066	BRALA12493
OG0004269	HELIO_06762	BRALA05544
OG0004270	HELIO_06659	BRALA18525
OG0004271	HELIO_12035	BRALA09426
OG0004272	HELIO_09365	BRALA01934
OG0004273	HELIO_01145	BRALA06404
OG0004274	HELIO_10268	BRALA20006
OG0004275	HELIO_12661	BRALA29519
OG0004277	HELIO_06678	BRALA30535
OG0004278	HELIO_12691	BRALA14565
OG0004279	HELIO_08783	BRALA20647
OG0004280	HELIO_01147	BRALA23682, BRALA18212
OG0004281	HELIO_09492	BRALA31689, BRALA31688, BRALA35548
OG0004282	HELIO_05309	BRALA14728
OG0004284	HELIO_08102	BRALA11418
OG0004285	HELIO_09389	BRALA29530
OG0004286	HELIO_02729	BRALA14966
OG0004287	HELIO_08218	BRALA17769
OG0004288	HELIO_02021	BRALA03278
OG0004289	HELIO_05881	BRALA15160
OG0004290	HELIO_02511	BRALA03150
OG0004291	HELIO_06310	BRALA31457
OG0004292	HELIO_01648	BRALA05406
OG0004294	HELIO_01475	BRALA29283
OG0004295	HELIO_07746	BRALA01000
OG0004296	HELIO_11270	BRALA03748
OG0004298	HELIO_12397	BRALA08303
OG0004299	HELIO_07815	BRALA18722
OG0004300	HELIO_03164, HELIO_05762, HELIO_03166	BRALA32511
OG0004301	HELIO_02301	BRALA32145
OG0004302	HELIO_11348	BRALA29476
OG0004303	HELIO_05977	BRALA05979
OG0004304	HELIO_10121	BRALA29843
OG0004305	HELIO_02999	BRALA14639
OG0004306	HELIO_01476	BRALA16636
OG0004307	HELIO_06021	BRALA11162
OG0004308	HELIO_02621	BRALA23893
OG0004309	HELIO_02544	BRALA03711
OG0004310	HELIO_05755	BRALA07958
OG0004311	HELIO_02558	BRALA18222
OG0004312	HELIO_09858	BRALA16894
OG0004313	HELIO_11032	BRALA35482
OG0004314	HELIO_11288	BRALA02958
OG0004315	HELIO_06706, HELIO_01279	BRALA16278
OG0004316	HELIO_08782	BRALA27284
OG0004317	HELIO_01651	BRALA31136
OG0004318	HELIO_04611, HELIO_04568	BRALA11243
OG0004319	HELIO_02747	BRALA02487
OG0004320	HELIO_02657	BRALA05866
OG0004321	HELIO_05529	BRALA03831
OG0004322	HELIO_03250, HELIO_03251	BRALA16694
OG0004323	HELIO_07772	BRALA34818
OG0004324	HELIO_06380	BRALA09811
OG0004325	HELIO_12742	BRALA17672
OG0004327	HELIO_00022, HELIO_06094	BRALA28777
OG0004328	HELIO_03031	BRALA13776
OG0004329	HELIO_08973	BRALA11460
OG0004331	HELIO_04862	BRALA25017
OG0004332	HELIO_03735	BRALA05495
OG0004333	HELIO_03394	BRALA14711
OG0004334	HELIO_04407	BRALA05133
OG0004335	HELIO_10063	BRALA11786
OG0004336	HELIO_08099	BRALA08041, BRALA03225
OG0004337	HELIO_09677	BRALA11506
OG0004338	HELIO_02735	BRALA22739
OG0004339	HELIO_09382	BRALA14976
OG0004340	HELIO_09778	BRALA27384
OG0004342	HELIO_05880, HELIO_05788	BRALA28668
OG0004343	HELIO_09479	BRALA34896, BRALA33692, BRALA34328
OG0004344	HELIO_05104	BRALA04177
OG0004345	HELIO_11483	BRALA10189
OG0004346	HELIO_04653, HELIO_04870	BRALA15506
OG0004348	HELIO_02969	BRALA12127
OG0004349	HELIO_12177	BRALA26083
OG0004350	HELIO_09167	BRALA12360
OG0004351	HELIO_03403	BRALA18778
OG0004352	HELIO_06106	BRALA14329
OG0004353	HELIO_05842	BRALA26681
OG0004354	HELIO_08304	BRALA33463, BRALA33588
OG0004355	HELIO_02311	BRALA02915
OG0004356	HELIO_08069	BRALA18746
OG0004357	HELIO_08001	BRALA09608
OG0004359	HELIO_12437	BRALA22732
OG0004360	HELIO_07589	BRALA27825
OG0004362	HELIO_04842	BRALA01978
OG0004364	HELIO_04246	BRALA23445
OG0004365	HELIO_11208	BRALA24172
OG0004366	HELIO_12347	BRALA20010
OG0004367	HELIO_11157	BRALA15183
OG0004368	HELIO_10695	BRALA23102
OG0004369	HELIO_12496	BRALA02910
OG0004370	HELIO_03960	BRALA13645
OG0004372	HELIO_08067, HELIO_03183, HELIO_06703, HELIO_07476	BRALA02065, BRALA02064
OG0004373	HELIO_08887	BRALA16557
OG0004374	HELIO_04430	BRALA29279
OG0004375	HELIO_10600	BRALA07819
OG0004376	HELIO_02742	BRALA26859
OG0004377	HELIO_08549	BRALA22650, BRALA22649
OG0004378	HELIO_09047	BRALA29460
OG0004380	HELIO_02081	BRALA31059
OG0004381	HELIO_09818	BRALA31166
OG0004382	HELIO_05962	BRALA01390
OG0004383	HELIO_09050	BRALA33094, BRALA23070
OG0004384	HELIO_07788	BRALA21477
OG0004385	HELIO_01485	BRALA02586
OG0004386	HELIO_07923	BRALA22199
OG0004387	HELIO_00300	BRALA13877, BRALA13878
OG0004388	HELIO_09998	BRALA01537
OG0004389	HELIO_01623, HELIO_04466	BRALA01195
OG0004390	HELIO_11441, HELIO_02437	BRALA20609
OG0004391	HELIO_08588	BRALA06733
OG0004392	HELIO_00680	BRALA03731
OG0004393	HELIO_11585, HELIO_11584	BRALA25078
OG0004394	HELIO_11388	BRALA31576
OG0004395	HELIO_08875	BRALA26081
OG0004396	HELIO_05800	BRALA05724
OG0004397	HELIO_02130	BRALA21225
OG0004398	HELIO_02807	BRALA33935
OG0004399	HELIO_04973	BRALA09277
OG0004400	HELIO_06143	BRALA09786
OG0004401	HELIO_00357	BRALA00557
OG0004402	HELIO_12319	BRALA35050
OG0004402	HELIO_03883	BRALA22916
OG0004403	HELIO_01276	BRALA04354
OG0004404	HELIO_00365	BRALA12217
OG0004405	HELIO_11201	BRALA31963, BRALA06302
OG0004406	HELIO_01541	BRALA29567
OG0004407	HELIO_06486	BRALA13375, BRALA13376
OG0004409	HELIO_04938	BRALA27206
OG0004413	HELIO_03374	BRALA27203
OG0004414	HELIO_03088	BRALA13744
OG0004415	HELIO_09325	BRALA14040
OG0004417	HELIO_12409	BRALA00783
OG0004418	HELIO_10340	BRALA18257
OG0004419	HELIO_10631	BRALA21691
OG0004420	HELIO_07109	BRALA05463
OG0004421	HELIO_04689	BRALA25716
OG0004422	HELIO_01632	BRALA01893
OG0004423	HELIO_05314	BRALA17096
OG0004424	HELIO_04380	BRALA12773
OG0004457	HELIO_12044	BRALA16148
OG0004459	HELIO_06462	BRALA29538, BRALA34073
OG0004460	HELIO_11544	BRALA12464
OG0004461	HELIO_08132	BRALA17151
OG0004462	HELIO_10916	BRALA14199
OG0004463	HELIO_11855	BRALA26858
OG0004465	HELIO_02805	BRALA01824
OG0004467	HELIO_02292	BRALA29326
OG0004468	HELIO_01285	BRALA29411
OG0004471	HELIO_05522	BRALA18574
OG0004472	HELIO_06484	BRALA29153
OG0004473	HELIO_10239	BRALA31254
OG0004474	HELIO_12721	BRALA31316
OG0004476	HELIO_02731	BRALA14581
OG0004477	HELIO_02575	BRALA01420
OG0004478	HELIO_00101	BRALA12451
OG0004479	HELIO_09869	BRALA28094, BRALA03563, BRALA28093
OG0004480	HELIO_01943	BRALA11435
OG0004482	HELIO_01201	BRALA00394
OG0004483	HELIO_00784	BRALA10746
OG0004485	HELIO_10753, HELIO_10752	BRALA24714
OG0004486	HELIO_09931	BRALA03457
OG0004487	HELIO_11260	BRALA03392
OG0004488	HELIO_01349	BRALA13548
OG0004489	HELIO_04543	BRALA18946
OG0004490	HELIO_01426	BRALA08921
OG0004491	HELIO_12478	BRALA16481
OG0004493	HELIO_02462	BRALA19060
OG0004494	HELIO_01937	BRALA21955
OG0004495	HELIO_05252	BRALA13392
OG0004496	HELIO_05528	BRALA10106
OG0004498	HELIO_05086	BRALA03323
OG0004499	HELIO_06775	BRALA31005
OG0004500	HELIO_00985	BRALA01903
OG0004502	HELIO_04496	BRALA12219
OG0004503	HELIO_11512	BRALA08167, BRALA18736
OG0004505	HELIO_05492	BRALA04628
OG0004506	HELIO_06458	BRALA18627
OG0004507	HELIO_11682	BRALA21608
OG0004509	HELIO_01830, HELIO_01547	BRALA20619
OG0004510	HELIO_01779	BRALA22461
OG0004511	HELIO_09430	BRALA24832
OG0004512	HELIO_09740, HELIO_09741	BRALA22481
OG0004513	HELIO_06065	BRALA04514
OG0004514	HELIO_05298, HELIO_06872	BRALA25503
OG0004515	HELIO_07915	BRALA24074
OG0004516	HELIO_08851, HELIO_08852	BRALA25445
OG0004517	HELIO_05747	BRALA13110
OG0004518	HELIO_02464	BRALA18338
OG0004519	HELIO_02070	BRALA09425
OG0004520	HELIO_02470	BRALA12190
OG0004521	HELIO_09243, HELIO_09242	BRALA34603, BRALA22327, BRALA33889
OG0004524	HELIO_11653	BRALA06551
OG0004525	HELIO_11194	BRALA20597
OG0004526	HELIO_09082	BRALA21793
OG0004527	HELIO_00542	BRALA16772
OG0004528	HELIO_05441	BRALA23885
OG0004528	HELIO_04705	BRALA23886
OG0004529	HELIO_04437	BRALA18758
OG0004530	HELIO_06657	BRALA18685
OG0004531	HELIO_07234	BRALA28317, BRALA28318
OG0004533	HELIO_08527	BRALA07893
OG0004534	HELIO_01164, HELIO_01163	BRALA20376
OG0004536	HELIO_05759, HELIO_04117	BRALA35429, BRALA21266
OG0004537	HELIO_11941	BRALA21822
OG0004538	HELIO_08825	BRALA12040
OG0004539	HELIO_10766	BRALA35415, BRALA26130
OG0004540	HELIO_01984	BRALA07078
OG0004541	HELIO_11072, HELIO_07529, HELIO_10987	BRALA29235
OG0004542	HELIO_06841	BRALA24298
OG0004543	HELIO_11207	BRALA00359
OG0004545	HELIO_12540	BRALA28871
OG0004547	HELIO_09117	BRALA18970
OG0004548	HELIO_08241	BRALA10022
OG0004550	HELIO_07318	BRALA02217
OG0004551	HELIO_05424	BRALA32475
OG0004552	HELIO_10506	BRALA06062
OG0004553	HELIO_12007	BRALA19302
OG0004554	HELIO_08526	BRALA14413
OG0004555	HELIO_01600	BRALA03335
OG0004556	HELIO_00978	BRALA24253
OG0004558	HELIO_11447	BRALA08582
OG0004559	HELIO_05624	BRALA23018
OG0004560	HELIO_02040, HELIO_02041	BRALA25555
OG0004561	HELIO_05341	BRALA25557
OG0004563	HELIO_10963	BRALA15038
OG0004564	HELIO_01798	BRALA32101
OG0004565	HELIO_09408	BRALA24433
OG0004566	HELIO_12744	BRALA01904
OG0004567	HELIO_07623	BRALA12845, BRALA12850
OG0004568	HELIO_11657	BRALA13349
OG0004569	HELIO_01159	BRALA17687
OG0004570	HELIO_00155	BRALA10840
OG0004571	HELIO_02695	BRALA10635
OG0004572	HELIO_02556	BRALA03398
OG0004573	HELIO_11161	BRALA34747
OG0004576	HELIO_00640	BRALA11521
OG0004578	HELIO_01050	BRALA02649
OG0004579	HELIO_04280	BRALA09331
OG0004580	HELIO_09929	BRALA05772
OG0004581	HELIO_05498	BRALA14290
OG0004582	HELIO_08565	BRALA00706
OG0004583	HELIO_00209	BRALA01776
OG0004584	HELIO_11293	BRALA22981
OG0004585	HELIO_05321	BRALA25633
OG0004587	HELIO_01138	BRALA20385
OG0004588	HELIO_01642	BRALA30100
OG0004589	HELIO_12707	BRALA28422
OG0004590	HELIO_05349	BRALA28418
OG0004592	HELIO_10984	BRALA01027
OG0004593	HELIO_00714	BRALA28884
OG0004595	HELIO_00583	BRALA10676
OG0004596	HELIO_10182	BRALA07736
OG0004597	HELIO_09975	BRALA15202
OG0004599	HELIO_07655	BRALA16807
OG0004600	HELIO_10167	BRALA00319
OG0004601	HELIO_03704	BRALA10060
OG0004602	HELIO_01820	BRALA11139
OG0004603	HELIO_01872	BRALA06365
OG0004605	HELIO_09439, HELIO_09440	BRALA23013
OG0004606	HELIO_10022	BRALA21148, BRALA34943
OG0004608	HELIO_11826	BRALA15268
OG0004609	HELIO_00052	BRALA33091
OG0004610	HELIO_00082	BRALA17107
OG0004611	HELIO_04196	BRALA12585
OG0004612	HELIO_01397	BRALA00024
OG0004613	HELIO_10626	BRALA20462
OG0004614	HELIO_01801	BRALA30212
OG0004615	HELIO_08842	BRALA18480, BRALA18477
OG0004616	HELIO_01195	BRALA06969
OG0004617	HELIO_08369	BRALA02299
OG0004618	HELIO_04389	BRALA22928
OG0004619	HELIO_09992	BRALA20299
OG0004622	HELIO_02761	BRALA32935, BRALA32009, BRALA21361, BRALA34893
OG0004623	HELIO_06434	BRALA01754, BRALA09097
OG0004624	HELIO_07902	BRALA05803, BRALA06525, BRALA30942, BRALA06590, BRALA13937, BRALA30592, BRALA13996, BRALA03999, BRALA18905, BRALA10994, BRALA02454, BRALA02423, BRALA23319, BRALA24336, BRALA34681
OG0004625	HELIO_09081	BRALA34062
OG0004627	HELIO_11945	BRALA06139
OG0004628	HELIO_07285	BRALA00501
OG0004629	HELIO_00929	BRALA10080
OG0004630	HELIO_07827	BRALA27521
OG0004631	HELIO_03167	BRALA00873
OG0004632	HELIO_07666	BRALA27092
OG0004633	HELIO_01232	BRALA27276
OG0004634	HELIO_03114	BRALA05479
OG0004637	HELIO_04732	BRALA28098
OG0004638	HELIO_00200	BRALA10114
OG0004639	HELIO_02889	BRALA23114
OG0004641	HELIO_09900	BRALA06119
OG0004642	HELIO_09909	BRALA03307
OG0004643	HELIO_11685	BRALA06114
OG0004644	HELIO_11529	BRALA15220
OG0004646	HELIO_06813	BRALA15036
OG0004647	HELIO_00821	BRALA01649
OG0004648	HELIO_00369	BRALA27204
OG0004649	HELIO_03519	BRALA26873
OG0004651	HELIO_01360	BRALA28079
OG0004655	HELIO_05420	BRALA07762
OG0004656	HELIO_07103	BRALA23741
OG0004657	HELIO_01936	BRALA05637
OG0004658	HELIO_07890	BRALA23896
OG0004659	HELIO_03428	BRALA19760
OG0004660	HELIO_10181	BRALA18844
OG0004661	HELIO_10214	BRALA26103, BRALA09487
OG0004663	HELIO_11837	BRALA33957
OG0004664	HELIO_11551	BRALA28863
OG0004665	HELIO_12653	BRALA14077
OG0004666	HELIO_08353	BRALA25386
OG0004667	HELIO_03362	BRALA20032
OG0004669	HELIO_09536	BRALA31710
OG0004670	HELIO_02134	BRALA11400
OG0004671	HELIO_07461	BRALA34594
OG0004672	HELIO_04763	BRALA03094
OG0004673	HELIO_08420	BRALA07414
OG0004674	HELIO_03310	BRALA21747
OG0004675	HELIO_01458	BRALA01751
OG0004676	HELIO_00427	BRALA22511
OG0004677	HELIO_11439	BRALA13391
OG0004678	HELIO_04212	BRALA10033
OG0004679	HELIO_08320	BRALA32750
OG0004680	HELIO_10530	BRALA32711, BRALA30165
OG0004681	HELIO_02279	BRALA29477, BRALA35123
OG0004682	HELIO_10128	BRALA03899
OG0004683	HELIO_11352	BRALA26125
OG0004684	HELIO_03586	BRALA26124
OG0004685	HELIO_10246, HELIO_10245	BRALA29447
OG0004686	HELIO_03694	BRALA07410
OG0004687	HELIO_08862	BRALA19729
OG0004688	HELIO_02857	BRALA20055
OG0004689	HELIO_02078	BRALA14930
OG0004690	HELIO_09683	BRALA08004
OG0004691	HELIO_08399	BRALA31036
OG0004692	HELIO_05109	BRALA32999
OG0004694	HELIO_00653	BRALA23046
OG0004695	HELIO_06763	BRALA01511, BRALA01505
OG0004696	HELIO_00504	BRALA03830
OG0004697	HELIO_04340	BRALA11777
OG0004698	HELIO_03210	BRALA21938
OG0004699	HELIO_08731	BRALA07186
OG0004701	HELIO_05681, HELIO_12498, HELIO_08711	BRALA10618
OG0004702	HELIO_04400	BRALA32995, BRALA07211
OG0004703	HELIO_04914	BRALA26823
OG0004704	HELIO_01766	BRALA00765
OG0004705	HELIO_04709	BRALA08213
OG0004706	HELIO_03432	BRALA00111
OG0004707	HELIO_10150	BRALA20441
OG0004708	HELIO_11900	BRALA00406
OG0004710	HELIO_02297	BRALA18369
OG0004711	HELIO_02943	BRALA08263
OG0004728	HELIO_00269	BRALA19112
OG0004730	HELIO_01714	BRALA13497
OG0004731	HELIO_02044	BRALA29685
OG0004732	HELIO_05224	BRALA09631
OG0004733	HELIO_10171	BRALA17604
OG0004735	HELIO_02328, HELIO_02327	BRALA05427
OG0004736	HELIO_08313	BRALA16972
OG0004738	HELIO_07530	BRALA27390
OG0004739	HELIO_02404	BRALA03271, BRALA03272
OG0004740	HELIO_09419	BRALA29145
OG0004743	HELIO_00353	BRALA08286
OG0004744	HELIO_08063	BRALA06531
OG0004746	HELIO_07122	BRALA08943
OG0004747	HELIO_00610	BRALA28438
OG0004748	HELIO_03593	BRALA09674
OG0004749	HELIO_03717	BRALA20020
OG0004751	HELIO_12541	BRALA35736, BRALA13426
OG0004753	HELIO_01929	BRALA13874
OG0004754	HELIO_05829	BRALA23050
OG0004755	HELIO_02844	BRALA27359
OG0004756	HELIO_08574	BRALA09680
OG0004757	HELIO_05289	BRALA09865, BRALA09872
OG0004758	HELIO_08570	BRALA24157
OG0004759	HELIO_02858	BRALA22261
OG0004760	HELIO_03633	BRALA13716
OG0004761	HELIO_09029	BRALA24489
OG0004762	HELIO_07675	BRALA28326
OG0004762	HELIO_10598	BRALA17732
OG0004763	HELIO_07164	BRALA34431
OG0004764	HELIO_05384	BRALA05324
OG0004765	HELIO_12222	BRALA00991
OG0004769	HELIO_01733	BRALA10097, BRALA07309
OG0004770	HELIO_04370	BRALA19310
OG0004771	HELIO_00257	BRALA09847
OG0004771	HELIO_03018	BRALA22554, BRALA09918
OG0004774	HELIO_10117	BRALA06537
OG0004775	HELIO_03011	BRALA32894
OG0004776	HELIO_02825	BRALA23901
OG0004777	HELIO_09268	BRALA05941
OG0004779	HELIO_10120	BRALA11730
OG0004781	HELIO_08457	BRALA11896
OG0004783	HELIO_00739	BRALA35592, BRALA32467
OG0004784	HELIO_10588	BRALA10893
OG0004786	HELIO_09763	BRALA14055
OG0004787	HELIO_11880	BRALA12312
OG0004788	HELIO_05487	BRALA22150
OG0004790	HELIO_09080	BRALA34363
OG0004791	HELIO_04438	BRALA27664
OG0004793	HELIO_04702	BRALA21447
OG0004794	HELIO_10483	BRALA01793
OG0004795	HELIO_04401	BRALA33991
OG0004797	HELIO_09940	BRALA16695
OG0004798	HELIO_02146	BRALA30382
OG0004799	HELIO_09326	BRALA02224
OG0004800	HELIO_09344	BRALA09042
OG0004801	HELIO_06400	BRALA06449
OG0004802	HELIO_01976	BRALA03380, BRALA03382
OG0004803	HELIO_08209	BRALA06021
OG0004804	HELIO_09510	BRALA16717
OG0004805	HELIO_08364	BRALA11567
OG0004806	HELIO_00945	BRALA31348
OG0004807	HELIO_01224	BRALA05556, BRALA04439
OG0004808	HELIO_09802	BRALA05658
OG0004809	HELIO_08380	BRALA10043
OG0004810	HELIO_12432	BRALA19737
OG0004811	HELIO_06670	BRALA17170
OG0004812	HELIO_07425	BRALA16045
OG0004813	HELIO_04418	BRALA15155
OG0004814	HELIO_10146	BRALA09208
OG0004815	HELIO_02878	BRALA16380
OG0004816	HELIO_09964	BRALA22898
OG0004817	HELIO_05937	BRALA00236
OG0004818	HELIO_08168	BRALA31690
OG0004820	HELIO_06487	BRALA28634
OG0004822	HELIO_06062	BRALA24004
OG0004823	HELIO_07983	BRALA02286
OG0004824	HELIO_02675	BRALA21792
OG0004825	HELIO_12252	BRALA18333
OG0004826	HELIO_12537	BRALA31003
OG0004827	HELIO_09668	BRALA05124, BRALA25712
OG0004828	HELIO_11628	BRALA03838
OG0004830	HELIO_04244	BRALA23182
OG0004831	HELIO_11105	BRALA08960
OG0004832	HELIO_09217	BRALA00100
OG0004834	HELIO_03331	BRALA05851
OG0004835	HELIO_10353	BRALA17760
OG0004837	HELIO_10521	BRALA15342
OG0004838	HELIO_06565	BRALA15130
OG0004839	HELIO_10868	BRALA14588
OG0004840	HELIO_02085	BRALA10057
OG0004841	HELIO_02585	BRALA03215
OG0004842	HELIO_11832	BRALA13532
OG0004843	HELIO_00834	BRALA33348
OG0004844	HELIO_10522	BRALA23632
OG0004845	HELIO_03737, HELIO_05410	BRALA21193
OG0004846	HELIO_10819	BRALA09513
OG0004848	HELIO_00069	BRALA07685
OG0004849	HELIO_05423	BRALA34656, BRALA23873
OG0004850	HELIO_00704	BRALA12053
OG0004851	HELIO_09616	BRALA23176
OG0004854	HELIO_03818	BRALA22738
OG0004855	HELIO_02533	BRALA19389
OG0004856	HELIO_07832	BRALA22942
OG0004857	HELIO_04137	BRALA24715
OG0004859	HELIO_01723	BRALA07338
OG0004860	HELIO_10679	BRALA05260
OG0004861	HELIO_06812	BRALA13324
OG0004862	HELIO_02985	BRALA24266
OG0004863	HELIO_03006	BRALA29780
OG0004864	HELIO_00612	BRALA15377
OG0004865	HELIO_10000	BRALA14970
OG0004866	HELIO_06524	BRALA15991
OG0004867	HELIO_07092	BRALA15186
OG0004868	HELIO_12465	BRALA24136
OG0004869	HELIO_02239	BRALA21005
OG0004870	HELIO_01880	BRALA25836
OG0004871	HELIO_05857	BRALA32821
OG0004872	HELIO_12688	BRALA03369
OG0004873	HELIO_01289	BRALA05488
OG0004874	HELIO_08597	BRALA03277
OG0004875	HELIO_06367	BRALA01281
OG0004877	HELIO_07852	BRALA16981
OG0004879	HELIO_00955	BRALA14250
OG0004880	HELIO_05730	BRALA16715
OG0004881	HELIO_09700	BRALA05669
OG0004882	HELIO_11618	BRALA03289
OG0004883	HELIO_09764	BRALA27370
OG0004884	HELIO_04646	BRALA30160
OG0004886	HELIO_12663	BRALA13594
OG0004887	HELIO_07078	BRALA18551, BRALA18550
OG0004888	HELIO_12304	BRALA07403, BRALA07404, BRALA07405
OG0004889	HELIO_00127	BRALA22241
OG0004890	HELIO_07765	BRALA28412
OG0004892	HELIO_09061	BRALA34926, BRALA33780, BRALA35726
OG0004893	HELIO_09946	BRALA01439
OG0004894	HELIO_07921, HELIO_07922	BRALA19454
OG0004895	HELIO_03296	BRALA28415
OG0004896	HELIO_06128	BRALA02657
OG0004899	HELIO_05066	BRALA13151
OG0004900	HELIO_12225	BRALA24271
OG0004901	HELIO_03599	BRALA07724
OG0004902	HELIO_00778	BRALA15203
OG0004903	HELIO_11087	BRALA26597
OG0004904	HELIO_09534, HELIO_09535	BRALA22957
OG0004906	HELIO_11147	BRALA05859
OG0004907	HELIO_07173	BRALA27011, BRALA29950, BRALA27009
OG0004908	HELIO_00139	BRALA05346, BRALA05345, BRALA28313
OG0004909	HELIO_07487	BRALA28337
OG0004910	HELIO_12596	BRALA03056, BRALA33503
OG0004911	HELIO_07544	BRALA23612, BRALA33471
OG0004913	HELIO_03203	BRALA13584
OG0004914	HELIO_01774	BRALA07564
OG0004915	HELIO_01410	BRALA24632
OG0004916	HELIO_03000	BRALA21739
OG0004917	HELIO_12189	BRALA17895
OG0004919	HELIO_10921	BRALA33679
OG0004921	HELIO_10067	BRALA05499
OG0004922	HELIO_01685	BRALA16616
OG0004923	HELIO_02565	BRALA21201
OG0004924	HELIO_01952	BRALA09627
OG0004925	HELIO_02062, HELIO_11064	BRALA11773, BRALA31625, BRALA27891, BRALA29997, BRALA18560
OG0004926	HELIO_12251	BRALA02572
OG0004927	HELIO_02619	BRALA22260
OG0004928	HELIO_07307	BRALA13743
OG0004929	HELIO_05264	BRALA16946
OG0004930	HELIO_04712	BRALA00532
OG0004931	HELIO_03708	BRALA35702
OG0004932	HELIO_07987	BRALA09812
OG0004933	HELIO_03228	BRALA03897
OG0004934	HELIO_06258	BRALA34630, BRALA20603
OG0004935	HELIO_10326	BRALA31718
OG0004936	HELIO_03754	BRALA15177
OG0004938	HELIO_02813	BRALA12054
OG0004939	HELIO_07398	BRALA15087
OG0004940	HELIO_00273	BRALA16635
OG0004941	HELIO_05073	BRALA17339
OG0004942	HELIO_10145	BRALA15123
OG0004943	HELIO_07312	BRALA18535
OG0004944	HELIO_03756	BRALA18049
OG0004946	HELIO_11986	BRALA13424
OG0004947	HELIO_05661	BRALA09544
OG0004948	HELIO_02547	BRALA29771
OG0004949	HELIO_02589	BRALA23863
OG0004950	HELIO_12029, HELIO_12030	BRALA24813
OG0004951	HELIO_00782	BRALA19007
OG0004952	HELIO_07510	BRALA31449
OG0004953	HELIO_06904	BRALA11487
OG0004954	HELIO_00661	BRALA01713
OG0004955	HELIO_04551	BRALA22647
OG0004956	HELIO_01327	BRALA10952
OG0004957	HELIO_07278	BRALA28656, BRALA20706
OG0004958	HELIO_10740	BRALA09476
OG0004960	HELIO_01905	BRALA22837
OG0004961	HELIO_08946, HELIO_08945	BRALA00519
OG0004962	HELIO_08746	BRALA14101
OG0004965	HELIO_04859	BRALA03347
OG0004966	HELIO_11691	BRALA23363, BRALA00989
OG0004967	HELIO_01089	BRALA29363
OG0004968	HELIO_02336	BRALA29428
OG0004971	HELIO_11333	BRALA33597
OG0004972	HELIO_04464	BRALA06415
OG0004973	HELIO_05536	BRALA06428
OG0004974	HELIO_10765	BRALA23354
OG0004975	HELIO_10270	BRALA01236
OG0004976	HELIO_01915	BRALA08070
OG0004977	HELIO_09387	BRALA14155
OG0004978	HELIO_09650	BRALA08114
OG0004979	HELIO_00535	BRALA20271
OG0004980	HELIO_11727	BRALA06666
OG0004981	HELIO_00009	BRALA07121
OG0004982	HELIO_02000	BRALA10028
OG0004983	HELIO_12041	BRALA22364
OG0004985	HELIO_04047	BRALA15016
OG0004986	HELIO_12245	BRALA01041
OG0004988	HELIO_09379	BRALA29383
OG0004989	HELIO_10003	BRALA08810
OG0004990	HELIO_07049	BRALA19772
OG0004993	HELIO_11040	BRALA20595, BRALA35651, BRALA35141
OG0004995	HELIO_06193	BRALA30343
OG0004996	HELIO_07732	BRALA17166
OG0004997	HELIO_02145	BRALA24073
OG0004998	HELIO_08283	BRALA28837
OG0004999	HELIO_10797	BRALA29054
OG0005000	HELIO_00957	BRALA08674
OG0005002	HELIO_00270	BRALA01660
OG0005003	HELIO_12173	BRALA21209, BRALA32328
OG0005006	HELIO_11768	BRALA10726
OG0005008	HELIO_11090	BRALA28440
OG0005009	HELIO_08064	BRALA29055
OG0005012	HELIO_02335	BRALA06405
OG0005013	HELIO_11789	BRALA03794
OG0005014	HELIO_08846	BRALA29414
